Orthogroup	Pran	Pram
OG0000186	Pran.g_00389	Pram.g_00021
OG0000187	Pran.g_00388	Pram.g_00022
OG0000188	Pran.g_00387	Pram.g_00023
OG0000189	Pran.g_00385	Pram.g_00024
OG0000190	Pran.g_00383	Pram.g_00026
OG0000191	Pran.g_00382	Pram.g_00028
OG0000192	Pran.g_00381	Pram.g_00029
OG0000193	Pran.g_00380	Pram.g_00030
OG0000194	Pran.g_00379	Pram.g_00033
OG0000195	Pran.g_00378	Pram.g_00034
OG0000196	Pran.g_00377	Pram.g_00035
OG0000197	Pran.g_00375	Pram.g_00037
OG0000198	Pran.g_00374	Pram.g_00038
OG0000199	Pran.g_00373	Pram.g_00039
OG0000200	Pran.g_00368	Pram.g_00048
OG0000201	Pran.g_00367	Pram.g_00049
OG0000202	Pran.g_00366	Pram.g_00050
OG0000203	Pran.g_00363	Pram.g_00054
OG0000204	Pran.g_00362	Pram.g_00055
OG0000205	Pran.g_00359	Pram.g_00058
OG0000206	Pran.g_00357	Pram.g_00060
OG0000207	Pran.g_00355	Pram.g_00062
OG0000208	Pran.g_00354	Pram.g_00063
OG0000209	Pran.g_00353	Pram.g_01536
OG0000210	Pran.g_00352	Pram.g_00064
OG0000211	Pran.g_00351	Pram.g_00065
OG0000212	Pran.g_00350	Pram.g_00066
OG0000213	Pran.g_00349	Pram.g_00067
OG0000214	Pran.g_00348	Pram.g_00068
OG0000215	Pran.g_00347	Pram.g_00069
OG0000216	Pran.g_00346	Pram.g_00070
OG0000217	Pran.g_00344	Pram.g_00072
OG0000218	Pran.g_00343	Pram.g_00073
OG0000219	Pran.g_00342	Pram.g_00074
OG0000220	Pran.g_00341	Pram.g_00075
OG0000221	Pran.g_00339	Pram.g_00078
OG0000222	Pran.g_00338	Pram.g_00079
OG0000223	Pran.g_00337	Pram.g_00080
OG0000224	Pran.g_00336	Pram.g_00081
OG0000225	Pran.g_00335	Pram.g_00082
OG0000226	Pran.g_00334	Pram.g_00083
OG0000227	Pran.g_00333	Pram.g_00085
OG0000228	Pran.g_00332	Pram.g_00086
OG0000229	Pran.g_00331	Pram.g_00087
OG0000230	Pran.g_00330	Pram.g_00088
OG0000231	Pran.g_00329	Pram.g_00089
OG0000232	Pran.g_00327	Pram.g_00090
OG0000233	Pran.g_00326	Pram.g_00091
OG0000234	Pran.g_00325	Pram.g_00092
OG0000235	Pran.g_00324	Pram.g_00093
OG0000236	Pran.g_00323	Pram.g_00096
OG0000237	Pran.g_00322	Pram.g_00097
OG0000238	Pran.g_00321	Pram.g_00098
OG0000239	Pran.g_00319	Pram.g_00100
OG0000240	Pran.g_00318	Pram.g_00101
OG0000241	Pran.g_00317	Pram.g_00102
OG0000242	Pran.g_00316	Pram.g_00103
OG0000243	Pran.g_00313	Pram.g_00106
OG0000244	Pran.g_00311	Pram.g_00109
OG0000245	Pran.g_00310	Pram.g_00110
OG0000246	Pran.g_00309	Pram.g_00111
OG0000247	Pran.g_00307	Pram.g_00113
OG0000248	Pran.g_00305	Pram.g_00115
OG0000249	Pran.g_00304	Pram.g_00117
OG0000250	Pran.g_00303	Pram.g_00118
OG0000251	Pran.g_00302	Pram.g_00119
OG0000252	Pran.g_00301	Pram.g_00120
OG0000253	Pran.g_00300	Pram.g_00121
OG0000254	Pran.g_00298	Pram.g_01001
OG0000255	Pran.g_00297	Pram.g_00123
OG0000256	Pran.g_00294	Pram.g_00126
OG0000257	Pran.g_00292	Pram.g_00128
OG0000258	Pran.g_00288	Pram.g_00130
OG0000259	Pran.g_00287	Pram.g_00131
OG0000260	Pran.g_00286	Pram.g_00132
OG0000261	Pran.g_00285	Pram.g_00133
OG0000262	Pran.g_00283	Pram.g_00134
OG0000263	Pran.g_00281	Pram.g_00136
OG0000264	Pran.g_00280	Pram.g_00137
OG0000265	Pran.g_00279	Pram.g_00138
OG0000266	Pran.g_00278	Pram.g_00139
OG0000267	Pran.g_00277	Pram.g_00140
OG0000268	Pran.g_00276	Pram.g_00141
OG0000269	Pran.g_00274	Pram.g_00143
OG0000270	Pran.g_00273	Pram.g_00144
OG0000271	Pran.g_00272	Pram.g_00145
OG0000272	Pran.g_00271	Pram.g_00146
OG0000273	Pran.g_00270	Pram.g_00147
OG0000274	Pran.g_00269	Pram.g_00148
OG0000275	Pran.g_00268	Pram.g_00149
OG0000276	Pran.g_00267	Pram.g_00150
OG0000277	Pran.g_00265	Pram.g_00152
OG0000278	Pran.g_00264	Pram.g_00153
OG0000279	Pran.g_00263	Pram.g_00154
OG0000280	Pran.g_00261	Pram.g_00156
OG0000281	Pran.g_00259	Pram.g_00157
OG0000282	Pran.g_00258	Pram.g_00158
OG0000283	Pran.g_00257	Pram.g_00159
OG0000284	Pran.g_00256	Pram.g_00160
OG0000285	Pran.g_00255	Pram.g_00161
OG0000286	Pran.g_00254	Pram.g_00162
OG0000287	Pran.g_00253	Pram.g_00163
OG0000288	Pran.g_00251	Pram.g_00165
OG0000289	Pran.g_00250	Pram.g_00166
OG0000290	Pran.g_00249	Pram.g_00167
OG0000291	Pran.g_00247	Pram.g_00169
OG0000292	Pran.g_00246	Pram.g_00171
OG0000293	Pran.g_00245	Pram.g_00172
OG0000294	Pran.g_00244	Pram.g_00173
OG0000295	Pran.g_00243	Pram.g_00174
OG0000296	Pran.g_00242	Pram.g_00175
OG0000297	Pran.g_00241	Pram.g_00176
OG0000298	Pran.g_00239	Pram.g_00178
OG0000299	Pran.g_00238	Pram.g_00179
OG0000300	Pran.g_00237	Pram.g_00180
OG0000301	Pran.g_00236	Pram.g_00181
OG0000302	Pran.g_00235	Pram.g_00182
OG0000303	Pran.g_00234	Pram.g_00183
OG0000304	Pran.g_00232	Pram.g_00185
OG0000305	Pran.g_00231	Pram.g_00186
OG0000306	Pran.g_00228	Pram.g_00189
OG0000307	Pran.g_00227	Pram.g_00190
OG0000308	Pran.g_00226	Pram.g_00191
OG0000309	Pran.g_00225	Pram.g_00192
OG0000310	Pran.g_00224	Pram.g_00193
OG0000311	Pran.g_00223	Pram.g_00194
OG0000312	Pran.g_00222	Pram.g_00195
OG0000313	Pran.g_00221	Pram.g_00196
OG0000314	Pran.g_00220	Pram.g_00197
OG0000315	Pran.g_00219	Pram.g_00198
OG0000316	Pran.g_00218	Pram.g_00199
OG0000317	Pran.g_00217	Pram.g_00200
OG0000318	Pran.g_00216	Pram.g_00201
OG0000319	Pran.g_00215	Pram.g_00202
OG0000320	Pran.g_00214	Pram.g_00203
OG0000321	Pran.g_00213	Pram.g_00204
OG0000322	Pran.g_00212	Pram.g_00205
OG0000323	Pran.g_00211	Pram.g_00206
OG0000324	Pran.g_00210	Pram.g_00207
OG0000325	Pran.g_00209	Pram.g_00208
OG0000326	Pran.g_00208	Pram.g_00209
OG0000327	Pran.g_00207	Pram.g_00210
OG0000328	Pran.g_00206	Pram.g_00212
OG0000329	Pran.g_00205	Pram.g_00213
OG0000330	Pran.g_00204	Pram.g_00214
OG0000331	Pran.g_00203	Pram.g_00216
OG0000332	Pran.g_00202	Pram.g_00217
OG0000333	Pran.g_00201	Pram.g_00218
OG0000334	Pran.g_00200	Pram.g_00219
OG0000335	Pran.g_00199	Pram.g_00220
OG0000336	Pran.g_00197	Pram.g_00222
OG0000337	Pran.g_00196	Pram.g_00223
OG0000338	Pran.g_00193	Pram.g_00228
OG0000339	Pran.g_01950	Pram.g_00230
OG0000340	Pran.g_01948	Pram.g_00232
OG0000341	Pran.g_01947	Pram.g_00233
OG0000342	Pran.g_01946	Pram.g_00234
OG0000343	Pran.g_01945	Pram.g_00235
OG0000344	Pran.g_01942	Pram.g_00238
OG0000345	Pran.g_01939	Pram.g_00242
OG0000346	Pran.g_01938	Pram.g_00243
OG0000347	Pran.g_01935	Pram.g_00246
OG0000348	Pran.g_01934	Pram.g_00247
OG0000349	Pran.g_01933	Pram.g_00248
OG0000350	Pran.g_01931	Pram.g_00250
OG0000351	Pran.g_01930	Pram.g_00251
OG0000352	Pran.g_01929	Pram.g_00252
OG0000353	Pran.g_01928	Pram.g_00253
OG0000354	Pran.g_01927	Pram.g_00254
OG0000355	Pran.g_01926	Pram.g_00255
OG0000356	Pran.g_01925	Pram.g_00256
OG0000357	Pran.g_01924	Pram.g_00257
OG0000358	Pran.g_01923	Pram.g_00258
OG0000359	Pran.g_01922	Pram.g_00260
OG0000360	Pran.g_01919	Pram.g_00263
OG0000361	Pran.g_01918	Pram.g_00264
OG0000362	Pran.g_01917	Pram.g_00265
OG0000363	Pran.g_01916	Pram.g_00266
OG0000364	Pran.g_01912	Pram.g_00270
OG0000365	Pran.g_01911	Pram.g_00271
OG0000366	Pran.g_01909	Pram.g_00274
OG0000367	Pran.g_01908	Pram.g_00275
OG0000368	Pran.g_01907	Pram.g_00276
OG0000369	Pran.g_01906	Pram.g_00277
OG0000370	Pran.g_01905	Pram.g_00278
OG0000371	Pran.g_01904	Pram.g_00280
OG0000372	Pran.g_01903	Pram.g_00281
OG0000373	Pran.g_01902	Pram.g_00282
OG0000374	Pran.g_01900	Pram.g_00283
OG0000375	Pran.g_01899	Pram.g_00284
OG0000376	Pran.g_01896	Pram.g_00287
OG0000377	Pran.g_01895	Pram.g_00288
OG0000378	Pran.g_01894	Pram.g_00289
OG0000379	Pran.g_01893	Pram.g_00290
OG0000380	Pran.g_01892	Pram.g_00291
OG0000381	Pran.g_01891	Pram.g_00292
OG0000382	Pran.g_01890	Pram.g_00293
OG0000383	Pran.g_01889	Pram.g_00294
OG0000384	Pran.g_01886	Pram.g_00296
OG0000385	Pran.g_01885	Pram.g_00297
OG0000386	Pran.g_01884	Pram.g_00298
OG0000387	Pran.g_01883	Pram.g_00299
OG0000388	Pran.g_01882	Pram.g_00300
OG0000389	Pran.g_01881	Pram.g_00301
OG0000390	Pran.g_01880	Pram.g_00302
OG0000391	Pran.g_01879	Pram.g_00303
OG0000392	Pran.g_01878	Pram.g_00304
OG0000393	Pran.g_01877	Pram.g_00305
OG0000394	Pran.g_01876	Pram.g_00306
OG0000395	Pran.g_01875	Pram.g_00307
OG0000396	Pran.g_01873	Pram.g_00309
OG0000397	Pran.g_01871	Pram.g_00311
OG0000398	Pran.g_01870	Pram.g_00312
OG0000399	Pran.g_01867	Pram.g_00315
OG0000400	Pran.g_01866	Pram.g_00321
OG0000401	Pran.g_01865	Pram.g_00322
OG0000402	Pran.g_01860	Pram.g_00328
OG0000403	Pran.g_01859	Pram.g_00330
OG0000404	Pran.g_01858	Pram.g_00331
OG0000405	Pran.g_01857	Pram.g_00332
OG0000406	Pran.g_01854	Pram.g_00336
OG0000407	Pran.g_01853	Pram.g_00337
OG0000408	Pran.g_01850	Pram.g_00340
OG0000409	Pran.g_01849	Pram.g_00341
OG0000410	Pran.g_01848	Pram.g_00342
OG0000411	Pran.g_01847	Pram.g_00343
OG0000412	Pran.g_01846	Pram.g_00344
OG0000413	Pran.g_01845	Pram.g_00345
OG0000414	Pran.g_01844	Pram.g_00346
OG0000415	Pran.g_01843	Pram.g_00347
OG0000416	Pran.g_01840	Pram.g_00351
OG0000417	Pran.g_01839	Pram.g_00352
OG0000418	Pran.g_01838	Pram.g_00354
OG0000419	Pran.g_01837	Pram.g_00355
OG0000420	Pran.g_01835	Pram.g_00864
OG0000421	Pran.g_01823	Pram.g_01184
OG0000422	Pran.g_01816	Pram.g_01537
OG0000423	Pran.g_01815	Pram.g_01177
OG0000424	Pran.g_01808	Pram.g_01696
OG0000425	Pran.g_01749	Pram.g_00366
OG0000426	Pran.g_01748	Pram.g_00367
OG0000427	Pran.g_01747	Pram.g_00368
OG0000428	Pran.g_01745	Pram.g_00370
OG0000429	Pran.g_01744	Pram.g_00371
OG0000430	Pran.g_01742	Pram.g_00373
OG0000431	Pran.g_01741	Pram.g_00374
OG0000432	Pran.g_01740	Pram.g_00375
OG0000433	Pran.g_01739	Pram.g_00376
OG0000434	Pran.g_01738	Pram.g_00377
OG0000435	Pran.g_01737	Pram.g_00378
OG0000436	Pran.g_01736	Pram.g_00379
OG0000437	Pran.g_01735	Pram.g_00380
OG0000438	Pran.g_01734	Pram.g_00381
OG0000439	Pran.g_01733	Pram.g_00382
OG0000440	Pran.g_01729	Pram.g_00383
OG0000441	Pran.g_01728	Pram.g_00384
OG0000442	Pran.g_01727	Pram.g_00385
OG0000443	Pran.g_01726	Pram.g_00386
OG0000444	Pran.g_01725	Pram.g_00387
OG0000445	Pran.g_01724	Pram.g_00393
OG0000446	Pran.g_01723	Pram.g_00395
OG0000447	Pran.g_01722	Pram.g_00396
OG0000448	Pran.g_01720	Pram.g_00397
OG0000449	Pran.g_01717	Pram.g_00400
OG0000450	Pran.g_01716	Pram.g_00401
OG0000451	Pran.g_01715	Pram.g_00402
OG0000452	Pran.g_01714	Pram.g_00404
OG0000453	Pran.g_01713	Pram.g_00406
OG0000454	Pran.g_01707	Pram.g_00407
OG0000455	Pran.g_01705	Pram.g_00409
OG0000456	Pran.g_01701	Pram.g_00413
OG0000457	Pran.g_01700	Pram.g_00414
OG0000458	Pran.g_01699	Pram.g_00415
OG0000459	Pran.g_01697	Pram.g_00417
OG0000460	Pran.g_01695	Pram.g_00419
OG0000461	Pran.g_01694	Pram.g_00420
OG0000462	Pran.g_01693	Pram.g_00421
OG0000463	Pran.g_01691	Pram.g_00423
OG0000464	Pran.g_01690	Pram.g_00424
OG0000465	Pran.g_01689	Pram.g_00425
OG0000466	Pran.g_01688	Pram.g_00426
OG0000467	Pran.g_01687	Pram.g_00427
OG0000468	Pran.g_01686	Pram.g_00428
OG0000469	Pran.g_01685	Pram.g_00429
OG0000470	Pran.g_01684	Pram.g_00430
OG0000471	Pran.g_01683	Pram.g_00431
OG0000472	Pran.g_01678	Pram.g_00438
OG0000473	Pran.g_01677	Pram.g_00439
OG0000474	Pran.g_01676	Pram.g_00440
OG0000475	Pran.g_01675	Pram.g_00441
OG0000476	Pran.g_01673	Pram.g_00442
OG0000477	Pran.g_01672	Pram.g_00443
OG0000478	Pran.g_01671	Pram.g_00444
OG0000479	Pran.g_01670	Pram.g_00445
OG0000480	Pran.g_01668	Pram.g_00447
OG0000481	Pran.g_01666	Pram.g_00449
OG0000482	Pran.g_01665	Pram.g_00450
OG0000483	Pran.g_01663	Pram.g_00452
OG0000484	Pran.g_01662	Pram.g_00453
OG0000485	Pran.g_01661	Pram.g_00454
OG0000486	Pran.g_01660	Pram.g_00456
OG0000487	Pran.g_01655	Pram.g_00461
OG0000488	Pran.g_01653	Pram.g_00462
OG0000489	Pran.g_01652	Pram.g_00463
OG0000490	Pran.g_01651	Pram.g_00464
OG0000491	Pran.g_01650	Pram.g_00465
OG0000492	Pran.g_01649	Pram.g_00466
OG0000493	Pran.g_01648	Pram.g_00468
OG0000494	Pran.g_01647	Pram.g_00469
OG0000495	Pran.g_01644	Pram.g_00472
OG0000496	Pran.g_01643	Pram.g_00473
OG0000497	Pran.g_01642	Pram.g_00474
OG0000498	Pran.g_01641	Pram.g_00475
OG0000499	Pran.g_01640	Pram.g_00476
OG0000500	Pran.g_01638	Pram.g_00477
OG0000501	Pran.g_01637	Pram.g_00478
OG0000502	Pran.g_01636	Pram.g_00479
OG0000503	Pran.g_01634	Pram.g_00481
OG0000504	Pran.g_01633	Pram.g_00482
OG0000505	Pran.g_01632	Pram.g_00483
OG0000506	Pran.g_01631	Pram.g_00484
OG0000507	Pran.g_01630	Pram.g_00485
OG0000508	Pran.g_01629	Pram.g_00486
OG0000509	Pran.g_01628	Pram.g_00487
OG0000510	Pran.g_01627	Pram.g_00488
OG0000511	Pran.g_01625	Pram.g_00490
OG0000512	Pran.g_01624	Pram.g_00491
OG0000513	Pran.g_01623	Pram.g_00492
OG0000514	Pran.g_01622	Pram.g_00493
OG0000515	Pran.g_01621	Pram.g_00494
OG0000516	Pran.g_01620	Pram.g_00495
OG0000517	Pran.g_01618	Pram.g_00497
OG0000518	Pran.g_01617	Pram.g_00498
OG0000519	Pran.g_01616	Pram.g_00500
OG0000520	Pran.g_01614	Pram.g_00502
OG0000521	Pran.g_01613	Pram.g_00503
OG0000522	Pran.g_01612	Pram.g_00504
OG0000523	Pran.g_01611	Pram.g_00505
OG0000524	Pran.g_01610	Pram.g_00506
OG0000525	Pran.g_01609	Pram.g_00507
OG0000526	Pran.g_01608	Pram.g_00508
OG0000527	Pran.g_01607	Pram.g_00509
OG0000528	Pran.g_01606	Pram.g_00510
OG0000529	Pran.g_01605	Pram.g_00511
OG0000530	Pran.g_01604	Pram.g_00512
OG0000531	Pran.g_01603	Pram.g_00513
OG0000532	Pran.g_01602	Pram.g_00514
OG0000533	Pran.g_01600	Pram.g_00516
OG0000534	Pran.g_01599	Pram.g_00517
OG0000535	Pran.g_01598	Pram.g_00518
OG0000536	Pran.g_01597	Pram.g_00519
OG0000537	Pran.g_01596	Pram.g_00520
OG0000538	Pran.g_01595	Pram.g_00521
OG0000539	Pran.g_01592	Pram.g_00523
OG0000540	Pran.g_01591	Pram.g_00524
OG0000541	Pran.g_01590	Pram.g_00525
OG0000542	Pran.g_01587	Pram.g_00528
OG0000543	Pran.g_01586	Pram.g_00529
OG0000544	Pran.g_01585	Pram.g_00530
OG0000545	Pran.g_01584	Pram.g_00531
OG0000546	Pran.g_01583	Pram.g_00532
OG0000547	Pran.g_01582	Pram.g_00533
OG0000548	Pran.g_01581	Pram.g_00534
OG0000549	Pran.g_01579	Pram.g_00536
OG0000550	Pran.g_01578	Pram.g_00537
OG0000551	Pran.g_01577	Pram.g_00538
OG0000552	Pran.g_01576	Pram.g_00539
OG0000553	Pran.g_01575	Pram.g_00540
OG0000554	Pran.g_01574	Pram.g_00541
OG0000555	Pran.g_01573	Pram.g_00543
OG0000556	Pran.g_01572	Pram.g_00544
OG0000557	Pran.g_01571	Pram.g_00545
OG0000558	Pran.g_01570	Pram.g_00546
OG0000559	Pran.g_01569	Pram.g_00547
OG0000560	Pran.g_01568	Pram.g_00548
OG0000561	Pran.g_01567	Pram.g_00549
OG0000562	Pran.g_01566	Pram.g_00550
OG0000563	Pran.g_01565	Pram.g_00551
OG0000564	Pran.g_01564	Pram.g_00552
OG0000565	Pran.g_01563	Pram.g_00553
OG0000566	Pran.g_01562	Pram.g_00554
OG0000567	Pran.g_01561	Pram.g_00555
OG0000568	Pran.g_01560	Pram.g_00556
OG0000569	Pran.g_01557	Pram.g_00559
OG0000570	Pran.g_01556	Pram.g_00560
OG0000571	Pran.g_01554	Pram.g_00562
OG0000572	Pran.g_01553	Pram.g_00564
OG0000573	Pran.g_01552	Pram.g_00565
OG0000574	Pran.g_01551	Pram.g_00566
OG0000575	Pran.g_01550	Pram.g_00568
OG0000576	Pran.g_01549	Pram.g_00569
OG0000577	Pran.g_01548	Pram.g_01080
OG0000578	Pran.g_01547	Pram.g_01079
OG0000579	Pran.g_01546	Pram.g_01078
OG0000580	Pran.g_01545	Pram.g_01077
OG0000581	Pran.g_01544	Pram.g_01076
OG0000582	Pran.g_01543	Pram.g_01075
OG0000583	Pran.g_01542	Pram.g_01074
OG0000584	Pran.g_01540	Pram.g_01073
OG0000585	Pran.g_01539	Pram.g_01072
OG0000586	Pran.g_01538	Pram.g_01070
OG0000587	Pran.g_01537	Pram.g_01069
OG0000588	Pran.g_01536	Pram.g_01068
OG0000589	Pran.g_01535	Pram.g_01067
