Orthogroup	Pran	Prat
OG0000144	Pran.g_00746	Prat.g_01338
OG0000145	Pran.g_00732	Prat.g_01354
OG0000146	Pran.g_00696	Prat.g_01392
OG0000147	Pran.g_00656	Prat.g_01441
OG0000148	Pran.g_00655	Prat.g_01442
OG0000149	Pran.g_00968	Prat.g_01589
OG0000150	Pran.g_01006	Prat.g_01377, Prat.g_01628
OG0000151	Pran.g_01009	Prat.g_01631
OG0000152	Pran.g_01043, Pran.g_01028	Prat.g_01652
OG0000153	Pran.g_01063	Prat.g_01685
OG0000154	Pran.g_01100	Prat.g_01720
OG0000155	Pran.g_01118	Prat.g_01739
OG0000156	Pran.g_01145	Prat.g_01771
OG0000157	Pran.g_01177	Prat.g_01806
OG0000158	Pran.g_01239	Prat.g_01873
OG0000160	Pran.g_01258	Prat.g_00001
OG0000161	Pran.g_01259	Prat.g_00002
OG0000162	Pran.g_01261	Prat.g_00004
OG0000163	Pran.g_01262	Prat.g_00005
OG0000164	Pran.g_01263	Prat.g_00006
OG0000165	Pran.g_01264	Prat.g_00007
OG0000166	Pran.g_01265	Prat.g_00008
OG0000167	Pran.g_01266	Prat.g_00009
OG0000168	Pran.g_01267	Prat.g_00010
OG0000169	Pran.g_01269	Prat.g_00013
OG0000170	Pran.g_00410	Prat.g_00015
OG0000171	Pran.g_00409	Prat.g_00016
OG0000172	Pran.g_00408	Prat.g_00017
OG0000173	Pran.g_00407	Prat.g_00018
OG0000174	Pran.g_00406	Prat.g_00019
OG0000175	Pran.g_00405	Prat.g_00020
OG0000176	Pran.g_00404	Prat.g_00021
OG0000177	Pran.g_00403	Prat.g_00022
OG0000178	Pran.g_00402	Prat.g_00023
OG0000179	Pran.g_00400	Prat.g_00025
OG0000180	Pran.g_00399	Prat.g_00026
OG0000181	Pran.g_00398	Prat.g_00027
OG0000182	Pran.g_00397	Prat.g_00028
OG0000183	Pran.g_00396	Prat.g_00029
OG0000184	Pran.g_00395	Prat.g_00031
OG0000185	Pran.g_00392	Prat.g_00034
OG0000186	Pran.g_00389	Prat.g_00036
OG0000187	Pran.g_00388	Prat.g_00037
OG0000188	Pran.g_00387	Prat.g_00038
OG0000189	Pran.g_00385	Prat.g_00042
OG0000190	Pran.g_00383	Prat.g_00044
OG0000191	Pran.g_00382	Prat.g_00046
OG0000192	Pran.g_00381	Prat.g_00047
OG0000193	Pran.g_00380	Prat.g_00048
OG0000194	Pran.g_00379	Prat.g_00051
OG0000195	Pran.g_00378	Prat.g_00052
OG0000196	Pran.g_00377	Prat.g_00053
OG0000197	Pran.g_00375	Prat.g_00055
OG0000198	Pran.g_00374	Prat.g_00056
OG0000199	Pran.g_00373	Prat.g_00057
OG0000200	Pran.g_00368	Prat.g_00060
OG0000201	Pran.g_00367	Prat.g_00061
OG0000202	Pran.g_00366	Prat.g_00062
OG0000203	Pran.g_00363	Prat.g_00066
OG0000204	Pran.g_00362	Prat.g_00067
OG0000205	Pran.g_00359	Prat.g_00070
OG0000206	Pran.g_00357	Prat.g_00072
OG0000207	Pran.g_00355	Prat.g_00074
OG0000208	Pran.g_00354	Prat.g_00075
OG0000209	Pran.g_00353	Prat.g_01504
OG0000210	Pran.g_00352	Prat.g_00076
OG0000211	Pran.g_00351	Prat.g_00079
OG0000212	Pran.g_00350	Prat.g_00080
OG0000213	Pran.g_00349	Prat.g_00081
OG0000214	Pran.g_00348	Prat.g_00082
OG0000215	Pran.g_00347	Prat.g_00083
OG0000216	Pran.g_00346	Prat.g_00084
OG0000217	Pran.g_00344	Prat.g_00086
OG0000218	Pran.g_00343	Prat.g_00087
OG0000219	Pran.g_00342	Prat.g_00088
OG0000220	Pran.g_00341	Prat.g_00089
OG0000221	Pran.g_00339	Prat.g_00091
OG0000222	Pran.g_00338	Prat.g_00092
OG0000223	Pran.g_00337	Prat.g_00093
OG0000224	Pran.g_00336	Prat.g_00094
OG0000225	Pran.g_00335	Prat.g_00095
OG0000226	Pran.g_00334	Prat.g_00096
OG0000227	Pran.g_00333	Prat.g_00098
OG0000228	Pran.g_00332	Prat.g_00099
OG0000229	Pran.g_00331	Prat.g_00100
OG0000230	Pran.g_00330	Prat.g_00101
OG0000231	Pran.g_00329	Prat.g_00102
OG0000232	Pran.g_00327	Prat.g_00103
OG0000233	Pran.g_00326	Prat.g_00104
OG0000234	Pran.g_00325	Prat.g_00105
OG0000235	Pran.g_00324	Prat.g_00106
OG0000236	Pran.g_00323	Prat.g_00109
OG0000237	Pran.g_00322	Prat.g_00110
OG0000238	Pran.g_00321	Prat.g_00111
OG0000239	Pran.g_00319	Prat.g_00113
OG0000240	Pran.g_00318	Prat.g_00114
OG0000241	Pran.g_00317	Prat.g_00115
OG0000242	Pran.g_00316	Prat.g_00116
OG0000243	Pran.g_00313	Prat.g_00118
OG0000244	Pran.g_00311	Prat.g_00122
OG0000245	Pran.g_00310	Prat.g_00123
OG0000246	Pran.g_00309	Prat.g_00124
OG0000247	Pran.g_00307	Prat.g_00126
OG0000248	Pran.g_00305	Prat.g_00128
OG0000249	Pran.g_00304	Prat.g_00130
OG0000250	Pran.g_00303	Prat.g_00131
OG0000251	Pran.g_00302	Prat.g_00132
OG0000252	Pran.g_00301	Prat.g_00133
OG0000253	Pran.g_00300	Prat.g_00134
OG0000254	Pran.g_00298	Prat.g_00601
OG0000255	Pran.g_00297	Prat.g_00136
OG0000256	Pran.g_00294	Prat.g_00139
OG0000257	Pran.g_00292	Prat.g_00141
OG0000258	Pran.g_00288	Prat.g_00144
OG0000259	Pran.g_00287	Prat.g_00145
OG0000260	Pran.g_00286	Prat.g_00146
OG0000261	Pran.g_00285	Prat.g_00147
OG0000262	Pran.g_00283	Prat.g_00148
OG0000263	Pran.g_00281	Prat.g_00150
OG0000264	Pran.g_00280	Prat.g_00151
OG0000265	Pran.g_00279	Prat.g_00152
OG0000266	Pran.g_00278	Prat.g_00153
OG0000267	Pran.g_00277	Prat.g_00154
OG0000268	Pran.g_00276	Prat.g_00156
OG0000269	Pran.g_00274	Prat.g_00158
OG0000270	Pran.g_00273	Prat.g_00159
OG0000271	Pran.g_00272	Prat.g_00160
OG0000272	Pran.g_00271	Prat.g_00161
OG0000273	Pran.g_00270	Prat.g_00162
OG0000274	Pran.g_00269	Prat.g_00163
OG0000275	Pran.g_00268	Prat.g_00164
OG0000276	Pran.g_00267	Prat.g_00165
OG0000277	Pran.g_00265	Prat.g_00167
OG0000278	Pran.g_00264	Prat.g_00169
OG0000279	Pran.g_00263	Prat.g_00170
OG0000280	Pran.g_00261	Prat.g_00172
OG0000281	Pran.g_00259	Prat.g_00174
OG0000282	Pran.g_00258	Prat.g_00175
OG0000283	Pran.g_00257	Prat.g_00176
OG0000284	Pran.g_00256	Prat.g_00177
OG0000285	Pran.g_00255	Prat.g_00178
OG0000286	Pran.g_00254	Prat.g_00179
OG0000287	Pran.g_00253	Prat.g_00180
OG0000288	Pran.g_00251	Prat.g_00182
OG0000289	Pran.g_00250	Prat.g_00183
OG0000290	Pran.g_00249	Prat.g_00184
OG0000291	Pran.g_00247	Prat.g_00186
OG0000292	Pran.g_00246	Prat.g_00188
OG0000293	Pran.g_00245	Prat.g_00189
OG0000294	Pran.g_00244	Prat.g_00190
OG0000295	Pran.g_00243	Prat.g_00191
OG0000296	Pran.g_00242	Prat.g_00192
OG0000297	Pran.g_00241	Prat.g_00193
OG0000298	Pran.g_00239	Prat.g_00195
OG0000299	Pran.g_00238	Prat.g_00196
OG0000300	Pran.g_00237	Prat.g_00197
OG0000301	Pran.g_00236	Prat.g_00198
OG0000302	Pran.g_00235	Prat.g_00199
OG0000303	Pran.g_00234	Prat.g_00200
OG0000304	Pran.g_00232	Prat.g_00202
OG0000305	Pran.g_00231	Prat.g_00203
OG0000306	Pran.g_00228	Prat.g_00206
OG0000307	Pran.g_00227	Prat.g_00207
OG0000308	Pran.g_00226	Prat.g_00208
OG0000309	Pran.g_00225	Prat.g_00209
OG0000310	Pran.g_00224	Prat.g_00210
OG0000311	Pran.g_00223	Prat.g_00211
OG0000312	Pran.g_00222	Prat.g_00212
OG0000313	Pran.g_00221	Prat.g_00213
OG0000314	Pran.g_00220	Prat.g_00214
OG0000315	Pran.g_00219	Prat.g_00215
OG0000316	Pran.g_00218	Prat.g_00216
OG0000317	Pran.g_00217	Prat.g_00217
OG0000318	Pran.g_00216	Prat.g_00218
OG0000319	Pran.g_00215	Prat.g_00219
OG0000320	Pran.g_00214	Prat.g_00220
OG0000321	Pran.g_00213	Prat.g_00221
OG0000322	Pran.g_00212	Prat.g_00222
OG0000323	Pran.g_00211	Prat.g_00223
OG0000324	Pran.g_00210	Prat.g_00224
OG0000325	Pran.g_00209	Prat.g_00225
OG0000326	Pran.g_00208	Prat.g_00226
OG0000327	Pran.g_00207	Prat.g_00227
OG0000328	Pran.g_00206	Prat.g_00229
OG0000329	Pran.g_00205	Prat.g_00230
OG0000330	Pran.g_00204	Prat.g_00231
OG0000331	Pran.g_00203	Prat.g_00233
OG0000332	Pran.g_00202	Prat.g_00234
OG0000333	Pran.g_00201	Prat.g_00235
OG0000334	Pran.g_00200	Prat.g_00236
OG0000335	Pran.g_00199	Prat.g_00238
OG0000336	Pran.g_00197	Prat.g_00240
OG0000337	Pran.g_00196	Prat.g_00241
OG0000338	Pran.g_00193	Prat.g_00246
OG0000339	Pran.g_01950	Prat.g_00249
OG0000340	Pran.g_01948	Prat.g_00250
OG0000341	Pran.g_01947	Prat.g_00251
OG0000342	Pran.g_01946	Prat.g_00252
OG0000343	Pran.g_01945	Prat.g_00253
OG0000344	Pran.g_01942	Prat.g_00256
OG0000345	Pran.g_01939	Prat.g_00260
OG0000346	Pran.g_01938	Prat.g_00261
OG0000347	Pran.g_01935	Prat.g_00264
OG0000348	Pran.g_01934	Prat.g_00266
OG0000349	Pran.g_01933	Prat.g_00267
OG0000350	Pran.g_01931	Prat.g_00269
OG0000351	Pran.g_01930	Prat.g_00270
OG0000352	Pran.g_01929	Prat.g_00271
OG0000353	Pran.g_01928	Prat.g_00272
OG0000354	Pran.g_01927	Prat.g_00273
OG0000355	Pran.g_01926	Prat.g_00274
OG0000356	Pran.g_01925	Prat.g_00275
OG0000357	Pran.g_01924	Prat.g_00276
OG0000358	Pran.g_01923	Prat.g_00277
OG0000359	Pran.g_01922	Prat.g_00279
OG0000360	Pran.g_01919	Prat.g_00282
OG0000361	Pran.g_01918	Prat.g_00283
OG0000362	Pran.g_01917	Prat.g_00284
OG0000363	Pran.g_01916	Prat.g_00285
OG0000364	Pran.g_01912	Prat.g_00290
OG0000365	Pran.g_01911	Prat.g_00291
OG0000366	Pran.g_01909	Prat.g_00293
OG0000367	Pran.g_01908	Prat.g_00294
OG0000368	Pran.g_01907	Prat.g_00295
OG0000369	Pran.g_01906	Prat.g_00296
OG0000370	Pran.g_01905	Prat.g_00297
OG0000371	Pran.g_01904	Prat.g_00298
OG0000372	Pran.g_01903	Prat.g_00299
OG0000373	Pran.g_01902	Prat.g_00300
OG0000374	Pran.g_01900	Prat.g_00302
OG0000375	Pran.g_01899	Prat.g_00303
OG0000376	Pran.g_01896	Prat.g_00306
OG0000377	Pran.g_01895	Prat.g_00307
OG0000378	Pran.g_01894	Prat.g_00308
OG0000379	Pran.g_01893	Prat.g_00309
OG0000380	Pran.g_01892	Prat.g_00310
OG0000381	Pran.g_01891	Prat.g_00311
OG0000382	Pran.g_01890	Prat.g_00312
OG0000383	Pran.g_01889	Prat.g_00313
OG0000384	Pran.g_01886	Prat.g_00315
OG0000385	Pran.g_01885	Prat.g_00316
OG0000386	Pran.g_01884	Prat.g_00317
OG0000387	Pran.g_01883	Prat.g_00318
OG0000388	Pran.g_01882	Prat.g_00319
OG0000389	Pran.g_01881	Prat.g_00320
OG0000390	Pran.g_01880	Prat.g_00321
OG0000391	Pran.g_01879	Prat.g_00322
OG0000392	Pran.g_01878	Prat.g_00323
OG0000393	Pran.g_01877	Prat.g_00324
OG0000394	Pran.g_01876	Prat.g_00325
OG0000395	Pran.g_01875	Prat.g_00326
OG0000396	Pran.g_01873	Prat.g_00328
OG0000397	Pran.g_01871	Prat.g_00330
OG0000398	Pran.g_01870	Prat.g_00331
OG0000399	Pran.g_01867	Prat.g_00334
OG0000400	Pran.g_01866	Prat.g_00340
OG0000401	Pran.g_01865	Prat.g_00341
OG0000402	Pran.g_01860	Prat.g_00348
OG0000403	Pran.g_01859	Prat.g_00350
OG0000404	Pran.g_01858	Prat.g_00351
OG0000405	Pran.g_01857	Prat.g_00352
OG0000406	Pran.g_01854	Prat.g_00355
OG0000407	Pran.g_01853	Prat.g_00356
OG0000408	Pran.g_01850	Prat.g_00359
OG0000409	Pran.g_01849	Prat.g_00360
OG0000410	Pran.g_01848	Prat.g_00361
OG0000411	Pran.g_01847	Prat.g_00362
OG0000412	Pran.g_01846	Prat.g_00363
OG0000413	Pran.g_01845	Prat.g_00364
OG0000414	Pran.g_01844	Prat.g_00365
OG0000415	Pran.g_01843	Prat.g_00366
OG0000416	Pran.g_01840	Prat.g_00369
OG0000417	Pran.g_01839	Prat.g_00370
OG0000418	Pran.g_01838	Prat.g_00372
OG0000419	Pran.g_01837	Prat.g_00373
OG0000420	Pran.g_01835	Prat.g_00985
OG0000421	Pran.g_01823	Prat.g_01203
OG0000422	Pran.g_01816	Prat.g_01469
OG0000423	Pran.g_01815	Prat.g_00671
OG0000424	Pran.g_01808	Prat.g_01656
OG0000425	Pran.g_01749	Prat.g_00390
OG0000426	Pran.g_01748	Prat.g_00391
OG0000427	Pran.g_01747	Prat.g_00392
OG0000428	Pran.g_01745	Prat.g_00395
OG0000429	Pran.g_01744	Prat.g_00396
OG0000430	Pran.g_01742	Prat.g_00398
OG0000431	Pran.g_01741	Prat.g_00399
OG0000432	Pran.g_01740	Prat.g_00400
OG0000433	Pran.g_01739	Prat.g_00401
OG0000434	Pran.g_01738	Prat.g_00403
OG0000435	Pran.g_01737	Prat.g_00404
OG0000436	Pran.g_01736	Prat.g_00405
OG0000437	Pran.g_01735	Prat.g_00406
OG0000438	Pran.g_01734	Prat.g_00407
OG0000439	Pran.g_01733	Prat.g_00408
OG0000440	Pran.g_01729	Prat.g_00410
OG0000441	Pran.g_01728	Prat.g_00411
OG0000442	Pran.g_01727	Prat.g_00412
OG0000443	Pran.g_01726	Prat.g_00413
OG0000444	Pran.g_01725	Prat.g_00414
OG0000445	Pran.g_01724	Prat.g_00415
OG0000446	Pran.g_01723	Prat.g_00417
OG0000447	Pran.g_01722	Prat.g_00418
OG0000448	Pran.g_01720	Prat.g_00419
OG0000449	Pran.g_01717	Prat.g_00424
OG0000450	Pran.g_01716	Prat.g_00425
OG0000451	Pran.g_01715	Prat.g_00426
OG0000452	Pran.g_01714	Prat.g_00428
OG0000453	Pran.g_01713	Prat.g_00429
OG0000454	Pran.g_01707	Prat.g_00430
OG0000455	Pran.g_01705	Prat.g_00432
OG0000456	Pran.g_01701	Prat.g_00436
OG0000457	Pran.g_01700	Prat.g_00438
OG0000458	Pran.g_01699	Prat.g_00439
OG0000459	Pran.g_01697	Prat.g_00441
OG0000460	Pran.g_01695	Prat.g_00443
OG0000461	Pran.g_01694	Prat.g_00444
OG0000462	Pran.g_01693	Prat.g_00445
OG0000463	Pran.g_01691	Prat.g_00447
OG0000464	Pran.g_01690	Prat.g_00448
OG0000465	Pran.g_01689	Prat.g_00449
OG0000466	Pran.g_01688	Prat.g_00450
OG0000467	Pran.g_01687	Prat.g_00451
OG0000468	Pran.g_01686	Prat.g_00453
OG0000469	Pran.g_01685	Prat.g_00454
OG0000470	Pran.g_01684	Prat.g_00455
OG0000471	Pran.g_01683	Prat.g_00456
OG0000472	Pran.g_01678	Prat.g_00463
OG0000473	Pran.g_01677	Prat.g_00464
OG0000474	Pran.g_01676	Prat.g_00465
OG0000475	Pran.g_01675	Prat.g_00466
OG0000476	Pran.g_01673	Prat.g_00468
OG0000477	Pran.g_01672	Prat.g_00469
OG0000478	Pran.g_01671	Prat.g_00470
OG0000479	Pran.g_01670	Prat.g_00471
OG0000480	Pran.g_01668	Prat.g_00473
OG0000481	Pran.g_01666	Prat.g_00475
OG0000482	Pran.g_01665	Prat.g_00476
OG0000483	Pran.g_01663	Prat.g_00478
OG0000484	Pran.g_01662	Prat.g_00479
OG0000485	Pran.g_01661	Prat.g_00480
OG0000486	Pran.g_01660	Prat.g_00482
OG0000487	Pran.g_01655	Prat.g_00486
OG0000488	Pran.g_01653	Prat.g_00487
OG0000489	Pran.g_01652	Prat.g_00488
OG0000490	Pran.g_01651	Prat.g_00489
OG0000491	Pran.g_01650	Prat.g_00490
OG0000492	Pran.g_01649	Prat.g_00491
OG0000493	Pran.g_01648	Prat.g_00492
OG0000494	Pran.g_01647	Prat.g_00493
OG0000495	Pran.g_01644	Prat.g_00496
OG0000496	Pran.g_01643	Prat.g_00497
OG0000497	Pran.g_01642	Prat.g_00498
OG0000498	Pran.g_01641	Prat.g_00499
OG0000499	Pran.g_01640	Prat.g_00500
OG0000500	Pran.g_01638	Prat.g_00501
OG0000501	Pran.g_01637	Prat.g_00502
OG0000502	Pran.g_01636	Prat.g_00503
OG0000503	Pran.g_01634	Prat.g_00505
OG0000504	Pran.g_01633	Prat.g_00506
OG0000505	Pran.g_01632	Prat.g_00507
OG0000506	Pran.g_01631	Prat.g_00508
OG0000507	Pran.g_01630	Prat.g_00509
OG0000508	Pran.g_01629	Prat.g_00510
OG0000509	Pran.g_01628	Prat.g_00511
OG0000510	Pran.g_01627	Prat.g_00512
OG0000511	Pran.g_01625	Prat.g_00515
OG0000512	Pran.g_01624	Prat.g_00516
OG0000513	Pran.g_01623	Prat.g_00517
OG0000514	Pran.g_01622	Prat.g_00518
OG0000515	Pran.g_01621	Prat.g_00519
OG0000516	Pran.g_01620	Prat.g_00520
OG0000517	Pran.g_01618	Prat.g_00522
OG0000518	Pran.g_01617	Prat.g_00523
OG0000519	Pran.g_01616	Prat.g_00525
OG0000520	Pran.g_01614	Prat.g_00527
OG0000521	Pran.g_01613	Prat.g_00528
OG0000522	Pran.g_01612	Prat.g_00529
OG0000523	Pran.g_01611	Prat.g_00530
OG0000524	Pran.g_01610	Prat.g_00531
OG0000525	Pran.g_01609	Prat.g_00532
OG0000526	Pran.g_01608	Prat.g_00533
OG0000527	Pran.g_01607	Prat.g_00534
OG0000528	Pran.g_01606	Prat.g_00536
OG0000529	Pran.g_01605	Prat.g_00537
OG0000530	Pran.g_01604	Prat.g_00538
OG0000531	Pran.g_01603	Prat.g_00539
OG0000532	Pran.g_01602	Prat.g_00540
OG0000533	Pran.g_01600	Prat.g_00542
OG0000534	Pran.g_01599	Prat.g_00543
OG0000535	Pran.g_01598	Prat.g_00544
OG0000536	Pran.g_01597	Prat.g_00545
OG0000537	Pran.g_01596	Prat.g_00546
OG0000538	Pran.g_01595	Prat.g_00547
OG0000539	Pran.g_01592	Prat.g_00549
OG0000540	Pran.g_01591	Prat.g_00550
OG0000541	Pran.g_01590	Prat.g_00551
OG0000542	Pran.g_01587	Prat.g_00553
OG0000543	Pran.g_01586	Prat.g_00554
OG0000544	Pran.g_01585	Prat.g_00555
OG0000545	Pran.g_01584	Prat.g_00556
OG0000546	Pran.g_01583	Prat.g_00557
OG0000547	Pran.g_01582	Prat.g_00558
OG0000548	Pran.g_01581	Prat.g_00559
OG0000549	Pran.g_01579	Prat.g_00561
OG0000550	Pran.g_01578	Prat.g_00562
OG0000551	Pran.g_01577	Prat.g_00563
OG0000552	Pran.g_01576	Prat.g_00564
OG0000553	Pran.g_01575	Prat.g_00565
OG0000554	Pran.g_01574	Prat.g_00566
OG0000555	Pran.g_01573	Prat.g_00568
OG0000556	Pran.g_01572	Prat.g_00569
OG0000557	Pran.g_01571	Prat.g_00570
OG0000558	Pran.g_01570	Prat.g_00571
OG0000559	Pran.g_01569	Prat.g_00572
OG0000560	Pran.g_01568	Prat.g_00573
OG0000561	Pran.g_01567	Prat.g_00574
OG0000562	Pran.g_01566	Prat.g_00575
OG0000563	Pran.g_01565	Prat.g_00576
OG0000564	Pran.g_01564	Prat.g_00577
OG0000565	Pran.g_01563	Prat.g_00579
OG0000566	Pran.g_01562	Prat.g_00580
OG0000567	Pran.g_01561	Prat.g_00581
OG0000568	Pran.g_01560	Prat.g_00582
OG0000569	Pran.g_01557	Prat.g_00584
OG0000570	Pran.g_01556	Prat.g_00585
OG0000571	Pran.g_01554	Prat.g_00587
OG0000572	Pran.g_01553	Prat.g_00589
OG0000573	Pran.g_01552	Prat.g_00590
OG0000574	Pran.g_01551	Prat.g_00591
OG0000575	Pran.g_01550	Prat.g_00592
OG0000576	Pran.g_01549	Prat.g_00593
OG0000577	Pran.g_01548	Prat.g_01097
OG0000578	Pran.g_01547	Prat.g_01095
OG0000579	Pran.g_01546	Prat.g_01094
OG0000580	Pran.g_01545	Prat.g_01093
OG0000581	Pran.g_01544	Prat.g_01091
OG0000582	Pran.g_01543	Prat.g_01090
OG0000583	Pran.g_01542	Prat.g_01089
OG0000584	Pran.g_01540	Prat.g_01087
OG0000585	Pran.g_01539	Prat.g_01086
OG0000586	Pran.g_01538	Prat.g_01084
OG0000587	Pran.g_01537	Prat.g_01083
