Orthogroup	Prag	Praq
OG0000287	Prag.g_00172	Praq.g_01823
OG0000288	Prag.g_00174	Praq.g_01821
OG0000289	Prag.g_00175	Praq.g_01820
OG0000290	Prag.g_00176	Praq.g_01819
OG0000291	Prag.g_00178	Praq.g_01817
OG0000292	Prag.g_00179	Praq.g_01816
OG0000293	Prag.g_00180	Praq.g_01815
OG0000294	Prag.g_00181	Praq.g_01814
OG0000295	Prag.g_00182	Praq.g_01813
OG0000296	Prag.g_00183	Praq.g_01812
OG0000297	Prag.g_00184	Praq.g_01811
OG0000298	Prag.g_00186	Praq.g_01809
OG0000299	Prag.g_00187	Praq.g_01808
OG0000300	Prag.g_00188	Praq.g_01807
OG0000301	Prag.g_00189	Praq.g_01806
OG0000302	Prag.g_00190	Praq.g_01805
OG0000303	Prag.g_00191	Praq.g_01804
OG0000304	Prag.g_00193	Praq.g_01802
OG0000305	Prag.g_00194	Praq.g_01801
OG0000306	Prag.g_00197	Praq.g_01798
OG0000307	Prag.g_00198	Praq.g_01797
OG0000308	Prag.g_00199	Praq.g_01796
OG0000309	Prag.g_00200	Praq.g_01795
OG0000310	Prag.g_00201	Praq.g_01794
OG0000311	Prag.g_00202	Praq.g_01793
OG0000312	Prag.g_00203	Praq.g_01792
OG0000313	Prag.g_00204	Praq.g_01791
OG0000314	Prag.g_00205	Praq.g_01790
OG0000315	Prag.g_00206	Praq.g_01789
OG0000316	Prag.g_00207	Praq.g_01788
OG0000317	Prag.g_00208	Praq.g_01787
OG0000318	Prag.g_00209	Praq.g_01786
OG0000319	Prag.g_00210	Praq.g_01785
OG0000320	Prag.g_00211	Praq.g_01784
OG0000321	Prag.g_00212	Praq.g_01783
OG0000322	Prag.g_00213	Praq.g_01782
OG0000323	Prag.g_00214	Praq.g_01781
OG0000324	Prag.g_00215	Praq.g_01780
OG0000325	Prag.g_00216	Praq.g_01779
OG0000326	Prag.g_00217	Praq.g_01778
OG0000327	Prag.g_00218	Praq.g_01777
OG0000328	Prag.g_00219	Praq.g_01776
OG0000329	Prag.g_00220	Praq.g_01775
OG0000330	Prag.g_00221	Praq.g_01774
OG0000331	Prag.g_00222	Praq.g_01773
OG0000332	Prag.g_00223	Praq.g_01772
OG0000333	Prag.g_00224	Praq.g_01771
OG0000334	Prag.g_00225	Praq.g_01770
OG0000335	Prag.g_00226	Praq.g_01769
OG0000336	Prag.g_00228	Praq.g_01767
OG0000337	Prag.g_00229	Praq.g_01766
OG0000338	Prag.g_00233	Praq.g_01762
OG0000339	Prag.g_00235	Praq.g_01760
OG0000340	Prag.g_00237	Praq.g_01758
OG0000341	Prag.g_00238	Praq.g_01757
OG0000342	Prag.g_00239	Praq.g_01756
OG0000343	Prag.g_00240	Praq.g_01755
OG0000344	Prag.g_00243	Praq.g_01752
OG0000345	Prag.g_00245	Praq.g_01750
OG0000346	Prag.g_00246	Praq.g_01749
OG0000347	Prag.g_00249	Praq.g_01746
OG0000348	Prag.g_00250	Praq.g_01744
OG0000349	Prag.g_00251	Praq.g_01743
OG0000350	Prag.g_00253	Praq.g_01741
OG0000351	Prag.g_00254	Praq.g_01740
OG0000352	Prag.g_00255	Praq.g_01739
OG0000353	Prag.g_00256	Praq.g_01738
OG0000354	Prag.g_00257	Praq.g_01737
OG0000355	Prag.g_00258	Praq.g_01736
OG0000356	Prag.g_00259	Praq.g_01735
OG0000357	Prag.g_00260	Praq.g_01734
OG0000358	Prag.g_00261	Praq.g_01733
OG0000359	Prag.g_00262	Praq.g_01732
OG0000360	Prag.g_00266	Praq.g_01728
OG0000361	Prag.g_00267	Praq.g_01727
OG0000362	Prag.g_00268	Praq.g_01726
OG0000363	Prag.g_00269	Praq.g_01725
OG0000364	Prag.g_00273	Praq.g_01721
OG0000365	Prag.g_00274	Praq.g_01719
OG0000366	Prag.g_00276	Praq.g_01717
OG0000367	Prag.g_00277	Praq.g_01716
OG0000368	Prag.g_00278	Praq.g_01715
OG0000369	Prag.g_00279	Praq.g_01714
OG0000370	Prag.g_00280	Praq.g_01713
OG0000371	Prag.g_00281	Praq.g_01712
OG0000372	Prag.g_00282	Praq.g_01711
OG0000373	Prag.g_00283	Praq.g_01710
OG0000374	Prag.g_00285	Praq.g_01708
OG0000375	Prag.g_00286	Praq.g_01707
OG0000376	Prag.g_00289	Praq.g_01704
OG0000377	Prag.g_00290	Praq.g_01703
OG0000378	Prag.g_00291	Praq.g_01702
OG0000379	Prag.g_00292	Praq.g_01701
OG0000380	Prag.g_00293	Praq.g_01700
OG0000381	Prag.g_00294	Praq.g_01699
OG0000382	Prag.g_00295	Praq.g_01698
OG0000383	Prag.g_00296	Praq.g_01697
OG0000384	Prag.g_00299	Praq.g_01694
OG0000385	Prag.g_00300	Praq.g_01693
OG0000386	Prag.g_00301	Praq.g_01692
OG0000387	Prag.g_00302	Praq.g_01691
OG0000388	Prag.g_00303	Praq.g_01690
OG0000389	Prag.g_00304	Praq.g_01689
OG0000390	Prag.g_00305	Praq.g_01688
OG0000391	Prag.g_00306	Praq.g_01687
OG0000392	Prag.g_00307	Praq.g_01686
OG0000393	Prag.g_00308	Praq.g_01685
OG0000394	Prag.g_00309	Praq.g_01684
OG0000395	Prag.g_00310	Praq.g_01683
OG0000396	Prag.g_00312	Praq.g_01681
OG0000397	Prag.g_00314	Praq.g_01679
OG0000398	Prag.g_00315	Praq.g_01678
OG0000399	Prag.g_00318	Praq.g_01675
OG0000400	Prag.g_00319	Praq.g_01674
OG0000401	Prag.g_00320	Praq.g_01673
OG0000402	Prag.g_00329	Praq.g_01211
OG0000403	Prag.g_00330	Praq.g_01210
OG0000404	Prag.g_00331	Praq.g_01209
OG0000405	Prag.g_00333	Praq.g_01207
OG0000406	Prag.g_00336	Praq.g_01204
OG0000407	Prag.g_00337	Praq.g_01203
OG0000408	Prag.g_00339	Praq.g_01200
OG0000409	Prag.g_00340	Praq.g_01199
OG0000410	Prag.g_00341	Praq.g_01198
OG0000411	Prag.g_00342	Praq.g_01197
OG0000412	Prag.g_00343	Praq.g_01196
OG0000413	Prag.g_00344	Praq.g_01195
OG0000414	Prag.g_00345	Praq.g_01194
OG0000415	Prag.g_00346	Praq.g_01193
OG0000416	Prag.g_00349	Praq.g_01189
OG0000417	Prag.g_00350	Praq.g_01188
OG0000418	Prag.g_00351	Praq.g_01187
OG0000419	Prag.g_00352	Praq.g_01186
OG0000420	Prag.g_00353	Praq.g_01185
OG0000421	Prag.g_00365	Praq.g_01172
OG0000422	Prag.g_00372	Praq.g_01164
OG0000423	Prag.g_00373	Praq.g_01163
OG0000424	Prag.g_00378	Praq.g_01158
OG0000425	Prag.g_00410	Praq.g_01126
OG0000426	Prag.g_00411	Praq.g_01125
OG0000427	Prag.g_00412	Praq.g_01124
OG0000428	Prag.g_00414	Praq.g_01122
OG0000429	Prag.g_00415	Praq.g_01121
OG0000430	Prag.g_00417	Praq.g_01119
OG0000431	Prag.g_00418	Praq.g_01118
OG0000432	Prag.g_00419	Praq.g_01117
OG0000433	Prag.g_00420	Praq.g_01116
OG0000434	Prag.g_00421	Praq.g_01115
OG0000435	Prag.g_00422	Praq.g_01114
OG0000436	Prag.g_00423	Praq.g_01113
OG0000437	Prag.g_00424	Praq.g_01112
OG0000438	Prag.g_00425	Praq.g_01111
OG0000439	Prag.g_00426	Praq.g_01110
OG0000440	Prag.g_00427	Praq.g_01109
OG0000441	Prag.g_00428	Praq.g_01108
OG0000442	Prag.g_00429	Praq.g_01107
OG0000443	Prag.g_00430	Praq.g_00500
OG0000444	Prag.g_00431	Praq.g_00501
OG0000445	Prag.g_00432	Praq.g_00502
OG0000446	Prag.g_00434	Praq.g_00504
OG0000447	Prag.g_00435	Praq.g_00505
OG0000448	Prag.g_00437	Praq.g_00507
OG0000449	Prag.g_00440	Praq.g_00511
OG0000450	Prag.g_00441	Praq.g_00512
OG0000451	Prag.g_00442	Praq.g_00513
OG0000452	Prag.g_00443	Praq.g_00514
OG0000453	Prag.g_00444	Praq.g_00515
OG0000454	Prag.g_00450	Praq.g_00522
OG0000455	Prag.g_00452	Praq.g_00524
OG0000456	Prag.g_00456	Praq.g_00528
OG0000457	Prag.g_00457	Praq.g_00529
OG0000458	Prag.g_00458	Praq.g_00530
OG0000459	Prag.g_00460	Praq.g_00532
OG0000460	Prag.g_00462	Praq.g_00534
OG0000461	Prag.g_00463	Praq.g_00535
OG0000462	Prag.g_00464	Praq.g_00536
OG0000463	Prag.g_00466	Praq.g_00538
OG0000464	Prag.g_00467	Praq.g_00539
OG0000465	Prag.g_00468	Praq.g_00540
OG0000466	Prag.g_00469	Praq.g_00541
OG0000467	Prag.g_00470	Praq.g_00542
OG0000468	Prag.g_00471	Praq.g_00543
OG0000469	Prag.g_00472	Praq.g_00544
OG0000470	Prag.g_00473	Praq.g_00545
OG0000471	Prag.g_00474	Praq.g_00546
OG0000472	Prag.g_00479	Praq.g_01102
OG0000473	Prag.g_00480	Praq.g_01101
OG0000474	Prag.g_00481	Praq.g_01100
OG0000475	Prag.g_00482	Praq.g_01099
OG0000476	Prag.g_00484	Praq.g_01097
OG0000477	Prag.g_00485	Praq.g_01096
OG0000478	Prag.g_00486	Praq.g_01095
OG0000479	Prag.g_00487	Praq.g_01094
OG0000480	Prag.g_00489	Praq.g_01092
OG0000481	Prag.g_00491	Praq.g_01090
OG0000482	Prag.g_00492	Praq.g_01089
OG0000483	Prag.g_00494	Praq.g_01087
OG0000484	Prag.g_00495	Praq.g_01086
OG0000485	Prag.g_00496	Praq.g_01085
OG0000486	Prag.g_00497	Praq.g_01084
OG0000487	Prag.g_00502	Praq.g_01079
OG0000488	Prag.g_00504	Praq.g_01077
OG0000489	Prag.g_00505	Praq.g_01076
OG0000490	Prag.g_00506	Praq.g_01075
OG0000491	Prag.g_00507	Praq.g_01074
OG0000492	Prag.g_00508	Praq.g_01073
OG0000493	Prag.g_00509	Praq.g_01072
OG0000494	Prag.g_00510	Praq.g_01071
OG0000495	Prag.g_00513	Praq.g_01068
OG0000496	Prag.g_00514	Praq.g_01067
OG0000497	Prag.g_00515	Praq.g_01066
OG0000498	Prag.g_00516	Praq.g_01065
OG0000499	Prag.g_00517	Praq.g_01064
OG0000500	Prag.g_00519	Praq.g_01062
OG0000501	Prag.g_00520	Praq.g_01061
OG0000502	Prag.g_00521	Praq.g_01060
OG0000503	Prag.g_00523	Praq.g_01058
OG0000504	Prag.g_00524	Praq.g_01057
OG0000505	Prag.g_00525	Praq.g_01056
OG0000506	Prag.g_00526	Praq.g_01055
OG0000507	Prag.g_00527	Praq.g_01054
OG0000508	Prag.g_00528	Praq.g_01053
OG0000509	Prag.g_00529	Praq.g_01052
OG0000510	Prag.g_00530	Praq.g_01051
OG0000511	Prag.g_00532	Praq.g_01049
OG0000512	Prag.g_00533	Praq.g_01048
OG0000513	Prag.g_00534	Praq.g_01047
OG0000514	Prag.g_00535	Praq.g_01046
OG0000515	Prag.g_00536	Praq.g_01045
OG0000516	Prag.g_00537	Praq.g_01044
OG0000517	Prag.g_00539	Praq.g_01042
OG0000518	Prag.g_00540	Praq.g_01041
OG0000519	Prag.g_00541	Praq.g_01040
OG0000520	Prag.g_00542	Praq.g_01039
OG0000521	Prag.g_00543	Praq.g_01038
OG0000522	Prag.g_00544	Praq.g_01037
OG0000523	Prag.g_00545	Praq.g_01036
OG0000524	Prag.g_00546	Praq.g_01035
OG0000525	Prag.g_00547	Praq.g_01034
OG0000526	Prag.g_00548	Praq.g_01033
OG0000527	Prag.g_00549	Praq.g_01032
OG0000528	Prag.g_00550	Praq.g_01031
OG0000529	Prag.g_00551	Praq.g_01030
OG0000530	Prag.g_00552	Praq.g_01029
OG0000531	Prag.g_00553	Praq.g_01028
OG0000532	Prag.g_00554	Praq.g_01027
OG0000533	Prag.g_00556	Praq.g_01025
OG0000534	Prag.g_00557	Praq.g_01024
OG0000535	Prag.g_00558	Praq.g_01023
OG0000536	Prag.g_00559	Praq.g_01022
OG0000537	Prag.g_00560	Praq.g_01021
OG0000538	Prag.g_00561	Praq.g_01020
OG0000539	Prag.g_00564	Praq.g_01017
OG0000540	Prag.g_00565	Praq.g_01016
OG0000541	Prag.g_00566	Praq.g_01015
OG0000542	Prag.g_00569	Praq.g_01012
OG0000543	Prag.g_00570	Praq.g_01010
OG0000544	Prag.g_00571	Praq.g_01009
OG0000545	Prag.g_00572	Praq.g_01008
OG0000546	Prag.g_00573	Praq.g_01007
OG0000547	Prag.g_00574	Praq.g_01006
OG0000548	Prag.g_00575	Praq.g_01005
OG0000549	Prag.g_00577	Praq.g_01003
OG0000550	Prag.g_00578	Praq.g_01002
OG0000551	Prag.g_00579	Praq.g_01001
OG0000552	Prag.g_00580	Praq.g_01000
OG0000553	Prag.g_00581	Praq.g_00999
OG0000554	Prag.g_00582	Praq.g_00998
OG0000555	Prag.g_00583	Praq.g_00997
OG0000556	Prag.g_00584	Praq.g_00996
OG0000557	Prag.g_00585	Praq.g_00995
OG0000558	Prag.g_00586	Praq.g_00994
OG0000559	Prag.g_00587	Praq.g_00993
OG0000560	Prag.g_00588	Praq.g_00992
OG0000561	Prag.g_00589	Praq.g_00991
OG0000562	Prag.g_00590	Praq.g_00990
OG0000563	Prag.g_00591	Praq.g_00989
OG0000564	Prag.g_00592	Praq.g_00988
OG0000565	Prag.g_00593	Praq.g_00987
OG0000566	Prag.g_00594	Praq.g_00986
OG0000567	Prag.g_00595	Praq.g_00985
OG0000568	Prag.g_00596	Praq.g_00984
OG0000569	Prag.g_00599	Praq.g_00981
OG0000570	Prag.g_00600	Praq.g_00980
OG0000571	Prag.g_00602	Praq.g_00978
