Orthogroup	Prag	Prat
OG0000125	Prag.g_00630	Prat.g_01072
OG0000126	Prag.g_00631	Prat.g_01071
OG0000127	Prag.g_00664	Prat.g_00760
OG0000128	Prag.g_00694	Prat.g_00790
OG0000129	Prag.g_00714	Prat.g_00815
OG0000130	Prag.g_00791	Prat.g_00856
OG0000131	Prag.g_00804	Prat.g_01039
OG0000132	Prag.g_00838	Prat.g_01004
OG0000133	Prag.g_00922	Prat.g_00734
OG0000134	Prag.g_00932	Prat.g_01053
OG0000135	Prag.g_00968	Prat.g_00900
OG0000136	Prag.g_01033	Prat.g_00962
OG0000137	Prag.g_01123	Prat.g_01557
OG0000139	Prag.g_01159	Prat.g_01150
OG0000140	Prag.g_01210	Prat.g_00595
OG0000141	Prag.g_01219	Prat.g_01509
OG0000142	Prag.g_01367	Prat.g_01261
OG0000143	Prag.g_01389	Prat.g_01291
OG0000144	Prag.g_01475	Prat.g_01338
OG0000145	Prag.g_01491	Prat.g_01354
OG0000146	Prag.g_01527	Prat.g_01392
OG0000147	Prag.g_01567	Prat.g_01441
OG0000148	Prag.g_01568	Prat.g_01442
OG0000149	Prag.g_01667	Prat.g_01589
OG0000150	Prag.g_01705	Prat.g_01377, Prat.g_01628
OG0000151	Prag.g_01708	Prat.g_01631
OG0000152	Prag.g_01728	Prat.g_01652
OG0000153	Prag.g_01763	Prat.g_01685
OG0000154	Prag.g_01799	Prat.g_01720
OG0000155	Prag.g_01817	Prat.g_01739
OG0000156	Prag.g_01845	Prat.g_01771
OG0000157	Prag.g_01878	Prat.g_01806
OG0000158	Prag.g_01940	Prat.g_01873
OG0000160	Prag.g_00001	Prat.g_00001
OG0000161	Prag.g_00002	Prat.g_00002
OG0000162	Prag.g_00004	Prat.g_00004
OG0000163	Prag.g_00005	Prat.g_00005
OG0000164	Prag.g_00006	Prat.g_00006
OG0000165	Prag.g_00007	Prat.g_00007
OG0000166	Prag.g_00008	Prat.g_00008
OG0000167	Prag.g_00009	Prat.g_00009
OG0000168	Prag.g_00010	Prat.g_00010
OG0000169	Prag.g_00012	Prat.g_00013
OG0000170	Prag.g_00014	Prat.g_00015
OG0000171	Prag.g_00015	Prat.g_00016
OG0000172	Prag.g_00016	Prat.g_00017
OG0000173	Prag.g_00017	Prat.g_00018
OG0000174	Prag.g_00018	Prat.g_00019
OG0000175	Prag.g_00019	Prat.g_00020
OG0000176	Prag.g_00020	Prat.g_00021
OG0000177	Prag.g_00021	Prat.g_00022
OG0000178	Prag.g_00022	Prat.g_00023
OG0000179	Prag.g_00024	Prat.g_00025
OG0000180	Prag.g_00025	Prat.g_00026
OG0000181	Prag.g_00026	Prat.g_00027
OG0000182	Prag.g_00027	Prat.g_00028
OG0000183	Prag.g_00028	Prat.g_00029
OG0000184	Prag.g_00029	Prat.g_00031
OG0000185	Prag.g_00032	Prat.g_00034
OG0000186	Prag.g_00035	Prat.g_00036
OG0000187	Prag.g_00036	Prat.g_00037
OG0000188	Prag.g_00037	Prat.g_00038
OG0000189	Prag.g_00040	Prat.g_00042
OG0000190	Prag.g_00042	Prat.g_00044
OG0000191	Prag.g_00043	Prat.g_00046
OG0000192	Prag.g_00044	Prat.g_00047
OG0000193	Prag.g_00045	Prat.g_00048
OG0000194	Prag.g_00046	Prat.g_00051
OG0000195	Prag.g_00047	Prat.g_00052
OG0000196	Prag.g_00048	Prat.g_00053
OG0000197	Prag.g_00050	Prat.g_00055
OG0000198	Prag.g_00051	Prat.g_00056
OG0000199	Prag.g_00052	Prat.g_00057
OG0000200	Prag.g_00058	Prat.g_00060
OG0000201	Prag.g_00059	Prat.g_00061
OG0000202	Prag.g_00060	Prat.g_00062
OG0000203	Prag.g_00063	Prat.g_00066
OG0000204	Prag.g_00064	Prat.g_00067
OG0000205	Prag.g_00067	Prat.g_00070
OG0000206	Prag.g_00069	Prat.g_00072
OG0000207	Prag.g_00071	Prat.g_00074
OG0000208	Prag.g_00072	Prat.g_00075
OG0000209	Prag.g_00073	Prat.g_01504
OG0000210	Prag.g_00074	Prat.g_00076
OG0000211	Prag.g_00075	Prat.g_00079
OG0000212	Prag.g_00076	Prat.g_00080
OG0000213	Prag.g_00077	Prat.g_00081
OG0000214	Prag.g_00078	Prat.g_00082
OG0000215	Prag.g_00079	Prat.g_00083
OG0000216	Prag.g_00080	Prat.g_00084
OG0000217	Prag.g_00082	Prat.g_00086
OG0000218	Prag.g_00083	Prat.g_00087
OG0000219	Prag.g_00084	Prat.g_00088
OG0000220	Prag.g_00085	Prat.g_00089
OG0000221	Prag.g_00087	Prat.g_00091
OG0000222	Prag.g_00088	Prat.g_00092
OG0000223	Prag.g_00089	Prat.g_00093
OG0000224	Prag.g_00090	Prat.g_00094
OG0000225	Prag.g_00091	Prat.g_00095
OG0000226	Prag.g_00092	Prat.g_00096
OG0000227	Prag.g_00093	Prat.g_00098
OG0000228	Prag.g_00094	Prat.g_00099
OG0000229	Prag.g_00095	Prat.g_00100
OG0000230	Prag.g_00096	Prat.g_00101
OG0000231	Prag.g_00097	Prat.g_00102
OG0000232	Prag.g_00099	Prat.g_00103
OG0000233	Prag.g_00100	Prat.g_00104
OG0000234	Prag.g_00101	Prat.g_00105
OG0000235	Prag.g_00102	Prat.g_00106
OG0000236	Prag.g_00103	Prat.g_00109
OG0000237	Prag.g_00104	Prat.g_00110
OG0000238	Prag.g_00105	Prat.g_00111
OG0000239	Prag.g_00107	Prat.g_00113
OG0000240	Prag.g_00108	Prat.g_00114
OG0000241	Prag.g_00109	Prat.g_00115
OG0000242	Prag.g_00110	Prat.g_00116
OG0000243	Prag.g_00113	Prat.g_00118
OG0000244	Prag.g_00115	Prat.g_00122
OG0000245	Prag.g_00116	Prat.g_00123
OG0000246	Prag.g_00117	Prat.g_00124
OG0000247	Prag.g_00120	Prat.g_00126
OG0000248	Prag.g_00122	Prat.g_00128
OG0000249	Prag.g_00123	Prat.g_00130
OG0000250	Prag.g_00124	Prat.g_00131
OG0000251	Prag.g_00125	Prat.g_00132
OG0000252	Prag.g_00126	Prat.g_00133
OG0000253	Prag.g_00127	Prat.g_00134
OG0000254	Prag.g_00129	Prat.g_00601
OG0000255	Prag.g_00130	Prat.g_00136
OG0000256	Prag.g_00133	Prat.g_00139
OG0000257	Prag.g_00135	Prat.g_00141
OG0000258	Prag.g_00138	Prat.g_00144
OG0000259	Prag.g_00139	Prat.g_00145
OG0000260	Prag.g_00140	Prat.g_00146
OG0000261	Prag.g_00141	Prat.g_00147
OG0000262	Prag.g_00142	Prat.g_00148
OG0000263	Prag.g_00144	Prat.g_00150
OG0000264	Prag.g_00145	Prat.g_00151
OG0000265	Prag.g_00146	Prat.g_00152
OG0000266	Prag.g_00147	Prat.g_00153
OG0000267	Prag.g_00148	Prat.g_00154
OG0000268	Prag.g_00149	Prat.g_00156
OG0000269	Prag.g_00151	Prat.g_00158
OG0000270	Prag.g_00152	Prat.g_00159
OG0000271	Prag.g_00153	Prat.g_00160
OG0000272	Prag.g_00154	Prat.g_00161
OG0000273	Prag.g_00155	Prat.g_00162
OG0000274	Prag.g_00156	Prat.g_00163
OG0000275	Prag.g_00157	Prat.g_00164
OG0000276	Prag.g_00158	Prat.g_00165
OG0000277	Prag.g_00160	Prat.g_00167
OG0000278	Prag.g_00161	Prat.g_00169
OG0000279	Prag.g_00162	Prat.g_00170
OG0000280	Prag.g_00164	Prat.g_00172
OG0000281	Prag.g_00166	Prat.g_00174
OG0000282	Prag.g_00167	Prat.g_00175
OG0000283	Prag.g_00168	Prat.g_00176
OG0000284	Prag.g_00169	Prat.g_00177
OG0000285	Prag.g_00170	Prat.g_00178
OG0000286	Prag.g_00171	Prat.g_00179
OG0000287	Prag.g_00172	Prat.g_00180
OG0000288	Prag.g_00174	Prat.g_00182
OG0000289	Prag.g_00175	Prat.g_00183
OG0000290	Prag.g_00176	Prat.g_00184
OG0000291	Prag.g_00178	Prat.g_00186
OG0000292	Prag.g_00179	Prat.g_00188
OG0000293	Prag.g_00180	Prat.g_00189
OG0000294	Prag.g_00181	Prat.g_00190
OG0000295	Prag.g_00182	Prat.g_00191
OG0000296	Prag.g_00183	Prat.g_00192
OG0000297	Prag.g_00184	Prat.g_00193
OG0000298	Prag.g_00186	Prat.g_00195
OG0000299	Prag.g_00187	Prat.g_00196
OG0000300	Prag.g_00188	Prat.g_00197
OG0000301	Prag.g_00189	Prat.g_00198
OG0000302	Prag.g_00190	Prat.g_00199
OG0000303	Prag.g_00191	Prat.g_00200
OG0000304	Prag.g_00193	Prat.g_00202
OG0000305	Prag.g_00194	Prat.g_00203
OG0000306	Prag.g_00197	Prat.g_00206
OG0000307	Prag.g_00198	Prat.g_00207
OG0000308	Prag.g_00199	Prat.g_00208
OG0000309	Prag.g_00200	Prat.g_00209
OG0000310	Prag.g_00201	Prat.g_00210
OG0000311	Prag.g_00202	Prat.g_00211
OG0000312	Prag.g_00203	Prat.g_00212
OG0000313	Prag.g_00204	Prat.g_00213
OG0000314	Prag.g_00205	Prat.g_00214
OG0000315	Prag.g_00206	Prat.g_00215
OG0000316	Prag.g_00207	Prat.g_00216
OG0000317	Prag.g_00208	Prat.g_00217
OG0000318	Prag.g_00209	Prat.g_00218
OG0000319	Prag.g_00210	Prat.g_00219
OG0000320	Prag.g_00211	Prat.g_00220
OG0000321	Prag.g_00212	Prat.g_00221
OG0000322	Prag.g_00213	Prat.g_00222
OG0000323	Prag.g_00214	Prat.g_00223
OG0000324	Prag.g_00215	Prat.g_00224
OG0000325	Prag.g_00216	Prat.g_00225
OG0000326	Prag.g_00217	Prat.g_00226
OG0000327	Prag.g_00218	Prat.g_00227
OG0000328	Prag.g_00219	Prat.g_00229
OG0000329	Prag.g_00220	Prat.g_00230
OG0000330	Prag.g_00221	Prat.g_00231
OG0000331	Prag.g_00222	Prat.g_00233
OG0000332	Prag.g_00223	Prat.g_00234
OG0000333	Prag.g_00224	Prat.g_00235
OG0000334	Prag.g_00225	Prat.g_00236
OG0000335	Prag.g_00226	Prat.g_00238
OG0000336	Prag.g_00228	Prat.g_00240
OG0000337	Prag.g_00229	Prat.g_00241
OG0000338	Prag.g_00233	Prat.g_00246
OG0000339	Prag.g_00235	Prat.g_00249
OG0000340	Prag.g_00237	Prat.g_00250
OG0000341	Prag.g_00238	Prat.g_00251
OG0000342	Prag.g_00239	Prat.g_00252
OG0000343	Prag.g_00240	Prat.g_00253
OG0000344	Prag.g_00243	Prat.g_00256
OG0000345	Prag.g_00245	Prat.g_00260
OG0000346	Prag.g_00246	Prat.g_00261
OG0000347	Prag.g_00249	Prat.g_00264
OG0000348	Prag.g_00250	Prat.g_00266
OG0000349	Prag.g_00251	Prat.g_00267
OG0000350	Prag.g_00253	Prat.g_00269
OG0000351	Prag.g_00254	Prat.g_00270
OG0000352	Prag.g_00255	Prat.g_00271
OG0000353	Prag.g_00256	Prat.g_00272
OG0000354	Prag.g_00257	Prat.g_00273
OG0000355	Prag.g_00258	Prat.g_00274
OG0000356	Prag.g_00259	Prat.g_00275
OG0000357	Prag.g_00260	Prat.g_00276
OG0000358	Prag.g_00261	Prat.g_00277
OG0000359	Prag.g_00262	Prat.g_00279
OG0000360	Prag.g_00266	Prat.g_00282
OG0000361	Prag.g_00267	Prat.g_00283
OG0000362	Prag.g_00268	Prat.g_00284
OG0000363	Prag.g_00269	Prat.g_00285
OG0000364	Prag.g_00273	Prat.g_00290
OG0000365	Prag.g_00274	Prat.g_00291
OG0000366	Prag.g_00276	Prat.g_00293
OG0000367	Prag.g_00277	Prat.g_00294
OG0000368	Prag.g_00278	Prat.g_00295
OG0000369	Prag.g_00279	Prat.g_00296
OG0000370	Prag.g_00280	Prat.g_00297
OG0000371	Prag.g_00281	Prat.g_00298
OG0000372	Prag.g_00282	Prat.g_00299
OG0000373	Prag.g_00283	Prat.g_00300
OG0000374	Prag.g_00285	Prat.g_00302
OG0000375	Prag.g_00286	Prat.g_00303
OG0000376	Prag.g_00289	Prat.g_00306
OG0000377	Prag.g_00290	Prat.g_00307
OG0000378	Prag.g_00291	Prat.g_00308
OG0000379	Prag.g_00292	Prat.g_00309
OG0000380	Prag.g_00293	Prat.g_00310
OG0000381	Prag.g_00294	Prat.g_00311
OG0000382	Prag.g_00295	Prat.g_00312
OG0000383	Prag.g_00296	Prat.g_00313
OG0000384	Prag.g_00299	Prat.g_00315
OG0000385	Prag.g_00300	Prat.g_00316
OG0000386	Prag.g_00301	Prat.g_00317
OG0000387	Prag.g_00302	Prat.g_00318
OG0000388	Prag.g_00303	Prat.g_00319
OG0000389	Prag.g_00304	Prat.g_00320
OG0000390	Prag.g_00305	Prat.g_00321
OG0000391	Prag.g_00306	Prat.g_00322
OG0000392	Prag.g_00307	Prat.g_00323
OG0000393	Prag.g_00308	Prat.g_00324
OG0000394	Prag.g_00309	Prat.g_00325
OG0000395	Prag.g_00310	Prat.g_00326
OG0000396	Prag.g_00312	Prat.g_00328
OG0000397	Prag.g_00314	Prat.g_00330
OG0000398	Prag.g_00315	Prat.g_00331
OG0000399	Prag.g_00318	Prat.g_00334
OG0000400	Prag.g_00319	Prat.g_00340
OG0000401	Prag.g_00320	Prat.g_00341
OG0000402	Prag.g_00329	Prat.g_00348
OG0000403	Prag.g_00330	Prat.g_00350
OG0000404	Prag.g_00331	Prat.g_00351
OG0000405	Prag.g_00333	Prat.g_00352
OG0000406	Prag.g_00336	Prat.g_00355
OG0000407	Prag.g_00337	Prat.g_00356
OG0000408	Prag.g_00339	Prat.g_00359
OG0000409	Prag.g_00340	Prat.g_00360
OG0000410	Prag.g_00341	Prat.g_00361
OG0000411	Prag.g_00342	Prat.g_00362
OG0000412	Prag.g_00343	Prat.g_00363
OG0000413	Prag.g_00344	Prat.g_00364
OG0000414	Prag.g_00345	Prat.g_00365
OG0000415	Prag.g_00346	Prat.g_00366
OG0000416	Prag.g_00349	Prat.g_00369
OG0000417	Prag.g_00350	Prat.g_00370
OG0000418	Prag.g_00351	Prat.g_00372
OG0000419	Prag.g_00352	Prat.g_00373
OG0000420	Prag.g_00353	Prat.g_00985
OG0000421	Prag.g_00365	Prat.g_01203
OG0000422	Prag.g_00372	Prat.g_01469
OG0000423	Prag.g_00373	Prat.g_00671
OG0000424	Prag.g_00378	Prat.g_01656
OG0000425	Prag.g_00410	Prat.g_00390
OG0000426	Prag.g_00411	Prat.g_00391
OG0000427	Prag.g_00412	Prat.g_00392
OG0000428	Prag.g_00414	Prat.g_00395
OG0000429	Prag.g_00415	Prat.g_00396
OG0000430	Prag.g_00417	Prat.g_00398
OG0000431	Prag.g_00418	Prat.g_00399
OG0000432	Prag.g_00419	Prat.g_00400
OG0000433	Prag.g_00420	Prat.g_00401
OG0000434	Prag.g_00421	Prat.g_00403
OG0000435	Prag.g_00422	Prat.g_00404
OG0000436	Prag.g_00423	Prat.g_00405
OG0000437	Prag.g_00424	Prat.g_00406
OG0000438	Prag.g_00425	Prat.g_00407
OG0000439	Prag.g_00426	Prat.g_00408
OG0000440	Prag.g_00427	Prat.g_00410
OG0000441	Prag.g_00428	Prat.g_00411
OG0000442	Prag.g_00429	Prat.g_00412
OG0000443	Prag.g_00430	Prat.g_00413
OG0000444	Prag.g_00431	Prat.g_00414
OG0000445	Prag.g_00432	Prat.g_00415
OG0000446	Prag.g_00434	Prat.g_00417
OG0000447	Prag.g_00435	Prat.g_00418
OG0000448	Prag.g_00437	Prat.g_00419
OG0000449	Prag.g_00440	Prat.g_00424
OG0000450	Prag.g_00441	Prat.g_00425
OG0000451	Prag.g_00442	Prat.g_00426
OG0000452	Prag.g_00443	Prat.g_00428
OG0000453	Prag.g_00444	Prat.g_00429
OG0000454	Prag.g_00450	Prat.g_00430
OG0000455	Prag.g_00452	Prat.g_00432
OG0000456	Prag.g_00456	Prat.g_00436
OG0000457	Prag.g_00457	Prat.g_00438
OG0000458	Prag.g_00458	Prat.g_00439
OG0000459	Prag.g_00460	Prat.g_00441
OG0000460	Prag.g_00462	Prat.g_00443
OG0000461	Prag.g_00463	Prat.g_00444
OG0000462	Prag.g_00464	Prat.g_00445
OG0000463	Prag.g_00466	Prat.g_00447
OG0000464	Prag.g_00467	Prat.g_00448
OG0000465	Prag.g_00468	Prat.g_00449
OG0000466	Prag.g_00469	Prat.g_00450
OG0000467	Prag.g_00470	Prat.g_00451
OG0000468	Prag.g_00471	Prat.g_00453
OG0000469	Prag.g_00472	Prat.g_00454
OG0000470	Prag.g_00473	Prat.g_00455
OG0000471	Prag.g_00474	Prat.g_00456
OG0000472	Prag.g_00479	Prat.g_00463
OG0000473	Prag.g_00480	Prat.g_00464
OG0000474	Prag.g_00481	Prat.g_00465
OG0000475	Prag.g_00482	Prat.g_00466
OG0000476	Prag.g_00484	Prat.g_00468
OG0000477	Prag.g_00485	Prat.g_00469
OG0000478	Prag.g_00486	Prat.g_00470
OG0000479	Prag.g_00487	Prat.g_00471
OG0000480	Prag.g_00489	Prat.g_00473
OG0000481	Prag.g_00491	Prat.g_00475
OG0000482	Prag.g_00492	Prat.g_00476
OG0000483	Prag.g_00494	Prat.g_00478
OG0000484	Prag.g_00495	Prat.g_00479
OG0000485	Prag.g_00496	Prat.g_00480
OG0000486	Prag.g_00497	Prat.g_00482
OG0000487	Prag.g_00502	Prat.g_00486
OG0000488	Prag.g_00504	Prat.g_00487
OG0000489	Prag.g_00505	Prat.g_00488
OG0000490	Prag.g_00506	Prat.g_00489
OG0000491	Prag.g_00507	Prat.g_00490
OG0000492	Prag.g_00508	Prat.g_00491
OG0000493	Prag.g_00509	Prat.g_00492
OG0000494	Prag.g_00510	Prat.g_00493
OG0000495	Prag.g_00513	Prat.g_00496
OG0000496	Prag.g_00514	Prat.g_00497
OG0000497	Prag.g_00515	Prat.g_00498
OG0000498	Prag.g_00516	Prat.g_00499
OG0000499	Prag.g_00517	Prat.g_00500
OG0000500	Prag.g_00519	Prat.g_00501
OG0000501	Prag.g_00520	Prat.g_00502
OG0000502	Prag.g_00521	Prat.g_00503
OG0000503	Prag.g_00523	Prat.g_00505
OG0000504	Prag.g_00524	Prat.g_00506
OG0000505	Prag.g_00525	Prat.g_00507
OG0000506	Prag.g_00526	Prat.g_00508
OG0000507	Prag.g_00527	Prat.g_00509
OG0000508	Prag.g_00528	Prat.g_00510
OG0000509	Prag.g_00529	Prat.g_00511
OG0000510	Prag.g_00530	Prat.g_00512
OG0000511	Prag.g_00532	Prat.g_00515
OG0000512	Prag.g_00533	Prat.g_00516
OG0000513	Prag.g_00534	Prat.g_00517
OG0000514	Prag.g_00535	Prat.g_00518
OG0000515	Prag.g_00536	Prat.g_00519
OG0000516	Prag.g_00537	Prat.g_00520
OG0000517	Prag.g_00539	Prat.g_00522
OG0000518	Prag.g_00540	Prat.g_00523
OG0000519	Prag.g_00541	Prat.g_00525
OG0000520	Prag.g_00542	Prat.g_00527
OG0000521	Prag.g_00543	Prat.g_00528
OG0000522	Prag.g_00544	Prat.g_00529
OG0000523	Prag.g_00545	Prat.g_00530
OG0000524	Prag.g_00546	Prat.g_00531
OG0000525	Prag.g_00547	Prat.g_00532
OG0000526	Prag.g_00548	Prat.g_00533
OG0000527	Prag.g_00549	Prat.g_00534
OG0000528	Prag.g_00550	Prat.g_00536
OG0000529	Prag.g_00551	Prat.g_00537
OG0000530	Prag.g_00552	Prat.g_00538
OG0000531	Prag.g_00553	Prat.g_00539
OG0000532	Prag.g_00554	Prat.g_00540
OG0000533	Prag.g_00556	Prat.g_00542
OG0000534	Prag.g_00557	Prat.g_00543
OG0000535	Prag.g_00558	Prat.g_00544
OG0000536	Prag.g_00559	Prat.g_00545
OG0000537	Prag.g_00560	Prat.g_00546
OG0000538	Prag.g_00561	Prat.g_00547
OG0000539	Prag.g_00564	Prat.g_00549
OG0000540	Prag.g_00565	Prat.g_00550
OG0000541	Prag.g_00566	Prat.g_00551
OG0000542	Prag.g_00569	Prat.g_00553
OG0000543	Prag.g_00570	Prat.g_00554
OG0000544	Prag.g_00571	Prat.g_00555
OG0000545	Prag.g_00572	Prat.g_00556
OG0000546	Prag.g_00573	Prat.g_00557
OG0000547	Prag.g_00574	Prat.g_00558
OG0000548	Prag.g_00575	Prat.g_00559
OG0000549	Prag.g_00577	Prat.g_00561
OG0000550	Prag.g_00578	Prat.g_00562
OG0000551	Prag.g_00579	Prat.g_00563
OG0000552	Prag.g_00580	Prat.g_00564
OG0000553	Prag.g_00581	Prat.g_00565
OG0000554	Prag.g_00582	Prat.g_00566
OG0000555	Prag.g_00583	Prat.g_00568
OG0000556	Prag.g_00584	Prat.g_00569
OG0000557	Prag.g_00585	Prat.g_00570
OG0000558	Prag.g_00586	Prat.g_00571
OG0000559	Prag.g_00587	Prat.g_00572
OG0000560	Prag.g_00588	Prat.g_00573
OG0000561	Prag.g_00589	Prat.g_00574
OG0000562	Prag.g_00590	Prat.g_00575
OG0000563	Prag.g_00591	Prat.g_00576
OG0000564	Prag.g_00592	Prat.g_00577
OG0000565	Prag.g_00593	Prat.g_00579
OG0000566	Prag.g_00594	Prat.g_00580
OG0000567	Prag.g_00595	Prat.g_00581
OG0000568	Prag.g_00596	Prat.g_00582
OG0000569	Prag.g_00599	Prat.g_00584
OG0000570	Prag.g_00600	Prat.g_00585
OG0000571	Prag.g_00602	Prat.g_00587
OG0000572	Prag.g_00603	Prat.g_00589
OG0000573	Prag.g_00604	Prat.g_00590
OG0000574	Prag.g_00605	Prat.g_00591
OG0000575	Prag.g_00606	Prat.g_00592
OG0000576	Prag.g_00607	Prat.g_00593
OG0000577	Prag.g_00608	Prat.g_01097
OG0000578	Prag.g_00609	Prat.g_01095
OG0000579	Prag.g_00610	Prat.g_01094
OG0000580	Prag.g_00611	Prat.g_01093
OG0000581	Prag.g_00612	Prat.g_01091
OG0000582	Prag.g_00613	Prat.g_01090
OG0000583	Prag.g_00614	Prat.g_01089
OG0000584	Prag.g_00616	Prat.g_01087
OG0000585	Prag.g_00617	Prat.g_01086
OG0000586	Prag.g_00618	Prat.g_01084
OG0000587	Prag.g_00619	Prat.g_01083
