Orthogroup	Prag	Prao
OG0000032	Prag.g_00033	Prao.g_00179
OG0000033	Prag.g_00730	Prao.g_00675
OG0000034	Prag.g_01488, Prag.g_01490	Prao.g_01397
OG0000035	Prag.g_01601	Prao.g_01508
OG0000036	Prag.g_01100	Prao.g_01145
OG0000037	Prag.g_01329	Prao.g_01304
OG0000038	Prag.g_01446	Prao.g_01355, Prao.g_01364
OG0000039	Prag.g_00013	Prao.g_00160
OG0000040	Prag.g_01326	Prao.g_01307
OG0000041	Prag.g_00601	Prao.g_00062
OG0000042	Prag.g_01913	Prao.g_01796
OG0000043	Prag.g_01075	Prao.g_01015
OG0000043	Prag.g_01259	Prao.g_00831
OG0000045	Prag.g_00563	Prao.g_00024
OG0000046	Prag.g_00757	Prao.g_00699
OG0000047	Prag.g_01153	Prao.g_01089
OG0000049	Prag.g_01428	Prao.g_01191
OG0000050	Prag.g_00159	Prao.g_00304
OG0000051	Prag.g_00354	Prao.g_00494
OG0000052	Prag.g_00396	Prao.g_00532
OG0000053	Prag.g_00692	Prao.g_00648
OG0000054	Prag.g_01662	Prao.g_01545
OG0000055	Prag.g_01861	Prao.g_01743
OG0000056	Prag.g_00031	Prao.g_00177
OG0000057	Prag.g_00150	Prao.g_00295
OG0000058	Prag.g_00364	Prao.g_00505
OG0000060	Prag.g_00705	Prao.g_00661
OG0000061	Prag.g_00751	Prao.g_00693
OG0000062	Prag.g_00828	Prao.g_00763
OG0000063	Prag.g_01108	Prao.g_01135
OG0000065	Prag.g_00230	Prao.g_00375
OG0000066	Prag.g_00454	Prao.g_00581
OG0000067	Prag.g_00676	Prao.g_00136
OG0000068	Prag.g_00732	Prao.g_00677
OG0000069	Prag.g_01118	Prao.g_01124
OG0000069	Prag.g_00984	Prao.g_00922
OG0000070	Prag.g_01036	Prao.g_00974
OG0000071	Prag.g_01298	Prao.g_01332
OG0000072	Prag.g_01355	Prao.g_01276
OG0000074	Prag.g_01423	Prao.g_01215
OG0000075	Prag.g_01804	Prao.g_01687
OG0000076	Prag.g_01416	Prao.g_01201
OG0000077	Prag.g_00011	Prao.g_00158
OG0000078	Prag.g_00313	Prao.g_00458
OG0000079	Prag.g_00375	Prao.g_00516
OG0000080	Prag.g_00647	Prao.g_00108
OG0000081	Prag.g_00669	Prao.g_00129
OG0000082	Prag.g_00813	Prao.g_00748
OG0000083	Prag.g_00876	Prao.g_00812
OG0000084	Prag.g_00964	Prao.g_00902
OG0000085	Prag.g_01085	Prao.g_01025
OG0000086	Prag.g_01120	Prao.g_01122
OG0000088	Prag.g_01307	Prao.g_01329
OG0000089	Prag.g_01308	Prao.g_01327
OG0000090	Prag.g_01424	Prao.g_01214
OG0000091	Prag.g_01498	Prao.g_01405
OG0000092	Prag.g_01617	Prao.g_01522
OG0000093	Prag.g_01755	Prao.g_01639
OG0000094	Prag.g_01801	Prao.g_01684
OG0000095	Prag.g_01834	Prao.g_01717
OG0000096	Prag.g_01905	Prao.g_01788
OG0000097	Prag.g_01923	Prao.g_01806
OG0000098	Prag.g_00003	Prao.g_01844
OG0000099	Prag.g_00023	Prao.g_00170
OG0000100	Prag.g_00039	Prao.g_00185
OG0000101	Prag.g_00049	Prao.g_00195
OG0000102	Prag.g_00106	Prao.g_00251
OG0000103	Prag.g_00114	Prao.g_00260
OG0000104	Prag.g_00132	Prao.g_00277
OG0000105	Prag.g_00163	Prao.g_00308
OG0000106	Prag.g_00177	Prao.g_00322
OG0000107	Prag.g_00185	Prao.g_00330
OG0000108	Prag.g_00195	Prao.g_00340
OG0000109	Prag.g_00232	Prao.g_00377
OG0000110	Prag.g_00244	Prao.g_00389
OG0000111	Prag.g_00265	Prao.g_01378
OG0000112	Prag.g_00275	Prao.g_00421
OG0000113	Prag.g_00288	Prao.g_00434
OG0000114	Prag.g_00316	Prao.g_00461
OG0000115	Prag.g_00453	Prao.g_00580
OG0000116	Prag.g_00455	Prao.g_00582
OG0000117	Prag.g_00459	Prao.g_00586
OG0000118	Prag.g_00478	Prao.g_00605
OG0000119	Prag.g_00511	Prao.g_01859
OG0000120	Prag.g_00512	Prao.g_01858
OG0000121	Prag.g_00522	Prao.g_01162
OG0000122	Prag.g_00531	Prao.g_01171
OG0000123	Prag.g_00562	Prao.g_00023
OG0000124	Prag.g_00629	Prao.g_00090
OG0000125	Prag.g_00630	Prao.g_00091
OG0000126	Prag.g_00631	Prao.g_00092
OG0000127	Prag.g_00664	Prao.g_00124
OG0000128	Prag.g_00694	Prao.g_00650
OG0000129	Prag.g_00714	Prao.g_00670
OG0000130	Prag.g_00791	Prao.g_00725
OG0000131	Prag.g_00804	Prao.g_00739
OG0000132	Prag.g_00838	Prao.g_00775
OG0000133	Prag.g_00922	Prao.g_00861
OG0000134	Prag.g_00932	Prao.g_00870
OG0000135	Prag.g_00968	Prao.g_00906
OG0000136	Prag.g_01033	Prao.g_00971
OG0000137	Prag.g_01123	Prao.g_01119
OG0000138	Prag.g_01148	Prao.g_01094
OG0000139	Prag.g_01159	Prao.g_01083
OG0000140	Prag.g_01210	Prao.g_01032
OG0000141	Prag.g_01219	Prao.g_00014
OG0000142	Prag.g_01367	Prao.g_01264
OG0000143	Prag.g_01389	Prao.g_01239
OG0000144	Prag.g_01475	Prao.g_01384
OG0000145	Prag.g_01491	Prao.g_01398
OG0000146	Prag.g_01527	Prao.g_01433
OG0000147	Prag.g_01567	Prao.g_01473
OG0000148	Prag.g_01568	Prao.g_01474
OG0000149	Prag.g_01667	Prao.g_01550
OG0000150	Prag.g_01705	Prao.g_01588
OG0000151	Prag.g_01708	Prao.g_01591
OG0000152	Prag.g_01728	Prao.g_01610
OG0000153	Prag.g_01763	Prao.g_01646
OG0000154	Prag.g_01799	Prao.g_01682
OG0000155	Prag.g_01817	Prao.g_01700
OG0000156	Prag.g_01845	Prao.g_01728
OG0000157	Prag.g_01878	Prao.g_01760
OG0000158	Prag.g_01940	Prao.g_01823
OG0000160	Prag.g_00001	Prao.g_01842
OG0000161	Prag.g_00002	Prao.g_01843
OG0000162	Prag.g_00004	Prao.g_01845
OG0000163	Prag.g_00005	Prao.g_01846
OG0000164	Prag.g_00006	Prao.g_01847
OG0000165	Prag.g_00007	Prao.g_01848
OG0000166	Prag.g_00008	Prao.g_01849
OG0000167	Prag.g_00009	Prao.g_01850
OG0000168	Prag.g_00010	Prao.g_00157
OG0000169	Prag.g_00012	Prao.g_00159
OG0000170	Prag.g_00014	Prao.g_00161
OG0000171	Prag.g_00015	Prao.g_00162
OG0000172	Prag.g_00016	Prao.g_00163
OG0000173	Prag.g_00017	Prao.g_00164
OG0000174	Prag.g_00018	Prao.g_00165
OG0000175	Prag.g_00019	Prao.g_00166
OG0000176	Prag.g_00020	Prao.g_00167
OG0000177	Prag.g_00021	Prao.g_00168
OG0000178	Prag.g_00022	Prao.g_00169
OG0000179	Prag.g_00024	Prao.g_00171
OG0000180	Prag.g_00025	Prao.g_00172
OG0000181	Prag.g_00026	Prao.g_00173
OG0000182	Prag.g_00027	Prao.g_00174
OG0000183	Prag.g_00028	Prao.g_00175
OG0000184	Prag.g_00029	Prao.g_00176
OG0000185	Prag.g_00032	Prao.g_00178
OG0000186	Prag.g_00035	Prao.g_00181
OG0000187	Prag.g_00036	Prao.g_00182
OG0000188	Prag.g_00037	Prao.g_00183
OG0000189	Prag.g_00040	Prao.g_00186
OG0000190	Prag.g_00042	Prao.g_00188
OG0000191	Prag.g_00043	Prao.g_00189
OG0000192	Prag.g_00044	Prao.g_00190
OG0000193	Prag.g_00045	Prao.g_00191
OG0000194	Prag.g_00046	Prao.g_00192
OG0000195	Prag.g_00047	Prao.g_00193
OG0000196	Prag.g_00048	Prao.g_00194
OG0000197	Prag.g_00050	Prao.g_00196
OG0000198	Prag.g_00051	Prao.g_00197
OG0000199	Prag.g_00052	Prao.g_00198
OG0000200	Prag.g_00058	Prao.g_00203
OG0000201	Prag.g_00059	Prao.g_00204
OG0000202	Prag.g_00060	Prao.g_00205
OG0000203	Prag.g_00063	Prao.g_00208
OG0000204	Prag.g_00064	Prao.g_00209
OG0000205	Prag.g_00067	Prao.g_00212
OG0000206	Prag.g_00069	Prao.g_00214
OG0000207	Prag.g_00071	Prao.g_00216
OG0000208	Prag.g_00072	Prao.g_00217
OG0000209	Prag.g_00073	Prao.g_00218
OG0000210	Prag.g_00074	Prao.g_00219
OG0000211	Prag.g_00075	Prao.g_00220
OG0000212	Prag.g_00076	Prao.g_00221
OG0000213	Prag.g_00077	Prao.g_00222
OG0000214	Prag.g_00078	Prao.g_00223
OG0000215	Prag.g_00079	Prao.g_00224
OG0000216	Prag.g_00080	Prao.g_00225
OG0000217	Prag.g_00082	Prao.g_00227
OG0000218	Prag.g_00083	Prao.g_00228
OG0000219	Prag.g_00084	Prao.g_00229
OG0000220	Prag.g_00085	Prao.g_00230
OG0000221	Prag.g_00087	Prao.g_00233
OG0000222	Prag.g_00088	Prao.g_00234
OG0000223	Prag.g_00089	Prao.g_00235
OG0000224	Prag.g_00090	Prao.g_00236
OG0000225	Prag.g_00091	Prao.g_00237
OG0000226	Prag.g_00092	Prao.g_00238
OG0000227	Prag.g_00093	Prao.g_00239
OG0000228	Prag.g_00094	Prao.g_00240
OG0000229	Prag.g_00095	Prao.g_00241
OG0000230	Prag.g_00096	Prao.g_00242
OG0000231	Prag.g_00097	Prao.g_00243
OG0000232	Prag.g_00099	Prao.g_00244
OG0000233	Prag.g_00100	Prao.g_00245
OG0000234	Prag.g_00101	Prao.g_00246
OG0000235	Prag.g_00102	Prao.g_00247
OG0000236	Prag.g_00103	Prao.g_00248
OG0000237	Prag.g_00104	Prao.g_00249
OG0000238	Prag.g_00105	Prao.g_00250
OG0000239	Prag.g_00107	Prao.g_00252
OG0000240	Prag.g_00108	Prao.g_00254
OG0000241	Prag.g_00109	Prao.g_00255
OG0000242	Prag.g_00110	Prao.g_00256
OG0000243	Prag.g_00113	Prao.g_00259
OG0000244	Prag.g_00115	Prao.g_00261
OG0000245	Prag.g_00116	Prao.g_00262
OG0000246	Prag.g_00117	Prao.g_00263
OG0000247	Prag.g_00120	Prao.g_00266
OG0000248	Prag.g_00122	Prao.g_00268
OG0000249	Prag.g_00123	Prao.g_00269
OG0000250	Prag.g_00124	Prao.g_00270
OG0000251	Prag.g_00125	Prao.g_00271
OG0000252	Prag.g_00126	Prao.g_00272
OG0000253	Prag.g_00127	Prao.g_00273
OG0000254	Prag.g_00129	Prao.g_00274
OG0000255	Prag.g_00130	Prao.g_00275
OG0000256	Prag.g_00133	Prao.g_00278
OG0000257	Prag.g_00135	Prao.g_00280
OG0000258	Prag.g_00138	Prao.g_00283
OG0000259	Prag.g_00139	Prao.g_00284
OG0000260	Prag.g_00140	Prao.g_00285
OG0000261	Prag.g_00141	Prao.g_00286
OG0000262	Prag.g_00142	Prao.g_00287
OG0000263	Prag.g_00144	Prao.g_00289
OG0000264	Prag.g_00145	Prao.g_00290
OG0000265	Prag.g_00146	Prao.g_00291
OG0000266	Prag.g_00147	Prao.g_00292
OG0000267	Prag.g_00148	Prao.g_00293
OG0000268	Prag.g_00149	Prao.g_00294
OG0000269	Prag.g_00151	Prao.g_00296
OG0000270	Prag.g_00152	Prao.g_00297
OG0000271	Prag.g_00153	Prao.g_00298
OG0000272	Prag.g_00154	Prao.g_00299
OG0000273	Prag.g_00155	Prao.g_00300
OG0000274	Prag.g_00156	Prao.g_00301
OG0000275	Prag.g_00157	Prao.g_00302
OG0000276	Prag.g_00158	Prao.g_00303
OG0000277	Prag.g_00160	Prao.g_00305
OG0000278	Prag.g_00161	Prao.g_00306
OG0000279	Prag.g_00162	Prao.g_00307
OG0000280	Prag.g_00164	Prao.g_00309
OG0000281	Prag.g_00166	Prao.g_00311
OG0000282	Prag.g_00167	Prao.g_00312
OG0000283	Prag.g_00168	Prao.g_00313
OG0000284	Prag.g_00169	Prao.g_00314
OG0000285	Prag.g_00170	Prao.g_00315
OG0000286	Prag.g_00171	Prao.g_00316
OG0000287	Prag.g_00172	Prao.g_00317
OG0000288	Prag.g_00174	Prao.g_00319
OG0000289	Prag.g_00175	Prao.g_00320
OG0000290	Prag.g_00176	Prao.g_00321
OG0000291	Prag.g_00178	Prao.g_00323
OG0000292	Prag.g_00179	Prao.g_00324
OG0000293	Prag.g_00180	Prao.g_00325
OG0000294	Prag.g_00181	Prao.g_00326
OG0000295	Prag.g_00182	Prao.g_00327
OG0000296	Prag.g_00183	Prao.g_00328
OG0000297	Prag.g_00184	Prao.g_00329
OG0000298	Prag.g_00186	Prao.g_00331
OG0000299	Prag.g_00187	Prao.g_00332
OG0000300	Prag.g_00188	Prao.g_00333
OG0000301	Prag.g_00189	Prao.g_00334
OG0000302	Prag.g_00190	Prao.g_00335
OG0000303	Prag.g_00191	Prao.g_00336
OG0000304	Prag.g_00193	Prao.g_00338
OG0000305	Prag.g_00194	Prao.g_00339
OG0000306	Prag.g_00197	Prao.g_00342
OG0000307	Prag.g_00198	Prao.g_00343
OG0000308	Prag.g_00199	Prao.g_00344
OG0000309	Prag.g_00200	Prao.g_00345
OG0000310	Prag.g_00201	Prao.g_00346
OG0000311	Prag.g_00202	Prao.g_00347
OG0000312	Prag.g_00203	Prao.g_00348
OG0000313	Prag.g_00204	Prao.g_00349
OG0000314	Prag.g_00205	Prao.g_00350
OG0000315	Prag.g_00206	Prao.g_00351
OG0000316	Prag.g_00207	Prao.g_00352
OG0000317	Prag.g_00208	Prao.g_00353
OG0000318	Prag.g_00209	Prao.g_00354
OG0000319	Prag.g_00210	Prao.g_00355
OG0000320	Prag.g_00211	Prao.g_00356
OG0000321	Prag.g_00212	Prao.g_00357
OG0000322	Prag.g_00213	Prao.g_00358
OG0000323	Prag.g_00214	Prao.g_00359
OG0000324	Prag.g_00215	Prao.g_00360
OG0000325	Prag.g_00216	Prao.g_00361
OG0000326	Prag.g_00217	Prao.g_00362
OG0000327	Prag.g_00218	Prao.g_00363
OG0000328	Prag.g_00219	Prao.g_00364
OG0000329	Prag.g_00220	Prao.g_00365
OG0000330	Prag.g_00221	Prao.g_00366
OG0000331	Prag.g_00222	Prao.g_00367
OG0000332	Prag.g_00223	Prao.g_00368
OG0000333	Prag.g_00224	Prao.g_00369
OG0000334	Prag.g_00225	Prao.g_00370
OG0000335	Prag.g_00226	Prao.g_00371
OG0000336	Prag.g_00228	Prao.g_00373
OG0000337	Prag.g_00229	Prao.g_00374
OG0000338	Prag.g_00233	Prao.g_00378
OG0000339	Prag.g_00235	Prao.g_00380
OG0000340	Prag.g_00237	Prao.g_00382
OG0000341	Prag.g_00238	Prao.g_00383
OG0000342	Prag.g_00239	Prao.g_00384
OG0000343	Prag.g_00240	Prao.g_00385
OG0000344	Prag.g_00243	Prao.g_00388
OG0000345	Prag.g_00245	Prao.g_00391
OG0000346	Prag.g_00246	Prao.g_00392
OG0000347	Prag.g_00249	Prao.g_00395
OG0000348	Prag.g_00250	Prao.g_00397
OG0000349	Prag.g_00251	Prao.g_00398
OG0000350	Prag.g_00253	Prao.g_00400
OG0000351	Prag.g_00254	Prao.g_00401
OG0000352	Prag.g_00255	Prao.g_00402
OG0000353	Prag.g_00256	Prao.g_00403
OG0000354	Prag.g_00257	Prao.g_00404
OG0000355	Prag.g_00258	Prao.g_00405
OG0000356	Prag.g_00259	Prao.g_00406
OG0000357	Prag.g_00260	Prao.g_00407
OG0000358	Prag.g_00261	Prao.g_00408
OG0000359	Prag.g_00262	Prao.g_00409
OG0000360	Prag.g_00266	Prao.g_00412
OG0000361	Prag.g_00267	Prao.g_00413
OG0000362	Prag.g_00268	Prao.g_00414
OG0000363	Prag.g_00269	Prao.g_00415
OG0000364	Prag.g_00273	Prao.g_00419
OG0000365	Prag.g_00274	Prao.g_00420
OG0000366	Prag.g_00276	Prao.g_00422
OG0000367	Prag.g_00277	Prao.g_00423
OG0000368	Prag.g_00278	Prao.g_00424
OG0000369	Prag.g_00279	Prao.g_00425
OG0000370	Prag.g_00280	Prao.g_00426
OG0000371	Prag.g_00281	Prao.g_00427
OG0000372	Prag.g_00282	Prao.g_00428
OG0000373	Prag.g_00283	Prao.g_00429
OG0000374	Prag.g_00285	Prao.g_00431
OG0000375	Prag.g_00286	Prao.g_00432
OG0000376	Prag.g_00289	Prao.g_00435
OG0000377	Prag.g_00290	Prao.g_00436
OG0000378	Prag.g_00291	Prao.g_00437
OG0000379	Prag.g_00292	Prao.g_00438
OG0000380	Prag.g_00293	Prao.g_00439
OG0000381	Prag.g_00294	Prao.g_00440
OG0000382	Prag.g_00295	Prao.g_00441
OG0000383	Prag.g_00296	Prao.g_00442
OG0000384	Prag.g_00299	Prao.g_00444
OG0000385	Prag.g_00300	Prao.g_00445
OG0000386	Prag.g_00301	Prao.g_00446
OG0000387	Prag.g_00302	Prao.g_00447
OG0000388	Prag.g_00303	Prao.g_00448
OG0000389	Prag.g_00304	Prao.g_00449
OG0000390	Prag.g_00305	Prao.g_00450
OG0000391	Prag.g_00306	Prao.g_00451
OG0000392	Prag.g_00307	Prao.g_00452
OG0000393	Prag.g_00308	Prao.g_00453
OG0000394	Prag.g_00309	Prao.g_00454
OG0000395	Prag.g_00310	Prao.g_00455
OG0000396	Prag.g_00312	Prao.g_00457
OG0000397	Prag.g_00314	Prao.g_00459
OG0000398	Prag.g_00315	Prao.g_00460
OG0000399	Prag.g_00318	Prao.g_00463
OG0000400	Prag.g_00319	Prao.g_00464
OG0000401	Prag.g_00320	Prao.g_00465
OG0000402	Prag.g_00329	Prao.g_00470
OG0000403	Prag.g_00330	Prao.g_00471
OG0000404	Prag.g_00331	Prao.g_00472
OG0000405	Prag.g_00333	Prao.g_00474
OG0000406	Prag.g_00336	Prao.g_00476
OG0000407	Prag.g_00337	Prao.g_00477
OG0000408	Prag.g_00339	Prao.g_00479
OG0000409	Prag.g_00340	Prao.g_00480
OG0000410	Prag.g_00341	Prao.g_00481
OG0000411	Prag.g_00342	Prao.g_00482
OG0000412	Prag.g_00343	Prao.g_00483
OG0000413	Prag.g_00344	Prao.g_00484
OG0000414	Prag.g_00345	Prao.g_00485
OG0000415	Prag.g_00346	Prao.g_00486
OG0000416	Prag.g_00349	Prao.g_00489
OG0000417	Prag.g_00350	Prao.g_00490
OG0000418	Prag.g_00351	Prao.g_00491
OG0000419	Prag.g_00352	Prao.g_00492
OG0000420	Prag.g_00353	Prao.g_00493
OG0000421	Prag.g_00365	Prao.g_00506
OG0000422	Prag.g_00372	Prao.g_00513
OG0000423	Prag.g_00373	Prao.g_00514
OG0000424	Prag.g_00378	Prao.g_00518
OG0000425	Prag.g_00410	Prao.g_00535
OG0000426	Prag.g_00411	Prao.g_00536
OG0000427	Prag.g_00412	Prao.g_00537
OG0000428	Prag.g_00414	Prao.g_00539
OG0000429	Prag.g_00415	Prao.g_00540
OG0000430	Prag.g_00417	Prao.g_00542
OG0000431	Prag.g_00418	Prao.g_00543
OG0000432	Prag.g_00419	Prao.g_00544
OG0000433	Prag.g_00420	Prao.g_00545
OG0000434	Prag.g_00421	Prao.g_00546
OG0000435	Prag.g_00422	Prao.g_00547
OG0000436	Prag.g_00423	Prao.g_00548
OG0000437	Prag.g_00424	Prao.g_00549
OG0000438	Prag.g_00425	Prao.g_00550
OG0000439	Prag.g_00426	Prao.g_00551
OG0000440	Prag.g_00427	Prao.g_00552
OG0000441	Prag.g_00428	Prao.g_00553
OG0000442	Prag.g_00429	Prao.g_00554
OG0000443	Prag.g_00430	Prao.g_00555
OG0000444	Prag.g_00431	Prao.g_00556
OG0000445	Prag.g_00432	Prao.g_00557
OG0000446	Prag.g_00434	Prao.g_00559
OG0000447	Prag.g_00435	Prao.g_00560
OG0000448	Prag.g_00437	Prao.g_00564
OG0000449	Prag.g_00440	Prao.g_00567
OG0000450	Prag.g_00441	Prao.g_00568
OG0000451	Prag.g_00442	Prao.g_00569
OG0000452	Prag.g_00443	Prao.g_00570
OG0000453	Prag.g_00444	Prao.g_00571
OG0000454	Prag.g_00450	Prao.g_00577
OG0000455	Prag.g_00452	Prao.g_00579
OG0000456	Prag.g_00456	Prao.g_00583
OG0000457	Prag.g_00457	Prao.g_00584
OG0000458	Prag.g_00458	Prao.g_00585
OG0000459	Prag.g_00460	Prao.g_00587
OG0000460	Prag.g_00462	Prao.g_00589
OG0000461	Prag.g_00463	Prao.g_00590
OG0000462	Prag.g_00464	Prao.g_00591
OG0000463	Prag.g_00466	Prao.g_00593
OG0000464	Prag.g_00467	Prao.g_00594
OG0000465	Prag.g_00468	Prao.g_00595
OG0000466	Prag.g_00469	Prao.g_00596
OG0000467	Prag.g_00470	Prao.g_00597
OG0000468	Prag.g_00471	Prao.g_00598
OG0000469	Prag.g_00472	Prao.g_00599
OG0000470	Prag.g_00473	Prao.g_00600
OG0000471	Prag.g_00474	Prao.g_00601
OG0000472	Prag.g_00479	Prao.g_00606
OG0000473	Prag.g_00480	Prao.g_00607
OG0000474	Prag.g_00481	Prao.g_00608
OG0000475	Prag.g_00482	Prao.g_00609
OG0000476	Prag.g_00484	Prao.g_00611
OG0000477	Prag.g_00485	Prao.g_00612
OG0000478	Prag.g_00486	Prao.g_00613
OG0000479	Prag.g_00487	Prao.g_00614
OG0000480	Prag.g_00489	Prao.g_00616
OG0000481	Prag.g_00491	Prao.g_00618
OG0000482	Prag.g_00492	Prao.g_00619
OG0000483	Prag.g_00494	Prao.g_00621
OG0000484	Prag.g_00495	Prao.g_00622
OG0000485	Prag.g_00496	Prao.g_00623
OG0000486	Prag.g_00497	Prao.g_00624
OG0000487	Prag.g_00502	Prao.g_00629
OG0000488	Prag.g_00504	Prao.g_00631
OG0000489	Prag.g_00505	Prao.g_00632
OG0000490	Prag.g_00506	Prao.g_00633
OG0000491	Prag.g_00507	Prao.g_00634
OG0000492	Prag.g_00508	Prao.g_00635
OG0000493	Prag.g_00509	Prao.g_01861
OG0000494	Prag.g_00510	Prao.g_01860
OG0000495	Prag.g_00513	Prao.g_01857
OG0000496	Prag.g_00514	Prao.g_01856
OG0000497	Prag.g_00515	Prao.g_01855
OG0000498	Prag.g_00516	Prao.g_01854
OG0000499	Prag.g_00517	Prao.g_01853
OG0000500	Prag.g_00519	Prao.g_01159
OG0000501	Prag.g_00520	Prao.g_01160
OG0000502	Prag.g_00521	Prao.g_01161
OG0000503	Prag.g_00523	Prao.g_01163
OG0000504	Prag.g_00524	Prao.g_01164
OG0000505	Prag.g_00525	Prao.g_01165
OG0000506	Prag.g_00526	Prao.g_01166
OG0000507	Prag.g_00527	Prao.g_01167
OG0000508	Prag.g_00528	Prao.g_01168
OG0000509	Prag.g_00529	Prao.g_01169
OG0000510	Prag.g_00530	Prao.g_01170
OG0000511	Prag.g_00532	Prao.g_01172
OG0000512	Prag.g_00533	Prao.g_01173
OG0000513	Prag.g_00534	Prao.g_01174
OG0000514	Prag.g_00535	Prao.g_01175
OG0000515	Prag.g_00536	Prao.g_01176
OG0000516	Prag.g_00537	Prao.g_01177
OG0000517	Prag.g_00539	Prao.g_01179
OG0000518	Prag.g_00540	Prao.g_01180
OG0000519	Prag.g_00541	Prao.g_01181
OG0000520	Prag.g_00542	Prao.g_01182
OG0000521	Prag.g_00543	Prao.g_01183
OG0000522	Prag.g_00544	Prao.g_01184
OG0000523	Prag.g_00545	Prao.g_01185
OG0000524	Prag.g_00546	Prao.g_01186
OG0000525	Prag.g_00547	Prao.g_01187
OG0000526	Prag.g_00548	Prao.g_01862
OG0000527	Prag.g_00549	Prao.g_01863
OG0000528	Prag.g_00550	Prao.g_01864
OG0000529	Prag.g_00551	Prao.g_01865
OG0000530	Prag.g_00552	Prao.g_01866
OG0000531	Prag.g_00553	Prao.g_01867
OG0000532	Prag.g_00554	Prao.g_01868
OG0000533	Prag.g_00556	Prao.g_01870
OG0000534	Prag.g_00557	Prao.g_00018
OG0000535	Prag.g_00558	Prao.g_00019
OG0000536	Prag.g_00559	Prao.g_00020
OG0000537	Prag.g_00560	Prao.g_00021
OG0000538	Prag.g_00561	Prao.g_00022
OG0000539	Prag.g_00564	Prao.g_00025
OG0000540	Prag.g_00565	Prao.g_00026
OG0000541	Prag.g_00566	Prao.g_00027
OG0000542	Prag.g_00569	Prao.g_00029
OG0000543	Prag.g_00570	Prao.g_00030
OG0000544	Prag.g_00571	Prao.g_00031
OG0000545	Prag.g_00572	Prao.g_00032
OG0000546	Prag.g_00573	Prao.g_00033
OG0000547	Prag.g_00574	Prao.g_00034
OG0000548	Prag.g_00575	Prao.g_00035
OG0000549	Prag.g_00577	Prao.g_00037
OG0000550	Prag.g_00578	Prao.g_00038
OG0000551	Prag.g_00579	Prao.g_00039
OG0000552	Prag.g_00580	Prao.g_00040
OG0000553	Prag.g_00581	Prao.g_00041
OG0000554	Prag.g_00582	Prao.g_00042
OG0000555	Prag.g_00583	Prao.g_00043
OG0000556	Prag.g_00584	Prao.g_00044
OG0000557	Prag.g_00585	Prao.g_00045
OG0000558	Prag.g_00586	Prao.g_00046
OG0000559	Prag.g_00587	Prao.g_00047
OG0000560	Prag.g_00588	Prao.g_00048
OG0000561	Prag.g_00589	Prao.g_00049
OG0000562	Prag.g_00590	Prao.g_00050
OG0000563	Prag.g_00591	Prao.g_00051
OG0000564	Prag.g_00592	Prao.g_00052
OG0000565	Prag.g_00593	Prao.g_00053
OG0000566	Prag.g_00594	Prao.g_00054
OG0000567	Prag.g_00595	Prao.g_00055
OG0000568	Prag.g_00596	Prao.g_00056
OG0000569	Prag.g_00599	Prao.g_00060
