Orthogroup	Prag	Prak
OG0000172	Prag.g_00016	Prak.g_00016
OG0000173	Prag.g_00017	Prak.g_00017
OG0000174	Prag.g_00018	Prak.g_00018
OG0000175	Prag.g_00019	Prak.g_00019
OG0000176	Prag.g_00020	Prak.g_00020
OG0000177	Prag.g_00021	Prak.g_00021
OG0000178	Prag.g_00022	Prak.g_00022
OG0000179	Prag.g_00024	Prak.g_00024
OG0000180	Prag.g_00025	Prak.g_00025
OG0000181	Prag.g_00026	Prak.g_00026
OG0000182	Prag.g_00027	Prak.g_00027
OG0000183	Prag.g_00028	Prak.g_00028
OG0000184	Prag.g_00029	Prak.g_00030
OG0000185	Prag.g_00032	Prak.g_00033
OG0000186	Prag.g_00035	Prak.g_00036
OG0000187	Prag.g_00036	Prak.g_00037
OG0000188	Prag.g_00037	Prak.g_00038
OG0000189	Prag.g_00040	Prak.g_00040
OG0000190	Prag.g_00042	Prak.g_00042
OG0000191	Prag.g_00043	Prak.g_00044
OG0000192	Prag.g_00044	Prak.g_00045
OG0000193	Prag.g_00045	Prak.g_00046
OG0000194	Prag.g_00046	Prak.g_00049
OG0000195	Prag.g_00047	Prak.g_00050
OG0000196	Prag.g_00048	Prak.g_00051
OG0000197	Prag.g_00050	Prak.g_00053
OG0000198	Prag.g_00051	Prak.g_00054
OG0000199	Prag.g_00052	Prak.g_00056
OG0000200	Prag.g_00058	Prak.g_00068
OG0000201	Prag.g_00059	Prak.g_00069
OG0000202	Prag.g_00060	Prak.g_00070
OG0000203	Prag.g_00063	Prak.g_00074
OG0000204	Prag.g_00064	Prak.g_00075
OG0000205	Prag.g_00067	Prak.g_00078
OG0000206	Prag.g_00069	Prak.g_00080
OG0000207	Prag.g_00071	Prak.g_00082
OG0000208	Prag.g_00072	Prak.g_00083
OG0000209	Prag.g_00073	Prak.g_00717
OG0000210	Prag.g_00074	Prak.g_00084
OG0000211	Prag.g_00075	Prak.g_00085
OG0000212	Prag.g_00076	Prak.g_00086
OG0000213	Prag.g_00077	Prak.g_00087
OG0000214	Prag.g_00078	Prak.g_00088
OG0000215	Prag.g_00079	Prak.g_00089
OG0000216	Prag.g_00080	Prak.g_00090
OG0000217	Prag.g_00082	Prak.g_00092
OG0000218	Prag.g_00083	Prak.g_00093
OG0000219	Prag.g_00084	Prak.g_00094
OG0000220	Prag.g_00085	Prak.g_00095
OG0000221	Prag.g_00087	Prak.g_00098
OG0000222	Prag.g_00088	Prak.g_00099
OG0000223	Prag.g_00089	Prak.g_00100
OG0000224	Prag.g_00090	Prak.g_00102
OG0000225	Prag.g_00091	Prak.g_00103
OG0000226	Prag.g_00092	Prak.g_00104
OG0000227	Prag.g_00093	Prak.g_00106
OG0000228	Prag.g_00094	Prak.g_00107
OG0000229	Prag.g_00095	Prak.g_00108
OG0000230	Prag.g_00096	Prak.g_00109
OG0000231	Prag.g_00097	Prak.g_00110
OG0000232	Prag.g_00099	Prak.g_00111
OG0000233	Prag.g_00100	Prak.g_00113
OG0000234	Prag.g_00101	Prak.g_00114
OG0000235	Prag.g_00102	Prak.g_00115
OG0000236	Prag.g_00103	Prak.g_00118
OG0000237	Prag.g_00104	Prak.g_00119
OG0000238	Prag.g_00105	Prak.g_00120
OG0000239	Prag.g_00107	Prak.g_00122
OG0000240	Prag.g_00108	Prak.g_00123
OG0000241	Prag.g_00109	Prak.g_00124
OG0000242	Prag.g_00110	Prak.g_00125
OG0000243	Prag.g_00113	Prak.g_00128
OG0000244	Prag.g_00115	Prak.g_00131
OG0000245	Prag.g_00116	Prak.g_00132
OG0000246	Prag.g_00117	Prak.g_00133
OG0000247	Prag.g_00120	Prak.g_00135
OG0000248	Prag.g_00122	Prak.g_00137
OG0000249	Prag.g_00123	Prak.g_00139
OG0000250	Prag.g_00124	Prak.g_00140
OG0000251	Prag.g_00125	Prak.g_00141
OG0000252	Prag.g_00126	Prak.g_00142
OG0000253	Prag.g_00127	Prak.g_00143
OG0000254	Prag.g_00129	Prak.g_01035
OG0000255	Prag.g_00130	Prak.g_00145
OG0000256	Prag.g_00133	Prak.g_00148
OG0000257	Prag.g_00135	Prak.g_00150
OG0000258	Prag.g_00138	Prak.g_00156
OG0000259	Prag.g_00139	Prak.g_00157
OG0000260	Prag.g_00140	Prak.g_00158
OG0000261	Prag.g_00141	Prak.g_00159
OG0000262	Prag.g_00142	Prak.g_00160
OG0000263	Prag.g_00144	Prak.g_00162
OG0000264	Prag.g_00145	Prak.g_00163
OG0000265	Prag.g_00146	Prak.g_00164
OG0000266	Prag.g_00147	Prak.g_00165
OG0000267	Prag.g_00148	Prak.g_00166
OG0000268	Prag.g_00149	Prak.g_00168
OG0000269	Prag.g_00151	Prak.g_00170
OG0000270	Prag.g_00152	Prak.g_00171
OG0000271	Prag.g_00153	Prak.g_00172
OG0000272	Prag.g_00154	Prak.g_00173
OG0000273	Prag.g_00155	Prak.g_00174
OG0000274	Prag.g_00156	Prak.g_00175
OG0000275	Prag.g_00157	Prak.g_00176
OG0000276	Prag.g_00158	Prak.g_00177
OG0000277	Prag.g_00160	Prak.g_00179
OG0000278	Prag.g_00161	Prak.g_00180
OG0000279	Prag.g_00162	Prak.g_00181
OG0000280	Prag.g_00164	Prak.g_00183
OG0000281	Prag.g_00166	Prak.g_00185
OG0000282	Prag.g_00167	Prak.g_00186
OG0000283	Prag.g_00168	Prak.g_00187
OG0000284	Prag.g_00169	Prak.g_00188
OG0000285	Prag.g_00170	Prak.g_00189
OG0000286	Prag.g_00171	Prak.g_00190
OG0000287	Prag.g_00172	Prak.g_00191
OG0000288	Prag.g_00174	Prak.g_00193
OG0000289	Prag.g_00175	Prak.g_00194
OG0000290	Prag.g_00176	Prak.g_00195
OG0000291	Prag.g_00178	Prak.g_00197
OG0000292	Prag.g_00179	Prak.g_00199
OG0000293	Prag.g_00180	Prak.g_00200
OG0000294	Prag.g_00181	Prak.g_00201
OG0000295	Prag.g_00182	Prak.g_00202
OG0000296	Prag.g_00183	Prak.g_00203
OG0000297	Prag.g_00184	Prak.g_00204
OG0000298	Prag.g_00186	Prak.g_00206
OG0000299	Prag.g_00187	Prak.g_00207
OG0000300	Prag.g_00188	Prak.g_00208
OG0000301	Prag.g_00189	Prak.g_00209
OG0000302	Prag.g_00190	Prak.g_00210
OG0000303	Prag.g_00191	Prak.g_00211
OG0000304	Prag.g_00193	Prak.g_00213
OG0000305	Prag.g_00194	Prak.g_00214
OG0000306	Prag.g_00197	Prak.g_00217
OG0000307	Prag.g_00198	Prak.g_00218
OG0000308	Prag.g_00199	Prak.g_00219
OG0000309	Prag.g_00200	Prak.g_00220
OG0000310	Prag.g_00201	Prak.g_00221
OG0000311	Prag.g_00202	Prak.g_00223
OG0000312	Prag.g_00203	Prak.g_00224
OG0000313	Prag.g_00204	Prak.g_00225
OG0000314	Prag.g_00205	Prak.g_00226
OG0000315	Prag.g_00206	Prak.g_00227
OG0000316	Prag.g_00207	Prak.g_00228
OG0000317	Prag.g_00208	Prak.g_00229
OG0000318	Prag.g_00209	Prak.g_00230
OG0000319	Prag.g_00210	Prak.g_00231
OG0000320	Prag.g_00211	Prak.g_00232
OG0000321	Prag.g_00212	Prak.g_00233
OG0000322	Prag.g_00213	Prak.g_00234
OG0000323	Prag.g_00214	Prak.g_00235
OG0000324	Prag.g_00215	Prak.g_00236
OG0000325	Prag.g_00216	Prak.g_00237
OG0000326	Prag.g_00217	Prak.g_00238
OG0000327	Prag.g_00218	Prak.g_00239
OG0000328	Prag.g_00219	Prak.g_00241
OG0000329	Prag.g_00220	Prak.g_00242
OG0000330	Prag.g_00221	Prak.g_00243
OG0000331	Prag.g_00222	Prak.g_00245
OG0000332	Prag.g_00223	Prak.g_00246
OG0000333	Prag.g_00224	Prak.g_00247
OG0000334	Prag.g_00225	Prak.g_00248
OG0000335	Prag.g_00226	Prak.g_00249
OG0000336	Prag.g_00228	Prak.g_00251
OG0000337	Prag.g_00229	Prak.g_00252
OG0000338	Prag.g_00233	Prak.g_00257
OG0000339	Prag.g_00235	Prak.g_00259
OG0000340	Prag.g_00237	Prak.g_00261
OG0000341	Prag.g_00238	Prak.g_00262
OG0000342	Prag.g_00239	Prak.g_00263
OG0000343	Prag.g_00240	Prak.g_00264
OG0000344	Prag.g_00243	Prak.g_00267
OG0000345	Prag.g_00245	Prak.g_00271
OG0000346	Prag.g_00246	Prak.g_00272
OG0000347	Prag.g_00249	Prak.g_00275
OG0000348	Prag.g_00250	Prak.g_00276
OG0000349	Prag.g_00251	Prak.g_00277
OG0000350	Prag.g_00253	Prak.g_00279
OG0000351	Prag.g_00254	Prak.g_00280
OG0000352	Prag.g_00255	Prak.g_00281
OG0000353	Prag.g_00256	Prak.g_00282
OG0000354	Prag.g_00257	Prak.g_00284
OG0000355	Prag.g_00258	Prak.g_00285
OG0000356	Prag.g_00259	Prak.g_00286
OG0000357	Prag.g_00260	Prak.g_00287
OG0000358	Prag.g_00261	Prak.g_00288
OG0000359	Prag.g_00262	Prak.g_00290
OG0000360	Prag.g_00266	Prak.g_00293
OG0000361	Prag.g_00267	Prak.g_00294
OG0000362	Prag.g_00268	Prak.g_00295
OG0000363	Prag.g_00269	Prak.g_00296
OG0000364	Prag.g_00273	Prak.g_00300
OG0000365	Prag.g_00274	Prak.g_00301
OG0000366	Prag.g_00276	Prak.g_00304
OG0000367	Prag.g_00277	Prak.g_00305
OG0000368	Prag.g_00278	Prak.g_00306
OG0000369	Prag.g_00279	Prak.g_00307
OG0000370	Prag.g_00280	Prak.g_00308
OG0000371	Prag.g_00281	Prak.g_00310
OG0000372	Prag.g_00282	Prak.g_00311
OG0000373	Prag.g_00283	Prak.g_00312
OG0000374	Prag.g_00285	Prak.g_00313
OG0000375	Prag.g_00286	Prak.g_00314
OG0000376	Prag.g_00289	Prak.g_00317
OG0000377	Prag.g_00290	Prak.g_00318
OG0000378	Prag.g_00291	Prak.g_00319
OG0000379	Prag.g_00292	Prak.g_00320
OG0000380	Prag.g_00293	Prak.g_00321
OG0000381	Prag.g_00294	Prak.g_00322
OG0000382	Prag.g_00295	Prak.g_00323
OG0000383	Prag.g_00296	Prak.g_00324
OG0000384	Prag.g_00299	Prak.g_00326
OG0000385	Prag.g_00300	Prak.g_00327
OG0000386	Prag.g_00301	Prak.g_00328
OG0000387	Prag.g_00302	Prak.g_00329
OG0000388	Prag.g_00303	Prak.g_00330
OG0000389	Prag.g_00304	Prak.g_00331
OG0000390	Prag.g_00305	Prak.g_00332
OG0000391	Prag.g_00306	Prak.g_00333
OG0000392	Prag.g_00307	Prak.g_00334
OG0000393	Prag.g_00308	Prak.g_00335
OG0000394	Prag.g_00309	Prak.g_00336
OG0000395	Prag.g_00310	Prak.g_00337
OG0000396	Prag.g_00312	Prak.g_00338
OG0000397	Prag.g_00314	Prak.g_00340
OG0000398	Prag.g_00315	Prak.g_00341
OG0000399	Prag.g_00318	Prak.g_00343
OG0000400	Prag.g_00319	Prak.g_00349
OG0000401	Prag.g_00320	Prak.g_00350
OG0000402	Prag.g_00329	Prak.g_00356
OG0000403	Prag.g_00330	Prak.g_00358
OG0000404	Prag.g_00331	Prak.g_00359
OG0000405	Prag.g_00333	Prak.g_00360
OG0000406	Prag.g_00336	Prak.g_00363
OG0000407	Prag.g_00337	Prak.g_00364
OG0000408	Prag.g_00339	Prak.g_00367
OG0000409	Prag.g_00340	Prak.g_00368
OG0000410	Prag.g_00341	Prak.g_00369
OG0000411	Prag.g_00342	Prak.g_00370
OG0000412	Prag.g_00343	Prak.g_00371
OG0000413	Prag.g_00344	Prak.g_00372
OG0000414	Prag.g_00345	Prak.g_00373
OG0000415	Prag.g_00346	Prak.g_00374
OG0000416	Prag.g_00349	Prak.g_00378
OG0000417	Prag.g_00350	Prak.g_00379
OG0000418	Prag.g_00351	Prak.g_00381
OG0000419	Prag.g_00352	Prak.g_00382
OG0000420	Prag.g_00353	Prak.g_00900
OG0000421	Prag.g_00365	Prak.g_01216
OG0000422	Prag.g_00372	Prak.g_01597
OG0000423	Prag.g_00373	Prak.g_01211
OG0000424	Prag.g_00378	Prak.g_01709
OG0000425	Prag.g_00410	Prak.g_00393
OG0000426	Prag.g_00411	Prak.g_00394
OG0000427	Prag.g_00412	Prak.g_00395
OG0000428	Prag.g_00414	Prak.g_00397
OG0000429	Prag.g_00415	Prak.g_00398
OG0000430	Prag.g_00417	Prak.g_00400
OG0000431	Prag.g_00418	Prak.g_00401
OG0000432	Prag.g_00419	Prak.g_00402
OG0000433	Prag.g_00420	Prak.g_00403
OG0000434	Prag.g_00421	Prak.g_00404
OG0000435	Prag.g_00422	Prak.g_00405
OG0000436	Prag.g_00423	Prak.g_00406
OG0000437	Prag.g_00424	Prak.g_00407
OG0000438	Prag.g_00425	Prak.g_00408
OG0000439	Prag.g_00426	Prak.g_00409
OG0000440	Prag.g_00427	Prak.g_00410
OG0000441	Prag.g_00428	Prak.g_00411
OG0000442	Prag.g_00429	Prak.g_00412
OG0000443	Prag.g_00430	Prak.g_00413
OG0000444	Prag.g_00431	Prak.g_00414
OG0000445	Prag.g_00432	Prak.g_00418
OG0000446	Prag.g_00434	Prak.g_00420
OG0000447	Prag.g_00435	Prak.g_00421
OG0000448	Prag.g_00437	Prak.g_00422
OG0000449	Prag.g_00440	Prak.g_00426
OG0000450	Prag.g_00441	Prak.g_00427
OG0000451	Prag.g_00442	Prak.g_00428
OG0000452	Prag.g_00443	Prak.g_00430
OG0000453	Prag.g_00444	Prak.g_00431
OG0000454	Prag.g_00450	Prak.g_00432
OG0000455	Prag.g_00452	Prak.g_00434
OG0000456	Prag.g_00456	Prak.g_00438
OG0000457	Prag.g_00457	Prak.g_00439
OG0000458	Prag.g_00458	Prak.g_00440
OG0000459	Prag.g_00460	Prak.g_00442
OG0000460	Prag.g_00462	Prak.g_00444
OG0000461	Prag.g_00463	Prak.g_00445
OG0000462	Prag.g_00464	Prak.g_00446
OG0000463	Prag.g_00466	Prak.g_00448
OG0000464	Prag.g_00467	Prak.g_00449
OG0000465	Prag.g_00468	Prak.g_00450
OG0000466	Prag.g_00469	Prak.g_00451
OG0000467	Prag.g_00470	Prak.g_00452
OG0000468	Prag.g_00471	Prak.g_00453
OG0000469	Prag.g_00472	Prak.g_00454
OG0000470	Prag.g_00473	Prak.g_00455
OG0000471	Prag.g_00474	Prak.g_00456
OG0000472	Prag.g_00479	Prak.g_00462
OG0000473	Prag.g_00480	Prak.g_00463
OG0000474	Prag.g_00481	Prak.g_00464
OG0000475	Prag.g_00482	Prak.g_00465
OG0000476	Prag.g_00484	Prak.g_00466
OG0000477	Prag.g_00485	Prak.g_00467
OG0000478	Prag.g_00486	Prak.g_00468
OG0000479	Prag.g_00487	Prak.g_00469
OG0000480	Prag.g_00489	Prak.g_00471
OG0000481	Prag.g_00491	Prak.g_00473
OG0000482	Prag.g_00492	Prak.g_00474
OG0000483	Prag.g_00494	Prak.g_00476
OG0000484	Prag.g_00495	Prak.g_00477
OG0000485	Prag.g_00496	Prak.g_00478
OG0000486	Prag.g_00497	Prak.g_00479
OG0000487	Prag.g_00502	Prak.g_00483
OG0000488	Prag.g_00504	Prak.g_00484
OG0000489	Prag.g_00505	Prak.g_00485
OG0000490	Prag.g_00506	Prak.g_00486
OG0000491	Prag.g_00507	Prak.g_00487
OG0000492	Prag.g_00508	Prak.g_00488
OG0000493	Prag.g_00509	Prak.g_00489
OG0000494	Prag.g_00510	Prak.g_00490
OG0000495	Prag.g_00513	Prak.g_00493
OG0000496	Prag.g_00514	Prak.g_00494
OG0000497	Prag.g_00515	Prak.g_00495
OG0000498	Prag.g_00516	Prak.g_00496
OG0000499	Prag.g_00517	Prak.g_00497
OG0000500	Prag.g_00519	Prak.g_00499
OG0000501	Prag.g_00520	Prak.g_00500
OG0000502	Prag.g_00521	Prak.g_00501
OG0000503	Prag.g_00523	Prak.g_00503
OG0000504	Prag.g_00524	Prak.g_00504
OG0000505	Prag.g_00525	Prak.g_00506
OG0000506	Prag.g_00526	Prak.g_00507
OG0000507	Prag.g_00527	Prak.g_00508
OG0000508	Prag.g_00528	Prak.g_00509
OG0000509	Prag.g_00529	Prak.g_00510
OG0000510	Prag.g_00530	Prak.g_00511
OG0000511	Prag.g_00532	Prak.g_00513
OG0000512	Prag.g_00533	Prak.g_00514
OG0000513	Prag.g_00534	Prak.g_00515
OG0000514	Prag.g_00535	Prak.g_00516
OG0000515	Prag.g_00536	Prak.g_00517
OG0000516	Prag.g_00537	Prak.g_00518
OG0000517	Prag.g_00539	Prak.g_00519
OG0000518	Prag.g_00540	Prak.g_00520
OG0000519	Prag.g_00541	Prak.g_00522
OG0000520	Prag.g_00542	Prak.g_00524
OG0000521	Prag.g_00543	Prak.g_00525
OG0000522	Prag.g_00544	Prak.g_00526
OG0000523	Prag.g_00545	Prak.g_00527
OG0000524	Prag.g_00546	Prak.g_00528
OG0000525	Prag.g_00547	Prak.g_00529
OG0000526	Prag.g_00548	Prak.g_00530
OG0000527	Prag.g_00549	Prak.g_00531
OG0000528	Prag.g_00550	Prak.g_00532
OG0000529	Prag.g_00551	Prak.g_00533
OG0000530	Prag.g_00552	Prak.g_00534
OG0000531	Prag.g_00553	Prak.g_00535
OG0000532	Prag.g_00554	Prak.g_00536
OG0000533	Prag.g_00556	Prak.g_00538
OG0000534	Prag.g_00557	Prak.g_00539
OG0000535	Prag.g_00558	Prak.g_00540
OG0000536	Prag.g_00559	Prak.g_00541
OG0000537	Prag.g_00560	Prak.g_00542
OG0000538	Prag.g_00561	Prak.g_00543
OG0000539	Prag.g_00564	Prak.g_00547
OG0000540	Prag.g_00565	Prak.g_00548
OG0000541	Prag.g_00566	Prak.g_00549
OG0000542	Prag.g_00569	Prak.g_00552
OG0000543	Prag.g_00570	Prak.g_00553
OG0000544	Prag.g_00571	Prak.g_00554
OG0000545	Prag.g_00572	Prak.g_00555
OG0000546	Prag.g_00573	Prak.g_00556
OG0000547	Prag.g_00574	Prak.g_00557
OG0000548	Prag.g_00575	Prak.g_00558
OG0000549	Prag.g_00577	Prak.g_00560
OG0000550	Prag.g_00578	Prak.g_00561
OG0000551	Prag.g_00579	Prak.g_00562
OG0000552	Prag.g_00580	Prak.g_00563
OG0000553	Prag.g_00581	Prak.g_00564
OG0000554	Prag.g_00582	Prak.g_00565
OG0000555	Prag.g_00583	Prak.g_00567
OG0000556	Prag.g_00584	Prak.g_00568
OG0000557	Prag.g_00585	Prak.g_00569
OG0000558	Prag.g_00586	Prak.g_00570
OG0000559	Prag.g_00587	Prak.g_00571
OG0000560	Prag.g_00588	Prak.g_00572
OG0000561	Prag.g_00589	Prak.g_00573
OG0000562	Prag.g_00590	Prak.g_00574
OG0000563	Prag.g_00591	Prak.g_00575
OG0000564	Prag.g_00592	Prak.g_00576
OG0000565	Prag.g_00593	Prak.g_00577
OG0000566	Prag.g_00594	Prak.g_00578
OG0000567	Prag.g_00595	Prak.g_00579
OG0000568	Prag.g_00596	Prak.g_00580
OG0000569	Prag.g_00599	Prak.g_00582
OG0000570	Prag.g_00600	Prak.g_00583
OG0000571	Prag.g_00602	Prak.g_00585
OG0000572	Prag.g_00603	Prak.g_00587
OG0000573	Prag.g_00604	Prak.g_00588
OG0000574	Prag.g_00605	Prak.g_00589
OG0000575	Prag.g_00606	Prak.g_00591
OG0000576	Prag.g_00607	Prak.g_00592
OG0000577	Prag.g_00608	Prak.g_01113
OG0000578	Prag.g_00609	Prak.g_01112
OG0000579	Prag.g_00610	Prak.g_01111
OG0000580	Prag.g_00611	Prak.g_01110
OG0000581	Prag.g_00612	Prak.g_01109
OG0000582	Prag.g_00613	Prak.g_01108
OG0000583	Prag.g_00614	Prak.g_01107
OG0000584	Prag.g_00616	Prak.g_01105
OG0000585	Prag.g_00617	Prak.g_01104
OG0000586	Prag.g_00618	Prak.g_01102
OG0000587	Prag.g_00619	Prak.g_01101
OG0000588	Prag.g_00620	Prak.g_01100
OG0000589	Prag.g_00621	Prak.g_01099
