Orthogroup	Prbc	Syar
OG0000091	Prbc.g_01719	Syar.g_01891, Syar.g_02426
OG0000092	Prbc.g_01982, Prbc.g_01110, Prbc.g_00263	Syar.g_01960
OG0000093	Prbc.g_01843	Syar.g_00819
OG0000094	Prbc.g_01935	Syar.g_01789
OG0000095	Prbc.g_02113	Syar.g_01932
OG0000097	Prbc.g_01400	Syar.g_01706, Syar.g_00364
OG0000098	Prbc.g_00585	Syar.g_02343
OG0000099	Prbc.g_01229	Syar.g_00715
OG0000100	Prbc.g_00785	Syar.g_02477
OG0000101	Prbc.g_00284	Syar.g_01073, Syar.g_03154
OG0000102	Prbc.g_00206	Syar.g_00602, Syar.g_02164, Syar.g_01644, Syar.g_02138
OG0000103	Prbc.g_01053	Syar.g_00452, Syar.g_00014
OG0000104	Prbc.g_01065	Syar.g_00466
OG0000105	Prbc.g_01167	Syar.g_00218
OG0000106	Prbc.g_00134, Prbc.g_00641	Syar.g_01748
OG0000107	Prbc.g_00934	Syar.g_00149
OG0000108	Prbc.g_01540	Syar.g_01469
OG0000109	Prbc.g_01553	Syar.g_03310, Syar.g_01485
OG0000110	Prbc.g_01654	Syar.g_02295
OG0000111	Prbc.g_01781	Syar.g_01940
OG0000112	Prbc.g_02028	Syar.g_02548, Syar.g_03195
OG0000113	Prbc.g_01882, Prbc.g_00153	Syar.g_02664
OG0000114	Prbc.g_01977	Syar.g_01616
OG0000115	Prbc.g_00801	Syar.g_02854, Syar.g_01415
OG0000116	Prbc.g_01457	Syar.g_01525, Syar.g_02255
OG0000117	Prbc.g_00102	Syar.g_01969
OG0000118	Prbc.g_00577	Syar.g_02793
OG0000120	Prbc.g_01753	Syar.g_00713
OG0000121	Prbc.g_00711	Syar.g_02806
OG0000123	Prbc.g_00277	Syar.g_01079
OG0000124	Prbc.g_00193	Syar.g_00586
OG0000125	Prbc.g_00997	Syar.g_00338
OG0000126	Prbc.g_01063	Syar.g_00887, Syar.g_00888
OG0000128	Prbc.g_01081	Syar.g_00482
OG0000129	Prbc.g_01122	Syar.g_00324
OG0000130	Prbc.g_00504	Syar.g_03040
OG0000131	Prbc.g_00426	Syar.g_00078
OG0000132	Prbc.g_00407	Syar.g_00099
OG0000133	Prbc.g_01214	Syar.g_02543
OG0000134	Prbc.g_01270	Syar.g_02009, Syar.g_01165
OG0000135	Prbc.g_02198, Prbc.g_02183	Syar.g_00698
OG0000136	Prbc.g_01502	Syar.g_02874
OG0000137	Prbc.g_01534	Syar.g_01273
OG0000138	Prbc.g_01554	Syar.g_01486
OG0000139	Prbc.g_01616	Syar.g_03245
OG0000140	Prbc.g_01617	Syar.g_02344, Syar.g_03246
OG0000141	Prbc.g_01684	Syar.g_02129
OG0000142	Prbc.g_01712	Syar.g_02418
OG0000143	Prbc.g_01716	Syar.g_02422
OG0000144	Prbc.g_01729	Syar.g_02441
OG0000145	Prbc.g_02142	Syar.g_01494
OG0000146	Prbc.g_02027	Syar.g_02549
OG0000147	Prbc.g_02026	Syar.g_02550
OG0000148	Prbc.g_01876	Syar.g_02658
OG0000149	Prbc.g_01908	Syar.g_01830, Syar.g_03289, Syar.g_03288
OG0000150	Prbc.g_01916	Syar.g_02130
OG0000151	Prbc.g_01988	Syar.g_02038
OG0000152	Prbc.g_02036	Syar.g_02539
OG0000153	Prbc.g_02054	Syar.g_03283, Syar.g_02503
OG0000154	Prbc.g_02083	Syar.g_01800
OG0000155	Prbc.g_01424	Syar.g_01959
OG0000156	Prbc.g_00555	Syar.g_01517
OG0000157	Prbc.g_00556	Syar.g_01516
OG0000158	Prbc.g_00228	Syar.g_00650
OG0000160	Prbc.g_00710	Syar.g_02807
OG0000161	Prbc.g_00716	Syar.g_02801
OG0000162	Prbc.g_00722	Syar.g_02863
OG0000163	Prbc.g_00758	Syar.g_01186
OG0000164	Prbc.g_00854	Syar.g_03168, Syar.g_02969
OG0000165	Prbc.g_00862	Syar.g_02976
OG0000166	Prbc.g_00321	Syar.g_01034
OG0000167	Prbc.g_00238	Syar.g_00662
OG0000168	Prbc.g_00227	Syar.g_00246
OG0000169	Prbc.g_00217	Syar.g_00262
OG0000170	Prbc.g_00215	Syar.g_00613
OG0000171	Prbc.g_00194	Syar.g_00587
OG0000172	Prbc.g_00967	Syar.g_00547
OG0000173	Prbc.g_00982	Syar.g_00528
OG0000174	Prbc.g_01013	Syar.g_00701
OG0000175	Prbc.g_01044	Syar.g_00438
OG0000176	Prbc.g_01074	Syar.g_00474
OG0000177	Prbc.g_01075	Syar.g_00475
OG0000178	Prbc.g_01076	Syar.g_00476
OG0000179	Prbc.g_01086	Syar.g_00489
OG0000180	Prbc.g_01087	Syar.g_00490
OG0000181	Prbc.g_01088	Syar.g_00491
OG0000182	Prbc.g_01089	Syar.g_00492
OG0000183	Prbc.g_01093	Syar.g_00496
OG0000184	Prbc.g_01124	Syar.g_00897
OG0000185	Prbc.g_01127	Syar.g_00909
OG0000186	Prbc.g_00509	Syar.g_03036
OG0000187	Prbc.g_00508	Syar.g_03038
OG0000188	Prbc.g_00491	Syar.g_03058
OG0000189	Prbc.g_00477	Syar.g_03104
OG0000190	Prbc.g_00476	Syar.g_03107, Syar.g_02374
OG0000191	Prbc.g_00453	Syar.g_00039
OG0000192	Prbc.g_00449	Syar.g_00046
OG0000193	Prbc.g_00425	Syar.g_00079
OG0000194	Prbc.g_00422	Syar.g_00082, Syar.g_03236
OG0000195	Prbc.g_00420	Syar.g_00023, Syar.g_00084
OG0000196	Prbc.g_00410	Syar.g_00096
OG0000197	Prbc.g_00409	Syar.g_00097
OG0000198	Prbc.g_00408	Syar.g_00098
OG0000199	Prbc.g_00401	Syar.g_00106
OG0000200	Prbc.g_00388	Syar.g_00124
OG0000201	Prbc.g_00379	Syar.g_01000
OG0000202	Prbc.g_00378	Syar.g_00021, Syar.g_00998
OG0000203	Prbc.g_00377	Syar.g_00997, Syar.g_00020
OG0000204	Prbc.g_00376	Syar.g_00996
OG0000205	Prbc.g_00369	Syar.g_00988
OG0000206	Prbc.g_00365	Syar.g_00963
OG0000207	Prbc.g_00363	Syar.g_00957
OG0000208	Prbc.g_00362	Syar.g_00956
OG0000209	Prbc.g_00352	Syar.g_00936, Syar.g_03261
OG0000210	Prbc.g_00351	Syar.g_03260, Syar.g_00935
OG0000211	Prbc.g_00337	Syar.g_03026
OG0000212	Prbc.g_00329	Syar.g_03017
OG0000213	Prbc.g_01153	Syar.g_00187
OG0000214	Prbc.g_01161	Syar.g_00209
OG0000215	Prbc.g_01185	Syar.g_00239
OG0000216	Prbc.g_01186	Syar.g_00244
OG0000217	Prbc.g_01189	Syar.g_00854
OG0000218	Prbc.g_01191	Syar.g_00852
OG0000219	Prbc.g_01192	Syar.g_00851
OG0000220	Prbc.g_01193	Syar.g_00850, Syar.g_02026
OG0000221	Prbc.g_01194	Syar.g_00834
OG0000222	Prbc.g_01202	Syar.g_02119, Syar.g_00728
OG0000223	Prbc.g_01215	Syar.g_00649
OG0000224	Prbc.g_01217	Syar.g_00273
OG0000225	Prbc.g_01257	Syar.g_01142
OG0000226	Prbc.g_01261	Syar.g_01146
OG0000227	Prbc.g_01263	Syar.g_01148
OG0000228	Prbc.g_01267	Syar.g_01161
OG0000229	Prbc.g_01497	Syar.g_01177, Syar.g_03273
OG0000230	Prbc.g_01499	Syar.g_01179
OG0000231	Prbc.g_01510	Syar.g_02865, Syar.g_03151
OG0000232	Prbc.g_01518	Syar.g_01424
OG0000233	Prbc.g_01526	Syar.g_03183, Syar.g_01247
OG0000234	Prbc.g_01535	Syar.g_01275
OG0000235	Prbc.g_01539	Syar.g_01468
OG0000236	Prbc.g_01552	Syar.g_01484, Syar.g_03311
OG0000237	Prbc.g_01586	Syar.g_01503
OG0000238	Prbc.g_01592	Syar.g_01508
OG0000239	Prbc.g_01604	Syar.g_03277, Syar.g_02687
OG0000240	Prbc.g_01605	Syar.g_02686, Syar.g_03278
OG0000241	Prbc.g_01609	Syar.g_02410
OG0000242	Prbc.g_01611	Syar.g_01926
OG0000243	Prbc.g_01622	Syar.g_02335
OG0000244	Prbc.g_01626	Syar.g_02327
OG0000245	Prbc.g_01628	Syar.g_02325, Syar.g_03238
OG0000246	Prbc.g_01632	Syar.g_02321
OG0000247	Prbc.g_01642	Syar.g_02310
OG0000248	Prbc.g_01644	Syar.g_02307, Syar.g_03293
OG0000249	Prbc.g_01646	Syar.g_02305
OG0000250	Prbc.g_01651	Syar.g_02299
OG0000251	Prbc.g_01667	Syar.g_03207, Syar.g_02194
OG0000252	Prbc.g_01669	Syar.g_02189, Syar.g_03263
OG0000253	Prbc.g_01671	Syar.g_02028
OG0000254	Prbc.g_01688	Syar.g_02169
OG0000255	Prbc.g_01694	Syar.g_02224, Syar.g_00011
OG0000256	Prbc.g_01704	Syar.g_02244
OG0000257	Prbc.g_01707	Syar.g_02407, Syar.g_01762
OG0000258	Prbc.g_01720	Syar.g_00010, Syar.g_02427
OG0000259	Prbc.g_01737	Syar.g_02472
OG0000260	Prbc.g_01740	Syar.g_03220, Syar.g_02475
OG0000261	Prbc.g_01743	Syar.g_01916
OG0000262	Prbc.g_01748	Syar.g_01690
OG0000263	Prbc.g_01762	Syar.g_01991
OG0000264	Prbc.g_01773	Syar.g_02135, Syar.g_03267
OG0000266	Prbc.g_01797	Syar.g_01570
OG0000267	Prbc.g_01810	Syar.g_01873
OG0000268	Prbc.g_01811	Syar.g_02589
OG0000269	Prbc.g_01853	Syar.g_02634
OG0000270	Prbc.g_01856	Syar.g_00744, Syar.g_02637
OG0000271	Prbc.g_01864	Syar.g_02645
OG0000272	Prbc.g_01865	Syar.g_02646
OG0000273	Prbc.g_01890	Syar.g_00008
OG0000274	Prbc.g_01891	Syar.g_02482, Syar.g_00009
OG0000275	Prbc.g_01893	Syar.g_01810
OG0000276	Prbc.g_01899	Syar.g_01817
OG0000277	Prbc.g_01900	Syar.g_03242, Syar.g_01818
OG0000278	Prbc.g_01904	Syar.g_01821, Syar.g_03174
OG0000279	Prbc.g_01911	Syar.g_01838
OG0000280	Prbc.g_00068	Syar.g_02067, Syar.g_00734
OG0000281	Prbc.g_01917	Syar.g_02218
OG0000282	Prbc.g_01979	Syar.g_03255, Syar.g_01614
OG0000283	Prbc.g_02010	Syar.g_02574
OG0000284	Prbc.g_02015	Syar.g_02568
OG0000285	Prbc.g_02020	Syar.g_02560
OG0000286	Prbc.g_02035	Syar.g_02540
OG0000287	Prbc.g_02190	Syar.g_02512
OG0000288	Prbc.g_02082	Syar.g_01801
OG0000289	Prbc.g_02094	Syar.g_01786
OG0000290	Prbc.g_02110	Syar.g_01928
OG0000291	Prbc.g_02112	Syar.g_01930
OG0000292	Prbc.g_00173	Syar.g_00463
OG0000293	Prbc.g_01456	Syar.g_01526, Syar.g_03297
OG0000294	Prbc.g_01455	Syar.g_01527, Syar.g_03296
OG0000295	Prbc.g_01431	Syar.g_01951, Syar.g_03208
OG0000296	Prbc.g_01429	Syar.g_01953
OG0000297	Prbc.g_01421	Syar.g_03216
OG0000298	Prbc.g_01420	Syar.g_03215
OG0000299	Prbc.g_01401	Syar.g_01704
OG0000300	Prbc.g_01398	Syar.g_01646
OG0000301	Prbc.g_01397	Syar.g_01712
OG0000302	Prbc.g_01395	Syar.g_01713
OG0000303	Prbc.g_01390	Syar.g_01723
OG0000304	Prbc.g_01387	Syar.g_01728
OG0000305	Prbc.g_00810	Syar.g_01933, Syar.g_03163
OG0000306	Prbc.g_01921	Syar.g_01884, Syar.g_03140
OG0000307	Prbc.g_00666	Syar.g_01452, Syar.g_03153
OG0000308	Prbc.g_00667	Syar.g_01450
OG0000309	Prbc.g_00671	Syar.g_01239
OG0000310	Prbc.g_00693	Syar.g_02826
OG0000311	Prbc.g_00695	Syar.g_02823
OG0000312	Prbc.g_00698	Syar.g_00015, Syar.g_02818
OG0000313	Prbc.g_00713	Syar.g_02804
OG0000314	Prbc.g_00734	Syar.g_01403
OG0000315	Prbc.g_00744	Syar.g_01393
OG0000316	Prbc.g_00768	Syar.g_02885
OG0000317	Prbc.g_00830	Syar.g_02926
OG0000318	Prbc.g_00833	Syar.g_02930
OG0000319	Prbc.g_00844	Syar.g_02954
OG0000320	Prbc.g_00846	Syar.g_02956
OG0000321	Prbc.g_00847	Syar.g_02957
OG0000322	Prbc.g_00848	Syar.g_02958
OG0000323	Prbc.g_00857	Syar.g_02973
OG0000324	Prbc.g_00884	Syar.g_00350, Syar.g_03001
OG0000325	Prbc.g_00935	Syar.g_03291, Syar.g_00148
OG0000326	Prbc.g_00941	Syar.g_00139, Syar.g_03134
OG0000327	Prbc.g_00326	Syar.g_01029
OG0000328	Prbc.g_00325	Syar.g_01030
OG0000329	Prbc.g_00308	Syar.g_03189, Syar.g_01048
OG0000330	Prbc.g_00307	Syar.g_01049
OG0000331	Prbc.g_00306	Syar.g_03191, Syar.g_01050
OG0000332	Prbc.g_00292	Syar.g_01064, Syar.g_03299
OG0000333	Prbc.g_00290	Syar.g_01067
OG0000334	Prbc.g_00281	Syar.g_01076
OG0000335	Prbc.g_00276	Syar.g_01080
OG0000336	Prbc.g_00272	Syar.g_01084
OG0000337	Prbc.g_00241	Syar.g_00285
OG0000338	Prbc.g_00240	Syar.g_03225, Syar.g_00287
OG0000339	Prbc.g_00235	Syar.g_00658
OG0000340	Prbc.g_00226	Syar.g_00247
OG0000341	Prbc.g_00224	Syar.g_00249
OG0000342	Prbc.g_00223	Syar.g_00250
OG0000343	Prbc.g_00222	Syar.g_00256
OG0000344	Prbc.g_00219	Syar.g_00260
OG0000345	Prbc.g_00214	Syar.g_00612
OG0000346	Prbc.g_00210	Syar.g_00607
OG0000347	Prbc.g_00190	Syar.g_00558
OG0000348	Prbc.g_00970	Syar.g_00544
OG0000349	Prbc.g_00988	Syar.g_00521
OG0000350	Prbc.g_01009	Syar.g_00132
OG0000351	Prbc.g_01047	Syar.g_00442
OG0000352	Prbc.g_01048	Syar.g_00443
OG0000353	Prbc.g_01068	Syar.g_00469
OG0000355	Prbc.g_01071	Syar.g_00471
OG0000356	Prbc.g_01072	Syar.g_00472
OG0000357	Prbc.g_01073	Syar.g_00473
OG0000358	Prbc.g_01077	Syar.g_00477
OG0000359	Prbc.g_01078	Syar.g_00479
OG0000360	Prbc.g_01079	Syar.g_00480
OG0000361	Prbc.g_01080	Syar.g_00481
OG0000362	Prbc.g_01082	Syar.g_00483
OG0000363	Prbc.g_01084	Syar.g_00484
OG0000364	Prbc.g_01085	Syar.g_02928
OG0000365	Prbc.g_01090	Syar.g_00493
OG0000366	Prbc.g_01091	Syar.g_00494
OG0000367	Prbc.g_01092	Syar.g_03262, Syar.g_00495
OG0000368	Prbc.g_01094	Syar.g_00497
OG0000369	Prbc.g_01095	Syar.g_00498
OG0000370	Prbc.g_01096	Syar.g_00499
OG0000371	Prbc.g_01102	Syar.g_00508
OG0000372	Prbc.g_01104	Syar.g_00514
OG0000373	Prbc.g_01105	Syar.g_00515
OG0000374	Prbc.g_01106	Syar.g_00516
OG0000375	Prbc.g_01118	Syar.g_00517
OG0000376	Prbc.g_01120	Syar.g_00519
OG0000377	Prbc.g_01123	Syar.g_00322
OG0000378	Prbc.g_01125	Syar.g_00905
OG0000379	Prbc.g_01128	Syar.g_00910
OG0000380	Prbc.g_00507	Syar.g_03039
OG0000381	Prbc.g_00503	Syar.g_03041
OG0000382	Prbc.g_00492	Syar.g_03057
OG0000383	Prbc.g_00490	Syar.g_03074
OG0000384	Prbc.g_00489	Syar.g_03075
OG0000385	Prbc.g_00488	Syar.g_03076
OG0000386	Prbc.g_00487	Syar.g_03077
OG0000387	Prbc.g_00474	Syar.g_03109
OG0000388	Prbc.g_00470	Syar.g_03148, Syar.g_03113
OG0000389	Prbc.g_00467	Syar.g_03118
OG0000390	Prbc.g_00458	Syar.g_00033
OG0000391	Prbc.g_00454	Syar.g_00038
OG0000392	Prbc.g_00451	Syar.g_00045
OG0000393	Prbc.g_00448	Syar.g_00048
OG0000394	Prbc.g_00447	Syar.g_00049
OG0000395	Prbc.g_00446	Syar.g_00050
OG0000396	Prbc.g_00443	Syar.g_00053
OG0000397	Prbc.g_00441	Syar.g_00055
OG0000398	Prbc.g_00438	Syar.g_00060
OG0000399	Prbc.g_00437	Syar.g_00061
OG0000400	Prbc.g_00436	Syar.g_00062
OG0000401	Prbc.g_00435	Syar.g_00063
OG0000402	Prbc.g_02145	Syar.g_00065
OG0000403	Prbc.g_00434	Syar.g_00066
OG0000404	Prbc.g_00433	Syar.g_00067
OG0000405	Prbc.g_00428	Syar.g_00076
OG0000406	Prbc.g_00424	Syar.g_00080
OG0000407	Prbc.g_00423	Syar.g_00081
OG0000408	Prbc.g_00421	Syar.g_00083
OG0000409	Prbc.g_00419	Syar.g_00085
OG0000410	Prbc.g_00418	Syar.g_00086
OG0000411	Prbc.g_00417	Syar.g_00087
OG0000412	Prbc.g_00416	Syar.g_00088
OG0000413	Prbc.g_00415	Syar.g_00090
OG0000414	Prbc.g_00414	Syar.g_00091, Syar.g_03179
OG0000415	Prbc.g_00413	Syar.g_00092
OG0000416	Prbc.g_00412	Syar.g_00093
OG0000417	Prbc.g_00411	Syar.g_00095
OG0000418	Prbc.g_00406	Syar.g_00100
OG0000419	Prbc.g_00404	Syar.g_00102
OG0000420	Prbc.g_00403	Syar.g_00104
OG0000421	Prbc.g_00399	Syar.g_00109
OG0000422	Prbc.g_00398	Syar.g_00110
OG0000423	Prbc.g_00397	Syar.g_00111
OG0000424	Prbc.g_00396	Syar.g_00112
OG0000425	Prbc.g_00395	Syar.g_00113
OG0000426	Prbc.g_00394	Syar.g_00114
OG0000427	Prbc.g_00393	Syar.g_00115
OG0000428	Prbc.g_00391	Syar.g_00118
OG0000429	Prbc.g_00390	Syar.g_00121
OG0000430	Prbc.g_00389	Syar.g_00123
OG0000431	Prbc.g_00387	Syar.g_00127
OG0000432	Prbc.g_00383	Syar.g_01009
OG0000433	Prbc.g_00382	Syar.g_01007
OG0000434	Prbc.g_00381	Syar.g_01006
OG0000435	Prbc.g_00380	Syar.g_01003
OG0000436	Prbc.g_00375	Syar.g_00994
OG0000437	Prbc.g_00374	Syar.g_00993
OG0000438	Prbc.g_00373	Syar.g_00992
OG0000439	Prbc.g_00371	Syar.g_00990
OG0000440	Prbc.g_00370	Syar.g_00989
OG0000441	Prbc.g_00368	Syar.g_00986
OG0000442	Prbc.g_00367	Syar.g_00977
OG0000443	Prbc.g_00366	Syar.g_00964
OG0000444	Prbc.g_00361	Syar.g_00954
OG0000445	Prbc.g_00360	Syar.g_00953
OG0000446	Prbc.g_00358	Syar.g_00951
OG0000447	Prbc.g_00357	Syar.g_00948
OG0000448	Prbc.g_00356	Syar.g_00947
OG0000449	Prbc.g_00355	Syar.g_00946
OG0000450	Prbc.g_00354	Syar.g_00939
OG0000451	Prbc.g_00353	Syar.g_00938
OG0000452	Prbc.g_00350	Syar.g_00934
OG0000453	Prbc.g_00349	Syar.g_00933
OG0000454	Prbc.g_00348	Syar.g_00932
OG0000455	Prbc.g_00347	Syar.g_00931
OG0000456	Prbc.g_00346	Syar.g_00930
OG0000457	Prbc.g_00345	Syar.g_00928
OG0000458	Prbc.g_00344	Syar.g_00918
OG0000459	Prbc.g_00343	Syar.g_00917
OG0000460	Prbc.g_00335	Syar.g_03024
OG0000461	Prbc.g_01140	Syar.g_00153
OG0000462	Prbc.g_01142	Syar.g_00155
OG0000463	Prbc.g_01143	Syar.g_00156
OG0000464	Prbc.g_01144	Syar.g_00157
OG0000465	Prbc.g_01145	Syar.g_00159
OG0000466	Prbc.g_01146	Syar.g_00164
OG0000467	Prbc.g_01147	Syar.g_00165
OG0000468	Prbc.g_01149	Syar.g_00170
OG0000469	Prbc.g_01156	Syar.g_00203
OG0000470	Prbc.g_01158	Syar.g_00206
OG0000471	Prbc.g_01159	Syar.g_00207
OG0000472	Prbc.g_01160	Syar.g_00208
OG0000473	Prbc.g_01162	Syar.g_00210
OG0000474	Prbc.g_01163	Syar.g_00211
OG0000475	Prbc.g_01164	Syar.g_00212
OG0000476	Prbc.g_01166	Syar.g_00214
OG0000477	Prbc.g_01168	Syar.g_00219
OG0000478	Prbc.g_01169	Syar.g_00220
OG0000479	Prbc.g_01170	Syar.g_00221
OG0000480	Prbc.g_01175	Syar.g_00228
OG0000481	Prbc.g_01177	Syar.g_00230
OG0000482	Prbc.g_01178	Syar.g_00231
OG0000483	Prbc.g_01181	Syar.g_00235
OG0000484	Prbc.g_01182	Syar.g_00236
OG0000485	Prbc.g_01183	Syar.g_00237
OG0000486	Prbc.g_01184	Syar.g_00238, Syar.g_00024
OG0000487	Prbc.g_01187	Syar.g_00245
OG0000488	Prbc.g_01190	Syar.g_00853
OG0000489	Prbc.g_01195	Syar.g_00833
OG0000490	Prbc.g_01200	Syar.g_00823
OG0000491	Prbc.g_01201	Syar.g_00822
OG0000492	Prbc.g_01203	Syar.g_00727
OG0000493	Prbc.g_01204	Syar.g_00726
OG0000494	Prbc.g_01205	Syar.g_00725
OG0000495	Prbc.g_01206	Syar.g_00724
OG0000496	Prbc.g_01207	Syar.g_00723
OG0000497	Prbc.g_01208	Syar.g_00722
OG0000498	Prbc.g_01209	Syar.g_00721
OG0000499	Prbc.g_01210	Syar.g_00720
OG0000500	Prbc.g_01211	Syar.g_00719
OG0000501	Prbc.g_01213	Syar.g_00716
OG0000502	Prbc.g_01216	Syar.g_00275
OG0000503	Prbc.g_01246	Syar.g_01118
OG0000504	Prbc.g_01248	Syar.g_01120
OG0000505	Prbc.g_01249	Syar.g_01121
OG0000506	Prbc.g_01250	Syar.g_01123
OG0000507	Prbc.g_01253	Syar.g_01129
OG0000508	Prbc.g_01256	Syar.g_01141
OG0000509	Prbc.g_01258	Syar.g_01143
OG0000510	Prbc.g_01259	Syar.g_01144
OG0000511	Prbc.g_01260	Syar.g_01145
OG0000512	Prbc.g_01262	Syar.g_01147
OG0000513	Prbc.g_01271	Syar.g_01166
OG0000514	Prbc.g_01492	Syar.g_01169
OG0000515	Prbc.g_01493	Syar.g_01170
OG0000516	Prbc.g_01494	Syar.g_01172
OG0000517	Prbc.g_01496	Syar.g_01176
OG0000518	Prbc.g_01507	Syar.g_02868
OG0000519	Prbc.g_01508	Syar.g_02867
OG0000520	Prbc.g_01509	Syar.g_02866
OG0000521	Prbc.g_01514	Syar.g_01419
OG0000522	Prbc.g_01516	Syar.g_01421
OG0000523	Prbc.g_01517	Syar.g_01422
OG0000524	Prbc.g_01524	Syar.g_01244
OG0000525	Prbc.g_01528	Syar.g_01263
OG0000526	Prbc.g_01529	Syar.g_01266
OG0000527	Prbc.g_01532	Syar.g_01271
OG0000528	Prbc.g_01538	Syar.g_01466
OG0000529	Prbc.g_01541	Syar.g_01470
OG0000530	Prbc.g_01544	Syar.g_01473
OG0000531	Prbc.g_01545	Syar.g_01474
OG0000532	Prbc.g_01546	Syar.g_01477
OG0000533	Prbc.g_01547	Syar.g_01479
OG0000534	Prbc.g_01548	Syar.g_01480
OG0000535	Prbc.g_01549	Syar.g_01481
OG0000536	Prbc.g_01550	Syar.g_01482
OG0000537	Prbc.g_01551	Syar.g_01483
OG0000538	Prbc.g_01580	Syar.g_01496
OG0000539	Prbc.g_01581	Syar.g_01497
OG0000540	Prbc.g_01582	Syar.g_01498
OG0000541	Prbc.g_01583	Syar.g_01499
OG0000542	Prbc.g_01585	Syar.g_01502
OG0000543	Prbc.g_01587	Syar.g_01504
OG0000544	Prbc.g_01588	Syar.g_01505
OG0000545	Prbc.g_01590	Syar.g_01507
OG0000546	Prbc.g_01593	Syar.g_01509
OG0000547	Prbc.g_01595	Syar.g_01511
