Orthogroup	Prbc	Prah
OG0000140	Prbc.g_01617	Prah.g_01489
OG0000141	Prbc.g_01684	Prah.g_01393
OG0000142	Prbc.g_01712	Prah.g_00501
OG0000143	Prbc.g_01716	Prah.g_00497
OG0000144	Prbc.g_01729	Prah.g_00473
OG0000145	Prbc.g_02142	Prah.g_01543
OG0000146	Prbc.g_02027	Prah.g_00787
OG0000147	Prbc.g_02026	Prah.g_00786
OG0000148	Prbc.g_01876	Prah.g_00649
OG0000149	Prbc.g_01908	Prah.g_00591
OG0000150	Prbc.g_01916	Prah.g_00568
OG0000151	Prbc.g_01988	Prah.g_00718
OG0000152	Prbc.g_02036	Prah.g_00796
OG0000153	Prbc.g_02054	Prah.g_00826
OG0000154	Prbc.g_02083	Prah.g_00852
OG0000155	Prbc.g_01424	Prah.g_01291
OG0000156	Prbc.g_00555	Prah.g_01349
OG0000157	Prbc.g_00556	Prah.g_01350
OG0000158	Prbc.g_00228	Prah.g_02242
OG0000160	Prbc.g_00710	Prah.g_00407
OG0000161	Prbc.g_00716	Prah.g_00399
OG0000162	Prbc.g_00722	Prah.g_00391
OG0000163	Prbc.g_00758	Prah.g_01619
OG0000164	Prbc.g_00854	Prah.g_01705
OG0000165	Prbc.g_00862	Prah.g_01716
OG0000166	Prbc.g_00321	Prah.g_02033
OG0000167	Prbc.g_00238	Prah.g_02230
OG0000168	Prbc.g_00227	Prah.g_02243
OG0000169	Prbc.g_00217	Prah.g_00163
OG0000170	Prbc.g_00215	Prah.g_00155
OG0000171	Prbc.g_00194	Prah.g_00126
OG0000172	Prbc.g_00967	Prah.g_00084
OG0000173	Prbc.g_00982	Prah.g_00061
OG0000174	Prbc.g_01013	Prah.g_02541
OG0000175	Prbc.g_01044	Prah.g_02575
OG0000176	Prbc.g_01074	Prah.g_00005
OG0000177	Prbc.g_01075	Prah.g_00006
OG0000178	Prbc.g_01076	Prah.g_00007
OG0000179	Prbc.g_01086	Prah.g_00022
OG0000180	Prbc.g_01087	Prah.g_00023
OG0000181	Prbc.g_01088	Prah.g_00024
OG0000182	Prbc.g_01089	Prah.g_00025
OG0000183	Prbc.g_01093	Prah.g_00029
OG0000184	Prbc.g_01124	Prah.g_02478
OG0000185	Prbc.g_01127	Prah.g_02458
OG0000186	Prbc.g_00509	Prah.g_01830
OG0000187	Prbc.g_00508	Prah.g_01833
OG0000188	Prbc.g_00491	Prah.g_01860
OG0000189	Prbc.g_00477	Prah.g_01884
OG0000190	Prbc.g_00476	Prah.g_01886
OG0000191	Prbc.g_00453	Prah.g_00188
OG0000192	Prbc.g_00449	Prah.g_00176, Prah.g_00180
OG0000193	Prbc.g_00425	Prah.g_02283
OG0000194	Prbc.g_00422	Prah.g_02286
OG0000195	Prbc.g_00420	Prah.g_02288
OG0000196	Prbc.g_00410	Prah.g_02299
OG0000197	Prbc.g_00409	Prah.g_02300
OG0000198	Prbc.g_00408	Prah.g_02301
OG0000199	Prbc.g_00401	Prah.g_02308
OG0000200	Prbc.g_00388	Prah.g_02324
OG0000201	Prbc.g_00379	Prah.g_02352
OG0000202	Prbc.g_00378	Prah.g_02353
OG0000203	Prbc.g_00377	Prah.g_02354
OG0000204	Prbc.g_00376	Prah.g_02355
OG0000205	Prbc.g_00369	Prah.g_02362
OG0000206	Prbc.g_00365	Prah.g_02371
OG0000207	Prbc.g_00363	Prah.g_02420
OG0000208	Prbc.g_00362	Prah.g_02419
OG0000209	Prbc.g_00352	Prah.g_02400
OG0000210	Prbc.g_00351	Prah.g_02399
OG0000211	Prbc.g_00337	Prah.g_01782
OG0000212	Prbc.g_00329	Prah.g_01772
OG0000213	Prbc.g_01153	Prah.g_02101
OG0000214	Prbc.g_01161	Prah.g_02118
OG0000215	Prbc.g_01185	Prah.g_02148
OG0000216	Prbc.g_01186	Prah.g_02151
OG0000217	Prbc.g_01189	Prah.g_02155
OG0000218	Prbc.g_01191	Prah.g_02157
OG0000219	Prbc.g_01192	Prah.g_02158
OG0000220	Prbc.g_01193	Prah.g_02159
OG0000221	Prbc.g_01194	Prah.g_02166
OG0000222	Prbc.g_01202	Prah.g_02174
OG0000223	Prbc.g_01215	Prah.g_02197
OG0000224	Prbc.g_01217	Prah.g_02207
OG0000225	Prbc.g_01257	Prah.g_01921
OG0000226	Prbc.g_01261	Prah.g_01917
OG0000227	Prbc.g_01263	Prah.g_01915
OG0000228	Prbc.g_01267	Prah.g_00204
OG0000229	Prbc.g_01497	Prah.g_00230
OG0000230	Prbc.g_01499	Prah.g_00232
OG0000231	Prbc.g_01510	Prah.g_00251
OG0000232	Prbc.g_01518	Prah.g_00261
OG0000233	Prbc.g_01526	Prah.g_00294
OG0000234	Prbc.g_01535	Prah.g_00313, Prah.g_00314
OG0000235	Prbc.g_01539	Prah.g_01567
OG0000236	Prbc.g_01552	Prah.g_01551
OG0000237	Prbc.g_01586	Prah.g_01534
OG0000238	Prbc.g_01592	Prah.g_01529
OG0000239	Prbc.g_01604	Prah.g_01513
OG0000240	Prbc.g_01605	Prah.g_01512
OG0000241	Prbc.g_01609	Prah.g_01094
OG0000242	Prbc.g_01611	Prah.g_00108, Prah.g_01503
OG0000243	Prbc.g_01622	Prah.g_01476
OG0000244	Prbc.g_01626	Prah.g_01472
OG0000245	Prbc.g_01628	Prah.g_01469
OG0000246	Prbc.g_01632	Prah.g_01465
OG0000247	Prbc.g_01642	Prah.g_01454
OG0000248	Prbc.g_01644	Prah.g_01451
OG0000249	Prbc.g_01646	Prah.g_01449
OG0000250	Prbc.g_01651	Prah.g_01443
OG0000251	Prbc.g_01667	Prah.g_01417
OG0000252	Prbc.g_01669	Prah.g_01414
OG0000253	Prbc.g_01671	Prah.g_01408
OG0000254	Prbc.g_01688	Prah.g_01389
OG0000255	Prbc.g_01694	Prah.g_00530
OG0000256	Prbc.g_01704	Prah.g_00516
OG0000257	Prbc.g_01707	Prah.g_00509
OG0000258	Prbc.g_01720	Prah.g_00486
OG0000259	Prbc.g_01737	Prah.g_00457
OG0000260	Prbc.g_01740	Prah.g_00454
OG0000261	Prbc.g_01743	Prah.g_00451
OG0000262	Prbc.g_01748	Prah.g_00445
OG0000263	Prbc.g_01762	Prah.g_02413
OG0000264	Prbc.g_01773	Prah.g_00974
OG0000265	Prbc.g_01787	Prah.g_00887, Prah.g_00958
OG0000266	Prbc.g_01797	Prah.g_00876
OG0000267	Prbc.g_01810	Prah.g_00751
OG0000268	Prbc.g_01811	Prah.g_00752
OG0000269	Prbc.g_01853	Prah.g_00672
OG0000270	Prbc.g_01856	Prah.g_00669
OG0000271	Prbc.g_01864	Prah.g_00661
OG0000272	Prbc.g_01865	Prah.g_00660
OG0000273	Prbc.g_01890	Prah.g_00609
OG0000274	Prbc.g_01891	Prah.g_00608
OG0000275	Prbc.g_01893	Prah.g_00605
OG0000276	Prbc.g_01899	Prah.g_00599
OG0000277	Prbc.g_01900	Prah.g_00598
OG0000278	Prbc.g_01904	Prah.g_00595
OG0000279	Prbc.g_01911	Prah.g_00587
OG0000280	Prbc.g_00068	Prah.g_00581
OG0000281	Prbc.g_01917	Prah.g_00566
OG0000282	Prbc.g_01979	Prah.g_00731
OG0000283	Prbc.g_02010	Prah.g_00761
OG0000284	Prbc.g_02015	Prah.g_00767
OG0000285	Prbc.g_02020	Prah.g_01178
OG0000286	Prbc.g_02035	Prah.g_00795
OG0000287	Prbc.g_02190	Prah.g_01131
OG0000288	Prbc.g_02082	Prah.g_00851
OG0000289	Prbc.g_02094	Prah.g_00864
OG0000290	Prbc.g_02110	Prah.g_00912
OG0000291	Prbc.g_02112	Prah.g_00914
OG0000292	Prbc.g_00173	Prah.g_02597
OG0000293	Prbc.g_01456	Prah.g_01336
OG0000294	Prbc.g_01455	Prah.g_01335
OG0000295	Prbc.g_01431	Prah.g_01298
OG0000296	Prbc.g_01429	Prah.g_01296
OG0000297	Prbc.g_01421	Prah.g_01259
OG0000298	Prbc.g_01420	Prah.g_01258
OG0000299	Prbc.g_01401	Prah.g_01268
OG0000300	Prbc.g_01398	Prah.g_01275
OG0000301	Prbc.g_01397	Prah.g_01276
OG0000302	Prbc.g_01395	Prah.g_01279
OG0000303	Prbc.g_01390	Prah.g_01289
OG0000304	Prbc.g_01387	Prah.g_01237, Prah.g_01238
OG0000305	Prbc.g_00810	Prah.g_00918
OG0000306	Prbc.g_01921	Prah.g_00560
OG0000307	Prbc.g_00666	Prah.g_01584
OG0000308	Prbc.g_00667	Prah.g_01586
OG0000309	Prbc.g_00671	Prah.g_01590
OG0000310	Prbc.g_00693	Prah.g_00428
OG0000311	Prbc.g_00695	Prah.g_00424
OG0000312	Prbc.g_00698	Prah.g_00420
OG0000313	Prbc.g_00713	Prah.g_00402
OG0000314	Prbc.g_00734	Prah.g_00371
OG0000315	Prbc.g_00744	Prah.g_00361
OG0000316	Prbc.g_00768	Prah.g_01631
OG0000317	Prbc.g_00830	Prah.g_01672
OG0000318	Prbc.g_00833	Prah.g_01677
OG0000319	Prbc.g_00844	Prah.g_01694
OG0000320	Prbc.g_00846	Prah.g_01696
OG0000321	Prbc.g_00847	Prah.g_01697
OG0000322	Prbc.g_00848	Prah.g_01698
OG0000323	Prbc.g_00857	Prah.g_01710
OG0000324	Prbc.g_00884	Prah.g_01744
OG0000325	Prbc.g_00935	Prah.g_02071
OG0000326	Prbc.g_00941	Prah.g_02064
OG0000327	Prbc.g_00326	Prah.g_02038
OG0000328	Prbc.g_00325	Prah.g_02037
OG0000329	Prbc.g_00308	Prah.g_02020
OG0000330	Prbc.g_00307	Prah.g_02019
OG0000331	Prbc.g_00306	Prah.g_02018
OG0000332	Prbc.g_00292	Prah.g_02003
OG0000333	Prbc.g_00290	Prah.g_02001
OG0000334	Prbc.g_00281	Prah.g_01991
OG0000335	Prbc.g_00276	Prah.g_01986
OG0000336	Prbc.g_00272	Prah.g_01982
OG0000337	Prbc.g_00241	Prah.g_02224
OG0000338	Prbc.g_00240	Prah.g_02227
OG0000339	Prbc.g_00235	Prah.g_02234
OG0000340	Prbc.g_00226	Prah.g_02244
OG0000341	Prbc.g_00224	Prah.g_02246
OG0000342	Prbc.g_00223	Prah.g_02247
OG0000343	Prbc.g_00222	Prah.g_00168
OG0000344	Prbc.g_00219	Prah.g_00165
OG0000345	Prbc.g_00214	Prah.g_00154
OG0000346	Prbc.g_00210	Prah.g_00149
OG0000347	Prbc.g_00190	Prah.g_00089
OG0000348	Prbc.g_00970	Prah.g_00078
OG0000349	Prbc.g_00988	Prah.g_00053
OG0000350	Prbc.g_01009	Prah.g_02533
OG0000351	Prbc.g_01047	Prah.g_02578
OG0000352	Prbc.g_01048	Prah.g_02579
OG0000353	Prbc.g_01068	Prah.g_02603
OG0000355	Prbc.g_01071	Prah.g_00002
OG0000356	Prbc.g_01072	Prah.g_00003
OG0000357	Prbc.g_01073	Prah.g_00004
OG0000358	Prbc.g_01077	Prah.g_00008
OG0000359	Prbc.g_01078	Prah.g_00010
OG0000360	Prbc.g_01079	Prah.g_00011
OG0000361	Prbc.g_01080	Prah.g_00012
OG0000362	Prbc.g_01082	Prah.g_00014
OG0000363	Prbc.g_01084	Prah.g_00016
OG0000364	Prbc.g_01085	Prah.g_00017
OG0000365	Prbc.g_01090	Prah.g_00026
OG0000366	Prbc.g_01091	Prah.g_00027
OG0000367	Prbc.g_01092	Prah.g_00028
OG0000368	Prbc.g_01094	Prah.g_00030
OG0000369	Prbc.g_01095	Prah.g_00031
OG0000370	Prbc.g_01096	Prah.g_00032
OG0000371	Prbc.g_01102	Prah.g_00041
OG0000372	Prbc.g_01104	Prah.g_00046
OG0000373	Prbc.g_01105	Prah.g_00047
OG0000374	Prbc.g_01106	Prah.g_00048
OG0000375	Prbc.g_01118	Prah.g_00049
OG0000376	Prbc.g_01120	Prah.g_00051
OG0000377	Prbc.g_01123	Prah.g_02485
OG0000378	Prbc.g_01125	Prah.g_02471
OG0000379	Prbc.g_01128	Prah.g_02457
OG0000380	Prbc.g_00507	Prah.g_01834
OG0000381	Prbc.g_00503	Prah.g_01839
OG0000382	Prbc.g_00492	Prah.g_01859
OG0000383	Prbc.g_00490	Prah.g_01861
OG0000384	Prbc.g_00489	Prah.g_01862
OG0000385	Prbc.g_00488	Prah.g_01863
OG0000386	Prbc.g_00487	Prah.g_01864
OG0000387	Prbc.g_00474	Prah.g_01888
OG0000388	Prbc.g_00470	Prah.g_01892
OG0000389	Prbc.g_00467	Prah.g_01896
OG0000390	Prbc.g_00458	Prah.g_00194
OG0000391	Prbc.g_00454	Prah.g_00189
OG0000392	Prbc.g_00451	Prah.g_00183
OG0000393	Prbc.g_00448	Prah.g_00175
OG0000394	Prbc.g_00447	Prah.g_00174
OG0000395	Prbc.g_00446	Prah.g_00173
OG0000396	Prbc.g_00443	Prah.g_02252
OG0000397	Prbc.g_00441	Prah.g_02254
OG0000398	Prbc.g_00438	Prah.g_02259
OG0000399	Prbc.g_00437	Prah.g_02260
OG0000400	Prbc.g_00436	Prah.g_02261
OG0000401	Prbc.g_00435	Prah.g_02262
OG0000402	Prbc.g_02145	Prah.g_02264
OG0000403	Prbc.g_00434	Prah.g_02265
OG0000405	Prbc.g_00428	Prah.g_02280
OG0000406	Prbc.g_00424	Prah.g_02284
OG0000407	Prbc.g_00423	Prah.g_02285
OG0000408	Prbc.g_00421	Prah.g_02287
OG0000409	Prbc.g_00419	Prah.g_02289
OG0000410	Prbc.g_00418	Prah.g_02290
OG0000411	Prbc.g_00417	Prah.g_02291
OG0000412	Prbc.g_00416	Prah.g_02292
OG0000413	Prbc.g_00415	Prah.g_02294
OG0000414	Prbc.g_00414	Prah.g_02295
OG0000415	Prbc.g_00413	Prah.g_02296
OG0000416	Prbc.g_00412	Prah.g_02297
OG0000417	Prbc.g_00411	Prah.g_02298
OG0000418	Prbc.g_00406	Prah.g_02303
OG0000419	Prbc.g_00404	Prah.g_02305
OG0000420	Prbc.g_00403	Prah.g_02306
OG0000421	Prbc.g_00399	Prah.g_02310
OG0000422	Prbc.g_00398	Prah.g_02311
OG0000423	Prbc.g_00397	Prah.g_02312
OG0000424	Prbc.g_00396	Prah.g_02313
OG0000425	Prbc.g_00395	Prah.g_02314
OG0000426	Prbc.g_00394	Prah.g_02315
OG0000427	Prbc.g_00393	Prah.g_02316
OG0000428	Prbc.g_00391	Prah.g_00709
OG0000429	Prbc.g_00390	Prah.g_02321
OG0000430	Prbc.g_00389	Prah.g_02323
OG0000431	Prbc.g_00387	Prah.g_02334
OG0000432	Prbc.g_00383	Prah.g_02341
OG0000433	Prbc.g_00382	Prah.g_02344
OG0000434	Prbc.g_00381	Prah.g_02345
OG0000435	Prbc.g_00380	Prah.g_02350
OG0000436	Prbc.g_00375	Prah.g_02356
OG0000437	Prbc.g_00374	Prah.g_02357
OG0000438	Prbc.g_00373	Prah.g_02358
OG0000439	Prbc.g_00371	Prah.g_02360
OG0000440	Prbc.g_00370	Prah.g_02361
OG0000441	Prbc.g_00368	Prah.g_02364
OG0000442	Prbc.g_00367	Prah.g_02365
OG0000443	Prbc.g_00366	Prah.g_02370
OG0000444	Prbc.g_00361	Prah.g_02418
OG0000445	Prbc.g_00360	Prah.g_02417
OG0000446	Prbc.g_00358	Prah.g_02415
OG0000447	Prbc.g_00357	Prah.g_02411
OG0000448	Prbc.g_00356	Prah.g_02410
OG0000449	Prbc.g_00355	Prah.g_02409
OG0000450	Prbc.g_00354	Prah.g_02403
OG0000451	Prbc.g_00353	Prah.g_02402
OG0000452	Prbc.g_00350	Prah.g_02398
OG0000453	Prbc.g_00349	Prah.g_02397
OG0000454	Prbc.g_00348	Prah.g_02396
OG0000455	Prbc.g_00347	Prah.g_02395
OG0000456	Prbc.g_00346	Prah.g_02394
OG0000457	Prbc.g_00345	Prah.g_02392
OG0000458	Prbc.g_00344	Prah.g_02391
OG0000459	Prbc.g_00343	Prah.g_02390
OG0000460	Prbc.g_00335	Prah.g_01781
OG0000461	Prbc.g_01140	Prah.g_02074
OG0000462	Prbc.g_01142	Prah.g_02078
OG0000463	Prbc.g_01143	Prah.g_02079
OG0000464	Prbc.g_01144	Prah.g_02080
OG0000465	Prbc.g_01145	Prah.g_02082
OG0000466	Prbc.g_01146	Prah.g_02087
OG0000467	Prbc.g_01147	Prah.g_02089
OG0000468	Prbc.g_01149	Prah.g_02098
OG0000469	Prbc.g_01156	Prah.g_02111
OG0000470	Prbc.g_01158	Prah.g_02114
OG0000471	Prbc.g_01159	Prah.g_02115
OG0000472	Prbc.g_01160	Prah.g_02117
OG0000473	Prbc.g_01162	Prah.g_02119
OG0000474	Prbc.g_01163	Prah.g_02120
OG0000475	Prbc.g_01164	Prah.g_02121
OG0000476	Prbc.g_01166	Prah.g_02123
OG0000477	Prbc.g_01168	Prah.g_02128
OG0000478	Prbc.g_01169	Prah.g_02129
OG0000479	Prbc.g_01170	Prah.g_02130
OG0000480	Prbc.g_01175	Prah.g_02137
OG0000481	Prbc.g_01177	Prah.g_02139
OG0000482	Prbc.g_01178	Prah.g_02140
OG0000483	Prbc.g_01181	Prah.g_02144
OG0000484	Prbc.g_01182	Prah.g_02145
OG0000485	Prbc.g_01183	Prah.g_02146
OG0000486	Prbc.g_01184	Prah.g_02147
OG0000487	Prbc.g_01187	Prah.g_02152
OG0000488	Prbc.g_01190	Prah.g_02156
OG0000489	Prbc.g_01195	Prah.g_02167
OG0000490	Prbc.g_01200	Prah.g_02172
OG0000491	Prbc.g_01201	Prah.g_02173
OG0000492	Prbc.g_01203	Prah.g_02175
OG0000493	Prbc.g_01204	Prah.g_02176
OG0000494	Prbc.g_01205	Prah.g_02177
OG0000495	Prbc.g_01206	Prah.g_02178
OG0000496	Prbc.g_01207	Prah.g_02179
OG0000497	Prbc.g_01208	Prah.g_02180
OG0000498	Prbc.g_01209	Prah.g_02181
OG0000499	Prbc.g_01210	Prah.g_02182
OG0000500	Prbc.g_01211	Prah.g_02183
OG0000501	Prbc.g_01213	Prah.g_02186
OG0000502	Prbc.g_01216	Prah.g_02199
OG0000503	Prbc.g_01246	Prah.g_01940
OG0000504	Prbc.g_01248	Prah.g_01938
OG0000505	Prbc.g_01249	Prah.g_01937
OG0000506	Prbc.g_01250	Prah.g_01935
OG0000507	Prbc.g_01253	Prah.g_01930
OG0000508	Prbc.g_01256	Prah.g_01922
OG0000509	Prbc.g_01258	Prah.g_01920
OG0000510	Prbc.g_01259	Prah.g_01919
OG0000511	Prbc.g_01260	Prah.g_01918
OG0000512	Prbc.g_01262	Prah.g_01916
OG0000513	Prbc.g_01271	Prah.g_00209
OG0000514	Prbc.g_01492	Prah.g_00218
OG0000515	Prbc.g_01493	Prah.g_00219
OG0000516	Prbc.g_01494	Prah.g_00221
OG0000517	Prbc.g_01496	Prah.g_00229
OG0000518	Prbc.g_01507	Prah.g_00241
OG0000519	Prbc.g_01508	Prah.g_00242
OG0000520	Prbc.g_01509	Prah.g_00247
OG0000521	Prbc.g_01514	Prah.g_00255
OG0000522	Prbc.g_01516	Prah.g_00257
OG0000523	Prbc.g_01517	Prah.g_00258
OG0000524	Prbc.g_01524	Prah.g_00290
OG0000525	Prbc.g_01528	Prah.g_00304
OG0000526	Prbc.g_01529	Prah.g_00306
OG0000527	Prbc.g_01532	Prah.g_00310
OG0000528	Prbc.g_01538	Prah.g_01572
OG0000529	Prbc.g_01541	Prah.g_01565
OG0000530	Prbc.g_01544	Prah.g_01562
OG0000531	Prbc.g_01545	Prah.g_01561
OG0000532	Prbc.g_01546	Prah.g_01558
OG0000533	Prbc.g_01547	Prah.g_01556
OG0000534	Prbc.g_01548	Prah.g_01555
OG0000535	Prbc.g_01549	Prah.g_01554
OG0000536	Prbc.g_01550	Prah.g_01553
OG0000537	Prbc.g_01551	Prah.g_01552
OG0000538	Prbc.g_01580	Prah.g_01541
OG0000539	Prbc.g_01581	Prah.g_01540
OG0000540	Prbc.g_01582	Prah.g_01539
OG0000541	Prbc.g_01583	Prah.g_01538
OG0000542	Prbc.g_01585	Prah.g_01535
OG0000543	Prbc.g_01587	Prah.g_01533
OG0000544	Prbc.g_01588	Prah.g_01532
OG0000545	Prbc.g_01590	Prah.g_01530
OG0000546	Prbc.g_01593	Prah.g_01528
OG0000547	Prbc.g_01595	Prah.g_01526
OG0000548	Prbc.g_01596	Prah.g_01525
OG0000549	Prbc.g_01599	Prah.g_01519
OG0000550	Prbc.g_01603	Prah.g_01514
OG0000551	Prbc.g_01606	Prah.g_01510
OG0000552	Prbc.g_01607	Prah.g_01509
OG0000553	Prbc.g_01608	Prah.g_01505
OG0000554	Prbc.g_01613	Prah.g_01500
OG0000555	Prbc.g_01621	Prah.g_01480
OG0000556	Prbc.g_01623	Prah.g_01474
OG0000557	Prbc.g_01624	Prah.g_01473
OG0000558	Prbc.g_01627	Prah.g_01470
