Orthogroup	Prbc	Prap
OG0000088	Prbc.g_00405	Prap.g_01004
OG0000089	Prbc.g_01268	Prap.g_01349
OG0000090	Prbc.g_01612	Prap.g_01236
OG0000091	Prbc.g_01719	Prap.g_00384
OG0000092	Prbc.g_01982	Prap.g_00853
OG0000093	Prbc.g_01843	Prap.g_00355
OG0000094	Prbc.g_01935	Prap.g_00306
OG0000095	Prbc.g_02113	Prap.g_00708
OG0000096	Prbc.g_01323	Prap.g_00010
OG0000097	Prbc.g_01400	Prap.g_00410
OG0000098	Prbc.g_00585	Prap.g_01928
OG0000099	Prbc.g_01229	Prap.g_00082
OG0000100	Prbc.g_00785	Prap.g_00200
OG0000101	Prbc.g_00284	Prap.g_01642
OG0000102	Prbc.g_00206	Prap.g_01575
OG0000103	Prbc.g_01053	Prap.g_01491
OG0000104	Prbc.g_01065	Prap.g_01869
OG0000105	Prbc.g_01167	Prap.g_01436
OG0000106	Prbc.g_00134, Prbc.g_00641	Prap.g_00591
OG0000107	Prbc.g_00934	Prap.g_01714
OG0000108	Prbc.g_01540	Prap.g_01287
OG0000109	Prbc.g_01553	Prap.g_01273
OG0000110	Prbc.g_01654	Prap.g_01194
OG0000111	Prbc.g_01781	Prap.g_00798
OG0000112	Prbc.g_02028	Prap.g_01121
OG0000113	Prbc.g_00153	Prap.g_00760
OG0000114	Prbc.g_01977	Prap.g_00858
OG0000115	Prbc.g_00801	Prap.g_00525
OG0000116	Prbc.g_01457	Prap.g_00467
OG0000117	Prbc.g_00102	Prap.g_00429
OG0000118	Prbc.g_00577	Prap.g_00574
OG0000119	Prbc.g_00650	Prap.g_00510, Prap.g_00218
OG0000120	Prbc.g_01753	Prap.g_00079
OG0000121	Prbc.g_00711	Prap.g_00123
OG0000122	Prbc.g_00750	Prap.g_00164
OG0000123	Prbc.g_00277	Prap.g_01635
OG0000124	Prbc.g_00193	Prap.g_01563
OG0000125	Prbc.g_00997	Prap.g_01528
OG0000126	Prbc.g_01063	Prap.g_01870
OG0000128	Prbc.g_01081	Prap.g_00043
OG0000129	Prbc.g_01122	Prap.g_00910
OG0000130	Prbc.g_00504	Prap.g_00881
OG0000131	Prbc.g_00426	Prap.g_01026
OG0000132	Prbc.g_00407	Prap.g_01006
OG0000133	Prbc.g_01214	Prap.g_01389
OG0000134	Prbc.g_01270	Prap.g_01347
OG0000135	Prbc.g_02198, Prbc.g_02183	Prap.g_00543
OG0000136	Prbc.g_01502	Prap.g_01325
OG0000137	Prbc.g_01534	Prap.g_01292
OG0000138	Prbc.g_01554	Prap.g_01272
OG0000139	Prbc.g_01616	Prap.g_01232
OG0000140	Prbc.g_01617	Prap.g_01231
OG0000141	Prbc.g_01684	Prap.g_01160
OG0000142	Prbc.g_01712	Prap.g_00392
OG0000143	Prbc.g_01716	Prap.g_00388
OG0000144	Prbc.g_01729	Prap.g_00374
OG0000145	Prbc.g_02142	Prap.g_00545
OG0000146	Prbc.g_02027	Prap.g_01122
OG0000147	Prbc.g_02026	Prap.g_01123
OG0000148	Prbc.g_01876	Prap.g_00766
OG0000149	Prbc.g_01908	Prap.g_00734
OG0000150	Prbc.g_01916	Prap.g_00724
OG0000151	Prbc.g_01988	Prap.g_00848
OG0000152	Prbc.g_02036	Prap.g_00257
OG0000153	Prbc.g_02054	Prap.g_00276
OG0000154	Prbc.g_02083	Prap.g_00296
OG0000155	Prbc.g_01424	Prap.g_00435
OG0000156	Prbc.g_00555	Prap.g_00550
OG0000157	Prbc.g_00556	Prap.g_00551
OG0000158	Prbc.g_00228	Prap.g_01598
OG0000160	Prbc.g_00710	Prap.g_00122
OG0000161	Prbc.g_00716	Prap.g_00128
OG0000162	Prbc.g_00722	Prap.g_00134
OG0000163	Prbc.g_00758	Prap.g_00173
OG0000164	Prbc.g_00854	Prap.g_01754
OG0000165	Prbc.g_00862	Prap.g_01747
OG0000166	Prbc.g_00321	Prap.g_01680
OG0000167	Prbc.g_00238	Prap.g_01608
OG0000168	Prbc.g_00227	Prap.g_01597
OG0000169	Prbc.g_00217	Prap.g_01587
OG0000170	Prbc.g_00215	Prap.g_01584
OG0000171	Prbc.g_00194	Prap.g_01564
OG0000172	Prbc.g_00967	Prap.g_01557
OG0000173	Prbc.g_00982	Prap.g_01542
OG0000174	Prbc.g_01013	Prap.g_01513
OG0000175	Prbc.g_01044	Prap.g_01500
OG0000176	Prbc.g_01074	Prap.g_00050
OG0000177	Prbc.g_01075	Prap.g_00049
OG0000178	Prbc.g_01076	Prap.g_00048
OG0000179	Prbc.g_01086	Prap.g_00939
OG0000180	Prbc.g_01087	Prap.g_00938
OG0000181	Prbc.g_01088	Prap.g_00937
OG0000182	Prbc.g_01089	Prap.g_00936
OG0000183	Prbc.g_01093	Prap.g_00932
OG0000184	Prbc.g_01124	Prap.g_00906
OG0000185	Prbc.g_01127	Prap.g_00903
OG0000186	Prbc.g_00509	Prap.g_00887
OG0000187	Prbc.g_00508	Prap.g_00886
OG0000188	Prbc.g_00491	Prap.g_01096
OG0000189	Prbc.g_00477	Prap.g_01082
OG0000190	Prbc.g_00476	Prap.g_01080
OG0000191	Prbc.g_00453	Prap.g_01057
OG0000192	Prbc.g_00449	Prap.g_01052
OG0000193	Prbc.g_00425	Prap.g_01025
OG0000194	Prbc.g_00422	Prap.g_01022
OG0000195	Prbc.g_00420	Prap.g_01020
OG0000196	Prbc.g_00410	Prap.g_01009
OG0000197	Prbc.g_00409	Prap.g_01008
OG0000198	Prbc.g_00408	Prap.g_01007
OG0000199	Prbc.g_00401	Prap.g_01000
OG0000200	Prbc.g_00388	Prap.g_00986
OG0000201	Prbc.g_00379	Prap.g_00977
OG0000202	Prbc.g_00378	Prap.g_00976
OG0000203	Prbc.g_00377	Prap.g_00975
OG0000204	Prbc.g_00376	Prap.g_00974
OG0000205	Prbc.g_00369	Prap.g_00967
OG0000206	Prbc.g_00365	Prap.g_00962
OG0000207	Prbc.g_00363	Prap.g_00959
OG0000208	Prbc.g_00362	Prap.g_00958
OG0000209	Prbc.g_00352	Prap.g_00949
OG0000210	Prbc.g_00351	Prap.g_00948
OG0000211	Prbc.g_00337	Prap.g_01479
OG0000212	Prbc.g_00329	Prap.g_01471
OG0000213	Prbc.g_01153	Prap.g_01453
OG0000214	Prbc.g_01161	Prap.g_01443
OG0000215	Prbc.g_01185	Prap.g_01416
OG0000216	Prbc.g_01186	Prap.g_01415
OG0000217	Prbc.g_01189	Prap.g_01412
OG0000218	Prbc.g_01191	Prap.g_01410
OG0000219	Prbc.g_01192	Prap.g_01409
OG0000220	Prbc.g_01193	Prap.g_01408
OG0000221	Prbc.g_01194	Prap.g_01407
OG0000222	Prbc.g_01202	Prap.g_01400
OG0000223	Prbc.g_01215	Prap.g_01388
OG0000224	Prbc.g_01217	Prap.g_01386
OG0000225	Prbc.g_01257	Prap.g_01360
OG0000226	Prbc.g_01261	Prap.g_01356
OG0000227	Prbc.g_01263	Prap.g_01354
OG0000228	Prbc.g_01267	Prap.g_01350
OG0000229	Prbc.g_01497	Prap.g_01330
OG0000230	Prbc.g_01499	Prap.g_01328
OG0000231	Prbc.g_01510	Prap.g_01317
OG0000232	Prbc.g_01518	Prap.g_01306
OG0000233	Prbc.g_01526	Prap.g_01300
OG0000234	Prbc.g_01535	Prap.g_01291
OG0000235	Prbc.g_01539	Prap.g_01288
OG0000236	Prbc.g_01552	Prap.g_01274
OG0000237	Prbc.g_01586	Prap.g_01261
OG0000238	Prbc.g_01592	Prap.g_01255
OG0000239	Prbc.g_01604	Prap.g_01244
OG0000240	Prbc.g_01605	Prap.g_01243
OG0000241	Prbc.g_01609	Prap.g_01239
OG0000242	Prbc.g_01611	Prap.g_01237
OG0000243	Prbc.g_01622	Prap.g_01226
OG0000244	Prbc.g_01626	Prap.g_01223
OG0000245	Prbc.g_01628	Prap.g_01221
OG0000246	Prbc.g_01632	Prap.g_01217
OG0000247	Prbc.g_01642	Prap.g_01207
OG0000248	Prbc.g_01644	Prap.g_01204
OG0000249	Prbc.g_01646	Prap.g_01202
OG0000250	Prbc.g_01651	Prap.g_01197
OG0000251	Prbc.g_01667	Prap.g_01177
OG0000252	Prbc.g_01669	Prap.g_01174
OG0000253	Prbc.g_01671	Prap.g_01173
OG0000254	Prbc.g_01688	Prap.g_01156
OG0000255	Prbc.g_01694	Prap.g_01150
OG0000256	Prbc.g_01704	Prap.g_01140
OG0000257	Prbc.g_01707	Prap.g_00397
OG0000258	Prbc.g_01720	Prap.g_00383
OG0000259	Prbc.g_01737	Prap.g_00366
OG0000260	Prbc.g_01740	Prap.g_00363
OG0000261	Prbc.g_01743	Prap.g_00360
OG0000262	Prbc.g_01748	Prap.g_00356
OG0000263	Prbc.g_01762	Prap.g_00820
OG0000264	Prbc.g_01773	Prap.g_00809
OG0000265	Prbc.g_01787	Prap.g_00791
OG0000266	Prbc.g_01797	Prap.g_00337
OG0000267	Prbc.g_01810	Prap.g_00325
OG0000268	Prbc.g_01811	Prap.g_00324
OG0000269	Prbc.g_01853	Prap.g_00788
OG0000270	Prbc.g_01856	Prap.g_00785
OG0000271	Prbc.g_01864	Prap.g_00777
OG0000272	Prbc.g_01865	Prap.g_00776
OG0000273	Prbc.g_01890	Prap.g_00752
OG0000274	Prbc.g_01891	Prap.g_00751
OG0000275	Prbc.g_01893	Prap.g_00748
OG0000276	Prbc.g_01899	Prap.g_00742
OG0000277	Prbc.g_01900	Prap.g_00741
OG0000278	Prbc.g_01904	Prap.g_00738
OG0000279	Prbc.g_01911	Prap.g_00731
OG0000280	Prbc.g_00068	Prap.g_00730
OG0000281	Prbc.g_01917	Prap.g_00723
OG0000282	Prbc.g_01979	Prap.g_00856
OG0000283	Prbc.g_02010	Prap.g_00680
OG0000284	Prbc.g_02015	Prap.g_00675
OG0000285	Prbc.g_02020	Prap.g_00243
OG0000286	Prbc.g_02035	Prap.g_00256
OG0000287	Prbc.g_02190	Prap.g_00522
OG0000288	Prbc.g_02082	Prap.g_00295
OG0000289	Prbc.g_02094	Prap.g_00311
OG0000290	Prbc.g_02110	Prap.g_00705
OG0000291	Prbc.g_02112	Prap.g_00707
OG0000292	Prbc.g_00173	Prap.g_00501
OG0000293	Prbc.g_01456	Prap.g_00466
OG0000294	Prbc.g_01455	Prap.g_00465
OG0000295	Prbc.g_01431	Prap.g_00442
OG0000296	Prbc.g_01429	Prap.g_00440
OG0000297	Prbc.g_01421	Prap.g_00431
OG0000298	Prbc.g_01420	Prap.g_00430
OG0000299	Prbc.g_01401	Prap.g_00411
OG0000300	Prbc.g_01398	Prap.g_00408
OG0000301	Prbc.g_01397	Prap.g_00407
OG0000302	Prbc.g_01395	Prap.g_00405
OG0000303	Prbc.g_01390	Prap.g_00399
OG0000304	Prbc.g_01387	Prap.g_01135
OG0000305	Prbc.g_00810	Prap.g_00499
OG0000306	Prbc.g_01921	Prap.g_00719
OG0000307	Prbc.g_00666	Prap.g_00068
OG0000308	Prbc.g_00667	Prap.g_00069
OG0000309	Prbc.g_00671	Prap.g_00073
OG0000310	Prbc.g_00693	Prap.g_00107
OG0000311	Prbc.g_00695	Prap.g_00109
OG0000312	Prbc.g_00698	Prap.g_00112
OG0000313	Prbc.g_00713	Prap.g_00125
OG0000314	Prbc.g_00734	Prap.g_00148
OG0000315	Prbc.g_00744	Prap.g_00158
OG0000316	Prbc.g_00768	Prap.g_00183
OG0000317	Prbc.g_00830	Prap.g_01782
OG0000318	Prbc.g_00833	Prap.g_01778
OG0000319	Prbc.g_00844	Prap.g_01765
OG0000320	Prbc.g_00846	Prap.g_01763
OG0000321	Prbc.g_00847	Prap.g_01762
OG0000322	Prbc.g_00848	Prap.g_01761
OG0000323	Prbc.g_00857	Prap.g_01751
OG0000324	Prbc.g_00884	Prap.g_01724
OG0000325	Prbc.g_00935	Prap.g_01713
OG0000326	Prbc.g_00941	Prap.g_01706
OG0000327	Prbc.g_00326	Prap.g_01685
OG0000328	Prbc.g_00325	Prap.g_01684
OG0000329	Prbc.g_00308	Prap.g_01667
OG0000330	Prbc.g_00307	Prap.g_01666
OG0000331	Prbc.g_00306	Prap.g_01665
OG0000332	Prbc.g_00292	Prap.g_01651
OG0000333	Prbc.g_00290	Prap.g_01648, Prap.g_01649
OG0000334	Prbc.g_00281	Prap.g_01639
OG0000335	Prbc.g_00276	Prap.g_01634
OG0000336	Prbc.g_00272	Prap.g_01630
OG0000337	Prbc.g_00241	Prap.g_01612
OG0000338	Prbc.g_00240	Prap.g_01611
OG0000339	Prbc.g_00235	Prap.g_01605
OG0000340	Prbc.g_00226	Prap.g_01596
OG0000341	Prbc.g_00224	Prap.g_01594
OG0000342	Prbc.g_00223	Prap.g_01593
OG0000343	Prbc.g_00222	Prap.g_01592
OG0000344	Prbc.g_00219	Prap.g_01589
OG0000345	Prbc.g_00214	Prap.g_01583
OG0000346	Prbc.g_00210	Prap.g_01579
OG0000347	Prbc.g_00190	Prap.g_01562
OG0000348	Prbc.g_00970	Prap.g_01554
OG0000349	Prbc.g_00988	Prap.g_01537
OG0000350	Prbc.g_01009	Prap.g_00623
OG0000351	Prbc.g_01047	Prap.g_01497
OG0000352	Prbc.g_01048	Prap.g_01496
OG0000353	Prbc.g_01068	Prap.g_00055
OG0000355	Prbc.g_01071	Prap.g_00053
OG0000356	Prbc.g_01072	Prap.g_00052
OG0000357	Prbc.g_01073	Prap.g_00051
OG0000358	Prbc.g_01077	Prap.g_00047
OG0000359	Prbc.g_01078	Prap.g_00046
OG0000360	Prbc.g_01079	Prap.g_00045
OG0000361	Prbc.g_01080	Prap.g_00044
OG0000362	Prbc.g_01082	Prap.g_00042
OG0000363	Prbc.g_01084	Prap.g_00941
OG0000364	Prbc.g_01085	Prap.g_00940
OG0000365	Prbc.g_01090	Prap.g_00935
OG0000366	Prbc.g_01091	Prap.g_00934
OG0000367	Prbc.g_01092	Prap.g_00933
OG0000368	Prbc.g_01094	Prap.g_00931
OG0000369	Prbc.g_01095	Prap.g_00930
OG0000370	Prbc.g_01096	Prap.g_00929
OG0000371	Prbc.g_01102	Prap.g_00922
OG0000372	Prbc.g_01104	Prap.g_00919
OG0000373	Prbc.g_01105	Prap.g_00918
OG0000374	Prbc.g_01106	Prap.g_00917
OG0000375	Prbc.g_01118	Prap.g_00915
OG0000376	Prbc.g_01120	Prap.g_00913
OG0000377	Prbc.g_01123	Prap.g_00909
OG0000378	Prbc.g_01125	Prap.g_00905
OG0000379	Prbc.g_01128	Prap.g_00902
OG0000380	Prbc.g_00507	Prap.g_00885
OG0000381	Prbc.g_00503	Prap.g_00880
OG0000382	Prbc.g_00492	Prap.g_01097
OG0000383	Prbc.g_00490	Prap.g_01095
OG0000384	Prbc.g_00489	Prap.g_01094
OG0000385	Prbc.g_00488	Prap.g_01093
OG0000386	Prbc.g_00487	Prap.g_01092
OG0000387	Prbc.g_00474	Prap.g_01078
OG0000388	Prbc.g_00470	Prap.g_01074
OG0000389	Prbc.g_00467	Prap.g_01071
OG0000390	Prbc.g_00458	Prap.g_01061
OG0000391	Prbc.g_00454	Prap.g_01058
OG0000392	Prbc.g_00451	Prap.g_01054
OG0000393	Prbc.g_00448	Prap.g_01051
OG0000394	Prbc.g_00447	Prap.g_01050
OG0000395	Prbc.g_00446	Prap.g_01049
OG0000396	Prbc.g_00443	Prap.g_01047
OG0000397	Prbc.g_00441	Prap.g_01045
OG0000398	Prbc.g_00438	Prap.g_01042
OG0000399	Prbc.g_00437	Prap.g_01041
OG0000400	Prbc.g_00436	Prap.g_01040
OG0000401	Prbc.g_00435	Prap.g_01039
OG0000402	Prbc.g_02145	Prap.g_00319
OG0000403	Prbc.g_00434	Prap.g_01037
OG0000404	Prbc.g_00433	Prap.g_01036
OG0000405	Prbc.g_00428	Prap.g_01032
OG0000406	Prbc.g_00424	Prap.g_01024
OG0000407	Prbc.g_00423	Prap.g_01023
OG0000408	Prbc.g_00421	Prap.g_01021
OG0000409	Prbc.g_00419	Prap.g_01019
OG0000410	Prbc.g_00418	Prap.g_01018
OG0000411	Prbc.g_00417	Prap.g_01017
OG0000412	Prbc.g_00416	Prap.g_01016
OG0000413	Prbc.g_00415	Prap.g_01014
OG0000414	Prbc.g_00414	Prap.g_01013
OG0000415	Prbc.g_00413	Prap.g_01012
OG0000416	Prbc.g_00412	Prap.g_01011
OG0000417	Prbc.g_00411	Prap.g_01010
OG0000418	Prbc.g_00406	Prap.g_01005
OG0000419	Prbc.g_00404	Prap.g_01003
OG0000420	Prbc.g_00403	Prap.g_01002
OG0000421	Prbc.g_00399	Prap.g_00997
OG0000422	Prbc.g_00398	Prap.g_00996
OG0000423	Prbc.g_00397	Prap.g_00995
OG0000424	Prbc.g_00396	Prap.g_00994
OG0000425	Prbc.g_00395	Prap.g_00993
OG0000426	Prbc.g_00394	Prap.g_00992
OG0000427	Prbc.g_00393	Prap.g_00991
OG0000428	Prbc.g_00391	Prap.g_00989
OG0000429	Prbc.g_00390	Prap.g_00988
OG0000430	Prbc.g_00389	Prap.g_00987
OG0000431	Prbc.g_00387	Prap.g_00985
OG0000432	Prbc.g_00383	Prap.g_00981
OG0000433	Prbc.g_00382	Prap.g_00980
OG0000434	Prbc.g_00381	Prap.g_00979
OG0000435	Prbc.g_00380	Prap.g_00978
OG0000436	Prbc.g_00375	Prap.g_00973
OG0000437	Prbc.g_00374	Prap.g_00972
OG0000438	Prbc.g_00373	Prap.g_00971
OG0000439	Prbc.g_00371	Prap.g_00969
OG0000440	Prbc.g_00370	Prap.g_00968
OG0000441	Prbc.g_00368	Prap.g_00965
OG0000442	Prbc.g_00367	Prap.g_00964
OG0000443	Prbc.g_00366	Prap.g_00963
OG0000444	Prbc.g_00361	Prap.g_00957
OG0000445	Prbc.g_00360	Prap.g_00956
OG0000446	Prbc.g_00358	Prap.g_00955
OG0000447	Prbc.g_00357	Prap.g_00954
OG0000448	Prbc.g_00356	Prap.g_00953
OG0000449	Prbc.g_00355	Prap.g_00952
OG0000450	Prbc.g_00354	Prap.g_00951
OG0000451	Prbc.g_00353	Prap.g_00950
OG0000452	Prbc.g_00350	Prap.g_00947
OG0000453	Prbc.g_00349	Prap.g_00946
OG0000454	Prbc.g_00348	Prap.g_00945
OG0000455	Prbc.g_00347	Prap.g_00944
OG0000456	Prbc.g_00346	Prap.g_00943
OG0000457	Prbc.g_00345	Prap.g_01487
OG0000458	Prbc.g_00344	Prap.g_01486
OG0000459	Prbc.g_00343	Prap.g_01485
OG0000460	Prbc.g_00335	Prap.g_01477
OG0000461	Prbc.g_01140	Prap.g_01469
OG0000462	Prbc.g_01142	Prap.g_01467
OG0000463	Prbc.g_01143	Prap.g_01466
OG0000464	Prbc.g_01144	Prap.g_01465
OG0000465	Prbc.g_01145	Prap.g_01464
OG0000466	Prbc.g_01146	Prap.g_01461
OG0000467	Prbc.g_01147	Prap.g_01460
OG0000468	Prbc.g_01149	Prap.g_01457
OG0000469	Prbc.g_01156	Prap.g_01449
OG0000470	Prbc.g_01158	Prap.g_01447
OG0000471	Prbc.g_01159	Prap.g_01446
OG0000472	Prbc.g_01160	Prap.g_01444
OG0000473	Prbc.g_01162	Prap.g_01442
OG0000474	Prbc.g_01163	Prap.g_01441
OG0000475	Prbc.g_01164	Prap.g_01440
OG0000476	Prbc.g_01166	Prap.g_01438
OG0000477	Prbc.g_01168	Prap.g_01435
OG0000478	Prbc.g_01169	Prap.g_01434
OG0000479	Prbc.g_01170	Prap.g_01433
OG0000480	Prbc.g_01175	Prap.g_01428
OG0000481	Prbc.g_01177	Prap.g_01425
OG0000482	Prbc.g_01178	Prap.g_01424
OG0000483	Prbc.g_01181	Prap.g_01421
OG0000484	Prbc.g_01182	Prap.g_01420
OG0000485	Prbc.g_01183	Prap.g_01418
OG0000486	Prbc.g_01184	Prap.g_01417
OG0000487	Prbc.g_01187	Prap.g_01414
OG0000488	Prbc.g_01190	Prap.g_01411
OG0000489	Prbc.g_01195	Prap.g_01406
OG0000490	Prbc.g_01200	Prap.g_01402
OG0000491	Prbc.g_01201	Prap.g_01401
OG0000492	Prbc.g_01203	Prap.g_01399
OG0000493	Prbc.g_01204	Prap.g_01398
OG0000494	Prbc.g_01205	Prap.g_01397
OG0000495	Prbc.g_01206	Prap.g_01396
OG0000496	Prbc.g_01207	Prap.g_01395
OG0000497	Prbc.g_01208	Prap.g_01394
OG0000498	Prbc.g_01209	Prap.g_01393
OG0000499	Prbc.g_01210	Prap.g_01392
OG0000500	Prbc.g_01211	Prap.g_01391
OG0000501	Prbc.g_01213	Prap.g_01390
OG0000502	Prbc.g_01216	Prap.g_01387
OG0000503	Prbc.g_01246	Prap.g_01372
OG0000504	Prbc.g_01248	Prap.g_01370
OG0000505	Prbc.g_01249	Prap.g_01369
OG0000506	Prbc.g_01250	Prap.g_01368
OG0000507	Prbc.g_01253	Prap.g_01365
OG0000508	Prbc.g_01256	Prap.g_01361
OG0000509	Prbc.g_01258	Prap.g_01359
OG0000510	Prbc.g_01259	Prap.g_01358
OG0000511	Prbc.g_01260	Prap.g_01357
OG0000512	Prbc.g_01262	Prap.g_01355
OG0000513	Prbc.g_01271	Prap.g_01346
OG0000514	Prbc.g_01492	Prap.g_01335
OG0000515	Prbc.g_01493	Prap.g_01334
OG0000516	Prbc.g_01494	Prap.g_01333
OG0000517	Prbc.g_01496	Prap.g_01331
OG0000518	Prbc.g_01507	Prap.g_01320
OG0000519	Prbc.g_01508	Prap.g_01319
OG0000520	Prbc.g_01509	Prap.g_01318
OG0000521	Prbc.g_01514	Prap.g_01310
OG0000522	Prbc.g_01516	Prap.g_01308
OG0000523	Prbc.g_01517	Prap.g_01307
OG0000524	Prbc.g_01524	Prap.g_01302
OG0000525	Prbc.g_01528	Prap.g_01298
OG0000526	Prbc.g_01529	Prap.g_01297
OG0000527	Prbc.g_01532	Prap.g_01294
OG0000528	Prbc.g_01538	Prap.g_01289
OG0000529	Prbc.g_01541	Prap.g_01286
OG0000530	Prbc.g_01544	Prap.g_01283
OG0000531	Prbc.g_01545	Prap.g_01282
OG0000532	Prbc.g_01546	Prap.g_01280
OG0000533	Prbc.g_01547	Prap.g_01279
OG0000534	Prbc.g_01548	Prap.g_01278
OG0000535	Prbc.g_01549	Prap.g_01277
OG0000536	Prbc.g_01550	Prap.g_01276
OG0000537	Prbc.g_01551	Prap.g_01275
OG0000538	Prbc.g_01580	Prap.g_01266
OG0000539	Prbc.g_01581	Prap.g_01265
OG0000540	Prbc.g_01582	Prap.g_01264
OG0000541	Prbc.g_01583	Prap.g_01263
OG0000542	Prbc.g_01585	Prap.g_01262
