Orthogroup	Prbc	Prbn
OG0000105	Prbc.g_01167	Prbn.g_00041
OG0000106	Prbc.g_00134, Prbc.g_00641	Prbn.g_00829
OG0000107	Prbc.g_00934	Prbn.g_01810
OG0000108	Prbc.g_01540	Prbn.g_00634
OG0000109	Prbc.g_01553	Prbn.g_00620
OG0000110	Prbc.g_01654	Prbn.g_00541
OG0000111	Prbc.g_01781	Prbn.g_01561
OG0000112	Prbc.g_02028	Prbn.g_00468
OG0000113	Prbc.g_00153	Prbn.g_01523
OG0000114	Prbc.g_01977	Prbn.g_01621
OG0000115	Prbc.g_00801	Prbn.g_01120
OG0000116	Prbc.g_01457	Prbn.g_01178
OG0000117	Prbc.g_00102	Prbn.g_00389
OG0000118	Prbc.g_00577	Prbn.g_01071
OG0000119	Prbc.g_00650	Prbn.g_01135, Prbn.g_00885
OG0000120	Prbc.g_01753	Prbn.g_00170
OG0000121	Prbc.g_00711	Prbn.g_00214
OG0000122	Prbc.g_00750	Prbn.g_00255
OG0000123	Prbc.g_00277	Prbn.g_01888
OG0000124	Prbc.g_00193	Prbn.g_00979
OG0000125	Prbc.g_00997	Prbn.g_00944
OG0000126	Prbc.g_01063	Prbn.g_00295
OG0000128	Prbc.g_01081	Prbn.g_00002, Prbn.g_00003
OG0000129	Prbc.g_01122	Prbn.g_00737
OG0000130	Prbc.g_00504	Prbn.g_00708
OG0000131	Prbc.g_00426	Prbn.g_01269
OG0000132	Prbc.g_00407	Prbn.g_01249
OG0000133	Prbc.g_01214	Prbn.g_00088
OG0000134	Prbc.g_01270	Prbn.g_00694
OG0000135	Prbc.g_02198, Prbc.g_02183	Prbn.g_01102
OG0000136	Prbc.g_01502	Prbn.g_00672
OG0000137	Prbc.g_01534	Prbn.g_00639
OG0000138	Prbc.g_01554	Prbn.g_00619
OG0000139	Prbc.g_01616	Prbn.g_00579
OG0000140	Prbc.g_01617	Prbn.g_00578
OG0000141	Prbc.g_01684	Prbn.g_00507
OG0000142	Prbc.g_01712	Prbn.g_00426
OG0000143	Prbc.g_01716	Prbn.g_00430
OG0000144	Prbc.g_01729	Prbn.g_00444
OG0000145	Prbc.g_02142	Prbn.g_01100
OG0000146	Prbc.g_02027	Prbn.g_00469
OG0000147	Prbc.g_02026	Prbn.g_00470
OG0000148	Prbc.g_01876	Prbn.g_01529
OG0000149	Prbc.g_01908	Prbn.g_01497
OG0000150	Prbc.g_01916	Prbn.g_01487
OG0000151	Prbc.g_01988	Prbn.g_01611
OG0000152	Prbc.g_02036	Prbn.g_01418
OG0000153	Prbc.g_02054	Prbn.g_01399
OG0000154	Prbc.g_02083	Prbn.g_01379
OG0000155	Prbc.g_01424	Prbn.g_01210
OG0000156	Prbc.g_00555	Prbn.g_01095
OG0000157	Prbc.g_00556	Prbn.g_01094
OG0000158	Prbc.g_00228	Prbn.g_01014
OG0000160	Prbc.g_00710	Prbn.g_00213
OG0000161	Prbc.g_00716	Prbn.g_00219
OG0000162	Prbc.g_00722	Prbn.g_00225
OG0000163	Prbc.g_00758	Prbn.g_00264
OG0000164	Prbc.g_00854	Prbn.g_01770
OG0000165	Prbc.g_00862	Prbn.g_01777
OG0000166	Prbc.g_00321	Prbn.g_01844
OG0000167	Prbc.g_00238	Prbn.g_01915
OG0000168	Prbc.g_00227	Prbn.g_01013
OG0000169	Prbc.g_00217	Prbn.g_01003
OG0000170	Prbc.g_00215	Prbn.g_01000
OG0000171	Prbc.g_00194	Prbn.g_00980
OG0000172	Prbc.g_00967	Prbn.g_00973
OG0000173	Prbc.g_00982	Prbn.g_00958
OG0000174	Prbc.g_01013	Prbn.g_00929
OG0000175	Prbc.g_01044	Prbn.g_00916
OG0000176	Prbc.g_01074	Prbn.g_00010
OG0000177	Prbc.g_01075	Prbn.g_00009
OG0000178	Prbc.g_01076	Prbn.g_00008
OG0000179	Prbc.g_01086	Prbn.g_00766
OG0000180	Prbc.g_01087	Prbn.g_00765
OG0000181	Prbc.g_01088	Prbn.g_00764
OG0000182	Prbc.g_01089	Prbn.g_00763
OG0000183	Prbc.g_01093	Prbn.g_00759
OG0000184	Prbc.g_01124	Prbn.g_00733
OG0000185	Prbc.g_01127	Prbn.g_00730
OG0000186	Prbc.g_00509	Prbn.g_00714
OG0000187	Prbc.g_00508	Prbn.g_00713
OG0000188	Prbc.g_00491	Prbn.g_01339
OG0000189	Prbc.g_00477	Prbn.g_01325
OG0000190	Prbc.g_00476	Prbn.g_01323
OG0000191	Prbc.g_00453	Prbn.g_01300
OG0000192	Prbc.g_00449	Prbn.g_01295
OG0000193	Prbc.g_00425	Prbn.g_01268
OG0000194	Prbc.g_00422	Prbn.g_01265
OG0000195	Prbc.g_00420	Prbn.g_01263
OG0000196	Prbc.g_00410	Prbn.g_01252
OG0000197	Prbc.g_00409	Prbn.g_01251
OG0000198	Prbc.g_00408	Prbn.g_01250
OG0000199	Prbc.g_00401	Prbn.g_01243, Prbn.g_00384
OG0000200	Prbc.g_00388	Prbn.g_00370
OG0000201	Prbc.g_00379	Prbn.g_00361
OG0000202	Prbc.g_00378	Prbn.g_00360
OG0000203	Prbc.g_00377	Prbn.g_00359
OG0000204	Prbc.g_00376	Prbn.g_00358
OG0000205	Prbc.g_00369	Prbn.g_00351
OG0000206	Prbc.g_00365	Prbn.g_00346
OG0000207	Prbc.g_00363	Prbn.g_00343
OG0000208	Prbc.g_00362	Prbn.g_00342
OG0000209	Prbc.g_00352	Prbn.g_00333
OG0000210	Prbc.g_00351	Prbn.g_00332
OG0000211	Prbc.g_00337	Prbn.g_00317
OG0000212	Prbc.g_00329	Prbn.g_00309
OG0000213	Prbc.g_01153	Prbn.g_00024
OG0000214	Prbc.g_01161	Prbn.g_00034
OG0000215	Prbc.g_01185	Prbn.g_00061
OG0000216	Prbc.g_01186	Prbn.g_00062
OG0000217	Prbc.g_01189	Prbn.g_00065
OG0000218	Prbc.g_01191	Prbn.g_00067
OG0000219	Prbc.g_01192	Prbn.g_00068
OG0000220	Prbc.g_01193	Prbn.g_00069
OG0000221	Prbc.g_01194	Prbn.g_00070
OG0000222	Prbc.g_01202	Prbn.g_00077
OG0000223	Prbc.g_01215	Prbn.g_00089
OG0000224	Prbc.g_01217	Prbn.g_00091
OG0000225	Prbc.g_01257	Prbn.g_00117
OG0000226	Prbc.g_01261	Prbn.g_00121
OG0000227	Prbc.g_01263	Prbn.g_00123
OG0000228	Prbc.g_01267	Prbn.g_00697
OG0000229	Prbc.g_01497	Prbn.g_00677
OG0000230	Prbc.g_01499	Prbn.g_00675
OG0000231	Prbc.g_01510	Prbn.g_00664
OG0000232	Prbc.g_01518	Prbn.g_00653
OG0000233	Prbc.g_01526	Prbn.g_00647
OG0000234	Prbc.g_01535	Prbn.g_00638
OG0000235	Prbc.g_01539	Prbn.g_00635
OG0000236	Prbc.g_01552	Prbn.g_00621
OG0000237	Prbc.g_01586	Prbn.g_00608
OG0000238	Prbc.g_01592	Prbn.g_00602
OG0000239	Prbc.g_01604	Prbn.g_00591
OG0000240	Prbc.g_01605	Prbn.g_00590
OG0000241	Prbc.g_01609	Prbn.g_00586
OG0000242	Prbc.g_01611	Prbn.g_00584
OG0000243	Prbc.g_01622	Prbn.g_00573
OG0000244	Prbc.g_01626	Prbn.g_00570
OG0000245	Prbc.g_01628	Prbn.g_00568
OG0000246	Prbc.g_01632	Prbn.g_00564
OG0000247	Prbc.g_01642	Prbn.g_00554
OG0000248	Prbc.g_01644	Prbn.g_00551
OG0000249	Prbc.g_01646	Prbn.g_00549
OG0000250	Prbc.g_01651	Prbn.g_00544
OG0000251	Prbc.g_01667	Prbn.g_00524
OG0000252	Prbc.g_01669	Prbn.g_00521
OG0000253	Prbc.g_01671	Prbn.g_00520
OG0000254	Prbc.g_01688	Prbn.g_00503
OG0000255	Prbc.g_01694	Prbn.g_00497
OG0000256	Prbc.g_01704	Prbn.g_00487
OG0000257	Prbc.g_01707	Prbn.g_00421
OG0000258	Prbc.g_01720	Prbn.g_00435
OG0000259	Prbc.g_01737	Prbn.g_00835
OG0000260	Prbc.g_01740	Prbn.g_00838
OG0000261	Prbc.g_01743	Prbn.g_00841
OG0000262	Prbc.g_01748	Prbn.g_00845
OG0000263	Prbc.g_01762	Prbn.g_01583
OG0000264	Prbc.g_01773	Prbn.g_01572
OG0000265	Prbc.g_01787	Prbn.g_01554
OG0000266	Prbc.g_01797	Prbn.g_00864
OG0000267	Prbc.g_01810	Prbn.g_01350
OG0000268	Prbc.g_01811	Prbn.g_01351
OG0000269	Prbc.g_01853	Prbn.g_01551
OG0000270	Prbc.g_01856	Prbn.g_01548
OG0000271	Prbc.g_01864	Prbn.g_01540
OG0000272	Prbc.g_01865	Prbn.g_01539
OG0000273	Prbc.g_01890	Prbn.g_01515
OG0000274	Prbc.g_01891	Prbn.g_01514
OG0000275	Prbc.g_01893	Prbn.g_01511
OG0000276	Prbc.g_01899	Prbn.g_01505
OG0000277	Prbc.g_01900	Prbn.g_01504
OG0000278	Prbc.g_01904	Prbn.g_01501
OG0000279	Prbc.g_01911	Prbn.g_01494
OG0000280	Prbc.g_00068	Prbn.g_01493
OG0000281	Prbc.g_01917	Prbn.g_01486
OG0000282	Prbc.g_01979	Prbn.g_01619
OG0000283	Prbc.g_02010	Prbn.g_01442
OG0000284	Prbc.g_02015	Prbn.g_01437
OG0000285	Prbc.g_02020	Prbn.g_01432
OG0000286	Prbc.g_02035	Prbn.g_01419
OG0000287	Prbc.g_02190	Prbn.g_01123
OG0000288	Prbc.g_02082	Prbn.g_01380
OG0000289	Prbc.g_02094	Prbn.g_01364
OG0000290	Prbc.g_02110	Prbn.g_01468
OG0000291	Prbc.g_02112	Prbn.g_01470
OG0000292	Prbc.g_00173	Prbn.g_01144
OG0000293	Prbc.g_01456	Prbn.g_01179
OG0000294	Prbc.g_01455	Prbn.g_01180
OG0000295	Prbc.g_01431	Prbn.g_01203
OG0000296	Prbc.g_01429	Prbn.g_01205
OG0000297	Prbc.g_01421	Prbn.g_00387
OG0000298	Prbc.g_01420	Prbn.g_00388
OG0000299	Prbc.g_01401	Prbn.g_00407
OG0000300	Prbc.g_01398	Prbn.g_00410
OG0000301	Prbc.g_01397	Prbn.g_00411
OG0000302	Prbc.g_01395	Prbn.g_00413
OG0000303	Prbc.g_01390	Prbn.g_00419
OG0000304	Prbc.g_01387	Prbn.g_00482
OG0000305	Prbc.g_00810	Prbn.g_01146
OG0000306	Prbc.g_01921	Prbn.g_01482
OG0000307	Prbc.g_00666	Prbn.g_00159
OG0000308	Prbc.g_00667	Prbn.g_00160
OG0000309	Prbc.g_00671	Prbn.g_00164
OG0000310	Prbc.g_00693	Prbn.g_00198
OG0000311	Prbc.g_00695	Prbn.g_00200
OG0000312	Prbc.g_00698	Prbn.g_00203
OG0000313	Prbc.g_00713	Prbn.g_00216
OG0000314	Prbc.g_00734	Prbn.g_00239
OG0000315	Prbc.g_00744	Prbn.g_00249
OG0000316	Prbc.g_00768	Prbn.g_00274
OG0000317	Prbc.g_00830	Prbn.g_01742
OG0000318	Prbc.g_00833	Prbn.g_01746
OG0000319	Prbc.g_00844	Prbn.g_01759
OG0000320	Prbc.g_00846	Prbn.g_01761
OG0000321	Prbc.g_00847	Prbn.g_01762
OG0000322	Prbc.g_00848	Prbn.g_01763
OG0000323	Prbc.g_00857	Prbn.g_01773
OG0000324	Prbc.g_00884	Prbn.g_01800
OG0000325	Prbc.g_00935	Prbn.g_01811
OG0000326	Prbc.g_00941	Prbn.g_01818
OG0000327	Prbc.g_00326	Prbn.g_01839
OG0000328	Prbc.g_00325	Prbn.g_01840
OG0000329	Prbc.g_00308	Prbn.g_01857
OG0000330	Prbc.g_00307	Prbn.g_01858
OG0000331	Prbc.g_00306	Prbn.g_01859
OG0000332	Prbc.g_00292	Prbn.g_01873
OG0000333	Prbc.g_00290	Prbn.g_01875
OG0000334	Prbc.g_00281	Prbn.g_01884
OG0000335	Prbc.g_00276	Prbn.g_01889
OG0000336	Prbc.g_00272	Prbn.g_01893
OG0000337	Prbc.g_00241	Prbn.g_01911
OG0000338	Prbc.g_00240	Prbn.g_01912
OG0000339	Prbc.g_00235	Prbn.g_01918
OG0000340	Prbc.g_00226	Prbn.g_01012
OG0000341	Prbc.g_00224	Prbn.g_01010
OG0000342	Prbc.g_00223	Prbn.g_01009
OG0000343	Prbc.g_00222	Prbn.g_01008
OG0000344	Prbc.g_00219	Prbn.g_01005
OG0000345	Prbc.g_00214	Prbn.g_00999
OG0000346	Prbc.g_00210	Prbn.g_00995
OG0000347	Prbc.g_00190	Prbn.g_00978
OG0000348	Prbc.g_00970	Prbn.g_00970
OG0000349	Prbc.g_00988	Prbn.g_00953
OG0000350	Prbc.g_01009	Prbn.g_00798
OG0000351	Prbc.g_01047	Prbn.g_00913
OG0000352	Prbc.g_01048	Prbn.g_00912
OG0000353	Prbc.g_01068	Prbn.g_00299
OG0000355	Prbc.g_01071	Prbn.g_00301
OG0000356	Prbc.g_01072	Prbn.g_00302
OG0000357	Prbc.g_01073	Prbn.g_00011
OG0000358	Prbc.g_01077	Prbn.g_00007
OG0000359	Prbc.g_01078	Prbn.g_00006
OG0000360	Prbc.g_01079	Prbn.g_00005
OG0000361	Prbc.g_01080	Prbn.g_00004
OG0000362	Prbc.g_01082	Prbn.g_00001
OG0000363	Prbc.g_01084	Prbn.g_00768
OG0000364	Prbc.g_01085	Prbn.g_00767
OG0000365	Prbc.g_01090	Prbn.g_00762
OG0000366	Prbc.g_01091	Prbn.g_00761
OG0000367	Prbc.g_01092	Prbn.g_00760
OG0000368	Prbc.g_01094	Prbn.g_00758
OG0000369	Prbc.g_01095	Prbn.g_00757
OG0000370	Prbc.g_01096	Prbn.g_00756
OG0000371	Prbc.g_01102	Prbn.g_00749
OG0000372	Prbc.g_01104	Prbn.g_00746
OG0000373	Prbc.g_01105	Prbn.g_00745
OG0000374	Prbc.g_01106	Prbn.g_00744
OG0000375	Prbc.g_01118	Prbn.g_00742
OG0000376	Prbc.g_01120	Prbn.g_00740
OG0000377	Prbc.g_01123	Prbn.g_00736
OG0000378	Prbc.g_01125	Prbn.g_00732
OG0000379	Prbc.g_01128	Prbn.g_00729
OG0000380	Prbc.g_00507	Prbn.g_00712
OG0000381	Prbc.g_00503	Prbn.g_00707
OG0000382	Prbc.g_00492	Prbn.g_01340
OG0000383	Prbc.g_00490	Prbn.g_01338
OG0000384	Prbc.g_00489	Prbn.g_01337
OG0000385	Prbc.g_00488	Prbn.g_01336
OG0000386	Prbc.g_00487	Prbn.g_01335
OG0000387	Prbc.g_00474	Prbn.g_01321
OG0000388	Prbc.g_00470	Prbn.g_01317
OG0000389	Prbc.g_00467	Prbn.g_01314
OG0000390	Prbc.g_00458	Prbn.g_01304
OG0000391	Prbc.g_00454	Prbn.g_01301
OG0000392	Prbc.g_00451	Prbn.g_01297
OG0000393	Prbc.g_00448	Prbn.g_01294
OG0000394	Prbc.g_00447	Prbn.g_01293
OG0000395	Prbc.g_00446	Prbn.g_01292
OG0000396	Prbc.g_00443	Prbn.g_01290
OG0000397	Prbc.g_00441	Prbn.g_01288
OG0000398	Prbc.g_00438	Prbn.g_01285
OG0000399	Prbc.g_00437	Prbn.g_01284
OG0000400	Prbc.g_00436	Prbn.g_01283
OG0000401	Prbc.g_00435	Prbn.g_01282
OG0000402	Prbc.g_02145	Prbn.g_01356
OG0000403	Prbc.g_00434	Prbn.g_01280
OG0000404	Prbc.g_00433	Prbn.g_01279
OG0000405	Prbc.g_00428	Prbn.g_01275
OG0000406	Prbc.g_00424	Prbn.g_01267
OG0000407	Prbc.g_00423	Prbn.g_01266
OG0000408	Prbc.g_00421	Prbn.g_01264
OG0000409	Prbc.g_00419	Prbn.g_01262
OG0000410	Prbc.g_00418	Prbn.g_01261
OG0000411	Prbc.g_00417	Prbn.g_01260
OG0000412	Prbc.g_00416	Prbn.g_01259
OG0000413	Prbc.g_00415	Prbn.g_01257
OG0000414	Prbc.g_00414	Prbn.g_01256
OG0000415	Prbc.g_00413	Prbn.g_01255
OG0000416	Prbc.g_00412	Prbn.g_01254
OG0000417	Prbc.g_00411	Prbn.g_01253
OG0000418	Prbc.g_00406	Prbn.g_01248
OG0000419	Prbc.g_00404	Prbn.g_01246
OG0000420	Prbc.g_00403	Prbn.g_01245
OG0000421	Prbc.g_00399	Prbn.g_00381
OG0000422	Prbc.g_00398	Prbn.g_00380
OG0000423	Prbc.g_00397	Prbn.g_00379
OG0000424	Prbc.g_00396	Prbn.g_00378
OG0000425	Prbc.g_00395	Prbn.g_00377
OG0000426	Prbc.g_00394	Prbn.g_00376
OG0000427	Prbc.g_00393	Prbn.g_00375
OG0000428	Prbc.g_00391	Prbn.g_00373
OG0000429	Prbc.g_00390	Prbn.g_00372
OG0000430	Prbc.g_00389	Prbn.g_00371
OG0000431	Prbc.g_00387	Prbn.g_00369
OG0000432	Prbc.g_00383	Prbn.g_00365
OG0000433	Prbc.g_00382	Prbn.g_00364
OG0000434	Prbc.g_00381	Prbn.g_00363
OG0000435	Prbc.g_00380	Prbn.g_00362
OG0000436	Prbc.g_00375	Prbn.g_00357
OG0000437	Prbc.g_00374	Prbn.g_00356
OG0000438	Prbc.g_00373	Prbn.g_00355
OG0000439	Prbc.g_00371	Prbn.g_00353
OG0000440	Prbc.g_00370	Prbn.g_00352
OG0000441	Prbc.g_00368	Prbn.g_00349
OG0000442	Prbc.g_00367	Prbn.g_00348
OG0000443	Prbc.g_00366	Prbn.g_00347
OG0000444	Prbc.g_00361	Prbn.g_00341
OG0000445	Prbc.g_00360	Prbn.g_00340
OG0000446	Prbc.g_00358	Prbn.g_00339
OG0000447	Prbc.g_00357	Prbn.g_00338
OG0000448	Prbc.g_00356	Prbn.g_00337
OG0000449	Prbc.g_00355	Prbn.g_00336
OG0000450	Prbc.g_00354	Prbn.g_00335
OG0000451	Prbc.g_00353	Prbn.g_00334
OG0000452	Prbc.g_00350	Prbn.g_00331
OG0000453	Prbc.g_00349	Prbn.g_00330
OG0000454	Prbc.g_00348	Prbn.g_00329
OG0000455	Prbc.g_00347	Prbn.g_00328
OG0000456	Prbc.g_00346	Prbn.g_00327
OG0000457	Prbc.g_00345	Prbn.g_00325
OG0000458	Prbc.g_00344	Prbn.g_00324
OG0000459	Prbc.g_00343	Prbn.g_00323
OG0000460	Prbc.g_00335	Prbn.g_00315
OG0000461	Prbc.g_01140	Prbn.g_00307
OG0000462	Prbc.g_01142	Prbn.g_00305
OG0000463	Prbc.g_01143	Prbn.g_00304
OG0000464	Prbc.g_01144	Prbn.g_00012
OG0000465	Prbc.g_01145	Prbn.g_00013
OG0000466	Prbc.g_01146	Prbn.g_00016
OG0000467	Prbc.g_01147	Prbn.g_00017
OG0000468	Prbc.g_01149	Prbn.g_00020
OG0000469	Prbc.g_01156	Prbn.g_00028
OG0000470	Prbc.g_01158	Prbn.g_00030
OG0000471	Prbc.g_01159	Prbn.g_00031
OG0000472	Prbc.g_01160	Prbn.g_00033
OG0000473	Prbc.g_01162	Prbn.g_00035
OG0000474	Prbc.g_01163	Prbn.g_00036
OG0000475	Prbc.g_01164	Prbn.g_00037
OG0000476	Prbc.g_01166	Prbn.g_00039
OG0000477	Prbc.g_01168	Prbn.g_00042
OG0000478	Prbc.g_01169	Prbn.g_00043
OG0000479	Prbc.g_01170	Prbn.g_00044
OG0000480	Prbc.g_01175	Prbn.g_00049
OG0000481	Prbc.g_01177	Prbn.g_00052
OG0000482	Prbc.g_01178	Prbn.g_00053
OG0000483	Prbc.g_01181	Prbn.g_00056
OG0000484	Prbc.g_01182	Prbn.g_00057
OG0000485	Prbc.g_01183	Prbn.g_00059
OG0000486	Prbc.g_01184	Prbn.g_00060
OG0000487	Prbc.g_01187	Prbn.g_00063
OG0000488	Prbc.g_01190	Prbn.g_00066
OG0000489	Prbc.g_01195	Prbn.g_00071
OG0000490	Prbc.g_01200	Prbn.g_00075
OG0000491	Prbc.g_01201	Prbn.g_00076
OG0000492	Prbc.g_01203	Prbn.g_00078
OG0000493	Prbc.g_01204	Prbn.g_00079
OG0000494	Prbc.g_01205	Prbn.g_00080
OG0000495	Prbc.g_01206	Prbn.g_00081
OG0000496	Prbc.g_01207	Prbn.g_00082
OG0000497	Prbc.g_01208	Prbn.g_00083
OG0000498	Prbc.g_01209	Prbn.g_00084
OG0000499	Prbc.g_01210	Prbn.g_00085
OG0000500	Prbc.g_01211	Prbn.g_00086
OG0000501	Prbc.g_01213	Prbn.g_00087
OG0000502	Prbc.g_01216	Prbn.g_00090
OG0000503	Prbc.g_01246	Prbn.g_00105
OG0000504	Prbc.g_01248	Prbn.g_00107
OG0000505	Prbc.g_01249	Prbn.g_00108
OG0000506	Prbc.g_01250	Prbn.g_00109
OG0000507	Prbc.g_01253	Prbn.g_00112
OG0000508	Prbc.g_01256	Prbn.g_00116
OG0000509	Prbc.g_01258	Prbn.g_00118
OG0000510	Prbc.g_01259	Prbn.g_00119
OG0000511	Prbc.g_01260	Prbn.g_00120
OG0000512	Prbc.g_01262	Prbn.g_00122
OG0000513	Prbc.g_01271	Prbn.g_00693
OG0000514	Prbc.g_01492	Prbn.g_00682
OG0000515	Prbc.g_01493	Prbn.g_00681
OG0000516	Prbc.g_01494	Prbn.g_00680
OG0000517	Prbc.g_01496	Prbn.g_00678
OG0000518	Prbc.g_01507	Prbn.g_00667
OG0000519	Prbc.g_01508	Prbn.g_00666
OG0000520	Prbc.g_01509	Prbn.g_00665
