Orthogroup	Prbc	Syan
OG0000039	Prbc.g_01768	Syan.g_02771, Syan.g_00535
OG0000041	Prbc.g_00877	Syan.g_01465
OG0000042	Prbc.g_00203	Syan.g_00991, Syan.g_02643, Syan.g_01888
OG0000044	Prbc.g_00533	Syan.g_01065
OG0000045	Prbc.g_02137	Syan.g_00086, Syan.g_00151
OG0000046	Prbc.g_01220	Syan.g_02157, Syan.g_02160
OG0000048	Prbc.g_01165	Syan.g_02036
OG0000052	Prbc.g_00518, Prbc.g_00517	Syan.g_01954, Syan.g_01953
OG0000053	Prbc.g_00728	Syan.g_02812
OG0000054	Prbc.g_01683	Syan.g_02503
OG0000055	Prbc.g_01822, Prbc.g_00907	Syan.g_00312
OG0000058	Prbc.g_01928	Syan.g_01128, Syan.g_01124
OG0000061	Prbc.g_01446	Syan.g_02696
OG0000062	Prbc.g_00790	Syan.g_00098
OG0000063	Prbc.g_00932	Syan.g_01739
OG0000065	Prbc.g_00466	Syan.g_02974
OG0000066	Prbc.g_01618	Syan.g_01156
OG0000067	Prbc.g_01858	Syan.g_00690
OG0000068	Prbc.g_00657	Syan.g_00845, Syan.g_00257, Syan.g_02773
OG0000069	Prbc.g_02181, Prbc.g_00752	Syan.g_00278
OG0000070	Prbc.g_01511	Syan.g_00289
OG0000071	Prbc.g_00566	Syan.g_01213
OG0000072	Prbc.g_00400	Syan.g_03038, Syan.g_02999
OG0000073	Prbc.g_01579	Syan.g_02741
OG0000075	Prbc.g_00236	Syan.g_00981, Syan.g_01937
OG0000076	Prbc.g_00211	Syan.g_01896
OG0000077	Prbc.g_00495	Syan.g_02919, Syan.g_02579
OG0000079	Prbc.g_01148	Syan.g_02079, Syan.g_02067, Syan.g_02085
OG0000080	Prbc.g_00679	Syan.g_01110
OG0000082	Prbc.g_00891	Syan.g_00952
OG0000085	Prbc.g_00826	Syan.g_01387
OG0000086	Prbc.g_00485	Syan.g_02946, Syan.g_02515, Syan.g_00114
OG0000087	Prbc.g_00432	Syan.g_02268
OG0000088	Prbc.g_00405	Syan.g_03031
OG0000089	Prbc.g_01268	Syan.g_02316
OG0000090	Prbc.g_01612	Syan.g_01166
OG0000091	Prbc.g_01719	Syan.g_00235, Syan.g_00808
OG0000092	Prbc.g_01982, Prbc.g_01110, Prbc.g_00263	Syan.g_02502
OG0000093	Prbc.g_01843	Syan.g_02934
OG0000094	Prbc.g_01935	Syan.g_00065
OG0000097	Prbc.g_01400	Syan.g_00160, Syan.g_00733
OG0000098	Prbc.g_00585	Syan.g_00043
OG0000099	Prbc.g_01229	Syan.g_01968
OG0000100	Prbc.g_00785	Syan.g_00658
OG0000101	Prbc.g_00284	Syan.g_02199
OG0000102	Prbc.g_00206	Syan.g_01891
OG0000103	Prbc.g_01053	Syan.g_01692
OG0000104	Prbc.g_01065	Syan.g_01792
OG0000105	Prbc.g_01167	Syan.g_02031
OG0000106	Prbc.g_00134, Prbc.g_00641	Syan.g_00076
OG0000107	Prbc.g_00934	Syan.g_02106
OG0000108	Prbc.g_01540	Syan.g_02764
OG0000109	Prbc.g_01553	Syan.g_02748
OG0000110	Prbc.g_01654	Syan.g_00882
OG0000111	Prbc.g_01781	Syan.g_00187
OG0000112	Prbc.g_02028	Syan.g_00556, Syan.g_00252
OG0000113	Prbc.g_01882, Prbc.g_00153	Syan.g_00664
OG0000114	Prbc.g_01977	Syan.g_00741
OG0000115	Prbc.g_00801	Syan.g_02810
OG0000116	Prbc.g_01457	Syan.g_02710, Syan.g_00460
OG0000117	Prbc.g_00102	Syan.g_02644
OG0000118	Prbc.g_00577	Syan.g_01241, Syan.g_01237
OG0000119	Prbc.g_00650	Syan.g_02672
OG0000120	Prbc.g_01753	Syan.g_01966
OG0000121	Prbc.g_00711	Syan.g_01273
OG0000123	Prbc.g_00277	Syan.g_02190
OG0000124	Prbc.g_00193	Syan.g_01873
OG0000125	Prbc.g_00997	Syan.g_01573
OG0000126	Prbc.g_01063	Syan.g_01705
OG0000127	Prbc.g_00002, Prbc.g_00016	Syan.g_01071
OG0000127	Prbc.g_01367	Syan.g_00162
OG0000128	Prbc.g_01081	Syan.g_01768
OG0000129	Prbc.g_01122	Syan.g_01563
OG0000130	Prbc.g_00504	Syan.g_02906, Syan.g_02907
OG0000131	Prbc.g_00426	Syan.g_03008
OG0000132	Prbc.g_00407	Syan.g_03029
OG0000133	Prbc.g_01214	Syan.g_00561
OG0000134	Prbc.g_01270	Syan.g_02319
OG0000135	Prbc.g_02198, Prbc.g_02183	Syan.g_01616
OG0000136	Prbc.g_01502	Syan.g_01342
OG0000137	Prbc.g_01534	Syan.g_02846
OG0000138	Prbc.g_01554	Syan.g_02747
OG0000140	Prbc.g_01617	Syan.g_00042
OG0000141	Prbc.g_01684	Syan.g_01032
OG0000142	Prbc.g_01712	Syan.g_00816
OG0000143	Prbc.g_01716	Syan.g_00812
OG0000144	Prbc.g_01729	Syan.g_00782
OG0000145	Prbc.g_02142	Syan.g_02740
OG0000146	Prbc.g_02027	Syan.g_00555, Syan.g_00253
OG0000147	Prbc.g_02026	Syan.g_00254, Syan.g_00554
OG0000148	Prbc.g_01876	Syan.g_00670
OG0000149	Prbc.g_01908	Syan.g_00393
OG0000150	Prbc.g_01916	Syan.g_01031
OG0000151	Prbc.g_01988	Syan.g_00731
OG0000152	Prbc.g_02036	Syan.g_00565
OG0000153	Prbc.g_02054	Syan.g_00601
OG0000154	Prbc.g_02083	Syan.g_00363
OG0000155	Prbc.g_01424	Syan.g_02654
OG0000156	Prbc.g_00555	Syan.g_02717
OG0000157	Prbc.g_00556	Syan.g_02718
OG0000158	Prbc.g_00228	Syan.g_01078, Syan.g_01926
OG0000160	Prbc.g_00710	Syan.g_01274
OG0000161	Prbc.g_00716	Syan.g_01268
OG0000162	Prbc.g_00722	Syan.g_01059, Syan.g_01254, Syan.g_01330
OG0000163	Prbc.g_00758	Syan.g_02405
OG0000164	Prbc.g_00854	Syan.g_01440
OG0000165	Prbc.g_00862	Syan.g_01448
OG0000166	Prbc.g_00321	Syan.g_02239
OG0000167	Prbc.g_00238	Syan.g_01941
OG0000168	Prbc.g_00227	Syan.g_01924, Syan.g_01121, Syan.g_01925
OG0000169	Prbc.g_00217	Syan.g_01912
OG0000170	Prbc.g_00215	Syan.g_01901
OG0000171	Prbc.g_00194	Syan.g_01875
OG0000172	Prbc.g_00967	Syan.g_01810
OG0000173	Prbc.g_00982	Syan.g_01720
OG0000174	Prbc.g_01013	Syan.g_01619
OG0000175	Prbc.g_01044	Syan.g_01678, Syan.g_00258
OG0000176	Prbc.g_01074	Syan.g_01801
OG0000177	Prbc.g_01075	Syan.g_01775
OG0000178	Prbc.g_01076	Syan.g_01774
OG0000179	Prbc.g_01086	Syan.g_01759
OG0000180	Prbc.g_01087	Syan.g_01758
OG0000181	Prbc.g_01088	Syan.g_01757
OG0000182	Prbc.g_01089	Syan.g_01756
OG0000183	Prbc.g_01093	Syan.g_01752
OG0000184	Prbc.g_01124	Syan.g_01549
OG0000185	Prbc.g_01127	Syan.g_01540
OG0000186	Prbc.g_00509	Syan.g_02902
OG0000187	Prbc.g_00508	Syan.g_02904
OG0000188	Prbc.g_00491	Syan.g_02926
OG0000189	Prbc.g_00477	Syan.g_02966
OG0000190	Prbc.g_00476	Syan.g_00971
OG0000191	Prbc.g_00453	Syan.g_02300
OG0000192	Prbc.g_00449	Syan.g_02294
OG0000193	Prbc.g_00425	Syan.g_03009
OG0000194	Prbc.g_00422	Syan.g_03012
OG0000195	Prbc.g_00420	Syan.g_03014
OG0000196	Prbc.g_00410	Syan.g_03026
OG0000197	Prbc.g_00409	Syan.g_03027
OG0000198	Prbc.g_00408	Syan.g_03028
OG0000199	Prbc.g_00401	Syan.g_03037
OG0000200	Prbc.g_00388	Syan.g_03055
OG0000201	Prbc.g_00379	Syan.g_03074
OG0000202	Prbc.g_00378	Syan.g_03075
OG0000203	Prbc.g_00377	Syan.g_03076
OG0000204	Prbc.g_00376	Syan.g_03077
OG0000205	Prbc.g_00369	Syan.g_03087
OG0000206	Prbc.g_00365	Syan.g_03095
OG0000207	Prbc.g_00363	Syan.g_03100
OG0000208	Prbc.g_00362	Syan.g_03101
OG0000209	Prbc.g_00352	Syan.g_01521
OG0000210	Prbc.g_00351	Syan.g_01522
OG0000211	Prbc.g_00337	Syan.g_02416
OG0000212	Prbc.g_00329	Syan.g_01508, Syan.g_02438
OG0000213	Prbc.g_01153	Syan.g_02059
OG0000214	Prbc.g_01161	Syan.g_02040
OG0000215	Prbc.g_01185	Syan.g_02010
OG0000216	Prbc.g_01186	Syan.g_02006
OG0000217	Prbc.g_01189	Syan.g_02001
OG0000218	Prbc.g_01191	Syan.g_01999
OG0000219	Prbc.g_01192	Syan.g_01998
OG0000220	Prbc.g_01193	Syan.g_01997
OG0000221	Prbc.g_01194	Syan.g_01994
OG0000222	Prbc.g_01202	Syan.g_01981
OG0000223	Prbc.g_01215	Syan.g_00228
OG0000224	Prbc.g_01217	Syan.g_01959
OG0000225	Prbc.g_01257	Syan.g_02997
OG0000226	Prbc.g_01261	Syan.g_02990
OG0000227	Prbc.g_01263	Syan.g_02988
OG0000228	Prbc.g_01267	Syan.g_02315
OG0000229	Prbc.g_01497	Syan.g_02396
OG0000230	Prbc.g_01499	Syan.g_02398
OG0000231	Prbc.g_01510	Syan.g_01333
OG0000232	Prbc.g_01518	Syan.g_02801
OG0000233	Prbc.g_01526	Syan.g_02876
OG0000234	Prbc.g_01535	Syan.g_02844
OG0000235	Prbc.g_01539	Syan.g_02765
OG0000236	Prbc.g_01552	Syan.g_02749
OG0000237	Prbc.g_01586	Syan.g_02731
OG0000238	Prbc.g_01592	Syan.g_02726
OG0000239	Prbc.g_01604	Syan.g_01187
OG0000240	Prbc.g_01605	Syan.g_01186
OG0000241	Prbc.g_01609	Syan.g_00822
OG0000242	Prbc.g_01611	Syan.g_01168
OG0000243	Prbc.g_01622	Syan.g_00840
OG0000244	Prbc.g_01626	Syan.g_00848
OG0000245	Prbc.g_01628	Syan.g_00850
OG0000246	Prbc.g_01632	Syan.g_00854
OG0000247	Prbc.g_01642	Syan.g_00866
OG0000248	Prbc.g_01644	Syan.g_00869
OG0000249	Prbc.g_01646	Syan.g_00871
OG0000250	Prbc.g_01651	Syan.g_00878
OG0000251	Prbc.g_01667	Syan.g_00961
OG0000252	Prbc.g_01669	Syan.g_00966
OG0000253	Prbc.g_01671	Syan.g_01000
OG0000254	Prbc.g_01688	Syan.g_01026
OG0000255	Prbc.g_01694	Syan.g_00978
OG0000256	Prbc.g_01704	Syan.g_00001, Syan.g_01135
OG0000257	Prbc.g_01707	Syan.g_00827
OG0000258	Prbc.g_01720	Syan.g_00803
OG0000259	Prbc.g_01737	Syan.g_00772
OG0000260	Prbc.g_01740	Syan.g_00769
OG0000261	Prbc.g_01743	Syan.g_00765
OG0000262	Prbc.g_01748	Syan.g_00760
OG0000263	Prbc.g_01762	Syan.g_02618
OG0000264	Prbc.g_01773	Syan.g_00540
OG0000266	Prbc.g_01797	Syan.g_00330
OG0000267	Prbc.g_01810	Syan.g_00470
OG0000268	Prbc.g_01811	Syan.g_00471
OG0000269	Prbc.g_01853	Syan.g_00695
OG0000270	Prbc.g_01856	Syan.g_00692
OG0000271	Prbc.g_01864	Syan.g_00684
OG0000272	Prbc.g_01865	Syan.g_00683
OG0000273	Prbc.g_01890	Syan.g_00654
OG0000274	Prbc.g_01891	Syan.g_00653
OG0000275	Prbc.g_01893	Syan.g_00373
OG0000276	Prbc.g_01899	Syan.g_00380
OG0000277	Prbc.g_01900	Syan.g_00381
OG0000278	Prbc.g_01904	Syan.g_00384
OG0000279	Prbc.g_01911	Syan.g_00398
OG0000280	Prbc.g_00068	Syan.g_00518
OG0000282	Prbc.g_01979	Syan.g_00739
OG0000283	Prbc.g_02010	Syan.g_00491
OG0000284	Prbc.g_02015	Syan.g_00497
OG0000285	Prbc.g_02020	Syan.g_00533
OG0000286	Prbc.g_02035	Syan.g_00564
OG0000287	Prbc.g_02190	Syan.g_00593
OG0000288	Prbc.g_02082	Syan.g_00364
OG0000289	Prbc.g_02094	Syan.g_00350
OG0000290	Prbc.g_02110	Syan.g_00293
OG0000291	Prbc.g_02112	Syan.g_00291
OG0000292	Prbc.g_00173	Syan.g_01703
OG0000293	Prbc.g_01456	Syan.g_02709
OG0000294	Prbc.g_01455	Syan.g_02708
OG0000295	Prbc.g_01431	Syan.g_02662
OG0000296	Prbc.g_01429	Syan.g_02660
OG0000299	Prbc.g_01401	Syan.g_02601
OG0000301	Prbc.g_01397	Syan.g_02592
OG0000302	Prbc.g_01395	Syan.g_02591
OG0000303	Prbc.g_01390	Syan.g_02582
OG0000304	Prbc.g_01387	Syan.g_02556
OG0000305	Prbc.g_00810	Syan.g_00195
OG0000306	Prbc.g_01921	Syan.g_00087
OG0000307	Prbc.g_00666	Syan.g_02782
OG0000308	Prbc.g_00667	Syan.g_02784
OG0000309	Prbc.g_00671	Syan.g_02883
OG0000310	Prbc.g_00693	Syan.g_01304
OG0000311	Prbc.g_00695	Syan.g_01299
OG0000312	Prbc.g_00698	Syan.g_01290
OG0000313	Prbc.g_00713	Syan.g_01271
OG0000314	Prbc.g_00734	Syan.g_02823
OG0000315	Prbc.g_00744	Syan.g_02833
OG0000316	Prbc.g_00768	Syan.g_01354
OG0000317	Prbc.g_00830	Syan.g_01396
OG0000318	Prbc.g_00833	Syan.g_01401
OG0000319	Prbc.g_00844	Syan.g_01425
OG0000320	Prbc.g_00846	Syan.g_01427
OG0000321	Prbc.g_00847	Syan.g_01428
OG0000322	Prbc.g_00848	Syan.g_01429
OG0000323	Prbc.g_00857	Syan.g_01442
OG0000324	Prbc.g_00884	Syan.g_01472
OG0000325	Prbc.g_00935	Syan.g_02107
OG0000326	Prbc.g_00941	Syan.g_02114
OG0000327	Prbc.g_00326	Syan.g_02244
OG0000328	Prbc.g_00325	Syan.g_02243
OG0000329	Prbc.g_00308	Syan.g_02225
OG0000330	Prbc.g_00307	Syan.g_02224
OG0000331	Prbc.g_00306	Syan.g_02223
OG0000332	Prbc.g_00292	Syan.g_02208
OG0000333	Prbc.g_00290	Syan.g_02205
OG0000334	Prbc.g_00281	Syan.g_00247, Syan.g_02194
OG0000335	Prbc.g_00276	Syan.g_02189
OG0000336	Prbc.g_00272	Syan.g_02185
OG0000337	Prbc.g_00241	Syan.g_01949
OG0000338	Prbc.g_00240	Syan.g_01943
OG0000339	Prbc.g_00235	Syan.g_01935, Syan.g_00264
OG0000340	Prbc.g_00226	Syan.g_01923
OG0000341	Prbc.g_00224	Syan.g_01921
OG0000342	Prbc.g_00223	Syan.g_01920
OG0000343	Prbc.g_00222	Syan.g_01918
OG0000344	Prbc.g_00219	Syan.g_01914
OG0000345	Prbc.g_00214	Syan.g_01900
OG0000346	Prbc.g_00210	Syan.g_01895
OG0000347	Prbc.g_00190	Syan.g_01867
OG0000348	Prbc.g_00970	Syan.g_01803
OG0000349	Prbc.g_00988	Syan.g_01727
OG0000350	Prbc.g_01009	Syan.g_02121
OG0000351	Prbc.g_01047	Syan.g_01682
OG0000352	Prbc.g_01048	Syan.g_01683
OG0000353	Prbc.g_01068	Syan.g_01795
OG0000355	Prbc.g_01071	Syan.g_01797
OG0000356	Prbc.g_01072	Syan.g_01798
OG0000357	Prbc.g_01073	Syan.g_01800
OG0000358	Prbc.g_01077	Syan.g_01773
OG0000359	Prbc.g_01078	Syan.g_01771
OG0000360	Prbc.g_01079	Syan.g_01770
OG0000361	Prbc.g_01080	Syan.g_01769
OG0000362	Prbc.g_01082	Syan.g_01767
OG0000363	Prbc.g_01084	Syan.g_01765
OG0000364	Prbc.g_01085	Syan.g_01398
OG0000365	Prbc.g_01090	Syan.g_01755
OG0000366	Prbc.g_01091	Syan.g_01754
OG0000367	Prbc.g_01092	Syan.g_01753
OG0000368	Prbc.g_01094	Syan.g_01751
OG0000369	Prbc.g_01095	Syan.g_01750
OG0000370	Prbc.g_01096	Syan.g_01749
OG0000371	Prbc.g_01102	Syan.g_01740
OG0000372	Prbc.g_01104	Syan.g_01734
OG0000373	Prbc.g_01105	Syan.g_01733
OG0000374	Prbc.g_01106	Syan.g_01732
OG0000375	Prbc.g_01118	Syan.g_01731
OG0000376	Prbc.g_01120	Syan.g_01729
OG0000377	Prbc.g_01123	Syan.g_01555
OG0000378	Prbc.g_01125	Syan.g_01543
OG0000379	Prbc.g_01128	Syan.g_01539
OG0000380	Prbc.g_00507	Syan.g_02905
OG0000381	Prbc.g_00503	Syan.g_02908
OG0000382	Prbc.g_00492	Syan.g_02925
OG0000383	Prbc.g_00490	Syan.g_02936
OG0000384	Prbc.g_00489	Syan.g_02937
OG0000385	Prbc.g_00488	Syan.g_02938
OG0000386	Prbc.g_00487	Syan.g_02939
OG0000387	Prbc.g_00474	Syan.g_00967
OG0000388	Prbc.g_00470	Syan.g_02970
OG0000389	Prbc.g_00467	Syan.g_02973
OG0000390	Prbc.g_00458	Syan.g_02306
OG0000391	Prbc.g_00454	Syan.g_02301
OG0000392	Prbc.g_00451	Syan.g_02295
OG0000393	Prbc.g_00448	Syan.g_02292
OG0000394	Prbc.g_00447	Syan.g_02291
OG0000395	Prbc.g_00446	Syan.g_02290
OG0000396	Prbc.g_00443	Syan.g_02287
OG0000397	Prbc.g_00441	Syan.g_02285
OG0000398	Prbc.g_00438	Syan.g_02279
OG0000399	Prbc.g_00437	Syan.g_02278
OG0000400	Prbc.g_00436	Syan.g_02277
OG0000401	Prbc.g_00435	Syan.g_02274
OG0000402	Prbc.g_02145	Syan.g_02272
OG0000403	Prbc.g_00434	Syan.g_02271
OG0000404	Prbc.g_00433	Syan.g_02269
OG0000405	Prbc.g_00428	Syan.g_03005
OG0000406	Prbc.g_00424	Syan.g_03010
OG0000407	Prbc.g_00423	Syan.g_03011
OG0000408	Prbc.g_00421	Syan.g_03013
OG0000409	Prbc.g_00419	Syan.g_03015
OG0000410	Prbc.g_00418	Syan.g_03016
OG0000411	Prbc.g_00417	Syan.g_03017
OG0000412	Prbc.g_00416	Syan.g_03018
OG0000413	Prbc.g_00415	Syan.g_03020
OG0000414	Prbc.g_00414	Syan.g_03021
OG0000415	Prbc.g_00413	Syan.g_03022
OG0000416	Prbc.g_00412	Syan.g_03023
OG0000417	Prbc.g_00411	Syan.g_03025
OG0000418	Prbc.g_00406	Syan.g_03030
OG0000419	Prbc.g_00404	Syan.g_03033
OG0000420	Prbc.g_00403	Syan.g_03035
OG0000421	Prbc.g_00399	Syan.g_03040
OG0000422	Prbc.g_00398	Syan.g_03041
OG0000423	Prbc.g_00397	Syan.g_03042
OG0000424	Prbc.g_00396	Syan.g_03043
OG0000425	Prbc.g_00395	Syan.g_03044
OG0000426	Prbc.g_00394	Syan.g_03045
OG0000427	Prbc.g_00393	Syan.g_03046
OG0000428	Prbc.g_00391	Syan.g_03049
OG0000429	Prbc.g_00390	Syan.g_03051
OG0000430	Prbc.g_00389	Syan.g_03053
OG0000431	Prbc.g_00387	Syan.g_03058
OG0000432	Prbc.g_00383	Syan.g_03065
OG0000433	Prbc.g_00382	Syan.g_03068
OG0000434	Prbc.g_00381	Syan.g_03069
OG0000435	Prbc.g_00380	Syan.g_03071
OG0000436	Prbc.g_00375	Syan.g_03079
OG0000437	Prbc.g_00374	Syan.g_03080
OG0000438	Prbc.g_00373	Syan.g_03083
OG0000439	Prbc.g_00371	Syan.g_03085
OG0000440	Prbc.g_00370	Syan.g_03086
OG0000441	Prbc.g_00368	Syan.g_03089
OG0000442	Prbc.g_00367	Syan.g_03090
OG0000443	Prbc.g_00366	Syan.g_03094
OG0000444	Prbc.g_00361	Syan.g_03102
OG0000445	Prbc.g_00360	Syan.g_03103
OG0000446	Prbc.g_00358	Syan.g_03105
OG0000447	Prbc.g_00357	Syan.g_03111
OG0000448	Prbc.g_00356	Syan.g_03112
OG0000449	Prbc.g_00355	Syan.g_03113
OG0000450	Prbc.g_00354	Syan.g_01518
OG0000451	Prbc.g_00353	Syan.g_01519
OG0000452	Prbc.g_00350	Syan.g_01523
OG0000453	Prbc.g_00349	Syan.g_01524
OG0000454	Prbc.g_00348	Syan.g_01525
OG0000455	Prbc.g_00347	Syan.g_01526
OG0000456	Prbc.g_00346	Syan.g_01527
OG0000457	Prbc.g_00345	Syan.g_01529
OG0000458	Prbc.g_00344	Syan.g_01530
OG0000459	Prbc.g_00343	Syan.g_01531
OG0000460	Prbc.g_00335	Syan.g_02423
OG0000461	Prbc.g_01140	Syan.g_02099
OG0000462	Prbc.g_01142	Syan.g_02096
OG0000463	Prbc.g_01143	Syan.g_02095
OG0000464	Prbc.g_01144	Syan.g_02094
OG0000465	Prbc.g_01145	Syan.g_02092
OG0000466	Prbc.g_01146	Syan.g_02087
OG0000467	Prbc.g_01147	Syan.g_02086
OG0000468	Prbc.g_01149	Syan.g_02063
OG0000469	Prbc.g_01156	Syan.g_02046
OG0000470	Prbc.g_01158	Syan.g_02044
OG0000471	Prbc.g_01159	Syan.g_02043
OG0000472	Prbc.g_01160	Syan.g_02041
OG0000473	Prbc.g_01162	Syan.g_02039
OG0000474	Prbc.g_01163	Syan.g_02038
OG0000475	Prbc.g_01164	Syan.g_02037
OG0000476	Prbc.g_01166	Syan.g_02035
OG0000477	Prbc.g_01168	Syan.g_02029
OG0000478	Prbc.g_01169	Syan.g_02028
OG0000479	Prbc.g_01170	Syan.g_02027
OG0000480	Prbc.g_01175	Syan.g_02020
OG0000481	Prbc.g_01177	Syan.g_00975
OG0000482	Prbc.g_01178	Syan.g_02018
OG0000483	Prbc.g_01181	Syan.g_02014
OG0000484	Prbc.g_01182	Syan.g_02013
OG0000485	Prbc.g_01183	Syan.g_02012
OG0000486	Prbc.g_01184	Syan.g_02011
OG0000487	Prbc.g_01187	Syan.g_02005
OG0000488	Prbc.g_01190	Syan.g_02000
OG0000489	Prbc.g_01195	Syan.g_01993
OG0000490	Prbc.g_01200	Syan.g_01985
OG0000491	Prbc.g_01201	Syan.g_01983
OG0000492	Prbc.g_01203	Syan.g_01980
OG0000493	Prbc.g_01204	Syan.g_01979
OG0000494	Prbc.g_01205	Syan.g_01978
OG0000495	Prbc.g_01206	Syan.g_01977
OG0000496	Prbc.g_01207	Syan.g_01976
OG0000497	Prbc.g_01208	Syan.g_01975
OG0000498	Prbc.g_01209	Syan.g_01974
OG0000499	Prbc.g_01210	Syan.g_01973
OG0000500	Prbc.g_01211	Syan.g_01972
OG0000501	Prbc.g_01213	Syan.g_01969
OG0000502	Prbc.g_01216	Syan.g_01961
OG0000503	Prbc.g_01246	Syan.g_02144
OG0000504	Prbc.g_01248	Syan.g_02142
OG0000505	Prbc.g_01249	Syan.g_02141
OG0000506	Prbc.g_01250	Syan.g_02139
OG0000507	Prbc.g_01253	Syan.g_02133
OG0000508	Prbc.g_01256	Syan.g_02998
OG0000509	Prbc.g_01258	Syan.g_02993
OG0000510	Prbc.g_01259	Syan.g_02992
OG0000511	Prbc.g_01260	Syan.g_02991
OG0000512	Prbc.g_01262	Syan.g_02989
OG0000513	Prbc.g_01271	Syan.g_02320
OG0000514	Prbc.g_01492	Syan.g_02326
OG0000515	Prbc.g_01493	Syan.g_02327
OG0000516	Prbc.g_01494	Syan.g_02389
OG0000517	Prbc.g_01496	Syan.g_02395
OG0000518	Prbc.g_01507	Syan.g_01336
OG0000519	Prbc.g_01508	Syan.g_01335
OG0000520	Prbc.g_01509	Syan.g_01334
OG0000521	Prbc.g_01514	Syan.g_02805
OG0000522	Prbc.g_01516	Syan.g_02803
OG0000523	Prbc.g_01517	Syan.g_02802
OG0000524	Prbc.g_01524	Syan.g_02878
OG0000525	Prbc.g_01528	Syan.g_02853
OG0000526	Prbc.g_01529	Syan.g_02852
OG0000527	Prbc.g_01532	Syan.g_02848
OG0000528	Prbc.g_01538	Syan.g_02767
OG0000529	Prbc.g_01541	Syan.g_02763
OG0000530	Prbc.g_01544	Syan.g_02760
OG0000531	Prbc.g_01545	Syan.g_02759
OG0000532	Prbc.g_01546	Syan.g_02756
OG0000533	Prbc.g_01547	Syan.g_02754
OG0000534	Prbc.g_01548	Syan.g_02753
OG0000535	Prbc.g_01549	Syan.g_02752
OG0000536	Prbc.g_01550	Syan.g_02751
OG0000537	Prbc.g_01551	Syan.g_02750
OG0000538	Prbc.g_01580	Syan.g_02738
OG0000539	Prbc.g_01581	Syan.g_02737
OG0000540	Prbc.g_01582	Syan.g_02736
OG0000541	Prbc.g_01583	Syan.g_02735
OG0000542	Prbc.g_01585	Syan.g_02732
OG0000543	Prbc.g_01587	Syan.g_02730
OG0000544	Prbc.g_01588	Syan.g_02729
OG0000545	Prbc.g_01590	Syan.g_02727
OG0000546	Prbc.g_01593	Syan.g_02725
OG0000547	Prbc.g_01595	Syan.g_02723
OG0000548	Prbc.g_01596	Syan.g_02722
OG0000549	Prbc.g_01599	Syan.g_01194
OG0000550	Prbc.g_01603	Syan.g_01189
OG0000551	Prbc.g_01606	Syan.g_01184
OG0000552	Prbc.g_01607	Syan.g_01183
OG0000553	Prbc.g_01608	Syan.g_01179
OG0000554	Prbc.g_01613	Syan.g_01165
OG0000555	Prbc.g_01621	Syan.g_00839
OG0000556	Prbc.g_01623	Syan.g_00842
OG0000557	Prbc.g_01624	Syan.g_00847
OG0000558	Prbc.g_01627	Syan.g_00849
OG0000559	Prbc.g_01631	Syan.g_00853
OG0000560	Prbc.g_01634	Syan.g_00856
OG0000561	Prbc.g_01635	Syan.g_00857
OG0000562	Prbc.g_01636	Syan.g_00858
OG0000563	Prbc.g_01637	Syan.g_00859
OG0000564	Prbc.g_01638	Syan.g_00860
