Orthogroup	Prbc	Syae
OG0000082	Prbc.g_00891	Syae.g_02447
OG0000084	Prbc.g_00705	Syae.g_02656
OG0000085	Prbc.g_00826	Syae.g_01152
OG0000086	Prbc.g_00485	Syae.g_01333
OG0000087	Prbc.g_00432	Syae.g_01414
OG0000088	Prbc.g_00405	Syae.g_01449
OG0000089	Prbc.g_01268	Syae.g_02219
OG0000090	Prbc.g_01612	Syae.g_02374
OG0000091	Prbc.g_01719	Syae.g_00082
OG0000092	Prbc.g_01982, Prbc.g_01110, Prbc.g_00263	Syae.g_00884
OG0000095	Prbc.g_02113	Syae.g_01624
OG0000097	Prbc.g_01400	Syae.g_00683
OG0000098	Prbc.g_00585	Syae.g_02058
OG0000099	Prbc.g_01229	Syae.g_01913, Syae.g_01226
OG0000100	Prbc.g_00785	Syae.g_00489
OG0000101	Prbc.g_00284	Syae.g_02125
OG0000102	Prbc.g_00206	Syae.g_01824
OG0000103	Prbc.g_01053	Syae.g_01694
OG0000104	Prbc.g_01065	Syae.g_01708
OG0000105	Prbc.g_01167	Syae.g_01977
OG0000106	Prbc.g_00134, Prbc.g_00641	Syae.g_00272
OG0000107	Prbc.g_00934	Syae.g_02032
OG0000108	Prbc.g_01540	Syae.g_02309
OG0000109	Prbc.g_01553	Syae.g_02324
OG0000110	Prbc.g_01654	Syae.g_02435
OG0000111	Prbc.g_01781	Syae.g_00783
OG0000112	Prbc.g_02028	Syae.g_00351
OG0000113	Prbc.g_01882, Prbc.g_00153	Syae.g_00494
OG0000114	Prbc.g_01977	Syae.g_00575
OG0000115	Prbc.g_00801	Syae.g_02631
OG0000116	Prbc.g_01457	Syae.g_00939
OG0000117	Prbc.g_00102	Syae.g_00647
OG0000118	Prbc.g_00577	Syae.g_02479
OG0000119	Prbc.g_00650	Syae.g_00904
OG0000120	Prbc.g_01753	Syae.g_01912
OG0000121	Prbc.g_00711	Syae.g_02649
OG0000122	Prbc.g_00750	Syae.g_00112
OG0000123	Prbc.g_00277	Syae.g_02131
OG0000124	Prbc.g_00193	Syae.g_01809
OG0000125	Prbc.g_00997	Syae.g_01573
OG0000126	Prbc.g_01063	Syae.g_01706
OG0000127	Prbc.g_01352, Prbc.g_00621	Syae.g_00720
OG0000128	Prbc.g_01081	Syae.g_01724
OG0000129	Prbc.g_01122	Syae.g_01562
OG0000130	Prbc.g_00504	Syae.g_01284
OG0000131	Prbc.g_00426	Syae.g_01428
OG0000132	Prbc.g_00407	Syae.g_01447
OG0000133	Prbc.g_01214	Syae.g_00356
OG0000134	Prbc.g_01270	Syae.g_02222
OG0000135	Prbc.g_02198, Prbc.g_02183	Syae.g_01608
OG0000136	Prbc.g_01502	Syae.g_00989
OG0000137	Prbc.g_01534	Syae.g_02530
OG0000138	Prbc.g_01554	Syae.g_02325
OG0000139	Prbc.g_01616	Syae.g_02380
OG0000140	Prbc.g_01617	Syae.g_02383
OG0000141	Prbc.g_01684	Syae.g_00016
OG0000142	Prbc.g_01712	Syae.g_00074
OG0000143	Prbc.g_01716	Syae.g_00078
OG0000144	Prbc.g_01729	Syae.g_00261
OG0000145	Prbc.g_02142	Syae.g_02331
OG0000146	Prbc.g_02027	Syae.g_00350
OG0000147	Prbc.g_02026	Syae.g_00349
OG0000148	Prbc.g_01876	Syae.g_00500
OG0000149	Prbc.g_01908	Syae.g_00847
OG0000150	Prbc.g_01916	Syae.g_00017
OG0000151	Prbc.g_01988	Syae.g_00563
OG0000152	Prbc.g_02036	Syae.g_00360
OG0000153	Prbc.g_02054	Syae.g_00394
OG0000154	Prbc.g_02083	Syae.g_00420
OG0000155	Prbc.g_01424	Syae.g_00885
OG0000156	Prbc.g_00555	Syae.g_00945
OG0000157	Prbc.g_00556	Syae.g_00946
OG0000158	Prbc.g_00228	Syae.g_01858
OG0000160	Prbc.g_00710	Syae.g_02650
OG0000161	Prbc.g_00716	Syae.g_02644
OG0000162	Prbc.g_00722	Syae.g_02638
OG0000163	Prbc.g_00758	Syae.g_01092
OG0000164	Prbc.g_00854	Syae.g_01198
OG0000165	Prbc.g_00862	Syae.g_01021
OG0000166	Prbc.g_00321	Syae.g_02085
OG0000167	Prbc.g_00238	Syae.g_01874
OG0000168	Prbc.g_00227	Syae.g_01856
OG0000169	Prbc.g_00217	Syae.g_01841
OG0000170	Prbc.g_00215	Syae.g_01834
OG0000171	Prbc.g_00194	Syae.g_01810
OG0000172	Prbc.g_00967	Syae.g_01788
OG0000173	Prbc.g_00982	Syae.g_01770
OG0000174	Prbc.g_01013	Syae.g_01610
OG0000175	Prbc.g_01044	Syae.g_01679
OG0000176	Prbc.g_01074	Syae.g_01716
OG0000177	Prbc.g_01075	Syae.g_01717
OG0000178	Prbc.g_01076	Syae.g_01718
OG0000179	Prbc.g_01086	Syae.g_01733
OG0000180	Prbc.g_01087	Syae.g_01734
OG0000181	Prbc.g_01088	Syae.g_01735
OG0000182	Prbc.g_01089	Syae.g_01736
OG0000183	Prbc.g_01093	Syae.g_01740
OG0000184	Prbc.g_01124	Syae.g_01554
OG0000185	Prbc.g_01127	Syae.g_01551
OG0000186	Prbc.g_00509	Syae.g_01279
OG0000187	Prbc.g_00508	Syae.g_01280
OG0000188	Prbc.g_00491	Syae.g_01323
OG0000189	Prbc.g_00477	Syae.g_01350
OG0000190	Prbc.g_00476	Syae.g_01352
OG0000191	Prbc.g_00453	Syae.g_01384
OG0000192	Prbc.g_00449	Syae.g_01390
OG0000193	Prbc.g_00425	Syae.g_01429
OG0000194	Prbc.g_00422	Syae.g_01432
OG0000195	Prbc.g_00420	Syae.g_01434
OG0000196	Prbc.g_00410	Syae.g_01444
OG0000197	Prbc.g_00409	Syae.g_01445
OG0000198	Prbc.g_00408	Syae.g_01446
OG0000199	Prbc.g_00401	Syae.g_01454
OG0000200	Prbc.g_00388	Syae.g_01471
OG0000201	Prbc.g_00379	Syae.g_01487
OG0000202	Prbc.g_00378	Syae.g_01488
OG0000203	Prbc.g_00377	Syae.g_01489
OG0000204	Prbc.g_00376	Syae.g_01490
OG0000205	Prbc.g_00369	Syae.g_01497
OG0000206	Prbc.g_00365	Syae.g_01504
OG0000207	Prbc.g_00363	Syae.g_01506
OG0000208	Prbc.g_00362	Syae.g_01507
OG0000209	Prbc.g_00352	Syae.g_01528
OG0000210	Prbc.g_00351	Syae.g_01529
OG0000212	Prbc.g_00329	Syae.g_02244
OG0000213	Prbc.g_01153	Syae.g_02003
OG0000214	Prbc.g_01161	Syae.g_01986
OG0000215	Prbc.g_01185	Syae.g_01955
OG0000216	Prbc.g_01186	Syae.g_01951
OG0000217	Prbc.g_01189	Syae.g_01947
OG0000218	Prbc.g_01191	Syae.g_01945
OG0000219	Prbc.g_01192	Syae.g_01944
OG0000220	Prbc.g_01193	Syae.g_01943
OG0000221	Prbc.g_01194	Syae.g_01937
OG0000222	Prbc.g_01202	Syae.g_01926
OG0000223	Prbc.g_01215	Syae.g_01904
OG0000224	Prbc.g_01217	Syae.g_01897
OG0000225	Prbc.g_01257	Syae.g_02208
OG0000226	Prbc.g_01261	Syae.g_02212
OG0000227	Prbc.g_01263	Syae.g_02214
OG0000228	Prbc.g_01267	Syae.g_02218
OG0000229	Prbc.g_01497	Syae.g_00994
OG0000230	Prbc.g_01499	Syae.g_00992
OG0000231	Prbc.g_01510	Syae.g_00980
OG0000232	Prbc.g_01518	Syae.g_02496
OG0000233	Prbc.g_01526	Syae.g_02504
OG0000234	Prbc.g_01535	Syae.g_02532
OG0000235	Prbc.g_01539	Syae.g_02308
OG0000236	Prbc.g_01552	Syae.g_02323
OG0000237	Prbc.g_01586	Syae.g_02340
OG0000238	Prbc.g_01592	Syae.g_02345
OG0000239	Prbc.g_01604	Syae.g_02360
OG0000240	Prbc.g_01605	Syae.g_02361
OG0000241	Prbc.g_01609	Syae.g_00065
OG0000242	Prbc.g_01611	Syae.g_02372
OG0000243	Prbc.g_01622	Syae.g_02391
OG0000244	Prbc.g_01626	Syae.g_02399
OG0000245	Prbc.g_01628	Syae.g_02401
OG0000246	Prbc.g_01632	Syae.g_02405
OG0000247	Prbc.g_01642	Syae.g_02416
OG0000248	Prbc.g_01644	Syae.g_02419
OG0000249	Prbc.g_01646	Syae.g_02421
OG0000250	Prbc.g_01651	Syae.g_02431
OG0000251	Prbc.g_01667	Syae.g_02455
OG0000252	Prbc.g_01669	Syae.g_02458
OG0000253	Prbc.g_01671	Syae.g_02459
OG0000254	Prbc.g_01688	Syae.g_00021
OG0000255	Prbc.g_01694	Syae.g_00041
OG0000256	Prbc.g_01704	Syae.g_00058
OG0000257	Prbc.g_01707	Syae.g_00064
OG0000258	Prbc.g_01720	Syae.g_00083
OG0000259	Prbc.g_01737	Syae.g_00608
OG0000260	Prbc.g_01740	Syae.g_00603
OG0000261	Prbc.g_01743	Syae.g_00600
OG0000262	Prbc.g_01748	Syae.g_00595
OG0000263	Prbc.g_01762	Syae.g_00671
OG0000264	Prbc.g_01773	Syae.g_00761
OG0000265	Prbc.g_01787	Syae.g_00932, Syae.g_00226
OG0000266	Prbc.g_01797	Syae.g_00457
OG0000267	Prbc.g_01810	Syae.g_00304
OG0000268	Prbc.g_01811	Syae.g_00308
OG0000269	Prbc.g_01853	Syae.g_00526
OG0000270	Prbc.g_01856	Syae.g_00523
OG0000271	Prbc.g_01864	Syae.g_00515
OG0000272	Prbc.g_01865	Syae.g_00514
OG0000273	Prbc.g_01890	Syae.g_00825
OG0000274	Prbc.g_01891	Syae.g_00826
OG0000275	Prbc.g_01893	Syae.g_00832
OG0000276	Prbc.g_01899	Syae.g_00839
OG0000277	Prbc.g_01900	Syae.g_00840
OG0000278	Prbc.g_01904	Syae.g_00843
OG0000279	Prbc.g_01911	Syae.g_00851
OG0000280	Prbc.g_00068	Syae.g_00877
OG0000281	Prbc.g_01917	Syae.g_02057
OG0000282	Prbc.g_01979	Syae.g_00573
OG0000283	Prbc.g_02010	Syae.g_00321
OG0000284	Prbc.g_02015	Syae.g_00327
OG0000285	Prbc.g_02020	Syae.g_00340
OG0000286	Prbc.g_02035	Syae.g_00359
OG0000287	Prbc.g_02190	Syae.g_00387
OG0000288	Prbc.g_02082	Syae.g_00419
OG0000289	Prbc.g_02094	Syae.g_00433
OG0000290	Prbc.g_02110	Syae.g_00796
OG0000291	Prbc.g_02112	Syae.g_00794
OG0000292	Prbc.g_00173	Syae.g_01705
OG0000293	Prbc.g_01456	Syae.g_00938
OG0000294	Prbc.g_01455	Syae.g_00937
OG0000295	Prbc.g_01431	Syae.g_00893
OG0000296	Prbc.g_01429	Syae.g_00891
OG0000297	Prbc.g_01421	Syae.g_00645
OG0000298	Prbc.g_01420	Syae.g_00646
OG0000299	Prbc.g_01401	Syae.g_00680
OG0000300	Prbc.g_01398	Syae.g_00686
OG0000301	Prbc.g_01397	Syae.g_00687
OG0000302	Prbc.g_01395	Syae.g_00691
OG0000303	Prbc.g_01390	Syae.g_00700
OG0000304	Prbc.g_01387	Syae.g_00706
OG0000305	Prbc.g_00810	Syae.g_00791
OG0000306	Prbc.g_01921	Syae.g_00277
OG0000307	Prbc.g_00666	Syae.g_02290
OG0000308	Prbc.g_00667	Syae.g_02288
OG0000309	Prbc.g_00671	Syae.g_02283
OG0000310	Prbc.g_00693	Syae.g_02687
OG0000311	Prbc.g_00695	Syae.g_02682
OG0000312	Prbc.g_00698	Syae.g_02664
OG0000313	Prbc.g_00713	Syae.g_02647
OG0000314	Prbc.g_00734	Syae.g_02618
OG0000315	Prbc.g_00744	Syae.g_02609
OG0000316	Prbc.g_00768	Syae.g_01118
OG0000317	Prbc.g_00830	Syae.g_01160
OG0000318	Prbc.g_00833	Syae.g_01164
OG0000319	Prbc.g_00844	Syae.g_01181
OG0000320	Prbc.g_00846	Syae.g_01183
OG0000321	Prbc.g_00847	Syae.g_01184
OG0000322	Prbc.g_00848	Syae.g_01185
OG0000323	Prbc.g_00857	Syae.g_01200
OG0000324	Prbc.g_00884	Syae.g_01049
OG0000325	Prbc.g_00935	Syae.g_02033
OG0000326	Prbc.g_00941	Syae.g_02040
OG0000327	Prbc.g_00326	Syae.g_02080
OG0000328	Prbc.g_00325	Syae.g_02081
OG0000329	Prbc.g_00308	Syae.g_02099
OG0000330	Prbc.g_00307	Syae.g_02100
OG0000331	Prbc.g_00306	Syae.g_02101
OG0000332	Prbc.g_00292	Syae.g_02116
OG0000333	Prbc.g_00290	Syae.g_02119
OG0000334	Prbc.g_00281	Syae.g_02128
OG0000335	Prbc.g_00276	Syae.g_02132
OG0000336	Prbc.g_00272	Syae.g_02136
OG0000337	Prbc.g_00241	Syae.g_01879
OG0000338	Prbc.g_00240	Syae.g_01876
OG0000339	Prbc.g_00235	Syae.g_01869
OG0000340	Prbc.g_00226	Syae.g_01855
OG0000341	Prbc.g_00224	Syae.g_01853
OG0000342	Prbc.g_00223	Syae.g_01852
OG0000343	Prbc.g_00222	Syae.g_01848
OG0000344	Prbc.g_00219	Syae.g_01843
OG0000345	Prbc.g_00214	Syae.g_01833
OG0000346	Prbc.g_00210	Syae.g_01828
OG0000347	Prbc.g_00190	Syae.g_01805
OG0000348	Prbc.g_00970	Syae.g_01781
OG0000349	Prbc.g_00988	Syae.g_01763
OG0000350	Prbc.g_01009	Syae.g_02047
OG0000351	Prbc.g_01047	Syae.g_01684
OG0000352	Prbc.g_01048	Syae.g_01685
OG0000353	Prbc.g_01068	Syae.g_01711
OG0000355	Prbc.g_01071	Syae.g_01713
OG0000356	Prbc.g_01072	Syae.g_01714
OG0000357	Prbc.g_01073	Syae.g_01715
OG0000358	Prbc.g_01077	Syae.g_01719
OG0000359	Prbc.g_01078	Syae.g_01721
OG0000360	Prbc.g_01079	Syae.g_01722
OG0000361	Prbc.g_01080	Syae.g_01723
OG0000362	Prbc.g_01082	Syae.g_01725
OG0000363	Prbc.g_01084	Syae.g_01727
OG0000364	Prbc.g_01085	Syae.g_01728
OG0000365	Prbc.g_01090	Syae.g_01737
OG0000366	Prbc.g_01091	Syae.g_01738
OG0000367	Prbc.g_01092	Syae.g_01739
OG0000368	Prbc.g_01094	Syae.g_01741
OG0000369	Prbc.g_01095	Syae.g_01742
OG0000370	Prbc.g_01096	Syae.g_01743
OG0000371	Prbc.g_01102	Syae.g_01751
OG0000372	Prbc.g_01104	Syae.g_01756
OG0000373	Prbc.g_01105	Syae.g_01757
OG0000374	Prbc.g_01106	Syae.g_01758
OG0000375	Prbc.g_01118	Syae.g_01759
OG0000376	Prbc.g_01120	Syae.g_01761
OG0000377	Prbc.g_01123	Syae.g_01561
OG0000378	Prbc.g_01125	Syae.g_01553
OG0000379	Prbc.g_01128	Syae.g_01550
OG0000380	Prbc.g_00507	Syae.g_01281
OG0000381	Prbc.g_00503	Syae.g_01285
OG0000382	Prbc.g_00492	Syae.g_01322
OG0000383	Prbc.g_00490	Syae.g_01324
OG0000384	Prbc.g_00489	Syae.g_01325
OG0000385	Prbc.g_00488	Syae.g_01326
OG0000386	Prbc.g_00487	Syae.g_01327
OG0000387	Prbc.g_00474	Syae.g_01354
OG0000388	Prbc.g_00470	Syae.g_01358
OG0000389	Prbc.g_00467	Syae.g_01362
OG0000390	Prbc.g_00458	Syae.g_01378
OG0000391	Prbc.g_00454	Syae.g_01383
OG0000392	Prbc.g_00451	Syae.g_01389
OG0000393	Prbc.g_00448	Syae.g_01392
OG0000394	Prbc.g_00447	Syae.g_01393
OG0000395	Prbc.g_00446	Syae.g_01394
OG0000396	Prbc.g_00443	Syae.g_01397
OG0000397	Prbc.g_00441	Syae.g_01400
OG0000398	Prbc.g_00438	Syae.g_01405
OG0000399	Prbc.g_00437	Syae.g_01406
OG0000400	Prbc.g_00436	Syae.g_01407
OG0000401	Prbc.g_00435	Syae.g_01408
OG0000402	Prbc.g_02145	Syae.g_01410
OG0000403	Prbc.g_00434	Syae.g_01411
OG0000404	Prbc.g_00433	Syae.g_01412
OG0000405	Prbc.g_00428	Syae.g_01426
OG0000406	Prbc.g_00424	Syae.g_01430
OG0000407	Prbc.g_00423	Syae.g_01431
OG0000408	Prbc.g_00421	Syae.g_01433
OG0000409	Prbc.g_00419	Syae.g_01435
OG0000410	Prbc.g_00418	Syae.g_01436
OG0000411	Prbc.g_00417	Syae.g_01437
OG0000412	Prbc.g_00416	Syae.g_01438
OG0000413	Prbc.g_00415	Syae.g_01440
OG0000415	Prbc.g_00413	Syae.g_01441
OG0000416	Prbc.g_00412	Syae.g_01442
OG0000417	Prbc.g_00411	Syae.g_01443
OG0000418	Prbc.g_00406	Syae.g_01448
OG0000419	Prbc.g_00404	Syae.g_01450
OG0000420	Prbc.g_00403	Syae.g_01452
OG0000421	Prbc.g_00399	Syae.g_01457
OG0000422	Prbc.g_00398	Syae.g_01458
OG0000423	Prbc.g_00397	Syae.g_01459
OG0000424	Prbc.g_00396	Syae.g_01460
OG0000425	Prbc.g_00395	Syae.g_01461
OG0000426	Prbc.g_00394	Syae.g_01462
OG0000427	Prbc.g_00393	Syae.g_01463
OG0000428	Prbc.g_00391	Syae.g_01466
OG0000429	Prbc.g_00390	Syae.g_01468
OG0000430	Prbc.g_00389	Syae.g_01470
OG0000431	Prbc.g_00387	Syae.g_01473
OG0000432	Prbc.g_00383	Syae.g_01481
OG0000433	Prbc.g_00382	Syae.g_01484
OG0000434	Prbc.g_00381	Syae.g_01485
OG0000435	Prbc.g_00380	Syae.g_01486
OG0000436	Prbc.g_00375	Syae.g_01491
OG0000437	Prbc.g_00374	Syae.g_01492
OG0000438	Prbc.g_00373	Syae.g_01493
OG0000439	Prbc.g_00371	Syae.g_01495
OG0000440	Prbc.g_00370	Syae.g_01496
OG0000441	Prbc.g_00368	Syae.g_01501
OG0000442	Prbc.g_00367	Syae.g_01502
OG0000443	Prbc.g_00366	Syae.g_01503
OG0000444	Prbc.g_00361	Syae.g_01509
OG0000445	Prbc.g_00360	Syae.g_01510
OG0000446	Prbc.g_00358	Syae.g_01512
OG0000447	Prbc.g_00357	Syae.g_01517
OG0000448	Prbc.g_00356	Syae.g_01518
OG0000449	Prbc.g_00355	Syae.g_01519
OG0000450	Prbc.g_00354	Syae.g_01525
OG0000451	Prbc.g_00353	Syae.g_01526
OG0000452	Prbc.g_00350	Syae.g_01530
OG0000453	Prbc.g_00349	Syae.g_01531
OG0000454	Prbc.g_00348	Syae.g_01532
OG0000455	Prbc.g_00347	Syae.g_01533
OG0000456	Prbc.g_00346	Syae.g_01534
OG0000457	Prbc.g_00345	Syae.g_01536
OG0000458	Prbc.g_00344	Syae.g_01538
OG0000459	Prbc.g_00343	Syae.g_01539
OG0000460	Prbc.g_00335	Syae.g_02236
OG0000461	Prbc.g_01140	Syae.g_02024
OG0000462	Prbc.g_01142	Syae.g_02021
OG0000463	Prbc.g_01143	Syae.g_02020
OG0000464	Prbc.g_01144	Syae.g_02019
OG0000465	Prbc.g_01145	Syae.g_02018
OG0000466	Prbc.g_01146	Syae.g_02014
OG0000467	Prbc.g_01147	Syae.g_02012
OG0000468	Prbc.g_01149	Syae.g_02007
OG0000469	Prbc.g_01156	Syae.g_01992
OG0000470	Prbc.g_01158	Syae.g_01990
OG0000471	Prbc.g_01159	Syae.g_01989
OG0000472	Prbc.g_01160	Syae.g_01987
OG0000473	Prbc.g_01162	Syae.g_01985
OG0000474	Prbc.g_01163	Syae.g_01984
OG0000475	Prbc.g_01164	Syae.g_01983
OG0000476	Prbc.g_01166	Syae.g_01981
OG0000477	Prbc.g_01168	Syae.g_01975
OG0000478	Prbc.g_01169	Syae.g_01974
OG0000479	Prbc.g_01170	Syae.g_01973
OG0000480	Prbc.g_01175	Syae.g_01966
OG0000481	Prbc.g_01177	Syae.g_01964
OG0000482	Prbc.g_01178	Syae.g_01963
OG0000483	Prbc.g_01181	Syae.g_01959
OG0000484	Prbc.g_01182	Syae.g_01958
OG0000485	Prbc.g_01183	Syae.g_01957
OG0000486	Prbc.g_01184	Syae.g_01956
OG0000487	Prbc.g_01187	Syae.g_01950
OG0000488	Prbc.g_01190	Syae.g_01946
OG0000489	Prbc.g_01195	Syae.g_01936
OG0000490	Prbc.g_01200	Syae.g_01928
OG0000491	Prbc.g_01201	Syae.g_01927
OG0000492	Prbc.g_01203	Syae.g_01925
OG0000493	Prbc.g_01204	Syae.g_01924
OG0000494	Prbc.g_01205	Syae.g_01923
OG0000495	Prbc.g_01206	Syae.g_01922
OG0000496	Prbc.g_01207	Syae.g_01921
OG0000497	Prbc.g_01208	Syae.g_01920
OG0000498	Prbc.g_01209	Syae.g_01919
OG0000499	Prbc.g_01210	Syae.g_01918
OG0000500	Prbc.g_01211	Syae.g_01917
OG0000501	Prbc.g_01213	Syae.g_01914
OG0000502	Prbc.g_01216	Syae.g_01902
OG0000503	Prbc.g_01246	Syae.g_02192
OG0000504	Prbc.g_01248	Syae.g_02194
OG0000505	Prbc.g_01249	Syae.g_02195
OG0000506	Prbc.g_01250	Syae.g_02197
OG0000507	Prbc.g_01253	Syae.g_02203
OG0000508	Prbc.g_01256	Syae.g_02207
OG0000509	Prbc.g_01258	Syae.g_02209
OG0000510	Prbc.g_01259	Syae.g_02210
OG0000511	Prbc.g_01260	Syae.g_02211
OG0000512	Prbc.g_01262	Syae.g_02213
OG0000513	Prbc.g_01271	Syae.g_02223
OG0000514	Prbc.g_01492	Syae.g_02229
OG0000515	Prbc.g_01493	Syae.g_02230
OG0000516	Prbc.g_01494	Syae.g_01000
OG0000517	Prbc.g_01496	Syae.g_00995
OG0000518	Prbc.g_01507	Syae.g_00983
OG0000519	Prbc.g_01508	Syae.g_00982
OG0000520	Prbc.g_01509	Syae.g_00981
OG0000521	Prbc.g_01514	Syae.g_02491
OG0000522	Prbc.g_01516	Syae.g_02493
OG0000523	Prbc.g_01517	Syae.g_02494
OG0000524	Prbc.g_01524	Syae.g_02501
OG0000525	Prbc.g_01528	Syae.g_02520
OG0000526	Prbc.g_01529	Syae.g_02523
OG0000527	Prbc.g_01532	Syae.g_02528
OG0000528	Prbc.g_01538	Syae.g_02304
OG0000529	Prbc.g_01541	Syae.g_02310
OG0000530	Prbc.g_01544	Syae.g_02313
OG0000531	Prbc.g_01545	Syae.g_02314
OG0000532	Prbc.g_01546	Syae.g_02317
OG0000533	Prbc.g_01547	Syae.g_02318
OG0000534	Prbc.g_01548	Syae.g_02319
OG0000535	Prbc.g_01549	Syae.g_02320
OG0000536	Prbc.g_01550	Syae.g_02321
OG0000537	Prbc.g_01551	Syae.g_02322
OG0000538	Prbc.g_01580	Syae.g_02333
OG0000539	Prbc.g_01581	Syae.g_02334
OG0000540	Prbc.g_01582	Syae.g_02335
OG0000541	Prbc.g_01583	Syae.g_02336
OG0000542	Prbc.g_01585	Syae.g_02339
OG0000543	Prbc.g_01587	Syae.g_02341
OG0000544	Prbc.g_01588	Syae.g_02342
OG0000545	Prbc.g_01590	Syae.g_02344
OG0000546	Prbc.g_01593	Syae.g_02346
OG0000547	Prbc.g_01595	Syae.g_02348
OG0000548	Prbc.g_01596	Syae.g_02349
OG0000549	Prbc.g_01599	Syae.g_02354
OG0000550	Prbc.g_01603	Syae.g_02358
OG0000551	Prbc.g_01606	Syae.g_02363
OG0000552	Prbc.g_01607	Syae.g_02364
OG0000553	Prbc.g_01608	Syae.g_02366
OG0000554	Prbc.g_01613	Syae.g_02375
OG0000555	Prbc.g_01621	Syae.g_02390
OG0000556	Prbc.g_01623	Syae.g_02394
OG0000557	Prbc.g_01624	Syae.g_02398
OG0000558	Prbc.g_01627	Syae.g_02400
OG0000559	Prbc.g_01631	Syae.g_02404
OG0000560	Prbc.g_01634	Syae.g_02407
OG0000561	Prbc.g_01635	Syae.g_02408
OG0000562	Prbc.g_01636	Syae.g_02409
OG0000563	Prbc.g_01637	Syae.g_02410
OG0000564	Prbc.g_01638	Syae.g_02411
