Orthogroup	Prbc	Syaa
OG0000065	Prbc.g_00466	Syaa.g_02380
OG0000066	Prbc.g_01618	Syaa.g_01968
OG0000067	Prbc.g_01858	Syaa.g_01154
OG0000068	Prbc.g_00657	Syaa.g_02059
OG0000069	Prbc.g_02181, Prbc.g_00752	Syaa.g_01256
OG0000070	Prbc.g_01511	Syaa.g_00718
OG0000071	Prbc.g_00566	Syaa.g_00735
OG0000072	Prbc.g_00400	Syaa.g_02480
OG0000073	Prbc.g_01579	Syaa.g_02030
OG0000074	Prbc.g_02148, Prbc.g_01960, Prbc.g_01763	Syaa.g_00372
OG0000075	Prbc.g_00236	Syaa.g_00157
OG0000076	Prbc.g_00211	Syaa.g_00123
OG0000077	Prbc.g_00495	Syaa.g_00341
OG0000078	Prbc.g_00330	Syaa.g_02103
OG0000079	Prbc.g_01148	Syaa.g_00303
OG0000081	Prbc.g_01610	Syaa.g_02089
OG0000082	Prbc.g_00891	Syaa.g_01905
OG0000084	Prbc.g_00705	Syaa.g_01770
OG0000085	Prbc.g_00826	Syaa.g_00564
OG0000086	Prbc.g_00485	Syaa.g_00324
OG0000087	Prbc.g_00432	Syaa.g_02433
OG0000088	Prbc.g_00405	Syaa.g_02474
OG0000089	Prbc.g_01268	Syaa.g_02149
OG0000090	Prbc.g_01612	Syaa.g_01980
OG0000091	Prbc.g_01719	Syaa.g_01625
OG0000097	Prbc.g_01400	Syaa.g_00979
OG0000099	Prbc.g_01229	Syaa.g_00202
OG0000100	Prbc.g_00785	Syaa.g_01201
OG0000101	Prbc.g_00284	Syaa.g_02249
OG0000102	Prbc.g_00206	Syaa.g_00118
OG0000103	Prbc.g_01053	Syaa.g_02740
OG0000104	Prbc.g_01065	Syaa.g_02754
OG0000105	Prbc.g_01167	Syaa.g_00270
OG0000106	Prbc.g_00134, Prbc.g_00641	Syaa.g_01439
OG0000107	Prbc.g_00934	Syaa.g_02351
OG0000108	Prbc.g_01540	Syaa.g_02051
OG0000109	Prbc.g_01553	Syaa.g_02036
OG0000110	Prbc.g_01654	Syaa.g_01918
OG0000111	Prbc.g_01781	Syaa.g_00888
OG0000112	Prbc.g_02028	Syaa.g_01366
OG0000113	Prbc.g_01882, Prbc.g_00153	Syaa.g_01196
OG0000114	Prbc.g_01977	Syaa.g_01094
OG0000115	Prbc.g_00801	Syaa.g_01795
OG0000116	Prbc.g_01457	Syaa.g_00757
OG0000117	Prbc.g_00102	Syaa.g_01009
OG0000118	Prbc.g_00577	Syaa.g_01874
OG0000119	Prbc.g_00650	Syaa.g_00785
OG0000120	Prbc.g_01753	Syaa.g_00201
OG0000121	Prbc.g_00711	Syaa.g_01777
OG0000122	Prbc.g_00750	Syaa.g_01598
OG0000123	Prbc.g_00277	Syaa.g_02242
OG0000124	Prbc.g_00193	Syaa.g_00092
OG0000125	Prbc.g_00997	Syaa.g_02598
OG0000126	Prbc.g_01063	Syaa.g_02752
OG0000127	Prbc.g_01352, Prbc.g_00621	Syaa.g_00934
OG0000127	Prbc.g_01367	Syaa.g_00377, Syaa.g_00390
OG0000128	Prbc.g_01081	Syaa.g_00012
OG0000129	Prbc.g_01122	Syaa.g_02586
OG0000130	Prbc.g_00504	Syaa.g_00354
OG0000131	Prbc.g_00426	Syaa.g_02448
OG0000132	Prbc.g_00407	Syaa.g_02472
OG0000133	Prbc.g_01214	Syaa.g_01361
OG0000134	Prbc.g_01270	Syaa.g_02146
OG0000135	Prbc.g_02198, Prbc.g_02183	Syaa.g_02649
OG0000136	Prbc.g_01502	Syaa.g_00708
OG0000137	Prbc.g_01534	Syaa.g_01842
OG0000138	Prbc.g_01554	Syaa.g_02035
OG0000139	Prbc.g_01616	Syaa.g_01974
OG0000140	Prbc.g_01617	Syaa.g_01971
OG0000141	Prbc.g_01684	Syaa.g_01689
OG0000142	Prbc.g_01712	Syaa.g_01633
OG0000143	Prbc.g_01716	Syaa.g_01629
OG0000144	Prbc.g_01729	Syaa.g_01446
OG0000145	Prbc.g_02142	Syaa.g_02029
OG0000146	Prbc.g_02027	Syaa.g_01367
OG0000147	Prbc.g_02026	Syaa.g_01368
OG0000148	Prbc.g_01876	Syaa.g_01190
OG0000149	Prbc.g_01908	Syaa.g_00826
OG0000150	Prbc.g_01916	Syaa.g_01688
OG0000151	Prbc.g_01988	Syaa.g_01107
OG0000152	Prbc.g_02036	Syaa.g_01357
OG0000153	Prbc.g_02054	Syaa.g_01324
OG0000154	Prbc.g_02083	Syaa.g_01298
OG0000155	Prbc.g_01424	Syaa.g_00804
OG0000156	Prbc.g_00555	Syaa.g_00751
OG0000157	Prbc.g_00556	Syaa.g_00750
OG0000158	Prbc.g_00228	Syaa.g_00148
OG0000160	Prbc.g_00710	Syaa.g_01776
OG0000161	Prbc.g_00716	Syaa.g_01782
OG0000162	Prbc.g_00722	Syaa.g_01788
OG0000163	Prbc.g_00758	Syaa.g_00624
OG0000164	Prbc.g_00854	Syaa.g_00507
OG0000165	Prbc.g_00862	Syaa.g_00681
OG0000166	Prbc.g_00321	Syaa.g_02289
OG0000167	Prbc.g_00238	Syaa.g_00160
OG0000168	Prbc.g_00227	Syaa.g_00145
OG0000169	Prbc.g_00217	Syaa.g_00134
OG0000170	Prbc.g_00215	Syaa.g_00128
OG0000171	Prbc.g_00194	Syaa.g_00093
OG0000172	Prbc.g_00967	Syaa.g_00079
OG0000173	Prbc.g_00982	Syaa.g_00060
OG0000174	Prbc.g_01013	Syaa.g_02651
OG0000175	Prbc.g_01044	Syaa.g_02726
OG0000176	Prbc.g_01074	Syaa.g_00004
OG0000177	Prbc.g_01075	Syaa.g_00005
OG0000178	Prbc.g_01076	Syaa.g_00006
OG0000179	Prbc.g_01086	Syaa.g_00023
OG0000180	Prbc.g_01087	Syaa.g_00024
OG0000181	Prbc.g_01088	Syaa.g_00025
OG0000182	Prbc.g_01089	Syaa.g_00026
OG0000183	Prbc.g_01093	Syaa.g_00030
OG0000184	Prbc.g_01124	Syaa.g_02578
OG0000185	Prbc.g_01127	Syaa.g_02575
OG0000186	Prbc.g_00509	Syaa.g_00359
OG0000187	Prbc.g_00508	Syaa.g_00358
OG0000188	Prbc.g_00491	Syaa.g_00334
OG0000189	Prbc.g_00477	Syaa.g_02367
OG0000190	Prbc.g_00476	Syaa.g_02369
OG0000191	Prbc.g_00453	Syaa.g_02404
OG0000192	Prbc.g_00449	Syaa.g_02410
OG0000193	Prbc.g_00425	Syaa.g_02449
OG0000194	Prbc.g_00422	Syaa.g_02452
OG0000195	Prbc.g_00420	Syaa.g_02459
OG0000196	Prbc.g_00410	Syaa.g_02469
OG0000197	Prbc.g_00409	Syaa.g_02470
OG0000198	Prbc.g_00408	Syaa.g_02471
OG0000199	Prbc.g_00401	Syaa.g_02479
OG0000200	Prbc.g_00388	Syaa.g_02496
OG0000201	Prbc.g_00379	Syaa.g_02521
OG0000202	Prbc.g_00378	Syaa.g_02522
OG0000203	Prbc.g_00377	Syaa.g_02523
OG0000204	Prbc.g_00376	Syaa.g_02524
OG0000205	Prbc.g_00369	Syaa.g_02531
OG0000206	Prbc.g_00365	Syaa.g_02538
OG0000207	Prbc.g_00363	Syaa.g_02540
OG0000208	Prbc.g_00362	Syaa.g_02541
OG0000209	Prbc.g_00352	Syaa.g_02556
OG0000210	Prbc.g_00351	Syaa.g_02557
OG0000212	Prbc.g_00329	Syaa.g_02102
OG0000213	Prbc.g_01153	Syaa.g_00295
OG0000214	Prbc.g_01161	Syaa.g_00279
OG0000215	Prbc.g_01185	Syaa.g_00248
OG0000216	Prbc.g_01186	Syaa.g_00244
OG0000217	Prbc.g_01189	Syaa.g_00240
OG0000218	Prbc.g_01191	Syaa.g_00238
OG0000219	Prbc.g_01192	Syaa.g_00237
OG0000220	Prbc.g_01193	Syaa.g_00236
OG0000221	Prbc.g_01194	Syaa.g_00229
OG0000222	Prbc.g_01202	Syaa.g_00215
OG0000223	Prbc.g_01215	Syaa.g_00192
OG0000224	Prbc.g_01217	Syaa.g_00183
OG0000225	Prbc.g_01257	Syaa.g_02166
OG0000226	Prbc.g_01261	Syaa.g_02162
OG0000227	Prbc.g_01263	Syaa.g_02160
OG0000228	Prbc.g_01267	Syaa.g_02150
OG0000229	Prbc.g_01497	Syaa.g_00703
OG0000230	Prbc.g_01499	Syaa.g_00705
OG0000231	Prbc.g_01510	Syaa.g_00717
OG0000232	Prbc.g_01518	Syaa.g_01858
OG0000233	Prbc.g_01526	Syaa.g_01853
OG0000234	Prbc.g_01535	Syaa.g_01841
OG0000235	Prbc.g_01539	Syaa.g_02052
OG0000236	Prbc.g_01552	Syaa.g_02037
OG0000237	Prbc.g_01586	Syaa.g_02020
OG0000238	Prbc.g_01592	Syaa.g_02015
OG0000239	Prbc.g_01604	Syaa.g_01996
OG0000240	Prbc.g_01605	Syaa.g_01995
OG0000241	Prbc.g_01609	Syaa.g_01644
OG0000242	Prbc.g_01611	Syaa.g_01982
OG0000243	Prbc.g_01622	Syaa.g_01960
OG0000244	Prbc.g_01626	Syaa.g_01954
OG0000245	Prbc.g_01628	Syaa.g_01952
OG0000246	Prbc.g_01632	Syaa.g_01948
OG0000247	Prbc.g_01642	Syaa.g_01937
OG0000248	Prbc.g_01644	Syaa.g_01934
OG0000249	Prbc.g_01646	Syaa.g_01932
OG0000250	Prbc.g_01651	Syaa.g_01922
OG0000251	Prbc.g_01667	Syaa.g_01897
OG0000252	Prbc.g_01669	Syaa.g_01894
OG0000253	Prbc.g_01671	Syaa.g_01893
OG0000254	Prbc.g_01688	Syaa.g_01684
OG0000255	Prbc.g_01694	Syaa.g_01668
OG0000256	Prbc.g_01704	Syaa.g_01651
OG0000257	Prbc.g_01707	Syaa.g_01645
OG0000258	Prbc.g_01720	Syaa.g_01624
OG0000259	Prbc.g_01737	Syaa.g_01063
OG0000260	Prbc.g_01740	Syaa.g_01066
OG0000261	Prbc.g_01743	Syaa.g_01069
OG0000262	Prbc.g_01748	Syaa.g_01074
OG0000263	Prbc.g_01762	Syaa.g_00989
OG0000264	Prbc.g_01773	Syaa.g_00910
OG0000265	Prbc.g_01787	Syaa.g_00931, Syaa.g_01498
OG0000266	Prbc.g_01797	Syaa.g_01257, Syaa.g_01258
OG0000267	Prbc.g_01810	Syaa.g_01409
OG0000268	Prbc.g_01811	Syaa.g_01408
OG0000269	Prbc.g_01853	Syaa.g_01149
OG0000270	Prbc.g_01856	Syaa.g_01152
OG0000271	Prbc.g_01864	Syaa.g_01160
OG0000272	Prbc.g_01865	Syaa.g_01161
OG0000273	Prbc.g_01890	Syaa.g_00844
OG0000274	Prbc.g_01891	Syaa.g_00843
OG0000275	Prbc.g_01893	Syaa.g_00840
OG0000276	Prbc.g_01899	Syaa.g_00834
OG0000277	Prbc.g_01900	Syaa.g_00833
OG0000278	Prbc.g_01904	Syaa.g_00830
OG0000279	Prbc.g_01911	Syaa.g_00822
OG0000280	Prbc.g_00068	Syaa.g_00815
OG0000282	Prbc.g_01979	Syaa.g_01096
OG0000283	Prbc.g_02010	Syaa.g_01396
OG0000284	Prbc.g_02015	Syaa.g_01390
OG0000285	Prbc.g_02020	Syaa.g_01377
OG0000286	Prbc.g_02035	Syaa.g_01358
OG0000287	Prbc.g_02190	Syaa.g_01330
OG0000288	Prbc.g_02082	Syaa.g_01299
OG0000289	Prbc.g_02094	Syaa.g_01285
OG0000290	Prbc.g_02110	Syaa.g_00875
OG0000291	Prbc.g_02112	Syaa.g_00877
OG0000292	Prbc.g_00173	Syaa.g_02751
OG0000293	Prbc.g_01456	Syaa.g_00758
OG0000294	Prbc.g_01455	Syaa.g_00759
OG0000295	Prbc.g_01431	Syaa.g_00796
OG0000296	Prbc.g_01429	Syaa.g_00798
OG0000297	Prbc.g_01421	Syaa.g_01021
OG0000298	Prbc.g_01420	Syaa.g_01010
OG0000299	Prbc.g_01401	Syaa.g_00982
OG0000300	Prbc.g_01398	Syaa.g_00976
OG0000301	Prbc.g_01397	Syaa.g_00975
OG0000302	Prbc.g_01395	Syaa.g_00972
OG0000303	Prbc.g_01390	Syaa.g_00963
OG0000304	Prbc.g_01387	Syaa.g_00957
OG0000305	Prbc.g_00810	Syaa.g_00881
OG0000306	Prbc.g_01921	Syaa.g_00807
OG0000307	Prbc.g_00666	Syaa.g_02068
OG0000308	Prbc.g_00667	Syaa.g_02070
OG0000309	Prbc.g_00671	Syaa.g_02075
OG0000310	Prbc.g_00693	Syaa.g_01752
OG0000311	Prbc.g_00695	Syaa.g_01757
OG0000312	Prbc.g_00698	Syaa.g_01762
OG0000313	Prbc.g_00713	Syaa.g_01779
OG0000314	Prbc.g_00734	Syaa.g_01806
OG0000315	Prbc.g_00744	Syaa.g_01816
OG0000316	Prbc.g_00768	Syaa.g_00598
OG0000317	Prbc.g_00830	Syaa.g_00556
OG0000318	Prbc.g_00833	Syaa.g_00550
OG0000319	Prbc.g_00844	Syaa.g_00532
OG0000320	Prbc.g_00846	Syaa.g_00530
OG0000321	Prbc.g_00847	Syaa.g_00529
OG0000322	Prbc.g_00848	Syaa.g_00528
OG0000323	Prbc.g_00857	Syaa.g_00496
OG0000324	Prbc.g_00884	Syaa.g_00653
OG0000325	Prbc.g_00935	Syaa.g_02350
OG0000326	Prbc.g_00941	Syaa.g_02343
OG0000327	Prbc.g_00326	Syaa.g_02294
OG0000328	Prbc.g_00325	Syaa.g_02293
OG0000329	Prbc.g_00308	Syaa.g_02275
OG0000330	Prbc.g_00307	Syaa.g_02274
OG0000331	Prbc.g_00306	Syaa.g_02273
OG0000332	Prbc.g_00292	Syaa.g_02258
OG0000333	Prbc.g_00290	Syaa.g_02255
OG0000334	Prbc.g_00281	Syaa.g_02246
OG0000335	Prbc.g_00276	Syaa.g_02241
OG0000336	Prbc.g_00272	Syaa.g_02237
OG0000337	Prbc.g_00241	Syaa.g_00167
OG0000338	Prbc.g_00240	Syaa.g_00162
OG0000339	Prbc.g_00235	Syaa.g_00156
OG0000340	Prbc.g_00226	Syaa.g_00144
OG0000341	Prbc.g_00224	Syaa.g_00142
OG0000342	Prbc.g_00223	Syaa.g_00141
OG0000343	Prbc.g_00222	Syaa.g_00140
OG0000344	Prbc.g_00219	Syaa.g_00136
OG0000345	Prbc.g_00214	Syaa.g_00127
OG0000346	Prbc.g_00210	Syaa.g_00122
OG0000347	Prbc.g_00190	Syaa.g_00088
OG0000348	Prbc.g_00970	Syaa.g_00071
OG0000349	Prbc.g_00988	Syaa.g_00053
OG0000350	Prbc.g_01009	Syaa.g_02336
OG0000351	Prbc.g_01047	Syaa.g_02730
OG0000352	Prbc.g_01048	Syaa.g_02731
OG0000353	Prbc.g_01068	Syaa.g_02757
OG0000355	Prbc.g_01071	Syaa.g_00001
OG0000356	Prbc.g_01072	Syaa.g_00002
OG0000357	Prbc.g_01073	Syaa.g_00003
OG0000358	Prbc.g_01077	Syaa.g_00007
OG0000359	Prbc.g_01078	Syaa.g_00009
OG0000360	Prbc.g_01079	Syaa.g_00010
OG0000361	Prbc.g_01080	Syaa.g_00011
OG0000362	Prbc.g_01082	Syaa.g_00013
OG0000363	Prbc.g_01084	Syaa.g_00015
OG0000364	Prbc.g_01085	Syaa.g_00016
OG0000365	Prbc.g_01090	Syaa.g_00027
OG0000366	Prbc.g_01091	Syaa.g_00028
OG0000367	Prbc.g_01092	Syaa.g_00029
OG0000368	Prbc.g_01094	Syaa.g_00031
OG0000369	Prbc.g_01095	Syaa.g_00032
OG0000370	Prbc.g_01096	Syaa.g_00033
OG0000371	Prbc.g_01102	Syaa.g_00041
OG0000372	Prbc.g_01104	Syaa.g_00046
OG0000373	Prbc.g_01105	Syaa.g_00047
OG0000374	Prbc.g_01106	Syaa.g_00048
OG0000375	Prbc.g_01118	Syaa.g_00049
OG0000376	Prbc.g_01120	Syaa.g_00051
OG0000377	Prbc.g_01123	Syaa.g_02585
OG0000378	Prbc.g_01125	Syaa.g_02577
OG0000379	Prbc.g_01128	Syaa.g_02574
OG0000380	Prbc.g_00507	Syaa.g_00357
OG0000381	Prbc.g_00503	Syaa.g_00353
OG0000382	Prbc.g_00492	Syaa.g_00335
OG0000383	Prbc.g_00490	Syaa.g_00333
OG0000384	Prbc.g_00489	Syaa.g_00332
OG0000385	Prbc.g_00488	Syaa.g_00331
OG0000386	Prbc.g_00487	Syaa.g_00330
OG0000387	Prbc.g_00474	Syaa.g_02371
OG0000388	Prbc.g_00470	Syaa.g_02375
OG0000389	Prbc.g_00467	Syaa.g_02379
OG0000390	Prbc.g_00458	Syaa.g_02398
OG0000391	Prbc.g_00454	Syaa.g_02403
OG0000392	Prbc.g_00451	Syaa.g_02409
OG0000393	Prbc.g_00448	Syaa.g_02412
OG0000394	Prbc.g_00447	Syaa.g_02413
OG0000395	Prbc.g_00446	Syaa.g_02414
OG0000396	Prbc.g_00443	Syaa.g_02417
OG0000397	Prbc.g_00441	Syaa.g_02419
OG0000398	Prbc.g_00438	Syaa.g_02424
OG0000399	Prbc.g_00437	Syaa.g_02425
OG0000400	Prbc.g_00436	Syaa.g_02426
OG0000401	Prbc.g_00435	Syaa.g_02427
OG0000402	Prbc.g_02145	Syaa.g_02429
OG0000403	Prbc.g_00434	Syaa.g_02430
OG0000404	Prbc.g_00433	Syaa.g_02431
OG0000405	Prbc.g_00428	Syaa.g_02446
OG0000406	Prbc.g_00424	Syaa.g_02450
OG0000407	Prbc.g_00423	Syaa.g_02451
OG0000408	Prbc.g_00421	Syaa.g_02458
OG0000409	Prbc.g_00419	Syaa.g_02460
OG0000410	Prbc.g_00418	Syaa.g_02461
OG0000411	Prbc.g_00417	Syaa.g_02462
OG0000412	Prbc.g_00416	Syaa.g_02463
OG0000413	Prbc.g_00415	Syaa.g_02465
OG0000415	Prbc.g_00413	Syaa.g_02466
OG0000416	Prbc.g_00412	Syaa.g_02467
OG0000417	Prbc.g_00411	Syaa.g_02468
OG0000418	Prbc.g_00406	Syaa.g_02473
OG0000419	Prbc.g_00404	Syaa.g_02475
OG0000420	Prbc.g_00403	Syaa.g_02477
OG0000421	Prbc.g_00399	Syaa.g_02482
OG0000422	Prbc.g_00398	Syaa.g_02483
OG0000423	Prbc.g_00397	Syaa.g_02484
OG0000424	Prbc.g_00396	Syaa.g_02485
OG0000425	Prbc.g_00395	Syaa.g_02486
OG0000426	Prbc.g_00394	Syaa.g_02487
OG0000427	Prbc.g_00393	Syaa.g_02488
OG0000428	Prbc.g_00391	Syaa.g_02491
OG0000429	Prbc.g_00390	Syaa.g_02493
OG0000430	Prbc.g_00389	Syaa.g_02495
OG0000431	Prbc.g_00387	Syaa.g_02498
OG0000432	Prbc.g_00383	Syaa.g_02504
OG0000433	Prbc.g_00382	Syaa.g_02513
OG0000434	Prbc.g_00381	Syaa.g_02514
OG0000435	Prbc.g_00380	Syaa.g_02516
OG0000436	Prbc.g_00375	Syaa.g_02525
OG0000437	Prbc.g_00374	Syaa.g_02526
OG0000438	Prbc.g_00373	Syaa.g_02527
OG0000439	Prbc.g_00371	Syaa.g_02529
OG0000440	Prbc.g_00370	Syaa.g_02530
OG0000441	Prbc.g_00368	Syaa.g_02534
OG0000442	Prbc.g_00367	Syaa.g_02535
OG0000443	Prbc.g_00366	Syaa.g_02536
OG0000444	Prbc.g_00361	Syaa.g_02542
OG0000445	Prbc.g_00360	Syaa.g_02543
OG0000446	Prbc.g_00358	Syaa.g_02545
OG0000447	Prbc.g_00357	Syaa.g_02548
OG0000448	Prbc.g_00356	Syaa.g_02549
OG0000449	Prbc.g_00355	Syaa.g_02550
OG0000450	Prbc.g_00354	Syaa.g_02553
OG0000451	Prbc.g_00353	Syaa.g_02554
OG0000452	Prbc.g_00350	Syaa.g_02558
OG0000453	Prbc.g_00349	Syaa.g_02559
OG0000454	Prbc.g_00348	Syaa.g_02560
OG0000455	Prbc.g_00347	Syaa.g_02561
OG0000456	Prbc.g_00346	Syaa.g_02562
OG0000457	Prbc.g_00345	Syaa.g_02564
OG0000458	Prbc.g_00344	Syaa.g_02565
OG0000459	Prbc.g_00343	Syaa.g_02566
OG0000460	Prbc.g_00335	Syaa.g_02111
OG0000461	Prbc.g_01140	Syaa.g_00318
OG0000462	Prbc.g_01142	Syaa.g_00315
OG0000463	Prbc.g_01143	Syaa.g_00314
OG0000464	Prbc.g_01144	Syaa.g_00313
OG0000465	Prbc.g_01145	Syaa.g_00311
OG0000466	Prbc.g_01146	Syaa.g_00306
OG0000467	Prbc.g_01147	Syaa.g_00304
OG0000468	Prbc.g_01149	Syaa.g_00299
OG0000469	Prbc.g_01156	Syaa.g_00285
OG0000470	Prbc.g_01158	Syaa.g_00283
OG0000471	Prbc.g_01159	Syaa.g_00282
OG0000472	Prbc.g_01160	Syaa.g_00280
OG0000473	Prbc.g_01162	Syaa.g_00278
OG0000474	Prbc.g_01163	Syaa.g_00277
OG0000475	Prbc.g_01164	Syaa.g_00276
OG0000476	Prbc.g_01166	Syaa.g_00274
OG0000477	Prbc.g_01168	Syaa.g_00268
OG0000478	Prbc.g_01169	Syaa.g_00267
OG0000479	Prbc.g_01170	Syaa.g_00266
OG0000480	Prbc.g_01175	Syaa.g_00259
OG0000481	Prbc.g_01177	Syaa.g_00257
OG0000482	Prbc.g_01178	Syaa.g_00256
OG0000483	Prbc.g_01181	Syaa.g_00252
OG0000484	Prbc.g_01182	Syaa.g_00251
OG0000485	Prbc.g_01183	Syaa.g_00250
OG0000486	Prbc.g_01184	Syaa.g_00249
OG0000487	Prbc.g_01187	Syaa.g_00243
OG0000488	Prbc.g_01190	Syaa.g_00239
OG0000489	Prbc.g_01195	Syaa.g_00228
OG0000490	Prbc.g_01200	Syaa.g_00220
OG0000491	Prbc.g_01201	Syaa.g_00218
OG0000492	Prbc.g_01203	Syaa.g_00214
OG0000493	Prbc.g_01204	Syaa.g_00213
OG0000494	Prbc.g_01205	Syaa.g_00212
OG0000495	Prbc.g_01206	Syaa.g_00211
OG0000496	Prbc.g_01207	Syaa.g_00210
OG0000497	Prbc.g_01208	Syaa.g_00209
OG0000498	Prbc.g_01209	Syaa.g_00208
OG0000499	Prbc.g_01210	Syaa.g_00207
OG0000500	Prbc.g_01211	Syaa.g_00206
OG0000501	Prbc.g_01213	Syaa.g_00203
OG0000502	Prbc.g_01216	Syaa.g_00190
OG0000503	Prbc.g_01246	Syaa.g_02182
OG0000504	Prbc.g_01248	Syaa.g_02180
OG0000505	Prbc.g_01249	Syaa.g_02179
OG0000506	Prbc.g_01250	Syaa.g_02177
OG0000507	Prbc.g_01253	Syaa.g_02171
OG0000508	Prbc.g_01256	Syaa.g_02167
OG0000509	Prbc.g_01258	Syaa.g_02165
OG0000510	Prbc.g_01259	Syaa.g_02164
OG0000511	Prbc.g_01260	Syaa.g_02163
OG0000512	Prbc.g_01262	Syaa.g_02161
OG0000513	Prbc.g_01271	Syaa.g_02145
OG0000514	Prbc.g_01492	Syaa.g_02118
OG0000515	Prbc.g_01493	Syaa.g_02117
OG0000516	Prbc.g_01494	Syaa.g_00698
OG0000517	Prbc.g_01496	Syaa.g_00702
OG0000518	Prbc.g_01507	Syaa.g_00714
OG0000519	Prbc.g_01508	Syaa.g_00715
OG0000520	Prbc.g_01509	Syaa.g_00716
OG0000521	Prbc.g_01514	Syaa.g_01864
OG0000522	Prbc.g_01516	Syaa.g_01862
OG0000523	Prbc.g_01517	Syaa.g_01859
OG0000524	Prbc.g_01524	Syaa.g_01856
OG0000525	Prbc.g_01528	Syaa.g_01851
OG0000526	Prbc.g_01529	Syaa.g_01848
OG0000527	Prbc.g_01532	Syaa.g_01844
OG0000528	Prbc.g_01538	Syaa.g_02054
OG0000529	Prbc.g_01541	Syaa.g_02050
OG0000530	Prbc.g_01544	Syaa.g_02047
OG0000531	Prbc.g_01545	Syaa.g_02046
OG0000532	Prbc.g_01546	Syaa.g_02043
OG0000533	Prbc.g_01547	Syaa.g_02042
OG0000534	Prbc.g_01548	Syaa.g_02041
OG0000535	Prbc.g_01549	Syaa.g_02040
OG0000536	Prbc.g_01550	Syaa.g_02039
OG0000537	Prbc.g_01551	Syaa.g_02038
OG0000538	Prbc.g_01580	Syaa.g_02027
OG0000539	Prbc.g_01581	Syaa.g_02026
OG0000540	Prbc.g_01582	Syaa.g_02025
OG0000541	Prbc.g_01583	Syaa.g_02024
OG0000542	Prbc.g_01585	Syaa.g_02021
OG0000543	Prbc.g_01587	Syaa.g_02019
OG0000544	Prbc.g_01588	Syaa.g_02018
OG0000545	Prbc.g_01590	Syaa.g_02016
