Orthogroup	Prbc	Prac
OG0000070	Prbc.g_01511	Prac.g_01097
OG0000071	Prbc.g_00566	Prac.g_00175
OG0000072	Prbc.g_00400	Prac.g_01759
OG0000073	Prbc.g_01579	Prac.g_00872
OG0000074	Prbc.g_01763	Prac.g_00689
OG0000075	Prbc.g_00236	Prac.g_00017
OG0000076	Prbc.g_00211	Prac.g_01904, Prac.g_00041
OG0000077	Prbc.g_00495	Prac.g_01853
OG0000078	Prbc.g_00330	Prac.g_01691
OG0000081	Prbc.g_01610	Prac.g_00841
OG0000082	Prbc.g_00891	Prac.g_00788
OG0000083	Prbc.g_02193, Prbc.g_01233	Prac.g_01529, Prac.g_01536
OG0000084	Prbc.g_00705	Prac.g_00415
OG0000085	Prbc.g_00826	Prac.g_00632
OG0000086	Prbc.g_00485	Prac.g_01843
OG0000087	Prbc.g_00432	Prac.g_01792
OG0000088	Prbc.g_00405	Prac.g_01764
OG0000089	Prbc.g_01268	Prac.g_01178
OG0000090	Prbc.g_01612	Prac.g_00839
OG0000091	Prbc.g_01719	Prac.g_00729
OG0000092	Prbc.g_01982	Prac.g_01379
OG0000092	Prbc.g_01110, Prbc.g_00263	Prac.g_00003
OG0000093	Prbc.g_01843	Prac.g_01359
OG0000094	Prbc.g_01935	Prac.g_01275
OG0000095	Prbc.g_02113	Prac.g_01256
OG0000096	Prbc.g_01323	Prac.g_01958, Prac.g_01035, Prac.g_00139
OG0000097	Prbc.g_01400	Prac.g_00944
OG0000098	Prbc.g_00585	Prac.g_00199
OG0000099	Prbc.g_01229	Prac.g_00256
OG0000100	Prbc.g_00785	Prac.g_00337
OG0000101	Prbc.g_00284	Prac.g_00548
OG0000102	Prbc.g_00206	Prac.g_00046
OG0000103	Prbc.g_01053	Prac.g_00123
OG0000104	Prbc.g_01065	Prac.g_00131
OG0000105	Prbc.g_01167	Prac.g_01657
OG0000106	Prbc.g_00134, Prbc.g_00641	Prac.g_01163
OG0000107	Prbc.g_00934	Prac.g_01148
OG0000108	Prbc.g_01540	Prac.g_01064
OG0000109	Prbc.g_01553	Prac.g_01050
OG0000110	Prbc.g_01654	Prac.g_00798
OG0000111	Prbc.g_01781	Prac.g_00672
OG0000112	Prbc.g_02028	Prac.g_01507
OG0000113	Prbc.g_01882, Prbc.g_00153	Prac.g_01453
OG0000114	Prbc.g_01977	Prac.g_01384
OG0000115	Prbc.g_00801	Prac.g_01040
OG0000116	Prbc.g_01457	Prac.g_00995
OG0000117	Prbc.g_00102	Prac.g_01955
OG0000118	Prbc.g_00577	Prac.g_00187
OG0000119	Prbc.g_00650	Prac.g_00213
OG0000120	Prbc.g_01753	Prac.g_00248
OG0000121	Prbc.g_00711	Prac.g_00409
OG0000122	Prbc.g_00750	Prac.g_00371
OG0000123	Prbc.g_00277	Prac.g_00554
OG0000124	Prbc.g_00193	Prac.g_00056
OG0000125	Prbc.g_00997	Prac.g_00092
OG0000126	Prbc.g_01063	Prac.g_00130
OG0000128	Prbc.g_01081	Prac.g_01936
OG0000129	Prbc.g_01122	Prac.g_01888
OG0000130	Prbc.g_00504	Prac.g_01862
OG0000131	Prbc.g_00426	Prac.g_01785
OG0000132	Prbc.g_00407	Prac.g_01766
OG0000133	Prbc.g_01214	Prac.g_01609
OG0000134	Prbc.g_01270	Prac.g_01177
OG0000135	Prbc.g_02198, Prbc.g_02183	Prac.g_01150
OG0000136	Prbc.g_01502	Prac.g_01106
OG0000137	Prbc.g_01534	Prac.g_01069
OG0000138	Prbc.g_01554	Prac.g_01049
OG0000139	Prbc.g_01616	Prac.g_00835
OG0000140	Prbc.g_01617	Prac.g_00834
OG0000141	Prbc.g_01684	Prac.g_00764
OG0000142	Prbc.g_01712	Prac.g_00736
OG0000143	Prbc.g_01716	Prac.g_00732
OG0000144	Prbc.g_01729	Prac.g_00719
OG0000145	Prbc.g_02142	Prac.g_01508
OG0000146	Prbc.g_02027	Prac.g_01506
OG0000147	Prbc.g_02026	Prac.g_01505
OG0000148	Prbc.g_01876	Prac.g_01459
OG0000149	Prbc.g_01908	Prac.g_01429
OG0000150	Prbc.g_01916	Prac.g_01421
OG0000151	Prbc.g_01988	Prac.g_01374
OG0000152	Prbc.g_02036	Prac.g_01327
OG0000153	Prbc.g_02054	Prac.g_01308
OG0000154	Prbc.g_02083	Prac.g_01282
OG0000155	Prbc.g_01424	Prac.g_00965
OG0000156	Prbc.g_00555	Prac.g_00164
OG0000157	Prbc.g_00556	Prac.g_00165
OG0000158	Prbc.g_00228	Prac.g_00447
OG0000160	Prbc.g_00710	Prac.g_00410
OG0000161	Prbc.g_00716	Prac.g_00404
OG0000162	Prbc.g_00722	Prac.g_00398
OG0000163	Prbc.g_00758	Prac.g_00364
OG0000164	Prbc.g_00854	Prac.g_00601
OG0000165	Prbc.g_00862	Prac.g_00594
OG0000166	Prbc.g_00321	Prac.g_00512
OG0000167	Prbc.g_00238	Prac.g_00015
OG0000168	Prbc.g_00227	Prac.g_00025
OG0000169	Prbc.g_00217	Prac.g_00035
OG0000170	Prbc.g_00215	Prac.g_00037
OG0000171	Prbc.g_00194	Prac.g_00055
OG0000172	Prbc.g_00967	Prac.g_00063
OG0000173	Prbc.g_00982	Prac.g_00078
OG0000174	Prbc.g_01013	Prac.g_00105
OG0000175	Prbc.g_01044	Prac.g_00115
OG0000176	Prbc.g_01074	Prac.g_01943
OG0000177	Prbc.g_01075	Prac.g_01942
OG0000178	Prbc.g_01076	Prac.g_01941
OG0000179	Prbc.g_01086	Prac.g_01931
OG0000180	Prbc.g_01087	Prac.g_01930
OG0000181	Prbc.g_01088	Prac.g_01929
OG0000182	Prbc.g_01089	Prac.g_01928
OG0000183	Prbc.g_01093	Prac.g_01924
OG0000184	Prbc.g_01124	Prac.g_01885
OG0000185	Prbc.g_01127	Prac.g_01882
OG0000186	Prbc.g_00509	Prac.g_01867
OG0000187	Prbc.g_00508	Prac.g_01866
OG0000188	Prbc.g_00491	Prac.g_01849
OG0000189	Prbc.g_00477	Prac.g_01835
OG0000190	Prbc.g_00476	Prac.g_01834
OG0000191	Prbc.g_00453	Prac.g_01814
OG0000192	Prbc.g_00449	Prac.g_01810
OG0000193	Prbc.g_00425	Prac.g_01784
OG0000194	Prbc.g_00422	Prac.g_01781
OG0000195	Prbc.g_00420	Prac.g_01779
OG0000196	Prbc.g_00410	Prac.g_01769
OG0000197	Prbc.g_00409	Prac.g_01768
OG0000198	Prbc.g_00408	Prac.g_01767
OG0000199	Prbc.g_00401	Prac.g_01760
OG0000200	Prbc.g_00388	Prac.g_01746
OG0000201	Prbc.g_00379	Prac.g_01738
OG0000202	Prbc.g_00378	Prac.g_01737
OG0000203	Prbc.g_00377	Prac.g_01736
OG0000204	Prbc.g_00376	Prac.g_01735
OG0000205	Prbc.g_00369	Prac.g_01728
OG0000206	Prbc.g_00365	Prac.g_01723
OG0000207	Prbc.g_00363	Prac.g_01721
OG0000208	Prbc.g_00362	Prac.g_01720
OG0000209	Prbc.g_00352	Prac.g_01711
OG0000210	Prbc.g_00351	Prac.g_01710
OG0000211	Prbc.g_00337	Prac.g_01697
OG0000212	Prbc.g_00329	Prac.g_01690
OG0000213	Prbc.g_01153	Prac.g_01674
OG0000214	Prbc.g_01161	Prac.g_01664
OG0000215	Prbc.g_01185	Prac.g_01639
OG0000216	Prbc.g_01186	Prac.g_01637
OG0000217	Prbc.g_01189	Prac.g_01634
OG0000218	Prbc.g_01191	Prac.g_01632
OG0000219	Prbc.g_01192	Prac.g_01631
OG0000220	Prbc.g_01193	Prac.g_01630
OG0000221	Prbc.g_01194	Prac.g_01629
OG0000222	Prbc.g_01202	Prac.g_01621
OG0000223	Prbc.g_01215	Prac.g_01608
OG0000224	Prbc.g_01217	Prac.g_01606
OG0000225	Prbc.g_01257	Prac.g_01188
OG0000226	Prbc.g_01261	Prac.g_01184
OG0000227	Prbc.g_01263	Prac.g_01182
OG0000228	Prbc.g_01267	Prac.g_01179
OG0000229	Prbc.g_01497	Prac.g_01111
OG0000230	Prbc.g_01499	Prac.g_01109
OG0000231	Prbc.g_01510	Prac.g_01098
OG0000232	Prbc.g_01518	Prac.g_01089
OG0000233	Prbc.g_01526	Prac.g_01082
OG0000234	Prbc.g_01535	Prac.g_01068
OG0000235	Prbc.g_01539	Prac.g_01065
OG0000236	Prbc.g_01552	Prac.g_01051
OG0000237	Prbc.g_01586	Prac.g_00865
OG0000238	Prbc.g_01592	Prac.g_00859
OG0000239	Prbc.g_01604	Prac.g_00847
OG0000240	Prbc.g_01605	Prac.g_00846
OG0000241	Prbc.g_01609	Prac.g_00842
OG0000242	Prbc.g_01611	Prac.g_00840
OG0000243	Prbc.g_01622	Prac.g_00829
OG0000244	Prbc.g_01626	Prac.g_00826
OG0000245	Prbc.g_01628	Prac.g_00824
OG0000246	Prbc.g_01632	Prac.g_00820
OG0000247	Prbc.g_01642	Prac.g_00810
OG0000248	Prbc.g_01644	Prac.g_00808
OG0000249	Prbc.g_01646	Prac.g_00806
OG0000250	Prbc.g_01651	Prac.g_00801
OG0000251	Prbc.g_01667	Prac.g_00782
OG0000252	Prbc.g_01669	Prac.g_00778
OG0000253	Prbc.g_01671	Prac.g_00777
OG0000254	Prbc.g_01688	Prac.g_00760
OG0000255	Prbc.g_01694	Prac.g_00754
OG0000256	Prbc.g_01704	Prac.g_00744
OG0000257	Prbc.g_01707	Prac.g_00741
OG0000258	Prbc.g_01720	Prac.g_00728
OG0000259	Prbc.g_01737	Prac.g_00711
OG0000260	Prbc.g_01740	Prac.g_00708
OG0000261	Prbc.g_01743	Prac.g_00706
OG0000262	Prbc.g_01748	Prac.g_00702
OG0000263	Prbc.g_01762	Prac.g_00690
OG0000264	Prbc.g_01773	Prac.g_00680
OG0000265	Prbc.g_01787	Prac.g_01560
OG0000266	Prbc.g_01797	Prac.g_01550
OG0000267	Prbc.g_01810	Prac.g_01539
OG0000268	Prbc.g_01811	Prac.g_01538
OG0000269	Prbc.g_01853	Prac.g_01480
OG0000270	Prbc.g_01856	Prac.g_01477
OG0000271	Prbc.g_01864	Prac.g_01469
OG0000272	Prbc.g_01865	Prac.g_01468
OG0000273	Prbc.g_01890	Prac.g_01445
OG0000274	Prbc.g_01891	Prac.g_01444
OG0000275	Prbc.g_01893	Prac.g_01442
OG0000276	Prbc.g_01899	Prac.g_01437
OG0000277	Prbc.g_01900	Prac.g_01436
OG0000278	Prbc.g_01904	Prac.g_01433
OG0000279	Prbc.g_01911	Prac.g_01426
OG0000280	Prbc.g_00068	Prac.g_01425
OG0000281	Prbc.g_01917	Prac.g_01420
OG0000282	Prbc.g_01979	Prac.g_01382
OG0000283	Prbc.g_02010	Prac.g_01350
OG0000284	Prbc.g_02015	Prac.g_01345
OG0000285	Prbc.g_02020	Prac.g_01340
OG0000286	Prbc.g_02035	Prac.g_01328
OG0000287	Prbc.g_02190	Prac.g_01311
OG0000288	Prbc.g_02082	Prac.g_01283
OG0000289	Prbc.g_02094	Prac.g_01272
OG0000290	Prbc.g_02110	Prac.g_01259
OG0000291	Prbc.g_02112	Prac.g_01257
OG0000292	Prbc.g_00173	Prac.g_01207
OG0000293	Prbc.g_01456	Prac.g_00994
OG0000294	Prbc.g_01455	Prac.g_00993
OG0000295	Prbc.g_01431	Prac.g_00973
OG0000296	Prbc.g_01429	Prac.g_00971
OG0000297	Prbc.g_01421	Prac.g_00963
OG0000298	Prbc.g_01420	Prac.g_00962
OG0000299	Prbc.g_01401	Prac.g_00945
OG0000300	Prbc.g_01398	Prac.g_00942
OG0000301	Prbc.g_01397	Prac.g_00941
OG0000302	Prbc.g_01395	Prac.g_00939
OG0000303	Prbc.g_01390	Prac.g_00932
OG0000304	Prbc.g_01387	Prac.g_00928
OG0000305	Prbc.g_00810	Prac.g_00209
OG0000306	Prbc.g_01921	Prac.g_00212
OG0000307	Prbc.g_00666	Prac.g_00226
OG0000308	Prbc.g_00667	Prac.g_00227
OG0000309	Prbc.g_00671	Prac.g_00231
OG0000310	Prbc.g_00693	Prac.g_00426
OG0000311	Prbc.g_00695	Prac.g_00424
OG0000312	Prbc.g_00698	Prac.g_00421
OG0000313	Prbc.g_00713	Prac.g_00407
OG0000314	Prbc.g_00734	Prac.g_00384
OG0000315	Prbc.g_00744	Prac.g_00374
OG0000316	Prbc.g_00768	Prac.g_00354
OG0000317	Prbc.g_00830	Prac.g_00627
OG0000318	Prbc.g_00833	Prac.g_00624
OG0000319	Prbc.g_00844	Prac.g_00611
OG0000320	Prbc.g_00846	Prac.g_00609
OG0000321	Prbc.g_00847	Prac.g_00608
OG0000322	Prbc.g_00848	Prac.g_00607
OG0000323	Prbc.g_00857	Prac.g_00598
OG0000324	Prbc.g_00884	Prac.g_00572
OG0000325	Prbc.g_00935	Prac.g_00477
OG0000326	Prbc.g_00941	Prac.g_00483
OG0000327	Prbc.g_00326	Prac.g_00507
OG0000328	Prbc.g_00325	Prac.g_00508
OG0000329	Prbc.g_00308	Prac.g_00525
OG0000330	Prbc.g_00307	Prac.g_00526
OG0000331	Prbc.g_00306	Prac.g_00527
OG0000332	Prbc.g_00292	Prac.g_00541
OG0000333	Prbc.g_00290	Prac.g_00543
OG0000334	Prbc.g_00281	Prac.g_00551
OG0000335	Prbc.g_00276	Prac.g_00555
OG0000336	Prbc.g_00272	Prac.g_00559
OG0000337	Prbc.g_00241	Prac.g_00013
OG0000338	Prbc.g_00240	Prac.g_00014
OG0000339	Prbc.g_00235	Prac.g_00018
OG0000340	Prbc.g_00226	Prac.g_00026
OG0000341	Prbc.g_00224	Prac.g_00028
OG0000342	Prbc.g_00223	Prac.g_00029
OG0000343	Prbc.g_00222	Prac.g_00030
OG0000344	Prbc.g_00219	Prac.g_00033
OG0000345	Prbc.g_00214	Prac.g_00038
OG0000346	Prbc.g_00210	Prac.g_00042
OG0000347	Prbc.g_00190	Prac.g_00057
OG0000348	Prbc.g_00970	Prac.g_00066
OG0000349	Prbc.g_00988	Prac.g_00083
OG0000350	Prbc.g_01009	Prac.g_00101
OG0000351	Prbc.g_01047	Prac.g_00118
OG0000352	Prbc.g_01048	Prac.g_00119
OG0000353	Prbc.g_01068	Prac.g_01948
OG0000355	Prbc.g_01071	Prac.g_01946
OG0000356	Prbc.g_01072	Prac.g_01945
OG0000357	Prbc.g_01073	Prac.g_01944
OG0000358	Prbc.g_01077	Prac.g_01940
OG0000359	Prbc.g_01078	Prac.g_01939
OG0000360	Prbc.g_01079	Prac.g_01938
OG0000361	Prbc.g_01080	Prac.g_01937
OG0000362	Prbc.g_01082	Prac.g_01935
OG0000363	Prbc.g_01084	Prac.g_01933
OG0000364	Prbc.g_01085	Prac.g_01932
OG0000365	Prbc.g_01090	Prac.g_01927
OG0000366	Prbc.g_01091	Prac.g_01926
OG0000367	Prbc.g_01092	Prac.g_01925
OG0000368	Prbc.g_01094	Prac.g_01923
OG0000369	Prbc.g_01095	Prac.g_01922
OG0000370	Prbc.g_01096	Prac.g_01921
OG0000371	Prbc.g_01102	Prac.g_01915
OG0000372	Prbc.g_01104	Prac.g_01911
OG0000373	Prbc.g_01105	Prac.g_01910
OG0000374	Prbc.g_01106	Prac.g_01909
OG0000375	Prbc.g_01118	Prac.g_01892
OG0000376	Prbc.g_01120	Prac.g_01890
OG0000377	Prbc.g_01123	Prac.g_01886
OG0000378	Prbc.g_01125	Prac.g_01884
OG0000379	Prbc.g_01128	Prac.g_01881
OG0000380	Prbc.g_00507	Prac.g_01865
OG0000381	Prbc.g_00503	Prac.g_01861
OG0000382	Prbc.g_00492	Prac.g_01850
OG0000383	Prbc.g_00490	Prac.g_01848
OG0000384	Prbc.g_00489	Prac.g_01847
OG0000385	Prbc.g_00488	Prac.g_01846
OG0000386	Prbc.g_00487	Prac.g_01845
OG0000387	Prbc.g_00474	Prac.g_01832
OG0000388	Prbc.g_00470	Prac.g_01829
OG0000389	Prbc.g_00467	Prac.g_01825
OG0000390	Prbc.g_00458	Prac.g_01818
OG0000391	Prbc.g_00454	Prac.g_01815
OG0000392	Prbc.g_00451	Prac.g_01811
OG0000393	Prbc.g_00448	Prac.g_01809
OG0000394	Prbc.g_00447	Prac.g_01808
OG0000395	Prbc.g_00446	Prac.g_01807
OG0000396	Prbc.g_00443	Prac.g_01804
OG0000397	Prbc.g_00441	Prac.g_01802
OG0000398	Prbc.g_00438	Prac.g_01800
OG0000399	Prbc.g_00437	Prac.g_01799
OG0000400	Prbc.g_00436	Prac.g_01798
OG0000401	Prbc.g_00435	Prac.g_01797
OG0000402	Prbc.g_02145	Prac.g_01795
OG0000403	Prbc.g_00434	Prac.g_01794
OG0000404	Prbc.g_00433	Prac.g_01793
OG0000405	Prbc.g_00428	Prac.g_01789
OG0000406	Prbc.g_00424	Prac.g_01783
OG0000407	Prbc.g_00423	Prac.g_01782
OG0000408	Prbc.g_00421	Prac.g_01780
OG0000409	Prbc.g_00419	Prac.g_01778
OG0000410	Prbc.g_00418	Prac.g_01777
OG0000411	Prbc.g_00417	Prac.g_01776
OG0000412	Prbc.g_00416	Prac.g_01775
OG0000413	Prbc.g_00415	Prac.g_01774
OG0000414	Prbc.g_00414	Prac.g_01590, Prac.g_01773
OG0000415	Prbc.g_00413	Prac.g_01772
OG0000416	Prbc.g_00412	Prac.g_01771
OG0000417	Prbc.g_00411	Prac.g_01770
OG0000418	Prbc.g_00406	Prac.g_01765
OG0000419	Prbc.g_00404	Prac.g_01763
OG0000420	Prbc.g_00403	Prac.g_01762
OG0000421	Prbc.g_00399	Prac.g_01757
OG0000422	Prbc.g_00398	Prac.g_01756
OG0000423	Prbc.g_00397	Prac.g_01755
OG0000424	Prbc.g_00396	Prac.g_01754
OG0000425	Prbc.g_00395	Prac.g_01753
OG0000426	Prbc.g_00394	Prac.g_01752
OG0000427	Prbc.g_00393	Prac.g_01751
OG0000428	Prbc.g_00391	Prac.g_01749
OG0000429	Prbc.g_00390	Prac.g_01748
OG0000430	Prbc.g_00389	Prac.g_01747
OG0000431	Prbc.g_00387	Prac.g_01745
OG0000432	Prbc.g_00383	Prac.g_01742
OG0000433	Prbc.g_00382	Prac.g_01741
OG0000434	Prbc.g_00381	Prac.g_01740
OG0000435	Prbc.g_00380	Prac.g_01739
OG0000436	Prbc.g_00375	Prac.g_01734
OG0000437	Prbc.g_00374	Prac.g_01733
OG0000438	Prbc.g_00373	Prac.g_01732
OG0000439	Prbc.g_00371	Prac.g_01730
OG0000440	Prbc.g_00370	Prac.g_01729
OG0000441	Prbc.g_00368	Prac.g_01726
OG0000442	Prbc.g_00367	Prac.g_01725
OG0000443	Prbc.g_00366	Prac.g_01724
OG0000444	Prbc.g_00361	Prac.g_01719
OG0000445	Prbc.g_00360	Prac.g_01718
OG0000446	Prbc.g_00358	Prac.g_01717
OG0000447	Prbc.g_00357	Prac.g_01716
OG0000448	Prbc.g_00356	Prac.g_01715
OG0000449	Prbc.g_00355	Prac.g_01714
OG0000450	Prbc.g_00354	Prac.g_01713
OG0000451	Prbc.g_00353	Prac.g_01712
OG0000452	Prbc.g_00350	Prac.g_01709
OG0000453	Prbc.g_00349	Prac.g_01708
OG0000454	Prbc.g_00348	Prac.g_01707
OG0000455	Prbc.g_00347	Prac.g_01706
OG0000456	Prbc.g_00346	Prac.g_01705
OG0000457	Prbc.g_00345	Prac.g_01704
OG0000458	Prbc.g_00344	Prac.g_01703
OG0000459	Prbc.g_00343	Prac.g_01702
OG0000460	Prbc.g_00335	Prac.g_01695
OG0000461	Prbc.g_01140	Prac.g_01688
OG0000462	Prbc.g_01142	Prac.g_01686
OG0000463	Prbc.g_01143	Prac.g_01685
OG0000464	Prbc.g_01144	Prac.g_01684
OG0000465	Prbc.g_01145	Prac.g_01683
OG0000466	Prbc.g_01146	Prac.g_01680
OG0000467	Prbc.g_01147	Prac.g_01679
OG0000468	Prbc.g_01149	Prac.g_01678
OG0000469	Prbc.g_01156	Prac.g_01669
OG0000470	Prbc.g_01158	Prac.g_01667
OG0000471	Prbc.g_01159	Prac.g_01666
OG0000472	Prbc.g_01160	Prac.g_01665
OG0000473	Prbc.g_01162	Prac.g_01663
OG0000474	Prbc.g_01163	Prac.g_01662
OG0000475	Prbc.g_01164	Prac.g_01661
OG0000476	Prbc.g_01166	Prac.g_01660
OG0000477	Prbc.g_01168	Prac.g_01656
OG0000478	Prbc.g_01169	Prac.g_01655
OG0000479	Prbc.g_01170	Prac.g_01654
OG0000480	Prbc.g_01175	Prac.g_01649
OG0000481	Prbc.g_01177	Prac.g_01647
OG0000482	Prbc.g_01178	Prac.g_01646
OG0000483	Prbc.g_01181	Prac.g_01643
OG0000484	Prbc.g_01182	Prac.g_01642
OG0000485	Prbc.g_01183	Prac.g_01641
OG0000486	Prbc.g_01184	Prac.g_01640
OG0000487	Prbc.g_01187	Prac.g_01636
OG0000488	Prbc.g_01190	Prac.g_01633
OG0000489	Prbc.g_01195	Prac.g_01628
OG0000490	Prbc.g_01200	Prac.g_01623
OG0000491	Prbc.g_01201	Prac.g_01622
OG0000492	Prbc.g_01203	Prac.g_01620
OG0000493	Prbc.g_01204	Prac.g_01619
OG0000494	Prbc.g_01205	Prac.g_01618
OG0000495	Prbc.g_01206	Prac.g_01617
OG0000496	Prbc.g_01207	Prac.g_01616
OG0000497	Prbc.g_01208	Prac.g_01615
OG0000498	Prbc.g_01209	Prac.g_01614
OG0000499	Prbc.g_01210	Prac.g_01613
OG0000500	Prbc.g_01211	Prac.g_01612
OG0000501	Prbc.g_01213	Prac.g_01610
OG0000502	Prbc.g_01216	Prac.g_01607
OG0000503	Prbc.g_01246	Prac.g_01200
OG0000504	Prbc.g_01248	Prac.g_01199
OG0000505	Prbc.g_01249	Prac.g_01198
OG0000506	Prbc.g_01250	Prac.g_01196
OG0000507	Prbc.g_01253	Prac.g_01193
OG0000508	Prbc.g_01256	Prac.g_01189
OG0000509	Prbc.g_01258	Prac.g_01187
OG0000510	Prbc.g_01259	Prac.g_01186
OG0000511	Prbc.g_01260	Prac.g_01185
OG0000512	Prbc.g_01262	Prac.g_01183
OG0000513	Prbc.g_01271	Prac.g_01176
OG0000514	Prbc.g_01492	Prac.g_01116
OG0000515	Prbc.g_01493	Prac.g_01115
OG0000516	Prbc.g_01494	Prac.g_01114
OG0000517	Prbc.g_01496	Prac.g_01112
OG0000518	Prbc.g_01507	Prac.g_01101
OG0000519	Prbc.g_01508	Prac.g_01100
OG0000520	Prbc.g_01509	Prac.g_01099
OG0000521	Prbc.g_01514	Prac.g_01094
OG0000522	Prbc.g_01516	Prac.g_01092
OG0000523	Prbc.g_01517	Prac.g_01091
OG0000524	Prbc.g_01524	Prac.g_01084
OG0000525	Prbc.g_01528	Prac.g_01081
OG0000526	Prbc.g_01529	Prac.g_01080
OG0000527	Prbc.g_01532	Prac.g_01071
OG0000528	Prbc.g_01538	Prac.g_01066
OG0000529	Prbc.g_01541	Prac.g_01063
OG0000530	Prbc.g_01544	Prac.g_01060
OG0000531	Prbc.g_01545	Prac.g_01059
OG0000532	Prbc.g_01546	Prac.g_01057
OG0000533	Prbc.g_01547	Prac.g_01056
OG0000534	Prbc.g_01548	Prac.g_01055
OG0000535	Prbc.g_01549	Prac.g_01054
OG0000536	Prbc.g_01550	Prac.g_01053
OG0000537	Prbc.g_01551	Prac.g_01052
OG0000538	Prbc.g_01580	Prac.g_00871
OG0000539	Prbc.g_01581	Prac.g_00870
OG0000540	Prbc.g_01582	Prac.g_00869
OG0000541	Prbc.g_01583	Prac.g_00868
OG0000542	Prbc.g_01585	Prac.g_00866
OG0000543	Prbc.g_01587	Prac.g_00864
OG0000544	Prbc.g_01588	Prac.g_00863
OG0000545	Prbc.g_01590	Prac.g_00861
OG0000546	Prbc.g_01593	Prac.g_00858
OG0000547	Prbc.g_01595	Prac.g_00857
