Orthogroup	Prbc	Syaf
OG0000182	Prbc.g_01089	Syaf.g_00474
OG0000183	Prbc.g_01093	Syaf.g_00470
OG0000184	Prbc.g_01124	Syaf.g_00664
OG0000185	Prbc.g_01127	Syaf.g_00684
OG0000186	Prbc.g_00509	Syaf.g_00968
OG0000187	Prbc.g_00508	Syaf.g_00966
OG0000188	Prbc.g_00491	Syaf.g_00944
OG0000189	Prbc.g_00477	Syaf.g_00916
OG0000190	Prbc.g_00476	Syaf.g_00914
OG0000191	Prbc.g_00453	Syaf.g_00877
OG0000192	Prbc.g_00449	Syaf.g_00871
OG0000193	Prbc.g_00425	Syaf.g_00832
OG0000194	Prbc.g_00422	Syaf.g_00829
OG0000195	Prbc.g_00420	Syaf.g_00827
OG0000196	Prbc.g_00410	Syaf.g_00816
OG0000197	Prbc.g_00409	Syaf.g_00815
OG0000198	Prbc.g_00408	Syaf.g_00814
OG0000199	Prbc.g_00401	Syaf.g_00806
OG0000200	Prbc.g_00388	Syaf.g_00789
OG0000202	Prbc.g_00378	Syaf.g_00770
OG0000203	Prbc.g_00377	Syaf.g_00769
OG0000204	Prbc.g_00376	Syaf.g_00768
OG0000205	Prbc.g_00369	Syaf.g_00761
OG0000206	Prbc.g_00365	Syaf.g_00736
OG0000207	Prbc.g_00363	Syaf.g_00735
OG0000208	Prbc.g_00362	Syaf.g_00734
OG0000209	Prbc.g_00352	Syaf.g_00714
OG0000210	Prbc.g_00351	Syaf.g_00713
OG0000212	Prbc.g_00329	Syaf.g_02781
OG0000213	Prbc.g_01153	Syaf.g_00210
OG0000214	Prbc.g_01161	Syaf.g_00226
OG0000215	Prbc.g_01185	Syaf.g_00258
OG0000216	Prbc.g_01186	Syaf.g_00262
OG0000217	Prbc.g_01189	Syaf.g_00266
OG0000218	Prbc.g_01191	Syaf.g_00268
OG0000219	Prbc.g_01192	Syaf.g_00269
OG0000220	Prbc.g_01193	Syaf.g_00270
OG0000221	Prbc.g_01194	Syaf.g_02597, Syaf.g_00273
OG0000222	Prbc.g_01202	Syaf.g_00287
OG0000223	Prbc.g_01215	Syaf.g_00317
OG0000224	Prbc.g_01217	Syaf.g_00324
OG0000225	Prbc.g_01257	Syaf.g_00007
OG0000226	Prbc.g_01261	Syaf.g_00003
OG0000227	Prbc.g_01263	Syaf.g_00001
OG0000228	Prbc.g_01267	Syaf.g_02808
OG0000229	Prbc.g_01497	Syaf.g_01214
OG0000230	Prbc.g_01499	Syaf.g_01216
OG0000231	Prbc.g_01510	Syaf.g_01236
OG0000232	Prbc.g_01518	Syaf.g_02536
OG0000233	Prbc.g_01526	Syaf.g_02528
OG0000234	Prbc.g_01535	Syaf.g_02497
OG0000235	Prbc.g_01539	Syaf.g_02722
OG0000236	Prbc.g_01552	Syaf.g_02707
OG0000237	Prbc.g_01586	Syaf.g_02690
OG0000238	Prbc.g_01592	Syaf.g_02685
OG0000239	Prbc.g_01604	Syaf.g_02669
OG0000240	Prbc.g_01605	Syaf.g_02668
OG0000241	Prbc.g_01609	Syaf.g_02322
OG0000242	Prbc.g_01611	Syaf.g_02656
OG0000243	Prbc.g_01622	Syaf.g_02634
OG0000244	Prbc.g_01626	Syaf.g_02627
OG0000245	Prbc.g_01628	Syaf.g_02625
OG0000246	Prbc.g_01632	Syaf.g_02621
OG0000247	Prbc.g_01642	Syaf.g_02610
OG0000248	Prbc.g_01644	Syaf.g_02607
OG0000249	Prbc.g_01646	Syaf.g_02605
OG0000250	Prbc.g_01651	Syaf.g_02593
OG0000251	Prbc.g_01667	Syaf.g_02568
OG0000252	Prbc.g_01669	Syaf.g_02565
OG0000253	Prbc.g_01671	Syaf.g_02564
OG0000254	Prbc.g_01688	Syaf.g_02371
OG0000255	Prbc.g_01694	Syaf.g_02352
OG0000256	Prbc.g_01704	Syaf.g_02329
OG0000257	Prbc.g_01707	Syaf.g_02323
OG0000258	Prbc.g_01720	Syaf.g_02301
OG0000259	Prbc.g_01737	Syaf.g_02137
OG0000260	Prbc.g_01740	Syaf.g_02134
OG0000261	Prbc.g_01743	Syaf.g_02131
OG0000262	Prbc.g_01748	Syaf.g_02126
OG0000263	Prbc.g_01762	Syaf.g_01585
OG0000264	Prbc.g_01773	Syaf.g_01473
OG0000265	Prbc.g_01787	Syaf.g_01196
OG0000266	Prbc.g_01797	Syaf.g_01967
OG0000267	Prbc.g_01810	Syaf.g_01787
OG0000268	Prbc.g_01811	Syaf.g_01788
OG0000269	Prbc.g_01853	Syaf.g_02054
OG0000270	Prbc.g_01856	Syaf.g_02051
OG0000271	Prbc.g_01864	Syaf.g_02043
OG0000272	Prbc.g_01865	Syaf.g_02042
OG0000273	Prbc.g_01890	Syaf.g_01392
OG0000274	Prbc.g_01891	Syaf.g_01391
OG0000275	Prbc.g_01893	Syaf.g_01386
OG0000276	Prbc.g_01899	Syaf.g_01379
OG0000277	Prbc.g_01900	Syaf.g_01378
OG0000278	Prbc.g_01904	Syaf.g_01375
OG0000279	Prbc.g_01911	Syaf.g_01367
OG0000280	Prbc.g_00068	Syaf.g_01337
OG0000281	Prbc.g_01917	Syaf.g_01636
OG0000282	Prbc.g_01979	Syaf.g_02101
OG0000283	Prbc.g_02010	Syaf.g_01804
OG0000284	Prbc.g_02015	Syaf.g_01810
OG0000285	Prbc.g_02020	Syaf.g_01842
OG0000286	Prbc.g_02035	Syaf.g_01860
OG0000287	Prbc.g_02190	Syaf.g_01896
OG0000288	Prbc.g_02082	Syaf.g_01929
OG0000289	Prbc.g_02094	Syaf.g_01943
OG0000290	Prbc.g_02110	Syaf.g_01439
OG0000291	Prbc.g_02112	Syaf.g_01441
OG0000292	Prbc.g_00173	Syaf.g_00505
OG0000293	Prbc.g_01456	Syaf.g_01277
OG0000294	Prbc.g_01455	Syaf.g_01278
OG0000295	Prbc.g_01431	Syaf.g_01316
OG0000296	Prbc.g_01429	Syaf.g_01318
OG0000297	Prbc.g_01421	Syaf.g_01607
OG0000298	Prbc.g_01420	Syaf.g_01606
OG0000299	Prbc.g_01401	Syaf.g_01578
OG0000300	Prbc.g_01398	Syaf.g_01571
OG0000301	Prbc.g_01397	Syaf.g_01570
OG0000302	Prbc.g_01395	Syaf.g_01568
OG0000303	Prbc.g_01390	Syaf.g_01559
OG0000304	Prbc.g_01387	Syaf.g_01551
OG0000305	Prbc.g_00810	Syaf.g_01444
OG0000306	Prbc.g_01921	Syaf.g_01332
OG0000307	Prbc.g_00666	Syaf.g_02742
OG0000308	Prbc.g_00667	Syaf.g_02744
OG0000309	Prbc.g_00671	Syaf.g_02749
OG0000310	Prbc.g_00693	Syaf.g_02387
OG0000311	Prbc.g_00695	Syaf.g_02391
OG0000312	Prbc.g_00698	Syaf.g_02397
OG0000313	Prbc.g_00713	Syaf.g_02421
OG0000314	Prbc.g_00734	Syaf.g_02458
OG0000315	Prbc.g_00744	Syaf.g_02468
OG0000316	Prbc.g_00768	Syaf.g_01088
OG0000317	Prbc.g_00830	Syaf.g_01040
OG0000318	Prbc.g_00833	Syaf.g_01032
OG0000319	Prbc.g_00844	Syaf.g_01015
OG0000320	Prbc.g_00846	Syaf.g_01013
OG0000321	Prbc.g_00847	Syaf.g_01012
OG0000322	Prbc.g_00848	Syaf.g_01011
OG0000323	Prbc.g_00857	Syaf.g_00997
OG0000324	Prbc.g_00884	Syaf.g_01164
OG0000325	Prbc.g_00935	Syaf.g_00176
OG0000326	Prbc.g_00941	Syaf.g_00169
OG0000327	Prbc.g_00326	Syaf.g_00138
OG0000328	Prbc.g_00325	Syaf.g_00137
OG0000329	Prbc.g_00308	Syaf.g_00119
OG0000330	Prbc.g_00307	Syaf.g_00118
OG0000331	Prbc.g_00306	Syaf.g_00117
OG0000332	Prbc.g_00292	Syaf.g_00102
OG0000333	Prbc.g_00290	Syaf.g_00099
OG0000334	Prbc.g_00281	Syaf.g_00090
OG0000335	Prbc.g_00276	Syaf.g_00085
OG0000336	Prbc.g_00272	Syaf.g_00081
OG0000337	Prbc.g_00241	Syaf.g_00344
OG0000338	Prbc.g_00240	Syaf.g_00348
OG0000339	Prbc.g_00235	Syaf.g_00355
OG0000340	Prbc.g_00226	Syaf.g_00366
OG0000341	Prbc.g_00224	Syaf.g_00368
OG0000342	Prbc.g_00223	Syaf.g_00369
OG0000343	Prbc.g_00222	Syaf.g_00370
OG0000344	Prbc.g_00219	Syaf.g_00374
OG0000345	Prbc.g_00214	Syaf.g_00384
OG0000346	Prbc.g_00210	Syaf.g_00389
OG0000347	Prbc.g_00190	Syaf.g_00415
OG0000348	Prbc.g_00970	Syaf.g_00427
OG0000349	Prbc.g_00988	Syaf.g_00445
OG0000350	Prbc.g_01009	Syaf.g_00162
OG0000351	Prbc.g_01047	Syaf.g_00528
OG0000352	Prbc.g_01048	Syaf.g_00527
OG0000353	Prbc.g_01068	Syaf.g_00499
OG0000355	Prbc.g_01071	Syaf.g_00497
OG0000356	Prbc.g_01072	Syaf.g_00496
OG0000357	Prbc.g_01073	Syaf.g_00495
OG0000358	Prbc.g_01077	Syaf.g_00491
OG0000359	Prbc.g_01078	Syaf.g_00489
OG0000360	Prbc.g_01079	Syaf.g_00488
OG0000361	Prbc.g_01080	Syaf.g_00487
OG0000362	Prbc.g_01082	Syaf.g_00485
OG0000363	Prbc.g_01084	Syaf.g_00483
OG0000364	Prbc.g_01085	Syaf.g_00482
OG0000365	Prbc.g_01090	Syaf.g_00473
OG0000366	Prbc.g_01091	Syaf.g_00472
OG0000367	Prbc.g_01092	Syaf.g_00471
OG0000368	Prbc.g_01094	Syaf.g_00469
OG0000369	Prbc.g_01095	Syaf.g_00468
OG0000370	Prbc.g_01096	Syaf.g_00467
OG0000371	Prbc.g_01102	Syaf.g_00458
OG0000372	Prbc.g_01104	Syaf.g_00453
OG0000373	Prbc.g_01105	Syaf.g_00452
OG0000374	Prbc.g_01106	Syaf.g_00451
OG0000375	Prbc.g_01118	Syaf.g_00449
OG0000376	Prbc.g_01120	Syaf.g_00447
OG0000377	Prbc.g_01123	Syaf.g_00654
OG0000378	Prbc.g_01125	Syaf.g_00668
OG0000379	Prbc.g_01128	Syaf.g_00686
OG0000380	Prbc.g_00507	Syaf.g_00965
OG0000381	Prbc.g_00503	Syaf.g_00962
OG0000382	Prbc.g_00492	Syaf.g_00945
OG0000383	Prbc.g_00490	Syaf.g_00941
OG0000384	Prbc.g_00489	Syaf.g_00940
OG0000385	Prbc.g_00488	Syaf.g_00939
OG0000386	Prbc.g_00487	Syaf.g_00938
OG0000387	Prbc.g_00474	Syaf.g_00912
OG0000388	Prbc.g_00470	Syaf.g_00908
OG0000389	Prbc.g_00467	Syaf.g_00904
OG0000390	Prbc.g_00458	Syaf.g_00883
OG0000391	Prbc.g_00454	Syaf.g_00878
OG0000392	Prbc.g_00451	Syaf.g_00872
OG0000393	Prbc.g_00448	Syaf.g_00870
OG0000394	Prbc.g_00447	Syaf.g_00869
OG0000395	Prbc.g_00446	Syaf.g_00868
OG0000396	Prbc.g_00443	Syaf.g_00865
OG0000397	Prbc.g_00441	Syaf.g_00863
OG0000398	Prbc.g_00438	Syaf.g_00858
OG0000399	Prbc.g_00437	Syaf.g_00857
OG0000400	Prbc.g_00436	Syaf.g_00856
OG0000401	Prbc.g_00435	Syaf.g_00855
OG0000402	Prbc.g_02145	Syaf.g_00852
OG0000403	Prbc.g_00434	Syaf.g_00851
OG0000404	Prbc.g_00433	Syaf.g_00850
OG0000405	Prbc.g_00428	Syaf.g_00835
OG0000406	Prbc.g_00424	Syaf.g_00831
OG0000407	Prbc.g_00423	Syaf.g_00830
OG0000408	Prbc.g_00421	Syaf.g_00828
OG0000409	Prbc.g_00419	Syaf.g_00826
OG0000410	Prbc.g_00418	Syaf.g_00825
OG0000411	Prbc.g_00417	Syaf.g_00824
OG0000412	Prbc.g_00416	Syaf.g_00823
OG0000413	Prbc.g_00415	Syaf.g_00821
OG0000414	Prbc.g_00414	Syaf.g_00820
OG0000415	Prbc.g_00413	Syaf.g_00819
OG0000416	Prbc.g_00412	Syaf.g_00818
OG0000417	Prbc.g_00411	Syaf.g_00817
OG0000418	Prbc.g_00406	Syaf.g_00812
OG0000419	Prbc.g_00404	Syaf.g_00810
OG0000420	Prbc.g_00403	Syaf.g_00808
OG0000421	Prbc.g_00399	Syaf.g_00803
OG0000422	Prbc.g_00398	Syaf.g_00802
OG0000423	Prbc.g_00397	Syaf.g_00801
OG0000424	Prbc.g_00396	Syaf.g_00800
OG0000425	Prbc.g_00395	Syaf.g_00799
OG0000426	Prbc.g_00394	Syaf.g_00798
OG0000427	Prbc.g_00393	Syaf.g_00797
OG0000428	Prbc.g_00391	Syaf.g_00794
OG0000429	Prbc.g_00390	Syaf.g_00792
OG0000430	Prbc.g_00389	Syaf.g_00790
OG0000431	Prbc.g_00387	Syaf.g_00786
OG0000432	Prbc.g_00383	Syaf.g_00779
OG0000433	Prbc.g_00382	Syaf.g_00777
OG0000434	Prbc.g_00381	Syaf.g_00776
OG0000435	Prbc.g_00380	Syaf.g_00772
OG0000436	Prbc.g_00375	Syaf.g_00767
OG0000437	Prbc.g_00374	Syaf.g_00766
OG0000438	Prbc.g_00373	Syaf.g_00765
OG0000439	Prbc.g_00371	Syaf.g_00763
OG0000440	Prbc.g_00370	Syaf.g_00762
OG0000441	Prbc.g_00368	Syaf.g_00756
OG0000442	Prbc.g_00367	Syaf.g_00743
OG0000443	Prbc.g_00366	Syaf.g_00739
OG0000444	Prbc.g_00361	Syaf.g_00733
OG0000445	Prbc.g_00360	Syaf.g_00729
OG0000446	Prbc.g_00358	Syaf.g_00728
OG0000447	Prbc.g_00357	Syaf.g_00725
OG0000448	Prbc.g_00356	Syaf.g_00724
OG0000449	Prbc.g_00355	Syaf.g_00723
OG0000450	Prbc.g_00354	Syaf.g_00717
OG0000451	Prbc.g_00353	Syaf.g_00716
OG0000452	Prbc.g_00350	Syaf.g_00712
OG0000453	Prbc.g_00349	Syaf.g_00711
OG0000454	Prbc.g_00348	Syaf.g_00710
OG0000455	Prbc.g_00347	Syaf.g_00709
OG0000456	Prbc.g_00346	Syaf.g_00708
OG0000457	Prbc.g_00345	Syaf.g_00706
OG0000458	Prbc.g_00344	Syaf.g_00705
OG0000459	Prbc.g_00343	Syaf.g_00704
OG0000460	Prbc.g_00335	Syaf.g_02789
OG0000461	Prbc.g_01140	Syaf.g_00183
OG0000462	Prbc.g_01142	Syaf.g_00186
OG0000463	Prbc.g_01143	Syaf.g_00187
OG0000464	Prbc.g_01144	Syaf.g_00188
OG0000465	Prbc.g_01145	Syaf.g_00190
OG0000466	Prbc.g_01146	Syaf.g_00194
OG0000467	Prbc.g_01147	Syaf.g_00196
OG0000468	Prbc.g_01149	Syaf.g_00206
OG0000469	Prbc.g_01156	Syaf.g_00220
OG0000470	Prbc.g_01158	Syaf.g_00222
OG0000471	Prbc.g_01159	Syaf.g_00223
OG0000472	Prbc.g_01160	Syaf.g_00225
OG0000473	Prbc.g_01162	Syaf.g_00227
OG0000474	Prbc.g_01163	Syaf.g_00228
OG0000475	Prbc.g_01164	Syaf.g_00229
OG0000476	Prbc.g_01166	Syaf.g_00231
OG0000477	Prbc.g_01168	Syaf.g_00237
OG0000478	Prbc.g_01169	Syaf.g_00238
OG0000479	Prbc.g_01170	Syaf.g_00239
OG0000480	Prbc.g_01175	Syaf.g_00247
OG0000481	Prbc.g_01177	Syaf.g_00249
OG0000482	Prbc.g_01178	Syaf.g_00250
OG0000483	Prbc.g_01181	Syaf.g_00254
OG0000484	Prbc.g_01182	Syaf.g_00255
OG0000485	Prbc.g_01183	Syaf.g_00256
OG0000486	Prbc.g_01184	Syaf.g_00257
OG0000487	Prbc.g_01187	Syaf.g_00263
OG0000488	Prbc.g_01190	Syaf.g_00267
OG0000489	Prbc.g_01195	Syaf.g_00274
OG0000490	Prbc.g_01200	Syaf.g_00284
OG0000491	Prbc.g_01201	Syaf.g_00285
OG0000492	Prbc.g_01203	Syaf.g_00288
OG0000493	Prbc.g_01204	Syaf.g_00289
OG0000494	Prbc.g_01205	Syaf.g_00290
OG0000495	Prbc.g_01206	Syaf.g_00291
OG0000496	Prbc.g_01207	Syaf.g_00292
OG0000497	Prbc.g_01208	Syaf.g_00293
OG0000498	Prbc.g_01209	Syaf.g_00294
OG0000499	Prbc.g_01210	Syaf.g_00295
OG0000500	Prbc.g_01211	Syaf.g_00296
OG0000501	Prbc.g_01213	Syaf.g_00299
OG0000502	Prbc.g_01216	Syaf.g_00319
OG0000503	Prbc.g_01246	Syaf.g_00023
OG0000504	Prbc.g_01248	Syaf.g_00021
OG0000505	Prbc.g_01249	Syaf.g_00020
OG0000506	Prbc.g_01250	Syaf.g_00018
OG0000507	Prbc.g_01253	Syaf.g_00012
OG0000508	Prbc.g_01256	Syaf.g_00008
OG0000509	Prbc.g_01258	Syaf.g_00006
OG0000510	Prbc.g_01259	Syaf.g_00005
OG0000511	Prbc.g_01260	Syaf.g_00004
OG0000512	Prbc.g_01262	Syaf.g_00002
OG0000513	Prbc.g_01271	Syaf.g_02803
OG0000514	Prbc.g_01492	Syaf.g_02796
OG0000515	Prbc.g_01493	Syaf.g_02795
OG0000516	Prbc.g_01494	Syaf.g_01219
OG0000517	Prbc.g_01496	Syaf.g_01213
OG0000518	Prbc.g_01507	Syaf.g_01230
OG0000519	Prbc.g_01508	Syaf.g_01231
OG0000520	Prbc.g_01509	Syaf.g_01235
OG0000521	Prbc.g_01514	Syaf.g_02542
OG0000522	Prbc.g_01516	Syaf.g_02538
OG0000523	Prbc.g_01517	Syaf.g_02537
OG0000524	Prbc.g_01524	Syaf.g_02531
OG0000525	Prbc.g_01528	Syaf.g_02507
OG0000526	Prbc.g_01529	Syaf.g_02504
OG0000527	Prbc.g_01532	Syaf.g_02500
OG0000528	Prbc.g_01538	Syaf.g_02728
OG0000529	Prbc.g_01541	Syaf.g_02720
OG0000530	Prbc.g_01544	Syaf.g_02717
OG0000531	Prbc.g_01545	Syaf.g_02716
OG0000532	Prbc.g_01546	Syaf.g_02713
OG0000533	Prbc.g_01547	Syaf.g_02712
OG0000534	Prbc.g_01548	Syaf.g_02711
OG0000535	Prbc.g_01549	Syaf.g_02710
OG0000536	Prbc.g_01550	Syaf.g_02709
OG0000537	Prbc.g_01551	Syaf.g_02708
OG0000538	Prbc.g_01580	Syaf.g_02697
OG0000539	Prbc.g_01581	Syaf.g_02696
OG0000540	Prbc.g_01582	Syaf.g_02695
OG0000541	Prbc.g_01583	Syaf.g_02694
OG0000542	Prbc.g_01585	Syaf.g_02691
