Orthogroup	Prbc	Syac
OG0000307	Prbc.g_00666	Syac.g_01924
OG0000308	Prbc.g_00667	Syac.g_01926
OG0000309	Prbc.g_00671	Syac.g_01931
OG0000310	Prbc.g_00693	Syac.g_01607
OG0000311	Prbc.g_00695	Syac.g_01611
OG0000312	Prbc.g_00698	Syac.g_01619
OG0000313	Prbc.g_00713	Syac.g_01638
OG0000314	Prbc.g_00734	Syac.g_01665
OG0000315	Prbc.g_00744	Syac.g_01675
OG0000316	Prbc.g_00768	Syac.g_00601
OG0000317	Prbc.g_00830	Syac.g_00552
OG0000318	Prbc.g_00833	Syac.g_00543
OG0000319	Prbc.g_00844	Syac.g_00525
OG0000320	Prbc.g_00846	Syac.g_00523
OG0000321	Prbc.g_00847	Syac.g_00522
OG0000322	Prbc.g_00848	Syac.g_00521
OG0000323	Prbc.g_00857	Syac.g_00506
OG0000324	Prbc.g_00884	Syac.g_00648
OG0000325	Prbc.g_00935	Syac.g_02190
OG0000326	Prbc.g_00941	Syac.g_02183
OG0000327	Prbc.g_00326	Syac.g_02137
OG0000328	Prbc.g_00325	Syac.g_02136
OG0000329	Prbc.g_00308	Syac.g_02119
OG0000330	Prbc.g_00307	Syac.g_02118
OG0000331	Prbc.g_00306	Syac.g_02117
OG0000332	Prbc.g_00292	Syac.g_02103
OG0000333	Prbc.g_00290	Syac.g_02100
OG0000334	Prbc.g_00281	Syac.g_02090
OG0000335	Prbc.g_00276	Syac.g_02085
OG0000336	Prbc.g_00272	Syac.g_02081
OG0000337	Prbc.g_00241	Syac.g_00199
OG0000338	Prbc.g_00240	Syac.g_00196
OG0000339	Prbc.g_00235	Syac.g_00190
OG0000340	Prbc.g_00226	Syac.g_00178
OG0000341	Prbc.g_00224	Syac.g_00176
OG0000342	Prbc.g_00223	Syac.g_00175
OG0000343	Prbc.g_00222	Syac.g_00174
OG0000344	Prbc.g_00219	Syac.g_00170
OG0000345	Prbc.g_00214	Syac.g_00160
OG0000346	Prbc.g_00210	Syac.g_00155
OG0000347	Prbc.g_00190	Syac.g_00129
OG0000348	Prbc.g_00970	Syac.g_00070, Syac.g_00074
OG0000349	Prbc.g_00988	Syac.g_00050
OG0000350	Prbc.g_01009	Syac.g_02176
OG0000351	Prbc.g_01047	Syac.g_02468
OG0000352	Prbc.g_01048	Syac.g_02469
OG0000353	Prbc.g_01068	Syac.g_02493
OG0000355	Prbc.g_01071	Syac.g_00001
OG0000356	Prbc.g_01072	Syac.g_00002
OG0000357	Prbc.g_01073	Syac.g_00003
OG0000358	Prbc.g_01077	Syac.g_00007
OG0000359	Prbc.g_01078	Syac.g_00009
OG0000360	Prbc.g_01079	Syac.g_00010
OG0000361	Prbc.g_01080	Syac.g_00011
OG0000362	Prbc.g_01082	Syac.g_00013
OG0000363	Prbc.g_01084	Syac.g_00015
OG0000364	Prbc.g_01085	Syac.g_00016
OG0000365	Prbc.g_01090	Syac.g_00023
OG0000366	Prbc.g_01091	Syac.g_00024
OG0000367	Prbc.g_01092	Syac.g_00025
OG0000368	Prbc.g_01094	Syac.g_00027
OG0000369	Prbc.g_01095	Syac.g_00028
OG0000370	Prbc.g_01096	Syac.g_00029
OG0000371	Prbc.g_01102	Syac.g_00036
OG0000372	Prbc.g_01104	Syac.g_00041
OG0000373	Prbc.g_01105	Syac.g_00042
OG0000374	Prbc.g_01106	Syac.g_00043
OG0000375	Prbc.g_01118	Syac.g_00046
OG0000376	Prbc.g_01120	Syac.g_00048
OG0000377	Prbc.g_01123	Syac.g_02346
OG0000378	Prbc.g_01125	Syac.g_02338
OG0000379	Prbc.g_01128	Syac.g_02335
OG0000380	Prbc.g_00507	Syac.g_00452
OG0000381	Prbc.g_00503	Syac.g_00449
OG0000382	Prbc.g_00492	Syac.g_00434
OG0000383	Prbc.g_00490	Syac.g_00432
OG0000384	Prbc.g_00489	Syac.g_00431
OG0000385	Prbc.g_00488	Syac.g_00430
OG0000386	Prbc.g_00487	Syac.g_00429
OG0000387	Prbc.g_00474	Syac.g_00404
OG0000388	Prbc.g_00470	Syac.g_00401
OG0000389	Prbc.g_00467	Syac.g_00397
OG0000390	Prbc.g_00458	Syac.g_00379
OG0000391	Prbc.g_00454	Syac.g_00374
OG0000392	Prbc.g_00451	Syac.g_00369
OG0000393	Prbc.g_00448	Syac.g_00366
OG0000394	Prbc.g_00447	Syac.g_00365
OG0000395	Prbc.g_00446	Syac.g_00364
OG0000396	Prbc.g_00443	Syac.g_00361
OG0000397	Prbc.g_00441	Syac.g_00359
OG0000398	Prbc.g_00438	Syac.g_00354
OG0000399	Prbc.g_00437	Syac.g_00353
OG0000400	Prbc.g_00436	Syac.g_00352
OG0000401	Prbc.g_00435	Syac.g_00351
OG0000402	Prbc.g_02145	Syac.g_00348
OG0000403	Prbc.g_00434	Syac.g_00347
OG0000404	Prbc.g_00433	Syac.g_00345
OG0000405	Prbc.g_00428	Syac.g_00332
OG0000406	Prbc.g_00424	Syac.g_00328
OG0000407	Prbc.g_00423	Syac.g_00327
OG0000408	Prbc.g_00421	Syac.g_00325
OG0000409	Prbc.g_00419	Syac.g_00323
OG0000410	Prbc.g_00418	Syac.g_00322
OG0000411	Prbc.g_00417	Syac.g_00321
OG0000412	Prbc.g_00416	Syac.g_00320
OG0000413	Prbc.g_00415	Syac.g_00318
OG0000414	Prbc.g_00414	Syac.g_00317
OG0000415	Prbc.g_00413	Syac.g_00316
OG0000416	Prbc.g_00412	Syac.g_00315
OG0000417	Prbc.g_00411	Syac.g_00314
OG0000418	Prbc.g_00406	Syac.g_00309
OG0000419	Prbc.g_00404	Syac.g_00307
OG0000420	Prbc.g_00403	Syac.g_00305
OG0000421	Prbc.g_00399	Syac.g_00300
OG0000422	Prbc.g_00398	Syac.g_00299
OG0000423	Prbc.g_00397	Syac.g_00298
OG0000424	Prbc.g_00396	Syac.g_00297
OG0000425	Prbc.g_00395	Syac.g_00296
OG0000426	Prbc.g_00394	Syac.g_00295
OG0000427	Prbc.g_00393	Syac.g_00294
OG0000428	Prbc.g_00391	Syac.g_02257
OG0000429	Prbc.g_00390	Syac.g_02259
OG0000430	Prbc.g_00389	Syac.g_02260
OG0000431	Prbc.g_00387	Syac.g_02264
OG0000432	Prbc.g_00383	Syac.g_02270
OG0000433	Prbc.g_00382	Syac.g_02272
OG0000434	Prbc.g_00381	Syac.g_02273
OG0000435	Prbc.g_00380	Syac.g_02277
OG0000436	Prbc.g_00375	Syac.g_02282
OG0000437	Prbc.g_00374	Syac.g_02283
OG0000438	Prbc.g_00373	Syac.g_02284
OG0000439	Prbc.g_00371	Syac.g_02286
OG0000440	Prbc.g_00370	Syac.g_02287
OG0000441	Prbc.g_00368	Syac.g_02294
OG0000442	Prbc.g_00367	Syac.g_02295
OG0000443	Prbc.g_00366	Syac.g_02296
OG0000444	Prbc.g_00361	Syac.g_02303
OG0000445	Prbc.g_00360	Syac.g_02304
OG0000446	Prbc.g_00358	Syac.g_02305
OG0000447	Prbc.g_00357	Syac.g_02308
OG0000448	Prbc.g_00356	Syac.g_02309
OG0000449	Prbc.g_00355	Syac.g_02310
OG0000450	Prbc.g_00354	Syac.g_02313
OG0000451	Prbc.g_00353	Syac.g_02314
OG0000452	Prbc.g_00350	Syac.g_02318
OG0000453	Prbc.g_00349	Syac.g_02319
OG0000454	Prbc.g_00348	Syac.g_02320
OG0000455	Prbc.g_00347	Syac.g_02321
OG0000456	Prbc.g_00346	Syac.g_02322
OG0000457	Prbc.g_00345	Syac.g_02324
OG0000458	Prbc.g_00344	Syac.g_02325
OG0000459	Prbc.g_00343	Syac.g_02326
OG0000460	Prbc.g_00335	Syac.g_01970
OG0000461	Prbc.g_01140	Syac.g_02198
OG0000462	Prbc.g_01142	Syac.g_02201
OG0000463	Prbc.g_01143	Syac.g_02202
OG0000464	Prbc.g_01144	Syac.g_02203
OG0000465	Prbc.g_01145	Syac.g_02204
OG0000466	Prbc.g_01146	Syac.g_02208
OG0000467	Prbc.g_01147	Syac.g_02210
OG0000468	Prbc.g_01149	Syac.g_02216
OG0000469	Prbc.g_01156	Syac.g_02230
OG0000470	Prbc.g_01158	Syac.g_02232
OG0000471	Prbc.g_01159	Syac.g_02233
OG0000472	Prbc.g_01160	Syac.g_02235
OG0000473	Prbc.g_01162	Syac.g_02237
OG0000474	Prbc.g_01163	Syac.g_02238
OG0000475	Prbc.g_01164	Syac.g_02239
OG0000476	Prbc.g_01166	Syac.g_02241
OG0000477	Prbc.g_01168	Syac.g_02247
OG0000478	Prbc.g_01169	Syac.g_02248
OG0000479	Prbc.g_01170	Syac.g_02249
OG0000480	Prbc.g_01175	Syac.g_00293
OG0000481	Prbc.g_01177	Syac.g_00291
OG0000482	Prbc.g_01178	Syac.g_00290
OG0000483	Prbc.g_01181	Syac.g_00286
OG0000484	Prbc.g_01182	Syac.g_00285
OG0000485	Prbc.g_01183	Syac.g_00284
OG0000486	Prbc.g_01184	Syac.g_00283
OG0000487	Prbc.g_01187	Syac.g_00276
OG0000488	Prbc.g_01190	Syac.g_00272
OG0000489	Prbc.g_01195	Syac.g_00260
OG0000490	Prbc.g_01200	Syac.g_00249
OG0000491	Prbc.g_01201	Syac.g_00248
OG0000492	Prbc.g_01203	Syac.g_00246
OG0000493	Prbc.g_01204	Syac.g_00245
OG0000494	Prbc.g_01205	Syac.g_00244
OG0000495	Prbc.g_01206	Syac.g_00243
OG0000496	Prbc.g_01207	Syac.g_00242
OG0000497	Prbc.g_01208	Syac.g_00241
OG0000498	Prbc.g_01209	Syac.g_00240
OG0000499	Prbc.g_01210	Syac.g_00239
OG0000500	Prbc.g_01211	Syac.g_00238
OG0000501	Prbc.g_01213	Syac.g_00235
OG0000502	Prbc.g_01216	Syac.g_00223
OG0000503	Prbc.g_01246	Syac.g_02020
OG0000504	Prbc.g_01248	Syac.g_02018
OG0000505	Prbc.g_01249	Syac.g_02017
OG0000506	Prbc.g_01250	Syac.g_02015
OG0000507	Prbc.g_01253	Syac.g_02009
OG0000508	Prbc.g_01256	Syac.g_02005
OG0000509	Prbc.g_01258	Syac.g_02003
OG0000510	Prbc.g_01259	Syac.g_02002
OG0000511	Prbc.g_01260	Syac.g_02001
OG0000512	Prbc.g_01262	Syac.g_01999
OG0000513	Prbc.g_01271	Syac.g_01984
OG0000514	Prbc.g_01492	Syac.g_01977
OG0000515	Prbc.g_01493	Syac.g_01976
OG0000516	Prbc.g_01494	Syac.g_00697
OG0000517	Prbc.g_01496	Syac.g_00691
OG0000518	Prbc.g_01507	Syac.g_00707
OG0000519	Prbc.g_01508	Syac.g_00708
OG0000520	Prbc.g_01509	Syac.g_00709
OG0000521	Prbc.g_01514	Syac.g_01721
OG0000522	Prbc.g_01516	Syac.g_01719
OG0000523	Prbc.g_01517	Syac.g_01718
OG0000524	Prbc.g_01524	Syac.g_01716
OG0000525	Prbc.g_01528	Syac.g_01709
OG0000526	Prbc.g_01529	Syac.g_01706
OG0000527	Prbc.g_01532	Syac.g_01702
OG0000528	Prbc.g_01538	Syac.g_01911
OG0000529	Prbc.g_01541	Syac.g_01903
OG0000530	Prbc.g_01544	Syac.g_01900
OG0000531	Prbc.g_01545	Syac.g_01899
OG0000532	Prbc.g_01546	Syac.g_01896
OG0000533	Prbc.g_01547	Syac.g_01895
OG0000534	Prbc.g_01548	Syac.g_01894
OG0000535	Prbc.g_01549	Syac.g_01893
OG0000536	Prbc.g_01550	Syac.g_01892
OG0000537	Prbc.g_01551	Syac.g_01891
OG0000538	Prbc.g_01580	Syac.g_01880
OG0000539	Prbc.g_01581	Syac.g_01879
OG0000540	Prbc.g_01582	Syac.g_01878
OG0000541	Prbc.g_01583	Syac.g_01877
OG0000542	Prbc.g_01585	Syac.g_01874
OG0000543	Prbc.g_01587	Syac.g_01872
OG0000544	Prbc.g_01588	Syac.g_01871
OG0000545	Prbc.g_01590	Syac.g_01869
OG0000546	Prbc.g_01593	Syac.g_01867
OG0000547	Prbc.g_01595	Syac.g_01865
OG0000548	Prbc.g_01596	Syac.g_01864
OG0000549	Prbc.g_01599	Syac.g_01858
OG0000550	Prbc.g_01603	Syac.g_01854
OG0000551	Prbc.g_01606	Syac.g_01849
OG0000552	Prbc.g_01607	Syac.g_01848
OG0000553	Prbc.g_01608	Syac.g_01846
OG0000554	Prbc.g_01613	Syac.g_01835
OG0000555	Prbc.g_01621	Syac.g_01822
OG0000556	Prbc.g_01623	Syac.g_01817
OG0000557	Prbc.g_01624	Syac.g_01815
OG0000558	Prbc.g_01627	Syac.g_01813
OG0000559	Prbc.g_01631	Syac.g_01808
OG0000560	Prbc.g_01634	Syac.g_01805
OG0000561	Prbc.g_01635	Syac.g_01804
OG0000562	Prbc.g_01636	Syac.g_01803
OG0000563	Prbc.g_01637	Syac.g_01802
OG0000564	Prbc.g_01638	Syac.g_01801
OG0000565	Prbc.g_01641	Syac.g_01797
OG0000566	Prbc.g_01643	Syac.g_01793
OG0000567	Prbc.g_01647	Syac.g_01789
