Orthogroup	Prbc	Syaj
OG0000037	Prbc.g_00464	Syaj.g_01891, Syaj.g_02902
OG0000038	Prbc.g_00995	Syaj.g_02115
OG0000039	Prbc.g_01768	Syaj.g_00392, Syaj.g_00275
OG0000041	Prbc.g_00877	Syaj.g_01602
OG0000042	Prbc.g_00203	Syaj.g_02399
OG0000043	Prbc.g_01953, Prbc.g_00135	Syaj.g_01247
OG0000044	Prbc.g_00533	Syaj.g_01344
OG0000046	Prbc.g_01220	Syaj.g_02768, Syaj.g_02775, Syaj.g_02781
OG0000047	Prbc.g_01273, Prbc.g_01227	Syaj.g_02799
OG0000048	Prbc.g_01165	Syaj.g_02578
OG0000053	Prbc.g_00728	Syaj.g_01409
OG0000054	Prbc.g_01683	Syaj.g_01341
OG0000055	Prbc.g_01822	Syaj.g_00394
OG0000056	Prbc.g_01108, Prbc.g_00011, Prbc.g_00532	Syaj.g_00985, Syaj.g_02864, Syaj.g_01794
OG0000057	Prbc.g_01780, Prbc.g_00055	Syaj.g_00438
OG0000058	Prbc.g_01928	Syaj.g_02495
OG0000059	Prbc.g_00958	Syaj.g_02686
OG0000061	Prbc.g_01446	Syaj.g_00302
OG0000063	Prbc.g_00932	Syaj.g_02302
OG0000065	Prbc.g_00466	Syaj.g_00007, Syaj.g_01887
OG0000066	Prbc.g_01618	Syaj.g_00157
OG0000067	Prbc.g_01858	Syaj.g_01023
OG0000068	Prbc.g_00657	Syaj.g_00059
OG0000070	Prbc.g_01511	Syaj.g_01529
OG0000071	Prbc.g_00566	Syaj.g_01511
OG0000072	Prbc.g_00400	Syaj.g_01992
OG0000073	Prbc.g_01579	Syaj.g_00093
OG0000075	Prbc.g_00236	Syaj.g_02457
OG0000076	Prbc.g_00211	Syaj.g_02417
OG0000077	Prbc.g_00495	Syaj.g_01831
OG0000078	Prbc.g_00330	Syaj.g_02880
OG0000079	Prbc.g_01148	Syaj.g_02609
OG0000080	Prbc.g_00679	Syaj.g_02022, Syaj.g_02368
OG0000081	Prbc.g_01610	Syaj.g_02888
OG0000082	Prbc.g_00891	Syaj.g_00229
OG0000084	Prbc.g_00705	Syaj.g_01375
OG0000085	Prbc.g_00826	Syaj.g_01707
OG0000086	Prbc.g_00485	Syaj.g_01848
OG0000087	Prbc.g_00432	Syaj.g_01945
OG0000088	Prbc.g_00405	Syaj.g_01986
OG0000089	Prbc.g_01268	Syaj.g_02829, Syaj.g_01915
OG0000090	Prbc.g_01612	Syaj.g_00144
OG0000091	Prbc.g_01719	Syaj.g_01275
OG0000092	Prbc.g_01982, Prbc.g_01110, Prbc.g_00263	Syaj.g_00339
OG0000097	Prbc.g_01400	Syaj.g_00589
OG0000098	Prbc.g_00585	Syaj.g_02671
OG0000099	Prbc.g_01229	Syaj.g_02503
OG0000100	Prbc.g_00785	Syaj.g_00987
OG0000101	Prbc.g_00284	Syaj.g_02738
OG0000102	Prbc.g_00206	Syaj.g_02411
OG0000103	Prbc.g_01053	Syaj.g_02243
OG0000104	Prbc.g_01065	Syaj.g_02258
OG0000105	Prbc.g_01167	Syaj.g_02573
OG0000106	Prbc.g_00134, Prbc.g_00641	Syaj.g_01130
OG0000107	Prbc.g_00934	Syaj.g_02637
OG0000108	Prbc.g_01540	Syaj.g_00072
OG0000109	Prbc.g_01553	Syaj.g_00087
OG0000110	Prbc.g_01654	Syaj.g_00215
OG0000111	Prbc.g_01781	Syaj.g_00437
OG0000112	Prbc.g_02028	Syaj.g_00907
OG0000113	Prbc.g_01882, Prbc.g_00153	Syaj.g_00992
OG0000114	Prbc.g_01977	Syaj.g_00741
OG0000115	Prbc.g_00801	Syaj.g_01402
OG0000116	Prbc.g_01457	Syaj.g_00289
OG0000117	Prbc.g_00102	Syaj.g_00637
OG0000118	Prbc.g_00577	Syaj.g_00267
OG0000119	Prbc.g_00650	Syaj.g_00317
OG0000120	Prbc.g_01753	Syaj.g_02502
OG0000121	Prbc.g_00711	Syaj.g_01383
OG0000122	Prbc.g_00750	Syaj.g_01250
OG0000123	Prbc.g_00277	Syaj.g_02745
OG0000124	Prbc.g_00193	Syaj.g_02388
OG0000125	Prbc.g_00997	Syaj.g_02117
OG0000126	Prbc.g_01063	Syaj.g_02256
OG0000127	Prbc.g_01352, Prbc.g_00621	Syaj.g_00538
OG0000127	Prbc.g_01367	Syaj.g_00036
OG0000128	Prbc.g_01081	Syaj.g_02274
OG0000129	Prbc.g_01122	Syaj.g_02106
OG0000130	Prbc.g_00504	Syaj.g_01818
OG0000131	Prbc.g_00426	Syaj.g_01964
OG0000132	Prbc.g_00407	Syaj.g_01984, Syaj.g_00688
OG0000133	Prbc.g_01214	Syaj.g_00902
OG0000134	Prbc.g_01270	Syaj.g_02832
OG0000135	Prbc.g_02198, Prbc.g_02183	Syaj.g_02167
OG0000136	Prbc.g_01502	Syaj.g_01550
OG0000137	Prbc.g_01534	Syaj.g_01444
OG0000138	Prbc.g_01554	Syaj.g_00088
OG0000139	Prbc.g_01616	Syaj.g_00150
OG0000140	Prbc.g_01617	Syaj.g_00153
OG0000141	Prbc.g_01684	Syaj.g_01340
OG0000142	Prbc.g_01712	Syaj.g_01283
OG0000143	Prbc.g_01716	Syaj.g_01279
OG0000144	Prbc.g_01729	Syaj.g_01151
OG0000145	Prbc.g_02142	Syaj.g_00094
OG0000146	Prbc.g_02027	Syaj.g_00908
OG0000147	Prbc.g_02026	Syaj.g_00909
OG0000148	Prbc.g_01876	Syaj.g_01003
OG0000149	Prbc.g_01908	Syaj.g_00369
OG0000150	Prbc.g_01916	Syaj.g_01339, Syaj.g_00154
OG0000151	Prbc.g_01988	Syaj.g_01074
OG0000152	Prbc.g_02036	Syaj.g_00898
OG0000153	Prbc.g_02054	Syaj.g_00842
OG0000154	Prbc.g_02083	Syaj.g_00814
OG0000155	Prbc.g_01424	Syaj.g_00338
OG0000156	Prbc.g_00555	Syaj.g_00282
OG0000157	Prbc.g_00556	Syaj.g_00281
OG0000158	Prbc.g_00228	Syaj.g_02445
OG0000160	Prbc.g_00710	Syaj.g_01382
OG0000161	Prbc.g_00716	Syaj.g_01389
OG0000162	Prbc.g_00722	Syaj.g_01395
OG0000163	Prbc.g_00758	Syaj.g_01639
OG0000164	Prbc.g_00854	Syaj.g_01758
OG0000165	Prbc.g_00862	Syaj.g_01582
OG0000166	Prbc.g_00321	Syaj.g_02698
OG0000167	Prbc.g_00238	Syaj.g_02460
OG0000168	Prbc.g_00227	Syaj.g_02444
OG0000169	Prbc.g_00217	Syaj.g_02431, Syaj.g_02429
OG0000170	Prbc.g_00215	Syaj.g_02422
OG0000171	Prbc.g_00194	Syaj.g_02389
OG0000172	Prbc.g_00967	Syaj.g_02365
OG0000173	Prbc.g_00982	Syaj.g_02321
OG0000174	Prbc.g_01013	Syaj.g_02169
OG0000175	Prbc.g_01044	Syaj.g_02229
OG0000176	Prbc.g_01074	Syaj.g_02266
OG0000177	Prbc.g_01075	Syaj.g_02267
OG0000178	Prbc.g_01076	Syaj.g_02268
OG0000179	Prbc.g_01086	Syaj.g_02283
OG0000180	Prbc.g_01087	Syaj.g_02284
OG0000181	Prbc.g_01088	Syaj.g_02285
OG0000182	Prbc.g_01089	Syaj.g_02286
OG0000183	Prbc.g_01093	Syaj.g_02290
OG0000184	Prbc.g_01124	Syaj.g_02098
OG0000185	Prbc.g_01127	Syaj.g_02087
OG0000186	Prbc.g_00509	Syaj.g_01812
OG0000187	Prbc.g_00508	Syaj.g_01814
OG0000188	Prbc.g_00491	Syaj.g_01837
OG0000189	Prbc.g_00477	Syaj.g_01874
OG0000190	Prbc.g_00476	Syaj.g_01876
OG0000191	Prbc.g_00453	Syaj.g_01910
OG0000192	Prbc.g_00449	Syaj.g_01919
OG0000193	Prbc.g_00425	Syaj.g_01965
OG0000194	Prbc.g_00422	Syaj.g_01968
OG0000195	Prbc.g_00420	Syaj.g_01971
OG0000196	Prbc.g_00410	Syaj.g_01981
OG0000197	Prbc.g_00409	Syaj.g_01982
OG0000198	Prbc.g_00408	Syaj.g_01983
OG0000199	Prbc.g_00401	Syaj.g_01991
OG0000200	Prbc.g_00388	Syaj.g_02008
OG0000201	Prbc.g_00379	Syaj.g_02024
OG0000202	Prbc.g_00378	Syaj.g_02025
OG0000203	Prbc.g_00377	Syaj.g_02026
OG0000204	Prbc.g_00376	Syaj.g_02027
OG0000205	Prbc.g_00369	Syaj.g_02035
OG0000206	Prbc.g_00365	Syaj.g_02043
OG0000207	Prbc.g_00363	Syaj.g_02045
OG0000208	Prbc.g_00362	Syaj.g_02046
OG0000209	Prbc.g_00352	Syaj.g_02070
OG0000210	Prbc.g_00351	Syaj.g_02071
OG0000212	Prbc.g_00329	Syaj.g_02881
OG0000213	Prbc.g_01153	Syaj.g_02601
OG0000214	Prbc.g_01161	Syaj.g_02582
OG0000215	Prbc.g_01185	Syaj.g_02551
OG0000216	Prbc.g_01186	Syaj.g_02547
OG0000217	Prbc.g_01189	Syaj.g_02543
OG0000218	Prbc.g_01191	Syaj.g_02541
OG0000219	Prbc.g_01192	Syaj.g_02540
OG0000220	Prbc.g_01193	Syaj.g_02539
OG0000221	Prbc.g_01194	Syaj.g_02530
OG0000222	Prbc.g_01202	Syaj.g_02516
OG0000223	Prbc.g_01215	Syaj.g_02494
OG0000224	Prbc.g_01217	Syaj.g_02487
OG0000225	Prbc.g_01257	Syaj.g_02821
OG0000226	Prbc.g_01261	Syaj.g_02825
OG0000227	Prbc.g_01263	Syaj.g_02827
OG0000228	Prbc.g_01267	Syaj.g_02828
OG0000229	Prbc.g_01497	Syaj.g_01555
OG0000230	Prbc.g_01499	Syaj.g_01553
OG0000231	Prbc.g_01510	Syaj.g_01541
OG0000232	Prbc.g_01518	Syaj.g_01497
OG0000233	Prbc.g_01526	Syaj.g_01481
OG0000234	Prbc.g_01535	Syaj.g_01442
OG0000235	Prbc.g_01539	Syaj.g_00071
OG0000236	Prbc.g_01552	Syaj.g_00086
OG0000237	Prbc.g_01586	Syaj.g_00103
OG0000238	Prbc.g_01592	Syaj.g_00108
OG0000239	Prbc.g_01604	Syaj.g_00125
OG0000240	Prbc.g_01605	Syaj.g_00126
OG0000241	Prbc.g_01609	Syaj.g_01291
OG0000242	Prbc.g_01611	Syaj.g_00142
OG0000243	Prbc.g_01622	Syaj.g_00164
OG0000244	Prbc.g_01626	Syaj.g_00180
OG0000245	Prbc.g_01628	Syaj.g_00182
OG0000246	Prbc.g_01632	Syaj.g_00186
OG0000247	Prbc.g_01642	Syaj.g_00197
OG0000248	Prbc.g_01644	Syaj.g_00200
OG0000249	Prbc.g_01646	Syaj.g_00202
OG0000250	Prbc.g_01651	Syaj.g_00211
OG0000251	Prbc.g_01667	Syaj.g_00237
OG0000252	Prbc.g_01669	Syaj.g_00243
OG0000253	Prbc.g_01671	Syaj.g_00245
OG0000254	Prbc.g_01688	Syaj.g_01335
OG0000255	Prbc.g_01694	Syaj.g_01315
OG0000256	Prbc.g_01704	Syaj.g_01297
OG0000257	Prbc.g_01707	Syaj.g_01292
OG0000258	Prbc.g_01720	Syaj.g_01274
OG0000259	Prbc.g_01737	Syaj.g_00707
OG0000260	Prbc.g_01740	Syaj.g_00712
OG0000261	Prbc.g_01743	Syaj.g_00715
OG0000262	Prbc.g_01748	Syaj.g_00720
OG0000263	Prbc.g_01762	Syaj.g_00605
OG0000264	Prbc.g_01773	Syaj.g_00485
OG0000265	Prbc.g_01787	Syaj.g_00510
OG0000266	Prbc.g_01797	Syaj.g_00946
OG0000267	Prbc.g_01810	Syaj.g_00770
OG0000268	Prbc.g_01811	Syaj.g_00771
OG0000269	Prbc.g_01853	Syaj.g_01031
OG0000270	Prbc.g_01856	Syaj.g_01025
OG0000271	Prbc.g_01864	Syaj.g_01017
OG0000272	Prbc.g_01865	Syaj.g_01016
OG0000273	Prbc.g_01890	Syaj.g_00389
OG0000274	Prbc.g_01891	Syaj.g_00388
OG0000275	Prbc.g_01893	Syaj.g_00384
OG0000276	Prbc.g_01899	Syaj.g_00377
OG0000277	Prbc.g_01900	Syaj.g_00376
OG0000278	Prbc.g_01904	Syaj.g_00373
OG0000279	Prbc.g_01911	Syaj.g_00357
OG0000280	Prbc.g_00068	Syaj.g_00348
OG0000281	Prbc.g_01917	Syaj.g_02670
OG0000282	Prbc.g_01979	Syaj.g_00743
OG0000283	Prbc.g_02010	Syaj.g_00790
OG0000284	Prbc.g_02015	Syaj.g_00930
OG0000285	Prbc.g_02020	Syaj.g_00917
OG0000286	Prbc.g_02035	Syaj.g_00899
OG0000287	Prbc.g_02190	Syaj.g_00849
OG0000288	Prbc.g_02082	Syaj.g_00815
OG0000289	Prbc.g_02094	Syaj.g_00800
OG0000290	Prbc.g_02110	Syaj.g_00424
OG0000291	Prbc.g_02112	Syaj.g_00426
OG0000292	Prbc.g_00173	Syaj.g_02255
OG0000293	Prbc.g_01456	Syaj.g_00290
OG0000294	Prbc.g_01455	Syaj.g_00291
OG0000295	Prbc.g_01431	Syaj.g_00330
OG0000296	Prbc.g_01429	Syaj.g_00332
OG0000297	Prbc.g_01421	Syaj.g_00639
OG0000298	Prbc.g_01420	Syaj.g_00638
OG0000299	Prbc.g_01401	Syaj.g_00592
OG0000300	Prbc.g_01398	Syaj.g_00586
OG0000301	Prbc.g_01397	Syaj.g_00585
OG0000302	Prbc.g_01395	Syaj.g_00582
OG0000303	Prbc.g_01390	Syaj.g_00572
OG0000304	Prbc.g_01387	Syaj.g_00566
OG0000305	Prbc.g_00810	Syaj.g_00429
OG0000306	Prbc.g_01921	Syaj.g_01126
OG0000307	Prbc.g_00666	Syaj.g_00051
OG0000308	Prbc.g_00667	Syaj.g_00049
OG0000309	Prbc.g_00671	Syaj.g_00044
OG0000310	Prbc.g_00693	Syaj.g_01358
OG0000311	Prbc.g_00695	Syaj.g_01362
OG0000312	Prbc.g_00698	Syaj.g_01368
OG0000313	Prbc.g_00713	Syaj.g_01386
OG0000314	Prbc.g_00734	Syaj.g_01420
OG0000315	Prbc.g_00744	Syaj.g_01430
OG0000316	Prbc.g_00768	Syaj.g_01664
OG0000317	Prbc.g_00830	Syaj.g_01715
OG0000318	Prbc.g_00833	Syaj.g_01722
OG0000319	Prbc.g_00844	Syaj.g_01741
OG0000320	Prbc.g_00846	Syaj.g_01743
OG0000321	Prbc.g_00847	Syaj.g_01744
OG0000322	Prbc.g_00848	Syaj.g_01745
OG0000323	Prbc.g_00857	Syaj.g_01760
OG0000324	Prbc.g_00884	Syaj.g_01609
OG0000325	Prbc.g_00935	Syaj.g_02638
OG0000326	Prbc.g_00941	Syaj.g_02645
OG0000327	Prbc.g_00326	Syaj.g_02693
OG0000328	Prbc.g_00325	Syaj.g_02694
OG0000329	Prbc.g_00308	Syaj.g_02712
OG0000330	Prbc.g_00307	Syaj.g_02713
OG0000331	Prbc.g_00306	Syaj.g_02714
OG0000332	Prbc.g_00292	Syaj.g_02729
OG0000333	Prbc.g_00290	Syaj.g_02732
OG0000334	Prbc.g_00281	Syaj.g_02741
OG0000335	Prbc.g_00276	Syaj.g_02746
OG0000336	Prbc.g_00272	Syaj.g_02750
OG0000337	Prbc.g_00241	Syaj.g_02466
OG0000338	Prbc.g_00240	Syaj.g_02462
OG0000339	Prbc.g_00235	Syaj.g_02455
OG0000340	Prbc.g_00226	Syaj.g_02443
OG0000341	Prbc.g_00224	Syaj.g_02441
OG0000342	Prbc.g_00223	Syaj.g_02440
OG0000343	Prbc.g_00222	Syaj.g_02437
OG0000344	Prbc.g_00219	Syaj.g_02433
OG0000345	Prbc.g_00214	Syaj.g_02421
OG0000346	Prbc.g_00210	Syaj.g_02416
OG0000347	Prbc.g_00190	Syaj.g_02383
OG0000348	Prbc.g_00970	Syaj.g_02333
OG0000349	Prbc.g_00988	Syaj.g_02314
OG0000350	Prbc.g_01009	Syaj.g_02652
OG0000351	Prbc.g_01047	Syaj.g_02234
OG0000352	Prbc.g_01048	Syaj.g_02235
OG0000353	Prbc.g_01068	Syaj.g_02261
OG0000355	Prbc.g_01071	Syaj.g_02263
OG0000356	Prbc.g_01072	Syaj.g_02264
OG0000357	Prbc.g_01073	Syaj.g_02265
OG0000358	Prbc.g_01077	Syaj.g_02269
OG0000359	Prbc.g_01078	Syaj.g_02271
OG0000360	Prbc.g_01079	Syaj.g_02272
OG0000361	Prbc.g_01080	Syaj.g_02273
OG0000362	Prbc.g_01082	Syaj.g_02275
OG0000363	Prbc.g_01084	Syaj.g_02277
OG0000364	Prbc.g_01085	Syaj.g_02278
OG0000365	Prbc.g_01090	Syaj.g_02287
OG0000366	Prbc.g_01091	Syaj.g_02288
OG0000367	Prbc.g_01092	Syaj.g_02289
OG0000368	Prbc.g_01094	Syaj.g_02291
OG0000369	Prbc.g_01095	Syaj.g_02292
OG0000370	Prbc.g_01096	Syaj.g_02293
OG0000371	Prbc.g_01102	Syaj.g_02301
OG0000372	Prbc.g_01104	Syaj.g_02307
OG0000373	Prbc.g_01105	Syaj.g_02308
OG0000374	Prbc.g_01106	Syaj.g_02309
OG0000375	Prbc.g_01118	Syaj.g_02310
OG0000376	Prbc.g_01120	Syaj.g_02312
OG0000377	Prbc.g_01123	Syaj.g_02105
OG0000378	Prbc.g_01125	Syaj.g_02091
OG0000379	Prbc.g_01128	Syaj.g_02086
OG0000380	Prbc.g_00507	Syaj.g_01815
OG0000381	Prbc.g_00503	Syaj.g_01819
OG0000382	Prbc.g_00492	Syaj.g_01836
OG0000383	Prbc.g_00490	Syaj.g_01839
OG0000384	Prbc.g_00489	Syaj.g_01840
OG0000385	Prbc.g_00488	Syaj.g_01841
OG0000386	Prbc.g_00487	Syaj.g_01842
OG0000387	Prbc.g_00474	Syaj.g_01878
OG0000388	Prbc.g_00470	Syaj.g_01882
OG0000389	Prbc.g_00467	Syaj.g_01886
OG0000390	Prbc.g_00458	Syaj.g_01904
OG0000391	Prbc.g_00454	Syaj.g_01909
OG0000392	Prbc.g_00451	Syaj.g_01918
OG0000393	Prbc.g_00448	Syaj.g_01922
OG0000394	Prbc.g_00447	Syaj.g_01923
OG0000395	Prbc.g_00446	Syaj.g_01924
OG0000396	Prbc.g_00443	Syaj.g_01928
OG0000397	Prbc.g_00441	Syaj.g_01930
OG0000398	Prbc.g_00438	Syaj.g_01935
OG0000399	Prbc.g_00437	Syaj.g_01936
OG0000400	Prbc.g_00436	Syaj.g_01937
OG0000401	Prbc.g_00435	Syaj.g_01938
OG0000402	Prbc.g_02145	Syaj.g_01940
OG0000403	Prbc.g_00434	Syaj.g_01941
OG0000404	Prbc.g_00433	Syaj.g_01943
OG0000405	Prbc.g_00428	Syaj.g_01961
OG0000406	Prbc.g_00424	Syaj.g_01966
OG0000407	Prbc.g_00423	Syaj.g_01967
OG0000408	Prbc.g_00421	Syaj.g_01970
OG0000409	Prbc.g_00419	Syaj.g_01972
OG0000410	Prbc.g_00418	Syaj.g_01973
OG0000411	Prbc.g_00417	Syaj.g_01974
OG0000412	Prbc.g_00416	Syaj.g_01975
OG0000413	Prbc.g_00415	Syaj.g_01977
OG0000415	Prbc.g_00413	Syaj.g_01978
OG0000416	Prbc.g_00412	Syaj.g_01979
OG0000417	Prbc.g_00411	Syaj.g_01980
OG0000418	Prbc.g_00406	Syaj.g_01985
OG0000419	Prbc.g_00404	Syaj.g_01987
OG0000420	Prbc.g_00403	Syaj.g_01989
OG0000421	Prbc.g_00399	Syaj.g_01994
OG0000422	Prbc.g_00398	Syaj.g_01995
OG0000423	Prbc.g_00397	Syaj.g_01996
OG0000424	Prbc.g_00396	Syaj.g_01997
OG0000425	Prbc.g_00395	Syaj.g_01998
OG0000426	Prbc.g_00394	Syaj.g_01999
OG0000427	Prbc.g_00393	Syaj.g_02000
OG0000428	Prbc.g_00391	Syaj.g_02003
OG0000429	Prbc.g_00390	Syaj.g_02005
OG0000430	Prbc.g_00389	Syaj.g_02007
OG0000431	Prbc.g_00387	Syaj.g_02010
OG0000432	Prbc.g_00383	Syaj.g_02017
OG0000433	Prbc.g_00382	Syaj.g_02020
OG0000434	Prbc.g_00381	Syaj.g_02021
OG0000435	Prbc.g_00380	Syaj.g_02023
OG0000436	Prbc.g_00375	Syaj.g_02029
OG0000437	Prbc.g_00374	Syaj.g_02030
OG0000438	Prbc.g_00373	Syaj.g_02031
OG0000439	Prbc.g_00371	Syaj.g_02033
OG0000440	Prbc.g_00370	Syaj.g_02034
OG0000441	Prbc.g_00368	Syaj.g_02038
OG0000442	Prbc.g_00367	Syaj.g_02039
OG0000443	Prbc.g_00366	Syaj.g_02040
OG0000444	Prbc.g_00361	Syaj.g_02052
OG0000445	Prbc.g_00360	Syaj.g_02053
OG0000446	Prbc.g_00358	Syaj.g_02055
OG0000447	Prbc.g_00357	Syaj.g_02058
OG0000448	Prbc.g_00356	Syaj.g_02059
OG0000449	Prbc.g_00355	Syaj.g_02060
OG0000450	Prbc.g_00354	Syaj.g_02067
OG0000451	Prbc.g_00353	Syaj.g_02068
OG0000452	Prbc.g_00350	Syaj.g_02072
OG0000453	Prbc.g_00349	Syaj.g_02073
OG0000454	Prbc.g_00348	Syaj.g_02074
OG0000455	Prbc.g_00347	Syaj.g_02075
OG0000456	Prbc.g_00346	Syaj.g_02076
OG0000457	Prbc.g_00345	Syaj.g_02078
OG0000458	Prbc.g_00344	Syaj.g_02079
OG0000459	Prbc.g_00343	Syaj.g_02080
OG0000460	Prbc.g_00335	Syaj.g_02858
OG0000461	Prbc.g_01140	Syaj.g_02623
OG0000462	Prbc.g_01142	Syaj.g_02620
OG0000463	Prbc.g_01143	Syaj.g_02619
OG0000464	Prbc.g_01144	Syaj.g_02618
OG0000465	Prbc.g_01145	Syaj.g_02617
OG0000466	Prbc.g_01146	Syaj.g_02612
OG0000467	Prbc.g_01147	Syaj.g_02610
OG0000468	Prbc.g_01149	Syaj.g_02605
OG0000469	Prbc.g_01156	Syaj.g_02590
OG0000470	Prbc.g_01158	Syaj.g_02586
OG0000471	Prbc.g_01159	Syaj.g_02585
OG0000472	Prbc.g_01160	Syaj.g_02583
OG0000473	Prbc.g_01162	Syaj.g_02581
OG0000474	Prbc.g_01163	Syaj.g_02580
OG0000475	Prbc.g_01164	Syaj.g_02579
OG0000476	Prbc.g_01166	Syaj.g_02577
OG0000477	Prbc.g_01168	Syaj.g_02571
OG0000478	Prbc.g_01169	Syaj.g_02570
OG0000479	Prbc.g_01170	Syaj.g_02569
OG0000480	Prbc.g_01175	Syaj.g_02562
OG0000481	Prbc.g_01177	Syaj.g_02560
OG0000482	Prbc.g_01178	Syaj.g_02559
OG0000483	Prbc.g_01181	Syaj.g_02555
OG0000484	Prbc.g_01182	Syaj.g_02554
OG0000485	Prbc.g_01183	Syaj.g_02553
OG0000486	Prbc.g_01184	Syaj.g_02552
OG0000487	Prbc.g_01187	Syaj.g_02546
OG0000488	Prbc.g_01190	Syaj.g_02542
OG0000489	Prbc.g_01195	Syaj.g_02529
OG0000490	Prbc.g_01200	Syaj.g_02519
OG0000491	Prbc.g_01201	Syaj.g_02517
OG0000492	Prbc.g_01203	Syaj.g_02515
OG0000493	Prbc.g_01204	Syaj.g_02514
OG0000494	Prbc.g_01205	Syaj.g_02513
OG0000495	Prbc.g_01206	Syaj.g_02512
OG0000496	Prbc.g_01207	Syaj.g_02511
OG0000497	Prbc.g_01208	Syaj.g_02510
OG0000498	Prbc.g_01209	Syaj.g_02509
OG0000499	Prbc.g_01210	Syaj.g_02508
OG0000500	Prbc.g_01211	Syaj.g_02507
OG0000501	Prbc.g_01213	Syaj.g_02504
OG0000502	Prbc.g_01216	Syaj.g_02492
OG0000503	Prbc.g_01246	Syaj.g_02805
OG0000504	Prbc.g_01248	Syaj.g_02807
OG0000505	Prbc.g_01249	Syaj.g_02808
OG0000506	Prbc.g_01250	Syaj.g_02810
OG0000507	Prbc.g_01253	Syaj.g_02816
OG0000508	Prbc.g_01256	Syaj.g_02820
OG0000509	Prbc.g_01258	Syaj.g_02822
OG0000510	Prbc.g_01259	Syaj.g_02823
OG0000511	Prbc.g_01260	Syaj.g_02824
OG0000512	Prbc.g_01262	Syaj.g_02826
OG0000513	Prbc.g_01271	Syaj.g_02833
OG0000514	Prbc.g_01492	Syaj.g_02839
OG0000515	Prbc.g_01493	Syaj.g_02840
OG0000516	Prbc.g_01494	Syaj.g_01561
OG0000517	Prbc.g_01496	Syaj.g_01556
OG0000518	Prbc.g_01507	Syaj.g_01544
OG0000519	Prbc.g_01508	Syaj.g_01543
OG0000520	Prbc.g_01509	Syaj.g_01542
OG0000521	Prbc.g_01514	Syaj.g_00271
OG0000522	Prbc.g_01516	Syaj.g_00273
OG0000523	Prbc.g_01517	Syaj.g_00274
OG0000524	Prbc.g_01524	Syaj.g_01485
OG0000525	Prbc.g_01528	Syaj.g_01454
OG0000526	Prbc.g_01529	Syaj.g_01451
OG0000527	Prbc.g_01532	Syaj.g_01446
OG0000528	Prbc.g_01538	Syaj.g_00065
OG0000529	Prbc.g_01541	Syaj.g_00073
OG0000530	Prbc.g_01544	Syaj.g_00076
OG0000531	Prbc.g_01545	Syaj.g_00077
OG0000532	Prbc.g_01546	Syaj.g_00080
OG0000533	Prbc.g_01547	Syaj.g_00081
OG0000534	Prbc.g_01548	Syaj.g_00082
