Orthogroup	Syam	Syab
OG0000138	Syam.g_00599	Syab.g_02113
OG0000139	Syam.g_00657	Syab.g_02035
OG0000140	Syam.g_00659	Syab.g_02033
OG0000141	Syam.g_01514	Syab.g_01931
OG0000142	Syam.g_01468	Syab.g_01524, Syab.g_01873
OG0000143	Syam.g_01464	Syab.g_01870
OG0000144	Syam.g_01032	Syab.g_01757
OG0000145	Syam.g_00605	Syab.g_02120
OG0000146	Syam.g_01114	Syab.g_01393
OG0000147	Syam.g_01113	Syab.g_01394
OG0000148	Syam.g_01270	Syab.g_01683, Syab.g_01682
OG0000149	Syam.g_00725	Syab.g_01720
OG0000150	Syam.g_00660	Syab.g_01930
OG0000151	Syam.g_01338	Syab.g_01612
OG0000152	Syam.g_01124	Syab.g_01383
OG0000153	Syam.g_01160	Syab.g_01343
OG0000154	Syam.g_01187	Syab.g_01317
OG0000155	Syam.g_01763	Syab.g_01009
OG0000156	Syam.g_01814	Syab.g_00933
OG0000157	Syam.g_01815	Syab.g_00932
OG0000158	Syam.g_00139	Syab.g_00161
OG0000160	Syam.g_01614	Syab.g_00774
OG0000161	Syam.g_01620	Syab.g_00766
OG0000162	Syam.g_01627	Syab.g_00755
OG0000163	Syam.g_01927	Syab.g_02173
OG0000164	Syam.g_02023	Syab.g_02307
OG0000165	Syam.g_01879, Syam.g_01878	Syab.g_02316
OG0000166	Syam.g_00330	Syab.g_00407
OG0000167	Syam.g_00151	Syab.g_00205
OG0000168	Syam.g_00138	Syab.g_00136
OG0000169	Syam.g_00127	Syab.g_00125
OG0000170	Syam.g_00120	Syab.g_00118
OG0000171	Syam.g_00097	Syab.g_00089
OG0000172	Syam.g_00075	Syab.g_00080
OG0000173	Syam.g_00057	Syab.g_00061
OG0000174	Syam.g_02349	Syab.g_02819
OG0000175	Syam.g_02417	Syab.g_02876
OG0000176	Syam.g_00004	Syab.g_00004
OG0000177	Syam.g_00005	Syab.g_00005
OG0000178	Syam.g_00006	Syab.g_00006
OG0000179	Syam.g_00021	Syab.g_00022
OG0000180	Syam.g_00022	Syab.g_00023
OG0000181	Syam.g_00023	Syab.g_00024
OG0000182	Syam.g_00024	Syab.g_00025
OG0000183	Syam.g_00028	Syab.g_00029
OG0000184	Syam.g_02298	Syab.g_02738
OG0000185	Syam.g_02295	Syab.g_02715
OG0000186	Syam.g_02058	Syab.g_02430
OG0000187	Syam.g_02059	Syab.g_02431
OG0000188	Syam.g_02081	Syab.g_02454
OG0000189	Syam.g_02108	Syab.g_02487
OG0000190	Syam.g_02110	Syab.g_00190, Syab.g_00139
OG0000191	Syam.g_02142	Syab.g_02522
OG0000192	Syam.g_02148	Syab.g_02528
OG0000193	Syam.g_02192	Syab.g_02565
OG0000194	Syam.g_02195	Syab.g_02568
OG0000195	Syam.g_02197	Syab.g_02570
OG0000196	Syam.g_02208	Syab.g_02581
OG0000197	Syam.g_02209	Syab.g_02582
OG0000198	Syam.g_02210	Syab.g_02583
OG0000199	Syam.g_02218	Syab.g_02591
OG0000200	Syam.g_02234	Syab.g_02611
OG0000202	Syam.g_02249	Syab.g_02629
OG0000203	Syam.g_02250	Syab.g_02630
OG0000204	Syam.g_02251	Syab.g_02631
OG0000205	Syam.g_02258	Syab.g_02638
OG0000206	Syam.g_02264	Syab.g_02674
OG0000207	Syam.g_02266	Syab.g_02677
OG0000208	Syam.g_02267	Syab.g_02678
OG0000209	Syam.g_02278	Syab.g_02698
OG0000210	Syam.g_02279	Syab.g_02699
OG0000211	Syam.g_00504	Syab.g_02374
OG0000212	Syam.g_00515	Syab.g_02365
OG0000213	Syam.g_00263	Syab.g_00332
OG0000214	Syam.g_00247	Syab.g_00312
OG0000215	Syam.g_00216	Syab.g_00281
OG0000216	Syam.g_00212	Syab.g_00277
OG0000217	Syam.g_00208	Syab.g_00273
OG0000218	Syam.g_00206	Syab.g_00271
OG0000219	Syam.g_00205	Syab.g_00270
OG0000220	Syam.g_00204	Syab.g_00269
OG0000221	Syam.g_00198	Syab.g_00257
OG0000222	Syam.g_00186	Syab.g_00244
OG0000223	Syam.g_00168	Syab.g_00226
OG0000224	Syam.g_00164	Syab.g_00223
OG0000225	Syam.g_00473	Syab.g_00538
OG0000226	Syam.g_00477	Syab.g_00542
OG0000227	Syam.g_00479	Syab.g_00544
OG0000228	Syam.g_00488	Syab.g_00550
OG0000229	Syam.g_01867	Syab.g_00583
OG0000230	Syam.g_01865	Syab.g_00585
OG0000231	Syam.g_01848	Syab.g_00613
OG0000232	Syam.g_01692	Syab.g_00631
OG0000233	Syam.g_01678	Syab.g_00645
OG0000234	Syam.g_01667	Syab.g_00699
OG0000235	Syam.g_00582	Syab.g_02095
OG0000236	Syam.g_00597	Syab.g_02111
OG0000237	Syam.g_00614	Syab.g_02129
OG0000238	Syam.g_00619	Syab.g_02134
OG0000239	Syam.g_00637	Syab.g_02151
OG0000240	Syam.g_00638	Syab.g_02152
OG0000241	Syam.g_01477	Syab.g_01884
OG0000242	Syam.g_00649	Syab.g_02043
OG0000243	Syam.g_00668	Syab.g_02025
OG0000244	Syam.g_00674	Syab.g_02017
OG0000245	Syam.g_00676	Syab.g_02015
OG0000246	Syam.g_00680	Syab.g_02011
OG0000247	Syam.g_00692	Syab.g_01999
OG0000248	Syam.g_00695	Syab.g_01996
OG0000249	Syam.g_00697	Syab.g_01994
OG0000250	Syam.g_01747	Syab.g_01988
OG0000251	Syam.g_01722	Syab.g_01961
OG0000252	Syam.g_01719	Syab.g_01958
OG0000253	Syam.g_01718	Syab.g_01956
OG0000254	Syam.g_01510	Syab.g_01925
OG0000255	Syam.g_01500	Syab.g_01912
OG0000256	Syam.g_01484	Syab.g_01890
OG0000257	Syam.g_01478	Syab.g_01885
OG0000258	Syam.g_01459	Syab.g_01861
OG0000259	Syam.g_01378	Syab.g_01538
OG0000260	Syam.g_01375	Syab.g_01544
OG0000261	Syam.g_01372	Syab.g_01556
OG0000262	Syam.g_01367	Syab.g_01561
OG0000263	Syam.g_00885	Syab.g_01035
OG0000264	Syam.g_00805	Syab.g_01173
OG0000265	Syam.g_01880	Syab.g_01773
OG0000266	Syam.g_01234	Syab.g_01667
OG0000267	Syam.g_01071	Syab.g_01433
OG0000268	Syam.g_01072	Syab.g_01432
OG0000269	Syam.g_01295	Syab.g_01650
OG0000270	Syam.g_01292	Syab.g_01657
OG0000271	Syam.g_01284	Syab.g_01279
OG0000272	Syam.g_01283	Syab.g_01280
OG0000274	Syam.g_00744	Syab.g_01700
OG0000275	Syam.g_00741	Syab.g_01704
OG0000276	Syam.g_00733	Syab.g_01712
OG0000277	Syam.g_00732	Syab.g_01713
OG0000278	Syam.g_00729	Syab.g_01716
OG0000279	Syam.g_00721	Syab.g_01724
OG0000280	Syam.g_00701	Syab.g_01736
OG0000281	Syam.g_00943	Syab.g_00685, Syab.g_00852, Syab.g_01077, Syab.g_01546
OG0000282	Syam.g_01347	Syab.g_01631
OG0000283	Syam.g_01087	Syab.g_01418
OG0000284	Syam.g_01093	Syab.g_01413
OG0000285	Syam.g_01105	Syab.g_01402
OG0000286	Syam.g_01123	Syab.g_01384
OG0000287	Syam.g_01153	Syab.g_01350
OG0000288	Syam.g_01186	Syab.g_01318
OG0000289	Syam.g_01201	Syab.g_01303
OG0000290	Syam.g_00771	Syab.g_01213
OG0000291	Syam.g_00773	Syab.g_01211
OG0000292	Syam.g_02439	Syab.g_02907
OG0000293	Syam.g_01806	Syab.g_00946
OG0000294	Syam.g_01805	Syab.g_00947
OG0000295	Syam.g_01771	Syab.g_01001
OG0000296	Syam.g_01769	Syab.g_01003
OG0000297	Syam.g_00906	Syab.g_01016
OG0000298	Syam.g_00905	Syab.g_01017
OG0000299	Syam.g_00878	Syab.g_01047
OG0000300	Syam.g_00871	Syab.g_01054
OG0000301	Syam.g_00870	Syab.g_01055
OG0000302	Syam.g_00868	Syab.g_01056
OG0000303	Syam.g_00859	Syab.g_01149
OG0000304	Syam.g_00853	Syab.g_01143
OG0000305	Syam.g_00776	Syab.g_01208
OG0000306	Syam.g_01757	Syab.g_01819
OG0000307	Syam.g_00566	Syab.g_02078
OG0000308	Syam.g_00564	Syab.g_02076
OG0000309	Syam.g_00559	Syab.g_02071
OG0000310	Syam.g_01591	Syab.g_00817
OG0000311	Syam.g_01595	Syab.g_00811
OG0000312	Syam.g_01601	Syab.g_00793
OG0000313	Syam.g_01617	Syab.g_00769
OG0000314	Syam.g_01647	Syab.g_00736
OG0000315	Syam.g_01658	Syab.g_00726
OG0000316	Syam.g_01945	Syab.g_02189
OG0000317	Syam.g_01987	Syab.g_02251
OG0000318	Syam.g_01991	Syab.g_02257
OG0000319	Syam.g_02006	Syab.g_02291
OG0000320	Syam.g_02008	Syab.g_02293
OG0000321	Syam.g_02009	Syab.g_02294
OG0000322	Syam.g_02010	Syab.g_02295
OG0000323	Syam.g_02025	Syab.g_02310
OG0000324	Syam.g_01906	Syab.g_02341
OG0000325	Syam.g_00289	Syab.g_00368
OG0000326	Syam.g_00296	Syab.g_00375
OG0000327	Syam.g_00325	Syab.g_00402
OG0000328	Syam.g_00326	Syab.g_00403
OG0000329	Syam.g_00344	Syab.g_00420
OG0000330	Syam.g_00345	Syab.g_00421
OG0000331	Syam.g_00346	Syab.g_00422
OG0000332	Syam.g_00361	Syab.g_00437
OG0000333	Syam.g_00364	Syab.g_00440
OG0000334	Syam.g_00375	Syab.g_00450
OG0000335	Syam.g_00380	Syab.g_00455
OG0000336	Syam.g_00384	Syab.g_00459
OG0000337	Syam.g_00155	Syab.g_00210
OG0000338	Syam.g_00153	Syab.g_00207
OG0000339	Syam.g_00147	Syab.g_00201
OG0000340	Syam.g_00137	Syab.g_00135
OG0000341	Syam.g_00135	Syab.g_00157, Syab.g_00133
OG0000342	Syam.g_00134	Syab.g_00132
OG0000343	Syam.g_00133	Syab.g_00131
OG0000344	Syam.g_00129	Syab.g_02424, Syab.g_00127
OG0000345	Syam.g_00119	Syab.g_00117
OG0000346	Syam.g_00114	Syab.g_00112
OG0000347	Syam.g_00083	Syab.g_00087
OG0000348	Syam.g_00068	Syab.g_00076
OG0000349	Syam.g_00050	Syab.g_00054
OG0000350	Syam.g_00303	Syab.g_00382
OG0000351	Syam.g_02420	Syab.g_02879
OG0000352	Syam.g_02421	Syab.g_02880
OG0000353	Syam.g_02445	Syab.g_02913
OG0000354	Syam.g_00626, Syam.g_00625	Syab.g_02140
OG0000355	Syam.g_00001	Syab.g_00001
OG0000356	Syam.g_00002	Syab.g_00002
OG0000357	Syam.g_00003	Syab.g_00003
OG0000358	Syam.g_00007	Syab.g_00007
OG0000359	Syam.g_00009	Syab.g_00009
OG0000360	Syam.g_00010	Syab.g_00010
OG0000361	Syam.g_00011	Syab.g_00011
OG0000362	Syam.g_00013	Syab.g_00013
OG0000363	Syam.g_00015	Syab.g_00015
OG0000364	Syam.g_00016	Syab.g_00016
OG0000365	Syam.g_00025	Syab.g_00026
OG0000366	Syam.g_00026	Syab.g_00027
OG0000367	Syam.g_00027	Syab.g_00028
OG0000368	Syam.g_00029	Syab.g_00030
OG0000369	Syam.g_00030	Syab.g_00031
OG0000370	Syam.g_00031	Syab.g_00032
OG0000371	Syam.g_00038	Syab.g_00711, Syab.g_00039
OG0000372	Syam.g_00043	Syab.g_00045
OG0000373	Syam.g_00044	Syab.g_00046
OG0000374	Syam.g_00045	Syab.g_00047
OG0000375	Syam.g_00046	Syab.g_00050
OG0000376	Syam.g_00048	Syab.g_00052
OG0000377	Syam.g_02306	Syab.g_02748
OG0000378	Syam.g_02297	Syab.g_02717
OG0000379	Syam.g_02294	Syab.g_02714
OG0000380	Syam.g_02060	Syab.g_02432
OG0000381	Syam.g_02063	Syab.g_02435
OG0000382	Syam.g_02080	Syab.g_02453
OG0000383	Syam.g_02083	Syab.g_02459
OG0000384	Syam.g_02084	Syab.g_02460
OG0000385	Syam.g_02085	Syab.g_02461
OG0000386	Syam.g_02086	Syab.g_02462
OG0000387	Syam.g_02112	Syab.g_02491
OG0000388	Syam.g_02116	Syab.g_02495
OG0000389	Syam.g_02120	Syab.g_02499
OG0000390	Syam.g_02136	Syab.g_02516
OG0000391	Syam.g_02141	Syab.g_02521
OG0000392	Syam.g_02147	Syab.g_02527
OG0000393	Syam.g_02149	Syab.g_02530
OG0000394	Syam.g_02150	Syab.g_02531
OG0000395	Syam.g_02151	Syab.g_02532
OG0000396	Syam.g_02153	Syab.g_02535
OG0000397	Syam.g_02160	Syab.g_02537
OG0000398	Syam.g_02165	Syab.g_02542
OG0000399	Syam.g_02166	Syab.g_02543
OG0000400	Syam.g_02167	Syab.g_02544
OG0000401	Syam.g_02168	Syab.g_02545
OG0000402	Syam.g_02171	Syab.g_02547
OG0000403	Syam.g_02172	Syab.g_02548
OG0000404	Syam.g_02173	Syab.g_02550
OG0000405	Syam.g_02189	Syab.g_02562
OG0000406	Syam.g_02193	Syab.g_02566
OG0000407	Syam.g_02194	Syab.g_02567
OG0000408	Syam.g_02196	Syab.g_02569
OG0000409	Syam.g_02198	Syab.g_02571
OG0000410	Syam.g_02199	Syab.g_02572
OG0000411	Syam.g_02200	Syab.g_02573
OG0000412	Syam.g_02201	Syab.g_02574
OG0000413	Syam.g_02203	Syab.g_02576
OG0000414	Syam.g_02204	Syab.g_02577
OG0000415	Syam.g_02205	Syab.g_02578
OG0000416	Syam.g_02206	Syab.g_02579
OG0000417	Syam.g_02207	Syab.g_02580
OG0000418	Syam.g_02212	Syab.g_02585
OG0000419	Syam.g_02214	Syab.g_02587
OG0000420	Syam.g_02216	Syab.g_02589
OG0000421	Syam.g_02221	Syab.g_02595
OG0000422	Syam.g_02222	Syab.g_02596
OG0000423	Syam.g_02223	Syab.g_02597
OG0000424	Syam.g_02224	Syab.g_02598
OG0000425	Syam.g_02225	Syab.g_02599
OG0000426	Syam.g_02226	Syab.g_02600
OG0000427	Syam.g_02227	Syab.g_02601
OG0000428	Syam.g_02230	Syab.g_02604
OG0000429	Syam.g_02232	Syab.g_02608
OG0000430	Syam.g_02233	Syab.g_02610
OG0000431	Syam.g_02237	Syab.g_02613
OG0000432	Syam.g_02243	Syab.g_02619
OG0000433	Syam.g_02244	Syab.g_02622
OG0000434	Syam.g_02245	Syab.g_02623
OG0000435	Syam.g_02246	Syab.g_02625
OG0000436	Syam.g_02252	Syab.g_02632
OG0000437	Syam.g_02253	Syab.g_02633
OG0000438	Syam.g_02254	Syab.g_02634
OG0000439	Syam.g_02256	Syab.g_02636
OG0000440	Syam.g_02257	Syab.g_02637
OG0000441	Syam.g_02261	Syab.g_02641
OG0000442	Syam.g_02262	Syab.g_02642
OG0000443	Syam.g_02263	Syab.g_02668
OG0000444	Syam.g_02268	Syab.g_02681
OG0000445	Syam.g_02269	Syab.g_02682
OG0000446	Syam.g_02270	Syab.g_02684
OG0000447	Syam.g_02272	Syab.g_02687
OG0000448	Syam.g_02273	Syab.g_02688
OG0000449	Syam.g_02274	Syab.g_02689
OG0000450	Syam.g_02275	Syab.g_02695
OG0000451	Syam.g_02276	Syab.g_02696
OG0000452	Syam.g_02280	Syab.g_02701
OG0000453	Syam.g_02281	Syab.g_02702
OG0000454	Syam.g_02282	Syab.g_02703
OG0000455	Syam.g_02283	Syab.g_02704
OG0000456	Syam.g_02284	Syab.g_02705
OG0000457	Syam.g_02286	Syab.g_02707
OG0000458	Syam.g_02287	Syab.g_02708
OG0000459	Syam.g_02288	Syab.g_02709
OG0000460	Syam.g_00506	Syab.g_02372
OG0000461	Syam.g_00284	Syab.g_00356
OG0000462	Syam.g_00281	Syab.g_00352
OG0000463	Syam.g_00280	Syab.g_00351
OG0000464	Syam.g_00279	Syab.g_00350
OG0000465	Syam.g_00277	Syab.g_00349
OG0000466	Syam.g_00273	Syab.g_00343
OG0000467	Syam.g_00271	Syab.g_00341
OG0000468	Syam.g_00266	Syab.g_00336
OG0000469	Syam.g_00253	Syab.g_00318
OG0000470	Syam.g_00251	Syab.g_00316
OG0000471	Syam.g_00250	Syab.g_00315
OG0000472	Syam.g_00248	Syab.g_00313
OG0000473	Syam.g_00246	Syab.g_00311
OG0000474	Syam.g_00245	Syab.g_00310
OG0000475	Syam.g_00244	Syab.g_00309
OG0000476	Syam.g_00242	Syab.g_00307
OG0000477	Syam.g_00236	Syab.g_00301
OG0000478	Syam.g_00235	Syab.g_00300
OG0000479	Syam.g_00234	Syab.g_00299
OG0000480	Syam.g_00227	Syab.g_00292
OG0000481	Syam.g_00225	Syab.g_00290
OG0000482	Syam.g_00224	Syab.g_00289
OG0000483	Syam.g_00220	Syab.g_00285
OG0000484	Syam.g_00219	Syab.g_00284
OG0000485	Syam.g_00218	Syab.g_00283
OG0000486	Syam.g_00217	Syab.g_00282
OG0000487	Syam.g_00211	Syab.g_00276
OG0000488	Syam.g_00207	Syab.g_00272
OG0000489	Syam.g_00197	Syab.g_00256
OG0000490	Syam.g_00189	Syab.g_00247
OG0000491	Syam.g_00187	Syab.g_00245
OG0000492	Syam.g_00185	Syab.g_00243
OG0000493	Syam.g_00184	Syab.g_00242
OG0000494	Syam.g_00183	Syab.g_00241
OG0000495	Syam.g_00182	Syab.g_00240
OG0000496	Syam.g_00181	Syab.g_00239
OG0000497	Syam.g_00180	Syab.g_00238
OG0000498	Syam.g_00179	Syab.g_00237
OG0000499	Syam.g_00178	Syab.g_00236
OG0000500	Syam.g_00177	Syab.g_00235
OG0000501	Syam.g_00174	Syab.g_00232
OG0000502	Syam.g_00165	Syab.g_00224
OG0000503	Syam.g_00457	Syab.g_00523
OG0000504	Syam.g_00459	Syab.g_00525
OG0000505	Syam.g_00460	Syab.g_00526
OG0000506	Syam.g_00462	Syab.g_00528
OG0000507	Syam.g_00468	Syab.g_00533
OG0000508	Syam.g_00472	Syab.g_00537
OG0000509	Syam.g_00474	Syab.g_00539
OG0000510	Syam.g_00475	Syab.g_00540
OG0000511	Syam.g_00476	Syab.g_00541
OG0000512	Syam.g_00478	Syab.g_00543
OG0000513	Syam.g_00493	Syab.g_00555
OG0000514	Syam.g_00499	Syab.g_00566
OG0000515	Syam.g_00500	Syab.g_00567
OG0000516	Syam.g_01862	Syab.g_00575
OG0000517	Syam.g_01868	Syab.g_00582
OG0000518	Syam.g_01851	Syab.g_00594
OG0000519	Syam.g_01850	Syab.g_00610
OG0000520	Syam.g_01849	Syab.g_00611
OG0000521	Syam.g_01696	Syab.g_00624
OG0000522	Syam.g_01694	Syab.g_00626
OG0000523	Syam.g_01693	Syab.g_00627
OG0000524	Syam.g_01681	Syab.g_00640
OG0000525	Syam.g_01677	Syab.g_00671
OG0000526	Syam.g_01674	Syab.g_00689
OG0000527	Syam.g_01670	Syab.g_00695
OG0000528	Syam.g_00580	Syab.g_02092
OG0000529	Syam.g_00584	Syab.g_02097
OG0000530	Syam.g_00587	Syab.g_02100
OG0000531	Syam.g_00588	Syab.g_02101
OG0000532	Syam.g_00591	Syab.g_02104
OG0000533	Syam.g_00592	Syab.g_02106
OG0000534	Syam.g_00593	Syab.g_02107
OG0000535	Syam.g_00594	Syab.g_02108
OG0000536	Syam.g_00595	Syab.g_02109
OG0000537	Syam.g_00596	Syab.g_02110
OG0000538	Syam.g_00607	Syab.g_02122
OG0000539	Syam.g_00608	Syab.g_02123
OG0000540	Syam.g_00609	Syab.g_02124
OG0000541	Syam.g_00610	Syab.g_02125
OG0000542	Syam.g_00613	Syab.g_02128
OG0000543	Syam.g_00615	Syab.g_02130
OG0000544	Syam.g_00616	Syab.g_02131
OG0000545	Syam.g_00618	Syab.g_02133
OG0000546	Syam.g_00620	Syab.g_02135
OG0000547	Syam.g_00622	Syab.g_02137
OG0000548	Syam.g_00623	Syab.g_02138
OG0000549	Syam.g_00630	Syab.g_02144
OG0000550	Syam.g_00635	Syab.g_02149
OG0000551	Syam.g_00640	Syab.g_02153
OG0000552	Syam.g_00641	Syab.g_02154
OG0000553	Syam.g_00643	Syab.g_02046
OG0000554	Syam.g_00652	Syab.g_02040
OG0000555	Syam.g_00667	Syab.g_02026
OG0000556	Syam.g_00670	Syab.g_02022
OG0000557	Syam.g_00672	Syab.g_02019
OG0000558	Syam.g_00675	Syab.g_02016
OG0000559	Syam.g_00679	Syab.g_02012
OG0000560	Syam.g_00682	Syab.g_02009
OG0000561	Syam.g_00683	Syab.g_02008
OG0000562	Syam.g_00684	Syab.g_02007
OG0000563	Syam.g_00685	Syab.g_02006
OG0000564	Syam.g_00686	Syab.g_02005
OG0000565	Syam.g_00690	Syab.g_02001
OG0000566	Syam.g_00694	Syab.g_01997
OG0000567	Syam.g_00698	Syab.g_01993
OG0000568	Syam.g_01751	Syab.g_01991
OG0000569	Syam.g_01750	Syab.g_01990
OG0000570	Syam.g_01749	Syab.g_01989
OG0000571	Syam.g_01745	Syab.g_01986
OG0000572	Syam.g_01729	Syab.g_01969
OG0000573	Syam.g_01721	Syab.g_01960
OG0000574	Syam.g_01720	Syab.g_01959
OG0000575	Syam.g_01716	Syab.g_01954
OG0000576	Syam.g_01714	Syab.g_01952
OG0000577	Syam.g_01713	Syab.g_01951
OG0000578	Syam.g_01712	Syab.g_01950
