Orthogroup	Syam	Syaj
OG0000041	Syam.g_00765	Syaj.g_00418
OG0000042	Syam.g_00107	Syaj.g_02399
OG0000043	Syam.g_01041	Syaj.g_01247
OG0000044	Syam.g_01562	Syaj.g_01344
OG0000046	Syam.g_00410	Syaj.g_02775
OG0000046	Syam.g_00420	Syaj.g_02781
OG0000047	Syam.g_00434	Syaj.g_02799
OG0000048	Syam.g_00243	Syaj.g_02578
OG0000052	Syam.g_00161	Syaj.g_02476
OG0000053	Syam.g_01636	Syaj.g_01409
OG0000054	Syam.g_01515	Syaj.g_01341
OG0000055	Syam.g_00754	Syaj.g_00394
OG0000057	Syam.g_00784	Syaj.g_00438
OG0000058	Syam.g_00169	Syaj.g_02495
OG0000059	Syam.g_00320	Syaj.g_02686
OG0000060	Syam.g_00902	Syaj.g_00635
OG0000061	Syam.g_01795	Syaj.g_00302
OG0000062	Syam.g_01972	Syaj.g_01700
OG0000063	Syam.g_00039	Syaj.g_02302
OG0000064	Syam.g_02363	Syaj.g_01253
OG0000065	Syam.g_02121	Syaj.g_01887
OG0000066	Syam.g_00552, Syam.g_00662	Syaj.g_00157
OG0000067	Syam.g_01290	Syaj.g_01023
OG0000068	Syam.g_00575	Syaj.g_00059
OG0000070	Syam.g_01847	Syaj.g_01529
OG0000071	Syam.g_01830	Syaj.g_01511
OG0000072	Syam.g_02219	Syaj.g_01992
OG0000073	Syam.g_00604	Syaj.g_00093
OG0000075	Syam.g_00148	Syaj.g_02457
OG0000076	Syam.g_00115	Syaj.g_02417
OG0000077	Syam.g_02074	Syaj.g_01831
OG0000078	Syam.g_00514	Syaj.g_02880
OG0000079	Syam.g_00270	Syaj.g_02609
OG0000081	Syam.g_00520	Syaj.g_02888
OG0000082	Syam.g_01730	Syaj.g_00229
OG0000085	Syam.g_01979	Syaj.g_01707
OG0000086	Syam.g_02092	Syaj.g_01848
OG0000087	Syam.g_02175	Syaj.g_01945
OG0000088	Syam.g_02213	Syaj.g_01986
OG0000089	Syam.g_00489	Syaj.g_02829
OG0000090	Syam.g_00651	Syaj.g_00144
OG0000091	Syam.g_01460	Syaj.g_01275
OG0000093	Syam.g_01305	Syaj.g_01042
OG0000094	Syam.g_01198	Syaj.g_00804
OG0000095	Syam.g_00774	Syaj.g_00427
OG0000097	Syam.g_00874	Syaj.g_00589
OG0000098	Syam.g_00944	Syaj.g_02671
OG0000099	Syam.g_00173	Syaj.g_02503
OG0000100	Syam.g_01259	Syaj.g_00987
OG0000101	Syam.g_00371	Syaj.g_02738
OG0000102	Syam.g_00110	Syaj.g_02411
OG0000103	Syam.g_02428	Syaj.g_02243
OG0000104	Syam.g_02442	Syaj.g_02258
OG0000105	Syam.g_00238	Syaj.g_02573
OG0000106	Syam.g_01039	Syaj.g_01130
OG0000107	Syam.g_00288	Syaj.g_02637
OG0000108	Syam.g_00583	Syaj.g_00072
OG0000109	Syam.g_00598	Syaj.g_00087
OG0000110	Syam.g_01743	Syaj.g_00215
OG0000111	Syam.g_00783	Syaj.g_00437
OG0000112	Syam.g_01115	Syaj.g_00907
OG0000113	Syam.g_01264	Syaj.g_00992
OG0000114	Syam.g_01349	Syaj.g_00741
OG0000115	Syam.g_01634	Syaj.g_01402
OG0000116	Syam.g_01807	Syaj.g_00289
OG0000117	Syam.g_00904	Syaj.g_00637
OG0000118	Syam.g_01698	Syaj.g_00267
OG0000120	Syam.g_00172	Syaj.g_02502
OG0000121	Syam.g_01615	Syaj.g_01383
OG0000122	Syam.g_01436	Syaj.g_01250
OG0000123	Syam.g_00379	Syaj.g_02745
OG0000124	Syam.g_00096	Syaj.g_02388
OG0000125	Syam.g_02319	Syaj.g_02117
OG0000126	Syam.g_02440	Syaj.g_02256
OG0000127	Syam.g_02032	Syaj.g_00036
OG0000128	Syam.g_00012	Syaj.g_02274
OG0000129	Syam.g_02307	Syaj.g_02106
OG0000130	Syam.g_02062	Syaj.g_01818
OG0000131	Syam.g_02191	Syaj.g_01964
OG0000132	Syam.g_02211	Syaj.g_01984, Syaj.g_00688
OG0000133	Syam.g_01120	Syaj.g_00902
OG0000134	Syam.g_00492	Syaj.g_02832
OG0000135	Syam.g_02347	Syaj.g_02167
OG0000136	Syam.g_01857	Syaj.g_01550
OG0000137	Syam.g_01668	Syaj.g_01444
OG0000138	Syam.g_00599	Syaj.g_00088
OG0000139	Syam.g_00657	Syaj.g_00150
OG0000140	Syam.g_00659	Syaj.g_00153
OG0000141	Syam.g_01514	Syaj.g_01340
OG0000142	Syam.g_01468	Syaj.g_01283
OG0000143	Syam.g_01464	Syaj.g_01279
OG0000144	Syam.g_01032	Syaj.g_01151
OG0000145	Syam.g_00605	Syaj.g_00094
OG0000146	Syam.g_01114	Syaj.g_00908
OG0000147	Syam.g_01113	Syaj.g_00909
OG0000148	Syam.g_01270	Syaj.g_01003, Syaj.g_01002
OG0000149	Syam.g_00725	Syaj.g_00369
OG0000150	Syam.g_00660	Syaj.g_01339, Syaj.g_00154
OG0000151	Syam.g_01338	Syaj.g_01074
OG0000152	Syam.g_01124	Syaj.g_00898
OG0000153	Syam.g_01160	Syaj.g_00842
OG0000154	Syam.g_01187	Syaj.g_00814
OG0000155	Syam.g_01763	Syaj.g_00338
OG0000156	Syam.g_01814	Syaj.g_00282
OG0000157	Syam.g_01815	Syaj.g_00281
OG0000158	Syam.g_00139	Syaj.g_02445
OG0000160	Syam.g_01614	Syaj.g_01382
OG0000161	Syam.g_01620	Syaj.g_01389
OG0000162	Syam.g_01627	Syaj.g_01395
OG0000163	Syam.g_01927	Syaj.g_01639
OG0000164	Syam.g_02023	Syaj.g_01758
OG0000165	Syam.g_01879, Syam.g_01878	Syaj.g_01582
OG0000166	Syam.g_00330	Syaj.g_02698
OG0000167	Syam.g_00151	Syaj.g_02460
OG0000168	Syam.g_00138	Syaj.g_02444
OG0000169	Syam.g_00127	Syaj.g_02431, Syaj.g_02429
OG0000170	Syam.g_00120	Syaj.g_02422
OG0000171	Syam.g_00097	Syaj.g_02389
OG0000172	Syam.g_00075	Syaj.g_02365
OG0000173	Syam.g_00057	Syaj.g_02321
OG0000174	Syam.g_02349	Syaj.g_02169
OG0000175	Syam.g_02417	Syaj.g_02229
OG0000176	Syam.g_00004	Syaj.g_02266
OG0000177	Syam.g_00005	Syaj.g_02267
OG0000178	Syam.g_00006	Syaj.g_02268
OG0000179	Syam.g_00021	Syaj.g_02283
OG0000180	Syam.g_00022	Syaj.g_02284
OG0000181	Syam.g_00023	Syaj.g_02285
OG0000182	Syam.g_00024	Syaj.g_02286
OG0000183	Syam.g_00028	Syaj.g_02290
OG0000184	Syam.g_02298	Syaj.g_02098
OG0000185	Syam.g_02295	Syaj.g_02087
OG0000186	Syam.g_02058	Syaj.g_01812
OG0000187	Syam.g_02059	Syaj.g_01814
OG0000188	Syam.g_02081	Syaj.g_01837
OG0000189	Syam.g_02108	Syaj.g_01874
OG0000190	Syam.g_02110	Syaj.g_01876
OG0000191	Syam.g_02142	Syaj.g_01910
OG0000192	Syam.g_02148	Syaj.g_01919
OG0000193	Syam.g_02192	Syaj.g_01965
OG0000194	Syam.g_02195	Syaj.g_01968
OG0000195	Syam.g_02197	Syaj.g_01971
OG0000196	Syam.g_02208	Syaj.g_01981
OG0000197	Syam.g_02209	Syaj.g_01982
OG0000198	Syam.g_02210	Syaj.g_01983
OG0000199	Syam.g_02218	Syaj.g_01991
OG0000200	Syam.g_02234	Syaj.g_02008
OG0000201	Syam.g_02248	Syaj.g_02024
OG0000202	Syam.g_02249	Syaj.g_02025
OG0000203	Syam.g_02250	Syaj.g_02026
OG0000204	Syam.g_02251	Syaj.g_02027
OG0000205	Syam.g_02258	Syaj.g_02035
OG0000206	Syam.g_02264	Syaj.g_02043
OG0000207	Syam.g_02266	Syaj.g_02045
OG0000208	Syam.g_02267	Syaj.g_02046
OG0000209	Syam.g_02278	Syaj.g_02070
OG0000210	Syam.g_02279	Syaj.g_02071
OG0000211	Syam.g_00504	Syaj.g_02856
OG0000212	Syam.g_00515	Syaj.g_02881
OG0000213	Syam.g_00263	Syaj.g_02601
OG0000214	Syam.g_00247	Syaj.g_02582
OG0000215	Syam.g_00216	Syaj.g_02551
OG0000216	Syam.g_00212	Syaj.g_02547
OG0000217	Syam.g_00208	Syaj.g_02543
OG0000218	Syam.g_00206	Syaj.g_02541
OG0000219	Syam.g_00205	Syaj.g_02540
OG0000220	Syam.g_00204	Syaj.g_02539
OG0000221	Syam.g_00198	Syaj.g_02530
OG0000222	Syam.g_00186	Syaj.g_02516
OG0000223	Syam.g_00168	Syaj.g_02494
OG0000224	Syam.g_00164	Syaj.g_02487
OG0000225	Syam.g_00473	Syaj.g_02821
OG0000226	Syam.g_00477	Syaj.g_02825
OG0000227	Syam.g_00479	Syaj.g_02827
OG0000228	Syam.g_00488	Syaj.g_02828
OG0000229	Syam.g_01867	Syaj.g_01555
OG0000230	Syam.g_01865	Syaj.g_01553
OG0000231	Syam.g_01848	Syaj.g_01541
OG0000232	Syam.g_01692	Syaj.g_01497
OG0000233	Syam.g_01678	Syaj.g_01481
OG0000234	Syam.g_01667	Syaj.g_01442
OG0000235	Syam.g_00582	Syaj.g_00071
OG0000236	Syam.g_00597	Syaj.g_00086
OG0000237	Syam.g_00614	Syaj.g_00103
OG0000238	Syam.g_00619	Syaj.g_00108
OG0000239	Syam.g_00637	Syaj.g_00125
OG0000240	Syam.g_00638	Syaj.g_00126
OG0000241	Syam.g_01477	Syaj.g_01291
OG0000242	Syam.g_00649	Syaj.g_00142
OG0000243	Syam.g_00668	Syaj.g_00164
OG0000244	Syam.g_00674	Syaj.g_00180
OG0000245	Syam.g_00676	Syaj.g_00182
OG0000246	Syam.g_00680	Syaj.g_00186
OG0000247	Syam.g_00692	Syaj.g_00197
OG0000248	Syam.g_00695	Syaj.g_00200
OG0000249	Syam.g_00697	Syaj.g_00202
OG0000250	Syam.g_01747	Syaj.g_00211
OG0000251	Syam.g_01722	Syaj.g_00237
OG0000252	Syam.g_01719	Syaj.g_00243
OG0000253	Syam.g_01718	Syaj.g_00245
OG0000254	Syam.g_01510	Syaj.g_01335
OG0000255	Syam.g_01500	Syaj.g_01315
OG0000256	Syam.g_01484	Syaj.g_01297
OG0000257	Syam.g_01478	Syaj.g_01292
OG0000258	Syam.g_01459	Syaj.g_01274
OG0000259	Syam.g_01378	Syaj.g_00707
OG0000260	Syam.g_01375	Syaj.g_00712
OG0000261	Syam.g_01372	Syaj.g_00715
OG0000262	Syam.g_01367	Syaj.g_00720
OG0000263	Syam.g_00885	Syaj.g_00605
OG0000264	Syam.g_00805	Syaj.g_00485
OG0000266	Syam.g_01234	Syaj.g_00946
OG0000267	Syam.g_01071	Syaj.g_00770
OG0000268	Syam.g_01072	Syaj.g_00771
OG0000269	Syam.g_01295	Syaj.g_01031
OG0000270	Syam.g_01292	Syaj.g_01025
OG0000271	Syam.g_01284	Syaj.g_01017
OG0000272	Syam.g_01283	Syaj.g_01016
OG0000273	Syam.g_00745	Syaj.g_00389
OG0000274	Syam.g_00744	Syaj.g_00388
OG0000275	Syam.g_00741	Syaj.g_00384
OG0000276	Syam.g_00733	Syaj.g_00377
OG0000277	Syam.g_00732	Syaj.g_00376
OG0000278	Syam.g_00729	Syaj.g_00373
OG0000279	Syam.g_00721	Syaj.g_00357
OG0000280	Syam.g_00701	Syaj.g_00348
OG0000281	Syam.g_00943	Syaj.g_02670
OG0000282	Syam.g_01347	Syaj.g_00743
OG0000283	Syam.g_01087	Syaj.g_00790
OG0000284	Syam.g_01093	Syaj.g_00930
OG0000285	Syam.g_01105	Syaj.g_00917
OG0000286	Syam.g_01123	Syaj.g_00899
OG0000287	Syam.g_01153	Syaj.g_00849
OG0000288	Syam.g_01186	Syaj.g_00815
OG0000289	Syam.g_01201	Syaj.g_00800
OG0000290	Syam.g_00771	Syaj.g_00424
OG0000291	Syam.g_00773	Syaj.g_00426
OG0000292	Syam.g_02439	Syaj.g_02255
OG0000293	Syam.g_01806	Syaj.g_00290
OG0000294	Syam.g_01805	Syaj.g_00291
OG0000295	Syam.g_01771	Syaj.g_00330
OG0000296	Syam.g_01769	Syaj.g_00332
OG0000297	Syam.g_00906	Syaj.g_00639
OG0000298	Syam.g_00905	Syaj.g_00638
OG0000299	Syam.g_00878	Syaj.g_00592
OG0000300	Syam.g_00871	Syaj.g_00586
OG0000301	Syam.g_00870	Syaj.g_00585
OG0000302	Syam.g_00868	Syaj.g_00582
OG0000303	Syam.g_00859	Syaj.g_00572
OG0000304	Syam.g_00853	Syaj.g_00566
OG0000305	Syam.g_00776	Syaj.g_00429
OG0000306	Syam.g_01757	Syaj.g_01126
OG0000307	Syam.g_00566	Syaj.g_00051
OG0000308	Syam.g_00564	Syaj.g_00049
OG0000309	Syam.g_00559	Syaj.g_00044
OG0000310	Syam.g_01591	Syaj.g_01358
OG0000311	Syam.g_01595	Syaj.g_01362
OG0000312	Syam.g_01601	Syaj.g_01368
OG0000313	Syam.g_01617	Syaj.g_01386
OG0000314	Syam.g_01647	Syaj.g_01420
OG0000315	Syam.g_01658	Syaj.g_01430
OG0000316	Syam.g_01945	Syaj.g_01664
OG0000317	Syam.g_01987	Syaj.g_01715
OG0000318	Syam.g_01991	Syaj.g_01722
OG0000319	Syam.g_02006	Syaj.g_01741
OG0000320	Syam.g_02008	Syaj.g_01743
OG0000321	Syam.g_02009	Syaj.g_01744
OG0000322	Syam.g_02010	Syaj.g_01745
OG0000323	Syam.g_02025	Syaj.g_01760
OG0000324	Syam.g_01906	Syaj.g_01609
OG0000325	Syam.g_00289	Syaj.g_02638
OG0000326	Syam.g_00296	Syaj.g_02645
OG0000327	Syam.g_00325	Syaj.g_02693
OG0000328	Syam.g_00326	Syaj.g_02694
OG0000329	Syam.g_00344	Syaj.g_02712
OG0000330	Syam.g_00345	Syaj.g_02713
OG0000331	Syam.g_00346	Syaj.g_02714
OG0000332	Syam.g_00361	Syaj.g_02729
OG0000333	Syam.g_00364	Syaj.g_02732
OG0000334	Syam.g_00375	Syaj.g_02741
OG0000335	Syam.g_00380	Syaj.g_02746
OG0000336	Syam.g_00384	Syaj.g_02750
OG0000337	Syam.g_00155	Syaj.g_02466
OG0000338	Syam.g_00153	Syaj.g_02462
OG0000339	Syam.g_00147	Syaj.g_02455
OG0000340	Syam.g_00137	Syaj.g_02443
OG0000341	Syam.g_00135	Syaj.g_02441
OG0000342	Syam.g_00134	Syaj.g_02440
OG0000343	Syam.g_00133	Syaj.g_02437
OG0000344	Syam.g_00129	Syaj.g_02433
OG0000345	Syam.g_00119	Syaj.g_02421
OG0000346	Syam.g_00114	Syaj.g_02416
OG0000347	Syam.g_00083	Syaj.g_02383
OG0000348	Syam.g_00068	Syaj.g_02333
OG0000349	Syam.g_00050	Syaj.g_02314
OG0000350	Syam.g_00303	Syaj.g_02652
OG0000351	Syam.g_02420	Syaj.g_02234
OG0000352	Syam.g_02421	Syaj.g_02235
OG0000353	Syam.g_02445	Syaj.g_02261
OG0000354	Syam.g_00626, Syam.g_00625	Syaj.g_00114
OG0000355	Syam.g_00001	Syaj.g_02263
OG0000356	Syam.g_00002	Syaj.g_02264
OG0000357	Syam.g_00003	Syaj.g_02265
OG0000358	Syam.g_00007	Syaj.g_02269
OG0000359	Syam.g_00009	Syaj.g_02271
OG0000360	Syam.g_00010	Syaj.g_02272
OG0000361	Syam.g_00011	Syaj.g_02273
OG0000362	Syam.g_00013	Syaj.g_02275
OG0000363	Syam.g_00015	Syaj.g_02277
OG0000364	Syam.g_00016	Syaj.g_02278
OG0000365	Syam.g_00025	Syaj.g_02287
OG0000366	Syam.g_00026	Syaj.g_02288
OG0000367	Syam.g_00027	Syaj.g_02289
OG0000368	Syam.g_00029	Syaj.g_02291
OG0000369	Syam.g_00030	Syaj.g_02292
OG0000370	Syam.g_00031	Syaj.g_02293
OG0000371	Syam.g_00038	Syaj.g_02301
OG0000372	Syam.g_00043	Syaj.g_02307
OG0000373	Syam.g_00044	Syaj.g_02308
OG0000374	Syam.g_00045	Syaj.g_02309
OG0000375	Syam.g_00046	Syaj.g_02310
OG0000376	Syam.g_00048	Syaj.g_02312
OG0000377	Syam.g_02306	Syaj.g_02105
OG0000378	Syam.g_02297	Syaj.g_02091
OG0000379	Syam.g_02294	Syaj.g_02086
OG0000380	Syam.g_02060	Syaj.g_01815
OG0000381	Syam.g_02063	Syaj.g_01819
OG0000382	Syam.g_02080	Syaj.g_01836
OG0000383	Syam.g_02083	Syaj.g_01839
OG0000384	Syam.g_02084	Syaj.g_01840
OG0000385	Syam.g_02085	Syaj.g_01841
OG0000386	Syam.g_02086	Syaj.g_01842
OG0000387	Syam.g_02112	Syaj.g_01878
OG0000388	Syam.g_02116	Syaj.g_01882
OG0000389	Syam.g_02120	Syaj.g_01886
OG0000390	Syam.g_02136	Syaj.g_01904
OG0000391	Syam.g_02141	Syaj.g_01909
OG0000392	Syam.g_02147	Syaj.g_01918
OG0000393	Syam.g_02149	Syaj.g_01922
OG0000394	Syam.g_02150	Syaj.g_01923
OG0000395	Syam.g_02151	Syaj.g_01924
OG0000396	Syam.g_02153	Syaj.g_01928
OG0000397	Syam.g_02160	Syaj.g_01930
OG0000398	Syam.g_02165	Syaj.g_01935
OG0000399	Syam.g_02166	Syaj.g_01936
OG0000400	Syam.g_02167	Syaj.g_01937
OG0000401	Syam.g_02168	Syaj.g_01938
OG0000402	Syam.g_02171	Syaj.g_01940
OG0000403	Syam.g_02172	Syaj.g_01941
OG0000404	Syam.g_02173	Syaj.g_01943
OG0000405	Syam.g_02189	Syaj.g_01961
OG0000406	Syam.g_02193	Syaj.g_01966
OG0000407	Syam.g_02194	Syaj.g_01967
OG0000408	Syam.g_02196	Syaj.g_01970
OG0000409	Syam.g_02198	Syaj.g_01972
OG0000410	Syam.g_02199	Syaj.g_01973
OG0000411	Syam.g_02200	Syaj.g_01974
OG0000412	Syam.g_02201	Syaj.g_01975
OG0000413	Syam.g_02203	Syaj.g_01977
OG0000415	Syam.g_02205	Syaj.g_01978
OG0000416	Syam.g_02206	Syaj.g_01979
OG0000417	Syam.g_02207	Syaj.g_01980
OG0000418	Syam.g_02212	Syaj.g_01985
OG0000419	Syam.g_02214	Syaj.g_01987
OG0000420	Syam.g_02216	Syaj.g_01989
OG0000421	Syam.g_02221	Syaj.g_01994
OG0000422	Syam.g_02222	Syaj.g_01995
OG0000423	Syam.g_02223	Syaj.g_01996
OG0000424	Syam.g_02224	Syaj.g_01997
OG0000425	Syam.g_02225	Syaj.g_01998
OG0000426	Syam.g_02226	Syaj.g_01999
OG0000427	Syam.g_02227	Syaj.g_02000
OG0000428	Syam.g_02230	Syaj.g_02003
OG0000429	Syam.g_02232	Syaj.g_02005
OG0000430	Syam.g_02233	Syaj.g_02007
OG0000431	Syam.g_02237	Syaj.g_02010
OG0000432	Syam.g_02243	Syaj.g_02017
OG0000433	Syam.g_02244	Syaj.g_02020
OG0000434	Syam.g_02245	Syaj.g_02021
OG0000435	Syam.g_02246	Syaj.g_02023
OG0000436	Syam.g_02252	Syaj.g_02029
OG0000437	Syam.g_02253	Syaj.g_02030
OG0000438	Syam.g_02254	Syaj.g_02031
OG0000439	Syam.g_02256	Syaj.g_02033
OG0000440	Syam.g_02257	Syaj.g_02034
OG0000441	Syam.g_02261	Syaj.g_02038
OG0000442	Syam.g_02262	Syaj.g_02039
OG0000443	Syam.g_02263	Syaj.g_02040
OG0000444	Syam.g_02268	Syaj.g_02052
OG0000445	Syam.g_02269	Syaj.g_02053
OG0000446	Syam.g_02270	Syaj.g_02055
OG0000447	Syam.g_02272	Syaj.g_02058
OG0000448	Syam.g_02273	Syaj.g_02059
OG0000449	Syam.g_02274	Syaj.g_02060
OG0000450	Syam.g_02275	Syaj.g_02067
OG0000451	Syam.g_02276	Syaj.g_02068
OG0000452	Syam.g_02280	Syaj.g_02072
OG0000453	Syam.g_02281	Syaj.g_02073
OG0000454	Syam.g_02282	Syaj.g_02074
OG0000455	Syam.g_02283	Syaj.g_02075
OG0000456	Syam.g_02284	Syaj.g_02076
OG0000457	Syam.g_02286	Syaj.g_02078
OG0000458	Syam.g_02287	Syaj.g_02079
OG0000459	Syam.g_02288	Syaj.g_02080
OG0000460	Syam.g_00506	Syaj.g_02858
OG0000461	Syam.g_00284	Syaj.g_02623
OG0000462	Syam.g_00281	Syaj.g_02620
OG0000463	Syam.g_00280	Syaj.g_02619
OG0000464	Syam.g_00279	Syaj.g_02618
OG0000465	Syam.g_00277	Syaj.g_02617
OG0000466	Syam.g_00273	Syaj.g_02612
OG0000467	Syam.g_00271	Syaj.g_02610
OG0000468	Syam.g_00266	Syaj.g_02605
OG0000469	Syam.g_00253	Syaj.g_02590
OG0000470	Syam.g_00251	Syaj.g_02586
OG0000471	Syam.g_00250	Syaj.g_02585
OG0000472	Syam.g_00248	Syaj.g_02583
OG0000473	Syam.g_00246	Syaj.g_02581
OG0000474	Syam.g_00245	Syaj.g_02580
OG0000475	Syam.g_00244	Syaj.g_02579
OG0000476	Syam.g_00242	Syaj.g_02577
OG0000477	Syam.g_00236	Syaj.g_02571
OG0000478	Syam.g_00235	Syaj.g_02570
OG0000479	Syam.g_00234	Syaj.g_02569
OG0000480	Syam.g_00227	Syaj.g_02562
OG0000481	Syam.g_00225	Syaj.g_02560
OG0000482	Syam.g_00224	Syaj.g_02559
OG0000483	Syam.g_00220	Syaj.g_02555
OG0000484	Syam.g_00219	Syaj.g_02554
OG0000485	Syam.g_00218	Syaj.g_02553
OG0000486	Syam.g_00217	Syaj.g_02552
OG0000487	Syam.g_00211	Syaj.g_02546
OG0000488	Syam.g_00207	Syaj.g_02542
OG0000489	Syam.g_00197	Syaj.g_02529
OG0000490	Syam.g_00189	Syaj.g_02519
OG0000491	Syam.g_00187	Syaj.g_02517
OG0000492	Syam.g_00185	Syaj.g_02515
OG0000493	Syam.g_00184	Syaj.g_02514
OG0000494	Syam.g_00183	Syaj.g_02513
OG0000495	Syam.g_00182	Syaj.g_02512
OG0000496	Syam.g_00181	Syaj.g_02511
OG0000497	Syam.g_00180	Syaj.g_02510
OG0000498	Syam.g_00179	Syaj.g_02509
OG0000499	Syam.g_00178	Syaj.g_02508
OG0000500	Syam.g_00177	Syaj.g_02507
OG0000501	Syam.g_00174	Syaj.g_02504
OG0000502	Syam.g_00165	Syaj.g_02492
OG0000503	Syam.g_00457	Syaj.g_02805
OG0000504	Syam.g_00459	Syaj.g_02807
OG0000505	Syam.g_00460	Syaj.g_02808
OG0000506	Syam.g_00462	Syaj.g_02810
OG0000507	Syam.g_00468	Syaj.g_02816
OG0000508	Syam.g_00472	Syaj.g_02820
OG0000509	Syam.g_00474	Syaj.g_02822
OG0000510	Syam.g_00475	Syaj.g_02823
OG0000511	Syam.g_00476	Syaj.g_02824
OG0000512	Syam.g_00478	Syaj.g_02826
OG0000513	Syam.g_00493	Syaj.g_02833
OG0000514	Syam.g_00499	Syaj.g_02839
OG0000515	Syam.g_00500	Syaj.g_02840
OG0000516	Syam.g_01862	Syaj.g_01561
OG0000517	Syam.g_01868	Syaj.g_01556
OG0000518	Syam.g_01851	Syaj.g_01544
OG0000519	Syam.g_01850	Syaj.g_01543
OG0000520	Syam.g_01849	Syaj.g_01542
OG0000521	Syam.g_01696	Syaj.g_00271
OG0000522	Syam.g_01694	Syaj.g_00273
OG0000523	Syam.g_01693	Syaj.g_00274
OG0000524	Syam.g_01681	Syaj.g_01485
OG0000525	Syam.g_01677	Syaj.g_01454
OG0000526	Syam.g_01674	Syaj.g_01451
OG0000527	Syam.g_01670	Syaj.g_01446
OG0000528	Syam.g_00580	Syaj.g_00065
OG0000529	Syam.g_00584	Syaj.g_00073
OG0000530	Syam.g_00587	Syaj.g_00076
OG0000531	Syam.g_00588	Syaj.g_00077
OG0000532	Syam.g_00591	Syaj.g_00080
OG0000533	Syam.g_00592	Syaj.g_00081
OG0000534	Syam.g_00593	Syaj.g_00082
OG0000535	Syam.g_00594	Syaj.g_00083
OG0000536	Syam.g_00595	Syaj.g_00084
OG0000537	Syam.g_00596	Syaj.g_00085
OG0000538	Syam.g_00607	Syaj.g_00096
OG0000539	Syam.g_00608	Syaj.g_00097
OG0000540	Syam.g_00609	Syaj.g_00098
OG0000541	Syam.g_00610	Syaj.g_00099
OG0000542	Syam.g_00613	Syaj.g_00102
OG0000543	Syam.g_00615	Syaj.g_00104
OG0000544	Syam.g_00616	Syaj.g_00105
OG0000545	Syam.g_00618	Syaj.g_00107
OG0000546	Syam.g_00620	Syaj.g_00109
OG0000547	Syam.g_00622	Syaj.g_00111
OG0000548	Syam.g_00623	Syaj.g_00112
OG0000549	Syam.g_00630	Syaj.g_00118
OG0000550	Syam.g_00635	Syaj.g_00123
OG0000551	Syam.g_00640	Syaj.g_00128
OG0000552	Syam.g_00641	Syaj.g_00129
OG0000553	Syam.g_00643	Syaj.g_00133
OG0000554	Syam.g_00652	Syaj.g_00145
OG0000555	Syam.g_00667	Syaj.g_00163
