Orthogroup	Syam	Syat
OG0000114	Syam.g_01349	Syat.g_00426
OG0000115	Syam.g_01634	Syat.g_01328
OG0000116	Syam.g_01807	Syat.g_02641
OG0000117	Syam.g_00904	Syat.g_00224
OG0000118	Syam.g_01698	Syat.g_01168
OG0000120	Syam.g_00172	Syat.g_02132
OG0000121	Syam.g_01615	Syat.g_01223
OG0000123	Syam.g_00379	Syat.g_01653
OG0000124	Syam.g_00096	Syat.g_02231
OG0000125	Syam.g_02319	Syat.g_02684
OG0000126	Syam.g_02440	Syat.g_00976
OG0000127	Syam.g_02032	Syat.g_00175
OG0000128	Syam.g_00012	Syat.g_02331
OG0000129	Syam.g_02307	Syat.g_02693, Syat.g_02694
OG0000130	Syam.g_02062	Syat.g_01469
OG0000131	Syam.g_02191	Syat.g_02898
OG0000132	Syam.g_02211	Syat.g_02864
OG0000133	Syam.g_01120	Syat.g_00588
OG0000134	Syam.g_00492	Syat.g_02956
OG0000135	Syam.g_02347	Syat.g_02501
OG0000136	Syam.g_01857	Syat.g_01292
OG0000137	Syam.g_01668	Syat.g_01371
OG0000138	Syam.g_00599	Syat.g_03188
OG0000140	Syam.g_00659	Syat.g_03280
OG0000141	Syam.g_01514	Syat.g_03398
OG0000142	Syam.g_01468	Syat.g_00117
OG0000143	Syam.g_01464	Syat.g_00130
OG0000144	Syam.g_01032	Syat.g_00369
OG0000145	Syam.g_00605	Syat.g_03202
OG0000146	Syam.g_01114	Syat.g_00594
OG0000147	Syam.g_01113	Syat.g_00595
OG0000148	Syam.g_01270	Syat.g_00503
OG0000149	Syam.g_00725	Syat.g_00747
OG0000150	Syam.g_00660	Syat.g_03399
OG0000151	Syam.g_01338	Syat.g_00801, Syat.g_00440
OG0000152	Syam.g_01124	Syat.g_00578
OG0000153	Syam.g_01160	Syat.g_00542
OG0000154	Syam.g_01187	Syat.g_00708
OG0000155	Syam.g_01763	Syat.g_00287
OG0000156	Syam.g_01814	Syat.g_03228
OG0000157	Syam.g_01815	Syat.g_02012, Syat.g_03227
OG0000158	Syam.g_00139	Syat.g_02163
OG0000160	Syam.g_01614	Syat.g_01224
OG0000161	Syam.g_01620	Syat.g_01180
OG0000162	Syam.g_01627	Syat.g_01281
OG0000163	Syam.g_01927	Syat.g_02979
OG0000165	Syam.g_01879, Syam.g_01878	Syat.g_03033
OG0000166	Syam.g_00330	Syat.g_01822
OG0000167	Syam.g_00151	Syat.g_02148
OG0000168	Syam.g_00138	Syat.g_02164
OG0000169	Syam.g_00127	Syat.g_02192
OG0000170	Syam.g_00120	Syat.g_02201
OG0000171	Syam.g_00097	Syat.g_02230
OG0000172	Syam.g_00075	Syat.g_02260
OG0000173	Syam.g_00057	Syat.g_02284
OG0000174	Syam.g_02349	Syat.g_02504
OG0000175	Syam.g_02417	Syat.g_02416
OG0000176	Syam.g_00004	Syat.g_02372
OG0000177	Syam.g_00005	Syat.g_02338
OG0000178	Syam.g_00006	Syat.g_02337
OG0000179	Syam.g_00021	Syat.g_02322
OG0000180	Syam.g_00022	Syat.g_02321
OG0000181	Syam.g_00023	Syat.g_02320
OG0000182	Syam.g_00024	Syat.g_02319
OG0000183	Syam.g_00028	Syat.g_02315
OG0000184	Syam.g_02298	Syat.g_02704
OG0000185	Syam.g_02295	Syat.g_02719
OG0000186	Syam.g_02058	Syat.g_01463
OG0000187	Syam.g_02059	Syat.g_01467
OG0000188	Syam.g_02081	Syat.g_01489
OG0000189	Syam.g_02108	Syat.g_01557
OG0000190	Syam.g_02110	Syat.g_00330
OG0000191	Syam.g_02142	Syat.g_03344, Syat.g_02939
OG0000192	Syam.g_02148	Syat.g_02933
OG0000193	Syam.g_02192	Syat.g_02897
OG0000194	Syam.g_02195	Syat.g_02894
OG0000196	Syam.g_02208	Syat.g_02867
OG0000197	Syam.g_02209	Syat.g_02866
OG0000198	Syam.g_02210	Syat.g_02865
OG0000199	Syam.g_02218	Syat.g_02857
OG0000200	Syam.g_02234	Syat.g_02840
OG0000201	Syam.g_02248	Syat.g_02821
OG0000202	Syam.g_02249	Syat.g_02820
OG0000203	Syam.g_02250	Syat.g_02819
OG0000204	Syam.g_02251	Syat.g_02818
OG0000205	Syam.g_02258	Syat.g_02809
OG0000206	Syam.g_02264	Syat.g_02785
OG0000207	Syam.g_02266	Syat.g_02778
OG0000208	Syam.g_02267	Syat.g_02777
OG0000209	Syam.g_02278	Syat.g_02735
OG0000210	Syam.g_02279	Syat.g_02734
OG0000211	Syam.g_00504	Syat.g_01452
OG0000212	Syam.g_00515	Syat.g_01442
OG0000213	Syam.g_00263	Syat.g_01889
OG0000214	Syam.g_00247	Syat.g_02042
OG0000215	Syam.g_00216	Syat.g_02075
OG0000216	Syam.g_00212	Syat.g_02079
OG0000217	Syam.g_00208	Syat.g_02085
OG0000218	Syam.g_00206	Syat.g_02087
OG0000219	Syam.g_00205	Syat.g_02088
OG0000220	Syam.g_00204	Syat.g_02089
OG0000221	Syam.g_00198	Syat.g_02095
OG0000222	Syam.g_00186	Syat.g_02109
OG0000223	Syam.g_00168	Syat.g_02570
OG0000224	Syam.g_00164	Syat.g_02139
OG0000225	Syam.g_00473	Syat.g_01595
OG0000226	Syam.g_00477	Syat.g_01588
OG0000228	Syam.g_00488	Syat.g_02952
OG0000229	Syam.g_01867	Syat.g_02970
OG0000230	Syam.g_01865	Syat.g_02972
OG0000231	Syam.g_01848	Syat.g_01283
OG0000232	Syam.g_01692	Syat.g_01313
OG0000233	Syam.g_01678	Syat.g_01407
OG0000234	Syam.g_01667	Syat.g_01369
OG0000235	Syam.g_00582	Syat.g_03169
OG0000236	Syam.g_00597	Syat.g_03186
OG0000237	Syam.g_00614	Syat.g_03214
OG0000238	Syam.g_00619	Syat.g_03219
OG0000239	Syam.g_00637	Syat.g_01105
OG0000240	Syam.g_00638	Syat.g_01104
OG0000241	Syam.g_01477	Syat.g_00111
OG0000242	Syam.g_00649	Syat.g_01077
OG0000243	Syam.g_00668	Syat.g_00092
OG0000244	Syam.g_00674	Syat.g_00082
OG0000245	Syam.g_00676	Syat.g_00080
OG0000246	Syam.g_00680	Syat.g_00076
OG0000247	Syam.g_00692	Syat.g_00065
OG0000249	Syam.g_00697	Syat.g_00060
OG0000250	Syam.g_01747	Syat.g_00053
OG0000251	Syam.g_01722	Syat.g_00027
OG0000252	Syam.g_01719	Syat.g_00022
OG0000253	Syam.g_01718	Syat.g_00021
OG0000254	Syam.g_01510	Syat.g_03407
OG0000255	Syam.g_01500	Syat.g_02405
OG0000256	Syam.g_01484	Syat.g_03306
OG0000257	Syam.g_01478	Syat.g_00109
OG0000258	Syam.g_01459	Syat.g_00382
OG0000259	Syam.g_01378	Syat.g_00342
OG0000260	Syam.g_01375	Syat.g_00392
OG0000261	Syam.g_01372	Syat.g_00400
OG0000262	Syam.g_01367	Syat.g_00407
OG0000263	Syam.g_00885	Syat.g_00200
OG0000266	Syam.g_01234	Syat.g_00671
OG0000267	Syam.g_01071	Syat.g_00636
OG0000268	Syam.g_01072	Syat.g_00634
OG0000269	Syam.g_01295	Syat.g_00474, Syat.g_00126
OG0000270	Syam.g_01292	Syat.g_00477
OG0000271	Syam.g_01284	Syat.g_00485
OG0000272	Syam.g_01283	Syat.g_00486
OG0000273	Syam.g_00745	Syat.g_00520
OG0000274	Syam.g_00744	Syat.g_00521
OG0000275	Syam.g_00741	Syat.g_00718
OG0000276	Syam.g_00733	Syat.g_00725
OG0000278	Syam.g_00729	Syat.g_00741
OG0000279	Syam.g_00721	Syat.g_00755
OG0000280	Syam.g_00701	Syat.g_01669
OG0000281	Syam.g_00943	Syat.g_00960
OG0000282	Syam.g_01347	Syat.g_00431
OG0000283	Syam.g_01087	Syat.g_00620
OG0000284	Syam.g_01093	Syat.g_00614
OG0000285	Syam.g_01105	Syat.g_00607
OG0000286	Syam.g_01123	Syat.g_00579
OG0000287	Syam.g_01153	Syat.g_00550
OG0000288	Syam.g_01186	Syat.g_00709
OG0000289	Syam.g_01201	Syat.g_00695
OG0000290	Syam.g_00771	Syat.g_00805
OG0000292	Syam.g_02439	Syat.g_02388
OG0000293	Syam.g_01806	Syat.g_03241
OG0000295	Syam.g_01771	Syat.g_00297
OG0000296	Syam.g_01769	Syat.g_00295
OG0000299	Syam.g_00878	Syat.g_00910
OG0000300	Syam.g_00871	Syat.g_00904
OG0000301	Syam.g_00870	Syat.g_00903
OG0000302	Syam.g_00868	Syat.g_00901
OG0000303	Syam.g_00859	Syat.g_00892
OG0000304	Syam.g_00853	Syat.g_00885
OG0000305	Syam.g_00776	Syat.g_00809
OG0000306	Syam.g_01757	Syat.g_01704
OG0000307	Syam.g_00566	Syat.g_01304
OG0000308	Syam.g_00564	Syat.g_01306
OG0000309	Syam.g_00559	Syat.g_01417
OG0000310	Syam.g_01591	Syat.g_01246
OG0000311	Syam.g_01595	Syat.g_01242
OG0000312	Syam.g_01601	Syat.g_01237
OG0000313	Syam.g_01617	Syat.g_01183
OG0000314	Syam.g_01647	Syat.g_01341
OG0000315	Syam.g_01658	Syat.g_01351
OG0000316	Syam.g_01945	Syat.g_03082
OG0000317	Syam.g_01987	Syat.g_03120
OG0000318	Syam.g_01991	Syat.g_03125
OG0000319	Syam.g_02006	Syat.g_03055
OG0000320	Syam.g_02008	Syat.g_03053
OG0000321	Syam.g_02009	Syat.g_03052
OG0000322	Syam.g_02010	Syat.g_03051
OG0000323	Syam.g_02025	Syat.g_03038
OG0000324	Syam.g_01906	Syat.g_02998
OG0000325	Syam.g_00289	Syat.g_01861
OG0000327	Syam.g_00325	Syat.g_01827
OG0000328	Syam.g_00326	Syat.g_01826
OG0000329	Syam.g_00344	Syat.g_01808
OG0000330	Syam.g_00345	Syat.g_01807
OG0000331	Syam.g_00346	Syat.g_01806
OG0000333	Syam.g_00364	Syat.g_01787
OG0000334	Syam.g_00375	Syat.g_01657
OG0000335	Syam.g_00380	Syat.g_01652
OG0000336	Syam.g_00384	Syat.g_01648
OG0000337	Syam.g_00155	Syat.g_02144
OG0000338	Syam.g_00153	Syat.g_02146
OG0000339	Syam.g_00147	Syat.g_02155, Syat.g_01055
OG0000340	Syam.g_00137	Syat.g_02165
OG0000341	Syam.g_00135	Syat.g_02167
OG0000342	Syam.g_00134	Syat.g_02168
OG0000343	Syam.g_00133	Syat.g_02185
OG0000344	Syam.g_00129	Syat.g_02189
OG0000345	Syam.g_00119	Syat.g_02202
OG0000346	Syam.g_00114	Syat.g_02207
OG0000347	Syam.g_00083	Syat.g_02234
OG0000348	Syam.g_00068	Syat.g_02264
OG0000349	Syam.g_00050	Syat.g_02291
OG0000350	Syam.g_00303	Syat.g_01847
OG0000351	Syam.g_02420	Syat.g_02411
OG0000352	Syam.g_02421	Syat.g_02410
OG0000353	Syam.g_02445	Syat.g_00955, Syat.g_02377
OG0000354	Syam.g_00626, Syam.g_00625	Syat.g_03225
OG0000355	Syam.g_00001	Syat.g_02375
OG0000356	Syam.g_00002	Syat.g_02374
OG0000357	Syam.g_00003	Syat.g_02373
OG0000358	Syam.g_00007	Syat.g_02336
OG0000359	Syam.g_00009	Syat.g_02334
OG0000360	Syam.g_00010	Syat.g_02333
OG0000361	Syam.g_00011	Syat.g_02332
OG0000362	Syam.g_00013	Syat.g_02330
OG0000363	Syam.g_00015	Syat.g_02328
OG0000364	Syam.g_00016	Syat.g_03122
OG0000365	Syam.g_00025	Syat.g_02318
OG0000366	Syam.g_00026	Syat.g_02317
OG0000367	Syam.g_00027	Syat.g_02316
OG0000368	Syam.g_00029	Syat.g_02314
OG0000369	Syam.g_00030	Syat.g_02313
OG0000370	Syam.g_00031	Syat.g_02312
OG0000371	Syam.g_00038	Syat.g_02304
OG0000372	Syam.g_00043	Syat.g_02298
OG0000373	Syam.g_00044	Syat.g_02297
OG0000374	Syam.g_00045	Syat.g_02296
OG0000375	Syam.g_00046	Syat.g_02295
OG0000376	Syam.g_00048	Syat.g_02293
OG0000377	Syam.g_02306	Syat.g_02695
OG0000378	Syam.g_02297	Syat.g_02715
OG0000379	Syam.g_02294	Syat.g_02720
OG0000380	Syam.g_02060	Syat.g_01468
OG0000381	Syam.g_02063	Syat.g_01470
OG0000382	Syam.g_02080	Syat.g_01488
OG0000383	Syam.g_02083	Syat.g_01521
OG0000384	Syam.g_02084	Syat.g_01522
OG0000385	Syam.g_02085	Syat.g_01523
OG0000386	Syam.g_02086	Syat.g_01524
OG0000387	Syam.g_02112	Syat.g_01561
OG0000388	Syam.g_02116	Syat.g_01565
OG0000389	Syam.g_02120	Syat.g_01569
OG0000390	Syam.g_02136	Syat.g_02945
OG0000391	Syam.g_02141	Syat.g_02940
OG0000392	Syam.g_02147	Syat.g_02934
OG0000393	Syam.g_02149	Syat.g_02931
OG0000394	Syam.g_02150	Syat.g_02930
OG0000395	Syam.g_02151	Syat.g_02929
OG0000396	Syam.g_02153	Syat.g_02927
OG0000397	Syam.g_02160	Syat.g_02925
OG0000398	Syam.g_02165	Syat.g_02920
OG0000399	Syam.g_02166	Syat.g_02919
OG0000400	Syam.g_02167	Syat.g_02918
OG0000401	Syam.g_02168	Syat.g_02917
OG0000402	Syam.g_02171	Syat.g_02915
OG0000403	Syam.g_02172	Syat.g_02914
OG0000404	Syam.g_02173	Syat.g_02913
OG0000405	Syam.g_02189	Syat.g_02900
OG0000406	Syam.g_02193	Syat.g_02896
OG0000407	Syam.g_02194	Syat.g_02895
OG0000408	Syam.g_02196	Syat.g_02893
OG0000409	Syam.g_02198	Syat.g_02891
OG0000410	Syam.g_02199	Syat.g_02890
OG0000411	Syam.g_02200	Syat.g_02889
OG0000412	Syam.g_02201	Syat.g_02888
OG0000413	Syam.g_02203	Syat.g_02886
OG0000414	Syam.g_02204	Syat.g_02885
OG0000415	Syam.g_02205	Syat.g_02884
OG0000416	Syam.g_02206	Syat.g_02883
OG0000417	Syam.g_02207	Syat.g_02868
OG0000418	Syam.g_02212	Syat.g_02863
OG0000419	Syam.g_02214	Syat.g_02861
OG0000420	Syam.g_02216	Syat.g_02859
OG0000421	Syam.g_02221	Syat.g_02855
OG0000422	Syam.g_02222	Syat.g_02854
OG0000423	Syam.g_02223	Syat.g_02853
OG0000424	Syam.g_02224	Syat.g_02852
OG0000425	Syam.g_02225	Syat.g_02851
OG0000426	Syam.g_02226	Syat.g_02850
OG0000427	Syam.g_02227	Syat.g_02849
OG0000428	Syam.g_02230	Syat.g_02846
OG0000429	Syam.g_02232	Syat.g_02843
OG0000430	Syam.g_02233	Syat.g_02841
OG0000431	Syam.g_02237	Syat.g_02838
OG0000432	Syam.g_02243	Syat.g_02832
OG0000433	Syam.g_02244	Syat.g_02829
OG0000434	Syam.g_02245	Syat.g_02828
OG0000435	Syam.g_02246	Syat.g_02824
OG0000436	Syam.g_02252	Syat.g_02817
OG0000437	Syam.g_02253	Syat.g_02558
OG0000438	Syam.g_02254	Syat.g_02813
OG0000439	Syam.g_02256	Syat.g_02811
OG0000440	Syam.g_02257	Syat.g_02810
OG0000441	Syam.g_02261	Syat.g_02807
OG0000442	Syam.g_02262	Syat.g_02797
OG0000443	Syam.g_02263	Syat.g_02787
OG0000444	Syam.g_02268	Syat.g_02756
OG0000445	Syam.g_02269	Syat.g_02755
OG0000446	Syam.g_02270	Syat.g_02753
OG0000447	Syam.g_02272	Syat.g_02749
OG0000448	Syam.g_02273	Syat.g_02748
OG0000449	Syam.g_02274	Syat.g_02747
OG0000450	Syam.g_02275	Syat.g_02738
OG0000451	Syam.g_02276	Syat.g_02737
OG0000452	Syam.g_02280	Syat.g_02732
OG0000453	Syam.g_02281	Syat.g_02731
OG0000454	Syam.g_02282	Syat.g_02730
OG0000455	Syam.g_02283	Syat.g_02729
OG0000456	Syam.g_02284	Syat.g_02728
OG0000457	Syam.g_02286	Syat.g_02726
OG0000458	Syam.g_02287	Syat.g_02725
OG0000459	Syam.g_02288	Syat.g_02724
OG0000460	Syam.g_00506	Syat.g_01450
OG0000461	Syam.g_00284	Syat.g_01866
OG0000462	Syam.g_00281	Syat.g_01868
OG0000463	Syam.g_00280	Syat.g_01869
OG0000464	Syam.g_00279	Syat.g_01870
OG0000465	Syam.g_00277	Syat.g_01872
OG0000466	Syam.g_00273	Syat.g_01877
OG0000467	Syam.g_00271	Syat.g_01878
OG0000468	Syam.g_00266	Syat.g_01884
OG0000469	Syam.g_00253	Syat.g_02000
OG0000470	Syam.g_00251	Syat.g_02038
OG0000471	Syam.g_00250	Syat.g_02039
OG0000472	Syam.g_00248	Syat.g_02041
OG0000473	Syam.g_00246	Syat.g_02043
OG0000474	Syam.g_00245	Syat.g_02044
OG0000475	Syam.g_00244	Syat.g_02045
OG0000476	Syam.g_00242	Syat.g_02047
OG0000477	Syam.g_00236	Syat.g_02053
OG0000478	Syam.g_00235	Syat.g_02054
OG0000479	Syam.g_00234	Syat.g_02056
OG0000480	Syam.g_00227	Syat.g_02063
OG0000481	Syam.g_00225	Syat.g_02066
OG0000482	Syam.g_00224	Syat.g_02067
OG0000483	Syam.g_00220	Syat.g_02071
OG0000484	Syam.g_00219	Syat.g_02072
OG0000485	Syam.g_00218	Syat.g_02073
OG0000486	Syam.g_00217	Syat.g_02074
OG0000487	Syam.g_00211	Syat.g_02080
OG0000488	Syam.g_00207	Syat.g_02086
OG0000489	Syam.g_00197	Syat.g_02097
OG0000490	Syam.g_00189	Syat.g_02106
OG0000491	Syam.g_00187	Syat.g_02107
OG0000492	Syam.g_00185	Syat.g_02110
OG0000493	Syam.g_00184	Syat.g_02111
OG0000494	Syam.g_00183	Syat.g_02112
OG0000495	Syam.g_00182	Syat.g_02120
OG0000496	Syam.g_00181	Syat.g_02121
OG0000497	Syam.g_00180	Syat.g_02122
OG0000498	Syam.g_00179	Syat.g_02123
OG0000499	Syam.g_00178	Syat.g_02124
OG0000500	Syam.g_00177	Syat.g_02125
OG0000501	Syam.g_00174	Syat.g_02128
OG0000502	Syam.g_00165	Syat.g_02135
OG0000503	Syam.g_00457	Syat.g_01614
OG0000504	Syam.g_00459	Syat.g_01612
OG0000505	Syam.g_00460	Syat.g_01611
OG0000506	Syam.g_00462	Syat.g_01609
OG0000507	Syam.g_00468	Syat.g_01603
OG0000508	Syam.g_00472	Syat.g_01596
OG0000509	Syam.g_00474	Syat.g_01591
OG0000510	Syam.g_00475	Syat.g_01590
OG0000511	Syam.g_00476	Syat.g_01589
OG0000512	Syam.g_00478	Syat.g_01587
OG0000513	Syam.g_00493	Syat.g_02957
OG0000514	Syam.g_00499	Syat.g_02962
OG0000515	Syam.g_00500	Syat.g_02963
OG0000516	Syam.g_01862	Syat.g_02965
OG0000517	Syam.g_01868	Syat.g_02969
OG0000518	Syam.g_01851	Syat.g_01286
OG0000519	Syam.g_01850	Syat.g_01285
OG0000520	Syam.g_01849	Syat.g_01284
OG0000521	Syam.g_01696	Syat.g_01319
OG0000522	Syam.g_01694	Syat.g_01317
OG0000523	Syam.g_01693	Syat.g_01316
OG0000524	Syam.g_01681	Syat.g_01409
OG0000525	Syam.g_01677	Syat.g_01382
OG0000526	Syam.g_01674	Syat.g_01380
OG0000527	Syam.g_01670	Syat.g_01373
OG0000528	Syam.g_00580	Syat.g_03167
OG0000529	Syam.g_00584	Syat.g_03171
OG0000530	Syam.g_00587	Syat.g_03174
OG0000531	Syam.g_00588	Syat.g_03175
OG0000532	Syam.g_00591	Syat.g_03178
OG0000533	Syam.g_00592	Syat.g_03180
OG0000534	Syam.g_00593	Syat.g_03181
OG0000535	Syam.g_00594	Syat.g_03182
OG0000536	Syam.g_00595	Syat.g_03183
OG0000537	Syam.g_00596	Syat.g_03185
OG0000538	Syam.g_00607	Syat.g_03204
OG0000539	Syam.g_00608	Syat.g_03206
OG0000540	Syam.g_00609	Syat.g_03207
OG0000541	Syam.g_00610	Syat.g_03208
OG0000542	Syam.g_00613	Syat.g_03213
OG0000543	Syam.g_00615	Syat.g_03215
OG0000544	Syam.g_00616	Syat.g_03216
OG0000545	Syam.g_00618	Syat.g_03218
OG0000546	Syam.g_00620	Syat.g_03220
OG0000547	Syam.g_00622	Syat.g_03222
OG0000548	Syam.g_00623	Syat.g_03223
OG0000549	Syam.g_00630	Syat.g_01795
OG0000550	Syam.g_00635	Syat.g_01107
OG0000551	Syam.g_00640	Syat.g_01103
OG0000552	Syam.g_00641	Syat.g_01102
OG0000553	Syam.g_00643	Syat.g_01098
OG0000554	Syam.g_00652	Syat.g_03271
OG0000555	Syam.g_00667	Syat.g_00093
OG0000556	Syam.g_00670	Syat.g_00088
OG0000557	Syam.g_00672	Syat.g_00083
OG0000558	Syam.g_00675	Syat.g_00081
OG0000559	Syam.g_00679	Syat.g_00077
OG0000560	Syam.g_00682	Syat.g_00074
OG0000561	Syam.g_00683	Syat.g_00073
OG0000562	Syam.g_00684	Syat.g_00072
OG0000563	Syam.g_00685	Syat.g_00071
OG0000564	Syam.g_00686	Syat.g_00070
OG0000565	Syam.g_00690	Syat.g_00067
OG0000566	Syam.g_00694	Syat.g_00063
OG0000567	Syam.g_00698	Syat.g_00059
OG0000568	Syam.g_01751	Syat.g_00057
OG0000569	Syam.g_01750	Syat.g_00056
OG0000570	Syam.g_01749	Syat.g_00055
OG0000571	Syam.g_01745	Syat.g_00052
OG0000572	Syam.g_01729	Syat.g_00033
OG0000573	Syam.g_01721	Syat.g_00024
OG0000574	Syam.g_01720	Syat.g_00023
OG0000575	Syam.g_01716	Syat.g_00018
OG0000576	Syam.g_01714	Syat.g_00014
OG0000577	Syam.g_01713	Syat.g_00013
OG0000578	Syam.g_01712	Syat.g_00012
OG0000579	Syam.g_01711	Syat.g_00011
OG0000580	Syam.g_01710	Syat.g_00010
OG0000581	Syam.g_01704	Syat.g_00003
OG0000582	Syam.g_01513	Syat.g_03403
OG0000583	Syam.g_01512	Syat.g_03404
OG0000584	Syam.g_01511	Syat.g_03405
OG0000585	Syam.g_01509	Syat.g_03408
OG0000586	Syam.g_01508	Syat.g_03409
OG0000587	Syam.g_01506	Syat.g_00001
OG0000588	Syam.g_01498	Syat.g_00338
OG0000589	Syam.g_01494	Syat.g_03318
OG0000590	Syam.g_01493	Syat.g_03317
OG0000591	Syam.g_01486	Syat.g_03308
OG0000592	Syam.g_01485	Syat.g_03307
OG0000593	Syam.g_01471	Syat.g_00113
OG0000594	Syam.g_01470	Syat.g_00114
OG0000595	Syam.g_01469	Syat.g_00115
OG0000596	Syam.g_01465	Syat.g_00129
OG0000597	Syam.g_01462	Syat.g_00132
OG0000598	Syam.g_01461	Syat.g_00133
OG0000599	Syam.g_01458	Syat.g_00381
OG0000600	Syam.g_01457	Syat.g_00380
OG0000601	Syam.g_01456	Syat.g_00379
OG0000602	Syam.g_01451	Syat.g_00375
OG0000603	Syam.g_01450	Syat.g_00374
OG0000604	Syam.g_01447	Syat.g_00372
OG0000605	Syam.g_01031	Syat.g_00370
OG0000606	Syam.g_01387	Syat.g_00367
OG0000607	Syam.g_01384	Syat.g_00364
OG0000608	Syam.g_01383	Syat.g_00363
OG0000609	Syam.g_01380	Syat.g_00344
OG0000610	Syam.g_01373	Syat.g_00399
OG0000611	Syam.g_01370	Syat.g_00402
