Orthogroup	Syam	Pral
OG0000098	Syam.g_00944	Pral.g_01239
OG0000099	Syam.g_00173	Pral.g_01201
OG0000100	Syam.g_01259	Pral.g_01078
OG0000101	Syam.g_00371	Pral.g_00243
OG0000102	Syam.g_00110	Pral.g_00310
OG0000103	Syam.g_02428	Pral.g_00397
OG0000104	Syam.g_02442	Pral.g_00406
OG0000105	Syam.g_00238	Pral.g_00765
OG0000106	Syam.g_01039	Pral.g_01859
OG0000107	Syam.g_00288	Pral.g_00171
OG0000108	Syam.g_00583	Pral.g_00611
OG0000109	Syam.g_00598	Pral.g_00596
OG0000110	Syam.g_01743	Pral.g_00513
OG0000112	Syam.g_01115	Pral.g_01635
OG0000113	Syam.g_01264	Pral.g_01511
OG0000114	Syam.g_01349	Pral.g_01799
OG0000115	Syam.g_01634	Pral.g_01141
OG0000116	Syam.g_01807	Pral.g_01356
OG0000117	Syam.g_00904	Pral.g_01398, Pral.g_01397, Pral.g_01396, Pral.g_01881
OG0000118	Syam.g_01698	Pral.g_01269
OG0000120	Syam.g_00172	Pral.g_00702
OG0000121	Syam.g_01615	Pral.g_01159
OG0000122	Syam.g_01436	Pral.g_01116
OG0000123	Syam.g_00379	Pral.g_00250
OG0000124	Syam.g_00096	Pral.g_00322
OG0000125	Syam.g_02319	Pral.g_00358
OG0000126	Syam.g_02440	Pral.g_00405
OG0000128	Syam.g_00012	Pral.g_00421
OG0000129	Syam.g_02307	Pral.g_01000
OG0000130	Syam.g_02062	Pral.g_00978
OG0000131	Syam.g_02191	Pral.g_00900
OG0000132	Syam.g_02211	Pral.g_00880
OG0000133	Syam.g_01120	Pral.g_00717
OG0000134	Syam.g_00492	Pral.g_00674
OG0000135	Syam.g_02347	Pral.g_01034
OG0000136	Syam.g_01857	Pral.g_00653
OG0000137	Syam.g_01668	Pral.g_00617
OG0000138	Syam.g_00599	Pral.g_00595
OG0000139	Syam.g_00657	Pral.g_00553
OG0000140	Syam.g_00659	Pral.g_00552
OG0000141	Syam.g_01514	Pral.g_00481
OG0000142	Syam.g_01468	Pral.g_01436
OG0000143	Syam.g_01464	Pral.g_01440
OG0000144	Syam.g_01032	Pral.g_01453
OG0000145	Syam.g_00605	Pral.g_01037
OG0000146	Syam.g_01114	Pral.g_01636
OG0000147	Syam.g_01113	Pral.g_01637
OG0000148	Syam.g_01270	Pral.g_01505
OG0000149	Syam.g_00725	Pral.g_01535
OG0000150	Syam.g_00660	Pral.g_01545
OG0000151	Syam.g_01338	Pral.g_01789
OG0000152	Syam.g_01124	Pral.g_01627
OG0000153	Syam.g_01160	Pral.g_01578
OG0000154	Syam.g_01187	Pral.g_01595
OG0000155	Syam.g_01763	Pral.g_01390
OG0000156	Syam.g_01814	Pral.g_01292
OG0000157	Syam.g_01815	Pral.g_01291
OG0000158	Syam.g_00139	Pral.g_00287
OG0000160	Syam.g_01614	Pral.g_01160
OG0000161	Syam.g_01620	Pral.g_01154
OG0000162	Syam.g_01627	Pral.g_01148
OG0000163	Syam.g_01927	Pral.g_01106
OG0000164	Syam.g_02023	Pral.g_00131
OG0000165	Syam.g_01879, Syam.g_01878	Pral.g_00138
OG0000166	Syam.g_00330	Pral.g_00206
OG0000167	Syam.g_00151	Pral.g_00277
OG0000168	Syam.g_00138	Pral.g_00288
OG0000169	Syam.g_00127	Pral.g_00298
OG0000170	Syam.g_00120	Pral.g_00301
OG0000171	Syam.g_00097	Pral.g_00321
OG0000172	Syam.g_00075	Pral.g_00328
OG0000173	Syam.g_00057	Pral.g_00343
OG0000174	Syam.g_02349	Pral.g_00375
OG0000175	Syam.g_02417	Pral.g_00387
OG0000176	Syam.g_00004	Pral.g_00414
OG0000177	Syam.g_00005	Pral.g_00415
OG0000178	Syam.g_00006	Pral.g_00416
OG0000179	Syam.g_00021	Pral.g_01028
OG0000180	Syam.g_00022	Pral.g_01027
OG0000181	Syam.g_00023	Pral.g_01026
OG0000182	Syam.g_00024	Pral.g_01025
OG0000183	Syam.g_00028	Pral.g_01021
OG0000184	Syam.g_02298	Pral.g_00996
OG0000185	Syam.g_02295	Pral.g_00993
OG0000186	Syam.g_02058	Pral.g_00984
OG0000187	Syam.g_02059	Pral.g_00983
OG0000188	Syam.g_02081	Pral.g_00965
OG0000189	Syam.g_02108	Pral.g_00951
OG0000190	Syam.g_02110	Pral.g_00950
OG0000191	Syam.g_02142	Pral.g_00928
OG0000192	Syam.g_02148	Pral.g_00923
OG0000193	Syam.g_02192	Pral.g_00899
OG0000194	Syam.g_02195	Pral.g_00896
OG0000195	Syam.g_02197	Pral.g_00894
OG0000196	Syam.g_02208	Pral.g_00883
OG0000197	Syam.g_02209	Pral.g_00882
OG0000198	Syam.g_02210	Pral.g_00881
OG0000199	Syam.g_02218	Pral.g_00873
OG0000200	Syam.g_02234	Pral.g_00860
OG0000202	Syam.g_02249	Pral.g_00850
OG0000203	Syam.g_02250	Pral.g_00849
OG0000204	Syam.g_02251	Pral.g_00848
OG0000205	Syam.g_02258	Pral.g_00842
OG0000206	Syam.g_02264	Pral.g_00837
OG0000207	Syam.g_02266	Pral.g_00835
OG0000208	Syam.g_02267	Pral.g_00834
OG0000209	Syam.g_02278	Pral.g_00825
OG0000210	Syam.g_02279	Pral.g_00824
OG0000211	Syam.g_00504	Pral.g_00807
OG0000212	Syam.g_00515	Pral.g_00799
OG0000213	Syam.g_00263	Pral.g_00781
OG0000214	Syam.g_00247	Pral.g_00772
OG0000215	Syam.g_00216	Pral.g_00746
OG0000216	Syam.g_00212	Pral.g_00744
OG0000217	Syam.g_00208	Pral.g_00741
OG0000218	Syam.g_00206	Pral.g_00739
OG0000219	Syam.g_00205	Pral.g_00738
OG0000220	Syam.g_00204	Pral.g_00737
OG0000221	Syam.g_00198	Pral.g_00736
OG0000222	Syam.g_00186	Pral.g_00729
OG0000223	Syam.g_00168	Pral.g_00716
OG0000224	Syam.g_00164	Pral.g_00714
OG0000225	Syam.g_00473	Pral.g_00686
OG0000226	Syam.g_00477	Pral.g_00682
OG0000227	Syam.g_00479	Pral.g_00680
OG0000228	Syam.g_00488	Pral.g_00677
OG0000229	Syam.g_01867	Pral.g_00658
OG0000230	Syam.g_01865	Pral.g_00656
OG0000231	Syam.g_01848	Pral.g_00644
OG0000232	Syam.g_01692	Pral.g_00631
OG0000233	Syam.g_01678	Pral.g_00625
OG0000234	Syam.g_01667	Pral.g_00616
OG0000235	Syam.g_00582	Pral.g_00612
OG0000236	Syam.g_00597	Pral.g_00597
OG0000237	Syam.g_00614	Pral.g_00584
OG0000238	Syam.g_00619	Pral.g_00578
OG0000239	Syam.g_00637	Pral.g_00565
OG0000240	Syam.g_00638	Pral.g_00564
OG0000241	Syam.g_01477	Pral.g_00560
OG0000242	Syam.g_00649	Pral.g_00558
OG0000243	Syam.g_00668	Pral.g_00547
OG0000244	Syam.g_00674	Pral.g_00544
OG0000245	Syam.g_00676	Pral.g_00542
OG0000246	Syam.g_00680	Pral.g_00538
OG0000247	Syam.g_00692	Pral.g_00527
OG0000248	Syam.g_00695	Pral.g_00524
OG0000249	Syam.g_00697	Pral.g_00522
OG0000250	Syam.g_01747	Pral.g_00516
OG0000251	Syam.g_01722	Pral.g_00498
OG0000252	Syam.g_01719	Pral.g_00495
OG0000253	Syam.g_01718	Pral.g_00494
OG0000254	Syam.g_01510	Pral.g_00477
OG0000255	Syam.g_01500	Pral.g_00470
OG0000256	Syam.g_01484	Pral.g_00460
OG0000257	Syam.g_01478	Pral.g_01430
OG0000258	Syam.g_01459	Pral.g_01444
OG0000259	Syam.g_01378	Pral.g_01461
OG0000260	Syam.g_01375	Pral.g_01464
OG0000261	Syam.g_01372	Pral.g_01467
OG0000262	Syam.g_01367	Pral.g_01471
OG0000263	Syam.g_00885	Pral.g_01761
OG0000264	Syam.g_00805	Pral.g_01750
OG0000265	Syam.g_01880	Pral.g_01729
OG0000266	Syam.g_01234	Pral.g_01719
OG0000267	Syam.g_01071	Pral.g_01706
OG0000268	Syam.g_01072	Pral.g_01705
OG0000269	Syam.g_01295	Pral.g_01483
OG0000270	Syam.g_01292	Pral.g_01486
OG0000271	Syam.g_01284	Pral.g_01494
OG0000272	Syam.g_01283	Pral.g_01495
OG0000273	Syam.g_00745	Pral.g_01518
OG0000274	Syam.g_00744	Pral.g_01519
OG0000275	Syam.g_00741	Pral.g_01522
OG0000276	Syam.g_00733	Pral.g_01527
OG0000277	Syam.g_00732	Pral.g_01528
OG0000278	Syam.g_00729	Pral.g_01531
OG0000279	Syam.g_00721	Pral.g_01538
OG0000280	Syam.g_00701	Pral.g_01539
OG0000281	Syam.g_00943	Pral.g_01546
OG0000282	Syam.g_01347	Pral.g_01797
OG0000283	Syam.g_01087	Pral.g_01655
OG0000284	Syam.g_01093	Pral.g_01650
OG0000285	Syam.g_01105	Pral.g_01644
OG0000286	Syam.g_01123	Pral.g_01628
OG0000287	Syam.g_01153	Pral.g_00050
OG0000288	Syam.g_01186	Pral.g_01594
OG0000289	Syam.g_01201	Pral.g_01609
OG0000290	Syam.g_00771	Pral.g_01564
OG0000291	Syam.g_00773	Pral.g_01562
OG0000292	Syam.g_02439	Pral.g_01316
OG0000293	Syam.g_01806	Pral.g_01357
OG0000294	Syam.g_01805	Pral.g_01358
OG0000295	Syam.g_01771	Pral.g_01382
OG0000296	Syam.g_01769	Pral.g_01384
OG0000297	Syam.g_00906	Pral.g_01394
OG0000298	Syam.g_00905	Pral.g_01395
OG0000299	Syam.g_00878	Pral.g_01415
OG0000300	Syam.g_00871	Pral.g_01419
OG0000301	Syam.g_00870	Pral.g_01420
OG0000302	Syam.g_00868	Pral.g_01422
OG0000303	Syam.g_00859	Pral.g_01428
OG0000304	Syam.g_00853	Pral.g_00455
OG0000305	Syam.g_00776	Pral.g_01323
OG0000306	Syam.g_01757	Pral.g_01550
OG0000307	Syam.g_00566	Pral.g_01213
OG0000308	Syam.g_00564	Pral.g_01212
OG0000309	Syam.g_00559	Pral.g_01208
OG0000310	Syam.g_01591	Pral.g_01181
OG0000311	Syam.g_01595	Pral.g_01179
OG0000312	Syam.g_01601	Pral.g_01176
OG0000313	Syam.g_01617	Pral.g_01157
OG0000314	Syam.g_01647	Pral.g_01133
OG0000315	Syam.g_01658	Pral.g_01123
OG0000316	Syam.g_01945	Pral.g_01095
OG0000317	Syam.g_01987	Pral.g_00104
OG0000318	Syam.g_01991	Pral.g_00108
OG0000319	Syam.g_02006	Pral.g_00121
OG0000320	Syam.g_02008	Pral.g_00123
OG0000321	Syam.g_02009	Pral.g_00124
OG0000322	Syam.g_02010	Pral.g_00125
OG0000323	Syam.g_02025	Pral.g_00134
OG0000324	Syam.g_01906	Pral.g_00162
OG0000325	Syam.g_00289	Pral.g_00172
OG0000326	Syam.g_00296	Pral.g_00179
OG0000327	Syam.g_00325	Pral.g_00201
OG0000328	Syam.g_00326	Pral.g_00202
OG0000329	Syam.g_00344	Pral.g_00219
OG0000330	Syam.g_00345	Pral.g_00220
OG0000331	Syam.g_00346	Pral.g_00221
OG0000332	Syam.g_00361	Pral.g_00235
OG0000333	Syam.g_00364	Pral.g_00237
OG0000334	Syam.g_00375	Pral.g_00246
OG0000335	Syam.g_00380	Pral.g_00251
OG0000336	Syam.g_00384	Pral.g_00255
OG0000337	Syam.g_00155	Pral.g_00274
OG0000338	Syam.g_00153	Pral.g_00275
OG0000339	Syam.g_00147	Pral.g_00280
OG0000340	Syam.g_00137	Pral.g_00289
OG0000341	Syam.g_00135	Pral.g_00291
OG0000342	Syam.g_00134	Pral.g_00292
OG0000343	Syam.g_00133	Pral.g_00293
OG0000344	Syam.g_00129	Pral.g_00296
OG0000345	Syam.g_00119	Pral.g_00302
OG0000346	Syam.g_00114	Pral.g_00306
OG0000347	Syam.g_00083	Pral.g_00323
OG0000348	Syam.g_00068	Pral.g_00331
OG0000349	Syam.g_00050	Pral.g_00349
OG0000350	Syam.g_00303	Pral.g_00370
OG0000351	Syam.g_02420	Pral.g_00390
OG0000352	Syam.g_02421	Pral.g_00391
OG0000353	Syam.g_02445	Pral.g_00409
OG0000355	Syam.g_00001	Pral.g_00411
OG0000356	Syam.g_00002	Pral.g_00412
OG0000357	Syam.g_00003	Pral.g_00413
OG0000358	Syam.g_00007	Pral.g_00417
OG0000359	Syam.g_00009	Pral.g_00418
OG0000360	Syam.g_00010	Pral.g_00419
OG0000361	Syam.g_00011	Pral.g_00420
OG0000362	Syam.g_00013	Pral.g_00422
OG0000363	Syam.g_00015	Pral.g_01030
OG0000364	Syam.g_00016	Pral.g_01029
OG0000365	Syam.g_00025	Pral.g_01024
OG0000366	Syam.g_00026	Pral.g_01023
OG0000367	Syam.g_00027	Pral.g_01022
OG0000368	Syam.g_00029	Pral.g_01020
OG0000369	Syam.g_00030	Pral.g_01019
OG0000370	Syam.g_00031	Pral.g_01018
OG0000371	Syam.g_00038	Pral.g_01011
OG0000372	Syam.g_00043	Pral.g_01009
OG0000373	Syam.g_00044	Pral.g_01008
OG0000374	Syam.g_00045	Pral.g_01007
OG0000375	Syam.g_00046	Pral.g_01005
OG0000376	Syam.g_00048	Pral.g_01003
OG0000377	Syam.g_02306	Pral.g_00999
OG0000378	Syam.g_02297	Pral.g_00995
OG0000379	Syam.g_02294	Pral.g_00992
OG0000380	Syam.g_02060	Pral.g_00982
OG0000381	Syam.g_02063	Pral.g_00977
OG0000382	Syam.g_02080	Pral.g_00966
OG0000383	Syam.g_02083	Pral.g_00964
OG0000384	Syam.g_02084	Pral.g_00963
OG0000385	Syam.g_02085	Pral.g_00962
OG0000386	Syam.g_02086	Pral.g_00961
OG0000387	Syam.g_02112	Pral.g_00948
OG0000388	Syam.g_02116	Pral.g_00944
OG0000389	Syam.g_02120	Pral.g_00941
OG0000390	Syam.g_02136	Pral.g_00932
OG0000391	Syam.g_02141	Pral.g_00929
OG0000392	Syam.g_02147	Pral.g_00925
OG0000393	Syam.g_02149	Pral.g_00922
OG0000394	Syam.g_02150	Pral.g_00921
OG0000395	Syam.g_02151	Pral.g_00920
OG0000396	Syam.g_02153	Pral.g_00918
OG0000397	Syam.g_02160	Pral.g_00916
OG0000398	Syam.g_02165	Pral.g_00913
OG0000399	Syam.g_02166	Pral.g_00912
OG0000400	Syam.g_02167	Pral.g_00911
OG0000401	Syam.g_02168	Pral.g_00910
OG0000402	Syam.g_02171	Pral.g_00450
OG0000403	Syam.g_02172	Pral.g_00908
OG0000404	Syam.g_02173	Pral.g_00907
OG0000405	Syam.g_02189	Pral.g_00903
OG0000406	Syam.g_02193	Pral.g_00898
OG0000407	Syam.g_02194	Pral.g_00897
OG0000408	Syam.g_02196	Pral.g_00895
OG0000409	Syam.g_02198	Pral.g_00893
OG0000410	Syam.g_02199	Pral.g_00892
OG0000411	Syam.g_02200	Pral.g_00891
OG0000412	Syam.g_02201	Pral.g_00890
OG0000413	Syam.g_02203	Pral.g_00888
OG0000414	Syam.g_02204	Pral.g_00887
OG0000415	Syam.g_02205	Pral.g_00886
OG0000416	Syam.g_02206	Pral.g_00885
OG0000417	Syam.g_02207	Pral.g_00884
OG0000418	Syam.g_02212	Pral.g_00879
OG0000419	Syam.g_02214	Pral.g_00877
OG0000420	Syam.g_02216	Pral.g_00875
OG0000421	Syam.g_02221	Pral.g_00871
OG0000422	Syam.g_02222	Pral.g_00870
OG0000423	Syam.g_02223	Pral.g_00869
OG0000424	Syam.g_02224	Pral.g_00868
OG0000425	Syam.g_02225	Pral.g_00867
OG0000426	Syam.g_02226	Pral.g_00866
OG0000427	Syam.g_02227	Pral.g_00865
OG0000428	Syam.g_02230	Pral.g_00863
OG0000429	Syam.g_02232	Pral.g_00862
OG0000430	Syam.g_02233	Pral.g_00861
OG0000431	Syam.g_02237	Pral.g_00859
OG0000432	Syam.g_02243	Pral.g_00855
OG0000433	Syam.g_02244	Pral.g_00854
OG0000434	Syam.g_02245	Pral.g_00853
OG0000435	Syam.g_02246	Pral.g_00852
OG0000436	Syam.g_02252	Pral.g_00847
OG0000437	Syam.g_02253	Pral.g_00846
OG0000438	Syam.g_02254	Pral.g_00845
OG0000439	Syam.g_02256	Pral.g_00844
OG0000440	Syam.g_02257	Pral.g_00843
OG0000441	Syam.g_02261	Pral.g_00840
OG0000442	Syam.g_02262	Pral.g_00839
OG0000443	Syam.g_02263	Pral.g_00838
OG0000444	Syam.g_02268	Pral.g_00833
OG0000445	Syam.g_02269	Pral.g_00832
OG0000446	Syam.g_02270	Pral.g_00831
OG0000447	Syam.g_02272	Pral.g_00830
OG0000448	Syam.g_02273	Pral.g_00829
OG0000449	Syam.g_02274	Pral.g_00828
OG0000450	Syam.g_02275	Pral.g_00827
OG0000451	Syam.g_02276	Pral.g_00826
OG0000452	Syam.g_02280	Pral.g_00823
OG0000453	Syam.g_02281	Pral.g_00822
OG0000454	Syam.g_02282	Pral.g_00821
OG0000455	Syam.g_02283	Pral.g_00820
OG0000456	Syam.g_02284	Pral.g_00819
OG0000457	Syam.g_02286	Pral.g_00817
OG0000458	Syam.g_02287	Pral.g_00816
OG0000459	Syam.g_02288	Pral.g_00815
OG0000460	Syam.g_00506	Pral.g_00805
OG0000461	Syam.g_00284	Pral.g_00796
OG0000462	Syam.g_00281	Pral.g_00795
OG0000463	Syam.g_00280	Pral.g_00794
OG0000464	Syam.g_00279	Pral.g_00793
OG0000465	Syam.g_00277	Pral.g_00792
OG0000466	Syam.g_00273	Pral.g_00789
OG0000467	Syam.g_00271	Pral.g_00788
OG0000468	Syam.g_00266	Pral.g_00785
OG0000469	Syam.g_00253	Pral.g_00777
OG0000470	Syam.g_00251	Pral.g_00775
OG0000471	Syam.g_00250	Pral.g_00774
OG0000472	Syam.g_00248	Pral.g_00773
OG0000473	Syam.g_00246	Pral.g_00771
OG0000474	Syam.g_00245	Pral.g_00770
OG0000475	Syam.g_00244	Pral.g_00769
OG0000476	Syam.g_00242	Pral.g_00767
OG0000477	Syam.g_00236	Pral.g_00764
OG0000478	Syam.g_00235	Pral.g_00763
OG0000479	Syam.g_00234	Pral.g_00762
OG0000480	Syam.g_00227	Pral.g_00756
OG0000481	Syam.g_00225	Pral.g_00754
OG0000482	Syam.g_00224	Pral.g_00753
OG0000483	Syam.g_00220	Pral.g_00750
OG0000484	Syam.g_00219	Pral.g_00749
OG0000485	Syam.g_00218	Pral.g_00748
OG0000486	Syam.g_00217	Pral.g_00747
OG0000487	Syam.g_00211	Pral.g_00743
OG0000488	Syam.g_00207	Pral.g_00740
OG0000489	Syam.g_00197	Pral.g_00735
OG0000490	Syam.g_00189	Pral.g_00731
OG0000491	Syam.g_00187	Pral.g_00730
OG0000492	Syam.g_00185	Pral.g_00728
OG0000493	Syam.g_00184	Pral.g_00727
OG0000494	Syam.g_00183	Pral.g_00726
OG0000495	Syam.g_00182	Pral.g_00725
OG0000496	Syam.g_00181	Pral.g_00724
OG0000497	Syam.g_00180	Pral.g_00723
OG0000498	Syam.g_00179	Pral.g_00722
OG0000499	Syam.g_00178	Pral.g_00721
OG0000500	Syam.g_00177	Pral.g_00720
OG0000501	Syam.g_00174	Pral.g_00718
OG0000502	Syam.g_00165	Pral.g_00715
OG0000503	Syam.g_00457	Pral.g_00698
OG0000504	Syam.g_00459	Pral.g_00696
OG0000505	Syam.g_00460	Pral.g_00695
OG0000506	Syam.g_00462	Pral.g_00694
OG0000507	Syam.g_00468	Pral.g_00691
OG0000508	Syam.g_00472	Pral.g_00687
OG0000509	Syam.g_00474	Pral.g_00685
OG0000510	Syam.g_00475	Pral.g_00684
OG0000511	Syam.g_00476	Pral.g_00683
OG0000512	Syam.g_00478	Pral.g_00681
OG0000513	Syam.g_00493	Pral.g_00673
OG0000514	Syam.g_00499	Pral.g_00663
OG0000515	Syam.g_00500	Pral.g_00662
OG0000516	Syam.g_01862	Pral.g_00661
OG0000517	Syam.g_01868	Pral.g_00659
OG0000518	Syam.g_01851	Pral.g_00647
OG0000519	Syam.g_01850	Pral.g_00646
OG0000520	Syam.g_01849	Pral.g_00645
OG0000521	Syam.g_01696	Pral.g_00635
OG0000522	Syam.g_01694	Pral.g_00633
OG0000523	Syam.g_01693	Pral.g_00632
OG0000524	Syam.g_01681	Pral.g_00627
OG0000525	Syam.g_01677	Pral.g_00623
OG0000526	Syam.g_01674	Pral.g_00622
OG0000527	Syam.g_01670	Pral.g_00619
OG0000528	Syam.g_00580	Pral.g_00613
OG0000529	Syam.g_00584	Pral.g_00610
OG0000530	Syam.g_00587	Pral.g_00607
OG0000531	Syam.g_00588	Pral.g_00606
OG0000532	Syam.g_00591	Pral.g_00603
OG0000533	Syam.g_00592	Pral.g_00602
OG0000534	Syam.g_00593	Pral.g_00601
OG0000535	Syam.g_00594	Pral.g_00600
OG0000536	Syam.g_00595	Pral.g_00599
OG0000537	Syam.g_00596	Pral.g_00598
OG0000538	Syam.g_00607	Pral.g_00590
OG0000539	Syam.g_00608	Pral.g_00589
OG0000540	Syam.g_00609	Pral.g_00588
OG0000541	Syam.g_00610	Pral.g_00587
OG0000542	Syam.g_00613	Pral.g_00585
OG0000543	Syam.g_00615	Pral.g_00583
OG0000544	Syam.g_00616	Pral.g_00582
OG0000545	Syam.g_00618	Pral.g_00580
OG0000546	Syam.g_00620	Pral.g_00577
OG0000547	Syam.g_00622	Pral.g_00575
OG0000548	Syam.g_00623	Pral.g_00574
OG0000549	Syam.g_00630	Pral.g_00571
OG0000550	Syam.g_00635	Pral.g_00566
OG0000551	Syam.g_00640	Pral.g_00563
OG0000552	Syam.g_00641	Pral.g_00562
OG0000553	Syam.g_00643	Pral.g_00561
OG0000554	Syam.g_00652	Pral.g_00556
OG0000555	Syam.g_00667	Pral.g_00548
OG0000556	Syam.g_00670	Pral.g_00546
OG0000557	Syam.g_00672	Pral.g_00545
OG0000558	Syam.g_00675	Pral.g_00543
OG0000559	Syam.g_00679	Pral.g_00539
OG0000560	Syam.g_00682	Pral.g_00536
OG0000561	Syam.g_00683	Pral.g_00535
OG0000562	Syam.g_00684	Pral.g_00534
OG0000563	Syam.g_00685	Pral.g_00533
OG0000564	Syam.g_00686	Pral.g_00532
OG0000565	Syam.g_00690	Pral.g_00529
OG0000566	Syam.g_00694	Pral.g_00525
OG0000567	Syam.g_00698	Pral.g_00521
OG0000568	Syam.g_01751	Pral.g_00520
OG0000569	Syam.g_01750	Pral.g_00519
OG0000570	Syam.g_01749	Pral.g_00518
OG0000571	Syam.g_01745	Pral.g_00515
OG0000572	Syam.g_01729	Pral.g_00503
OG0000573	Syam.g_01721	Pral.g_00497
OG0000574	Syam.g_01720	Pral.g_00496
OG0000575	Syam.g_01716	Pral.g_00492
OG0000576	Syam.g_01714	Pral.g_00490
OG0000577	Syam.g_01713	Pral.g_00489
OG0000578	Syam.g_01712	Pral.g_00488
OG0000579	Syam.g_01711	Pral.g_00487
OG0000580	Syam.g_01710	Pral.g_00486
OG0000581	Syam.g_01704	Pral.g_00483
OG0000582	Syam.g_01513	Pral.g_00480
OG0000583	Syam.g_01512	Pral.g_00479
OG0000584	Syam.g_01511	Pral.g_00478
OG0000585	Syam.g_01509	Pral.g_00476
OG0000586	Syam.g_01508	Pral.g_00475
OG0000587	Syam.g_01506	Pral.g_00474
OG0000588	Syam.g_01498	Pral.g_00469
OG0000589	Syam.g_01494	Pral.g_00466
OG0000590	Syam.g_01493	Pral.g_00465
OG0000591	Syam.g_01486	Pral.g_00462
