Orthogroup	Syam	Syaq
OG0000045	Syam.g_02028	Syaq.g_02047
OG0000048	Syam.g_00243	Syaq.g_00749
OG0000052	Syam.g_00161	Syaq.g_00969, Syaq.g_00935
OG0000053	Syam.g_01636	Syaq.g_00397
OG0000054	Syam.g_01515	Syaq.g_02005
OG0000055	Syam.g_00754	Syaq.g_02700
OG0000057	Syam.g_00784	Syaq.g_02605
OG0000058	Syam.g_00169	Syaq.g_00944
OG0000059	Syam.g_00320	Syaq.g_00657
OG0000060	Syam.g_00902	Syaq.g_00201
OG0000061	Syam.g_01795	Syaq.g_00249
OG0000062	Syam.g_01972	Syaq.g_01690
OG0000063	Syam.g_00039	Syaq.g_01110
OG0000064	Syam.g_02363	Syaq.g_02138
OG0000066	Syam.g_00552, Syam.g_00662	Syaq.g_01851
OG0000067	Syam.g_01290	Syaq.g_02340
OG0000068	Syam.g_00575	Syaq.g_01763
OG0000070	Syam.g_01847	Syaq.g_00484
OG0000071	Syam.g_01830	Syaq.g_00297
OG0000072	Syam.g_02219	Syaq.g_01397
OG0000073	Syam.g_00604	Syaq.g_01795
OG0000075	Syam.g_00148	Syaq.g_00986
OG0000076	Syam.g_00115	Syaq.g_01028
OG0000077	Syam.g_02074	Syaq.g_01547
OG0000078	Syam.g_00514	Syaq.g_01585
OG0000079	Syam.g_00270	Syaq.g_00721
OG0000081	Syam.g_01918, Syam.g_00520	Syaq.g_01893
OG0000082	Syam.g_01730	Syaq.g_01975
OG0000085	Syam.g_01979	Syaq.g_01683
OG0000086	Syam.g_02092	Syaq.g_01525
OG0000087	Syam.g_02175	Syaq.g_01438
OG0000088	Syam.g_02213	Syaq.g_01402
OG0000089	Syam.g_00489	Syaq.g_00529
OG0000090	Syam.g_00651	Syaq.g_01838
OG0000091	Syam.g_01460	Syaq.g_02090
OG0000093	Syam.g_01305	Syaq.g_02323
OG0000094	Syam.g_01198	Syaq.g_00056
OG0000095	Syam.g_00774	Syaq.g_02679
OG0000097	Syam.g_00874	Syaq.g_00167
OG0000098	Syam.g_00944	Syaq.g_02221
OG0000099	Syam.g_00173	Syaq.g_00882
OG0000100	Syam.g_01259	Syaq.g_02371
OG0000101	Syam.g_00371	Syaq.g_00607
OG0000102	Syam.g_00110	Syaq.g_01033
OG0000103	Syam.g_02428	Syaq.g_01170
OG0000104	Syam.g_02442	Syaq.g_01154
OG0000105	Syam.g_00238	Syaq.g_00754
OG0000106	Syam.g_01039	Syaq.g_01863
OG0000107	Syam.g_00288	Syaq.g_00694
OG0000108	Syam.g_00583	Syaq.g_01772
OG0000109	Syam.g_00598	Syaq.g_01788
OG0000110	Syam.g_01743	Syaq.g_01962
OG0000112	Syam.g_01115	Syaq.g_02476
OG0000114	Syam.g_01349	Syaq.g_02269
OG0000115	Syam.g_01634	Syaq.g_00395
OG0000116	Syam.g_01807	Syaq.g_00263
OG0000117	Syam.g_00904	Syaq.g_00203
OG0000118	Syam.g_01698	Syaq.g_00325, Syaq.g_00316
OG0000120	Syam.g_00172	Syaq.g_00883
OG0000121	Syam.g_01615	Syaq.g_00375
OG0000122	Syam.g_01436	Syaq.g_02118
OG0000123	Syam.g_00379	Syaq.g_00599
OG0000124	Syam.g_00096	Syaq.g_01055
OG0000125	Syam.g_02319	Syaq.g_01256
OG0000126	Syam.g_02440	Syaq.g_01156
OG0000128	Syam.g_00012	Syaq.g_01138
OG0000129	Syam.g_02307	Syaq.g_01269
OG0000130	Syam.g_02062	Syaq.g_01559
OG0000131	Syam.g_02191	Syaq.g_01427, Syaq.g_01424
OG0000132	Syam.g_02211	Syaq.g_01036, Syaq.g_01404
OG0000133	Syam.g_01120	Syaq.g_02481
OG0000134	Syam.g_00492	Syaq.g_00526
OG0000135	Syam.g_02347	Syaq.g_01227
OG0000136	Syam.g_01857	Syaq.g_00496
OG0000137	Syam.g_01668	Syaq.g_00442
OG0000138	Syam.g_00599	Syaq.g_01789
OG0000139	Syam.g_00657	Syaq.g_01844
OG0000140	Syam.g_00659	Syaq.g_01848
OG0000141	Syam.g_01514	Syaq.g_02010
OG0000142	Syam.g_01468	Syaq.g_02082
OG0000143	Syam.g_01464	Syaq.g_02086
OG0000144	Syam.g_01032	Syaq.g_02152
OG0000145	Syam.g_00605	Syaq.g_01796
OG0000146	Syam.g_01114	Syaq.g_02475
OG0000147	Syam.g_01113	Syaq.g_02474
OG0000148	Syam.g_01270	Syaq.g_02359
OG0000149	Syam.g_00725	Syaq.g_02395
OG0000150	Syam.g_00660	Syaq.g_02011
OG0000151	Syam.g_01338	Syaq.g_02283
OG0000152	Syam.g_01124	Syaq.g_02485
OG0000153	Syam.g_01160	Syaq.g_02518
OG0000154	Syam.g_01187	Syaq.g_00066
OG0000155	Syam.g_01763	Syaq.g_00212
OG0000156	Syam.g_01814	Syaq.g_00281
OG0000157	Syam.g_01815	Syaq.g_00282
OG0000158	Syam.g_00139	Syaq.g_01003
OG0000160	Syam.g_01614	Syaq.g_00374
OG0000161	Syam.g_01620	Syaq.g_00382
OG0000162	Syam.g_01627	Syaq.g_00389
OG0000163	Syam.g_01927	Syaq.g_01730
OG0000164	Syam.g_02023	Syaq.g_01642
OG0000165	Syam.g_01879, Syam.g_01878	Syaq.g_01630
OG0000166	Syam.g_00330	Syaq.g_00647
OG0000167	Syam.g_00151	Syaq.g_00983
OG0000168	Syam.g_00138	Syaq.g_01004
OG0000169	Syam.g_00127	Syaq.g_01016
OG0000170	Syam.g_00120	Syaq.g_01023
OG0000171	Syam.g_00097	Syaq.g_01052
OG0000172	Syam.g_00075	Syaq.g_01074
OG0000173	Syam.g_00057	Syaq.g_01092
OG0000174	Syam.g_02349	Syaq.g_01224
OG0000175	Syam.g_02417	Syaq.g_01183
OG0000176	Syam.g_00004	Syaq.g_01146
OG0000177	Syam.g_00005	Syaq.g_01145
OG0000178	Syam.g_00006	Syaq.g_01144
OG0000179	Syam.g_00021	Syaq.g_01129
OG0000180	Syam.g_00022	Syaq.g_01128
OG0000181	Syam.g_00023	Syaq.g_01127
OG0000182	Syam.g_00024	Syaq.g_01126
OG0000183	Syam.g_00028	Syaq.g_01122
OG0000184	Syam.g_02298	Syaq.g_01277
OG0000185	Syam.g_02295	Syaq.g_01290
OG0000186	Syam.g_02058	Syaq.g_01563
OG0000187	Syam.g_02059	Syaq.g_01561
OG0000188	Syam.g_02081	Syaq.g_01539
OG0000189	Syam.g_02108	Syaq.g_01499
OG0000190	Syam.g_02110	Syaq.g_01497
OG0000191	Syam.g_02142	Syaq.g_01467
OG0000192	Syam.g_02148	Syaq.g_01462
OG0000193	Syam.g_02192	Syaq.g_01423
OG0000194	Syam.g_02195	Syaq.g_01420
OG0000195	Syam.g_02197	Syaq.g_01418
OG0000196	Syam.g_02208	Syaq.g_01407
OG0000197	Syam.g_02209	Syaq.g_01406
OG0000198	Syam.g_02210	Syaq.g_01405
OG0000199	Syam.g_02218	Syaq.g_01398
OG0000200	Syam.g_02234	Syaq.g_01382
OG0000202	Syam.g_02249	Syaq.g_01364
OG0000203	Syam.g_02250	Syaq.g_01363
OG0000204	Syam.g_02251	Syaq.g_01362
OG0000205	Syam.g_02258	Syaq.g_01355
OG0000206	Syam.g_02264	Syaq.g_01345
OG0000207	Syam.g_02266	Syaq.g_01338
OG0000208	Syam.g_02267	Syaq.g_01337
OG0000209	Syam.g_02278	Syaq.g_01310
OG0000210	Syam.g_02279	Syaq.g_01309
OG0000211	Syam.g_00504	Syaq.g_01570
OG0000212	Syam.g_00515	Syaq.g_01586
OG0000213	Syam.g_00263	Syaq.g_00729
OG0000214	Syam.g_00247	Syaq.g_00745
OG0000215	Syam.g_00216	Syaq.g_00777
OG0000216	Syam.g_00212	Syaq.g_00781
OG0000217	Syam.g_00208	Syaq.g_00844
OG0000218	Syam.g_00206	Syaq.g_00846
OG0000219	Syam.g_00205	Syaq.g_00847
OG0000220	Syam.g_00204	Syaq.g_00848
OG0000221	Syam.g_00198	Syaq.g_00856
OG0000222	Syam.g_00186	Syaq.g_00868
OG0000223	Syam.g_00168	Syaq.g_00946
OG0000224	Syam.g_00164	Syaq.g_00950
OG0000225	Syam.g_00473	Syaq.g_00543
OG0000226	Syam.g_00477	Syaq.g_00536
OG0000227	Syam.g_00479	Syaq.g_00534
OG0000228	Syam.g_00488	Syaq.g_00531
OG0000229	Syam.g_01867	Syaq.g_00501
OG0000230	Syam.g_01865	Syaq.g_00499
OG0000231	Syam.g_01848	Syaq.g_00485
OG0000232	Syam.g_01692	Syaq.g_00472
OG0000233	Syam.g_01678	Syaq.g_00464
OG0000234	Syam.g_01667	Syaq.g_00440
OG0000235	Syam.g_00582	Syaq.g_01771
OG0000236	Syam.g_00597	Syaq.g_01787
OG0000237	Syam.g_00614	Syaq.g_01805
OG0000238	Syam.g_00619	Syaq.g_01810
OG0000239	Syam.g_00637	Syaq.g_01826
OG0000240	Syam.g_00638	Syaq.g_01827
OG0000241	Syam.g_01477	Syaq.g_02074
OG0000242	Syam.g_00649	Syaq.g_01836
OG0000243	Syam.g_00668	Syaq.g_01922
OG0000244	Syam.g_00674	Syaq.g_01928
OG0000245	Syam.g_00676	Syaq.g_01930
OG0000246	Syam.g_00680	Syaq.g_01934
OG0000247	Syam.g_00692	Syaq.g_01945
OG0000248	Syam.g_00695	Syaq.g_01948
OG0000249	Syam.g_00697	Syaq.g_01950
OG0000250	Syam.g_01747	Syaq.g_01958
OG0000251	Syam.g_01722	Syaq.g_01984
OG0000252	Syam.g_01719	Syaq.g_01987
OG0000253	Syam.g_01718	Syaq.g_01989
OG0000254	Syam.g_01510	Syaq.g_02016
OG0000255	Syam.g_01500	Syaq.g_02041
OG0000256	Syam.g_01484	Syaq.g_02068
OG0000257	Syam.g_01478	Syaq.g_02073
OG0000258	Syam.g_01459	Syaq.g_02095
OG0000259	Syam.g_01378	Syaq.g_02239
OG0000260	Syam.g_01375	Syaq.g_02242
OG0000261	Syam.g_01372	Syaq.g_02245
OG0000262	Syam.g_01367	Syaq.g_02250
OG0000263	Syam.g_00885	Syaq.g_00185
OG0000264	Syam.g_00805	Syaq.g_02582
OG0000266	Syam.g_01234	Syaq.g_00037
OG0000267	Syam.g_01071	Syaq.g_02430
OG0000268	Syam.g_01072	Syaq.g_02431
OG0000269	Syam.g_01295	Syaq.g_02335
OG0000270	Syam.g_01292	Syaq.g_02338
OG0000271	Syam.g_01284	Syaq.g_02346
OG0000272	Syam.g_01283	Syaq.g_02347
OG0000273	Syam.g_00745	Syaq.g_02376
OG0000274	Syam.g_00744	Syaq.g_02377
OG0000275	Syam.g_00741	Syaq.g_02380
OG0000276	Syam.g_00733	Syaq.g_02387
OG0000277	Syam.g_00732	Syaq.g_02388
OG0000278	Syam.g_00729	Syaq.g_02391
OG0000279	Syam.g_00721	Syaq.g_02401
OG0000280	Syam.g_00701	Syaq.g_02410
OG0000281	Syam.g_00943	Syaq.g_02224
OG0000282	Syam.g_01347	Syaq.g_02271
OG0000283	Syam.g_01087	Syaq.g_02445
OG0000284	Syam.g_01093	Syaq.g_02450
OG0000285	Syam.g_01105	Syaq.g_02466
OG0000286	Syam.g_01123	Syaq.g_02484
OG0000287	Syam.g_01153	Syaq.g_02511
OG0000288	Syam.g_01186	Syaq.g_00067
OG0000289	Syam.g_01201	Syaq.g_00053
OG0000290	Syam.g_00771	Syaq.g_02682
OG0000291	Syam.g_00773	Syaq.g_02680
OG0000292	Syam.g_02439	Syaq.g_01157
OG0000293	Syam.g_01806	Syaq.g_00262
OG0000294	Syam.g_01805	Syaq.g_00261
OG0000295	Syam.g_01771	Syaq.g_00220
OG0000296	Syam.g_01769	Syaq.g_00218
OG0000297	Syam.g_00906	Syaq.g_00205
OG0000298	Syam.g_00905	Syaq.g_00204
OG0000299	Syam.g_00878	Syaq.g_00171
OG0000300	Syam.g_00871	Syaq.g_00164
OG0000301	Syam.g_00870	Syaq.g_00163
OG0000302	Syam.g_00868	Syaq.g_00162
OG0000303	Syam.g_00859	Syaq.g_00152
OG0000304	Syam.g_00853	Syaq.g_00146
OG0000305	Syam.g_00776	Syaq.g_02677
OG0000306	Syam.g_01757	Syaq.g_01861
OG0000307	Syam.g_00566	Syaq.g_01754
OG0000308	Syam.g_00564	Syaq.g_01752
OG0000309	Syam.g_00559	Syaq.g_01747
OG0000310	Syam.g_01591	Syaq.g_00347
OG0000311	Syam.g_01595	Syaq.g_00352
OG0000312	Syam.g_01601	Syaq.g_00359
OG0000313	Syam.g_01617	Syaq.g_00379
OG0000314	Syam.g_01647	Syaq.g_00408
OG0000315	Syam.g_01658	Syaq.g_00418
OG0000316	Syam.g_01945	Syaq.g_01716
OG0000317	Syam.g_01987	Syaq.g_01675
OG0000318	Syam.g_01991	Syaq.g_01672
OG0000319	Syam.g_02006	Syaq.g_01657
OG0000320	Syam.g_02008	Syaq.g_01655
OG0000321	Syam.g_02009	Syaq.g_01654
OG0000322	Syam.g_02010	Syaq.g_01653
OG0000323	Syam.g_02025	Syaq.g_01638
OG0000324	Syam.g_01906	Syaq.g_01605
OG0000325	Syam.g_00289	Syaq.g_00693
OG0000326	Syam.g_00296	Syaq.g_00686
OG0000327	Syam.g_00325	Syaq.g_00652
OG0000328	Syam.g_00326	Syaq.g_00651
OG0000329	Syam.g_00344	Syaq.g_00633
OG0000330	Syam.g_00345	Syaq.g_00632
OG0000331	Syam.g_00346	Syaq.g_00631
OG0000332	Syam.g_00361	Syaq.g_00616
OG0000333	Syam.g_00364	Syaq.g_00613
OG0000334	Syam.g_00375	Syaq.g_00603
OG0000335	Syam.g_00380	Syaq.g_00598
OG0000336	Syam.g_00384	Syaq.g_00594
OG0000337	Syam.g_00155	Syaq.g_00975
OG0000338	Syam.g_00153	Syaq.g_00981
OG0000339	Syam.g_00147	Syaq.g_00988
OG0000340	Syam.g_00137	Syaq.g_01005
OG0000341	Syam.g_00135	Syaq.g_01007
OG0000342	Syam.g_00134	Syaq.g_01008
OG0000343	Syam.g_00133	Syaq.g_01010
OG0000344	Syam.g_00129	Syaq.g_01014
OG0000345	Syam.g_00119	Syaq.g_01024
OG0000346	Syam.g_00114	Syaq.g_01029
OG0000347	Syam.g_00083	Syaq.g_01057
OG0000348	Syam.g_00068	Syaq.g_01070
OG0000349	Syam.g_00050	Syaq.g_01099
OG0000350	Syam.g_00303	Syaq.g_00679
OG0000351	Syam.g_02420	Syaq.g_01179
OG0000352	Syam.g_02421	Syaq.g_01178
OG0000353	Syam.g_02445	Syaq.g_01151
OG0000354	Syam.g_00626, Syam.g_00625	Syaq.g_01816
OG0000355	Syam.g_00001	Syaq.g_01149
OG0000356	Syam.g_00002	Syaq.g_01148
OG0000357	Syam.g_00003	Syaq.g_01147
OG0000358	Syam.g_00007	Syaq.g_01143
OG0000359	Syam.g_00009	Syaq.g_01141
OG0000360	Syam.g_00010	Syaq.g_01140
OG0000361	Syam.g_00011	Syaq.g_01139
OG0000362	Syam.g_00013	Syaq.g_01137
OG0000363	Syam.g_00015	Syaq.g_01135
OG0000364	Syam.g_00016	Syaq.g_01134
OG0000365	Syam.g_00025	Syaq.g_01125
OG0000366	Syam.g_00026	Syaq.g_01124
OG0000367	Syam.g_00027	Syaq.g_01123
OG0000368	Syam.g_00029	Syaq.g_01121
OG0000369	Syam.g_00030	Syaq.g_01120
OG0000370	Syam.g_00031	Syaq.g_01119
OG0000371	Syam.g_00038	Syaq.g_01111
OG0000372	Syam.g_00043	Syaq.g_01106
OG0000373	Syam.g_00044	Syaq.g_01105
OG0000374	Syam.g_00045	Syaq.g_01104
OG0000375	Syam.g_00046	Syaq.g_01103
OG0000376	Syam.g_00048	Syaq.g_01101
OG0000377	Syam.g_02306	Syaq.g_01270
OG0000378	Syam.g_02297	Syaq.g_01286
OG0000379	Syam.g_02294	Syaq.g_01291
OG0000380	Syam.g_02060	Syaq.g_01560
OG0000381	Syam.g_02063	Syaq.g_01558
OG0000382	Syam.g_02080	Syaq.g_01540
OG0000383	Syam.g_02083	Syaq.g_01535
OG0000384	Syam.g_02084	Syaq.g_01534
OG0000385	Syam.g_02085	Syaq.g_01533
OG0000386	Syam.g_02086	Syaq.g_01532
OG0000387	Syam.g_02112	Syaq.g_01495
OG0000388	Syam.g_02116	Syaq.g_01491
OG0000389	Syam.g_02120	Syaq.g_01488
OG0000390	Syam.g_02136	Syaq.g_01473
OG0000391	Syam.g_02141	Syaq.g_01468
OG0000392	Syam.g_02147	Syaq.g_01463
OG0000393	Syam.g_02149	Syaq.g_01460
OG0000394	Syam.g_02150	Syaq.g_01459
OG0000395	Syam.g_02151	Syaq.g_01458
OG0000396	Syam.g_02153	Syaq.g_01455
OG0000397	Syam.g_02160	Syaq.g_01453
OG0000398	Syam.g_02165	Syaq.g_01448
OG0000399	Syam.g_02166	Syaq.g_01447
OG0000400	Syam.g_02167	Syaq.g_01446
OG0000401	Syam.g_02168	Syaq.g_01445
OG0000402	Syam.g_02171	Syaq.g_01443
OG0000403	Syam.g_02172	Syaq.g_01442
OG0000404	Syam.g_02173	Syaq.g_01440
OG0000405	Syam.g_02189	Syaq.g_01429
OG0000406	Syam.g_02193	Syaq.g_01422
OG0000407	Syam.g_02194	Syaq.g_01421
OG0000408	Syam.g_02196	Syaq.g_01419
OG0000409	Syam.g_02198	Syaq.g_01417
OG0000410	Syam.g_02199	Syaq.g_01416
OG0000411	Syam.g_02200	Syaq.g_01415
OG0000412	Syam.g_02201	Syaq.g_01414
OG0000413	Syam.g_02203	Syaq.g_01412
OG0000414	Syam.g_02204	Syaq.g_01411
OG0000415	Syam.g_02205	Syaq.g_01410
OG0000416	Syam.g_02206	Syaq.g_01409
OG0000417	Syam.g_02207	Syaq.g_01408
OG0000418	Syam.g_02212	Syaq.g_01403
OG0000419	Syam.g_02214	Syaq.g_01401
OG0000420	Syam.g_02216	Syaq.g_01400
OG0000421	Syam.g_02221	Syaq.g_01395
OG0000422	Syam.g_02222	Syaq.g_01394
OG0000423	Syam.g_02223	Syaq.g_01393
OG0000424	Syam.g_02224	Syaq.g_01392
OG0000425	Syam.g_02225	Syaq.g_01391
OG0000426	Syam.g_02226	Syaq.g_01390
OG0000427	Syam.g_02227	Syaq.g_01389
OG0000428	Syam.g_02230	Syaq.g_01386
OG0000429	Syam.g_02232	Syaq.g_01384
OG0000430	Syam.g_02233	Syaq.g_01383
OG0000431	Syam.g_02237	Syaq.g_01380
OG0000432	Syam.g_02243	Syaq.g_01374
OG0000433	Syam.g_02244	Syaq.g_01369
OG0000434	Syam.g_02245	Syaq.g_01368
OG0000435	Syam.g_02246	Syaq.g_01367
OG0000436	Syam.g_02252	Syaq.g_01361
OG0000437	Syam.g_02253	Syaq.g_01360
OG0000438	Syam.g_02254	Syaq.g_01359
OG0000439	Syam.g_02256	Syaq.g_01357
OG0000440	Syam.g_02257	Syaq.g_01356
OG0000441	Syam.g_02261	Syaq.g_01352
OG0000442	Syam.g_02262	Syaq.g_01350
OG0000443	Syam.g_02263	Syaq.g_01347
OG0000444	Syam.g_02268	Syaq.g_01333
OG0000445	Syam.g_02269	Syaq.g_01332
OG0000446	Syam.g_02270	Syaq.g_01330
OG0000447	Syam.g_02272	Syaq.g_01328
OG0000448	Syam.g_02273	Syaq.g_01327
OG0000449	Syam.g_02274	Syaq.g_01320
OG0000450	Syam.g_02275	Syaq.g_01313
OG0000451	Syam.g_02276	Syaq.g_01312
OG0000452	Syam.g_02280	Syaq.g_01308
OG0000453	Syam.g_02281	Syaq.g_01307
OG0000454	Syam.g_02282	Syaq.g_01306
OG0000455	Syam.g_02283	Syaq.g_01305
OG0000456	Syam.g_02284	Syaq.g_01304
OG0000457	Syam.g_02286	Syaq.g_01302
OG0000458	Syam.g_02287	Syaq.g_01299
OG0000459	Syam.g_02288	Syaq.g_01298
OG0000460	Syam.g_00506	Syaq.g_01577
OG0000461	Syam.g_00284	Syaq.g_00707
OG0000462	Syam.g_00281	Syaq.g_00710
OG0000463	Syam.g_00280	Syaq.g_00711
OG0000464	Syam.g_00279	Syaq.g_00712
OG0000465	Syam.g_00277	Syaq.g_00714
OG0000466	Syam.g_00273	Syaq.g_00718
OG0000467	Syam.g_00271	Syaq.g_00720
OG0000468	Syam.g_00266	Syaq.g_00725
OG0000469	Syam.g_00253	Syaq.g_00739
OG0000470	Syam.g_00251	Syaq.g_00741
OG0000471	Syam.g_00250	Syaq.g_00742
OG0000472	Syam.g_00248	Syaq.g_00744
OG0000473	Syam.g_00246	Syaq.g_00746
OG0000474	Syam.g_00245	Syaq.g_00747
OG0000475	Syam.g_00244	Syaq.g_00748
OG0000476	Syam.g_00242	Syaq.g_00750
OG0000477	Syam.g_00236	Syaq.g_00756
OG0000478	Syam.g_00235	Syaq.g_00757
OG0000479	Syam.g_00234	Syaq.g_00759
OG0000480	Syam.g_00227	Syaq.g_00766
OG0000481	Syam.g_00225	Syaq.g_00768
OG0000482	Syam.g_00224	Syaq.g_00769
OG0000483	Syam.g_00220	Syaq.g_00773
OG0000484	Syam.g_00219	Syaq.g_00774
OG0000485	Syam.g_00218	Syaq.g_00775
OG0000486	Syam.g_00217	Syaq.g_00776
OG0000487	Syam.g_00211	Syaq.g_00782
OG0000488	Syam.g_00207	Syaq.g_00845
OG0000489	Syam.g_00197	Syaq.g_00857
OG0000490	Syam.g_00189	Syaq.g_00864
OG0000491	Syam.g_00187	Syaq.g_00865
OG0000492	Syam.g_00185	Syaq.g_00869
OG0000493	Syam.g_00184	Syaq.g_00870
OG0000494	Syam.g_00183	Syaq.g_00871
OG0000495	Syam.g_00182	Syaq.g_00872
OG0000496	Syam.g_00181	Syaq.g_00873
OG0000497	Syam.g_00180	Syaq.g_00874
OG0000498	Syam.g_00179	Syaq.g_00875
OG0000499	Syam.g_00178	Syaq.g_00876
OG0000500	Syam.g_00177	Syaq.g_00877
OG0000501	Syam.g_00174	Syaq.g_00880
OG0000502	Syam.g_00165	Syaq.g_00953
OG0000503	Syam.g_00457	Syaq.g_00559
OG0000504	Syam.g_00459	Syaq.g_00557
OG0000505	Syam.g_00460	Syaq.g_00556
OG0000506	Syam.g_00462	Syaq.g_00554
OG0000507	Syam.g_00468	Syaq.g_00548
OG0000508	Syam.g_00472	Syaq.g_00544
OG0000509	Syam.g_00474	Syaq.g_00542
OG0000510	Syam.g_00475	Syaq.g_00538
OG0000511	Syam.g_00476	Syaq.g_00537
OG0000512	Syam.g_00478	Syaq.g_00535
OG0000513	Syam.g_00493	Syaq.g_00525
OG0000514	Syam.g_00499	Syaq.g_00514
OG0000515	Syam.g_00500	Syaq.g_00513
OG0000516	Syam.g_01862	Syaq.g_00509
OG0000517	Syam.g_01868	Syaq.g_00502
OG0000518	Syam.g_01851	Syaq.g_00490
OG0000519	Syam.g_01850	Syaq.g_00489
OG0000520	Syam.g_01849	Syaq.g_00488
OG0000521	Syam.g_01696	Syaq.g_00477
OG0000522	Syam.g_01694	Syaq.g_00475
OG0000523	Syam.g_01693	Syaq.g_00474
OG0000524	Syam.g_01681	Syaq.g_00469
OG0000525	Syam.g_01677	Syaq.g_00450
OG0000526	Syam.g_01674	Syaq.g_00448
OG0000527	Syam.g_01670	Syaq.g_00444
OG0000528	Syam.g_00580	Syaq.g_01768
OG0000529	Syam.g_00584	Syaq.g_01773
OG0000530	Syam.g_00587	Syaq.g_01776
OG0000531	Syam.g_00588	Syaq.g_01777
OG0000532	Syam.g_00591	Syaq.g_01780
OG0000533	Syam.g_00592	Syaq.g_01782
OG0000534	Syam.g_00593	Syaq.g_01783
OG0000535	Syam.g_00594	Syaq.g_01784
OG0000536	Syam.g_00595	Syaq.g_01785
OG0000537	Syam.g_00596	Syaq.g_01786
OG0000538	Syam.g_00607	Syaq.g_01798
OG0000539	Syam.g_00608	Syaq.g_01799
OG0000540	Syam.g_00609	Syaq.g_01800
OG0000541	Syam.g_00610	Syaq.g_01801
OG0000542	Syam.g_00613	Syaq.g_01804
OG0000543	Syam.g_00615	Syaq.g_01806
OG0000544	Syam.g_00616	Syaq.g_02567, Syaq.g_01807
OG0000545	Syam.g_00618	Syaq.g_01809
OG0000546	Syam.g_00620	Syaq.g_01811
OG0000547	Syam.g_00622	Syaq.g_01813
OG0000548	Syam.g_00623	Syaq.g_01814
OG0000549	Syam.g_00630	Syaq.g_01819
OG0000550	Syam.g_00635	Syaq.g_01824
OG0000551	Syam.g_00640	Syaq.g_01829
OG0000552	Syam.g_00641	Syaq.g_01830
OG0000553	Syam.g_00643	Syaq.g_01834
OG0000554	Syam.g_00652	Syaq.g_01839
OG0000555	Syam.g_00667	Syaq.g_01857
OG0000556	Syam.g_00670	Syaq.g_01925
OG0000557	Syam.g_00672	Syaq.g_01927
OG0000558	Syam.g_00675	Syaq.g_01929
OG0000559	Syam.g_00679	Syaq.g_01933
OG0000560	Syam.g_00682	Syaq.g_01936
OG0000561	Syam.g_00683	Syaq.g_01937
OG0000562	Syam.g_00684	Syaq.g_01938
OG0000563	Syam.g_00685	Syaq.g_01939
OG0000564	Syam.g_00686	Syaq.g_01940
OG0000565	Syam.g_00690	Syaq.g_01943
OG0000566	Syam.g_00694	Syaq.g_01947
OG0000567	Syam.g_00698	Syaq.g_01951
