Orthogroup	Syam	Pram
OG0000174	Syam.g_02349	Pram.g_01902
OG0000175	Syam.g_02417	Pram.g_01914
OG0000176	Syam.g_00004	Pram.g_01942
OG0000177	Syam.g_00005	Pram.g_01943
OG0000178	Syam.g_00006	Pram.g_01944
OG0000179	Syam.g_00021	Pram.g_00003
OG0000180	Syam.g_00022	Pram.g_00004
OG0000181	Syam.g_00023	Pram.g_00005
OG0000182	Syam.g_00024	Pram.g_00006
OG0000183	Syam.g_00028	Pram.g_00010
OG0000184	Syam.g_02298	Pram.g_00033
OG0000185	Syam.g_02295	Pram.g_00036
OG0000186	Syam.g_02058	Pram.g_00048
OG0000187	Syam.g_02059	Pram.g_00049
OG0000188	Syam.g_02081	Pram.g_00066
OG0000189	Syam.g_02108	Pram.g_00080
OG0000190	Syam.g_02110	Pram.g_00081
OG0000191	Syam.g_02142	Pram.g_00103
OG0000192	Syam.g_02148	Pram.g_00108
OG0000193	Syam.g_02192	Pram.g_00131
OG0000194	Syam.g_02195	Pram.g_00134
OG0000195	Syam.g_02197	Pram.g_00136
OG0000196	Syam.g_02208	Pram.g_00146
OG0000197	Syam.g_02209	Pram.g_00147
OG0000198	Syam.g_02210	Pram.g_00148
OG0000199	Syam.g_02218	Pram.g_00155
OG0000200	Syam.g_02234	Pram.g_00168
OG0000202	Syam.g_02249	Pram.g_00178
OG0000203	Syam.g_02250	Pram.g_00179
OG0000204	Syam.g_02251	Pram.g_00180
OG0000205	Syam.g_02258	Pram.g_00187
OG0000206	Syam.g_02264	Pram.g_00192
OG0000207	Syam.g_02266	Pram.g_00194
OG0000208	Syam.g_02267	Pram.g_00195
OG0000209	Syam.g_02278	Pram.g_00204
OG0000210	Syam.g_02279	Pram.g_00205
OG0000211	Syam.g_00504	Pram.g_00220
OG0000212	Syam.g_00515	Pram.g_00228
OG0000213	Syam.g_00263	Pram.g_00246
OG0000214	Syam.g_00247	Pram.g_00255
OG0000215	Syam.g_00216	Pram.g_00282
OG0000216	Syam.g_00212	Pram.g_00283
OG0000217	Syam.g_00208	Pram.g_00286
OG0000218	Syam.g_00206	Pram.g_00288
OG0000219	Syam.g_00205	Pram.g_00289
OG0000220	Syam.g_00204	Pram.g_00290
OG0000221	Syam.g_00198	Pram.g_00291
OG0000222	Syam.g_00186	Pram.g_00298
OG0000223	Syam.g_00168	Pram.g_00311
OG0000224	Syam.g_00164	Pram.g_00313
OG0000225	Syam.g_00473	Pram.g_00341
OG0000226	Syam.g_00477	Pram.g_00345
OG0000227	Syam.g_00479	Pram.g_00347
OG0000228	Syam.g_00488	Pram.g_00351
OG0000229	Syam.g_01867	Pram.g_00371
OG0000230	Syam.g_01865	Pram.g_00373
OG0000231	Syam.g_01848	Pram.g_00384
OG0000232	Syam.g_01692	Pram.g_00397
OG0000233	Syam.g_01678	Pram.g_00402
OG0000234	Syam.g_01667	Pram.g_00412
OG0000235	Syam.g_00582	Pram.g_00415
OG0000236	Syam.g_00597	Pram.g_00429
OG0000237	Syam.g_00614	Pram.g_00443
OG0000238	Syam.g_00619	Pram.g_00449
OG0000239	Syam.g_00637	Pram.g_00462
OG0000240	Syam.g_00638	Pram.g_00463
OG0000241	Syam.g_01477	Pram.g_00468
OG0000242	Syam.g_00649	Pram.g_00470
OG0000243	Syam.g_00668	Pram.g_00480
OG0000244	Syam.g_00674	Pram.g_00483
OG0000245	Syam.g_00676	Pram.g_00485
OG0000246	Syam.g_00680	Pram.g_00489
OG0000247	Syam.g_00692	Pram.g_00500
OG0000248	Syam.g_00695	Pram.g_00503
OG0000249	Syam.g_00697	Pram.g_00505
OG0000250	Syam.g_01747	Pram.g_00510
OG0000251	Syam.g_01722	Pram.g_00528
OG0000252	Syam.g_01719	Pram.g_00531
OG0000253	Syam.g_01718	Pram.g_00532
OG0000254	Syam.g_01510	Pram.g_00549
OG0000255	Syam.g_01500	Pram.g_00555
OG0000256	Syam.g_01484	Pram.g_00566
OG0000257	Syam.g_01478	Pram.g_01080
OG0000258	Syam.g_01459	Pram.g_01067
OG0000259	Syam.g_01378	Pram.g_01050
OG0000260	Syam.g_01375	Pram.g_01047
OG0000261	Syam.g_01372	Pram.g_01044
OG0000262	Syam.g_01367	Pram.g_01039
OG0000263	Syam.g_00885	Pram.g_00771
OG0000264	Syam.g_00805	Pram.g_00782
OG0000265	Syam.g_01880	Pram.g_00801
OG0000266	Syam.g_01234	Pram.g_01020
OG0000267	Syam.g_01071	Pram.g_01007
OG0000268	Syam.g_01072	Pram.g_01006
OG0000269	Syam.g_01295	Pram.g_00804
OG0000270	Syam.g_01292	Pram.g_00807
OG0000271	Syam.g_01284	Pram.g_00815
OG0000272	Syam.g_01283	Pram.g_00816
OG0000273	Syam.g_00745	Pram.g_00839
OG0000274	Syam.g_00744	Pram.g_00840
OG0000275	Syam.g_00741	Pram.g_00843
OG0000276	Syam.g_00733	Pram.g_00849
OG0000277	Syam.g_00732	Pram.g_00850
OG0000278	Syam.g_00729	Pram.g_00853
OG0000279	Syam.g_00721	Pram.g_00861
OG0000280	Syam.g_00701	Pram.g_00862
OG0000281	Syam.g_00943	Pram.g_00870
OG0000282	Syam.g_01347	Pram.g_00736
OG0000283	Syam.g_01087	Pram.g_00916
OG0000284	Syam.g_01093	Pram.g_00921
OG0000285	Syam.g_01105	Pram.g_00926
OG0000286	Syam.g_01123	Pram.g_00942
OG0000287	Syam.g_01153	Pram.g_01199
OG0000288	Syam.g_01186	Pram.g_00977
OG0000289	Syam.g_01201	Pram.g_00992
OG0000290	Syam.g_00771	Pram.g_00891
OG0000291	Syam.g_00773	Pram.g_00889
OG0000292	Syam.g_02439	Pram.g_01185
OG0000293	Syam.g_01806	Pram.g_01150
OG0000294	Syam.g_01805	Pram.g_01149
OG0000295	Syam.g_01771	Pram.g_01125
OG0000296	Syam.g_01769	Pram.g_01123
OG0000297	Syam.g_00906	Pram.g_01114
OG0000298	Syam.g_00905	Pram.g_01113
OG0000299	Syam.g_00878	Pram.g_01094
OG0000300	Syam.g_00871	Pram.g_01091
OG0000301	Syam.g_00870	Pram.g_01090
OG0000302	Syam.g_00868	Pram.g_01088
OG0000303	Syam.g_00859	Pram.g_01082
OG0000304	Syam.g_00853	Pram.g_00571
OG0000305	Syam.g_00776	Pram.g_01183
OG0000306	Syam.g_01757	Pram.g_00874
OG0000307	Syam.g_00566	Pram.g_01458
OG0000308	Syam.g_00564	Pram.g_01457
OG0000309	Syam.g_00559	Pram.g_01453
OG0000310	Syam.g_01591	Pram.g_01395
OG0000311	Syam.g_01595	Pram.g_01393
OG0000312	Syam.g_01601	Pram.g_01390
OG0000313	Syam.g_01617	Pram.g_01374
OG0000314	Syam.g_01647	Pram.g_01351
OG0000315	Syam.g_01658	Pram.g_01341
OG0000316	Syam.g_01945	Pram.g_01315
OG0000317	Syam.g_01987	Pram.g_01629
OG0000318	Syam.g_01991	Pram.g_01633
OG0000319	Syam.g_02006	Pram.g_01646
OG0000320	Syam.g_02008	Pram.g_01648
OG0000321	Syam.g_02009	Pram.g_01649
OG0000322	Syam.g_02010	Pram.g_01650
OG0000323	Syam.g_02025	Pram.g_01659
OG0000324	Syam.g_01906	Pram.g_01687
OG0000325	Syam.g_00289	Pram.g_01697
OG0000326	Syam.g_00296	Pram.g_01704
OG0000327	Syam.g_00325	Pram.g_01728
OG0000328	Syam.g_00326	Pram.g_01729
OG0000329	Syam.g_00344	Pram.g_01746
OG0000330	Syam.g_00345	Pram.g_01747
OG0000331	Syam.g_00346	Pram.g_01748
OG0000332	Syam.g_00361	Pram.g_01762
OG0000333	Syam.g_00364	Pram.g_01764
OG0000334	Syam.g_00375	Pram.g_01773
OG0000335	Syam.g_00380	Pram.g_01778
OG0000336	Syam.g_00384	Pram.g_01782
OG0000337	Syam.g_00155	Pram.g_01801
OG0000338	Syam.g_00153	Pram.g_01802
OG0000339	Syam.g_00147	Pram.g_01808
OG0000340	Syam.g_00137	Pram.g_01817
OG0000341	Syam.g_00135	Pram.g_01819
OG0000342	Syam.g_00134	Pram.g_01820
OG0000343	Syam.g_00133	Pram.g_01821
OG0000344	Syam.g_00129	Pram.g_01824
OG0000345	Syam.g_00119	Pram.g_01830
OG0000346	Syam.g_00114	Pram.g_01834
OG0000347	Syam.g_00083	Pram.g_01851
OG0000348	Syam.g_00068	Pram.g_01859
OG0000349	Syam.g_00050	Pram.g_01877
OG0000350	Syam.g_00303	Pram.g_01898
OG0000351	Syam.g_02420	Pram.g_01917
OG0000352	Syam.g_02421	Pram.g_01918
OG0000353	Syam.g_02445	Pram.g_01937
OG0000355	Syam.g_00001	Pram.g_01939
OG0000356	Syam.g_00002	Pram.g_01940
OG0000357	Syam.g_00003	Pram.g_01941
OG0000358	Syam.g_00007	Pram.g_01945
OG0000359	Syam.g_00009	Pram.g_01946
OG0000360	Syam.g_00010	Pram.g_01947
OG0000361	Syam.g_00011	Pram.g_01948
OG0000362	Syam.g_00013	Pram.g_01950
OG0000363	Syam.g_00015	Pram.g_00001
OG0000364	Syam.g_00016	Pram.g_00002
OG0000365	Syam.g_00025	Pram.g_00007
OG0000366	Syam.g_00026	Pram.g_00008
OG0000367	Syam.g_00027	Pram.g_00009
OG0000368	Syam.g_00029	Pram.g_00011
OG0000369	Syam.g_00030	Pram.g_00012
OG0000370	Syam.g_00031	Pram.g_00013
OG0000371	Syam.g_00038	Pram.g_00019
OG0000372	Syam.g_00043	Pram.g_00021
OG0000373	Syam.g_00044	Pram.g_00022
OG0000374	Syam.g_00045	Pram.g_00023
OG0000375	Syam.g_00046	Pram.g_00024
OG0000376	Syam.g_00048	Pram.g_00026
OG0000377	Syam.g_02306	Pram.g_00030
OG0000378	Syam.g_02297	Pram.g_00034
OG0000379	Syam.g_02294	Pram.g_00037
OG0000380	Syam.g_02060	Pram.g_00050
OG0000381	Syam.g_02063	Pram.g_00055
OG0000382	Syam.g_02080	Pram.g_00065
OG0000383	Syam.g_02083	Pram.g_00067
OG0000384	Syam.g_02084	Pram.g_00068
OG0000385	Syam.g_02085	Pram.g_00069
OG0000386	Syam.g_02086	Pram.g_00070
OG0000387	Syam.g_02112	Pram.g_00083
OG0000388	Syam.g_02116	Pram.g_00087
OG0000389	Syam.g_02120	Pram.g_00090
OG0000390	Syam.g_02136	Pram.g_00099
OG0000391	Syam.g_02141	Pram.g_00102
OG0000392	Syam.g_02147	Pram.g_00106
OG0000393	Syam.g_02149	Pram.g_00109
OG0000394	Syam.g_02150	Pram.g_00110
OG0000395	Syam.g_02151	Pram.g_00111
OG0000396	Syam.g_02153	Pram.g_00113
OG0000397	Syam.g_02160	Pram.g_00115
OG0000398	Syam.g_02165	Pram.g_00118
OG0000399	Syam.g_02166	Pram.g_00119
OG0000400	Syam.g_02167	Pram.g_00120
OG0000401	Syam.g_02168	Pram.g_00121
OG0000402	Syam.g_02171	Pram.g_01001
OG0000403	Syam.g_02172	Pram.g_00123
OG0000404	Syam.g_02173	Pram.g_00124
OG0000405	Syam.g_02189	Pram.g_00128
OG0000406	Syam.g_02193	Pram.g_00132
OG0000407	Syam.g_02194	Pram.g_00133
OG0000408	Syam.g_02196	Pram.g_00135
OG0000409	Syam.g_02198	Pram.g_00137
OG0000410	Syam.g_02199	Pram.g_00138
OG0000411	Syam.g_02200	Pram.g_00139
OG0000412	Syam.g_02201	Pram.g_00140
OG0000413	Syam.g_02203	Pram.g_00141
OG0000414	Syam.g_02204	Pram.g_00142
OG0000415	Syam.g_02205	Pram.g_00143
OG0000416	Syam.g_02206	Pram.g_00144
OG0000417	Syam.g_02207	Pram.g_00145
OG0000418	Syam.g_02212	Pram.g_00150
OG0000419	Syam.g_02214	Pram.g_00152
OG0000420	Syam.g_02216	Pram.g_00153
OG0000421	Syam.g_02221	Pram.g_00157
OG0000422	Syam.g_02222	Pram.g_00158
OG0000423	Syam.g_02223	Pram.g_00159
OG0000424	Syam.g_02224	Pram.g_00160
OG0000425	Syam.g_02225	Pram.g_00161
OG0000426	Syam.g_02226	Pram.g_00162
OG0000427	Syam.g_02227	Pram.g_00163
OG0000428	Syam.g_02230	Pram.g_00165
OG0000429	Syam.g_02232	Pram.g_00166
OG0000430	Syam.g_02233	Pram.g_00167
OG0000431	Syam.g_02237	Pram.g_00169
OG0000432	Syam.g_02243	Pram.g_00173
OG0000433	Syam.g_02244	Pram.g_00174
OG0000434	Syam.g_02245	Pram.g_00175
OG0000435	Syam.g_02246	Pram.g_00176
OG0000436	Syam.g_02252	Pram.g_00181
OG0000437	Syam.g_02253	Pram.g_00182
OG0000438	Syam.g_02254	Pram.g_00183
OG0000439	Syam.g_02256	Pram.g_00185
OG0000440	Syam.g_02257	Pram.g_00186
OG0000441	Syam.g_02261	Pram.g_00189
OG0000442	Syam.g_02262	Pram.g_00190
OG0000443	Syam.g_02263	Pram.g_00191
OG0000444	Syam.g_02268	Pram.g_00196
OG0000445	Syam.g_02269	Pram.g_00197
OG0000446	Syam.g_02270	Pram.g_00198
OG0000447	Syam.g_02272	Pram.g_00199
OG0000448	Syam.g_02273	Pram.g_00200
OG0000449	Syam.g_02274	Pram.g_00201
OG0000450	Syam.g_02275	Pram.g_00202
OG0000451	Syam.g_02276	Pram.g_00203
OG0000452	Syam.g_02280	Pram.g_00206
OG0000453	Syam.g_02281	Pram.g_00207
OG0000454	Syam.g_02282	Pram.g_00208
OG0000455	Syam.g_02283	Pram.g_00209
OG0000456	Syam.g_02284	Pram.g_00210
OG0000457	Syam.g_02286	Pram.g_00212
OG0000458	Syam.g_02287	Pram.g_00213
OG0000459	Syam.g_02288	Pram.g_00214
OG0000460	Syam.g_00506	Pram.g_00222
OG0000461	Syam.g_00284	Pram.g_00230
OG0000462	Syam.g_00281	Pram.g_00232
OG0000463	Syam.g_00280	Pram.g_00233
OG0000464	Syam.g_00279	Pram.g_00234
OG0000465	Syam.g_00277	Pram.g_00235
OG0000466	Syam.g_00273	Pram.g_00238
OG0000467	Syam.g_00271	Pram.g_00239
OG0000468	Syam.g_00266	Pram.g_00242
OG0000469	Syam.g_00253	Pram.g_00250
OG0000470	Syam.g_00251	Pram.g_00252
OG0000471	Syam.g_00250	Pram.g_00253
OG0000472	Syam.g_00248	Pram.g_00254
OG0000473	Syam.g_00246	Pram.g_00256
OG0000474	Syam.g_00245	Pram.g_00257
OG0000475	Syam.g_00244	Pram.g_00258
OG0000476	Syam.g_00242	Pram.g_00260
OG0000477	Syam.g_00236	Pram.g_00263
OG0000478	Syam.g_00235	Pram.g_00264
OG0000479	Syam.g_00234	Pram.g_00265
OG0000480	Syam.g_00227	Pram.g_00270
OG0000481	Syam.g_00225	Pram.g_00273
OG0000482	Syam.g_00224	Pram.g_00274
OG0000483	Syam.g_00220	Pram.g_00277
OG0000484	Syam.g_00219	Pram.g_00278
OG0000485	Syam.g_00218	Pram.g_00280
OG0000486	Syam.g_00217	Pram.g_00281
OG0000487	Syam.g_00211	Pram.g_00284
OG0000488	Syam.g_00207	Pram.g_00287
OG0000489	Syam.g_00197	Pram.g_00292
OG0000490	Syam.g_00189	Pram.g_00296
OG0000491	Syam.g_00187	Pram.g_00297
OG0000492	Syam.g_00185	Pram.g_00299
OG0000493	Syam.g_00184	Pram.g_00300
OG0000494	Syam.g_00183	Pram.g_00301
OG0000495	Syam.g_00182	Pram.g_00302
OG0000496	Syam.g_00181	Pram.g_00303
OG0000497	Syam.g_00180	Pram.g_00304
OG0000498	Syam.g_00179	Pram.g_00305
OG0000499	Syam.g_00178	Pram.g_00306
OG0000500	Syam.g_00177	Pram.g_00307
OG0000501	Syam.g_00174	Pram.g_00309
OG0000502	Syam.g_00165	Pram.g_00312
OG0000503	Syam.g_00457	Pram.g_00328
OG0000504	Syam.g_00459	Pram.g_00330
OG0000505	Syam.g_00460	Pram.g_00331
OG0000506	Syam.g_00462	Pram.g_00332
OG0000507	Syam.g_00468	Pram.g_00336
OG0000508	Syam.g_00472	Pram.g_00340
OG0000509	Syam.g_00474	Pram.g_00342
OG0000510	Syam.g_00475	Pram.g_00343
OG0000511	Syam.g_00476	Pram.g_00344
OG0000512	Syam.g_00478	Pram.g_00346
OG0000513	Syam.g_00493	Pram.g_00355
OG0000514	Syam.g_00499	Pram.g_00366
OG0000515	Syam.g_00500	Pram.g_00367
OG0000516	Syam.g_01862	Pram.g_00368
OG0000517	Syam.g_01868	Pram.g_00370
OG0000518	Syam.g_01851	Pram.g_00381
OG0000519	Syam.g_01850	Pram.g_00382
OG0000520	Syam.g_01849	Pram.g_00383
OG0000521	Syam.g_01696	Pram.g_00393
OG0000522	Syam.g_01694	Pram.g_00395
OG0000523	Syam.g_01693	Pram.g_00396
OG0000524	Syam.g_01681	Pram.g_00400
OG0000525	Syam.g_01677	Pram.g_00404
OG0000526	Syam.g_01674	Pram.g_00406
OG0000527	Syam.g_01670	Pram.g_00409
OG0000528	Syam.g_00580	Pram.g_00414
OG0000529	Syam.g_00584	Pram.g_00417
OG0000530	Syam.g_00587	Pram.g_00420
OG0000531	Syam.g_00588	Pram.g_00421
OG0000532	Syam.g_00591	Pram.g_00423
OG0000533	Syam.g_00592	Pram.g_00424
OG0000534	Syam.g_00593	Pram.g_00425
OG0000535	Syam.g_00594	Pram.g_00426
OG0000536	Syam.g_00595	Pram.g_00427
OG0000537	Syam.g_00596	Pram.g_00428
OG0000538	Syam.g_00607	Pram.g_00438
OG0000539	Syam.g_00608	Pram.g_00439
OG0000540	Syam.g_00609	Pram.g_00440
OG0000541	Syam.g_00610	Pram.g_00441
OG0000542	Syam.g_00613	Pram.g_00442
OG0000543	Syam.g_00615	Pram.g_00444
OG0000544	Syam.g_00616	Pram.g_00445
OG0000545	Syam.g_00618	Pram.g_00447
OG0000546	Syam.g_00620	Pram.g_00450
OG0000547	Syam.g_00622	Pram.g_00452
OG0000548	Syam.g_00623	Pram.g_00453
OG0000549	Syam.g_00630	Pram.g_00456
OG0000550	Syam.g_00635	Pram.g_00461
OG0000551	Syam.g_00640	Pram.g_00464
OG0000552	Syam.g_00641	Pram.g_00465
OG0000553	Syam.g_00643	Pram.g_00466
OG0000554	Syam.g_00652	Pram.g_00472
OG0000555	Syam.g_00667	Pram.g_00479
OG0000556	Syam.g_00670	Pram.g_00481
OG0000557	Syam.g_00672	Pram.g_00482
OG0000558	Syam.g_00675	Pram.g_00484
OG0000559	Syam.g_00679	Pram.g_00488
OG0000560	Syam.g_00682	Pram.g_00491
OG0000561	Syam.g_00683	Pram.g_00492
OG0000562	Syam.g_00684	Pram.g_00493
OG0000563	Syam.g_00685	Pram.g_00494
OG0000564	Syam.g_00686	Pram.g_00495
OG0000565	Syam.g_00690	Pram.g_00498
OG0000566	Syam.g_00694	Pram.g_00502
OG0000567	Syam.g_00698	Pram.g_00506
OG0000568	Syam.g_01751	Pram.g_00507
OG0000569	Syam.g_01750	Pram.g_00508
OG0000570	Syam.g_01749	Pram.g_00509
OG0000571	Syam.g_01745	Pram.g_00511
OG0000572	Syam.g_01729	Pram.g_00523
OG0000573	Syam.g_01721	Pram.g_00529
OG0000574	Syam.g_01720	Pram.g_00530
OG0000575	Syam.g_01716	Pram.g_00534
OG0000576	Syam.g_01714	Pram.g_00536
OG0000577	Syam.g_01713	Pram.g_00537
OG0000578	Syam.g_01712	Pram.g_00538
OG0000579	Syam.g_01711	Pram.g_00539
OG0000580	Syam.g_01710	Pram.g_00540
OG0000581	Syam.g_01704	Pram.g_00543
OG0000582	Syam.g_01513	Pram.g_00546
OG0000583	Syam.g_01512	Pram.g_00547
OG0000584	Syam.g_01511	Pram.g_00548
OG0000585	Syam.g_01509	Pram.g_00550
OG0000586	Syam.g_01508	Pram.g_00551
OG0000587	Syam.g_01506	Pram.g_00552
OG0000588	Syam.g_01498	Pram.g_00556
OG0000589	Syam.g_01494	Pram.g_00559
