Orthogroup	Syam	Syaf
OG0000225	Syam.g_00473	Syaf.g_00007
OG0000226	Syam.g_00477	Syaf.g_00003
OG0000227	Syam.g_00479	Syaf.g_00001
OG0000228	Syam.g_00488	Syaf.g_02808
OG0000229	Syam.g_01867	Syaf.g_01214
OG0000230	Syam.g_01865	Syaf.g_01216
OG0000231	Syam.g_01848	Syaf.g_01236
OG0000232	Syam.g_01692	Syaf.g_02536
OG0000233	Syam.g_01678	Syaf.g_02528
OG0000234	Syam.g_01667	Syaf.g_02497
OG0000235	Syam.g_00582	Syaf.g_02722
OG0000236	Syam.g_00597	Syaf.g_02707
OG0000237	Syam.g_00614	Syaf.g_02690
OG0000238	Syam.g_00619	Syaf.g_02685
OG0000239	Syam.g_00637	Syaf.g_02669
OG0000240	Syam.g_00638	Syaf.g_02668
OG0000241	Syam.g_01477	Syaf.g_02322
OG0000242	Syam.g_00649	Syaf.g_02656
OG0000243	Syam.g_00668	Syaf.g_02634
OG0000244	Syam.g_00674	Syaf.g_02627
OG0000245	Syam.g_00676	Syaf.g_02625
OG0000246	Syam.g_00680	Syaf.g_02621
OG0000247	Syam.g_00692	Syaf.g_02610
OG0000248	Syam.g_00695	Syaf.g_02607
OG0000249	Syam.g_00697	Syaf.g_02605
OG0000250	Syam.g_01747	Syaf.g_02593
OG0000251	Syam.g_01722	Syaf.g_02568
OG0000252	Syam.g_01719	Syaf.g_02565
OG0000253	Syam.g_01718	Syaf.g_02564
OG0000254	Syam.g_01510	Syaf.g_02371
OG0000255	Syam.g_01500	Syaf.g_02352
OG0000256	Syam.g_01484	Syaf.g_02329
OG0000257	Syam.g_01478	Syaf.g_02323
OG0000258	Syam.g_01459	Syaf.g_02301
OG0000259	Syam.g_01378	Syaf.g_02137
OG0000260	Syam.g_01375	Syaf.g_02134
OG0000261	Syam.g_01372	Syaf.g_02131
OG0000262	Syam.g_01367	Syaf.g_02126
OG0000263	Syam.g_00885	Syaf.g_01585
OG0000264	Syam.g_00805	Syaf.g_01473
OG0000265	Syam.g_01880	Syaf.g_01196
OG0000266	Syam.g_01234	Syaf.g_01967
OG0000267	Syam.g_01071	Syaf.g_01787
OG0000268	Syam.g_01072	Syaf.g_01788
OG0000269	Syam.g_01295	Syaf.g_02054
OG0000270	Syam.g_01292	Syaf.g_02051
OG0000271	Syam.g_01284	Syaf.g_02043
OG0000272	Syam.g_01283	Syaf.g_02042
OG0000273	Syam.g_00745	Syaf.g_01392
OG0000274	Syam.g_00744	Syaf.g_01391
OG0000275	Syam.g_00741	Syaf.g_01386
OG0000276	Syam.g_00733	Syaf.g_01379
OG0000277	Syam.g_00732	Syaf.g_01378
OG0000278	Syam.g_00729	Syaf.g_01375
OG0000279	Syam.g_00721	Syaf.g_01367
OG0000280	Syam.g_00701	Syaf.g_01337
OG0000281	Syam.g_00943	Syaf.g_01636
OG0000282	Syam.g_01347	Syaf.g_02101
OG0000283	Syam.g_01087	Syaf.g_01804
OG0000284	Syam.g_01093	Syaf.g_01810
OG0000285	Syam.g_01105	Syaf.g_01842
OG0000286	Syam.g_01123	Syaf.g_01860
OG0000287	Syam.g_01153	Syaf.g_01896
OG0000288	Syam.g_01186	Syaf.g_01929
OG0000289	Syam.g_01201	Syaf.g_01943
OG0000290	Syam.g_00771	Syaf.g_01439
OG0000291	Syam.g_00773	Syaf.g_01441
OG0000292	Syam.g_02439	Syaf.g_00505
OG0000293	Syam.g_01806	Syaf.g_01277
OG0000294	Syam.g_01805	Syaf.g_01278
OG0000295	Syam.g_01771	Syaf.g_01316
OG0000296	Syam.g_01769	Syaf.g_01318
OG0000297	Syam.g_00906	Syaf.g_01607
OG0000298	Syam.g_00905	Syaf.g_01606
OG0000299	Syam.g_00878	Syaf.g_01578
OG0000300	Syam.g_00871	Syaf.g_01571
OG0000301	Syam.g_00870	Syaf.g_01570
OG0000302	Syam.g_00868	Syaf.g_01568
OG0000303	Syam.g_00859	Syaf.g_01559
OG0000304	Syam.g_00853	Syaf.g_01551
OG0000305	Syam.g_00776	Syaf.g_01444
OG0000306	Syam.g_01757	Syaf.g_01332
OG0000307	Syam.g_00566	Syaf.g_02742
OG0000308	Syam.g_00564	Syaf.g_02744
OG0000309	Syam.g_00559	Syaf.g_02749
OG0000310	Syam.g_01591	Syaf.g_02387
OG0000311	Syam.g_01595	Syaf.g_02391
OG0000312	Syam.g_01601	Syaf.g_02397
OG0000313	Syam.g_01617	Syaf.g_02421
OG0000314	Syam.g_01647	Syaf.g_02458
OG0000315	Syam.g_01658	Syaf.g_02468
OG0000316	Syam.g_01945	Syaf.g_01088
OG0000317	Syam.g_01987	Syaf.g_01040
OG0000318	Syam.g_01991	Syaf.g_01032
OG0000319	Syam.g_02006	Syaf.g_01015
OG0000320	Syam.g_02008	Syaf.g_01013
OG0000321	Syam.g_02009	Syaf.g_01012
OG0000322	Syam.g_02010	Syaf.g_01011
OG0000323	Syam.g_02025	Syaf.g_00997
OG0000324	Syam.g_01906	Syaf.g_01164
OG0000325	Syam.g_00289	Syaf.g_00176
OG0000326	Syam.g_00296	Syaf.g_00169
OG0000327	Syam.g_00325	Syaf.g_00138
OG0000328	Syam.g_00326	Syaf.g_00137
OG0000329	Syam.g_00344	Syaf.g_00119
OG0000330	Syam.g_00345	Syaf.g_00118
OG0000331	Syam.g_00346	Syaf.g_00117
OG0000332	Syam.g_00361	Syaf.g_00102
OG0000333	Syam.g_00364	Syaf.g_00099
OG0000334	Syam.g_00375	Syaf.g_00090
OG0000335	Syam.g_00380	Syaf.g_00085
OG0000336	Syam.g_00384	Syaf.g_00081
OG0000337	Syam.g_00155	Syaf.g_00344
OG0000338	Syam.g_00153	Syaf.g_00348
OG0000339	Syam.g_00147	Syaf.g_00355
OG0000340	Syam.g_00137	Syaf.g_00366
OG0000341	Syam.g_00135	Syaf.g_00368
OG0000342	Syam.g_00134	Syaf.g_00369
OG0000343	Syam.g_00133	Syaf.g_00370
OG0000344	Syam.g_00129	Syaf.g_00374
OG0000345	Syam.g_00119	Syaf.g_00384
OG0000346	Syam.g_00114	Syaf.g_00389
OG0000347	Syam.g_00083	Syaf.g_00415
OG0000348	Syam.g_00068	Syaf.g_00427
OG0000349	Syam.g_00050	Syaf.g_00445
OG0000350	Syam.g_00303	Syaf.g_00162
OG0000351	Syam.g_02420	Syaf.g_00528
OG0000352	Syam.g_02421	Syaf.g_00527
OG0000353	Syam.g_02445	Syaf.g_00499
OG0000354	Syam.g_00626, Syam.g_00625	Syaf.g_02680
OG0000355	Syam.g_00001	Syaf.g_00497
OG0000356	Syam.g_00002	Syaf.g_00496
OG0000357	Syam.g_00003	Syaf.g_00495
OG0000358	Syam.g_00007	Syaf.g_00491
OG0000359	Syam.g_00009	Syaf.g_00489
OG0000360	Syam.g_00010	Syaf.g_00488
OG0000361	Syam.g_00011	Syaf.g_00487
OG0000362	Syam.g_00013	Syaf.g_00485
OG0000363	Syam.g_00015	Syaf.g_00483
OG0000364	Syam.g_00016	Syaf.g_00482
OG0000365	Syam.g_00025	Syaf.g_00473
OG0000366	Syam.g_00026	Syaf.g_00472
OG0000367	Syam.g_00027	Syaf.g_00471
OG0000368	Syam.g_00029	Syaf.g_00469
OG0000369	Syam.g_00030	Syaf.g_00468
OG0000370	Syam.g_00031	Syaf.g_00467
OG0000371	Syam.g_00038	Syaf.g_00458
OG0000372	Syam.g_00043	Syaf.g_00453
OG0000373	Syam.g_00044	Syaf.g_00452
OG0000374	Syam.g_00045	Syaf.g_00451
OG0000375	Syam.g_00046	Syaf.g_00449
OG0000376	Syam.g_00048	Syaf.g_00447
OG0000377	Syam.g_02306	Syaf.g_00654
OG0000378	Syam.g_02297	Syaf.g_00668
OG0000379	Syam.g_02294	Syaf.g_00686
OG0000380	Syam.g_02060	Syaf.g_00965
OG0000381	Syam.g_02063	Syaf.g_00962
OG0000382	Syam.g_02080	Syaf.g_00945
OG0000383	Syam.g_02083	Syaf.g_00941
OG0000384	Syam.g_02084	Syaf.g_00940
OG0000385	Syam.g_02085	Syaf.g_00939
OG0000386	Syam.g_02086	Syaf.g_00938
OG0000387	Syam.g_02112	Syaf.g_00912
OG0000388	Syam.g_02116	Syaf.g_00908
OG0000389	Syam.g_02120	Syaf.g_00904
OG0000390	Syam.g_02136	Syaf.g_00883
OG0000391	Syam.g_02141	Syaf.g_00878
OG0000392	Syam.g_02147	Syaf.g_00872
OG0000393	Syam.g_02149	Syaf.g_00870
OG0000394	Syam.g_02150	Syaf.g_00869
OG0000395	Syam.g_02151	Syaf.g_00868
OG0000396	Syam.g_02153	Syaf.g_00865
OG0000397	Syam.g_02160	Syaf.g_00863
OG0000398	Syam.g_02165	Syaf.g_00858
OG0000399	Syam.g_02166	Syaf.g_00857
OG0000400	Syam.g_02167	Syaf.g_00856
OG0000401	Syam.g_02168	Syaf.g_00855
OG0000402	Syam.g_02171	Syaf.g_00852
OG0000403	Syam.g_02172	Syaf.g_00851
OG0000404	Syam.g_02173	Syaf.g_00850
OG0000405	Syam.g_02189	Syaf.g_00835
OG0000406	Syam.g_02193	Syaf.g_00831
OG0000407	Syam.g_02194	Syaf.g_00830
OG0000408	Syam.g_02196	Syaf.g_00828
OG0000409	Syam.g_02198	Syaf.g_00826
OG0000410	Syam.g_02199	Syaf.g_00825
OG0000411	Syam.g_02200	Syaf.g_00824
OG0000412	Syam.g_02201	Syaf.g_00823
OG0000413	Syam.g_02203	Syaf.g_00821
OG0000414	Syam.g_02204	Syaf.g_00820
OG0000415	Syam.g_02205	Syaf.g_00819
OG0000416	Syam.g_02206	Syaf.g_00818
OG0000417	Syam.g_02207	Syaf.g_00817
OG0000418	Syam.g_02212	Syaf.g_00812
OG0000419	Syam.g_02214	Syaf.g_00810
OG0000420	Syam.g_02216	Syaf.g_00808
OG0000421	Syam.g_02221	Syaf.g_00803
OG0000422	Syam.g_02222	Syaf.g_00802
OG0000423	Syam.g_02223	Syaf.g_00801
OG0000424	Syam.g_02224	Syaf.g_00800
OG0000425	Syam.g_02225	Syaf.g_00799
OG0000426	Syam.g_02226	Syaf.g_00798
OG0000427	Syam.g_02227	Syaf.g_00797
OG0000428	Syam.g_02230	Syaf.g_00794
OG0000429	Syam.g_02232	Syaf.g_00792
OG0000430	Syam.g_02233	Syaf.g_00790
OG0000431	Syam.g_02237	Syaf.g_00786
OG0000432	Syam.g_02243	Syaf.g_00779
OG0000433	Syam.g_02244	Syaf.g_00777
OG0000434	Syam.g_02245	Syaf.g_00776
OG0000435	Syam.g_02246	Syaf.g_00772
OG0000436	Syam.g_02252	Syaf.g_00767
OG0000437	Syam.g_02253	Syaf.g_00766
OG0000438	Syam.g_02254	Syaf.g_00765
OG0000439	Syam.g_02256	Syaf.g_00763
OG0000440	Syam.g_02257	Syaf.g_00762
OG0000441	Syam.g_02261	Syaf.g_00756
OG0000442	Syam.g_02262	Syaf.g_00743
OG0000443	Syam.g_02263	Syaf.g_00739
OG0000444	Syam.g_02268	Syaf.g_00733
OG0000445	Syam.g_02269	Syaf.g_00729
OG0000446	Syam.g_02270	Syaf.g_00728
OG0000447	Syam.g_02272	Syaf.g_00725
OG0000448	Syam.g_02273	Syaf.g_00724
OG0000449	Syam.g_02274	Syaf.g_00723
OG0000450	Syam.g_02275	Syaf.g_00717
OG0000451	Syam.g_02276	Syaf.g_00716
OG0000452	Syam.g_02280	Syaf.g_00712
OG0000453	Syam.g_02281	Syaf.g_00711
OG0000454	Syam.g_02282	Syaf.g_00710
OG0000455	Syam.g_02283	Syaf.g_00709
OG0000456	Syam.g_02284	Syaf.g_00708
OG0000457	Syam.g_02286	Syaf.g_00706
OG0000458	Syam.g_02287	Syaf.g_00705
OG0000459	Syam.g_02288	Syaf.g_00704
OG0000460	Syam.g_00506	Syaf.g_02789
OG0000461	Syam.g_00284	Syaf.g_00183
OG0000462	Syam.g_00281	Syaf.g_00186
OG0000463	Syam.g_00280	Syaf.g_00187
OG0000464	Syam.g_00279	Syaf.g_00188
OG0000465	Syam.g_00277	Syaf.g_00190
OG0000466	Syam.g_00273	Syaf.g_00194
OG0000467	Syam.g_00271	Syaf.g_00196
OG0000468	Syam.g_00266	Syaf.g_00206
OG0000469	Syam.g_00253	Syaf.g_00220
OG0000470	Syam.g_00251	Syaf.g_00222
OG0000471	Syam.g_00250	Syaf.g_00223
OG0000472	Syam.g_00248	Syaf.g_00225
OG0000473	Syam.g_00246	Syaf.g_00227
OG0000474	Syam.g_00245	Syaf.g_00228
OG0000475	Syam.g_00244	Syaf.g_00229
OG0000476	Syam.g_00242	Syaf.g_00231
OG0000477	Syam.g_00236	Syaf.g_00237
OG0000478	Syam.g_00235	Syaf.g_00238
OG0000479	Syam.g_00234	Syaf.g_00239
OG0000480	Syam.g_00227	Syaf.g_00247
OG0000481	Syam.g_00225	Syaf.g_00249
OG0000482	Syam.g_00224	Syaf.g_00250
OG0000483	Syam.g_00220	Syaf.g_00254
OG0000484	Syam.g_00219	Syaf.g_00255
OG0000485	Syam.g_00218	Syaf.g_00256
OG0000486	Syam.g_00217	Syaf.g_00257
OG0000487	Syam.g_00211	Syaf.g_00263
OG0000488	Syam.g_00207	Syaf.g_00267
OG0000489	Syam.g_00197	Syaf.g_00274
OG0000490	Syam.g_00189	Syaf.g_00284
OG0000491	Syam.g_00187	Syaf.g_00285
OG0000492	Syam.g_00185	Syaf.g_00288
OG0000493	Syam.g_00184	Syaf.g_00289
OG0000494	Syam.g_00183	Syaf.g_00290
OG0000495	Syam.g_00182	Syaf.g_00291
OG0000496	Syam.g_00181	Syaf.g_00292
OG0000497	Syam.g_00180	Syaf.g_00293
OG0000498	Syam.g_00179	Syaf.g_00294
OG0000499	Syam.g_00178	Syaf.g_00295
OG0000500	Syam.g_00177	Syaf.g_00296
OG0000501	Syam.g_00174	Syaf.g_00299
OG0000502	Syam.g_00165	Syaf.g_00319
OG0000503	Syam.g_00457	Syaf.g_00023
OG0000504	Syam.g_00459	Syaf.g_00021
OG0000505	Syam.g_00460	Syaf.g_00020
OG0000506	Syam.g_00462	Syaf.g_00018
OG0000507	Syam.g_00468	Syaf.g_00012
OG0000508	Syam.g_00472	Syaf.g_00008
OG0000509	Syam.g_00474	Syaf.g_00006
OG0000510	Syam.g_00475	Syaf.g_00005
OG0000511	Syam.g_00476	Syaf.g_00004
OG0000512	Syam.g_00478	Syaf.g_00002
OG0000513	Syam.g_00493	Syaf.g_02803
OG0000514	Syam.g_00499	Syaf.g_02796
OG0000515	Syam.g_00500	Syaf.g_02795
OG0000516	Syam.g_01862	Syaf.g_01219
OG0000517	Syam.g_01868	Syaf.g_01213
OG0000518	Syam.g_01851	Syaf.g_01230
OG0000519	Syam.g_01850	Syaf.g_01231
OG0000520	Syam.g_01849	Syaf.g_01235
OG0000521	Syam.g_01696	Syaf.g_02542
OG0000522	Syam.g_01694	Syaf.g_02538
OG0000523	Syam.g_01693	Syaf.g_02537
OG0000524	Syam.g_01681	Syaf.g_02531
OG0000525	Syam.g_01677	Syaf.g_02507
OG0000526	Syam.g_01674	Syaf.g_02504
OG0000527	Syam.g_01670	Syaf.g_02500
OG0000528	Syam.g_00580	Syaf.g_02728
OG0000529	Syam.g_00584	Syaf.g_02720
OG0000530	Syam.g_00587	Syaf.g_02717
OG0000531	Syam.g_00588	Syaf.g_02716
OG0000532	Syam.g_00591	Syaf.g_02713
OG0000533	Syam.g_00592	Syaf.g_02712
OG0000534	Syam.g_00593	Syaf.g_02711
OG0000535	Syam.g_00594	Syaf.g_02710
OG0000536	Syam.g_00595	Syaf.g_02709
OG0000537	Syam.g_00596	Syaf.g_02708
OG0000538	Syam.g_00607	Syaf.g_02697
OG0000539	Syam.g_00608	Syaf.g_02696
OG0000540	Syam.g_00609	Syaf.g_02695
OG0000541	Syam.g_00610	Syaf.g_02694
OG0000542	Syam.g_00613	Syaf.g_02691
OG0000543	Syam.g_00615	Syaf.g_02689
OG0000544	Syam.g_00616	Syaf.g_02688
