Orthogroup	Syam	Syak
OG0000072	Syam.g_02219	Syak.g_02099
OG0000073	Syam.g_00604	Syak.g_02597
OG0000075	Syam.g_00148	Syak.g_01564
OG0000076	Syam.g_00115	Syak.g_01650
OG0000077	Syam.g_02074	Syak.g_02243
OG0000078	Syam.g_00514	Syak.g_02310
OG0000079	Syam.g_00270	Syak.g_01417
OG0000081	Syam.g_01918, Syam.g_00520	Syak.g_00115
OG0000082	Syam.g_01730	Syak.g_02711
OG0000085	Syam.g_01979	Syak.g_02427
OG0000086	Syam.g_02092	Syak.g_02219
OG0000087	Syam.g_02175	Syak.g_02141
OG0000088	Syam.g_02213	Syak.g_02106
OG0000089	Syam.g_00489	Syak.g_01215
OG0000090	Syam.g_00651	Syak.g_02640
OG0000091	Syam.g_01460	Syak.g_00043
OG0000093	Syam.g_01305	Syak.g_00416
OG0000094	Syam.g_01198	Syak.g_00656
OG0000095	Syam.g_00774	Syak.g_00736
OG0000097	Syam.g_00874	Syak.g_00816
OG0000098	Syam.g_00944	Syak.g_00345
OG0000099	Syam.g_00173	Syak.g_01527
OG0000100	Syam.g_01259	Syak.g_00622
OG0000101	Syam.g_00371	Syak.g_01305
OG0000102	Syam.g_00110	Syak.g_01661
OG0000103	Syam.g_02428	Syak.g_01812
OG0000104	Syam.g_02442	Syak.g_01799
OG0000105	Syam.g_00238	Syak.g_01451
OG0000106	Syam.g_01039	Syak.g_00096
OG0000107	Syam.g_00288	Syak.g_01392
OG0000108	Syam.g_00583	Syak.g_02574
OG0000109	Syam.g_00598	Syak.g_02590, Syak.g_01061
OG0000110	Syam.g_01743	Syak.g_02698
OG0000112	Syam.g_01115	Syak.g_00512
OG0000113	Syam.g_01264	Syak.g_00461
OG0000114	Syam.g_01349	Syak.g_00373, Syak.g_00065
OG0000115	Syam.g_01634	Syak.g_01066
OG0000116	Syam.g_01807	Syak.g_00911
OG0000117	Syam.g_00904	Syak.g_00846
OG0000118	Syam.g_01698	Syak.g_00954
OG0000120	Syam.g_00172	Syak.g_01526
OG0000121	Syam.g_01615	Syak.g_01044
OG0000122	Syam.g_01436	Syak.g_00081
OG0000123	Syam.g_00379	Syak.g_01299
OG0000124	Syam.g_00096	Syak.g_01692
OG0000125	Syam.g_02319	Syak.g_01934
OG0000126	Syam.g_02440	Syak.g_01801
OG0000127	Syam.g_02032	Syak.g_02269, Syak.g_02544
OG0000128	Syam.g_00012	Syak.g_01782
OG0000129	Syam.g_02307	Syak.g_01947
OG0000130	Syam.g_02062	Syak.g_02255
OG0000131	Syam.g_02191	Syak.g_02128
OG0000132	Syam.g_02211	Syak.g_02108
OG0000133	Syam.g_01120	Syak.g_00507
OG0000134	Syam.g_00492	Syak.g_01212
OG0000135	Syam.g_02347	Syak.g_01897
OG0000136	Syam.g_01857	Syak.g_01186
OG0000137	Syam.g_01668	Syak.g_01118
OG0000138	Syam.g_00599	Syak.g_02591
OG0000139	Syam.g_00657	Syak.g_02646
OG0000140	Syam.g_00659	Syak.g_02650
OG0000141	Syam.g_01514	Syak.g_02746
OG0000142	Syam.g_01468	Syak.g_00035
OG0000143	Syam.g_01464	Syak.g_00039
OG0000144	Syam.g_01032	Syak.g_00260
OG0000145	Syam.g_00605	Syak.g_02598
OG0000146	Syam.g_01114	Syak.g_00514
OG0000147	Syam.g_01113	Syak.g_00515
OG0000148	Syam.g_01270	Syak.g_00455
OG0000149	Syam.g_00725	Syak.g_00596
OG0000150	Syam.g_00660	Syak.g_02747
OG0000151	Syam.g_01338	Syak.g_00387
OG0000152	Syam.g_01124	Syak.g_00503
OG0000153	Syam.g_01160	Syak.g_00470
OG0000154	Syam.g_01187	Syak.g_00645
OG0000155	Syam.g_01763	Syak.g_00855
OG0000156	Syam.g_01814	Syak.g_00919
OG0000157	Syam.g_01815	Syak.g_00920
OG0000158	Syam.g_00139	Syak.g_01624
OG0000160	Syam.g_01614	Syak.g_01043
OG0000161	Syam.g_01620	Syak.g_01050
OG0000162	Syam.g_01627	Syak.g_01058
OG0000163	Syam.g_01927	Syak.g_02478
OG0000164	Syam.g_02023	Syak.g_02384
OG0000165	Syam.g_01879, Syam.g_01878	Syak.g_02374
OG0000166	Syam.g_00330	Syak.g_01345
OG0000167	Syam.g_00151	Syak.g_01561
OG0000168	Syam.g_00138	Syak.g_01625
OG0000169	Syam.g_00127	Syak.g_01637
OG0000170	Syam.g_00120	Syak.g_01644
OG0000171	Syam.g_00097	Syak.g_01691
OG0000172	Syam.g_00075	Syak.g_01713
OG0000173	Syam.g_00057	Syak.g_01733
OG0000174	Syam.g_02349	Syak.g_01895
OG0000175	Syam.g_02417	Syak.g_01827
OG0000176	Syam.g_00004	Syak.g_01790
OG0000177	Syam.g_00005	Syak.g_01789
OG0000178	Syam.g_00006	Syak.g_01788
OG0000179	Syam.g_00021	Syak.g_01773
OG0000180	Syam.g_00022	Syak.g_01772
OG0000181	Syam.g_00023	Syak.g_01771
OG0000182	Syam.g_00024	Syak.g_01770
OG0000183	Syam.g_00028	Syak.g_01766
OG0000184	Syam.g_02298	Syak.g_01955
OG0000185	Syam.g_02295	Syak.g_01971
OG0000186	Syam.g_02058	Syak.g_02258
OG0000187	Syam.g_02059	Syak.g_02257
OG0000188	Syam.g_02081	Syak.g_02235
OG0000189	Syam.g_02108	Syak.g_02203
OG0000190	Syam.g_02110	Syak.g_01575
OG0000191	Syam.g_02142	Syak.g_02171
OG0000192	Syam.g_02148	Syak.g_02165
OG0000193	Syam.g_02192	Syak.g_02127
OG0000194	Syam.g_02195	Syak.g_02124
OG0000195	Syam.g_02197	Syak.g_02122
OG0000196	Syam.g_02208	Syak.g_02111
OG0000197	Syam.g_02209	Syak.g_02110
OG0000198	Syam.g_02210	Syak.g_02109
OG0000199	Syam.g_02218	Syak.g_02100
OG0000200	Syam.g_02234	Syak.g_02083
OG0000202	Syam.g_02249	Syak.g_02067
OG0000203	Syam.g_02250	Syak.g_02066
OG0000204	Syam.g_02251	Syak.g_02065
OG0000205	Syam.g_02258	Syak.g_02058
OG0000206	Syam.g_02264	Syak.g_02038
OG0000207	Syam.g_02266	Syak.g_02025
OG0000208	Syam.g_02267	Syak.g_02024
OG0000209	Syam.g_02278	Syak.g_01995
OG0000210	Syam.g_02279	Syak.g_01994
OG0000211	Syam.g_00504	Syak.g_02300
OG0000212	Syam.g_00515	Syak.g_02311
OG0000213	Syam.g_00263	Syak.g_01425
OG0000214	Syam.g_00247	Syak.g_01442
OG0000215	Syam.g_00216	Syak.g_01474
OG0000216	Syam.g_00212	Syak.g_01478
OG0000217	Syam.g_00208	Syak.g_01482
OG0000218	Syam.g_00206	Syak.g_01484
OG0000219	Syam.g_00205	Syak.g_01485
OG0000220	Syam.g_00204	Syak.g_01486
OG0000221	Syam.g_00198	Syak.g_01498
OG0000222	Syam.g_00186	Syak.g_01512
OG0000223	Syam.g_00168	Syak.g_01531
OG0000224	Syam.g_00164	Syak.g_01532
OG0000225	Syam.g_00473	Syak.g_01230
OG0000226	Syam.g_00477	Syak.g_01226
OG0000227	Syam.g_00479	Syak.g_01224
OG0000228	Syam.g_00488	Syak.g_01216
OG0000229	Syam.g_01867	Syak.g_01191
OG0000230	Syam.g_01865	Syak.g_01189
OG0000231	Syam.g_01848	Syak.g_01176
OG0000232	Syam.g_01692	Syak.g_01156
OG0000233	Syam.g_01678	Syak.g_01145
OG0000234	Syam.g_01667	Syak.g_01116
OG0000235	Syam.g_00582	Syak.g_02573
OG0000236	Syam.g_00597	Syak.g_02589
OG0000237	Syam.g_00614	Syak.g_02607
OG0000238	Syam.g_00619	Syak.g_02612
OG0000239	Syam.g_00637	Syak.g_02628
OG0000240	Syam.g_00638	Syak.g_02629
OG0000241	Syam.g_01477	Syak.g_00027
OG0000242	Syam.g_00649	Syak.g_02638
OG0000243	Syam.g_00668	Syak.g_02658
OG0000244	Syam.g_00674	Syak.g_02665
OG0000245	Syam.g_00676	Syak.g_02667
OG0000246	Syam.g_00680	Syak.g_02671
OG0000247	Syam.g_00692	Syak.g_02681
OG0000248	Syam.g_00695	Syak.g_02684
OG0000249	Syam.g_00697	Syak.g_02686
OG0000250	Syam.g_01747	Syak.g_02694
OG0000251	Syam.g_01722	Syak.g_02722
OG0000252	Syam.g_01719	Syak.g_02725
OG0000253	Syam.g_01718	Syak.g_02727
OG0000254	Syam.g_01510	Syak.g_02752
OG0000255	Syam.g_01500	Syak.g_02772
OG0000256	Syam.g_01484	Syak.g_00020
OG0000257	Syam.g_01478	Syak.g_00026
OG0000258	Syam.g_01459	Syak.g_00044
OG0000259	Syam.g_01378	Syak.g_00334
OG0000260	Syam.g_01375	Syak.g_00338
OG0000261	Syam.g_01372	Syak.g_00348
OG0000262	Syam.g_01367	Syak.g_00353
OG0000263	Syam.g_00885	Syak.g_00828
OG0000264	Syam.g_00805	Syak.g_00698
OG0000265	Syam.g_01880	Syak.g_00211
OG0000267	Syam.g_01071	Syak.g_00555
OG0000268	Syam.g_01072	Syak.g_00554
OG0000269	Syam.g_01295	Syak.g_00429
OG0000270	Syam.g_01292	Syak.g_00432
OG0000271	Syam.g_01284	Syak.g_00440
OG0000272	Syam.g_01283	Syak.g_00441
OG0000274	Syam.g_00744	Syak.g_00615
OG0000275	Syam.g_00741	Syak.g_00611
OG0000276	Syam.g_00733	Syak.g_00604
OG0000277	Syam.g_00732	Syak.g_00603
OG0000278	Syam.g_00729	Syak.g_00600
OG0000279	Syam.g_00721	Syak.g_00592
OG0000280	Syam.g_00701	Syak.g_00582
OG0000281	Syam.g_00943	Syak.g_00339
OG0000282	Syam.g_01347	Syak.g_00375
OG0000283	Syam.g_01087	Syak.g_00541
OG0000284	Syam.g_01093	Syak.g_00536
OG0000285	Syam.g_01105	Syak.g_00523
OG0000286	Syam.g_01123	Syak.g_00504
OG0000287	Syam.g_01153	Syak.g_00477
OG0000288	Syam.g_01186	Syak.g_00644
OG0000289	Syam.g_01201	Syak.g_00659
OG0000290	Syam.g_00771	Syak.g_00738
OG0000291	Syam.g_00773	Syak.g_00737
OG0000292	Syam.g_02439	Syak.g_01802
OG0000293	Syam.g_01806	Syak.g_00910
OG0000294	Syam.g_01805	Syak.g_00909
OG0000295	Syam.g_01771	Syak.g_00863
OG0000296	Syam.g_01769	Syak.g_00861
OG0000297	Syam.g_00906	Syak.g_00848
OG0000298	Syam.g_00905	Syak.g_00847
OG0000299	Syam.g_00878	Syak.g_00820
OG0000300	Syam.g_00871	Syak.g_00813
OG0000301	Syam.g_00870	Syak.g_00812
OG0000302	Syam.g_00868	Syak.g_00811
OG0000303	Syam.g_00859	Syak.g_00674
OG0000304	Syam.g_00853	Syak.g_00680
OG0000305	Syam.g_00776	Syak.g_00732
OG0000306	Syam.g_01757	Syak.g_00094
OG0000307	Syam.g_00566	Syak.g_02556
OG0000308	Syam.g_00564	Syak.g_02554
OG0000309	Syam.g_00559	Syak.g_02549
OG0000310	Syam.g_01591	Syak.g_00994
OG0000311	Syam.g_01595	Syak.g_00999
OG0000312	Syam.g_01601	Syak.g_01028
OG0000313	Syam.g_01617	Syak.g_01046
OG0000314	Syam.g_01647	Syak.g_01079
OG0000315	Syam.g_01658	Syak.g_01090
OG0000316	Syam.g_01945	Syak.g_02462
OG0000317	Syam.g_01987	Syak.g_02419
OG0000318	Syam.g_01991	Syak.g_02415
OG0000319	Syam.g_02006	Syak.g_02399
OG0000320	Syam.g_02008	Syak.g_02397
OG0000321	Syam.g_02009	Syak.g_02396
OG0000322	Syam.g_02010	Syak.g_02395
OG0000323	Syam.g_02025	Syak.g_02380
OG0000324	Syam.g_01906	Syak.g_02347
OG0000325	Syam.g_00289	Syak.g_01391
OG0000326	Syam.g_00296	Syak.g_01384
OG0000327	Syam.g_00325	Syak.g_01350
OG0000328	Syam.g_00326	Syak.g_01349
OG0000329	Syam.g_00344	Syak.g_01331
OG0000330	Syam.g_00345	Syak.g_01330
OG0000331	Syam.g_00346	Syak.g_01329
OG0000332	Syam.g_00361	Syak.g_01314
OG0000333	Syam.g_00364	Syak.g_01311
OG0000334	Syam.g_00375	Syak.g_01302
OG0000335	Syam.g_00380	Syak.g_01298
OG0000336	Syam.g_00384	Syak.g_01294
OG0000337	Syam.g_00155	Syak.g_01555
OG0000338	Syam.g_00153	Syak.g_01558
OG0000339	Syam.g_00147	Syak.g_01566
OG0000340	Syam.g_00137	Syak.g_01626
OG0000341	Syam.g_00135	Syak.g_01628
OG0000342	Syam.g_00134	Syak.g_01629
OG0000343	Syam.g_00133	Syak.g_01631
OG0000344	Syam.g_00129	Syak.g_01635
OG0000345	Syam.g_00119	Syak.g_01645
OG0000346	Syam.g_00114	Syak.g_01651
OG0000347	Syam.g_00083	Syak.g_01694
OG0000348	Syam.g_00068	Syak.g_01717
OG0000349	Syam.g_00050	Syak.g_01740
OG0000350	Syam.g_00303	Syak.g_01377
OG0000351	Syam.g_02420	Syak.g_01823
OG0000352	Syam.g_02421	Syak.g_01822
OG0000353	Syam.g_02445	Syak.g_01796
OG0000354	Syam.g_00626, Syam.g_00625	Syak.g_02618
OG0000355	Syam.g_00001	Syak.g_01793
OG0000356	Syam.g_00002	Syak.g_01792
OG0000357	Syam.g_00003	Syak.g_01791
OG0000358	Syam.g_00007	Syak.g_01787
OG0000359	Syam.g_00009	Syak.g_01785
OG0000360	Syam.g_00010	Syak.g_01784
OG0000361	Syam.g_00011	Syak.g_01783
OG0000362	Syam.g_00013	Syak.g_01781
OG0000363	Syam.g_00015	Syak.g_01779
OG0000364	Syam.g_00016	Syak.g_01778
OG0000365	Syam.g_00025	Syak.g_01769
OG0000366	Syam.g_00026	Syak.g_01768
OG0000367	Syam.g_00027	Syak.g_01767
OG0000368	Syam.g_00029	Syak.g_01765
OG0000369	Syam.g_00030	Syak.g_01764
OG0000370	Syam.g_00031	Syak.g_01763
OG0000371	Syam.g_00038	Syak.g_01753
OG0000372	Syam.g_00043	Syak.g_01748
OG0000373	Syam.g_00044	Syak.g_01747
OG0000374	Syam.g_00045	Syak.g_01746
OG0000375	Syam.g_00046	Syak.g_01744
OG0000376	Syam.g_00048	Syak.g_01742
OG0000377	Syam.g_02306	Syak.g_01948
OG0000378	Syam.g_02297	Syak.g_01968
OG0000379	Syam.g_02294	Syak.g_01972
OG0000380	Syam.g_02060	Syak.g_02256
OG0000381	Syam.g_02063	Syak.g_02254
OG0000382	Syam.g_02080	Syak.g_02236
OG0000383	Syam.g_02083	Syak.g_02229
OG0000384	Syam.g_02084	Syak.g_02228
OG0000385	Syam.g_02085	Syak.g_02227
OG0000386	Syam.g_02086	Syak.g_02226
OG0000387	Syam.g_02112	Syak.g_02200
OG0000388	Syam.g_02116	Syak.g_02196
OG0000389	Syam.g_02120	Syak.g_02345, Syak.g_02193
OG0000390	Syam.g_02136	Syak.g_02177
OG0000391	Syam.g_02141	Syak.g_02172
OG0000392	Syam.g_02147	Syak.g_02166
OG0000393	Syam.g_02149	Syak.g_02163
OG0000394	Syam.g_02150	Syak.g_02162
OG0000395	Syam.g_02151	Syak.g_02161
OG0000396	Syam.g_02153	Syak.g_02158
OG0000397	Syam.g_02160	Syak.g_02156
OG0000398	Syam.g_02165	Syak.g_02151
OG0000399	Syam.g_02166	Syak.g_02150
OG0000400	Syam.g_02167	Syak.g_02149
OG0000401	Syam.g_02168	Syak.g_02148
OG0000402	Syam.g_02171	Syak.g_02146
OG0000403	Syam.g_02172	Syak.g_02145
OG0000404	Syam.g_02173	Syak.g_02143
OG0000405	Syam.g_02189	Syak.g_02131
OG0000406	Syam.g_02193	Syak.g_02126
OG0000407	Syam.g_02194	Syak.g_02125
OG0000408	Syam.g_02196	Syak.g_02123
OG0000409	Syam.g_02198	Syak.g_02121
OG0000410	Syam.g_02199	Syak.g_02120
OG0000411	Syam.g_02200	Syak.g_02119
OG0000412	Syam.g_02201	Syak.g_02118
OG0000413	Syam.g_02203	Syak.g_02116
OG0000415	Syam.g_02205	Syak.g_02114
OG0000416	Syam.g_02206	Syak.g_02113
OG0000417	Syam.g_02207	Syak.g_02112
OG0000418	Syam.g_02212	Syak.g_02107
OG0000419	Syam.g_02214	Syak.g_02105
OG0000420	Syam.g_02216	Syak.g_02103
OG0000421	Syam.g_02221	Syak.g_02097
OG0000422	Syam.g_02222	Syak.g_02096
OG0000423	Syam.g_02223	Syak.g_02095
OG0000424	Syam.g_02224	Syak.g_02094
OG0000425	Syam.g_02225	Syak.g_02093
OG0000426	Syam.g_02226	Syak.g_02092
OG0000427	Syam.g_02227	Syak.g_02091
OG0000428	Syam.g_02230	Syak.g_02088
OG0000429	Syam.g_02232	Syak.g_02086
OG0000430	Syam.g_02233	Syak.g_02084
OG0000431	Syam.g_02237	Syak.g_02081
OG0000432	Syam.g_02243	Syak.g_02075
OG0000433	Syam.g_02244	Syak.g_02073
OG0000434	Syam.g_02245	Syak.g_02072
OG0000435	Syam.g_02246	Syak.g_02071
OG0000436	Syam.g_02252	Syak.g_02064
OG0000437	Syam.g_02253	Syak.g_02063
OG0000438	Syam.g_02254	Syak.g_02062
OG0000439	Syam.g_02256	Syak.g_02060
OG0000440	Syam.g_02257	Syak.g_02059
OG0000441	Syam.g_02261	Syak.g_02053
OG0000442	Syam.g_02262	Syak.g_02043
OG0000443	Syam.g_02263	Syak.g_02041
OG0000444	Syam.g_02268	Syak.g_02022
OG0000445	Syam.g_02269	Syak.g_02015
OG0000446	Syam.g_02270	Syak.g_02013
OG0000447	Syam.g_02272	Syak.g_02006
OG0000448	Syam.g_02273	Syak.g_02005
OG0000449	Syam.g_02274	Syak.g_02004
OG0000450	Syam.g_02275	Syak.g_01998
OG0000451	Syam.g_02276	Syak.g_01997
OG0000452	Syam.g_02280	Syak.g_01993
OG0000453	Syam.g_02281	Syak.g_01992
OG0000454	Syam.g_02282	Syak.g_01991
OG0000455	Syam.g_02283	Syak.g_01990
OG0000456	Syam.g_02284	Syak.g_01989
OG0000457	Syam.g_02286	Syak.g_01987
OG0000458	Syam.g_02287	Syak.g_01986
OG0000459	Syam.g_02288	Syak.g_01985
OG0000460	Syam.g_00506	Syak.g_02303
OG0000461	Syam.g_00284	Syak.g_01402
OG0000462	Syam.g_00281	Syak.g_01405
OG0000463	Syam.g_00280	Syak.g_01406
OG0000464	Syam.g_00279	Syak.g_01407
OG0000465	Syam.g_00277	Syak.g_01409
OG0000466	Syam.g_00273	Syak.g_01414
OG0000467	Syam.g_00271	Syak.g_01416
OG0000468	Syam.g_00266	Syak.g_01421
OG0000469	Syam.g_00253	Syak.g_01436
OG0000470	Syam.g_00251	Syak.g_01438
OG0000471	Syam.g_00250	Syak.g_01439
OG0000472	Syam.g_00248	Syak.g_01441
OG0000473	Syam.g_00246	Syak.g_01443
OG0000474	Syam.g_00245	Syak.g_01444
OG0000475	Syam.g_00244	Syak.g_01445
OG0000476	Syam.g_00242	Syak.g_01447
OG0000477	Syam.g_00236	Syak.g_01453
OG0000478	Syam.g_00235	Syak.g_01454
OG0000479	Syam.g_00234	Syak.g_01455
OG0000480	Syam.g_00227	Syak.g_01462
OG0000481	Syam.g_00225	Syak.g_01464
OG0000482	Syam.g_00224	Syak.g_01465
OG0000483	Syam.g_00220	Syak.g_01469
OG0000484	Syam.g_00219	Syak.g_01470
OG0000485	Syam.g_00218	Syak.g_01472
OG0000486	Syam.g_00217	Syak.g_01473
OG0000487	Syam.g_00211	Syak.g_01479
OG0000488	Syam.g_00207	Syak.g_01483
OG0000489	Syam.g_00197	Syak.g_01499
OG0000490	Syam.g_00189	Syak.g_01507
OG0000491	Syam.g_00187	Syak.g_01511
OG0000492	Syam.g_00185	Syak.g_01513
OG0000493	Syam.g_00184	Syak.g_01514
OG0000494	Syam.g_00183	Syak.g_01515
OG0000495	Syam.g_00182	Syak.g_01516
OG0000496	Syam.g_00181	Syak.g_01517
OG0000497	Syam.g_00180	Syak.g_01518
OG0000498	Syam.g_00179	Syak.g_01519
OG0000499	Syam.g_00178	Syak.g_01520
OG0000500	Syam.g_00177	Syak.g_01521
OG0000501	Syam.g_00174	Syak.g_01524
OG0000502	Syam.g_00165	Syak.g_01538
OG0000503	Syam.g_00457	Syak.g_01246
OG0000504	Syam.g_00459	Syak.g_01244
OG0000505	Syam.g_00460	Syak.g_01243
OG0000506	Syam.g_00462	Syak.g_01241
OG0000507	Syam.g_00468	Syak.g_01235
OG0000508	Syam.g_00472	Syak.g_01231
OG0000509	Syam.g_00474	Syak.g_01229
OG0000510	Syam.g_00475	Syak.g_01228
OG0000511	Syam.g_00476	Syak.g_01227
OG0000512	Syam.g_00478	Syak.g_01225
OG0000513	Syam.g_00493	Syak.g_01211
OG0000514	Syam.g_00499	Syak.g_01204
OG0000515	Syam.g_00500	Syak.g_01203
OG0000516	Syam.g_01862	Syak.g_01199
OG0000517	Syam.g_01868	Syak.g_01192
OG0000518	Syam.g_01851	Syak.g_01180
OG0000519	Syam.g_01850	Syak.g_01179
OG0000520	Syam.g_01849	Syak.g_01178
OG0000521	Syam.g_01696	Syak.g_01167
OG0000522	Syam.g_01694	Syak.g_01163
OG0000523	Syam.g_01693	Syak.g_01162
OG0000524	Syam.g_01681	Syak.g_01149
OG0000525	Syam.g_01677	Syak.g_01130
OG0000526	Syam.g_01674	Syak.g_01127
OG0000527	Syam.g_01670	Syak.g_01120
OG0000528	Syam.g_00580	Syak.g_02570
OG0000529	Syam.g_00584	Syak.g_02575
OG0000530	Syam.g_00587	Syak.g_02578
OG0000531	Syam.g_00588	Syak.g_02579
OG0000532	Syam.g_00591	Syak.g_02582
OG0000533	Syam.g_00592	Syak.g_02584
OG0000534	Syam.g_00593	Syak.g_02585
OG0000535	Syam.g_00594	Syak.g_02586
OG0000536	Syam.g_00595	Syak.g_02587
OG0000537	Syam.g_00596	Syak.g_02588
OG0000538	Syam.g_00607	Syak.g_02600
OG0000539	Syam.g_00608	Syak.g_02601
OG0000540	Syam.g_00609	Syak.g_02602
OG0000541	Syam.g_00610	Syak.g_02603
OG0000542	Syam.g_00613	Syak.g_02606
OG0000543	Syam.g_00615	Syak.g_02608
OG0000544	Syam.g_00616	Syak.g_02609
OG0000545	Syam.g_00618	Syak.g_02611
OG0000546	Syam.g_00620	Syak.g_02613
OG0000547	Syam.g_00622	Syak.g_02615
OG0000548	Syam.g_00623	Syak.g_02616
OG0000549	Syam.g_00630	Syak.g_02622
OG0000550	Syam.g_00635	Syak.g_02626
OG0000551	Syam.g_00640	Syak.g_02631
OG0000552	Syam.g_00641	Syak.g_02632
OG0000553	Syam.g_00643	Syak.g_02636
OG0000554	Syam.g_00652	Syak.g_02641
OG0000555	Syam.g_00667	Syak.g_02657
OG0000556	Syam.g_00670	Syak.g_02661
OG0000557	Syam.g_00672	Syak.g_02663
OG0000558	Syam.g_00675	Syak.g_02666
OG0000559	Syam.g_00679	Syak.g_02670
OG0000560	Syam.g_00682	Syak.g_02672
OG0000561	Syam.g_00683	Syak.g_02673
OG0000562	Syam.g_00684	Syak.g_02674
OG0000563	Syam.g_00685	Syak.g_02675
OG0000564	Syam.g_00686	Syak.g_02676
OG0000565	Syam.g_00690	Syak.g_02679
OG0000566	Syam.g_00694	Syak.g_02683
OG0000567	Syam.g_00698	Syak.g_02687
OG0000568	Syam.g_01751	Syak.g_02690
OG0000569	Syam.g_01750	Syak.g_02691
OG0000570	Syam.g_01749	Syak.g_02692
OG0000571	Syam.g_01745	Syak.g_02696
OG0000572	Syam.g_01729	Syak.g_02713
OG0000573	Syam.g_01721	Syak.g_02723
OG0000574	Syam.g_01720	Syak.g_02724
OG0000575	Syam.g_01716	Syak.g_02729
OG0000576	Syam.g_01714	Syak.g_02731
OG0000577	Syam.g_01713	Syak.g_02732
OG0000578	Syam.g_01712	Syak.g_02733
OG0000579	Syam.g_01711	Syak.g_02734
OG0000580	Syam.g_01710	Syak.g_02735
OG0000581	Syam.g_01704	Syak.g_02742
