Orthogroup	Syam	Praf
OG0000153	Syam.g_01160	Praf.g_01362
OG0000154	Syam.g_01187	Praf.g_01337
OG0000155	Syam.g_01763	Praf.g_00886
OG0000156	Syam.g_01814	Praf.g_00810
OG0000157	Syam.g_01815	Praf.g_00809
OG0000158	Syam.g_00139	Praf.g_02394
OG0000160	Syam.g_01614	Praf.g_01795
OG0000161	Syam.g_01620	Praf.g_01805
OG0000162	Syam.g_01627	Praf.g_01817
OG0000163	Syam.g_01927	Praf.g_00538
OG0000164	Syam.g_02023	Praf.g_00453
OG0000165	Syam.g_01879, Syam.g_01878	Praf.g_00444
OG0000166	Syam.g_00330	Praf.g_02157
OG0000167	Syam.g_00151	Praf.g_02382, Praf.g_02378, Praf.g_02380
OG0000168	Syam.g_00138	Praf.g_02395
OG0000169	Syam.g_00127	Praf.g_00191
OG0000170	Syam.g_00120	Praf.g_00183
OG0000171	Syam.g_00097	Praf.g_00154
OG0000172	Syam.g_00075	Praf.g_00087
OG0000173	Syam.g_00057	Praf.g_00062
OG0000174	Syam.g_02349	Praf.g_02717
OG0000175	Syam.g_02417	Praf.g_02754
OG0000176	Syam.g_00004	Praf.g_00004
OG0000177	Syam.g_00005	Praf.g_00005
OG0000178	Syam.g_00006	Praf.g_00006
OG0000179	Syam.g_00021	Praf.g_00021
OG0000180	Syam.g_00022	Praf.g_00022
OG0000181	Syam.g_00023	Praf.g_00023
OG0000182	Syam.g_00024	Praf.g_00024
OG0000183	Syam.g_00028	Praf.g_00028
OG0000184	Syam.g_02298	Praf.g_02611
OG0000185	Syam.g_02295	Praf.g_02602
OG0000186	Syam.g_02058	Praf.g_00328
OG0000187	Syam.g_02059	Praf.g_00326
OG0000188	Syam.g_02081	Praf.g_00303
OG0000189	Syam.g_02108	Praf.g_00257
OG0000190	Syam.g_02110	Praf.g_00255
OG0000191	Syam.g_02142	Praf.g_00218
OG0000192	Syam.g_02148	Praf.g_00212
OG0000193	Syam.g_02192	Praf.g_02433
OG0000194	Syam.g_02195	Praf.g_02436
OG0000195	Syam.g_02197	Praf.g_02438
OG0000196	Syam.g_02208	Praf.g_02449
OG0000197	Syam.g_02209	Praf.g_02450
OG0000198	Syam.g_02210	Praf.g_02451
OG0000199	Syam.g_02218	Praf.g_02468
OG0000200	Syam.g_02234	Praf.g_02711, Praf.g_02492
OG0000202	Syam.g_02249	Praf.g_02512
OG0000203	Syam.g_02250	Praf.g_02513
OG0000204	Syam.g_02251	Praf.g_02514
OG0000205	Syam.g_02258	Praf.g_02708, Praf.g_02521
OG0000206	Syam.g_02264	Praf.g_02532
OG0000207	Syam.g_02266	Praf.g_02582
OG0000208	Syam.g_02267	Praf.g_02581
OG0000209	Syam.g_02278	Praf.g_02557
OG0000210	Syam.g_02279	Praf.g_02556
OG0000211	Syam.g_00504	Praf.g_00378
OG0000212	Syam.g_00515	Praf.g_00392
OG0000213	Syam.g_00263	Praf.g_02245
OG0000214	Syam.g_00247	Praf.g_02263
OG0000215	Syam.g_00216	Praf.g_02293
OG0000216	Syam.g_00212	Praf.g_02296
OG0000217	Syam.g_00208	Praf.g_02300
OG0000218	Syam.g_00206	Praf.g_02302
OG0000219	Syam.g_00205	Praf.g_02303
OG0000220	Syam.g_00204	Praf.g_02304
OG0000221	Syam.g_00198	Praf.g_02314
OG0000222	Syam.g_00186	Praf.g_02323
OG0000223	Syam.g_00168	Praf.g_02347
OG0000224	Syam.g_00164	Praf.g_02358
OG0000225	Syam.g_00473	Praf.g_02030
OG0000226	Syam.g_00477	Praf.g_02026
OG0000227	Syam.g_00479	Praf.g_02024
OG0000228	Syam.g_00488	Praf.g_02016
OG0000229	Syam.g_01867	Praf.g_01989
OG0000230	Syam.g_01865	Praf.g_01987
OG0000231	Syam.g_01848	Praf.g_01963
OG0000232	Syam.g_01692	Praf.g_01952
OG0000233	Syam.g_01678	Praf.g_01938
OG0000234	Syam.g_01667	Praf.g_01905
OG0000235	Syam.g_00582	Praf.g_00594
OG0000236	Syam.g_00597	Praf.g_00610
OG0000237	Syam.g_00614	Praf.g_00627
OG0000238	Syam.g_00619	Praf.g_00631
OG0000239	Syam.g_00637	Praf.g_00647
OG0000240	Syam.g_00638	Praf.g_00648
OG0000241	Syam.g_01477	Praf.g_01177
OG0000242	Syam.g_00649	Praf.g_00658
OG0000243	Syam.g_00668	Praf.g_00681
OG0000244	Syam.g_00674	Praf.g_00685
OG0000245	Syam.g_00676	Praf.g_00688
OG0000246	Syam.g_00680	Praf.g_00692
OG0000247	Syam.g_00692	Praf.g_00703
OG0000248	Syam.g_00695	Praf.g_00706
OG0000249	Syam.g_00697	Praf.g_00708
OG0000250	Syam.g_01747	Praf.g_00714
OG0000251	Syam.g_01722	Praf.g_00739
OG0000252	Syam.g_01719	Praf.g_00742
OG0000253	Syam.g_01718	Praf.g_00749
OG0000254	Syam.g_01510	Praf.g_00768
OG0000255	Syam.g_01500	Praf.g_01662
OG0000256	Syam.g_01484	Praf.g_01676
OG0000257	Syam.g_01478	Praf.g_01685
OG0000258	Syam.g_01459	Praf.g_01708
OG0000259	Syam.g_01378	Praf.g_01736
OG0000260	Syam.g_01375	Praf.g_01739
OG0000261	Syam.g_01372	Praf.g_01742
OG0000262	Syam.g_01367	Praf.g_01748
OG0000263	Syam.g_00885	Praf.g_02570
OG0000264	Syam.g_00805	Praf.g_01218, Praf.g_01219
OG0000266	Syam.g_01234	Praf.g_01313
OG0000267	Syam.g_01071	Praf.g_01436
OG0000268	Syam.g_01072	Praf.g_01435
OG0000269	Syam.g_01295	Praf.g_01525
OG0000270	Syam.g_01292	Praf.g_01528
OG0000271	Syam.g_01284	Praf.g_01536
OG0000272	Syam.g_01283	Praf.g_01537
OG0000273	Syam.g_00745	Praf.g_01585
OG0000274	Syam.g_00744	Praf.g_01586
OG0000275	Syam.g_00741	Praf.g_01590
OG0000276	Syam.g_00733	Praf.g_01596
OG0000277	Syam.g_00732	Praf.g_01597
OG0000278	Syam.g_00729	Praf.g_01600
OG0000279	Syam.g_00721	Praf.g_01608
OG0000280	Syam.g_00701	Praf.g_01614
OG0000281	Syam.g_00943	Praf.g_01627
OG0000282	Syam.g_01347	Praf.g_01463
OG0000283	Syam.g_01087	Praf.g_01426
OG0000284	Syam.g_01093	Praf.g_01420
OG0000285	Syam.g_01105	Praf.g_01006
OG0000286	Syam.g_01123	Praf.g_01393
OG0000287	Syam.g_01153	Praf.g_01073
OG0000288	Syam.g_01186	Praf.g_01338
OG0000289	Syam.g_01201	Praf.g_01325
OG0000290	Syam.g_00771	Praf.g_01277
OG0000291	Syam.g_00773	Praf.g_01275
OG0000292	Syam.g_02439	Praf.g_02776
OG0000293	Syam.g_01806	Praf.g_00826
OG0000294	Syam.g_01805	Praf.g_00827
OG0000295	Syam.g_01771	Praf.g_00879
OG0000296	Syam.g_01769	Praf.g_00881
OG0000297	Syam.g_00906	Praf.g_00917
OG0000298	Syam.g_00905	Praf.g_00918
OG0000299	Syam.g_00878	Praf.g_00908
OG0000300	Syam.g_00871	Praf.g_00902
OG0000301	Syam.g_00870	Praf.g_00901
OG0000302	Syam.g_00868	Praf.g_00898
OG0000303	Syam.g_00859	Praf.g_00888
OG0000304	Syam.g_00853	Praf.g_00938
OG0000305	Syam.g_00776	Praf.g_01271
OG0000306	Syam.g_01757	Praf.g_01635
OG0000307	Syam.g_00566	Praf.g_00575
OG0000308	Syam.g_00564	Praf.g_00573
OG0000309	Syam.g_00559	Praf.g_00569
OG0000310	Syam.g_01591	Praf.g_01772
OG0000311	Syam.g_01595	Praf.g_01778, Praf.g_01776
OG0000312	Syam.g_01601	Praf.g_01782
OG0000313	Syam.g_01617	Praf.g_01802
OG0000314	Syam.g_01647	Praf.g_01837
OG0000315	Syam.g_01658	Praf.g_01848
OG0000316	Syam.g_01945	Praf.g_00526
OG0000317	Syam.g_01987	Praf.g_00485
OG0000318	Syam.g_01991	Praf.g_00479
OG0000319	Syam.g_02006	Praf.g_00464
OG0000320	Syam.g_02008	Praf.g_00462
OG0000321	Syam.g_02009	Praf.g_00461
OG0000322	Syam.g_02010	Praf.g_00460
OG0000323	Syam.g_02025	Praf.g_00449
OG0000324	Syam.g_01906	Praf.g_00419
OG0000325	Syam.g_00289	Praf.g_02200
OG0000326	Syam.g_00296	Praf.g_02193
OG0000327	Syam.g_00325	Praf.g_02162
OG0000328	Syam.g_00326	Praf.g_02161
OG0000329	Syam.g_00344	Praf.g_02144
OG0000330	Syam.g_00345	Praf.g_02143
OG0000331	Syam.g_00346	Praf.g_02142
OG0000332	Syam.g_00361	Praf.g_02127
OG0000333	Syam.g_00364	Praf.g_02125
OG0000334	Syam.g_00375	Praf.g_02112
OG0000335	Syam.g_00380	Praf.g_02107
OG0000336	Syam.g_00384	Praf.g_02103
OG0000337	Syam.g_00155	Praf.g_02372
OG0000338	Syam.g_00153	Praf.g_02375
OG0000339	Syam.g_00147	Praf.g_02386
OG0000340	Syam.g_00137	Praf.g_02396
OG0000341	Syam.g_00135	Praf.g_02398
OG0000342	Syam.g_00134	Praf.g_02399
OG0000343	Syam.g_00133	Praf.g_00196
OG0000344	Syam.g_00129	Praf.g_00193
OG0000345	Syam.g_00119	Praf.g_00182
OG0000346	Syam.g_00114	Praf.g_00177
OG0000347	Syam.g_00083	Praf.g_00152
OG0000348	Syam.g_00068	Praf.g_00081
OG0000349	Syam.g_00050	Praf.g_00054
OG0000350	Syam.g_00303	Praf.g_02699
OG0000351	Syam.g_02420	Praf.g_02757
OG0000352	Syam.g_02421	Praf.g_02758
OG0000353	Syam.g_02445	Praf.g_02782
OG0000354	Syam.g_00626, Syam.g_00625	Praf.g_00637
OG0000355	Syam.g_00001	Praf.g_00001
OG0000356	Syam.g_00002	Praf.g_00002
OG0000357	Syam.g_00003	Praf.g_00003
OG0000358	Syam.g_00007	Praf.g_00007
OG0000359	Syam.g_00009	Praf.g_00009
OG0000360	Syam.g_00010	Praf.g_00010
OG0000361	Syam.g_00011	Praf.g_00011
OG0000362	Syam.g_00013	Praf.g_00013
OG0000363	Syam.g_00015	Praf.g_00015
OG0000364	Syam.g_00016	Praf.g_00016
OG0000365	Syam.g_00025	Praf.g_00025
OG0000366	Syam.g_00026	Praf.g_00026
OG0000367	Syam.g_00027	Praf.g_00027
OG0000368	Syam.g_00029	Praf.g_00029
OG0000369	Syam.g_00030	Praf.g_00030
OG0000370	Syam.g_00031	Praf.g_00031
OG0000371	Syam.g_00038	Praf.g_00040
OG0000372	Syam.g_00043	Praf.g_00045
OG0000373	Syam.g_00044	Praf.g_00046
OG0000374	Syam.g_00045	Praf.g_00047
OG0000375	Syam.g_00046	Praf.g_00050
OG0000376	Syam.g_00048	Praf.g_00052
OG0000377	Syam.g_02306	Praf.g_02618
OG0000378	Syam.g_02297	Praf.g_02605
OG0000379	Syam.g_02294	Praf.g_02601
OG0000380	Syam.g_02060	Praf.g_00325
OG0000381	Syam.g_02063	Praf.g_00320
OG0000382	Syam.g_02080	Praf.g_00304
OG0000383	Syam.g_02083	Praf.g_00302
OG0000384	Syam.g_02084	Praf.g_00301
OG0000385	Syam.g_02085	Praf.g_00300
OG0000386	Syam.g_02086	Praf.g_00299
OG0000387	Syam.g_02112	Praf.g_00253
OG0000388	Syam.g_02116	Praf.g_00249
OG0000389	Syam.g_02120	Praf.g_00245
OG0000390	Syam.g_02136	Praf.g_00224
OG0000391	Syam.g_02141	Praf.g_00219
OG0000392	Syam.g_02147	Praf.g_00214
OG0000393	Syam.g_02149	Praf.g_00209
OG0000394	Syam.g_02150	Praf.g_00208
OG0000395	Syam.g_02151	Praf.g_00207
OG0000396	Syam.g_02153	Praf.g_02403
OG0000397	Syam.g_02160	Praf.g_02405
OG0000398	Syam.g_02165	Praf.g_02410
OG0000399	Syam.g_02166	Praf.g_02411
OG0000400	Syam.g_02167	Praf.g_02412
OG0000401	Syam.g_02168	Praf.g_02413
OG0000402	Syam.g_02171	Praf.g_02415
OG0000403	Syam.g_02172	Praf.g_02416
OG0000404	Syam.g_02173	Praf.g_02418
OG0000405	Syam.g_02189	Praf.g_02430
OG0000406	Syam.g_02193	Praf.g_02434
OG0000407	Syam.g_02194	Praf.g_02435
OG0000408	Syam.g_02196	Praf.g_02437
OG0000409	Syam.g_02198	Praf.g_02439
OG0000410	Syam.g_02199	Praf.g_02440
OG0000411	Syam.g_02200	Praf.g_02441
OG0000412	Syam.g_02201	Praf.g_02442
OG0000413	Syam.g_02203	Praf.g_02444
OG0000414	Syam.g_02204	Praf.g_02445
OG0000415	Syam.g_02205	Praf.g_02446
OG0000416	Syam.g_02206	Praf.g_02447
OG0000417	Syam.g_02207	Praf.g_02448
OG0000418	Syam.g_02212	Praf.g_02453
OG0000419	Syam.g_02214	Praf.g_02455
OG0000420	Syam.g_02216	Praf.g_02456
OG0000421	Syam.g_02221	Praf.g_02470
OG0000422	Syam.g_02222	Praf.g_02471
OG0000423	Syam.g_02223	Praf.g_02472
OG0000424	Syam.g_02224	Praf.g_02473
OG0000425	Syam.g_02225	Praf.g_02474
OG0000426	Syam.g_02226	Praf.g_02475
OG0000427	Syam.g_02227	Praf.g_02476
OG0000428	Syam.g_02230	Praf.g_01486
OG0000429	Syam.g_02232	Praf.g_02489
OG0000430	Syam.g_02233	Praf.g_02491
OG0000431	Syam.g_02237	Praf.g_02495
OG0000432	Syam.g_02243	Praf.g_02502
OG0000433	Syam.g_02244	Praf.g_02505
OG0000434	Syam.g_02245	Praf.g_02506
OG0000435	Syam.g_02246	Praf.g_02509
OG0000436	Syam.g_02252	Praf.g_02515
OG0000437	Syam.g_02253	Praf.g_02516
OG0000438	Syam.g_02254	Praf.g_02517
OG0000439	Syam.g_02256	Praf.g_02519
OG0000440	Syam.g_02257	Praf.g_02520
OG0000441	Syam.g_02261	Praf.g_02524
OG0000442	Syam.g_02262	Praf.g_02525
OG0000443	Syam.g_02263	Praf.g_02531
OG0000444	Syam.g_02268	Praf.g_02575
OG0000445	Syam.g_02269	Praf.g_02574
OG0000446	Syam.g_02270	Praf.g_02572
OG0000447	Syam.g_02272	Praf.g_02568
OG0000448	Syam.g_02273	Praf.g_02567
OG0000449	Syam.g_02274	Praf.g_02566
OG0000450	Syam.g_02275	Praf.g_02560
OG0000451	Syam.g_02276	Praf.g_02559
OG0000452	Syam.g_02280	Praf.g_02555
OG0000453	Syam.g_02281	Praf.g_02554
OG0000454	Syam.g_02282	Praf.g_02553
OG0000455	Syam.g_02283	Praf.g_02552
OG0000456	Syam.g_02284	Praf.g_02551
OG0000457	Syam.g_02286	Praf.g_02549
OG0000458	Syam.g_02287	Praf.g_02548
OG0000459	Syam.g_02288	Praf.g_02547
OG0000460	Syam.g_00506	Praf.g_00379
OG0000461	Syam.g_00284	Praf.g_02203
OG0000462	Syam.g_00281	Praf.g_02207
OG0000463	Syam.g_00280	Praf.g_02208
OG0000464	Syam.g_00279	Praf.g_02209
OG0000465	Syam.g_00277	Praf.g_02210
OG0000466	Syam.g_00273	Praf.g_02215
OG0000467	Syam.g_00271	Praf.g_02217
OG0000468	Syam.g_00266	Praf.g_02242
OG0000469	Syam.g_00253	Praf.g_02255
OG0000470	Syam.g_00251	Praf.g_02259
OG0000471	Syam.g_00250	Praf.g_02260
OG0000472	Syam.g_00248	Praf.g_02262
OG0000473	Syam.g_00246	Praf.g_02264
OG0000474	Syam.g_00245	Praf.g_02265
OG0000475	Syam.g_00244	Praf.g_02266
OG0000476	Syam.g_00242	Praf.g_02268
OG0000477	Syam.g_00236	Praf.g_02273
OG0000478	Syam.g_00235	Praf.g_02274
OG0000479	Syam.g_00234	Praf.g_02275
OG0000480	Syam.g_00227	Praf.g_02282
OG0000481	Syam.g_00225	Praf.g_02284
OG0000482	Syam.g_00224	Praf.g_02285
OG0000483	Syam.g_00220	Praf.g_02289
OG0000484	Syam.g_00219	Praf.g_02290
OG0000485	Syam.g_00218	Praf.g_02291
OG0000486	Syam.g_00217	Praf.g_02292
OG0000487	Syam.g_00211	Praf.g_02297
OG0000488	Syam.g_00207	Praf.g_02301
OG0000489	Syam.g_00197	Praf.g_02315
OG0000490	Syam.g_00189	Praf.g_02321
OG0000491	Syam.g_00187	Praf.g_02322
OG0000492	Syam.g_00185	Praf.g_02324
OG0000493	Syam.g_00184	Praf.g_02325
OG0000494	Syam.g_00183	Praf.g_02326
OG0000495	Syam.g_00182	Praf.g_02327
OG0000496	Syam.g_00181	Praf.g_02328
OG0000497	Syam.g_00180	Praf.g_02329
OG0000498	Syam.g_00179	Praf.g_02330
OG0000499	Syam.g_00178	Praf.g_02331
OG0000500	Syam.g_00177	Praf.g_02332
OG0000501	Syam.g_00174	Praf.g_02335
OG0000502	Syam.g_00165	Praf.g_02349
OG0000503	Syam.g_00457	Praf.g_02054
OG0000504	Syam.g_00459	Praf.g_02052
OG0000505	Syam.g_00460	Praf.g_02051
OG0000506	Syam.g_00462	Praf.g_02049
OG0000507	Syam.g_00468	Praf.g_02045
OG0000508	Syam.g_00472	Praf.g_02031
OG0000509	Syam.g_00474	Praf.g_02029
OG0000510	Syam.g_00475	Praf.g_02028
OG0000511	Syam.g_00476	Praf.g_02027
OG0000512	Syam.g_00478	Praf.g_02025
OG0000513	Syam.g_00493	Praf.g_02011
OG0000514	Syam.g_00499	Praf.g_02002
OG0000515	Syam.g_00500	Praf.g_02001
OG0000516	Syam.g_01862	Praf.g_01999
OG0000517	Syam.g_01868	Praf.g_01990
OG0000518	Syam.g_01851	Praf.g_01978
OG0000519	Syam.g_01850	Praf.g_01977
OG0000520	Syam.g_01849	Praf.g_01972
OG0000521	Syam.g_01696	Praf.g_01959
OG0000522	Syam.g_01694	Praf.g_01957
OG0000523	Syam.g_01693	Praf.g_01956
OG0000524	Syam.g_01681	Praf.g_01942
OG0000525	Syam.g_01677	Praf.g_01915
OG0000526	Syam.g_01674	Praf.g_01913
OG0000527	Syam.g_01670	Praf.g_01909
OG0000528	Syam.g_00580	Praf.g_00589
OG0000529	Syam.g_00584	Praf.g_00596
OG0000530	Syam.g_00587	Praf.g_00599
OG0000531	Syam.g_00588	Praf.g_00600
OG0000532	Syam.g_00591	Praf.g_00603
OG0000533	Syam.g_00592	Praf.g_00605
OG0000534	Syam.g_00593	Praf.g_00606
OG0000535	Syam.g_00594	Praf.g_00607
OG0000536	Syam.g_00595	Praf.g_00608
OG0000537	Syam.g_00596	Praf.g_00609
OG0000538	Syam.g_00607	Praf.g_00619
OG0000539	Syam.g_00608	Praf.g_00621
OG0000540	Syam.g_00609	Praf.g_00622
OG0000541	Syam.g_00610	Praf.g_00623
OG0000542	Syam.g_00613	Praf.g_00626
OG0000543	Syam.g_00615	Praf.g_00628
OG0000544	Syam.g_00616	Praf.g_00629
OG0000545	Syam.g_00618	Praf.g_00630
OG0000546	Syam.g_00620	Praf.g_00632
OG0000547	Syam.g_00622	Praf.g_00634
OG0000548	Syam.g_00623	Praf.g_00635
OG0000549	Syam.g_00630	Praf.g_00641
OG0000550	Syam.g_00635	Praf.g_00646
OG0000551	Syam.g_00640	Praf.g_00650
OG0000552	Syam.g_00641	Praf.g_00651
OG0000553	Syam.g_00643	Praf.g_00656
OG0000554	Syam.g_00652	Praf.g_00661
OG0000555	Syam.g_00667	Praf.g_00677
OG0000556	Syam.g_00670	Praf.g_00683
OG0000557	Syam.g_00672	Praf.g_00684
OG0000558	Syam.g_00675	Praf.g_00687
OG0000559	Syam.g_00679	Praf.g_00691
OG0000560	Syam.g_00682	Praf.g_00694
OG0000561	Syam.g_00683	Praf.g_00695
OG0000562	Syam.g_00684	Praf.g_00696
OG0000563	Syam.g_00685	Praf.g_00697
OG0000564	Syam.g_00686	Praf.g_00698
OG0000565	Syam.g_00690	Praf.g_00701
OG0000566	Syam.g_00694	Praf.g_00705
OG0000567	Syam.g_00698	Praf.g_00709
OG0000568	Syam.g_01751	Praf.g_00711
OG0000569	Syam.g_01750	Praf.g_00712
OG0000570	Syam.g_01749	Praf.g_00713
OG0000571	Syam.g_01745	Praf.g_00716
OG0000572	Syam.g_01729	Praf.g_00733
OG0000573	Syam.g_01721	Praf.g_00740
OG0000574	Syam.g_01720	Praf.g_00741
OG0000575	Syam.g_01716	Praf.g_00751
OG0000576	Syam.g_01714	Praf.g_00753
OG0000577	Syam.g_01713	Praf.g_00754
OG0000578	Syam.g_01712	Praf.g_00755
OG0000579	Syam.g_01711	Praf.g_00756
OG0000580	Syam.g_01710	Praf.g_00757
OG0000581	Syam.g_01704	Praf.g_00761
OG0000582	Syam.g_01513	Praf.g_00765
OG0000583	Syam.g_01512	Praf.g_00766
OG0000584	Syam.g_01511	Praf.g_00767
OG0000585	Syam.g_01509	Praf.g_00769
OG0000586	Syam.g_01508	Praf.g_00771
OG0000587	Syam.g_01506	Praf.g_00773
OG0000588	Syam.g_01498	Praf.g_01663
OG0000589	Syam.g_01494	Praf.g_01666
OG0000590	Syam.g_01493	Praf.g_01667
OG0000591	Syam.g_01486	Praf.g_01674
OG0000592	Syam.g_01485	Praf.g_01675
