Orthogroup	Syam	Pran
OG0000115	Syam.g_01634	Pran.g_00123
OG0000116	Syam.g_01807	Pran.g_00070
OG0000117	Syam.g_00904	Pran.g_01466
OG0000118	Syam.g_01698	Pran.g_00864
OG0000120	Syam.g_00172	Pran.g_00752
OG0000121	Syam.g_01615	Pran.g_00731
OG0000122	Syam.g_01436	Pran.g_00693
OG0000123	Syam.g_00379	Pran.g_01112
OG0000124	Syam.g_00096	Pran.g_01176
OG0000125	Syam.g_02319	Pran.g_01212
OG0000126	Syam.g_02440	Pran.g_01252
OG0000128	Syam.g_00012	Pran.g_01268
OG0000129	Syam.g_02307	Pran.g_00381
OG0000130	Syam.g_02062	Pran.g_00363
OG0000131	Syam.g_02191	Pran.g_00288
OG0000132	Syam.g_02211	Pran.g_00268
OG0000133	Syam.g_01120	Pran.g_01872
OG0000134	Syam.g_00492	Pran.g_01838
OG0000135	Syam.g_02347	Pran.g_01812
OG0000136	Syam.g_01857	Pran.g_01739
OG0000137	Syam.g_01668	Pran.g_01703
OG0000138	Syam.g_00599	Pran.g_01683
OG0000139	Syam.g_00657	Pran.g_01641
OG0000140	Syam.g_00659	Pran.g_01640
OG0000141	Syam.g_01514	Pran.g_01571
OG0000142	Syam.g_01468	Pran.g_01543
OG0000143	Syam.g_01464	Pran.g_01539
OG0000144	Syam.g_01032	Pran.g_01526
OG0000145	Syam.g_00605	Pran.g_01400
OG0000146	Syam.g_01114	Pran.g_01377
OG0000147	Syam.g_01113	Pran.g_01376
OG0000148	Syam.g_01270	Pran.g_01327
OG0000149	Syam.g_00725	Pran.g_01297
OG0000150	Syam.g_00660	Pran.g_01289
OG0000151	Syam.g_01338	Pran.g_00439
OG0000152	Syam.g_01124	Pran.g_00487
OG0000153	Syam.g_01160	Pran.g_00506
OG0000154	Syam.g_01187	Pran.g_00542
OG0000155	Syam.g_01763	Pran.g_00040
OG0000156	Syam.g_01814	Pran.g_00887
OG0000157	Syam.g_01815	Pran.g_00886
OG0000158	Syam.g_00139	Pran.g_00822
OG0000160	Syam.g_01614	Pran.g_00732
OG0000161	Syam.g_01620	Pran.g_00726
OG0000162	Syam.g_01627	Pran.g_00720
OG0000163	Syam.g_01927	Pran.g_00686
OG0000164	Syam.g_02023	Pran.g_00994
OG0000165	Syam.g_01879, Syam.g_01878	Pran.g_01001
OG0000166	Syam.g_00330	Pran.g_01069, Pran.g_01068
OG0000167	Syam.g_00151	Pran.g_01135
OG0000168	Syam.g_00138	Pran.g_01144
OG0000169	Syam.g_00127	Pran.g_01154
OG0000170	Syam.g_00120	Pran.g_01156
OG0000171	Syam.g_00097	Pran.g_01175
OG0000172	Syam.g_00075	Pran.g_01184
OG0000173	Syam.g_00057	Pran.g_01199
OG0000174	Syam.g_02349	Pran.g_01226
OG0000175	Syam.g_02417	Pran.g_01236
OG0000176	Syam.g_00004	Pran.g_01261
OG0000177	Syam.g_00005	Pran.g_01262
OG0000178	Syam.g_00006	Pran.g_01263
OG0000179	Syam.g_00021	Pran.g_00408
OG0000180	Syam.g_00022	Pran.g_00407
OG0000181	Syam.g_00023	Pran.g_00406
OG0000182	Syam.g_00024	Pran.g_00405
OG0000183	Syam.g_00028	Pran.g_00401
OG0000184	Syam.g_02298	Pran.g_00379
OG0000185	Syam.g_02295	Pran.g_00376
OG0000186	Syam.g_02058	Pran.g_00368
OG0000187	Syam.g_02059	Pran.g_00367
OG0000188	Syam.g_02081	Pran.g_00350
OG0000189	Syam.g_02108	Pran.g_00337
OG0000190	Syam.g_02110	Pran.g_00336
OG0000191	Syam.g_02142	Pran.g_00316
OG0000192	Syam.g_02148	Pran.g_00312
OG0000193	Syam.g_02192	Pran.g_00287
OG0000194	Syam.g_02195	Pran.g_00283
OG0000195	Syam.g_02197	Pran.g_00281
OG0000196	Syam.g_02208	Pran.g_00271
OG0000197	Syam.g_02209	Pran.g_00270
OG0000198	Syam.g_02210	Pran.g_00269
OG0000199	Syam.g_02218	Pran.g_00262
OG0000200	Syam.g_02234	Pran.g_00248
OG0000202	Syam.g_02249	Pran.g_00239
OG0000203	Syam.g_02250	Pran.g_00238
OG0000204	Syam.g_02251	Pran.g_00237
OG0000205	Syam.g_02258	Pran.g_00230
OG0000206	Syam.g_02264	Pran.g_00225
OG0000207	Syam.g_02266	Pran.g_00223
OG0000208	Syam.g_02267	Pran.g_00222
OG0000209	Syam.g_02278	Pran.g_00213
OG0000210	Syam.g_02279	Pran.g_00212
OG0000212	Syam.g_00515	Pran.g_00193
OG0000213	Syam.g_00263	Pran.g_01935
OG0000214	Syam.g_00247	Pran.g_01926
OG0000215	Syam.g_00216	Pran.g_01902
OG0000216	Syam.g_00212	Pran.g_01900
OG0000217	Syam.g_00208	Pran.g_01897
OG0000218	Syam.g_00206	Pran.g_01895
OG0000219	Syam.g_00205	Pran.g_01894
OG0000220	Syam.g_00204	Pran.g_01893
OG0000221	Syam.g_00198	Pran.g_01892
OG0000222	Syam.g_00186	Pran.g_01884
OG0000223	Syam.g_00168	Pran.g_01871
OG0000224	Syam.g_00164	Pran.g_01869
OG0000225	Syam.g_00473	Pran.g_01849
OG0000226	Syam.g_00477	Pran.g_01845
OG0000227	Syam.g_00479	Pran.g_01843
OG0000228	Syam.g_00488	Pran.g_01840
OG0000229	Syam.g_01867	Pran.g_01744
OG0000230	Syam.g_01865	Pran.g_01742
OG0000231	Syam.g_01848	Pran.g_01728
OG0000232	Syam.g_01692	Pran.g_01720
OG0000233	Syam.g_01678	Pran.g_01715
OG0000234	Syam.g_01667	Pran.g_01702
OG0000235	Syam.g_00582	Pran.g_01699
OG0000236	Syam.g_00597	Pran.g_01685
OG0000237	Syam.g_00614	Pran.g_01672
OG0000238	Syam.g_00619	Pran.g_01666
OG0000239	Syam.g_00637	Pran.g_01653
OG0000240	Syam.g_00638	Pran.g_01652
OG0000241	Syam.g_01477	Pran.g_01648
OG0000242	Syam.g_00649	Pran.g_01646
OG0000243	Syam.g_00668	Pran.g_01635
OG0000244	Syam.g_00674	Pran.g_01632
OG0000245	Syam.g_00676	Pran.g_01630
OG0000246	Syam.g_00680	Pran.g_01626
OG0000247	Syam.g_00692	Pran.g_01616
OG0000248	Syam.g_00695	Pran.g_01613
OG0000249	Syam.g_00697	Pran.g_01611
OG0000250	Syam.g_01747	Pran.g_01606
OG0000251	Syam.g_01722	Pran.g_01587
OG0000252	Syam.g_01719	Pran.g_01584
OG0000253	Syam.g_01718	Pran.g_01583
OG0000254	Syam.g_01510	Pran.g_01567
OG0000255	Syam.g_01500	Pran.g_01561
OG0000256	Syam.g_01484	Pran.g_01551
OG0000257	Syam.g_01478	Pran.g_01548
OG0000258	Syam.g_01459	Pran.g_01535
OG0000259	Syam.g_01378	Pran.g_01518
OG0000260	Syam.g_01375	Pran.g_01515
OG0000261	Syam.g_01372	Pran.g_01513
OG0000262	Syam.g_01367	Pran.g_01509
OG0000263	Syam.g_00885	Pran.g_01497
OG0000264	Syam.g_00805	Pran.g_01487
OG0000265	Syam.g_01880	Pran.g_01460
OG0000266	Syam.g_01234	Pran.g_01450
OG0000267	Syam.g_01071	Pran.g_01439
OG0000268	Syam.g_01072	Pran.g_01438
OG0000269	Syam.g_01295	Pran.g_01348
OG0000270	Syam.g_01292	Pran.g_01345
OG0000271	Syam.g_01284	Pran.g_01337
OG0000272	Syam.g_01283	Pran.g_01336
OG0000273	Syam.g_00745	Pran.g_01313
OG0000274	Syam.g_00744	Pran.g_01312
OG0000275	Syam.g_00741	Pran.g_01310
OG0000276	Syam.g_00733	Pran.g_01305
OG0000277	Syam.g_00732	Pran.g_01304
OG0000278	Syam.g_00729	Pran.g_01301
OG0000279	Syam.g_00721	Pran.g_01294
OG0000280	Syam.g_00701	Pran.g_01293
OG0000281	Syam.g_00943	Pran.g_01287
OG0000282	Syam.g_01347	Pran.g_00431
OG0000283	Syam.g_01087	Pran.g_00464
OG0000284	Syam.g_01093	Pran.g_00469
OG0000285	Syam.g_01105	Pran.g_00474
OG0000286	Syam.g_01123	Pran.g_00486
OG0000288	Syam.g_01186	Pran.g_00541
OG0000289	Syam.g_01201	Pran.g_00552
OG0000290	Syam.g_00771	Pran.g_00565
OG0000291	Syam.g_00773	Pran.g_00567
OG0000292	Syam.g_02439	Pran.g_00135
OG0000293	Syam.g_01806	Pran.g_00069
OG0000294	Syam.g_01805	Pran.g_00068
OG0000295	Syam.g_01771	Pran.g_00048
OG0000296	Syam.g_01769	Pran.g_00046
OG0000297	Syam.g_00906	Pran.g_00038
OG0000298	Syam.g_00905	Pran.g_00037
OG0000299	Syam.g_00878	Pran.g_00020
OG0000300	Syam.g_00871	Pran.g_00017
OG0000301	Syam.g_00870	Pran.g_00016
OG0000302	Syam.g_00868	Pran.g_00014
OG0000303	Syam.g_00859	Pran.g_00007
OG0000304	Syam.g_00853	Pran.g_00003
OG0000305	Syam.g_00776	Pran.g_00848
OG0000306	Syam.g_01757	Pran.g_00846
OG0000307	Syam.g_00566	Pran.g_00832
OG0000308	Syam.g_00564	Pran.g_00831
OG0000309	Syam.g_00559	Pran.g_00827
OG0000310	Syam.g_01591	Pran.g_00748
OG0000311	Syam.g_01595	Pran.g_00746
OG0000312	Syam.g_01601	Pran.g_00743
OG0000313	Syam.g_01617	Pran.g_00729
OG0000314	Syam.g_01647	Pran.g_00706
OG0000315	Syam.g_01658	Pran.g_00696
OG0000316	Syam.g_01945	Pran.g_00676
OG0000317	Syam.g_01987	Pran.g_00968
OG0000318	Syam.g_01991	Pran.g_00971
OG0000319	Syam.g_02006	Pran.g_00984
OG0000320	Syam.g_02008	Pran.g_00986
OG0000321	Syam.g_02009	Pran.g_00987
OG0000322	Syam.g_02010	Pran.g_00988
OG0000323	Syam.g_02025	Pran.g_00997
OG0000324	Syam.g_01906	Pran.g_01023
OG0000325	Syam.g_00289	Pran.g_01033
OG0000326	Syam.g_00296	Pran.g_01039
OG0000327	Syam.g_00325	Pran.g_01063
OG0000328	Syam.g_00326	Pran.g_01064
OG0000329	Syam.g_00344	Pran.g_01082
OG0000330	Syam.g_00345	Pran.g_01083
OG0000331	Syam.g_00346	Pran.g_01084
OG0000332	Syam.g_00361	Pran.g_01098
OG0000333	Syam.g_00364	Pran.g_01100
OG0000334	Syam.g_00375	Pran.g_01108
OG0000335	Syam.g_00380	Pran.g_01113
OG0000336	Syam.g_00384	Pran.g_01117
OG0000337	Syam.g_00155	Pran.g_01133
OG0000338	Syam.g_00153	Pran.g_01134
OG0000339	Syam.g_00147	Pran.g_01138
OG0000340	Syam.g_00137	Pran.g_01145
OG0000341	Syam.g_00135	Pran.g_01147
OG0000342	Syam.g_00134	Pran.g_01148
OG0000343	Syam.g_00133	Pran.g_01149
OG0000344	Syam.g_00129	Pran.g_01152
OG0000345	Syam.g_00119	Pran.g_01157
OG0000346	Syam.g_00114	Pran.g_01161
OG0000347	Syam.g_00083	Pran.g_01177
OG0000348	Syam.g_00068	Pran.g_01187
OG0000349	Syam.g_00050	Pran.g_01203
OG0000350	Syam.g_00303	Pran.g_01222
OG0000351	Syam.g_02420	Pran.g_01239
OG0000352	Syam.g_02421	Pran.g_01240
OG0000353	Syam.g_02445	Pran.g_01256
OG0000355	Syam.g_00001	Pran.g_01258
OG0000356	Syam.g_00002	Pran.g_01259
OG0000357	Syam.g_00003	Pran.g_01260
OG0000358	Syam.g_00007	Pran.g_01264
OG0000359	Syam.g_00009	Pran.g_01265
OG0000360	Syam.g_00010	Pran.g_01266
OG0000361	Syam.g_00011	Pran.g_01267
OG0000362	Syam.g_00013	Pran.g_01269
OG0000363	Syam.g_00015	Pran.g_00410
OG0000364	Syam.g_00016	Pran.g_00409
OG0000365	Syam.g_00025	Pran.g_00404
OG0000366	Syam.g_00026	Pran.g_00403
OG0000367	Syam.g_00027	Pran.g_00402
OG0000368	Syam.g_00029	Pran.g_00400
OG0000369	Syam.g_00030	Pran.g_00399
OG0000370	Syam.g_00031	Pran.g_00398
OG0000371	Syam.g_00038	Pran.g_00392
OG0000372	Syam.g_00043	Pran.g_00389
OG0000373	Syam.g_00044	Pran.g_00388
OG0000374	Syam.g_00045	Pran.g_00387
OG0000375	Syam.g_00046	Pran.g_00385
OG0000376	Syam.g_00048	Pran.g_00383
OG0000377	Syam.g_02306	Pran.g_00380
OG0000378	Syam.g_02297	Pran.g_00378
OG0000379	Syam.g_02294	Pran.g_00375
OG0000380	Syam.g_02060	Pran.g_00366
OG0000381	Syam.g_02063	Pran.g_00362
OG0000382	Syam.g_02080	Pran.g_00351
OG0000383	Syam.g_02083	Pran.g_00349
OG0000384	Syam.g_02084	Pran.g_00348
OG0000385	Syam.g_02085	Pran.g_00347
OG0000386	Syam.g_02086	Pran.g_00346
OG0000387	Syam.g_02112	Pran.g_00334
OG0000388	Syam.g_02116	Pran.g_00331
OG0000389	Syam.g_02120	Pran.g_00327
OG0000390	Syam.g_02136	Pran.g_00320
OG0000391	Syam.g_02141	Pran.g_00317
OG0000392	Syam.g_02147	Pran.g_00313
OG0000393	Syam.g_02149	Pran.g_00311
OG0000394	Syam.g_02150	Pran.g_00310
OG0000395	Syam.g_02151	Pran.g_00309
OG0000396	Syam.g_02153	Pran.g_00307
OG0000397	Syam.g_02160	Pran.g_00305
OG0000398	Syam.g_02165	Pran.g_00303
OG0000399	Syam.g_02166	Pran.g_00302
OG0000400	Syam.g_02167	Pran.g_00301
OG0000401	Syam.g_02168	Pran.g_00300
OG0000402	Syam.g_02171	Pran.g_00298
OG0000403	Syam.g_02172	Pran.g_00297
OG0000404	Syam.g_02173	Pran.g_00296
OG0000405	Syam.g_02189	Pran.g_00292
OG0000406	Syam.g_02193	Pran.g_00286
OG0000407	Syam.g_02194	Pran.g_00285
OG0000408	Syam.g_02196	Pran.g_00282
OG0000409	Syam.g_02198	Pran.g_00280
OG0000410	Syam.g_02199	Pran.g_00279
OG0000411	Syam.g_02200	Pran.g_00278
OG0000412	Syam.g_02201	Pran.g_00277
OG0000413	Syam.g_02203	Pran.g_00276
OG0000414	Syam.g_02204	Pran.g_00275
OG0000415	Syam.g_02205	Pran.g_00274
OG0000416	Syam.g_02206	Pran.g_00273
OG0000417	Syam.g_02207	Pran.g_00272
OG0000418	Syam.g_02212	Pran.g_00267
OG0000419	Syam.g_02214	Pran.g_00265
OG0000420	Syam.g_02216	Pran.g_00264
OG0000421	Syam.g_02221	Pran.g_00259
OG0000422	Syam.g_02222	Pran.g_00258
OG0000423	Syam.g_02223	Pran.g_00257
OG0000424	Syam.g_02224	Pran.g_00256
OG0000425	Syam.g_02225	Pran.g_00255
OG0000426	Syam.g_02226	Pran.g_00254
OG0000427	Syam.g_02227	Pran.g_00253
OG0000428	Syam.g_02230	Pran.g_00251
OG0000429	Syam.g_02232	Pran.g_00250
OG0000430	Syam.g_02233	Pran.g_00249
OG0000431	Syam.g_02237	Pran.g_00247
OG0000432	Syam.g_02243	Pran.g_00244
OG0000433	Syam.g_02244	Pran.g_00243
OG0000434	Syam.g_02245	Pran.g_00242
OG0000435	Syam.g_02246	Pran.g_00241
OG0000436	Syam.g_02252	Pran.g_00236
OG0000437	Syam.g_02253	Pran.g_00235
OG0000438	Syam.g_02254	Pran.g_00234
OG0000439	Syam.g_02256	Pran.g_00232
OG0000440	Syam.g_02257	Pran.g_00231
OG0000441	Syam.g_02261	Pran.g_00228
OG0000442	Syam.g_02262	Pran.g_00227
OG0000443	Syam.g_02263	Pran.g_00226
OG0000444	Syam.g_02268	Pran.g_00221
OG0000445	Syam.g_02269	Pran.g_00220
OG0000446	Syam.g_02270	Pran.g_00219
OG0000447	Syam.g_02272	Pran.g_00218
OG0000448	Syam.g_02273	Pran.g_00217
OG0000449	Syam.g_02274	Pran.g_00216
OG0000450	Syam.g_02275	Pran.g_00215
OG0000451	Syam.g_02276	Pran.g_00214
OG0000452	Syam.g_02280	Pran.g_00211
OG0000453	Syam.g_02281	Pran.g_00210
OG0000454	Syam.g_02282	Pran.g_00209
OG0000455	Syam.g_02283	Pran.g_00208
OG0000456	Syam.g_02284	Pran.g_00207
OG0000457	Syam.g_02286	Pran.g_00206
OG0000458	Syam.g_02287	Pran.g_00205
OG0000459	Syam.g_02288	Pran.g_00204
OG0000460	Syam.g_00506	Pran.g_00197
OG0000461	Syam.g_00284	Pran.g_01950
OG0000462	Syam.g_00281	Pran.g_01948
OG0000463	Syam.g_00280	Pran.g_01947
OG0000464	Syam.g_00279	Pran.g_01946
OG0000465	Syam.g_00277	Pran.g_01945
OG0000466	Syam.g_00273	Pran.g_01942
OG0000467	Syam.g_00271	Pran.g_01941
OG0000468	Syam.g_00266	Pran.g_01939
OG0000469	Syam.g_00253	Pran.g_01931
OG0000470	Syam.g_00251	Pran.g_01929
OG0000471	Syam.g_00250	Pran.g_01928
OG0000472	Syam.g_00248	Pran.g_01927
OG0000473	Syam.g_00246	Pran.g_01925
OG0000474	Syam.g_00245	Pran.g_01924
OG0000475	Syam.g_00244	Pran.g_01923
OG0000476	Syam.g_00242	Pran.g_01922
OG0000477	Syam.g_00236	Pran.g_01919
OG0000478	Syam.g_00235	Pran.g_01918
OG0000479	Syam.g_00234	Pran.g_01917
OG0000480	Syam.g_00227	Pran.g_01912
OG0000481	Syam.g_00225	Pran.g_01910
OG0000482	Syam.g_00224	Pran.g_01909
OG0000483	Syam.g_00220	Pran.g_01906
OG0000484	Syam.g_00219	Pran.g_01905
OG0000485	Syam.g_00218	Pran.g_01904
OG0000486	Syam.g_00217	Pran.g_01903
OG0000487	Syam.g_00211	Pran.g_01899
OG0000488	Syam.g_00207	Pran.g_01896
OG0000489	Syam.g_00197	Pran.g_01891
OG0000490	Syam.g_00189	Pran.g_01886
OG0000491	Syam.g_00187	Pran.g_01885
OG0000492	Syam.g_00185	Pran.g_01883
OG0000493	Syam.g_00184	Pran.g_01882
OG0000494	Syam.g_00183	Pran.g_01881
OG0000495	Syam.g_00182	Pran.g_01880
OG0000496	Syam.g_00181	Pran.g_01879
OG0000497	Syam.g_00180	Pran.g_01878
OG0000498	Syam.g_00179	Pran.g_01877
OG0000499	Syam.g_00178	Pran.g_01876
OG0000500	Syam.g_00177	Pran.g_01875
OG0000501	Syam.g_00174	Pran.g_01873
OG0000502	Syam.g_00165	Pran.g_01870
OG0000503	Syam.g_00457	Pran.g_01860
OG0000504	Syam.g_00459	Pran.g_01859
OG0000505	Syam.g_00460	Pran.g_01858
OG0000506	Syam.g_00462	Pran.g_01857
OG0000507	Syam.g_00468	Pran.g_01854
OG0000508	Syam.g_00472	Pran.g_01850
OG0000509	Syam.g_00474	Pran.g_01848
OG0000510	Syam.g_00475	Pran.g_01847
OG0000511	Syam.g_00476	Pran.g_01846
OG0000512	Syam.g_00478	Pran.g_01844
OG0000513	Syam.g_00493	Pran.g_01837
OG0000514	Syam.g_00499	Pran.g_01749
OG0000515	Syam.g_00500	Pran.g_01748
OG0000516	Syam.g_01862	Pran.g_01747
OG0000517	Syam.g_01868	Pran.g_01745
OG0000518	Syam.g_01851	Pran.g_01734
OG0000519	Syam.g_01850	Pran.g_01733
OG0000520	Syam.g_01849	Pran.g_01729
OG0000521	Syam.g_01696	Pran.g_01724
OG0000522	Syam.g_01694	Pran.g_01723
OG0000523	Syam.g_01693	Pran.g_01722
OG0000524	Syam.g_01681	Pran.g_01717
OG0000525	Syam.g_01677	Pran.g_01714
OG0000526	Syam.g_01674	Pran.g_01713
OG0000527	Syam.g_01670	Pran.g_01705
OG0000528	Syam.g_00580	Pran.g_01700
OG0000529	Syam.g_00584	Pran.g_01697
OG0000530	Syam.g_00587	Pran.g_01694
OG0000531	Syam.g_00588	Pran.g_01693
OG0000532	Syam.g_00591	Pran.g_01691
OG0000533	Syam.g_00592	Pran.g_01690
OG0000534	Syam.g_00593	Pran.g_01689
OG0000535	Syam.g_00594	Pran.g_01688
OG0000536	Syam.g_00595	Pran.g_01687
OG0000537	Syam.g_00596	Pran.g_01686
OG0000538	Syam.g_00607	Pran.g_01678
OG0000539	Syam.g_00608	Pran.g_01677
OG0000540	Syam.g_00609	Pran.g_01676
OG0000541	Syam.g_00610	Pran.g_01675
OG0000542	Syam.g_00613	Pran.g_01673
OG0000543	Syam.g_00615	Pran.g_01671
OG0000544	Syam.g_00616	Pran.g_01670
OG0000545	Syam.g_00618	Pran.g_01668
OG0000546	Syam.g_00620	Pran.g_01665
OG0000547	Syam.g_00622	Pran.g_01663
OG0000548	Syam.g_00623	Pran.g_01662
OG0000549	Syam.g_00630	Pran.g_01660
OG0000550	Syam.g_00635	Pran.g_01655
OG0000551	Syam.g_00640	Pran.g_01651
OG0000552	Syam.g_00641	Pran.g_01650
OG0000553	Syam.g_00643	Pran.g_01649
OG0000554	Syam.g_00652	Pran.g_01644
OG0000555	Syam.g_00667	Pran.g_01636
OG0000556	Syam.g_00670	Pran.g_01634
OG0000557	Syam.g_00672	Pran.g_01633
OG0000558	Syam.g_00675	Pran.g_01631
OG0000559	Syam.g_00679	Pran.g_01627
OG0000560	Syam.g_00682	Pran.g_01624
OG0000561	Syam.g_00683	Pran.g_01623
OG0000562	Syam.g_00684	Pran.g_01622
OG0000563	Syam.g_00685	Pran.g_01621
OG0000564	Syam.g_00686	Pran.g_01620
OG0000565	Syam.g_00690	Pran.g_01617
OG0000566	Syam.g_00694	Pran.g_01614
OG0000567	Syam.g_00698	Pran.g_01610
OG0000568	Syam.g_01751	Pran.g_01609
OG0000569	Syam.g_01750	Pran.g_01608
OG0000570	Syam.g_01749	Pran.g_01607
OG0000571	Syam.g_01745	Pran.g_01605
OG0000572	Syam.g_01729	Pran.g_01592
OG0000573	Syam.g_01721	Pran.g_01586
OG0000574	Syam.g_01720	Pran.g_01585
OG0000575	Syam.g_01716	Pran.g_01581
OG0000576	Syam.g_01714	Pran.g_01579
OG0000577	Syam.g_01713	Pran.g_01578
OG0000578	Syam.g_01712	Pran.g_01577
OG0000579	Syam.g_01711	Pran.g_01576
OG0000580	Syam.g_01710	Pran.g_01575
OG0000581	Syam.g_01704	Pran.g_01573
OG0000582	Syam.g_01513	Pran.g_01570
OG0000583	Syam.g_01512	Pran.g_01569
OG0000584	Syam.g_01511	Pran.g_01568
OG0000585	Syam.g_01509	Pran.g_01566
OG0000586	Syam.g_01508	Pran.g_01565
OG0000587	Syam.g_01506	Pran.g_01564
OG0000588	Syam.g_01498	Pran.g_01560
OG0000589	Syam.g_01494	Pran.g_01557
OG0000590	Syam.g_01493	Pran.g_01556
OG0000591	Syam.g_01486	Pran.g_01553
OG0000592	Syam.g_01485	Pran.g_01552
OG0000593	Syam.g_01471	Pran.g_01546
OG0000594	Syam.g_01470	Pran.g_01545
OG0000595	Syam.g_01469	Pran.g_01544
OG0000596	Syam.g_01465	Pran.g_01540
OG0000597	Syam.g_01462	Pran.g_01538
OG0000598	Syam.g_01461	Pran.g_01537
OG0000599	Syam.g_01458	Pran.g_01534
OG0000600	Syam.g_01457	Pran.g_01533
OG0000601	Syam.g_01456	Pran.g_01532
