Orthogroup	Syam	Syag
OG0000136	Syam.g_01857	Syag.g_00038
OG0000137	Syam.g_01668	Syag.g_01356
OG0000138	Syam.g_00599	Syag.g_01511
OG0000139	Syam.g_00657	Syag.g_01448
OG0000140	Syam.g_00659	Syag.g_01446
OG0000141	Syam.g_01514	Syag.g_00351
OG0000142	Syam.g_01468	Syag.g_00410
OG0000143	Syam.g_01464	Syag.g_00414
OG0000144	Syam.g_01032	Syag.g_00493
OG0000145	Syam.g_00605	Syag.g_01504
OG0000146	Syam.g_01114	Syag.g_00800
OG0000147	Syam.g_01113	Syag.g_00799
OG0000148	Syam.g_01270	Syag.g_00693
OG0000149	Syam.g_00725	Syag.g_00731
OG0000150	Syam.g_00660	Syag.g_00352
OG0000151	Syam.g_01338	Syag.g_00623
OG0000152	Syam.g_01124	Syag.g_00810
OG0000153	Syam.g_01160	Syag.g_00845
OG0000154	Syam.g_01187	Syag.g_00870
OG0000155	Syam.g_01763	Syag.g_01107
OG0000156	Syam.g_01814	Syag.g_01166
OG0000157	Syam.g_01815	Syag.g_01167
OG0000158	Syam.g_00139	Syag.g_02422
OG0000160	Syam.g_01614	Syag.g_01415
OG0000161	Syam.g_01620	Syag.g_01409
OG0000162	Syam.g_01627	Syag.g_01402
OG0000163	Syam.g_01927	Syag.g_01618
OG0000164	Syam.g_02023	Syag.g_01725
OG0000165	Syam.g_01879, Syam.g_01878	Syag.g_01733
OG0000166	Syam.g_00330	Syag.g_02733
OG0000167	Syam.g_00151	Syag.g_02437
OG0000168	Syam.g_00138	Syag.g_02417
OG0000169	Syam.g_00127	Syag.g_02405
OG0000170	Syam.g_00120	Syag.g_02398
OG0000171	Syam.g_00097	Syag.g_02368
OG0000172	Syam.g_00075	Syag.g_02360
OG0000173	Syam.g_00057	Syag.g_02337
OG0000174	Syam.g_02349	Syag.g_02175
OG0000175	Syam.g_02417	Syag.g_02240
OG0000176	Syam.g_00004	Syag.g_02276
OG0000177	Syam.g_00005	Syag.g_02277
OG0000178	Syam.g_00006	Syag.g_02278
OG0000179	Syam.g_00021	Syag.g_02293
OG0000180	Syam.g_00022	Syag.g_02294
OG0000181	Syam.g_00023	Syag.g_02295
OG0000182	Syam.g_00024	Syag.g_02296
OG0000183	Syam.g_00028	Syag.g_02300
OG0000184	Syam.g_02298	Syag.g_02110
OG0000185	Syam.g_02295	Syag.g_02092
OG0000186	Syam.g_02058	Syag.g_01815
OG0000187	Syam.g_02059	Syag.g_01816
OG0000188	Syam.g_02081	Syag.g_01839
OG0000189	Syam.g_02108	Syag.g_01872
OG0000190	Syam.g_02110	Syag.g_01874
OG0000191	Syam.g_02142	Syag.g_01909
OG0000192	Syam.g_02148	Syag.g_01915
OG0000193	Syam.g_02192	Syag.g_01952
OG0000194	Syam.g_02195	Syag.g_01955
OG0000195	Syam.g_02197	Syag.g_01957
OG0000196	Syam.g_02208	Syag.g_01968
OG0000197	Syam.g_02209	Syag.g_01969
OG0000198	Syam.g_02210	Syag.g_00108, Syag.g_01971
OG0000199	Syam.g_02218	Syag.g_01979
OG0000200	Syam.g_02234	Syag.g_01996
OG0000201	Syam.g_02248	Syag.g_02023
OG0000202	Syam.g_02249	Syag.g_02024
OG0000203	Syam.g_02250	Syag.g_02025
OG0000204	Syam.g_02251	Syag.g_02020, Syag.g_02026
OG0000205	Syam.g_02258	Syag.g_02035
OG0000206	Syam.g_02264	Syag.g_02047
OG0000207	Syam.g_02266	Syag.g_02051
OG0000208	Syam.g_02267	Syag.g_02052
OG0000209	Syam.g_02278	Syag.g_02069
OG0000210	Syam.g_02279	Syag.g_02070
OG0000211	Syam.g_00504	Syag.g_01788
OG0000212	Syam.g_00515	Syag.g_01777
OG0000213	Syam.g_00263	Syag.g_02632
OG0000214	Syam.g_00247	Syag.g_02615
OG0000215	Syam.g_00216	Syag.g_02584
OG0000216	Syam.g_00212	Syag.g_02580
OG0000217	Syam.g_00208	Syag.g_02576
OG0000218	Syam.g_00206	Syag.g_02574
OG0000219	Syam.g_00205	Syag.g_02573
OG0000220	Syam.g_00204	Syag.g_02572
OG0000221	Syam.g_00198	Syag.g_02566
OG0000222	Syam.g_00186	Syag.g_02550
OG0000223	Syam.g_00168	Syag.g_02475
OG0000224	Syam.g_00164	Syag.g_02471
OG0000225	Syam.g_00473	Syag.g_02861
OG0000226	Syam.g_00477	Syag.g_02865
OG0000227	Syam.g_00479	Syag.g_02867
OG0000228	Syam.g_00488	Syag.g_00004
OG0000229	Syam.g_01867	Syag.g_00033
OG0000230	Syam.g_01865	Syag.g_00035
OG0000231	Syam.g_01848	Syag.g_00048
OG0000232	Syam.g_01692	Syag.g_00059
OG0000233	Syam.g_01678	Syag.g_01330
OG0000234	Syam.g_01667	Syag.g_01358
OG0000235	Syam.g_00582	Syag.g_01529
OG0000236	Syam.g_00597	Syag.g_01513
OG0000237	Syam.g_00614	Syag.g_01495
OG0000238	Syam.g_00619	Syag.g_01490
OG0000239	Syam.g_00637	Syag.g_01472
OG0000240	Syam.g_00638	Syag.g_01471
OG0000241	Syam.g_01477	Syag.g_00396
OG0000242	Syam.g_00649	Syag.g_01456
OG0000243	Syam.g_00668	Syag.g_00255
OG0000244	Syam.g_00674	Syag.g_00268
OG0000245	Syam.g_00676	Syag.g_00270
OG0000246	Syam.g_00680	Syag.g_00274
OG0000247	Syam.g_00692	Syag.g_00286
OG0000248	Syam.g_00695	Syag.g_00289
OG0000249	Syam.g_00697	Syag.g_00291
OG0000250	Syam.g_01747	Syag.g_00299
OG0000251	Syam.g_01722	Syag.g_00328
OG0000252	Syam.g_01719	Syag.g_00331
OG0000253	Syam.g_01718	Syag.g_00333
OG0000254	Syam.g_01510	Syag.g_00356
OG0000255	Syam.g_01500	Syag.g_00369
OG0000256	Syam.g_01484	Syag.g_00385
OG0000257	Syam.g_01478	Syag.g_00395
OG0000258	Syam.g_01459	Syag.g_00423
OG0000259	Syam.g_01378	Syag.g_00560
OG0000260	Syam.g_01375	Syag.g_00570
OG0000261	Syam.g_01372	Syag.g_00581
OG0000262	Syam.g_01367	Syag.g_00586
OG0000263	Syam.g_00885	Syag.g_01079
OG0000264	Syam.g_00805	Syag.g_01011
OG0000265	Syam.g_01880	Syag.g_01021
OG0000266	Syam.g_01234	Syag.g_00907
OG0000267	Syam.g_01071	Syag.g_00762
OG0000268	Syam.g_01072	Syag.g_00763
OG0000269	Syam.g_01295	Syag.g_00662
OG0000270	Syam.g_01292	Syag.g_00665
OG0000271	Syam.g_01284	Syag.g_00673
OG0000274	Syam.g_00744	Syag.g_00714
OG0000275	Syam.g_00741	Syag.g_00717
OG0000276	Syam.g_00733	Syag.g_00723
OG0000277	Syam.g_00732	Syag.g_00724
OG0000278	Syam.g_00729	Syag.g_00727
OG0000279	Syam.g_00721	Syag.g_00735
OG0000280	Syam.g_00701	Syag.g_00741
OG0000281	Syam.g_00943	Syag.g_00572
OG0000282	Syam.g_01347	Syag.g_00611
OG0000283	Syam.g_01087	Syag.g_00775
OG0000284	Syam.g_01093	Syag.g_00780
OG0000285	Syam.g_01105	Syag.g_00791
OG0000286	Syam.g_01123	Syag.g_00809
OG0000287	Syam.g_01153	Syag.g_00838
OG0000288	Syam.g_01186	Syag.g_00869
OG0000289	Syam.g_01201	Syag.g_00884
OG0000290	Syam.g_00771	Syag.g_00970
OG0000291	Syam.g_00773	Syag.g_00972
OG0000292	Syam.g_02439	Syag.g_02265
OG0000293	Syam.g_01806	Syag.g_01155
OG0000294	Syam.g_01805	Syag.g_01154
OG0000295	Syam.g_01771	Syag.g_01115
OG0000296	Syam.g_01769	Syag.g_01113
OG0000297	Syam.g_00906	Syag.g_01099
OG0000298	Syam.g_00905	Syag.g_01098
OG0000299	Syam.g_00878	Syag.g_01067
OG0000301	Syam.g_00870	Syag.g_01061
OG0000302	Syam.g_00868	Syag.g_01060
OG0000303	Syam.g_00859	Syag.g_01048
OG0000304	Syam.g_00853	Syag.g_01041
OG0000305	Syam.g_00776	Syag.g_00977
OG0000306	Syam.g_01757	Syag.g_00460
OG0000307	Syam.g_00566	Syag.g_01546
OG0000308	Syam.g_00564	Syag.g_01548
OG0000309	Syam.g_00559	Syag.g_01553
OG0000310	Syam.g_01591	Syag.g_01291
OG0000311	Syam.g_01595	Syag.g_01300
OG0000312	Syam.g_01601	Syag.g_01434
OG0000313	Syam.g_01617	Syag.g_00966, Syag.g_01412
OG0000314	Syam.g_01647	Syag.g_01380
OG0000315	Syam.g_01658	Syag.g_01369
OG0000316	Syam.g_01945	Syag.g_01641
OG0000317	Syam.g_01987	Syag.g_01684
OG0000318	Syam.g_01991	Syag.g_01688
OG0000319	Syam.g_02006	Syag.g_01710
OG0000320	Syam.g_02008	Syag.g_01712
OG0000321	Syam.g_02009	Syag.g_01713
OG0000322	Syam.g_02010	Syag.g_01714
OG0000323	Syam.g_02025	Syag.g_01728
OG0000324	Syam.g_01906	Syag.g_01757
OG0000325	Syam.g_00289	Syag.g_02690
OG0000326	Syam.g_00296	Syag.g_02698
OG0000327	Syam.g_00325	Syag.g_02728
OG0000328	Syam.g_00326	Syag.g_02729
OG0000329	Syam.g_00344	Syag.g_02747
OG0000330	Syam.g_00345	Syag.g_02748
OG0000331	Syam.g_00346	Syag.g_02749
OG0000332	Syam.g_00361	Syag.g_02764
OG0000333	Syam.g_00364	Syag.g_02767
OG0000334	Syam.g_00375	Syag.g_02777
OG0000335	Syam.g_00380	Syag.g_02782
OG0000336	Syam.g_00384	Syag.g_02786
OG0000337	Syam.g_00155	Syag.g_02445
OG0000338	Syam.g_00153	Syag.g_02440
OG0000340	Syam.g_00137	Syag.g_02416
OG0000341	Syam.g_00135	Syag.g_02414
OG0000342	Syam.g_00134	Syag.g_02413
OG0000343	Syam.g_00133	Syag.g_02411
OG0000344	Syam.g_00129	Syag.g_02407
OG0000345	Syam.g_00119	Syag.g_02397
OG0000346	Syam.g_00114	Syag.g_02392
OG0000347	Syam.g_00083	Syag.g_02366
OG0000348	Syam.g_00068	Syag.g_02357
OG0000349	Syam.g_00050	Syag.g_02330
OG0000350	Syam.g_00303	Syag.g_02705
OG0000351	Syam.g_02420	Syag.g_02244
OG0000352	Syam.g_02421	Syag.g_02245
OG0000353	Syam.g_02445	Syag.g_02271
OG0000354	Syam.g_00626, Syam.g_00625	Syag.g_01484
OG0000355	Syam.g_00001	Syag.g_02273
OG0000356	Syam.g_00002	Syag.g_02274
OG0000357	Syam.g_00003	Syag.g_02275
OG0000358	Syam.g_00007	Syag.g_02279
OG0000359	Syam.g_00009	Syag.g_02281
OG0000360	Syam.g_00010	Syag.g_02282
OG0000361	Syam.g_00011	Syag.g_02283
OG0000362	Syam.g_00013	Syag.g_02285
OG0000363	Syam.g_00015	Syag.g_02287
OG0000364	Syam.g_00016	Syag.g_02288
OG0000365	Syam.g_00025	Syag.g_02297
OG0000366	Syam.g_00026	Syag.g_02298
OG0000367	Syam.g_00027	Syag.g_02299
OG0000368	Syam.g_00029	Syag.g_02301
OG0000369	Syam.g_00030	Syag.g_02302
OG0000370	Syam.g_00031	Syag.g_02303
OG0000371	Syam.g_00038	Syag.g_02312
OG0000372	Syam.g_00043	Syag.g_02317
OG0000373	Syam.g_00044	Syag.g_02318
OG0000374	Syam.g_00045	Syag.g_02319
OG0000375	Syam.g_00046	Syag.g_02326
OG0000376	Syam.g_00048	Syag.g_02328
OG0000377	Syam.g_02306	Syag.g_02119
OG0000378	Syam.g_02297	Syag.g_02099
OG0000379	Syam.g_02294	Syag.g_02091
OG0000380	Syam.g_02060	Syag.g_01817
OG0000381	Syam.g_02063	Syag.g_01820
OG0000382	Syam.g_02080	Syag.g_01838
OG0000383	Syam.g_02083	Syag.g_01843
OG0000384	Syam.g_02084	Syag.g_01844
OG0000385	Syam.g_02085	Syag.g_01845
OG0000386	Syam.g_02086	Syag.g_01846
OG0000387	Syam.g_02112	Syag.g_01876
OG0000388	Syam.g_02116	Syag.g_01880
OG0000389	Syam.g_02120	Syag.g_01884
OG0000390	Syam.g_02136	Syag.g_01903
OG0000391	Syam.g_02141	Syag.g_01908
OG0000392	Syam.g_02147	Syag.g_01914
OG0000393	Syam.g_02149	Syag.g_01917
OG0000394	Syam.g_02150	Syag.g_01918
OG0000395	Syam.g_02151	Syag.g_01919
OG0000396	Syam.g_02153	Syag.g_01922
OG0000397	Syam.g_02160	Syag.g_01924
OG0000398	Syam.g_02165	Syag.g_01929
OG0000399	Syam.g_02166	Syag.g_01930
OG0000400	Syam.g_02167	Syag.g_01931
OG0000401	Syam.g_02168	Syag.g_01932
OG0000402	Syam.g_02171	Syag.g_01934
OG0000403	Syam.g_02172	Syag.g_01935
OG0000404	Syam.g_02173	Syag.g_01937
OG0000405	Syam.g_02189	Syag.g_01949
OG0000406	Syam.g_02193	Syag.g_01953
OG0000407	Syam.g_02194	Syag.g_01954
OG0000408	Syam.g_02196	Syag.g_01956
OG0000409	Syam.g_02198	Syag.g_01958
OG0000410	Syam.g_02199	Syag.g_01959
OG0000411	Syam.g_02200	Syag.g_01960
OG0000412	Syam.g_02201	Syag.g_01961
OG0000413	Syam.g_02203	Syag.g_01963
OG0000414	Syam.g_02204	Syag.g_01964
OG0000415	Syam.g_02205	Syag.g_01965
OG0000416	Syam.g_02206	Syag.g_01966
OG0000417	Syam.g_02207	Syag.g_01967
OG0000418	Syam.g_02212	Syag.g_01973
OG0000419	Syam.g_02214	Syag.g_01975
OG0000420	Syam.g_02216	Syag.g_01977
OG0000421	Syam.g_02221	Syag.g_01982
OG0000422	Syam.g_02222	Syag.g_01983
OG0000423	Syam.g_02223	Syag.g_01984
OG0000424	Syam.g_02224	Syag.g_01985
OG0000425	Syam.g_02225	Syag.g_01986
OG0000426	Syam.g_02226	Syag.g_01987
OG0000427	Syam.g_02227	Syag.g_01988
OG0000428	Syam.g_02230	Syag.g_01991
OG0000429	Syam.g_02232	Syag.g_01993
OG0000430	Syam.g_02233	Syag.g_01995
OG0000431	Syam.g_02237	Syag.g_01998
OG0000432	Syam.g_02243	Syag.g_02007
OG0000433	Syam.g_02244	Syag.g_02009
OG0000434	Syam.g_02245	Syag.g_02010
OG0000435	Syam.g_02246	Syag.g_02017
OG0000436	Syam.g_02252	Syag.g_02028
OG0000437	Syam.g_02253	Syag.g_02029
OG0000438	Syam.g_02254	Syag.g_02031
OG0000439	Syam.g_02256	Syag.g_02033
OG0000440	Syam.g_02257	Syag.g_02034
OG0000441	Syam.g_02261	Syag.g_02041
OG0000442	Syam.g_02262	Syag.g_02044
OG0000443	Syam.g_02263	Syag.g_02046
OG0000444	Syam.g_02268	Syag.g_02053
OG0000445	Syam.g_02269	Syag.g_02054
OG0000446	Syam.g_02270	Syag.g_02056
OG0000447	Syam.g_02272	Syag.g_02059
OG0000448	Syam.g_02273	Syag.g_02060
OG0000449	Syam.g_02274	Syag.g_02061
OG0000450	Syam.g_02275	Syag.g_02066
OG0000451	Syam.g_02276	Syag.g_02067
OG0000452	Syam.g_02280	Syag.g_02071
OG0000453	Syam.g_02281	Syag.g_02072
OG0000454	Syam.g_02282	Syag.g_02073
OG0000455	Syam.g_02283	Syag.g_02074
OG0000456	Syam.g_02284	Syag.g_02075
OG0000457	Syam.g_02286	Syag.g_02077
OG0000458	Syam.g_02287	Syag.g_02080
OG0000459	Syam.g_02288	Syag.g_02081
OG0000460	Syam.g_00506	Syag.g_01786
OG0000461	Syam.g_00284	Syag.g_02675
OG0000462	Syam.g_00281	Syag.g_02672
OG0000463	Syam.g_00280	Syag.g_02671
OG0000464	Syam.g_00279	Syag.g_02670
OG0000465	Syam.g_00277	Syag.g_02668
OG0000466	Syam.g_00273	Syag.g_02662
OG0000467	Syam.g_00271	Syag.g_02660
OG0000468	Syam.g_00266	Syag.g_02636
OG0000469	Syam.g_00253	Syag.g_02621
OG0000470	Syam.g_00251	Syag.g_02619
OG0000471	Syam.g_00250	Syag.g_02618
OG0000472	Syam.g_00248	Syag.g_02616
OG0000473	Syam.g_00246	Syag.g_02614
OG0000474	Syam.g_00245	Syag.g_02613
OG0000475	Syam.g_00244	Syag.g_02612
OG0000476	Syam.g_00242	Syag.g_02610
OG0000477	Syam.g_00236	Syag.g_02604
OG0000478	Syam.g_00235	Syag.g_02603
OG0000479	Syam.g_00234	Syag.g_02602
OG0000480	Syam.g_00227	Syag.g_02595
OG0000481	Syam.g_00225	Syag.g_02593
OG0000482	Syam.g_00224	Syag.g_02592
OG0000483	Syam.g_00220	Syag.g_02588
OG0000484	Syam.g_00219	Syag.g_02587
OG0000485	Syam.g_00218	Syag.g_02586
OG0000486	Syam.g_00217	Syag.g_02585
OG0000487	Syam.g_00211	Syag.g_02579
OG0000488	Syam.g_00207	Syag.g_02575
OG0000489	Syam.g_00197	Syag.g_02565
OG0000490	Syam.g_00189	Syag.g_02553
OG0000491	Syam.g_00187	Syag.g_02551
OG0000492	Syam.g_00185	Syag.g_02549
OG0000493	Syam.g_00184	Syag.g_02548
OG0000494	Syam.g_00183	Syag.g_02547
OG0000495	Syam.g_00182	Syag.g_02546
OG0000496	Syam.g_00181	Syag.g_02545
OG0000497	Syam.g_00180	Syag.g_02544
OG0000498	Syam.g_00179	Syag.g_02543
OG0000499	Syam.g_00178	Syag.g_02542
OG0000500	Syam.g_00177	Syag.g_02541
OG0000501	Syam.g_00174	Syag.g_02538
OG0000502	Syam.g_00165	Syag.g_02467
OG0000503	Syam.g_00457	Syag.g_02843
OG0000504	Syam.g_00459	Syag.g_02845
OG0000505	Syam.g_00460	Syag.g_02846
OG0000506	Syam.g_00462	Syag.g_02849
OG0000507	Syam.g_00468	Syag.g_02855
OG0000508	Syam.g_00472	Syag.g_02860
OG0000509	Syam.g_00474	Syag.g_02862
OG0000510	Syam.g_00475	Syag.g_02863
OG0000511	Syam.g_00476	Syag.g_02864
OG0000512	Syam.g_00478	Syag.g_02866
OG0000513	Syam.g_00493	Syag.g_00009
OG0000514	Syam.g_00499	Syag.g_00018
OG0000515	Syam.g_00500	Syag.g_00019
OG0000516	Syam.g_01862	Syag.g_00025
OG0000517	Syam.g_01868	Syag.g_00032
OG0000518	Syam.g_01851	Syag.g_00044
OG0000519	Syam.g_01850	Syag.g_00045
OG0000520	Syam.g_01849	Syag.g_00046
OG0000521	Syam.g_01696	Syag.g_00054
OG0000522	Syam.g_01694	Syag.g_00056
OG0000523	Syam.g_01693	Syag.g_00057
OG0000524	Syam.g_01681	Syag.g_01327
OG0000525	Syam.g_01677	Syag.g_01345
OG0000526	Syam.g_01674	Syag.g_01348
OG0000527	Syam.g_01670	Syag.g_01354
OG0000528	Syam.g_00580	Syag.g_01532
OG0000529	Syam.g_00584	Syag.g_01527
OG0000530	Syam.g_00587	Syag.g_01524
OG0000531	Syam.g_00588	Syag.g_01523
OG0000532	Syam.g_00591	Syag.g_01520
OG0000533	Syam.g_00592	Syag.g_01518
OG0000534	Syam.g_00593	Syag.g_01517
OG0000535	Syam.g_00594	Syag.g_01516
OG0000536	Syam.g_00595	Syag.g_01515
OG0000537	Syam.g_00596	Syag.g_01514
OG0000538	Syam.g_00607	Syag.g_01502
OG0000539	Syam.g_00608	Syag.g_01501
OG0000540	Syam.g_00609	Syag.g_01500
OG0000541	Syam.g_00610	Syag.g_01499
OG0000542	Syam.g_00613	Syag.g_01496
OG0000543	Syam.g_00615	Syag.g_01494
OG0000544	Syam.g_00616	Syag.g_01493
OG0000545	Syam.g_00618	Syag.g_01491
OG0000546	Syam.g_00620	Syag.g_01489
OG0000547	Syam.g_00622	Syag.g_01487
OG0000548	Syam.g_00623	Syag.g_01486
OG0000549	Syam.g_00630	Syag.g_01480
OG0000550	Syam.g_00635	Syag.g_01474
OG0000551	Syam.g_00640	Syag.g_01470
OG0000552	Syam.g_00641	Syag.g_01469
OG0000553	Syam.g_00643	Syag.g_01464
OG0000554	Syam.g_00652	Syag.g_01453
OG0000555	Syam.g_00667	Syag.g_00075
OG0000556	Syam.g_00670	Syag.g_00257
OG0000557	Syam.g_00672	Syag.g_00267
OG0000558	Syam.g_00675	Syag.g_00269
OG0000559	Syam.g_00679	Syag.g_00273
OG0000560	Syam.g_00682	Syag.g_00276
OG0000561	Syam.g_00683	Syag.g_00277
OG0000562	Syam.g_00684	Syag.g_00278
OG0000563	Syam.g_00685	Syag.g_00279
OG0000564	Syam.g_00686	Syag.g_00280
OG0000565	Syam.g_00690	Syag.g_00284
OG0000566	Syam.g_00694	Syag.g_00288
OG0000567	Syam.g_00698	Syag.g_00292
OG0000568	Syam.g_01751	Syag.g_00295
OG0000569	Syam.g_01750	Syag.g_00296
OG0000570	Syam.g_01749	Syag.g_00297
OG0000571	Syam.g_01745	Syag.g_00301
OG0000572	Syam.g_01729	Syag.g_00251, Syag.g_00320
OG0000573	Syam.g_01721	Syag.g_00329
OG0000574	Syam.g_01720	Syag.g_00330
OG0000575	Syam.g_01716	Syag.g_00335
OG0000576	Syam.g_01714	Syag.g_00337
OG0000577	Syam.g_01713	Syag.g_00338
OG0000578	Syam.g_01712	Syag.g_00339
