Orthogroup	Syam	Prbc
OG0000068	Syam.g_00575	Prbc.g_00657
OG0000070	Syam.g_01847	Prbc.g_01511
OG0000071	Syam.g_01830	Prbc.g_00566
OG0000072	Syam.g_02219	Prbc.g_00400
OG0000073	Syam.g_00604	Prbc.g_01579
OG0000075	Syam.g_00148	Prbc.g_00236
OG0000076	Syam.g_00115	Prbc.g_00211
OG0000077	Syam.g_02074	Prbc.g_00495
OG0000078	Syam.g_00514	Prbc.g_00330
OG0000079	Syam.g_00270	Prbc.g_01148
OG0000081	Syam.g_00520	Prbc.g_01610
OG0000082	Syam.g_01730	Prbc.g_00891
OG0000085	Syam.g_01979	Prbc.g_00826
OG0000086	Syam.g_02092	Prbc.g_00485
OG0000087	Syam.g_02175	Prbc.g_00432
OG0000088	Syam.g_02213	Prbc.g_00405
OG0000089	Syam.g_00489	Prbc.g_01268
OG0000090	Syam.g_00651	Prbc.g_01612
OG0000091	Syam.g_01460	Prbc.g_01719
OG0000097	Syam.g_00874	Prbc.g_01400
OG0000098	Syam.g_00944	Prbc.g_00585
OG0000099	Syam.g_00173	Prbc.g_01229
OG0000100	Syam.g_01259	Prbc.g_00785
OG0000101	Syam.g_00371	Prbc.g_00284
OG0000102	Syam.g_00110	Prbc.g_00206
OG0000103	Syam.g_02428	Prbc.g_01053
OG0000104	Syam.g_02442	Prbc.g_01065
OG0000105	Syam.g_00238	Prbc.g_01167
OG0000106	Syam.g_01039	Prbc.g_00134, Prbc.g_00641
OG0000107	Syam.g_00288	Prbc.g_00934
OG0000108	Syam.g_00583	Prbc.g_01540
OG0000109	Syam.g_00598	Prbc.g_01553
OG0000110	Syam.g_01743	Prbc.g_01654
OG0000112	Syam.g_01115	Prbc.g_02028
OG0000113	Syam.g_01264	Prbc.g_01882, Prbc.g_00153
OG0000114	Syam.g_01349	Prbc.g_01977
OG0000115	Syam.g_01634	Prbc.g_00801
OG0000116	Syam.g_01807	Prbc.g_01457
OG0000117	Syam.g_00904	Prbc.g_00102
OG0000118	Syam.g_01698	Prbc.g_00577
OG0000120	Syam.g_00172	Prbc.g_01753
OG0000121	Syam.g_01615	Prbc.g_00711
OG0000122	Syam.g_01436	Prbc.g_00750
OG0000123	Syam.g_00379	Prbc.g_00277
OG0000124	Syam.g_00096	Prbc.g_00193
OG0000125	Syam.g_02319	Prbc.g_00997
OG0000126	Syam.g_02440	Prbc.g_01063
OG0000127	Syam.g_02032	Prbc.g_01367
OG0000128	Syam.g_00012	Prbc.g_01081
OG0000129	Syam.g_02307	Prbc.g_01122
OG0000130	Syam.g_02062	Prbc.g_00504
OG0000131	Syam.g_02191	Prbc.g_00426
OG0000132	Syam.g_02211	Prbc.g_00407
OG0000133	Syam.g_01120	Prbc.g_01214
OG0000134	Syam.g_00492	Prbc.g_01270
OG0000135	Syam.g_02347	Prbc.g_02198, Prbc.g_02183
OG0000136	Syam.g_01857	Prbc.g_01502
OG0000137	Syam.g_01668	Prbc.g_01534
OG0000138	Syam.g_00599	Prbc.g_01554
OG0000139	Syam.g_00657	Prbc.g_01616
OG0000140	Syam.g_00659	Prbc.g_01617
OG0000141	Syam.g_01514	Prbc.g_01684
OG0000142	Syam.g_01468	Prbc.g_01712
OG0000143	Syam.g_01464	Prbc.g_01716
OG0000144	Syam.g_01032	Prbc.g_01729
OG0000145	Syam.g_00605	Prbc.g_02142
OG0000146	Syam.g_01114	Prbc.g_02027
OG0000147	Syam.g_01113	Prbc.g_02026
OG0000148	Syam.g_01270	Prbc.g_01876
OG0000149	Syam.g_00725	Prbc.g_01908
OG0000150	Syam.g_00660	Prbc.g_01916
OG0000151	Syam.g_01338	Prbc.g_01988
OG0000152	Syam.g_01124	Prbc.g_02036
OG0000153	Syam.g_01160	Prbc.g_02054
OG0000154	Syam.g_01187	Prbc.g_02083
OG0000155	Syam.g_01763	Prbc.g_01424
OG0000156	Syam.g_01814	Prbc.g_00555
OG0000157	Syam.g_01815	Prbc.g_00556
OG0000158	Syam.g_00139	Prbc.g_00228
OG0000160	Syam.g_01614	Prbc.g_00710
OG0000161	Syam.g_01620	Prbc.g_00716
OG0000162	Syam.g_01627	Prbc.g_00722
OG0000163	Syam.g_01927	Prbc.g_00758
OG0000164	Syam.g_02023	Prbc.g_00854
OG0000165	Syam.g_01879, Syam.g_01878	Prbc.g_00862
OG0000166	Syam.g_00330	Prbc.g_00321
OG0000167	Syam.g_00151	Prbc.g_00238
OG0000168	Syam.g_00138	Prbc.g_00227
OG0000169	Syam.g_00127	Prbc.g_00217
OG0000170	Syam.g_00120	Prbc.g_00215
OG0000171	Syam.g_00097	Prbc.g_00194
OG0000172	Syam.g_00075	Prbc.g_00967
OG0000173	Syam.g_00057	Prbc.g_00982
OG0000174	Syam.g_02349	Prbc.g_01013
OG0000175	Syam.g_02417	Prbc.g_01044
OG0000176	Syam.g_00004	Prbc.g_01074
OG0000177	Syam.g_00005	Prbc.g_01075
OG0000178	Syam.g_00006	Prbc.g_01076
OG0000179	Syam.g_00021	Prbc.g_01086
OG0000180	Syam.g_00022	Prbc.g_01087
OG0000181	Syam.g_00023	Prbc.g_01088
OG0000182	Syam.g_00024	Prbc.g_01089
OG0000183	Syam.g_00028	Prbc.g_01093
OG0000184	Syam.g_02298	Prbc.g_01124
OG0000185	Syam.g_02295	Prbc.g_01127
OG0000186	Syam.g_02058	Prbc.g_00509
OG0000187	Syam.g_02059	Prbc.g_00508
OG0000188	Syam.g_02081	Prbc.g_00491
OG0000189	Syam.g_02108	Prbc.g_00477
OG0000190	Syam.g_02110	Prbc.g_00476
OG0000191	Syam.g_02142	Prbc.g_00453
OG0000192	Syam.g_02148	Prbc.g_00449
OG0000193	Syam.g_02192	Prbc.g_00425
OG0000194	Syam.g_02195	Prbc.g_00422
OG0000195	Syam.g_02197	Prbc.g_00420
OG0000196	Syam.g_02208	Prbc.g_00410
OG0000197	Syam.g_02209	Prbc.g_00409
OG0000198	Syam.g_02210	Prbc.g_00408
OG0000199	Syam.g_02218	Prbc.g_00401
OG0000200	Syam.g_02234	Prbc.g_00388
OG0000202	Syam.g_02249	Prbc.g_00378
OG0000203	Syam.g_02250	Prbc.g_00377
OG0000204	Syam.g_02251	Prbc.g_00376
OG0000205	Syam.g_02258	Prbc.g_00369
OG0000206	Syam.g_02264	Prbc.g_00365
OG0000207	Syam.g_02266	Prbc.g_00363
OG0000208	Syam.g_02267	Prbc.g_00362
OG0000209	Syam.g_02278	Prbc.g_00352
OG0000210	Syam.g_02279	Prbc.g_00351
OG0000212	Syam.g_00515	Prbc.g_00329
OG0000213	Syam.g_00263	Prbc.g_01153
OG0000214	Syam.g_00247	Prbc.g_01161
OG0000215	Syam.g_00216	Prbc.g_01185
OG0000216	Syam.g_00212	Prbc.g_01186
OG0000217	Syam.g_00208	Prbc.g_01189
OG0000218	Syam.g_00206	Prbc.g_01191
OG0000219	Syam.g_00205	Prbc.g_01192
OG0000220	Syam.g_00204	Prbc.g_01193
OG0000221	Syam.g_00198	Prbc.g_01194
OG0000222	Syam.g_00186	Prbc.g_01202
OG0000223	Syam.g_00168	Prbc.g_01215
OG0000224	Syam.g_00164	Prbc.g_01217
OG0000225	Syam.g_00473	Prbc.g_01257
OG0000226	Syam.g_00477	Prbc.g_01261
OG0000227	Syam.g_00479	Prbc.g_01263
OG0000228	Syam.g_00488	Prbc.g_01267
OG0000229	Syam.g_01867	Prbc.g_01497
OG0000230	Syam.g_01865	Prbc.g_01499
OG0000231	Syam.g_01848	Prbc.g_01510
OG0000232	Syam.g_01692	Prbc.g_01518
OG0000233	Syam.g_01678	Prbc.g_01526
OG0000234	Syam.g_01667	Prbc.g_01535
OG0000235	Syam.g_00582	Prbc.g_01539
OG0000236	Syam.g_00597	Prbc.g_01552
OG0000237	Syam.g_00614	Prbc.g_01586
OG0000238	Syam.g_00619	Prbc.g_01592
OG0000239	Syam.g_00637	Prbc.g_01604
OG0000240	Syam.g_00638	Prbc.g_01605
OG0000241	Syam.g_01477	Prbc.g_01609
OG0000242	Syam.g_00649	Prbc.g_01611
OG0000243	Syam.g_00668	Prbc.g_01622
OG0000244	Syam.g_00674	Prbc.g_01626
OG0000245	Syam.g_00676	Prbc.g_01628
OG0000246	Syam.g_00680	Prbc.g_01632
OG0000247	Syam.g_00692	Prbc.g_01642
OG0000248	Syam.g_00695	Prbc.g_01644
OG0000249	Syam.g_00697	Prbc.g_01646
OG0000250	Syam.g_01747	Prbc.g_01651
OG0000251	Syam.g_01722	Prbc.g_01667
OG0000252	Syam.g_01719	Prbc.g_01669
OG0000253	Syam.g_01718	Prbc.g_01671
OG0000254	Syam.g_01510	Prbc.g_01688
OG0000255	Syam.g_01500	Prbc.g_01694
OG0000256	Syam.g_01484	Prbc.g_01704
OG0000257	Syam.g_01478	Prbc.g_01707
OG0000258	Syam.g_01459	Prbc.g_01720
OG0000259	Syam.g_01378	Prbc.g_01737
OG0000260	Syam.g_01375	Prbc.g_01740
OG0000261	Syam.g_01372	Prbc.g_01743
OG0000262	Syam.g_01367	Prbc.g_01748
OG0000263	Syam.g_00885	Prbc.g_01762
OG0000264	Syam.g_00805	Prbc.g_01773
OG0000265	Syam.g_01880	Prbc.g_01787
OG0000266	Syam.g_01234	Prbc.g_01797
OG0000267	Syam.g_01071	Prbc.g_01810
OG0000268	Syam.g_01072	Prbc.g_01811
OG0000269	Syam.g_01295	Prbc.g_01853
OG0000270	Syam.g_01292	Prbc.g_01856
OG0000271	Syam.g_01284	Prbc.g_01864
OG0000272	Syam.g_01283	Prbc.g_01865
OG0000273	Syam.g_00745	Prbc.g_01890
OG0000274	Syam.g_00744	Prbc.g_01891
OG0000275	Syam.g_00741	Prbc.g_01893
OG0000276	Syam.g_00733	Prbc.g_01899
OG0000277	Syam.g_00732	Prbc.g_01900
OG0000278	Syam.g_00729	Prbc.g_01904
OG0000279	Syam.g_00721	Prbc.g_01911
OG0000280	Syam.g_00701	Prbc.g_00068
OG0000281	Syam.g_00943	Prbc.g_01917
OG0000282	Syam.g_01347	Prbc.g_01979
OG0000283	Syam.g_01087	Prbc.g_02010
OG0000284	Syam.g_01093	Prbc.g_02015
OG0000285	Syam.g_01105	Prbc.g_02020
OG0000286	Syam.g_01123	Prbc.g_02035
OG0000287	Syam.g_01153	Prbc.g_02190
OG0000288	Syam.g_01186	Prbc.g_02082
OG0000289	Syam.g_01201	Prbc.g_02094
OG0000290	Syam.g_00771	Prbc.g_02110
OG0000291	Syam.g_00773	Prbc.g_02112
OG0000292	Syam.g_02439	Prbc.g_00173
OG0000293	Syam.g_01806	Prbc.g_01456
OG0000294	Syam.g_01805	Prbc.g_01455
OG0000295	Syam.g_01771	Prbc.g_01431
OG0000296	Syam.g_01769	Prbc.g_01429
OG0000297	Syam.g_00906	Prbc.g_01421
OG0000298	Syam.g_00905	Prbc.g_01420
OG0000299	Syam.g_00878	Prbc.g_01401
OG0000300	Syam.g_00871	Prbc.g_01398
OG0000301	Syam.g_00870	Prbc.g_01397
OG0000302	Syam.g_00868	Prbc.g_01395
OG0000303	Syam.g_00859	Prbc.g_01390
OG0000304	Syam.g_00853	Prbc.g_01387
OG0000305	Syam.g_00776	Prbc.g_00810
OG0000306	Syam.g_01757	Prbc.g_01921
OG0000307	Syam.g_00566	Prbc.g_00666
OG0000308	Syam.g_00564	Prbc.g_00667
OG0000309	Syam.g_00559	Prbc.g_00671
OG0000310	Syam.g_01591	Prbc.g_00693
OG0000311	Syam.g_01595	Prbc.g_00695
OG0000312	Syam.g_01601	Prbc.g_00698
OG0000313	Syam.g_01617	Prbc.g_00713
OG0000314	Syam.g_01647	Prbc.g_00734
OG0000315	Syam.g_01658	Prbc.g_00744
OG0000316	Syam.g_01945	Prbc.g_00768
OG0000317	Syam.g_01987	Prbc.g_00830
OG0000318	Syam.g_01991	Prbc.g_00833
OG0000319	Syam.g_02006	Prbc.g_00844
OG0000320	Syam.g_02008	Prbc.g_00846
OG0000321	Syam.g_02009	Prbc.g_00847
OG0000322	Syam.g_02010	Prbc.g_00848
OG0000323	Syam.g_02025	Prbc.g_00857
OG0000324	Syam.g_01906	Prbc.g_00884
OG0000325	Syam.g_00289	Prbc.g_00935
OG0000326	Syam.g_00296	Prbc.g_00941
OG0000327	Syam.g_00325	Prbc.g_00326
OG0000328	Syam.g_00326	Prbc.g_00325
OG0000329	Syam.g_00344	Prbc.g_00308
OG0000330	Syam.g_00345	Prbc.g_00307
OG0000331	Syam.g_00346	Prbc.g_00306
OG0000332	Syam.g_00361	Prbc.g_00292
OG0000333	Syam.g_00364	Prbc.g_00290
OG0000334	Syam.g_00375	Prbc.g_00281
OG0000335	Syam.g_00380	Prbc.g_00276
OG0000336	Syam.g_00384	Prbc.g_00272
OG0000337	Syam.g_00155	Prbc.g_00241
OG0000338	Syam.g_00153	Prbc.g_00240
OG0000339	Syam.g_00147	Prbc.g_00235
OG0000340	Syam.g_00137	Prbc.g_00226
OG0000341	Syam.g_00135	Prbc.g_00224
OG0000342	Syam.g_00134	Prbc.g_00223
OG0000343	Syam.g_00133	Prbc.g_00222
OG0000344	Syam.g_00129	Prbc.g_00219
OG0000345	Syam.g_00119	Prbc.g_00214
OG0000346	Syam.g_00114	Prbc.g_00210
OG0000347	Syam.g_00083	Prbc.g_00190
OG0000348	Syam.g_00068	Prbc.g_00970
OG0000349	Syam.g_00050	Prbc.g_00988
OG0000350	Syam.g_00303	Prbc.g_01009
OG0000351	Syam.g_02420	Prbc.g_01047
OG0000352	Syam.g_02421	Prbc.g_01048
OG0000353	Syam.g_02445	Prbc.g_01068
OG0000355	Syam.g_00001	Prbc.g_01071
OG0000356	Syam.g_00002	Prbc.g_01072
OG0000357	Syam.g_00003	Prbc.g_01073
OG0000358	Syam.g_00007	Prbc.g_01077
OG0000359	Syam.g_00009	Prbc.g_01078
OG0000360	Syam.g_00010	Prbc.g_01079
OG0000361	Syam.g_00011	Prbc.g_01080
OG0000362	Syam.g_00013	Prbc.g_01082
OG0000363	Syam.g_00015	Prbc.g_01084
OG0000364	Syam.g_00016	Prbc.g_01085
OG0000365	Syam.g_00025	Prbc.g_01090
OG0000366	Syam.g_00026	Prbc.g_01091
OG0000367	Syam.g_00027	Prbc.g_01092
OG0000368	Syam.g_00029	Prbc.g_01094
OG0000369	Syam.g_00030	Prbc.g_01095
OG0000370	Syam.g_00031	Prbc.g_01096
OG0000371	Syam.g_00038	Prbc.g_01102
OG0000372	Syam.g_00043	Prbc.g_01104
OG0000373	Syam.g_00044	Prbc.g_01105
OG0000374	Syam.g_00045	Prbc.g_01106
OG0000375	Syam.g_00046	Prbc.g_01118
OG0000376	Syam.g_00048	Prbc.g_01120
OG0000377	Syam.g_02306	Prbc.g_01123
OG0000378	Syam.g_02297	Prbc.g_01125
OG0000379	Syam.g_02294	Prbc.g_01128
OG0000380	Syam.g_02060	Prbc.g_00507
OG0000381	Syam.g_02063	Prbc.g_00503
OG0000382	Syam.g_02080	Prbc.g_00492
OG0000383	Syam.g_02083	Prbc.g_00490
OG0000384	Syam.g_02084	Prbc.g_00489
OG0000385	Syam.g_02085	Prbc.g_00488
OG0000386	Syam.g_02086	Prbc.g_00487
OG0000387	Syam.g_02112	Prbc.g_00474
OG0000388	Syam.g_02116	Prbc.g_00470
OG0000389	Syam.g_02120	Prbc.g_00467
OG0000390	Syam.g_02136	Prbc.g_00458
OG0000391	Syam.g_02141	Prbc.g_00454
OG0000392	Syam.g_02147	Prbc.g_00451
OG0000393	Syam.g_02149	Prbc.g_00448
OG0000394	Syam.g_02150	Prbc.g_00447
OG0000395	Syam.g_02151	Prbc.g_00446
OG0000396	Syam.g_02153	Prbc.g_00443
OG0000397	Syam.g_02160	Prbc.g_00441
OG0000398	Syam.g_02165	Prbc.g_00438
OG0000399	Syam.g_02166	Prbc.g_00437
OG0000400	Syam.g_02167	Prbc.g_00436
OG0000401	Syam.g_02168	Prbc.g_00435
OG0000402	Syam.g_02171	Prbc.g_02145
OG0000403	Syam.g_02172	Prbc.g_00434
OG0000404	Syam.g_02173	Prbc.g_00433
OG0000405	Syam.g_02189	Prbc.g_00428
OG0000406	Syam.g_02193	Prbc.g_00424
OG0000407	Syam.g_02194	Prbc.g_00423
OG0000408	Syam.g_02196	Prbc.g_00421
OG0000409	Syam.g_02198	Prbc.g_00419
OG0000410	Syam.g_02199	Prbc.g_00418
OG0000411	Syam.g_02200	Prbc.g_00417
OG0000412	Syam.g_02201	Prbc.g_00416
OG0000413	Syam.g_02203	Prbc.g_00415
OG0000414	Syam.g_02204	Prbc.g_00414
OG0000415	Syam.g_02205	Prbc.g_00413
OG0000416	Syam.g_02206	Prbc.g_00412
OG0000417	Syam.g_02207	Prbc.g_00411
OG0000418	Syam.g_02212	Prbc.g_00406
OG0000419	Syam.g_02214	Prbc.g_00404
OG0000420	Syam.g_02216	Prbc.g_00403
OG0000421	Syam.g_02221	Prbc.g_00399
OG0000422	Syam.g_02222	Prbc.g_00398
OG0000423	Syam.g_02223	Prbc.g_00397
OG0000424	Syam.g_02224	Prbc.g_00396
OG0000425	Syam.g_02225	Prbc.g_00395
OG0000426	Syam.g_02226	Prbc.g_00394
OG0000427	Syam.g_02227	Prbc.g_00393
OG0000428	Syam.g_02230	Prbc.g_00391
OG0000429	Syam.g_02232	Prbc.g_00390
OG0000430	Syam.g_02233	Prbc.g_00389
OG0000431	Syam.g_02237	Prbc.g_00387
OG0000432	Syam.g_02243	Prbc.g_00383
OG0000433	Syam.g_02244	Prbc.g_00382
OG0000434	Syam.g_02245	Prbc.g_00381
OG0000435	Syam.g_02246	Prbc.g_00380
OG0000436	Syam.g_02252	Prbc.g_00375
OG0000437	Syam.g_02253	Prbc.g_00374
OG0000438	Syam.g_02254	Prbc.g_00373
OG0000439	Syam.g_02256	Prbc.g_00371
OG0000440	Syam.g_02257	Prbc.g_00370
OG0000441	Syam.g_02261	Prbc.g_00368
OG0000442	Syam.g_02262	Prbc.g_00367
OG0000443	Syam.g_02263	Prbc.g_00366
OG0000444	Syam.g_02268	Prbc.g_00361
OG0000445	Syam.g_02269	Prbc.g_00360
OG0000446	Syam.g_02270	Prbc.g_00358
OG0000447	Syam.g_02272	Prbc.g_00357
OG0000448	Syam.g_02273	Prbc.g_00356
OG0000449	Syam.g_02274	Prbc.g_00355
OG0000450	Syam.g_02275	Prbc.g_00354
OG0000451	Syam.g_02276	Prbc.g_00353
OG0000452	Syam.g_02280	Prbc.g_00350
OG0000453	Syam.g_02281	Prbc.g_00349
OG0000454	Syam.g_02282	Prbc.g_00348
OG0000455	Syam.g_02283	Prbc.g_00347
OG0000456	Syam.g_02284	Prbc.g_00346
OG0000457	Syam.g_02286	Prbc.g_00345
OG0000458	Syam.g_02287	Prbc.g_00344
OG0000459	Syam.g_02288	Prbc.g_00343
OG0000460	Syam.g_00506	Prbc.g_00335
OG0000461	Syam.g_00284	Prbc.g_01140
OG0000462	Syam.g_00281	Prbc.g_01142
OG0000463	Syam.g_00280	Prbc.g_01143
OG0000464	Syam.g_00279	Prbc.g_01144
OG0000465	Syam.g_00277	Prbc.g_01145
OG0000466	Syam.g_00273	Prbc.g_01146
OG0000467	Syam.g_00271	Prbc.g_01147
OG0000468	Syam.g_00266	Prbc.g_01149
OG0000469	Syam.g_00253	Prbc.g_01156
OG0000470	Syam.g_00251	Prbc.g_01158
OG0000471	Syam.g_00250	Prbc.g_01159
OG0000472	Syam.g_00248	Prbc.g_01160
OG0000473	Syam.g_00246	Prbc.g_01162
OG0000474	Syam.g_00245	Prbc.g_01163
OG0000475	Syam.g_00244	Prbc.g_01164
OG0000476	Syam.g_00242	Prbc.g_01166
OG0000477	Syam.g_00236	Prbc.g_01168
OG0000478	Syam.g_00235	Prbc.g_01169
OG0000479	Syam.g_00234	Prbc.g_01170
OG0000480	Syam.g_00227	Prbc.g_01175
OG0000481	Syam.g_00225	Prbc.g_01177
OG0000482	Syam.g_00224	Prbc.g_01178
OG0000483	Syam.g_00220	Prbc.g_01181
OG0000484	Syam.g_00219	Prbc.g_01182
OG0000485	Syam.g_00218	Prbc.g_01183
OG0000486	Syam.g_00217	Prbc.g_01184
OG0000487	Syam.g_00211	Prbc.g_01187
OG0000488	Syam.g_00207	Prbc.g_01190
OG0000489	Syam.g_00197	Prbc.g_01195
OG0000490	Syam.g_00189	Prbc.g_01200
OG0000491	Syam.g_00187	Prbc.g_01201
OG0000492	Syam.g_00185	Prbc.g_01203
OG0000493	Syam.g_00184	Prbc.g_01204
OG0000494	Syam.g_00183	Prbc.g_01205
OG0000495	Syam.g_00182	Prbc.g_01206
OG0000496	Syam.g_00181	Prbc.g_01207
OG0000497	Syam.g_00180	Prbc.g_01208
OG0000498	Syam.g_00179	Prbc.g_01209
OG0000499	Syam.g_00178	Prbc.g_01210
OG0000500	Syam.g_00177	Prbc.g_01211
OG0000501	Syam.g_00174	Prbc.g_01213
OG0000502	Syam.g_00165	Prbc.g_01216
OG0000503	Syam.g_00457	Prbc.g_01246
OG0000504	Syam.g_00459	Prbc.g_01248
OG0000505	Syam.g_00460	Prbc.g_01249
OG0000506	Syam.g_00462	Prbc.g_01250
OG0000507	Syam.g_00468	Prbc.g_01253
OG0000508	Syam.g_00472	Prbc.g_01256
OG0000509	Syam.g_00474	Prbc.g_01258
OG0000510	Syam.g_00475	Prbc.g_01259
OG0000511	Syam.g_00476	Prbc.g_01260
OG0000512	Syam.g_00478	Prbc.g_01262
OG0000513	Syam.g_00493	Prbc.g_01271
OG0000514	Syam.g_00499	Prbc.g_01492
OG0000515	Syam.g_00500	Prbc.g_01493
OG0000516	Syam.g_01862	Prbc.g_01494
OG0000517	Syam.g_01868	Prbc.g_01496
OG0000518	Syam.g_01851	Prbc.g_01507
OG0000519	Syam.g_01850	Prbc.g_01508
OG0000520	Syam.g_01849	Prbc.g_01509
OG0000521	Syam.g_01696	Prbc.g_01514
OG0000522	Syam.g_01694	Prbc.g_01516
OG0000523	Syam.g_01693	Prbc.g_01517
OG0000524	Syam.g_01681	Prbc.g_01524
OG0000525	Syam.g_01677	Prbc.g_01528
OG0000526	Syam.g_01674	Prbc.g_01529
OG0000527	Syam.g_01670	Prbc.g_01532
OG0000528	Syam.g_00580	Prbc.g_01538
OG0000529	Syam.g_00584	Prbc.g_01541
OG0000530	Syam.g_00587	Prbc.g_01544
OG0000531	Syam.g_00588	Prbc.g_01545
OG0000532	Syam.g_00591	Prbc.g_01546
OG0000533	Syam.g_00592	Prbc.g_01547
OG0000534	Syam.g_00593	Prbc.g_01548
OG0000535	Syam.g_00594	Prbc.g_01549
OG0000536	Syam.g_00595	Prbc.g_01550
OG0000537	Syam.g_00596	Prbc.g_01551
OG0000538	Syam.g_00607	Prbc.g_01580
OG0000539	Syam.g_00608	Prbc.g_01581
OG0000540	Syam.g_00609	Prbc.g_01582
OG0000541	Syam.g_00610	Prbc.g_01583
OG0000542	Syam.g_00613	Prbc.g_01585
OG0000543	Syam.g_00615	Prbc.g_01587
OG0000544	Syam.g_00616	Prbc.g_01588
OG0000545	Syam.g_00618	Prbc.g_01590
OG0000546	Syam.g_00620	Prbc.g_01593
OG0000547	Syam.g_00622	Prbc.g_01595
OG0000548	Syam.g_00623	Prbc.g_01596
OG0000549	Syam.g_00630	Prbc.g_01599
OG0000550	Syam.g_00635	Prbc.g_01603
OG0000551	Syam.g_00640	Prbc.g_01606
OG0000552	Syam.g_00641	Prbc.g_01607
OG0000553	Syam.g_00643	Prbc.g_01608
OG0000554	Syam.g_00652	Prbc.g_01613
OG0000555	Syam.g_00667	Prbc.g_01621
OG0000556	Syam.g_00670	Prbc.g_01623
OG0000557	Syam.g_00672	Prbc.g_01624
OG0000558	Syam.g_00675	Prbc.g_01627
OG0000559	Syam.g_00679	Prbc.g_01631
OG0000560	Syam.g_00682	Prbc.g_01634
OG0000561	Syam.g_00683	Prbc.g_01635
OG0000562	Syam.g_00684	Prbc.g_01636
OG0000563	Syam.g_00685	Prbc.g_01637
OG0000564	Syam.g_00686	Prbc.g_01638
OG0000565	Syam.g_00690	Prbc.g_01641
OG0000566	Syam.g_00694	Prbc.g_01643
OG0000567	Syam.g_00698	Prbc.g_01647
OG0000568	Syam.g_01751	Prbc.g_01648
OG0000569	Syam.g_01750	Prbc.g_01649
