Orthogroup	Syam	Prbb
OG0000229	Syam.g_01867	Prbb.g_00441
OG0000230	Syam.g_01865	Prbb.g_00443
OG0000231	Syam.g_01848	Prbb.g_00454
OG0000232	Syam.g_01692	Prbb.g_00462
OG0000233	Syam.g_01678	Prbb.g_00470
OG0000234	Syam.g_01667	Prbb.g_00479
OG0000235	Syam.g_00582	Prbb.g_00483
OG0000236	Syam.g_00597	Prbb.g_00497
OG0000237	Syam.g_00614	Prbb.g_00510
OG0000238	Syam.g_00619	Prbb.g_00516
OG0000239	Syam.g_00637	Prbb.g_00528
OG0000240	Syam.g_00638	Prbb.g_00529
OG0000241	Syam.g_01477	Prbb.g_00533
OG0000242	Syam.g_00649	Prbb.g_00535
OG0000243	Syam.g_00668	Prbb.g_00546
OG0000244	Syam.g_00674	Prbb.g_00550
OG0000245	Syam.g_00676	Prbb.g_00552
OG0000246	Syam.g_00680	Prbb.g_00556
OG0000247	Syam.g_00692	Prbb.g_00566
OG0000248	Syam.g_00695	Prbb.g_00568
OG0000249	Syam.g_00697	Prbb.g_00570
OG0000250	Syam.g_01747	Prbb.g_00575
OG0000251	Syam.g_01722	Prbb.g_00591
OG0000252	Syam.g_01719	Prbb.g_00593
OG0000253	Syam.g_01718	Prbb.g_00595
OG0000254	Syam.g_01510	Prbb.g_00612
OG0000255	Syam.g_01500	Prbb.g_00618
OG0000256	Syam.g_01484	Prbb.g_00628
OG0000257	Syam.g_01478	Prbb.g_00631
OG0000258	Syam.g_01459	Prbb.g_00644
OG0000259	Syam.g_01378	Prbb.g_00661
OG0000260	Syam.g_01375	Prbb.g_00665
OG0000261	Syam.g_01372	Prbb.g_00668
OG0000262	Syam.g_01367	Prbb.g_00673
OG0000263	Syam.g_00885	Prbb.g_00686
OG0000264	Syam.g_00805	Prbb.g_00697, Prbb.g_00698
OG0000265	Syam.g_01880	Prbb.g_00713
OG0000266	Syam.g_01234	Prbb.g_00723
OG0000267	Syam.g_01071	Prbb.g_00736
OG0000268	Syam.g_01072	Prbb.g_00737
OG0000269	Syam.g_01295	Prbb.g_00778
OG0000270	Syam.g_01292	Prbb.g_00781
OG0000271	Syam.g_01284	Prbb.g_00789
OG0000272	Syam.g_01283	Prbb.g_00790
OG0000273	Syam.g_00745	Prbb.g_00814
OG0000274	Syam.g_00744	Prbb.g_00815
OG0000275	Syam.g_00741	Prbb.g_00817
OG0000276	Syam.g_00733	Prbb.g_00823
OG0000277	Syam.g_00732	Prbb.g_00824
OG0000278	Syam.g_00729	Prbb.g_00828
OG0000279	Syam.g_00721	Prbb.g_00835
OG0000280	Syam.g_00701	Prbb.g_01370
OG0000281	Syam.g_00943	Prbb.g_00841
OG0000282	Syam.g_01347	Prbb.g_00934
OG0000283	Syam.g_01087	Prbb.g_00965
OG0000284	Syam.g_01093	Prbb.g_00970
OG0000285	Syam.g_01105	Prbb.g_00975
OG0000286	Syam.g_01123	Prbb.g_00990
OG0000287	Syam.g_01153	Prbb.g_00101
OG0000288	Syam.g_01186	Prbb.g_01039
OG0000289	Syam.g_01201	Prbb.g_01051
OG0000290	Syam.g_00771	Prbb.g_01067
OG0000291	Syam.g_00773	Prbb.g_01069
OG0000292	Syam.g_02439	Prbb.g_01238
OG0000293	Syam.g_01806	Prbb.g_01527
OG0000294	Syam.g_01805	Prbb.g_01526
OG0000295	Syam.g_01771	Prbb.g_01502
OG0000296	Syam.g_01769	Prbb.g_01500
OG0000297	Syam.g_00906	Prbb.g_01491
OG0000298	Syam.g_00905	Prbb.g_01490
OG0000299	Syam.g_00878	Prbb.g_01471
OG0000300	Syam.g_00871	Prbb.g_01468
OG0000301	Syam.g_00870	Prbb.g_01467
OG0000302	Syam.g_00868	Prbb.g_01464
OG0000303	Syam.g_00859	Prbb.g_01459
OG0000304	Syam.g_00853	Prbb.g_01456
OG0000305	Syam.g_00776	Prbb.g_01789
OG0000306	Syam.g_01757	Prbb.g_00845
OG0000307	Syam.g_00566	Prbb.g_01648
OG0000308	Syam.g_00564	Prbb.g_01649
OG0000309	Syam.g_00559	Prbb.g_01653
OG0000310	Syam.g_01591	Prbb.g_01671
OG0000311	Syam.g_01595	Prbb.g_01673
OG0000312	Syam.g_01601	Prbb.g_01676
OG0000313	Syam.g_01617	Prbb.g_01690
OG0000314	Syam.g_01647	Prbb.g_01711
OG0000315	Syam.g_01658	Prbb.g_01721
OG0000316	Syam.g_01945	Prbb.g_01746
OG0000317	Syam.g_01987	Prbb.g_01821
OG0000318	Syam.g_01991	Prbb.g_01824
OG0000319	Syam.g_02006	Prbb.g_01835
OG0000320	Syam.g_02008	Prbb.g_01837
OG0000321	Syam.g_02009	Prbb.g_01838
OG0000322	Syam.g_02010	Prbb.g_01839
OG0000323	Syam.g_02025	Prbb.g_01848
OG0000324	Syam.g_01906	Prbb.g_01875
OG0000325	Syam.g_00289	Prbb.g_01924
OG0000326	Syam.g_00296	Prbb.g_01930
OG0000327	Syam.g_00325	Prbb.g_01959
OG0000328	Syam.g_00326	Prbb.g_01960
OG0000329	Syam.g_00344	Prbb.g_01977
OG0000330	Syam.g_00345	Prbb.g_01978
OG0000331	Syam.g_00346	Prbb.g_01979
OG0000332	Syam.g_00361	Prbb.g_01993
OG0000333	Syam.g_00364	Prbb.g_01995
OG0000334	Syam.g_00375	Prbb.g_02004
OG0000335	Syam.g_00380	Prbb.g_02009
OG0000336	Syam.g_00384	Prbb.g_02013
OG0000337	Syam.g_00155	Prbb.g_02031
OG0000338	Syam.g_00153	Prbb.g_02032
OG0000339	Syam.g_00147	Prbb.g_02037
OG0000340	Syam.g_00137	Prbb.g_02046
OG0000341	Syam.g_00135	Prbb.g_02048
OG0000342	Syam.g_00134	Prbb.g_02049
OG0000343	Syam.g_00133	Prbb.g_02050
OG0000344	Syam.g_00129	Prbb.g_02053
OG0000345	Syam.g_00119	Prbb.g_02058
OG0000346	Syam.g_00114	Prbb.g_02062
OG0000347	Syam.g_00083	Prbb.g_02082
OG0000348	Syam.g_00068	Prbb.g_02104
OG0000349	Syam.g_00050	Prbb.g_02122
OG0000350	Syam.g_00303	Prbb.g_02143
OG0000351	Syam.g_02420	Prbb.g_02168
OG0000352	Syam.g_02421	Prbb.g_02169
OG0000353	Syam.g_02445	Prbb.g_02188
OG0000355	Syam.g_00001	Prbb.g_00001
OG0000356	Syam.g_00002	Prbb.g_00002
OG0000357	Syam.g_00003	Prbb.g_00003
OG0000358	Syam.g_00007	Prbb.g_00008
OG0000359	Syam.g_00009	Prbb.g_00009
OG0000360	Syam.g_00010	Prbb.g_00010
OG0000361	Syam.g_00011	Prbb.g_00011
OG0000362	Syam.g_00013	Prbb.g_00013
OG0000363	Syam.g_00015	Prbb.g_00015
OG0000364	Syam.g_00016	Prbb.g_00016
OG0000365	Syam.g_00025	Prbb.g_00021
OG0000366	Syam.g_00026	Prbb.g_00022
OG0000367	Syam.g_00027	Prbb.g_00023
OG0000368	Syam.g_00029	Prbb.g_00025
OG0000369	Syam.g_00030	Prbb.g_00026
OG0000370	Syam.g_00031	Prbb.g_00027
OG0000371	Syam.g_00038	Prbb.g_00033
OG0000372	Syam.g_00043	Prbb.g_00035
OG0000373	Syam.g_00044	Prbb.g_00036
OG0000374	Syam.g_00045	Prbb.g_00037
OG0000375	Syam.g_00046	Prbb.g_00055
OG0000376	Syam.g_00048	Prbb.g_00057
OG0000377	Syam.g_02306	Prbb.g_00060
OG0000378	Syam.g_02297	Prbb.g_00062
OG0000379	Syam.g_02294	Prbb.g_00065
OG0000380	Syam.g_02060	Prbb.g_00121
OG0000381	Syam.g_02063	Prbb.g_00125
OG0000382	Syam.g_02080	Prbb.g_00136
OG0000383	Syam.g_02083	Prbb.g_00138
OG0000384	Syam.g_02084	Prbb.g_00139
OG0000385	Syam.g_02085	Prbb.g_00140
OG0000386	Syam.g_02086	Prbb.g_00141
OG0000387	Syam.g_02112	Prbb.g_00154
OG0000388	Syam.g_02116	Prbb.g_00158
OG0000389	Syam.g_02120	Prbb.g_00161
OG0000390	Syam.g_02136	Prbb.g_00170
OG0000391	Syam.g_02141	Prbb.g_00174
OG0000392	Syam.g_02147	Prbb.g_00177
OG0000393	Syam.g_02149	Prbb.g_00180
OG0000394	Syam.g_02150	Prbb.g_00181
OG0000395	Syam.g_02151	Prbb.g_00182
OG0000396	Syam.g_02153	Prbb.g_00185
OG0000397	Syam.g_02160	Prbb.g_00187
OG0000398	Syam.g_02165	Prbb.g_00190
OG0000399	Syam.g_02166	Prbb.g_00191
OG0000400	Syam.g_02167	Prbb.g_00192
OG0000401	Syam.g_02168	Prbb.g_00193
OG0000402	Syam.g_02171	Prbb.g_01101
OG0000403	Syam.g_02172	Prbb.g_00194
OG0000404	Syam.g_02173	Prbb.g_00195
OG0000405	Syam.g_02189	Prbb.g_00200
OG0000406	Syam.g_02193	Prbb.g_00204
OG0000407	Syam.g_02194	Prbb.g_00205
OG0000408	Syam.g_02196	Prbb.g_00207
OG0000409	Syam.g_02198	Prbb.g_00209
OG0000410	Syam.g_02199	Prbb.g_00210
OG0000411	Syam.g_02200	Prbb.g_00211
OG0000412	Syam.g_02201	Prbb.g_00212
OG0000413	Syam.g_02203	Prbb.g_00213
OG0000414	Syam.g_02204	Prbb.g_00214
OG0000415	Syam.g_02205	Prbb.g_00215
OG0000416	Syam.g_02206	Prbb.g_00216
OG0000417	Syam.g_02207	Prbb.g_00217
OG0000418	Syam.g_02212	Prbb.g_00222
OG0000419	Syam.g_02214	Prbb.g_00224
OG0000420	Syam.g_02216	Prbb.g_00225
OG0000421	Syam.g_02221	Prbb.g_00229
OG0000422	Syam.g_02222	Prbb.g_00230
OG0000423	Syam.g_02223	Prbb.g_00231
OG0000424	Syam.g_02224	Prbb.g_00232
OG0000425	Syam.g_02225	Prbb.g_00233
OG0000426	Syam.g_02226	Prbb.g_00234
OG0000427	Syam.g_02227	Prbb.g_00235
OG0000428	Syam.g_02230	Prbb.g_00237
OG0000429	Syam.g_02232	Prbb.g_00238
OG0000430	Syam.g_02233	Prbb.g_00239
OG0000431	Syam.g_02237	Prbb.g_00241
OG0000432	Syam.g_02243	Prbb.g_00245
OG0000433	Syam.g_02244	Prbb.g_00246
OG0000434	Syam.g_02245	Prbb.g_00247
OG0000435	Syam.g_02246	Prbb.g_00248
OG0000436	Syam.g_02252	Prbb.g_00253
OG0000437	Syam.g_02253	Prbb.g_00254
OG0000438	Syam.g_02254	Prbb.g_00255
OG0000439	Syam.g_02256	Prbb.g_00257
OG0000440	Syam.g_02257	Prbb.g_00258
OG0000441	Syam.g_02261	Prbb.g_00260
OG0000442	Syam.g_02262	Prbb.g_00261
OG0000443	Syam.g_02263	Prbb.g_00262
OG0000444	Syam.g_02268	Prbb.g_00267
OG0000445	Syam.g_02269	Prbb.g_00268
OG0000446	Syam.g_02270	Prbb.g_00269
OG0000447	Syam.g_02272	Prbb.g_00270
OG0000448	Syam.g_02273	Prbb.g_00271
OG0000449	Syam.g_02274	Prbb.g_00272
OG0000450	Syam.g_02275	Prbb.g_00273
OG0000451	Syam.g_02276	Prbb.g_00274
OG0000452	Syam.g_02280	Prbb.g_00277
OG0000453	Syam.g_02281	Prbb.g_00278
OG0000454	Syam.g_02282	Prbb.g_00279
OG0000455	Syam.g_02283	Prbb.g_00280
OG0000456	Syam.g_02284	Prbb.g_00281
OG0000457	Syam.g_02286	Prbb.g_00282
OG0000458	Syam.g_02287	Prbb.g_00283
OG0000459	Syam.g_02288	Prbb.g_00284
OG0000460	Syam.g_00506	Prbb.g_00292
OG0000461	Syam.g_00284	Prbb.g_00300
OG0000462	Syam.g_00281	Prbb.g_00302
OG0000463	Syam.g_00280	Prbb.g_00303
OG0000464	Syam.g_00279	Prbb.g_00304
OG0000465	Syam.g_00277	Prbb.g_00305
OG0000466	Syam.g_00273	Prbb.g_00306
OG0000467	Syam.g_00271	Prbb.g_00307
OG0000468	Syam.g_00266	Prbb.g_00309
OG0000469	Syam.g_00253	Prbb.g_00316
OG0000470	Syam.g_00251	Prbb.g_00318
OG0000471	Syam.g_00250	Prbb.g_00319
OG0000472	Syam.g_00248	Prbb.g_00320
OG0000473	Syam.g_00246	Prbb.g_00322
OG0000474	Syam.g_00245	Prbb.g_00323
OG0000475	Syam.g_00244	Prbb.g_00324
OG0000476	Syam.g_00242	Prbb.g_00326
OG0000477	Syam.g_00236	Prbb.g_00328
OG0000478	Syam.g_00235	Prbb.g_00329
OG0000479	Syam.g_00234	Prbb.g_00330
OG0000480	Syam.g_00227	Prbb.g_00334
OG0000481	Syam.g_00225	Prbb.g_00336
OG0000482	Syam.g_00224	Prbb.g_00337
OG0000483	Syam.g_00220	Prbb.g_00340
OG0000484	Syam.g_00219	Prbb.g_00341
OG0000485	Syam.g_00218	Prbb.g_00342
OG0000486	Syam.g_00217	Prbb.g_00343
OG0000487	Syam.g_00211	Prbb.g_00346
OG0000488	Syam.g_00207	Prbb.g_00349
OG0000489	Syam.g_00197	Prbb.g_00354
OG0000490	Syam.g_00189	Prbb.g_00359
OG0000491	Syam.g_00187	Prbb.g_00360
OG0000492	Syam.g_00185	Prbb.g_00362
OG0000493	Syam.g_00184	Prbb.g_00363
OG0000494	Syam.g_00183	Prbb.g_00364
OG0000495	Syam.g_00182	Prbb.g_00365
OG0000496	Syam.g_00181	Prbb.g_00366
OG0000497	Syam.g_00180	Prbb.g_00367
OG0000498	Syam.g_00179	Prbb.g_00368
OG0000499	Syam.g_00178	Prbb.g_00369
OG0000500	Syam.g_00177	Prbb.g_00370
OG0000501	Syam.g_00174	Prbb.g_00372
OG0000502	Syam.g_00165	Prbb.g_00375
OG0000503	Syam.g_00457	Prbb.g_00394
OG0000504	Syam.g_00459	Prbb.g_00396
OG0000505	Syam.g_00460	Prbb.g_00397
OG0000506	Syam.g_00462	Prbb.g_00398
OG0000507	Syam.g_00468	Prbb.g_00401
OG0000508	Syam.g_00472	Prbb.g_00404
OG0000509	Syam.g_00474	Prbb.g_00406
OG0000510	Syam.g_00475	Prbb.g_00407
OG0000511	Syam.g_00476	Prbb.g_00408
OG0000512	Syam.g_00478	Prbb.g_00410
OG0000513	Syam.g_00493	Prbb.g_00419
OG0000514	Syam.g_00499	Prbb.g_00436
OG0000515	Syam.g_00500	Prbb.g_00437
OG0000516	Syam.g_01862	Prbb.g_00438
OG0000517	Syam.g_01868	Prbb.g_00440
OG0000518	Syam.g_01851	Prbb.g_00451
OG0000519	Syam.g_01850	Prbb.g_00452
OG0000520	Syam.g_01849	Prbb.g_00453
OG0000521	Syam.g_01696	Prbb.g_00458
OG0000522	Syam.g_01694	Prbb.g_00460
OG0000523	Syam.g_01693	Prbb.g_00461
OG0000524	Syam.g_01681	Prbb.g_00468
OG0000525	Syam.g_01677	Prbb.g_00472
OG0000526	Syam.g_01674	Prbb.g_00473
OG0000527	Syam.g_01670	Prbb.g_00476
OG0000528	Syam.g_00580	Prbb.g_00482
OG0000529	Syam.g_00584	Prbb.g_00486
OG0000530	Syam.g_00587	Prbb.g_00489
OG0000531	Syam.g_00588	Prbb.g_00490
OG0000532	Syam.g_00591	Prbb.g_00491
OG0000533	Syam.g_00592	Prbb.g_00492
OG0000534	Syam.g_00593	Prbb.g_00493
OG0000535	Syam.g_00594	Prbb.g_00494
OG0000536	Syam.g_00595	Prbb.g_00495
OG0000537	Syam.g_00596	Prbb.g_00496
OG0000538	Syam.g_00607	Prbb.g_00504
OG0000539	Syam.g_00608	Prbb.g_00505
OG0000540	Syam.g_00609	Prbb.g_00506
OG0000541	Syam.g_00610	Prbb.g_00507
OG0000542	Syam.g_00613	Prbb.g_00509
OG0000543	Syam.g_00615	Prbb.g_00511
OG0000544	Syam.g_00616	Prbb.g_00512
OG0000545	Syam.g_00618	Prbb.g_00514
OG0000546	Syam.g_00620	Prbb.g_00517
OG0000547	Syam.g_00622	Prbb.g_00519
OG0000548	Syam.g_00623	Prbb.g_00520
OG0000549	Syam.g_00630	Prbb.g_00523
OG0000550	Syam.g_00635	Prbb.g_00527
OG0000551	Syam.g_00640	Prbb.g_00530
OG0000552	Syam.g_00641	Prbb.g_00531
OG0000553	Syam.g_00643	Prbb.g_00532
OG0000554	Syam.g_00652	Prbb.g_00537
OG0000555	Syam.g_00667	Prbb.g_00545
OG0000556	Syam.g_00670	Prbb.g_00547
OG0000557	Syam.g_00672	Prbb.g_00548
OG0000558	Syam.g_00675	Prbb.g_00551
OG0000559	Syam.g_00679	Prbb.g_00555
OG0000560	Syam.g_00682	Prbb.g_00558
OG0000561	Syam.g_00683	Prbb.g_00559
OG0000562	Syam.g_00684	Prbb.g_00560
OG0000563	Syam.g_00685	Prbb.g_00561
OG0000564	Syam.g_00686	Prbb.g_00562
OG0000565	Syam.g_00690	Prbb.g_00565
OG0000566	Syam.g_00694	Prbb.g_00567
