Orthogroup	Syam	Praa
OG0000063	Syam.g_00039	Praa.g_00033
OG0000065	Syam.g_02121	Praa.g_00107
OG0000066	Syam.g_00552, Syam.g_00662	Praa.g_00539
OG0000067	Syam.g_01290	Praa.g_00803
OG0000068	Syam.g_00575	Praa.g_01366
OG0000070	Syam.g_01847	Praa.g_00449
OG0000071	Syam.g_01830	Praa.g_01318
OG0000072	Syam.g_02219	Praa.g_00171
OG0000073	Syam.g_00604	Praa.g_00499
OG0000075	Syam.g_00148	Praa.g_01808
OG0000076	Syam.g_00115	Praa.g_01832
OG0000077	Syam.g_02074	Praa.g_00078
OG0000078	Syam.g_00514	Praa.g_00239
OG0000079	Syam.g_00270	Praa.g_00252
OG0000081	Syam.g_00520	Praa.g_00531
OG0000082	Syam.g_01730	Praa.g_00585
OG0000085	Syam.g_01979	Praa.g_01628
OG0000086	Syam.g_02092	Praa.g_00088
OG0000087	Syam.g_02175	Praa.g_00139
OG0000088	Syam.g_02213	Praa.g_00166
OG0000089	Syam.g_00489	Praa.g_00355
OG0000090	Syam.g_00651	Praa.g_00533
OG0000091	Syam.g_01460	Praa.g_00642
OG0000094	Syam.g_01198	Praa.g_01020
OG0000097	Syam.g_00874	Praa.g_01200
OG0000098	Syam.g_00944	Praa.g_01348
OG0000099	Syam.g_00173	Praa.g_01394
OG0000100	Syam.g_01259	Praa.g_01551
OG0000101	Syam.g_00371	Praa.g_01775
OG0000102	Syam.g_00110	Praa.g_01837
OG0000103	Syam.g_02428	Praa.g_01916
OG0000104	Syam.g_02442	Praa.g_01924
OG0000105	Syam.g_00238	Praa.g_00274
OG0000106	Syam.g_01039	Praa.g_00369
OG0000107	Syam.g_00288	Praa.g_00383
OG0000108	Syam.g_00583	Praa.g_00480
OG0000109	Syam.g_00598	Praa.g_00494
OG0000110	Syam.g_01743	Praa.g_00575
OG0000112	Syam.g_01115	Praa.g_00766
OG0000113	Syam.g_01264	Praa.g_00826
OG0000114	Syam.g_01349	Praa.g_00907
OG0000115	Syam.g_01634	Praa.g_01101
OG0000116	Syam.g_01807	Praa.g_01150
OG0000117	Syam.g_00904	Praa.g_01255
OG0000118	Syam.g_01698	Praa.g_01330
OG0000120	Syam.g_00172	Praa.g_01387
OG0000121	Syam.g_01615	Praa.g_01478
OG0000122	Syam.g_01436	Praa.g_01516
OG0000123	Syam.g_00379	Praa.g_01782
OG0000124	Syam.g_00096	Praa.g_01848
OG0000125	Syam.g_02319	Praa.g_01885
OG0000126	Syam.g_02440	Praa.g_01923
OG0000128	Syam.g_00012	Praa.g_00011
OG0000129	Syam.g_02307	Praa.g_00044
OG0000130	Syam.g_02062	Praa.g_00069
OG0000131	Syam.g_02191	Praa.g_00145
OG0000132	Syam.g_02211	Praa.g_00164
OG0000133	Syam.g_01120	Praa.g_00322
OG0000134	Syam.g_00492	Praa.g_00356
OG0000135	Syam.g_02347	Praa.g_00381
OG0000136	Syam.g_01857	Praa.g_00440
OG0000137	Syam.g_01668	Praa.g_01414, Praa.g_00475
OG0000138	Syam.g_00599	Praa.g_00495
OG0000139	Syam.g_00657	Praa.g_00537
OG0000140	Syam.g_00659	Praa.g_00538
OG0000141	Syam.g_01514	Praa.g_00607
OG0000142	Syam.g_01468	Praa.g_00635
OG0000143	Syam.g_01464	Praa.g_00639
OG0000144	Syam.g_01032	Praa.g_00652
OG0000145	Syam.g_00605	Praa.g_00764
OG0000146	Syam.g_01114	Praa.g_00767
OG0000147	Syam.g_01113	Praa.g_00768
OG0000148	Syam.g_01270	Praa.g_00820
OG0000149	Syam.g_00725	Praa.g_00851
OG0000150	Syam.g_00660	Praa.g_00859
OG0000151	Syam.g_01338	Praa.g_00917
OG0000152	Syam.g_01124	Praa.g_00964
OG0000153	Syam.g_01160	Praa.g_00983
OG0000154	Syam.g_01187	Praa.g_01013
OG0000155	Syam.g_01763	Praa.g_01179
OG0000156	Syam.g_01814	Praa.g_01307
OG0000157	Syam.g_01815	Praa.g_01308
OG0000158	Syam.g_00139	Praa.g_01395
OG0000160	Syam.g_01614	Praa.g_01477
OG0000161	Syam.g_01620	Praa.g_01483
OG0000162	Syam.g_01627	Praa.g_01489
OG0000163	Syam.g_01927	Praa.g_01523
OG0000164	Syam.g_02023	Praa.g_01659
OG0000165	Syam.g_01879, Syam.g_01878	Praa.g_01667
OG0000166	Syam.g_00330	Praa.g_01739
OG0000167	Syam.g_00151	Praa.g_01806
OG0000168	Syam.g_00138	Praa.g_01816
OG0000169	Syam.g_00127	Praa.g_01826
OG0000170	Syam.g_00120	Praa.g_01828
OG0000171	Syam.g_00097	Praa.g_01847
OG0000172	Syam.g_00075	Praa.g_01856
OG0000173	Syam.g_00057	Praa.g_01871
OG0000174	Syam.g_02349	Praa.g_01898
OG0000175	Syam.g_02417	Praa.g_01908
OG0000176	Syam.g_00004	Praa.g_00004
OG0000177	Syam.g_00005	Praa.g_00005
OG0000178	Syam.g_00006	Praa.g_00006
OG0000179	Syam.g_00021	Praa.g_00016
OG0000180	Syam.g_00022	Praa.g_00017
OG0000181	Syam.g_00023	Praa.g_00018
OG0000182	Syam.g_00024	Praa.g_00019
OG0000183	Syam.g_00028	Praa.g_00023
OG0000184	Syam.g_02298	Praa.g_00046
OG0000185	Syam.g_02295	Praa.g_00049
OG0000186	Syam.g_02058	Praa.g_00064
OG0000187	Syam.g_02059	Praa.g_00065
OG0000188	Syam.g_02081	Praa.g_00082
OG0000189	Syam.g_02108	Praa.g_00096
OG0000190	Syam.g_02110	Praa.g_00097
OG0000191	Syam.g_02142	Praa.g_00117
OG0000192	Syam.g_02148	Praa.g_00121
OG0000193	Syam.g_02192	Praa.g_00146
OG0000194	Syam.g_02195	Praa.g_00149
OG0000195	Syam.g_02197	Praa.g_00151
OG0000196	Syam.g_02208	Praa.g_00161
OG0000197	Syam.g_02209	Praa.g_00162
OG0000198	Syam.g_02210	Praa.g_00163
OG0000199	Syam.g_02218	Praa.g_00170
OG0000200	Syam.g_02234	Praa.g_00184
OG0000202	Syam.g_02249	Praa.g_00193
OG0000203	Syam.g_02250	Praa.g_00194
OG0000204	Syam.g_02251	Praa.g_00195
OG0000205	Syam.g_02258	Praa.g_00202
OG0000206	Syam.g_02264	Praa.g_00207
OG0000207	Syam.g_02266	Praa.g_00209
OG0000208	Syam.g_02267	Praa.g_00210
OG0000209	Syam.g_02278	Praa.g_00219
OG0000210	Syam.g_02279	Praa.g_00220
OG0000212	Syam.g_00515	Praa.g_00240
OG0000213	Syam.g_00263	Praa.g_00257
OG0000214	Syam.g_00247	Praa.g_00267
OG0000215	Syam.g_00216	Praa.g_00292
OG0000216	Syam.g_00212	Praa.g_00294
OG0000217	Syam.g_00208	Praa.g_00297
OG0000218	Syam.g_00206	Praa.g_00299
OG0000219	Syam.g_00205	Praa.g_00300
OG0000220	Syam.g_00204	Praa.g_00301
OG0000221	Syam.g_00198	Praa.g_00302
OG0000222	Syam.g_00186	Praa.g_00310
OG0000223	Syam.g_00168	Praa.g_00323
OG0000224	Syam.g_00164	Praa.g_00325
OG0000225	Syam.g_00473	Praa.g_00345
OG0000226	Syam.g_00477	Praa.g_00349
OG0000227	Syam.g_00479	Praa.g_00351
OG0000228	Syam.g_00488	Praa.g_00354
OG0000229	Syam.g_01867	Praa.g_00436
OG0000230	Syam.g_01865	Praa.g_00437
OG0000231	Syam.g_01848	Praa.g_00448
OG0000232	Syam.g_01692	Praa.g_00457
OG0000233	Syam.g_01678	Praa.g_00463
OG0000234	Syam.g_01667	Praa.g_00476
OG0000235	Syam.g_00582	Praa.g_00479
OG0000236	Syam.g_00597	Praa.g_00493
OG0000237	Syam.g_00614	Praa.g_00506
OG0000238	Syam.g_00619	Praa.g_00512
OG0000239	Syam.g_00637	Praa.g_00525
OG0000240	Syam.g_00638	Praa.g_00526
OG0000241	Syam.g_01477	Praa.g_00530
OG0000242	Syam.g_00649	Praa.g_00532
OG0000243	Syam.g_00668	Praa.g_00544
OG0000244	Syam.g_00674	Praa.g_00547
OG0000245	Syam.g_00676	Praa.g_00549
OG0000246	Syam.g_00680	Praa.g_00553
OG0000247	Syam.g_00692	Praa.g_00563
OG0000248	Syam.g_00695	Praa.g_00565
OG0000249	Syam.g_00697	Praa.g_00567
OG0000250	Syam.g_01747	Praa.g_00572
OG0000251	Syam.g_01722	Praa.g_00591
OG0000252	Syam.g_01719	Praa.g_00594
OG0000253	Syam.g_01718	Praa.g_00595
OG0000254	Syam.g_01510	Praa.g_00611
OG0000255	Syam.g_01500	Praa.g_00617
OG0000256	Syam.g_01484	Praa.g_00627
OG0000257	Syam.g_01478	Praa.g_00630
OG0000258	Syam.g_01459	Praa.g_00643
OG0000259	Syam.g_01378	Praa.g_00660
OG0000260	Syam.g_01375	Praa.g_00663
OG0000261	Syam.g_01372	Praa.g_00665
OG0000262	Syam.g_01367	Praa.g_00669
OG0000263	Syam.g_00885	Praa.g_00681
OG0000264	Syam.g_00805	Praa.g_00691
OG0000265	Syam.g_01880	Praa.g_00711
OG0000266	Syam.g_01234	Praa.g_00721
OG0000267	Syam.g_01071	Praa.g_00732
OG0000268	Syam.g_01072	Praa.g_00733
OG0000269	Syam.g_01295	Praa.g_00798
OG0000270	Syam.g_01292	Praa.g_00801
OG0000271	Syam.g_01284	Praa.g_00809
OG0000272	Syam.g_01283	Praa.g_00810, Praa.g_00811
OG0000273	Syam.g_00745	Praa.g_00834
OG0000274	Syam.g_00744	Praa.g_00835
OG0000275	Syam.g_00741	Praa.g_00838
OG0000276	Syam.g_00733	Praa.g_00843
OG0000277	Syam.g_00732	Praa.g_00844
OG0000278	Syam.g_00729	Praa.g_00847
OG0000279	Syam.g_00721	Praa.g_00854
OG0000280	Syam.g_00701	Praa.g_00855
OG0000281	Syam.g_00943	Praa.g_00860
OG0000282	Syam.g_01347	Praa.g_00909
OG0000283	Syam.g_01087	Praa.g_00941
OG0000284	Syam.g_01093	Praa.g_00946
OG0000285	Syam.g_01105	Praa.g_00951
OG0000286	Syam.g_01123	Praa.g_00963
OG0000288	Syam.g_01186	Praa.g_01012
OG0000289	Syam.g_01201	Praa.g_01023
OG0000290	Syam.g_00771	Praa.g_01036
OG0000291	Syam.g_00773	Praa.g_01038
OG0000292	Syam.g_02439	Praa.g_01089
OG0000293	Syam.g_01806	Praa.g_01151
OG0000294	Syam.g_01805	Praa.g_01152
OG0000295	Syam.g_01771	Praa.g_01171
OG0000296	Syam.g_01769	Praa.g_01173
OG0000297	Syam.g_00906	Praa.g_01181
OG0000298	Syam.g_00905	Praa.g_01182
OG0000299	Syam.g_00878	Praa.g_01199
OG0000300	Syam.g_00871	Praa.g_01202
OG0000301	Syam.g_00870	Praa.g_01203
OG0000302	Syam.g_00868	Praa.g_01205
OG0000303	Syam.g_00859	Praa.g_01212
OG0000304	Syam.g_00853	Praa.g_01216
OG0000305	Syam.g_00776	Praa.g_01358
OG0000306	Syam.g_01757	Praa.g_01361
OG0000307	Syam.g_00566	Praa.g_01375
OG0000308	Syam.g_00564	Praa.g_01376
OG0000309	Syam.g_00559	Praa.g_01380
OG0000310	Syam.g_01591	Praa.g_01461
OG0000311	Syam.g_01595	Praa.g_01463
OG0000312	Syam.g_01601	Praa.g_01466
OG0000313	Syam.g_01617	Praa.g_01480
OG0000314	Syam.g_01647	Praa.g_01503
OG0000315	Syam.g_01658	Praa.g_01513
OG0000316	Syam.g_01945	Praa.g_01533
OG0000317	Syam.g_01987	Praa.g_01633
OG0000318	Syam.g_01991	Praa.g_01636
OG0000319	Syam.g_02006	Praa.g_01649
OG0000320	Syam.g_02008	Praa.g_01651
OG0000321	Syam.g_02009	Praa.g_01652
OG0000322	Syam.g_02010	Praa.g_01653
OG0000323	Syam.g_02025	Praa.g_01662
OG0000324	Syam.g_01906	Praa.g_01690
OG0000325	Syam.g_00289	Praa.g_01700
OG0000326	Syam.g_00296	Praa.g_01706
OG0000327	Syam.g_00325	Praa.g_01734
OG0000328	Syam.g_00326	Praa.g_01735
OG0000329	Syam.g_00344	Praa.g_01752
OG0000330	Syam.g_00345	Praa.g_01753
OG0000331	Syam.g_00346	Praa.g_01754
OG0000332	Syam.g_00361	Praa.g_01768
OG0000333	Syam.g_00364	Praa.g_01770
OG0000334	Syam.g_00375	Praa.g_01778
OG0000335	Syam.g_00380	Praa.g_01783
OG0000336	Syam.g_00384	Praa.g_01787
OG0000337	Syam.g_00155	Praa.g_01804
OG0000338	Syam.g_00153	Praa.g_01805
OG0000339	Syam.g_00147	Praa.g_01809
OG0000340	Syam.g_00137	Praa.g_01817
OG0000341	Syam.g_00135	Praa.g_01819
OG0000342	Syam.g_00134	Praa.g_01820
OG0000343	Syam.g_00133	Praa.g_01821
OG0000344	Syam.g_00129	Praa.g_01824
OG0000345	Syam.g_00119	Praa.g_01829
OG0000346	Syam.g_00114	Praa.g_01833
OG0000347	Syam.g_00083	Praa.g_01849
OG0000348	Syam.g_00068	Praa.g_01859
OG0000349	Syam.g_00050	Praa.g_01876
OG0000350	Syam.g_00303	Praa.g_01894
OG0000351	Syam.g_02420	Praa.g_01911
OG0000352	Syam.g_02421	Praa.g_01912
OG0000353	Syam.g_02445	Praa.g_01927
OG0000355	Syam.g_00001	Praa.g_00001
OG0000356	Syam.g_00002	Praa.g_00002
OG0000357	Syam.g_00003	Praa.g_00003
OG0000358	Syam.g_00007	Praa.g_00007
OG0000359	Syam.g_00009	Praa.g_00008
OG0000360	Syam.g_00010	Praa.g_00009
OG0000361	Syam.g_00011	Praa.g_00010
OG0000362	Syam.g_00013	Praa.g_00012
OG0000363	Syam.g_00015	Praa.g_00014
OG0000364	Syam.g_00016	Praa.g_00015
OG0000365	Syam.g_00025	Praa.g_00020
OG0000366	Syam.g_00026	Praa.g_00021
OG0000367	Syam.g_00027	Praa.g_00022
OG0000368	Syam.g_00029	Praa.g_00024
OG0000369	Syam.g_00030	Praa.g_00025
OG0000370	Syam.g_00031	Praa.g_00026
OG0000371	Syam.g_00038	Praa.g_00032
OG0000372	Syam.g_00043	Praa.g_00035
OG0000373	Syam.g_00044	Praa.g_00036
OG0000374	Syam.g_00045	Praa.g_00037
OG0000375	Syam.g_00046	Praa.g_00040
OG0000376	Syam.g_00048	Praa.g_00042
OG0000377	Syam.g_02306	Praa.g_00045
OG0000378	Syam.g_02297	Praa.g_00047
OG0000379	Syam.g_02294	Praa.g_00050
OG0000380	Syam.g_02060	Praa.g_00066
OG0000381	Syam.g_02063	Praa.g_00070
OG0000382	Syam.g_02080	Praa.g_00081
OG0000383	Syam.g_02083	Praa.g_00083
OG0000384	Syam.g_02084	Praa.g_00084
OG0000385	Syam.g_02085	Praa.g_00085
OG0000386	Syam.g_02086	Praa.g_00086
OG0000387	Syam.g_02112	Praa.g_00099
OG0000388	Syam.g_02116	Praa.g_00102
OG0000389	Syam.g_02120	Praa.g_00106
OG0000390	Syam.g_02136	Praa.g_00113
OG0000391	Syam.g_02141	Praa.g_00116
OG0000392	Syam.g_02147	Praa.g_00120
OG0000393	Syam.g_02149	Praa.g_00122
OG0000394	Syam.g_02150	Praa.g_00123
OG0000395	Syam.g_02151	Praa.g_00124
OG0000396	Syam.g_02153	Praa.g_00127
OG0000397	Syam.g_02160	Praa.g_00129
OG0000398	Syam.g_02165	Praa.g_00131
OG0000399	Syam.g_02166	Praa.g_00132
OG0000400	Syam.g_02167	Praa.g_00133
OG0000401	Syam.g_02168	Praa.g_00134
OG0000402	Syam.g_02171	Praa.g_00136
OG0000403	Syam.g_02172	Praa.g_00137
OG0000404	Syam.g_02173	Praa.g_00138
OG0000405	Syam.g_02189	Praa.g_00142
OG0000406	Syam.g_02193	Praa.g_00147
OG0000407	Syam.g_02194	Praa.g_00148
OG0000408	Syam.g_02196	Praa.g_00150
OG0000409	Syam.g_02198	Praa.g_00152
OG0000410	Syam.g_02199	Praa.g_00153
OG0000411	Syam.g_02200	Praa.g_00154
OG0000412	Syam.g_02201	Praa.g_00155
OG0000413	Syam.g_02203	Praa.g_00156
OG0000414	Syam.g_02204	Praa.g_00157
OG0000415	Syam.g_02205	Praa.g_00158
OG0000416	Syam.g_02206	Praa.g_00159
OG0000417	Syam.g_02207	Praa.g_00160
OG0000418	Syam.g_02212	Praa.g_00165
OG0000419	Syam.g_02214	Praa.g_00167
OG0000420	Syam.g_02216	Praa.g_00168
OG0000421	Syam.g_02221	Praa.g_00173
OG0000422	Syam.g_02222	Praa.g_00174
OG0000423	Syam.g_02223	Praa.g_00175
OG0000424	Syam.g_02224	Praa.g_00176
OG0000425	Syam.g_02225	Praa.g_00177
OG0000426	Syam.g_02226	Praa.g_00178
OG0000427	Syam.g_02227	Praa.g_00179
OG0000428	Syam.g_02230	Praa.g_00181
OG0000429	Syam.g_02232	Praa.g_00182
OG0000430	Syam.g_02233	Praa.g_00183
OG0000431	Syam.g_02237	Praa.g_00185
OG0000432	Syam.g_02243	Praa.g_00188
OG0000433	Syam.g_02244	Praa.g_00189
OG0000434	Syam.g_02245	Praa.g_00190
OG0000435	Syam.g_02246	Praa.g_00191
OG0000436	Syam.g_02252	Praa.g_00196
OG0000437	Syam.g_02253	Praa.g_00197
OG0000438	Syam.g_02254	Praa.g_00198
OG0000439	Syam.g_02256	Praa.g_00200
OG0000440	Syam.g_02257	Praa.g_00201
OG0000441	Syam.g_02261	Praa.g_00204
OG0000442	Syam.g_02262	Praa.g_00205
OG0000443	Syam.g_02263	Praa.g_00206
OG0000444	Syam.g_02268	Praa.g_00211
OG0000445	Syam.g_02269	Praa.g_00212
OG0000446	Syam.g_02270	Praa.g_00213
OG0000447	Syam.g_02272	Praa.g_00214
OG0000448	Syam.g_02273	Praa.g_00215
OG0000449	Syam.g_02274	Praa.g_00216
OG0000450	Syam.g_02275	Praa.g_00217
OG0000451	Syam.g_02276	Praa.g_00218
OG0000452	Syam.g_02280	Praa.g_00221
OG0000453	Syam.g_02281	Praa.g_00222
OG0000454	Syam.g_02282	Praa.g_00223
OG0000455	Syam.g_02283	Praa.g_00224
OG0000456	Syam.g_02284	Praa.g_00225
OG0000457	Syam.g_02286	Praa.g_00226
OG0000458	Syam.g_02287	Praa.g_00227
OG0000459	Syam.g_02288	Praa.g_00228
OG0000460	Syam.g_00506	Praa.g_00235
OG0000461	Syam.g_00284	Praa.g_00242
OG0000462	Syam.g_00281	Praa.g_00244
OG0000463	Syam.g_00280	Praa.g_00245
OG0000464	Syam.g_00279	Praa.g_00246
OG0000465	Syam.g_00277	Praa.g_00247
OG0000466	Syam.g_00273	Praa.g_00250
OG0000467	Syam.g_00271	Praa.g_00251
OG0000468	Syam.g_00266	Praa.g_00253
OG0000469	Syam.g_00253	Praa.g_00262
OG0000470	Syam.g_00251	Praa.g_00264
OG0000471	Syam.g_00250	Praa.g_00265
OG0000472	Syam.g_00248	Praa.g_00266
OG0000473	Syam.g_00246	Praa.g_00268
OG0000474	Syam.g_00245	Praa.g_00269
OG0000475	Syam.g_00244	Praa.g_00270
OG0000476	Syam.g_00242	Praa.g_00271
OG0000477	Syam.g_00236	Praa.g_00275
OG0000478	Syam.g_00235	Praa.g_00276
OG0000479	Syam.g_00234	Praa.g_00277
OG0000480	Syam.g_00227	Praa.g_00282
OG0000481	Syam.g_00225	Praa.g_00284
OG0000482	Syam.g_00224	Praa.g_00285
OG0000483	Syam.g_00220	Praa.g_00288
OG0000484	Syam.g_00219	Praa.g_00289
OG0000485	Syam.g_00218	Praa.g_00290
OG0000486	Syam.g_00217	Praa.g_00291
OG0000487	Syam.g_00211	Praa.g_00295
OG0000488	Syam.g_00207	Praa.g_00298
OG0000489	Syam.g_00197	Praa.g_00303
OG0000490	Syam.g_00189	Praa.g_00308
OG0000491	Syam.g_00187	Praa.g_00309
OG0000492	Syam.g_00185	Praa.g_00311
OG0000493	Syam.g_00184	Praa.g_00312
OG0000494	Syam.g_00183	Praa.g_00313
OG0000495	Syam.g_00182	Praa.g_00314
OG0000496	Syam.g_00181	Praa.g_00315
OG0000497	Syam.g_00180	Praa.g_00316
OG0000498	Syam.g_00179	Praa.g_00317
OG0000499	Syam.g_00178	Praa.g_00318
OG0000500	Syam.g_00177	Praa.g_00319
OG0000501	Syam.g_00174	Praa.g_00321
OG0000502	Syam.g_00165	Praa.g_00324
OG0000503	Syam.g_00457	Praa.g_00334
OG0000504	Syam.g_00459	Praa.g_00335
OG0000505	Syam.g_00460	Praa.g_00336
OG0000506	Syam.g_00462	Praa.g_00338
OG0000507	Syam.g_00468	Praa.g_00340
OG0000508	Syam.g_00472	Praa.g_00344
OG0000509	Syam.g_00474	Praa.g_00346
OG0000510	Syam.g_00475	Praa.g_00347
OG0000511	Syam.g_00476	Praa.g_00348
OG0000512	Syam.g_00478	Praa.g_00350
OG0000513	Syam.g_00493	Praa.g_00357
OG0000514	Syam.g_00499	Praa.g_00431
OG0000515	Syam.g_00500	Praa.g_00432
OG0000516	Syam.g_01862	Praa.g_00433
OG0000517	Syam.g_01868	Praa.g_00435
OG0000518	Syam.g_01851	Praa.g_00445
OG0000519	Syam.g_01850	Praa.g_00446
OG0000520	Syam.g_01849	Praa.g_00447
OG0000521	Syam.g_01696	Praa.g_00452
OG0000522	Syam.g_01694	Praa.g_00454
OG0000523	Syam.g_01693	Praa.g_00455
OG0000524	Syam.g_01681	Praa.g_00461
OG0000525	Syam.g_01677	Praa.g_00464
OG0000526	Syam.g_01674	Praa.g_00465
OG0000527	Syam.g_01670	Praa.g_00473
OG0000528	Syam.g_00580	Praa.g_00478
OG0000529	Syam.g_00584	Praa.g_00481
OG0000530	Syam.g_00587	Praa.g_00484
OG0000531	Syam.g_00588	Praa.g_00485
OG0000532	Syam.g_00591	Praa.g_00487
OG0000533	Syam.g_00592	Praa.g_00488
OG0000534	Syam.g_00593	Praa.g_00489
OG0000535	Syam.g_00594	Praa.g_00490
OG0000536	Syam.g_00595	Praa.g_00491
OG0000537	Syam.g_00596	Praa.g_00492
OG0000538	Syam.g_00607	Praa.g_00500
OG0000539	Syam.g_00608	Praa.g_00501
OG0000540	Syam.g_00609	Praa.g_00502
OG0000541	Syam.g_00610	Praa.g_00503
OG0000542	Syam.g_00613	Praa.g_00505
OG0000543	Syam.g_00615	Praa.g_00507
OG0000544	Syam.g_00616	Praa.g_00508
OG0000545	Syam.g_00618	Praa.g_00510
OG0000546	Syam.g_00620	Praa.g_00513
OG0000547	Syam.g_00622	Praa.g_00515
OG0000548	Syam.g_00623	Praa.g_00516
OG0000549	Syam.g_00630	Praa.g_00518
OG0000550	Syam.g_00635	Praa.g_00523
OG0000551	Syam.g_00640	Praa.g_00527
OG0000552	Syam.g_00641	Praa.g_00528
OG0000553	Syam.g_00643	Praa.g_00529
OG0000554	Syam.g_00652	Praa.g_00534
OG0000555	Syam.g_00667	Praa.g_00543
OG0000556	Syam.g_00670	Praa.g_00545
OG0000557	Syam.g_00672	Praa.g_00546
OG0000558	Syam.g_00675	Praa.g_00548
OG0000559	Syam.g_00679	Praa.g_00552
OG0000560	Syam.g_00682	Praa.g_00555
OG0000561	Syam.g_00683	Praa.g_00556
OG0000562	Syam.g_00684	Praa.g_00557
OG0000563	Syam.g_00685	Praa.g_00558
OG0000564	Syam.g_00686	Praa.g_00559
OG0000565	Syam.g_00690	Praa.g_00562
OG0000566	Syam.g_00694	Praa.g_00564
OG0000567	Syam.g_00698	Praa.g_00568
OG0000568	Syam.g_01751	Praa.g_00569
OG0000569	Syam.g_01750	Praa.g_00570
OG0000570	Syam.g_01749	Praa.g_00571
OG0000571	Syam.g_01745	Praa.g_00573
OG0000572	Syam.g_01729	Praa.g_00586
OG0000573	Syam.g_01721	Praa.g_00592
OG0000574	Syam.g_01720	Praa.g_00593
OG0000575	Syam.g_01716	Praa.g_00597
OG0000576	Syam.g_01714	Praa.g_00599
OG0000577	Syam.g_01713	Praa.g_00600
OG0000578	Syam.g_01712	Praa.g_00601
OG0000579	Syam.g_01711	Praa.g_00602
OG0000580	Syam.g_01710	Praa.g_00603
OG0000581	Syam.g_01704	Praa.g_00605
OG0000582	Syam.g_01513	Praa.g_00608
OG0000583	Syam.g_01512	Praa.g_00609
OG0000584	Syam.g_01511	Praa.g_00610
OG0000585	Syam.g_01509	Praa.g_00612
OG0000586	Syam.g_01508	Praa.g_00613
OG0000587	Syam.g_01506	Praa.g_00614
OG0000588	Syam.g_01498	Praa.g_00618
OG0000589	Syam.g_01494	Praa.g_00621
OG0000590	Syam.g_01493	Praa.g_00622
OG0000591	Syam.g_01486	Praa.g_00625
OG0000592	Syam.g_01485	Praa.g_00626
OG0000593	Syam.g_01471	Praa.g_00632
OG0000594	Syam.g_01470	Praa.g_00633
OG0000595	Syam.g_01469	Praa.g_00634
OG0000596	Syam.g_01465	Praa.g_00638
OG0000597	Syam.g_01462	Praa.g_00640
OG0000598	Syam.g_01461	Praa.g_00641
OG0000599	Syam.g_01458	Praa.g_00644
