Orthogroup	Praa	Prba
OG0000027	Praa.g_01564	Prba.g_00301
OG0000027	Praa.g_00738	Prba.g_01567
OG0000028	Praa.g_01476	Prba.g_00713
OG0000029	Praa.g_01590	Prba.g_00275
OG0000030	Praa.g_00038	Prba.g_01832
OG0000031	Praa.g_01291	Prba.g_01168
OG0000033	Praa.g_00013	Prba.g_01806
OG0000034	Praa.g_01407	Prba.g_00160
OG0000036	Praa.g_00585	Prba.g_01731
OG0000037	Praa.g_00623	Prba.g_01694
OG0000038	Praa.g_00763	Prba.g_01543
OG0000039	Praa.g_00166	Prba.g_00622
OG0000040	Praa.g_00359	Prba.g_00854
OG0000041	Praa.g_00399	Prba.g_01041
OG0000042	Praa.g_00711	Prba.g_01594
OG0000043	Praa.g_00787	Prba.g_01514
OG0000044	Praa.g_01159	Prba.g_00064
OG0000045	Praa.g_01425	Prba.g_00153
OG0000046	Praa.g_01628	Prba.g_00233
OG0000047	Praa.g_01832	Prba.g_00768
OG0000048	Praa.g_01839	Prba.g_00775
OG0000050	Praa.g_00031	Prba.g_01824
OG0000051	Praa.g_00157	Prba.g_01945
OG0000052	Praa.g_00369	Prba.g_00864
OG0000053	Praa.g_00539	Prba.g_00922
OG0000054	Praa.g_00757	Prba.g_01548
OG0000055	Praa.g_00826	Prba.g_01477
OG0000056	Praa.g_01117	Prba.g_00727
OG0000057	Praa.g_00237	Prba.g_00456
OG0000058	Praa.g_00475	Prba.g_00986
OG0000059	Praa.g_00698	Prba.g_01619
OG0000060	Praa.g_00740	Prba.g_01565
OG0000061	Praa.g_01125	Prba.g_00099
OG0000061	Praa.g_00984	Prba.g_01317
OG0000062	Praa.g_01127	Prba.g_00097
OG0000063	Praa.g_01255	Prba.g_01135
OG0000064	Praa.g_01268	Prba.g_01145
OG0000064	Praa.g_01620	Prba.g_00249
OG0000065	Praa.g_01318	Prba.g_01192
OG0000066	Praa.g_01387	Prba.g_00175
OG0000067	Praa.g_01626	Prba.g_00900, Prba.g_01132
OG0000068	Praa.g_01775	Prba.g_00429
OG0000071	Praa.g_00011	Prba.g_01804
OG0000072	Praa.g_00322	Prba.g_00538
OG0000073	Praa.g_00669	Prba.g_01648
OG0000074	Praa.g_00691	Prba.g_01626
OG0000075	Praa.g_00810, Praa.g_00811	Prba.g_01492
OG0000076	Praa.g_01039	Prba.g_01264
OG0000077	Praa.g_01236	Prba.g_00242
OG0000078	Praa.g_01394	Prba.g_00155
OG0000079	Praa.g_01555	Prba.g_00310
OG0000080	Praa.g_01606	Prba.g_00261
OG0000081	Praa.g_01806	Prba.g_01069
OG0000082	Praa.g_01894	Prba.g_00831
OG0000083	Praa.g_00003	Prba.g_01796
OG0000084	Praa.g_00006	Prba.g_01799
OG0000085	Praa.g_00023	Prba.g_01816
OG0000086	Praa.g_00039	Prba.g_01833
OG0000086	Praa.g_00409	Prba.g_01044
OG0000087	Praa.g_00049	Prba.g_01843
OG0000088	Praa.g_00113	Prba.g_01901
OG0000089	Praa.g_00121	Prba.g_01909
OG0000090	Praa.g_00139	Prba.g_01927
OG0000091	Praa.g_00169	Prba.g_00625
OG0000092	Praa.g_00170	Prba.g_00626
OG0000093	Praa.g_00184	Prba.g_00640
OG0000094	Praa.g_00202	Prba.g_00658
OG0000095	Praa.g_00207	Prba.g_00663
OG0000096	Praa.g_00251	Prba.g_00470
OG0000097	Praa.g_00274	Prba.g_00491
OG0000098	Praa.g_00284	Prba.g_00501
OG0000099	Praa.g_00294	Prba.g_00510
OG0000100	Praa.g_00297	Prba.g_00513
OG0000101	Praa.g_00356	Prba.g_00851
OG0000102	Praa.g_00381	Prba.g_00877
OG0000103	Praa.g_00476	Prba.g_00985
OG0000104	Praa.g_00480	Prba.g_00981
OG0000105	Praa.g_00499	Prba.g_00962
OG0000106	Praa.g_00532	Prba.g_00929
OG0000107	Praa.g_00533	Prba.g_00928
OG0000108	Praa.g_00544	Prba.g_01772
OG0000109	Praa.g_00553	Prba.g_01763
OG0000110	Praa.g_00569	Prba.g_01747
OG0000111	Praa.g_00651	Prba.g_01666
OG0000112	Praa.g_00652	Prba.g_01665
OG0000113	Praa.g_00733	Prba.g_01572
OG0000114	Praa.g_00801	Prba.g_01501
OG0000115	Praa.g_00964	Prba.g_01337
OG0000116	Praa.g_00968	Prba.g_01333
OG0000117	Praa.g_01036	Prba.g_01267
OG0000118	Praa.g_01089	Prba.g_01216
OG0000119	Praa.g_01130	Prba.g_00094
OG0000120	Praa.g_01165	Prba.g_00057
OG0000121	Praa.g_01184	Prba.g_00038
OG0000122	Praa.g_01203	Prba.g_00019
OG0000123	Praa.g_01216	Prba.g_00006
OG0000124	Praa.g_01224	Prba.g_01084
OG0000125	Praa.g_01330	Prba.g_01204
OG0000126	Praa.g_01366	Prba.g_00196
OG0000127	Praa.g_01463	Prba.g_00110
OG0000128	Praa.g_01477	Prba.g_00712
OG0000129	Praa.g_01513	Prba.g_00351, Prba.g_00676
OG0000130	Praa.g_01633	Prba.g_00228
OG0000131	Praa.g_01672	Prba.g_00584
OG0000132	Praa.g_01675	Prba.g_00581
OG0000133	Praa.g_01734	Prba.g_00388
OG0000134	Praa.g_01770	Prba.g_00424
OG0000135	Praa.g_01772	Prba.g_00426
OG0000136	Praa.g_01817	Prba.g_00752
OG0000137	Praa.g_01849	Prba.g_00785
OG0000138	Praa.g_01885	Prba.g_00821
OG0000139	Praa.g_01911	Prba.g_01776, Prba.g_00848
OG0000140	Praa.g_00001	Prba.g_01794
OG0000141	Praa.g_00002	Prba.g_01795
OG0000142	Praa.g_00004	Prba.g_01797
OG0000143	Praa.g_00005	Prba.g_01798
OG0000144	Praa.g_00007	Prba.g_01800
OG0000145	Praa.g_00008	Prba.g_01801
OG0000146	Praa.g_00009	Prba.g_01802
OG0000147	Praa.g_00010	Prba.g_01803
OG0000148	Praa.g_00012	Prba.g_01805
OG0000149	Praa.g_00014	Prba.g_01807
OG0000150	Praa.g_00015	Prba.g_01808
OG0000151	Praa.g_00016	Prba.g_01809
OG0000152	Praa.g_00017	Prba.g_01810
OG0000153	Praa.g_00018	Prba.g_01811
OG0000154	Praa.g_00019	Prba.g_01812
OG0000155	Praa.g_00020	Prba.g_01813
OG0000156	Praa.g_00021	Prba.g_01814
OG0000157	Praa.g_00022	Prba.g_01815
OG0000158	Praa.g_00024	Prba.g_01817
OG0000159	Praa.g_00025	Prba.g_01818
OG0000160	Praa.g_00026	Prba.g_01819
OG0000161	Praa.g_00027	Prba.g_01820
OG0000162	Praa.g_00028	Prba.g_01821
OG0000163	Praa.g_00029	Prba.g_01822
OG0000164	Praa.g_00032	Prba.g_01825
OG0000165	Praa.g_00035	Prba.g_01828
OG0000166	Praa.g_00036	Prba.g_01829
OG0000167	Praa.g_00037	Prba.g_01830
OG0000168	Praa.g_00040	Prba.g_01834
OG0000169	Praa.g_00042	Prba.g_01836
OG0000170	Praa.g_00043	Prba.g_01837
OG0000171	Praa.g_00044	Prba.g_01838
OG0000172	Praa.g_00045	Prba.g_01839
OG0000173	Praa.g_00046	Prba.g_01840
OG0000174	Praa.g_00047	Prba.g_01841
OG0000175	Praa.g_00048	Prba.g_01842
OG0000176	Praa.g_00050	Prba.g_01844
OG0000177	Praa.g_00051	Prba.g_01845
OG0000178	Praa.g_00052	Prba.g_01846
OG0000179	Praa.g_00064	Prba.g_01852
OG0000180	Praa.g_00065	Prba.g_01853
OG0000181	Praa.g_00066	Prba.g_01854
OG0000182	Praa.g_00069	Prba.g_01857
OG0000183	Praa.g_00070	Prba.g_01858
OG0000184	Praa.g_00073	Prba.g_01861
OG0000185	Praa.g_00077	Prba.g_01865
OG0000186	Praa.g_00078	Prba.g_01866
OG0000187	Praa.g_00079	Prba.g_01867
OG0000188	Praa.g_00080	Prba.g_01868
OG0000189	Praa.g_00081	Prba.g_01869
OG0000190	Praa.g_00082	Prba.g_01870
OG0000191	Praa.g_00083	Prba.g_01871
OG0000192	Praa.g_00084	Prba.g_01872
OG0000193	Praa.g_00085	Prba.g_01873
OG0000194	Praa.g_00086	Prba.g_01874
OG0000195	Praa.g_00088	Prba.g_01876
OG0000196	Praa.g_00089	Prba.g_01877
OG0000197	Praa.g_00090	Prba.g_01878
OG0000198	Praa.g_00091	Prba.g_01879
OG0000199	Praa.g_00094	Prba.g_01882
OG0000200	Praa.g_00095	Prba.g_01883
OG0000201	Praa.g_00096	Prba.g_01884
OG0000202	Praa.g_00097	Prba.g_01885
OG0000203	Praa.g_00098	Prba.g_01886
OG0000204	Praa.g_00099	Prba.g_01887
OG0000205	Praa.g_00100	Prba.g_01888
OG0000206	Praa.g_00101	Prba.g_01889
OG0000207	Praa.g_00102	Prba.g_01890
OG0000208	Praa.g_00103	Prba.g_01891
OG0000209	Praa.g_00104	Prba.g_01892
OG0000210	Praa.g_00106	Prba.g_01894
OG0000211	Praa.g_00107	Prba.g_01895
OG0000212	Praa.g_00108	Prba.g_01896
OG0000213	Praa.g_00109	Prba.g_01897
OG0000214	Praa.g_00111	Prba.g_01899
OG0000215	Praa.g_00112	Prba.g_01900
OG0000216	Praa.g_00114	Prba.g_01902
OG0000217	Praa.g_00115	Prba.g_01903
OG0000218	Praa.g_00116	Prba.g_01904
OG0000219	Praa.g_00117	Prba.g_01905
OG0000220	Praa.g_00120	Prba.g_01908
OG0000221	Praa.g_00122	Prba.g_01910
OG0000222	Praa.g_00123	Prba.g_01911
OG0000223	Praa.g_00124	Prba.g_01912
OG0000224	Praa.g_00127	Prba.g_01915
OG0000225	Praa.g_00129	Prba.g_01917
OG0000226	Praa.g_00130	Prba.g_01918
OG0000227	Praa.g_00131	Prba.g_01919
OG0000228	Praa.g_00132	Prba.g_01920
OG0000229	Praa.g_00133	Prba.g_01921
OG0000230	Praa.g_00134	Prba.g_01922
OG0000231	Praa.g_00136	Prba.g_01924
OG0000232	Praa.g_00137	Prba.g_01925
OG0000233	Praa.g_00140	Prba.g_01928
OG0000234	Praa.g_00142	Prba.g_01930
OG0000235	Praa.g_00145	Prba.g_01933
OG0000236	Praa.g_00146	Prba.g_01934
OG0000237	Praa.g_00147	Prba.g_01935
OG0000238	Praa.g_00148	Prba.g_01936
OG0000239	Praa.g_00149	Prba.g_01937
OG0000240	Praa.g_00151	Prba.g_01939
OG0000241	Praa.g_00152	Prba.g_01940
OG0000242	Praa.g_00153	Prba.g_01941
OG0000243	Praa.g_00154	Prba.g_01942
OG0000244	Praa.g_00155	Prba.g_01943
OG0000245	Praa.g_00156	Prba.g_01944
OG0000246	Praa.g_00158	Prba.g_01946
OG0000247	Praa.g_00159	Prba.g_01947
OG0000248	Praa.g_00160	Prba.g_01948
OG0000249	Praa.g_00161	Prba.g_01949
OG0000250	Praa.g_00162	Prba.g_01950
OG0000251	Praa.g_00163	Prba.g_01951
OG0000252	Praa.g_00164	Prba.g_01952
OG0000253	Praa.g_00165	Prba.g_01953
OG0000254	Praa.g_00167	Prba.g_00623
OG0000255	Praa.g_00168	Prba.g_00624
OG0000256	Praa.g_00171	Prba.g_00627
OG0000257	Praa.g_00173	Prba.g_00629
OG0000258	Praa.g_00174	Prba.g_00630
OG0000259	Praa.g_00175	Prba.g_00631
OG0000260	Praa.g_00176	Prba.g_00632
OG0000261	Praa.g_00177	Prba.g_00633
OG0000262	Praa.g_00178	Prba.g_00634
OG0000263	Praa.g_00179	Prba.g_00635
OG0000264	Praa.g_00181	Prba.g_00637
OG0000265	Praa.g_00182	Prba.g_00638
OG0000266	Praa.g_00183	Prba.g_00639
OG0000267	Praa.g_00185	Prba.g_00641
OG0000268	Praa.g_00186	Prba.g_00642
OG0000269	Praa.g_00187	Prba.g_00643
OG0000270	Praa.g_00188	Prba.g_00644
OG0000271	Praa.g_00189	Prba.g_00645
OG0000272	Praa.g_00190	Prba.g_00646
OG0000273	Praa.g_00191	Prba.g_00647
OG0000274	Praa.g_00192	Prba.g_00648
OG0000275	Praa.g_00193	Prba.g_00649
OG0000276	Praa.g_00194	Prba.g_00650
OG0000277	Praa.g_00195	Prba.g_00651
OG0000278	Praa.g_00196	Prba.g_00652
OG0000279	Praa.g_00197	Prba.g_00653
OG0000280	Praa.g_00198	Prba.g_00654
OG0000281	Praa.g_00200	Prba.g_00656
OG0000282	Praa.g_00201	Prba.g_00657
OG0000283	Praa.g_00204	Prba.g_00660
OG0000284	Praa.g_00205	Prba.g_00661
OG0000285	Praa.g_00206	Prba.g_00662
OG0000286	Praa.g_00208	Prba.g_00664
OG0000287	Praa.g_00209	Prba.g_00665
OG0000288	Praa.g_00210	Prba.g_00666
OG0000289	Praa.g_00211	Prba.g_00667
OG0000290	Praa.g_00212	Prba.g_00668
OG0000291	Praa.g_00213	Prba.g_00669
OG0000292	Praa.g_00214	Prba.g_00670
OG0000293	Praa.g_00215	Prba.g_00671
OG0000294	Praa.g_00216	Prba.g_00672
OG0000295	Praa.g_00217	Prba.g_00673
OG0000296	Praa.g_00218	Prba.g_00674
OG0000297	Praa.g_00219	Prba.g_00675
OG0000298	Praa.g_00220	Prba.g_00439
OG0000299	Praa.g_00221	Prba.g_00440
OG0000300	Praa.g_00222	Prba.g_00441
OG0000301	Praa.g_00223	Prba.g_00442
OG0000302	Praa.g_00224	Prba.g_00443
OG0000303	Praa.g_00225	Prba.g_00444
OG0000304	Praa.g_00226	Prba.g_00445
OG0000305	Praa.g_00227	Prba.g_00446
OG0000306	Praa.g_00228	Prba.g_00447
OG0000307	Praa.g_00229	Prba.g_00448
OG0000308	Praa.g_00230	Prba.g_00449
OG0000309	Praa.g_00231	Prba.g_00450
OG0000310	Praa.g_00232	Prba.g_00451
OG0000311	Praa.g_00233	Prba.g_00452
OG0000312	Praa.g_00235	Prba.g_00454
OG0000313	Praa.g_00236	Prba.g_00455
OG0000314	Praa.g_00239	Prba.g_00458
OG0000315	Praa.g_00240	Prba.g_00459
OG0000316	Praa.g_00242	Prba.g_00461
OG0000317	Praa.g_00244	Prba.g_00463
OG0000318	Praa.g_00245	Prba.g_00464
OG0000319	Praa.g_00246	Prba.g_00465
OG0000320	Praa.g_00247	Prba.g_00466
OG0000321	Praa.g_00250	Prba.g_00469
OG0000322	Praa.g_00253	Prba.g_00472
OG0000323	Praa.g_00254	Prba.g_00473
OG0000324	Praa.g_00257	Prba.g_00476
OG0000325	Praa.g_00259	Prba.g_00477
OG0000326	Praa.g_00260	Prba.g_00478
OG0000327	Praa.g_00262	Prba.g_00480
OG0000328	Praa.g_00263	Prba.g_00481
OG0000329	Praa.g_00264	Prba.g_00482
OG0000330	Praa.g_00265	Prba.g_00483
OG0000331	Praa.g_00266	Prba.g_00484
OG0000332	Praa.g_00267	Prba.g_00485
OG0000333	Praa.g_00268	Prba.g_00486
OG0000334	Praa.g_00269	Prba.g_00487
OG0000335	Praa.g_00270	Prba.g_00488
OG0000336	Praa.g_00271	Prba.g_00489
OG0000337	Praa.g_00275	Prba.g_00492
OG0000338	Praa.g_00276	Prba.g_00493
OG0000339	Praa.g_00277	Prba.g_00494
OG0000340	Praa.g_00278	Prba.g_00495
OG0000341	Praa.g_00282	Prba.g_00499
OG0000342	Praa.g_00283	Prba.g_00500
OG0000343	Praa.g_00285	Prba.g_00502
OG0000344	Praa.g_00286	Prba.g_00503
OG0000345	Praa.g_00287	Prba.g_00504
OG0000346	Praa.g_00288	Prba.g_00505
OG0000347	Praa.g_00289	Prba.g_00506
OG0000348	Praa.g_00290	Prba.g_00507
OG0000349	Praa.g_00291	Prba.g_00508
OG0000350	Praa.g_00292	Prba.g_00509
OG0000351	Praa.g_00295	Prba.g_00511
OG0000352	Praa.g_00298	Prba.g_00514
OG0000353	Praa.g_00299	Prba.g_00515
OG0000354	Praa.g_00300	Prba.g_00516
OG0000355	Praa.g_00301	Prba.g_00517
OG0000356	Praa.g_00302	Prba.g_00518
OG0000357	Praa.g_00303	Prba.g_00519
OG0000358	Praa.g_00304	Prba.g_00520
OG0000359	Praa.g_00305	Prba.g_00521
OG0000360	Praa.g_00308	Prba.g_00524
OG0000361	Praa.g_00309	Prba.g_00525
OG0000362	Praa.g_00310	Prba.g_00526
OG0000363	Praa.g_00311	Prba.g_00527
OG0000364	Praa.g_00312	Prba.g_00528
OG0000365	Praa.g_00313	Prba.g_00529
OG0000366	Praa.g_00314	Prba.g_00530
OG0000367	Praa.g_00315	Prba.g_00531
OG0000368	Praa.g_00316	Prba.g_00532
OG0000369	Praa.g_00317	Prba.g_00533
OG0000370	Praa.g_00318	Prba.g_00534
OG0000371	Praa.g_00319	Prba.g_00535
OG0000372	Praa.g_00321	Prba.g_00537
OG0000373	Praa.g_00323	Prba.g_00539
OG0000374	Praa.g_00324	Prba.g_00540
OG0000375	Praa.g_00325	Prba.g_00541
OG0000376	Praa.g_00327	Prba.g_00543
OG0000377	Praa.g_00328	Prba.g_00544
OG0000378	Praa.g_00329	Prba.g_00545
OG0000379	Praa.g_00334	Prba.g_00550
OG0000380	Praa.g_00335	Prba.g_00551
OG0000381	Praa.g_00336	Prba.g_00552
OG0000382	Praa.g_00338	Prba.g_00554
OG0000383	Praa.g_00340	Prba.g_00557
OG0000384	Praa.g_00341	Prba.g_00558
OG0000385	Praa.g_00344	Prba.g_00561
OG0000386	Praa.g_00345	Prba.g_00562
OG0000387	Praa.g_00346	Prba.g_00218
OG0000388	Praa.g_00347	Prba.g_00219
OG0000389	Praa.g_00348	Prba.g_00220
OG0000390	Praa.g_00349	Prba.g_00221
OG0000391	Praa.g_00350	Prba.g_00222
OG0000392	Praa.g_00351	Prba.g_00223
OG0000393	Praa.g_00354	Prba.g_00849
OG0000394	Praa.g_00355	Prba.g_00850
OG0000395	Praa.g_00357	Prba.g_00852
OG0000396	Praa.g_00358	Prba.g_00853
OG0000397	Praa.g_00370	Prba.g_00865
OG0000398	Praa.g_00378	Prba.g_00873
OG0000399	Praa.g_00379	Prba.g_00874
OG0000400	Praa.g_00383	Prba.g_00880
OG0000401	Praa.g_00431	Prba.g_01030
OG0000402	Praa.g_00432	Prba.g_01029
OG0000403	Praa.g_00433	Prba.g_01028
OG0000404	Praa.g_00435	Prba.g_01026
OG0000405	Praa.g_00436	Prba.g_01025
OG0000406	Praa.g_00437	Prba.g_01023
OG0000407	Praa.g_00438	Prba.g_01022
OG0000408	Praa.g_00439	Prba.g_01021
OG0000409	Praa.g_00440	Prba.g_01020
OG0000410	Praa.g_00441	Prba.g_01019
OG0000411	Praa.g_00442	Prba.g_01018
OG0000412	Praa.g_00443	Prba.g_01017
OG0000413	Praa.g_00444	Prba.g_01016
OG0000414	Praa.g_00445	Prba.g_01015
OG0000415	Praa.g_00446	Prba.g_01014
OG0000416	Praa.g_00447	Prba.g_01013
OG0000417	Praa.g_00448	Prba.g_01012
OG0000418	Praa.g_00449	Prba.g_01011
OG0000419	Praa.g_00450	Prba.g_01010
OG0000420	Praa.g_00451	Prba.g_01009
OG0000421	Praa.g_00452	Prba.g_01008
OG0000422	Praa.g_00454	Prba.g_01006
OG0000423	Praa.g_00455	Prba.g_01005
OG0000424	Praa.g_00457	Prba.g_01003
OG0000425	Praa.g_00461	Prba.g_01000
OG0000426	Praa.g_00462	Prba.g_00999
OG0000427	Praa.g_00463	Prba.g_00998
OG0000428	Praa.g_00464	Prba.g_00997
OG0000429	Praa.g_00465	Prba.g_00996
OG0000430	Praa.g_00471	Prba.g_00990
OG0000431	Praa.g_00473	Prba.g_00988
OG0000432	Praa.g_00474	Prba.g_00987
OG0000433	Praa.g_00477	Prba.g_00984
OG0000434	Praa.g_00478	Prba.g_00983
OG0000435	Praa.g_00479	Prba.g_00982
OG0000436	Praa.g_00481	Prba.g_00980
OG0000437	Praa.g_00483	Prba.g_00978
OG0000438	Praa.g_00484	Prba.g_00977
OG0000439	Praa.g_00485	Prba.g_00976
OG0000440	Praa.g_00487	Prba.g_00974
OG0000441	Praa.g_00488	Prba.g_00973
OG0000442	Praa.g_00489	Prba.g_00972
OG0000443	Praa.g_00490	Prba.g_00971
OG0000444	Praa.g_00491	Prba.g_00970
OG0000445	Praa.g_00492	Prba.g_00969
OG0000446	Praa.g_00493	Prba.g_00968
OG0000447	Praa.g_00494	Prba.g_00967
OG0000448	Praa.g_00495	Prba.g_00966
OG0000449	Praa.g_00500	Prba.g_00961
OG0000450	Praa.g_00501	Prba.g_00960
OG0000451	Praa.g_00502	Prba.g_00959
OG0000452	Praa.g_00503	Prba.g_00958
OG0000453	Praa.g_00505	Prba.g_00956
OG0000454	Praa.g_00506	Prba.g_00955
OG0000455	Praa.g_00507	Prba.g_00954
OG0000456	Praa.g_00508	Prba.g_00953
OG0000457	Praa.g_00510	Prba.g_00951
OG0000458	Praa.g_00512	Prba.g_00949
OG0000459	Praa.g_00513	Prba.g_00948
OG0000460	Praa.g_00515	Prba.g_00946
OG0000461	Praa.g_00516	Prba.g_00945
OG0000462	Praa.g_00517	Prba.g_00944
OG0000463	Praa.g_00518	Prba.g_00943
OG0000464	Praa.g_00523	Prba.g_00938
OG0000465	Praa.g_00525	Prba.g_00936
OG0000466	Praa.g_00526	Prba.g_00935
OG0000467	Praa.g_00527	Prba.g_00934
OG0000468	Praa.g_00528	Prba.g_00933
OG0000469	Praa.g_00529	Prba.g_00932
OG0000470	Praa.g_00530	Prba.g_00931
OG0000471	Praa.g_00531	Prba.g_00930
OG0000472	Praa.g_00534	Prba.g_00927
OG0000473	Praa.g_00535	Prba.g_00926
OG0000474	Praa.g_00536	Prba.g_00925
OG0000475	Praa.g_00537	Prba.g_00924
OG0000476	Praa.g_00538	Prba.g_00923
OG0000477	Praa.g_00540	Prba.g_01775
OG0000478	Praa.g_00541	Prba.g_01774
OG0000479	Praa.g_00543	Prba.g_01773
OG0000480	Praa.g_00545	Prba.g_01771
OG0000481	Praa.g_00546	Prba.g_01770
OG0000482	Praa.g_00547	Prba.g_01769
OG0000483	Praa.g_00548	Prba.g_01768
OG0000484	Praa.g_00549	Prba.g_01767
OG0000485	Praa.g_00550	Prba.g_01766
OG0000486	Praa.g_00551	Prba.g_01765
OG0000487	Praa.g_00552	Prba.g_01764
OG0000488	Praa.g_00554	Prba.g_01762
OG0000489	Praa.g_00555	Prba.g_01761
OG0000490	Praa.g_00556	Prba.g_01760
OG0000491	Praa.g_00557	Prba.g_01759
OG0000492	Praa.g_00558	Prba.g_01758
OG0000493	Praa.g_00559	Prba.g_01757
OG0000494	Praa.g_00561	Prba.g_01755
OG0000495	Praa.g_00562	Prba.g_01754
OG0000496	Praa.g_00563	Prba.g_01753
OG0000497	Praa.g_00564	Prba.g_01752
OG0000498	Praa.g_00565	Prba.g_01751
OG0000499	Praa.g_00567	Prba.g_01749
OG0000500	Praa.g_00568	Prba.g_01748
OG0000501	Praa.g_00570	Prba.g_01746
OG0000502	Praa.g_00571	Prba.g_01745
OG0000503	Praa.g_00572	Prba.g_01744
OG0000504	Praa.g_00573	Prba.g_01743
OG0000505	Praa.g_00574	Prba.g_01742
OG0000506	Praa.g_00575	Prba.g_01741
OG0000507	Praa.g_00576	Prba.g_01740
OG0000508	Praa.g_00578	Prba.g_01738
OG0000509	Praa.g_00579	Prba.g_01737
OG0000510	Praa.g_00580	Prba.g_01736
OG0000511	Praa.g_00581	Prba.g_01735
OG0000512	Praa.g_00582	Prba.g_01734
OG0000513	Praa.g_00583	Prba.g_01733
OG0000514	Praa.g_00584	Prba.g_01732
OG0000515	Praa.g_00586	Prba.g_01730
OG0000516	Praa.g_00587	Prba.g_01729
OG0000517	Praa.g_00588	Prba.g_01728
OG0000518	Praa.g_00591	Prba.g_01726
OG0000519	Praa.g_00592	Prba.g_01725
OG0000520	Praa.g_00593	Prba.g_01724
OG0000521	Praa.g_00594	Prba.g_01723
OG0000522	Praa.g_00595	Prba.g_01722
OG0000523	Praa.g_00596	Prba.g_01721
OG0000524	Praa.g_00597	Prba.g_01720
OG0000525	Praa.g_00599	Prba.g_01718
OG0000526	Praa.g_00600	Prba.g_01717
OG0000527	Praa.g_00601	Prba.g_01716
OG0000528	Praa.g_00602	Prba.g_01715
OG0000529	Praa.g_00603	Prba.g_01714
OG0000530	Praa.g_00604	Prba.g_01713
OG0000531	Praa.g_00605	Prba.g_01712
OG0000532	Praa.g_00606	Prba.g_01711
OG0000533	Praa.g_00607	Prba.g_01710
OG0000534	Praa.g_00608	Prba.g_01709
OG0000535	Praa.g_00609	Prba.g_01708
OG0000536	Praa.g_00610	Prba.g_01707
OG0000537	Praa.g_00611	Prba.g_01706
OG0000538	Praa.g_00612	Prba.g_01705
OG0000539	Praa.g_00613	Prba.g_01704
OG0000540	Praa.g_00614	Prba.g_01703
OG0000541	Praa.g_00615	Prba.g_01702
OG0000542	Praa.g_00616	Prba.g_01701
OG0000543	Praa.g_00617	Prba.g_01700
OG0000544	Praa.g_00618	Prba.g_01699
OG0000545	Praa.g_00621	Prba.g_01696
OG0000546	Praa.g_00622	Prba.g_01695
OG0000547	Praa.g_00624	Prba.g_01693
OG0000548	Praa.g_00625	Prba.g_01692
OG0000549	Praa.g_00626	Prba.g_01691
OG0000550	Praa.g_00627	Prba.g_01690
OG0000551	Praa.g_00628	Prba.g_01689
OG0000552	Praa.g_00629	Prba.g_01688
OG0000553	Praa.g_00630	Prba.g_01687
OG0000554	Praa.g_00631	Prba.g_01686
OG0000555	Praa.g_00632	Prba.g_01685
OG0000556	Praa.g_00633	Prba.g_01684
OG0000557	Praa.g_00634	Prba.g_01683
OG0000558	Praa.g_00635	Prba.g_01682
OG0000559	Praa.g_00636	Prba.g_01681
OG0000560	Praa.g_00638	Prba.g_01679
OG0000561	Praa.g_00639	Prba.g_01678
OG0000562	Praa.g_00640	Prba.g_01677
OG0000563	Praa.g_00641	Prba.g_01676
OG0000564	Praa.g_00642	Prba.g_01675
OG0000565	Praa.g_00643	Prba.g_01674
OG0000566	Praa.g_00644	Prba.g_01673
OG0000567	Praa.g_00645	Prba.g_01672
