Orthogroup	Praa	Prbm
OG0000102	Praa.g_00381	Prbm.g_01389
OG0000103	Praa.g_00476	Prbm.g_00501
OG0000104	Praa.g_00480	Prbm.g_00506
OG0000105	Praa.g_00499	Prbm.g_00533
OG0000106	Praa.g_00532	Prbm.g_00565
OG0000107	Praa.g_00533	Prbm.g_00566
OG0000108	Praa.g_00544	Prbm.g_00576
OG0000109	Praa.g_00553	Prbm.g_00585
OG0000110	Praa.g_00569	Prbm.g_00601
OG0000111	Praa.g_00651	Prbm.g_00682
OG0000112	Praa.g_00652	Prbm.g_00683
OG0000113	Praa.g_00733	Prbm.g_00766
OG0000114	Praa.g_00801	Prbm.g_00812
OG0000115	Praa.g_00964	Prbm.g_00988
OG0000116	Praa.g_00968	Prbm.g_00992
OG0000117	Praa.g_01036	Prbm.g_01061
OG0000118	Praa.g_01089	Prbm.g_01210
OG0000119	Praa.g_01130	Prbm.g_01913
OG0000120	Praa.g_01165	Prbm.g_01542
OG0000121	Praa.g_01184	Prbm.g_01519
OG0000122	Praa.g_01203	Prbm.g_01499
OG0000123	Praa.g_01216	Prbm.g_01489
OG0000124	Praa.g_01224	Prbm.g_01054
OG0000125	Praa.g_01330	Prbm.g_01622
OG0000126	Praa.g_01366	Prbm.g_01660
OG0000127	Praa.g_01463	Prbm.g_01696
OG0000128	Praa.g_01477	Prbm.g_01711
OG0000129	Praa.g_01513	Prbm.g_01745
OG0000130	Praa.g_01633	Prbm.g_01839
OG0000131	Praa.g_01672	Prbm.g_01876
OG0000132	Praa.g_01675	Prbm.g_01878
OG0000133	Praa.g_01734	Prbm.g_01991
OG0000134	Praa.g_01770	Prbm.g_02027
OG0000135	Praa.g_01772	Prbm.g_02029
OG0000136	Praa.g_01817	Prbm.g_02079
OG0000137	Praa.g_01849	Prbm.g_02114
OG0000138	Praa.g_01885	Prbm.g_02176
OG0000139	Praa.g_01911	Prbm.g_02212
OG0000140	Praa.g_00001	Prbm.g_00001
OG0000141	Praa.g_00002	Prbm.g_00002
OG0000142	Praa.g_00004	Prbm.g_00004
OG0000143	Praa.g_00005	Prbm.g_00005
OG0000144	Praa.g_00007	Prbm.g_00007
OG0000145	Praa.g_00008	Prbm.g_00008
OG0000146	Praa.g_00009	Prbm.g_00009
OG0000147	Praa.g_00010	Prbm.g_00010
OG0000148	Praa.g_00012	Prbm.g_00012
OG0000149	Praa.g_00014	Prbm.g_00014
OG0000150	Praa.g_00015	Prbm.g_00015
OG0000151	Praa.g_00016	Prbm.g_00016
OG0000152	Praa.g_00017	Prbm.g_00017
OG0000153	Praa.g_00018	Prbm.g_00018
OG0000154	Praa.g_00019	Prbm.g_00019
OG0000155	Praa.g_00020	Prbm.g_00020
OG0000156	Praa.g_00021	Prbm.g_00021
OG0000157	Praa.g_00022	Prbm.g_00022
OG0000158	Praa.g_00024	Prbm.g_00024
OG0000159	Praa.g_00025	Prbm.g_00025
OG0000160	Praa.g_00026	Prbm.g_00026
OG0000161	Praa.g_00027	Prbm.g_00027
OG0000162	Praa.g_00028	Prbm.g_00028
OG0000163	Praa.g_00029	Prbm.g_00029
OG0000164	Praa.g_00032	Prbm.g_00032
OG0000165	Praa.g_00035	Prbm.g_00033
OG0000166	Praa.g_00036	Prbm.g_00034
OG0000167	Praa.g_00037	Prbm.g_00035
OG0000168	Praa.g_00040	Prbm.g_00049
OG0000169	Praa.g_00042	Prbm.g_00051
OG0000170	Praa.g_00043	Prbm.g_00052
OG0000171	Praa.g_00044	Prbm.g_00053
OG0000172	Praa.g_00045	Prbm.g_00054
OG0000173	Praa.g_00046	Prbm.g_00055
OG0000174	Praa.g_00047	Prbm.g_00056
OG0000175	Praa.g_00048	Prbm.g_00057
OG0000176	Praa.g_00050	Prbm.g_00059
OG0000177	Praa.g_00051	Prbm.g_00060
OG0000178	Praa.g_00052	Prbm.g_00061
OG0000179	Praa.g_00064	Prbm.g_00121
OG0000180	Praa.g_00065	Prbm.g_00122
OG0000181	Praa.g_00066	Prbm.g_00123
OG0000182	Praa.g_00069	Prbm.g_00126
OG0000183	Praa.g_00070	Prbm.g_00127
OG0000184	Praa.g_00073	Prbm.g_00130
OG0000185	Praa.g_00077	Prbm.g_00134
OG0000186	Praa.g_00078	Prbm.g_00135
OG0000187	Praa.g_00079	Prbm.g_00136
OG0000188	Praa.g_00080	Prbm.g_00137
OG0000189	Praa.g_00081	Prbm.g_00138
OG0000190	Praa.g_00082	Prbm.g_00139
OG0000191	Praa.g_00083	Prbm.g_00140
OG0000192	Praa.g_00084	Prbm.g_00141
OG0000193	Praa.g_00085	Prbm.g_00142
OG0000194	Praa.g_00086	Prbm.g_00143
OG0000195	Praa.g_00088	Prbm.g_00145
OG0000196	Praa.g_00089	Prbm.g_00146
OG0000197	Praa.g_00090	Prbm.g_00147
OG0000198	Praa.g_00091	Prbm.g_00148
OG0000199	Praa.g_00094	Prbm.g_00151
OG0000200	Praa.g_00095	Prbm.g_00152
OG0000201	Praa.g_00096	Prbm.g_00153
OG0000202	Praa.g_00097	Prbm.g_00154
OG0000203	Praa.g_00098	Prbm.g_00155
OG0000204	Praa.g_00099	Prbm.g_00156
OG0000205	Praa.g_00100	Prbm.g_00158
OG0000206	Praa.g_00101	Prbm.g_00159
OG0000207	Praa.g_00102	Prbm.g_00160
OG0000208	Praa.g_00103	Prbm.g_00161
OG0000209	Praa.g_00104	Prbm.g_00162
OG0000210	Praa.g_00106	Prbm.g_00163
OG0000211	Praa.g_00107	Prbm.g_00164
OG0000212	Praa.g_00108	Prbm.g_00165
OG0000213	Praa.g_00109	Prbm.g_00166
OG0000214	Praa.g_00111	Prbm.g_00170
OG0000215	Praa.g_00112	Prbm.g_00171
OG0000216	Praa.g_00114	Prbm.g_00173
OG0000217	Praa.g_00115	Prbm.g_00175
OG0000218	Praa.g_00116	Prbm.g_00176
OG0000219	Praa.g_00117	Prbm.g_00177
OG0000220	Praa.g_00120	Prbm.g_00179
OG0000221	Praa.g_00122	Prbm.g_00182
OG0000222	Praa.g_00123	Prbm.g_00183
OG0000223	Praa.g_00124	Prbm.g_00184
OG0000224	Praa.g_00127	Prbm.g_00187
OG0000225	Praa.g_00129	Prbm.g_00189
OG0000226	Praa.g_00130	Prbm.g_00191
OG0000227	Praa.g_00131	Prbm.g_00192
OG0000228	Praa.g_00132	Prbm.g_00193
OG0000229	Praa.g_00133	Prbm.g_00194
OG0000230	Praa.g_00134	Prbm.g_00195
OG0000231	Praa.g_00136	Prbm.g_01096
OG0000232	Praa.g_00137	Prbm.g_00196
OG0000233	Praa.g_00140	Prbm.g_00199
OG0000234	Praa.g_00142	Prbm.g_00202
OG0000235	Praa.g_00145	Prbm.g_00204
OG0000236	Praa.g_00146	Prbm.g_00205
OG0000237	Praa.g_00147	Prbm.g_00206
OG0000238	Praa.g_00148	Prbm.g_00207
OG0000239	Praa.g_00149	Prbm.g_00208
OG0000240	Praa.g_00151	Prbm.g_00210
OG0000241	Praa.g_00152	Prbm.g_00211
OG0000242	Praa.g_00153	Prbm.g_00212
OG0000243	Praa.g_00154	Prbm.g_00213
OG0000244	Praa.g_00155	Prbm.g_00214
OG0000245	Praa.g_00156	Prbm.g_00215
OG0000246	Praa.g_00158	Prbm.g_00217
OG0000247	Praa.g_00159	Prbm.g_00218
OG0000248	Praa.g_00160	Prbm.g_00219
OG0000249	Praa.g_00161	Prbm.g_00220
OG0000250	Praa.g_00162	Prbm.g_00221
OG0000251	Praa.g_00163	Prbm.g_00222
OG0000252	Praa.g_00164	Prbm.g_00223
OG0000253	Praa.g_00165	Prbm.g_00224
OG0000254	Praa.g_00167	Prbm.g_00226
OG0000255	Praa.g_00168	Prbm.g_00227
OG0000256	Praa.g_00171	Prbm.g_00230
OG0000257	Praa.g_00173	Prbm.g_00232
OG0000258	Praa.g_00174	Prbm.g_00233
OG0000259	Praa.g_00175	Prbm.g_00234
OG0000260	Praa.g_00176	Prbm.g_00235
OG0000261	Praa.g_00177	Prbm.g_00236
OG0000262	Praa.g_00178	Prbm.g_00237
OG0000263	Praa.g_00179	Prbm.g_00238
OG0000264	Praa.g_00181	Prbm.g_00240
OG0000265	Praa.g_00182	Prbm.g_00241
OG0000266	Praa.g_00183	Prbm.g_00242
OG0000267	Praa.g_00185	Prbm.g_00244
OG0000268	Praa.g_00186	Prbm.g_00246
OG0000269	Praa.g_00187	Prbm.g_00247
OG0000270	Praa.g_00188	Prbm.g_00248
OG0000271	Praa.g_00189	Prbm.g_00249
OG0000272	Praa.g_00190	Prbm.g_00250
OG0000273	Praa.g_00191	Prbm.g_00251
OG0000274	Praa.g_00192	Prbm.g_00252
OG0000275	Praa.g_00193	Prbm.g_00253
OG0000276	Praa.g_00194	Prbm.g_00254
OG0000277	Praa.g_00195	Prbm.g_00255
OG0000278	Praa.g_00196	Prbm.g_00256
OG0000279	Praa.g_00197	Prbm.g_00257
OG0000280	Praa.g_00198	Prbm.g_00258
OG0000281	Praa.g_00200	Prbm.g_00260
OG0000282	Praa.g_00201	Prbm.g_00261
OG0000283	Praa.g_00204	Prbm.g_00263
OG0000284	Praa.g_00205	Prbm.g_00264
OG0000285	Praa.g_00206	Prbm.g_00265
OG0000286	Praa.g_00208	Prbm.g_00267
OG0000287	Praa.g_00209	Prbm.g_00268
OG0000288	Praa.g_00210	Prbm.g_00269
OG0000289	Praa.g_00211	Prbm.g_00270
OG0000290	Praa.g_00212	Prbm.g_00271
OG0000291	Praa.g_00213	Prbm.g_00272
OG0000292	Praa.g_00214	Prbm.g_00273
OG0000293	Praa.g_00215	Prbm.g_00274
OG0000294	Praa.g_00216	Prbm.g_00275
OG0000295	Praa.g_00217	Prbm.g_00276
OG0000296	Praa.g_00218	Prbm.g_00277
OG0000297	Praa.g_00219	Prbm.g_00278
OG0000298	Praa.g_00220	Prbm.g_00279
OG0000299	Praa.g_00221	Prbm.g_00280
OG0000300	Praa.g_00222	Prbm.g_00281
OG0000301	Praa.g_00223	Prbm.g_00282
OG0000302	Praa.g_00224	Prbm.g_00283
OG0000303	Praa.g_00225	Prbm.g_00284
OG0000304	Praa.g_00226	Prbm.g_00285
OG0000305	Praa.g_00227	Prbm.g_00286
OG0000306	Praa.g_00228	Prbm.g_00287
OG0000307	Praa.g_00229	Prbm.g_00288
OG0000308	Praa.g_00230	Prbm.g_00289
OG0000309	Praa.g_00231	Prbm.g_00290
OG0000310	Praa.g_00232	Prbm.g_00291
OG0000311	Praa.g_00233	Prbm.g_00293
OG0000312	Praa.g_00235	Prbm.g_00295
OG0000313	Praa.g_00236	Prbm.g_00296
OG0000314	Praa.g_00239	Prbm.g_00300
OG0000315	Praa.g_00240	Prbm.g_00301
OG0000316	Praa.g_00242	Prbm.g_00303
OG0000317	Praa.g_00244	Prbm.g_00305
OG0000318	Praa.g_00245	Prbm.g_00306
OG0000319	Praa.g_00246	Prbm.g_00307
OG0000320	Praa.g_00247	Prbm.g_00308
OG0000321	Praa.g_00250	Prbm.g_00309
OG0000322	Praa.g_00253	Prbm.g_00312
OG0000323	Praa.g_00254	Prbm.g_00313
OG0000324	Praa.g_00257	Prbm.g_00317
OG0000325	Praa.g_00259	Prbm.g_00318
OG0000326	Praa.g_00260	Prbm.g_00319
OG0000327	Praa.g_00262	Prbm.g_00320
OG0000328	Praa.g_00263	Prbm.g_00321
OG0000329	Praa.g_00264	Prbm.g_00322
OG0000330	Praa.g_00265	Prbm.g_00323
OG0000331	Praa.g_00266	Prbm.g_00324
OG0000332	Praa.g_00267	Prbm.g_00325
OG0000333	Praa.g_00268	Prbm.g_00326
OG0000334	Praa.g_00269	Prbm.g_00327
OG0000335	Praa.g_00270	Prbm.g_00328
OG0000336	Praa.g_00271	Prbm.g_00330
OG0000337	Praa.g_00275	Prbm.g_00332
OG0000338	Praa.g_00276	Prbm.g_00333
OG0000339	Praa.g_00277	Prbm.g_00334
OG0000340	Praa.g_00278	Prbm.g_00335
OG0000341	Praa.g_00282	Prbm.g_00339
OG0000342	Praa.g_00283	Prbm.g_00340
OG0000343	Praa.g_00285	Prbm.g_00342
OG0000344	Praa.g_00286	Prbm.g_00343
OG0000345	Praa.g_00287	Prbm.g_00344
OG0000346	Praa.g_00288	Prbm.g_00345
OG0000347	Praa.g_00289	Prbm.g_00346
OG0000348	Praa.g_00290	Prbm.g_00347
OG0000349	Praa.g_00291	Prbm.g_00348
OG0000350	Praa.g_00292	Prbm.g_00349
OG0000351	Praa.g_00295	Prbm.g_00351
OG0000352	Praa.g_00298	Prbm.g_00354
OG0000353	Praa.g_00299	Prbm.g_00355
OG0000354	Praa.g_00300	Prbm.g_00356
OG0000355	Praa.g_00301	Prbm.g_00357
OG0000356	Praa.g_00302	Prbm.g_00358
OG0000357	Praa.g_00303	Prbm.g_00359
OG0000358	Praa.g_00304	Prbm.g_00360
OG0000359	Praa.g_00305	Prbm.g_00361
OG0000360	Praa.g_00308	Prbm.g_00364
OG0000361	Praa.g_00309	Prbm.g_00365
OG0000362	Praa.g_00310	Prbm.g_00366
OG0000363	Praa.g_00311	Prbm.g_00367
OG0000364	Praa.g_00312	Prbm.g_00368
OG0000365	Praa.g_00313	Prbm.g_00369
OG0000366	Praa.g_00314	Prbm.g_00370
OG0000367	Praa.g_00315	Prbm.g_00371
OG0000368	Praa.g_00316	Prbm.g_00372
OG0000369	Praa.g_00317	Prbm.g_00373
OG0000370	Praa.g_00318	Prbm.g_00374
OG0000371	Praa.g_00319	Prbm.g_00375
OG0000372	Praa.g_00321	Prbm.g_00376
OG0000373	Praa.g_00323	Prbm.g_00378
OG0000374	Praa.g_00324	Prbm.g_00379
OG0000375	Praa.g_00325	Prbm.g_00380
OG0000376	Praa.g_00327	Prbm.g_00382
OG0000377	Praa.g_00328	Prbm.g_00388
OG0000378	Praa.g_00329	Prbm.g_00768
OG0000379	Praa.g_00334	Prbm.g_00400
OG0000380	Praa.g_00335	Prbm.g_00402
OG0000381	Praa.g_00336	Prbm.g_00403
OG0000382	Praa.g_00338	Prbm.g_00404
OG0000383	Praa.g_00340	Prbm.g_00407
OG0000384	Praa.g_00341	Prbm.g_00408
OG0000385	Praa.g_00344	Prbm.g_00410
OG0000386	Praa.g_00345	Prbm.g_00411
OG0000387	Praa.g_00346	Prbm.g_00412
OG0000388	Praa.g_00347	Prbm.g_00413
OG0000389	Praa.g_00348	Prbm.g_00414
OG0000390	Praa.g_00349	Prbm.g_00415
OG0000391	Praa.g_00350	Prbm.g_00416
OG0000392	Praa.g_00351	Prbm.g_00417
OG0000393	Praa.g_00354	Prbm.g_00422
OG0000394	Praa.g_00355	Prbm.g_00423
OG0000395	Praa.g_00357	Prbm.g_00426
OG0000396	Praa.g_00358	Prbm.g_00866
OG0000397	Praa.g_00370	Prbm.g_01088
OG0000398	Praa.g_00378	Prbm.g_01121
OG0000399	Praa.g_00379	Prbm.g_01353
OG0000400	Praa.g_00383	Prbm.g_01949
OG0000401	Praa.g_00431	Prbm.g_00440
OG0000402	Praa.g_00432	Prbm.g_00441
OG0000403	Praa.g_00433	Prbm.g_00442
OG0000404	Praa.g_00435	Prbm.g_00445
OG0000405	Praa.g_00436	Prbm.g_00446
OG0000406	Praa.g_00437	Prbm.g_00448
OG0000407	Praa.g_00438	Prbm.g_00449
OG0000408	Praa.g_00439	Prbm.g_00450
OG0000409	Praa.g_00440	Prbm.g_00451
OG0000410	Praa.g_00441	Prbm.g_00452
OG0000411	Praa.g_00442	Prbm.g_00453
OG0000412	Praa.g_00443	Prbm.g_00454
OG0000413	Praa.g_00444	Prbm.g_00455
OG0000414	Praa.g_00445	Prbm.g_00456
OG0000415	Praa.g_00446	Prbm.g_00457
OG0000416	Praa.g_00447	Prbm.g_00458
OG0000417	Praa.g_00448	Prbm.g_00459
OG0000418	Praa.g_00449	Prbm.g_00460
OG0000419	Praa.g_00450	Prbm.g_00461
OG0000420	Praa.g_00451	Prbm.g_00462
OG0000421	Praa.g_00452	Prbm.g_00480
OG0000422	Praa.g_00454	Prbm.g_00482
OG0000423	Praa.g_00455	Prbm.g_00483
OG0000424	Praa.g_00457	Prbm.g_00484
OG0000425	Praa.g_00461	Prbm.g_00490
OG0000426	Praa.g_00462	Prbm.g_00491
OG0000427	Praa.g_00463	Prbm.g_00492
OG0000428	Praa.g_00464	Prbm.g_00494
OG0000429	Praa.g_00465	Prbm.g_00495
OG0000430	Praa.g_00471	Prbm.g_00497
OG0000431	Praa.g_00473	Prbm.g_00498
OG0000432	Praa.g_00474	Prbm.g_00499
OG0000433	Praa.g_00477	Prbm.g_00502
OG0000434	Praa.g_00478	Prbm.g_00504
OG0000435	Praa.g_00479	Prbm.g_00505
OG0000436	Praa.g_00481	Prbm.g_00507
OG0000437	Praa.g_00483	Prbm.g_00509
OG0000438	Praa.g_00484	Prbm.g_00510
OG0000439	Praa.g_00485	Prbm.g_00511
OG0000440	Praa.g_00487	Prbm.g_00512
OG0000441	Praa.g_00488	Prbm.g_00513
OG0000442	Praa.g_00489	Prbm.g_00514
OG0000443	Praa.g_00490	Prbm.g_00515
OG0000444	Praa.g_00491	Prbm.g_00516
OG0000445	Praa.g_00492	Prbm.g_00517
OG0000446	Praa.g_00493	Prbm.g_00518
OG0000447	Praa.g_00494	Prbm.g_00519
OG0000448	Praa.g_00495	Prbm.g_00520
OG0000449	Praa.g_00500	Prbm.g_00534
OG0000450	Praa.g_00501	Prbm.g_00535
OG0000451	Praa.g_00502	Prbm.g_00536
OG0000452	Praa.g_00503	Prbm.g_00537
OG0000453	Praa.g_00505	Prbm.g_00539
OG0000454	Praa.g_00506	Prbm.g_00540
OG0000455	Praa.g_00507	Prbm.g_00541
OG0000456	Praa.g_00508	Prbm.g_00542
OG0000457	Praa.g_00510	Prbm.g_00544
OG0000458	Praa.g_00512	Prbm.g_00546
OG0000459	Praa.g_00513	Prbm.g_00547
OG0000460	Praa.g_00515	Prbm.g_00549
OG0000461	Praa.g_00516	Prbm.g_00550
OG0000462	Praa.g_00517	Prbm.g_00551
OG0000463	Praa.g_00518	Prbm.g_00553
OG0000464	Praa.g_00523	Prbm.g_00557
OG0000465	Praa.g_00525	Prbm.g_00558
OG0000466	Praa.g_00526	Prbm.g_00559
OG0000467	Praa.g_00527	Prbm.g_00560
OG0000468	Praa.g_00528	Prbm.g_00561
OG0000469	Praa.g_00529	Prbm.g_00562
OG0000470	Praa.g_00530	Prbm.g_00563
OG0000471	Praa.g_00531	Prbm.g_00564
OG0000472	Praa.g_00534	Prbm.g_00567
OG0000473	Praa.g_00535	Prbm.g_00568
OG0000474	Praa.g_00536	Prbm.g_00569
OG0000475	Praa.g_00537	Prbm.g_00570
OG0000476	Praa.g_00538	Prbm.g_00571
OG0000477	Praa.g_00540	Prbm.g_00573
OG0000478	Praa.g_00541	Prbm.g_00574
OG0000479	Praa.g_00543	Prbm.g_00575
OG0000480	Praa.g_00545	Prbm.g_00577
OG0000481	Praa.g_00546	Prbm.g_00578
OG0000482	Praa.g_00547	Prbm.g_00579
OG0000483	Praa.g_00548	Prbm.g_00580
OG0000484	Praa.g_00549	Prbm.g_00581
OG0000485	Praa.g_00550	Prbm.g_00582
OG0000486	Praa.g_00551	Prbm.g_00583
OG0000487	Praa.g_00552	Prbm.g_00584
OG0000488	Praa.g_00554	Prbm.g_00586
OG0000489	Praa.g_00555	Prbm.g_00587
OG0000490	Praa.g_00556	Prbm.g_00588
OG0000491	Praa.g_00557	Prbm.g_00589
OG0000492	Praa.g_00558	Prbm.g_00590
OG0000493	Praa.g_00559	Prbm.g_00591
OG0000494	Praa.g_00561	Prbm.g_00593
OG0000495	Praa.g_00562	Prbm.g_00594
OG0000496	Praa.g_00563	Prbm.g_00595
OG0000497	Praa.g_00564	Prbm.g_00596
OG0000498	Praa.g_00565	Prbm.g_00597
OG0000499	Praa.g_00567	Prbm.g_00599
OG0000500	Praa.g_00568	Prbm.g_00600
OG0000501	Praa.g_00570	Prbm.g_00602
OG0000502	Praa.g_00571	Prbm.g_00603
OG0000503	Praa.g_00572	Prbm.g_00604
OG0000504	Praa.g_00573	Prbm.g_00605
OG0000505	Praa.g_00574	Prbm.g_00606
OG0000506	Praa.g_00575	Prbm.g_00607
OG0000507	Praa.g_00576	Prbm.g_00608
OG0000508	Praa.g_00578	Prbm.g_00609
OG0000509	Praa.g_00579	Prbm.g_00610
OG0000510	Praa.g_00580	Prbm.g_00611
OG0000511	Praa.g_00581	Prbm.g_00612
OG0000512	Praa.g_00582	Prbm.g_00613
OG0000513	Praa.g_00583	Prbm.g_00614
OG0000514	Praa.g_00584	Prbm.g_00615
OG0000515	Praa.g_00586	Prbm.g_00616
OG0000516	Praa.g_00587	Prbm.g_00617
OG0000517	Praa.g_00588	Prbm.g_00618
OG0000518	Praa.g_00591	Prbm.g_00620
OG0000519	Praa.g_00592	Prbm.g_00621
OG0000520	Praa.g_00593	Prbm.g_00624
OG0000521	Praa.g_00594	Prbm.g_00623
OG0000522	Praa.g_00595	Prbm.g_00625
OG0000523	Praa.g_00596	Prbm.g_00626
OG0000524	Praa.g_00597	Prbm.g_00627
OG0000525	Praa.g_00599	Prbm.g_00629
OG0000526	Praa.g_00600	Prbm.g_00630
OG0000527	Praa.g_00601	Prbm.g_00631
OG0000528	Praa.g_00602	Prbm.g_00632
OG0000529	Praa.g_00603	Prbm.g_00633
OG0000530	Praa.g_00604	Prbm.g_00634
OG0000531	Praa.g_00605	Prbm.g_00636
OG0000532	Praa.g_00606	Prbm.g_00637
OG0000533	Praa.g_00607	Prbm.g_00638
OG0000534	Praa.g_00608	Prbm.g_00639
OG0000535	Praa.g_00609	Prbm.g_00640
OG0000536	Praa.g_00610	Prbm.g_00641
OG0000537	Praa.g_00611	Prbm.g_00642
OG0000538	Praa.g_00612	Prbm.g_00643
OG0000539	Praa.g_00613	Prbm.g_00644
OG0000540	Praa.g_00614	Prbm.g_00645
OG0000541	Praa.g_00615	Prbm.g_00646
OG0000542	Praa.g_00616	Prbm.g_00647
OG0000543	Praa.g_00617	Prbm.g_00648
OG0000544	Praa.g_00618	Prbm.g_00649
OG0000545	Praa.g_00621	Prbm.g_00652
