Orthogroup	Praa	Pras
OG0000105	Praa.g_00499	Pras.g_01377
OG0000106	Praa.g_00532	Pras.g_01409
OG0000107	Praa.g_00533	Pras.g_01410
OG0000108	Praa.g_00544	Pras.g_01420
OG0000109	Praa.g_00553	Pras.g_01429
OG0000110	Praa.g_00569	Pras.g_01445
OG0000111	Praa.g_00651	Pras.g_01527
OG0000112	Praa.g_00652	Pras.g_01528
OG0000113	Praa.g_00733	Pras.g_01628
OG0000114	Praa.g_00801	Pras.g_01699
OG0000115	Praa.g_00964	Pras.g_01859
OG0000116	Praa.g_00968	Pras.g_01863
OG0000117	Praa.g_01036	Pras.g_01931
OG0000118	Praa.g_01089	Pras.g_01982
OG0000119	Praa.g_01130	Pras.g_00026
OG0000120	Praa.g_01165	Pras.g_00062
OG0000121	Praa.g_01184	Pras.g_00081
OG0000122	Praa.g_01203	Pras.g_00101
OG0000123	Praa.g_01216	Pras.g_00114
OG0000124	Praa.g_01224	Pras.g_00122
OG0000125	Praa.g_01330	Pras.g_00222
OG0000126	Praa.g_01366	Pras.g_00250
OG0000127	Praa.g_01463	Pras.g_00337
OG0000128	Praa.g_01477	Pras.g_00351
OG0000129	Praa.g_01513	Pras.g_00388
OG0000130	Praa.g_01633	Pras.g_00548
OG0000131	Praa.g_01672	Pras.g_00586
OG0000132	Praa.g_01675	Pras.g_00589
OG0000133	Praa.g_01734	Pras.g_00646
OG0000134	Praa.g_01770	Pras.g_00682
OG0000135	Praa.g_01772	Pras.g_00684
OG0000136	Praa.g_01817	Pras.g_00728
OG0000137	Praa.g_01849	Pras.g_00761
OG0000138	Praa.g_01885	Pras.g_00797
OG0000139	Praa.g_01911	Pras.g_00824
OG0000140	Praa.g_00001	Pras.g_00843
OG0000141	Praa.g_00002	Pras.g_00844
OG0000142	Praa.g_00004	Pras.g_00846
OG0000143	Praa.g_00005	Pras.g_00847
OG0000144	Praa.g_00007	Pras.g_00849
OG0000145	Praa.g_00008	Pras.g_00850
OG0000146	Praa.g_00009	Pras.g_00851
OG0000147	Praa.g_00010	Pras.g_00852
OG0000148	Praa.g_00012	Pras.g_00854
OG0000149	Praa.g_00014	Pras.g_00856
OG0000150	Praa.g_00015	Pras.g_00857
OG0000151	Praa.g_00016	Pras.g_00858
OG0000152	Praa.g_00017	Pras.g_00859
OG0000153	Praa.g_00018	Pras.g_00860
OG0000154	Praa.g_00019	Pras.g_00861
OG0000155	Praa.g_00020	Pras.g_00862
OG0000156	Praa.g_00021	Pras.g_00863
OG0000157	Praa.g_00022	Pras.g_00864
OG0000158	Praa.g_00024	Pras.g_00866
OG0000159	Praa.g_00025	Pras.g_00867
OG0000160	Praa.g_00026	Pras.g_00868
OG0000161	Praa.g_00027	Pras.g_00869
OG0000162	Praa.g_00028	Pras.g_00870
OG0000163	Praa.g_00029	Pras.g_00871
OG0000164	Praa.g_00032	Pras.g_00874
OG0000165	Praa.g_00035	Pras.g_00877
OG0000166	Praa.g_00036	Pras.g_00878
OG0000167	Praa.g_00037	Pras.g_00879
OG0000168	Praa.g_00040	Pras.g_00893
OG0000169	Praa.g_00042	Pras.g_00895
OG0000170	Praa.g_00043	Pras.g_00896
OG0000171	Praa.g_00044	Pras.g_00897
OG0000172	Praa.g_00045	Pras.g_00898
OG0000173	Praa.g_00046	Pras.g_00899
OG0000174	Praa.g_00047	Pras.g_00900
OG0000175	Praa.g_00048	Pras.g_00901
OG0000176	Praa.g_00050	Pras.g_00903
OG0000177	Praa.g_00051	Pras.g_00904
OG0000178	Praa.g_00052	Pras.g_00905
OG0000179	Praa.g_00064	Pras.g_00916
OG0000180	Praa.g_00065	Pras.g_00917
OG0000181	Praa.g_00066	Pras.g_00918
OG0000182	Praa.g_00069	Pras.g_00921
OG0000183	Praa.g_00070	Pras.g_00922
OG0000184	Praa.g_00073	Pras.g_00924
OG0000185	Praa.g_00077	Pras.g_00928
OG0000186	Praa.g_00078	Pras.g_00929
OG0000187	Praa.g_00079	Pras.g_00930
OG0000188	Praa.g_00080	Pras.g_00931
OG0000189	Praa.g_00081	Pras.g_00932
OG0000190	Praa.g_00082	Pras.g_00933
OG0000191	Praa.g_00083	Pras.g_00934
OG0000192	Praa.g_00084	Pras.g_00935
OG0000193	Praa.g_00085	Pras.g_00936
OG0000194	Praa.g_00086	Pras.g_00937
OG0000195	Praa.g_00088	Pras.g_00939
OG0000196	Praa.g_00089	Pras.g_00940
OG0000197	Praa.g_00090	Pras.g_00941
OG0000198	Praa.g_00091	Pras.g_00942
OG0000199	Praa.g_00094	Pras.g_00945
OG0000200	Praa.g_00095	Pras.g_00946
OG0000201	Praa.g_00096	Pras.g_00947
OG0000202	Praa.g_00097	Pras.g_00948
OG0000203	Praa.g_00098	Pras.g_00949
OG0000204	Praa.g_00099	Pras.g_00950
OG0000205	Praa.g_00100	Pras.g_00951
OG0000206	Praa.g_00101	Pras.g_00952
OG0000207	Praa.g_00102	Pras.g_00953
OG0000208	Praa.g_00103	Pras.g_00954
OG0000209	Praa.g_00104	Pras.g_00955
OG0000210	Praa.g_00106	Pras.g_00957
OG0000211	Praa.g_00107	Pras.g_00958
OG0000212	Praa.g_00108	Pras.g_00959
OG0000213	Praa.g_00109	Pras.g_00960
OG0000214	Praa.g_00111	Pras.g_00962
OG0000215	Praa.g_00112	Pras.g_00963
OG0000216	Praa.g_00114	Pras.g_00965
OG0000217	Praa.g_00115	Pras.g_00966
OG0000218	Praa.g_00116	Pras.g_00967
OG0000219	Praa.g_00117	Pras.g_00968
OG0000220	Praa.g_00120	Pras.g_00971
OG0000221	Praa.g_00122	Pras.g_00973
OG0000222	Praa.g_00123	Pras.g_00974
OG0000223	Praa.g_00124	Pras.g_00975
OG0000224	Praa.g_00127	Pras.g_00978
OG0000225	Praa.g_00129	Pras.g_00980
OG0000226	Praa.g_00130	Pras.g_00981
OG0000227	Praa.g_00131	Pras.g_00982
OG0000228	Praa.g_00132	Pras.g_00983
OG0000229	Praa.g_00133	Pras.g_00984
OG0000230	Praa.g_00134	Pras.g_00985
OG0000231	Praa.g_00136	Pras.g_00987
OG0000232	Praa.g_00137	Pras.g_00988
OG0000233	Praa.g_00140	Pras.g_00991
OG0000234	Praa.g_00142	Pras.g_00993
OG0000235	Praa.g_00145	Pras.g_00996
OG0000236	Praa.g_00146	Pras.g_00997
OG0000237	Praa.g_00147	Pras.g_00998
OG0000238	Praa.g_00148	Pras.g_00999
OG0000239	Praa.g_00149	Pras.g_01000
OG0000240	Praa.g_00151	Pras.g_01002
OG0000241	Praa.g_00152	Pras.g_01003
OG0000242	Praa.g_00153	Pras.g_01004
OG0000243	Praa.g_00154	Pras.g_01005
OG0000244	Praa.g_00155	Pras.g_01006
OG0000245	Praa.g_00156	Pras.g_01007
OG0000246	Praa.g_00158	Pras.g_01009
OG0000247	Praa.g_00159	Pras.g_01010
OG0000248	Praa.g_00160	Pras.g_01011
OG0000249	Praa.g_00161	Pras.g_01012
OG0000250	Praa.g_00162	Pras.g_01013
OG0000251	Praa.g_00163	Pras.g_01014
OG0000252	Praa.g_00164	Pras.g_01015
OG0000253	Praa.g_00165	Pras.g_01016
OG0000254	Praa.g_00167	Pras.g_01018
OG0000255	Praa.g_00168	Pras.g_01019
OG0000256	Praa.g_00171	Pras.g_01022
OG0000257	Praa.g_00173	Pras.g_01024
OG0000258	Praa.g_00174	Pras.g_01025
OG0000259	Praa.g_00175	Pras.g_01026
OG0000260	Praa.g_00176	Pras.g_01027
OG0000261	Praa.g_00177	Pras.g_01028
OG0000262	Praa.g_00178	Pras.g_01029
OG0000263	Praa.g_00179	Pras.g_01030
OG0000264	Praa.g_00181	Pras.g_01032
OG0000265	Praa.g_00182	Pras.g_01033
OG0000266	Praa.g_00183	Pras.g_01034
OG0000267	Praa.g_00185	Pras.g_01036
OG0000268	Praa.g_00186	Pras.g_01037
OG0000269	Praa.g_00187	Pras.g_01038
OG0000270	Praa.g_00188	Pras.g_01039
OG0000271	Praa.g_00189	Pras.g_01040
OG0000272	Praa.g_00190	Pras.g_01041
OG0000273	Praa.g_00191	Pras.g_01042
OG0000274	Praa.g_00192	Pras.g_01043
OG0000275	Praa.g_00193	Pras.g_01044
OG0000276	Praa.g_00194	Pras.g_01045
OG0000277	Praa.g_00195	Pras.g_01046
OG0000278	Praa.g_00196	Pras.g_01047
OG0000279	Praa.g_00197	Pras.g_01048
OG0000280	Praa.g_00198	Pras.g_01049
OG0000281	Praa.g_00200	Pras.g_01051
OG0000282	Praa.g_00201	Pras.g_01052
OG0000283	Praa.g_00204	Pras.g_01055
OG0000284	Praa.g_00205	Pras.g_01056
OG0000285	Praa.g_00206	Pras.g_01057
OG0000286	Praa.g_00208	Pras.g_01060
OG0000287	Praa.g_00209	Pras.g_01061
OG0000288	Praa.g_00210	Pras.g_01062
OG0000289	Praa.g_00211	Pras.g_01063
OG0000290	Praa.g_00212	Pras.g_01064
OG0000291	Praa.g_00213	Pras.g_01065
OG0000292	Praa.g_00214	Pras.g_01066
OG0000293	Praa.g_00215	Pras.g_01067
OG0000294	Praa.g_00216	Pras.g_01068
OG0000295	Praa.g_00217	Pras.g_01069
OG0000296	Praa.g_00218	Pras.g_01070
OG0000297	Praa.g_00219	Pras.g_01071
OG0000298	Praa.g_00220	Pras.g_01072
OG0000299	Praa.g_00221	Pras.g_01073
OG0000300	Praa.g_00222	Pras.g_01074
OG0000301	Praa.g_00223	Pras.g_01075
OG0000302	Praa.g_00224	Pras.g_01076
OG0000303	Praa.g_00225	Pras.g_01077
OG0000304	Praa.g_00226	Pras.g_01078
OG0000305	Praa.g_00227	Pras.g_01079
OG0000306	Praa.g_00228	Pras.g_01080
OG0000307	Praa.g_00229	Pras.g_01081
OG0000308	Praa.g_00230	Pras.g_01082
OG0000309	Praa.g_00231	Pras.g_01083
OG0000310	Praa.g_00232	Pras.g_01084
OG0000311	Praa.g_00233	Pras.g_01085
OG0000312	Praa.g_00235	Pras.g_01087
OG0000313	Praa.g_00236	Pras.g_01088
OG0000314	Praa.g_00239	Pras.g_01091
OG0000315	Praa.g_00240	Pras.g_01092
OG0000316	Praa.g_00242	Pras.g_01094
OG0000317	Praa.g_00244	Pras.g_01096
OG0000318	Praa.g_00245	Pras.g_01097
OG0000319	Praa.g_00246	Pras.g_01098
OG0000320	Praa.g_00247	Pras.g_01099
OG0000321	Praa.g_00250	Pras.g_01102
OG0000322	Praa.g_00253	Pras.g_01105
OG0000323	Praa.g_00254	Pras.g_01106
OG0000324	Praa.g_00257	Pras.g_01109
OG0000325	Praa.g_00259	Pras.g_01111
OG0000326	Praa.g_00260	Pras.g_01112
OG0000327	Praa.g_00262	Pras.g_01114
OG0000328	Praa.g_00263	Pras.g_01115
OG0000329	Praa.g_00264	Pras.g_01116
OG0000330	Praa.g_00265	Pras.g_01117
OG0000331	Praa.g_00266	Pras.g_01118
OG0000332	Praa.g_00267	Pras.g_01119
OG0000333	Praa.g_00268	Pras.g_01120
OG0000334	Praa.g_00269	Pras.g_01121
OG0000335	Praa.g_00270	Pras.g_01122
OG0000336	Praa.g_00271	Pras.g_01123
OG0000337	Praa.g_00275	Pras.g_01127
OG0000338	Praa.g_00276	Pras.g_01128
OG0000339	Praa.g_00277	Pras.g_01129
OG0000340	Praa.g_00278	Pras.g_01130
OG0000341	Praa.g_00282	Pras.g_01134
OG0000342	Praa.g_00283	Pras.g_01135
OG0000343	Praa.g_00285	Pras.g_01137
OG0000344	Praa.g_00286	Pras.g_01138
OG0000345	Praa.g_00287	Pras.g_01139
OG0000346	Praa.g_00288	Pras.g_01140
OG0000347	Praa.g_00289	Pras.g_01141
OG0000348	Praa.g_00290	Pras.g_01142
OG0000349	Praa.g_00291	Pras.g_01143
OG0000350	Praa.g_00292	Pras.g_01144
OG0000351	Praa.g_00295	Pras.g_01146
OG0000352	Praa.g_00298	Pras.g_01149
OG0000353	Praa.g_00299	Pras.g_01150
OG0000354	Praa.g_00300	Pras.g_01151
OG0000355	Praa.g_00301	Pras.g_01152
OG0000356	Praa.g_00302	Pras.g_01153
OG0000357	Praa.g_00303	Pras.g_01155
OG0000358	Praa.g_00304	Pras.g_01156
OG0000359	Praa.g_00305	Pras.g_01157
OG0000360	Praa.g_00308	Pras.g_01160
OG0000361	Praa.g_00309	Pras.g_01161
OG0000362	Praa.g_00310	Pras.g_01162
OG0000363	Praa.g_00311	Pras.g_01163
OG0000364	Praa.g_00312	Pras.g_01164
OG0000365	Praa.g_00313	Pras.g_01165
OG0000366	Praa.g_00314	Pras.g_01166
OG0000367	Praa.g_00315	Pras.g_01167
OG0000368	Praa.g_00316	Pras.g_01168
OG0000369	Praa.g_00317	Pras.g_01169
OG0000370	Praa.g_00318	Pras.g_01170
OG0000371	Praa.g_00319	Pras.g_01171
OG0000372	Praa.g_00321	Pras.g_01173
OG0000373	Praa.g_00323	Pras.g_01175
OG0000374	Praa.g_00324	Pras.g_01176
OG0000375	Praa.g_00325	Pras.g_01177
OG0000376	Praa.g_00327	Pras.g_01179
OG0000377	Praa.g_00328	Pras.g_01180
OG0000378	Praa.g_00329	Pras.g_01181
OG0000379	Praa.g_00334	Pras.g_01187
OG0000380	Praa.g_00335	Pras.g_01188
OG0000381	Praa.g_00336	Pras.g_01189
OG0000382	Praa.g_00338	Pras.g_01191
OG0000383	Praa.g_00340	Pras.g_01194
OG0000384	Praa.g_00341	Pras.g_01195
OG0000385	Praa.g_00344	Pras.g_01198
OG0000386	Praa.g_00345	Pras.g_01199
OG0000387	Praa.g_00346	Pras.g_01200
OG0000388	Praa.g_00347	Pras.g_01201
OG0000389	Praa.g_00348	Pras.g_01202
OG0000390	Praa.g_00349	Pras.g_01203
OG0000391	Praa.g_00350	Pras.g_01204
OG0000392	Praa.g_00351	Pras.g_01205
OG0000393	Praa.g_00354	Pras.g_01208
OG0000394	Praa.g_00355	Pras.g_01209
OG0000395	Praa.g_00357	Pras.g_01211
OG0000396	Praa.g_00358	Pras.g_01212
OG0000397	Praa.g_00370	Pras.g_01224
OG0000398	Praa.g_00378	Pras.g_01232
OG0000399	Praa.g_00379	Pras.g_01233
OG0000400	Praa.g_00383	Pras.g_01239
OG0000401	Praa.g_00431	Pras.g_01309
OG0000402	Praa.g_00432	Pras.g_01310
OG0000403	Praa.g_00433	Pras.g_01311
OG0000404	Praa.g_00435	Pras.g_01313
OG0000405	Praa.g_00436	Pras.g_01314
OG0000406	Praa.g_00437	Pras.g_01316
OG0000407	Praa.g_00438	Pras.g_01317
OG0000408	Praa.g_00439	Pras.g_01318
OG0000409	Praa.g_00440	Pras.g_01319
OG0000410	Praa.g_00441	Pras.g_01320
OG0000411	Praa.g_00442	Pras.g_01321
OG0000412	Praa.g_00443	Pras.g_01322
OG0000413	Praa.g_00444	Pras.g_01323
OG0000414	Praa.g_00445	Pras.g_01324
OG0000415	Praa.g_00446	Pras.g_01325
OG0000416	Praa.g_00447	Pras.g_01326
OG0000417	Praa.g_00448	Pras.g_01327
OG0000418	Praa.g_00449	Pras.g_01328
OG0000419	Praa.g_00450	Pras.g_01329
OG0000420	Praa.g_00451	Pras.g_01330
OG0000421	Praa.g_00452	Pras.g_01331
OG0000422	Praa.g_00454	Pras.g_01332
OG0000423	Praa.g_00455	Pras.g_01333
OG0000424	Praa.g_00457	Pras.g_01335
OG0000425	Praa.g_00461	Pras.g_01339
OG0000426	Praa.g_00462	Pras.g_01340
OG0000427	Praa.g_00463	Pras.g_01341
OG0000428	Praa.g_00464	Pras.g_01342
OG0000429	Praa.g_00465	Pras.g_01343
OG0000430	Praa.g_00471	Pras.g_01349
OG0000431	Praa.g_00473	Pras.g_01351
OG0000432	Praa.g_00474	Pras.g_01352
OG0000433	Praa.g_00477	Pras.g_01355
OG0000434	Praa.g_00478	Pras.g_01356
OG0000435	Praa.g_00479	Pras.g_01357
OG0000436	Praa.g_00481	Pras.g_01359
OG0000437	Praa.g_00483	Pras.g_01361
OG0000438	Praa.g_00484	Pras.g_01362
OG0000439	Praa.g_00485	Pras.g_01363
OG0000440	Praa.g_00487	Pras.g_01365
OG0000441	Praa.g_00488	Pras.g_01366
OG0000442	Praa.g_00489	Pras.g_01367
OG0000443	Praa.g_00490	Pras.g_01368
OG0000444	Praa.g_00491	Pras.g_01369
OG0000445	Praa.g_00492	Pras.g_01370
OG0000446	Praa.g_00493	Pras.g_01371
OG0000447	Praa.g_00494	Pras.g_01372
OG0000448	Praa.g_00495	Pras.g_01373
OG0000449	Praa.g_00500	Pras.g_01378
OG0000450	Praa.g_00501	Pras.g_01379
OG0000451	Praa.g_00502	Pras.g_01380
OG0000452	Praa.g_00503	Pras.g_01381
OG0000453	Praa.g_00505	Pras.g_01383
OG0000454	Praa.g_00506	Pras.g_01384
OG0000455	Praa.g_00507	Pras.g_01385
OG0000456	Praa.g_00508	Pras.g_01386
OG0000457	Praa.g_00510	Pras.g_01388
OG0000458	Praa.g_00512	Pras.g_01390
OG0000459	Praa.g_00513	Pras.g_01391
OG0000460	Praa.g_00515	Pras.g_01393
OG0000461	Praa.g_00516	Pras.g_01394
OG0000462	Praa.g_00517	Pras.g_01395
OG0000463	Praa.g_00518	Pras.g_01396
OG0000464	Praa.g_00523	Pras.g_01401
OG0000465	Praa.g_00525	Pras.g_01402
OG0000466	Praa.g_00526	Pras.g_01403
OG0000467	Praa.g_00527	Pras.g_01404
OG0000468	Praa.g_00528	Pras.g_01405
OG0000469	Praa.g_00529	Pras.g_01406
OG0000470	Praa.g_00530	Pras.g_01407
OG0000471	Praa.g_00531	Pras.g_01408
OG0000472	Praa.g_00534	Pras.g_01411
OG0000473	Praa.g_00535	Pras.g_01412
OG0000474	Praa.g_00536	Pras.g_01413
OG0000475	Praa.g_00537	Pras.g_01414
OG0000476	Praa.g_00538	Pras.g_01415
OG0000477	Praa.g_00540	Pras.g_01417
OG0000478	Praa.g_00541	Pras.g_01418
OG0000479	Praa.g_00543	Pras.g_01419
OG0000480	Praa.g_00545	Pras.g_01421
OG0000481	Praa.g_00546	Pras.g_01422
OG0000482	Praa.g_00547	Pras.g_01423
OG0000483	Praa.g_00548	Pras.g_01424
OG0000484	Praa.g_00549	Pras.g_01425
OG0000485	Praa.g_00550	Pras.g_01426
OG0000486	Praa.g_00551	Pras.g_01427
OG0000487	Praa.g_00552	Pras.g_01428
OG0000488	Praa.g_00554	Pras.g_01430
OG0000489	Praa.g_00555	Pras.g_01431
OG0000490	Praa.g_00556	Pras.g_01432
OG0000491	Praa.g_00557	Pras.g_01433
OG0000492	Praa.g_00558	Pras.g_01434
OG0000493	Praa.g_00559	Pras.g_01435
OG0000494	Praa.g_00561	Pras.g_01437
OG0000495	Praa.g_00562	Pras.g_01438
OG0000496	Praa.g_00563	Pras.g_01439
OG0000497	Praa.g_00564	Pras.g_01440
OG0000498	Praa.g_00565	Pras.g_01441
OG0000499	Praa.g_00567	Pras.g_01443
OG0000500	Praa.g_00568	Pras.g_01444
OG0000501	Praa.g_00570	Pras.g_01446
OG0000502	Praa.g_00571	Pras.g_01447
OG0000503	Praa.g_00572	Pras.g_01448
OG0000504	Praa.g_00573	Pras.g_01449
OG0000505	Praa.g_00574	Pras.g_01450
OG0000506	Praa.g_00575	Pras.g_01451
OG0000507	Praa.g_00576	Pras.g_01452
OG0000508	Praa.g_00578	Pras.g_01454
OG0000509	Praa.g_00579	Pras.g_01455
OG0000510	Praa.g_00580	Pras.g_01456
OG0000511	Praa.g_00581	Pras.g_01457
OG0000512	Praa.g_00582	Pras.g_01459
OG0000513	Praa.g_00583	Pras.g_01460
OG0000514	Praa.g_00584	Pras.g_01461
OG0000515	Praa.g_00586	Pras.g_01463
OG0000516	Praa.g_00587	Pras.g_01464
OG0000517	Praa.g_00588	Pras.g_01465
OG0000518	Praa.g_00591	Pras.g_01467
OG0000519	Praa.g_00592	Pras.g_01468
OG0000520	Praa.g_00593	Pras.g_01469
OG0000521	Praa.g_00594	Pras.g_01470
OG0000522	Praa.g_00595	Pras.g_01471
OG0000523	Praa.g_00596	Pras.g_01472
OG0000524	Praa.g_00597	Pras.g_01473
OG0000525	Praa.g_00599	Pras.g_01475
OG0000526	Praa.g_00600	Pras.g_01476
OG0000527	Praa.g_00601	Pras.g_01477
OG0000528	Praa.g_00602	Pras.g_01478
OG0000529	Praa.g_00603	Pras.g_01479
OG0000530	Praa.g_00604	Pras.g_01480
OG0000531	Praa.g_00605	Pras.g_01481
OG0000532	Praa.g_00606	Pras.g_01482
OG0000533	Praa.g_00607	Pras.g_01483
OG0000534	Praa.g_00608	Pras.g_01484
OG0000535	Praa.g_00609	Pras.g_01485
OG0000536	Praa.g_00610	Pras.g_01486
OG0000537	Praa.g_00611	Pras.g_01487
OG0000538	Praa.g_00612	Pras.g_01488
OG0000539	Praa.g_00613	Pras.g_01489
OG0000540	Praa.g_00614	Pras.g_01490
OG0000541	Praa.g_00615	Pras.g_01491
OG0000542	Praa.g_00616	Pras.g_01492
OG0000543	Praa.g_00617	Pras.g_01493
OG0000544	Praa.g_00618	Pras.g_01494
OG0000545	Praa.g_00621	Pras.g_01497
OG0000546	Praa.g_00622	Pras.g_01498
OG0000547	Praa.g_00624	Pras.g_01500
OG0000548	Praa.g_00625	Pras.g_01501
OG0000549	Praa.g_00626	Pras.g_01502
OG0000550	Praa.g_00627	Pras.g_01503
OG0000551	Praa.g_00628	Pras.g_01504
OG0000552	Praa.g_00629	Pras.g_01505
OG0000553	Praa.g_00630	Pras.g_01506
OG0000554	Praa.g_00631	Pras.g_01507
OG0000555	Praa.g_00632	Pras.g_01508
OG0000556	Praa.g_00633	Pras.g_01509
OG0000557	Praa.g_00634	Pras.g_01510
OG0000558	Praa.g_00635	Pras.g_01511
OG0000559	Praa.g_00636	Pras.g_01512
OG0000560	Praa.g_00638	Pras.g_01514
OG0000561	Praa.g_00639	Pras.g_01515
OG0000562	Praa.g_00640	Pras.g_01516
OG0000563	Praa.g_00641	Pras.g_01517
OG0000564	Praa.g_00642	Pras.g_01518
OG0000565	Praa.g_00643	Pras.g_01519
OG0000566	Praa.g_00644	Pras.g_01520
