Orthogroup	Praa	Prag
OG0000048	Praa.g_01839	Prag.g_01868
OG0000050	Praa.g_00031	Prag.g_00031
OG0000051	Praa.g_00157	Prag.g_00150
OG0000052	Praa.g_00369	Prag.g_00364
OG0000053	Praa.g_00539	Prag.g_00518
OG0000054	Praa.g_00757	Prag.g_00751
OG0000055	Praa.g_00826	Prag.g_00828
OG0000056	Praa.g_01117	Prag.g_01108
OG0000057	Praa.g_00237	Prag.g_00230
OG0000058	Praa.g_00475	Prag.g_00454
OG0000059	Praa.g_00698	Prag.g_00676
OG0000060	Praa.g_00740	Prag.g_00732
OG0000061	Praa.g_01125	Prag.g_01118
OG0000061	Praa.g_00984	Prag.g_00984
OG0000062	Praa.g_01127	Prag.g_01120
OG0000063	Praa.g_01255	Prag.g_01298
OG0000064	Praa.g_01268, Praa.g_01620	Prag.g_01308
OG0000065	Praa.g_01318	Prag.g_01355
OG0000066	Praa.g_01387	Prag.g_01423
OG0000068	Praa.g_01775	Prag.g_01804
OG0000071	Praa.g_00011	Prag.g_00011
OG0000072	Praa.g_00322	Prag.g_00313
OG0000073	Praa.g_00669	Prag.g_00647
OG0000074	Praa.g_00691	Prag.g_00669
OG0000075	Praa.g_00810, Praa.g_00811	Prag.g_00813
OG0000076	Praa.g_01039	Prag.g_01036
OG0000078	Praa.g_01394	Prag.g_01424
OG0000079	Praa.g_01555	Prag.g_01568
OG0000080	Praa.g_01606	Prag.g_01617
OG0000081	Praa.g_01806	Prag.g_01834
OG0000082	Praa.g_01894	Prag.g_01923
OG0000083	Praa.g_00003	Prag.g_00003
OG0000084	Praa.g_00006	Prag.g_00006
OG0000085	Praa.g_00023	Prag.g_00023
OG0000086	Praa.g_00039	Prag.g_00039
OG0000086	Praa.g_00409	Prag.g_00391
OG0000087	Praa.g_00049	Prag.g_00049
OG0000088	Praa.g_00113	Prag.g_00106
OG0000089	Praa.g_00121	Prag.g_00114
OG0000090	Praa.g_00139	Prag.g_00132
OG0000091	Praa.g_00169	Prag.g_00162
OG0000092	Praa.g_00170	Prag.g_00163
OG0000093	Praa.g_00184	Prag.g_00177
OG0000094	Praa.g_00202	Prag.g_00195
OG0000095	Praa.g_00207	Prag.g_00200
OG0000096	Praa.g_00251	Prag.g_00244
OG0000097	Praa.g_00274	Prag.g_00265
OG0000098	Praa.g_00284	Prag.g_00275
OG0000099	Praa.g_00294	Prag.g_00285
OG0000100	Praa.g_00297	Prag.g_00288
OG0000101	Praa.g_00356	Prag.g_00351
OG0000102	Praa.g_00381	Prag.g_00375
OG0000103	Praa.g_00476	Prag.g_00455
OG0000104	Praa.g_00480	Prag.g_00459
OG0000105	Praa.g_00499	Prag.g_00478
OG0000106	Praa.g_00532	Prag.g_00511
OG0000107	Praa.g_00533	Prag.g_00512
OG0000108	Praa.g_00544	Prag.g_00522
OG0000109	Praa.g_00553	Prag.g_00531
OG0000110	Praa.g_00569	Prag.g_00547
OG0000111	Praa.g_00651	Prag.g_00629
OG0000112	Praa.g_00652	Prag.g_00630
OG0000113	Praa.g_00733	Prag.g_00714
OG0000114	Praa.g_00801	Prag.g_00804
OG0000115	Praa.g_00964	Prag.g_00964
OG0000116	Praa.g_00968	Prag.g_00968
OG0000117	Praa.g_01036	Prag.g_01033
OG0000118	Praa.g_01089	Prag.g_01085
OG0000119	Praa.g_01130	Prag.g_01123
OG0000120	Praa.g_01165	Prag.g_01159
OG0000121	Praa.g_01184	Prag.g_01178
OG0000122	Praa.g_01203	Prag.g_01197
OG0000123	Praa.g_01216	Prag.g_01210
OG0000124	Praa.g_01224	Prag.g_01219
OG0000125	Praa.g_01330	Prag.g_01367
OG0000126	Praa.g_01366	Prag.g_01389
OG0000127	Praa.g_01463	Prag.g_01475
OG0000128	Praa.g_01477	Prag.g_01491
OG0000129	Praa.g_01513	Prag.g_01527
OG0000130	Praa.g_01633	Prag.g_01667
OG0000131	Praa.g_01672	Prag.g_01705
OG0000132	Praa.g_01675	Prag.g_01708
OG0000133	Praa.g_01734	Prag.g_01763
OG0000134	Praa.g_01770	Prag.g_01799
OG0000135	Praa.g_01772	Prag.g_01801
OG0000136	Praa.g_01817	Prag.g_01845
OG0000137	Praa.g_01849	Prag.g_01878
OG0000138	Praa.g_01885	Prag.g_01913
OG0000139	Praa.g_01911	Prag.g_01940
OG0000140	Praa.g_00001	Prag.g_00001
OG0000141	Praa.g_00002	Prag.g_00002
OG0000142	Praa.g_00004	Prag.g_00004
OG0000143	Praa.g_00005	Prag.g_00005
OG0000144	Praa.g_00007	Prag.g_00007
OG0000145	Praa.g_00008	Prag.g_00008
OG0000146	Praa.g_00009	Prag.g_00009
OG0000147	Praa.g_00010	Prag.g_00010
OG0000148	Praa.g_00012	Prag.g_00012
OG0000149	Praa.g_00014	Prag.g_00014
OG0000150	Praa.g_00015	Prag.g_00015
OG0000151	Praa.g_00016	Prag.g_00016
OG0000152	Praa.g_00017	Prag.g_00017
OG0000153	Praa.g_00018	Prag.g_00018
OG0000154	Praa.g_00019	Prag.g_00019
OG0000155	Praa.g_00020	Prag.g_00020
OG0000156	Praa.g_00021	Prag.g_00021
OG0000157	Praa.g_00022	Prag.g_00022
OG0000158	Praa.g_00024	Prag.g_00024
OG0000159	Praa.g_00025	Prag.g_00025
OG0000160	Praa.g_00026	Prag.g_00026
OG0000161	Praa.g_00027	Prag.g_00027
OG0000162	Praa.g_00028	Prag.g_00028
OG0000163	Praa.g_00029	Prag.g_00029
OG0000164	Praa.g_00032	Prag.g_00032
OG0000165	Praa.g_00035	Prag.g_00035
OG0000166	Praa.g_00036	Prag.g_00036
OG0000167	Praa.g_00037	Prag.g_00037
OG0000168	Praa.g_00040	Prag.g_00040
OG0000169	Praa.g_00042	Prag.g_00042
OG0000170	Praa.g_00043	Prag.g_00043
OG0000171	Praa.g_00044	Prag.g_00044
OG0000172	Praa.g_00045	Prag.g_00045
OG0000173	Praa.g_00046	Prag.g_00046
OG0000174	Praa.g_00047	Prag.g_00047
OG0000175	Praa.g_00048	Prag.g_00048
OG0000176	Praa.g_00050	Prag.g_00050
OG0000177	Praa.g_00051	Prag.g_00051
OG0000178	Praa.g_00052	Prag.g_00052
OG0000179	Praa.g_00064	Prag.g_00058
OG0000180	Praa.g_00065	Prag.g_00059
OG0000181	Praa.g_00066	Prag.g_00060
OG0000182	Praa.g_00069	Prag.g_00063
OG0000183	Praa.g_00070	Prag.g_00064
OG0000184	Praa.g_00073	Prag.g_00067
OG0000185	Praa.g_00077	Prag.g_00071
OG0000186	Praa.g_00078	Prag.g_00072
OG0000187	Praa.g_00079	Prag.g_00073
OG0000188	Praa.g_00080	Prag.g_00074
OG0000189	Praa.g_00081	Prag.g_00075
OG0000190	Praa.g_00082	Prag.g_00076
OG0000191	Praa.g_00083	Prag.g_00077
OG0000192	Praa.g_00084	Prag.g_00078
OG0000193	Praa.g_00085	Prag.g_00079
OG0000194	Praa.g_00086	Prag.g_00080
OG0000195	Praa.g_00088	Prag.g_00082
OG0000196	Praa.g_00089	Prag.g_00083
OG0000197	Praa.g_00090	Prag.g_00084
OG0000198	Praa.g_00091	Prag.g_00085
OG0000199	Praa.g_00094	Prag.g_00087
OG0000200	Praa.g_00095	Prag.g_00088
OG0000201	Praa.g_00096	Prag.g_00089
OG0000202	Praa.g_00097	Prag.g_00090
OG0000203	Praa.g_00098	Prag.g_00091
OG0000204	Praa.g_00099	Prag.g_00092
OG0000205	Praa.g_00100	Prag.g_00093
OG0000206	Praa.g_00101	Prag.g_00094
OG0000207	Praa.g_00102	Prag.g_00095
OG0000208	Praa.g_00103	Prag.g_00096
OG0000209	Praa.g_00104	Prag.g_00097
OG0000210	Praa.g_00106	Prag.g_00099
OG0000211	Praa.g_00107	Prag.g_00100
OG0000212	Praa.g_00108	Prag.g_00101
OG0000213	Praa.g_00109	Prag.g_00102
OG0000214	Praa.g_00111	Prag.g_00104
OG0000215	Praa.g_00112	Prag.g_00105
OG0000216	Praa.g_00114	Prag.g_00107
OG0000217	Praa.g_00115	Prag.g_00108
OG0000218	Praa.g_00116	Prag.g_00109
OG0000219	Praa.g_00117	Prag.g_00110
OG0000220	Praa.g_00120	Prag.g_00113
OG0000221	Praa.g_00122	Prag.g_00115
OG0000222	Praa.g_00123	Prag.g_00116
OG0000223	Praa.g_00124	Prag.g_00117
OG0000224	Praa.g_00127	Prag.g_00120
OG0000225	Praa.g_00129	Prag.g_00122
OG0000226	Praa.g_00130	Prag.g_00123
OG0000227	Praa.g_00131	Prag.g_00124
OG0000228	Praa.g_00132	Prag.g_00125
OG0000229	Praa.g_00133	Prag.g_00126
OG0000230	Praa.g_00134	Prag.g_00127
OG0000231	Praa.g_00136	Prag.g_00129
OG0000232	Praa.g_00137	Prag.g_00130
OG0000233	Praa.g_00140	Prag.g_00133
OG0000234	Praa.g_00142	Prag.g_00135
OG0000235	Praa.g_00145	Prag.g_00138
OG0000236	Praa.g_00146	Prag.g_00139
OG0000237	Praa.g_00147	Prag.g_00140
OG0000238	Praa.g_00148	Prag.g_00141
OG0000239	Praa.g_00149	Prag.g_00142
OG0000240	Praa.g_00151	Prag.g_00144
OG0000241	Praa.g_00152	Prag.g_00145
OG0000242	Praa.g_00153	Prag.g_00146
OG0000243	Praa.g_00154	Prag.g_00147
OG0000244	Praa.g_00155	Prag.g_00148
OG0000245	Praa.g_00156	Prag.g_00149
OG0000246	Praa.g_00158	Prag.g_00151
OG0000247	Praa.g_00159	Prag.g_00152
OG0000248	Praa.g_00160	Prag.g_00153
OG0000249	Praa.g_00161	Prag.g_00154
OG0000250	Praa.g_00162	Prag.g_00155
OG0000251	Praa.g_00163	Prag.g_00156
OG0000252	Praa.g_00164	Prag.g_00157
OG0000253	Praa.g_00165	Prag.g_00158
OG0000254	Praa.g_00167	Prag.g_00160
OG0000255	Praa.g_00168	Prag.g_00161
OG0000256	Praa.g_00171	Prag.g_00164
OG0000257	Praa.g_00173	Prag.g_00166
OG0000258	Praa.g_00174	Prag.g_00167
OG0000259	Praa.g_00175	Prag.g_00168
OG0000260	Praa.g_00176	Prag.g_00169
OG0000261	Praa.g_00177	Prag.g_00170
OG0000262	Praa.g_00178	Prag.g_00171
OG0000263	Praa.g_00179	Prag.g_00172
OG0000264	Praa.g_00181	Prag.g_00174
OG0000265	Praa.g_00182	Prag.g_00175
OG0000266	Praa.g_00183	Prag.g_00176
OG0000267	Praa.g_00185	Prag.g_00178
OG0000268	Praa.g_00186	Prag.g_00179
OG0000269	Praa.g_00187	Prag.g_00180
OG0000270	Praa.g_00188	Prag.g_00181
OG0000271	Praa.g_00189	Prag.g_00182
OG0000272	Praa.g_00190	Prag.g_00183
OG0000273	Praa.g_00191	Prag.g_00184
OG0000274	Praa.g_00192	Prag.g_00185
OG0000275	Praa.g_00193	Prag.g_00186
OG0000276	Praa.g_00194	Prag.g_00187
OG0000277	Praa.g_00195	Prag.g_00188
OG0000278	Praa.g_00196	Prag.g_00189
OG0000279	Praa.g_00197	Prag.g_00190
OG0000280	Praa.g_00198	Prag.g_00191
OG0000281	Praa.g_00200	Prag.g_00193
OG0000282	Praa.g_00201	Prag.g_00194
OG0000283	Praa.g_00204	Prag.g_00197
OG0000284	Praa.g_00205	Prag.g_00198
OG0000285	Praa.g_00206	Prag.g_00199
OG0000286	Praa.g_00208	Prag.g_00201
OG0000287	Praa.g_00209	Prag.g_00202
OG0000288	Praa.g_00210	Prag.g_00203
OG0000289	Praa.g_00211	Prag.g_00204
OG0000290	Praa.g_00212	Prag.g_00205
OG0000291	Praa.g_00213	Prag.g_00206
OG0000292	Praa.g_00214	Prag.g_00207
OG0000293	Praa.g_00215	Prag.g_00208
OG0000294	Praa.g_00216	Prag.g_00209
OG0000295	Praa.g_00217	Prag.g_00210
OG0000296	Praa.g_00218	Prag.g_00211
OG0000297	Praa.g_00219	Prag.g_00212
OG0000298	Praa.g_00220	Prag.g_00213
OG0000299	Praa.g_00221	Prag.g_00214
OG0000300	Praa.g_00222	Prag.g_00215
OG0000301	Praa.g_00223	Prag.g_00216
OG0000302	Praa.g_00224	Prag.g_00217
OG0000303	Praa.g_00225	Prag.g_00218
OG0000304	Praa.g_00226	Prag.g_00219
OG0000305	Praa.g_00227	Prag.g_00220
OG0000306	Praa.g_00228	Prag.g_00221
OG0000307	Praa.g_00229	Prag.g_00222
OG0000308	Praa.g_00230	Prag.g_00223
OG0000309	Praa.g_00231	Prag.g_00224
OG0000310	Praa.g_00232	Prag.g_00225
OG0000311	Praa.g_00233	Prag.g_00226
OG0000312	Praa.g_00235	Prag.g_00228
OG0000313	Praa.g_00236	Prag.g_00229
OG0000314	Praa.g_00239	Prag.g_00232
OG0000315	Praa.g_00240	Prag.g_00233
OG0000316	Praa.g_00242	Prag.g_00235
OG0000317	Praa.g_00244	Prag.g_00237
OG0000318	Praa.g_00245	Prag.g_00238
OG0000319	Praa.g_00246	Prag.g_00239
OG0000320	Praa.g_00247	Prag.g_00240
OG0000321	Praa.g_00250	Prag.g_00243
OG0000322	Praa.g_00253	Prag.g_00245
OG0000323	Praa.g_00254	Prag.g_00246
OG0000324	Praa.g_00257	Prag.g_00249
OG0000325	Praa.g_00259	Prag.g_00250
OG0000326	Praa.g_00260	Prag.g_00251
OG0000327	Praa.g_00262	Prag.g_00253
OG0000328	Praa.g_00263	Prag.g_00254
OG0000329	Praa.g_00264	Prag.g_00255
OG0000330	Praa.g_00265	Prag.g_00256
OG0000331	Praa.g_00266	Prag.g_00257
OG0000332	Praa.g_00267	Prag.g_00258
OG0000333	Praa.g_00268	Prag.g_00259
OG0000334	Praa.g_00269	Prag.g_00260
OG0000335	Praa.g_00270	Prag.g_00261
OG0000336	Praa.g_00271	Prag.g_00262
OG0000337	Praa.g_00275	Prag.g_00266
OG0000338	Praa.g_00276	Prag.g_00267
OG0000339	Praa.g_00277	Prag.g_00268
OG0000340	Praa.g_00278	Prag.g_00269
OG0000341	Praa.g_00282	Prag.g_00273
OG0000342	Praa.g_00283	Prag.g_00274
OG0000343	Praa.g_00285	Prag.g_00276
OG0000344	Praa.g_00286	Prag.g_00277
OG0000345	Praa.g_00287	Prag.g_00278
OG0000346	Praa.g_00288	Prag.g_00279
OG0000347	Praa.g_00289	Prag.g_00280
OG0000348	Praa.g_00290	Prag.g_00281
OG0000349	Praa.g_00291	Prag.g_00282
OG0000350	Praa.g_00292	Prag.g_00283
OG0000351	Praa.g_00295	Prag.g_00286
OG0000352	Praa.g_00298	Prag.g_00289
OG0000353	Praa.g_00299	Prag.g_00290
OG0000354	Praa.g_00300	Prag.g_00291
OG0000355	Praa.g_00301	Prag.g_00292
OG0000356	Praa.g_00302	Prag.g_00293
OG0000357	Praa.g_00303	Prag.g_00294
OG0000358	Praa.g_00304	Prag.g_00295
OG0000359	Praa.g_00305	Prag.g_00296
OG0000360	Praa.g_00308	Prag.g_00299
OG0000361	Praa.g_00309	Prag.g_00300
OG0000362	Praa.g_00310	Prag.g_00301
OG0000363	Praa.g_00311	Prag.g_00302
OG0000364	Praa.g_00312	Prag.g_00303
OG0000365	Praa.g_00313	Prag.g_00304
OG0000366	Praa.g_00314	Prag.g_00305
OG0000367	Praa.g_00315	Prag.g_00306
OG0000368	Praa.g_00316	Prag.g_00307
OG0000369	Praa.g_00317	Prag.g_00308
OG0000370	Praa.g_00318	Prag.g_00309
OG0000371	Praa.g_00319	Prag.g_00310
OG0000372	Praa.g_00321	Prag.g_00312
OG0000373	Praa.g_00323	Prag.g_00314
OG0000374	Praa.g_00324	Prag.g_00315
OG0000375	Praa.g_00325	Prag.g_00316
OG0000376	Praa.g_00327	Prag.g_00318
OG0000377	Praa.g_00328	Prag.g_00319
OG0000378	Praa.g_00329	Prag.g_00320
OG0000379	Praa.g_00334	Prag.g_00329
OG0000380	Praa.g_00335	Prag.g_00330
OG0000381	Praa.g_00336	Prag.g_00331
OG0000382	Praa.g_00338	Prag.g_00333
OG0000383	Praa.g_00340	Prag.g_00336
OG0000384	Praa.g_00341	Prag.g_00337
OG0000385	Praa.g_00344	Prag.g_00339
OG0000386	Praa.g_00345	Prag.g_00340
OG0000387	Praa.g_00346	Prag.g_00341
OG0000388	Praa.g_00347	Prag.g_00342
OG0000389	Praa.g_00348	Prag.g_00343
OG0000390	Praa.g_00349	Prag.g_00344
OG0000391	Praa.g_00350	Prag.g_00345
OG0000392	Praa.g_00351	Prag.g_00346
OG0000393	Praa.g_00354	Prag.g_00349
OG0000394	Praa.g_00355	Prag.g_00350
OG0000395	Praa.g_00357	Prag.g_00352
OG0000396	Praa.g_00358	Prag.g_00353
OG0000397	Praa.g_00370	Prag.g_00365
OG0000398	Praa.g_00378	Prag.g_00372
OG0000399	Praa.g_00379	Prag.g_00373
OG0000400	Praa.g_00383	Prag.g_00378
OG0000401	Praa.g_00431	Prag.g_00410
OG0000402	Praa.g_00432	Prag.g_00411
OG0000403	Praa.g_00433	Prag.g_00412
OG0000404	Praa.g_00435	Prag.g_00414
OG0000405	Praa.g_00436	Prag.g_00415
OG0000406	Praa.g_00437	Prag.g_00417
OG0000407	Praa.g_00438	Prag.g_00418
OG0000408	Praa.g_00439	Prag.g_00419
OG0000409	Praa.g_00440	Prag.g_00420
OG0000410	Praa.g_00441	Prag.g_00421
OG0000411	Praa.g_00442	Prag.g_00422
OG0000412	Praa.g_00443	Prag.g_00423
OG0000413	Praa.g_00444	Prag.g_00424
OG0000414	Praa.g_00445	Prag.g_00425
OG0000415	Praa.g_00446	Prag.g_00426
OG0000416	Praa.g_00447	Prag.g_00427
OG0000417	Praa.g_00448	Prag.g_00428
OG0000418	Praa.g_00449	Prag.g_00429
OG0000419	Praa.g_00450	Prag.g_00430
OG0000420	Praa.g_00451	Prag.g_00431
OG0000421	Praa.g_00452	Prag.g_00432
OG0000422	Praa.g_00454	Prag.g_00434
OG0000423	Praa.g_00455	Prag.g_00435
OG0000424	Praa.g_00457	Prag.g_00437
OG0000425	Praa.g_00461	Prag.g_00440
OG0000426	Praa.g_00462	Prag.g_00441
OG0000427	Praa.g_00463	Prag.g_00442
OG0000428	Praa.g_00464	Prag.g_00443
OG0000429	Praa.g_00465	Prag.g_00444
OG0000430	Praa.g_00471	Prag.g_00450
OG0000431	Praa.g_00473	Prag.g_00452
OG0000432	Praa.g_00474	Prag.g_00453
OG0000433	Praa.g_00477	Prag.g_00456
OG0000434	Praa.g_00478	Prag.g_00457
OG0000435	Praa.g_00479	Prag.g_00458
OG0000436	Praa.g_00481	Prag.g_00460
OG0000437	Praa.g_00483	Prag.g_00462
OG0000438	Praa.g_00484	Prag.g_00463
OG0000439	Praa.g_00485	Prag.g_00464
OG0000440	Praa.g_00487	Prag.g_00466
OG0000441	Praa.g_00488	Prag.g_00467
OG0000442	Praa.g_00489	Prag.g_00468
OG0000443	Praa.g_00490	Prag.g_00469
OG0000444	Praa.g_00491	Prag.g_00470
OG0000445	Praa.g_00492	Prag.g_00471
OG0000446	Praa.g_00493	Prag.g_00472
OG0000447	Praa.g_00494	Prag.g_00473
OG0000448	Praa.g_00495	Prag.g_00474
OG0000449	Praa.g_00500	Prag.g_00479
OG0000450	Praa.g_00501	Prag.g_00480
OG0000451	Praa.g_00502	Prag.g_00481
OG0000452	Praa.g_00503	Prag.g_00482
OG0000453	Praa.g_00505	Prag.g_00484
OG0000454	Praa.g_00506	Prag.g_00485
OG0000455	Praa.g_00507	Prag.g_00486
OG0000456	Praa.g_00508	Prag.g_00487
OG0000457	Praa.g_00510	Prag.g_00489
OG0000458	Praa.g_00512	Prag.g_00491
OG0000459	Praa.g_00513	Prag.g_00492
OG0000460	Praa.g_00515	Prag.g_00494
OG0000461	Praa.g_00516	Prag.g_00495
OG0000462	Praa.g_00517	Prag.g_00496
OG0000463	Praa.g_00518	Prag.g_00497
OG0000464	Praa.g_00523	Prag.g_00502
OG0000465	Praa.g_00525	Prag.g_00504
OG0000466	Praa.g_00526	Prag.g_00505
OG0000467	Praa.g_00527	Prag.g_00506
OG0000468	Praa.g_00528	Prag.g_00507
OG0000469	Praa.g_00529	Prag.g_00508
OG0000470	Praa.g_00530	Prag.g_00509
OG0000471	Praa.g_00531	Prag.g_00510
OG0000472	Praa.g_00534	Prag.g_00513
OG0000473	Praa.g_00535	Prag.g_00514
OG0000474	Praa.g_00536	Prag.g_00515
OG0000475	Praa.g_00537	Prag.g_00516
OG0000476	Praa.g_00538	Prag.g_00517
OG0000477	Praa.g_00540	Prag.g_00519
OG0000478	Praa.g_00541	Prag.g_00520
OG0000479	Praa.g_00543	Prag.g_00521
OG0000480	Praa.g_00545	Prag.g_00523
OG0000481	Praa.g_00546	Prag.g_00524
OG0000482	Praa.g_00547	Prag.g_00525
OG0000483	Praa.g_00548	Prag.g_00526
OG0000484	Praa.g_00549	Prag.g_00527
OG0000485	Praa.g_00550	Prag.g_00528
OG0000486	Praa.g_00551	Prag.g_00529
OG0000487	Praa.g_00552	Prag.g_00530
OG0000488	Praa.g_00554	Prag.g_00532
OG0000489	Praa.g_00555	Prag.g_00533
OG0000490	Praa.g_00556	Prag.g_00534
OG0000491	Praa.g_00557	Prag.g_00535
OG0000492	Praa.g_00558	Prag.g_00536
OG0000493	Praa.g_00559	Prag.g_00537
OG0000494	Praa.g_00561	Prag.g_00539
OG0000495	Praa.g_00562	Prag.g_00540
OG0000496	Praa.g_00563	Prag.g_00541
OG0000497	Praa.g_00564	Prag.g_00542
OG0000498	Praa.g_00565	Prag.g_00543
OG0000499	Praa.g_00567	Prag.g_00545
OG0000500	Praa.g_00568	Prag.g_00546
OG0000501	Praa.g_00570	Prag.g_00548
OG0000502	Praa.g_00571	Prag.g_00549
OG0000503	Praa.g_00572	Prag.g_00550
OG0000504	Praa.g_00573	Prag.g_00551
OG0000505	Praa.g_00574	Prag.g_00552
OG0000506	Praa.g_00575	Prag.g_00553
OG0000507	Praa.g_00576	Prag.g_00554
OG0000508	Praa.g_00578	Prag.g_00556
OG0000509	Praa.g_00579	Prag.g_00557
OG0000510	Praa.g_00580	Prag.g_00558
OG0000511	Praa.g_00581	Prag.g_00559
OG0000512	Praa.g_00582	Prag.g_00560
OG0000513	Praa.g_00583	Prag.g_00561
OG0000514	Praa.g_00584	Prag.g_00562
OG0000515	Praa.g_00586	Prag.g_00564
OG0000516	Praa.g_00587	Prag.g_00565
OG0000517	Praa.g_00588	Prag.g_00566
OG0000518	Praa.g_00591	Prag.g_00569
OG0000519	Praa.g_00592	Prag.g_00570
OG0000520	Praa.g_00593	Prag.g_00571
OG0000521	Praa.g_00594	Prag.g_00572
OG0000522	Praa.g_00595	Prag.g_00573
OG0000523	Praa.g_00596	Prag.g_00574
OG0000524	Praa.g_00597	Prag.g_00575
OG0000525	Praa.g_00599	Prag.g_00577
OG0000526	Praa.g_00600	Prag.g_00578
OG0000527	Praa.g_00601	Prag.g_00579
OG0000528	Praa.g_00602	Prag.g_00580
OG0000529	Praa.g_00603	Prag.g_00581
OG0000530	Praa.g_00604	Prag.g_00582
OG0000531	Praa.g_00605	Prag.g_00583
OG0000532	Praa.g_00606	Prag.g_00584
OG0000533	Praa.g_00607	Prag.g_00585
OG0000534	Praa.g_00608	Prag.g_00586
OG0000535	Praa.g_00609	Prag.g_00587
OG0000536	Praa.g_00610	Prag.g_00588
OG0000537	Praa.g_00611	Prag.g_00589
OG0000538	Praa.g_00612	Prag.g_00590
OG0000539	Praa.g_00613	Prag.g_00591
OG0000540	Praa.g_00614	Prag.g_00592
OG0000541	Praa.g_00615	Prag.g_00593
OG0000542	Praa.g_00616	Prag.g_00594
OG0000543	Praa.g_00617	Prag.g_00595
OG0000544	Praa.g_00618	Prag.g_00596
OG0000545	Praa.g_00621	Prag.g_00599
OG0000546	Praa.g_00622	Prag.g_00600
OG0000547	Praa.g_00624	Prag.g_00602
OG0000548	Praa.g_00625	Prag.g_00603
OG0000549	Praa.g_00626	Prag.g_00604
OG0000550	Praa.g_00627	Prag.g_00605
OG0000551	Praa.g_00628	Prag.g_00606
OG0000552	Praa.g_00629	Prag.g_00607
OG0000553	Praa.g_00630	Prag.g_00608
OG0000554	Praa.g_00631	Prag.g_00609
OG0000555	Praa.g_00632	Prag.g_00610
OG0000556	Praa.g_00633	Prag.g_00611
OG0000557	Praa.g_00634	Prag.g_00612
OG0000558	Praa.g_00635	Prag.g_00613
OG0000559	Praa.g_00636	Prag.g_00614
OG0000560	Praa.g_00638	Prag.g_00616
OG0000561	Praa.g_00639	Prag.g_00617
OG0000562	Praa.g_00640	Prag.g_00618
OG0000563	Praa.g_00641	Prag.g_00619
OG0000564	Praa.g_00642	Prag.g_00620
OG0000565	Praa.g_00643	Prag.g_00621
OG0000566	Praa.g_00644	Prag.g_00622
OG0000567	Praa.g_00645	Prag.g_00623
OG0000568	Praa.g_00646	Prag.g_00624
OG0000569	Praa.g_00647	Prag.g_00625
