Orthogroup	Syaf	Prbk
OG0000132	Syaf.g_00813	Prbk.g_00771
OG0000133	Syaf.g_01857	Prbk.g_00472
OG0000134	Syaf.g_02804	Prbk.g_00361
OG0000135	Syaf.g_00605	Prbk.g_02209
OG0000136	Syaf.g_01224	Prbk.g_00323
OG0000137	Syaf.g_02498	Prbk.g_02113
OG0000138	Syaf.g_02705	Prbk.g_02078
OG0000139	Syaf.g_02648	Prbk.g_01086
OG0000140	Syaf.g_02646	Prbk.g_01092
OG0000141	Syaf.g_02375	Prbk.g_01154
OG0000142	Syaf.g_02310	Prbk.g_02631
OG0000143	Syaf.g_02306	Prbk.g_02635
OG0000144	Syaf.g_01735	Prbk.g_00739
OG0000145	Syaf.g_02699	Prbk.g_01863
OG0000146	Syaf.g_01851	Prbk.g_02333
OG0000147	Syaf.g_01850	Prbk.g_02334
OG0000148	Syaf.g_02028	Prbk.g_02487
OG0000149	Syaf.g_01371	Prbk.g_02544
OG0000150	Syaf.g_02645	Prbk.g_02567
OG0000151	Syaf.g_02091	Prbk.g_02417
OG0000152	Syaf.g_01861	Prbk.g_02324
OG0000153	Syaf.g_01904	Prbk.g_02297
OG0000154	Syaf.g_01930	Prbk.g_00584
OG0000155	Syaf.g_01324	Prbk.g_00099
OG0000156	Syaf.g_01270	Prbk.g_00164
OG0000157	Syaf.g_01269	Prbk.g_00163
OG0000158	Syaf.g_00364	Prbk.g_00526
OG0000160	Syaf.g_02418	Prbk.g_00260
OG0000161	Syaf.g_02424	Prbk.g_00274
OG0000162	Syaf.g_02431	Prbk.g_00280
OG0000163	Syaf.g_01105	Prbk.g_02002
OG0000164	Syaf.g_00999	Prbk.g_01432
OG0000165	Syaf.g_01197	Prbk.g_01423
OG0000166	Syaf.g_00133	Prbk.g_00982
OG0000167	Syaf.g_00350	Prbk.g_00512
OG0000168	Syaf.g_00365	Prbk.g_00527
OG0000169	Syaf.g_00376	Prbk.g_00220
OG0000170	Syaf.g_00383	Prbk.g_00232
OG0000171	Syaf.g_00413	Prbk.g_01538
OG0000172	Syaf.g_00419	Prbk.g_01573
OG0000173	Syaf.g_00438	Prbk.g_01594
OG0000174	Syaf.g_00603	Prbk.g_02211
OG0000175	Syaf.g_00531	Prbk.g_02249
OG0000176	Syaf.g_00494	Prbk.g_02282
OG0000177	Syaf.g_00493	Prbk.g_02283
OG0000178	Syaf.g_00492	Prbk.g_02284
OG0000179	Syaf.g_00477	Prbk.g_01633
OG0000180	Syaf.g_00476	Prbk.g_01632
OG0000181	Syaf.g_00475	Prbk.g_01631
OG0000182	Syaf.g_00474	Prbk.g_01630
OG0000183	Syaf.g_00470	Prbk.g_01626
OG0000184	Syaf.g_00664	Prbk.g_02148
OG0000185	Syaf.g_00684	Prbk.g_02126
OG0000186	Syaf.g_00968	Prbk.g_01326
OG0000187	Syaf.g_00966	Prbk.g_01324
OG0000188	Syaf.g_00944	Prbk.g_01303
OG0000189	Syaf.g_00916	Prbk.g_00024
OG0000190	Syaf.g_00914	Prbk.g_00022
OG0000191	Syaf.g_00877	Prbk.g_00197
OG0000192	Syaf.g_00871	Prbk.g_00206
OG0000193	Syaf.g_00832	Prbk.g_00752
OG0000194	Syaf.g_00829	Prbk.g_00755
OG0000195	Syaf.g_00827	Prbk.g_00757
OG0000196	Syaf.g_00816	Prbk.g_00768
OG0000197	Syaf.g_00815	Prbk.g_00769
OG0000198	Syaf.g_00814	Prbk.g_00770
OG0000199	Syaf.g_00806	Prbk.g_00777
OG0000200	Syaf.g_00789	Prbk.g_01280
OG0000202	Syaf.g_00770	Prbk.g_01260
OG0000203	Syaf.g_00769	Prbk.g_01259
OG0000204	Syaf.g_00768	Prbk.g_01258
OG0000205	Syaf.g_00761	Prbk.g_01251
OG0000206	Syaf.g_00736	Prbk.g_00632
OG0000207	Syaf.g_00735	Prbk.g_00686
OG0000208	Syaf.g_00734	Prbk.g_00685
OG0000209	Syaf.g_00714	Prbk.g_00658
OG0000210	Syaf.g_00713	Prbk.g_00657
OG0000211	Syaf.g_02791	Prbk.g_01368
OG0000212	Syaf.g_02781	Prbk.g_01514
OG0000213	Syaf.g_00210	Prbk.g_00374
OG0000214	Syaf.g_00226	Prbk.g_00401
OG0000215	Syaf.g_00258	Prbk.g_00431
OG0000216	Syaf.g_00262	Prbk.g_00434
OG0000217	Syaf.g_00266	Prbk.g_00438
OG0000218	Syaf.g_00268	Prbk.g_00442
OG0000219	Syaf.g_00269	Prbk.g_00443
OG0000220	Syaf.g_00270	Prbk.g_00444
OG0000221	Syaf.g_02597, Syaf.g_00273	Prbk.g_00449
OG0000222	Syaf.g_00287	Prbk.g_00458
OG0000223	Syaf.g_00317	Prbk.g_00481
OG0000224	Syaf.g_00324	Prbk.g_00492
OG0000225	Syaf.g_00007	Prbk.g_00889
OG0000226	Syaf.g_00003	Prbk.g_00893
OG0000227	Syaf.g_00001	Prbk.g_00895
OG0000228	Syaf.g_02808	Prbk.g_00365
OG0000229	Syaf.g_01214	Prbk.g_00328
OG0000230	Syaf.g_01216	Prbk.g_00326
OG0000231	Syaf.g_01236	Prbk.g_00311
OG0000232	Syaf.g_02536	Prbk.g_00295
OG0000233	Syaf.g_02528	Prbk.g_02092
OG0000234	Syaf.g_02497	Prbk.g_02114
OG0000235	Syaf.g_02722	Prbk.g_02060
OG0000236	Syaf.g_02707	Prbk.g_02076
OG0000237	Syaf.g_02690	Prbk.g_01047
OG0000238	Syaf.g_02685	Prbk.g_01051
OG0000239	Syaf.g_02669	Prbk.g_01067
OG0000240	Syaf.g_02668	Prbk.g_01068
OG0000241	Syaf.g_02322	Prbk.g_01965
OG0000242	Syaf.g_02656	Prbk.g_01078
OG0000243	Syaf.g_02634	Prbk.g_02684
OG0000244	Syaf.g_02627	Prbk.g_01897
OG0000245	Syaf.g_02625	Prbk.g_01894
OG0000246	Syaf.g_02621	Prbk.g_01890
OG0000247	Syaf.g_02610	Prbk.g_01879
OG0000248	Syaf.g_02607	Prbk.g_01876
OG0000249	Syaf.g_02605	Prbk.g_01874
OG0000250	Syaf.g_02593	Prbk.g_01106
OG0000251	Syaf.g_02568	Prbk.g_01130
OG0000252	Syaf.g_02565	Prbk.g_01133
OG0000253	Syaf.g_02564	Prbk.g_01139
OG0000254	Syaf.g_02371	Prbk.g_01158
OG0000255	Syaf.g_02352	Prbk.g_02604
OG0000256	Syaf.g_02329	Prbk.g_02618
OG0000257	Syaf.g_02323	Prbk.g_02624
OG0000258	Syaf.g_02301	Prbk.g_02647
OG0000259	Syaf.g_02137	Prbk.g_00720
OG0000260	Syaf.g_02134	Prbk.g_00717
OG0000261	Syaf.g_02131	Prbk.g_00714
OG0000262	Syaf.g_02126	Prbk.g_00709
OG0000263	Syaf.g_01585	Prbk.g_00672
OG0000264	Syaf.g_01473	Prbk.g_01815
OG0000266	Syaf.g_01967	Prbk.g_00608
OG0000267	Syaf.g_01787	Prbk.g_02371
OG0000268	Syaf.g_01788	Prbk.g_02370
OG0000269	Syaf.g_02054	Prbk.g_02463
OG0000270	Syaf.g_02051	Prbk.g_02466
OG0000271	Syaf.g_02043	Prbk.g_02474
OG0000272	Syaf.g_02042	Prbk.g_02475
OG0000273	Syaf.g_01392	Prbk.g_02526
OG0000274	Syaf.g_01391	Prbk.g_02527
OG0000275	Syaf.g_01386	Prbk.g_02530
OG0000276	Syaf.g_01379	Prbk.g_02536
OG0000277	Syaf.g_01378	Prbk.g_02537
OG0000278	Syaf.g_01375	Prbk.g_02540
OG0000279	Syaf.g_01367	Prbk.g_02548
OG0000280	Syaf.g_01337	Prbk.g_02554
OG0000281	Syaf.g_01636	Prbk.g_02568
OG0000282	Syaf.g_02101	Prbk.g_02398
OG0000283	Syaf.g_01804	Prbk.g_02359
OG0000284	Syaf.g_01810	Prbk.g_02353
OG0000285	Syaf.g_01842	Prbk.g_01698
OG0000286	Syaf.g_01860	Prbk.g_02325
OG0000287	Syaf.g_01896	Prbk.g_01728
OG0000288	Syaf.g_01929	Prbk.g_00583
OG0000289	Syaf.g_01943	Prbk.g_00596
OG0000290	Syaf.g_01439	Prbk.g_00059
OG0000291	Syaf.g_01441	Prbk.g_00057
OG0000292	Syaf.g_00505	Prbk.g_02271
OG0000293	Syaf.g_01277	Prbk.g_01032
OG0000294	Syaf.g_01278	Prbk.g_01031
OG0000295	Syaf.g_01316	Prbk.g_00106
OG0000296	Syaf.g_01318	Prbk.g_00104
OG0000297	Syaf.g_01607	Prbk.g_01498
OG0000298	Syaf.g_01606	Prbk.g_01497
OG0000299	Syaf.g_01578	Prbk.g_01508
OG0000300	Syaf.g_01571	Prbk.g_00186
OG0000301	Syaf.g_01570	Prbk.g_00185
OG0000302	Syaf.g_01568	Prbk.g_00182
OG0000303	Syaf.g_01559	Prbk.g_00097
OG0000304	Syaf.g_01551	Prbk.g_00121
OG0000305	Syaf.g_01444	Prbk.g_00055
OG0000306	Syaf.g_01332	Prbk.g_02578
OG0000307	Syaf.g_02742	Prbk.g_02044
OG0000308	Syaf.g_02744	Prbk.g_02042
OG0000309	Syaf.g_02749	Prbk.g_02038
OG0000310	Syaf.g_02387	Prbk.g_01937
OG0000311	Syaf.g_02391	Prbk.g_00243
OG0000312	Syaf.g_02397	Prbk.g_00247
OG0000313	Syaf.g_02421	Prbk.g_00271
OG0000314	Syaf.g_02458	Prbk.g_01222
OG0000315	Syaf.g_02468	Prbk.g_01212
OG0000316	Syaf.g_01088	Prbk.g_01991
OG0000317	Syaf.g_01040	Prbk.g_00913
OG0000318	Syaf.g_01032	Prbk.g_00906
OG0000319	Syaf.g_01015	Prbk.g_01443
OG0000320	Syaf.g_01013	Prbk.g_01441
OG0000321	Syaf.g_01012	Prbk.g_01440
OG0000322	Syaf.g_01011	Prbk.g_01439
OG0000323	Syaf.g_00997	Prbk.g_01428
OG0000324	Syaf.g_01164	Prbk.g_01399
OG0000325	Syaf.g_00176	Prbk.g_01904
OG0000326	Syaf.g_00169	Prbk.g_01912
OG0000327	Syaf.g_00138	Prbk.g_00987
OG0000328	Syaf.g_00137	Prbk.g_00986
OG0000329	Syaf.g_00119	Prbk.g_00969
OG0000330	Syaf.g_00118	Prbk.g_00968
OG0000331	Syaf.g_00117	Prbk.g_00967
OG0000332	Syaf.g_00102	Prbk.g_00952
OG0000333	Syaf.g_00099	Prbk.g_00950
OG0000334	Syaf.g_00090	Prbk.g_00801
OG0000335	Syaf.g_00085	Prbk.g_00806
OG0000336	Syaf.g_00081	Prbk.g_00810
OG0000337	Syaf.g_00344	Prbk.g_00506
OG0000338	Syaf.g_00348	Prbk.g_00510
OG0000339	Syaf.g_00355	Prbk.g_00516
OG0000340	Syaf.g_00366	Prbk.g_00528
OG0000341	Syaf.g_00368	Prbk.g_00530
OG0000342	Syaf.g_00369	Prbk.g_00531
OG0000343	Syaf.g_00370	Prbk.g_00215
OG0000344	Syaf.g_00374	Prbk.g_00218
OG0000345	Syaf.g_00384	Prbk.g_00233
OG0000346	Syaf.g_00389	Prbk.g_00238
OG0000347	Syaf.g_00415	Prbk.g_01540
OG0000348	Syaf.g_00427	Prbk.g_01578
OG0000349	Syaf.g_00445	Prbk.g_01602
OG0000350	Syaf.g_00162	Prbk.g_02204
OG0000351	Syaf.g_00528	Prbk.g_02252
OG0000352	Syaf.g_00527	Prbk.g_02253
OG0000353	Syaf.g_00499	Prbk.g_02277
OG0000354	Syaf.g_02680	Prbk.g_01057
OG0000354	Syaf.g_00479	Prbk.g_01635
OG0000355	Syaf.g_00497	Prbk.g_02279
OG0000356	Syaf.g_00496	Prbk.g_02280
OG0000357	Syaf.g_00495	Prbk.g_02281
OG0000358	Syaf.g_00491	Prbk.g_02285
OG0000359	Syaf.g_00489	Prbk.g_02287
OG0000360	Syaf.g_00488	Prbk.g_02288
OG0000361	Syaf.g_00487	Prbk.g_02289
OG0000362	Syaf.g_00485	Prbk.g_02291
OG0000363	Syaf.g_00483	Prbk.g_01639
OG0000364	Syaf.g_00482	Prbk.g_01638
OG0000365	Syaf.g_00473	Prbk.g_01629
OG0000366	Syaf.g_00472	Prbk.g_01628
OG0000367	Syaf.g_00471	Prbk.g_01627
OG0000368	Syaf.g_00469	Prbk.g_01625
OG0000369	Syaf.g_00468	Prbk.g_01624
OG0000370	Syaf.g_00467	Prbk.g_01623
OG0000371	Syaf.g_00458	Prbk.g_01614
OG0000372	Syaf.g_00453	Prbk.g_01609
OG0000373	Syaf.g_00452	Prbk.g_01608
OG0000374	Syaf.g_00451	Prbk.g_01607
OG0000375	Syaf.g_00449	Prbk.g_01606
OG0000376	Syaf.g_00447	Prbk.g_01604
OG0000377	Syaf.g_00654	Prbk.g_02155
OG0000378	Syaf.g_00668	Prbk.g_02141
OG0000379	Syaf.g_00686	Prbk.g_02125
OG0000380	Syaf.g_00965	Prbk.g_01323
OG0000381	Syaf.g_00962	Prbk.g_01319
OG0000382	Syaf.g_00945	Prbk.g_01304
OG0000383	Syaf.g_00941	Prbk.g_01302
OG0000384	Syaf.g_00940	Prbk.g_01301
OG0000385	Syaf.g_00939	Prbk.g_01300
OG0000386	Syaf.g_00938	Prbk.g_01299
OG0000387	Syaf.g_00912	Prbk.g_00020
OG0000388	Syaf.g_00908	Prbk.g_00016
OG0000389	Syaf.g_00904	Prbk.g_00012
OG0000390	Syaf.g_00883	Prbk.g_00191
OG0000391	Syaf.g_00878	Prbk.g_00196
OG0000392	Syaf.g_00872	Prbk.g_00202
OG0000393	Syaf.g_00870	Prbk.g_00207
OG0000394	Syaf.g_00869	Prbk.g_00208
OG0000395	Syaf.g_00868	Prbk.g_00209
OG0000396	Syaf.g_00865	Prbk.g_00542
OG0000397	Syaf.g_00863	Prbk.g_00544
OG0000398	Syaf.g_00858	Prbk.g_00549
OG0000399	Syaf.g_00857	Prbk.g_00550
OG0000400	Syaf.g_00856	Prbk.g_00551
OG0000401	Syaf.g_00855	Prbk.g_00552
OG0000402	Syaf.g_00852	Prbk.g_00554
OG0000403	Syaf.g_00851	Prbk.g_00555
OG0000404	Syaf.g_00850	Prbk.g_00557
OG0000405	Syaf.g_00835	Prbk.g_00749
OG0000406	Syaf.g_00831	Prbk.g_00753
OG0000407	Syaf.g_00830	Prbk.g_00754
OG0000408	Syaf.g_00828	Prbk.g_00756
OG0000409	Syaf.g_00826	Prbk.g_00758
OG0000410	Syaf.g_00825	Prbk.g_00759
OG0000411	Syaf.g_00824	Prbk.g_00760
OG0000412	Syaf.g_00823	Prbk.g_00761
OG0000413	Syaf.g_00821	Prbk.g_00763
OG0000414	Syaf.g_00820	Prbk.g_00764
OG0000415	Syaf.g_00819	Prbk.g_00765
OG0000416	Syaf.g_00818	Prbk.g_00766
OG0000417	Syaf.g_00817	Prbk.g_00767
OG0000418	Syaf.g_00812	Prbk.g_00772
OG0000419	Syaf.g_00810	Prbk.g_00774
OG0000420	Syaf.g_00808	Prbk.g_00775
OG0000421	Syaf.g_00803	Prbk.g_00779
OG0000422	Syaf.g_00802	Prbk.g_00780
OG0000423	Syaf.g_00801	Prbk.g_00781
OG0000424	Syaf.g_00800	Prbk.g_00782
OG0000425	Syaf.g_00799	Prbk.g_00783
OG0000426	Syaf.g_00798	Prbk.g_00784
OG0000427	Syaf.g_00797	Prbk.g_00785
OG0000428	Syaf.g_00794	Prbk.g_02425
OG0000429	Syaf.g_00792	Prbk.g_01283
OG0000430	Syaf.g_00790	Prbk.g_01281
OG0000431	Syaf.g_00786	Prbk.g_01277
OG0000432	Syaf.g_00779	Prbk.g_01270
OG0000433	Syaf.g_00777	Prbk.g_01267
OG0000434	Syaf.g_00776	Prbk.g_01266
OG0000435	Syaf.g_00772	Prbk.g_01263
OG0000436	Syaf.g_00767	Prbk.g_01257
OG0000437	Syaf.g_00766	Prbk.g_01256
OG0000438	Syaf.g_00765	Prbk.g_01255
OG0000439	Syaf.g_00763	Prbk.g_01253
OG0000440	Syaf.g_00762	Prbk.g_01252
OG0000441	Syaf.g_00756	Prbk.g_01245
OG0000442	Syaf.g_00743	Prbk.g_01244
OG0000443	Syaf.g_00739	Prbk.g_00631
OG0000444	Syaf.g_00733	Prbk.g_00683
OG0000445	Syaf.g_00729	Prbk.g_00682
OG0000446	Syaf.g_00728	Prbk.g_00680
OG0000447	Syaf.g_00725	Prbk.g_00670
OG0000448	Syaf.g_00724	Prbk.g_00669
OG0000449	Syaf.g_00723	Prbk.g_00668
OG0000450	Syaf.g_00717	Prbk.g_00662
OG0000451	Syaf.g_00716	Prbk.g_00661
OG0000452	Syaf.g_00712	Prbk.g_00656
OG0000453	Syaf.g_00711	Prbk.g_00655
OG0000454	Syaf.g_00710	Prbk.g_00654
OG0000455	Syaf.g_00709	Prbk.g_00653
OG0000456	Syaf.g_00708	Prbk.g_00652
OG0000457	Syaf.g_00706	Prbk.g_00650
OG0000458	Syaf.g_00705	Prbk.g_00649
OG0000459	Syaf.g_00704	Prbk.g_00648
OG0000460	Syaf.g_02789	Prbk.g_01369
OG0000461	Syaf.g_00183	Prbk.g_01900
OG0000462	Syaf.g_00186	Prbk.g_01012
OG0000463	Syaf.g_00187	Prbk.g_01011
OG0000464	Syaf.g_00188	Prbk.g_01010
OG0000465	Syaf.g_00190	Prbk.g_01008
OG0000466	Syaf.g_00194	Prbk.g_01003
OG0000467	Syaf.g_00196	Prbk.g_01001
OG0000468	Syaf.g_00206	Prbk.g_00371
OG0000469	Syaf.g_00220	Prbk.g_00384
OG0000470	Syaf.g_00222	Prbk.g_00397
OG0000471	Syaf.g_00223	Prbk.g_00398
OG0000472	Syaf.g_00225	Prbk.g_00400
OG0000473	Syaf.g_00227	Prbk.g_00402
OG0000474	Syaf.g_00228	Prbk.g_00403
OG0000475	Syaf.g_00229	Prbk.g_00404
OG0000476	Syaf.g_00231	Prbk.g_00406
OG0000477	Syaf.g_00237	Prbk.g_00411
OG0000478	Syaf.g_00238	Prbk.g_00412
OG0000479	Syaf.g_00239	Prbk.g_00413
OG0000480	Syaf.g_00247	Prbk.g_00420
OG0000481	Syaf.g_00249	Prbk.g_00422
OG0000482	Syaf.g_00250	Prbk.g_00423
OG0000483	Syaf.g_00254	Prbk.g_00427
OG0000484	Syaf.g_00255	Prbk.g_00428
OG0000485	Syaf.g_00256	Prbk.g_00429
OG0000486	Syaf.g_00257	Prbk.g_00430
OG0000487	Syaf.g_00263	Prbk.g_00435
OG0000488	Syaf.g_00267	Prbk.g_00439
OG0000489	Syaf.g_00274	Prbk.g_00450
OG0000490	Syaf.g_00284	Prbk.g_00456
OG0000491	Syaf.g_00285	Prbk.g_00457
OG0000492	Syaf.g_00288	Prbk.g_00460
OG0000493	Syaf.g_00289	Prbk.g_00461
OG0000494	Syaf.g_00290	Prbk.g_00462
OG0000495	Syaf.g_00291	Prbk.g_00463
OG0000496	Syaf.g_00292	Prbk.g_00464
OG0000497	Syaf.g_00293	Prbk.g_00465
OG0000498	Syaf.g_00294	Prbk.g_00466
OG0000499	Syaf.g_00295	Prbk.g_00467
OG0000500	Syaf.g_00296	Prbk.g_00468
OG0000501	Syaf.g_00299	Prbk.g_00471
OG0000502	Syaf.g_00319	Prbk.g_00483
OG0000503	Syaf.g_00023	Prbk.g_00871
OG0000504	Syaf.g_00021	Prbk.g_00873
OG0000505	Syaf.g_00020	Prbk.g_00874
OG0000506	Syaf.g_00018	Prbk.g_00876
OG0000507	Syaf.g_00012	Prbk.g_00881
OG0000508	Syaf.g_00008	Prbk.g_00888
OG0000509	Syaf.g_00006	Prbk.g_00890
OG0000510	Syaf.g_00005	Prbk.g_00891
OG0000511	Syaf.g_00004	Prbk.g_00892
OG0000512	Syaf.g_00002	Prbk.g_00894
OG0000513	Syaf.g_02803	Prbk.g_00360
OG0000514	Syaf.g_02796	Prbk.g_00352
OG0000515	Syaf.g_02795	Prbk.g_00351
OG0000516	Syaf.g_01219	Prbk.g_00339
OG0000517	Syaf.g_01213	Prbk.g_00329
OG0000518	Syaf.g_01230	Prbk.g_00317
OG0000519	Syaf.g_01231	Prbk.g_00316
OG0000520	Syaf.g_01235	Prbk.g_00315
OG0000521	Syaf.g_02542	Prbk.g_00301
OG0000522	Syaf.g_02538	Prbk.g_00299
OG0000523	Syaf.g_02537	Prbk.g_00298
OG0000524	Syaf.g_02531	Prbk.g_02088
OG0000525	Syaf.g_02507	Prbk.g_02105
OG0000526	Syaf.g_02504	Prbk.g_02107
OG0000527	Syaf.g_02500	Prbk.g_02111
OG0000528	Syaf.g_02728	Prbk.g_02056
OG0000529	Syaf.g_02720	Prbk.g_02062
OG0000530	Syaf.g_02717	Prbk.g_02065
OG0000531	Syaf.g_02716	Prbk.g_02066
OG0000532	Syaf.g_02713	Prbk.g_02069
OG0000533	Syaf.g_02712	Prbk.g_02071
OG0000534	Syaf.g_02711	Prbk.g_02072
OG0000535	Syaf.g_02710	Prbk.g_02073
OG0000536	Syaf.g_02709	Prbk.g_02074
OG0000537	Syaf.g_02708	Prbk.g_02075
OG0000538	Syaf.g_02697	Prbk.g_01865
OG0000539	Syaf.g_02696	Prbk.g_01041
OG0000540	Syaf.g_02695	Prbk.g_01042
OG0000541	Syaf.g_02694	Prbk.g_01043
OG0000542	Syaf.g_02691	Prbk.g_01046
OG0000543	Syaf.g_02689	Prbk.g_01048
OG0000544	Syaf.g_02688	Prbk.g_01049
