Orthogroup	Syaf	Syao
OG0000192	Syaf.g_00871	Syao.g_02579
OG0000193	Syaf.g_00832	Syao.g_02481
OG0000194	Syaf.g_00829	Syao.g_02484
OG0000196	Syaf.g_00816	Syao.g_02498
OG0000197	Syaf.g_00815	Syao.g_02499
OG0000198	Syaf.g_00814	Syao.g_02500
OG0000199	Syaf.g_00806	Syao.g_02508
OG0000200	Syaf.g_00789	Syao.g_02524
OG0000201	Syaf.g_00771	Syao.g_02540
OG0000202	Syaf.g_00770	Syao.g_02454
OG0000203	Syaf.g_00769	Syao.g_02455
OG0000204	Syaf.g_00768	Syao.g_02456
OG0000205	Syaf.g_00761	Syao.g_02464
OG0000206	Syaf.g_00736	Syao.g_02469
OG0000207	Syaf.g_00735	Syao.g_02471
OG0000208	Syaf.g_00734	Syao.g_02472
OG0000209	Syaf.g_00714	Syao.g_02394
OG0000210	Syaf.g_00713	Syao.g_02395
OG0000211	Syaf.g_02791	Syao.g_01700
OG0000212	Syaf.g_02781	Syao.g_01710
OG0000213	Syaf.g_00210	Syao.g_02098
OG0000214	Syaf.g_00226	Syao.g_02081
OG0000215	Syaf.g_00258	Syao.g_02050
OG0000216	Syaf.g_00262	Syao.g_02045
OG0000217	Syaf.g_00266	Syao.g_02041
OG0000218	Syaf.g_00268	Syao.g_02039
OG0000219	Syaf.g_00269	Syao.g_02038
OG0000220	Syaf.g_00270	Syao.g_02037
OG0000221	Syaf.g_02597, Syaf.g_00273	Syao.g_02034
OG0000222	Syaf.g_00287	Syao.g_02023
OG0000223	Syaf.g_00317	Syao.g_00291
OG0000224	Syaf.g_00324	Syao.g_01973
OG0000225	Syaf.g_00007	Syao.g_01751
OG0000226	Syaf.g_00003	Syao.g_01758
OG0000227	Syaf.g_00001	Syao.g_01760
OG0000228	Syaf.g_02808	Syao.g_01715
OG0000229	Syaf.g_01214	Syao.g_01736
OG0000230	Syaf.g_01216	Syao.g_01738
OG0000231	Syaf.g_01236	Syao.g_01513
OG0000232	Syaf.g_02536	Syao.g_00057
OG0000233	Syaf.g_02528	Syao.g_02698
OG0000234	Syaf.g_02497	Syao.g_02680
OG0000235	Syaf.g_02722	Syao.g_00029
OG0000236	Syaf.g_02707	Syao.g_00111
OG0000237	Syaf.g_02690	Syao.g_00166
OG0000238	Syaf.g_02685	Syao.g_00161
OG0000239	Syaf.g_02669	Syao.g_01398
OG0000240	Syaf.g_02668	Syao.g_01399
OG0000241	Syaf.g_02322	Syao.g_00887
OG0000242	Syaf.g_02656	Syao.g_01410
OG0000243	Syaf.g_02634	Syao.g_00873
OG0000244	Syaf.g_02627	Syao.g_00865
OG0000245	Syaf.g_02625	Syao.g_00863
OG0000246	Syaf.g_02621	Syao.g_00859
OG0000247	Syaf.g_02610	Syao.g_00847
OG0000249	Syaf.g_02605	Syao.g_00842
OG0000250	Syaf.g_02593	Syao.g_00835
OG0000251	Syaf.g_02568	Syao.g_01026
OG0000252	Syaf.g_02565	Syao.g_01020
OG0000253	Syaf.g_02564	Syao.g_01003
OG0000254	Syaf.g_02371	Syao.g_01053
OG0000255	Syaf.g_02352	Syao.g_01009
OG0000256	Syaf.g_02329	Syao.g_01328
OG0000257	Syaf.g_02323	Syao.g_00884
OG0000258	Syaf.g_02301	Syao.g_00907
OG0000259	Syaf.g_02137	Syao.g_00933, Syao.g_00932
OG0000260	Syaf.g_02134	Syao.g_00936
OG0000261	Syaf.g_02131	Syao.g_00941
OG0000262	Syaf.g_02126	Syao.g_00946
OG0000263	Syaf.g_01585	Syao.g_00247
OG0000264	Syaf.g_01473	Syao.g_00699
OG0000265	Syaf.g_01196	Syao.g_00049
OG0000266	Syaf.g_01967	Syao.g_00480
OG0000267	Syaf.g_01787	Syao.g_00589
OG0000268	Syaf.g_00307, Syaf.g_01788	Syao.g_00588
OG0000269	Syaf.g_02054	Syao.g_00751
OG0000270	Syaf.g_02051	Syao.g_00754
OG0000271	Syaf.g_02043	Syao.g_00762
OG0000272	Syaf.g_02042	Syao.g_00763
OG0000273	Syaf.g_01392	Syao.g_00791
OG0000274	Syaf.g_01391	Syao.g_00792
OG0000275	Syaf.g_01386	Syao.g_00438
OG0000276	Syaf.g_01379	Syao.g_00558
OG0000278	Syaf.g_01375	Syao.g_00554
OG0000279	Syaf.g_01367	Syao.g_00529
OG0000280	Syaf.g_01337	Syao.g_00608
OG0000281	Syaf.g_01636	Syao.g_01377
OG0000282	Syaf.g_02101	Syao.g_00967
OG0000283	Syaf.g_01804	Syao.g_00640
OG0000284	Syaf.g_01810	Syao.g_00634
OG0000285	Syaf.g_01842	Syao.g_00706
OG0000286	Syaf.g_01860	Syao.g_00675
OG0000287	Syaf.g_01896	Syao.g_00825
OG0000288	Syaf.g_01929	Syao.g_00446
OG0000289	Syaf.g_01943	Syao.g_00461
OG0000290	Syaf.g_01439	Syao.g_00428
OG0000291	Syaf.g_01441	Syao.g_00333
OG0000292	Syaf.g_00505	Syao.g_02196
OG0000293	Syaf.g_01277	Syao.g_00136
OG0000295	Syaf.g_01316	Syao.g_00186
OG0000296	Syaf.g_01318	Syao.g_00184
OG0000299	Syaf.g_01578	Syao.g_00231
OG0000301	Syaf.g_01570	Syao.g_00272, Syao.g_00273
OG0000302	Syaf.g_01568	Syao.g_00271
OG0000303	Syaf.g_01559	Syao.g_00262
OG0000304	Syaf.g_01551	Syao.g_00256
OG0000305	Syaf.g_01444	Syao.g_00388
OG0000306	Syaf.g_01332	Syao.g_01216
OG0000307	Syaf.g_02742	Syao.g_00045
OG0000308	Syaf.g_02744	Syao.g_00047
OG0000309	Syaf.g_02749	Syao.g_02705
OG0000310	Syaf.g_02387	Syao.g_01530
OG0000311	Syaf.g_02391	Syao.g_01533
OG0000312	Syaf.g_02397	Syao.g_01538
OG0000313	Syaf.g_02421	Syao.g_01491
OG0000314	Syaf.g_02458	Syao.g_00078
OG0000315	Syaf.g_02468	Syao.g_00088
OG0000316	Syaf.g_01088	Syao.g_01602
OG0000317	Syaf.g_01040	Syao.g_01560
OG0000318	Syaf.g_01032	Syao.g_01553
OG0000319	Syaf.g_01015	Syao.g_01678
OG0000320	Syaf.g_01013	Syao.g_01676
OG0000321	Syaf.g_01012	Syao.g_01675
OG0000322	Syaf.g_01011	Syao.g_01674
OG0000323	Syaf.g_00997	Syao.g_01661
OG0000324	Syaf.g_01164	Syao.g_01630
OG0000325	Syaf.g_00176	Syao.g_01936
OG0000327	Syaf.g_00138	Syao.g_01795
OG0000328	Syaf.g_00137	Syao.g_01794
OG0000329	Syaf.g_00119	Syao.g_01776
OG0000330	Syaf.g_00118	Syao.g_01775
OG0000331	Syaf.g_00117	Syao.g_01774
OG0000333	Syaf.g_00099	Syao.g_01810
OG0000334	Syaf.g_00090	Syao.g_01836
OG0000335	Syaf.g_00085	Syao.g_01831
OG0000336	Syaf.g_00081	Syao.g_01827
OG0000337	Syaf.g_00344	Syao.g_01968
OG0000338	Syaf.g_00348	Syao.g_01962
OG0000339	Syaf.g_00355	Syao.g_02259
OG0000340	Syaf.g_00366	Syao.g_02129
OG0000341	Syaf.g_00368	Syao.g_02131
OG0000342	Syaf.g_00369	Syao.g_02132
OG0000343	Syaf.g_00370	Syao.g_02133
OG0000344	Syaf.g_00374	Syao.g_02137
OG0000345	Syaf.g_00384	Syao.g_01953
OG0000346	Syaf.g_00389	Syao.g_01948
OG0000347	Syaf.g_00415	Syao.g_02178
OG0000348	Syaf.g_00427	Syao.g_02166
OG0000349	Syaf.g_00445	Syao.g_02219
OG0000350	Syaf.g_00162	Syao.g_01925
OG0000351	Syaf.g_00528	Syao.g_02331
OG0000352	Syaf.g_00527	Syao.g_02332
OG0000353	Syaf.g_00499	Syao.g_02160
OG0000354	Syaf.g_02680	Syao.g_00154, Syao.g_00155
OG0000354	Syaf.g_00479	Syao.g_02252
OG0000355	Syaf.g_00497	Syao.g_02162
OG0000356	Syaf.g_00496	Syao.g_02163
OG0000357	Syaf.g_00495	Syao.g_02164
OG0000358	Syaf.g_00491	Syao.g_02154
OG0000359	Syaf.g_00489	Syao.g_02152
OG0000360	Syaf.g_00488	Syao.g_02151
OG0000361	Syaf.g_00487	Syao.g_02150
OG0000362	Syaf.g_00485	Syao.g_01954
OG0000363	Syaf.g_00483	Syao.g_02255
OG0000364	Syaf.g_00482	Syao.g_01558
OG0000365	Syaf.g_00473	Syao.g_02246
OG0000366	Syaf.g_00472	Syao.g_02245
OG0000367	Syaf.g_00471	Syao.g_02244
OG0000368	Syaf.g_00469	Syao.g_02242
OG0000369	Syaf.g_00468	Syao.g_02241
OG0000370	Syaf.g_00467	Syao.g_02240
OG0000371	Syaf.g_00458	Syao.g_02231
OG0000372	Syaf.g_00453	Syao.g_02226
OG0000373	Syaf.g_00452	Syao.g_02225
OG0000374	Syaf.g_00451	Syao.g_02224
OG0000375	Syaf.g_00449	Syao.g_02223
OG0000376	Syaf.g_00447	Syao.g_02221
OG0000377	Syaf.g_00654	Syao.g_02429
OG0000378	Syaf.g_00668	Syao.g_02414
OG0000379	Syaf.g_00686	Syao.g_02409
OG0000380	Syaf.g_00965	Syao.g_02616
OG0000381	Syaf.g_00962	Syao.g_02618
OG0000382	Syaf.g_00945	Syao.g_02636
OG0000383	Syaf.g_00941	Syao.g_02643
OG0000384	Syaf.g_00940	Syao.g_02644
OG0000385	Syaf.g_00939	Syao.g_02645
OG0000386	Syaf.g_00938	Syao.g_02646
OG0000387	Syaf.g_00912	Syao.g_01019
OG0000388	Syaf.g_00908	Syao.g_02596
OG0000389	Syaf.g_00904	Syao.g_02599
OG0000390	Syaf.g_00883	Syao.g_02567
OG0000391	Syaf.g_00878	Syao.g_02572
OG0000392	Syaf.g_00872	Syao.g_02578
OG0000393	Syaf.g_00870	Syao.g_02581
OG0000394	Syaf.g_00869	Syao.g_02582
OG0000395	Syaf.g_00868	Syao.g_02583
OG0000396	Syaf.g_00865	Syao.g_02586
OG0000397	Syaf.g_00863	Syao.g_02542
OG0000398	Syaf.g_00858	Syao.g_02547
OG0000399	Syaf.g_00857	Syao.g_02548
OG0000400	Syaf.g_00856	Syao.g_02549
OG0000401	Syaf.g_00855	Syao.g_02550
OG0000402	Syaf.g_00852	Syao.g_02552
OG0000403	Syaf.g_00851	Syao.g_02553
OG0000404	Syaf.g_00850	Syao.g_02554
OG0000405	Syaf.g_00835	Syao.g_02478
OG0000406	Syaf.g_00831	Syao.g_02482
OG0000407	Syaf.g_00830	Syao.g_02483
OG0000408	Syaf.g_00828	Syao.g_02485
OG0000409	Syaf.g_00826	Syao.g_02487
OG0000410	Syaf.g_00825	Syao.g_02488
OG0000411	Syaf.g_00824	Syao.g_02489
OG0000412	Syaf.g_00823	Syao.g_02490
OG0000413	Syaf.g_00821	Syao.g_02492
OG0000414	Syaf.g_00820	Syao.g_02493
OG0000415	Syaf.g_00819	Syao.g_02494
OG0000416	Syaf.g_00818	Syao.g_02495
OG0000417	Syaf.g_00817	Syao.g_02497
OG0000418	Syaf.g_00812	Syao.g_02502
OG0000419	Syaf.g_00810	Syao.g_02504
OG0000420	Syaf.g_00808	Syao.g_02506
OG0000421	Syaf.g_00803	Syao.g_02510
OG0000422	Syaf.g_00802	Syao.g_02511
OG0000423	Syaf.g_00801	Syao.g_02512
OG0000424	Syaf.g_00800	Syao.g_02513
OG0000425	Syaf.g_00799	Syao.g_02514
OG0000426	Syaf.g_00798	Syao.g_02515
OG0000427	Syaf.g_00797	Syao.g_02516
OG0000428	Syaf.g_00794	Syao.g_02519
OG0000429	Syaf.g_00792	Syao.g_02522
OG0000430	Syaf.g_00790	Syao.g_02523
OG0000431	Syaf.g_00786	Syao.g_02526
OG0000432	Syaf.g_00779	Syao.g_02532
OG0000433	Syaf.g_00777	Syao.g_02534
OG0000434	Syaf.g_00776	Syao.g_02535
OG0000435	Syaf.g_00772	Syao.g_02538
OG0000436	Syaf.g_00767	Syao.g_02458
OG0000437	Syaf.g_00766	Syao.g_02459
OG0000438	Syaf.g_00765	Syao.g_02460
OG0000439	Syaf.g_00763	Syao.g_02462
OG0000440	Syaf.g_00762	Syao.g_02463
OG0000441	Syaf.g_00756	Syao.g_02466
OG0000442	Syaf.g_00743	Syao.g_02467
OG0000443	Syaf.g_00739	Syao.g_02468
OG0000444	Syaf.g_00733	Syao.g_02473
OG0000445	Syaf.g_00729	Syao.g_02474
OG0000446	Syaf.g_00728	Syao.g_02476
OG0000447	Syaf.g_00725	Syao.g_02383
OG0000448	Syaf.g_00724	Syao.g_02384
OG0000449	Syaf.g_00723	Syao.g_02385
OG0000450	Syaf.g_00717	Syao.g_02391
OG0000451	Syaf.g_00716	Syao.g_02392
OG0000452	Syaf.g_00712	Syao.g_02396
OG0000453	Syaf.g_00711	Syao.g_02397
OG0000454	Syaf.g_00710	Syao.g_02398
OG0000455	Syaf.g_00709	Syao.g_02399
OG0000456	Syaf.g_00708	Syao.g_02400
OG0000457	Syaf.g_00706	Syao.g_02402
OG0000458	Syaf.g_00705	Syao.g_02403
OG0000459	Syaf.g_00704	Syao.g_02404
OG0000460	Syaf.g_02789	Syao.g_01702
OG0000461	Syaf.g_00183	Syao.g_02119
OG0000462	Syaf.g_00186	Syao.g_02116
OG0000463	Syaf.g_00187	Syao.g_02115
OG0000464	Syaf.g_00188	Syao.g_02114
OG0000465	Syaf.g_00190	Syao.g_02112
OG0000466	Syaf.g_00194	Syao.g_02107
OG0000467	Syaf.g_00196	Syao.g_02106
OG0000468	Syaf.g_00206	Syao.g_02102
OG0000469	Syaf.g_00220	Syao.g_02087
OG0000470	Syaf.g_00222	Syao.g_02085
OG0000471	Syaf.g_00223	Syao.g_02084
OG0000472	Syaf.g_00225	Syao.g_02082
OG0000473	Syaf.g_00227	Syao.g_02080
OG0000474	Syaf.g_00228	Syao.g_02079
OG0000475	Syaf.g_00229	Syao.g_02078
OG0000476	Syaf.g_00231	Syao.g_02076
OG0000477	Syaf.g_00237	Syao.g_02069
OG0000478	Syaf.g_00238	Syao.g_02068
OG0000479	Syaf.g_00239	Syao.g_02067
OG0000480	Syaf.g_00247	Syao.g_02060
OG0000481	Syaf.g_00249	Syao.g_01012
OG0000482	Syaf.g_00250	Syao.g_02058
OG0000483	Syaf.g_00254	Syao.g_02054
OG0000484	Syaf.g_00255	Syao.g_02053
OG0000485	Syaf.g_00256	Syao.g_02052
OG0000486	Syaf.g_00257	Syao.g_02051
OG0000487	Syaf.g_00263	Syao.g_02044
OG0000488	Syaf.g_00267	Syao.g_02040
OG0000489	Syaf.g_00274	Syao.g_02033
OG0000490	Syaf.g_00284	Syao.g_02025
OG0000491	Syaf.g_00285	Syao.g_02024
OG0000492	Syaf.g_00288	Syao.g_02022
OG0000493	Syaf.g_00289	Syao.g_02021
OG0000494	Syaf.g_00290	Syao.g_02020
OG0000495	Syaf.g_00291	Syao.g_02018
OG0000496	Syaf.g_00292	Syao.g_02017
OG0000497	Syaf.g_00293	Syao.g_02016
OG0000498	Syaf.g_00294	Syao.g_02015
OG0000499	Syaf.g_00295	Syao.g_02014
OG0000500	Syaf.g_00296	Syao.g_02013
OG0000501	Syaf.g_00299	Syao.g_02010
OG0000502	Syaf.g_00319	Syao.g_01974
OG0000503	Syaf.g_00023	Syao.g_01877
OG0000504	Syaf.g_00021	Syao.g_01875
OG0000505	Syaf.g_00020	Syao.g_01874
OG0000506	Syaf.g_00018	Syao.g_01872
OG0000507	Syaf.g_00012	Syao.g_01866
OG0000508	Syaf.g_00008	Syao.g_01750
OG0000509	Syaf.g_00006	Syao.g_01755
OG0000510	Syaf.g_00005	Syao.g_01756
OG0000511	Syaf.g_00004	Syao.g_01757
OG0000512	Syaf.g_00002	Syao.g_01759
OG0000513	Syaf.g_02803	Syao.g_01720
OG0000514	Syaf.g_02796	Syao.g_01727
OG0000515	Syaf.g_02795	Syao.g_01728
OG0000516	Syaf.g_01219	Syao.g_01730
OG0000517	Syaf.g_01213	Syao.g_01735
OG0000518	Syaf.g_01230	Syao.g_01621
OG0000519	Syaf.g_01231	Syao.g_01622
OG0000520	Syaf.g_01235	Syao.g_01512
OG0000521	Syaf.g_02542	Syao.g_00061
OG0000522	Syaf.g_02538	Syao.g_00059
OG0000523	Syaf.g_02537	Syao.g_00058
OG0000524	Syaf.g_02531	Syao.g_02699
OG0000525	Syaf.g_02507	Syao.g_02691
OG0000526	Syaf.g_02504	Syao.g_02688
OG0000527	Syaf.g_02500	Syao.g_02684
OG0000528	Syaf.g_02728	Syao.g_00031
OG0000529	Syaf.g_02720	Syao.g_00027
OG0000530	Syaf.g_02717	Syao.g_00122
OG0000531	Syaf.g_02716	Syao.g_00121
OG0000532	Syaf.g_02713	Syao.g_00118
OG0000533	Syaf.g_02712	Syao.g_00116
OG0000534	Syaf.g_02711	Syao.g_00115
OG0000535	Syaf.g_02710	Syao.g_00114
OG0000536	Syaf.g_02709	Syao.g_00113
OG0000537	Syaf.g_02708	Syao.g_00112
OG0000538	Syaf.g_02697	Syao.g_00100
OG0000539	Syaf.g_02696	Syao.g_00099
OG0000540	Syaf.g_02695	Syao.g_00098
OG0000541	Syaf.g_02694	Syao.g_00097
OG0000542	Syaf.g_02691	Syao.g_00167
OG0000543	Syaf.g_02689	Syao.g_00165
OG0000544	Syaf.g_02688	Syao.g_00164
OG0000545	Syaf.g_02686	Syao.g_00162
OG0000546	Syaf.g_02684	Syao.g_00160
OG0000547	Syaf.g_02682	Syao.g_00158
OG0000548	Syaf.g_02681	Syao.g_00157
OG0000549	Syaf.g_02676	Syao.g_01391
OG0000550	Syaf.g_02671	Syao.g_01396
OG0000551	Syaf.g_02666	Syao.g_01401
OG0000552	Syaf.g_02665	Syao.g_01402
OG0000553	Syaf.g_02663	Syao.g_01404
OG0000554	Syaf.g_02653	Syao.g_01413
OG0000555	Syaf.g_02635	Syao.g_00875
OG0000556	Syaf.g_02630	Syao.g_00871
OG0000557	Syaf.g_02628	Syao.g_00866
OG0000558	Syaf.g_02626	Syao.g_00864
OG0000559	Syaf.g_02622	Syao.g_00860
OG0000560	Syaf.g_02619	Syao.g_00857
OG0000561	Syaf.g_02618	Syao.g_00856
OG0000562	Syaf.g_02617	Syao.g_00855
OG0000563	Syaf.g_02616	Syao.g_00854
OG0000564	Syaf.g_02615	Syao.g_00853
OG0000565	Syaf.g_02612	Syao.g_00849
OG0000566	Syaf.g_02608	Syao.g_00845
OG0000567	Syaf.g_02604	Syao.g_00841
OG0000568	Syaf.g_02599	Syao.g_00839
OG0000569	Syaf.g_02596	Syao.g_00838
OG0000570	Syaf.g_02595	Syao.g_00837
OG0000571	Syaf.g_02591	Syao.g_00834
OG0000572	Syaf.g_02575	Syao.g_01033
OG0000573	Syaf.g_02567	Syao.g_01022
