Orthogroup	Syaf	Prav
OG0000134	Syaf.g_02804	Prav.g_00976
OG0000135	Syaf.g_00605	Prav.g_00999
OG0000136	Syaf.g_01224	Prav.g_01040
OG0000137	Syaf.g_02498	Prav.g_01073
OG0000138	Syaf.g_02705	Prav.g_01093
OG0000139	Syaf.g_02648	Prav.g_01135
OG0000140	Syaf.g_02646	Prav.g_01136
OG0000141	Syaf.g_02375	Prav.g_01203
OG0000142	Syaf.g_02310	Prav.g_01233
OG0000143	Syaf.g_02306	Prav.g_01237
OG0000144	Syaf.g_01735	Prav.g_01250
OG0000145	Syaf.g_02699	Prav.g_00362
OG0000146	Syaf.g_01851	Prav.g_00365
OG0000147	Syaf.g_01850	Prav.g_00366
OG0000148	Syaf.g_02028	Prav.g_00413
OG0000149	Syaf.g_01371	Prav.g_00443
OG0000150	Syaf.g_02645	Prav.g_00451
OG0000151	Syaf.g_02091	Prav.g_00509
OG0000152	Syaf.g_01861	Prav.g_00556
OG0000153	Syaf.g_01904	Prav.g_00575
OG0000154	Syaf.g_01930	Prav.g_00907
OG0000155	Syaf.g_01324	Prav.g_01861
OG0000156	Syaf.g_01270	Prav.g_01427
OG0000157	Syaf.g_01269	Prav.g_01428
OG0000158	Syaf.g_00364	Prav.g_01505
OG0000160	Syaf.g_02418	Prav.g_01579
OG0000161	Syaf.g_02424	Prav.g_01585
OG0000162	Syaf.g_02431	Prav.g_01591
OG0000163	Syaf.g_01105	Prav.g_01625
OG0000164	Syaf.g_00999	Prav.g_01785
OG0000165	Syaf.g_01197	Prav.g_01792
OG0000166	Syaf.g_00133	Prav.g_00596
OG0000167	Syaf.g_00350	Prav.g_00663
OG0000168	Syaf.g_00365	Prav.g_00673
OG0000169	Syaf.g_00376	Prav.g_00683
OG0000170	Syaf.g_00383	Prav.g_00685
OG0000171	Syaf.g_00413	Prav.g_00704
OG0000172	Syaf.g_00419	Prav.g_00712
OG0000173	Syaf.g_00438	Prav.g_00727
OG0000174	Syaf.g_00603	Prav.g_00755
OG0000175	Syaf.g_00531	Prav.g_00765
OG0000176	Syaf.g_00494	Prav.g_00790
OG0000177	Syaf.g_00493	Prav.g_00791
OG0000178	Syaf.g_00492	Prav.g_00792
OG0000179	Syaf.g_00477	Prav.g_00084
OG0000180	Syaf.g_00476	Prav.g_00085
OG0000181	Syaf.g_00475	Prav.g_00086
OG0000182	Syaf.g_00474	Prav.g_00087
OG0000183	Syaf.g_00470	Prav.g_00091
OG0000184	Syaf.g_00664	Prav.g_00117
OG0000185	Syaf.g_00684	Prav.g_00120
OG0000186	Syaf.g_00968	Prav.g_00129
OG0000187	Syaf.g_00966	Prav.g_00130
OG0000188	Syaf.g_00944	Prav.g_00147
OG0000189	Syaf.g_00916	Prav.g_00161
OG0000190	Syaf.g_00914	Prav.g_00162
OG0000191	Syaf.g_00877	Prav.g_00182
OG0000192	Syaf.g_00871	Prav.g_00186
OG0000193	Syaf.g_00832	Prav.g_00213
OG0000194	Syaf.g_00829	Prav.g_00216
OG0000195	Syaf.g_00827	Prav.g_00887
OG0000196	Syaf.g_00816	Prav.g_00877
OG0000197	Syaf.g_00815	Prav.g_00876
OG0000198	Syaf.g_00814	Prav.g_00875
OG0000199	Syaf.g_00806	Prav.g_00868
OG0000200	Syaf.g_00789	Prav.g_00854
OG0000202	Syaf.g_00770	Prav.g_00845
OG0000203	Syaf.g_00769	Prav.g_00844
OG0000204	Syaf.g_00768	Prav.g_00843
OG0000205	Syaf.g_00761	Prav.g_00836
OG0000206	Syaf.g_00736	Prav.g_00831
OG0000207	Syaf.g_00735	Prav.g_00829
OG0000208	Syaf.g_00734	Prav.g_00828
OG0000209	Syaf.g_00714	Prav.g_00819
OG0000210	Syaf.g_00713	Prav.g_00818
OG0000212	Syaf.g_02781	Prav.g_00798
OG0000213	Syaf.g_00210	Prav.g_01904
OG0000214	Syaf.g_00226	Prav.g_01914
OG0000215	Syaf.g_00258	Prav.g_01938
OG0000216	Syaf.g_00262	Prav.g_01940
OG0000217	Syaf.g_00266	Prav.g_01943
OG0000218	Syaf.g_00268	Prav.g_01945
OG0000219	Syaf.g_00269	Prav.g_01946
OG0000220	Syaf.g_00270	Prav.g_01947
OG0000221	Syaf.g_02597, Syaf.g_00273	Prav.g_01948
OG0000222	Syaf.g_00287	Prav.g_01956
OG0000223	Syaf.g_00317	Prav.g_01969
OG0000224	Syaf.g_00324	Prav.g_01971
OG0000225	Syaf.g_00007	Prav.g_01992
OG0000226	Syaf.g_00003	Prav.g_01996
OG0000227	Syaf.g_00001	Prav.g_01998
OG0000228	Syaf.g_02808	Prav.g_00974
OG0000229	Syaf.g_01214	Prav.g_01035
OG0000230	Syaf.g_01216	Prav.g_01037
OG0000231	Syaf.g_01236	Prav.g_01048
OG0000232	Syaf.g_02536	Prav.g_01056
OG0000233	Syaf.g_02528	Prav.g_01061
OG0000234	Syaf.g_02497	Prav.g_01074
OG0000235	Syaf.g_02722	Prav.g_01077
OG0000236	Syaf.g_02707	Prav.g_01091
OG0000237	Syaf.g_02690	Prav.g_01104
OG0000238	Syaf.g_02685	Prav.g_01110
OG0000239	Syaf.g_02669	Prav.g_01123
OG0000240	Syaf.g_02668	Prav.g_01124
OG0000241	Syaf.g_02322	Prav.g_01128
OG0000242	Syaf.g_02656	Prav.g_01130
OG0000243	Syaf.g_02634	Prav.g_00954, Prav.g_01141
OG0000244	Syaf.g_02627	Prav.g_01144
OG0000245	Syaf.g_02625	Prav.g_01146
OG0000246	Syaf.g_02621	Prav.g_01150
OG0000247	Syaf.g_02610	Prav.g_01160
OG0000248	Syaf.g_02607	Prav.g_01162
OG0000249	Syaf.g_02605	Prav.g_01164
OG0000250	Syaf.g_02593	Prav.g_01169
OG0000251	Syaf.g_02568	Prav.g_01187
OG0000252	Syaf.g_02565	Prav.g_01190
OG0000253	Syaf.g_02564	Prav.g_01191
OG0000254	Syaf.g_02371	Prav.g_01207
OG0000255	Syaf.g_02352	Prav.g_01213
OG0000256	Syaf.g_02329	Prav.g_01225
OG0000257	Syaf.g_02323	Prav.g_01228
OG0000258	Syaf.g_02301	Prav.g_01241
OG0000259	Syaf.g_02137	Prav.g_01258
OG0000260	Syaf.g_02134	Prav.g_01261
OG0000261	Syaf.g_02131	Prav.g_01263
OG0000262	Syaf.g_02126	Prav.g_01267
OG0000263	Syaf.g_01585	Prav.g_01279
OG0000264	Syaf.g_01473	Prav.g_01289
OG0000265	Syaf.g_01196	Prav.g_00306
OG0000266	Syaf.g_01967	Prav.g_00316
OG0000267	Syaf.g_01787	Prav.g_00327
OG0000268	Syaf.g_01788	Prav.g_00328
OG0000269	Syaf.g_02054	Prav.g_00392
OG0000270	Syaf.g_02051	Prav.g_00395
OG0000271	Syaf.g_02043	Prav.g_00403
OG0000272	Syaf.g_02042	Prav.g_00404
OG0000273	Syaf.g_01392	Prav.g_00427
OG0000274	Syaf.g_01391	Prav.g_00428
OG0000275	Syaf.g_01386	Prav.g_00430
OG0000276	Syaf.g_01379	Prav.g_00435
OG0000277	Syaf.g_01378	Prav.g_00436
OG0000278	Syaf.g_01375	Prav.g_00439
OG0000279	Syaf.g_01367	Prav.g_00446
OG0000280	Syaf.g_01337	Prav.g_00447
OG0000281	Syaf.g_01636	Prav.g_00452
OG0000282	Syaf.g_02101	Prav.g_00501
OG0000283	Syaf.g_01804	Prav.g_00533
OG0000284	Syaf.g_01810	Prav.g_00538
OG0000285	Syaf.g_01842	Prav.g_00543
OG0000286	Syaf.g_01860	Prav.g_00555
OG0000288	Syaf.g_01929	Prav.g_00906
OG0000289	Syaf.g_01943	Prav.g_00917
OG0000290	Syaf.g_01439	Prav.g_00930
OG0000291	Syaf.g_01441	Prav.g_00932
OG0000292	Syaf.g_00505	Prav.g_00261
OG0000293	Syaf.g_01277	Prav.g_00056
OG0000294	Syaf.g_01278	Prav.g_00057
OG0000295	Syaf.g_01316	Prav.g_00077
OG0000296	Syaf.g_01318	Prav.g_01867
OG0000297	Syaf.g_01607	Prav.g_01859
OG0000298	Syaf.g_01606	Prav.g_01858
OG0000299	Syaf.g_01578	Prav.g_01841
OG0000300	Syaf.g_01571	Prav.g_01838
OG0000301	Syaf.g_01570	Prav.g_00955, Prav.g_01837
OG0000302	Syaf.g_01568	Prav.g_01835
OG0000303	Syaf.g_01559	Prav.g_01828
OG0000304	Syaf.g_01551	Prav.g_01824
OG0000305	Syaf.g_01444	Prav.g_01465
OG0000306	Syaf.g_01332	Prav.g_01468
OG0000307	Syaf.g_02742	Prav.g_01482
OG0000308	Syaf.g_02744	Prav.g_01483
OG0000309	Syaf.g_02749	Prav.g_01487
OG0000310	Syaf.g_02387	Prav.g_01563
OG0000311	Syaf.g_02391	Prav.g_01565
OG0000312	Syaf.g_02397	Prav.g_01568
OG0000313	Syaf.g_02421	Prav.g_01582
OG0000314	Syaf.g_02458	Prav.g_01605
OG0000315	Syaf.g_02468	Prav.g_01615
OG0000316	Syaf.g_01088	Prav.g_01635
OG0000317	Syaf.g_01040	Prav.g_01759
OG0000318	Syaf.g_01032	Prav.g_01762
OG0000319	Syaf.g_01015	Prav.g_01775
OG0000320	Syaf.g_01013	Prav.g_01777
OG0000321	Syaf.g_01012	Prav.g_01778
OG0000322	Syaf.g_01011	Prav.g_01779
OG0000323	Syaf.g_00997	Prav.g_01788
OG0000324	Syaf.g_01164	Prav.g_01815
OG0000325	Syaf.g_00176	Prav.g_00269
OG0000326	Syaf.g_00169	Prav.g_00275
OG0000327	Syaf.g_00138	Prav.g_00591
OG0000328	Syaf.g_00137	Prav.g_00592
OG0000329	Syaf.g_00119	Prav.g_00609
OG0000330	Syaf.g_00118	Prav.g_00610
OG0000331	Syaf.g_00117	Prav.g_00611
OG0000332	Syaf.g_00102	Prav.g_00625
OG0000333	Syaf.g_00099	Prav.g_00627
OG0000334	Syaf.g_00090	Prav.g_00635
OG0000335	Syaf.g_00085	Prav.g_00640
OG0000336	Syaf.g_00081	Prav.g_00644
OG0000337	Syaf.g_00344	Prav.g_00661
OG0000338	Syaf.g_00348	Prav.g_00662
OG0000339	Syaf.g_00355	Prav.g_00666
OG0000340	Syaf.g_00366	Prav.g_00674
OG0000341	Syaf.g_00368	Prav.g_00676
OG0000342	Syaf.g_00369	Prav.g_00677
OG0000343	Syaf.g_00370	Prav.g_00678
OG0000344	Syaf.g_00374	Prav.g_00681
OG0000345	Syaf.g_00384	Prav.g_00686
OG0000346	Syaf.g_00389	Prav.g_00690
OG0000347	Syaf.g_00415	Prav.g_00706
OG0000348	Syaf.g_00427	Prav.g_00715
OG0000349	Syaf.g_00445	Prav.g_00732
OG0000350	Syaf.g_00162	Prav.g_00751
OG0000351	Syaf.g_00528	Prav.g_00768
OG0000352	Syaf.g_00527	Prav.g_00769
OG0000353	Syaf.g_00499	Prav.g_00785
OG0000354	Syaf.g_00479	Prav.g_01352
OG0000355	Syaf.g_00497	Prav.g_00787
OG0000356	Syaf.g_00496	Prav.g_00788
OG0000357	Syaf.g_00495	Prav.g_00789
OG0000358	Syaf.g_00491	Prav.g_00793
OG0000359	Syaf.g_00489	Prav.g_00794
OG0000360	Syaf.g_00488	Prav.g_00795
OG0000361	Syaf.g_00487	Prav.g_00078
OG0000362	Syaf.g_00485	Prav.g_00080
OG0000363	Syaf.g_00483	Prav.g_00082
OG0000364	Syaf.g_00482	Prav.g_00083
OG0000365	Syaf.g_00473	Prav.g_00088
OG0000366	Syaf.g_00472	Prav.g_00089
OG0000367	Syaf.g_00471	Prav.g_00090
OG0000368	Syaf.g_00469	Prav.g_00092
OG0000369	Syaf.g_00468	Prav.g_00093
OG0000370	Syaf.g_00467	Prav.g_00094
OG0000371	Syaf.g_00458	Prav.g_00100
OG0000372	Syaf.g_00453	Prav.g_00103
OG0000373	Syaf.g_00452	Prav.g_00104
OG0000374	Syaf.g_00451	Prav.g_00105
OG0000375	Syaf.g_00449	Prav.g_00111
OG0000376	Syaf.g_00447	Prav.g_00113
OG0000377	Syaf.g_00654	Prav.g_00116
OG0000378	Syaf.g_00668	Prav.g_00118
OG0000379	Syaf.g_00686	Prav.g_00121
OG0000380	Syaf.g_00965	Prav.g_00131
OG0000381	Syaf.g_00962	Prav.g_00135
OG0000382	Syaf.g_00945	Prav.g_00146
OG0000383	Syaf.g_00941	Prav.g_00148
OG0000384	Syaf.g_00940	Prav.g_00149
OG0000385	Syaf.g_00939	Prav.g_00150
OG0000386	Syaf.g_00938	Prav.g_00151
OG0000387	Syaf.g_00912	Prav.g_00164
OG0000388	Syaf.g_00908	Prav.g_00167
OG0000389	Syaf.g_00904	Prav.g_00171
OG0000390	Syaf.g_00883	Prav.g_00178
OG0000391	Syaf.g_00878	Prav.g_00181
OG0000392	Syaf.g_00872	Prav.g_00185
OG0000393	Syaf.g_00870	Prav.g_00187
OG0000394	Syaf.g_00869	Prav.g_00188
OG0000395	Syaf.g_00868	Prav.g_00189
OG0000396	Syaf.g_00865	Prav.g_00192
OG0000397	Syaf.g_00863	Prav.g_00194
OG0000398	Syaf.g_00858	Prav.g_00196
OG0000399	Syaf.g_00857	Prav.g_00197
OG0000400	Syaf.g_00856	Prav.g_00198
OG0000401	Syaf.g_00855	Prav.g_00199
OG0000402	Syaf.g_00852	Prav.g_00201
OG0000403	Syaf.g_00851	Prav.g_00202
OG0000404	Syaf.g_00850	Prav.g_00203
OG0000405	Syaf.g_00835	Prav.g_00207
OG0000406	Syaf.g_00831	Prav.g_00214
OG0000407	Syaf.g_00830	Prav.g_00215
OG0000409	Syaf.g_00826	Prav.g_00886
OG0000410	Syaf.g_00825	Prav.g_00885
OG0000411	Syaf.g_00824	Prav.g_00884
OG0000412	Syaf.g_00823	Prav.g_00883
OG0000413	Syaf.g_00821	Prav.g_00882
OG0000414	Syaf.g_00820	Prav.g_00881
OG0000415	Syaf.g_00819	Prav.g_00880
OG0000416	Syaf.g_00818	Prav.g_00879
OG0000417	Syaf.g_00817	Prav.g_00878
OG0000418	Syaf.g_00812	Prav.g_00873
OG0000419	Syaf.g_00810	Prav.g_00871
OG0000420	Syaf.g_00808	Prav.g_00870
OG0000421	Syaf.g_00803	Prav.g_00865
OG0000422	Syaf.g_00802	Prav.g_00864
OG0000423	Syaf.g_00801	Prav.g_00863
OG0000424	Syaf.g_00800	Prav.g_00862
OG0000425	Syaf.g_00799	Prav.g_00861
OG0000426	Syaf.g_00798	Prav.g_00860
OG0000427	Syaf.g_00797	Prav.g_00859
OG0000428	Syaf.g_00794	Prav.g_00857
OG0000429	Syaf.g_00792	Prav.g_00856
OG0000430	Syaf.g_00790	Prav.g_00855
OG0000431	Syaf.g_00786	Prav.g_00853
OG0000432	Syaf.g_00779	Prav.g_00850
OG0000433	Syaf.g_00777	Prav.g_00849
OG0000434	Syaf.g_00776	Prav.g_00848
OG0000435	Syaf.g_00772	Prav.g_00847
OG0000436	Syaf.g_00767	Prav.g_00842
OG0000437	Syaf.g_00766	Prav.g_00841
OG0000438	Syaf.g_00765	Prav.g_00840
OG0000439	Syaf.g_00763	Prav.g_00838
OG0000440	Syaf.g_00762	Prav.g_00837
OG0000441	Syaf.g_00756	Prav.g_00834
OG0000442	Syaf.g_00743	Prav.g_00833
OG0000443	Syaf.g_00739	Prav.g_00832
OG0000444	Syaf.g_00733	Prav.g_00827
OG0000445	Syaf.g_00729	Prav.g_00826
OG0000446	Syaf.g_00728	Prav.g_00825
OG0000447	Syaf.g_00725	Prav.g_00824
OG0000448	Syaf.g_00724	Prav.g_00823
OG0000449	Syaf.g_00723	Prav.g_00822
OG0000450	Syaf.g_00717	Prav.g_00821
OG0000451	Syaf.g_00716	Prav.g_00820
OG0000452	Syaf.g_00712	Prav.g_00817
OG0000453	Syaf.g_00711	Prav.g_00816
OG0000454	Syaf.g_00710	Prav.g_00815
OG0000455	Syaf.g_00709	Prav.g_00814
OG0000456	Syaf.g_00708	Prav.g_00813
OG0000457	Syaf.g_00706	Prav.g_00812
OG0000458	Syaf.g_00705	Prav.g_00811
OG0000459	Syaf.g_00704	Prav.g_00810
OG0000460	Syaf.g_02789	Prav.g_00803
OG0000461	Syaf.g_00183	Prav.g_01889
OG0000462	Syaf.g_00186	Prav.g_01891
OG0000463	Syaf.g_00187	Prav.g_01892
OG0000464	Syaf.g_00188	Prav.g_01893
OG0000465	Syaf.g_00190	Prav.g_01894
OG0000466	Syaf.g_00194	Prav.g_01897
OG0000467	Syaf.g_00196	Prav.g_01898
OG0000468	Syaf.g_00206	Prav.g_01900
OG0000469	Syaf.g_00220	Prav.g_01909
OG0000470	Syaf.g_00222	Prav.g_01911
OG0000471	Syaf.g_00223	Prav.g_01912
OG0000472	Syaf.g_00225	Prav.g_01913
OG0000473	Syaf.g_00227	Prav.g_01915
OG0000474	Syaf.g_00228	Prav.g_01916
OG0000475	Syaf.g_00229	Prav.g_01917
OG0000476	Syaf.g_00231	Prav.g_01918
OG0000477	Syaf.g_00237	Prav.g_01921
OG0000478	Syaf.g_00238	Prav.g_01922
OG0000479	Syaf.g_00239	Prav.g_01923
OG0000480	Syaf.g_00247	Prav.g_01928
OG0000481	Syaf.g_00249	Prav.g_01930
OG0000482	Syaf.g_00250	Prav.g_01931
OG0000483	Syaf.g_00254	Prav.g_01934
OG0000484	Syaf.g_00255	Prav.g_01935
OG0000485	Syaf.g_00256	Prav.g_01936
OG0000486	Syaf.g_00257	Prav.g_01937
OG0000487	Syaf.g_00263	Prav.g_01941
OG0000488	Syaf.g_00267	Prav.g_01944
OG0000489	Syaf.g_00274	Prav.g_01949
OG0000490	Syaf.g_00284	Prav.g_01954
OG0000491	Syaf.g_00285	Prav.g_01955
OG0000492	Syaf.g_00288	Prav.g_01957
OG0000493	Syaf.g_00289	Prav.g_01958
OG0000494	Syaf.g_00290	Prav.g_01959
OG0000495	Syaf.g_00291	Prav.g_01960
OG0000496	Syaf.g_00292	Prav.g_01961
OG0000497	Syaf.g_00293	Prav.g_01962
OG0000498	Syaf.g_00294	Prav.g_01963
OG0000499	Syaf.g_00295	Prav.g_01964
OG0000500	Syaf.g_00296	Prav.g_01965
OG0000501	Syaf.g_00299	Prav.g_01967
OG0000502	Syaf.g_00319	Prav.g_01970
OG0000503	Syaf.g_00023	Prav.g_01980
OG0000504	Syaf.g_00021	Prav.g_01981
OG0000505	Syaf.g_00020	Prav.g_01982
OG0000506	Syaf.g_00018	Prav.g_01984
OG0000507	Syaf.g_00012	Prav.g_01987
OG0000508	Syaf.g_00008	Prav.g_01991
OG0000509	Syaf.g_00006	Prav.g_01993
OG0000510	Syaf.g_00005	Prav.g_01994
OG0000511	Syaf.g_00004	Prav.g_01995
OG0000512	Syaf.g_00002	Prav.g_01997
OG0000513	Syaf.g_02803	Prav.g_00977
OG0000514	Syaf.g_02796	Prav.g_01030
OG0000515	Syaf.g_02795	Prav.g_01031
OG0000516	Syaf.g_01219	Prav.g_01032
OG0000517	Syaf.g_01213	Prav.g_01034
OG0000518	Syaf.g_01230	Prav.g_01045
OG0000519	Syaf.g_01231	Prav.g_01046
OG0000520	Syaf.g_01235	Prav.g_01047
OG0000521	Syaf.g_02542	Prav.g_01052
OG0000522	Syaf.g_02538	Prav.g_01053
OG0000523	Syaf.g_02537	Prav.g_01054
OG0000524	Syaf.g_02531	Prav.g_01059
OG0000525	Syaf.g_02507	Prav.g_01062
OG0000526	Syaf.g_02504	Prav.g_01063
OG0000527	Syaf.g_02500	Prav.g_01071
OG0000528	Syaf.g_02728	Prav.g_01076
OG0000529	Syaf.g_02720	Prav.g_01079
OG0000530	Syaf.g_02717	Prav.g_01082
OG0000531	Syaf.g_02716	Prav.g_01083
OG0000532	Syaf.g_02713	Prav.g_01085
OG0000533	Syaf.g_02712	Prav.g_01086
OG0000534	Syaf.g_02711	Prav.g_01087
OG0000535	Syaf.g_02710	Prav.g_01088
OG0000536	Syaf.g_02709	Prav.g_01089
OG0000537	Syaf.g_02708	Prav.g_01090
OG0000538	Syaf.g_02697	Prav.g_01098
OG0000539	Syaf.g_02696	Prav.g_01099
OG0000540	Syaf.g_02695	Prav.g_01100
OG0000541	Syaf.g_02694	Prav.g_01101
OG0000542	Syaf.g_02691	Prav.g_01103
OG0000543	Syaf.g_02689	Prav.g_01105
OG0000544	Syaf.g_02688	Prav.g_01106
OG0000545	Syaf.g_02686	Prav.g_01108
OG0000546	Syaf.g_02684	Prav.g_01111
OG0000547	Syaf.g_02682	Prav.g_01113
OG0000548	Syaf.g_02681	Prav.g_01114
OG0000549	Syaf.g_02676	Prav.g_01116
OG0000550	Syaf.g_02671	Prav.g_01121
OG0000551	Syaf.g_02666	Prav.g_01125
OG0000552	Syaf.g_02665	Prav.g_01126
OG0000553	Syaf.g_02663	Prav.g_01127
OG0000554	Syaf.g_02653	Prav.g_01132
OG0000555	Syaf.g_02635	Prav.g_01140
OG0000556	Syaf.g_02630	Prav.g_01142
OG0000557	Syaf.g_02628	Prav.g_01143
OG0000558	Syaf.g_02626	Prav.g_01145
OG0000559	Syaf.g_02622	Prav.g_01149
OG0000560	Syaf.g_02619	Prav.g_01152
OG0000561	Syaf.g_02618	Prav.g_01153
OG0000562	Syaf.g_02617	Prav.g_01154
OG0000563	Syaf.g_02616	Prav.g_01155
OG0000564	Syaf.g_02615	Prav.g_01156
OG0000565	Syaf.g_02612	Prav.g_01159
OG0000566	Syaf.g_02608	Prav.g_01161
OG0000567	Syaf.g_02604	Prav.g_01165
OG0000568	Syaf.g_02599	Prav.g_01166
