Orthogroup	Syaf	Prad
OG0000269	Syaf.g_02054	Prad.g_01141
OG0000270	Syaf.g_02051	Prad.g_01144
OG0000271	Syaf.g_02043	Prad.g_01152
OG0000272	Syaf.g_02042	Prad.g_01153
OG0000273	Syaf.g_01392	Prad.g_01176
OG0000274	Syaf.g_01391	Prad.g_01177
OG0000275	Syaf.g_01386	Prad.g_01180
OG0000276	Syaf.g_01379	Prad.g_01185
OG0000277	Syaf.g_01378	Prad.g_00308
OG0000278	Syaf.g_01375	Prad.g_00305
OG0000279	Syaf.g_01367	Prad.g_00298
OG0000280	Syaf.g_01337	Prad.g_00297
OG0000281	Syaf.g_01636	Prad.g_00292
OG0000282	Syaf.g_02101	Prad.g_00243
OG0000283	Syaf.g_01804	Prad.g_00209
OG0000284	Syaf.g_01810	Prad.g_00204
OG0000285	Syaf.g_01842	Prad.g_00199
OG0000286	Syaf.g_01860	Prad.g_00187
OG0000288	Syaf.g_01929	Prad.g_00140
OG0000289	Syaf.g_01943	Prad.g_01035
OG0000290	Syaf.g_01439	Prad.g_01021
OG0000291	Syaf.g_01441	Prad.g_01019
OG0000292	Syaf.g_00505	Prad.g_00972
OG0000293	Syaf.g_01277	Prad.g_01505
OG0000294	Syaf.g_01278	Prad.g_01504
OG0000295	Syaf.g_01316	Prad.g_01484
OG0000296	Syaf.g_01318	Prad.g_01482
OG0000297	Syaf.g_01607	Prad.g_01474
OG0000298	Syaf.g_01606	Prad.g_01473
OG0000299	Syaf.g_01578	Prad.g_01455
OG0000300	Syaf.g_01571	Prad.g_01452
OG0000301	Syaf.g_01570	Prad.g_01451
OG0000302	Syaf.g_01568	Prad.g_01449
OG0000303	Syaf.g_01559	Prad.g_01442
OG0000304	Syaf.g_01551	Prad.g_01438
OG0000305	Syaf.g_01444	Prad.g_00602
OG0000306	Syaf.g_01332	Prad.g_00599
OG0000307	Syaf.g_02742	Prad.g_00585
OG0000308	Syaf.g_02744	Prad.g_00584
OG0000309	Syaf.g_02749	Prad.g_00580
OG0000310	Syaf.g_02387	Prad.g_00530
OG0000311	Syaf.g_02391	Prad.g_00528
OG0000312	Syaf.g_02397	Prad.g_00525
OG0000313	Syaf.g_02421	Prad.g_00511
OG0000314	Syaf.g_02458	Prad.g_00487
OG0000315	Syaf.g_02468	Prad.g_00477
OG0000316	Syaf.g_01088	Prad.g_00457
OG0000317	Syaf.g_01040	Prad.g_00943
OG0000318	Syaf.g_01032	Prad.g_00940
OG0000319	Syaf.g_01015	Prad.g_00927
OG0000320	Syaf.g_01013	Prad.g_00925
OG0000321	Syaf.g_01012	Prad.g_00924
OG0000322	Syaf.g_01011	Prad.g_00923
OG0000323	Syaf.g_00997	Prad.g_00914
OG0000324	Syaf.g_01164	Prad.g_00887
OG0000325	Syaf.g_00176	Prad.g_00878
OG0000326	Syaf.g_00169	Prad.g_00872
OG0000327	Syaf.g_00138	Prad.g_00848
OG0000328	Syaf.g_00137	Prad.g_00847
OG0000329	Syaf.g_00119	Prad.g_00830
OG0000330	Syaf.g_00118	Prad.g_00829
OG0000331	Syaf.g_00117	Prad.g_00828
OG0000332	Syaf.g_00102	Prad.g_00814
OG0000333	Syaf.g_00099	Prad.g_00812
OG0000334	Syaf.g_00090	Prad.g_00804
OG0000335	Syaf.g_00085	Prad.g_00799
OG0000336	Syaf.g_00081	Prad.g_00795
OG0000337	Syaf.g_00344	Prad.g_00779
OG0000338	Syaf.g_00348	Prad.g_00778
OG0000339	Syaf.g_00355	Prad.g_00774
OG0000340	Syaf.g_00366	Prad.g_00766, Prad.g_01294
OG0000341	Syaf.g_00368	Prad.g_00764
OG0000342	Syaf.g_00369	Prad.g_00763
OG0000343	Syaf.g_00370	Prad.g_00762
OG0000344	Syaf.g_00374	Prad.g_01639
OG0000345	Syaf.g_00384	Prad.g_01634
OG0000346	Syaf.g_00389	Prad.g_01630
OG0000347	Syaf.g_00415	Prad.g_01615
OG0000348	Syaf.g_00427	Prad.g_01606
OG0000349	Syaf.g_00445	Prad.g_01589
OG0000350	Syaf.g_00162	Prad.g_01570
OG0000351	Syaf.g_00528	Prad.g_01553
OG0000352	Syaf.g_00527	Prad.g_01552
OG0000353	Syaf.g_00499	Prad.g_01537
OG0000354	Syaf.g_00479	Prad.g_01041
OG0000355	Syaf.g_00497	Prad.g_01535
OG0000356	Syaf.g_00496	Prad.g_01534
OG0000357	Syaf.g_00495	Prad.g_01533
OG0000358	Syaf.g_00491	Prad.g_01529
OG0000359	Syaf.g_00489	Prad.g_01528
OG0000360	Syaf.g_00488	Prad.g_01527
OG0000361	Syaf.g_00487	Prad.g_01976
OG0000362	Syaf.g_00485	Prad.g_01974
OG0000363	Syaf.g_00483	Prad.g_01972
OG0000364	Syaf.g_00482	Prad.g_01971
OG0000365	Syaf.g_00473	Prad.g_01966
OG0000366	Syaf.g_00472	Prad.g_01965
OG0000367	Syaf.g_00471	Prad.g_01964
OG0000368	Syaf.g_00469	Prad.g_01962
OG0000369	Syaf.g_00468	Prad.g_01961
OG0000370	Syaf.g_00467	Prad.g_01960
OG0000371	Syaf.g_00458	Prad.g_01954
OG0000372	Syaf.g_00453	Prad.g_01951
OG0000373	Syaf.g_00452	Prad.g_01950
OG0000374	Syaf.g_00451	Prad.g_01949
OG0000375	Syaf.g_00449	Prad.g_01947
OG0000376	Syaf.g_00447	Prad.g_01945
OG0000377	Syaf.g_00654	Prad.g_01941
OG0000378	Syaf.g_00668	Prad.g_01939
OG0000379	Syaf.g_00686	Prad.g_01936
OG0000380	Syaf.g_00965	Prad.g_01927
OG0000381	Syaf.g_00962	Prad.g_01923
OG0000382	Syaf.g_00945	Prad.g_01912
OG0000383	Syaf.g_00941	Prad.g_01910
OG0000384	Syaf.g_00940	Prad.g_01909
OG0000385	Syaf.g_00939	Prad.g_01908
OG0000386	Syaf.g_00938	Prad.g_01907
OG0000387	Syaf.g_00912	Prad.g_01894
OG0000388	Syaf.g_00908	Prad.g_01891
OG0000389	Syaf.g_00904	Prad.g_01887
OG0000390	Syaf.g_00883	Prad.g_00011, Prad.g_01880
OG0000391	Syaf.g_00878	Prad.g_01877
OG0000392	Syaf.g_00872	Prad.g_01873
OG0000393	Syaf.g_00870	Prad.g_01871
OG0000394	Syaf.g_00869	Prad.g_01870
OG0000395	Syaf.g_00868	Prad.g_01869
OG0000396	Syaf.g_00865	Prad.g_01866
OG0000397	Syaf.g_00863	Prad.g_01864
OG0000398	Syaf.g_00858	Prad.g_01862
OG0000399	Syaf.g_00857	Prad.g_01861
OG0000400	Syaf.g_00856	Prad.g_01860
OG0000401	Syaf.g_00855	Prad.g_01859
OG0000402	Syaf.g_00852	Prad.g_01857
OG0000403	Syaf.g_00851	Prad.g_01856
OG0000404	Syaf.g_00850	Prad.g_01855
OG0000405	Syaf.g_00835	Prad.g_01851
OG0000406	Syaf.g_00831	Prad.g_01844
OG0000407	Syaf.g_00830	Prad.g_01843
OG0000408	Syaf.g_00828	Prad.g_01841
OG0000409	Syaf.g_00826	Prad.g_01839
OG0000410	Syaf.g_00825	Prad.g_01838
OG0000411	Syaf.g_00824	Prad.g_01837
OG0000412	Syaf.g_00823	Prad.g_01836
OG0000413	Syaf.g_00821	Prad.g_01835
OG0000414	Syaf.g_00820	Prad.g_01834
OG0000415	Syaf.g_00819	Prad.g_01833
OG0000416	Syaf.g_00818	Prad.g_01832
OG0000417	Syaf.g_00817	Prad.g_01831
OG0000418	Syaf.g_00812	Prad.g_01826
OG0000419	Syaf.g_00810	Prad.g_01824
OG0000420	Syaf.g_00808	Prad.g_01823
OG0000421	Syaf.g_00803	Prad.g_01818
OG0000422	Syaf.g_00802	Prad.g_01817
OG0000423	Syaf.g_00801	Prad.g_01816
OG0000424	Syaf.g_00800	Prad.g_01815
OG0000425	Syaf.g_00799	Prad.g_01814
OG0000426	Syaf.g_00798	Prad.g_01813
OG0000427	Syaf.g_00797	Prad.g_01812
OG0000428	Syaf.g_00794	Prad.g_01810
OG0000429	Syaf.g_00792	Prad.g_01809
OG0000430	Syaf.g_00790	Prad.g_01808
OG0000431	Syaf.g_00786	Prad.g_01806
OG0000432	Syaf.g_00779	Prad.g_01803
OG0000433	Syaf.g_00777	Prad.g_01802
OG0000434	Syaf.g_00776	Prad.g_01801
OG0000435	Syaf.g_00772	Prad.g_01800
OG0000436	Syaf.g_00767	Prad.g_01795
OG0000437	Syaf.g_00766	Prad.g_01794
OG0000438	Syaf.g_00765	Prad.g_01793
OG0000439	Syaf.g_00763	Prad.g_01791
OG0000440	Syaf.g_00762	Prad.g_01790
OG0000441	Syaf.g_00756	Prad.g_01787
OG0000442	Syaf.g_00743	Prad.g_01786
OG0000443	Syaf.g_00739	Prad.g_01785
OG0000444	Syaf.g_00733	Prad.g_01780
OG0000445	Syaf.g_00729	Prad.g_01779
OG0000446	Syaf.g_00728	Prad.g_01778
OG0000447	Syaf.g_00725	Prad.g_01777
OG0000448	Syaf.g_00724	Prad.g_01776
OG0000449	Syaf.g_00723	Prad.g_01775
OG0000450	Syaf.g_00717	Prad.g_01774
OG0000451	Syaf.g_00716	Prad.g_01773
OG0000452	Syaf.g_00712	Prad.g_01770
OG0000453	Syaf.g_00711	Prad.g_01769
OG0000454	Syaf.g_00710	Prad.g_01768
OG0000455	Syaf.g_00709	Prad.g_01767
OG0000456	Syaf.g_00708	Prad.g_01766
OG0000457	Syaf.g_00706	Prad.g_01765
OG0000458	Syaf.g_00705	Prad.g_01764
OG0000459	Syaf.g_00704	Prad.g_01763
OG0000460	Syaf.g_02789	Prad.g_01756
OG0000461	Syaf.g_00183	Prad.g_01749
OG0000462	Syaf.g_00186	Prad.g_01747
OG0000463	Syaf.g_00187	Prad.g_01746
OG0000464	Syaf.g_00188	Prad.g_01745
OG0000465	Syaf.g_00190	Prad.g_01744
OG0000466	Syaf.g_00194	Prad.g_01741
OG0000467	Syaf.g_00196	Prad.g_01740
OG0000468	Syaf.g_00206	Prad.g_01738
OG0000469	Syaf.g_00220	Prad.g_01729
OG0000470	Syaf.g_00222	Prad.g_01727
OG0000471	Syaf.g_00223	Prad.g_01726
OG0000472	Syaf.g_00225	Prad.g_01725
OG0000473	Syaf.g_00227	Prad.g_01723
OG0000474	Syaf.g_00228	Prad.g_01722
OG0000475	Syaf.g_00229	Prad.g_01721
OG0000476	Syaf.g_00231	Prad.g_01720
OG0000477	Syaf.g_00237	Prad.g_01716
OG0000478	Syaf.g_00238	Prad.g_01715
OG0000479	Syaf.g_00239	Prad.g_01714
OG0000480	Syaf.g_00247	Prad.g_01709
OG0000481	Syaf.g_00249	Prad.g_01707
OG0000482	Syaf.g_00250	Prad.g_01706
OG0000483	Syaf.g_00254	Prad.g_01703
OG0000484	Syaf.g_00255	Prad.g_01702
OG0000485	Syaf.g_00256	Prad.g_01701
OG0000486	Syaf.g_00257	Prad.g_01700
OG0000487	Syaf.g_00263	Prad.g_01696
OG0000488	Syaf.g_00267	Prad.g_01693
OG0000489	Syaf.g_00274	Prad.g_01688
OG0000490	Syaf.g_00284	Prad.g_01683
OG0000491	Syaf.g_00285	Prad.g_01682
OG0000492	Syaf.g_00288	Prad.g_01680
OG0000493	Syaf.g_00289	Prad.g_01679
OG0000494	Syaf.g_00290	Prad.g_01678
OG0000495	Syaf.g_00291	Prad.g_01677
OG0000496	Syaf.g_00292	Prad.g_01676
OG0000497	Syaf.g_00293	Prad.g_01675
OG0000498	Syaf.g_00294	Prad.g_01674
OG0000499	Syaf.g_00295	Prad.g_01673
OG0000500	Syaf.g_00296	Prad.g_01672
OG0000501	Syaf.g_00299	Prad.g_01670
OG0000502	Syaf.g_00319	Prad.g_01667
OG0000503	Syaf.g_00023	Prad.g_01657
OG0000504	Syaf.g_00021	Prad.g_01656
OG0000505	Syaf.g_00020	Prad.g_01655
OG0000506	Syaf.g_00018	Prad.g_01653
OG0000507	Syaf.g_00012	Prad.g_01650
OG0000508	Syaf.g_00008	Prad.g_01646
OG0000509	Syaf.g_00006	Prad.g_01644
OG0000510	Syaf.g_00005	Prad.g_01643
OG0000511	Syaf.g_00004	Prad.g_01642
OG0000512	Syaf.g_00002	Prad.g_00760
OG0000513	Syaf.g_02803	Prad.g_00753
OG0000514	Syaf.g_02796	Prad.g_00671
OG0000515	Syaf.g_02795	Prad.g_00670
OG0000516	Syaf.g_01219	Prad.g_00669
OG0000517	Syaf.g_01213	Prad.g_00667
OG0000518	Syaf.g_01230	Prad.g_00061
OG0000519	Syaf.g_01231	Prad.g_00060
OG0000520	Syaf.g_01235	Prad.g_00059
OG0000521	Syaf.g_02542	Prad.g_00054
OG0000522	Syaf.g_02538	Prad.g_00052
OG0000523	Syaf.g_02537	Prad.g_00051
OG0000524	Syaf.g_02531	Prad.g_00045
OG0000525	Syaf.g_02507	Prad.g_00042
OG0000526	Syaf.g_02504	Prad.g_00041
OG0000527	Syaf.g_02500	Prad.g_00034
OG0000528	Syaf.g_02728	Prad.g_00029
OG0000529	Syaf.g_02720	Prad.g_00026
OG0000530	Syaf.g_02717	Prad.g_00023
OG0000531	Syaf.g_02716	Prad.g_00022
OG0000532	Syaf.g_02713	Prad.g_00020
OG0000533	Syaf.g_02712	Prad.g_00019
OG0000534	Syaf.g_02711	Prad.g_00018
OG0000535	Syaf.g_02710	Prad.g_00017
OG0000536	Syaf.g_02709	Prad.g_00016
OG0000537	Syaf.g_02708	Prad.g_00015
OG0000538	Syaf.g_02697	Prad.g_00129
OG0000539	Syaf.g_02696	Prad.g_00128
OG0000540	Syaf.g_02695	Prad.g_00127
OG0000541	Syaf.g_02694	Prad.g_00126
OG0000542	Syaf.g_02691	Prad.g_00124
OG0000543	Syaf.g_02689	Prad.g_00122
OG0000544	Syaf.g_02688	Prad.g_00121
OG0000545	Syaf.g_02686	Prad.g_00119
OG0000546	Syaf.g_02684	Prad.g_00116
OG0000547	Syaf.g_02682	Prad.g_00114
OG0000548	Syaf.g_02681	Prad.g_00113
OG0000549	Syaf.g_02676	Prad.g_00111
OG0000550	Syaf.g_02671	Prad.g_00106
OG0000551	Syaf.g_02666	Prad.g_00102
OG0000552	Syaf.g_02665	Prad.g_00101
OG0000553	Syaf.g_02663	Prad.g_00100
OG0000554	Syaf.g_02653	Prad.g_00095
OG0000555	Syaf.g_02635	Prad.g_01332
OG0000556	Syaf.g_02630	Prad.g_01334
OG0000557	Syaf.g_02628	Prad.g_01335
OG0000558	Syaf.g_02626	Prad.g_01337
OG0000559	Syaf.g_02622	Prad.g_01341
OG0000560	Syaf.g_02619	Prad.g_01344
OG0000561	Syaf.g_02618	Prad.g_01345
OG0000562	Syaf.g_02617	Prad.g_01346
OG0000563	Syaf.g_02616	Prad.g_01347
OG0000564	Syaf.g_02615	Prad.g_01348
OG0000565	Syaf.g_02612	Prad.g_01351
OG0000566	Syaf.g_02608	Prad.g_01353
OG0000567	Syaf.g_02604	Prad.g_01357
OG0000568	Syaf.g_02599	Prad.g_01358
OG0000569	Syaf.g_02596	Prad.g_01359
OG0000570	Syaf.g_02595	Prad.g_01360
