Orthogroup	Syaf	Prbh
OG0000109	Syaf.g_02706	Prbh.g_00337
OG0000110	Syaf.g_02589	Prbh.g_00254
OG0000112	Syaf.g_01852	Prbh.g_01078
OG0000113	Syaf.g_02022	Prbh.g_00976
OG0000114	Syaf.g_02103	Prbh.g_00878
OG0000115	Syaf.g_02445	Prbh.g_01344
OG0000116	Syaf.g_01276	Prbh.g_01294
OG0000117	Syaf.g_01605	Prbh.g_01255
OG0000118	Syaf.g_02544	Prbh.g_01385
OG0000120	Syaf.g_00313	Prbh.g_00031
OG0000121	Syaf.g_02419	Prbh.g_00101
OG0000123	Syaf.g_00086	Prbh.g_01637
OG0000124	Syaf.g_00414	Prbh.g_01564
OG0000125	Syaf.g_00640	Prbh.g_01528
OG0000126	Syaf.g_00504	Prbh.g_01481
OG0000127	Syaf.g_01151	Prbh.g_01938
OG0000128	Syaf.g_00486	Prbh.g_01953
OG0000129	Syaf.g_00651	Prbh.g_00738
OG0000130	Syaf.g_00963	Prbh.g_00713
OG0000131	Syaf.g_00833	Prbh.g_00637
OG0000132	Syaf.g_00813	Prbh.g_00618
OG0000133	Syaf.g_01857	Prbh.g_00457
OG0000134	Syaf.g_02804	Prbh.g_00413
OG0000135	Syaf.g_00605	Prbh.g_01825
OG0000136	Syaf.g_01224	Prbh.g_00391
OG0000137	Syaf.g_02498	Prbh.g_00356
OG0000138	Syaf.g_02705	Prbh.g_00336
OG0000139	Syaf.g_02648	Prbh.g_00292
OG0000140	Syaf.g_02646	Prbh.g_00291
OG0000141	Syaf.g_02375	Prbh.g_00222
OG0000142	Syaf.g_02310	Prbh.g_01218
OG0000143	Syaf.g_02306	Prbh.g_01215
OG0000144	Syaf.g_01735	Prbh.g_01201
OG0000145	Syaf.g_02699	Prbh.g_01880
OG0000146	Syaf.g_01851	Prbh.g_01077
OG0000147	Syaf.g_01850	Prbh.g_01076
OG0000148	Syaf.g_02028	Prbh.g_00970
OG0000149	Syaf.g_01371	Prbh.g_01002
OG0000150	Syaf.g_02645	Prbh.g_01012
OG0000151	Syaf.g_02091	Prbh.g_00888
OG0000152	Syaf.g_01861	Prbh.g_01086
OG0000153	Syaf.g_01904	Prbh.g_01104
OG0000154	Syaf.g_01930	Prbh.g_01121
OG0000155	Syaf.g_01324	Prbh.g_01261
OG0000156	Syaf.g_01270	Prbh.g_01362
OG0000157	Syaf.g_01269	Prbh.g_01363
OG0000158	Syaf.g_00364	Prbh.g_01599
OG0000160	Syaf.g_02418	Prbh.g_00100
OG0000161	Syaf.g_02424	Prbh.g_01288, Prbh.g_00106
OG0000162	Syaf.g_02431	Prbh.g_00112
OG0000163	Syaf.g_01105	Prbh.g_00151
OG0000164	Syaf.g_00999	Prbh.g_01758
OG0000165	Syaf.g_01197	Prbh.g_01750
OG0000166	Syaf.g_00133	Prbh.g_01681
OG0000167	Syaf.g_00350	Prbh.g_01609
OG0000168	Syaf.g_00365	Prbh.g_01598
OG0000169	Syaf.g_00376	Prbh.g_01588
OG0000170	Syaf.g_00383	Prbh.g_01585
OG0000171	Syaf.g_00413	Prbh.g_01565
OG0000172	Syaf.g_00419	Prbh.g_01558
OG0000173	Syaf.g_00438	Prbh.g_01543
OG0000174	Syaf.g_00603	Prbh.g_01512
OG0000175	Syaf.g_00531	Prbh.g_01500
OG0000176	Syaf.g_00494	Prbh.g_01472
OG0000177	Syaf.g_00493	Prbh.g_01471
OG0000178	Syaf.g_00492	Prbh.g_01470
OG0000179	Syaf.g_00477	Prbh.g_00764
OG0000180	Syaf.g_00476	Prbh.g_00763
OG0000181	Syaf.g_00475	Prbh.g_00762
OG0000182	Syaf.g_00474	Prbh.g_00761
OG0000183	Syaf.g_00470	Prbh.g_00757
OG0000184	Syaf.g_00664	Prbh.g_00734
OG0000185	Syaf.g_00684	Prbh.g_00731
OG0000186	Syaf.g_00968	Prbh.g_00719
OG0000187	Syaf.g_00966	Prbh.g_00718
OG0000188	Syaf.g_00944	Prbh.g_00701
OG0000189	Syaf.g_00916	Prbh.g_00687
OG0000190	Syaf.g_00914	Prbh.g_00686
OG0000191	Syaf.g_00877	Prbh.g_00664
OG0000192	Syaf.g_00871	Prbh.g_00659
OG0000193	Syaf.g_00832	Prbh.g_00636
OG0000194	Syaf.g_00829	Prbh.g_00633
OG0000195	Syaf.g_00827	Prbh.g_00631
OG0000196	Syaf.g_00816	Prbh.g_00621
OG0000197	Syaf.g_00815	Prbh.g_00620
OG0000198	Syaf.g_00814	Prbh.g_00619
OG0000199	Syaf.g_00806	Prbh.g_00612
OG0000200	Syaf.g_00789	Prbh.g_00599
OG0000202	Syaf.g_00770	Prbh.g_00589
OG0000203	Syaf.g_00769	Prbh.g_00588
OG0000204	Syaf.g_00768	Prbh.g_00587
OG0000205	Syaf.g_00761	Prbh.g_00580
OG0000206	Syaf.g_00736	Prbh.g_00575
OG0000207	Syaf.g_00735	Prbh.g_00573
OG0000208	Syaf.g_00734	Prbh.g_00572
OG0000209	Syaf.g_00714	Prbh.g_00563
OG0000210	Syaf.g_00713	Prbh.g_00562
OG0000211	Syaf.g_02791	Prbh.g_00547
OG0000212	Syaf.g_02781	Prbh.g_00539
OG0000213	Syaf.g_00210	Prbh.g_00521
OG0000214	Syaf.g_00226	Prbh.g_00512
OG0000215	Syaf.g_00258	Prbh.g_00485
OG0000216	Syaf.g_00262	Prbh.g_00484
OG0000217	Syaf.g_00266	Prbh.g_00481
OG0000218	Syaf.g_00268	Prbh.g_00479
OG0000219	Syaf.g_00269	Prbh.g_00478
OG0000220	Syaf.g_00270	Prbh.g_00477
OG0000221	Syaf.g_02597, Syaf.g_00273	Prbh.g_00476
OG0000222	Syaf.g_00287	Prbh.g_00469
OG0000223	Syaf.g_00317	Prbh.g_00456
OG0000224	Syaf.g_00324	Prbh.g_00454
OG0000225	Syaf.g_00007	Prbh.g_00426
OG0000226	Syaf.g_00003	Prbh.g_00422
OG0000227	Syaf.g_00001	Prbh.g_00420
OG0000228	Syaf.g_02808	Prbh.g_00416
OG0000229	Syaf.g_01214	Prbh.g_00396
OG0000230	Syaf.g_01216	Prbh.g_00394
OG0000231	Syaf.g_01236	Prbh.g_00383
OG0000232	Syaf.g_02536	Prbh.g_00370
OG0000233	Syaf.g_02528	Prbh.g_00365
OG0000234	Syaf.g_02497	Prbh.g_00355
OG0000235	Syaf.g_02722	Prbh.g_00352
OG0000236	Syaf.g_02707	Prbh.g_00338
OG0000237	Syaf.g_02690	Prbh.g_00324
OG0000238	Syaf.g_02685	Prbh.g_00318
OG0000239	Syaf.g_02669	Prbh.g_00305
OG0000240	Syaf.g_02668	Prbh.g_00304
OG0000241	Syaf.g_02322	Prbh.g_00299
OG0000242	Syaf.g_02656	Prbh.g_00297
OG0000243	Syaf.g_02634	Prbh.g_00287
OG0000244	Syaf.g_02627	Prbh.g_00284
OG0000245	Syaf.g_02625	Prbh.g_00282
OG0000246	Syaf.g_02621	Prbh.g_00278
OG0000247	Syaf.g_02610	Prbh.g_00267
OG0000248	Syaf.g_02607	Prbh.g_00264
OG0000249	Syaf.g_02605	Prbh.g_00262
OG0000250	Syaf.g_02593	Prbh.g_00257
OG0000251	Syaf.g_02568	Prbh.g_00239
OG0000252	Syaf.g_02565	Prbh.g_00236
OG0000253	Syaf.g_02564	Prbh.g_00235
OG0000254	Syaf.g_02371	Prbh.g_00218
OG0000255	Syaf.g_02352	Prbh.g_00212
OG0000256	Syaf.g_02329	Prbh.g_01455
OG0000257	Syaf.g_02323	Prbh.g_01223
OG0000258	Syaf.g_02301	Prbh.g_01210
OG0000259	Syaf.g_02137	Prbh.g_01193
OG0000260	Syaf.g_02134	Prbh.g_01190
OG0000261	Syaf.g_02131	Prbh.g_01187
OG0000262	Syaf.g_02126	Prbh.g_01182
OG0000263	Syaf.g_01585	Prbh.g_00915
OG0000264	Syaf.g_01473	Prbh.g_00926
OG0000265	Syaf.g_01196	Prbh.g_00945
OG0000266	Syaf.g_01967	Prbh.g_01163
OG0000267	Syaf.g_01787	Prbh.g_01150
OG0000268	Syaf.g_01788	Prbh.g_01149
OG0000269	Syaf.g_02054	Prbh.g_00948
OG0000270	Syaf.g_02051	Prbh.g_00951
OG0000271	Syaf.g_02043	Prbh.g_00959
OG0000272	Syaf.g_02042	Prbh.g_00960
OG0000273	Syaf.g_01392	Prbh.g_00983
OG0000274	Syaf.g_01391	Prbh.g_00984
OG0000275	Syaf.g_01386	Prbh.g_00987
OG0000276	Syaf.g_01379	Prbh.g_00993
OG0000277	Syaf.g_01378	Prbh.g_00994
OG0000278	Syaf.g_01375	Prbh.g_00997
OG0000279	Syaf.g_01367	Prbh.g_01005
OG0000280	Syaf.g_01337	Prbh.g_01006
OG0000281	Syaf.g_01636	Prbh.g_01013
OG0000282	Syaf.g_02101	Prbh.g_00880
OG0000283	Syaf.g_01804	Prbh.g_01059
OG0000284	Syaf.g_01810	Prbh.g_01064
OG0000285	Syaf.g_01842	Prbh.g_01069
OG0000286	Syaf.g_01860	Prbh.g_01085
OG0000287	Syaf.g_01896	Prbh.g_01342
OG0000288	Syaf.g_01929	Prbh.g_01120
OG0000289	Syaf.g_01943	Prbh.g_01135
OG0000290	Syaf.g_01439	Prbh.g_01034
OG0000291	Syaf.g_01441	Prbh.g_01032
OG0000292	Syaf.g_00505	Prbh.g_01328
OG0000293	Syaf.g_01277	Prbh.g_01293
OG0000294	Syaf.g_01278	Prbh.g_01292
OG0000295	Syaf.g_01316	Prbh.g_01268
OG0000296	Syaf.g_01318	Prbh.g_01266
OG0000297	Syaf.g_01607	Prbh.g_01257
OG0000298	Syaf.g_01606	Prbh.g_01256
OG0000299	Syaf.g_01578	Prbh.g_01237
OG0000300	Syaf.g_01571	Prbh.g_01234
OG0000301	Syaf.g_01570	Prbh.g_01233
OG0000302	Syaf.g_01568	Prbh.g_01231
OG0000303	Syaf.g_01559	Prbh.g_01225
OG0000304	Syaf.g_01551	Prbh.g_01450
OG0000305	Syaf.g_01444	Prbh.g_01326
OG0000306	Syaf.g_01332	Prbh.g_01017
OG0000307	Syaf.g_02742	Prbh.g_00019
OG0000308	Syaf.g_02744	Prbh.g_00020
OG0000309	Syaf.g_02749	Prbh.g_00024
OG0000310	Syaf.g_02387	Prbh.g_00082
OG0000311	Syaf.g_02391	Prbh.g_00084
OG0000312	Syaf.g_02397	Prbh.g_00087
OG0000313	Syaf.g_02421	Prbh.g_00103
OG0000314	Syaf.g_02458	Prbh.g_00126
OG0000315	Syaf.g_02468	Prbh.g_00136
OG0000316	Syaf.g_01088	Prbh.g_00162
OG0000317	Syaf.g_01040	Prbh.g_01785
OG0000318	Syaf.g_01032	Prbh.g_01781
OG0000319	Syaf.g_01015	Prbh.g_01768
OG0000320	Syaf.g_01013	Prbh.g_01766
OG0000321	Syaf.g_01012	Prbh.g_01765
OG0000322	Syaf.g_01011	Prbh.g_01764
OG0000323	Syaf.g_00997	Prbh.g_01755
OG0000324	Syaf.g_01164	Prbh.g_01727
OG0000325	Syaf.g_00176	Prbh.g_01717
OG0000326	Syaf.g_00169	Prbh.g_01710
OG0000327	Syaf.g_00138	Prbh.g_01686
OG0000328	Syaf.g_00137	Prbh.g_01685
OG0000329	Syaf.g_00119	Prbh.g_01668
OG0000330	Syaf.g_00118	Prbh.g_01667
OG0000331	Syaf.g_00117	Prbh.g_01666
OG0000332	Syaf.g_00102	Prbh.g_01652
OG0000333	Syaf.g_00099	Prbh.g_01650
OG0000334	Syaf.g_00090	Prbh.g_01641
OG0000335	Syaf.g_00085	Prbh.g_01636
OG0000336	Syaf.g_00081	Prbh.g_01632
OG0000337	Syaf.g_00344	Prbh.g_01613
OG0000338	Syaf.g_00348	Prbh.g_01612
OG0000339	Syaf.g_00355	Prbh.g_01606
OG0000340	Syaf.g_00366	Prbh.g_01597
OG0000341	Syaf.g_00368	Prbh.g_01595
OG0000342	Syaf.g_00369	Prbh.g_01594
OG0000343	Syaf.g_00370	Prbh.g_01593
OG0000344	Syaf.g_00374	Prbh.g_01590
OG0000345	Syaf.g_00384	Prbh.g_01584
OG0000346	Syaf.g_00389	Prbh.g_01580
OG0000347	Syaf.g_00415	Prbh.g_01563
OG0000348	Syaf.g_00427	Prbh.g_01555
OG0000349	Syaf.g_00445	Prbh.g_01537
OG0000350	Syaf.g_00162	Prbh.g_01516
OG0000351	Syaf.g_00528	Prbh.g_01497
OG0000352	Syaf.g_00527	Prbh.g_01496
OG0000353	Syaf.g_00499	Prbh.g_01477
OG0000355	Syaf.g_00497	Prbh.g_01475
OG0000356	Syaf.g_00496	Prbh.g_01474
OG0000357	Syaf.g_00495	Prbh.g_01473
OG0000358	Syaf.g_00491	Prbh.g_01469
OG0000359	Syaf.g_00489	Prbh.g_01468
OG0000360	Syaf.g_00488	Prbh.g_01467
OG0000361	Syaf.g_00487	Prbh.g_01466
OG0000362	Syaf.g_00485	Prbh.g_01952
OG0000363	Syaf.g_00483	Prbh.g_00766
OG0000364	Syaf.g_00482	Prbh.g_00765
OG0000365	Syaf.g_00473	Prbh.g_00760
OG0000366	Syaf.g_00472	Prbh.g_00759
OG0000367	Syaf.g_00471	Prbh.g_00758
OG0000368	Syaf.g_00469	Prbh.g_00756
OG0000369	Syaf.g_00468	Prbh.g_00755
OG0000370	Syaf.g_00467	Prbh.g_00754
OG0000371	Syaf.g_00458	Prbh.g_00748
OG0000372	Syaf.g_00453	Prbh.g_00746
OG0000373	Syaf.g_00452	Prbh.g_00745
OG0000374	Syaf.g_00451	Prbh.g_00744
OG0000375	Syaf.g_00449	Prbh.g_00743
OG0000376	Syaf.g_00447	Prbh.g_00741
OG0000377	Syaf.g_00654	Prbh.g_00737
OG0000378	Syaf.g_00668	Prbh.g_00733
OG0000379	Syaf.g_00686	Prbh.g_00730
OG0000380	Syaf.g_00965	Prbh.g_00717
OG0000381	Syaf.g_00962	Prbh.g_00712
OG0000382	Syaf.g_00945	Prbh.g_00702
OG0000383	Syaf.g_00941	Prbh.g_00700
OG0000384	Syaf.g_00940	Prbh.g_00699
OG0000385	Syaf.g_00939	Prbh.g_00698
OG0000386	Syaf.g_00938	Prbh.g_00697
OG0000387	Syaf.g_00912	Prbh.g_00684
OG0000388	Syaf.g_00908	Prbh.g_00680
OG0000389	Syaf.g_00904	Prbh.g_00677
OG0000390	Syaf.g_00883	Prbh.g_00668
OG0000391	Syaf.g_00878	Prbh.g_00665
OG0000392	Syaf.g_00872	Prbh.g_00661
OG0000393	Syaf.g_00870	Prbh.g_00658
OG0000394	Syaf.g_00869	Prbh.g_00657
OG0000395	Syaf.g_00868	Prbh.g_00656
OG0000396	Syaf.g_00865	Prbh.g_00654
OG0000397	Syaf.g_00863	Prbh.g_00652
OG0000398	Syaf.g_00858	Prbh.g_00649
OG0000399	Syaf.g_00857	Prbh.g_00648
OG0000400	Syaf.g_00856	Prbh.g_00647
OG0000401	Syaf.g_00855	Prbh.g_00646
OG0000402	Syaf.g_00852	Prbh.g_01144
OG0000403	Syaf.g_00851	Prbh.g_00644
OG0000404	Syaf.g_00850	Prbh.g_00643
OG0000405	Syaf.g_00835	Prbh.g_00639
OG0000406	Syaf.g_00831	Prbh.g_00635
OG0000407	Syaf.g_00830	Prbh.g_00634
OG0000408	Syaf.g_00828	Prbh.g_00632
OG0000409	Syaf.g_00826	Prbh.g_00630
OG0000410	Syaf.g_00825	Prbh.g_00629
OG0000411	Syaf.g_00824	Prbh.g_00628
OG0000412	Syaf.g_00823	Prbh.g_00627
OG0000413	Syaf.g_00821	Prbh.g_00626
OG0000414	Syaf.g_00820	Prbh.g_00625
OG0000415	Syaf.g_00819	Prbh.g_00624
OG0000416	Syaf.g_00818	Prbh.g_00623
OG0000417	Syaf.g_00817	Prbh.g_00622
OG0000418	Syaf.g_00812	Prbh.g_00617
OG0000419	Syaf.g_00810	Prbh.g_00615
OG0000420	Syaf.g_00808	Prbh.g_00614
OG0000421	Syaf.g_00803	Prbh.g_00610
OG0000422	Syaf.g_00802	Prbh.g_00609
OG0000423	Syaf.g_00801	Prbh.g_00608
OG0000424	Syaf.g_00800	Prbh.g_00607
OG0000425	Syaf.g_00799	Prbh.g_00606
OG0000426	Syaf.g_00798	Prbh.g_00605
OG0000427	Syaf.g_00797	Prbh.g_00604
OG0000428	Syaf.g_00794	Prbh.g_00602
OG0000429	Syaf.g_00792	Prbh.g_00601
OG0000430	Syaf.g_00790	Prbh.g_00600
OG0000431	Syaf.g_00786	Prbh.g_00598
OG0000432	Syaf.g_00779	Prbh.g_00594
OG0000433	Syaf.g_00777	Prbh.g_00593
OG0000434	Syaf.g_00776	Prbh.g_00592
OG0000435	Syaf.g_00772	Prbh.g_00591
OG0000436	Syaf.g_00767	Prbh.g_00586
OG0000437	Syaf.g_00766	Prbh.g_00585
OG0000438	Syaf.g_00765	Prbh.g_00584
OG0000439	Syaf.g_00763	Prbh.g_00582
OG0000440	Syaf.g_00762	Prbh.g_00581
OG0000441	Syaf.g_00756	Prbh.g_00578
OG0000442	Syaf.g_00743	Prbh.g_00577
OG0000443	Syaf.g_00739	Prbh.g_00576
OG0000444	Syaf.g_00733	Prbh.g_00571
OG0000445	Syaf.g_00729	Prbh.g_00570
OG0000446	Syaf.g_00728	Prbh.g_00569
OG0000447	Syaf.g_00725	Prbh.g_00568
OG0000448	Syaf.g_00724	Prbh.g_00567
OG0000449	Syaf.g_00723	Prbh.g_00566
OG0000450	Syaf.g_00717	Prbh.g_00565
OG0000451	Syaf.g_00716	Prbh.g_00564
OG0000452	Syaf.g_00712	Prbh.g_00561
OG0000453	Syaf.g_00711	Prbh.g_00560
OG0000454	Syaf.g_00710	Prbh.g_00559
OG0000455	Syaf.g_00709	Prbh.g_00558
OG0000456	Syaf.g_00708	Prbh.g_00557
OG0000457	Syaf.g_00706	Prbh.g_00555
OG0000458	Syaf.g_00705	Prbh.g_00554
OG0000459	Syaf.g_00704	Prbh.g_00553
OG0000460	Syaf.g_02789	Prbh.g_00545
OG0000461	Syaf.g_00183	Prbh.g_00537
OG0000462	Syaf.g_00186	Prbh.g_00535
OG0000463	Syaf.g_00187	Prbh.g_00534
OG0000464	Syaf.g_00188	Prbh.g_00533
OG0000465	Syaf.g_00190	Prbh.g_00532
OG0000466	Syaf.g_00194	Prbh.g_00529
OG0000467	Syaf.g_00196	Prbh.g_00528
OG0000468	Syaf.g_00206	Prbh.g_00525
OG0000469	Syaf.g_00220	Prbh.g_00517
OG0000470	Syaf.g_00222	Prbh.g_00515
OG0000471	Syaf.g_00223	Prbh.g_00514
OG0000472	Syaf.g_00225	Prbh.g_00513
OG0000473	Syaf.g_00227	Prbh.g_00511
OG0000474	Syaf.g_00228	Prbh.g_00510
OG0000475	Syaf.g_00229	Prbh.g_00509
OG0000476	Syaf.g_00231	Prbh.g_00507
OG0000477	Syaf.g_00237	Prbh.g_00504
OG0000478	Syaf.g_00238	Prbh.g_00503
OG0000479	Syaf.g_00239	Prbh.g_00502
OG0000480	Syaf.g_00247	Prbh.g_00497
OG0000481	Syaf.g_00249	Prbh.g_00494
OG0000482	Syaf.g_00250	Prbh.g_00493
OG0000483	Syaf.g_00254	Prbh.g_00490
OG0000484	Syaf.g_00255	Prbh.g_00489
OG0000485	Syaf.g_00256	Prbh.g_00487
OG0000486	Syaf.g_00257	Prbh.g_00486
OG0000487	Syaf.g_00263	Prbh.g_00483
OG0000488	Syaf.g_00267	Prbh.g_00480
OG0000489	Syaf.g_00274	Prbh.g_00475
OG0000490	Syaf.g_00284	Prbh.g_00471
OG0000491	Syaf.g_00285	Prbh.g_00470
OG0000492	Syaf.g_00288	Prbh.g_00468
OG0000493	Syaf.g_00289	Prbh.g_00467
OG0000494	Syaf.g_00290	Prbh.g_00466
OG0000495	Syaf.g_00291	Prbh.g_00465
OG0000496	Syaf.g_00292	Prbh.g_00464
OG0000497	Syaf.g_00293	Prbh.g_00463
OG0000498	Syaf.g_00294	Prbh.g_00462
OG0000499	Syaf.g_00295	Prbh.g_00461
OG0000500	Syaf.g_00296	Prbh.g_00460
OG0000501	Syaf.g_00299	Prbh.g_00458
OG0000502	Syaf.g_00319	Prbh.g_00455
OG0000503	Syaf.g_00023	Prbh.g_00439
OG0000504	Syaf.g_00021	Prbh.g_00437
OG0000505	Syaf.g_00020	Prbh.g_00436
OG0000506	Syaf.g_00018	Prbh.g_00435
OG0000507	Syaf.g_00012	Prbh.g_00431
OG0000508	Syaf.g_00008	Prbh.g_00427
OG0000509	Syaf.g_00006	Prbh.g_00425
OG0000510	Syaf.g_00005	Prbh.g_00424
OG0000511	Syaf.g_00004	Prbh.g_00423
OG0000512	Syaf.g_00002	Prbh.g_00421
OG0000513	Syaf.g_02803	Prbh.g_00412
OG0000514	Syaf.g_02796	Prbh.g_00401
OG0000515	Syaf.g_02795	Prbh.g_00400
OG0000516	Syaf.g_01219	Prbh.g_00399
OG0000517	Syaf.g_01213	Prbh.g_00397
OG0000518	Syaf.g_01230	Prbh.g_00386
OG0000519	Syaf.g_01231	Prbh.g_00385
OG0000520	Syaf.g_01235	Prbh.g_00384
OG0000521	Syaf.g_02542	Prbh.g_00374
OG0000522	Syaf.g_02538	Prbh.g_00372
OG0000523	Syaf.g_02537	Prbh.g_00371
OG0000524	Syaf.g_02531	Prbh.g_00367
OG0000525	Syaf.g_02507	Prbh.g_00363
OG0000526	Syaf.g_02504	Prbh.g_00361
OG0000527	Syaf.g_02500	Prbh.g_00358
OG0000528	Syaf.g_02728	Prbh.g_00353
OG0000529	Syaf.g_02720	Prbh.g_00350
OG0000530	Syaf.g_02717	Prbh.g_00347
OG0000531	Syaf.g_02716	Prbh.g_00346
OG0000532	Syaf.g_02713	Prbh.g_00344
OG0000533	Syaf.g_02712	Prbh.g_00343
OG0000534	Syaf.g_02711	Prbh.g_00342
OG0000535	Syaf.g_02710	Prbh.g_00341
OG0000536	Syaf.g_02709	Prbh.g_00340
OG0000537	Syaf.g_02708	Prbh.g_00339
OG0000538	Syaf.g_02697	Prbh.g_00329
OG0000539	Syaf.g_02696	Prbh.g_00328
OG0000540	Syaf.g_02695	Prbh.g_00327
OG0000541	Syaf.g_02694	Prbh.g_00326
OG0000542	Syaf.g_02691	Prbh.g_00325
OG0000543	Syaf.g_02689	Prbh.g_00323
OG0000544	Syaf.g_02688	Prbh.g_00322
OG0000545	Syaf.g_02686	Prbh.g_00320
