Orthogroup	Syaf	Syaj
OG0000288	Syaf.g_01929	Syaj.g_00815
OG0000289	Syaf.g_01943	Syaj.g_00800
OG0000290	Syaf.g_01439	Syaj.g_00424
OG0000291	Syaf.g_01441	Syaj.g_00426
OG0000292	Syaf.g_00505	Syaj.g_02255
OG0000293	Syaf.g_01277	Syaj.g_00290
OG0000294	Syaf.g_01278	Syaj.g_00291
OG0000295	Syaf.g_01316	Syaj.g_00330
OG0000296	Syaf.g_01318	Syaj.g_00332
OG0000297	Syaf.g_01607	Syaj.g_00639
OG0000298	Syaf.g_01606	Syaj.g_00638
OG0000299	Syaf.g_01578	Syaj.g_00592
OG0000300	Syaf.g_01571	Syaj.g_00586
OG0000301	Syaf.g_01570	Syaj.g_00585
OG0000302	Syaf.g_01568	Syaj.g_00582
OG0000303	Syaf.g_01559	Syaj.g_00572
OG0000304	Syaf.g_01551	Syaj.g_00566
OG0000305	Syaf.g_01444	Syaj.g_00429
OG0000306	Syaf.g_01332	Syaj.g_01126
OG0000307	Syaf.g_02742	Syaj.g_00051
OG0000308	Syaf.g_02744	Syaj.g_00049
OG0000309	Syaf.g_02749	Syaj.g_00044
OG0000310	Syaf.g_02387	Syaj.g_01358
OG0000311	Syaf.g_02391	Syaj.g_01362
OG0000312	Syaf.g_02397	Syaj.g_01368
OG0000313	Syaf.g_02421	Syaj.g_01386
OG0000314	Syaf.g_02458	Syaj.g_01420
OG0000315	Syaf.g_02468	Syaj.g_01430
OG0000316	Syaf.g_01088	Syaj.g_01664
OG0000317	Syaf.g_01040	Syaj.g_01715
OG0000318	Syaf.g_01032	Syaj.g_01722
OG0000319	Syaf.g_01015	Syaj.g_01741
OG0000320	Syaf.g_01013	Syaj.g_01743
OG0000321	Syaf.g_01012	Syaj.g_01744
OG0000322	Syaf.g_01011	Syaj.g_01745
OG0000323	Syaf.g_00997	Syaj.g_01760
OG0000324	Syaf.g_01164	Syaj.g_01609
OG0000325	Syaf.g_00176	Syaj.g_02638
OG0000326	Syaf.g_00169	Syaj.g_02645
OG0000327	Syaf.g_00138	Syaj.g_02693
OG0000328	Syaf.g_00137	Syaj.g_02694
OG0000329	Syaf.g_00119	Syaj.g_02712
OG0000330	Syaf.g_00118	Syaj.g_02713
OG0000331	Syaf.g_00117	Syaj.g_02714
OG0000332	Syaf.g_00102	Syaj.g_02729
OG0000333	Syaf.g_00099	Syaj.g_02732
OG0000334	Syaf.g_00090	Syaj.g_02741
OG0000335	Syaf.g_00085	Syaj.g_02746
OG0000336	Syaf.g_00081	Syaj.g_02750
OG0000337	Syaf.g_00344	Syaj.g_02466
OG0000338	Syaf.g_00348	Syaj.g_02462
OG0000339	Syaf.g_00355	Syaj.g_02455
OG0000340	Syaf.g_00366	Syaj.g_02443
OG0000341	Syaf.g_00368	Syaj.g_02441
OG0000342	Syaf.g_00369	Syaj.g_02440
OG0000343	Syaf.g_00370	Syaj.g_02437
OG0000344	Syaf.g_00374	Syaj.g_02433
OG0000345	Syaf.g_00384	Syaj.g_02421
OG0000346	Syaf.g_00389	Syaj.g_02416
OG0000347	Syaf.g_00415	Syaj.g_02383
OG0000348	Syaf.g_00427	Syaj.g_02333
OG0000349	Syaf.g_00445	Syaj.g_02314
OG0000350	Syaf.g_00162	Syaj.g_02652
OG0000351	Syaf.g_00528	Syaj.g_02234
OG0000352	Syaf.g_00527	Syaj.g_02235
OG0000353	Syaf.g_00499	Syaj.g_02261
OG0000354	Syaf.g_02680	Syaj.g_00114
OG0000354	Syaf.g_00479	Syaj.g_02281
OG0000355	Syaf.g_00497	Syaj.g_02263
OG0000356	Syaf.g_00496	Syaj.g_02264
OG0000357	Syaf.g_00495	Syaj.g_02265
OG0000358	Syaf.g_00491	Syaj.g_02269
OG0000359	Syaf.g_00489	Syaj.g_02271
OG0000360	Syaf.g_00488	Syaj.g_02272
OG0000361	Syaf.g_00487	Syaj.g_02273
OG0000362	Syaf.g_00485	Syaj.g_02275
OG0000363	Syaf.g_00483	Syaj.g_02277
OG0000364	Syaf.g_00482	Syaj.g_02278
OG0000365	Syaf.g_00473	Syaj.g_02287
OG0000366	Syaf.g_00472	Syaj.g_02288
OG0000367	Syaf.g_00471	Syaj.g_02289
OG0000368	Syaf.g_00469	Syaj.g_02291
OG0000369	Syaf.g_00468	Syaj.g_02292
OG0000370	Syaf.g_00467	Syaj.g_02293
OG0000371	Syaf.g_00458	Syaj.g_02301
OG0000372	Syaf.g_00453	Syaj.g_02307
OG0000373	Syaf.g_00452	Syaj.g_02308
OG0000374	Syaf.g_00451	Syaj.g_02309
OG0000375	Syaf.g_00449	Syaj.g_02310
OG0000376	Syaf.g_00447	Syaj.g_02312
OG0000377	Syaf.g_00654	Syaj.g_02105
OG0000378	Syaf.g_00668	Syaj.g_02091
OG0000379	Syaf.g_00686	Syaj.g_02086
OG0000380	Syaf.g_00965	Syaj.g_01815
OG0000381	Syaf.g_00962	Syaj.g_01819
OG0000382	Syaf.g_00945	Syaj.g_01836
OG0000383	Syaf.g_00941	Syaj.g_01839
OG0000384	Syaf.g_00940	Syaj.g_01840
OG0000385	Syaf.g_00939	Syaj.g_01841
OG0000386	Syaf.g_00938	Syaj.g_01842
OG0000387	Syaf.g_00912	Syaj.g_01878
OG0000388	Syaf.g_00908	Syaj.g_01882
OG0000389	Syaf.g_00904	Syaj.g_01886
OG0000390	Syaf.g_00883	Syaj.g_01904
OG0000391	Syaf.g_00878	Syaj.g_01909
OG0000392	Syaf.g_00872	Syaj.g_01918
OG0000393	Syaf.g_00870	Syaj.g_01922
OG0000394	Syaf.g_00869	Syaj.g_01923
OG0000395	Syaf.g_00868	Syaj.g_01924
OG0000396	Syaf.g_00865	Syaj.g_01928
OG0000397	Syaf.g_00863	Syaj.g_01930
OG0000398	Syaf.g_00858	Syaj.g_01935
OG0000399	Syaf.g_00857	Syaj.g_01936
OG0000400	Syaf.g_00856	Syaj.g_01937
OG0000401	Syaf.g_00855	Syaj.g_01938
OG0000402	Syaf.g_00852	Syaj.g_01940
OG0000403	Syaf.g_00851	Syaj.g_01941
OG0000404	Syaf.g_00850	Syaj.g_01943
OG0000405	Syaf.g_00835	Syaj.g_01961
OG0000406	Syaf.g_00831	Syaj.g_01966
OG0000407	Syaf.g_00830	Syaj.g_01967
OG0000408	Syaf.g_00828	Syaj.g_01970
OG0000409	Syaf.g_00826	Syaj.g_01972
OG0000410	Syaf.g_00825	Syaj.g_01973
OG0000411	Syaf.g_00824	Syaj.g_01974
OG0000412	Syaf.g_00823	Syaj.g_01975
OG0000413	Syaf.g_00821	Syaj.g_01977
OG0000415	Syaf.g_00819	Syaj.g_01978
OG0000416	Syaf.g_00818	Syaj.g_01979
OG0000417	Syaf.g_00817	Syaj.g_01980
OG0000418	Syaf.g_00812	Syaj.g_01985
OG0000419	Syaf.g_00810	Syaj.g_01987
OG0000420	Syaf.g_00808	Syaj.g_01989
OG0000421	Syaf.g_00803	Syaj.g_01994
OG0000422	Syaf.g_00802	Syaj.g_01995
OG0000423	Syaf.g_00801	Syaj.g_01996
OG0000424	Syaf.g_00800	Syaj.g_01997
OG0000425	Syaf.g_00799	Syaj.g_01998
OG0000426	Syaf.g_00798	Syaj.g_01999
OG0000427	Syaf.g_00797	Syaj.g_02000
OG0000428	Syaf.g_00794	Syaj.g_02003
OG0000429	Syaf.g_00792	Syaj.g_02005
OG0000430	Syaf.g_00790	Syaj.g_02007
OG0000431	Syaf.g_00786	Syaj.g_02010
OG0000432	Syaf.g_00779	Syaj.g_02017
OG0000433	Syaf.g_00777	Syaj.g_02020
OG0000434	Syaf.g_00776	Syaj.g_02021
OG0000435	Syaf.g_00772	Syaj.g_02023
OG0000436	Syaf.g_00767	Syaj.g_02029
OG0000437	Syaf.g_00766	Syaj.g_02030
OG0000438	Syaf.g_00765	Syaj.g_02031
OG0000439	Syaf.g_00763	Syaj.g_02033
OG0000440	Syaf.g_00762	Syaj.g_02034
OG0000441	Syaf.g_00756	Syaj.g_02038
OG0000442	Syaf.g_00743	Syaj.g_02039
OG0000443	Syaf.g_00739	Syaj.g_02040
OG0000444	Syaf.g_00733	Syaj.g_02052
OG0000445	Syaf.g_00729	Syaj.g_02053
OG0000446	Syaf.g_00728	Syaj.g_02055
OG0000447	Syaf.g_00725	Syaj.g_02058
OG0000448	Syaf.g_00724	Syaj.g_02059
OG0000449	Syaf.g_00723	Syaj.g_02060
OG0000450	Syaf.g_00717	Syaj.g_02067
OG0000451	Syaf.g_00716	Syaj.g_02068
OG0000452	Syaf.g_00712	Syaj.g_02072
OG0000453	Syaf.g_00711	Syaj.g_02073
OG0000454	Syaf.g_00710	Syaj.g_02074
OG0000455	Syaf.g_00709	Syaj.g_02075
OG0000456	Syaf.g_00708	Syaj.g_02076
OG0000457	Syaf.g_00706	Syaj.g_02078
OG0000458	Syaf.g_00705	Syaj.g_02079
OG0000459	Syaf.g_00704	Syaj.g_02080
OG0000460	Syaf.g_02789	Syaj.g_02858
OG0000461	Syaf.g_00183	Syaj.g_02623
OG0000462	Syaf.g_00186	Syaj.g_02620
OG0000463	Syaf.g_00187	Syaj.g_02619
OG0000464	Syaf.g_00188	Syaj.g_02618
OG0000465	Syaf.g_00190	Syaj.g_02617
OG0000466	Syaf.g_00194	Syaj.g_02612
OG0000467	Syaf.g_00196	Syaj.g_02610
OG0000468	Syaf.g_00206	Syaj.g_02605
OG0000469	Syaf.g_00220	Syaj.g_02590
OG0000470	Syaf.g_00222	Syaj.g_02586
OG0000471	Syaf.g_00223	Syaj.g_02585
OG0000472	Syaf.g_00225	Syaj.g_02583
OG0000473	Syaf.g_00227	Syaj.g_02581
OG0000474	Syaf.g_00228	Syaj.g_02580
OG0000475	Syaf.g_00229	Syaj.g_02579
OG0000476	Syaf.g_00231	Syaj.g_02577
OG0000477	Syaf.g_00237	Syaj.g_02571
OG0000478	Syaf.g_00238	Syaj.g_02570
OG0000479	Syaf.g_00239	Syaj.g_02569
OG0000480	Syaf.g_00247	Syaj.g_02562
OG0000481	Syaf.g_00249	Syaj.g_02560
OG0000482	Syaf.g_00250	Syaj.g_02559
OG0000483	Syaf.g_00254	Syaj.g_02555
OG0000484	Syaf.g_00255	Syaj.g_02554
OG0000485	Syaf.g_00256	Syaj.g_02553
OG0000486	Syaf.g_00257	Syaj.g_02552
OG0000487	Syaf.g_00263	Syaj.g_02546
OG0000488	Syaf.g_00267	Syaj.g_02542
OG0000489	Syaf.g_00274	Syaj.g_02529
OG0000490	Syaf.g_00284	Syaj.g_02519
OG0000491	Syaf.g_00285	Syaj.g_02517
OG0000492	Syaf.g_00288	Syaj.g_02515
OG0000493	Syaf.g_00289	Syaj.g_02514
OG0000494	Syaf.g_00290	Syaj.g_02513
OG0000495	Syaf.g_00291	Syaj.g_02512
OG0000496	Syaf.g_00292	Syaj.g_02511
OG0000497	Syaf.g_00293	Syaj.g_02510
OG0000498	Syaf.g_00294	Syaj.g_02509
OG0000499	Syaf.g_00295	Syaj.g_02508
OG0000500	Syaf.g_00296	Syaj.g_02507
OG0000501	Syaf.g_00299	Syaj.g_02504
OG0000502	Syaf.g_00319	Syaj.g_02492
OG0000503	Syaf.g_00023	Syaj.g_02805
OG0000504	Syaf.g_00021	Syaj.g_02807
OG0000505	Syaf.g_00020	Syaj.g_02808
OG0000506	Syaf.g_00018	Syaj.g_02810
OG0000507	Syaf.g_00012	Syaj.g_02816
OG0000508	Syaf.g_00008	Syaj.g_02820
OG0000509	Syaf.g_00006	Syaj.g_02822
OG0000510	Syaf.g_00005	Syaj.g_02823
OG0000511	Syaf.g_00004	Syaj.g_02824
OG0000512	Syaf.g_00002	Syaj.g_02826
OG0000513	Syaf.g_02803	Syaj.g_02833
OG0000514	Syaf.g_02796	Syaj.g_02839
OG0000515	Syaf.g_02795	Syaj.g_02840
OG0000516	Syaf.g_01219	Syaj.g_01561
OG0000517	Syaf.g_01213	Syaj.g_01556
OG0000518	Syaf.g_01230	Syaj.g_01544
OG0000519	Syaf.g_01231	Syaj.g_01543
OG0000520	Syaf.g_01235	Syaj.g_01542
OG0000521	Syaf.g_02542	Syaj.g_00271
OG0000522	Syaf.g_02538	Syaj.g_00273
OG0000523	Syaf.g_02537	Syaj.g_00274
OG0000524	Syaf.g_02531	Syaj.g_01485
OG0000525	Syaf.g_02507	Syaj.g_01454
OG0000526	Syaf.g_02504	Syaj.g_01451
OG0000527	Syaf.g_02500	Syaj.g_01446
OG0000528	Syaf.g_02728	Syaj.g_00065
