Orthogroup	Syaf	Syal
OG0000186	Syaf.g_00968	Syal.g_02684, Syal.g_00747
OG0000187	Syaf.g_00966	Syal.g_02685, Syal.g_00748
OG0000188	Syaf.g_00944	Syal.g_00771
OG0000189	Syaf.g_00916	Syal.g_00807
OG0000190	Syaf.g_00914	Syal.g_01364
OG0000191	Syaf.g_00877	Syal.g_00841
OG0000192	Syaf.g_00871	Syal.g_00847
OG0000193	Syaf.g_00832	Syal.g_00887
OG0000194	Syaf.g_00829	Syal.g_00890
OG0000195	Syaf.g_00827	Syal.g_00892
OG0000196	Syaf.g_00816	Syal.g_00903
OG0000197	Syaf.g_00815	Syal.g_00904
OG0000198	Syaf.g_00814	Syal.g_00905
OG0000199	Syaf.g_00806	Syal.g_00913
OG0000200	Syaf.g_00789	Syal.g_00932
OG0000202	Syaf.g_00770	Syal.g_00950
OG0000203	Syaf.g_00769	Syal.g_00951
OG0000204	Syaf.g_00768	Syal.g_00952
OG0000205	Syaf.g_00761	Syal.g_00959
OG0000206	Syaf.g_00736	Syal.g_00971
OG0000207	Syaf.g_00735	Syal.g_00974
OG0000208	Syaf.g_00734	Syal.g_00975
OG0000209	Syaf.g_00714	Syal.g_01000
OG0000210	Syaf.g_00713	Syal.g_01001
OG0000211	Syaf.g_02791	Syal.g_00688
OG0000212	Syaf.g_02781	Syal.g_00679
OG0000213	Syaf.g_00210	Syal.g_01229
OG0000214	Syaf.g_00226	Syal.g_01246
OG0000215	Syaf.g_00258	Syal.g_01277
OG0000216	Syaf.g_00262	Syal.g_01281
OG0000217	Syaf.g_00266	Syal.g_01285
OG0000218	Syaf.g_00268	Syal.g_01287
OG0000219	Syaf.g_00269	Syal.g_01288
OG0000220	Syaf.g_00270	Syal.g_01289
OG0000221	Syaf.g_00273	Syal.g_01297
OG0000222	Syaf.g_00287	Syal.g_01309
OG0000223	Syaf.g_00317	Syal.g_01327
OG0000224	Syaf.g_00324	Syal.g_01329
OG0000225	Syaf.g_00007	Syal.g_00363
OG0000226	Syaf.g_00003	Syal.g_00367
OG0000227	Syaf.g_00001	Syal.g_00369
OG0000228	Syaf.g_02808	Syal.g_00556
OG0000229	Syaf.g_01214	Syal.g_00525
OG0000230	Syaf.g_01216	Syal.g_00523
OG0000231	Syaf.g_01236	Syal.g_00510
OG0000232	Syaf.g_02536	Syal.g_00495
OG0000233	Syaf.g_02528	Syal.g_00487
OG0000234	Syaf.g_02497	Syal.g_00461
OG0000235	Syaf.g_02722	Syal.g_02896
OG0000236	Syaf.g_02707	Syal.g_02912
OG0000237	Syaf.g_02690	Syal.g_02930
OG0000238	Syaf.g_02685	Syal.g_02935
OG0000239	Syaf.g_02669	Syal.g_02951
OG0000240	Syaf.g_02668	Syal.g_02952
OG0000241	Syaf.g_02322	Syal.g_02696
OG0000242	Syaf.g_02656	Syal.g_02840
OG0000243	Syaf.g_02634	Syal.g_02822
OG0000244	Syaf.g_02627	Syal.g_02815
OG0000245	Syaf.g_02625	Syal.g_02813
OG0000246	Syaf.g_02621	Syal.g_02809
OG0000247	Syaf.g_02610	Syal.g_02797
OG0000248	Syaf.g_02607	Syal.g_02794
OG0000249	Syaf.g_02605	Syal.g_02792
OG0000250	Syaf.g_02593	Syal.g_02786
OG0000251	Syaf.g_02568	Syal.g_02760
OG0000252	Syaf.g_02565	Syal.g_02757
OG0000253	Syaf.g_02564	Syal.g_02755
OG0000254	Syaf.g_02371	Syal.g_02732
OG0000255	Syaf.g_02352	Syal.g_02719
OG0000256	Syaf.g_02329	Syal.g_02705
OG0000257	Syaf.g_02323	Syal.g_02697
OG0000258	Syaf.g_02301	Syal.g_02623
OG0000259	Syaf.g_02137	Syal.g_02182
OG0000260	Syaf.g_02134	Syal.g_02188
OG0000261	Syaf.g_02131	Syal.g_02199
OG0000262	Syaf.g_02126	Syal.g_02204
OG0000263	Syaf.g_01585	Syal.g_01720
OG0000264	Syaf.g_01473	Syal.g_01788
OG0000265	Syaf.g_01196	Syal.g_02534
OG0000266	Syaf.g_01967	Syal.g_02421
OG0000267	Syaf.g_01787	Syal.g_02043
OG0000268	Syaf.g_00307, Syaf.g_01788	Syal.g_02042
OG0000269	Syaf.g_02054	Syal.g_02409
OG0000270	Syaf.g_02051	Syal.g_02412
OG0000271	Syaf.g_02043	Syal.g_01871
OG0000272	Syaf.g_02042	Syal.g_01872
OG0000274	Syaf.g_01391	Syal.g_02455
OG0000275	Syaf.g_01386	Syal.g_02458
OG0000276	Syaf.g_01379	Syal.g_02467
OG0000277	Syaf.g_01378	Syal.g_02468
OG0000278	Syaf.g_01375	Syal.g_02471
OG0000279	Syaf.g_01367	Syal.g_02479
OG0000280	Syaf.g_01337	Syal.g_02493
OG0000281	Syaf.g_01636	Syal.g_02190
OG0000282	Syaf.g_02101	Syal.g_02284
OG0000283	Syaf.g_01804	Syal.g_02028
OG0000284	Syaf.g_01810	Syal.g_02023
OG0000285	Syaf.g_01842	Syal.g_02012
OG0000286	Syaf.g_01860	Syal.g_01992
OG0000287	Syaf.g_01896	Syal.g_01965
OG0000288	Syaf.g_01929	Syal.g_01919
OG0000289	Syaf.g_01943	Syal.g_01904
OG0000290	Syaf.g_01439	Syal.g_01826
OG0000291	Syaf.g_01441	Syal.g_01824
OG0000292	Syaf.g_00505	Syal.g_00089
OG0000293	Syaf.g_01277	Syal.g_01631
OG0000294	Syaf.g_01278	Syal.g_01632
OG0000295	Syaf.g_01316	Syal.g_01687
OG0000296	Syaf.g_01318	Syal.g_01689
OG0000297	Syaf.g_01607	Syal.g_01702
OG0000298	Syaf.g_01606	Syal.g_01703
OG0000299	Syaf.g_01578	Syal.g_01732
OG0000300	Syaf.g_01571	Syal.g_01738
OG0000301	Syaf.g_01570	Syal.g_01739
OG0000302	Syaf.g_01568	Syal.g_01740
OG0000303	Syaf.g_01559	Syal.g_01763
OG0000304	Syaf.g_01551	Syal.g_01756
OG0000305	Syaf.g_01444	Syal.g_01821
OG0000306	Syaf.g_01332	Syal.g_02579
OG0000307	Syaf.g_02742	Syal.g_02880
OG0000308	Syaf.g_02744	Syal.g_02878
OG0000309	Syaf.g_02749	Syal.g_02873
OG0000310	Syaf.g_02387	Syal.g_01537
OG0000311	Syaf.g_02391	Syal.g_00061
OG0000312	Syaf.g_02397	Syal.g_00031
OG0000313	Syaf.g_02421	Syal.g_00381
OG0000314	Syaf.g_02458	Syal.g_00416
OG0000315	Syaf.g_02468	Syal.g_00426
OG0000316	Syaf.g_01088	Syal.g_02987
OG0000317	Syaf.g_01040	Syal.g_00583
OG0000318	Syaf.g_01032	Syal.g_00588
OG0000319	Syaf.g_01015	Syal.g_00608
OG0000320	Syaf.g_01013	Syal.g_00610
OG0000321	Syaf.g_01012	Syal.g_00611
OG0000322	Syaf.g_01011	Syal.g_00612
OG0000323	Syaf.g_00997	Syal.g_00626
OG0000324	Syaf.g_01164	Syal.g_00656
OG0000325	Syaf.g_00176	Syal.g_00195
OG0000326	Syaf.g_00169	Syal.g_00202
OG0000327	Syaf.g_00138	Syal.g_00230
OG0000328	Syaf.g_00137	Syal.g_00231
OG0000329	Syaf.g_00119	Syal.g_00249
OG0000330	Syaf.g_00118	Syal.g_00250
OG0000331	Syaf.g_00117	Syal.g_00251
OG0000332	Syaf.g_00102	Syal.g_00266
OG0000333	Syaf.g_00099	Syal.g_00269
OG0000334	Syaf.g_00090	Syal.g_00279
OG0000335	Syaf.g_00085	Syal.g_00284
OG0000336	Syaf.g_00081	Syal.g_00288
OG0000337	Syaf.g_00344	Syal.g_01343
OG0000338	Syaf.g_00348	Syal.g_01345
OG0000339	Syaf.g_00355	Syal.g_01351
OG0000340	Syaf.g_00366	Syal.g_01434
OG0000341	Syaf.g_00368	Syal.g_01436
OG0000342	Syaf.g_00369	Syal.g_01437
OG0000343	Syaf.g_00370	Syal.g_01441
OG0000344	Syaf.g_00374	Syal.g_01445
OG0000345	Syaf.g_00384	Syal.g_01455
OG0000346	Syaf.g_00389	Syal.g_01460
OG0000347	Syaf.g_00415	Syal.g_01525
OG0000348	Syaf.g_00427	Syal.g_00170
OG0000349	Syaf.g_00445	Syal.g_00148
OG0000350	Syaf.g_00162	Syal.g_00209
OG0000351	Syaf.g_00528	Syal.g_01175
OG0000352	Syaf.g_00527	Syal.g_01176
OG0000353	Syaf.g_00499	Syal.g_00095
OG0000354	Syaf.g_02680	Syal.g_02941
OG0000354	Syaf.g_00479	Syal.g_00116
OG0000355	Syaf.g_00497	Syal.g_00098
OG0000356	Syaf.g_00496	Syal.g_00099
OG0000357	Syaf.g_00495	Syal.g_00100
OG0000358	Syaf.g_00491	Syal.g_00104
OG0000359	Syaf.g_00489	Syal.g_00106
OG0000360	Syaf.g_00488	Syal.g_00107
OG0000361	Syaf.g_00487	Syal.g_00108
OG0000362	Syaf.g_00485	Syal.g_00110
OG0000363	Syaf.g_00483	Syal.g_00112
OG0000364	Syaf.g_00482	Syal.g_00113
OG0000365	Syaf.g_00473	Syal.g_00122
OG0000366	Syaf.g_00472	Syal.g_00123
OG0000367	Syaf.g_00471	Syal.g_00124
OG0000368	Syaf.g_00469	Syal.g_00126
OG0000369	Syaf.g_00468	Syal.g_00127
OG0000370	Syaf.g_00467	Syal.g_00128
OG0000371	Syaf.g_00458	Syal.g_00135
OG0000372	Syaf.g_00453	Syal.g_00141
OG0000373	Syaf.g_00452	Syal.g_00142
OG0000374	Syaf.g_00451	Syal.g_00143
OG0000375	Syaf.g_00449	Syal.g_00144
OG0000376	Syaf.g_00447	Syal.g_00146
OG0000377	Syaf.g_00654	Syal.g_01061
OG0000378	Syaf.g_00668	Syal.g_01027
OG0000379	Syaf.g_00686	Syal.g_01024
OG0000380	Syaf.g_00965	Syal.g_00749
OG0000381	Syaf.g_00962	Syal.g_00752
OG0000382	Syaf.g_00945	Syal.g_00770
OG0000383	Syaf.g_00941	Syal.g_00775
OG0000384	Syaf.g_00940	Syal.g_00776
OG0000385	Syaf.g_00939	Syal.g_00777
OG0000386	Syaf.g_00938	Syal.g_00778
OG0000387	Syaf.g_00912	Syal.g_00811
OG0000388	Syaf.g_00908	Syal.g_00815
OG0000389	Syaf.g_00904	Syal.g_00819
OG0000390	Syaf.g_00883	Syal.g_00835
OG0000391	Syaf.g_00878	Syal.g_00840
OG0000392	Syaf.g_00872	Syal.g_00846
OG0000393	Syaf.g_00870	Syal.g_00849
OG0000394	Syaf.g_00869	Syal.g_00850
OG0000395	Syaf.g_00868	Syal.g_00851
OG0000396	Syaf.g_00865	Syal.g_00854
OG0000397	Syaf.g_00863	Syal.g_00857
OG0000398	Syaf.g_00858	Syal.g_00862
OG0000399	Syaf.g_00857	Syal.g_00863
OG0000400	Syaf.g_00856	Syal.g_00864
OG0000401	Syaf.g_00855	Syal.g_00865
OG0000402	Syaf.g_00852	Syal.g_00867
OG0000403	Syaf.g_00851	Syal.g_00868
OG0000404	Syaf.g_00850	Syal.g_00870
OG0000405	Syaf.g_00835	Syal.g_00883
OG0000406	Syaf.g_00831	Syal.g_00888
OG0000407	Syaf.g_00830	Syal.g_00889
OG0000408	Syaf.g_00828	Syal.g_00891
OG0000409	Syaf.g_00826	Syal.g_00893
OG0000410	Syaf.g_00825	Syal.g_00894
OG0000411	Syaf.g_00824	Syal.g_00895
OG0000412	Syaf.g_00823	Syal.g_00896
OG0000413	Syaf.g_00821	Syal.g_00898
OG0000414	Syaf.g_00820	Syal.g_00899
OG0000415	Syaf.g_00819	Syal.g_00900
OG0000416	Syaf.g_00818	Syal.g_00901
OG0000417	Syaf.g_00817	Syal.g_00902
OG0000418	Syaf.g_00812	Syal.g_00907
OG0000419	Syaf.g_00810	Syal.g_00909
OG0000420	Syaf.g_00808	Syal.g_00911
OG0000421	Syaf.g_00803	Syal.g_00916
OG0000422	Syaf.g_00802	Syal.g_00917
OG0000423	Syaf.g_00801	Syal.g_00918
OG0000424	Syaf.g_00800	Syal.g_00919
OG0000425	Syaf.g_00799	Syal.g_00920
OG0000426	Syaf.g_00798	Syal.g_00921
OG0000427	Syaf.g_00797	Syal.g_00922
OG0000428	Syaf.g_00794	Syal.g_00925
OG0000429	Syaf.g_00792	Syal.g_00929
OG0000430	Syaf.g_00790	Syal.g_00931
OG0000431	Syaf.g_00786	Syal.g_00934
OG0000432	Syaf.g_00779	Syal.g_00940
OG0000433	Syaf.g_00777	Syal.g_00943
OG0000434	Syaf.g_00776	Syal.g_00944
OG0000435	Syaf.g_00772	Syal.g_00946
OG0000436	Syaf.g_00767	Syal.g_00953
OG0000437	Syaf.g_00766	Syal.g_00954
OG0000438	Syaf.g_00765	Syal.g_00955
OG0000439	Syaf.g_00763	Syal.g_00957
OG0000440	Syaf.g_00762	Syal.g_00958
OG0000441	Syaf.g_00756	Syal.g_00962
OG0000442	Syaf.g_00743	Syal.g_00964
OG0000443	Syaf.g_00739	Syal.g_00966
OG0000444	Syaf.g_00733	Syal.g_00978
OG0000445	Syaf.g_00729	Syal.g_00979
OG0000446	Syaf.g_00728	Syal.g_00981
OG0000447	Syaf.g_00725	Syal.g_00989
OG0000448	Syaf.g_00724	Syal.g_00990
OG0000449	Syaf.g_00723	Syal.g_00991
OG0000450	Syaf.g_00717	Syal.g_00997
OG0000451	Syaf.g_00716	Syal.g_00998
OG0000452	Syaf.g_00712	Syal.g_01002
OG0000453	Syaf.g_00711	Syal.g_01003
OG0000454	Syaf.g_00710	Syal.g_01004
OG0000455	Syaf.g_00709	Syal.g_01005
OG0000456	Syaf.g_00708	Syal.g_01006
OG0000457	Syaf.g_00706	Syal.g_01008
OG0000458	Syaf.g_00705	Syal.g_01009
OG0000459	Syaf.g_00704	Syal.g_01010
OG0000460	Syaf.g_02789	Syal.g_00686
OG0000461	Syaf.g_00183	Syal.g_01199
OG0000462	Syaf.g_00186	Syal.g_01202
OG0000463	Syaf.g_00187	Syal.g_01203
OG0000464	Syaf.g_00188	Syal.g_01204
OG0000465	Syaf.g_00190	Syal.g_01205
OG0000466	Syaf.g_00194	Syal.g_01210
OG0000467	Syaf.g_00196	Syal.g_01212
OG0000468	Syaf.g_00206	Syal.g_01225
OG0000469	Syaf.g_00220	Syal.g_01240
OG0000470	Syaf.g_00222	Syal.g_01242
OG0000471	Syaf.g_00223	Syal.g_01243
OG0000472	Syaf.g_00225	Syal.g_01245
OG0000473	Syaf.g_00227	Syal.g_01247
OG0000474	Syaf.g_00228	Syal.g_01248
OG0000475	Syaf.g_00229	Syal.g_01249
OG0000476	Syaf.g_00231	Syal.g_01251
OG0000477	Syaf.g_00237	Syal.g_01257
OG0000478	Syaf.g_00238	Syal.g_01258
OG0000479	Syaf.g_00239	Syal.g_01259
OG0000480	Syaf.g_00247	Syal.g_01266
OG0000481	Syaf.g_00249	Syal.g_01268
OG0000482	Syaf.g_00250	Syal.g_01269
OG0000483	Syaf.g_00254	Syal.g_01273
OG0000484	Syaf.g_00255	Syal.g_01274
OG0000485	Syaf.g_00256	Syal.g_01275
OG0000486	Syaf.g_00257	Syal.g_01276
OG0000487	Syaf.g_00263	Syal.g_01282
OG0000488	Syaf.g_00267	Syal.g_01286
OG0000489	Syaf.g_00274	Syal.g_01298
OG0000490	Syaf.g_00284	Syal.g_01307
OG0000491	Syaf.g_00285	Syal.g_01308
OG0000492	Syaf.g_00288	Syal.g_01310
OG0000493	Syaf.g_00289	Syal.g_01311
OG0000494	Syaf.g_00290	Syal.g_01312
OG0000495	Syaf.g_00291	Syal.g_01313
OG0000496	Syaf.g_00292	Syal.g_01314
OG0000497	Syaf.g_00293	Syal.g_01315
OG0000498	Syaf.g_00294	Syal.g_01316
OG0000499	Syaf.g_00295	Syal.g_01317
OG0000500	Syaf.g_00296	Syal.g_01318
OG0000501	Syaf.g_00299	Syal.g_01321
OG0000502	Syaf.g_00319	Syal.g_01328
OG0000503	Syaf.g_00023	Syal.g_00347
OG0000504	Syaf.g_00021	Syal.g_00349
OG0000505	Syaf.g_00020	Syal.g_00350
OG0000506	Syaf.g_00018	Syal.g_00352
OG0000507	Syaf.g_00012	Syal.g_00358
OG0000508	Syaf.g_00008	Syal.g_00362
OG0000509	Syaf.g_00006	Syal.g_00364
OG0000510	Syaf.g_00005	Syal.g_00365
OG0000511	Syaf.g_00004	Syal.g_00366
OG0000512	Syaf.g_00002	Syal.g_00368
OG0000513	Syaf.g_02803	Syal.g_00551
OG0000514	Syaf.g_02796	Syal.g_00539
OG0000515	Syaf.g_02795	Syal.g_00538
OG0000516	Syaf.g_01219	Syal.g_00534
OG0000517	Syaf.g_01213	Syal.g_00526
OG0000518	Syaf.g_01230	Syal.g_00514
OG0000519	Syaf.g_01231	Syal.g_00513
OG0000520	Syaf.g_01235	Syal.g_00512
OG0000521	Syaf.g_02542	Syal.g_00502
OG0000522	Syaf.g_02538	Syal.g_00500
OG0000523	Syaf.g_02537	Syal.g_00499
OG0000524	Syaf.g_02531	Syal.g_00491
OG0000525	Syaf.g_02507	Syal.g_00473
OG0000526	Syaf.g_02504	Syal.g_00471
OG0000527	Syaf.g_02500	Syal.g_00465
OG0000528	Syaf.g_02728	Syal.g_02893
OG0000529	Syaf.g_02720	Syal.g_02898
OG0000530	Syaf.g_02717	Syal.g_02901
OG0000531	Syaf.g_02716	Syal.g_02902
OG0000532	Syaf.g_02713	Syal.g_02905
OG0000533	Syaf.g_02712	Syal.g_02907
OG0000534	Syaf.g_02711	Syal.g_02908
OG0000535	Syaf.g_02710	Syal.g_02909
OG0000536	Syaf.g_02709	Syal.g_02910
OG0000537	Syaf.g_02708	Syal.g_02911
OG0000538	Syaf.g_02697	Syal.g_02923
OG0000539	Syaf.g_02696	Syal.g_02924
OG0000540	Syaf.g_02695	Syal.g_02925
OG0000541	Syaf.g_02694	Syal.g_02926
OG0000542	Syaf.g_02691	Syal.g_02929
OG0000543	Syaf.g_02689	Syal.g_02931
OG0000544	Syaf.g_02688	Syal.g_02932
OG0000545	Syaf.g_02686	Syal.g_02934
OG0000546	Syaf.g_02684	Syal.g_02936
OG0000547	Syaf.g_02682	Syal.g_02938
OG0000548	Syaf.g_02681	Syal.g_02939
OG0000549	Syaf.g_02676	Syal.g_02945
OG0000550	Syaf.g_02671	Syal.g_02949
OG0000551	Syaf.g_02666	Syal.g_02953
OG0000552	Syaf.g_02665	Syal.g_02954
OG0000553	Syaf.g_02663	Syal.g_02843
