Orthogroup	Syaf	Pras
OG0000084	Syaf.g_02409	Pras.g_00346
OG0000085	Syaf.g_01048	Pras.g_00543
OG0000086	Syaf.g_00932	Pras.g_00939
OG0000087	Syaf.g_00848	Pras.g_00990
OG0000088	Syaf.g_00811	Pras.g_01017
OG0000089	Syaf.g_02807	Pras.g_01209
OG0000090	Syaf.g_02654	Pras.g_01410
OG0000091	Syaf.g_02302	Pras.g_01518
OG0000094	Syaf.g_01940	Pras.g_01915
OG0000097	Syaf.g_01574	Pras.g_00098
OG0000098	Syaf.g_01637	Pras.g_00232
OG0000099	Syaf.g_00312	Pras.g_00294
OG0000100	Syaf.g_02017	Pras.g_00427
OG0000101	Syaf.g_00093	Pras.g_00687
OG0000102	Syaf.g_00393	Pras.g_00748
OG0000103	Syaf.g_00520	Pras.g_00829
OG0000104	Syaf.g_00502	Pras.g_00838
OG0000105	Syaf.g_00235	Pras.g_01126
OG0000106	Syaf.g_01745	Pras.g_01223
OG0000107	Syaf.g_00177	Pras.g_01239
OG0000108	Syaf.g_02721	Pras.g_01358
OG0000109	Syaf.g_02706	Pras.g_01372
OG0000110	Syaf.g_02589	Pras.g_01451
OG0000112	Syaf.g_01852	Pras.g_01665
OG0000113	Syaf.g_02022	Pras.g_01723
OG0000114	Syaf.g_02103	Pras.g_01801
OG0000115	Syaf.g_02445	Pras.g_01994
OG0000116	Syaf.g_01276	Pras.g_00046
OG0000117	Syaf.g_01605	Pras.g_00150
OG0000118	Syaf.g_02544	Pras.g_00221, Pras.g_00222
OG0000120	Syaf.g_00313	Pras.g_00273, Pras.g_00272, Pras.g_00271, Pras.g_00330
OG0000121	Syaf.g_02419	Pras.g_00352
OG0000123	Syaf.g_00086	Pras.g_00694
OG0000124	Syaf.g_00414	Pras.g_00759
OG0000125	Syaf.g_00640	Pras.g_00797
OG0000126	Syaf.g_00504	Pras.g_00837
OG0000128	Syaf.g_00486	Pras.g_00853
OG0000129	Syaf.g_00651	Pras.g_00897
OG0000130	Syaf.g_00963	Pras.g_00921
OG0000131	Syaf.g_00833	Pras.g_00996
OG0000132	Syaf.g_00813	Pras.g_01015
OG0000133	Syaf.g_01857	Pras.g_01174
OG0000134	Syaf.g_02804	Pras.g_01210
OG0000135	Syaf.g_00605	Pras.g_01236
OG0000136	Syaf.g_01224	Pras.g_01319
OG0000137	Syaf.g_02498	Pras.g_01353
OG0000138	Syaf.g_02705	Pras.g_01373
OG0000139	Syaf.g_02648	Pras.g_01414
OG0000140	Syaf.g_02646	Pras.g_01415
OG0000141	Syaf.g_02375	Pras.g_01483
OG0000142	Syaf.g_02310	Pras.g_01511
OG0000143	Syaf.g_02306	Pras.g_01515
OG0000144	Syaf.g_01735	Pras.g_01528
OG0000145	Syaf.g_02699	Pras.g_01664
OG0000146	Syaf.g_01851	Pras.g_01666
OG0000147	Syaf.g_01850	Pras.g_01667
OG0000148	Syaf.g_02028	Pras.g_01717
OG0000149	Syaf.g_01371	Pras.g_01747
OG0000150	Syaf.g_02645	Pras.g_01755
OG0000151	Syaf.g_02091	Pras.g_01811
OG0000152	Syaf.g_01861	Pras.g_01859
OG0000153	Syaf.g_01904	Pras.g_01878
OG0000154	Syaf.g_01930	Pras.g_01908
OG0000155	Syaf.g_01324	Pras.g_00076
OG0000156	Syaf.g_01270	Pras.g_00197
OG0000157	Syaf.g_01269	Pras.g_00198
OG0000158	Syaf.g_00364	Pras.g_00289
OG0000160	Syaf.g_02418	Pras.g_00351
OG0000161	Syaf.g_02424	Pras.g_00357
OG0000162	Syaf.g_02431	Pras.g_00363
OG0000163	Syaf.g_01105	Pras.g_00399
OG0000164	Syaf.g_00999	Pras.g_00574
OG0000165	Syaf.g_01197	Pras.g_00581
OG0000166	Syaf.g_00133	Pras.g_00651
OG0000167	Syaf.g_00350	Pras.g_00717
OG0000168	Syaf.g_00365	Pras.g_00727
OG0000169	Syaf.g_00376	Pras.g_00737
OG0000170	Syaf.g_00383	Pras.g_00739
OG0000171	Syaf.g_00413	Pras.g_00758
OG0000172	Syaf.g_00419	Pras.g_00768
OG0000173	Syaf.g_00438	Pras.g_00783
OG0000174	Syaf.g_00603	Pras.g_00811, Pras.g_00810
OG0000175	Syaf.g_00531	Pras.g_00821
OG0000176	Syaf.g_00494	Pras.g_00846
OG0000177	Syaf.g_00493	Pras.g_00847
OG0000178	Syaf.g_00492	Pras.g_00848
OG0000179	Syaf.g_00477	Pras.g_00858
OG0000180	Syaf.g_00476	Pras.g_00859
OG0000181	Syaf.g_00475	Pras.g_00860
OG0000182	Syaf.g_00474	Pras.g_00861
OG0000183	Syaf.g_00470	Pras.g_00865
OG0000184	Syaf.g_00664	Pras.g_00899
OG0000185	Syaf.g_00684	Pras.g_00902
OG0000186	Syaf.g_00968	Pras.g_00916
OG0000187	Syaf.g_00966	Pras.g_00917
OG0000188	Syaf.g_00944	Pras.g_00933
OG0000189	Syaf.g_00916	Pras.g_00947
OG0000190	Syaf.g_00914	Pras.g_00948
OG0000191	Syaf.g_00877	Pras.g_00968
OG0000192	Syaf.g_00871	Pras.g_00972
OG0000193	Syaf.g_00832	Pras.g_00997
OG0000194	Syaf.g_00829	Pras.g_01000
OG0000195	Syaf.g_00827	Pras.g_01002
OG0000196	Syaf.g_00816	Pras.g_01012
OG0000197	Syaf.g_00815	Pras.g_01013
OG0000198	Syaf.g_00814	Pras.g_01014
OG0000199	Syaf.g_00806	Pras.g_01021
OG0000200	Syaf.g_00789	Pras.g_01035
OG0000202	Syaf.g_00770	Pras.g_01044
OG0000203	Syaf.g_00769	Pras.g_01045
OG0000204	Syaf.g_00768	Pras.g_01046
OG0000205	Syaf.g_00761	Pras.g_01053
OG0000206	Syaf.g_00736	Pras.g_01058, Pras.g_01059
OG0000207	Syaf.g_00735	Pras.g_01061
OG0000208	Syaf.g_00734	Pras.g_01062
OG0000209	Syaf.g_00714	Pras.g_01071
OG0000210	Syaf.g_00713	Pras.g_01072
OG0000212	Syaf.g_02781	Pras.g_01092
OG0000213	Syaf.g_00210	Pras.g_01109
OG0000214	Syaf.g_00226	Pras.g_01119
OG0000215	Syaf.g_00258	Pras.g_01144
OG0000216	Syaf.g_00262	Pras.g_01145
OG0000217	Syaf.g_00266	Pras.g_01148
OG0000218	Syaf.g_00268	Pras.g_01150
OG0000219	Syaf.g_00269	Pras.g_01151
OG0000220	Syaf.g_00270	Pras.g_01152
OG0000221	Syaf.g_02597, Syaf.g_00273	Pras.g_01153
OG0000222	Syaf.g_00287	Pras.g_01162
OG0000223	Syaf.g_00317	Pras.g_01175
OG0000224	Syaf.g_00324	Pras.g_01177
OG0000225	Syaf.g_00007	Pras.g_01199
OG0000226	Syaf.g_00003	Pras.g_01203
OG0000227	Syaf.g_00001	Pras.g_01205
OG0000228	Syaf.g_02808	Pras.g_01208
OG0000229	Syaf.g_01214	Pras.g_01314
OG0000230	Syaf.g_01216	Pras.g_01316
OG0000231	Syaf.g_01236	Pras.g_01327
OG0000232	Syaf.g_02536	Pras.g_01335
OG0000233	Syaf.g_02528	Pras.g_01341
OG0000234	Syaf.g_02497	Pras.g_01354
OG0000235	Syaf.g_02722	Pras.g_01357
OG0000236	Syaf.g_02707	Pras.g_01371
OG0000237	Syaf.g_02690	Pras.g_01384
OG0000238	Syaf.g_02685	Pras.g_01390
OG0000239	Syaf.g_02669	Pras.g_01402
OG0000240	Syaf.g_02668	Pras.g_01403
OG0000241	Syaf.g_02322	Pras.g_01407
OG0000242	Syaf.g_02656	Pras.g_01409
OG0000243	Syaf.g_02634	Pras.g_01420
OG0000244	Syaf.g_02627	Pras.g_01423
OG0000245	Syaf.g_02625	Pras.g_01425
OG0000246	Syaf.g_02621	Pras.g_01429
OG0000247	Syaf.g_02610	Pras.g_01439
OG0000248	Syaf.g_02607	Pras.g_01441
OG0000249	Syaf.g_02605	Pras.g_01443
OG0000250	Syaf.g_02593	Pras.g_01448
OG0000251	Syaf.g_02568	Pras.g_01467
OG0000252	Syaf.g_02565	Pras.g_01470
OG0000253	Syaf.g_02564	Pras.g_01471
OG0000254	Syaf.g_02371	Pras.g_01487
OG0000255	Syaf.g_02352	Pras.g_01493
OG0000256	Syaf.g_02329	Pras.g_01503
OG0000257	Syaf.g_02323	Pras.g_01506
OG0000258	Syaf.g_02301	Pras.g_01519
OG0000259	Syaf.g_02137	Pras.g_01536
OG0000260	Syaf.g_02134	Pras.g_01539
OG0000261	Syaf.g_02131	Pras.g_01541
OG0000262	Syaf.g_02126	Pras.g_00327, Pras.g_01545
OG0000263	Syaf.g_01585	Pras.g_01557
OG0000264	Syaf.g_01473	Pras.g_01567
OG0000265	Syaf.g_01196	Pras.g_01606
OG0000266	Syaf.g_01967	Pras.g_01616
OG0000267	Syaf.g_01787	Pras.g_01627
OG0000268	Syaf.g_01788	Pras.g_01628
OG0000269	Syaf.g_02054	Pras.g_01696
OG0000270	Syaf.g_02051	Pras.g_01699
OG0000271	Syaf.g_02043	Pras.g_01707
OG0000272	Syaf.g_02042	Pras.g_01708
OG0000273	Syaf.g_01392	Pras.g_01731
OG0000274	Syaf.g_01391	Pras.g_01732
OG0000275	Syaf.g_01386	Pras.g_01734
OG0000276	Syaf.g_01379	Pras.g_01739
OG0000277	Syaf.g_01378	Pras.g_01740
OG0000278	Syaf.g_01375	Pras.g_01743
OG0000279	Syaf.g_01367	Pras.g_01750
OG0000280	Syaf.g_01337	Pras.g_01751
OG0000281	Syaf.g_01636	Pras.g_01756
OG0000282	Syaf.g_02101	Pras.g_01803
OG0000283	Syaf.g_01804	Pras.g_01836
OG0000284	Syaf.g_01810	Pras.g_01841
OG0000285	Syaf.g_01842	Pras.g_01846
OG0000286	Syaf.g_01860	Pras.g_01858
OG0000288	Syaf.g_01929	Pras.g_01907
OG0000289	Syaf.g_01943	Pras.g_01918
OG0000290	Syaf.g_01439	Pras.g_01931
OG0000291	Syaf.g_01441	Pras.g_01933
OG0000292	Syaf.g_00505	Pras.g_01982
OG0000293	Syaf.g_01277	Pras.g_00047
OG0000294	Syaf.g_01278	Pras.g_00048
OG0000295	Syaf.g_01316	Pras.g_00068
OG0000296	Syaf.g_01318	Pras.g_00070
OG0000297	Syaf.g_01607	Pras.g_00078
OG0000298	Syaf.g_01606	Pras.g_00079
OG0000299	Syaf.g_01578	Pras.g_00096, Pras.g_00097
OG0000300	Syaf.g_01571	Pras.g_00100
OG0000301	Syaf.g_01570	Pras.g_00101
OG0000302	Syaf.g_01568	Pras.g_00103
OG0000303	Syaf.g_01559	Pras.g_00110
OG0000304	Syaf.g_01551	Pras.g_00114
OG0000305	Syaf.g_01444	Pras.g_00242
OG0000306	Syaf.g_01332	Pras.g_00245
OG0000307	Syaf.g_02742	Pras.g_00259
OG0000308	Syaf.g_02744	Pras.g_00260
OG0000309	Syaf.g_02749	Pras.g_00264
OG0000310	Syaf.g_02387	Pras.g_00335
OG0000311	Syaf.g_02391	Pras.g_00337
OG0000312	Syaf.g_02397	Pras.g_00340
OG0000313	Syaf.g_02421	Pras.g_00354
OG0000314	Syaf.g_02458	Pras.g_00377
OG0000315	Syaf.g_02468	Pras.g_00388
OG0000316	Syaf.g_01088	Pras.g_00410
OG0000317	Syaf.g_01040	Pras.g_00548
OG0000318	Syaf.g_01032	Pras.g_00551
OG0000319	Syaf.g_01015	Pras.g_00564
OG0000320	Syaf.g_01013	Pras.g_00566
OG0000321	Syaf.g_01012	Pras.g_00567
OG0000322	Syaf.g_01011	Pras.g_00568
OG0000323	Syaf.g_00997	Pras.g_00577
OG0000324	Syaf.g_01164	Pras.g_00604
OG0000325	Syaf.g_00176	Pras.g_00614
OG0000326	Syaf.g_00169	Pras.g_00620
OG0000327	Syaf.g_00138	Pras.g_00646
OG0000328	Syaf.g_00137	Pras.g_00647
OG0000329	Syaf.g_00119	Pras.g_00664
OG0000330	Syaf.g_00118	Pras.g_00665
OG0000331	Syaf.g_00117	Pras.g_00666
OG0000332	Syaf.g_00102	Pras.g_00680
OG0000333	Syaf.g_00099	Pras.g_00682
OG0000334	Syaf.g_00090	Pras.g_00690
OG0000335	Syaf.g_00085	Pras.g_00695
OG0000336	Syaf.g_00081	Pras.g_00699
OG0000337	Syaf.g_00344	Pras.g_00715
OG0000338	Syaf.g_00348	Pras.g_00716
OG0000339	Syaf.g_00355	Pras.g_00720
OG0000340	Syaf.g_00366	Pras.g_00728
OG0000341	Syaf.g_00368	Pras.g_00730
OG0000342	Syaf.g_00369	Pras.g_00731
OG0000343	Syaf.g_00370	Pras.g_00732
OG0000344	Syaf.g_00374	Pras.g_00735
OG0000345	Syaf.g_00384	Pras.g_00740
OG0000346	Syaf.g_00389	Pras.g_00744
OG0000347	Syaf.g_00415	Pras.g_00761
OG0000348	Syaf.g_00427	Pras.g_00771
OG0000349	Syaf.g_00445	Pras.g_00788
OG0000350	Syaf.g_00162	Pras.g_00806, Pras.g_00131
OG0000351	Syaf.g_00528	Pras.g_00824
OG0000352	Syaf.g_00527	Pras.g_00825
OG0000353	Syaf.g_00499	Pras.g_00841
OG0000355	Syaf.g_00497	Pras.g_00843
OG0000356	Syaf.g_00496	Pras.g_00844
OG0000357	Syaf.g_00495	Pras.g_00845
OG0000358	Syaf.g_00491	Pras.g_00849
OG0000359	Syaf.g_00489	Pras.g_00850
OG0000360	Syaf.g_00488	Pras.g_00851
OG0000361	Syaf.g_00487	Pras.g_00852
OG0000362	Syaf.g_00485	Pras.g_00854
OG0000363	Syaf.g_00483	Pras.g_00856
OG0000364	Syaf.g_00482	Pras.g_00857
OG0000365	Syaf.g_00473	Pras.g_00862
OG0000366	Syaf.g_00472	Pras.g_00863
OG0000367	Syaf.g_00471	Pras.g_00864
OG0000368	Syaf.g_00469	Pras.g_00866
OG0000369	Syaf.g_00468	Pras.g_00867
OG0000370	Syaf.g_00467	Pras.g_00868
OG0000371	Syaf.g_00458	Pras.g_00874
OG0000372	Syaf.g_00453	Pras.g_00877
OG0000373	Syaf.g_00452	Pras.g_00878
OG0000374	Syaf.g_00451	Pras.g_00879
OG0000375	Syaf.g_00449	Pras.g_00893
OG0000376	Syaf.g_00447	Pras.g_00895
OG0000377	Syaf.g_00654	Pras.g_00898
OG0000378	Syaf.g_00668	Pras.g_00900
OG0000379	Syaf.g_00686	Pras.g_00903
OG0000380	Syaf.g_00965	Pras.g_00918
OG0000381	Syaf.g_00962	Pras.g_00922
OG0000382	Syaf.g_00945	Pras.g_00932
OG0000383	Syaf.g_00941	Pras.g_00934
OG0000384	Syaf.g_00940	Pras.g_00935
OG0000385	Syaf.g_00939	Pras.g_00936
OG0000386	Syaf.g_00938	Pras.g_00937
OG0000387	Syaf.g_00912	Pras.g_00950
OG0000388	Syaf.g_00908	Pras.g_00953
OG0000389	Syaf.g_00904	Pras.g_00957
OG0000390	Syaf.g_00883	Pras.g_00964
OG0000391	Syaf.g_00878	Pras.g_00967
OG0000392	Syaf.g_00872	Pras.g_00971
OG0000393	Syaf.g_00870	Pras.g_00973
OG0000394	Syaf.g_00869	Pras.g_00974
OG0000395	Syaf.g_00868	Pras.g_00975
OG0000396	Syaf.g_00865	Pras.g_00978
OG0000397	Syaf.g_00863	Pras.g_00980
OG0000398	Syaf.g_00858	Pras.g_00982
OG0000399	Syaf.g_00857	Pras.g_00983
OG0000400	Syaf.g_00856	Pras.g_00984
OG0000401	Syaf.g_00855	Pras.g_00985
OG0000402	Syaf.g_00852	Pras.g_00987
OG0000403	Syaf.g_00851	Pras.g_00988
OG0000404	Syaf.g_00850	Pras.g_00989
OG0000405	Syaf.g_00835	Pras.g_00993
OG0000406	Syaf.g_00831	Pras.g_00998
OG0000407	Syaf.g_00830	Pras.g_00999
OG0000408	Syaf.g_00828	Pras.g_01001
OG0000409	Syaf.g_00826	Pras.g_01003
OG0000410	Syaf.g_00825	Pras.g_01004
OG0000411	Syaf.g_00824	Pras.g_01005
OG0000412	Syaf.g_00823	Pras.g_01006
OG0000413	Syaf.g_00821	Pras.g_01007
OG0000414	Syaf.g_00820	Pras.g_01008
OG0000415	Syaf.g_00819	Pras.g_01009
OG0000416	Syaf.g_00818	Pras.g_01010
OG0000417	Syaf.g_00817	Pras.g_01011
OG0000418	Syaf.g_00812	Pras.g_01016
OG0000419	Syaf.g_00810	Pras.g_01018
OG0000420	Syaf.g_00808	Pras.g_01019
OG0000421	Syaf.g_00803	Pras.g_01024
OG0000422	Syaf.g_00802	Pras.g_01025
OG0000423	Syaf.g_00801	Pras.g_01026
OG0000424	Syaf.g_00800	Pras.g_01027
OG0000425	Syaf.g_00799	Pras.g_01028
OG0000426	Syaf.g_00798	Pras.g_01029
OG0000427	Syaf.g_00797	Pras.g_01030
OG0000428	Syaf.g_00794	Pras.g_01032
OG0000429	Syaf.g_00792	Pras.g_01033
OG0000430	Syaf.g_00790	Pras.g_01034
OG0000431	Syaf.g_00786	Pras.g_01036
OG0000432	Syaf.g_00779	Pras.g_01039
OG0000433	Syaf.g_00777	Pras.g_01040
OG0000434	Syaf.g_00776	Pras.g_01041
OG0000435	Syaf.g_00772	Pras.g_01042
OG0000436	Syaf.g_00767	Pras.g_01047
OG0000437	Syaf.g_00766	Pras.g_01048
OG0000438	Syaf.g_00765	Pras.g_01049
OG0000439	Syaf.g_00763	Pras.g_01051
OG0000440	Syaf.g_00762	Pras.g_01052
OG0000441	Syaf.g_00756	Pras.g_01055
OG0000442	Syaf.g_00743	Pras.g_01056
OG0000443	Syaf.g_00739	Pras.g_01057
OG0000444	Syaf.g_00733	Pras.g_01063
OG0000445	Syaf.g_00729	Pras.g_01064
OG0000446	Syaf.g_00728	Pras.g_01065
OG0000447	Syaf.g_00725	Pras.g_01066
OG0000448	Syaf.g_00724	Pras.g_01067
OG0000449	Syaf.g_00723	Pras.g_01068
OG0000450	Syaf.g_00717	Pras.g_01069
OG0000451	Syaf.g_00716	Pras.g_01070
OG0000452	Syaf.g_00712	Pras.g_01073
OG0000453	Syaf.g_00711	Pras.g_01074
OG0000454	Syaf.g_00710	Pras.g_01075
OG0000455	Syaf.g_00709	Pras.g_01076
OG0000456	Syaf.g_00708	Pras.g_01077
OG0000457	Syaf.g_00706	Pras.g_01078
OG0000458	Syaf.g_00705	Pras.g_01079
OG0000459	Syaf.g_00704	Pras.g_01080
OG0000460	Syaf.g_02789	Pras.g_01087
OG0000461	Syaf.g_00183	Pras.g_01094
OG0000462	Syaf.g_00186	Pras.g_01096
OG0000463	Syaf.g_00187	Pras.g_01097
OG0000464	Syaf.g_00188	Pras.g_01098
OG0000465	Syaf.g_00190	Pras.g_01099
OG0000466	Syaf.g_00194	Pras.g_01102
OG0000467	Syaf.g_00196	Pras.g_01103
OG0000468	Syaf.g_00206	Pras.g_01105
OG0000469	Syaf.g_00220	Pras.g_01114
OG0000470	Syaf.g_00222	Pras.g_01116
OG0000471	Syaf.g_00223	Pras.g_01117
OG0000472	Syaf.g_00225	Pras.g_01118
OG0000473	Syaf.g_00227	Pras.g_01120
OG0000474	Syaf.g_00228	Pras.g_01121
OG0000475	Syaf.g_00229	Pras.g_01122
OG0000476	Syaf.g_00231	Pras.g_01123
OG0000477	Syaf.g_00237	Pras.g_01127
OG0000478	Syaf.g_00238	Pras.g_01128
OG0000479	Syaf.g_00239	Pras.g_01129
OG0000480	Syaf.g_00247	Pras.g_01134
OG0000481	Syaf.g_00249	Pras.g_01136
OG0000482	Syaf.g_00250	Pras.g_01137
OG0000483	Syaf.g_00254	Pras.g_01140
OG0000484	Syaf.g_00255	Pras.g_01141
OG0000485	Syaf.g_00256	Pras.g_01142
OG0000486	Syaf.g_00257	Pras.g_01143
OG0000487	Syaf.g_00263	Pras.g_01146
OG0000488	Syaf.g_00267	Pras.g_01149
OG0000489	Syaf.g_00274	Pras.g_01155
OG0000490	Syaf.g_00284	Pras.g_01160
OG0000491	Syaf.g_00285	Pras.g_01161
OG0000492	Syaf.g_00288	Pras.g_01163
OG0000493	Syaf.g_00289	Pras.g_01164
OG0000494	Syaf.g_00290	Pras.g_01165
OG0000495	Syaf.g_00291	Pras.g_01166
OG0000496	Syaf.g_00292	Pras.g_01167
OG0000497	Syaf.g_00293	Pras.g_01168
OG0000498	Syaf.g_00294	Pras.g_01169
OG0000499	Syaf.g_00295	Pras.g_01170
OG0000500	Syaf.g_00296	Pras.g_01171
OG0000501	Syaf.g_00299	Pras.g_01173
OG0000502	Syaf.g_00319	Pras.g_01176
OG0000503	Syaf.g_00023	Pras.g_01187
OG0000504	Syaf.g_00021	Pras.g_01188
OG0000505	Syaf.g_00020	Pras.g_01189
OG0000506	Syaf.g_00018	Pras.g_01191
OG0000507	Syaf.g_00012	Pras.g_01194
OG0000508	Syaf.g_00008	Pras.g_01198
OG0000509	Syaf.g_00006	Pras.g_01200
OG0000510	Syaf.g_00005	Pras.g_01201
OG0000511	Syaf.g_00004	Pras.g_01202
OG0000512	Syaf.g_00002	Pras.g_01204
OG0000513	Syaf.g_02803	Pras.g_01211
OG0000514	Syaf.g_02796	Pras.g_01309
OG0000515	Syaf.g_02795	Pras.g_01310
OG0000516	Syaf.g_01219	Pras.g_01311
OG0000517	Syaf.g_01213	Pras.g_01313
OG0000518	Syaf.g_01230	Pras.g_01324
OG0000519	Syaf.g_01231	Pras.g_01325
OG0000520	Syaf.g_01235	Pras.g_01326
OG0000521	Syaf.g_02542	Pras.g_01331
OG0000522	Syaf.g_02538	Pras.g_01332
OG0000523	Syaf.g_02537	Pras.g_01333
OG0000524	Syaf.g_02531	Pras.g_01339
OG0000525	Syaf.g_02507	Pras.g_01342
OG0000526	Syaf.g_02504	Pras.g_01343
OG0000527	Syaf.g_02500	Pras.g_01351
OG0000528	Syaf.g_02728	Pras.g_01356
OG0000529	Syaf.g_02720	Pras.g_01359
OG0000530	Syaf.g_02717	Pras.g_01362
OG0000531	Syaf.g_02716	Pras.g_01363
OG0000532	Syaf.g_02713	Pras.g_01365
OG0000533	Syaf.g_02712	Pras.g_01366
OG0000534	Syaf.g_02711	Pras.g_01367
OG0000535	Syaf.g_02710	Pras.g_01368
OG0000536	Syaf.g_02709	Pras.g_01369
OG0000537	Syaf.g_02708	Pras.g_01370
OG0000538	Syaf.g_02697	Pras.g_01378
OG0000539	Syaf.g_02696	Pras.g_01379
OG0000540	Syaf.g_02695	Pras.g_01380
OG0000541	Syaf.g_02694	Pras.g_01381
OG0000542	Syaf.g_02691	Pras.g_01383
OG0000543	Syaf.g_02689	Pras.g_01385
OG0000544	Syaf.g_02688	Pras.g_01386
OG0000545	Syaf.g_02686	Pras.g_01388
OG0000546	Syaf.g_02684	Pras.g_01391
OG0000547	Syaf.g_02682	Pras.g_01393
OG0000548	Syaf.g_02681	Pras.g_01394
OG0000549	Syaf.g_02676	Pras.g_01396
OG0000550	Syaf.g_02671	Pras.g_01401
OG0000551	Syaf.g_02666	Pras.g_01404
OG0000552	Syaf.g_02665	Pras.g_01405
OG0000553	Syaf.g_02663	Pras.g_01406
OG0000554	Syaf.g_02653	Pras.g_01411
OG0000555	Syaf.g_02635	Pras.g_01419
OG0000556	Syaf.g_02630	Pras.g_01421
OG0000557	Syaf.g_02628	Pras.g_01422
OG0000558	Syaf.g_02626	Pras.g_01424
OG0000559	Syaf.g_02622	Pras.g_01428
OG0000560	Syaf.g_02619	Pras.g_01431
OG0000561	Syaf.g_02618	Pras.g_01432
OG0000562	Syaf.g_02617	Pras.g_01433
OG0000563	Syaf.g_02616	Pras.g_01434
OG0000564	Syaf.g_02615	Pras.g_01435
OG0000565	Syaf.g_02612	Pras.g_01438
OG0000566	Syaf.g_02608	Pras.g_01440
OG0000567	Syaf.g_02604	Pras.g_01444
OG0000568	Syaf.g_02599	Pras.g_01445
