Orthogroup	Syaf	Pray
OG0000295	Syaf.g_01316	Pray.g_00051
OG0000296	Syaf.g_01318	Pray.g_00049
OG0000297	Syaf.g_01607	Pray.g_00041
OG0000298	Syaf.g_01606	Pray.g_00040
OG0000299	Syaf.g_01578	Pray.g_00023
OG0000300	Syaf.g_01571	Pray.g_00020
OG0000301	Syaf.g_01570	Pray.g_00019
OG0000302	Syaf.g_01568	Pray.g_00017
OG0000303	Syaf.g_01559	Pray.g_00010
OG0000304	Syaf.g_01551	Pray.g_00006
OG0000305	Syaf.g_01444	Pray.g_01837
OG0000306	Syaf.g_01332	Pray.g_01834
OG0000307	Syaf.g_02742	Pray.g_01820
OG0000308	Syaf.g_02744	Pray.g_01819
OG0000309	Syaf.g_02749	Pray.g_01815
OG0000310	Syaf.g_02387	Pray.g_01737
OG0000311	Syaf.g_02391	Pray.g_01735
OG0000312	Syaf.g_02397	Pray.g_01732
OG0000313	Syaf.g_02421	Pray.g_01718
OG0000314	Syaf.g_02458	Pray.g_01695
OG0000315	Syaf.g_02468	Pray.g_01685
OG0000316	Syaf.g_01088	Pray.g_01665
OG0000317	Syaf.g_01040	Pray.g_01561
OG0000318	Syaf.g_01032	Pray.g_01558
OG0000319	Syaf.g_01015	Pray.g_01545
OG0000320	Syaf.g_01013	Pray.g_01543
OG0000321	Syaf.g_01012	Pray.g_01542
OG0000322	Syaf.g_01011	Pray.g_01541
OG0000323	Syaf.g_00997	Pray.g_01532
OG0000324	Syaf.g_01164	Pray.g_01506
OG0000325	Syaf.g_00176	Pray.g_01235
OG0000326	Syaf.g_00169	Pray.g_01241
OG0000327	Syaf.g_00138	Pray.g_01265
OG0000328	Syaf.g_00137	Pray.g_01266
OG0000329	Syaf.g_00119	Pray.g_01283
OG0000330	Syaf.g_00118	Pray.g_01284
OG0000331	Syaf.g_00117	Pray.g_01285
OG0000332	Syaf.g_00102	Pray.g_01299
OG0000333	Syaf.g_00099	Pray.g_01301
OG0000334	Syaf.g_00090	Pray.g_01309
OG0000335	Syaf.g_00085	Pray.g_01314
OG0000336	Syaf.g_00081	Pray.g_01318
OG0000337	Syaf.g_00344	Pray.g_01335
OG0000338	Syaf.g_00348	Pray.g_01336
OG0000339	Syaf.g_00355	Pray.g_01340
OG0000340	Syaf.g_00366	Pray.g_01348
OG0000341	Syaf.g_00368	Pray.g_01350
OG0000342	Syaf.g_00369	Pray.g_01351
OG0000343	Syaf.g_00370	Pray.g_01352
OG0000344	Syaf.g_00374	Pray.g_01355
OG0000345	Syaf.g_00384	Pray.g_01360
OG0000346	Syaf.g_00389	Pray.g_01365
OG0000347	Syaf.g_00415	Pray.g_01381
OG0000348	Syaf.g_00427	Pray.g_01391
OG0000349	Syaf.g_00445	Pray.g_01408
OG0000350	Syaf.g_00162	Pray.g_01427
OG0000351	Syaf.g_00528	Pray.g_01444
OG0000352	Syaf.g_00527	Pray.g_01445
OG0000353	Syaf.g_00499	Pray.g_01460
OG0000355	Syaf.g_00497	Pray.g_01462
OG0000356	Syaf.g_00496	Pray.g_01463
OG0000357	Syaf.g_00495	Pray.g_01464
OG0000358	Syaf.g_00491	Pray.g_01469
OG0000359	Syaf.g_00489	Pray.g_01470
OG0000360	Syaf.g_00488	Pray.g_01471
OG0000361	Syaf.g_00487	Pray.g_01472
OG0000362	Syaf.g_00485	Pray.g_01474
OG0000363	Syaf.g_00483	Pray.g_01476
OG0000364	Syaf.g_00482	Pray.g_01477
OG0000365	Syaf.g_00473	Pray.g_01482
OG0000366	Syaf.g_00472	Pray.g_01483
OG0000367	Syaf.g_00471	Pray.g_01484
OG0000368	Syaf.g_00469	Pray.g_01486
OG0000369	Syaf.g_00468	Pray.g_01487
OG0000370	Syaf.g_00467	Pray.g_01488
OG0000371	Syaf.g_00458	Pray.g_01494
OG0000372	Syaf.g_00453	Pray.g_01497
OG0000373	Syaf.g_00452	Pray.g_01498
OG0000374	Syaf.g_00451	Pray.g_01499
OG0000375	Syaf.g_00449	Pray.g_00243
OG0000376	Syaf.g_00447	Pray.g_00241
OG0000377	Syaf.g_00654	Pray.g_00238
OG0000378	Syaf.g_00668	Pray.g_00236
OG0000379	Syaf.g_00686	Pray.g_00233
OG0000380	Syaf.g_00965	Pray.g_00223
OG0000381	Syaf.g_00962	Pray.g_00219
OG0000382	Syaf.g_00945	Pray.g_00208
OG0000383	Syaf.g_00941	Pray.g_00206
OG0000384	Syaf.g_00940	Pray.g_00205
OG0000385	Syaf.g_00939	Pray.g_00204
OG0000386	Syaf.g_00938	Pray.g_00203
OG0000387	Syaf.g_00912	Pray.g_00190
OG0000388	Syaf.g_00908	Pray.g_00187
OG0000389	Syaf.g_00904	Pray.g_00183
OG0000390	Syaf.g_00883	Pray.g_00176
OG0000391	Syaf.g_00878	Pray.g_00173
OG0000392	Syaf.g_00872	Pray.g_00169
OG0000393	Syaf.g_00870	Pray.g_00167
OG0000394	Syaf.g_00869	Pray.g_00166
OG0000395	Syaf.g_00868	Pray.g_00165
OG0000396	Syaf.g_00865	Pray.g_00162
OG0000397	Syaf.g_00863	Pray.g_00160
OG0000398	Syaf.g_00858	Pray.g_00158
OG0000399	Syaf.g_00857	Pray.g_00157
OG0000400	Syaf.g_00856	Pray.g_00156
OG0000401	Syaf.g_00855	Pray.g_00155
OG0000402	Syaf.g_00852	Pray.g_00153
OG0000403	Syaf.g_00851	Pray.g_00152
OG0000404	Syaf.g_00850	Pray.g_00151
OG0000405	Syaf.g_00835	Pray.g_00147
OG0000406	Syaf.g_00831	Pray.g_00142
OG0000407	Syaf.g_00830	Pray.g_00141
OG0000408	Syaf.g_00828	Pray.g_00139
OG0000409	Syaf.g_00826	Pray.g_00137
OG0000410	Syaf.g_00825	Pray.g_00136
OG0000411	Syaf.g_00824	Pray.g_00635
OG0000412	Syaf.g_00823	Pray.g_00636
OG0000413	Syaf.g_00821	Pray.g_00637
OG0000414	Syaf.g_00820	Pray.g_00638
OG0000415	Syaf.g_00819	Pray.g_00639
OG0000416	Syaf.g_00818	Pray.g_00640
OG0000417	Syaf.g_00817	Pray.g_00641
OG0000418	Syaf.g_00812	Pray.g_00646
OG0000419	Syaf.g_00810	Pray.g_00648
OG0000420	Syaf.g_00808	Pray.g_00649
OG0000421	Syaf.g_00803	Pray.g_00654
OG0000422	Syaf.g_00802	Pray.g_00655
OG0000423	Syaf.g_00801	Pray.g_00656
OG0000424	Syaf.g_00800	Pray.g_00657
OG0000425	Syaf.g_00799	Pray.g_00658
OG0000426	Syaf.g_00798	Pray.g_00659
OG0000427	Syaf.g_00797	Pray.g_00660
OG0000428	Syaf.g_00794	Pray.g_00662
OG0000429	Syaf.g_00792	Pray.g_00663
OG0000430	Syaf.g_00790	Pray.g_00664
OG0000431	Syaf.g_00786	Pray.g_00666
OG0000432	Syaf.g_00779	Pray.g_00669
OG0000433	Syaf.g_00777	Pray.g_00670
OG0000434	Syaf.g_00776	Pray.g_00671
OG0000435	Syaf.g_00772	Pray.g_00672
OG0000436	Syaf.g_00767	Pray.g_00677
OG0000437	Syaf.g_00766	Pray.g_00678
OG0000438	Syaf.g_00765	Pray.g_00679
OG0000439	Syaf.g_00763	Pray.g_00681
OG0000440	Syaf.g_00762	Pray.g_00682
OG0000441	Syaf.g_00756	Pray.g_00685
OG0000442	Syaf.g_00743	Pray.g_00686
OG0000443	Syaf.g_00739	Pray.g_00687
OG0000444	Syaf.g_00733	Pray.g_00692
OG0000445	Syaf.g_00729	Pray.g_00693
OG0000446	Syaf.g_00728	Pray.g_00694
OG0000447	Syaf.g_00725	Pray.g_00695
OG0000448	Syaf.g_00724	Pray.g_00696
OG0000449	Syaf.g_00723	Pray.g_00697
OG0000450	Syaf.g_00717	Pray.g_00698
OG0000451	Syaf.g_00716	Pray.g_00699
OG0000452	Syaf.g_00712	Pray.g_00702
OG0000453	Syaf.g_00711	Pray.g_00703
OG0000454	Syaf.g_00710	Pray.g_00704
OG0000455	Syaf.g_00709	Pray.g_00705
OG0000456	Syaf.g_00708	Pray.g_00706
OG0000457	Syaf.g_00706	Pray.g_00707
OG0000458	Syaf.g_00705	Pray.g_00708
OG0000459	Syaf.g_00704	Pray.g_00709
OG0000460	Syaf.g_02789	Pray.g_00716
OG0000461	Syaf.g_00183	Pray.g_00723
OG0000462	Syaf.g_00186	Pray.g_00725
OG0000463	Syaf.g_00187	Pray.g_00726
OG0000464	Syaf.g_00188	Pray.g_00727
OG0000465	Syaf.g_00190	Pray.g_00728
OG0000466	Syaf.g_00194	Pray.g_00731
OG0000467	Syaf.g_00196	Pray.g_00732
OG0000468	Syaf.g_00206	Pray.g_00734
OG0000469	Syaf.g_00220	Pray.g_00742
OG0000470	Syaf.g_00222	Pray.g_00744
OG0000471	Syaf.g_00223	Pray.g_00745
OG0000472	Syaf.g_00225	Pray.g_00746
OG0000473	Syaf.g_00227	Pray.g_00748
OG0000474	Syaf.g_00228	Pray.g_00749
OG0000475	Syaf.g_00229	Pray.g_00750
OG0000476	Syaf.g_00231	Pray.g_00751
OG0000477	Syaf.g_00237	Pray.g_00754
OG0000478	Syaf.g_00238	Pray.g_00755
OG0000479	Syaf.g_00239	Pray.g_00756
OG0000480	Syaf.g_00247	Pray.g_00761
OG0000481	Syaf.g_00249	Pray.g_00763
OG0000482	Syaf.g_00250	Pray.g_00764
OG0000483	Syaf.g_00254	Pray.g_00767
OG0000484	Syaf.g_00255	Pray.g_00768
OG0000485	Syaf.g_00256	Pray.g_00769
OG0000486	Syaf.g_00257	Pray.g_00770
OG0000487	Syaf.g_00263	Pray.g_00773
OG0000488	Syaf.g_00267	Pray.g_00776
OG0000489	Syaf.g_00274	Pray.g_00781
OG0000490	Syaf.g_00284	Pray.g_00786
OG0000491	Syaf.g_00285	Pray.g_00787
OG0000492	Syaf.g_00288	Pray.g_00789
OG0000493	Syaf.g_00289	Pray.g_00790
OG0000494	Syaf.g_00290	Pray.g_00791
OG0000495	Syaf.g_00291	Pray.g_00792
OG0000496	Syaf.g_00292	Pray.g_00793
OG0000497	Syaf.g_00293	Pray.g_00794
OG0000498	Syaf.g_00294	Pray.g_00795
OG0000499	Syaf.g_00295	Pray.g_00796
OG0000500	Syaf.g_00296	Pray.g_00797
OG0000501	Syaf.g_00299	Pray.g_00799
OG0000502	Syaf.g_00319	Pray.g_00802
OG0000503	Syaf.g_00023	Pray.g_00812
OG0000504	Syaf.g_00021	Pray.g_00813
OG0000505	Syaf.g_00020	Pray.g_00814
OG0000506	Syaf.g_00018	Pray.g_00816
OG0000507	Syaf.g_00012	Pray.g_00819
OG0000508	Syaf.g_00008	Pray.g_00823
OG0000509	Syaf.g_00006	Pray.g_00825
OG0000510	Syaf.g_00005	Pray.g_00826
OG0000511	Syaf.g_00004	Pray.g_00827
OG0000512	Syaf.g_00002	Pray.g_00829
OG0000513	Syaf.g_02803	Pray.g_00836
OG0000514	Syaf.g_02796	Pray.g_00921
OG0000515	Syaf.g_02795	Pray.g_00922
OG0000516	Syaf.g_01219	Pray.g_00923
OG0000517	Syaf.g_01213	Pray.g_00925
OG0000518	Syaf.g_01230	Pray.g_00936
OG0000519	Syaf.g_01231	Pray.g_00937
OG0000520	Syaf.g_01235	Pray.g_00938
OG0000521	Syaf.g_02542	Pray.g_00943
OG0000522	Syaf.g_02538	Pray.g_00945
OG0000523	Syaf.g_02537	Pray.g_00946
OG0000524	Syaf.g_02531	Pray.g_00951
OG0000525	Syaf.g_02507	Pray.g_00954
OG0000526	Syaf.g_02504	Pray.g_00955
OG0000527	Syaf.g_02500	Pray.g_00963
OG0000528	Syaf.g_02728	Pray.g_00968
OG0000529	Syaf.g_02720	Pray.g_00971
OG0000530	Syaf.g_02717	Pray.g_00974
OG0000531	Syaf.g_02716	Pray.g_00975
OG0000532	Syaf.g_02713	Pray.g_00977
OG0000533	Syaf.g_02712	Pray.g_00978
OG0000534	Syaf.g_02711	Pray.g_00979
OG0000535	Syaf.g_02710	Pray.g_00980
OG0000536	Syaf.g_02709	Pray.g_00981
OG0000537	Syaf.g_02708	Pray.g_00982
OG0000538	Syaf.g_02697	Pray.g_00991
OG0000539	Syaf.g_02696	Pray.g_00992
OG0000540	Syaf.g_02695	Pray.g_00993
OG0000541	Syaf.g_02694	Pray.g_00994
OG0000542	Syaf.g_02691	Pray.g_00996
OG0000543	Syaf.g_02689	Pray.g_00998
OG0000544	Syaf.g_02688	Pray.g_00999
OG0000545	Syaf.g_02686	Pray.g_01001
OG0000546	Syaf.g_02684	Pray.g_01004
OG0000547	Syaf.g_02682	Pray.g_01006
OG0000548	Syaf.g_02681	Pray.g_01007
OG0000549	Syaf.g_02676	Pray.g_01009
OG0000550	Syaf.g_02671	Pray.g_01014
OG0000551	Syaf.g_02666	Pray.g_01018
OG0000552	Syaf.g_02665	Pray.g_01019
OG0000553	Syaf.g_02663	Pray.g_01020
OG0000554	Syaf.g_02653	Pray.g_01227
OG0000555	Syaf.g_02635	Pray.g_01219
OG0000556	Syaf.g_02630	Pray.g_01217
OG0000557	Syaf.g_02628	Pray.g_01216
OG0000558	Syaf.g_02626	Pray.g_01214
OG0000559	Syaf.g_02622	Pray.g_01210
OG0000560	Syaf.g_02619	Pray.g_01207
OG0000561	Syaf.g_02618	Pray.g_01206
OG0000562	Syaf.g_02617	Pray.g_01205
OG0000563	Syaf.g_02616	Pray.g_01204
OG0000564	Syaf.g_02615	Pray.g_01203
OG0000565	Syaf.g_02612	Pray.g_01200
OG0000566	Syaf.g_02608	Pray.g_01198
OG0000567	Syaf.g_02604	Pray.g_01194
OG0000568	Syaf.g_02599	Pray.g_01193
OG0000569	Syaf.g_02596	Pray.g_01192
OG0000570	Syaf.g_02595	Pray.g_01191
