Orthogroup	Syaf	Prai
OG0000079	Syaf.g_00197	Prai.g_00265
OG0000081	Syaf.g_02776	Prai.g_00559
OG0000082	Syaf.g_02576	Prai.g_00613
OG0000084	Syaf.g_02409	Prai.g_01459
OG0000085	Syaf.g_01048	Prai.g_01631
OG0000086	Syaf.g_00932	Prai.g_00088
OG0000087	Syaf.g_00848	Prai.g_00139
OG0000088	Syaf.g_00811	Prai.g_00177
OG0000089	Syaf.g_02807	Prai.g_00368
OG0000090	Syaf.g_02654	Prai.g_00561
OG0000091	Syaf.g_02302	Prai.g_00671
OG0000093	Syaf.g_01775	Prai.g_01021
OG0000094	Syaf.g_01940	Prai.g_00937
OG0000097	Syaf.g_01574	Prai.g_01214
OG0000098	Syaf.g_01637	Prai.g_01353
OG0000099	Syaf.g_00312	Prai.g_01393
OG0000100	Syaf.g_02017	Prai.g_01536
OG0000101	Syaf.g_00093	Prai.g_01782
OG0000102	Syaf.g_00393	Prai.g_01843
OG0000103	Syaf.g_00520	Prai.g_01923
OG0000104	Syaf.g_00502	Prai.g_01932
OG0000105	Syaf.g_00235	Prai.g_00286, Prai.g_00287
OG0000106	Syaf.g_01745	Prai.g_00383
OG0000107	Syaf.g_00177	Prai.g_00397
OG0000108	Syaf.g_02721	Prai.g_00510
OG0000109	Syaf.g_02706	Prai.g_00524
OG0000110	Syaf.g_02589	Prai.g_00603
OG0000112	Syaf.g_01852	Prai.g_00882
OG0000113	Syaf.g_02022	Prai.g_00825
OG0000114	Syaf.g_02103	Prai.g_01046
OG0000115	Syaf.g_02445	Prai.g_01119
OG0000116	Syaf.g_01276	Prai.g_01162
OG0000117	Syaf.g_01605	Prai.g_01273
OG0000118	Syaf.g_02544	Prai.g_01347
OG0000120	Syaf.g_00313	Prai.g_01443
OG0000121	Syaf.g_02419	Prai.g_01465
OG0000123	Syaf.g_00086	Prai.g_01789
OG0000124	Syaf.g_00414	Prai.g_01854
OG0000125	Syaf.g_00640	Prai.g_01892
OG0000126	Syaf.g_00504	Prai.g_01931
OG0000128	Syaf.g_00486	Prai.g_00011
OG0000129	Syaf.g_00651	Prai.g_00051
OG0000130	Syaf.g_00963	Prai.g_00069
OG0000131	Syaf.g_00833	Prai.g_00156
OG0000132	Syaf.g_00813	Prai.g_00175
OG0000133	Syaf.g_01857	Prai.g_00335
OG0000134	Syaf.g_02804	Prai.g_00369
OG0000135	Syaf.g_00605	Prai.g_00393
OG0000136	Syaf.g_01224	Prai.g_00472
OG0000137	Syaf.g_02498	Prai.g_00505
OG0000138	Syaf.g_02705	Prai.g_00525
OG0000139	Syaf.g_02648	Prai.g_00565
OG0000140	Syaf.g_02646	Prai.g_00566
OG0000141	Syaf.g_02375	Prai.g_00635
OG0000142	Syaf.g_02310	Prai.g_00664
OG0000143	Syaf.g_02306	Prai.g_00668
OG0000144	Syaf.g_01735	Prai.g_00681
OG0000145	Syaf.g_02699	Prai.g_00883
OG0000146	Syaf.g_01851	Prai.g_00881
OG0000147	Syaf.g_01850	Prai.g_00880
OG0000148	Syaf.g_02028	Prai.g_00831
OG0000149	Syaf.g_01371	Prai.g_00800
OG0000150	Syaf.g_02645	Prai.g_00792
OG0000151	Syaf.g_02091	Prai.g_01036
OG0000152	Syaf.g_01861	Prai.g_00989
OG0000153	Syaf.g_01904	Prai.g_00970
OG0000154	Syaf.g_01930	Prai.g_00943
OG0000155	Syaf.g_01324	Prai.g_01191
OG0000156	Syaf.g_01270	Prai.g_01323
OG0000157	Syaf.g_01269	Prai.g_01324
OG0000158	Syaf.g_00364	Prai.g_01392
OG0000160	Syaf.g_02418	Prai.g_01464
OG0000161	Syaf.g_02424	Prai.g_01470
OG0000162	Syaf.g_02431	Prai.g_01476
OG0000163	Syaf.g_01105	Prai.g_01509
OG0000164	Syaf.g_00999	Prai.g_01662
OG0000165	Syaf.g_01197	Prai.g_01669
OG0000166	Syaf.g_00133	Prai.g_01740
OG0000167	Syaf.g_00350	Prai.g_01812
OG0000168	Syaf.g_00365	Prai.g_01822
OG0000169	Syaf.g_00376	Prai.g_01832
OG0000170	Syaf.g_00383	Prai.g_01834
OG0000171	Syaf.g_00413	Prai.g_01853
OG0000172	Syaf.g_00419	Prai.g_01863
OG0000173	Syaf.g_00438	Prai.g_01878
OG0000174	Syaf.g_00603	Prai.g_01905
OG0000175	Syaf.g_00531	Prai.g_01915
OG0000176	Syaf.g_00494	Prai.g_00004
OG0000177	Syaf.g_00493	Prai.g_00005
OG0000178	Syaf.g_00492	Prai.g_00006
OG0000179	Syaf.g_00477	Prai.g_00016
OG0000180	Syaf.g_00476	Prai.g_00017
OG0000181	Syaf.g_00475	Prai.g_00018
OG0000182	Syaf.g_00474	Prai.g_00019
OG0000183	Syaf.g_00470	Prai.g_00023
OG0000184	Syaf.g_00664	Prai.g_00053
OG0000185	Syaf.g_00684	Prai.g_00056
OG0000186	Syaf.g_00968	Prai.g_00064
OG0000187	Syaf.g_00966	Prai.g_00065
OG0000188	Syaf.g_00944	Prai.g_00082
OG0000189	Syaf.g_00916	Prai.g_00096
OG0000190	Syaf.g_00914	Prai.g_00097
OG0000191	Syaf.g_00877	Prai.g_00117
OG0000192	Syaf.g_00871	Prai.g_00121
OG0000193	Syaf.g_00832	Prai.g_00157
OG0000194	Syaf.g_00829	Prai.g_00160
OG0000195	Syaf.g_00827	Prai.g_00162
OG0000196	Syaf.g_00816	Prai.g_00172
OG0000197	Syaf.g_00815	Prai.g_00173
OG0000198	Syaf.g_00814	Prai.g_00174
OG0000199	Syaf.g_00806	Prai.g_00181
OG0000200	Syaf.g_00789	Prai.g_00195
OG0000202	Syaf.g_00770	Prai.g_00204
OG0000203	Syaf.g_00769	Prai.g_00205
OG0000204	Syaf.g_00768	Prai.g_00206
OG0000205	Syaf.g_00761	Prai.g_00213
OG0000206	Syaf.g_00736	Prai.g_00218
OG0000207	Syaf.g_00735	Prai.g_00220
OG0000208	Syaf.g_00734	Prai.g_00221
OG0000209	Syaf.g_00714	Prai.g_00230
OG0000210	Syaf.g_00713	Prai.g_00231
OG0000212	Syaf.g_02781	Prai.g_00251
OG0000213	Syaf.g_00210	Prai.g_00270
OG0000214	Syaf.g_00226	Prai.g_00280
OG0000215	Syaf.g_00258	Prai.g_00305
OG0000216	Syaf.g_00262	Prai.g_00307
OG0000217	Syaf.g_00266	Prai.g_00310
OG0000218	Syaf.g_00268	Prai.g_00312
OG0000219	Syaf.g_00269	Prai.g_00313
OG0000220	Syaf.g_00270	Prai.g_00314
OG0000221	Syaf.g_02597, Syaf.g_00273	Prai.g_00315
OG0000222	Syaf.g_00287	Prai.g_00323
OG0000223	Syaf.g_00317	Prai.g_00336
OG0000224	Syaf.g_00324	Prai.g_00338
OG0000225	Syaf.g_00007	Prai.g_00358
OG0000226	Syaf.g_00003	Prai.g_00362
OG0000227	Syaf.g_00001	Prai.g_00364
OG0000228	Syaf.g_02808	Prai.g_00367
OG0000229	Syaf.g_01214	Prai.g_00467
OG0000230	Syaf.g_01216	Prai.g_00469
OG0000231	Syaf.g_01236	Prai.g_00480
OG0000232	Syaf.g_02536	Prai.g_00489
OG0000233	Syaf.g_02528	Prai.g_00494
OG0000234	Syaf.g_02497	Prai.g_00506
OG0000235	Syaf.g_02722	Prai.g_00509
OG0000236	Syaf.g_02707	Prai.g_00523
OG0000237	Syaf.g_02690	Prai.g_00536
OG0000238	Syaf.g_02685	Prai.g_00542
OG0000239	Syaf.g_02669	Prai.g_00553
OG0000240	Syaf.g_02668	Prai.g_00554
OG0000241	Syaf.g_02322	Prai.g_00558
OG0000242	Syaf.g_02656	Prai.g_00560
OG0000243	Syaf.g_02634	Prai.g_00571
OG0000244	Syaf.g_02627	Prai.g_00574
OG0000245	Syaf.g_02625	Prai.g_00576
OG0000246	Syaf.g_02621	Prai.g_00580
OG0000247	Syaf.g_02610	Prai.g_00590
OG0000248	Syaf.g_02607	Prai.g_00593
OG0000249	Syaf.g_02605	Prai.g_00595
OG0000250	Syaf.g_02593	Prai.g_00600
OG0000251	Syaf.g_02568	Prai.g_00619
OG0000252	Syaf.g_02565	Prai.g_00622
OG0000253	Syaf.g_02564	Prai.g_00623
OG0000254	Syaf.g_02371	Prai.g_00639
OG0000255	Syaf.g_02352	Prai.g_00645
OG0000256	Syaf.g_02329	Prai.g_00656
OG0000257	Syaf.g_02323	Prai.g_00659
OG0000258	Syaf.g_02301	Prai.g_00672
OG0000259	Syaf.g_02137	Prai.g_00689
OG0000260	Syaf.g_02134	Prai.g_00692
OG0000261	Syaf.g_02131	Prai.g_00694
OG0000262	Syaf.g_02126	Prai.g_00698
OG0000263	Syaf.g_01585	Prai.g_00710
OG0000264	Syaf.g_01473	Prai.g_00720
OG0000265	Syaf.g_01196	Prai.g_00748
OG0000266	Syaf.g_01967	Prai.g_00758
OG0000267	Syaf.g_01787	Prai.g_00769
OG0000268	Syaf.g_01788	Prai.g_00770
OG0000269	Syaf.g_02054	Prai.g_00853
OG0000270	Syaf.g_02051	Prai.g_00850
OG0000271	Syaf.g_02043	Prai.g_00842
OG0000272	Syaf.g_02042	Prai.g_00840, Prai.g_00841
OG0000273	Syaf.g_01392	Prai.g_00817
OG0000274	Syaf.g_01391	Prai.g_00816
OG0000275	Syaf.g_01386	Prai.g_00741, Prai.g_00813
OG0000276	Syaf.g_01379	Prai.g_00808
OG0000277	Syaf.g_01378	Prai.g_00807
OG0000278	Syaf.g_01375	Prai.g_00804
OG0000279	Syaf.g_01367	Prai.g_00797
OG0000280	Syaf.g_01337	Prai.g_00796
OG0000281	Syaf.g_01636	Prai.g_00791
OG0000282	Syaf.g_02101	Prai.g_01044
OG0000283	Syaf.g_01804	Prai.g_01012
OG0000284	Syaf.g_01810	Prai.g_01007
OG0000285	Syaf.g_01842	Prai.g_01002
OG0000286	Syaf.g_01860	Prai.g_00990
OG0000288	Syaf.g_01929	Prai.g_00944
OG0000289	Syaf.g_01943	Prai.g_00934
OG0000290	Syaf.g_01439	Prai.g_00921
OG0000291	Syaf.g_01441	Prai.g_00919
OG0000292	Syaf.g_00505	Prai.g_01107
OG0000293	Syaf.g_01277	Prai.g_01163
OG0000294	Syaf.g_01278	Prai.g_01164
OG0000295	Syaf.g_01316	Prai.g_01183
OG0000296	Syaf.g_01318	Prai.g_01185
OG0000297	Syaf.g_01607	Prai.g_01193
OG0000298	Syaf.g_01606	Prai.g_01194
OG0000299	Syaf.g_01578	Prai.g_01213
OG0000300	Syaf.g_01571	Prai.g_01216
OG0000301	Syaf.g_01570	Prai.g_01217
OG0000302	Syaf.g_01568	Prai.g_01219
OG0000303	Syaf.g_01559	Prai.g_01226
OG0000304	Syaf.g_01551	Prai.g_01230
OG0000305	Syaf.g_01444	Prai.g_01362
OG0000306	Syaf.g_01332	Prai.g_01365
OG0000307	Syaf.g_02742	Prai.g_01379
OG0000308	Syaf.g_02744	Prai.g_01380
OG0000309	Syaf.g_02749	Prai.g_01384
OG0000310	Syaf.g_02387	Prai.g_01448
OG0000311	Syaf.g_02391	Prai.g_01450
OG0000312	Syaf.g_02397	Prai.g_01453
OG0000313	Syaf.g_02421	Prai.g_01467
OG0000314	Syaf.g_02458	Prai.g_01489
OG0000315	Syaf.g_02468	Prai.g_01499
OG0000316	Syaf.g_01088	Prai.g_01519
OG0000317	Syaf.g_01040	Prai.g_01636
OG0000318	Syaf.g_01032	Prai.g_01639
OG0000319	Syaf.g_01015	Prai.g_01652
OG0000320	Syaf.g_01013	Prai.g_01654
OG0000321	Syaf.g_01012	Prai.g_01655
OG0000322	Syaf.g_01011	Prai.g_01656
OG0000323	Syaf.g_00997	Prai.g_01665
OG0000324	Syaf.g_01164	Prai.g_01691
OG0000325	Syaf.g_00176	Prai.g_01702
OG0000326	Syaf.g_00169	Prai.g_01708
OG0000327	Syaf.g_00138	Prai.g_01735
OG0000328	Syaf.g_00137	Prai.g_01736
OG0000329	Syaf.g_00119	Prai.g_01754
OG0000330	Syaf.g_00118	Prai.g_01755
OG0000331	Syaf.g_00117	Prai.g_01756
OG0000332	Syaf.g_00102	Prai.g_01770
OG0000333	Syaf.g_00099	Prai.g_01777
OG0000334	Syaf.g_00090	Prai.g_01785
OG0000335	Syaf.g_00085	Prai.g_01790
OG0000336	Syaf.g_00081	Prai.g_01794
OG0000337	Syaf.g_00344	Prai.g_01810
OG0000338	Syaf.g_00348	Prai.g_01811
OG0000339	Syaf.g_00355	Prai.g_01815
OG0000340	Syaf.g_00366	Prai.g_01823
OG0000341	Syaf.g_00368	Prai.g_01825
OG0000342	Syaf.g_00369	Prai.g_01826
OG0000343	Syaf.g_00370	Prai.g_01827
OG0000344	Syaf.g_00374	Prai.g_01830
OG0000345	Syaf.g_00384	Prai.g_01835
OG0000346	Syaf.g_00389	Prai.g_01839
OG0000347	Syaf.g_00415	Prai.g_01855
OG0000348	Syaf.g_00427	Prai.g_01866
OG0000349	Syaf.g_00445	Prai.g_01883
OG0000350	Syaf.g_00162	Prai.g_01901
OG0000351	Syaf.g_00528	Prai.g_01918
OG0000352	Syaf.g_00527	Prai.g_01919
OG0000353	Syaf.g_00499	Prai.g_01935
OG0000355	Syaf.g_00497	Prai.g_00001
OG0000356	Syaf.g_00496	Prai.g_00002
OG0000357	Syaf.g_00495	Prai.g_00003
OG0000358	Syaf.g_00491	Prai.g_00007
OG0000359	Syaf.g_00489	Prai.g_00008
OG0000360	Syaf.g_00488	Prai.g_00009
OG0000361	Syaf.g_00487	Prai.g_00010
OG0000362	Syaf.g_00485	Prai.g_00012
OG0000363	Syaf.g_00483	Prai.g_00014
OG0000364	Syaf.g_00482	Prai.g_00015
OG0000365	Syaf.g_00473	Prai.g_00020
OG0000366	Syaf.g_00472	Prai.g_00021
OG0000367	Syaf.g_00471	Prai.g_00022
OG0000368	Syaf.g_00469	Prai.g_00024
OG0000369	Syaf.g_00468	Prai.g_00025
OG0000370	Syaf.g_00467	Prai.g_00026
OG0000371	Syaf.g_00458	Prai.g_00032
OG0000372	Syaf.g_00453	Prai.g_00035
OG0000373	Syaf.g_00452	Prai.g_00036
OG0000374	Syaf.g_00451	Prai.g_00037
OG0000375	Syaf.g_00449	Prai.g_00047
OG0000376	Syaf.g_00447	Prai.g_00049
OG0000377	Syaf.g_00654	Prai.g_00052
OG0000378	Syaf.g_00668	Prai.g_00054
OG0000379	Syaf.g_00686	Prai.g_00057
OG0000380	Syaf.g_00965	Prai.g_00066
OG0000381	Syaf.g_00962	Prai.g_00070
OG0000382	Syaf.g_00945	Prai.g_00081
OG0000383	Syaf.g_00941	Prai.g_00083
OG0000384	Syaf.g_00940	Prai.g_00084
OG0000385	Syaf.g_00939	Prai.g_00085
OG0000386	Syaf.g_00938	Prai.g_00086
OG0000387	Syaf.g_00912	Prai.g_00099
OG0000388	Syaf.g_00908	Prai.g_00102
OG0000389	Syaf.g_00904	Prai.g_00106
OG0000390	Syaf.g_00883	Prai.g_00113
OG0000391	Syaf.g_00878	Prai.g_00116
OG0000392	Syaf.g_00872	Prai.g_00120
OG0000393	Syaf.g_00870	Prai.g_00122
OG0000394	Syaf.g_00869	Prai.g_00123
OG0000395	Syaf.g_00868	Prai.g_00124
OG0000396	Syaf.g_00865	Prai.g_00127
OG0000397	Syaf.g_00863	Prai.g_00129
OG0000398	Syaf.g_00858	Prai.g_00131
OG0000399	Syaf.g_00857	Prai.g_00132
OG0000400	Syaf.g_00856	Prai.g_00133
OG0000401	Syaf.g_00855	Prai.g_00134
OG0000402	Syaf.g_00852	Prai.g_00136
OG0000403	Syaf.g_00851	Prai.g_00137
OG0000404	Syaf.g_00850	Prai.g_00138
OG0000405	Syaf.g_00835	Prai.g_00142
OG0000406	Syaf.g_00831	Prai.g_00158
OG0000407	Syaf.g_00830	Prai.g_00159
OG0000408	Syaf.g_00828	Prai.g_00161
OG0000409	Syaf.g_00826	Prai.g_00163
OG0000410	Syaf.g_00825	Prai.g_00164
OG0000411	Syaf.g_00824	Prai.g_00165
OG0000412	Syaf.g_00823	Prai.g_00166
OG0000413	Syaf.g_00821	Prai.g_00167
OG0000414	Syaf.g_00820	Prai.g_01288, Prai.g_00168
OG0000415	Syaf.g_00819	Prai.g_00169
OG0000416	Syaf.g_00818	Prai.g_00170
OG0000417	Syaf.g_00817	Prai.g_00171
OG0000418	Syaf.g_00812	Prai.g_00176
OG0000419	Syaf.g_00810	Prai.g_00178
OG0000420	Syaf.g_00808	Prai.g_00179
OG0000421	Syaf.g_00803	Prai.g_00184
OG0000422	Syaf.g_00802	Prai.g_00185
OG0000423	Syaf.g_00801	Prai.g_00186
OG0000424	Syaf.g_00800	Prai.g_00187
OG0000425	Syaf.g_00799	Prai.g_00188
OG0000426	Syaf.g_00798	Prai.g_00189
OG0000427	Syaf.g_00797	Prai.g_00190
OG0000428	Syaf.g_00794	Prai.g_00192
OG0000429	Syaf.g_00792	Prai.g_00193
OG0000430	Syaf.g_00790	Prai.g_00194
OG0000431	Syaf.g_00786	Prai.g_00196
OG0000432	Syaf.g_00779	Prai.g_00199
OG0000433	Syaf.g_00777	Prai.g_00200
OG0000434	Syaf.g_00776	Prai.g_00201
OG0000435	Syaf.g_00772	Prai.g_00202
OG0000436	Syaf.g_00767	Prai.g_00207
OG0000437	Syaf.g_00766	Prai.g_00208
OG0000438	Syaf.g_00765	Prai.g_00209
OG0000439	Syaf.g_00763	Prai.g_00211
OG0000440	Syaf.g_00762	Prai.g_00212
OG0000441	Syaf.g_00756	Prai.g_00215
OG0000442	Syaf.g_00743	Prai.g_00216
OG0000443	Syaf.g_00739	Prai.g_00217
OG0000444	Syaf.g_00733	Prai.g_00222
OG0000445	Syaf.g_00729	Prai.g_00223
OG0000446	Syaf.g_00728	Prai.g_00224
OG0000447	Syaf.g_00725	Prai.g_00225
OG0000448	Syaf.g_00724	Prai.g_00226
OG0000449	Syaf.g_00723	Prai.g_00227
OG0000450	Syaf.g_00717	Prai.g_00228
OG0000451	Syaf.g_00716	Prai.g_00229
OG0000452	Syaf.g_00712	Prai.g_00232
OG0000453	Syaf.g_00711	Prai.g_00233
OG0000454	Syaf.g_00710	Prai.g_00234
OG0000455	Syaf.g_00709	Prai.g_00235
OG0000456	Syaf.g_00708	Prai.g_00236
OG0000457	Syaf.g_00706	Prai.g_00237
OG0000458	Syaf.g_00705	Prai.g_00238
OG0000459	Syaf.g_00704	Prai.g_00239
OG0000460	Syaf.g_02789	Prai.g_00246
OG0000461	Syaf.g_00183	Prai.g_00255
OG0000462	Syaf.g_00186	Prai.g_00257
OG0000463	Syaf.g_00187	Prai.g_00258
OG0000464	Syaf.g_00188	Prai.g_00259
OG0000465	Syaf.g_00190	Prai.g_00260
OG0000466	Syaf.g_00194	Prai.g_00263
OG0000467	Syaf.g_00196	Prai.g_00264
OG0000468	Syaf.g_00206	Prai.g_00266
OG0000469	Syaf.g_00220	Prai.g_00275
OG0000470	Syaf.g_00222	Prai.g_00277
OG0000471	Syaf.g_00223	Prai.g_00278
OG0000472	Syaf.g_00225	Prai.g_00279
OG0000473	Syaf.g_00227	Prai.g_00281
OG0000474	Syaf.g_00228	Prai.g_00282
OG0000475	Syaf.g_00229	Prai.g_00283
OG0000476	Syaf.g_00231	Prai.g_00284
OG0000477	Syaf.g_00237	Prai.g_00288
OG0000478	Syaf.g_00238	Prai.g_00289
OG0000479	Syaf.g_00239	Prai.g_00290
OG0000480	Syaf.g_00247	Prai.g_00295
OG0000481	Syaf.g_00249	Prai.g_00297
OG0000482	Syaf.g_00250	Prai.g_00298
OG0000483	Syaf.g_00254	Prai.g_00301
OG0000484	Syaf.g_00255	Prai.g_00302
OG0000485	Syaf.g_00256	Prai.g_00303
OG0000486	Syaf.g_00257	Prai.g_00304
OG0000487	Syaf.g_00263	Prai.g_00308
OG0000488	Syaf.g_00267	Prai.g_00311
OG0000489	Syaf.g_00274	Prai.g_00316
OG0000490	Syaf.g_00284	Prai.g_00321
OG0000491	Syaf.g_00285	Prai.g_00322
OG0000492	Syaf.g_00288	Prai.g_00324
OG0000493	Syaf.g_00289	Prai.g_00325
OG0000494	Syaf.g_00290	Prai.g_00326
OG0000495	Syaf.g_00291	Prai.g_00327
OG0000496	Syaf.g_00292	Prai.g_00328
OG0000497	Syaf.g_00293	Prai.g_00329
OG0000498	Syaf.g_00294	Prai.g_00330
OG0000499	Syaf.g_00295	Prai.g_00331
OG0000500	Syaf.g_00296	Prai.g_00332
OG0000501	Syaf.g_00299	Prai.g_00334
OG0000502	Syaf.g_00319	Prai.g_00337
OG0000503	Syaf.g_00023	Prai.g_00347
OG0000504	Syaf.g_00021	Prai.g_00348
OG0000505	Syaf.g_00020	Prai.g_00349
OG0000506	Syaf.g_00018	Prai.g_00351
OG0000507	Syaf.g_00012	Prai.g_00354
OG0000508	Syaf.g_00008	Prai.g_00357
OG0000509	Syaf.g_00006	Prai.g_00359
OG0000510	Syaf.g_00005	Prai.g_00360
OG0000511	Syaf.g_00004	Prai.g_00361
OG0000512	Syaf.g_00002	Prai.g_00363
OG0000513	Syaf.g_02803	Prai.g_00370
OG0000514	Syaf.g_02796	Prai.g_00462
OG0000515	Syaf.g_02795	Prai.g_00463
OG0000516	Syaf.g_01219	Prai.g_00464
OG0000517	Syaf.g_01213	Prai.g_00466
OG0000518	Syaf.g_01230	Prai.g_00477
OG0000519	Syaf.g_01231	Prai.g_00478
OG0000520	Syaf.g_01235	Prai.g_00479
OG0000521	Syaf.g_02542	Prai.g_00484
OG0000522	Syaf.g_02538	Prai.g_00486
OG0000523	Syaf.g_02537	Prai.g_00487
OG0000524	Syaf.g_02531	Prai.g_00492
OG0000525	Syaf.g_02507	Prai.g_00495
OG0000526	Syaf.g_02504	Prai.g_00496
OG0000527	Syaf.g_02500	Prai.g_00503
OG0000528	Syaf.g_02728	Prai.g_00508
OG0000529	Syaf.g_02720	Prai.g_00511
OG0000530	Syaf.g_02717	Prai.g_00514
OG0000531	Syaf.g_02716	Prai.g_00515
OG0000532	Syaf.g_02713	Prai.g_00517
OG0000533	Syaf.g_02712	Prai.g_00518
OG0000534	Syaf.g_02711	Prai.g_00519
OG0000535	Syaf.g_02710	Prai.g_00520
OG0000536	Syaf.g_02709	Prai.g_00521
OG0000537	Syaf.g_02708	Prai.g_00522
OG0000538	Syaf.g_02697	Prai.g_00530
OG0000539	Syaf.g_02696	Prai.g_00531
OG0000540	Syaf.g_02695	Prai.g_00532
OG0000541	Syaf.g_02694	Prai.g_00533
OG0000542	Syaf.g_02691	Prai.g_00535
OG0000543	Syaf.g_02689	Prai.g_00537
OG0000544	Syaf.g_02688	Prai.g_00538
OG0000545	Syaf.g_02686	Prai.g_00540
OG0000546	Syaf.g_02684	Prai.g_00543
OG0000547	Syaf.g_02682	Prai.g_00544
OG0000548	Syaf.g_02681	Prai.g_00545
OG0000549	Syaf.g_02676	Prai.g_00547
OG0000550	Syaf.g_02671	Prai.g_00552
OG0000551	Syaf.g_02666	Prai.g_00555
OG0000552	Syaf.g_02665	Prai.g_00556
OG0000553	Syaf.g_02663	Prai.g_00557
OG0000554	Syaf.g_02653	Prai.g_00562
OG0000555	Syaf.g_02635	Prai.g_00570
OG0000556	Syaf.g_02630	Prai.g_00572
OG0000557	Syaf.g_02628	Prai.g_00573
OG0000558	Syaf.g_02626	Prai.g_00575
OG0000559	Syaf.g_02622	Prai.g_00579
OG0000560	Syaf.g_02619	Prai.g_00582
OG0000561	Syaf.g_02618	Prai.g_00583
OG0000562	Syaf.g_02617	Prai.g_00584
OG0000563	Syaf.g_02616	Prai.g_00585
OG0000564	Syaf.g_02615	Prai.g_00586
OG0000565	Syaf.g_02612	Prai.g_00589
OG0000566	Syaf.g_02608	Prai.g_00592
OG0000567	Syaf.g_02604	Prai.g_00596
OG0000568	Syaf.g_02599	Prai.g_00597
