Orthogroup	Syaf	Praw
OG0000173	Syaf.g_00438	Praw.g_00001
OG0000174	Syaf.g_00603	Praw.g_01166
OG0000175	Syaf.g_00531	Praw.g_01156
OG0000176	Syaf.g_00494	Praw.g_01132
OG0000177	Syaf.g_00493	Praw.g_01131
OG0000178	Syaf.g_00492	Praw.g_01130
OG0000179	Syaf.g_00477	Praw.g_01412
OG0000180	Syaf.g_00476	Praw.g_01411
OG0000181	Syaf.g_00475	Praw.g_01410
OG0000182	Syaf.g_00474	Praw.g_01409
OG0000183	Syaf.g_00470	Praw.g_01405
OG0000184	Syaf.g_00664	Praw.g_01382
OG0000185	Syaf.g_00684	Praw.g_01379
OG0000186	Syaf.g_00968	Praw.g_01370
OG0000187	Syaf.g_00966	Praw.g_01369
OG0000188	Syaf.g_00944	Praw.g_01352
OG0000189	Syaf.g_00916	Praw.g_01339
OG0000190	Syaf.g_00914	Praw.g_01338
OG0000191	Syaf.g_00877	Praw.g_01318
OG0000192	Syaf.g_00871	Praw.g_01314
OG0000193	Syaf.g_00832	Praw.g_01289
OG0000194	Syaf.g_00829	Praw.g_01286
OG0000195	Syaf.g_00827	Praw.g_01284
OG0000196	Syaf.g_00816	Praw.g_01274
OG0000197	Syaf.g_00815	Praw.g_01273
OG0000198	Syaf.g_00814	Praw.g_01272
OG0000199	Syaf.g_00806	Praw.g_01265
OG0000200	Syaf.g_00789	Praw.g_01251
OG0000202	Syaf.g_00770	Praw.g_01242
OG0000203	Syaf.g_00769	Praw.g_01241
OG0000204	Syaf.g_00768	Praw.g_01240
OG0000205	Syaf.g_00761	Praw.g_01233
OG0000206	Syaf.g_00736	Praw.g_01228
OG0000207	Syaf.g_00735	Praw.g_01226
OG0000208	Syaf.g_00734	Praw.g_01225
OG0000209	Syaf.g_00714	Praw.g_01216
OG0000210	Syaf.g_00713	Praw.g_01215
OG0000212	Syaf.g_02781	Praw.g_01195
OG0000213	Syaf.g_00210	Praw.g_00876
OG0000214	Syaf.g_00226	Praw.g_00867
OG0000215	Syaf.g_00258	Praw.g_00842
OG0000216	Syaf.g_00262	Praw.g_00840
OG0000217	Syaf.g_00266	Praw.g_00837
OG0000218	Syaf.g_00268	Praw.g_00835
OG0000219	Syaf.g_00269	Praw.g_00834
OG0000220	Syaf.g_00270	Praw.g_00833
OG0000221	Syaf.g_02597, Syaf.g_00273	Praw.g_00832
OG0000222	Syaf.g_00287	Praw.g_00824
OG0000223	Syaf.g_00317	Praw.g_00811
OG0000224	Syaf.g_00324	Praw.g_00809
OG0000225	Syaf.g_00007	Praw.g_00786
OG0000226	Syaf.g_00003	Praw.g_00782
OG0000227	Syaf.g_00001	Praw.g_00780
OG0000228	Syaf.g_02808	Praw.g_00777
OG0000229	Syaf.g_01214	Praw.g_00711
OG0000230	Syaf.g_01216	Praw.g_00709
OG0000231	Syaf.g_01236	Praw.g_00698
OG0000232	Syaf.g_02536	Praw.g_00689
OG0000233	Syaf.g_02528	Praw.g_00684
OG0000234	Syaf.g_02497	Praw.g_00671
OG0000235	Syaf.g_02722	Praw.g_00668
OG0000236	Syaf.g_02707	Praw.g_00655
OG0000237	Syaf.g_02690	Praw.g_00642
OG0000238	Syaf.g_02685	Praw.g_00636
OG0000239	Syaf.g_02669	Praw.g_00623
OG0000240	Syaf.g_02668	Praw.g_00622
OG0000241	Syaf.g_02322	Praw.g_00618
OG0000242	Syaf.g_02656	Praw.g_00616
OG0000243	Syaf.g_02634	Praw.g_00605
OG0000244	Syaf.g_02627	Praw.g_00602
OG0000245	Syaf.g_02625	Praw.g_00600
OG0000246	Syaf.g_02621	Praw.g_00596
OG0000247	Syaf.g_02610	Praw.g_00586
OG0000248	Syaf.g_02607	Praw.g_00584
OG0000249	Syaf.g_02605	Praw.g_00582
OG0000250	Syaf.g_02593	Praw.g_00577
OG0000251	Syaf.g_02568	Praw.g_01937
OG0000252	Syaf.g_02565	Praw.g_01940
OG0000253	Syaf.g_02564	Praw.g_01941
OG0000254	Syaf.g_02371	Praw.g_00147
OG0000255	Syaf.g_02352	Praw.g_00153
OG0000256	Syaf.g_02329	Praw.g_00163
OG0000257	Syaf.g_02323	Praw.g_00166
OG0000258	Syaf.g_02301	Praw.g_01879
OG0000259	Syaf.g_02137	Praw.g_01862
OG0000260	Syaf.g_02134	Praw.g_01859
OG0000261	Syaf.g_02131	Praw.g_01857
OG0000262	Syaf.g_02126	Praw.g_01853
OG0000263	Syaf.g_01585	Praw.g_01841
OG0000264	Syaf.g_01473	Praw.g_01831
OG0000265	Syaf.g_01196	Praw.g_01809
OG0000266	Syaf.g_01967	Praw.g_01799
OG0000267	Syaf.g_01787	Praw.g_01788
OG0000268	Syaf.g_01788	Praw.g_01787
OG0000269	Syaf.g_02054	Praw.g_01702
OG0000270	Syaf.g_02051	Praw.g_01699
OG0000271	Syaf.g_02043	Praw.g_01691
OG0000272	Syaf.g_02042	Praw.g_01690
OG0000273	Syaf.g_01392	Praw.g_01668
OG0000274	Syaf.g_01391	Praw.g_01667
OG0000275	Syaf.g_01386	Praw.g_01665
OG0000276	Syaf.g_01379	Praw.g_01660
OG0000277	Syaf.g_01378	Praw.g_01659
OG0000278	Syaf.g_01375	Praw.g_01656
OG0000279	Syaf.g_01367	Praw.g_01649
OG0000280	Syaf.g_01337	Praw.g_01648
OG0000281	Syaf.g_01636	Praw.g_01643
OG0000282	Syaf.g_02101	Praw.g_01595
OG0000283	Syaf.g_01804	Praw.g_01562
OG0000284	Syaf.g_01810	Praw.g_01557
OG0000285	Syaf.g_01842	Praw.g_01552
OG0000286	Syaf.g_01860	Praw.g_01540
OG0000288	Syaf.g_01929	Praw.g_01494
OG0000289	Syaf.g_01943	Praw.g_01483
OG0000290	Syaf.g_01439	Praw.g_01470
OG0000291	Syaf.g_01441	Praw.g_01468
OG0000292	Syaf.g_00505	Praw.g_01418
OG0000293	Syaf.g_01277	Praw.g_00225
OG0000294	Syaf.g_01278	Praw.g_00226
OG0000295	Syaf.g_01316	Praw.g_00246
OG0000296	Syaf.g_01318	Praw.g_00248
OG0000297	Syaf.g_01607	Praw.g_00256
OG0000298	Syaf.g_01606	Praw.g_00257
OG0000299	Syaf.g_01578	Praw.g_00274
OG0000300	Syaf.g_01571	Praw.g_00277
OG0000301	Syaf.g_01570	Praw.g_00278
OG0000302	Syaf.g_01568	Praw.g_00280
OG0000303	Syaf.g_01559	Praw.g_00287
OG0000304	Syaf.g_01551	Praw.g_00291
OG0000305	Syaf.g_01444	Praw.g_01008
OG0000306	Syaf.g_01332	Praw.g_01011
OG0000307	Syaf.g_02742	Praw.g_01025
OG0000308	Syaf.g_02744	Praw.g_01026
OG0000309	Syaf.g_02749	Praw.g_01030
OG0000310	Syaf.g_02387	Praw.g_01098
OG0000311	Syaf.g_02391	Praw.g_01096
OG0000312	Syaf.g_02397	Praw.g_01093
OG0000313	Syaf.g_02421	Praw.g_01076
OG0000314	Syaf.g_02458	Praw.g_00363
OG0000315	Syaf.g_02468	Praw.g_00374
OG0000316	Syaf.g_01088	Praw.g_00394
OG0000317	Syaf.g_01040	Praw.g_00513
OG0000318	Syaf.g_01032	Praw.g_00516
OG0000319	Syaf.g_01015	Praw.g_00529
OG0000320	Syaf.g_01013	Praw.g_00531
OG0000321	Syaf.g_01012	Praw.g_00532
OG0000322	Syaf.g_01011	Praw.g_00533
OG0000323	Syaf.g_00997	Praw.g_00542
OG0000324	Syaf.g_01164	Praw.g_00569
OG0000325	Syaf.g_00176	Praw.g_01916
OG0000326	Syaf.g_00169	Praw.g_01910
OG0000327	Syaf.g_00138	Praw.g_00137
OG0000328	Syaf.g_00137	Praw.g_00136
OG0000329	Syaf.g_00119	Praw.g_00119
OG0000330	Syaf.g_00118	Praw.g_00118
OG0000331	Syaf.g_00117	Praw.g_00117
OG0000332	Syaf.g_00102	Praw.g_00103
OG0000333	Syaf.g_00099	Praw.g_00101
OG0000334	Syaf.g_00090	Praw.g_00093
OG0000335	Syaf.g_00085	Praw.g_00088
OG0000336	Syaf.g_00081	Praw.g_00084
OG0000337	Syaf.g_00344	Praw.g_00068
OG0000338	Syaf.g_00348	Praw.g_00067
OG0000339	Syaf.g_00355	Praw.g_00063
OG0000340	Syaf.g_00366	Praw.g_00055
OG0000341	Syaf.g_00368	Praw.g_00053
OG0000342	Syaf.g_00369	Praw.g_00052
OG0000343	Syaf.g_00370	Praw.g_00051
OG0000344	Syaf.g_00374	Praw.g_00048
OG0000345	Syaf.g_00384	Praw.g_00043
OG0000346	Syaf.g_00389	Praw.g_00038
OG0000347	Syaf.g_00415	Praw.g_00022
OG0000348	Syaf.g_00427	Praw.g_00013
OG0000349	Syaf.g_00445	Praw.g_01189
OG0000350	Syaf.g_00162	Praw.g_01170
OG0000351	Syaf.g_00528	Praw.g_01153
OG0000352	Syaf.g_00527	Praw.g_01152
OG0000353	Syaf.g_00499	Praw.g_01137
OG0000354	Syaf.g_00479	Praw.g_00910
OG0000355	Syaf.g_00497	Praw.g_01135
OG0000356	Syaf.g_00496	Praw.g_01134
OG0000357	Syaf.g_00495	Praw.g_01133
OG0000358	Syaf.g_00491	Praw.g_01129
OG0000359	Syaf.g_00489	Praw.g_01128
OG0000360	Syaf.g_00488	Praw.g_01127
OG0000361	Syaf.g_00487	Praw.g_01126
OG0000362	Syaf.g_00485	Praw.g_01124
OG0000363	Syaf.g_00483	Praw.g_01414
OG0000364	Syaf.g_00482	Praw.g_01413
OG0000365	Syaf.g_00473	Praw.g_01408
OG0000366	Syaf.g_00472	Praw.g_01407
OG0000367	Syaf.g_00471	Praw.g_01406
OG0000368	Syaf.g_00469	Praw.g_01404
OG0000369	Syaf.g_00468	Praw.g_01403
OG0000370	Syaf.g_00467	Praw.g_01402
OG0000371	Syaf.g_00458	Praw.g_01396
OG0000372	Syaf.g_00453	Praw.g_01393
OG0000373	Syaf.g_00452	Praw.g_01392
OG0000374	Syaf.g_00451	Praw.g_01391
OG0000375	Syaf.g_00449	Praw.g_01388
OG0000376	Syaf.g_00447	Praw.g_01386
OG0000377	Syaf.g_00654	Praw.g_01383
OG0000378	Syaf.g_00668	Praw.g_01381
OG0000379	Syaf.g_00686	Praw.g_01378
OG0000380	Syaf.g_00965	Praw.g_01368
OG0000381	Syaf.g_00962	Praw.g_01364
OG0000382	Syaf.g_00945	Praw.g_01353
OG0000383	Syaf.g_00941	Praw.g_01351
OG0000384	Syaf.g_00940	Praw.g_01350
OG0000385	Syaf.g_00939	Praw.g_01349
OG0000386	Syaf.g_00938	Praw.g_01348
OG0000387	Syaf.g_00912	Praw.g_01336
OG0000388	Syaf.g_00908	Praw.g_01333
OG0000389	Syaf.g_00904	Praw.g_01329
OG0000390	Syaf.g_00883	Praw.g_01322
OG0000391	Syaf.g_00878	Praw.g_01319
OG0000392	Syaf.g_00872	Praw.g_01315
OG0000393	Syaf.g_00870	Praw.g_01313
OG0000394	Syaf.g_00869	Praw.g_01312
OG0000395	Syaf.g_00868	Praw.g_01311
OG0000396	Syaf.g_00865	Praw.g_01308
OG0000397	Syaf.g_00863	Praw.g_01306
OG0000398	Syaf.g_00858	Praw.g_01304
OG0000399	Syaf.g_00857	Praw.g_01303
OG0000400	Syaf.g_00856	Praw.g_01302
OG0000401	Syaf.g_00855	Praw.g_01301
OG0000402	Syaf.g_00852	Praw.g_01299
OG0000403	Syaf.g_00851	Praw.g_01298
OG0000404	Syaf.g_00850	Praw.g_01297
OG0000405	Syaf.g_00835	Praw.g_01293
OG0000406	Syaf.g_00831	Praw.g_01288
OG0000407	Syaf.g_00830	Praw.g_01287
OG0000408	Syaf.g_00828	Praw.g_01285
OG0000409	Syaf.g_00826	Praw.g_01283
OG0000410	Syaf.g_00825	Praw.g_01282
OG0000411	Syaf.g_00824	Praw.g_01281
OG0000412	Syaf.g_00823	Praw.g_01280
OG0000413	Syaf.g_00821	Praw.g_01279
OG0000414	Syaf.g_00820	Praw.g_01278
OG0000415	Syaf.g_00819	Praw.g_01277
OG0000416	Syaf.g_00818	Praw.g_01276
OG0000417	Syaf.g_00817	Praw.g_01275
OG0000418	Syaf.g_00812	Praw.g_01270
OG0000419	Syaf.g_00810	Praw.g_01268
OG0000420	Syaf.g_00808	Praw.g_01267
OG0000421	Syaf.g_00803	Praw.g_01262
OG0000422	Syaf.g_00802	Praw.g_01261
OG0000423	Syaf.g_00801	Praw.g_01260
OG0000424	Syaf.g_00800	Praw.g_01259
OG0000425	Syaf.g_00799	Praw.g_01258
OG0000426	Syaf.g_00798	Praw.g_01257
OG0000427	Syaf.g_00797	Praw.g_01256
OG0000428	Syaf.g_00794	Praw.g_01254
OG0000429	Syaf.g_00792	Praw.g_01253
OG0000430	Syaf.g_00790	Praw.g_01252
OG0000431	Syaf.g_00786	Praw.g_01250
OG0000432	Syaf.g_00779	Praw.g_01247
OG0000433	Syaf.g_00777	Praw.g_01246
OG0000434	Syaf.g_00776	Praw.g_01245
OG0000435	Syaf.g_00772	Praw.g_01244
OG0000436	Syaf.g_00767	Praw.g_01239
OG0000437	Syaf.g_00766	Praw.g_01238
OG0000438	Syaf.g_00765	Praw.g_01237
OG0000439	Syaf.g_00763	Praw.g_01235
OG0000440	Syaf.g_00762	Praw.g_01234
OG0000441	Syaf.g_00756	Praw.g_01231
OG0000442	Syaf.g_00743	Praw.g_01230
OG0000443	Syaf.g_00739	Praw.g_01229
OG0000444	Syaf.g_00733	Praw.g_01224
OG0000445	Syaf.g_00729	Praw.g_01223
OG0000446	Syaf.g_00728	Praw.g_01222
OG0000447	Syaf.g_00725	Praw.g_01221
OG0000448	Syaf.g_00724	Praw.g_01220
OG0000449	Syaf.g_00723	Praw.g_01219
OG0000450	Syaf.g_00717	Praw.g_01218
OG0000451	Syaf.g_00716	Praw.g_01217
OG0000452	Syaf.g_00712	Praw.g_01214
OG0000453	Syaf.g_00711	Praw.g_01213
OG0000454	Syaf.g_00710	Praw.g_01212
OG0000455	Syaf.g_00709	Praw.g_01211
OG0000456	Syaf.g_00708	Praw.g_01210
OG0000457	Syaf.g_00706	Praw.g_01209
OG0000458	Syaf.g_00705	Praw.g_01208
OG0000459	Syaf.g_00704	Praw.g_01207
OG0000460	Syaf.g_02789	Praw.g_01200
OG0000461	Syaf.g_00183	Praw.g_00891
OG0000462	Syaf.g_00186	Praw.g_00889
OG0000463	Syaf.g_00187	Praw.g_00888
OG0000464	Syaf.g_00188	Praw.g_00887
OG0000465	Syaf.g_00190	Praw.g_00886
OG0000466	Syaf.g_00194	Praw.g_00883
OG0000467	Syaf.g_00196	Praw.g_00882
OG0000468	Syaf.g_00206	Praw.g_00880
OG0000469	Syaf.g_00220	Praw.g_00872
OG0000470	Syaf.g_00222	Praw.g_00870
OG0000471	Syaf.g_00223	Praw.g_00869
OG0000472	Syaf.g_00225	Praw.g_00868
OG0000473	Syaf.g_00227	Praw.g_00866
OG0000474	Syaf.g_00228	Praw.g_00865
OG0000475	Syaf.g_00229	Praw.g_00864
OG0000476	Syaf.g_00231	Praw.g_00863
OG0000477	Syaf.g_00237	Praw.g_00859
OG0000478	Syaf.g_00238	Praw.g_00858
OG0000479	Syaf.g_00239	Praw.g_00857
OG0000480	Syaf.g_00247	Praw.g_00852
OG0000481	Syaf.g_00249	Praw.g_00850
OG0000482	Syaf.g_00250	Praw.g_00849
OG0000483	Syaf.g_00254	Praw.g_00846
OG0000484	Syaf.g_00255	Praw.g_00845
OG0000485	Syaf.g_00256	Praw.g_00844
OG0000486	Syaf.g_00257	Praw.g_00843
OG0000487	Syaf.g_00263	Praw.g_00839
OG0000488	Syaf.g_00267	Praw.g_00836
OG0000489	Syaf.g_00274	Praw.g_00831
OG0000490	Syaf.g_00284	Praw.g_00826
OG0000491	Syaf.g_00285	Praw.g_00825
OG0000492	Syaf.g_00288	Praw.g_00823
OG0000493	Syaf.g_00289	Praw.g_00822
OG0000494	Syaf.g_00290	Praw.g_00821
OG0000495	Syaf.g_00291	Praw.g_00820
OG0000496	Syaf.g_00292	Praw.g_00819
OG0000497	Syaf.g_00293	Praw.g_00818
OG0000498	Syaf.g_00294	Praw.g_00817
OG0000499	Syaf.g_00295	Praw.g_00816
OG0000500	Syaf.g_00296	Praw.g_00815
OG0000501	Syaf.g_00299	Praw.g_00813
OG0000502	Syaf.g_00319	Praw.g_00810
OG0000503	Syaf.g_00023	Praw.g_00796
OG0000504	Syaf.g_00021	Praw.g_00795
OG0000505	Syaf.g_00020	Praw.g_00794
OG0000506	Syaf.g_00018	Praw.g_00792
OG0000507	Syaf.g_00012	Praw.g_00790
OG0000508	Syaf.g_00008	Praw.g_00787
OG0000509	Syaf.g_00006	Praw.g_00785
OG0000510	Syaf.g_00005	Praw.g_00784
OG0000511	Syaf.g_00004	Praw.g_00783
OG0000512	Syaf.g_00002	Praw.g_00781
OG0000513	Syaf.g_02803	Praw.g_00774
OG0000514	Syaf.g_02796	Praw.g_00716
OG0000515	Syaf.g_02795	Praw.g_00715
OG0000516	Syaf.g_01219	Praw.g_00714
OG0000517	Syaf.g_01213	Praw.g_00712
OG0000518	Syaf.g_01230	Praw.g_00701
OG0000519	Syaf.g_01231	Praw.g_00700
OG0000520	Syaf.g_01235	Praw.g_00699
OG0000521	Syaf.g_02542	Praw.g_00694
OG0000522	Syaf.g_02538	Praw.g_00692
OG0000523	Syaf.g_02537	Praw.g_00691
OG0000524	Syaf.g_02531	Praw.g_00686
OG0000525	Syaf.g_02507	Praw.g_00683
OG0000526	Syaf.g_02504	Praw.g_00682
OG0000527	Syaf.g_02500	Praw.g_00674
OG0000528	Syaf.g_02728	Praw.g_00669
OG0000529	Syaf.g_02720	Praw.g_00666
OG0000530	Syaf.g_02717	Praw.g_00664
OG0000531	Syaf.g_02716	Praw.g_00663
OG0000532	Syaf.g_02713	Praw.g_00661
OG0000533	Syaf.g_02712	Praw.g_00660
OG0000534	Syaf.g_02711	Praw.g_00659
OG0000535	Syaf.g_02710	Praw.g_00658
OG0000536	Syaf.g_02709	Praw.g_00657
OG0000537	Syaf.g_02708	Praw.g_00656
OG0000538	Syaf.g_02697	Praw.g_00648
OG0000539	Syaf.g_02696	Praw.g_00647
OG0000540	Syaf.g_02695	Praw.g_00646
OG0000541	Syaf.g_02694	Praw.g_00645
OG0000542	Syaf.g_02691	Praw.g_00643
OG0000543	Syaf.g_02689	Praw.g_00641
OG0000544	Syaf.g_02688	Praw.g_00640
OG0000545	Syaf.g_02686	Praw.g_00638
OG0000546	Syaf.g_02684	Praw.g_00635
OG0000547	Syaf.g_02682	Praw.g_00633
OG0000548	Syaf.g_02681	Praw.g_00632
OG0000549	Syaf.g_02676	Praw.g_00630
OG0000550	Syaf.g_02671	Praw.g_00625
OG0000551	Syaf.g_02666	Praw.g_00621
OG0000552	Syaf.g_02665	Praw.g_00620
OG0000553	Syaf.g_02663	Praw.g_00619
OG0000554	Syaf.g_02653	Praw.g_00614
OG0000555	Syaf.g_02635	Praw.g_00606
OG0000556	Syaf.g_02630	Praw.g_00604
OG0000557	Syaf.g_02628	Praw.g_00603
OG0000558	Syaf.g_02626	Praw.g_00601
OG0000559	Syaf.g_02622	Praw.g_00597
OG0000560	Syaf.g_02619	Praw.g_00594
OG0000561	Syaf.g_02618	Praw.g_00593
OG0000562	Syaf.g_02617	Praw.g_00592
OG0000563	Syaf.g_02616	Praw.g_00591
OG0000564	Syaf.g_02615	Praw.g_00590
OG0000565	Syaf.g_02612	Praw.g_00587
OG0000566	Syaf.g_02608	Praw.g_00585
OG0000567	Syaf.g_02604	Praw.g_00581
OG0000568	Syaf.g_02599	Praw.g_00580
OG0000569	Syaf.g_02596	Praw.g_00579
