Orthogroup	Syaf	Prba
OG0000124	Syaf.g_00414	Prba.g_00784
OG0000125	Syaf.g_00640	Prba.g_01089, Prba.g_00821
OG0000126	Syaf.g_00504	Prba.g_01788
OG0000127	Syaf.g_01151	Prba.g_01118
OG0000128	Syaf.g_00486	Prba.g_01804
OG0000129	Syaf.g_00651	Prba.g_01838
OG0000130	Syaf.g_00963	Prba.g_01857
OG0000131	Syaf.g_00833	Prba.g_01933
OG0000132	Syaf.g_00813	Prba.g_01952
OG0000133	Syaf.g_01857	Prba.g_00538
OG0000134	Syaf.g_02804	Prba.g_00851
OG0000135	Syaf.g_00605	Prba.g_00877
OG0000136	Syaf.g_01224	Prba.g_01020
OG0000137	Syaf.g_02498	Prba.g_00986
OG0000138	Syaf.g_02705	Prba.g_00966
OG0000139	Syaf.g_02648	Prba.g_00924
OG0000140	Syaf.g_02646	Prba.g_00923
OG0000141	Syaf.g_02375	Prba.g_01710
OG0000142	Syaf.g_02310	Prba.g_01682
OG0000143	Syaf.g_02306	Prba.g_01678
OG0000144	Syaf.g_01735	Prba.g_01665
OG0000145	Syaf.g_02699	Prba.g_01541
OG0000146	Syaf.g_01851	Prba.g_01533
OG0000147	Syaf.g_01850	Prba.g_01532
OG0000148	Syaf.g_02028	Prba.g_01483
OG0000149	Syaf.g_01371	Prba.g_01452
OG0000150	Syaf.g_02645	Prba.g_01444
OG0000151	Syaf.g_02091	Prba.g_01385
OG0000152	Syaf.g_01861	Prba.g_01337
OG0000153	Syaf.g_01904	Prba.g_01318
OG0000154	Syaf.g_01930	Prba.g_01290
OG0000155	Syaf.g_01324	Prba.g_00043
OG0000156	Syaf.g_01270	Prba.g_01181
OG0000157	Syaf.g_01269	Prba.g_01182
OG0000158	Syaf.g_00364	Prba.g_00154
OG0000160	Syaf.g_02418	Prba.g_00712
OG0000161	Syaf.g_02424	Prba.g_00706
OG0000162	Syaf.g_02431	Prba.g_00700
OG0000163	Syaf.g_01105	Prba.g_00341
OG0000164	Syaf.g_00999	Prba.g_00596
OG0000165	Syaf.g_01197	Prba.g_00589
OG0000166	Syaf.g_00133	Prba.g_00393
OG0000167	Syaf.g_00350	Prba.g_01069
OG0000168	Syaf.g_00365	Prba.g_01079
OG0000169	Syaf.g_00376	Prba.g_00761
OG0000170	Syaf.g_00383	Prba.g_00763
OG0000171	Syaf.g_00413	Prba.g_00783
OG0000172	Syaf.g_00419	Prba.g_00792
OG0000173	Syaf.g_00438	Prba.g_00807
OG0000174	Syaf.g_00603	Prba.g_00835
OG0000175	Syaf.g_00531	Prba.g_00845
OG0000176	Syaf.g_00494	Prba.g_01797
OG0000177	Syaf.g_00493	Prba.g_01798
OG0000178	Syaf.g_00492	Prba.g_01799
OG0000179	Syaf.g_00477	Prba.g_01809
OG0000180	Syaf.g_00476	Prba.g_01810
OG0000181	Syaf.g_00475	Prba.g_01811
OG0000182	Syaf.g_00474	Prba.g_01812
OG0000183	Syaf.g_00470	Prba.g_01816
OG0000184	Syaf.g_00664	Prba.g_01840
OG0000185	Syaf.g_00684	Prba.g_01843
OG0000186	Syaf.g_00968	Prba.g_01852
OG0000187	Syaf.g_00966	Prba.g_01853
OG0000188	Syaf.g_00944	Prba.g_01870
OG0000189	Syaf.g_00916	Prba.g_01884
OG0000190	Syaf.g_00914	Prba.g_01885
OG0000191	Syaf.g_00877	Prba.g_01905
OG0000192	Syaf.g_00871	Prba.g_01909
OG0000193	Syaf.g_00832	Prba.g_01934
OG0000194	Syaf.g_00829	Prba.g_01937
OG0000195	Syaf.g_00827	Prba.g_01939
OG0000196	Syaf.g_00816	Prba.g_01949
OG0000197	Syaf.g_00815	Prba.g_01950
OG0000198	Syaf.g_00814	Prba.g_01951
OG0000199	Syaf.g_00806	Prba.g_00626
OG0000200	Syaf.g_00789	Prba.g_00640
OG0000202	Syaf.g_00770	Prba.g_00649
OG0000203	Syaf.g_00769	Prba.g_00650
OG0000204	Syaf.g_00768	Prba.g_00651
OG0000205	Syaf.g_00761	Prba.g_00658
OG0000206	Syaf.g_00736	Prba.g_00663
OG0000207	Syaf.g_00735	Prba.g_00665
OG0000208	Syaf.g_00734	Prba.g_00666
OG0000209	Syaf.g_00714	Prba.g_00675
OG0000210	Syaf.g_00713	Prba.g_00439
OG0000212	Syaf.g_02781	Prba.g_00459
OG0000213	Syaf.g_00210	Prba.g_00476
OG0000214	Syaf.g_00226	Prba.g_00485
OG0000215	Syaf.g_00258	Prba.g_00509
OG0000216	Syaf.g_00262	Prba.g_00510
OG0000217	Syaf.g_00266	Prba.g_00513
OG0000218	Syaf.g_00268	Prba.g_00515
OG0000219	Syaf.g_00269	Prba.g_00516
OG0000220	Syaf.g_00270	Prba.g_00517
OG0000221	Syaf.g_02597, Syaf.g_00273	Prba.g_00518
OG0000222	Syaf.g_00287	Prba.g_00526
OG0000223	Syaf.g_00317	Prba.g_00539
OG0000224	Syaf.g_00324	Prba.g_00541
OG0000225	Syaf.g_00007	Prba.g_00562
OG0000226	Syaf.g_00003	Prba.g_00221
OG0000227	Syaf.g_00001	Prba.g_00223
OG0000228	Syaf.g_02808	Prba.g_00849
OG0000229	Syaf.g_01214	Prba.g_01025
OG0000230	Syaf.g_01216	Prba.g_01023
OG0000231	Syaf.g_01236	Prba.g_01012
OG0000232	Syaf.g_02536	Prba.g_01003
OG0000233	Syaf.g_02528	Prba.g_00998
OG0000234	Syaf.g_02497	Prba.g_00985
OG0000235	Syaf.g_02722	Prba.g_00982
OG0000236	Syaf.g_02707	Prba.g_00968
OG0000237	Syaf.g_02690	Prba.g_00955
OG0000238	Syaf.g_02685	Prba.g_00949
OG0000239	Syaf.g_02669	Prba.g_00936
OG0000240	Syaf.g_02668	Prba.g_00935
OG0000241	Syaf.g_02322	Prba.g_00931
OG0000242	Syaf.g_02656	Prba.g_00929
OG0000243	Syaf.g_02634	Prba.g_01772
OG0000244	Syaf.g_02627	Prba.g_01769
OG0000245	Syaf.g_02625	Prba.g_01767
OG0000246	Syaf.g_02621	Prba.g_01763
OG0000247	Syaf.g_02610	Prba.g_01753
OG0000248	Syaf.g_02607	Prba.g_01751
OG0000249	Syaf.g_02605	Prba.g_01749
OG0000250	Syaf.g_02593	Prba.g_01744
OG0000251	Syaf.g_02568	Prba.g_01726
OG0000252	Syaf.g_02565	Prba.g_01723
OG0000253	Syaf.g_02564	Prba.g_01722
OG0000254	Syaf.g_02371	Prba.g_01706
OG0000255	Syaf.g_02352	Prba.g_01700
OG0000256	Syaf.g_02329	Prba.g_01690
OG0000257	Syaf.g_02323	Prba.g_01687
OG0000258	Syaf.g_02301	Prba.g_01674
OG0000259	Syaf.g_02137	Prba.g_01657
OG0000260	Syaf.g_02134	Prba.g_01654
OG0000261	Syaf.g_02131	Prba.g_01652
OG0000262	Syaf.g_02126	Prba.g_01648
OG0000263	Syaf.g_01585	Prba.g_01636
OG0000264	Syaf.g_01473	Prba.g_01626
OG0000265	Syaf.g_01196	Prba.g_01594
OG0000266	Syaf.g_01967	Prba.g_01584
OG0000267	Syaf.g_01787	Prba.g_01573
OG0000268	Syaf.g_01788	Prba.g_01572
OG0000269	Syaf.g_02054	Prba.g_01504
OG0000270	Syaf.g_02051	Prba.g_01501
OG0000271	Syaf.g_02043	Prba.g_01493
OG0000272	Syaf.g_02042	Prba.g_01492
OG0000273	Syaf.g_01392	Prba.g_01469
OG0000274	Syaf.g_01391	Prba.g_01468
OG0000275	Syaf.g_01386	Prba.g_01465
OG0000276	Syaf.g_01379	Prba.g_01460
OG0000277	Syaf.g_01378	Prba.g_01459
OG0000278	Syaf.g_01375	Prba.g_01456
OG0000279	Syaf.g_01367	Prba.g_01449
OG0000280	Syaf.g_01337	Prba.g_01448
OG0000281	Syaf.g_01636	Prba.g_01443
OG0000282	Syaf.g_02101	Prba.g_01393
OG0000283	Syaf.g_01804	Prba.g_01360
OG0000284	Syaf.g_01810	Prba.g_01355
OG0000285	Syaf.g_01842	Prba.g_01350
OG0000286	Syaf.g_01860	Prba.g_01338
OG0000288	Syaf.g_01929	Prba.g_01291
OG0000289	Syaf.g_01943	Prba.g_01280
OG0000290	Syaf.g_01439	Prba.g_01267
OG0000291	Syaf.g_01441	Prba.g_01265
OG0000292	Syaf.g_00505	Prba.g_01216
OG0000293	Syaf.g_01277	Prba.g_00073
OG0000294	Syaf.g_01278	Prba.g_00072
OG0000295	Syaf.g_01316	Prba.g_00051
OG0000296	Syaf.g_01318	Prba.g_00049
OG0000297	Syaf.g_01607	Prba.g_00041
OG0000298	Syaf.g_01606	Prba.g_00040
OG0000299	Syaf.g_01578	Prba.g_00023
OG0000300	Syaf.g_01571	Prba.g_00020
OG0000301	Syaf.g_01570	Prba.g_00019
OG0000302	Syaf.g_01568	Prba.g_00017
OG0000303	Syaf.g_01559	Prba.g_00010
OG0000304	Syaf.g_01551	Prba.g_00006
OG0000305	Syaf.g_01444	Prba.g_00204
OG0000306	Syaf.g_01332	Prba.g_00201
OG0000307	Syaf.g_02742	Prba.g_00187
OG0000308	Syaf.g_02744	Prba.g_00186
OG0000309	Syaf.g_02749	Prba.g_00182
OG0000310	Syaf.g_02387	Prba.g_00112
OG0000311	Syaf.g_02391	Prba.g_00110
OG0000312	Syaf.g_02397	Prba.g_00107
OG0000313	Syaf.g_02421	Prba.g_00709
OG0000314	Syaf.g_02458	Prba.g_00686
OG0000315	Syaf.g_02468	Prba.g_00351, Prba.g_00676
OG0000316	Syaf.g_01088	Prba.g_00331
OG0000317	Syaf.g_01040	Prba.g_00228
OG0000318	Syaf.g_01032	Prba.g_00619
OG0000319	Syaf.g_01015	Prba.g_00606
OG0000320	Syaf.g_01013	Prba.g_00604
OG0000321	Syaf.g_01012	Prba.g_00603
OG0000322	Syaf.g_01011	Prba.g_00602
OG0000323	Syaf.g_00997	Prba.g_00593
OG0000324	Syaf.g_01164	Prba.g_00567
OG0000325	Syaf.g_00176	Prba.g_00358
OG0000326	Syaf.g_00169	Prba.g_00364
OG0000327	Syaf.g_00138	Prba.g_00388
OG0000328	Syaf.g_00137	Prba.g_00389
OG0000329	Syaf.g_00119	Prba.g_00406
OG0000330	Syaf.g_00118	Prba.g_00407
OG0000331	Syaf.g_00117	Prba.g_00408
OG0000332	Syaf.g_00102	Prba.g_00422
OG0000333	Syaf.g_00099	Prba.g_00424
OG0000334	Syaf.g_00090	Prba.g_00432
OG0000335	Syaf.g_00085	Prba.g_00437
OG0000336	Syaf.g_00081	Prba.g_01050
OG0000337	Syaf.g_00344	Prba.g_01067
OG0000338	Syaf.g_00348	Prba.g_01068
OG0000339	Syaf.g_00355	Prba.g_01072
OG0000340	Syaf.g_00366	Prba.g_00752
OG0000341	Syaf.g_00368	Prba.g_00754
OG0000342	Syaf.g_00369	Prba.g_00755
OG0000343	Syaf.g_00370	Prba.g_00756
OG0000344	Syaf.g_00374	Prba.g_00759
OG0000345	Syaf.g_00384	Prba.g_00764
OG0000346	Syaf.g_00389	Prba.g_00769
OG0000347	Syaf.g_00415	Prba.g_00785
OG0000348	Syaf.g_00427	Prba.g_00795
OG0000349	Syaf.g_00445	Prba.g_00812
OG0000350	Syaf.g_00162	Prba.g_00831
OG0000351	Syaf.g_00528	Prba.g_00848, Prba.g_01776
OG0000352	Syaf.g_00527	Prba.g_01777
OG0000353	Syaf.g_00499	Prba.g_01792
OG0000355	Syaf.g_00497	Prba.g_01794
OG0000356	Syaf.g_00496	Prba.g_01795
OG0000357	Syaf.g_00495	Prba.g_01796
OG0000358	Syaf.g_00491	Prba.g_01800
OG0000359	Syaf.g_00489	Prba.g_01801
OG0000360	Syaf.g_00488	Prba.g_01802
OG0000361	Syaf.g_00487	Prba.g_01803
OG0000362	Syaf.g_00485	Prba.g_01805
OG0000363	Syaf.g_00483	Prba.g_01807
OG0000364	Syaf.g_00482	Prba.g_01808
OG0000365	Syaf.g_00473	Prba.g_01813
OG0000366	Syaf.g_00472	Prba.g_01814
OG0000367	Syaf.g_00471	Prba.g_01815
OG0000368	Syaf.g_00469	Prba.g_01817
OG0000369	Syaf.g_00468	Prba.g_01818
OG0000370	Syaf.g_00467	Prba.g_01819
OG0000371	Syaf.g_00458	Prba.g_01825
OG0000372	Syaf.g_00453	Prba.g_01828
OG0000373	Syaf.g_00452	Prba.g_01829
OG0000374	Syaf.g_00451	Prba.g_01830
OG0000375	Syaf.g_00449	Prba.g_01834
OG0000376	Syaf.g_00447	Prba.g_01836
OG0000377	Syaf.g_00654	Prba.g_01839
OG0000378	Syaf.g_00668	Prba.g_01841
OG0000379	Syaf.g_00686	Prba.g_01844
OG0000380	Syaf.g_00965	Prba.g_01854
OG0000381	Syaf.g_00962	Prba.g_01858
OG0000382	Syaf.g_00945	Prba.g_01869
OG0000383	Syaf.g_00941	Prba.g_01871
OG0000384	Syaf.g_00940	Prba.g_01872
OG0000385	Syaf.g_00939	Prba.g_01873
OG0000386	Syaf.g_00938	Prba.g_01874
OG0000387	Syaf.g_00912	Prba.g_01887
OG0000388	Syaf.g_00908	Prba.g_01890
OG0000389	Syaf.g_00904	Prba.g_01894
OG0000390	Syaf.g_00883	Prba.g_01901
OG0000391	Syaf.g_00878	Prba.g_01904
OG0000392	Syaf.g_00872	Prba.g_01908
OG0000393	Syaf.g_00870	Prba.g_01910
OG0000394	Syaf.g_00869	Prba.g_01911
OG0000395	Syaf.g_00868	Prba.g_01912
OG0000396	Syaf.g_00865	Prba.g_01915
OG0000397	Syaf.g_00863	Prba.g_01917
OG0000398	Syaf.g_00858	Prba.g_01919
OG0000399	Syaf.g_00857	Prba.g_01920
OG0000400	Syaf.g_00856	Prba.g_01921
OG0000401	Syaf.g_00855	Prba.g_01922
OG0000402	Syaf.g_00852	Prba.g_01924
OG0000403	Syaf.g_00851	Prba.g_01925
OG0000404	Syaf.g_00850	Prba.g_01926
OG0000405	Syaf.g_00835	Prba.g_01930
OG0000406	Syaf.g_00831	Prba.g_01935
OG0000407	Syaf.g_00830	Prba.g_01936
OG0000408	Syaf.g_00828	Prba.g_01938
OG0000409	Syaf.g_00826	Prba.g_01940
OG0000410	Syaf.g_00825	Prba.g_01941
OG0000411	Syaf.g_00824	Prba.g_01942
OG0000412	Syaf.g_00823	Prba.g_01943
OG0000413	Syaf.g_00821	Prba.g_01944
OG0000414	Syaf.g_00820	Prba.g_01945
OG0000415	Syaf.g_00819	Prba.g_01946
OG0000416	Syaf.g_00818	Prba.g_01947
OG0000417	Syaf.g_00817	Prba.g_01948
OG0000418	Syaf.g_00812	Prba.g_01953
OG0000419	Syaf.g_00810	Prba.g_00623
OG0000420	Syaf.g_00808	Prba.g_00624
OG0000421	Syaf.g_00803	Prba.g_00629
OG0000422	Syaf.g_00802	Prba.g_00630
OG0000423	Syaf.g_00801	Prba.g_00631
OG0000424	Syaf.g_00800	Prba.g_00632
OG0000425	Syaf.g_00799	Prba.g_00633
OG0000426	Syaf.g_00798	Prba.g_00634
OG0000427	Syaf.g_00797	Prba.g_00635
OG0000428	Syaf.g_00794	Prba.g_00637
OG0000429	Syaf.g_00792	Prba.g_00638
OG0000430	Syaf.g_00790	Prba.g_00639
OG0000431	Syaf.g_00786	Prba.g_00641
OG0000432	Syaf.g_00779	Prba.g_00644
OG0000433	Syaf.g_00777	Prba.g_00645
OG0000434	Syaf.g_00776	Prba.g_00646
OG0000435	Syaf.g_00772	Prba.g_00647
OG0000436	Syaf.g_00767	Prba.g_00652
OG0000437	Syaf.g_00766	Prba.g_00653
OG0000438	Syaf.g_00765	Prba.g_00654
OG0000439	Syaf.g_00763	Prba.g_00656
OG0000440	Syaf.g_00762	Prba.g_00657
OG0000441	Syaf.g_00756	Prba.g_00660
OG0000442	Syaf.g_00743	Prba.g_00661
OG0000443	Syaf.g_00739	Prba.g_00662
OG0000444	Syaf.g_00733	Prba.g_00667
OG0000445	Syaf.g_00729	Prba.g_00668
OG0000446	Syaf.g_00728	Prba.g_00669
OG0000447	Syaf.g_00725	Prba.g_00670
OG0000448	Syaf.g_00724	Prba.g_00671
OG0000449	Syaf.g_00723	Prba.g_00672
OG0000450	Syaf.g_00717	Prba.g_00673
OG0000451	Syaf.g_00716	Prba.g_00674
OG0000452	Syaf.g_00712	Prba.g_00440
OG0000453	Syaf.g_00711	Prba.g_00441
OG0000454	Syaf.g_00710	Prba.g_00442
OG0000455	Syaf.g_00709	Prba.g_00443
OG0000456	Syaf.g_00708	Prba.g_00444
OG0000457	Syaf.g_00706	Prba.g_00445
OG0000458	Syaf.g_00705	Prba.g_00446
OG0000459	Syaf.g_00704	Prba.g_00447
OG0000460	Syaf.g_02789	Prba.g_00454
OG0000461	Syaf.g_00183	Prba.g_00461
OG0000462	Syaf.g_00186	Prba.g_00463
OG0000463	Syaf.g_00187	Prba.g_00464
OG0000464	Syaf.g_00188	Prba.g_00465
OG0000465	Syaf.g_00190	Prba.g_00466
OG0000466	Syaf.g_00194	Prba.g_00469
OG0000467	Syaf.g_00196	Prba.g_00470
OG0000468	Syaf.g_00206	Prba.g_00472
OG0000469	Syaf.g_00220	Prba.g_00480
OG0000470	Syaf.g_00222	Prba.g_00482
OG0000471	Syaf.g_00223	Prba.g_00483
OG0000472	Syaf.g_00225	Prba.g_00484
OG0000473	Syaf.g_00227	Prba.g_00486
OG0000474	Syaf.g_00228	Prba.g_00487
OG0000475	Syaf.g_00229	Prba.g_00488
OG0000476	Syaf.g_00231	Prba.g_00489
OG0000477	Syaf.g_00237	Prba.g_00492
OG0000478	Syaf.g_00238	Prba.g_00493
OG0000479	Syaf.g_00239	Prba.g_00494
OG0000480	Syaf.g_00247	Prba.g_00499
OG0000481	Syaf.g_00249	Prba.g_00501
OG0000482	Syaf.g_00250	Prba.g_00502
OG0000483	Syaf.g_00254	Prba.g_00505
OG0000484	Syaf.g_00255	Prba.g_00506
OG0000485	Syaf.g_00256	Prba.g_00507
OG0000486	Syaf.g_00257	Prba.g_00508
OG0000487	Syaf.g_00263	Prba.g_00511
OG0000488	Syaf.g_00267	Prba.g_00514
OG0000489	Syaf.g_00274	Prba.g_00519
OG0000490	Syaf.g_00284	Prba.g_00524
OG0000491	Syaf.g_00285	Prba.g_00525
OG0000492	Syaf.g_00288	Prba.g_00527
OG0000493	Syaf.g_00289	Prba.g_00528
OG0000494	Syaf.g_00290	Prba.g_00529
OG0000495	Syaf.g_00291	Prba.g_00530
OG0000496	Syaf.g_00292	Prba.g_00531
OG0000497	Syaf.g_00293	Prba.g_00532
OG0000498	Syaf.g_00294	Prba.g_00533
OG0000499	Syaf.g_00295	Prba.g_00534
OG0000500	Syaf.g_00296	Prba.g_00535
OG0000501	Syaf.g_00299	Prba.g_00537
OG0000502	Syaf.g_00319	Prba.g_00540
OG0000503	Syaf.g_00023	Prba.g_00550
OG0000504	Syaf.g_00021	Prba.g_00551
OG0000505	Syaf.g_00020	Prba.g_00552
OG0000506	Syaf.g_00018	Prba.g_00554
OG0000507	Syaf.g_00012	Prba.g_00557
OG0000508	Syaf.g_00008	Prba.g_00561
OG0000509	Syaf.g_00006	Prba.g_00218
OG0000510	Syaf.g_00005	Prba.g_00219
OG0000511	Syaf.g_00004	Prba.g_00220
OG0000512	Syaf.g_00002	Prba.g_00222
OG0000513	Syaf.g_02803	Prba.g_00852
OG0000514	Syaf.g_02796	Prba.g_01030
OG0000515	Syaf.g_02795	Prba.g_01029
OG0000516	Syaf.g_01219	Prba.g_01028
OG0000517	Syaf.g_01213	Prba.g_01026
OG0000518	Syaf.g_01230	Prba.g_01015
OG0000519	Syaf.g_01231	Prba.g_01014
OG0000520	Syaf.g_01235	Prba.g_01013
OG0000521	Syaf.g_02542	Prba.g_01008
OG0000522	Syaf.g_02538	Prba.g_01006
OG0000523	Syaf.g_02537	Prba.g_01005
OG0000524	Syaf.g_02531	Prba.g_01000
OG0000525	Syaf.g_02507	Prba.g_00997
OG0000526	Syaf.g_02504	Prba.g_00996
OG0000527	Syaf.g_02500	Prba.g_00988
OG0000528	Syaf.g_02728	Prba.g_00983
OG0000529	Syaf.g_02720	Prba.g_00980
OG0000530	Syaf.g_02717	Prba.g_00977
OG0000531	Syaf.g_02716	Prba.g_00976
OG0000532	Syaf.g_02713	Prba.g_00974
OG0000533	Syaf.g_02712	Prba.g_00973
OG0000534	Syaf.g_02711	Prba.g_00972
OG0000535	Syaf.g_02710	Prba.g_00971
OG0000536	Syaf.g_02709	Prba.g_00970
OG0000537	Syaf.g_02708	Prba.g_00969
OG0000538	Syaf.g_02697	Prba.g_00961
OG0000539	Syaf.g_02696	Prba.g_00960
OG0000540	Syaf.g_02695	Prba.g_00959
OG0000541	Syaf.g_02694	Prba.g_00958
OG0000542	Syaf.g_02691	Prba.g_00956
OG0000543	Syaf.g_02689	Prba.g_00954
OG0000544	Syaf.g_02688	Prba.g_00953
OG0000545	Syaf.g_02686	Prba.g_00951
OG0000546	Syaf.g_02684	Prba.g_00948
OG0000547	Syaf.g_02682	Prba.g_00946
OG0000548	Syaf.g_02681	Prba.g_00945
OG0000549	Syaf.g_02676	Prba.g_00943
OG0000550	Syaf.g_02671	Prba.g_00938
OG0000551	Syaf.g_02666	Prba.g_00934
OG0000552	Syaf.g_02665	Prba.g_00933
OG0000553	Syaf.g_02663	Prba.g_00932
OG0000554	Syaf.g_02653	Prba.g_00927
OG0000555	Syaf.g_02635	Prba.g_01773
OG0000556	Syaf.g_02630	Prba.g_01771
OG0000557	Syaf.g_02628	Prba.g_01770
OG0000558	Syaf.g_02626	Prba.g_01768
OG0000559	Syaf.g_02622	Prba.g_01764
OG0000560	Syaf.g_02619	Prba.g_01761
OG0000561	Syaf.g_02618	Prba.g_01760
OG0000562	Syaf.g_02617	Prba.g_01759
OG0000563	Syaf.g_02616	Prba.g_01758
OG0000564	Syaf.g_02615	Prba.g_01757
OG0000565	Syaf.g_02612	Prba.g_01754
OG0000566	Syaf.g_02608	Prba.g_01752
OG0000567	Syaf.g_02604	Prba.g_01748
OG0000568	Syaf.g_02599	Prba.g_01747
OG0000569	Syaf.g_02596	Prba.g_01746
