Orthogroup	Syaf	Syaq
OG0000457	Syaf.g_00706	Syaq.g_01302
OG0000458	Syaf.g_00705	Syaq.g_01299
OG0000459	Syaf.g_00704	Syaq.g_01298
OG0000460	Syaf.g_02789	Syaq.g_01577
OG0000461	Syaf.g_00183	Syaq.g_00707
OG0000462	Syaf.g_00186	Syaq.g_00710
OG0000463	Syaf.g_00187	Syaq.g_00711
OG0000464	Syaf.g_00188	Syaq.g_00712
OG0000465	Syaf.g_00190	Syaq.g_00714
OG0000466	Syaf.g_00194	Syaq.g_00718
OG0000467	Syaf.g_00196	Syaq.g_00720
OG0000468	Syaf.g_00206	Syaq.g_00725
OG0000469	Syaf.g_00220	Syaq.g_00739
OG0000470	Syaf.g_00222	Syaq.g_00741
OG0000471	Syaf.g_00223	Syaq.g_00742
OG0000472	Syaf.g_00225	Syaq.g_00744
OG0000473	Syaf.g_00227	Syaq.g_00746
OG0000474	Syaf.g_00228	Syaq.g_00747
OG0000475	Syaf.g_00229	Syaq.g_00748
OG0000476	Syaf.g_00231	Syaq.g_00750
OG0000477	Syaf.g_00237	Syaq.g_00756
OG0000478	Syaf.g_00238	Syaq.g_00757
OG0000479	Syaf.g_00239	Syaq.g_00759
OG0000480	Syaf.g_00247	Syaq.g_00766
OG0000481	Syaf.g_00249	Syaq.g_00768
OG0000482	Syaf.g_00250	Syaq.g_00769
OG0000483	Syaf.g_00254	Syaq.g_00773
OG0000484	Syaf.g_00255	Syaq.g_00774
OG0000485	Syaf.g_00256	Syaq.g_00775
OG0000486	Syaf.g_00257	Syaq.g_00776
OG0000487	Syaf.g_00263	Syaq.g_00782
OG0000488	Syaf.g_00267	Syaq.g_00845
OG0000489	Syaf.g_00274	Syaq.g_00857
OG0000490	Syaf.g_00284	Syaq.g_00864
OG0000491	Syaf.g_00285	Syaq.g_00865
OG0000492	Syaf.g_00288	Syaq.g_00869
OG0000493	Syaf.g_00289	Syaq.g_00870
OG0000494	Syaf.g_00290	Syaq.g_00871
OG0000495	Syaf.g_00291	Syaq.g_00872
OG0000496	Syaf.g_00292	Syaq.g_00873
OG0000497	Syaf.g_00293	Syaq.g_00874
OG0000498	Syaf.g_00294	Syaq.g_00875
OG0000499	Syaf.g_00295	Syaq.g_00876
OG0000500	Syaf.g_00296	Syaq.g_00877
OG0000501	Syaf.g_00299	Syaq.g_00880
OG0000502	Syaf.g_00319	Syaq.g_00953
OG0000503	Syaf.g_00023	Syaq.g_00559
OG0000504	Syaf.g_00021	Syaq.g_00557
OG0000505	Syaf.g_00020	Syaq.g_00556
OG0000506	Syaf.g_00018	Syaq.g_00554
OG0000507	Syaf.g_00012	Syaq.g_00548
OG0000508	Syaf.g_00008	Syaq.g_00544
OG0000509	Syaf.g_00006	Syaq.g_00542
OG0000510	Syaf.g_00005	Syaq.g_00538
OG0000511	Syaf.g_00004	Syaq.g_00537
OG0000512	Syaf.g_00002	Syaq.g_00535
OG0000513	Syaf.g_02803	Syaq.g_00525
OG0000514	Syaf.g_02796	Syaq.g_00514
OG0000515	Syaf.g_02795	Syaq.g_00513
OG0000516	Syaf.g_01219	Syaq.g_00509
OG0000517	Syaf.g_01213	Syaq.g_00502
OG0000518	Syaf.g_01230	Syaq.g_00490
OG0000519	Syaf.g_01231	Syaq.g_00489
OG0000520	Syaf.g_01235	Syaq.g_00488
OG0000521	Syaf.g_02542	Syaq.g_00477
OG0000522	Syaf.g_02538	Syaq.g_00475
OG0000523	Syaf.g_02537	Syaq.g_00474
OG0000524	Syaf.g_02531	Syaq.g_00469
OG0000525	Syaf.g_02507	Syaq.g_00450
OG0000526	Syaf.g_02504	Syaq.g_00448
OG0000527	Syaf.g_02500	Syaq.g_00444
OG0000528	Syaf.g_02728	Syaq.g_01768
OG0000529	Syaf.g_02720	Syaq.g_01773
OG0000530	Syaf.g_02717	Syaq.g_01776
OG0000531	Syaf.g_02716	Syaq.g_01777
OG0000532	Syaf.g_02713	Syaq.g_01780
OG0000533	Syaf.g_02712	Syaq.g_01782
OG0000534	Syaf.g_02711	Syaq.g_01783
OG0000535	Syaf.g_02710	Syaq.g_01784
OG0000536	Syaf.g_02709	Syaq.g_01785
OG0000537	Syaf.g_02708	Syaq.g_01786
OG0000538	Syaf.g_02697	Syaq.g_01798
OG0000539	Syaf.g_02696	Syaq.g_01799
OG0000540	Syaf.g_02695	Syaq.g_01800
OG0000541	Syaf.g_02694	Syaq.g_01801
OG0000542	Syaf.g_02691	Syaq.g_01804
OG0000543	Syaf.g_02689	Syaq.g_01806
OG0000544	Syaf.g_02688	Syaq.g_02567, Syaq.g_01807
