Orthogroup	Syaf	Prau
OG0000168	Syaf.g_00365	Prau.g_01909
OG0000169	Syaf.g_00376	Prau.g_01919
OG0000170	Syaf.g_00383	Prau.g_01921
OG0000171	Syaf.g_00413	Prau.g_01940
OG0000172	Syaf.g_00419	Prau.g_01949
OG0000173	Syaf.g_00438	Prau.g_01964
OG0000174	Syaf.g_00603	Prau.g_01991
OG0000175	Syaf.g_00531	Prau.g_02001
OG0000176	Syaf.g_00494	Prau.g_00004
OG0000177	Syaf.g_00493	Prau.g_00005
OG0000178	Syaf.g_00492	Prau.g_00006
OG0000179	Syaf.g_00477	Prau.g_00016
OG0000180	Syaf.g_00476	Prau.g_00017
OG0000181	Syaf.g_00475	Prau.g_00018
OG0000182	Syaf.g_00474	Prau.g_00019
OG0000183	Syaf.g_00470	Prau.g_00023
OG0000184	Syaf.g_00664	Prau.g_00054
OG0000185	Syaf.g_00684	Prau.g_00057
OG0000186	Syaf.g_00968	Prau.g_00066
OG0000187	Syaf.g_00966	Prau.g_00067
OG0000188	Syaf.g_00944	Prau.g_00083
OG0000189	Syaf.g_00916	Prau.g_00097
OG0000190	Syaf.g_00914	Prau.g_00098
OG0000191	Syaf.g_00877	Prau.g_00118
OG0000192	Syaf.g_00871	Prau.g_00122
OG0000193	Syaf.g_00832	Prau.g_00147
OG0000194	Syaf.g_00829	Prau.g_00150
OG0000195	Syaf.g_00827	Prau.g_00152
OG0000196	Syaf.g_00816	Prau.g_00162
OG0000197	Syaf.g_00815	Prau.g_00163
OG0000198	Syaf.g_00814	Prau.g_00164
OG0000199	Syaf.g_00806	Prau.g_00171
OG0000200	Syaf.g_00789	Prau.g_00185
OG0000202	Syaf.g_00770	Prau.g_00194
OG0000203	Syaf.g_00769	Prau.g_00195
OG0000204	Syaf.g_00768	Prau.g_00196
OG0000205	Syaf.g_00761	Prau.g_00203
OG0000206	Syaf.g_00736	Prau.g_00208
OG0000207	Syaf.g_00735	Prau.g_00210
OG0000208	Syaf.g_00734	Prau.g_00211
OG0000209	Syaf.g_00714	Prau.g_00220
OG0000210	Syaf.g_00713	Prau.g_00221
OG0000212	Syaf.g_02781	Prau.g_00241
OG0000213	Syaf.g_00210	Prau.g_00259
OG0000214	Syaf.g_00226	Prau.g_00269
OG0000215	Syaf.g_00258	Prau.g_00294
OG0000216	Syaf.g_00262	Prau.g_00296
OG0000217	Syaf.g_00266	Prau.g_00299
OG0000218	Syaf.g_00268	Prau.g_00301
OG0000219	Syaf.g_00269	Prau.g_00302
OG0000220	Syaf.g_00270	Prau.g_00303
OG0000221	Syaf.g_02597, Syaf.g_00273	Prau.g_00304
OG0000222	Syaf.g_00287	Prau.g_00312
OG0000223	Syaf.g_00317	Prau.g_00325
OG0000224	Syaf.g_00324	Prau.g_00327
OG0000225	Syaf.g_00007	Prau.g_00348
OG0000226	Syaf.g_00003	Prau.g_00352
OG0000227	Syaf.g_00001	Prau.g_00354
OG0000228	Syaf.g_02808	Prau.g_00357
OG0000229	Syaf.g_01214	Prau.g_00477
OG0000230	Syaf.g_01216	Prau.g_00479
OG0000231	Syaf.g_01236	Prau.g_00490
OG0000232	Syaf.g_02536	Prau.g_00499
OG0000233	Syaf.g_02528	Prau.g_00505
OG0000234	Syaf.g_02497	Prau.g_00517
OG0000235	Syaf.g_02722	Prau.g_00520
OG0000236	Syaf.g_02707	Prau.g_00534
OG0000237	Syaf.g_02690	Prau.g_00547
OG0000238	Syaf.g_02685	Prau.g_00553
OG0000239	Syaf.g_02669	Prau.g_00565
OG0000240	Syaf.g_02668	Prau.g_00566
OG0000241	Syaf.g_02322	Prau.g_00570
OG0000242	Syaf.g_02656	Prau.g_00572
OG0000243	Syaf.g_02634	Prau.g_00583
OG0000244	Syaf.g_02627	Prau.g_00586
OG0000245	Syaf.g_02625	Prau.g_00588
OG0000246	Syaf.g_02621	Prau.g_00592
OG0000247	Syaf.g_02610	Prau.g_00602
OG0000248	Syaf.g_02607	Prau.g_00604
OG0000249	Syaf.g_02605	Prau.g_00606
OG0000250	Syaf.g_02593	Prau.g_00611
OG0000251	Syaf.g_02568	Prau.g_00629
OG0000252	Syaf.g_02565	Prau.g_00632
OG0000253	Syaf.g_02564	Prau.g_00633
OG0000254	Syaf.g_02371	Prau.g_00649
OG0000255	Syaf.g_02352	Prau.g_00655
OG0000256	Syaf.g_02329	Prau.g_00667
OG0000257	Syaf.g_02323	Prau.g_00670
OG0000258	Syaf.g_02301	Prau.g_00683
OG0000259	Syaf.g_02137	Prau.g_00700
OG0000260	Syaf.g_02134	Prau.g_00703
OG0000261	Syaf.g_02131	Prau.g_00705
OG0000262	Syaf.g_02126	Prau.g_00709
OG0000263	Syaf.g_01585	Prau.g_00721
OG0000264	Syaf.g_01473	Prau.g_00731
OG0000265	Syaf.g_01196	Prau.g_00755
OG0000266	Syaf.g_01967	Prau.g_00765
OG0000267	Syaf.g_01787	Prau.g_00776
OG0000268	Syaf.g_01788	Prau.g_00777
OG0000269	Syaf.g_02054	Prau.g_00849
OG0000270	Syaf.g_02051	Prau.g_00852
OG0000271	Syaf.g_02043	Prau.g_00860
OG0000272	Syaf.g_02042	Prau.g_00861
OG0000273	Syaf.g_01392	Prau.g_00884
OG0000274	Syaf.g_01391	Prau.g_00885
OG0000275	Syaf.g_01386	Prau.g_00887
OG0000276	Syaf.g_01379	Prau.g_00892
OG0000277	Syaf.g_01378	Prau.g_00893
OG0000278	Syaf.g_01375	Prau.g_00896
OG0000279	Syaf.g_01367	Prau.g_00904
OG0000280	Syaf.g_01337	Prau.g_00905
OG0000281	Syaf.g_01636	Prau.g_00910
OG0000282	Syaf.g_02101	Prau.g_00958
OG0000283	Syaf.g_01804	Prau.g_00992
OG0000284	Syaf.g_01810	Prau.g_00997
OG0000285	Syaf.g_01842	Prau.g_01002
OG0000286	Syaf.g_01860	Prau.g_01014
OG0000288	Syaf.g_01929	Prau.g_01062
OG0000289	Syaf.g_01943	Prau.g_01073
OG0000290	Syaf.g_01439	Prau.g_01086
OG0000291	Syaf.g_01441	Prau.g_01088
OG0000292	Syaf.g_00505	Prau.g_01136
OG0000293	Syaf.g_01277	Prau.g_01198
OG0000294	Syaf.g_01278	Prau.g_01199
OG0000295	Syaf.g_01316	Prau.g_01218
OG0000296	Syaf.g_01318	Prau.g_01220
OG0000297	Syaf.g_01607	Prau.g_01228
OG0000298	Syaf.g_01606	Prau.g_01229
OG0000299	Syaf.g_01578	Prau.g_01246
OG0000300	Syaf.g_01571	Prau.g_01249
OG0000301	Syaf.g_01570	Prau.g_01250
OG0000302	Syaf.g_01568	Prau.g_01252
OG0000303	Syaf.g_01559	Prau.g_01259
OG0000304	Syaf.g_01551	Prau.g_01263
OG0000305	Syaf.g_01444	Prau.g_01401
OG0000306	Syaf.g_01332	Prau.g_01404
OG0000307	Syaf.g_02742	Prau.g_01418
OG0000308	Syaf.g_02744	Prau.g_01419
OG0000309	Syaf.g_02749	Prau.g_01423
OG0000310	Syaf.g_02387	Prau.g_01513
OG0000311	Syaf.g_02391	Prau.g_01515
OG0000312	Syaf.g_02397	Prau.g_01518
OG0000313	Syaf.g_02421	Prau.g_01535
OG0000314	Syaf.g_02458	Prau.g_01558
OG0000315	Syaf.g_02468	Prau.g_01568
OG0000316	Syaf.g_01088	Prau.g_01588
OG0000317	Syaf.g_01040	Prau.g_01730
OG0000318	Syaf.g_01032	Prau.g_01733
OG0000319	Syaf.g_01015	Prau.g_01746
OG0000320	Syaf.g_01013	Prau.g_01748
OG0000321	Syaf.g_01012	Prau.g_01749
OG0000322	Syaf.g_01011	Prau.g_01750
OG0000323	Syaf.g_00997	Prau.g_01759
OG0000324	Syaf.g_01164	Prau.g_01785
OG0000325	Syaf.g_00176	Prau.g_01795
OG0000326	Syaf.g_00169	Prau.g_01801
OG0000327	Syaf.g_00138	Prau.g_01828
OG0000328	Syaf.g_00137	Prau.g_01829
OG0000329	Syaf.g_00119	Prau.g_01846
OG0000330	Syaf.g_00118	Prau.g_01847
OG0000331	Syaf.g_00117	Prau.g_01848
OG0000332	Syaf.g_00102	Prau.g_01862
OG0000333	Syaf.g_00099	Prau.g_01864
OG0000334	Syaf.g_00090	Prau.g_01872
OG0000335	Syaf.g_00085	Prau.g_01877
OG0000336	Syaf.g_00081	Prau.g_01881
OG0000337	Syaf.g_00344	Prau.g_01897
OG0000338	Syaf.g_00348	Prau.g_01898
OG0000339	Syaf.g_00355	Prau.g_01902
OG0000340	Syaf.g_00366	Prau.g_01910
OG0000341	Syaf.g_00368	Prau.g_01912
OG0000342	Syaf.g_00369	Prau.g_01913
OG0000343	Syaf.g_00370	Prau.g_01914
OG0000344	Syaf.g_00374	Prau.g_01917
OG0000345	Syaf.g_00384	Prau.g_01922
OG0000346	Syaf.g_00389	Prau.g_01926
OG0000347	Syaf.g_00415	Prau.g_01942
OG0000348	Syaf.g_00427	Prau.g_01952
OG0000349	Syaf.g_00445	Prau.g_01969
OG0000350	Syaf.g_00162	Prau.g_01987, Prau.g_01297
OG0000351	Syaf.g_00528	Prau.g_02004
OG0000352	Syaf.g_00527	Prau.g_02005
OG0000353	Syaf.g_00499	Prau.g_02021
OG0000355	Syaf.g_00497	Prau.g_00001
OG0000356	Syaf.g_00496	Prau.g_00002
OG0000357	Syaf.g_00495	Prau.g_00003
OG0000358	Syaf.g_00491	Prau.g_00007
OG0000359	Syaf.g_00489	Prau.g_00008
OG0000360	Syaf.g_00488	Prau.g_00009
OG0000361	Syaf.g_00487	Prau.g_00010
OG0000362	Syaf.g_00485	Prau.g_00012
OG0000363	Syaf.g_00483	Prau.g_00014
OG0000364	Syaf.g_00482	Prau.g_00015
OG0000365	Syaf.g_00473	Prau.g_00020
OG0000366	Syaf.g_00472	Prau.g_00021
OG0000367	Syaf.g_00471	Prau.g_00022
OG0000368	Syaf.g_00469	Prau.g_00024
OG0000369	Syaf.g_00468	Prau.g_00025
OG0000370	Syaf.g_00467	Prau.g_00026
OG0000371	Syaf.g_00458	Prau.g_00031
OG0000372	Syaf.g_00453	Prau.g_00034
OG0000373	Syaf.g_00452	Prau.g_00035
OG0000374	Syaf.g_00451	Prau.g_00036
OG0000375	Syaf.g_00449	Prau.g_00047
OG0000376	Syaf.g_00447	Prau.g_00049
OG0000377	Syaf.g_00654	Prau.g_00053
OG0000378	Syaf.g_00668	Prau.g_00055
OG0000379	Syaf.g_00686	Prau.g_00058
OG0000380	Syaf.g_00965	Prau.g_00068
OG0000381	Syaf.g_00962	Prau.g_00072
OG0000382	Syaf.g_00945	Prau.g_00082
OG0000383	Syaf.g_00941	Prau.g_00084
OG0000384	Syaf.g_00940	Prau.g_00085
OG0000385	Syaf.g_00939	Prau.g_00086
OG0000386	Syaf.g_00938	Prau.g_00087
OG0000387	Syaf.g_00912	Prau.g_00100
OG0000388	Syaf.g_00908	Prau.g_00103
OG0000389	Syaf.g_00904	Prau.g_00107
OG0000390	Syaf.g_00883	Prau.g_00114
OG0000391	Syaf.g_00878	Prau.g_00117
OG0000392	Syaf.g_00872	Prau.g_00121
OG0000393	Syaf.g_00870	Prau.g_00123
OG0000394	Syaf.g_00869	Prau.g_00124
OG0000395	Syaf.g_00868	Prau.g_00125
OG0000396	Syaf.g_00865	Prau.g_00128
OG0000397	Syaf.g_00863	Prau.g_00130
OG0000398	Syaf.g_00858	Prau.g_00132
OG0000399	Syaf.g_00857	Prau.g_00133
OG0000400	Syaf.g_00856	Prau.g_00134
OG0000401	Syaf.g_00855	Prau.g_00135
OG0000402	Syaf.g_00852	Prau.g_00137
OG0000403	Syaf.g_00851	Prau.g_00138
OG0000404	Syaf.g_00850	Prau.g_00139
OG0000405	Syaf.g_00835	Prau.g_00143
OG0000406	Syaf.g_00831	Prau.g_00148
OG0000407	Syaf.g_00830	Prau.g_00149
OG0000408	Syaf.g_00828	Prau.g_00151
OG0000409	Syaf.g_00826	Prau.g_00153
OG0000410	Syaf.g_00825	Prau.g_00154
OG0000411	Syaf.g_00824	Prau.g_00155
OG0000412	Syaf.g_00823	Prau.g_00156
OG0000413	Syaf.g_00821	Prau.g_00157
OG0000414	Syaf.g_00820	Prau.g_00158
OG0000415	Syaf.g_00819	Prau.g_00159
OG0000416	Syaf.g_00818	Prau.g_00160
OG0000417	Syaf.g_00817	Prau.g_00161
OG0000418	Syaf.g_00812	Prau.g_00166
OG0000419	Syaf.g_00810	Prau.g_00168
OG0000420	Syaf.g_00808	Prau.g_00169
OG0000421	Syaf.g_00803	Prau.g_00174
OG0000422	Syaf.g_00802	Prau.g_00175
OG0000423	Syaf.g_00801	Prau.g_00176
OG0000424	Syaf.g_00800	Prau.g_00177
OG0000425	Syaf.g_00799	Prau.g_00178
OG0000426	Syaf.g_00798	Prau.g_00179
OG0000427	Syaf.g_00797	Prau.g_00180
OG0000428	Syaf.g_00794	Prau.g_00182
OG0000429	Syaf.g_00792	Prau.g_00183
OG0000430	Syaf.g_00790	Prau.g_00184
OG0000431	Syaf.g_00786	Prau.g_00186
OG0000432	Syaf.g_00779	Prau.g_00189
OG0000433	Syaf.g_00777	Prau.g_00190
OG0000434	Syaf.g_00776	Prau.g_00191
OG0000435	Syaf.g_00772	Prau.g_00192
OG0000436	Syaf.g_00767	Prau.g_00197
OG0000437	Syaf.g_00766	Prau.g_00198
OG0000438	Syaf.g_00765	Prau.g_00199
OG0000439	Syaf.g_00763	Prau.g_00201
OG0000440	Syaf.g_00762	Prau.g_00202
OG0000441	Syaf.g_00756	Prau.g_00205
OG0000442	Syaf.g_00743	Prau.g_00206
OG0000443	Syaf.g_00739	Prau.g_00207
OG0000444	Syaf.g_00733	Prau.g_00212
OG0000445	Syaf.g_00729	Prau.g_00213
OG0000446	Syaf.g_00728	Prau.g_00214
OG0000447	Syaf.g_00725	Prau.g_00215
OG0000448	Syaf.g_00724	Prau.g_00216
OG0000449	Syaf.g_00723	Prau.g_00217
OG0000450	Syaf.g_00717	Prau.g_00218
OG0000451	Syaf.g_00716	Prau.g_00219
OG0000452	Syaf.g_00712	Prau.g_00222
OG0000453	Syaf.g_00711	Prau.g_00223
OG0000454	Syaf.g_00710	Prau.g_00224
OG0000455	Syaf.g_00709	Prau.g_00225
OG0000456	Syaf.g_00708	Prau.g_00226
OG0000457	Syaf.g_00706	Prau.g_00227
OG0000458	Syaf.g_00705	Prau.g_00228
OG0000459	Syaf.g_00704	Prau.g_00229
OG0000460	Syaf.g_02789	Prau.g_00236
OG0000461	Syaf.g_00183	Prau.g_00244
OG0000462	Syaf.g_00186	Prau.g_00246
OG0000463	Syaf.g_00187	Prau.g_00247
OG0000464	Syaf.g_00188	Prau.g_00248
OG0000465	Syaf.g_00190	Prau.g_00249
OG0000466	Syaf.g_00194	Prau.g_00252
OG0000467	Syaf.g_00196	Prau.g_00253
OG0000468	Syaf.g_00206	Prau.g_00255
OG0000469	Syaf.g_00220	Prau.g_00264
OG0000470	Syaf.g_00222	Prau.g_00266
OG0000471	Syaf.g_00223	Prau.g_00267
OG0000472	Syaf.g_00225	Prau.g_00268
OG0000473	Syaf.g_00227	Prau.g_00270
OG0000474	Syaf.g_00228	Prau.g_00271
OG0000475	Syaf.g_00229	Prau.g_00272
OG0000476	Syaf.g_00231	Prau.g_00273
OG0000477	Syaf.g_00237	Prau.g_00277
OG0000478	Syaf.g_00238	Prau.g_00278
OG0000479	Syaf.g_00239	Prau.g_00279
OG0000480	Syaf.g_00247	Prau.g_00284
OG0000481	Syaf.g_00249	Prau.g_00286
OG0000482	Syaf.g_00250	Prau.g_00287
OG0000483	Syaf.g_00254	Prau.g_00290
OG0000484	Syaf.g_00255	Prau.g_00291
OG0000485	Syaf.g_00256	Prau.g_00292
OG0000486	Syaf.g_00257	Prau.g_00293
OG0000487	Syaf.g_00263	Prau.g_00297
OG0000488	Syaf.g_00267	Prau.g_00300
OG0000489	Syaf.g_00274	Prau.g_00305
OG0000490	Syaf.g_00284	Prau.g_00310
OG0000491	Syaf.g_00285	Prau.g_00311
OG0000492	Syaf.g_00288	Prau.g_00313
OG0000493	Syaf.g_00289	Prau.g_00314
OG0000494	Syaf.g_00290	Prau.g_00315
OG0000495	Syaf.g_00291	Prau.g_00316
OG0000496	Syaf.g_00292	Prau.g_00317
OG0000497	Syaf.g_00293	Prau.g_00318
OG0000498	Syaf.g_00294	Prau.g_00319
OG0000499	Syaf.g_00295	Prau.g_00320
OG0000500	Syaf.g_00296	Prau.g_00321
OG0000501	Syaf.g_00299	Prau.g_00323
OG0000502	Syaf.g_00319	Prau.g_00326
OG0000503	Syaf.g_00023	Prau.g_00336
OG0000504	Syaf.g_00021	Prau.g_00337
OG0000505	Syaf.g_00020	Prau.g_00338
OG0000506	Syaf.g_00018	Prau.g_00340
OG0000507	Syaf.g_00012	Prau.g_00343
OG0000508	Syaf.g_00008	Prau.g_00347
OG0000509	Syaf.g_00006	Prau.g_00349
OG0000510	Syaf.g_00005	Prau.g_00350
OG0000511	Syaf.g_00004	Prau.g_00351
OG0000512	Syaf.g_00002	Prau.g_00353
OG0000513	Syaf.g_02803	Prau.g_00360
OG0000514	Syaf.g_02796	Prau.g_00472
OG0000515	Syaf.g_02795	Prau.g_00473
OG0000516	Syaf.g_01219	Prau.g_00474
OG0000517	Syaf.g_01213	Prau.g_00476
OG0000518	Syaf.g_01230	Prau.g_00487
OG0000519	Syaf.g_01231	Prau.g_00488
OG0000520	Syaf.g_01235	Prau.g_00489
OG0000521	Syaf.g_02542	Prau.g_00494
OG0000522	Syaf.g_02538	Prau.g_00496
OG0000523	Syaf.g_02537	Prau.g_00497
OG0000524	Syaf.g_02531	Prau.g_00503
OG0000525	Syaf.g_02507	Prau.g_00506
OG0000526	Syaf.g_02504	Prau.g_00507
OG0000527	Syaf.g_02500	Prau.g_00514
OG0000528	Syaf.g_02728	Prau.g_00519
OG0000529	Syaf.g_02720	Prau.g_00522
OG0000530	Syaf.g_02717	Prau.g_00525
OG0000531	Syaf.g_02716	Prau.g_00526
OG0000532	Syaf.g_02713	Prau.g_00528
OG0000533	Syaf.g_02712	Prau.g_00529
OG0000534	Syaf.g_02711	Prau.g_00530
OG0000535	Syaf.g_02710	Prau.g_00531
OG0000536	Syaf.g_02709	Prau.g_00532
OG0000537	Syaf.g_02708	Prau.g_00533
OG0000538	Syaf.g_02697	Prau.g_00541
OG0000539	Syaf.g_02696	Prau.g_00542
OG0000540	Syaf.g_02695	Prau.g_00543
OG0000541	Syaf.g_02694	Prau.g_00544
OG0000542	Syaf.g_02691	Prau.g_00546
OG0000543	Syaf.g_02689	Prau.g_00548
OG0000544	Syaf.g_02688	Prau.g_00549
OG0000545	Syaf.g_02686	Prau.g_00551
OG0000546	Syaf.g_02684	Prau.g_00554
OG0000547	Syaf.g_02682	Prau.g_00556
OG0000548	Syaf.g_02681	Prau.g_00557
OG0000549	Syaf.g_02676	Prau.g_00559
OG0000550	Syaf.g_02671	Prau.g_00564
OG0000551	Syaf.g_02666	Prau.g_00567
OG0000552	Syaf.g_02665	Prau.g_00568
OG0000553	Syaf.g_02663	Prau.g_00569
OG0000554	Syaf.g_02653	Prau.g_00574
OG0000555	Syaf.g_02635	Prau.g_00582
OG0000556	Syaf.g_02630	Prau.g_00584
OG0000557	Syaf.g_02628	Prau.g_00585
OG0000558	Syaf.g_02626	Prau.g_00587
OG0000559	Syaf.g_02622	Prau.g_00591
OG0000560	Syaf.g_02619	Prau.g_00594
OG0000561	Syaf.g_02618	Prau.g_00595
OG0000562	Syaf.g_02617	Prau.g_00596
OG0000563	Syaf.g_02616	Prau.g_00597
OG0000564	Syaf.g_02615	Prau.g_00598
OG0000565	Syaf.g_02612	Prau.g_00601
OG0000566	Syaf.g_02608	Prau.g_00603
OG0000567	Syaf.g_02604	Prau.g_00607
