Orthogroup	Syaf	Prab
OG0000195	Syaf.g_00827	Prab.g_00142
OG0000196	Syaf.g_00816	Prab.g_00152
OG0000197	Syaf.g_00815	Prab.g_00153
OG0000198	Syaf.g_00814	Prab.g_00154
OG0000199	Syaf.g_00806	Prab.g_00161
OG0000200	Syaf.g_00789	Prab.g_00175
OG0000202	Syaf.g_00770	Prab.g_00184
OG0000203	Syaf.g_00769	Prab.g_00185
OG0000204	Syaf.g_00768	Prab.g_00186
OG0000205	Syaf.g_00761	Prab.g_00193
OG0000206	Syaf.g_00736	Prab.g_00198
OG0000207	Syaf.g_00735	Prab.g_00200
OG0000208	Syaf.g_00734	Prab.g_00201
OG0000209	Syaf.g_00714	Prab.g_00210
OG0000210	Syaf.g_00713	Prab.g_00211
OG0000212	Syaf.g_02781	Prab.g_00230
OG0000213	Syaf.g_00210	Prab.g_00247
OG0000214	Syaf.g_00226	Prab.g_00256
OG0000215	Syaf.g_00258	Prab.g_00280
OG0000216	Syaf.g_00262	Prab.g_00282
OG0000217	Syaf.g_00266	Prab.g_00285
OG0000218	Syaf.g_00268	Prab.g_00287
OG0000219	Syaf.g_00269	Prab.g_00288
OG0000220	Syaf.g_00270	Prab.g_00289
OG0000221	Syaf.g_02597, Syaf.g_00273	Prab.g_00290
OG0000222	Syaf.g_00287	Prab.g_00298
OG0000223	Syaf.g_00317	Prab.g_00311
OG0000224	Syaf.g_00324	Prab.g_00313
OG0000225	Syaf.g_00007	Prab.g_00333
OG0000226	Syaf.g_00003	Prab.g_00337
OG0000227	Syaf.g_00001	Prab.g_00339
OG0000228	Syaf.g_02808	Prab.g_00342
OG0000229	Syaf.g_01214	Prab.g_00439
OG0000230	Syaf.g_01216	Prab.g_00441
OG0000231	Syaf.g_01236	Prab.g_00455
OG0000232	Syaf.g_02536	Prab.g_00463
OG0000233	Syaf.g_02528	Prab.g_00468
OG0000234	Syaf.g_02497	Prab.g_00480
OG0000235	Syaf.g_02722	Prab.g_00483
OG0000236	Syaf.g_02707	Prab.g_00497
OG0000237	Syaf.g_02690	Prab.g_00510
OG0000238	Syaf.g_02685	Prab.g_00516
OG0000239	Syaf.g_02669	Prab.g_00529
OG0000240	Syaf.g_02668	Prab.g_00530
OG0000241	Syaf.g_02322	Prab.g_00534
OG0000242	Syaf.g_02656	Prab.g_00536
OG0000243	Syaf.g_02634	Prab.g_00547
OG0000244	Syaf.g_02627	Prab.g_00550
OG0000245	Syaf.g_02625	Prab.g_00552
OG0000246	Syaf.g_02621	Prab.g_00556
OG0000247	Syaf.g_02610	Prab.g_00566
OG0000248	Syaf.g_02607	Prab.g_00569
OG0000249	Syaf.g_02605	Prab.g_00571
OG0000250	Syaf.g_02593	Prab.g_00576
OG0000251	Syaf.g_02568	Prab.g_00595
OG0000252	Syaf.g_02565	Prab.g_00598
OG0000253	Syaf.g_02564	Prab.g_00599
OG0000254	Syaf.g_02371	Prab.g_00615
OG0000255	Syaf.g_02352	Prab.g_00621
OG0000256	Syaf.g_02329	Prab.g_00632
OG0000257	Syaf.g_02323	Prab.g_00635
OG0000258	Syaf.g_02301	Prab.g_00648
OG0000259	Syaf.g_02137	Prab.g_00665
OG0000260	Syaf.g_02134	Prab.g_00668
OG0000261	Syaf.g_02131	Prab.g_00670
OG0000262	Syaf.g_02126	Prab.g_00674
OG0000263	Syaf.g_01585	Prab.g_00686
OG0000264	Syaf.g_01473	Prab.g_00696
OG0000265	Syaf.g_01196	Prab.g_00723
OG0000266	Syaf.g_01967	Prab.g_00733
OG0000267	Syaf.g_01787	Prab.g_00744
OG0000268	Syaf.g_01788	Prab.g_00745
OG0000269	Syaf.g_02054	Prab.g_00835
OG0000270	Syaf.g_02051	Prab.g_00838
OG0000271	Syaf.g_02043	Prab.g_00846
OG0000272	Syaf.g_02042	Prab.g_00847
OG0000273	Syaf.g_01392	Prab.g_00870
OG0000274	Syaf.g_01391	Prab.g_00871
OG0000275	Syaf.g_01386	Prab.g_00873
OG0000276	Syaf.g_01379	Prab.g_00878
OG0000277	Syaf.g_01378	Prab.g_00879
OG0000278	Syaf.g_01375	Prab.g_00882
OG0000279	Syaf.g_01367	Prab.g_00889
OG0000280	Syaf.g_01337	Prab.g_00890
OG0000281	Syaf.g_01636	Prab.g_00896
OG0000282	Syaf.g_02101	Prab.g_01066
OG0000283	Syaf.g_01804	Prab.g_01033
OG0000284	Syaf.g_01810	Prab.g_01028
OG0000285	Syaf.g_01842	Prab.g_01023
OG0000286	Syaf.g_01860	Prab.g_01011
OG0000288	Syaf.g_01929	Prab.g_00956
OG0000289	Syaf.g_01943	Prab.g_00945
OG0000290	Syaf.g_01439	Prab.g_00932
OG0000291	Syaf.g_01441	Prab.g_00930
OG0000292	Syaf.g_00505	Prab.g_01144
OG0000293	Syaf.g_01277	Prab.g_01210
OG0000294	Syaf.g_01278	Prab.g_01211
OG0000295	Syaf.g_01316	Prab.g_01231
OG0000296	Syaf.g_01318	Prab.g_01233
OG0000297	Syaf.g_01607	Prab.g_01241
OG0000298	Syaf.g_01606	Prab.g_01242
OG0000299	Syaf.g_01578	Prab.g_01259
OG0000300	Syaf.g_01571	Prab.g_01262
OG0000301	Syaf.g_01570	Prab.g_01263
OG0000302	Syaf.g_01568	Prab.g_01265
OG0000303	Syaf.g_01559	Prab.g_01272
OG0000304	Syaf.g_01551	Prab.g_01276
OG0000305	Syaf.g_01444	Prab.g_01353
OG0000306	Syaf.g_01332	Prab.g_01355
OG0000307	Syaf.g_02742	Prab.g_01369
OG0000308	Syaf.g_02744	Prab.g_01370
OG0000309	Syaf.g_02749	Prab.g_01374
OG0000310	Syaf.g_02387	Prab.g_01451
OG0000311	Syaf.g_02391	Prab.g_01453
OG0000312	Syaf.g_02397	Prab.g_01456
OG0000313	Syaf.g_02421	Prab.g_01470
OG0000314	Syaf.g_02458	Prab.g_01493
OG0000315	Syaf.g_02468	Prab.g_01503
OG0000316	Syaf.g_01088	Prab.g_01523
OG0000317	Syaf.g_01040	Prab.g_01667
OG0000318	Syaf.g_01032	Prab.g_01670
OG0000319	Syaf.g_01015	Prab.g_01683
OG0000320	Syaf.g_01013	Prab.g_01685
OG0000321	Syaf.g_01012	Prab.g_01686
OG0000322	Syaf.g_01011	Prab.g_01687
OG0000323	Syaf.g_00997	Prab.g_01696
OG0000324	Syaf.g_01164	Prab.g_01722
OG0000325	Syaf.g_00176	Prab.g_01732
OG0000326	Syaf.g_00169	Prab.g_01738
OG0000327	Syaf.g_00138	Prab.g_01761
OG0000328	Syaf.g_00137	Prab.g_01762
OG0000329	Syaf.g_00119	Prab.g_01779
OG0000330	Syaf.g_00118	Prab.g_01780
OG0000331	Syaf.g_00117	Prab.g_01781
OG0000332	Syaf.g_00102	Prab.g_01795
OG0000333	Syaf.g_00099	Prab.g_01797
OG0000334	Syaf.g_00090	Prab.g_01805
OG0000335	Syaf.g_00085	Prab.g_01810
OG0000336	Syaf.g_00081	Prab.g_01814
OG0000337	Syaf.g_00344	Prab.g_01830
OG0000338	Syaf.g_00348	Prab.g_01831
OG0000339	Syaf.g_00355	Prab.g_01835
OG0000340	Syaf.g_00366	Prab.g_01842
OG0000341	Syaf.g_00368	Prab.g_01844
OG0000342	Syaf.g_00369	Prab.g_01845
OG0000343	Syaf.g_00370	Prab.g_01846
OG0000344	Syaf.g_00374	Prab.g_01849
OG0000345	Syaf.g_00384	Prab.g_01854
OG0000346	Syaf.g_00389	Prab.g_01858
OG0000347	Syaf.g_00415	Prab.g_01874
OG0000348	Syaf.g_00427	Prab.g_01884
OG0000349	Syaf.g_00445	Prab.g_01901
OG0000350	Syaf.g_00162	Prab.g_01920
OG0000351	Syaf.g_00528	Prab.g_01937
OG0000352	Syaf.g_00527	Prab.g_01938
OG0000353	Syaf.g_00499	Prab.g_01954
OG0000355	Syaf.g_00497	Prab.g_00001
OG0000356	Syaf.g_00496	Prab.g_00002
OG0000357	Syaf.g_00495	Prab.g_00003
OG0000358	Syaf.g_00491	Prab.g_00007
OG0000359	Syaf.g_00489	Prab.g_00008
OG0000360	Syaf.g_00488	Prab.g_00009
OG0000361	Syaf.g_00487	Prab.g_00010
OG0000362	Syaf.g_00485	Prab.g_00012
OG0000363	Syaf.g_00483	Prab.g_00014
OG0000364	Syaf.g_00482	Prab.g_00015
OG0000365	Syaf.g_00473	Prab.g_00020
OG0000366	Syaf.g_00472	Prab.g_00021
OG0000367	Syaf.g_00471	Prab.g_00022
OG0000368	Syaf.g_00469	Prab.g_00024
OG0000369	Syaf.g_00468	Prab.g_00025
OG0000370	Syaf.g_00467	Prab.g_00026
OG0000371	Syaf.g_00458	Prab.g_00032
OG0000372	Syaf.g_00453	Prab.g_00035
OG0000373	Syaf.g_00452	Prab.g_00036
OG0000374	Syaf.g_00451	Prab.g_00037
OG0000375	Syaf.g_00449	Prab.g_00039
OG0000376	Syaf.g_00447	Prab.g_00041
OG0000377	Syaf.g_00654	Prab.g_00044
OG0000378	Syaf.g_00668	Prab.g_00046
OG0000379	Syaf.g_00686	Prab.g_00049
OG0000380	Syaf.g_00965	Prab.g_00058
OG0000381	Syaf.g_00962	Prab.g_00062
OG0000382	Syaf.g_00945	Prab.g_00073
OG0000383	Syaf.g_00941	Prab.g_00075
OG0000384	Syaf.g_00940	Prab.g_00076
OG0000385	Syaf.g_00939	Prab.g_00077
OG0000386	Syaf.g_00938	Prab.g_00078
OG0000387	Syaf.g_00912	Prab.g_00090
OG0000388	Syaf.g_00908	Prab.g_00093
OG0000389	Syaf.g_00904	Prab.g_00097
OG0000390	Syaf.g_00883	Prab.g_00104
OG0000391	Syaf.g_00878	Prab.g_00107
OG0000392	Syaf.g_00872	Prab.g_00111
OG0000393	Syaf.g_00870	Prab.g_00113
OG0000394	Syaf.g_00869	Prab.g_00114
OG0000395	Syaf.g_00868	Prab.g_00115
OG0000396	Syaf.g_00865	Prab.g_00117
OG0000397	Syaf.g_00863	Prab.g_00119
OG0000398	Syaf.g_00858	Prab.g_00121
OG0000399	Syaf.g_00857	Prab.g_00122
OG0000400	Syaf.g_00856	Prab.g_00123
OG0000401	Syaf.g_00855	Prab.g_00124
OG0000402	Syaf.g_00852	Prab.g_00126
OG0000403	Syaf.g_00851	Prab.g_00127
OG0000404	Syaf.g_00850	Prab.g_00128
OG0000405	Syaf.g_00835	Prab.g_00132
OG0000406	Syaf.g_00831	Prab.g_00138
OG0000407	Syaf.g_00830	Prab.g_00139
OG0000408	Syaf.g_00828	Prab.g_00141
OG0000409	Syaf.g_00826	Prab.g_00143
OG0000410	Syaf.g_00825	Prab.g_00144
OG0000411	Syaf.g_00824	Prab.g_00145
OG0000412	Syaf.g_00823	Prab.g_00146
OG0000413	Syaf.g_00821	Prab.g_00147
OG0000414	Syaf.g_00820	Prab.g_00148
OG0000415	Syaf.g_00819	Prab.g_00149
OG0000416	Syaf.g_00818	Prab.g_00150
OG0000417	Syaf.g_00817	Prab.g_00151
OG0000418	Syaf.g_00812	Prab.g_00156
OG0000419	Syaf.g_00810	Prab.g_00158
OG0000420	Syaf.g_00808	Prab.g_00159
OG0000421	Syaf.g_00803	Prab.g_00164
OG0000422	Syaf.g_00802	Prab.g_00165
OG0000423	Syaf.g_00801	Prab.g_00166
OG0000424	Syaf.g_00800	Prab.g_00167
OG0000425	Syaf.g_00799	Prab.g_00168
OG0000426	Syaf.g_00798	Prab.g_00169
OG0000427	Syaf.g_00797	Prab.g_00170
OG0000428	Syaf.g_00794	Prab.g_00172
OG0000429	Syaf.g_00792	Prab.g_00173
OG0000430	Syaf.g_00790	Prab.g_00174
OG0000431	Syaf.g_00786	Prab.g_00176
OG0000432	Syaf.g_00779	Prab.g_00179
OG0000433	Syaf.g_00777	Prab.g_00180
OG0000434	Syaf.g_00776	Prab.g_00181
OG0000435	Syaf.g_00772	Prab.g_00182
OG0000436	Syaf.g_00767	Prab.g_00187
OG0000437	Syaf.g_00766	Prab.g_00188
OG0000438	Syaf.g_00765	Prab.g_00189
OG0000439	Syaf.g_00763	Prab.g_00191
OG0000440	Syaf.g_00762	Prab.g_00192
OG0000441	Syaf.g_00756	Prab.g_00195
OG0000442	Syaf.g_00743	Prab.g_00196
OG0000443	Syaf.g_00739	Prab.g_00197
OG0000444	Syaf.g_00733	Prab.g_00202
OG0000445	Syaf.g_00729	Prab.g_00203
OG0000446	Syaf.g_00728	Prab.g_00204
OG0000447	Syaf.g_00725	Prab.g_00205
OG0000448	Syaf.g_00724	Prab.g_00206
OG0000449	Syaf.g_00723	Prab.g_00207
OG0000450	Syaf.g_00717	Prab.g_00208
OG0000451	Syaf.g_00716	Prab.g_00209
OG0000452	Syaf.g_00712	Prab.g_00212
OG0000453	Syaf.g_00711	Prab.g_00213
OG0000454	Syaf.g_00710	Prab.g_00214
OG0000455	Syaf.g_00709	Prab.g_00215
OG0000456	Syaf.g_00708	Prab.g_00216
OG0000457	Syaf.g_00706	Prab.g_00217
OG0000458	Syaf.g_00705	Prab.g_00218
OG0000459	Syaf.g_00704	Prab.g_00219
OG0000460	Syaf.g_02789	Prab.g_00226
OG0000461	Syaf.g_00183	Prab.g_00232
OG0000462	Syaf.g_00186	Prab.g_00234
OG0000463	Syaf.g_00187	Prab.g_00235
OG0000464	Syaf.g_00188	Prab.g_00236
OG0000465	Syaf.g_00190	Prab.g_00237
OG0000466	Syaf.g_00194	Prab.g_00240
OG0000467	Syaf.g_00196	Prab.g_00241
OG0000468	Syaf.g_00206	Prab.g_00243
OG0000469	Syaf.g_00220	Prab.g_00251
OG0000470	Syaf.g_00222	Prab.g_00253
OG0000471	Syaf.g_00223	Prab.g_00254
OG0000472	Syaf.g_00225	Prab.g_00255
OG0000473	Syaf.g_00227	Prab.g_00257
OG0000474	Syaf.g_00228	Prab.g_00258
OG0000475	Syaf.g_00229	Prab.g_00259
OG0000476	Syaf.g_00231	Prab.g_00260
OG0000477	Syaf.g_00237	Prab.g_00263
OG0000478	Syaf.g_00238	Prab.g_00264
OG0000479	Syaf.g_00239	Prab.g_00265
OG0000480	Syaf.g_00247	Prab.g_00270
OG0000481	Syaf.g_00249	Prab.g_00272
OG0000482	Syaf.g_00250	Prab.g_00273
OG0000483	Syaf.g_00254	Prab.g_00276
OG0000484	Syaf.g_00255	Prab.g_00277
OG0000485	Syaf.g_00256	Prab.g_00278
OG0000486	Syaf.g_00257	Prab.g_00279
OG0000487	Syaf.g_00263	Prab.g_00283
OG0000488	Syaf.g_00267	Prab.g_00286
OG0000489	Syaf.g_00274	Prab.g_00291
OG0000490	Syaf.g_00284	Prab.g_00296
OG0000491	Syaf.g_00285	Prab.g_00297
OG0000492	Syaf.g_00288	Prab.g_00299
OG0000493	Syaf.g_00289	Prab.g_00300
OG0000494	Syaf.g_00290	Prab.g_00301
OG0000495	Syaf.g_00291	Prab.g_00302
OG0000496	Syaf.g_00292	Prab.g_00303
OG0000497	Syaf.g_00293	Prab.g_00304
OG0000498	Syaf.g_00294	Prab.g_00305
OG0000499	Syaf.g_00295	Prab.g_00306
OG0000500	Syaf.g_00296	Prab.g_00307
OG0000501	Syaf.g_00299	Prab.g_00309
OG0000502	Syaf.g_00319	Prab.g_00312
OG0000503	Syaf.g_00023	Prab.g_00322
OG0000504	Syaf.g_00021	Prab.g_00323
OG0000505	Syaf.g_00020	Prab.g_00324
OG0000506	Syaf.g_00018	Prab.g_00325
OG0000507	Syaf.g_00012	Prab.g_00328
OG0000508	Syaf.g_00008	Prab.g_00332
OG0000509	Syaf.g_00006	Prab.g_00334
OG0000510	Syaf.g_00005	Prab.g_00335
OG0000511	Syaf.g_00004	Prab.g_00336
OG0000512	Syaf.g_00002	Prab.g_00338
OG0000513	Syaf.g_02803	Prab.g_00345
OG0000514	Syaf.g_02796	Prab.g_00434
OG0000515	Syaf.g_02795	Prab.g_00435
OG0000516	Syaf.g_01219	Prab.g_00436
OG0000517	Syaf.g_01213	Prab.g_00438
OG0000518	Syaf.g_01230	Prab.g_00449
OG0000519	Syaf.g_01231	Prab.g_00450
OG0000520	Syaf.g_01235	Prab.g_00454
OG0000521	Syaf.g_02542	Prab.g_00459
OG0000522	Syaf.g_02538	Prab.g_00460
OG0000523	Syaf.g_02537	Prab.g_00461
OG0000524	Syaf.g_02531	Prab.g_00466
OG0000525	Syaf.g_02507	Prab.g_00469
OG0000526	Syaf.g_02504	Prab.g_00470
OG0000527	Syaf.g_02500	Prab.g_00477
OG0000528	Syaf.g_02728	Prab.g_00482
OG0000529	Syaf.g_02720	Prab.g_00485
OG0000530	Syaf.g_02717	Prab.g_00488
OG0000531	Syaf.g_02716	Prab.g_00489
OG0000532	Syaf.g_02713	Prab.g_00491
OG0000533	Syaf.g_02712	Prab.g_00492
OG0000534	Syaf.g_02711	Prab.g_00493
OG0000535	Syaf.g_02710	Prab.g_00494
OG0000536	Syaf.g_02709	Prab.g_00495
OG0000537	Syaf.g_02708	Prab.g_00496
OG0000538	Syaf.g_02697	Prab.g_00504
OG0000539	Syaf.g_02696	Prab.g_00505
OG0000540	Syaf.g_02695	Prab.g_00506
OG0000541	Syaf.g_02694	Prab.g_00507
OG0000542	Syaf.g_02691	Prab.g_00509
OG0000543	Syaf.g_02689	Prab.g_00511
OG0000544	Syaf.g_02688	Prab.g_00512
OG0000545	Syaf.g_02686	Prab.g_00514
OG0000546	Syaf.g_02684	Prab.g_00517
OG0000547	Syaf.g_02682	Prab.g_00519
OG0000548	Syaf.g_02681	Prab.g_00520
OG0000549	Syaf.g_02676	Prab.g_00522
OG0000550	Syaf.g_02671	Prab.g_00527
OG0000551	Syaf.g_02666	Prab.g_00531
OG0000552	Syaf.g_02665	Prab.g_00532
OG0000553	Syaf.g_02663	Prab.g_00533
OG0000554	Syaf.g_02653	Prab.g_00538
OG0000555	Syaf.g_02635	Prab.g_00546
OG0000556	Syaf.g_02630	Prab.g_00548
OG0000557	Syaf.g_02628	Prab.g_00549
OG0000558	Syaf.g_02626	Prab.g_00551
OG0000559	Syaf.g_02622	Prab.g_00555
OG0000560	Syaf.g_02619	Prab.g_00558
OG0000561	Syaf.g_02618	Prab.g_00559
OG0000562	Syaf.g_02617	Prab.g_00560
OG0000563	Syaf.g_02616	Prab.g_00561
OG0000564	Syaf.g_02615	Prab.g_00562
OG0000565	Syaf.g_02612	Prab.g_00565
OG0000566	Syaf.g_02608	Prab.g_00568
OG0000567	Syaf.g_02604	Prab.g_00572
OG0000568	Syaf.g_02599	Prab.g_00573
OG0000569	Syaf.g_02596	Prab.g_00574
