Orthogroup	Prbb	Pray
OG0000070	Prbb.g_00078	Pray.g_01942
OG0000071	Prbb.g_00012	Pray.g_01473
OG0000072	Prbb.g_00373	Pray.g_00800
OG0000073	Prbb.g_00673	Pray.g_01094
OG0000074	Prbb.g_00697, Prbb.g_00698	Pray.g_01072
OG0000075	Prbb.g_00790	Pray.g_00355
OG0000076	Prbb.g_01070	Pray.g_00584
OG0000077	Prbb.g_01320, Prbb.g_01786, Prbb.g_01122, Prbb.g_00430, Prbb.g_01245, Prbb.g_01402, Prbb.g_01355	Pray.g_01575
OG0000078	Prbb.g_00388	Pray.g_01788
OG0000079	Prbb.g_01768	Pray.g_01644
OG0000080	Prbb.g_01208	Pray.g_01595
OG0000081	Prbb.g_02034	Pray.g_01337
OG0000083	Prbb.g_00003	Pray.g_01464
OG0000084	Prbb.g_00006, Prbb.g_00007	Pray.g_01468
OG0000085	Prbb.g_00024	Pray.g_01485
OG0000086	Prbb.g_01195	Pray.g_00244, Pray.g_00907
OG0000087	Prbb.g_00064	Pray.g_00234
OG0000088	Prbb.g_00170	Pray.g_00176
OG0000089	Prbb.g_00179	Pray.g_00168
OG0000090	Prbb.g_00196	Pray.g_00150
OG0000091	Prbb.g_00226	Pray.g_00650
OG0000092	Prbb.g_00227	Pray.g_00651
OG0000093	Prbb.g_00240	Pray.g_00665
OG0000094	Prbb.g_00259	Pray.g_00683
OG0000095	Prbb.g_00263	Pray.g_00688
OG0000096	Prbb.g_00307	Pray.g_00732
OG0000097	Prbb.g_00327	Pray.g_00753
OG0000099	Prbb.g_00345	Pray.g_00772
OG0000100	Prbb.g_00348	Pray.g_00775
OG0000101	Prbb.g_00418	Pray.g_00835
OG0000102	Prbb.g_01326	Pray.g_00861
OG0000103	Prbb.g_00479	Pray.g_00966
OG0000104	Prbb.g_00484, Prbb.g_00485	Pray.g_00970
OG0000105	Prbb.g_00503	Pray.g_00990
OG0000106	Prbb.g_00535	Pray.g_01023
OG0000107	Prbb.g_00536	Pray.g_01228, Pray.g_01024
OG0000108	Prbb.g_00546	Pray.g_01218
OG0000109	Prbb.g_00556	Pray.g_01209
OG0000110	Prbb.g_00572	Pray.g_01193
OG0000111	Prbb.g_00652	Pray.g_01112
OG0000112	Prbb.g_00653	Pray.g_01111
OG0000113	Prbb.g_00737	Pray.g_00275
OG0000114	Prbb.g_00781	Pray.g_00346
OG0000115	Prbb.g_00991	Pray.g_00511
OG0000116	Prbb.g_00995	Pray.g_00515
OG0000117	Prbb.g_01067	Pray.g_00581
OG0000118	Prbb.g_01238	Pray.g_00632
OG0000119	Prbb.g_01890	Pray.g_00094
OG0000120	Prbb.g_01510	Pray.g_00057
OG0000121	Prbb.g_01487	Pray.g_00038
OG0000122	Prbb.g_01467	Pray.g_00019
OG0000123	Prbb.g_01456	Pray.g_00006
OG0000124	Prbb.g_01060	Pray.g_00250
OG0000125	Prbb.g_01598	Pray.g_01858
OG0000126	Prbb.g_01639	Pray.g_01829
OG0000127	Prbb.g_01673	Pray.g_01735
OG0000128	Prbb.g_01687	Pray.g_01721
OG0000129	Prbb.g_01721	Pray.g_01685
OG0000130	Prbb.g_01821	Pray.g_01561
OG0000131	Prbb.g_01858	Pray.g_01523
OG0000132	Prbb.g_01860	Pray.g_01520
OG0000133	Prbb.g_01959	Pray.g_01265
OG0000134	Prbb.g_01995	Pray.g_01301
OG0000135	Prbb.g_01997	Pray.g_01303
OG0000136	Prbb.g_02046	Pray.g_01348
OG0000137	Prbb.g_02082	Pray.g_01381
OG0000138	Prbb.g_02131	Pray.g_01417
OG0000139	Prbb.g_02168	Pray.g_01444
OG0000140	Prbb.g_00001	Pray.g_01462
OG0000141	Prbb.g_00002	Pray.g_01463
OG0000142	Prbb.g_00004	Pray.g_01465
OG0000143	Prbb.g_00005	Pray.g_01467
OG0000144	Prbb.g_00008	Pray.g_01469
OG0000145	Prbb.g_00009	Pray.g_01470
OG0000146	Prbb.g_00010	Pray.g_01471
OG0000147	Prbb.g_00011	Pray.g_01472
OG0000148	Prbb.g_00013	Pray.g_01474
OG0000149	Prbb.g_00015	Pray.g_01476
OG0000150	Prbb.g_00016	Pray.g_01477
OG0000151	Prbb.g_00017	Pray.g_01478
OG0000152	Prbb.g_00018	Pray.g_01479
OG0000153	Prbb.g_00019	Pray.g_01480
OG0000154	Prbb.g_00020	Pray.g_01481
OG0000155	Prbb.g_00021	Pray.g_01482
OG0000156	Prbb.g_00022	Pray.g_01483
OG0000157	Prbb.g_00023	Pray.g_01484
OG0000158	Prbb.g_00025	Pray.g_01486
OG0000159	Prbb.g_00026	Pray.g_01487
OG0000160	Prbb.g_00027	Pray.g_01488
OG0000161	Prbb.g_00028	Pray.g_01489
OG0000162	Prbb.g_00029	Pray.g_01490
OG0000163	Prbb.g_00030	Pray.g_01491
OG0000164	Prbb.g_00033	Pray.g_01494
OG0000165	Prbb.g_00035	Pray.g_01497
OG0000166	Prbb.g_00036	Pray.g_01498
OG0000167	Prbb.g_00037	Pray.g_01499
OG0000168	Prbb.g_00055	Pray.g_00243
OG0000169	Prbb.g_00057	Pray.g_00241
OG0000170	Prbb.g_00058	Pray.g_00240
OG0000171	Prbb.g_00059	Pray.g_00239
OG0000172	Prbb.g_00060	Pray.g_00238
OG0000173	Prbb.g_00061	Pray.g_00237
OG0000174	Prbb.g_00062	Pray.g_00236
OG0000175	Prbb.g_00063	Pray.g_00235
OG0000176	Prbb.g_00065	Pray.g_00233
OG0000177	Prbb.g_00066	Pray.g_00232
OG0000178	Prbb.g_00067	Pray.g_00231
OG0000179	Prbb.g_00119	Pray.g_00225
OG0000180	Prbb.g_00120	Pray.g_00224
OG0000181	Prbb.g_00121	Pray.g_00223
OG0000182	Prbb.g_00124	Pray.g_00220
OG0000183	Prbb.g_00125	Pray.g_00219
OG0000184	Prbb.g_00128	Pray.g_00216
OG0000185	Prbb.g_00132	Pray.g_00212
OG0000186	Prbb.g_00133	Pray.g_00211
OG0000187	Prbb.g_00134	Pray.g_00210
OG0000188	Prbb.g_00135	Pray.g_00209
OG0000189	Prbb.g_00136	Pray.g_00208
OG0000190	Prbb.g_00137	Pray.g_00207
OG0000191	Prbb.g_00138	Pray.g_00206
OG0000192	Prbb.g_00139	Pray.g_00205
OG0000193	Prbb.g_00140	Pray.g_00204
OG0000194	Prbb.g_00141	Pray.g_00203
OG0000195	Prbb.g_00143	Pray.g_00201
OG0000196	Prbb.g_00144	Pray.g_00200
OG0000197	Prbb.g_00145	Pray.g_00199
OG0000198	Prbb.g_00146	Pray.g_00198
OG0000199	Prbb.g_00149	Pray.g_00195
OG0000200	Prbb.g_00150	Pray.g_00194
OG0000201	Prbb.g_00151	Pray.g_00193
OG0000202	Prbb.g_00152	Pray.g_00192
OG0000203	Prbb.g_00153	Pray.g_00191
OG0000204	Prbb.g_00154	Pray.g_00190
OG0000205	Prbb.g_00156	Pray.g_00189
OG0000206	Prbb.g_00157	Pray.g_00188
OG0000207	Prbb.g_00158	Pray.g_00187
OG0000208	Prbb.g_00159	Pray.g_00186
OG0000209	Prbb.g_00160	Pray.g_00185
OG0000210	Prbb.g_00161	Pray.g_00183
OG0000211	Prbb.g_00162	Pray.g_00182
OG0000212	Prbb.g_00163	Pray.g_00181
OG0000213	Prbb.g_00164	Pray.g_00180
OG0000214	Prbb.g_00168	Pray.g_00178
OG0000215	Prbb.g_00169	Pray.g_00177
OG0000216	Prbb.g_00171	Pray.g_00175
OG0000217	Prbb.g_00173	Pray.g_00174
OG0000218	Prbb.g_00174	Pray.g_00173
OG0000219	Prbb.g_00175	Pray.g_00172
OG0000220	Prbb.g_00177	Pray.g_00169
OG0000221	Prbb.g_00180	Pray.g_00167
OG0000222	Prbb.g_00181	Pray.g_00166
OG0000223	Prbb.g_00182	Pray.g_00165
OG0000224	Prbb.g_00185	Pray.g_00162
OG0000225	Prbb.g_00187	Pray.g_00160
OG0000226	Prbb.g_00189	Pray.g_00159
OG0000227	Prbb.g_00190	Pray.g_00158
OG0000228	Prbb.g_00191	Pray.g_00157
OG0000229	Prbb.g_00192	Pray.g_00156
OG0000230	Prbb.g_00193	Pray.g_00155
OG0000231	Prbb.g_01101	Pray.g_00153
OG0000232	Prbb.g_00194	Pray.g_00152
OG0000233	Prbb.g_00197	Pray.g_00149
OG0000234	Prbb.g_00200	Pray.g_00147
OG0000235	Prbb.g_00202	Pray.g_00144
OG0000236	Prbb.g_00203	Pray.g_00143
OG0000237	Prbb.g_00204	Pray.g_00142
OG0000238	Prbb.g_00205	Pray.g_00141
OG0000239	Prbb.g_00206	Pray.g_00140
OG0000240	Prbb.g_00208	Pray.g_00138
OG0000241	Prbb.g_00209	Pray.g_00137
OG0000242	Prbb.g_00210	Pray.g_00136
OG0000243	Prbb.g_00211	Pray.g_00635
OG0000244	Prbb.g_00212	Pray.g_00636
OG0000245	Prbb.g_00213	Pray.g_00637
OG0000246	Prbb.g_00215	Pray.g_00639
OG0000247	Prbb.g_00216	Pray.g_00640
OG0000248	Prbb.g_00217	Pray.g_00641
OG0000249	Prbb.g_00218	Pray.g_00642
OG0000250	Prbb.g_00219	Pray.g_00643
OG0000251	Prbb.g_00220	Pray.g_00644
OG0000252	Prbb.g_00221	Pray.g_00645
OG0000253	Prbb.g_00222	Pray.g_00646
OG0000254	Prbb.g_00224	Pray.g_00648
OG0000255	Prbb.g_00225	Pray.g_00649
OG0000256	Prbb.g_00228	Pray.g_00652
OG0000257	Prbb.g_00229	Pray.g_00654
OG0000258	Prbb.g_00230	Pray.g_00655
OG0000259	Prbb.g_00231	Pray.g_00656
OG0000260	Prbb.g_00232	Pray.g_00657
OG0000261	Prbb.g_00233	Pray.g_00658
OG0000262	Prbb.g_00234	Pray.g_00659
OG0000263	Prbb.g_00235	Pray.g_00660
OG0000264	Prbb.g_00237	Pray.g_00662
OG0000265	Prbb.g_00238	Pray.g_00663
OG0000266	Prbb.g_00239	Pray.g_00664
OG0000267	Prbb.g_00241	Pray.g_00666
OG0000268	Prbb.g_00243	Pray.g_00667
OG0000269	Prbb.g_00244	Pray.g_00668
OG0000270	Prbb.g_00245	Pray.g_00669
OG0000271	Prbb.g_00246	Pray.g_00670
OG0000272	Prbb.g_00247	Pray.g_00671
OG0000273	Prbb.g_00248	Pray.g_00672
OG0000274	Prbb.g_00249	Pray.g_00673
OG0000275	Prbb.g_00250	Pray.g_00674
OG0000276	Prbb.g_00251	Pray.g_00675
OG0000277	Prbb.g_00252	Pray.g_00676
OG0000278	Prbb.g_00253	Pray.g_00677
OG0000279	Prbb.g_00254	Pray.g_00678
OG0000280	Prbb.g_00255	Pray.g_00679
OG0000281	Prbb.g_00257	Pray.g_00681
OG0000282	Prbb.g_00258	Pray.g_00682
OG0000283	Prbb.g_00260	Pray.g_00685
OG0000284	Prbb.g_00261	Pray.g_00686
OG0000285	Prbb.g_00262	Pray.g_00687
OG0000286	Prbb.g_00264	Pray.g_00689
OG0000287	Prbb.g_00265	Pray.g_00690
OG0000288	Prbb.g_00266	Pray.g_00691
OG0000289	Prbb.g_00267	Pray.g_00692
OG0000290	Prbb.g_00268	Pray.g_00693
OG0000291	Prbb.g_00269	Pray.g_00694
OG0000292	Prbb.g_00270	Pray.g_00695
OG0000293	Prbb.g_00271	Pray.g_00696
OG0000294	Prbb.g_00272	Pray.g_00697
OG0000295	Prbb.g_00273	Pray.g_00698
OG0000296	Prbb.g_00274	Pray.g_00699
OG0000297	Prbb.g_00275	Pray.g_00700
OG0000298	Prbb.g_00276	Pray.g_00701
OG0000299	Prbb.g_00277	Pray.g_00702
OG0000300	Prbb.g_00278	Pray.g_00703
OG0000301	Prbb.g_00279	Pray.g_00704
OG0000302	Prbb.g_00280	Pray.g_00705
OG0000303	Prbb.g_00281	Pray.g_00706
OG0000304	Prbb.g_00282	Pray.g_00707
OG0000305	Prbb.g_00283	Pray.g_00708
OG0000306	Prbb.g_00284	Pray.g_00709
OG0000307	Prbb.g_00285	Pray.g_00710
OG0000308	Prbb.g_00286	Pray.g_00711
OG0000309	Prbb.g_00287	Pray.g_00712
OG0000310	Prbb.g_00288	Pray.g_00713
OG0000311	Prbb.g_00290	Pray.g_00714
OG0000312	Prbb.g_00292	Pray.g_00716
OG0000313	Prbb.g_00293	Pray.g_00717
OG0000314	Prbb.g_00297	Pray.g_00720
OG0000315	Prbb.g_00298	Pray.g_00721
OG0000316	Prbb.g_00300	Pray.g_00723
OG0000317	Prbb.g_00302	Pray.g_00725
OG0000318	Prbb.g_00303	Pray.g_00726
OG0000319	Prbb.g_00304	Pray.g_00727
OG0000320	Prbb.g_00305	Pray.g_00728
OG0000321	Prbb.g_00306	Pray.g_00731
OG0000322	Prbb.g_00309	Pray.g_00734
OG0000323	Prbb.g_00310	Pray.g_00735
OG0000324	Prbb.g_00313	Pray.g_00738
OG0000325	Prbb.g_00314	Pray.g_00739
OG0000326	Prbb.g_00315	Pray.g_00740
OG0000327	Prbb.g_00316	Pray.g_00742
OG0000328	Prbb.g_00317	Pray.g_00743
OG0000329	Prbb.g_00318	Pray.g_00744
OG0000330	Prbb.g_00319	Pray.g_00745
OG0000331	Prbb.g_00320	Pray.g_00746
OG0000332	Prbb.g_00321	Pray.g_00747
OG0000333	Prbb.g_00322	Pray.g_00748
OG0000334	Prbb.g_00323	Pray.g_00749
OG0000335	Prbb.g_00324	Pray.g_00750
OG0000336	Prbb.g_00326	Pray.g_00751
OG0000337	Prbb.g_00328	Pray.g_00754
OG0000338	Prbb.g_00329	Pray.g_00755
OG0000339	Prbb.g_00330	Pray.g_00756
OG0000340	Prbb.g_00331	Pray.g_00757
OG0000341	Prbb.g_00334	Pray.g_00761
OG0000342	Prbb.g_00335	Pray.g_00762
OG0000343	Prbb.g_00337	Pray.g_00764
OG0000344	Prbb.g_00338	Pray.g_00765
OG0000345	Prbb.g_00339	Pray.g_00766
OG0000346	Prbb.g_00340	Pray.g_00767
OG0000347	Prbb.g_00341	Pray.g_00768
OG0000348	Prbb.g_00342	Pray.g_00769
OG0000349	Prbb.g_00343	Pray.g_00770
OG0000350	Prbb.g_00344	Pray.g_00771
OG0000351	Prbb.g_00346	Pray.g_00773
OG0000352	Prbb.g_00349	Pray.g_00776
OG0000353	Prbb.g_00350	Pray.g_00777
OG0000354	Prbb.g_00351	Pray.g_00778
OG0000355	Prbb.g_00352	Pray.g_00779
OG0000356	Prbb.g_00353	Pray.g_00780
OG0000357	Prbb.g_00354	Pray.g_00781
OG0000358	Prbb.g_00355	Pray.g_00782
OG0000359	Prbb.g_00356	Pray.g_00783
OG0000360	Prbb.g_00359	Pray.g_00786
OG0000361	Prbb.g_00360	Pray.g_00787
OG0000362	Prbb.g_00361	Pray.g_00788
OG0000363	Prbb.g_00362	Pray.g_00789
OG0000364	Prbb.g_00363	Pray.g_00790
OG0000365	Prbb.g_00364	Pray.g_00791
OG0000366	Prbb.g_00365	Pray.g_00792
OG0000367	Prbb.g_00366	Pray.g_00793
OG0000368	Prbb.g_00367	Pray.g_00794
OG0000369	Prbb.g_00368	Pray.g_00795
OG0000370	Prbb.g_00369	Pray.g_00796
OG0000371	Prbb.g_00370	Pray.g_00797
OG0000372	Prbb.g_00372	Pray.g_00799
OG0000373	Prbb.g_00374	Pray.g_00801
OG0000374	Prbb.g_00375	Pray.g_00802
OG0000375	Prbb.g_00376	Pray.g_00803
OG0000376	Prbb.g_00378	Pray.g_00805
OG0000377	Prbb.g_00384	Pray.g_00806
OG0000378	Prbb.g_00739	Pray.g_00807
OG0000379	Prbb.g_00394	Pray.g_00812
OG0000380	Prbb.g_00396	Pray.g_00813
OG0000381	Prbb.g_00397	Pray.g_00814
OG0000382	Prbb.g_00398	Pray.g_00816
OG0000383	Prbb.g_00401	Pray.g_00819
OG0000384	Prbb.g_00402	Pray.g_00820
OG0000385	Prbb.g_00404	Pray.g_00823
OG0000386	Prbb.g_00405	Pray.g_00824
OG0000387	Prbb.g_00406	Pray.g_00825
OG0000388	Prbb.g_00407	Pray.g_00826
OG0000389	Prbb.g_00408	Pray.g_00827
OG0000390	Prbb.g_00409	Pray.g_00828
OG0000391	Prbb.g_00410	Pray.g_00829
OG0000392	Prbb.g_00411	Pray.g_00830
OG0000393	Prbb.g_00415	Pray.g_00833
OG0000394	Prbb.g_00416	Pray.g_00834
OG0000395	Prbb.g_00419	Pray.g_00836
OG0000396	Prbb.g_00836	Pray.g_00837
OG0000397	Prbb.g_01094	Pray.g_00849
OG0000398	Prbb.g_01124	Pray.g_00857
OG0000399	Prbb.g_01288	Pray.g_00858
OG0000400	Prbb.g_01923	Pray.g_00864
OG0000401	Prbb.g_00436	Pray.g_00921
OG0000402	Prbb.g_00437	Pray.g_00922
OG0000403	Prbb.g_00438	Pray.g_00923
OG0000404	Prbb.g_00440	Pray.g_00925
OG0000405	Prbb.g_00441	Pray.g_00926
OG0000406	Prbb.g_00443	Pray.g_00928
OG0000407	Prbb.g_00444	Pray.g_00929
OG0000408	Prbb.g_00445	Pray.g_00930
OG0000409	Prbb.g_00446	Pray.g_00931
OG0000410	Prbb.g_00447	Pray.g_00932
OG0000411	Prbb.g_00448	Pray.g_00933
OG0000412	Prbb.g_00449	Pray.g_00934
OG0000413	Prbb.g_00450	Pray.g_00935
OG0000414	Prbb.g_00451	Pray.g_00936
OG0000415	Prbb.g_00452	Pray.g_00937
OG0000416	Prbb.g_00453	Pray.g_00938
OG0000417	Prbb.g_00454	Pray.g_00939
OG0000418	Prbb.g_00455	Pray.g_00940
OG0000419	Prbb.g_00456	Pray.g_00941
OG0000420	Prbb.g_00457	Pray.g_00942
OG0000421	Prbb.g_00458	Pray.g_00943
OG0000422	Prbb.g_00460	Pray.g_00945
OG0000423	Prbb.g_00461	Pray.g_00946
OG0000424	Prbb.g_00462	Pray.g_00948
OG0000425	Prbb.g_00468	Pray.g_00951
OG0000426	Prbb.g_00469	Pray.g_00952
OG0000427	Prbb.g_00470	Pray.g_00953
OG0000428	Prbb.g_00472	Pray.g_00954
OG0000429	Prbb.g_00473	Pray.g_00955
OG0000430	Prbb.g_00475	Pray.g_00961
OG0000431	Prbb.g_00476	Pray.g_00963
OG0000432	Prbb.g_00477	Pray.g_00964
OG0000433	Prbb.g_00480	Pray.g_00967
OG0000434	Prbb.g_00482	Pray.g_00968
OG0000435	Prbb.g_00483	Pray.g_00969
OG0000436	Prbb.g_00486	Pray.g_00971
OG0000437	Prbb.g_00488	Pray.g_00973
OG0000438	Prbb.g_00489	Pray.g_00974
OG0000439	Prbb.g_00490	Pray.g_00975
OG0000440	Prbb.g_00491	Pray.g_00977
OG0000441	Prbb.g_00492	Pray.g_00978
OG0000442	Prbb.g_00493	Pray.g_00979
OG0000443	Prbb.g_00494	Pray.g_00980
OG0000444	Prbb.g_00495	Pray.g_00981
OG0000445	Prbb.g_00496	Pray.g_00982
OG0000446	Prbb.g_00497	Pray.g_00983
OG0000447	Prbb.g_00498	Pray.g_00984
OG0000448	Prbb.g_00499	Pray.g_00985
OG0000449	Prbb.g_00504	Pray.g_00991
OG0000450	Prbb.g_00505	Pray.g_00992
OG0000451	Prbb.g_00506	Pray.g_00993
OG0000452	Prbb.g_00507	Pray.g_00994
OG0000453	Prbb.g_00509	Pray.g_00996
OG0000454	Prbb.g_00510	Pray.g_00997
OG0000455	Prbb.g_00511	Pray.g_00998
OG0000456	Prbb.g_00512	Pray.g_00999
OG0000457	Prbb.g_00514	Pray.g_01001
OG0000458	Prbb.g_00516	Pray.g_01003
OG0000459	Prbb.g_00517	Pray.g_01004
OG0000460	Prbb.g_00519	Pray.g_01006
OG0000461	Prbb.g_00520	Pray.g_01007
OG0000462	Prbb.g_00521	Pray.g_01008
OG0000463	Prbb.g_00523	Pray.g_01009
OG0000464	Prbb.g_00527	Pray.g_01014
OG0000465	Prbb.g_00528	Pray.g_01016
OG0000466	Prbb.g_00529	Pray.g_01017
OG0000467	Prbb.g_00530	Pray.g_01018
OG0000468	Prbb.g_00531	Pray.g_01019
OG0000469	Prbb.g_00532	Pray.g_01020
OG0000470	Prbb.g_00533	Pray.g_01021
OG0000471	Prbb.g_00534	Pray.g_01022
OG0000472	Prbb.g_00537	Pray.g_01227
OG0000473	Prbb.g_00538	Pray.g_01226
OG0000474	Prbb.g_00539	Pray.g_01225
OG0000475	Prbb.g_00540	Pray.g_01224
OG0000476	Prbb.g_00541	Pray.g_01223
OG0000477	Prbb.g_00543	Pray.g_01221
OG0000478	Prbb.g_00544	Pray.g_01220
OG0000479	Prbb.g_00545	Pray.g_01219
OG0000480	Prbb.g_00547	Pray.g_01217
OG0000481	Prbb.g_00548	Pray.g_01216
OG0000482	Prbb.g_00550	Pray.g_01215
OG0000483	Prbb.g_00551	Pray.g_01214
OG0000484	Prbb.g_00552	Pray.g_01213
OG0000485	Prbb.g_00553	Pray.g_01212
OG0000486	Prbb.g_00554	Pray.g_01211
OG0000487	Prbb.g_00555	Pray.g_01210
OG0000488	Prbb.g_00557	Pray.g_01208
OG0000489	Prbb.g_00558	Pray.g_01207
OG0000490	Prbb.g_00559	Pray.g_01206
OG0000491	Prbb.g_00560	Pray.g_01205
OG0000492	Prbb.g_00561	Pray.g_01204
OG0000493	Prbb.g_00562	Pray.g_01203
OG0000494	Prbb.g_00564	Pray.g_01201
OG0000495	Prbb.g_00565	Pray.g_01200
OG0000496	Prbb.g_00566	Pray.g_01199
OG0000497	Prbb.g_00567	Pray.g_01198
OG0000498	Prbb.g_00568	Pray.g_01197
OG0000499	Prbb.g_00570	Pray.g_01195
OG0000500	Prbb.g_00571	Pray.g_01194
OG0000501	Prbb.g_00573	Pray.g_01192
OG0000502	Prbb.g_00574	Pray.g_01191
OG0000503	Prbb.g_00575	Pray.g_01190
OG0000504	Prbb.g_00576	Pray.g_01189
OG0000505	Prbb.g_00577	Pray.g_01188
OG0000506	Prbb.g_00578	Pray.g_01187
OG0000507	Prbb.g_00579	Pray.g_01186
OG0000508	Prbb.g_00580	Pray.g_01184
OG0000509	Prbb.g_00581	Pray.g_01183
OG0000510	Prbb.g_00582	Pray.g_01182
OG0000511	Prbb.g_00583	Pray.g_01181
OG0000512	Prbb.g_00584	Pray.g_01180
OG0000513	Prbb.g_00585	Pray.g_01179
OG0000514	Prbb.g_00586	Pray.g_01178
OG0000515	Prbb.g_00587	Pray.g_01176
OG0000516	Prbb.g_00588	Pray.g_01175
OG0000517	Prbb.g_00589	Pray.g_01174
OG0000518	Prbb.g_00591	Pray.g_01172
OG0000519	Prbb.g_00592	Pray.g_01171
OG0000520	Prbb.g_00594	Pray.g_01170
OG0000521	Prbb.g_00593	Pray.g_01169
OG0000522	Prbb.g_00595	Pray.g_01168
OG0000523	Prbb.g_00596	Pray.g_01167
OG0000524	Prbb.g_00597	Pray.g_01166
OG0000525	Prbb.g_00599	Pray.g_01164
OG0000526	Prbb.g_00600	Pray.g_01163
OG0000527	Prbb.g_00601	Pray.g_01162
OG0000528	Prbb.g_00602	Pray.g_01161
OG0000529	Prbb.g_00603	Pray.g_01160
OG0000530	Prbb.g_00604	Pray.g_01159
OG0000531	Prbb.g_00606	Pray.g_01158
OG0000532	Prbb.g_00607	Pray.g_01157
OG0000533	Prbb.g_00608	Pray.g_01156
OG0000534	Prbb.g_00609	Pray.g_01155
OG0000535	Prbb.g_00610	Pray.g_01154
OG0000536	Prbb.g_00611	Pray.g_01153
OG0000537	Prbb.g_00612	Pray.g_01152
OG0000538	Prbb.g_00613	Pray.g_01151
OG0000539	Prbb.g_00614	Pray.g_01150
OG0000540	Prbb.g_00615	Pray.g_01149
