Orthogroup	Prbb	Prbe
OG0000046	Prbb.g_01816	Prbe.g_00007, Prbe.g_00993
OG0000047	Prbb.g_02061	Prbe.g_00774
OG0000048	Prbb.g_02069	Prbe.g_00766
OG0000050	Prbb.g_00032	Prbe.g_00132
OG0000051	Prbb.g_00214	Prbe.g_01705
OG0000052	Prbb.g_01197, Prbb.g_01329	Prbe.g_00740
OG0000053	Prbb.g_00542	Prbe.g_01114, Prbe.g_00596
OG0000054	Prbb.g_00053	Prbe.g_00494
OG0000055	Prbb.g_00807, Prbb.g_01218	Prbe.g_01245
OG0000056	Prbb.g_00054	Prbe.g_01605
OG0000057	Prbb.g_00294	Prbe.g_01789
OG0000058	Prbb.g_00478	Prbe.g_00658
OG0000059	Prbb.g_01359, Prbb.g_00706	Prbe.g_01206
OG0000062	Prbb.g_01887	Prbe.g_00041
OG0000063	Prbb.g_01399	Prbe.g_01522
OG0000065	Prbb.g_01586	Prbe.g_00893
OG0000066	Prbb.g_00678	Prbe.g_00353
OG0000067	Prbb.g_01137, Prbb.g_01368	Prbe.g_00713
OG0000068	Prbb.g_02001	Prbe.g_00836
OG0000069	Prbb.g_01723	Prbe.g_00272
OG0000071	Prbb.g_00012	Prbe.g_01076
OG0000072	Prbb.g_00373	Prbe.g_01875
OG0000073	Prbb.g_00673	Prbe.g_01449
OG0000074	Prbb.g_00697, Prbb.g_00698	Prbe.g_00466
OG0000075	Prbb.g_00790	Prbe.g_01229
OG0000076	Prbb.g_01070	Prbe.g_01297
OG0000077	Prbb.g_01320, Prbb.g_01786, Prbb.g_01122, Prbb.g_00430, Prbb.g_01245, Prbb.g_01402, Prbb.g_01355	Prbe.g_01118
OG0000078	Prbb.g_00388	Prbe.g_00350
OG0000079	Prbb.g_01768	Prbe.g_00226
OG0000080	Prbb.g_01208	Prbe.g_00714
OG0000081	Prbb.g_02034	Prbe.g_00802
OG0000082	Prbb.g_02143	Prbe.g_00709
OG0000083	Prbb.g_00003	Prbe.g_01068
OG0000084	Prbb.g_00006, Prbb.g_00007	Prbe.g_01071
OG0000085	Prbb.g_00024	Prbe.g_00123
OG0000087	Prbb.g_00064	Prbe.g_00152
OG0000088	Prbb.g_00170	Prbe.g_01657
OG0000089	Prbb.g_00179	Prbe.g_01666
OG0000090	Prbb.g_00196	Prbe.g_01683
OG0000091	Prbb.g_00226	Prbe.g_01717
OG0000092	Prbb.g_00227	Prbe.g_01718
OG0000093	Prbb.g_00240	Prbe.g_01732
OG0000094	Prbb.g_00259	Prbe.g_01751
OG0000095	Prbb.g_00263	Prbe.g_01756
OG0000096	Prbb.g_00307	Prbe.g_01804
OG0000097	Prbb.g_00327	Prbe.g_01828
OG0000098	Prbb.g_00336	Prbe.g_01839
OG0000099	Prbb.g_00345	Prbe.g_01849
OG0000100	Prbb.g_00348	Prbe.g_01852
OG0000101	Prbb.g_00418	Prbe.g_01917
OG0000102	Prbb.g_01326	Prbe.g_00911
OG0000103	Prbb.g_00479	Prbe.g_00657
OG0000104	Prbb.g_00484, Prbb.g_00485	Prbe.g_00653
OG0000105	Prbb.g_00503	Prbe.g_00633
OG0000106	Prbb.g_00535	Prbe.g_00603
OG0000107	Prbb.g_00536	Prbe.g_00602
OG0000108	Prbb.g_00546	Prbe.g_00592
OG0000109	Prbb.g_00556	Prbe.g_00583
OG0000110	Prbb.g_00572	Prbe.g_00566
OG0000111	Prbb.g_00652	Prbe.g_01468
OG0000112	Prbb.g_00653	Prbe.g_01467
OG0000113	Prbb.g_00737	Prbe.g_01417
OG0000114	Prbb.g_00781	Prbe.g_01220
OG0000115	Prbb.g_00991	Prbe.g_01350
OG0000116	Prbb.g_00995	Prbe.g_01354
OG0000117	Prbb.g_01067	Prbe.g_01300
OG0000118	Prbb.g_01238	Prbe.g_01594
OG0000119	Prbb.g_01890	Prbe.g_00044
OG0000120	Prbb.g_01510	Prbe.g_01543
OG0000121	Prbb.g_01487	Prbe.g_01520
OG0000122	Prbb.g_01467	Prbe.g_01500
OG0000123	Prbb.g_01456	Prbe.g_00501
OG0000124	Prbb.g_01060	Prbe.g_00215
OG0000125	Prbb.g_01598	Prbe.g_00880
OG0000126	Prbb.g_01639	Prbe.g_00373
OG0000127	Prbb.g_01673	Prbe.g_00323
OG0000128	Prbb.g_01687	Prbe.g_00310
OG0000129	Prbb.g_01721	Prbe.g_00274
OG0000130	Prbb.g_01821	Prbe.g_00988
OG0000131	Prbb.g_01858	Prbe.g_00949
OG0000132	Prbb.g_01860	Prbe.g_00946
OG0000133	Prbb.g_01959	Prbe.g_01088
OG0000134	Prbb.g_01995	Prbe.g_00842
OG0000135	Prbb.g_01997	Prbe.g_00840
OG0000136	Prbb.g_02046	Prbe.g_00790
OG0000137	Prbb.g_02082	Prbe.g_00746
OG0000138	Prbb.g_02131	Prbe.g_01158
OG0000139	Prbb.g_02168	Prbe.g_01189
OG0000140	Prbb.g_00001	Prbe.g_01066
OG0000141	Prbb.g_00002	Prbe.g_01067
OG0000142	Prbb.g_00004	Prbe.g_01069
OG0000143	Prbb.g_00005	Prbe.g_01070
OG0000144	Prbb.g_00008	Prbe.g_01072
OG0000145	Prbb.g_00009	Prbe.g_01073
OG0000146	Prbb.g_00010	Prbe.g_01074
OG0000147	Prbb.g_00011	Prbe.g_01075
OG0000148	Prbb.g_00013	Prbe.g_01077
OG0000149	Prbb.g_00015	Prbe.g_00114
OG0000150	Prbb.g_00016	Prbe.g_00115
OG0000151	Prbb.g_00017	Prbe.g_00116
OG0000152	Prbb.g_00018	Prbe.g_00117
OG0000153	Prbb.g_00019	Prbe.g_00118
OG0000154	Prbb.g_00020	Prbe.g_00119
OG0000155	Prbb.g_00021	Prbe.g_00120
OG0000156	Prbb.g_00022	Prbe.g_00121
OG0000157	Prbb.g_00023	Prbe.g_00122
OG0000158	Prbb.g_00025	Prbe.g_00124
OG0000159	Prbb.g_00026	Prbe.g_00125
OG0000160	Prbb.g_00027	Prbe.g_00126
OG0000161	Prbb.g_00028	Prbe.g_00127
OG0000162	Prbb.g_00029	Prbe.g_00128
OG0000163	Prbb.g_00030	Prbe.g_00130
OG0000164	Prbb.g_00033	Prbe.g_00133
OG0000165	Prbb.g_00035	Prbe.g_00136
OG0000166	Prbb.g_00036	Prbe.g_00137
OG0000167	Prbb.g_00037	Prbe.g_00138
OG0000168	Prbb.g_00055	Prbe.g_00140
OG0000169	Prbb.g_00057	Prbe.g_00142
OG0000170	Prbb.g_00058	Prbe.g_00144
OG0000171	Prbb.g_00059	Prbe.g_00145
OG0000172	Prbb.g_00060	Prbe.g_00146
OG0000173	Prbb.g_00061	Prbe.g_00149
OG0000174	Prbb.g_00062	Prbe.g_00150
OG0000175	Prbb.g_00063	Prbe.g_00151
OG0000176	Prbb.g_00065	Prbe.g_00153
OG0000177	Prbb.g_00066	Prbe.g_00154
OG0000178	Prbb.g_00067	Prbe.g_00156
OG0000179	Prbb.g_00119	Prbe.g_00168
OG0000180	Prbb.g_00120	Prbe.g_00169
OG0000181	Prbb.g_00121	Prbe.g_00170
OG0000182	Prbb.g_00124	Prbe.g_00174
OG0000183	Prbb.g_00125	Prbe.g_00175
OG0000184	Prbb.g_00128	Prbe.g_00178
OG0000185	Prbb.g_00132	Prbe.g_00182
OG0000186	Prbb.g_00133	Prbe.g_00183
OG0000187	Prbb.g_00134	Prbe.g_00066
OG0000188	Prbb.g_00135	Prbe.g_00184
OG0000189	Prbb.g_00136	Prbe.g_00185
OG0000190	Prbb.g_00137	Prbe.g_00186
OG0000191	Prbb.g_00138	Prbe.g_00187
OG0000192	Prbb.g_00139	Prbe.g_00188
OG0000193	Prbb.g_00140	Prbe.g_00189
OG0000194	Prbb.g_00141	Prbe.g_00190
OG0000195	Prbb.g_00143	Prbe.g_00192
OG0000196	Prbb.g_00144	Prbe.g_00193
OG0000197	Prbb.g_00145	Prbe.g_01630
OG0000198	Prbb.g_00146	Prbe.g_01631
OG0000199	Prbb.g_00149	Prbe.g_01634
OG0000200	Prbb.g_00150	Prbe.g_01635
OG0000201	Prbb.g_00151	Prbe.g_01636
OG0000202	Prbb.g_00152	Prbe.g_01638
OG0000203	Prbb.g_00153	Prbe.g_01639
OG0000204	Prbb.g_00154	Prbe.g_01640
OG0000205	Prbb.g_00156	Prbe.g_01642
OG0000206	Prbb.g_00157	Prbe.g_01643
OG0000207	Prbb.g_00158	Prbe.g_01644
OG0000208	Prbb.g_00159	Prbe.g_01645
OG0000209	Prbb.g_00160	Prbe.g_01646
OG0000210	Prbb.g_00161	Prbe.g_01647
OG0000211	Prbb.g_00162	Prbe.g_01649
OG0000212	Prbb.g_00163	Prbe.g_01650
OG0000213	Prbb.g_00164	Prbe.g_01651
OG0000214	Prbb.g_00168	Prbe.g_01655
OG0000215	Prbb.g_00169	Prbe.g_01656
OG0000216	Prbb.g_00171	Prbe.g_01658
OG0000217	Prbb.g_00173	Prbe.g_01659
OG0000218	Prbb.g_00174	Prbe.g_01660
OG0000219	Prbb.g_00175	Prbe.g_01661
OG0000220	Prbb.g_00177	Prbe.g_01664
OG0000221	Prbb.g_00180	Prbe.g_01667
OG0000222	Prbb.g_00181	Prbe.g_01668
OG0000223	Prbb.g_00182	Prbe.g_01669
OG0000224	Prbb.g_00185	Prbe.g_01671
OG0000225	Prbb.g_00187	Prbe.g_01673
OG0000226	Prbb.g_00189	Prbe.g_01675
OG0000227	Prbb.g_00190	Prbe.g_01676
OG0000228	Prbb.g_00191	Prbe.g_01677
OG0000229	Prbb.g_00192	Prbe.g_01678
OG0000230	Prbb.g_00193	Prbe.g_01679
OG0000231	Prbb.g_01101	Prbe.g_01412
OG0000232	Prbb.g_00194	Prbe.g_01681
OG0000233	Prbb.g_00197	Prbe.g_01684
OG0000234	Prbb.g_00200	Prbe.g_01686
OG0000235	Prbb.g_00202	Prbe.g_01692
OG0000236	Prbb.g_00203	Prbe.g_01693
OG0000237	Prbb.g_00204	Prbe.g_01694
OG0000238	Prbb.g_00205	Prbe.g_01695
OG0000239	Prbb.g_00206	Prbe.g_01696
OG0000240	Prbb.g_00208	Prbe.g_01698
OG0000241	Prbb.g_00209	Prbe.g_01699
OG0000242	Prbb.g_00210	Prbe.g_01700
OG0000243	Prbb.g_00211	Prbe.g_01701
OG0000244	Prbb.g_00212	Prbe.g_01702
OG0000245	Prbb.g_00213	Prbe.g_01704
OG0000246	Prbb.g_00215	Prbe.g_01706
OG0000247	Prbb.g_00216	Prbe.g_01707
OG0000248	Prbb.g_00217	Prbe.g_01708
OG0000249	Prbb.g_00218	Prbe.g_01709
OG0000250	Prbb.g_00219	Prbe.g_01710
OG0000251	Prbb.g_00220	Prbe.g_01711
OG0000252	Prbb.g_00221	Prbe.g_01712
OG0000253	Prbb.g_00222	Prbe.g_01713
OG0000254	Prbb.g_00224	Prbe.g_01715
OG0000255	Prbb.g_00225	Prbe.g_01716
OG0000256	Prbb.g_00228	Prbe.g_01719
OG0000257	Prbb.g_00229	Prbe.g_01721
OG0000258	Prbb.g_00230	Prbe.g_01722
OG0000259	Prbb.g_00231	Prbe.g_01723
OG0000260	Prbb.g_00232	Prbe.g_01724
OG0000261	Prbb.g_00233	Prbe.g_01725
OG0000262	Prbb.g_00234	Prbe.g_01726
OG0000263	Prbb.g_00235	Prbe.g_01727
OG0000264	Prbb.g_00237	Prbe.g_01729
OG0000265	Prbb.g_00238	Prbe.g_01730
OG0000266	Prbb.g_00239	Prbe.g_01731
OG0000267	Prbb.g_00241	Prbe.g_01733
OG0000268	Prbb.g_00243	Prbe.g_01735
OG0000269	Prbb.g_00244	Prbe.g_01736
OG0000270	Prbb.g_00245	Prbe.g_01737
OG0000271	Prbb.g_00246	Prbe.g_01738
OG0000272	Prbb.g_00247	Prbe.g_01739
OG0000273	Prbb.g_00248	Prbe.g_01740
OG0000274	Prbb.g_00249	Prbe.g_01741
OG0000275	Prbb.g_00250	Prbe.g_01742
OG0000276	Prbb.g_00251	Prbe.g_01743
OG0000277	Prbb.g_00252	Prbe.g_01744
OG0000278	Prbb.g_00253	Prbe.g_01745
OG0000279	Prbb.g_00254	Prbe.g_01746
OG0000280	Prbb.g_00255	Prbe.g_01747
OG0000281	Prbb.g_00257	Prbe.g_01749
OG0000282	Prbb.g_00258	Prbe.g_01750
OG0000283	Prbb.g_00260	Prbe.g_01753
OG0000284	Prbb.g_00261	Prbe.g_01754
OG0000285	Prbb.g_00262	Prbe.g_01755
OG0000286	Prbb.g_00264	Prbe.g_01757
OG0000287	Prbb.g_00265	Prbe.g_01759
OG0000288	Prbb.g_00266	Prbe.g_01760
OG0000289	Prbb.g_00267	Prbe.g_01761
OG0000290	Prbb.g_00268	Prbe.g_01762
OG0000291	Prbb.g_00269	Prbe.g_01763
OG0000292	Prbb.g_00270	Prbe.g_01764
OG0000293	Prbb.g_00271	Prbe.g_01765
OG0000294	Prbb.g_00272	Prbe.g_01766
OG0000295	Prbb.g_00273	Prbe.g_01767
OG0000296	Prbb.g_00274	Prbe.g_01768
OG0000297	Prbb.g_00275	Prbe.g_01769
OG0000298	Prbb.g_00276	Prbe.g_01770
OG0000299	Prbb.g_00277	Prbe.g_01771
OG0000300	Prbb.g_00278	Prbe.g_01772
OG0000301	Prbb.g_00279	Prbe.g_01773
OG0000302	Prbb.g_00280	Prbe.g_01774
OG0000303	Prbb.g_00281	Prbe.g_01775
OG0000304	Prbb.g_00282	Prbe.g_01777
OG0000305	Prbb.g_00283	Prbe.g_01778
OG0000306	Prbb.g_00284	Prbe.g_01779
OG0000307	Prbb.g_00285	Prbe.g_01781
OG0000308	Prbb.g_00286	Prbe.g_01782
OG0000309	Prbb.g_00287	Prbe.g_01783
OG0000310	Prbb.g_00288	Prbe.g_01784
OG0000311	Prbb.g_00290	Prbe.g_01785
OG0000312	Prbb.g_00292	Prbe.g_01787
OG0000313	Prbb.g_00293	Prbe.g_01788
OG0000314	Prbb.g_00297	Prbe.g_01792
OG0000315	Prbb.g_00298	Prbe.g_01793
OG0000316	Prbb.g_00300	Prbe.g_01795
OG0000317	Prbb.g_00302	Prbe.g_01797
OG0000318	Prbb.g_00303	Prbe.g_01798
OG0000319	Prbb.g_00304	Prbe.g_01799
OG0000320	Prbb.g_00305	Prbe.g_01800
OG0000321	Prbb.g_00306	Prbe.g_01803
OG0000322	Prbb.g_00309	Prbe.g_01807
OG0000323	Prbb.g_00310	Prbe.g_01808
OG0000324	Prbb.g_00313	Prbe.g_01811
OG0000325	Prbb.g_00314	Prbe.g_01812
OG0000326	Prbb.g_00315	Prbe.g_01813
OG0000327	Prbb.g_00316	Prbe.g_01815
OG0000328	Prbb.g_00317	Prbe.g_01816
OG0000329	Prbb.g_00318	Prbe.g_01817
OG0000330	Prbb.g_00319	Prbe.g_01818
OG0000331	Prbb.g_00320	Prbe.g_01820
OG0000332	Prbb.g_00321	Prbe.g_01821
OG0000333	Prbb.g_00322	Prbe.g_01822
OG0000334	Prbb.g_00323	Prbe.g_01823
OG0000335	Prbb.g_00324	Prbe.g_01824
OG0000336	Prbb.g_00326	Prbe.g_01826
OG0000337	Prbb.g_00328	Prbe.g_01829
OG0000338	Prbb.g_00329	Prbe.g_01830
OG0000339	Prbb.g_00330	Prbe.g_01831
OG0000340	Prbb.g_00331	Prbe.g_01832
OG0000341	Prbb.g_00334	Prbe.g_01836
OG0000342	Prbb.g_00335	Prbe.g_01837
OG0000343	Prbb.g_00337	Prbe.g_01840
OG0000344	Prbb.g_00338	Prbe.g_01841
OG0000345	Prbb.g_00339	Prbe.g_01842
OG0000346	Prbb.g_00340	Prbe.g_01843
OG0000347	Prbb.g_00341	Prbe.g_01844
OG0000348	Prbb.g_00342	Prbe.g_01846
OG0000349	Prbb.g_00343	Prbe.g_01847
OG0000350	Prbb.g_00344	Prbe.g_01848
OG0000351	Prbb.g_00346	Prbe.g_01850
OG0000352	Prbb.g_00349	Prbe.g_01853
OG0000353	Prbb.g_00350	Prbe.g_01854
OG0000354	Prbb.g_00351	Prbe.g_01855
OG0000355	Prbb.g_00352	Prbe.g_01856
OG0000356	Prbb.g_00353	Prbe.g_01857
OG0000357	Prbb.g_00354	Prbe.g_01858
OG0000358	Prbb.g_00355	Prbe.g_01859
OG0000359	Prbb.g_00356	Prbe.g_01860
OG0000360	Prbb.g_00359	Prbe.g_01862
OG0000361	Prbb.g_00360	Prbe.g_01863
OG0000362	Prbb.g_00361	Prbe.g_01864
OG0000363	Prbb.g_00362	Prbe.g_01865
OG0000364	Prbb.g_00363	Prbe.g_01866
OG0000365	Prbb.g_00364	Prbe.g_01867
OG0000366	Prbb.g_00365	Prbe.g_01868
OG0000367	Prbb.g_00366	Prbe.g_01869
OG0000368	Prbb.g_00367	Prbe.g_01870
OG0000369	Prbb.g_00368	Prbe.g_01871
OG0000370	Prbb.g_00369	Prbe.g_01872
OG0000371	Prbb.g_00370	Prbe.g_01873
OG0000372	Prbb.g_00372	Prbe.g_01874
OG0000373	Prbb.g_00374	Prbe.g_01876
OG0000374	Prbb.g_00375	Prbe.g_01877
OG0000375	Prbb.g_00376	Prbe.g_01878
OG0000376	Prbb.g_00378	Prbe.g_01879
OG0000377	Prbb.g_00384	Prbe.g_01885
OG0000378	Prbb.g_00739	Prbe.g_01886
OG0000379	Prbb.g_00394	Prbe.g_01892
OG0000380	Prbb.g_00396	Prbe.g_01894
OG0000381	Prbb.g_00397	Prbe.g_01895
OG0000382	Prbb.g_00398	Prbe.g_01896
OG0000383	Prbb.g_00401	Prbe.g_01899
OG0000384	Prbb.g_00402	Prbe.g_01900
OG0000385	Prbb.g_00404	Prbe.g_01903
OG0000386	Prbb.g_00405	Prbe.g_01904
OG0000387	Prbb.g_00406	Prbe.g_01905
OG0000388	Prbb.g_00407	Prbe.g_01906
OG0000389	Prbb.g_00408	Prbe.g_01907
OG0000390	Prbb.g_00409	Prbe.g_01908
OG0000391	Prbb.g_00410	Prbe.g_01909
OG0000392	Prbb.g_00411	Prbe.g_01910
OG0000393	Prbb.g_00415	Prbe.g_01914
OG0000394	Prbb.g_00416	Prbe.g_01915
OG0000395	Prbb.g_00419	Prbe.g_01918
OG0000396	Prbb.g_00836	Prbe.g_01277
OG0000397	Prbb.g_01094	Prbe.g_01593
OG0000398	Prbb.g_01124	Prbe.g_01033
OG0000399	Prbb.g_01288	Prbe.g_01588
OG0000400	Prbb.g_01923	Prbe.g_00921
OG0000401	Prbb.g_00436	Prbe.g_01929
OG0000402	Prbb.g_00437	Prbe.g_01930
OG0000403	Prbb.g_00438	Prbe.g_01931
OG0000404	Prbb.g_00440	Prbe.g_01933
OG0000405	Prbb.g_00441	Prbe.g_01934
OG0000406	Prbb.g_00443	Prbe.g_01936
OG0000407	Prbb.g_00444	Prbe.g_01937
OG0000408	Prbb.g_00445	Prbe.g_01938
OG0000409	Prbb.g_00446	Prbe.g_01939
OG0000410	Prbb.g_00447	Prbe.g_01940
OG0000411	Prbb.g_00448	Prbe.g_01941
OG0000412	Prbb.g_00449	Prbe.g_01942
OG0000413	Prbb.g_00450	Prbe.g_01943
OG0000414	Prbb.g_00451	Prbe.g_01944
OG0000415	Prbb.g_00452	Prbe.g_01945
OG0000416	Prbb.g_00453	Prbe.g_01946
OG0000417	Prbb.g_00454	Prbe.g_01947
OG0000418	Prbb.g_00455	Prbe.g_01948
OG0000419	Prbb.g_00456	Prbe.g_01949
OG0000420	Prbb.g_00457	Prbe.g_01950
OG0000421	Prbb.g_00458	Prbe.g_00676
OG0000422	Prbb.g_00460	Prbe.g_00674
OG0000423	Prbb.g_00461	Prbe.g_00673
OG0000424	Prbb.g_00462	Prbe.g_00672
OG0000425	Prbb.g_00468	Prbe.g_00668
OG0000426	Prbb.g_00469	Prbe.g_00667
OG0000427	Prbb.g_00470	Prbe.g_00666
OG0000428	Prbb.g_00472	Prbe.g_00664
OG0000429	Prbb.g_00473	Prbe.g_00663
OG0000430	Prbb.g_00475	Prbe.g_00662
OG0000431	Prbb.g_00476	Prbe.g_00660
OG0000432	Prbb.g_00477	Prbe.g_00659
OG0000433	Prbb.g_00480	Prbe.g_00656
OG0000434	Prbb.g_00482	Prbe.g_00655
OG0000435	Prbb.g_00483	Prbe.g_00654
OG0000436	Prbb.g_00486	Prbe.g_00652
OG0000437	Prbb.g_00488	Prbe.g_00650
OG0000438	Prbb.g_00489	Prbe.g_00649
OG0000439	Prbb.g_00490	Prbe.g_00648
OG0000440	Prbb.g_00491	Prbe.g_00646
OG0000441	Prbb.g_00492	Prbe.g_00645
OG0000442	Prbb.g_00493	Prbe.g_00644
OG0000443	Prbb.g_00494	Prbe.g_00643
OG0000444	Prbb.g_00495	Prbe.g_00642
OG0000445	Prbb.g_00496	Prbe.g_00641
OG0000446	Prbb.g_00497	Prbe.g_00640
OG0000447	Prbb.g_00498	Prbe.g_00639
OG0000448	Prbb.g_00499	Prbe.g_00638
OG0000449	Prbb.g_00504	Prbe.g_00632
OG0000450	Prbb.g_00505	Prbe.g_00631
OG0000451	Prbb.g_00506	Prbe.g_00630
OG0000452	Prbb.g_00507	Prbe.g_00629
OG0000453	Prbb.g_00509	Prbe.g_00628
OG0000454	Prbb.g_00510	Prbe.g_00627
OG0000455	Prbb.g_00511	Prbe.g_00626
OG0000456	Prbb.g_00512	Prbe.g_00625
OG0000457	Prbb.g_00514	Prbe.g_00623
OG0000458	Prbb.g_00516	Prbe.g_00621
OG0000459	Prbb.g_00517	Prbe.g_00620
OG0000460	Prbb.g_00519	Prbe.g_00618
OG0000461	Prbb.g_00520	Prbe.g_00617
OG0000462	Prbb.g_00521	Prbe.g_00616
OG0000463	Prbb.g_00523	Prbe.g_00615
OG0000464	Prbb.g_00527	Prbe.g_00611
OG0000465	Prbb.g_00528	Prbe.g_00610
OG0000466	Prbb.g_00529	Prbe.g_00609
OG0000467	Prbb.g_00530	Prbe.g_00608
OG0000468	Prbb.g_00531	Prbe.g_00607
OG0000469	Prbb.g_00532	Prbe.g_00606
OG0000470	Prbb.g_00533	Prbe.g_00605
OG0000471	Prbb.g_00534	Prbe.g_00604
OG0000472	Prbb.g_00537	Prbe.g_00601
OG0000473	Prbb.g_00538	Prbe.g_00600
OG0000474	Prbb.g_00539	Prbe.g_00599
OG0000475	Prbb.g_00540	Prbe.g_00598
OG0000476	Prbb.g_00541	Prbe.g_00597
OG0000477	Prbb.g_00543	Prbe.g_00595
OG0000478	Prbb.g_00544	Prbe.g_00594
OG0000479	Prbb.g_00545	Prbe.g_00593
OG0000480	Prbb.g_00547	Prbe.g_00591
OG0000481	Prbb.g_00548	Prbe.g_00590
OG0000482	Prbb.g_00550	Prbe.g_00589
OG0000483	Prbb.g_00551	Prbe.g_00588
OG0000484	Prbb.g_00552	Prbe.g_00587
OG0000485	Prbb.g_00553	Prbe.g_00586
OG0000486	Prbb.g_00554	Prbe.g_00585
OG0000487	Prbb.g_00555	Prbe.g_00584
OG0000488	Prbb.g_00557	Prbe.g_00582
OG0000489	Prbb.g_00558	Prbe.g_00581
OG0000490	Prbb.g_00559	Prbe.g_00580
OG0000491	Prbb.g_00560	Prbe.g_00579
OG0000492	Prbb.g_00561	Prbe.g_00578
OG0000493	Prbb.g_00562	Prbe.g_00577
OG0000494	Prbb.g_00564	Prbe.g_00576
OG0000495	Prbb.g_00565	Prbe.g_00575
OG0000496	Prbb.g_00566	Prbe.g_00573
OG0000497	Prbb.g_00567	Prbe.g_00571
OG0000498	Prbb.g_00568	Prbe.g_00570
OG0000499	Prbb.g_00570	Prbe.g_00568
OG0000500	Prbb.g_00571	Prbe.g_00567
OG0000501	Prbb.g_00573	Prbe.g_00565
OG0000502	Prbb.g_00574	Prbe.g_00564
OG0000503	Prbb.g_00575	Prbe.g_00563
OG0000504	Prbb.g_00576	Prbe.g_00562
OG0000505	Prbb.g_00577	Prbe.g_00561
OG0000506	Prbb.g_00578	Prbe.g_00560
OG0000507	Prbb.g_00579	Prbe.g_00559
OG0000508	Prbb.g_00580	Prbe.g_00557
OG0000509	Prbb.g_00581	Prbe.g_00556
OG0000510	Prbb.g_00582	Prbe.g_00555
OG0000511	Prbb.g_00583	Prbe.g_00554
OG0000512	Prbb.g_00584	Prbe.g_00553
OG0000513	Prbb.g_00585	Prbe.g_00552
OG0000514	Prbb.g_00586	Prbe.g_00551
OG0000515	Prbb.g_00587	Prbe.g_00548
OG0000516	Prbb.g_00588	Prbe.g_00547
OG0000517	Prbb.g_00589	Prbe.g_00546
OG0000518	Prbb.g_00591	Prbe.g_00543
OG0000519	Prbb.g_00592	Prbe.g_00542
OG0000520	Prbb.g_00594	Prbe.g_00541
OG0000521	Prbb.g_00593	Prbe.g_00540
