Orthogroup	Prbb	Prbn
OG0000063	Prbb.g_01399	Prbn.g_00389
OG0000065	Prbb.g_01586	Prbn.g_01084
OG0000066	Prbb.g_00678	Prbn.g_00170
OG0000067	Prbb.g_01137, Prbb.g_01368	Prbn.g_00802
OG0000068	Prbb.g_02001	Prbn.g_01881
OG0000069	Prbb.g_01723	Prbn.g_00251
OG0000071	Prbb.g_00012	Prbn.g_00002, Prbn.g_00003
OG0000072	Prbb.g_00373	Prbn.g_00088
OG0000073	Prbb.g_00673	Prbn.g_00845
OG0000074	Prbb.g_00697, Prbb.g_00698	Prbn.g_01572
OG0000075	Prbb.g_00790	Prbn.g_01539
OG0000076	Prbb.g_01070	Prbn.g_01471
OG0000077	Prbb.g_01320, Prbb.g_01786, Prbb.g_01122, Prbb.g_00430, Prbb.g_01245, Prbb.g_01402, Prbb.g_01355	Prbn.g_01661
OG0000078	Prbb.g_00388	Prbn.g_00173
OG0000079	Prbb.g_01768	Prbn.g_00897
OG0000080	Prbb.g_01208	Prbn.g_00803
OG0000081	Prbb.g_02034	Prbn.g_01915
OG0000082	Prbb.g_02143	Prbn.g_00798
OG0000083	Prbb.g_00003	Prbn.g_00011
OG0000084	Prbb.g_00006, Prbb.g_00007	Prbn.g_00008
OG0000085	Prbb.g_00024	Prbn.g_00759
OG0000087	Prbb.g_00064	Prbn.g_00730
OG0000088	Prbb.g_00170	Prbn.g_01304
OG0000089	Prbb.g_00179	Prbn.g_01295
OG0000090	Prbb.g_00196	Prbn.g_01278
OG0000091	Prbb.g_00226	Prbn.g_01244
OG0000092	Prbb.g_00227	Prbn.g_00384, Prbn.g_01243
OG0000093	Prbb.g_00240	Prbn.g_00370
OG0000094	Prbb.g_00259	Prbn.g_00351
OG0000095	Prbb.g_00263	Prbn.g_00346
OG0000096	Prbb.g_00307	Prbn.g_00017
OG0000097	Prbb.g_00327	Prbn.g_00041
OG0000098	Prbb.g_00336	Prbn.g_00052
OG0000099	Prbb.g_00345	Prbn.g_00062
OG0000100	Prbb.g_00348	Prbn.g_00065
OG0000101	Prbb.g_00418	Prbn.g_00694
OG0000102	Prbb.g_01326	Prbn.g_01102
OG0000103	Prbb.g_00479	Prbn.g_00638
OG0000104	Prbb.g_00484, Prbb.g_00485	Prbn.g_00634
OG0000105	Prbb.g_00503	Prbn.g_00614
OG0000106	Prbb.g_00535	Prbn.g_00584
OG0000107	Prbb.g_00536	Prbn.g_00583
OG0000108	Prbb.g_00546	Prbn.g_00573
OG0000109	Prbb.g_00556	Prbn.g_00564
OG0000110	Prbb.g_00572	Prbn.g_00547
OG0000111	Prbb.g_00652	Prbn.g_00443
OG0000112	Prbb.g_00653	Prbn.g_00444
OG0000113	Prbb.g_00737	Prbn.g_01351
OG0000114	Prbb.g_00781	Prbn.g_01548
OG0000115	Prbb.g_00991	Prbn.g_01418
OG0000116	Prbb.g_00995	Prbn.g_01414
OG0000117	Prbb.g_01067	Prbn.g_01468
OG0000118	Prbb.g_01238	Prbn.g_01144
OG0000119	Prbb.g_01890	Prbn.g_01653
OG0000120	Prbb.g_01510	Prbn.g_01195
OG0000121	Prbb.g_01487	Prbn.g_00391
OG0000122	Prbb.g_01467	Prbn.g_00411
OG0000123	Prbb.g_01456	Prbn.g_00482
OG0000124	Prbb.g_01060	Prbn.g_00886
OG0000125	Prbb.g_01598	Prbn.g_01071
OG0000126	Prbb.g_01639	Prbn.g_01240
OG0000127	Prbb.g_01673	Prbn.g_00200
OG0000128	Prbb.g_01687	Prbn.g_00213
OG0000129	Prbb.g_01721	Prbn.g_00249
OG0000130	Prbb.g_01821	Prbn.g_01742
OG0000131	Prbb.g_01858	Prbn.g_01782
OG0000132	Prbb.g_01860	Prbn.g_01785
OG0000133	Prbb.g_01959	Prbn.g_01839
OG0000134	Prbb.g_01995	Prbn.g_01875
OG0000135	Prbb.g_01997	Prbn.g_01877
OG0000136	Prbb.g_02046	Prbn.g_01012
OG0000137	Prbb.g_02082	Prbn.g_00978
OG0000138	Prbb.g_02131	Prbn.g_00944
OG0000139	Prbb.g_02168	Prbn.g_00913
OG0000140	Prbb.g_00001	Prbn.g_00301
OG0000141	Prbb.g_00002	Prbn.g_00302
OG0000142	Prbb.g_00004	Prbn.g_00010
OG0000143	Prbb.g_00005	Prbn.g_00009
OG0000144	Prbb.g_00008	Prbn.g_00007
OG0000145	Prbb.g_00009	Prbn.g_00006
OG0000146	Prbb.g_00010	Prbn.g_00005
OG0000147	Prbb.g_00011	Prbn.g_00004
OG0000148	Prbb.g_00013	Prbn.g_00001
OG0000149	Prbb.g_00015	Prbn.g_00768
OG0000150	Prbb.g_00016	Prbn.g_00767
OG0000151	Prbb.g_00017	Prbn.g_00766
OG0000152	Prbb.g_00018	Prbn.g_00765
OG0000153	Prbb.g_00019	Prbn.g_00764
OG0000154	Prbb.g_00020	Prbn.g_00763
OG0000155	Prbb.g_00021	Prbn.g_00762
OG0000156	Prbb.g_00022	Prbn.g_00761
OG0000157	Prbb.g_00023	Prbn.g_00760
OG0000158	Prbb.g_00025	Prbn.g_00758
OG0000159	Prbb.g_00026	Prbn.g_00757
OG0000160	Prbb.g_00027	Prbn.g_00756
OG0000161	Prbb.g_00028	Prbn.g_00755
OG0000162	Prbb.g_00029	Prbn.g_00754
OG0000163	Prbb.g_00030	Prbn.g_00752
OG0000164	Prbb.g_00033	Prbn.g_00749
OG0000165	Prbb.g_00035	Prbn.g_00746
OG0000166	Prbb.g_00036	Prbn.g_00745
OG0000167	Prbb.g_00037	Prbn.g_00744
OG0000168	Prbb.g_00055	Prbn.g_00742
OG0000169	Prbb.g_00057	Prbn.g_00740
OG0000170	Prbb.g_00058	Prbn.g_00738
OG0000171	Prbb.g_00059	Prbn.g_00737
OG0000172	Prbb.g_00060	Prbn.g_00736
OG0000173	Prbb.g_00061	Prbn.g_00733
OG0000174	Prbb.g_00062	Prbn.g_00732
OG0000175	Prbb.g_00063	Prbn.g_00731
OG0000176	Prbb.g_00065	Prbn.g_00729
OG0000177	Prbb.g_00066	Prbn.g_00728
OG0000178	Prbb.g_00067	Prbn.g_00726
OG0000179	Prbb.g_00119	Prbn.g_00714
OG0000180	Prbb.g_00120	Prbn.g_00713
OG0000181	Prbb.g_00121	Prbn.g_00712
OG0000182	Prbb.g_00124	Prbn.g_00708
OG0000183	Prbb.g_00125	Prbn.g_00707
OG0000184	Prbb.g_00128	Prbn.g_00704
OG0000185	Prbb.g_00132	Prbn.g_01343
OG0000186	Prbb.g_00133	Prbn.g_01342
OG0000187	Prbb.g_00134	Prbn.g_01034
OG0000188	Prbb.g_00135	Prbn.g_01341
OG0000189	Prbb.g_00136	Prbn.g_01340
OG0000190	Prbb.g_00137	Prbn.g_01339
OG0000191	Prbb.g_00138	Prbn.g_01338
OG0000192	Prbb.g_00139	Prbn.g_01337
OG0000193	Prbb.g_00140	Prbn.g_01336
OG0000194	Prbb.g_00141	Prbn.g_01335
OG0000195	Prbb.g_00143	Prbn.g_01333
OG0000196	Prbb.g_00144	Prbn.g_01332
OG0000197	Prbb.g_00145	Prbn.g_01331
OG0000198	Prbb.g_00146	Prbn.g_01330
OG0000199	Prbb.g_00149	Prbn.g_01327
OG0000200	Prbb.g_00150	Prbn.g_01326
OG0000201	Prbb.g_00151	Prbn.g_01325
OG0000202	Prbb.g_00152	Prbn.g_01323
OG0000203	Prbb.g_00153	Prbn.g_01322
OG0000204	Prbb.g_00154	Prbn.g_01321
OG0000205	Prbb.g_00156	Prbn.g_01319
OG0000206	Prbb.g_00157	Prbn.g_01318
OG0000207	Prbb.g_00158	Prbn.g_01317
OG0000208	Prbb.g_00159	Prbn.g_01316
OG0000209	Prbb.g_00160	Prbn.g_01315
OG0000210	Prbb.g_00161	Prbn.g_01314
OG0000211	Prbb.g_00162	Prbn.g_01312
OG0000212	Prbb.g_00163	Prbn.g_01311
OG0000213	Prbb.g_00164	Prbn.g_01310
OG0000214	Prbb.g_00168	Prbn.g_01306
OG0000215	Prbb.g_00169	Prbn.g_01305
OG0000216	Prbb.g_00171	Prbn.g_01303
OG0000217	Prbb.g_00173	Prbn.g_01302
OG0000218	Prbb.g_00174	Prbn.g_01301
OG0000219	Prbb.g_00175	Prbn.g_01300
OG0000220	Prbb.g_00177	Prbn.g_01297
OG0000221	Prbb.g_00180	Prbn.g_01294
OG0000222	Prbb.g_00181	Prbn.g_01293
OG0000223	Prbb.g_00182	Prbn.g_01292
OG0000224	Prbb.g_00185	Prbn.g_01290
OG0000225	Prbb.g_00187	Prbn.g_01288
OG0000226	Prbb.g_00189	Prbn.g_01286
OG0000227	Prbb.g_00190	Prbn.g_01285
OG0000228	Prbb.g_00191	Prbn.g_01284
OG0000229	Prbb.g_00192	Prbn.g_01283
OG0000230	Prbb.g_00193	Prbn.g_01282
OG0000231	Prbb.g_01101	Prbn.g_01356
OG0000232	Prbb.g_00194	Prbn.g_01280
OG0000233	Prbb.g_00197	Prbn.g_01277
OG0000234	Prbb.g_00200	Prbn.g_01275
OG0000235	Prbb.g_00202	Prbn.g_01269
OG0000236	Prbb.g_00203	Prbn.g_01268
OG0000237	Prbb.g_00204	Prbn.g_01267
OG0000238	Prbb.g_00205	Prbn.g_01266
OG0000239	Prbb.g_00206	Prbn.g_01265
OG0000240	Prbb.g_00208	Prbn.g_01263
OG0000241	Prbb.g_00209	Prbn.g_01262
OG0000242	Prbb.g_00210	Prbn.g_01261
OG0000243	Prbb.g_00211	Prbn.g_01260
OG0000244	Prbb.g_00212	Prbn.g_01259
OG0000245	Prbb.g_00213	Prbn.g_01257
OG0000246	Prbb.g_00215	Prbn.g_01255
OG0000247	Prbb.g_00216	Prbn.g_01254
OG0000248	Prbb.g_00217	Prbn.g_01253
OG0000249	Prbb.g_00218	Prbn.g_01252
OG0000250	Prbb.g_00219	Prbn.g_01251
OG0000251	Prbb.g_00220	Prbn.g_01250
OG0000252	Prbb.g_00221	Prbn.g_01249
OG0000253	Prbb.g_00222	Prbn.g_01248
OG0000254	Prbb.g_00224	Prbn.g_01246
OG0000255	Prbb.g_00225	Prbn.g_01245
OG0000256	Prbb.g_00228	Prbn.g_00383
OG0000257	Prbb.g_00229	Prbn.g_00381
OG0000258	Prbb.g_00230	Prbn.g_00380
OG0000259	Prbb.g_00231	Prbn.g_00379
OG0000260	Prbb.g_00232	Prbn.g_00378
OG0000261	Prbb.g_00233	Prbn.g_00377
OG0000262	Prbb.g_00234	Prbn.g_00376
OG0000263	Prbb.g_00235	Prbn.g_00375
OG0000264	Prbb.g_00237	Prbn.g_00373
OG0000265	Prbb.g_00238	Prbn.g_00372
OG0000266	Prbb.g_00239	Prbn.g_00371
OG0000267	Prbb.g_00241	Prbn.g_00369
OG0000268	Prbb.g_00243	Prbn.g_00367
OG0000269	Prbb.g_00244	Prbn.g_00366
OG0000270	Prbb.g_00245	Prbn.g_00365
OG0000271	Prbb.g_00246	Prbn.g_00364
OG0000272	Prbb.g_00247	Prbn.g_00363
OG0000273	Prbb.g_00248	Prbn.g_00362
OG0000274	Prbb.g_00249	Prbn.g_00361
OG0000275	Prbb.g_00250	Prbn.g_00360
OG0000276	Prbb.g_00251	Prbn.g_00359
OG0000277	Prbb.g_00252	Prbn.g_00358
OG0000278	Prbb.g_00253	Prbn.g_00357
OG0000279	Prbb.g_00254	Prbn.g_00356
OG0000280	Prbb.g_00255	Prbn.g_00355
OG0000281	Prbb.g_00257	Prbn.g_00353
OG0000282	Prbb.g_00258	Prbn.g_00352
OG0000283	Prbb.g_00260	Prbn.g_00349
OG0000284	Prbb.g_00261	Prbn.g_00348
OG0000285	Prbb.g_00262	Prbn.g_00347
OG0000286	Prbb.g_00264	Prbn.g_00345
OG0000287	Prbb.g_00265	Prbn.g_00343
OG0000288	Prbb.g_00266	Prbn.g_00342
OG0000289	Prbb.g_00267	Prbn.g_00341
OG0000290	Prbb.g_00268	Prbn.g_00340
OG0000291	Prbb.g_00269	Prbn.g_00339
OG0000292	Prbb.g_00270	Prbn.g_00338
OG0000293	Prbb.g_00271	Prbn.g_00337
OG0000294	Prbb.g_00272	Prbn.g_00336
OG0000295	Prbb.g_00273	Prbn.g_00335
OG0000296	Prbb.g_00274	Prbn.g_00334
OG0000297	Prbb.g_00275	Prbn.g_00333
OG0000298	Prbb.g_00276	Prbn.g_00332
OG0000299	Prbb.g_00277	Prbn.g_00331
OG0000300	Prbb.g_00278	Prbn.g_00330
OG0000301	Prbb.g_00279	Prbn.g_00329
OG0000302	Prbb.g_00280	Prbn.g_00328
OG0000303	Prbb.g_00281	Prbn.g_00327
OG0000304	Prbb.g_00282	Prbn.g_00325
OG0000305	Prbb.g_00283	Prbn.g_00324
OG0000306	Prbb.g_00284	Prbn.g_00323
OG0000307	Prbb.g_00285	Prbn.g_00321
OG0000308	Prbb.g_00286	Prbn.g_00320
OG0000309	Prbb.g_00287	Prbn.g_00319
OG0000310	Prbb.g_00288	Prbn.g_00318
OG0000311	Prbb.g_00290	Prbn.g_00317
OG0000312	Prbb.g_00292	Prbn.g_00315
OG0000313	Prbb.g_00293	Prbn.g_00314
OG0000314	Prbb.g_00297	Prbn.g_00310
OG0000315	Prbb.g_00298	Prbn.g_00309
OG0000316	Prbb.g_00300	Prbn.g_00307
OG0000317	Prbb.g_00302	Prbn.g_00305
OG0000318	Prbb.g_00303	Prbn.g_00304
OG0000319	Prbb.g_00304	Prbn.g_00012
OG0000320	Prbb.g_00305	Prbn.g_00013
OG0000321	Prbb.g_00306	Prbn.g_00016
OG0000322	Prbb.g_00309	Prbn.g_00020
OG0000323	Prbb.g_00310	Prbn.g_00021
OG0000324	Prbb.g_00313	Prbn.g_00024
OG0000325	Prbb.g_00314	Prbn.g_00025
OG0000326	Prbb.g_00315	Prbn.g_00026
OG0000327	Prbb.g_00316	Prbn.g_00028
OG0000328	Prbb.g_00317	Prbn.g_00029
OG0000329	Prbb.g_00318	Prbn.g_00030
OG0000330	Prbb.g_00319	Prbn.g_00031
OG0000331	Prbb.g_00320	Prbn.g_00033
OG0000332	Prbb.g_00321	Prbn.g_00034
OG0000333	Prbb.g_00322	Prbn.g_00035
OG0000334	Prbb.g_00323	Prbn.g_00036
OG0000335	Prbb.g_00324	Prbn.g_00037
OG0000336	Prbb.g_00326	Prbn.g_00039
OG0000337	Prbb.g_00328	Prbn.g_00042
OG0000338	Prbb.g_00329	Prbn.g_00043
OG0000339	Prbb.g_00330	Prbn.g_00044
OG0000340	Prbb.g_00331	Prbn.g_00045
OG0000341	Prbb.g_00334	Prbn.g_00049
OG0000342	Prbb.g_00335	Prbn.g_00050
OG0000343	Prbb.g_00337	Prbn.g_00053
OG0000344	Prbb.g_00338	Prbn.g_00054
OG0000345	Prbb.g_00339	Prbn.g_00055
OG0000346	Prbb.g_00340	Prbn.g_00056
OG0000347	Prbb.g_00341	Prbn.g_00057
OG0000348	Prbb.g_00342	Prbn.g_00059
OG0000349	Prbb.g_00343	Prbn.g_00060
OG0000350	Prbb.g_00344	Prbn.g_00061
OG0000351	Prbb.g_00346	Prbn.g_00063
OG0000352	Prbb.g_00349	Prbn.g_00066
OG0000353	Prbb.g_00350	Prbn.g_00067
OG0000354	Prbb.g_00351	Prbn.g_00068
OG0000355	Prbb.g_00352	Prbn.g_00069
OG0000356	Prbb.g_00353	Prbn.g_00070
OG0000357	Prbb.g_00354	Prbn.g_00071
OG0000358	Prbb.g_00355	Prbn.g_00072
OG0000359	Prbb.g_00356	Prbn.g_00073
OG0000360	Prbb.g_00359	Prbn.g_00075
OG0000361	Prbb.g_00360	Prbn.g_00076
OG0000362	Prbb.g_00361	Prbn.g_00077
OG0000363	Prbb.g_00362	Prbn.g_00078
OG0000364	Prbb.g_00363	Prbn.g_00079
OG0000365	Prbb.g_00364	Prbn.g_00080
OG0000366	Prbb.g_00365	Prbn.g_00081
OG0000367	Prbb.g_00366	Prbn.g_00082
OG0000368	Prbb.g_00367	Prbn.g_00083
OG0000369	Prbb.g_00368	Prbn.g_00084
OG0000370	Prbb.g_00369	Prbn.g_00085
OG0000371	Prbb.g_00370	Prbn.g_00086
OG0000372	Prbb.g_00372	Prbn.g_00087
OG0000373	Prbb.g_00374	Prbn.g_00089
OG0000374	Prbb.g_00375	Prbn.g_00090
OG0000375	Prbb.g_00376	Prbn.g_00091
OG0000376	Prbb.g_00378	Prbn.g_00092
OG0000377	Prbb.g_00384	Prbn.g_00098
OG0000378	Prbb.g_00739	Prbn.g_00099
OG0000379	Prbb.g_00394	Prbn.g_00105
OG0000380	Prbb.g_00396	Prbn.g_00107
OG0000381	Prbb.g_00397	Prbn.g_00108
OG0000382	Prbb.g_00398	Prbn.g_00109
OG0000383	Prbb.g_00401	Prbn.g_00112
OG0000384	Prbb.g_00402	Prbn.g_00113
OG0000385	Prbb.g_00404	Prbn.g_00116
OG0000386	Prbb.g_00405	Prbn.g_00117
OG0000387	Prbb.g_00406	Prbn.g_00118
OG0000388	Prbb.g_00407	Prbn.g_00119
OG0000389	Prbb.g_00408	Prbn.g_00120
OG0000390	Prbb.g_00409	Prbn.g_00121
OG0000391	Prbb.g_00410	Prbn.g_00122
OG0000392	Prbb.g_00411	Prbn.g_00123
OG0000393	Prbb.g_00415	Prbn.g_00697
OG0000394	Prbb.g_00416	Prbn.g_00696
OG0000395	Prbb.g_00419	Prbn.g_00693
OG0000396	Prbb.g_00836	Prbn.g_01491
OG0000397	Prbb.g_01094	Prbn.g_01145
OG0000398	Prbb.g_01124	Prbn.g_01697
OG0000399	Prbb.g_01288	Prbn.g_01150
OG0000400	Prbb.g_01923	Prbn.g_01810
OG0000401	Prbb.g_00436	Prbn.g_00682
OG0000402	Prbb.g_00437	Prbn.g_00681
OG0000403	Prbb.g_00438	Prbn.g_00680
OG0000404	Prbb.g_00440	Prbn.g_00678
OG0000405	Prbb.g_00441	Prbn.g_00677
OG0000406	Prbb.g_00443	Prbn.g_00675
OG0000407	Prbb.g_00444	Prbn.g_00674
OG0000408	Prbb.g_00445	Prbn.g_00673
OG0000409	Prbb.g_00446	Prbn.g_00672
OG0000410	Prbb.g_00447	Prbn.g_00671
OG0000411	Prbb.g_00448	Prbn.g_00670
OG0000412	Prbb.g_00449	Prbn.g_00669
OG0000413	Prbb.g_00450	Prbn.g_00668
OG0000414	Prbb.g_00451	Prbn.g_00667
OG0000415	Prbb.g_00452	Prbn.g_00666
OG0000416	Prbb.g_00453	Prbn.g_00665
OG0000417	Prbb.g_00454	Prbn.g_00664
OG0000418	Prbb.g_00455	Prbn.g_00663
OG0000419	Prbb.g_00456	Prbn.g_00662
OG0000420	Prbb.g_00457	Prbn.g_00661
OG0000421	Prbb.g_00458	Prbn.g_00657
OG0000422	Prbb.g_00460	Prbn.g_00655
OG0000423	Prbb.g_00461	Prbn.g_00654
OG0000424	Prbb.g_00462	Prbn.g_00653
OG0000425	Prbb.g_00468	Prbn.g_00649
OG0000426	Prbb.g_00469	Prbn.g_00648
OG0000427	Prbb.g_00470	Prbn.g_00647
OG0000428	Prbb.g_00472	Prbn.g_00645
OG0000429	Prbb.g_00473	Prbn.g_00644
OG0000430	Prbb.g_00475	Prbn.g_00643
OG0000431	Prbb.g_00476	Prbn.g_00641
OG0000432	Prbb.g_00477	Prbn.g_00640
OG0000433	Prbb.g_00480	Prbn.g_00637
OG0000434	Prbb.g_00482	Prbn.g_00636
OG0000435	Prbb.g_00483	Prbn.g_00635
OG0000436	Prbb.g_00486	Prbn.g_00633
OG0000437	Prbb.g_00488	Prbn.g_00631
OG0000438	Prbb.g_00489	Prbn.g_00630
OG0000439	Prbb.g_00490	Prbn.g_00629
OG0000440	Prbb.g_00491	Prbn.g_00627
OG0000441	Prbb.g_00492	Prbn.g_00626
OG0000442	Prbb.g_00493	Prbn.g_00625
OG0000443	Prbb.g_00494	Prbn.g_00624
OG0000444	Prbb.g_00495	Prbn.g_00623
OG0000445	Prbb.g_00496	Prbn.g_00622
OG0000446	Prbb.g_00497	Prbn.g_00621
OG0000447	Prbb.g_00498	Prbn.g_00620
OG0000448	Prbb.g_00499	Prbn.g_00619
OG0000449	Prbb.g_00504	Prbn.g_00613
OG0000450	Prbb.g_00505	Prbn.g_00612
OG0000451	Prbb.g_00506	Prbn.g_00611
OG0000452	Prbb.g_00507	Prbn.g_00610
OG0000453	Prbb.g_00509	Prbn.g_00609
OG0000454	Prbb.g_00510	Prbn.g_00608
OG0000455	Prbb.g_00511	Prbn.g_00607
OG0000456	Prbb.g_00512	Prbn.g_00606
OG0000457	Prbb.g_00514	Prbn.g_00604
OG0000458	Prbb.g_00516	Prbn.g_00602
OG0000459	Prbb.g_00517	Prbn.g_00601
OG0000460	Prbb.g_00519	Prbn.g_00599
OG0000461	Prbb.g_00520	Prbn.g_00598
OG0000462	Prbb.g_00521	Prbn.g_00597
OG0000463	Prbb.g_00523	Prbn.g_00596
OG0000464	Prbb.g_00527	Prbn.g_00592
OG0000465	Prbb.g_00528	Prbn.g_00591
OG0000466	Prbb.g_00529	Prbn.g_00590
OG0000467	Prbb.g_00530	Prbn.g_00589
OG0000468	Prbb.g_00531	Prbn.g_00588
OG0000469	Prbb.g_00532	Prbn.g_00587
OG0000470	Prbb.g_00533	Prbn.g_00586
OG0000471	Prbb.g_00534	Prbn.g_00585
OG0000472	Prbb.g_00537	Prbn.g_00582
OG0000473	Prbb.g_00538	Prbn.g_00581
OG0000474	Prbb.g_00539	Prbn.g_00580
OG0000475	Prbb.g_00540	Prbn.g_00579
OG0000476	Prbb.g_00541	Prbn.g_00578
OG0000477	Prbb.g_00543	Prbn.g_00576
OG0000478	Prbb.g_00544	Prbn.g_00575
OG0000479	Prbb.g_00545	Prbn.g_00574
OG0000480	Prbb.g_00547	Prbn.g_00572
OG0000481	Prbb.g_00548	Prbn.g_00571
OG0000482	Prbb.g_00550	Prbn.g_00570
OG0000483	Prbb.g_00551	Prbn.g_00569
OG0000484	Prbb.g_00552	Prbn.g_00568
OG0000485	Prbb.g_00553	Prbn.g_00567
OG0000486	Prbb.g_00554	Prbn.g_00566
OG0000487	Prbb.g_00555	Prbn.g_00565
OG0000488	Prbb.g_00557	Prbn.g_00563
OG0000489	Prbb.g_00558	Prbn.g_00562
OG0000490	Prbb.g_00559	Prbn.g_00561
OG0000491	Prbb.g_00560	Prbn.g_00560
OG0000492	Prbb.g_00561	Prbn.g_00559
OG0000493	Prbb.g_00562	Prbn.g_00558
OG0000494	Prbb.g_00564	Prbn.g_00557
OG0000495	Prbb.g_00565	Prbn.g_00556
OG0000496	Prbb.g_00566	Prbn.g_00554
OG0000497	Prbb.g_00567	Prbn.g_00552
OG0000498	Prbb.g_00568	Prbn.g_00551
OG0000499	Prbb.g_00570	Prbn.g_00549
OG0000500	Prbb.g_00571	Prbn.g_00548
OG0000501	Prbb.g_00573	Prbn.g_00546
OG0000502	Prbb.g_00574	Prbn.g_00545
OG0000503	Prbb.g_00575	Prbn.g_00544
OG0000504	Prbb.g_00576	Prbn.g_00543
OG0000505	Prbb.g_00577	Prbn.g_00542
OG0000506	Prbb.g_00578	Prbn.g_00541
OG0000507	Prbb.g_00579	Prbn.g_00540
OG0000508	Prbb.g_00580	Prbn.g_00538
OG0000509	Prbb.g_00581	Prbn.g_00537
OG0000510	Prbb.g_00582	Prbn.g_00536
OG0000511	Prbb.g_00583	Prbn.g_00535
OG0000512	Prbb.g_00584	Prbn.g_00534
OG0000513	Prbb.g_00585	Prbn.g_00533
OG0000514	Prbb.g_00586	Prbn.g_00532
OG0000515	Prbb.g_00587	Prbn.g_00529
OG0000516	Prbb.g_00588	Prbn.g_00528
OG0000517	Prbb.g_00589	Prbn.g_00527
OG0000518	Prbb.g_00591	Prbn.g_00524
OG0000519	Prbb.g_00592	Prbn.g_00523
OG0000520	Prbb.g_00594	Prbn.g_00522
