Orthogroup	Prbb	Praz
OG0000030	Prbb.g_01562, Prbb.g_01570, Prbb.g_00045	Praz.g_00404
OG0000032	Prbb.g_00387	Praz.g_01116
OG0000033	Prbb.g_00014	Praz.g_00378
OG0000034	Prbb.g_00112	Praz.g_01103
OG0000035	Prbb.g_01449	Praz.g_01422
OG0000036	Prbb.g_01882	Praz.g_01744
OG0000037	Prbb.g_01111	Praz.g_01707
OG0000038	Prbb.g_01231	Praz.g_01556
OG0000040	Prbb.g_01373, Prbb.g_01411	Praz.g_00814
OG0000041	Prbb.g_01286	Praz.g_01908
OG0000042	Prbb.g_00713	Praz.g_01607
OG0000043	Prbb.g_00954	Praz.g_01527
OG0000044	Prbb.g_01517	Praz.g_00755
OG0000045	Prbb.g_00851	Praz.g_01096
OG0000046	Prbb.g_01816	Praz.g_00884
OG0000047	Prbb.g_02061	Praz.g_00205
OG0000048	Prbb.g_02069	Praz.g_00198
OG0000050	Prbb.g_00032	Praz.g_00396
OG0000051	Prbb.g_00214	Praz.g_00517
OG0000052	Prbb.g_01197, Prbb.g_01329	Praz.g_00804
OG0000053	Prbb.g_00542	Praz.g_01789
OG0000055	Prbb.g_00807, Prbb.g_01218	Praz.g_01490
OG0000056	Prbb.g_00054	Praz.g_00038
OG0000057	Prbb.g_00294	Praz.g_00597
OG0000058	Prbb.g_00478	Praz.g_01853
OG0000059	Prbb.g_01359, Prbb.g_00706	Praz.g_01632
OG0000061	Prbb.g_01627	Praz.g_00027, Praz.g_01330
OG0000062	Prbb.g_01887	Praz.g_00025
OG0000063	Prbb.g_01399	Praz.g_01237
OG0000065	Prbb.g_01586	Praz.g_01180
OG0000066	Prbb.g_00678	Praz.g_01118
OG0000067	Prbb.g_01137, Prbb.g_01368	Praz.g_00768
OG0000067	Prbb.g_01199	Praz.g_01240
OG0000068	Prbb.g_02001	Praz.g_00263
OG0000070	Prbb.g_00078	Praz.g_01253
OG0000071	Prbb.g_00012	Praz.g_00376
OG0000072	Prbb.g_00373	Praz.g_00679
OG0000073	Prbb.g_00673	Praz.g_01661
OG0000074	Prbb.g_00697, Prbb.g_00698	Praz.g_01639
OG0000075	Prbb.g_00790	Praz.g_01505
OG0000076	Prbb.g_01070	Praz.g_00066
OG0000077	Prbb.g_01320, Prbb.g_01786, Prbb.g_01122, Prbb.g_00430, Prbb.g_01245, Prbb.g_01402, Prbb.g_01355	Praz.g_00893
OG0000078	Prbb.g_00388	Praz.g_01098
OG0000079	Prbb.g_01768	Praz.g_00963
OG0000080	Prbb.g_01208	Praz.g_00913
OG0000081	Prbb.g_02034	Praz.g_00232
OG0000083	Prbb.g_00003	Praz.g_00368
OG0000084	Prbb.g_00006, Prbb.g_00007	Praz.g_00371
OG0000085	Prbb.g_00024	Praz.g_00388
OG0000086	Prbb.g_01195	Praz.g_00405, Praz.g_01911
OG0000087	Prbb.g_00064	Praz.g_00415
OG0000088	Prbb.g_00170	Praz.g_00473
OG0000089	Prbb.g_00179	Praz.g_00481
OG0000090	Prbb.g_00196	Praz.g_00499
OG0000091	Prbb.g_00226	Praz.g_00529
OG0000092	Prbb.g_00227	Praz.g_00530
OG0000093	Prbb.g_00240	Praz.g_00544
OG0000094	Prbb.g_00259	Praz.g_00562
OG0000095	Prbb.g_00263	Praz.g_00567
OG0000096	Prbb.g_00307	Praz.g_00611
OG0000097	Prbb.g_00327	Praz.g_00632
OG0000099	Prbb.g_00345	Praz.g_00651
OG0000100	Prbb.g_00348	Praz.g_00654
OG0000101	Prbb.g_00418	Praz.g_00817
OG0000102	Prbb.g_01326	Praz.g_00791
OG0000103	Prbb.g_00479	Praz.g_01852
OG0000104	Prbb.g_00484, Prbb.g_00485	Praz.g_01848
OG0000105	Prbb.g_00503	Praz.g_01829
OG0000106	Prbb.g_00535	Praz.g_01796
OG0000107	Prbb.g_00536	Praz.g_01795
OG0000108	Prbb.g_00546	Praz.g_01785
OG0000109	Prbb.g_00556	Praz.g_01776
OG0000110	Prbb.g_00572	Praz.g_01760
OG0000111	Prbb.g_00652	Praz.g_01679
OG0000112	Prbb.g_00653	Praz.g_01678
OG0000113	Prbb.g_00737	Praz.g_01585
OG0000114	Prbb.g_00781	Praz.g_01514
OG0000115	Prbb.g_00991	Praz.g_01350
OG0000116	Prbb.g_00995	Praz.g_01346
OG0000117	Prbb.g_01067	Praz.g_01279, Praz.g_00063
OG0000118	Prbb.g_01238	Praz.g_00114
OG0000119	Prbb.g_01890	Praz.g_00022
OG0000120	Prbb.g_01510	Praz.g_00748
OG0000121	Prbb.g_01487	Praz.g_00729
OG0000122	Prbb.g_01467	Praz.g_00710
OG0000123	Prbb.g_01456	Praz.g_00697
OG0000124	Prbb.g_01060	Praz.g_01936
OG0000125	Prbb.g_01598	Praz.g_01168
OG0000126	Prbb.g_01639	Praz.g_01139
OG0000127	Prbb.g_01673	Praz.g_01054
OG0000128	Prbb.g_01687	Praz.g_01040
OG0000129	Prbb.g_01721	Praz.g_01004
OG0000130	Prbb.g_01821	Praz.g_00879
OG0000131	Prbb.g_01858	Praz.g_00841
OG0000132	Prbb.g_01860	Praz.g_00838
OG0000133	Prbb.g_01959	Praz.g_00304
OG0000134	Prbb.g_01995	Praz.g_00268
OG0000135	Prbb.g_01997	Praz.g_00266
OG0000136	Prbb.g_02046	Praz.g_00221
OG0000137	Prbb.g_02082	Praz.g_00188
OG0000138	Prbb.g_02131	Praz.g_00152
OG0000139	Prbb.g_02168	Praz.g_00125
OG0000140	Prbb.g_00001	Praz.g_00366
OG0000141	Prbb.g_00002	Praz.g_00367
OG0000142	Prbb.g_00004	Praz.g_00369
OG0000143	Prbb.g_00005	Praz.g_00370
OG0000144	Prbb.g_00008	Praz.g_00372
OG0000145	Prbb.g_00009	Praz.g_00373
OG0000146	Prbb.g_00010	Praz.g_00374
OG0000147	Prbb.g_00011	Praz.g_00375
OG0000148	Prbb.g_00013	Praz.g_00377
OG0000149	Prbb.g_00015	Praz.g_00379
OG0000150	Prbb.g_00016	Praz.g_00380
OG0000151	Prbb.g_00017	Praz.g_00381
OG0000152	Prbb.g_00018	Praz.g_00382
OG0000153	Prbb.g_00019	Praz.g_00383
OG0000154	Prbb.g_00020	Praz.g_00384
OG0000155	Prbb.g_00021	Praz.g_00385
OG0000156	Prbb.g_00022	Praz.g_00386
OG0000157	Prbb.g_00023	Praz.g_00387
OG0000158	Prbb.g_00025	Praz.g_00389
OG0000159	Prbb.g_00026	Praz.g_00390
OG0000160	Prbb.g_00027	Praz.g_00391
OG0000161	Prbb.g_00028	Praz.g_00392
OG0000162	Prbb.g_00029	Praz.g_00393
OG0000163	Prbb.g_00030	Praz.g_00394
OG0000164	Prbb.g_00033	Praz.g_00397
OG0000165	Prbb.g_00035	Praz.g_00400
OG0000166	Prbb.g_00036	Praz.g_00401
OG0000167	Prbb.g_00037	Praz.g_00402
OG0000168	Prbb.g_00055	Praz.g_00406
OG0000169	Prbb.g_00057	Praz.g_00408
OG0000170	Prbb.g_00058	Praz.g_00409
OG0000171	Prbb.g_00059	Praz.g_00410
OG0000172	Prbb.g_00060	Praz.g_00411
OG0000173	Prbb.g_00061	Praz.g_00412
OG0000174	Prbb.g_00062	Praz.g_00413
OG0000175	Prbb.g_00063	Praz.g_00414
OG0000176	Prbb.g_00065	Praz.g_00416
OG0000177	Prbb.g_00066	Praz.g_00417
OG0000178	Prbb.g_00067	Praz.g_00418
OG0000179	Prbb.g_00119	Praz.g_00424
OG0000180	Prbb.g_00120	Praz.g_00425
OG0000181	Prbb.g_00121	Praz.g_00426
OG0000182	Prbb.g_00124	Praz.g_00429
OG0000183	Prbb.g_00125	Praz.g_00430
OG0000184	Prbb.g_00128	Praz.g_00433
OG0000185	Prbb.g_00132	Praz.g_00437
OG0000186	Prbb.g_00133	Praz.g_00438
OG0000187	Prbb.g_00134	Praz.g_00439
OG0000188	Prbb.g_00135	Praz.g_00440
OG0000189	Prbb.g_00136	Praz.g_00441
OG0000190	Prbb.g_00137	Praz.g_00442
OG0000191	Prbb.g_00138	Praz.g_00443
OG0000192	Prbb.g_00139	Praz.g_00444
OG0000193	Prbb.g_00140	Praz.g_00445
OG0000194	Prbb.g_00141	Praz.g_00446
OG0000195	Prbb.g_00143	Praz.g_00448
OG0000196	Prbb.g_00144	Praz.g_00449
OG0000197	Prbb.g_00145	Praz.g_00450
OG0000198	Prbb.g_00146	Praz.g_00451
OG0000199	Prbb.g_00149	Praz.g_00454
OG0000200	Prbb.g_00150	Praz.g_00455
OG0000201	Prbb.g_00151	Praz.g_00456
OG0000202	Prbb.g_00152	Praz.g_00457
OG0000203	Prbb.g_00153	Praz.g_00458
OG0000204	Prbb.g_00154	Praz.g_00459
OG0000205	Prbb.g_00156	Praz.g_00460
OG0000206	Prbb.g_00157	Praz.g_00461
OG0000207	Prbb.g_00158	Praz.g_00462
OG0000208	Prbb.g_00159	Praz.g_00463
OG0000209	Prbb.g_00160	Praz.g_00464
OG0000210	Prbb.g_00161	Praz.g_00466
OG0000211	Prbb.g_00162	Praz.g_00467
OG0000212	Prbb.g_00163	Praz.g_00468
OG0000213	Prbb.g_00164	Praz.g_00469
OG0000214	Prbb.g_00168	Praz.g_00471
OG0000215	Prbb.g_00169	Praz.g_00472
OG0000216	Prbb.g_00171	Praz.g_00474
OG0000217	Prbb.g_00173	Praz.g_00475
OG0000218	Prbb.g_00174	Praz.g_00476
OG0000219	Prbb.g_00175	Praz.g_00477
OG0000220	Prbb.g_00177	Praz.g_00480
OG0000221	Prbb.g_00180	Praz.g_00482
OG0000222	Prbb.g_00181	Praz.g_00483
OG0000223	Prbb.g_00182	Praz.g_00484
OG0000224	Prbb.g_00185	Praz.g_00487
OG0000225	Prbb.g_00187	Praz.g_00489
OG0000226	Prbb.g_00189	Praz.g_00490
OG0000227	Prbb.g_00190	Praz.g_00491
OG0000228	Prbb.g_00191	Praz.g_00492
OG0000229	Prbb.g_00192	Praz.g_00493
OG0000230	Prbb.g_00193	Praz.g_00494
OG0000231	Prbb.g_01101	Praz.g_00496
OG0000232	Prbb.g_00194	Praz.g_00497
OG0000233	Prbb.g_00197	Praz.g_00500
OG0000234	Prbb.g_00200	Praz.g_00502
OG0000235	Prbb.g_00202	Praz.g_00505
OG0000236	Prbb.g_00203	Praz.g_00506
OG0000237	Prbb.g_00204	Praz.g_00507
OG0000238	Prbb.g_00205	Praz.g_00508
OG0000239	Prbb.g_00206	Praz.g_00509
OG0000240	Prbb.g_00208	Praz.g_00511
OG0000241	Prbb.g_00209	Praz.g_00512
OG0000242	Prbb.g_00210	Praz.g_00513
OG0000243	Prbb.g_00211	Praz.g_00514
OG0000244	Prbb.g_00212	Praz.g_00515
OG0000245	Prbb.g_00213	Praz.g_00516
OG0000246	Prbb.g_00215	Praz.g_00518
OG0000247	Prbb.g_00216	Praz.g_00519
OG0000248	Prbb.g_00217	Praz.g_00520
OG0000249	Prbb.g_00218	Praz.g_00521
OG0000250	Prbb.g_00219	Praz.g_00522
OG0000251	Prbb.g_00220	Praz.g_00523
OG0000252	Prbb.g_00221	Praz.g_00524
OG0000253	Prbb.g_00222	Praz.g_00525
OG0000254	Prbb.g_00224	Praz.g_00527
OG0000255	Prbb.g_00225	Praz.g_00528
OG0000256	Prbb.g_00228	Praz.g_00531
OG0000257	Prbb.g_00229	Praz.g_00533
OG0000258	Prbb.g_00230	Praz.g_00534
OG0000259	Prbb.g_00231	Praz.g_00535
OG0000260	Prbb.g_00232	Praz.g_00536
OG0000261	Prbb.g_00233	Praz.g_00537
OG0000262	Prbb.g_00234	Praz.g_00538
OG0000263	Prbb.g_00235	Praz.g_00539
OG0000264	Prbb.g_00237	Praz.g_00541
OG0000265	Prbb.g_00238	Praz.g_00542
OG0000266	Prbb.g_00239	Praz.g_00543
OG0000267	Prbb.g_00241	Praz.g_00545
OG0000268	Prbb.g_00243	Praz.g_00546
OG0000269	Prbb.g_00244	Praz.g_00547
OG0000270	Prbb.g_00245	Praz.g_00548
OG0000271	Prbb.g_00246	Praz.g_00549
OG0000272	Prbb.g_00247	Praz.g_00550
OG0000273	Prbb.g_00248	Praz.g_00551
OG0000274	Prbb.g_00249	Praz.g_00552
OG0000275	Prbb.g_00250	Praz.g_00553
OG0000276	Prbb.g_00251	Praz.g_00554
OG0000277	Prbb.g_00252	Praz.g_00555
OG0000278	Prbb.g_00253	Praz.g_00556
OG0000279	Prbb.g_00254	Praz.g_00557
OG0000280	Prbb.g_00255	Praz.g_00558
OG0000281	Prbb.g_00257	Praz.g_00560
OG0000282	Prbb.g_00258	Praz.g_00561
OG0000283	Prbb.g_00260	Praz.g_00564
OG0000284	Prbb.g_00261	Praz.g_00565
OG0000285	Prbb.g_00262	Praz.g_00566
OG0000286	Prbb.g_00264	Praz.g_00568
OG0000287	Prbb.g_00265	Praz.g_00569
OG0000288	Prbb.g_00266	Praz.g_00570
OG0000289	Prbb.g_00267	Praz.g_00571
OG0000290	Prbb.g_00268	Praz.g_00572
OG0000291	Prbb.g_00269	Praz.g_00573
OG0000292	Prbb.g_00270	Praz.g_00574
OG0000293	Prbb.g_00271	Praz.g_00575
OG0000294	Prbb.g_00272	Praz.g_00576
OG0000295	Prbb.g_00273	Praz.g_00577
OG0000296	Prbb.g_00274	Praz.g_00578
OG0000297	Prbb.g_00275	Praz.g_00579
OG0000298	Prbb.g_00276	Praz.g_00580
OG0000299	Prbb.g_00277	Praz.g_00581
OG0000300	Prbb.g_00278	Praz.g_00582
OG0000301	Prbb.g_00279	Praz.g_00583
OG0000302	Prbb.g_00280	Praz.g_00584
OG0000303	Prbb.g_00281	Praz.g_00585
OG0000304	Prbb.g_00282	Praz.g_00586
OG0000305	Prbb.g_00283	Praz.g_00587
OG0000306	Prbb.g_00284	Praz.g_00588
OG0000307	Prbb.g_00285	Praz.g_00589
OG0000308	Prbb.g_00286	Praz.g_00590
OG0000309	Prbb.g_00287	Praz.g_00591
OG0000310	Prbb.g_00288	Praz.g_00592
OG0000311	Prbb.g_00290	Praz.g_00593
OG0000312	Prbb.g_00292	Praz.g_00595
OG0000313	Prbb.g_00293	Praz.g_00596
OG0000314	Prbb.g_00297	Praz.g_00599
OG0000315	Prbb.g_00298	Praz.g_00600
OG0000316	Prbb.g_00300	Praz.g_00602
OG0000317	Prbb.g_00302	Praz.g_00604
OG0000318	Prbb.g_00303	Praz.g_00605
OG0000319	Prbb.g_00304	Praz.g_00606
OG0000320	Prbb.g_00305	Praz.g_00607
OG0000321	Prbb.g_00306	Praz.g_00610
OG0000322	Prbb.g_00309	Praz.g_00613
OG0000323	Prbb.g_00310	Praz.g_00614
OG0000324	Prbb.g_00313	Praz.g_00617
OG0000325	Prbb.g_00314	Praz.g_00618
OG0000326	Prbb.g_00315	Praz.g_00619
OG0000327	Prbb.g_00316	Praz.g_00621
OG0000328	Prbb.g_00317	Praz.g_00622
OG0000329	Prbb.g_00318	Praz.g_00623
OG0000330	Prbb.g_00319	Praz.g_00624
OG0000331	Prbb.g_00320	Praz.g_00625
OG0000332	Prbb.g_00321	Praz.g_00626
OG0000333	Prbb.g_00322	Praz.g_00627
OG0000334	Prbb.g_00323	Praz.g_00628
OG0000335	Prbb.g_00324	Praz.g_00629
OG0000336	Prbb.g_00326	Praz.g_00630
OG0000337	Prbb.g_00328	Praz.g_00633
OG0000338	Prbb.g_00329	Praz.g_00634
OG0000339	Prbb.g_00330	Praz.g_00635
OG0000340	Prbb.g_00331	Praz.g_00636
OG0000341	Prbb.g_00334	Praz.g_00640
OG0000342	Prbb.g_00335	Praz.g_00641
OG0000343	Prbb.g_00337	Praz.g_00643
OG0000344	Prbb.g_00338	Praz.g_00644
OG0000345	Prbb.g_00339	Praz.g_00645
OG0000346	Prbb.g_00340	Praz.g_00646
OG0000347	Prbb.g_00341	Praz.g_00647
OG0000348	Prbb.g_00342	Praz.g_00648
OG0000349	Prbb.g_00343	Praz.g_00649
OG0000350	Prbb.g_00344	Praz.g_00650
OG0000351	Prbb.g_00346	Praz.g_00652
OG0000352	Prbb.g_00349	Praz.g_00655
OG0000353	Prbb.g_00350	Praz.g_00656
OG0000354	Prbb.g_00351	Praz.g_00657
OG0000355	Prbb.g_00352	Praz.g_00658
OG0000356	Prbb.g_00353	Praz.g_00659
OG0000357	Prbb.g_00354	Praz.g_00660
OG0000358	Prbb.g_00355	Praz.g_00661
OG0000359	Prbb.g_00356	Praz.g_00662
OG0000360	Prbb.g_00359	Praz.g_00665
OG0000361	Prbb.g_00360	Praz.g_00666
OG0000362	Prbb.g_00361	Praz.g_00667
OG0000363	Prbb.g_00362	Praz.g_00668
OG0000364	Prbb.g_00363	Praz.g_00669
OG0000365	Prbb.g_00364	Praz.g_00670
OG0000366	Prbb.g_00365	Praz.g_00671
OG0000367	Prbb.g_00366	Praz.g_00672
OG0000368	Prbb.g_00367	Praz.g_00673
OG0000369	Prbb.g_00368	Praz.g_00674
OG0000370	Prbb.g_00369	Praz.g_00675
OG0000371	Prbb.g_00370	Praz.g_00676
OG0000372	Prbb.g_00372	Praz.g_00678
OG0000373	Prbb.g_00374	Praz.g_00680
OG0000374	Prbb.g_00375	Praz.g_00681
OG0000375	Prbb.g_00376	Praz.g_00682
OG0000376	Prbb.g_00378	Praz.g_00684
OG0000377	Prbb.g_00384	Praz.g_00685
OG0000378	Prbb.g_00739	Praz.g_00686
OG0000379	Prbb.g_00394	Praz.g_01931
OG0000380	Prbb.g_00396	Praz.g_01932
OG0000381	Prbb.g_00397	Praz.g_01933
OG0000382	Prbb.g_00398	Praz.g_01935
OG0000383	Prbb.g_00401	Praz.g_00343
OG0000384	Prbb.g_00402	Praz.g_00344
OG0000385	Prbb.g_00404	Praz.g_00347
OG0000386	Prbb.g_00405	Praz.g_00348
OG0000387	Prbb.g_00406	Praz.g_00349
OG0000388	Prbb.g_00407	Praz.g_00350
OG0000389	Prbb.g_00408	Praz.g_00351
OG0000390	Prbb.g_00409	Praz.g_00352
OG0000391	Prbb.g_00410	Praz.g_00353
OG0000392	Prbb.g_00411	Praz.g_00354
OG0000393	Prbb.g_00415	Praz.g_00819
OG0000394	Prbb.g_00416	Praz.g_00818
OG0000395	Prbb.g_00419	Praz.g_00816
OG0000396	Prbb.g_00836	Praz.g_00815
OG0000397	Prbb.g_01094	Praz.g_00803
OG0000398	Prbb.g_01124	Praz.g_00795
OG0000399	Prbb.g_01288	Praz.g_00794
OG0000400	Prbb.g_01923	Praz.g_00788
OG0000401	Prbb.g_00436	Praz.g_01897
OG0000402	Prbb.g_00437	Praz.g_01896
OG0000403	Prbb.g_00438	Praz.g_01895
OG0000404	Prbb.g_00440	Praz.g_01893
OG0000405	Prbb.g_00441	Praz.g_01892
OG0000406	Prbb.g_00443	Praz.g_01890
OG0000407	Prbb.g_00444	Praz.g_01889
OG0000408	Prbb.g_00445	Praz.g_01888
OG0000409	Prbb.g_00446	Praz.g_01887
OG0000410	Prbb.g_00447	Praz.g_01886
OG0000411	Prbb.g_00448	Praz.g_01885
OG0000412	Prbb.g_00449	Praz.g_01884
OG0000413	Prbb.g_00450	Praz.g_01883
OG0000414	Prbb.g_00451	Praz.g_01882
OG0000415	Prbb.g_00452	Praz.g_01881
OG0000416	Prbb.g_00453	Praz.g_01880
OG0000417	Prbb.g_00454	Praz.g_01879
OG0000418	Prbb.g_00455	Praz.g_01878
OG0000419	Prbb.g_00456	Praz.g_01877
OG0000420	Prbb.g_00457	Praz.g_01876
OG0000421	Prbb.g_00458	Praz.g_01875
OG0000422	Prbb.g_00460	Praz.g_01873
OG0000423	Prbb.g_00461	Praz.g_01872
OG0000424	Prbb.g_00462	Praz.g_01870
OG0000425	Prbb.g_00468	Praz.g_01867
OG0000426	Prbb.g_00469	Praz.g_01866
OG0000427	Prbb.g_00470	Praz.g_01865
OG0000428	Prbb.g_00472	Praz.g_01864
OG0000429	Prbb.g_00473	Praz.g_01863
OG0000430	Prbb.g_00475	Praz.g_01857
OG0000431	Prbb.g_00476	Praz.g_01855
OG0000432	Prbb.g_00477	Praz.g_01854
OG0000433	Prbb.g_00480	Praz.g_01851
OG0000434	Prbb.g_00482	Praz.g_01850
OG0000435	Prbb.g_00483	Praz.g_01849
OG0000436	Prbb.g_00486	Praz.g_01847
OG0000437	Prbb.g_00488	Praz.g_01845
OG0000438	Prbb.g_00489	Praz.g_01844
OG0000439	Prbb.g_00490	Praz.g_01843
OG0000440	Prbb.g_00491	Praz.g_01841
OG0000441	Prbb.g_00492	Praz.g_01840
OG0000442	Prbb.g_00493	Praz.g_01839
OG0000443	Prbb.g_00494	Praz.g_01838
OG0000444	Prbb.g_00495	Praz.g_01837
OG0000445	Prbb.g_00496	Praz.g_01836
OG0000446	Prbb.g_00497	Praz.g_01835
OG0000447	Prbb.g_00498	Praz.g_01834
OG0000448	Prbb.g_00499	Praz.g_01833
OG0000449	Prbb.g_00504	Praz.g_01828
OG0000450	Prbb.g_00505	Praz.g_01827
OG0000451	Prbb.g_00506	Praz.g_01826
OG0000452	Prbb.g_00507	Praz.g_01825
OG0000453	Prbb.g_00509	Praz.g_01823
OG0000454	Prbb.g_00510	Praz.g_01822
OG0000455	Prbb.g_00511	Praz.g_01821
OG0000456	Prbb.g_00512	Praz.g_01820
OG0000457	Prbb.g_00514	Praz.g_01818
OG0000458	Prbb.g_00516	Praz.g_01816
OG0000459	Prbb.g_00517	Praz.g_01815
OG0000460	Prbb.g_00519	Praz.g_01813
OG0000461	Prbb.g_00520	Praz.g_01812
OG0000462	Prbb.g_00521	Praz.g_01811
OG0000463	Prbb.g_00523	Praz.g_01810
OG0000464	Prbb.g_00527	Praz.g_01805
OG0000465	Prbb.g_00528	Praz.g_01803
OG0000466	Prbb.g_00529	Praz.g_01802
OG0000467	Prbb.g_00530	Praz.g_01801
OG0000468	Prbb.g_00531	Praz.g_01800
OG0000469	Prbb.g_00532	Praz.g_01799
OG0000470	Prbb.g_00533	Praz.g_01798
OG0000471	Prbb.g_00534	Praz.g_01797
OG0000472	Prbb.g_00537	Praz.g_01794
OG0000473	Prbb.g_00538	Praz.g_01793
OG0000474	Prbb.g_00539	Praz.g_01792
OG0000475	Prbb.g_00540	Praz.g_01791
OG0000476	Prbb.g_00541	Praz.g_01790
OG0000477	Prbb.g_00543	Praz.g_01788
OG0000478	Prbb.g_00544	Praz.g_01787
OG0000479	Prbb.g_00545	Praz.g_01786
OG0000480	Prbb.g_00547	Praz.g_01784
OG0000481	Prbb.g_00548	Praz.g_01783
OG0000482	Prbb.g_00550	Praz.g_01782
OG0000483	Prbb.g_00551	Praz.g_01781
OG0000484	Prbb.g_00552	Praz.g_01780
OG0000485	Prbb.g_00553	Praz.g_01779
OG0000486	Prbb.g_00554	Praz.g_01778
OG0000487	Prbb.g_00555	Praz.g_01777
OG0000488	Prbb.g_00557	Praz.g_01775
OG0000489	Prbb.g_00558	Praz.g_01774
OG0000490	Prbb.g_00559	Praz.g_01773
OG0000491	Prbb.g_00560	Praz.g_01772
OG0000492	Prbb.g_00561	Praz.g_01771
OG0000493	Prbb.g_00562	Praz.g_01770
OG0000494	Prbb.g_00564	Praz.g_01768
OG0000495	Prbb.g_00565	Praz.g_01767
OG0000496	Prbb.g_00566	Praz.g_01766
OG0000497	Prbb.g_00567	Praz.g_01765
OG0000498	Prbb.g_00568	Praz.g_01764
OG0000499	Prbb.g_00570	Praz.g_01762
OG0000500	Prbb.g_00571	Praz.g_01761
OG0000501	Prbb.g_00573	Praz.g_01759
OG0000502	Prbb.g_00574	Praz.g_01758
OG0000503	Prbb.g_00575	Praz.g_01757
OG0000504	Prbb.g_00576	Praz.g_01756
OG0000505	Prbb.g_00577	Praz.g_01755
OG0000506	Prbb.g_00578	Praz.g_01754
OG0000507	Prbb.g_00579	Praz.g_01753
OG0000508	Prbb.g_00580	Praz.g_01751
OG0000509	Prbb.g_00581	Praz.g_01750
OG0000510	Prbb.g_00582	Praz.g_01749
OG0000511	Prbb.g_00583	Praz.g_01748
OG0000512	Prbb.g_00584	Praz.g_01747
OG0000513	Prbb.g_00585	Praz.g_01746
OG0000514	Prbb.g_00586	Praz.g_01745
OG0000515	Prbb.g_00587	Praz.g_01743
OG0000516	Prbb.g_00588	Praz.g_01742
OG0000517	Prbb.g_00589	Praz.g_01741
OG0000518	Prbb.g_00591	Praz.g_01739
OG0000519	Prbb.g_00592	Praz.g_01738
OG0000520	Prbb.g_00594	Praz.g_01737
OG0000521	Prbb.g_00593	Praz.g_01736
OG0000522	Prbb.g_00595	Praz.g_01735
OG0000523	Prbb.g_00596	Praz.g_01734
OG0000524	Prbb.g_00597	Praz.g_01733
OG0000525	Prbb.g_00599	Praz.g_01731
OG0000526	Prbb.g_00600	Praz.g_01730
OG0000527	Prbb.g_00601	Praz.g_01729
OG0000528	Prbb.g_00602	Praz.g_01728
OG0000529	Prbb.g_00603	Praz.g_01727
OG0000530	Prbb.g_00604	Praz.g_01726
OG0000531	Prbb.g_00606	Praz.g_01725
OG0000532	Prbb.g_00607	Praz.g_01724
OG0000533	Prbb.g_00608	Praz.g_01723
OG0000534	Prbb.g_00609	Praz.g_01722
OG0000535	Prbb.g_00610	Praz.g_01721
OG0000536	Prbb.g_00611	Praz.g_01720
OG0000537	Prbb.g_00612	Praz.g_01719
OG0000538	Prbb.g_00613	Praz.g_01718
OG0000539	Prbb.g_00614	Praz.g_01717
OG0000540	Prbb.g_00615	Praz.g_01716
OG0000541	Prbb.g_00616	Praz.g_01715
