Orthogroup	Prbb	Prah
OG0000090	Prbb.g_00196	Prah.g_02268
OG0000091	Prbb.g_00226	Prah.g_02307
OG0000092	Prbb.g_00227	Prah.g_02308
OG0000093	Prbb.g_00240	Prah.g_02324
OG0000094	Prbb.g_00259	Prah.g_02362
OG0000095	Prbb.g_00263	Prah.g_02371
OG0000096	Prbb.g_00307	Prah.g_02089
OG0000097	Prbb.g_00327	Prah.g_02126
OG0000098	Prbb.g_00336	Prah.g_02139
OG0000099	Prbb.g_00345	Prah.g_02151
OG0000100	Prbb.g_00348	Prah.g_02155
OG0000101	Prbb.g_00418	Prah.g_00208
OG0000102	Prbb.g_01326	Prah.g_02538
OG0000103	Prbb.g_00479	Prah.g_00313, Prah.g_00314
OG0000104	Prbb.g_00484, Prbb.g_00485	Prah.g_01566
OG0000105	Prbb.g_00503	Prah.g_01544
OG0000106	Prbb.g_00535	Prah.g_00108, Prah.g_01503
OG0000107	Prbb.g_00536	Prah.g_01501
OG0000108	Prbb.g_00546	Prah.g_01476
OG0000109	Prbb.g_00556	Prah.g_01465
OG0000110	Prbb.g_00572	Prah.g_01446
OG0000111	Prbb.g_00652	Prah.g_00474
OG0000112	Prbb.g_00653	Prah.g_00473
OG0000113	Prbb.g_00737	Prah.g_00752
OG0000114	Prbb.g_00781	Prah.g_01823, Prah.g_00669
OG0000115	Prbb.g_00991	Prah.g_00796
OG0000116	Prbb.g_00995	Prah.g_00805
OG0000117	Prbb.g_01067	Prah.g_00912
OG0000118	Prbb.g_01238	Prah.g_02597
OG0000119	Prbb.g_01890	Prah.g_02526
OG0000120	Prbb.g_01510	Prah.g_01315
OG0000121	Prbb.g_01487	Prah.g_01254
OG0000122	Prbb.g_01467	Prah.g_01276
OG0000123	Prbb.g_01456	Prah.g_01237, Prah.g_01238
OG0000124	Prbb.g_01060	Prah.g_00905
OG0000125	Prbb.g_01598	Prah.g_01378
OG0000126	Prbb.g_01639	Prah.g_01576
OG0000127	Prbb.g_01673	Prah.g_00424
OG0000128	Prbb.g_01687	Prah.g_00407
OG0000129	Prbb.g_01721	Prah.g_00361
OG0000130	Prbb.g_01821	Prah.g_01672
OG0000131	Prbb.g_01858	Prah.g_01725
OG0000132	Prbb.g_01860	Prah.g_01728
OG0000133	Prbb.g_01959	Prah.g_02038
OG0000134	Prbb.g_01995	Prah.g_02001
OG0000135	Prbb.g_01997	Prah.g_01999
OG0000136	Prbb.g_02046	Prah.g_02244
OG0000137	Prbb.g_02082	Prah.g_00089
OG0000138	Prbb.g_02131	Prah.g_02498
OG0000139	Prbb.g_02168	Prah.g_02578
OG0000140	Prbb.g_00001	Prah.g_00002
OG0000141	Prbb.g_00002	Prah.g_00003
OG0000142	Prbb.g_00004	Prah.g_00005
OG0000143	Prbb.g_00005	Prah.g_00006
OG0000144	Prbb.g_00008	Prah.g_00008
OG0000145	Prbb.g_00009	Prah.g_00010
OG0000146	Prbb.g_00010	Prah.g_00011
OG0000147	Prbb.g_00011	Prah.g_00012
OG0000148	Prbb.g_00013	Prah.g_00014
OG0000149	Prbb.g_00015	Prah.g_00016
OG0000150	Prbb.g_00016	Prah.g_00017
OG0000151	Prbb.g_00017	Prah.g_00022
OG0000152	Prbb.g_00018	Prah.g_00023
OG0000153	Prbb.g_00019	Prah.g_00024
OG0000154	Prbb.g_00020	Prah.g_00025
OG0000155	Prbb.g_00021	Prah.g_00026
OG0000156	Prbb.g_00022	Prah.g_00027
OG0000157	Prbb.g_00023	Prah.g_00028
OG0000158	Prbb.g_00025	Prah.g_00030
OG0000159	Prbb.g_00026	Prah.g_00031
OG0000160	Prbb.g_00027	Prah.g_00032
OG0000161	Prbb.g_00028	Prah.g_00033
OG0000162	Prbb.g_00029	Prah.g_00034
OG0000163	Prbb.g_00030	Prah.g_00036
OG0000164	Prbb.g_00033	Prah.g_00041
OG0000165	Prbb.g_00035	Prah.g_00046
OG0000166	Prbb.g_00036	Prah.g_00047
OG0000167	Prbb.g_00037	Prah.g_00048
OG0000168	Prbb.g_00055	Prah.g_00049
OG0000169	Prbb.g_00057	Prah.g_00051
OG0000170	Prbb.g_00058	Prah.g_02488
OG0000171	Prbb.g_00059	Prah.g_02486
OG0000172	Prbb.g_00060	Prah.g_02485
OG0000173	Prbb.g_00061	Prah.g_02478
OG0000174	Prbb.g_00062	Prah.g_02471
OG0000175	Prbb.g_00063	Prah.g_02466
OG0000176	Prbb.g_00065	Prah.g_02457
OG0000177	Prbb.g_00066	Prah.g_02454
OG0000178	Prbb.g_00067	Prah.g_02453
OG0000179	Prbb.g_00119	Prah.g_01830
OG0000180	Prbb.g_00120	Prah.g_01833
OG0000181	Prbb.g_00121	Prah.g_01834
OG0000182	Prbb.g_00124	Prah.g_01838
OG0000183	Prbb.g_00125	Prah.g_01839
OG0000184	Prbb.g_00128	Prah.g_01843
OG0000185	Prbb.g_00132	Prah.g_01849
OG0000186	Prbb.g_00133	Prah.g_01850
OG0000187	Prbb.g_00134	Prah.g_01211
OG0000188	Prbb.g_00135	Prah.g_01851
OG0000189	Prbb.g_00136	Prah.g_01859
OG0000190	Prbb.g_00137	Prah.g_01860
OG0000191	Prbb.g_00138	Prah.g_01861
OG0000192	Prbb.g_00139	Prah.g_01862
OG0000193	Prbb.g_00140	Prah.g_01863
OG0000194	Prbb.g_00141	Prah.g_01864
OG0000195	Prbb.g_00143	Prah.g_01866
OG0000196	Prbb.g_00144	Prah.g_01867
OG0000197	Prbb.g_00145	Prah.g_01873
OG0000198	Prbb.g_00146	Prah.g_01877
OG0000199	Prbb.g_00149	Prah.g_01882
OG0000200	Prbb.g_00150	Prah.g_01883
OG0000201	Prbb.g_00151	Prah.g_01884
OG0000202	Prbb.g_00152	Prah.g_01886
OG0000203	Prbb.g_00153	Prah.g_01887
OG0000204	Prbb.g_00154	Prah.g_01888
OG0000205	Prbb.g_00156	Prah.g_01890
OG0000206	Prbb.g_00157	Prah.g_01891
OG0000207	Prbb.g_00158	Prah.g_01892
OG0000208	Prbb.g_00159	Prah.g_01893
OG0000209	Prbb.g_00160	Prah.g_01894
OG0000210	Prbb.g_00161	Prah.g_01896
OG0000211	Prbb.g_00162	Prah.g_01897
OG0000212	Prbb.g_00163	Prah.g_01898
OG0000213	Prbb.g_00164	Prah.g_01901
OG0000214	Prbb.g_00168	Prah.g_01908
OG0000215	Prbb.g_00169	Prah.g_00195
OG0000216	Prbb.g_00171	Prah.g_00193
OG0000217	Prbb.g_00173	Prah.g_00191
OG0000218	Prbb.g_00174	Prah.g_00189
OG0000219	Prbb.g_00175	Prah.g_00188
OG0000220	Prbb.g_00177	Prah.g_00183
OG0000221	Prbb.g_00180	Prah.g_00175
OG0000222	Prbb.g_00181	Prah.g_00174
OG0000223	Prbb.g_00182	Prah.g_00173
OG0000224	Prbb.g_00185	Prah.g_02252
OG0000225	Prbb.g_00187	Prah.g_02254
OG0000226	Prbb.g_00189	Prah.g_02257
OG0000227	Prbb.g_00190	Prah.g_02259
OG0000228	Prbb.g_00191	Prah.g_02260
OG0000229	Prbb.g_00192	Prah.g_02261
OG0000230	Prbb.g_00193	Prah.g_02262
OG0000231	Prbb.g_01101	Prah.g_02264
OG0000232	Prbb.g_00194	Prah.g_02265
OG0000233	Prbb.g_00197	Prah.g_02269
OG0000234	Prbb.g_00200	Prah.g_02280
OG0000235	Prbb.g_00202	Prah.g_02282
OG0000236	Prbb.g_00203	Prah.g_02283
OG0000237	Prbb.g_00204	Prah.g_02284
OG0000238	Prbb.g_00205	Prah.g_02285
OG0000239	Prbb.g_00206	Prah.g_02286
OG0000240	Prbb.g_00208	Prah.g_02288
OG0000241	Prbb.g_00209	Prah.g_02289
OG0000242	Prbb.g_00210	Prah.g_02290
OG0000243	Prbb.g_00211	Prah.g_02291
OG0000244	Prbb.g_00212	Prah.g_02292
OG0000245	Prbb.g_00213	Prah.g_02294
OG0000246	Prbb.g_00215	Prah.g_02296
OG0000247	Prbb.g_00216	Prah.g_02297
OG0000248	Prbb.g_00217	Prah.g_02298
OG0000249	Prbb.g_00218	Prah.g_02299
OG0000250	Prbb.g_00219	Prah.g_02300
OG0000251	Prbb.g_00220	Prah.g_02301
OG0000252	Prbb.g_00221	Prah.g_02302
OG0000253	Prbb.g_00222	Prah.g_02303
OG0000254	Prbb.g_00224	Prah.g_02305
OG0000255	Prbb.g_00225	Prah.g_02306
OG0000256	Prbb.g_00228	Prah.g_02309
OG0000257	Prbb.g_00229	Prah.g_02310
OG0000258	Prbb.g_00230	Prah.g_02311
OG0000259	Prbb.g_00231	Prah.g_02312
OG0000260	Prbb.g_00232	Prah.g_02313
OG0000261	Prbb.g_00233	Prah.g_02314
OG0000262	Prbb.g_00234	Prah.g_02315
OG0000263	Prbb.g_00235	Prah.g_02316
OG0000264	Prbb.g_00237	Prah.g_00709
OG0000265	Prbb.g_00238	Prah.g_02321
OG0000266	Prbb.g_00239	Prah.g_02323
OG0000267	Prbb.g_00241	Prah.g_02334
OG0000268	Prbb.g_00243	Prah.g_02336
OG0000269	Prbb.g_00244	Prah.g_02339
OG0000270	Prbb.g_00245	Prah.g_02341
OG0000271	Prbb.g_00246	Prah.g_02344
OG0000272	Prbb.g_00247	Prah.g_02345
OG0000273	Prbb.g_00248	Prah.g_02350
OG0000274	Prbb.g_00249	Prah.g_02352
OG0000275	Prbb.g_00250	Prah.g_02353
OG0000276	Prbb.g_00251	Prah.g_02354
OG0000277	Prbb.g_00252	Prah.g_02355
OG0000278	Prbb.g_00253	Prah.g_02356
OG0000279	Prbb.g_00254	Prah.g_02357
OG0000280	Prbb.g_00255	Prah.g_02358
OG0000281	Prbb.g_00257	Prah.g_02360
OG0000282	Prbb.g_00258	Prah.g_02361
OG0000283	Prbb.g_00260	Prah.g_02364
OG0000284	Prbb.g_00261	Prah.g_02365
OG0000285	Prbb.g_00262	Prah.g_02370
OG0000286	Prbb.g_00264	Prah.g_02372
OG0000287	Prbb.g_00265	Prah.g_02420
OG0000288	Prbb.g_00266	Prah.g_02419
OG0000289	Prbb.g_00267	Prah.g_02418
OG0000290	Prbb.g_00268	Prah.g_02417
OG0000291	Prbb.g_00269	Prah.g_02415
OG0000292	Prbb.g_00270	Prah.g_02411
OG0000293	Prbb.g_00271	Prah.g_02410
OG0000294	Prbb.g_00272	Prah.g_02409
OG0000295	Prbb.g_00273	Prah.g_02403
OG0000296	Prbb.g_00274	Prah.g_02402
OG0000297	Prbb.g_00275	Prah.g_02400
OG0000298	Prbb.g_00276	Prah.g_02399
OG0000299	Prbb.g_00277	Prah.g_02398
OG0000300	Prbb.g_00278	Prah.g_02397
OG0000301	Prbb.g_00279	Prah.g_02396
OG0000302	Prbb.g_00280	Prah.g_02395
OG0000303	Prbb.g_00281	Prah.g_02394
OG0000304	Prbb.g_00282	Prah.g_02392
OG0000305	Prbb.g_00283	Prah.g_02391
OG0000306	Prbb.g_00284	Prah.g_02390
OG0000307	Prbb.g_00285	Prah.g_01786
OG0000308	Prbb.g_00286	Prah.g_01411
OG0000309	Prbb.g_00287	Prah.g_01412
OG0000310	Prbb.g_00288	Prah.g_01413
OG0000311	Prbb.g_00290	Prah.g_01782
OG0000312	Prbb.g_00292	Prah.g_01781
OG0000313	Prbb.g_00293	Prah.g_01779
OG0000314	Prbb.g_00297	Prah.g_01773
OG0000315	Prbb.g_00298	Prah.g_01772
OG0000316	Prbb.g_00300	Prah.g_02074
OG0000317	Prbb.g_00302	Prah.g_02078
OG0000318	Prbb.g_00303	Prah.g_02079
OG0000319	Prbb.g_00304	Prah.g_02080
OG0000320	Prbb.g_00305	Prah.g_02082
OG0000321	Prbb.g_00306	Prah.g_02087
OG0000322	Prbb.g_00309	Prah.g_02098
OG0000323	Prbb.g_00310	Prah.g_02099
OG0000324	Prbb.g_00313	Prah.g_02101
OG0000325	Prbb.g_00314	Prah.g_02103
OG0000326	Prbb.g_00315	Prah.g_02105
OG0000327	Prbb.g_00316	Prah.g_02111
OG0000328	Prbb.g_00317	Prah.g_01785
OG0000329	Prbb.g_00318	Prah.g_02114
OG0000330	Prbb.g_00319	Prah.g_02115
OG0000331	Prbb.g_00320	Prah.g_02117
OG0000332	Prbb.g_00321	Prah.g_02118
OG0000333	Prbb.g_00322	Prah.g_02119
OG0000334	Prbb.g_00323	Prah.g_02120
OG0000335	Prbb.g_00324	Prah.g_02121
OG0000336	Prbb.g_00326	Prah.g_02123
OG0000337	Prbb.g_00328	Prah.g_02128
OG0000338	Prbb.g_00329	Prah.g_02129
OG0000339	Prbb.g_00330	Prah.g_02130
OG0000340	Prbb.g_00331	Prah.g_02132
OG0000341	Prbb.g_00334	Prah.g_02137
OG0000342	Prbb.g_00335	Prah.g_02138
OG0000343	Prbb.g_00337	Prah.g_02140
OG0000344	Prbb.g_00338	Prah.g_02142
OG0000345	Prbb.g_00339	Prah.g_02143
OG0000346	Prbb.g_00340	Prah.g_02144
OG0000347	Prbb.g_00341	Prah.g_02145
OG0000348	Prbb.g_00342	Prah.g_02146
OG0000349	Prbb.g_00343	Prah.g_02147
OG0000350	Prbb.g_00344	Prah.g_02148
OG0000351	Prbb.g_00346	Prah.g_02152
OG0000352	Prbb.g_00349	Prah.g_02156
OG0000353	Prbb.g_00350	Prah.g_02157
OG0000354	Prbb.g_00351	Prah.g_02158
OG0000355	Prbb.g_00352	Prah.g_02159
OG0000356	Prbb.g_00353	Prah.g_02166
OG0000357	Prbb.g_00354	Prah.g_02167
OG0000358	Prbb.g_00355	Prah.g_02168
OG0000359	Prbb.g_00356	Prah.g_02170
OG0000360	Prbb.g_00359	Prah.g_02172
OG0000361	Prbb.g_00360	Prah.g_02173
OG0000362	Prbb.g_00361	Prah.g_02174
OG0000363	Prbb.g_00362	Prah.g_02175
OG0000364	Prbb.g_00363	Prah.g_02176
OG0000365	Prbb.g_00364	Prah.g_02177
OG0000366	Prbb.g_00365	Prah.g_02178
OG0000367	Prbb.g_00366	Prah.g_02179
OG0000368	Prbb.g_00367	Prah.g_02180
OG0000369	Prbb.g_00368	Prah.g_02181
OG0000370	Prbb.g_00369	Prah.g_02182
OG0000371	Prbb.g_00370	Prah.g_02183
OG0000372	Prbb.g_00372	Prah.g_02186
OG0000373	Prbb.g_00374	Prah.g_02197
OG0000374	Prbb.g_00375	Prah.g_02199
OG0000375	Prbb.g_00376	Prah.g_02207
OG0000376	Prbb.g_00378	Prah.g_01956
OG0000377	Prbb.g_00384	Prah.g_01949
OG0000378	Prbb.g_00739	Prah.g_01948
OG0000379	Prbb.g_00394	Prah.g_01940
OG0000380	Prbb.g_00396	Prah.g_01938
OG0000381	Prbb.g_00397	Prah.g_01937
OG0000382	Prbb.g_00398	Prah.g_01935
OG0000383	Prbb.g_00401	Prah.g_01930
OG0000384	Prbb.g_00402	Prah.g_01929
OG0000385	Prbb.g_00404	Prah.g_01922
OG0000386	Prbb.g_00405	Prah.g_01921
OG0000387	Prbb.g_00406	Prah.g_01920
OG0000388	Prbb.g_00407	Prah.g_01919
OG0000389	Prbb.g_00408	Prah.g_01918
OG0000390	Prbb.g_00409	Prah.g_01917
OG0000391	Prbb.g_00410	Prah.g_01916
OG0000392	Prbb.g_00411	Prah.g_01915
OG0000393	Prbb.g_00415	Prah.g_00204
OG0000394	Prbb.g_00416	Prah.g_00205
OG0000395	Prbb.g_00419	Prah.g_00209
OG0000396	Prbb.g_00836	Prah.g_00579
OG0000397	Prbb.g_01094	Prah.g_01837
OG0000398	Prbb.g_01124	Prah.g_01661
OG0000399	Prbb.g_01288	Prah.g_01181
OG0000400	Prbb.g_01923	Prah.g_02072
OG0000401	Prbb.g_00436	Prah.g_00218
OG0000402	Prbb.g_00437	Prah.g_00219
OG0000403	Prbb.g_00438	Prah.g_00221
OG0000404	Prbb.g_00440	Prah.g_00229
OG0000405	Prbb.g_00441	Prah.g_00230
OG0000406	Prbb.g_00443	Prah.g_00232
OG0000407	Prbb.g_00444	Prah.g_00233
OG0000408	Prbb.g_00445	Prah.g_00234
OG0000409	Prbb.g_00446	Prah.g_00235
OG0000410	Prbb.g_00447	Prah.g_00237
OG0000411	Prbb.g_00448	Prah.g_00238
OG0000412	Prbb.g_00449	Prah.g_00239
OG0000413	Prbb.g_00450	Prah.g_00240
OG0000414	Prbb.g_00451	Prah.g_00241
OG0000415	Prbb.g_00452	Prah.g_00242
OG0000416	Prbb.g_00453	Prah.g_00247
OG0000417	Prbb.g_00454	Prah.g_00251
OG0000418	Prbb.g_00455	Prah.g_00252
OG0000419	Prbb.g_00456	Prah.g_00253
OG0000420	Prbb.g_00457	Prah.g_00254
OG0000421	Prbb.g_00458	Prah.g_00255
OG0000422	Prbb.g_00460	Prah.g_00257
OG0000423	Prbb.g_00461	Prah.g_00258
OG0000424	Prbb.g_00462	Prah.g_00261
OG0000425	Prbb.g_00468	Prah.g_00290
OG0000426	Prbb.g_00469	Prah.g_00291
OG0000427	Prbb.g_00470	Prah.g_00294
OG0000428	Prbb.g_00472	Prah.g_00304
OG0000429	Prbb.g_00473	Prah.g_00306
OG0000430	Prbb.g_00475	Prah.g_00308
OG0000431	Prbb.g_00476	Prah.g_00310
OG0000432	Prbb.g_00477	Prah.g_00311
OG0000433	Prbb.g_00480	Prah.g_01575
OG0000434	Prbb.g_00482	Prah.g_01572
OG0000435	Prbb.g_00483	Prah.g_01567
OG0000436	Prbb.g_00486	Prah.g_01565
OG0000437	Prbb.g_00488	Prah.g_01563
OG0000438	Prbb.g_00489	Prah.g_01562
OG0000439	Prbb.g_00490	Prah.g_01561
OG0000440	Prbb.g_00491	Prah.g_01558
OG0000441	Prbb.g_00492	Prah.g_01556
OG0000442	Prbb.g_00493	Prah.g_01555
OG0000443	Prbb.g_00494	Prah.g_01554
OG0000444	Prbb.g_00495	Prah.g_01553
OG0000445	Prbb.g_00496	Prah.g_01552
OG0000446	Prbb.g_00497	Prah.g_01551
OG0000447	Prbb.g_00498	Prah.g_01550
OG0000448	Prbb.g_00499	Prah.g_01549
OG0000449	Prbb.g_00504	Prah.g_01541
OG0000450	Prbb.g_00505	Prah.g_01540
OG0000451	Prbb.g_00506	Prah.g_01539
OG0000452	Prbb.g_00507	Prah.g_01538
OG0000453	Prbb.g_00509	Prah.g_01535
OG0000454	Prbb.g_00510	Prah.g_01534
OG0000455	Prbb.g_00511	Prah.g_01533
OG0000456	Prbb.g_00512	Prah.g_01532
OG0000457	Prbb.g_00514	Prah.g_01530
OG0000458	Prbb.g_00516	Prah.g_01529
OG0000459	Prbb.g_00517	Prah.g_01528
OG0000460	Prbb.g_00519	Prah.g_01526
OG0000461	Prbb.g_00520	Prah.g_01525
OG0000462	Prbb.g_00521	Prah.g_01524
OG0000463	Prbb.g_00523	Prah.g_01519
OG0000464	Prbb.g_00527	Prah.g_01514
OG0000465	Prbb.g_00528	Prah.g_01513
OG0000466	Prbb.g_00529	Prah.g_01512
OG0000467	Prbb.g_00530	Prah.g_01510
OG0000468	Prbb.g_00531	Prah.g_01509
OG0000469	Prbb.g_00532	Prah.g_01505
OG0000470	Prbb.g_00533	Prah.g_01094
OG0000471	Prbb.g_00534	Prah.g_01035
OG0000472	Prbb.g_00537	Prah.g_01500
OG0000473	Prbb.g_00538	Prah.g_01498
OG0000474	Prbb.g_00539	Prah.g_01496
OG0000475	Prbb.g_00540	Prah.g_01495
OG0000476	Prbb.g_00541	Prah.g_01489
OG0000477	Prbb.g_00543	Prah.g_01484
OG0000478	Prbb.g_00544	Prah.g_01482
OG0000479	Prbb.g_00545	Prah.g_01480
OG0000480	Prbb.g_00547	Prah.g_01474
OG0000481	Prbb.g_00548	Prah.g_01473
OG0000482	Prbb.g_00550	Prah.g_01472
OG0000483	Prbb.g_00551	Prah.g_01470
OG0000484	Prbb.g_00552	Prah.g_01469
OG0000485	Prbb.g_00553	Prah.g_01468
OG0000486	Prbb.g_00554	Prah.g_01467
OG0000487	Prbb.g_00555	Prah.g_01466
OG0000488	Prbb.g_00557	Prah.g_01464
OG0000489	Prbb.g_00558	Prah.g_01463
OG0000490	Prbb.g_00559	Prah.g_01462
OG0000491	Prbb.g_00560	Prah.g_01461
OG0000492	Prbb.g_00561	Prah.g_01460
OG0000493	Prbb.g_00562	Prah.g_01459
OG0000494	Prbb.g_00564	Prah.g_01458
OG0000495	Prbb.g_00565	Prah.g_01457
OG0000496	Prbb.g_00566	Prah.g_01454
OG0000497	Prbb.g_00567	Prah.g_01452
OG0000498	Prbb.g_00568	Prah.g_01451
OG0000499	Prbb.g_00570	Prah.g_01449
OG0000500	Prbb.g_00571	Prah.g_01448
OG0000501	Prbb.g_00573	Prah.g_01445
OG0000502	Prbb.g_00574	Prah.g_01444
OG0000503	Prbb.g_00575	Prah.g_01443
OG0000504	Prbb.g_00576	Prah.g_01441
OG0000505	Prbb.g_00577	Prah.g_01440
OG0000506	Prbb.g_00578	Prah.g_01439
OG0000507	Prbb.g_00579	Prah.g_01438
OG0000508	Prbb.g_00580	Prah.g_01434
OG0000509	Prbb.g_00581	Prah.g_01433
OG0000510	Prbb.g_00582	Prah.g_01432
OG0000511	Prbb.g_00583	Prah.g_01431
OG0000512	Prbb.g_00584	Prah.g_01430
OG0000513	Prbb.g_00585	Prah.g_01429
OG0000514	Prbb.g_00586	Prah.g_01428
OG0000515	Prbb.g_00587	Prah.g_01425
OG0000516	Prbb.g_00588	Prah.g_01424
OG0000517	Prbb.g_00589	Prah.g_01423
OG0000518	Prbb.g_00591	Prah.g_01417
OG0000519	Prbb.g_00592	Prah.g_01416
OG0000520	Prbb.g_00594	Prah.g_01415
OG0000521	Prbb.g_00593	Prah.g_01414
OG0000522	Prbb.g_00595	Prah.g_01408
OG0000523	Prbb.g_00596	Prah.g_01407
OG0000524	Prbb.g_00597	Prah.g_01406
OG0000525	Prbb.g_00599	Prah.g_01404
OG0000526	Prbb.g_00600	Prah.g_01403
OG0000527	Prbb.g_00601	Prah.g_01402
OG0000528	Prbb.g_00602	Prah.g_01401
OG0000529	Prbb.g_00603	Prah.g_01400
OG0000530	Prbb.g_00604	Prah.g_01399
OG0000531	Prbb.g_00606	Prah.g_01396
OG0000532	Prbb.g_00607	Prah.g_01394
OG0000533	Prbb.g_00608	Prah.g_01393
OG0000534	Prbb.g_00609	Prah.g_01392
OG0000535	Prbb.g_00610	Prah.g_01391
OG0000536	Prbb.g_00611	Prah.g_01390
OG0000537	Prbb.g_00612	Prah.g_01389
OG0000538	Prbb.g_00613	Prah.g_01388
OG0000539	Prbb.g_00614	Prah.g_01387
OG0000540	Prbb.g_00615	Prah.g_01385
OG0000541	Prbb.g_00616	Prah.g_00532
OG0000542	Prbb.g_00617	Prah.g_00531
OG0000543	Prbb.g_00618	Prah.g_00530
OG0000544	Prbb.g_00619	Prah.g_00529
OG0000545	Prbb.g_00622	Prah.g_00526
OG0000546	Prbb.g_00623	Prah.g_00525
OG0000547	Prbb.g_00624	Prah.g_00523
OG0000548	Prbb.g_00626	Prah.g_00518
OG0000549	Prbb.g_00627	Prah.g_00517
OG0000550	Prbb.g_00628	Prah.g_00516
OG0000551	Prbb.g_00629	Prah.g_00513
OG0000552	Prbb.g_00630	Prah.g_00510
OG0000553	Prbb.g_00631	Prah.g_00509
OG0000554	Prbb.g_00632	Prah.g_00506
OG0000555	Prbb.g_00633	Prah.g_00505
