Orthogroup	Praj	Syao
OG0000256	Praj.g_00615	Syao.g_01328
OG0000257	Praj.g_00618	Syao.g_00884
OG0000258	Praj.g_00631	Syao.g_00907
OG0000259	Praj.g_00648	Syao.g_00933, Syao.g_00932
OG0000260	Praj.g_00651	Syao.g_00936
OG0000261	Praj.g_00654	Syao.g_00941
OG0000262	Praj.g_00659	Syao.g_00946
OG0000263	Praj.g_00673	Syao.g_00247
OG0000264	Praj.g_00684	Syao.g_00699
OG0000265	Praj.g_00698	Syao.g_00049
OG0000266	Praj.g_00708	Syao.g_00480
OG0000267	Praj.g_00721	Syao.g_00589
OG0000268	Praj.g_00722	Syao.g_00588
OG0000269	Praj.g_00764	Syao.g_00751
OG0000270	Praj.g_00767	Syao.g_00754
OG0000271	Praj.g_00775	Syao.g_00762
OG0000272	Praj.g_00776	Syao.g_00763
OG0000273	Praj.g_00801	Syao.g_00791
OG0000274	Praj.g_00802	Syao.g_00792
OG0000275	Praj.g_00804	Syao.g_00438
OG0000276	Praj.g_00810	Syao.g_00558
OG0000277	Praj.g_00811	Syao.g_00557
OG0000278	Praj.g_00815	Syao.g_00554
OG0000279	Praj.g_00822	Syao.g_00529
OG0000280	Praj.g_01326	Syao.g_00608
OG0000281	Praj.g_00829	Syao.g_01377
OG0000282	Praj.g_00889	Syao.g_00967
OG0000283	Praj.g_00920	Syao.g_00640
OG0000284	Praj.g_00925	Syao.g_00634
OG0000285	Praj.g_00930	Syao.g_00706
OG0000286	Praj.g_00945	Syao.g_00675
OG0000287	Praj.g_00085	Syao.g_00825
OG0000288	Praj.g_00994	Syao.g_00446
OG0000289	Praj.g_01005	Syao.g_00461
OG0000290	Praj.g_01021	Syao.g_00428
OG0000291	Praj.g_01023	Syao.g_00333
OG0000292	Praj.g_01196	Syao.g_02196
OG0000293	Praj.g_01470	Syao.g_00136
OG0000294	Praj.g_01469	Syao.g_00135
OG0000295	Praj.g_01447	Syao.g_00186
OG0000296	Praj.g_01445	Syao.g_00184
OG0000299	Praj.g_01417	Syao.g_00231
OG0000301	Praj.g_01413	Syao.g_00272, Syao.g_00273
OG0000302	Praj.g_01410	Syao.g_00271
OG0000303	Praj.g_01405	Syao.g_00262
OG0000304	Praj.g_01402	Syao.g_00256
OG0000305	Praj.g_01734	Syao.g_00388
OG0000306	Praj.g_00833	Syao.g_01216
OG0000307	Praj.g_01584	Syao.g_00045
OG0000308	Praj.g_01585	Syao.g_00047
OG0000309	Praj.g_01589	Syao.g_02705
OG0000310	Praj.g_01616	Syao.g_01530
OG0000311	Praj.g_01618	Syao.g_01533
OG0000312	Praj.g_01621	Syao.g_01538
OG0000313	Praj.g_01636	Syao.g_01491
OG0000314	Praj.g_01657	Syao.g_00078
OG0000315	Praj.g_01667	Syao.g_00088
OG0000316	Praj.g_01692	Syao.g_01602
OG0000317	Praj.g_01766	Syao.g_01560
OG0000318	Praj.g_01769	Syao.g_01553
OG0000319	Praj.g_01780	Syao.g_01678
OG0000320	Praj.g_01782	Syao.g_01676
OG0000321	Praj.g_01783	Syao.g_01675
OG0000322	Praj.g_01784	Syao.g_01674
OG0000323	Praj.g_01793	Syao.g_01661
OG0000324	Praj.g_01820	Syao.g_01630
OG0000325	Praj.g_01870	Syao.g_01936
OG0000326	Praj.g_01876	Syao.g_01918
OG0000327	Praj.g_01910	Syao.g_01795
OG0000328	Praj.g_01911	Syao.g_01794
OG0000329	Praj.g_01928	Syao.g_01776
OG0000330	Praj.g_01929	Syao.g_01775
OG0000331	Praj.g_01930	Syao.g_01774
OG0000332	Praj.g_01944	Syao.g_01813
OG0000333	Praj.g_01946	Syao.g_01810
OG0000334	Praj.g_01955	Syao.g_01836
OG0000335	Praj.g_01960	Syao.g_01831
OG0000336	Praj.g_01964	Syao.g_01827
OG0000337	Praj.g_01982	Syao.g_01968
OG0000338	Praj.g_01983	Syao.g_01962
OG0000339	Praj.g_01988	Syao.g_02259
OG0000340	Praj.g_01997	Syao.g_02129
OG0000341	Praj.g_01999	Syao.g_02131
OG0000342	Praj.g_02000	Syao.g_02132
OG0000343	Praj.g_02001	Syao.g_02133
OG0000344	Praj.g_02004	Syao.g_02137
OG0000345	Praj.g_02009	Syao.g_01953
OG0000346	Praj.g_02013	Syao.g_01948
OG0000347	Praj.g_02034	Syao.g_02178
OG0000348	Praj.g_02064	Syao.g_02166
OG0000349	Praj.g_02082	Syao.g_02219
OG0000350	Praj.g_02103	Syao.g_01925
OG0000351	Praj.g_02128	Syao.g_02331
OG0000352	Praj.g_02129	Syao.g_02332
OG0000353	Praj.g_02148	Syao.g_02160
OG0000355	Praj.g_00001	Syao.g_02162
OG0000356	Praj.g_00002	Syao.g_02163
OG0000357	Praj.g_00003	Syao.g_02164
OG0000358	Praj.g_00007	Syao.g_02154
OG0000359	Praj.g_00008	Syao.g_02152
OG0000360	Praj.g_00009	Syao.g_02151
OG0000361	Praj.g_00010	Syao.g_02150
OG0000362	Praj.g_00012	Syao.g_01954
OG0000363	Praj.g_00014	Syao.g_02255
OG0000364	Praj.g_00015	Syao.g_01558
OG0000365	Praj.g_00020	Syao.g_02246
OG0000366	Praj.g_00021	Syao.g_02245
OG0000367	Praj.g_00022	Syao.g_02244
OG0000368	Praj.g_00024	Syao.g_02242
OG0000369	Praj.g_00025	Syao.g_02241
OG0000370	Praj.g_00026	Syao.g_02240
OG0000371	Praj.g_00032	Syao.g_02231
OG0000372	Praj.g_00034	Syao.g_02226
OG0000373	Praj.g_00035	Syao.g_02225
OG0000374	Praj.g_00036	Syao.g_02224
OG0000375	Praj.g_00044	Syao.g_02223
OG0000376	Praj.g_00046	Syao.g_02221
OG0000377	Praj.g_00049	Syao.g_02429
OG0000378	Praj.g_00051	Syao.g_02414
OG0000379	Praj.g_00054	Syao.g_02409
OG0000380	Praj.g_00104	Syao.g_02616
OG0000381	Praj.g_00108	Syao.g_02618
OG0000382	Praj.g_00119	Syao.g_02636
OG0000383	Praj.g_00121	Syao.g_02643
OG0000384	Praj.g_00122	Syao.g_02644
OG0000385	Praj.g_00123	Syao.g_02645
OG0000386	Praj.g_00124	Syao.g_02646
OG0000387	Praj.g_00137	Syao.g_01019
OG0000388	Praj.g_00141	Syao.g_02596
OG0000389	Praj.g_00144	Syao.g_02599
OG0000390	Praj.g_00153	Syao.g_02567
OG0000391	Praj.g_00157	Syao.g_02572
OG0000392	Praj.g_00160	Syao.g_02578
OG0000393	Praj.g_00163	Syao.g_02581
OG0000394	Praj.g_00164	Syao.g_02582
OG0000395	Praj.g_00165	Syao.g_02583
OG0000396	Praj.g_00168	Syao.g_02586
OG0000397	Praj.g_00170	Syao.g_02542
OG0000398	Praj.g_00173	Syao.g_02547
OG0000399	Praj.g_00174	Syao.g_02548
OG0000400	Praj.g_00175	Syao.g_02549
OG0000401	Praj.g_00176	Syao.g_02550
OG0000402	Praj.g_01057	Syao.g_02552
OG0000403	Praj.g_00177	Syao.g_02553
OG0000404	Praj.g_00178	Syao.g_02554
OG0000405	Praj.g_00183	Syao.g_02478
OG0000406	Praj.g_00187	Syao.g_02482
OG0000407	Praj.g_00188	Syao.g_02483
OG0000408	Praj.g_00190	Syao.g_02485
OG0000409	Praj.g_00192	Syao.g_02487
OG0000410	Praj.g_00193	Syao.g_02488
OG0000411	Praj.g_00194	Syao.g_02489
OG0000412	Praj.g_00195	Syao.g_02490
OG0000413	Praj.g_00196	Syao.g_02492
OG0000414	Praj.g_00197	Syao.g_02493
OG0000415	Praj.g_00198	Syao.g_02494
OG0000416	Praj.g_00199	Syao.g_02495
OG0000417	Praj.g_00200	Syao.g_02497
OG0000418	Praj.g_00205	Syao.g_02502
OG0000419	Praj.g_00207	Syao.g_02504
OG0000420	Praj.g_00208	Syao.g_02506
OG0000421	Praj.g_00212	Syao.g_02510
OG0000422	Praj.g_00213	Syao.g_02511
OG0000423	Praj.g_00214	Syao.g_02512
OG0000424	Praj.g_00215	Syao.g_02513
OG0000425	Praj.g_00216	Syao.g_02514
OG0000426	Praj.g_00217	Syao.g_02515
OG0000427	Praj.g_00218	Syao.g_02516
OG0000428	Praj.g_00220	Syao.g_02519
OG0000429	Praj.g_00221	Syao.g_02522
OG0000430	Praj.g_00222	Syao.g_02523
OG0000431	Praj.g_00224	Syao.g_02526
OG0000432	Praj.g_00228	Syao.g_02532
OG0000433	Praj.g_00229	Syao.g_02534
OG0000434	Praj.g_00230	Syao.g_02535
OG0000435	Praj.g_00231	Syao.g_02538
OG0000436	Praj.g_00236	Syao.g_02458
OG0000437	Praj.g_00237	Syao.g_02459
OG0000438	Praj.g_00238	Syao.g_02460
OG0000439	Praj.g_00240	Syao.g_02462
OG0000440	Praj.g_00241	Syao.g_02463
OG0000441	Praj.g_00243	Syao.g_02466
OG0000442	Praj.g_00244	Syao.g_02467
OG0000443	Praj.g_00245	Syao.g_02468
OG0000444	Praj.g_00250	Syao.g_02473
OG0000445	Praj.g_00251	Syao.g_02474
OG0000446	Praj.g_00252	Syao.g_02476
OG0000447	Praj.g_00253	Syao.g_02383
OG0000448	Praj.g_00254	Syao.g_02384
OG0000449	Praj.g_00255	Syao.g_02385
OG0000450	Praj.g_00256	Syao.g_02391
OG0000451	Praj.g_00257	Syao.g_02392
OG0000452	Praj.g_00260	Syao.g_02396
OG0000453	Praj.g_00261	Syao.g_02397
OG0000454	Praj.g_00262	Syao.g_02398
OG0000455	Praj.g_00263	Syao.g_02399
OG0000456	Praj.g_00264	Syao.g_02400
OG0000457	Praj.g_00265	Syao.g_02402
OG0000458	Praj.g_00266	Syao.g_02403
OG0000459	Praj.g_00267	Syao.g_02404
OG0000460	Praj.g_00275	Syao.g_01702
OG0000461	Praj.g_00283	Syao.g_02119
OG0000462	Praj.g_00285	Syao.g_02116
OG0000463	Praj.g_00286	Syao.g_02115
OG0000464	Praj.g_00287	Syao.g_02114
OG0000465	Praj.g_00288	Syao.g_02112
OG0000466	Praj.g_00289	Syao.g_02107
OG0000467	Praj.g_00290	Syao.g_02106
OG0000468	Praj.g_00292	Syao.g_02102
OG0000469	Praj.g_00299	Syao.g_02087
OG0000470	Praj.g_00301	Syao.g_02085
OG0000471	Praj.g_00302	Syao.g_02084
OG0000472	Praj.g_00303	Syao.g_02082
OG0000473	Praj.g_00305	Syao.g_02080
OG0000474	Praj.g_00306	Syao.g_02079
OG0000475	Praj.g_00307	Syao.g_02078
OG0000476	Praj.g_00309	Syao.g_02076
OG0000477	Praj.g_00311	Syao.g_02069
OG0000478	Praj.g_00312	Syao.g_02068
OG0000479	Praj.g_00313	Syao.g_02067
OG0000480	Praj.g_00318	Syao.g_02060
OG0000481	Praj.g_00320	Syao.g_01012
OG0000482	Praj.g_00321	Syao.g_02058
OG0000483	Praj.g_00324	Syao.g_02054
OG0000484	Praj.g_00325	Syao.g_02053
OG0000485	Praj.g_00326	Syao.g_02052
OG0000486	Praj.g_00327	Syao.g_02051
OG0000487	Praj.g_00330	Syao.g_02044
OG0000488	Praj.g_00333	Syao.g_02040
OG0000489	Praj.g_00338	Syao.g_02033
OG0000490	Praj.g_00343	Syao.g_02025
OG0000491	Praj.g_00344	Syao.g_02024
OG0000492	Praj.g_00346	Syao.g_02022
OG0000493	Praj.g_00347	Syao.g_02021
OG0000494	Praj.g_00348	Syao.g_02020
OG0000495	Praj.g_00349	Syao.g_02018
OG0000496	Praj.g_00350	Syao.g_02017
OG0000497	Praj.g_00351	Syao.g_02016
OG0000498	Praj.g_00352	Syao.g_02015
OG0000499	Praj.g_00353	Syao.g_02014
OG0000500	Praj.g_00354	Syao.g_02013
OG0000501	Praj.g_00356	Syao.g_02010
OG0000502	Praj.g_00359	Syao.g_01974
OG0000503	Praj.g_00380	Syao.g_01877
OG0000504	Praj.g_00382	Syao.g_01875
OG0000505	Praj.g_00383	Syao.g_01874
OG0000506	Praj.g_00384	Syao.g_01872
OG0000507	Praj.g_00387	Syao.g_01866
OG0000508	Praj.g_00390	Syao.g_01750
OG0000509	Praj.g_00392	Syao.g_01755
OG0000510	Praj.g_00393	Syao.g_01756
OG0000511	Praj.g_00394	Syao.g_01757
OG0000512	Praj.g_00396	Syao.g_01759
OG0000513	Praj.g_00406	Syao.g_01720
OG0000514	Praj.g_00425	Syao.g_01727
OG0000515	Praj.g_00426	Syao.g_01728
OG0000516	Praj.g_00427	Syao.g_01730
OG0000517	Praj.g_00429	Syao.g_01735
OG0000518	Praj.g_00440	Syao.g_01621
OG0000519	Praj.g_00441	Syao.g_01622
OG0000520	Praj.g_00442	Syao.g_01512
OG0000521	Praj.g_00447	Syao.g_00061
OG0000522	Praj.g_00449	Syao.g_00059
OG0000523	Praj.g_00450	Syao.g_00058
OG0000524	Praj.g_00457	Syao.g_02699
OG0000525	Praj.g_00461	Syao.g_02691
OG0000526	Praj.g_00462	Syao.g_02688
OG0000527	Praj.g_00465	Syao.g_02684
OG0000528	Praj.g_00471	Syao.g_00031
OG0000529	Praj.g_00474	Syao.g_00027
OG0000530	Praj.g_00477	Syao.g_00122
OG0000531	Praj.g_00478	Syao.g_00121
OG0000532	Praj.g_00479	Syao.g_00118
OG0000533	Praj.g_00480	Syao.g_00116
OG0000534	Praj.g_00481	Syao.g_00115
OG0000535	Praj.g_00482	Syao.g_00114
OG0000536	Praj.g_00483	Syao.g_00113
OG0000537	Praj.g_00484	Syao.g_00112
OG0000538	Praj.g_00492	Syao.g_00100
OG0000539	Praj.g_00493	Syao.g_00099
OG0000540	Praj.g_00494	Syao.g_00098
OG0000541	Praj.g_00495	Syao.g_00097
OG0000542	Praj.g_00497	Syao.g_00167
OG0000543	Praj.g_00499	Syao.g_00165
OG0000544	Praj.g_00500	Syao.g_00164
OG0000545	Praj.g_00502	Syao.g_00162
OG0000546	Praj.g_00505	Syao.g_00160
OG0000547	Praj.g_00507	Syao.g_00158
OG0000548	Praj.g_00508	Syao.g_00157
OG0000549	Praj.g_00511	Syao.g_01391
OG0000550	Praj.g_00515	Syao.g_01396
OG0000551	Praj.g_00518	Syao.g_01401
OG0000552	Praj.g_00519	Syao.g_01402
OG0000553	Praj.g_00520	Syao.g_01404
OG0000554	Praj.g_00525	Syao.g_01413
OG0000555	Praj.g_00533	Syao.g_00875
OG0000556	Praj.g_00535	Syao.g_00871
OG0000557	Praj.g_00536	Syao.g_00866
OG0000558	Praj.g_00538	Syao.g_00864
OG0000559	Praj.g_00542	Syao.g_00860
OG0000560	Praj.g_00545	Syao.g_00857
OG0000561	Praj.g_00546	Syao.g_00856
OG0000562	Praj.g_00547	Syao.g_00855
OG0000563	Praj.g_00548	Syao.g_00854
OG0000564	Praj.g_00549	Syao.g_00853
OG0000565	Praj.g_00552	Syao.g_00849
OG0000566	Praj.g_00554	Syao.g_00845
OG0000567	Praj.g_00558	Syao.g_00841
OG0000568	Praj.g_00559	Syao.g_00839
OG0000569	Praj.g_00560	Syao.g_00838
OG0000570	Praj.g_00561	Syao.g_00837
OG0000571	Praj.g_00563	Syao.g_00834
OG0000572	Praj.g_00574	Syao.g_01033
OG0000573	Praj.g_00579	Syao.g_01022
OG0000574	Praj.g_00581	Syao.g_01021
OG0000575	Praj.g_00584	Syao.g_01000
OG0000576	Praj.g_00586	Syao.g_00996
OG0000577	Praj.g_00587	Syao.g_00995
OG0000578	Praj.g_00588	Syao.g_00994
OG0000579	Praj.g_00589	Syao.g_00993
OG0000580	Praj.g_00590	Syao.g_00992
OG0000581	Praj.g_00593	Syao.g_01059
OG0000582	Praj.g_00596	Syao.g_01204
OG0000583	Praj.g_00597	Syao.g_01205
OG0000584	Praj.g_00598	Syao.g_01206
OG0000585	Praj.g_00600	Syao.g_01054
OG0000586	Praj.g_00601	Syao.g_01055
OG0000587	Praj.g_00602	Syao.g_01057
OG0000588	Praj.g_00606	Syao.g_00406
OG0000589	Praj.g_00609	Syao.g_01342
OG0000590	Praj.g_00610	Syao.g_01341
OG0000591	Praj.g_00613	Syao.g_01330
OG0000592	Praj.g_00614	Syao.g_01329
OG0000593	Praj.g_00620	Syao.g_00890
OG0000594	Praj.g_00621	Syao.g_00891
OG0000595	Praj.g_00622	Syao.g_00892
OG0000596	Praj.g_00626	Syao.g_00897
