Orthogroup	Praj	Prbi
OG0000082	Praj.g_01827	Prbi.g_00587
OG0000083	Praj.g_01121, Praj.g_00411	Prbi.g_00782, Prbi.g_00775
OG0000084	Praj.g_01628	Prbi.g_01585
OG0000085	Praj.g_01762	Prbi.g_01780
OG0000086	Praj.g_00126	Prbi.g_00095
OG0000087	Praj.g_00179	Prbi.g_00147
OG0000088	Praj.g_00206	Prbi.g_00190
OG0000089	Praj.g_00403	Prbi.g_00380
OG0000090	Praj.g_00524	Prbi.g_00536
OG0000091	Praj.g_00630	Prbi.g_00645
OG0000092	Praj.g_00892	Prbi.g_00956
OG0000093	Praj.g_00754	Prbi.g_00977
OG0000094	Praj.g_00846	Prbi.g_01067
OG0000095	Praj.g_01024	Prbi.g_01086
OG0000096	Praj.g_01249	Prbi.g_01156, Prbi.g_01352
OG0000097	Praj.g_01416	Prbi.g_01248
OG0000098	Praj.g_01546	Prbi.g_01421
OG0000099	Praj.g_00372	Prbi.g_01462
OG0000100	Praj.g_01709	Prbi.g_01664
OG0000101	Praj.g_01952	Prbi.g_01938
OG0000102	Praj.g_02017	Prbi.g_01999
OG0000103	Praj.g_02135	Prbi.g_02091
OG0000104	Praj.g_02145	Prbi.g_02099
OG0000105	Praj.g_00310	Prbi.g_00298
OG0000106	Praj.g_01156, Praj.g_01282	Prbi.g_00394
OG0000107	Praj.g_01869	Prbi.g_00409
OG0000108	Praj.g_00473	Prbi.g_00483
OG0000109	Praj.g_00486	Prbi.g_00497
OG0000110	Praj.g_00565	Prbi.g_00577
OG0000111	Praj.g_00692	Prbi.g_00703
OG0000112	Praj.g_00938	Prbi.g_00811
OG0000113	Praj.g_00793, Praj.g_01176	Prbi.g_00869
OG0000114	Praj.g_00887	Prbi.g_00951
OG0000115	Praj.g_01725	Prbi.g_01148
OG0000116	Praj.g_01471	Prbi.g_01197
OG0000117	Praj.g_01355	Prbi.g_01330
OG0000118	Praj.g_01540	Prbi.g_01403
OG0000119	Praj.g_01568	Prbi.g_01435
OG0000120	Praj.g_00664	Prbi.g_01460
OG0000121	Praj.g_01634	Prbi.g_01593
OG0000122	Praj.g_01673	Prbi.g_01630
OG0000123	Praj.g_01959	Prbi.g_01945
OG0000124	Praj.g_02031	Prbi.g_02010
OG0000125	Praj.g_02091	Prbi.g_02059
OG0000126	Praj.g_02144	Prbi.g_02098
OG0000128	Praj.g_00011	Prbi.g_00011
OG0000129	Praj.g_00048	Prbi.g_00053
OG0000130	Praj.g_00107	Prbi.g_00076
OG0000131	Praj.g_00185	Prbi.g_00169
OG0000132	Praj.g_00204	Prbi.g_00188
OG0000133	Praj.g_00357	Prbi.g_00346
OG0000134	Praj.g_00405	Prbi.g_00381
OG0000135	Praj.g_01279	Prbi.g_00407
OG0000136	Praj.g_00435	Prbi.g_00442
OG0000137	Praj.g_00467	Prbi.g_00478
OG0000138	Praj.g_00487	Prbi.g_00498
OG0000139	Praj.g_00528	Prbi.g_00540
OG0000140	Praj.g_00529	Prbi.g_00541
OG0000141	Praj.g_00595	Prbi.g_00609
OG0000142	Praj.g_00623	Prbi.g_00638
OG0000143	Praj.g_00627	Prbi.g_00642
OG0000144	Praj.g_00640	Prbi.g_00655
OG0000145	Praj.g_01054	Prbi.g_00807
OG0000146	Praj.g_00937	Prbi.g_00812
OG0000147	Praj.g_00936	Prbi.g_00813
OG0000148	Praj.g_00787	Prbi.g_00863
OG0000149	Praj.g_00819	Prbi.g_00894
OG0000150	Praj.g_00828	Prbi.g_00902
OG0000151	Praj.g_00898	Prbi.g_00961
OG0000152	Praj.g_01601, Praj.g_00946	Prbi.g_01009
OG0000153	Praj.g_00965	Prbi.g_01028
OG0000154	Praj.g_00995	Prbi.g_01060
OG0000155	Praj.g_01440	Prbi.g_01227
OG0000156	Praj.g_01517	Prbi.g_01380
OG0000157	Praj.g_01518	Prbi.g_01381
OG0000158	Praj.g_01995	Prbi.g_01489
OG0000159	Praj.g_02043, Praj.g_02035	Prbi.g_01490
OG0000160	Praj.g_01633	Prbi.g_01592
OG0000161	Praj.g_01639	Prbi.g_01598
OG0000162	Praj.g_01645	Prbi.g_01604
OG0000163	Praj.g_01681	Prbi.g_01637
OG0000164	Praj.g_01790	Prbi.g_01811
OG0000165	Praj.g_01798	Prbi.g_01818
OG0000166	Praj.g_01915	Prbi.g_01902
OG0000167	Praj.g_01985	Prbi.g_01968
OG0000168	Praj.g_01996	Prbi.g_01978
OG0000169	Praj.g_02006	Prbi.g_01988
OG0000170	Praj.g_02008	Prbi.g_01990
OG0000171	Praj.g_02030	Prbi.g_02009
OG0000172	Praj.g_02061	Prbi.g_02030
OG0000173	Praj.g_02076	Prbi.g_02045
OG0000174	Praj.g_02107	Prbi.g_02073
OG0000175	Praj.g_02125	Prbi.g_02083
OG0000176	Praj.g_00004	Prbi.g_00004
OG0000177	Praj.g_00005	Prbi.g_00005
OG0000178	Praj.g_00006	Prbi.g_00006
OG0000179	Praj.g_00016	Prbi.g_00016
OG0000180	Praj.g_00017	Prbi.g_00017
OG0000181	Praj.g_00018	Prbi.g_00018
OG0000182	Praj.g_00019	Prbi.g_00019
OG0000183	Praj.g_00023	Prbi.g_00023
OG0000184	Praj.g_00050	Prbi.g_00057
OG0000185	Praj.g_00053	Prbi.g_00060
OG0000186	Praj.g_00102	Prbi.g_00071
OG0000187	Praj.g_00103	Prbi.g_00072
OG0000188	Praj.g_00120	Prbi.g_00089
OG0000189	Praj.g_00134	Prbi.g_00103
OG0000190	Praj.g_00135	Prbi.g_00104
OG0000191	Praj.g_00158	Prbi.g_00125
OG0000192	Praj.g_00162	Prbi.g_00129
OG0000193	Praj.g_00186	Prbi.g_00170
OG0000194	Praj.g_00189	Prbi.g_00173
OG0000195	Praj.g_00191	Prbi.g_00175
OG0000196	Praj.g_00201	Prbi.g_00185
OG0000197	Praj.g_00202	Prbi.g_00186
OG0000198	Praj.g_00203	Prbi.g_00187
OG0000199	Praj.g_00210	Prbi.g_00194
OG0000200	Praj.g_00223	Prbi.g_00208
OG0000201	Praj.g_00232	Prbi.g_00216
OG0000202	Praj.g_00233	Prbi.g_00217
OG0000203	Praj.g_00234	Prbi.g_00218
OG0000204	Praj.g_00235	Prbi.g_00219
OG0000205	Praj.g_00242	Prbi.g_00226
OG0000206	Praj.g_00246	Prbi.g_00231
OG0000207	Praj.g_00248	Prbi.g_00233
OG0000208	Praj.g_00249	Prbi.g_00234
OG0000209	Praj.g_00258	Prbi.g_00243
OG0000210	Praj.g_00259	Prbi.g_00244
OG0000211	Praj.g_00273	Prbi.g_00257
OG0000212	Praj.g_00281	Prbi.g_00264
OG0000213	Praj.g_00296	Prbi.g_00281
OG0000214	Praj.g_00304	Prbi.g_00291
OG0000215	Praj.g_00328	Prbi.g_00316
OG0000216	Praj.g_00329	Prbi.g_00318
OG0000217	Praj.g_00332	Prbi.g_00321
OG0000218	Praj.g_00334	Prbi.g_00323
OG0000219	Praj.g_00335	Prbi.g_00324
OG0000220	Praj.g_00336	Prbi.g_00325
OG0000221	Praj.g_00337	Prbi.g_00326
OG0000222	Praj.g_00345	Prbi.g_00334
OG0000223	Praj.g_00358	Prbi.g_00347
OG0000224	Praj.g_00360	Prbi.g_00349
OG0000225	Praj.g_00391	Prbi.g_00370
OG0000226	Praj.g_00395	Prbi.g_00374
OG0000227	Praj.g_00397	Prbi.g_00376
OG0000228	Praj.g_00402	Prbi.g_00379
OG0000229	Praj.g_00430	Prbi.g_00437
OG0000230	Praj.g_00432	Prbi.g_00439
OG0000231	Praj.g_00443	Prbi.g_00450
OG0000232	Praj.g_00451	Prbi.g_00459
OG0000233	Praj.g_00459	Prbi.g_00465
OG0000234	Praj.g_00468	Prbi.g_00479
OG0000235	Praj.g_00472	Prbi.g_00482
OG0000236	Praj.g_00485	Prbi.g_00496
OG0000237	Praj.g_00498	Prbi.g_00509
OG0000238	Praj.g_00504	Prbi.g_00515
OG0000239	Praj.g_00516	Prbi.g_00528
OG0000240	Praj.g_00517	Prbi.g_00529
OG0000241	Praj.g_00521	Prbi.g_00533
OG0000242	Praj.g_00523	Prbi.g_00535
OG0000243	Praj.g_00534	Prbi.g_00546
OG0000244	Praj.g_00537	Prbi.g_00549
OG0000245	Praj.g_00539	Prbi.g_00551
OG0000246	Praj.g_00543	Prbi.g_00555
OG0000247	Praj.g_00553	Prbi.g_00565
OG0000248	Praj.g_00555	Prbi.g_00567
OG0000249	Praj.g_00557	Prbi.g_00569
OG0000250	Praj.g_00562	Prbi.g_00574
OG0000251	Praj.g_00578	Prbi.g_00593
OG0000252	Praj.g_00580	Prbi.g_00596
OG0000253	Praj.g_00582	Prbi.g_00597
OG0000254	Praj.g_00599	Prbi.g_00613
OG0000255	Praj.g_00605	Prbi.g_00619
OG0000256	Praj.g_00615	Prbi.g_00629
OG0000257	Praj.g_00618	Prbi.g_00632
OG0000258	Praj.g_00631	Prbi.g_00646
OG0000259	Praj.g_00648	Prbi.g_00663
OG0000260	Praj.g_00651	Prbi.g_00666
OG0000261	Praj.g_00654	Prbi.g_00668
OG0000262	Praj.g_00659	Prbi.g_00672
OG0000263	Praj.g_00673	Prbi.g_00684
OG0000264	Praj.g_00684	Prbi.g_00694
OG0000265	Praj.g_00698	Prbi.g_00745
OG0000266	Praj.g_00708	Prbi.g_00755
OG0000267	Praj.g_00721	Prbi.g_00766
OG0000268	Praj.g_00722	Prbi.g_00767
OG0000269	Praj.g_00764	Prbi.g_00842
OG0000270	Praj.g_00767	Prbi.g_00845
OG0000271	Praj.g_00775	Prbi.g_00853
OG0000272	Praj.g_00776	Prbi.g_00854
OG0000273	Praj.g_00801	Prbi.g_00877
OG0000274	Praj.g_00802	Prbi.g_00878
OG0000275	Praj.g_00804	Prbi.g_00881
OG0000276	Praj.g_00810	Prbi.g_00886
OG0000277	Praj.g_00811	Prbi.g_00887
OG0000278	Praj.g_00815	Prbi.g_00890
OG0000279	Praj.g_00822	Prbi.g_00897
OG0000280	Praj.g_01326	Prbi.g_00898
OG0000281	Praj.g_00829	Prbi.g_00903
OG0000282	Praj.g_00889	Prbi.g_00953
OG0000283	Praj.g_00920	Prbi.g_00986
OG0000284	Praj.g_00925	Prbi.g_00991
OG0000285	Praj.g_00930	Prbi.g_00996
OG0000286	Praj.g_00945	Prbi.g_01008
OG0000287	Praj.g_00085	Prbi.g_01025
OG0000288	Praj.g_00994	Prbi.g_01059
OG0000289	Praj.g_01005	Prbi.g_01070
OG0000290	Praj.g_01021	Prbi.g_01083
OG0000291	Praj.g_01023	Prbi.g_01085
OG0000292	Praj.g_01196	Prbi.g_01136
OG0000293	Praj.g_01470	Prbi.g_01198
OG0000294	Praj.g_01469	Prbi.g_01199
OG0000295	Praj.g_01447	Prbi.g_01219
OG0000296	Praj.g_01445	Prbi.g_01221
OG0000297	Praj.g_01437	Prbi.g_01229
OG0000298	Praj.g_01436	Prbi.g_01230
OG0000299	Praj.g_01417	Prbi.g_01247
OG0000300	Praj.g_01414	Prbi.g_01250
OG0000301	Praj.g_01413	Prbi.g_01251
OG0000302	Praj.g_01410	Prbi.g_01253
OG0000303	Praj.g_01405	Prbi.g_01260
OG0000304	Praj.g_01402	Prbi.g_01264
OG0000305	Praj.g_01734	Prbi.g_01431
OG0000306	Praj.g_00833	Prbi.g_01434
OG0000307	Praj.g_01584	Prbi.g_01448
OG0000308	Praj.g_01585	Prbi.g_01449
OG0000309	Praj.g_01589	Prbi.g_01453
OG0000310	Praj.g_01616	Prbi.g_01574
OG0000311	Praj.g_01618	Prbi.g_01576
OG0000312	Praj.g_01621	Prbi.g_01579
OG0000313	Praj.g_01636	Prbi.g_01595
OG0000314	Praj.g_01657	Prbi.g_01617
OG0000315	Praj.g_01667	Prbi.g_01627
OG0000316	Praj.g_01692	Prbi.g_01647
OG0000317	Praj.g_01766	Prbi.g_01785
OG0000318	Praj.g_01769	Prbi.g_01788
OG0000319	Praj.g_01780	Prbi.g_01801
OG0000320	Praj.g_01782	Prbi.g_01803
OG0000321	Praj.g_01783	Prbi.g_01804
OG0000322	Praj.g_01784	Prbi.g_01805
OG0000323	Praj.g_01793	Prbi.g_01814
OG0000324	Praj.g_01820	Prbi.g_01840
OG0000325	Praj.g_01870	Prbi.g_01849
OG0000326	Praj.g_01876	Prbi.g_01855
OG0000327	Praj.g_01910	Prbi.g_01897
OG0000328	Praj.g_01911	Prbi.g_01898
OG0000329	Praj.g_01928	Prbi.g_01915
OG0000330	Praj.g_01929	Prbi.g_01916
OG0000331	Praj.g_01930	Prbi.g_01917
OG0000332	Praj.g_01944	Prbi.g_01931
OG0000333	Praj.g_01946	Prbi.g_01933
OG0000334	Praj.g_01955	Prbi.g_01941
OG0000335	Praj.g_01960	Prbi.g_01946
OG0000336	Praj.g_01964	Prbi.g_01950
OG0000337	Praj.g_01982	Prbi.g_01966
OG0000338	Praj.g_01983	Prbi.g_01967
OG0000339	Praj.g_01988	Prbi.g_01971
OG0000340	Praj.g_01997	Prbi.g_01979
OG0000341	Praj.g_01999	Prbi.g_01981
OG0000342	Praj.g_02000	Prbi.g_01982
OG0000343	Praj.g_02001	Prbi.g_01983
OG0000344	Praj.g_02004	Prbi.g_01986
OG0000345	Praj.g_02009	Prbi.g_01991
OG0000346	Praj.g_02013	Prbi.g_01995
OG0000347	Praj.g_02034	Prbi.g_02011
OG0000348	Praj.g_02064	Prbi.g_02033
OG0000349	Praj.g_02082	Prbi.g_02050
OG0000350	Praj.g_02103	Prbi.g_02069
OG0000351	Praj.g_02128	Prbi.g_02086
OG0000352	Praj.g_02129	Prbi.g_02087
OG0000353	Praj.g_02148	Prbi.g_02102
OG0000355	Praj.g_00001	Prbi.g_00001
OG0000356	Praj.g_00002	Prbi.g_00002
OG0000357	Praj.g_00003	Prbi.g_00003
OG0000358	Praj.g_00007	Prbi.g_00007
OG0000359	Praj.g_00008	Prbi.g_00008
OG0000360	Praj.g_00009	Prbi.g_00009
OG0000361	Praj.g_00010	Prbi.g_00010
OG0000362	Praj.g_00012	Prbi.g_00012
OG0000363	Praj.g_00014	Prbi.g_00014
OG0000364	Praj.g_00015	Prbi.g_00015
OG0000365	Praj.g_00020	Prbi.g_00020
OG0000366	Praj.g_00021	Prbi.g_00021
OG0000367	Praj.g_00022	Prbi.g_00022
OG0000368	Praj.g_00024	Prbi.g_00024
OG0000369	Praj.g_00025	Prbi.g_00025
OG0000370	Praj.g_00026	Prbi.g_00026
OG0000371	Praj.g_00032	Prbi.g_00032
OG0000372	Praj.g_00034	Prbi.g_00035
OG0000373	Praj.g_00035	Prbi.g_00036
OG0000374	Praj.g_00036	Prbi.g_00037
OG0000375	Praj.g_00044	Prbi.g_00049
OG0000376	Praj.g_00046	Prbi.g_00051
OG0000377	Praj.g_00049	Prbi.g_00056
OG0000378	Praj.g_00051	Prbi.g_00058
OG0000379	Praj.g_00054	Prbi.g_00061
OG0000380	Praj.g_00104	Prbi.g_00073
OG0000381	Praj.g_00108	Prbi.g_00077
OG0000382	Praj.g_00119	Prbi.g_00088
OG0000383	Praj.g_00121	Prbi.g_00090
OG0000384	Praj.g_00122	Prbi.g_00091
OG0000385	Praj.g_00123	Prbi.g_00092
OG0000386	Praj.g_00124	Prbi.g_00093
OG0000387	Praj.g_00137	Prbi.g_00106
OG0000388	Praj.g_00141	Prbi.g_00109
OG0000389	Praj.g_00144	Prbi.g_00113
OG0000390	Praj.g_00153	Prbi.g_00120
OG0000391	Praj.g_00157	Prbi.g_00124
OG0000392	Praj.g_00160	Prbi.g_00128
OG0000393	Praj.g_00163	Prbi.g_00130
OG0000394	Praj.g_00164	Prbi.g_00131
OG0000395	Praj.g_00165	Prbi.g_00132
OG0000396	Praj.g_00168	Prbi.g_00135
OG0000397	Praj.g_00170	Prbi.g_00137
OG0000398	Praj.g_00173	Prbi.g_00139
OG0000399	Praj.g_00174	Prbi.g_00140
OG0000400	Praj.g_00175	Prbi.g_00141
OG0000401	Praj.g_00176	Prbi.g_00142
OG0000402	Praj.g_01057	Prbi.g_00144
OG0000403	Praj.g_00177	Prbi.g_00145
OG0000404	Praj.g_00178	Prbi.g_00146
OG0000405	Praj.g_00183	Prbi.g_00150
OG0000406	Praj.g_00187	Prbi.g_00171
OG0000407	Praj.g_00188	Prbi.g_00172
OG0000408	Praj.g_00190	Prbi.g_00174
OG0000409	Praj.g_00192	Prbi.g_00176
OG0000410	Praj.g_00193	Prbi.g_00177
OG0000411	Praj.g_00194	Prbi.g_00178
OG0000412	Praj.g_00195	Prbi.g_00179
OG0000413	Praj.g_00196	Prbi.g_00180
OG0000414	Praj.g_00197	Prbi.g_00181
OG0000415	Praj.g_00198	Prbi.g_00182
OG0000416	Praj.g_00199	Prbi.g_00183
OG0000417	Praj.g_00200	Prbi.g_00184
OG0000418	Praj.g_00205	Prbi.g_00189
OG0000419	Praj.g_00207	Prbi.g_00191
OG0000420	Praj.g_00208	Prbi.g_00192
OG0000421	Praj.g_00212	Prbi.g_00197
OG0000422	Praj.g_00213	Prbi.g_00198
OG0000423	Praj.g_00214	Prbi.g_00199
OG0000424	Praj.g_00215	Prbi.g_00200
OG0000425	Praj.g_00216	Prbi.g_00201
OG0000426	Praj.g_00217	Prbi.g_00202
OG0000427	Praj.g_00218	Prbi.g_00203
OG0000428	Praj.g_00220	Prbi.g_00205
OG0000429	Praj.g_00221	Prbi.g_00206
OG0000430	Praj.g_00222	Prbi.g_00207
OG0000431	Praj.g_00224	Prbi.g_00209
OG0000432	Praj.g_00228	Prbi.g_00212
OG0000433	Praj.g_00229	Prbi.g_00213
OG0000434	Praj.g_00230	Prbi.g_00214
OG0000435	Praj.g_00231	Prbi.g_00215
OG0000436	Praj.g_00236	Prbi.g_00220
OG0000437	Praj.g_00237	Prbi.g_00221
OG0000438	Praj.g_00238	Prbi.g_00222
OG0000439	Praj.g_00240	Prbi.g_00224
OG0000440	Praj.g_00241	Prbi.g_00225
OG0000441	Praj.g_00243	Prbi.g_00228
OG0000442	Praj.g_00244	Prbi.g_00229
OG0000443	Praj.g_00245	Prbi.g_00230
OG0000444	Praj.g_00250	Prbi.g_00235
OG0000445	Praj.g_00251	Prbi.g_00236
OG0000446	Praj.g_00252	Prbi.g_00237
OG0000447	Praj.g_00253	Prbi.g_00238
OG0000448	Praj.g_00254	Prbi.g_00239
OG0000449	Praj.g_00255	Prbi.g_00240
OG0000450	Praj.g_00256	Prbi.g_00241
OG0000451	Praj.g_00257	Prbi.g_00242
OG0000452	Praj.g_00260	Prbi.g_00245
OG0000453	Praj.g_00261	Prbi.g_00246
OG0000454	Praj.g_00262	Prbi.g_00247
OG0000455	Praj.g_00263	Prbi.g_00248
OG0000456	Praj.g_00264	Prbi.g_00249
OG0000457	Praj.g_00265	Prbi.g_00250
OG0000458	Praj.g_00266	Prbi.g_00251
OG0000459	Praj.g_00267	Prbi.g_00252
OG0000460	Praj.g_00275	Prbi.g_00259
OG0000461	Praj.g_00283	Prbi.g_00266
OG0000462	Praj.g_00285	Prbi.g_00268
OG0000463	Praj.g_00286	Prbi.g_00269
OG0000464	Praj.g_00287	Prbi.g_00270
OG0000465	Praj.g_00288	Prbi.g_00271
OG0000466	Praj.g_00289	Prbi.g_00274
OG0000467	Praj.g_00290	Prbi.g_00275
OG0000468	Praj.g_00292	Prbi.g_00277
OG0000469	Praj.g_00299	Prbi.g_00286
OG0000470	Praj.g_00301	Prbi.g_00288
OG0000471	Praj.g_00302	Prbi.g_00289
OG0000472	Praj.g_00303	Prbi.g_00290
OG0000473	Praj.g_00305	Prbi.g_00292
OG0000474	Praj.g_00306	Prbi.g_00293
OG0000475	Praj.g_00307	Prbi.g_00294
OG0000476	Praj.g_00309	Prbi.g_00295
OG0000477	Praj.g_00311	Prbi.g_00299
OG0000478	Praj.g_00312	Prbi.g_00300
OG0000479	Praj.g_00313	Prbi.g_00301
OG0000480	Praj.g_00318	Prbi.g_00306
OG0000481	Praj.g_00320	Prbi.g_00308
OG0000482	Praj.g_00321	Prbi.g_00309
OG0000483	Praj.g_00324	Prbi.g_00312
OG0000484	Praj.g_00325	Prbi.g_00313
OG0000485	Praj.g_00326	Prbi.g_00314
OG0000486	Praj.g_00327	Prbi.g_00315
OG0000487	Praj.g_00330	Prbi.g_00319
OG0000488	Praj.g_00333	Prbi.g_00322
OG0000489	Praj.g_00338	Prbi.g_00327
OG0000490	Praj.g_00343	Prbi.g_00332
OG0000491	Praj.g_00344	Prbi.g_00333
OG0000492	Praj.g_00346	Prbi.g_00335
OG0000493	Praj.g_00347	Prbi.g_00336
OG0000494	Praj.g_00348	Prbi.g_00337
OG0000495	Praj.g_00349	Prbi.g_00338
OG0000496	Praj.g_00350	Prbi.g_00339
OG0000497	Praj.g_00351	Prbi.g_00340
OG0000498	Praj.g_00352	Prbi.g_00341
OG0000499	Praj.g_00353	Prbi.g_00342
OG0000500	Praj.g_00354	Prbi.g_00343
OG0000501	Praj.g_00356	Prbi.g_00345
OG0000502	Praj.g_00359	Prbi.g_00348
OG0000503	Praj.g_00380	Prbi.g_00358
OG0000504	Praj.g_00382	Prbi.g_00359
OG0000505	Praj.g_00383	Prbi.g_00360
OG0000506	Praj.g_00384	Prbi.g_00362
OG0000507	Praj.g_00387	Prbi.g_00365
OG0000508	Praj.g_00390	Prbi.g_00369
OG0000509	Praj.g_00392	Prbi.g_00371
OG0000510	Praj.g_00393	Prbi.g_00372
OG0000511	Praj.g_00394	Prbi.g_00373
OG0000512	Praj.g_00396	Prbi.g_00375
OG0000513	Praj.g_00406	Prbi.g_00382
OG0000514	Praj.g_00425	Prbi.g_00432
OG0000515	Praj.g_00426	Prbi.g_00433
OG0000516	Praj.g_00427	Prbi.g_00434
OG0000517	Praj.g_00429	Prbi.g_00436
OG0000518	Praj.g_00440	Prbi.g_00447
OG0000519	Praj.g_00441	Prbi.g_00448
OG0000520	Praj.g_00442	Prbi.g_00449
OG0000521	Praj.g_00447	Prbi.g_00454
OG0000522	Praj.g_00449	Prbi.g_00456
OG0000523	Praj.g_00450	Prbi.g_00457
OG0000524	Praj.g_00457	Prbi.g_00463
OG0000525	Praj.g_00461	Prbi.g_00466
OG0000526	Praj.g_00462	Prbi.g_00467
OG0000527	Praj.g_00465	Prbi.g_00476
OG0000528	Praj.g_00471	Prbi.g_00481
OG0000529	Praj.g_00474	Prbi.g_00484
OG0000530	Praj.g_00477	Prbi.g_00487
OG0000531	Praj.g_00478	Prbi.g_00488
OG0000532	Praj.g_00479	Prbi.g_00490
OG0000533	Praj.g_00480	Prbi.g_00491
OG0000534	Praj.g_00481	Prbi.g_00492
OG0000535	Praj.g_00482	Prbi.g_00493
OG0000536	Praj.g_00483	Prbi.g_00494
OG0000537	Praj.g_00484	Prbi.g_00495
OG0000538	Praj.g_00492	Prbi.g_00503
OG0000539	Praj.g_00493	Prbi.g_00504
OG0000540	Praj.g_00494	Prbi.g_00505
OG0000541	Praj.g_00495	Prbi.g_00506
