Orthogroup	Praj	Syaq
OG0000220	Praj.g_00336	Syaq.g_00848
OG0000221	Praj.g_00337	Syaq.g_00856
OG0000222	Praj.g_00345	Syaq.g_00868
OG0000223	Praj.g_00358	Syaq.g_00946
OG0000224	Praj.g_00360	Syaq.g_00950
OG0000225	Praj.g_00391	Syaq.g_00543
OG0000226	Praj.g_00395	Syaq.g_00536
OG0000227	Praj.g_00397	Syaq.g_00534
OG0000228	Praj.g_00402	Syaq.g_00531
OG0000229	Praj.g_00430	Syaq.g_00501
OG0000230	Praj.g_00432	Syaq.g_00499
OG0000231	Praj.g_00443	Syaq.g_00485
OG0000232	Praj.g_00451	Syaq.g_00472
OG0000233	Praj.g_00459	Syaq.g_00464
OG0000234	Praj.g_00468	Syaq.g_00440
OG0000235	Praj.g_00472	Syaq.g_01771
OG0000236	Praj.g_00485	Syaq.g_01787
OG0000237	Praj.g_00498	Syaq.g_01805
OG0000238	Praj.g_00504	Syaq.g_01810
OG0000239	Praj.g_00516	Syaq.g_01826
OG0000240	Praj.g_00517	Syaq.g_01827
OG0000241	Praj.g_00521	Syaq.g_02074
OG0000242	Praj.g_00523	Syaq.g_01836
OG0000243	Praj.g_00534	Syaq.g_01922
OG0000244	Praj.g_00537	Syaq.g_01928
OG0000245	Praj.g_00539	Syaq.g_01930
OG0000246	Praj.g_00543	Syaq.g_01934
OG0000247	Praj.g_00553	Syaq.g_01945
OG0000248	Praj.g_00555	Syaq.g_01948
OG0000249	Praj.g_00557	Syaq.g_01950
OG0000250	Praj.g_00562	Syaq.g_01958
OG0000251	Praj.g_00578	Syaq.g_01984
OG0000252	Praj.g_00580	Syaq.g_01987
OG0000253	Praj.g_00582	Syaq.g_01989
OG0000254	Praj.g_00599	Syaq.g_02016
OG0000255	Praj.g_00605	Syaq.g_02041
OG0000256	Praj.g_00615	Syaq.g_02068
OG0000257	Praj.g_00618	Syaq.g_02073
OG0000258	Praj.g_00631	Syaq.g_02095
OG0000259	Praj.g_00648	Syaq.g_02239
OG0000260	Praj.g_00651	Syaq.g_02242
OG0000261	Praj.g_00654	Syaq.g_02245
OG0000262	Praj.g_00659	Syaq.g_02250
OG0000263	Praj.g_00673	Syaq.g_00185
OG0000264	Praj.g_00684	Syaq.g_02582
OG0000266	Praj.g_00708	Syaq.g_00037
OG0000267	Praj.g_00721	Syaq.g_02430
OG0000268	Praj.g_00722	Syaq.g_02431
OG0000269	Praj.g_00764	Syaq.g_02335
OG0000270	Praj.g_00767	Syaq.g_02338
OG0000271	Praj.g_00775	Syaq.g_02346
OG0000272	Praj.g_00776	Syaq.g_02347
OG0000273	Praj.g_00801	Syaq.g_02376
OG0000274	Praj.g_00802	Syaq.g_02377
OG0000275	Praj.g_00804	Syaq.g_02380
OG0000276	Praj.g_00810	Syaq.g_02387
OG0000277	Praj.g_00811	Syaq.g_02388
OG0000278	Praj.g_00815	Syaq.g_02391
OG0000279	Praj.g_00822	Syaq.g_02401
OG0000280	Praj.g_01326	Syaq.g_02410
OG0000281	Praj.g_00829	Syaq.g_02224
OG0000282	Praj.g_00889	Syaq.g_02271
OG0000283	Praj.g_00920	Syaq.g_02445
OG0000284	Praj.g_00925	Syaq.g_02450
OG0000285	Praj.g_00930	Syaq.g_02466
OG0000286	Praj.g_00945	Syaq.g_02484
OG0000287	Praj.g_00085	Syaq.g_02511
OG0000288	Praj.g_00994	Syaq.g_00067
OG0000289	Praj.g_01005	Syaq.g_00053
OG0000290	Praj.g_01021	Syaq.g_02682
OG0000291	Praj.g_01023	Syaq.g_02680
OG0000292	Praj.g_01196	Syaq.g_01157
OG0000293	Praj.g_01470	Syaq.g_00262
OG0000294	Praj.g_01469	Syaq.g_00261
OG0000295	Praj.g_01447	Syaq.g_00220
OG0000296	Praj.g_01445	Syaq.g_00218
OG0000297	Praj.g_01437	Syaq.g_00205
OG0000298	Praj.g_01436	Syaq.g_00204
OG0000299	Praj.g_01417	Syaq.g_00171
OG0000300	Praj.g_01414	Syaq.g_00164
OG0000301	Praj.g_01413	Syaq.g_00163
OG0000302	Praj.g_01410	Syaq.g_00162
OG0000303	Praj.g_01405	Syaq.g_00152
OG0000304	Praj.g_01402	Syaq.g_00146
OG0000305	Praj.g_01734	Syaq.g_02677
OG0000306	Praj.g_00833	Syaq.g_01861
OG0000307	Praj.g_01584	Syaq.g_01754
OG0000308	Praj.g_01585	Syaq.g_01752
OG0000309	Praj.g_01589	Syaq.g_01747
OG0000310	Praj.g_01616	Syaq.g_00347
OG0000311	Praj.g_01618	Syaq.g_00352
OG0000312	Praj.g_01621	Syaq.g_00359
OG0000313	Praj.g_01636	Syaq.g_00379
OG0000314	Praj.g_01657	Syaq.g_00408
OG0000315	Praj.g_01667	Syaq.g_00418
OG0000316	Praj.g_01692	Syaq.g_01716
OG0000317	Praj.g_01766	Syaq.g_01675
OG0000318	Praj.g_01769	Syaq.g_01672
OG0000319	Praj.g_01780	Syaq.g_01657
OG0000320	Praj.g_01782	Syaq.g_01655
OG0000321	Praj.g_01783	Syaq.g_01654
OG0000322	Praj.g_01784	Syaq.g_01653
OG0000323	Praj.g_01793	Syaq.g_01638
OG0000324	Praj.g_01820	Syaq.g_01605
OG0000325	Praj.g_01870	Syaq.g_00693
OG0000326	Praj.g_01876	Syaq.g_00686
OG0000327	Praj.g_01910	Syaq.g_00652
OG0000328	Praj.g_01911	Syaq.g_00651
OG0000329	Praj.g_01928	Syaq.g_00633
OG0000330	Praj.g_01929	Syaq.g_00632
OG0000331	Praj.g_01930	Syaq.g_00631
OG0000332	Praj.g_01944	Syaq.g_00616
OG0000333	Praj.g_01946	Syaq.g_00613
OG0000334	Praj.g_01955	Syaq.g_00603
OG0000335	Praj.g_01960	Syaq.g_00598
OG0000336	Praj.g_01964	Syaq.g_00594
OG0000337	Praj.g_01982	Syaq.g_00975
OG0000338	Praj.g_01983	Syaq.g_00981
OG0000339	Praj.g_01988	Syaq.g_00988
OG0000340	Praj.g_01997	Syaq.g_01005
OG0000341	Praj.g_01999	Syaq.g_01007
OG0000342	Praj.g_02000	Syaq.g_01008
OG0000343	Praj.g_02001	Syaq.g_01010
OG0000344	Praj.g_02004	Syaq.g_01014
OG0000345	Praj.g_02009	Syaq.g_01024
OG0000346	Praj.g_02013	Syaq.g_01029
OG0000347	Praj.g_02034	Syaq.g_01057
OG0000348	Praj.g_02064	Syaq.g_01070
OG0000349	Praj.g_02082	Syaq.g_01099
OG0000350	Praj.g_02103	Syaq.g_00679
OG0000351	Praj.g_02128	Syaq.g_01179
OG0000352	Praj.g_02129	Syaq.g_01178
OG0000353	Praj.g_02148	Syaq.g_01151
OG0000355	Praj.g_00001	Syaq.g_01149
OG0000356	Praj.g_00002	Syaq.g_01148
OG0000357	Praj.g_00003	Syaq.g_01147
OG0000358	Praj.g_00007	Syaq.g_01143
OG0000359	Praj.g_00008	Syaq.g_01141
OG0000360	Praj.g_00009	Syaq.g_01140
OG0000361	Praj.g_00010	Syaq.g_01139
OG0000362	Praj.g_00012	Syaq.g_01137
OG0000363	Praj.g_00014	Syaq.g_01135
OG0000364	Praj.g_00015	Syaq.g_01134
OG0000365	Praj.g_00020	Syaq.g_01125
OG0000366	Praj.g_00021	Syaq.g_01124
OG0000367	Praj.g_00022	Syaq.g_01123
OG0000368	Praj.g_00024	Syaq.g_01121
OG0000369	Praj.g_00025	Syaq.g_01120
OG0000370	Praj.g_00026	Syaq.g_01119
OG0000371	Praj.g_00032	Syaq.g_01111
OG0000372	Praj.g_00034	Syaq.g_01106
OG0000373	Praj.g_00035	Syaq.g_01105
OG0000374	Praj.g_00036	Syaq.g_01104
OG0000375	Praj.g_00044	Syaq.g_01103
OG0000376	Praj.g_00046	Syaq.g_01101
OG0000377	Praj.g_00049	Syaq.g_01270
OG0000378	Praj.g_00051	Syaq.g_01286
OG0000379	Praj.g_00054	Syaq.g_01291
OG0000380	Praj.g_00104	Syaq.g_01560
OG0000381	Praj.g_00108	Syaq.g_01558
OG0000382	Praj.g_00119	Syaq.g_01540
OG0000383	Praj.g_00121	Syaq.g_01535
OG0000384	Praj.g_00122	Syaq.g_01534
OG0000385	Praj.g_00123	Syaq.g_01533
OG0000386	Praj.g_00124	Syaq.g_01532
OG0000387	Praj.g_00137	Syaq.g_01495
OG0000388	Praj.g_00141	Syaq.g_01491
OG0000389	Praj.g_00144	Syaq.g_01488
OG0000390	Praj.g_00153	Syaq.g_01473
OG0000391	Praj.g_00157	Syaq.g_01468
OG0000392	Praj.g_00160	Syaq.g_01463
OG0000393	Praj.g_00163	Syaq.g_01460
OG0000394	Praj.g_00164	Syaq.g_01459
OG0000395	Praj.g_00165	Syaq.g_01458
OG0000396	Praj.g_00168	Syaq.g_01455
OG0000397	Praj.g_00170	Syaq.g_01453
OG0000398	Praj.g_00173	Syaq.g_01448
OG0000399	Praj.g_00174	Syaq.g_01447
OG0000400	Praj.g_00175	Syaq.g_01446
OG0000401	Praj.g_00176	Syaq.g_01445
OG0000402	Praj.g_01057	Syaq.g_01443
OG0000403	Praj.g_00177	Syaq.g_01442
OG0000404	Praj.g_00178	Syaq.g_01440
OG0000405	Praj.g_00183	Syaq.g_01429
OG0000406	Praj.g_00187	Syaq.g_01422
OG0000407	Praj.g_00188	Syaq.g_01421
OG0000408	Praj.g_00190	Syaq.g_01419
OG0000409	Praj.g_00192	Syaq.g_01417
OG0000410	Praj.g_00193	Syaq.g_01416
OG0000411	Praj.g_00194	Syaq.g_01415
OG0000412	Praj.g_00195	Syaq.g_01414
OG0000413	Praj.g_00196	Syaq.g_01412
OG0000414	Praj.g_00197	Syaq.g_01411
OG0000415	Praj.g_00198	Syaq.g_01410
OG0000416	Praj.g_00199	Syaq.g_01409
OG0000417	Praj.g_00200	Syaq.g_01408
OG0000418	Praj.g_00205	Syaq.g_01403
OG0000419	Praj.g_00207	Syaq.g_01401
OG0000420	Praj.g_00208	Syaq.g_01400
OG0000421	Praj.g_00212	Syaq.g_01395
OG0000422	Praj.g_00213	Syaq.g_01394
OG0000423	Praj.g_00214	Syaq.g_01393
OG0000424	Praj.g_00215	Syaq.g_01392
OG0000425	Praj.g_00216	Syaq.g_01391
OG0000426	Praj.g_00217	Syaq.g_01390
OG0000427	Praj.g_00218	Syaq.g_01389
OG0000428	Praj.g_00220	Syaq.g_01386
OG0000429	Praj.g_00221	Syaq.g_01384
OG0000430	Praj.g_00222	Syaq.g_01383
OG0000431	Praj.g_00224	Syaq.g_01380
OG0000432	Praj.g_00228	Syaq.g_01374
OG0000433	Praj.g_00229	Syaq.g_01369
OG0000434	Praj.g_00230	Syaq.g_01368
OG0000435	Praj.g_00231	Syaq.g_01367
OG0000436	Praj.g_00236	Syaq.g_01361
OG0000437	Praj.g_00237	Syaq.g_01360
OG0000438	Praj.g_00238	Syaq.g_01359
OG0000439	Praj.g_00240	Syaq.g_01357
OG0000440	Praj.g_00241	Syaq.g_01356
OG0000441	Praj.g_00243	Syaq.g_01352
OG0000442	Praj.g_00244	Syaq.g_01350
OG0000443	Praj.g_00245	Syaq.g_01347
OG0000444	Praj.g_00250	Syaq.g_01333
OG0000445	Praj.g_00251	Syaq.g_01332
OG0000446	Praj.g_00252	Syaq.g_01330
OG0000447	Praj.g_00253	Syaq.g_01328
OG0000448	Praj.g_00254	Syaq.g_01327
OG0000449	Praj.g_00255	Syaq.g_01320
OG0000450	Praj.g_00256	Syaq.g_01313
OG0000451	Praj.g_00257	Syaq.g_01312
OG0000452	Praj.g_00260	Syaq.g_01308
OG0000453	Praj.g_00261	Syaq.g_01307
OG0000454	Praj.g_00262	Syaq.g_01306
OG0000455	Praj.g_00263	Syaq.g_01305
OG0000456	Praj.g_00264	Syaq.g_01304
OG0000457	Praj.g_00265	Syaq.g_01302
OG0000458	Praj.g_00266	Syaq.g_01299
OG0000459	Praj.g_00267	Syaq.g_01298
OG0000460	Praj.g_00275	Syaq.g_01577
OG0000461	Praj.g_00283	Syaq.g_00707
OG0000462	Praj.g_00285	Syaq.g_00710
OG0000463	Praj.g_00286	Syaq.g_00711
OG0000464	Praj.g_00287	Syaq.g_00712
OG0000465	Praj.g_00288	Syaq.g_00714
OG0000466	Praj.g_00289	Syaq.g_00718
OG0000467	Praj.g_00290	Syaq.g_00720
OG0000468	Praj.g_00292	Syaq.g_00725
OG0000469	Praj.g_00299	Syaq.g_00739
OG0000470	Praj.g_00301	Syaq.g_00741
OG0000471	Praj.g_00302	Syaq.g_00742
OG0000472	Praj.g_00303	Syaq.g_00744
OG0000473	Praj.g_00305	Syaq.g_00746
OG0000474	Praj.g_00306	Syaq.g_00747
OG0000475	Praj.g_00307	Syaq.g_00748
OG0000476	Praj.g_00309	Syaq.g_00750
OG0000477	Praj.g_00311	Syaq.g_00756
OG0000478	Praj.g_00312	Syaq.g_00757
OG0000479	Praj.g_00313	Syaq.g_00759
OG0000480	Praj.g_00318	Syaq.g_00766
OG0000481	Praj.g_00320	Syaq.g_00768
OG0000482	Praj.g_00321	Syaq.g_00769
OG0000483	Praj.g_00324	Syaq.g_00773
OG0000484	Praj.g_00325	Syaq.g_00774
OG0000485	Praj.g_00326	Syaq.g_00775
OG0000486	Praj.g_00327	Syaq.g_00776
OG0000487	Praj.g_00330	Syaq.g_00782
OG0000488	Praj.g_00333	Syaq.g_00845
OG0000489	Praj.g_00338	Syaq.g_00857
OG0000490	Praj.g_00343	Syaq.g_00864
OG0000491	Praj.g_00344	Syaq.g_00865
OG0000492	Praj.g_00346	Syaq.g_00869
OG0000493	Praj.g_00347	Syaq.g_00870
OG0000494	Praj.g_00348	Syaq.g_00871
OG0000495	Praj.g_00349	Syaq.g_00872
OG0000496	Praj.g_00350	Syaq.g_00873
OG0000497	Praj.g_00351	Syaq.g_00874
OG0000498	Praj.g_00352	Syaq.g_00875
OG0000499	Praj.g_00353	Syaq.g_00876
OG0000500	Praj.g_00354	Syaq.g_00877
OG0000501	Praj.g_00356	Syaq.g_00880
OG0000502	Praj.g_00359	Syaq.g_00953
OG0000503	Praj.g_00380	Syaq.g_00559
OG0000504	Praj.g_00382	Syaq.g_00557
OG0000505	Praj.g_00383	Syaq.g_00556
OG0000506	Praj.g_00384	Syaq.g_00554
OG0000507	Praj.g_00387	Syaq.g_00548
OG0000508	Praj.g_00390	Syaq.g_00544
OG0000509	Praj.g_00392	Syaq.g_00542
OG0000510	Praj.g_00393	Syaq.g_00538
OG0000511	Praj.g_00394	Syaq.g_00537
OG0000512	Praj.g_00396	Syaq.g_00535
OG0000513	Praj.g_00406	Syaq.g_00525
OG0000514	Praj.g_00425	Syaq.g_00514
OG0000515	Praj.g_00426	Syaq.g_00513
OG0000516	Praj.g_00427	Syaq.g_00509
OG0000517	Praj.g_00429	Syaq.g_00502
OG0000518	Praj.g_00440	Syaq.g_00490
OG0000519	Praj.g_00441	Syaq.g_00489
OG0000520	Praj.g_00442	Syaq.g_00488
OG0000521	Praj.g_00447	Syaq.g_00477
OG0000522	Praj.g_00449	Syaq.g_00475
OG0000523	Praj.g_00450	Syaq.g_00474
OG0000524	Praj.g_00457	Syaq.g_00469
OG0000525	Praj.g_00461	Syaq.g_00450
OG0000526	Praj.g_00462	Syaq.g_00448
OG0000527	Praj.g_00465	Syaq.g_00444
OG0000528	Praj.g_00471	Syaq.g_01768
OG0000529	Praj.g_00474	Syaq.g_01773
OG0000530	Praj.g_00477	Syaq.g_01776
OG0000531	Praj.g_00478	Syaq.g_01777
OG0000532	Praj.g_00479	Syaq.g_01780
OG0000533	Praj.g_00480	Syaq.g_01782
OG0000534	Praj.g_00481	Syaq.g_01783
OG0000535	Praj.g_00482	Syaq.g_01784
OG0000536	Praj.g_00483	Syaq.g_01785
OG0000537	Praj.g_00484	Syaq.g_01786
OG0000538	Praj.g_00492	Syaq.g_01798
OG0000539	Praj.g_00493	Syaq.g_01799
OG0000540	Praj.g_00494	Syaq.g_01800
OG0000541	Praj.g_00495	Syaq.g_01801
OG0000542	Praj.g_00497	Syaq.g_01804
OG0000543	Praj.g_00499	Syaq.g_01806
OG0000544	Praj.g_00500	Syaq.g_02567
OG0000545	Praj.g_00502	Syaq.g_01809
OG0000546	Praj.g_00505	Syaq.g_01811
OG0000547	Praj.g_00507	Syaq.g_01813
OG0000548	Praj.g_00508	Syaq.g_01814
OG0000549	Praj.g_00511	Syaq.g_01819
OG0000550	Praj.g_00515	Syaq.g_01824
OG0000551	Praj.g_00518	Syaq.g_01829
OG0000552	Praj.g_00519	Syaq.g_01830
OG0000553	Praj.g_00520	Syaq.g_01834
OG0000554	Praj.g_00525	Syaq.g_01839
OG0000555	Praj.g_00533	Syaq.g_01857
OG0000556	Praj.g_00535	Syaq.g_01925
OG0000557	Praj.g_00536	Syaq.g_01927
OG0000558	Praj.g_00538	Syaq.g_01929
OG0000559	Praj.g_00542	Syaq.g_01933
OG0000560	Praj.g_00545	Syaq.g_01936
OG0000561	Praj.g_00546	Syaq.g_01937
OG0000562	Praj.g_00547	Syaq.g_01938
OG0000563	Praj.g_00548	Syaq.g_01939
OG0000564	Praj.g_00549	Syaq.g_01940
OG0000565	Praj.g_00552	Syaq.g_01943
OG0000566	Praj.g_00554	Syaq.g_01947
OG0000567	Praj.g_00558	Syaq.g_01951
OG0000568	Praj.g_00559	Syaq.g_01954
OG0000569	Praj.g_00560	Syaq.g_01955
OG0000570	Praj.g_00561	Syaq.g_01956
OG0000571	Praj.g_00563	Syaq.g_01960
OG0000572	Praj.g_00574	Syaq.g_01977
OG0000573	Praj.g_00579	Syaq.g_01985
OG0000574	Praj.g_00581	Syaq.g_01986
OG0000575	Praj.g_00584	Syaq.g_01991
OG0000576	Praj.g_00586	Syaq.g_01993
OG0000577	Praj.g_00587	Syaq.g_01994
OG0000578	Praj.g_00588	Syaq.g_01995
OG0000579	Praj.g_00589	Syaq.g_01996
