Orthogroup	Praj	Prao
OG0000035	Praj.g_01632	Prao.g_01397
OG0000037	Praj.g_00147	Prao.g_00247
OG0000038	Praj.g_02089	Prao.g_01794
OG0000039	Praj.g_00679	Prao.g_00124
OG0000040	Praj.g_01735	Prao.g_01531
OG0000041	Praj.g_01813	Prao.g_01598
OG0000042	Praj.g_02020	Prao.g_01750
OG0000043	Praj.g_00864	Prao.g_00812
OG0000043	Praj.g_01157	Prao.g_01331
OG0000045	Praj.g_01049	Prao.g_00506
OG0000047	Praj.g_00370	Prao.g_00466
OG0000048	Praj.g_00308	Prao.g_00509
OG0000050	Praj.g_00099	Prao.g_01012
OG0000052	Praj.g_00095	Prao.g_01358
OG0000053	Praj.g_01651	Prao.g_01417
OG0000054	Praj.g_00594	Prao.g_00044
OG0000055	Praj.g_00733	Prao.g_00721
OG0000057	Praj.g_00691, Praj.g_01313	Prao.g_00136
OG0000058	Praj.g_00839	Prao.g_01191
OG0000059	Praj.g_01892	Prao.g_01639
OG0000061	Praj.g_01461	Prao.g_01089
OG0000062	Praj.g_01714	Prao.g_01474
OG0000063	Praj.g_01867	Prao.g_00179
OG0000065	Praj.g_00145	Prao.g_00245
OG0000067	Praj.g_00769	Prao.g_00741
OG0000068	Praj.g_01575	Prao.g_01239
OG0000069	Praj.g_01276, Praj.g_01675	Prao.g_01508
OG0000070	Praj.g_00444	Prao.g_00554
OG0000071	Praj.g_01528	Prao.g_01276
OG0000072	Praj.g_00211	Prao.g_00309
OG0000073	Praj.g_00491	Prao.g_00605
OG0000074	Praj.g_00674	Prao.g_00120
OG0000075	Praj.g_01987	Prao.g_01719
OG0000076	Praj.g_02012	Prao.g_01743
OG0000077	Praj.g_00116	Prao.g_00217
OG0000078	Praj.g_00280	Prao.g_00377
OG0000079	Praj.g_00291	Prao.g_00390
OG0000081	Praj.g_00522	Prao.g_01860
OG0000082	Praj.g_01827	Prao.g_00024
OG0000083	Praj.g_01121, Praj.g_00411	Prao.g_00679, Prao.g_01301, Prao.g_00673
OG0000084	Praj.g_01628	Prao.g_01393
OG0000085	Praj.g_01762	Prao.g_01545
OG0000086	Praj.g_00126	Prao.g_00227
OG0000087	Praj.g_00179	Prao.g_00277
OG0000088	Praj.g_00206	Prao.g_00304
OG0000089	Praj.g_00403	Prao.g_00490
OG0000090	Praj.g_00524	Prao.g_01858
OG0000091	Praj.g_00630	Prao.g_00081
OG0000092	Praj.g_00892	Prao.g_00850
OG0000093	Praj.g_00754	Prao.g_00870
OG0000094	Praj.g_00846	Prao.g_00955
OG0000095	Praj.g_01024	Prao.g_00974
OG0000096	Praj.g_01249	Prao.g_01142, Prao.g_01316
OG0000097	Praj.g_01416	Prao.g_01048
OG0000098	Praj.g_01546	Prao.g_01257
OG0000099	Praj.g_00372	Prao.g_01214
OG0000100	Praj.g_01709	Prao.g_01470
OG0000101	Praj.g_01952	Prao.g_01687
OG0000102	Praj.g_02017	Prao.g_01748
OG0000103	Praj.g_02135	Prao.g_01828
OG0000104	Praj.g_02145	Prao.g_01837
OG0000105	Praj.g_00310	Prao.g_01378
OG0000106	Praj.g_01156, Praj.g_01282	Prao.g_00505
OG0000107	Praj.g_01869	Prao.g_00518
OG0000108	Praj.g_00473	Prao.g_00586
OG0000109	Praj.g_00486	Prao.g_00600
OG0000110	Praj.g_00565	Prao.g_01867
OG0000111	Praj.g_00692	Prao.g_00137
OG0000112	Praj.g_00938	Prao.g_00704
OG0000113	Praj.g_00793, Praj.g_01176	Prao.g_00763
OG0000114	Praj.g_00887	Prao.g_00845
OG0000115	Praj.g_01725	Prao.g_01150
OG0000116	Praj.g_01471	Prao.g_01099
OG0000117	Praj.g_01355	Prao.g_01332
OG0000118	Praj.g_01540	Prao.g_01264
OG0000119	Praj.g_01568	Prao.g_01243
OG0000120	Praj.g_00664	Prao.g_01215
OG0000121	Praj.g_01634	Prao.g_01399
OG0000122	Praj.g_01673	Prao.g_01436
OG0000123	Praj.g_01959	Prao.g_01694
OG0000124	Praj.g_02031	Prao.g_01759
OG0000125	Praj.g_02091	Prao.g_01796
OG0000126	Praj.g_02144	Prao.g_01836
OG0000128	Praj.g_00011	Prao.g_00158
OG0000129	Praj.g_00048	Prao.g_00190
OG0000130	Praj.g_00107	Prao.g_00208
OG0000131	Praj.g_00185	Prao.g_00283
OG0000132	Praj.g_00204	Prao.g_00302
OG0000133	Praj.g_00357	Prao.g_00458
OG0000134	Praj.g_00405	Prao.g_00491
OG0000135	Praj.g_01279	Prao.g_00516
OG0000136	Praj.g_00435	Prao.g_00545
OG0000137	Praj.g_00467	Prao.g_00581
OG0000138	Praj.g_00487	Prao.g_00601
OG0000139	Praj.g_00528	Prao.g_01854
OG0000140	Praj.g_00529	Prao.g_01853
OG0000141	Praj.g_00595	Prao.g_00045
OG0000142	Praj.g_00623	Prao.g_00074
OG0000143	Praj.g_00627	Prao.g_00078
OG0000144	Praj.g_00640	Prao.g_00091
OG0000145	Praj.g_01054	Prao.g_00701
OG0000146	Praj.g_00937	Prao.g_00705
OG0000147	Praj.g_00936	Prao.g_00706
OG0000148	Praj.g_00787	Prao.g_00757
OG0000149	Praj.g_00819	Prao.g_00788
OG0000150	Praj.g_00828	Prao.g_00796
OG0000151	Praj.g_00898	Prao.g_00855
OG0000152	Praj.g_01601, Praj.g_00946	Prao.g_00902
OG0000153	Praj.g_00965	Prao.g_00921
OG0000154	Praj.g_00995	Prao.g_00948
OG0000155	Praj.g_01440	Prao.g_01069
OG0000156	Praj.g_01517	Prao.g_01287
OG0000157	Praj.g_01518	Prao.g_01286
OG0000158	Praj.g_01995	Prao.g_01220
OG0000159	Praj.g_02043, Praj.g_02035	Prao.g_01219
OG0000160	Praj.g_01633	Prao.g_01398
OG0000161	Praj.g_01639	Prao.g_01404
OG0000162	Praj.g_01645	Prao.g_01410
OG0000163	Praj.g_01681	Prao.g_01443
OG0000164	Praj.g_01790	Prao.g_01576
OG0000165	Praj.g_01798	Prao.g_01583
OG0000166	Praj.g_01915	Prao.g_01651
OG0000167	Praj.g_01985	Prao.g_01717
OG0000168	Praj.g_01996	Prao.g_01727
OG0000169	Praj.g_02006	Prao.g_01737
OG0000170	Praj.g_02008	Prao.g_01739
OG0000171	Praj.g_02030	Prao.g_01758
OG0000172	Praj.g_02061	Prao.g_01767
OG0000173	Praj.g_02076	Prao.g_01782
OG0000174	Praj.g_02107	Prao.g_01810
OG0000175	Praj.g_02125	Prao.g_01820
OG0000176	Praj.g_00004	Prao.g_01845
OG0000177	Praj.g_00005	Prao.g_01846
OG0000178	Praj.g_00006	Prao.g_01847
OG0000179	Praj.g_00016	Prao.g_00163
OG0000180	Praj.g_00017	Prao.g_00164
OG0000181	Praj.g_00018	Prao.g_00165
OG0000182	Praj.g_00019	Prao.g_00166
OG0000183	Praj.g_00023	Prao.g_00170
OG0000184	Praj.g_00050	Prao.g_00192
OG0000185	Praj.g_00053	Prao.g_00195
OG0000186	Praj.g_00102	Prao.g_00203
OG0000187	Praj.g_00103	Prao.g_00204
OG0000188	Praj.g_00120	Prao.g_00221
OG0000189	Praj.g_00134	Prao.g_00235
OG0000190	Praj.g_00135	Prao.g_00236
OG0000191	Praj.g_00158	Prao.g_00256
OG0000192	Praj.g_00162	Prao.g_00260
OG0000193	Praj.g_00186	Prao.g_00284
OG0000194	Praj.g_00189	Prao.g_00287
OG0000195	Praj.g_00191	Prao.g_00289
OG0000196	Praj.g_00201	Prao.g_00299
OG0000197	Praj.g_00202	Prao.g_00300
OG0000198	Praj.g_00203	Prao.g_00301
OG0000199	Praj.g_00210	Prao.g_00308
OG0000200	Praj.g_00223	Prao.g_00322
OG0000201	Praj.g_00232	Prao.g_00330
OG0000202	Praj.g_00233	Prao.g_00331
OG0000203	Praj.g_00234	Prao.g_00332
OG0000204	Praj.g_00235	Prao.g_00333
OG0000205	Praj.g_00242	Prao.g_00340
OG0000206	Praj.g_00246	Prao.g_00345
OG0000207	Praj.g_00248	Prao.g_00347
OG0000208	Praj.g_00249	Prao.g_00348
OG0000209	Praj.g_00258	Prao.g_00357
OG0000210	Praj.g_00259	Prao.g_00358
OG0000211	Praj.g_00273	Prao.g_00371
OG0000212	Praj.g_00281	Prao.g_00378
OG0000213	Praj.g_00296	Prao.g_00395
OG0000214	Praj.g_00304	Prao.g_00405
OG0000215	Praj.g_00328	Prao.g_00429
OG0000216	Praj.g_00329	Prao.g_00431
OG0000217	Praj.g_00332	Prao.g_00434
OG0000218	Praj.g_00334	Prao.g_00436
OG0000219	Praj.g_00335	Prao.g_00437
OG0000220	Praj.g_00336	Prao.g_00438
OG0000221	Praj.g_00337	Prao.g_00439
OG0000222	Praj.g_00345	Prao.g_00446
OG0000223	Praj.g_00358	Prao.g_00459
OG0000224	Praj.g_00360	Prao.g_00461
OG0000225	Praj.g_00391	Prao.g_00480
OG0000226	Praj.g_00395	Prao.g_00484
OG0000227	Praj.g_00397	Prao.g_00486
OG0000228	Praj.g_00402	Prao.g_00489
OG0000229	Praj.g_00430	Prao.g_00540
OG0000230	Praj.g_00432	Prao.g_00542
OG0000231	Praj.g_00443	Prao.g_00553
OG0000232	Praj.g_00451	Prao.g_00564
OG0000233	Praj.g_00459	Prao.g_00569
OG0000234	Praj.g_00468	Prao.g_00582
OG0000235	Praj.g_00472	Prao.g_00585
OG0000236	Praj.g_00485	Prao.g_00599
OG0000237	Praj.g_00498	Prao.g_00612
OG0000238	Praj.g_00504	Prao.g_00618
OG0000239	Praj.g_00516	Prao.g_00631
OG0000240	Praj.g_00517	Prao.g_00632
OG0000241	Praj.g_00521	Prao.g_01861
OG0000242	Praj.g_00523	Prao.g_01859
OG0000243	Praj.g_00534	Prao.g_01162
OG0000244	Praj.g_00537	Prao.g_01165
OG0000245	Praj.g_00539	Prao.g_01167
OG0000246	Praj.g_00543	Prao.g_01171
OG0000247	Praj.g_00553	Prao.g_01181
OG0000248	Praj.g_00555	Prao.g_01183
OG0000249	Praj.g_00557	Prao.g_01185
OG0000250	Praj.g_00562	Prao.g_01864
OG0000251	Praj.g_00578	Prao.g_00029
OG0000252	Praj.g_00580	Prao.g_00032
OG0000253	Praj.g_00582	Prao.g_00033
OG0000254	Praj.g_00599	Prao.g_00049
OG0000255	Praj.g_00605	Prao.g_00055
OG0000256	Praj.g_00615	Prao.g_00066
OG0000257	Praj.g_00618	Prao.g_00069
OG0000258	Praj.g_00631	Prao.g_00082
OG0000259	Praj.g_00648	Prao.g_00099
OG0000260	Praj.g_00651	Prao.g_00102
OG0000261	Praj.g_00654	Prao.g_00104
OG0000262	Praj.g_00659	Prao.g_00108
OG0000263	Praj.g_00673	Prao.g_00119
OG0000264	Praj.g_00684	Prao.g_00129
OG0000265	Praj.g_00698	Prao.g_00648
OG0000266	Praj.g_00708	Prao.g_00658
OG0000267	Praj.g_00721	Prao.g_00669
OG0000268	Praj.g_00722	Prao.g_00670
OG0000269	Praj.g_00764	Prao.g_00736
OG0000270	Praj.g_00767	Prao.g_00739
OG0000271	Praj.g_00775	Prao.g_00747
OG0000272	Praj.g_00776	Prao.g_00748
OG0000273	Praj.g_00801	Prao.g_00771
OG0000274	Praj.g_00802	Prao.g_00772
OG0000275	Praj.g_00804	Prao.g_00775
OG0000276	Praj.g_00810	Prao.g_00780
OG0000277	Praj.g_00811	Prao.g_00781
OG0000278	Praj.g_00815	Prao.g_00784
OG0000279	Praj.g_00822	Prao.g_00791
OG0000280	Praj.g_01326	Prao.g_00792
OG0000281	Praj.g_00829	Prao.g_00797
OG0000282	Praj.g_00889	Prao.g_00847
OG0000283	Praj.g_00920	Prao.g_00879
OG0000284	Praj.g_00925	Prao.g_00884
OG0000285	Praj.g_00930	Prao.g_00889
OG0000286	Praj.g_00945	Prao.g_00901
OG0000287	Praj.g_00085	Prao.g_00918
OG0000288	Praj.g_00994	Prao.g_00947
OG0000289	Praj.g_01005	Prao.g_00958
OG0000290	Praj.g_01021	Prao.g_00971
OG0000291	Praj.g_01023	Prao.g_00973
OG0000292	Praj.g_01196	Prao.g_01025
OG0000293	Praj.g_01470	Prao.g_01098
OG0000294	Praj.g_01469	Prao.g_01097
OG0000295	Praj.g_01447	Prao.g_01077
OG0000296	Praj.g_01445	Prao.g_01075
OG0000297	Praj.g_01437	Prao.g_01067
OG0000298	Praj.g_01436	Prao.g_01066
OG0000299	Praj.g_01417	Prao.g_01049
OG0000300	Praj.g_01414	Prao.g_01046
OG0000301	Praj.g_01413	Prao.g_01045
OG0000302	Praj.g_01410	Prao.g_01043
OG0000303	Praj.g_01405	Prao.g_01036
OG0000304	Praj.g_01402	Prao.g_01032
OG0000305	Praj.g_01734	Prao.g_01247
OG0000306	Praj.g_00833	Prao.g_01244
OG0000307	Praj.g_01584	Prao.g_01230
OG0000308	Praj.g_01585	Prao.g_01229
OG0000309	Praj.g_01589	Prao.g_01225
OG0000310	Praj.g_01616	Prao.g_01382
OG0000311	Praj.g_01618	Prao.g_01384
OG0000312	Praj.g_01621	Prao.g_01387
OG0000313	Praj.g_01636	Prao.g_01401
OG0000314	Praj.g_01657	Prao.g_01423
OG0000315	Praj.g_01667	Prao.g_01433
OG0000316	Praj.g_01692	Prao.g_01453
OG0000317	Praj.g_01766	Prao.g_01550
OG0000318	Praj.g_01769	Prao.g_01553
OG0000319	Praj.g_01780	Prao.g_01566
OG0000320	Praj.g_01782	Prao.g_01568
OG0000321	Praj.g_01783	Prao.g_01569
OG0000322	Praj.g_01784	Prao.g_01570
OG0000323	Praj.g_01793	Prao.g_01579
OG0000324	Praj.g_01820	Prao.g_01605
OG0000325	Praj.g_01870	Prao.g_01616
OG0000326	Praj.g_01876	Prao.g_01622
OG0000327	Praj.g_01910	Prao.g_01646
OG0000328	Praj.g_01911	Prao.g_01647
OG0000329	Praj.g_01928	Prao.g_01664
OG0000330	Praj.g_01929	Prao.g_01665
OG0000331	Praj.g_01930	Prao.g_01666
OG0000332	Praj.g_01944	Prao.g_01680
OG0000333	Praj.g_01946	Prao.g_01682
OG0000334	Praj.g_01955	Prao.g_01690
OG0000335	Praj.g_01960	Prao.g_01695
OG0000336	Praj.g_01964	Prao.g_01699
OG0000337	Praj.g_01982	Prao.g_01715
OG0000338	Praj.g_01983	Prao.g_01716
OG0000339	Praj.g_01988	Prao.g_01720
OG0000340	Praj.g_01997	Prao.g_01728
OG0000341	Praj.g_01999	Prao.g_01730
OG0000342	Praj.g_02000	Prao.g_01731
OG0000343	Praj.g_02001	Prao.g_01732
OG0000344	Praj.g_02004	Prao.g_01735
OG0000345	Praj.g_02009	Prao.g_01740
OG0000346	Praj.g_02013	Prao.g_01744
OG0000347	Praj.g_02034	Prao.g_01760
OG0000348	Praj.g_02064	Prao.g_01770
OG0000349	Praj.g_02082	Prao.g_01787
OG0000350	Praj.g_02103	Prao.g_01806
OG0000351	Praj.g_02128	Prao.g_01823
OG0000352	Praj.g_02129	Prao.g_01824
OG0000353	Praj.g_02148	Prao.g_01840
OG0000355	Praj.g_00001	Prao.g_01842
OG0000356	Praj.g_00002	Prao.g_01843
OG0000357	Praj.g_00003	Prao.g_01844
OG0000358	Praj.g_00007	Prao.g_01848
OG0000359	Praj.g_00008	Prao.g_01849
OG0000360	Praj.g_00009	Prao.g_01850
OG0000361	Praj.g_00010	Prao.g_00157
OG0000362	Praj.g_00012	Prao.g_00159
OG0000363	Praj.g_00014	Prao.g_00161
OG0000364	Praj.g_00015	Prao.g_00162
OG0000365	Praj.g_00020	Prao.g_00167
OG0000366	Praj.g_00021	Prao.g_00168
OG0000367	Praj.g_00022	Prao.g_00169
OG0000368	Praj.g_00024	Prao.g_00171
OG0000369	Praj.g_00025	Prao.g_00172
OG0000370	Praj.g_00026	Prao.g_00173
OG0000371	Praj.g_00032	Prao.g_00178
OG0000372	Praj.g_00034	Prao.g_00181
OG0000373	Praj.g_00035	Prao.g_00182
OG0000374	Praj.g_00036	Prao.g_00183
OG0000375	Praj.g_00044	Prao.g_00186
OG0000376	Praj.g_00046	Prao.g_00188
OG0000377	Praj.g_00049	Prao.g_00191
OG0000378	Praj.g_00051	Prao.g_00193
OG0000379	Praj.g_00054	Prao.g_00196
OG0000380	Praj.g_00104	Prao.g_00205
OG0000381	Praj.g_00108	Prao.g_00209
OG0000382	Praj.g_00119	Prao.g_00220
OG0000383	Praj.g_00121	Prao.g_00222
OG0000384	Praj.g_00122	Prao.g_00223
OG0000385	Praj.g_00123	Prao.g_00224
OG0000386	Praj.g_00124	Prao.g_00225
OG0000387	Praj.g_00137	Prao.g_00238
OG0000388	Praj.g_00141	Prao.g_00241
OG0000389	Praj.g_00144	Prao.g_00244
OG0000390	Praj.g_00153	Prao.g_00251
OG0000391	Praj.g_00157	Prao.g_00255
OG0000392	Praj.g_00160	Prao.g_00259
OG0000393	Praj.g_00163	Prao.g_00261
OG0000394	Praj.g_00164	Prao.g_00262
OG0000395	Praj.g_00165	Prao.g_00263
OG0000396	Praj.g_00168	Prao.g_00266
OG0000397	Praj.g_00170	Prao.g_00268
OG0000398	Praj.g_00173	Prao.g_00270
OG0000399	Praj.g_00174	Prao.g_00271
OG0000400	Praj.g_00175	Prao.g_00272
OG0000401	Praj.g_00176	Prao.g_00273
OG0000402	Praj.g_01057	Prao.g_00274
OG0000403	Praj.g_00177	Prao.g_00275
OG0000404	Praj.g_00178	Prao.g_00276
OG0000405	Praj.g_00183	Prao.g_00280
OG0000406	Praj.g_00187	Prao.g_00285
OG0000407	Praj.g_00188	Prao.g_00286
OG0000408	Praj.g_00190	Prao.g_00288
OG0000409	Praj.g_00192	Prao.g_00290
OG0000410	Praj.g_00193	Prao.g_00291
OG0000411	Praj.g_00194	Prao.g_00292
OG0000412	Praj.g_00195	Prao.g_00293
OG0000413	Praj.g_00196	Prao.g_00294
OG0000414	Praj.g_00197	Prao.g_00295
OG0000415	Praj.g_00198	Prao.g_00296
OG0000416	Praj.g_00199	Prao.g_00297
OG0000417	Praj.g_00200	Prao.g_00298
OG0000418	Praj.g_00205	Prao.g_00303
OG0000419	Praj.g_00207	Prao.g_00305
OG0000420	Praj.g_00208	Prao.g_00306
OG0000421	Praj.g_00212	Prao.g_00311
OG0000422	Praj.g_00213	Prao.g_00312
OG0000423	Praj.g_00214	Prao.g_00313
OG0000424	Praj.g_00215	Prao.g_00314
OG0000425	Praj.g_00216	Prao.g_00315
OG0000426	Praj.g_00217	Prao.g_00316
OG0000427	Praj.g_00218	Prao.g_00317
OG0000428	Praj.g_00220	Prao.g_00319
OG0000429	Praj.g_00221	Prao.g_00320
OG0000430	Praj.g_00222	Prao.g_00321
OG0000431	Praj.g_00224	Prao.g_00323
OG0000432	Praj.g_00228	Prao.g_00326
OG0000433	Praj.g_00229	Prao.g_00327
OG0000434	Praj.g_00230	Prao.g_00328
OG0000435	Praj.g_00231	Prao.g_00329
OG0000436	Praj.g_00236	Prao.g_00334
OG0000437	Praj.g_00237	Prao.g_00335
OG0000438	Praj.g_00238	Prao.g_00336
OG0000439	Praj.g_00240	Prao.g_00338
OG0000440	Praj.g_00241	Prao.g_00339
OG0000441	Praj.g_00243	Prao.g_00342
OG0000442	Praj.g_00244	Prao.g_00343
OG0000443	Praj.g_00245	Prao.g_00344
OG0000444	Praj.g_00250	Prao.g_00349
OG0000445	Praj.g_00251	Prao.g_00350
OG0000446	Praj.g_00252	Prao.g_00351
OG0000447	Praj.g_00253	Prao.g_00352
OG0000448	Praj.g_00254	Prao.g_00353
OG0000449	Praj.g_00255	Prao.g_00354
OG0000450	Praj.g_00256	Prao.g_00355
OG0000451	Praj.g_00257	Prao.g_00356
OG0000452	Praj.g_00260	Prao.g_00359
OG0000453	Praj.g_00261	Prao.g_00360
OG0000454	Praj.g_00262	Prao.g_00361
OG0000455	Praj.g_00263	Prao.g_00362
OG0000456	Praj.g_00264	Prao.g_00363
OG0000457	Praj.g_00265	Prao.g_00364
OG0000458	Praj.g_00266	Prao.g_00365
OG0000459	Praj.g_00267	Prao.g_00366
OG0000460	Praj.g_00275	Prao.g_00373
OG0000461	Praj.g_00283	Prao.g_00380
OG0000462	Praj.g_00285	Prao.g_00382
OG0000463	Praj.g_00286	Prao.g_00383
OG0000464	Praj.g_00287	Prao.g_00384
OG0000465	Praj.g_00288	Prao.g_00385
OG0000466	Praj.g_00289	Prao.g_00388
OG0000467	Praj.g_00290	Prao.g_00389
OG0000468	Praj.g_00292	Prao.g_00391
OG0000469	Praj.g_00299	Prao.g_00400
OG0000470	Praj.g_00301	Prao.g_00402
OG0000471	Praj.g_00302	Prao.g_00403
OG0000472	Praj.g_00303	Prao.g_00404
OG0000473	Praj.g_00305	Prao.g_00406
OG0000474	Praj.g_00306	Prao.g_00407
OG0000475	Praj.g_00307	Prao.g_00408
OG0000476	Praj.g_00309	Prao.g_00409
OG0000477	Praj.g_00311	Prao.g_00412
OG0000478	Praj.g_00312	Prao.g_00413
OG0000479	Praj.g_00313	Prao.g_00414
OG0000480	Praj.g_00318	Prao.g_00419
OG0000481	Praj.g_00320	Prao.g_00421
OG0000482	Praj.g_00321	Prao.g_00422
OG0000483	Praj.g_00324	Prao.g_00425
OG0000484	Praj.g_00325	Prao.g_00426
OG0000485	Praj.g_00326	Prao.g_00427
OG0000486	Praj.g_00327	Prao.g_00428
OG0000487	Praj.g_00330	Prao.g_00432
OG0000488	Praj.g_00333	Prao.g_00435
OG0000489	Praj.g_00338	Prao.g_00440
OG0000490	Praj.g_00343	Prao.g_00444
OG0000491	Praj.g_00344	Prao.g_00445
OG0000492	Praj.g_00346	Prao.g_00447
OG0000493	Praj.g_00347	Prao.g_00448
OG0000494	Praj.g_00348	Prao.g_00449
OG0000495	Praj.g_00349	Prao.g_00450
OG0000496	Praj.g_00350	Prao.g_00451
OG0000497	Praj.g_00351	Prao.g_00452
OG0000498	Praj.g_00352	Prao.g_00453
OG0000499	Praj.g_00353	Prao.g_00454
OG0000500	Praj.g_00354	Prao.g_00455
OG0000501	Praj.g_00356	Prao.g_00457
OG0000502	Praj.g_00359	Prao.g_00460
OG0000503	Praj.g_00380	Prao.g_00470
OG0000504	Praj.g_00382	Prao.g_00471
OG0000505	Praj.g_00383	Prao.g_00472
OG0000506	Praj.g_00384	Prao.g_00474
OG0000507	Praj.g_00387	Prao.g_00476
OG0000508	Praj.g_00390	Prao.g_00479
OG0000509	Praj.g_00392	Prao.g_00481
OG0000510	Praj.g_00393	Prao.g_00482
OG0000511	Praj.g_00394	Prao.g_00483
OG0000512	Praj.g_00396	Prao.g_00485
OG0000513	Praj.g_00406	Prao.g_00492
OG0000514	Praj.g_00425	Prao.g_00535
OG0000515	Praj.g_00426	Prao.g_00536
OG0000516	Praj.g_00427	Prao.g_00537
OG0000517	Praj.g_00429	Prao.g_00539
OG0000518	Praj.g_00440	Prao.g_00550
OG0000519	Praj.g_00441	Prao.g_00551
OG0000520	Praj.g_00442	Prao.g_00552
OG0000521	Praj.g_00447	Prao.g_00557
OG0000522	Praj.g_00449	Prao.g_00559
OG0000523	Praj.g_00450	Prao.g_00560
OG0000524	Praj.g_00457	Prao.g_00567
OG0000525	Praj.g_00461	Prao.g_00570
OG0000526	Praj.g_00462	Prao.g_00571
OG0000527	Praj.g_00465	Prao.g_00579
OG0000528	Praj.g_00471	Prao.g_00584
OG0000529	Praj.g_00474	Prao.g_00587
OG0000530	Praj.g_00477	Prao.g_00590
OG0000531	Praj.g_00478	Prao.g_00591
OG0000532	Praj.g_00479	Prao.g_00593
OG0000533	Praj.g_00480	Prao.g_00594
OG0000534	Praj.g_00481	Prao.g_00595
OG0000535	Praj.g_00482	Prao.g_00596
OG0000536	Praj.g_00483	Prao.g_00597
OG0000537	Praj.g_00484	Prao.g_00598
OG0000538	Praj.g_00492	Prao.g_00606
OG0000539	Praj.g_00493	Prao.g_00607
OG0000540	Praj.g_00494	Prao.g_00608
OG0000541	Praj.g_00495	Prao.g_00609
OG0000542	Praj.g_00497	Prao.g_00611
OG0000543	Praj.g_00499	Prao.g_00613
OG0000544	Praj.g_00500	Prao.g_00614
OG0000545	Praj.g_00502	Prao.g_00616
OG0000546	Praj.g_00505	Prao.g_00619
OG0000547	Praj.g_00507	Prao.g_00621
OG0000548	Praj.g_00508	Prao.g_00622
OG0000549	Praj.g_00511	Prao.g_00624
OG0000550	Praj.g_00515	Prao.g_00629
OG0000551	Praj.g_00518	Prao.g_00633
OG0000552	Praj.g_00519	Prao.g_00634
OG0000553	Praj.g_00520	Prao.g_00635
OG0000554	Praj.g_00525	Prao.g_01857
OG0000555	Praj.g_00533	Prao.g_01161
OG0000556	Praj.g_00535	Prao.g_01163
OG0000557	Praj.g_00536	Prao.g_01164
OG0000558	Praj.g_00538	Prao.g_01166
OG0000559	Praj.g_00542	Prao.g_01170
OG0000560	Praj.g_00545	Prao.g_01173
OG0000561	Praj.g_00546	Prao.g_01174
OG0000562	Praj.g_00547	Prao.g_01175
OG0000563	Praj.g_00548	Prao.g_01176
OG0000564	Praj.g_00549	Prao.g_01177
OG0000565	Praj.g_00552	Prao.g_01180
OG0000566	Praj.g_00554	Prao.g_01182
OG0000567	Praj.g_00558	Prao.g_01186
OG0000568	Praj.g_00559	Prao.g_01187
OG0000569	Praj.g_00560	Prao.g_01862
OG0000570	Praj.g_00561	Prao.g_01863
OG0000571	Praj.g_00563	Prao.g_01865
