Orthogroup	Praj	Prbg
OG0000038	Praj.g_02089	Prbg.g_01898
OG0000039	Praj.g_00679	Prbg.g_01128
OG0000041	Praj.g_01813	Prbg.g_01697
OG0000042	Praj.g_02020	Prbg.g_01855
OG0000043	Praj.g_00864	Prbg.g_01507
OG0000045	Praj.g_01049	Prbg.g_01530
OG0000046	Praj.g_00363	Prbg.g_00105
OG0000047	Praj.g_00408	Prbg.g_00143
OG0000048	Praj.g_00308	Prbg.g_00464, Prbg.g_00050
OG0000051	Praj.g_01339	Prbg.g_00408
OG0000052	Praj.g_00095	Prbg.g_00816
OG0000053	Praj.g_01651	Prbg.g_01595, Prbg.g_00612
OG0000054	Praj.g_00594	Prbg.g_00326
OG0000055	Praj.g_00733	Prbg.g_01535
OG0000055	Praj.g_01842	Prbg.g_01624
OG0000057	Praj.g_00691, Praj.g_01313	Prbg.g_01143
OG0000058	Praj.g_00839	Prbg.g_00551
OG0000059	Praj.g_01892	Prbg.g_01737
OG0000061	Praj.g_01461	Prbg.g_01486
OG0000062	Praj.g_01714	Prbg.g_00676
OG0000063	Praj.g_01867	Prbg.g_00730
OG0000065	Praj.g_00145	Prbg.g_00879
OG0000066	Praj.g_00530	Prbg.g_00256
OG0000067	Praj.g_00769	Prbg.g_01159
OG0000068	Praj.g_01575	Prbg.g_00529
OG0000069	Praj.g_01276, Praj.g_01675	Prbg.g_00174
OG0000070	Praj.g_00444	Prbg.g_00170
OG0000071	Praj.g_01528	Prbg.g_00477
OG0000072	Praj.g_00211	Prbg.g_00949
OG0000073	Praj.g_00491	Prbg.g_00219
OG0000074	Praj.g_00870	Prbg.g_01064
OG0000074	Praj.g_00674	Prbg.g_01123
OG0000075	Praj.g_01987	Prbg.g_01821
OG0000076	Praj.g_02012	Prbg.g_01847
OG0000077	Praj.g_00116	Prbg.g_00791
OG0000078	Praj.g_00280	Prbg.g_01022
OG0000079	Praj.g_00291	Prbg.g_01035
OG0000081	Praj.g_00522	Prbg.g_00248
OG0000082	Praj.g_01827	Prbg.g_01639
OG0000084	Praj.g_01628	Prbg.g_00588
OG0000085	Praj.g_01762	Prbg.g_01642, Prbg.g_00716
OG0000086	Praj.g_00126	Prbg.g_00782
OG0000087	Praj.g_00179	Prbg.g_00913
OG0000088	Praj.g_00206	Prbg.g_00944
OG0000089	Praj.g_00403	Prbg.g_00137
OG0000090	Praj.g_00524	Prbg.g_00250
OG0000091	Praj.g_00630	Prbg.g_01414
OG0000092	Praj.g_00892	Prbg.g_01089
OG0000093	Praj.g_00754	Prbg.g_01385
OG0000094	Praj.g_00846	Prbg.g_01336
OG0000095	Praj.g_01024	Prbg.g_01234
OG0000096	Praj.g_01249	Prbg.g_00032
OG0000097	Praj.g_01416	Prbg.g_01440
OG0000098	Praj.g_01546	Prbg.g_00505
OG0000099	Praj.g_00372	Prbg.g_00552
OG0000100	Praj.g_01709	Prbg.g_00670
OG0000101	Praj.g_01952	Prbg.g_01785
OG0000102	Praj.g_02017	Prbg.g_01852
OG0000103	Praj.g_02135	Prbg.g_01937
OG0000104	Praj.g_02145	Prbg.g_00763
OG0000105	Praj.g_00310	Prbg.g_00053
OG0000106	Praj.g_01156, Praj.g_01282	Prbg.g_00388
OG0000107	Praj.g_01869	Prbg.g_01714
OG0000108	Praj.g_00473	Prbg.g_00199
OG0000109	Praj.g_00486	Prbg.g_00213
OG0000110	Praj.g_00565	Prbg.g_00293
OG0000111	Praj.g_00692	Prbg.g_01144
OG0000112	Praj.g_00938	Prbg.g_00366
OG0000113	Praj.g_01176	Prbg.g_01182
OG0000114	Praj.g_00887	Prbg.g_01084
OG0000115	Praj.g_01725	Prbg.g_01555
OG0000116	Praj.g_01471	Prbg.g_01497
OG0000117	Praj.g_01355	Prbg.g_01459
OG0000118	Praj.g_01540	Prbg.g_00490
OG0000119	Praj.g_01568	Prbg.g_01540, Prbg.g_00688
OG0000120	Praj.g_00664	Prbg.g_00549
OG0000121	Praj.g_01634	Prbg.g_00593
OG0000122	Praj.g_01673	Prbg.g_00634
OG0000123	Praj.g_01959	Prbg.g_01792
OG0000124	Praj.g_02031	Prbg.g_01864
OG0000125	Praj.g_02091	Prbg.g_01900
OG0000126	Praj.g_02144	Prbg.g_00762
OG0000128	Praj.g_00011	Prbg.g_00778
OG0000129	Praj.g_00048	Prbg.g_00829
OG0000130	Praj.g_00107	Prbg.g_00800
OG0000131	Praj.g_00185	Prbg.g_00922
OG0000132	Praj.g_00204	Prbg.g_00942
OG0000133	Praj.g_00357	Prbg.g_00100
OG0000134	Praj.g_00405	Prbg.g_00139
OG0000135	Praj.g_01279	Prbg.g_00459
OG0000136	Praj.g_00435	Prbg.g_00161
OG0000137	Praj.g_00467	Prbg.g_00194
OG0000138	Praj.g_00487	Prbg.g_00214
OG0000139	Praj.g_00528	Prbg.g_00254
OG0000140	Praj.g_00529	Prbg.g_00255
OG0000141	Praj.g_00595	Prbg.g_00327
OG0000142	Praj.g_00623	Prbg.g_01422
OG0000143	Praj.g_00627	Prbg.g_01418
OG0000144	Praj.g_00640	Prbg.g_01404
OG0000145	Praj.g_01054	Prbg.g_00461
OG0000146	Praj.g_00937	Prbg.g_00365
OG0000147	Praj.g_00936	Prbg.g_00364
OG0000148	Praj.g_00787	Prbg.g_01176
OG0000149	Praj.g_00819	Prbg.g_01208
OG0000150	Praj.g_00828	Prbg.g_01218
OG0000151	Praj.g_00898	Prbg.g_01094
OG0000152	Praj.g_01601, Praj.g_00946	Prbg.g_01287
OG0000153	Praj.g_00965	Prbg.g_01306
OG0000154	Praj.g_00995	Prbg.g_01326
OG0000155	Praj.g_01440	Prbg.g_01465
OG0000156	Praj.g_01517	Prbg.g_00466
OG0000157	Praj.g_01518	Prbg.g_00467
OG0000158	Praj.g_01995	Prbg.g_01829
OG0000159	Praj.g_02043, Praj.g_02035	Prbg.g_00809
OG0000160	Praj.g_01633	Prbg.g_00592
OG0000161	Praj.g_01639	Prbg.g_00598
OG0000162	Praj.g_01645	Prbg.g_00604
OG0000163	Praj.g_01681	Prbg.g_00643
OG0000164	Praj.g_01790	Prbg.g_01674
OG0000165	Praj.g_01798	Prbg.g_01681
OG0000166	Praj.g_01915	Prbg.g_01748
OG0000167	Praj.g_01985	Prbg.g_01819
OG0000168	Praj.g_01996	Prbg.g_01830
OG0000169	Praj.g_02006	Prbg.g_01840
OG0000170	Praj.g_02008	Prbg.g_01843
OG0000171	Praj.g_02030	Prbg.g_01863
OG0000172	Praj.g_02061	Prbg.g_01870
OG0000173	Praj.g_02076	Prbg.g_01885
OG0000174	Praj.g_02107	Prbg.g_01915
OG0000175	Praj.g_02125	Prbg.g_01928
OG0000176	Praj.g_00004	Prbg.g_00771
OG0000177	Praj.g_00005	Prbg.g_00772
OG0000178	Praj.g_00006	Prbg.g_00773
OG0000179	Praj.g_00016	Prbg.g_00858
OG0000180	Praj.g_00017	Prbg.g_00857
OG0000181	Praj.g_00018	Prbg.g_00856
OG0000182	Praj.g_00019	Prbg.g_00855
OG0000183	Praj.g_00023	Prbg.g_00851
OG0000184	Praj.g_00050	Prbg.g_00825
OG0000185	Praj.g_00053	Prbg.g_00822
OG0000186	Praj.g_00102	Prbg.g_00806
OG0000187	Praj.g_00103	Prbg.g_00805
OG0000188	Praj.g_00120	Prbg.g_00788
OG0000189	Praj.g_00134	Prbg.g_00866
OG0000190	Praj.g_00135	Prbg.g_00868
OG0000191	Praj.g_00158	Prbg.g_00891
OG0000192	Praj.g_00162	Prbg.g_00896
OG0000193	Praj.g_00186	Prbg.g_00923
OG0000194	Praj.g_00189	Prbg.g_00926
OG0000195	Praj.g_00191	Prbg.g_00928
OG0000196	Praj.g_00201	Prbg.g_00939
OG0000197	Praj.g_00202	Prbg.g_00940
OG0000198	Praj.g_00203	Prbg.g_00941
OG0000199	Praj.g_00210	Prbg.g_00948
OG0000200	Praj.g_00223	Prbg.g_00962
OG0000201	Praj.g_00232	Prbg.g_00971
OG0000202	Praj.g_00233	Prbg.g_00972
OG0000203	Praj.g_00234	Prbg.g_00973
OG0000204	Praj.g_00235	Prbg.g_00974
OG0000205	Praj.g_00242	Prbg.g_00981
OG0000206	Praj.g_00246	Prbg.g_00986
OG0000207	Praj.g_00248	Prbg.g_00989
OG0000208	Praj.g_00249	Prbg.g_00990
OG0000209	Praj.g_00258	Prbg.g_00999
OG0000210	Praj.g_00259	Prbg.g_01000
OG0000211	Praj.g_00273	Prbg.g_01015
OG0000212	Praj.g_00281	Prbg.g_01023
OG0000213	Praj.g_00296	Prbg.g_01041
OG0000214	Praj.g_00304	Prbg.g_00046
OG0000215	Praj.g_00328	Prbg.g_00073
OG0000216	Praj.g_00329	Prbg.g_00074
OG0000217	Praj.g_00332	Prbg.g_00077
OG0000218	Praj.g_00334	Prbg.g_00079
OG0000219	Praj.g_00335	Prbg.g_00080
OG0000220	Praj.g_00336	Prbg.g_00081
OG0000221	Praj.g_00337	Prbg.g_00082
OG0000222	Praj.g_00345	Prbg.g_00089
OG0000223	Praj.g_00358	Prbg.g_00101
OG0000224	Praj.g_00360	Prbg.g_00103
OG0000225	Praj.g_00391	Prbg.g_00129
OG0000226	Praj.g_00395	Prbg.g_01941
OG0000227	Praj.g_00397	Prbg.g_01943
OG0000228	Praj.g_00402	Prbg.g_00136
OG0000229	Praj.g_00430	Prbg.g_00156
OG0000230	Praj.g_00432	Prbg.g_00158
OG0000231	Praj.g_00443	Prbg.g_00169
OG0000232	Praj.g_00451	Prbg.g_00180
OG0000233	Praj.g_00459	Prbg.g_00186
OG0000234	Praj.g_00468	Prbg.g_00195
OG0000235	Praj.g_00472	Prbg.g_00198
OG0000236	Praj.g_00485	Prbg.g_00212
OG0000237	Praj.g_00498	Prbg.g_00225
OG0000238	Praj.g_00504	Prbg.g_00231
OG0000239	Praj.g_00516	Prbg.g_00242
OG0000240	Praj.g_00517	Prbg.g_00243
OG0000241	Praj.g_00521	Prbg.g_00247
OG0000242	Praj.g_00523	Prbg.g_00249
OG0000243	Praj.g_00534	Prbg.g_00260
OG0000244	Praj.g_00537	Prbg.g_00264
OG0000245	Praj.g_00539	Prbg.g_00266
OG0000246	Praj.g_00543	Prbg.g_00270
OG0000247	Praj.g_00553	Prbg.g_00280
OG0000248	Praj.g_00555	Prbg.g_00283
OG0000249	Praj.g_00557	Prbg.g_00285
OG0000250	Praj.g_00562	Prbg.g_00290
OG0000251	Praj.g_00578	Prbg.g_00310
OG0000252	Praj.g_00580	Prbg.g_00313
OG0000253	Praj.g_00582	Prbg.g_00314
OG0000254	Praj.g_00599	Prbg.g_00331
OG0000255	Praj.g_00605	Prbg.g_00337
OG0000256	Praj.g_00615	Prbg.g_00347
OG0000257	Praj.g_00618	Prbg.g_01427
OG0000258	Praj.g_00631	Prbg.g_01413
OG0000259	Praj.g_00648	Prbg.g_01396
OG0000260	Praj.g_00651	Prbg.g_01393
OG0000261	Praj.g_00654	Prbg.g_01390
OG0000262	Praj.g_00659	Prbg.g_01386
OG0000263	Praj.g_00673	Prbg.g_01122
OG0000264	Praj.g_00684	Prbg.g_01133
OG0000265	Praj.g_00698	Prbg.g_01151
OG0000266	Praj.g_00708	Prbg.g_01367
OG0000267	Praj.g_00721	Prbg.g_01355
OG0000268	Praj.g_00722	Prbg.g_01354
OG0000269	Praj.g_00764	Prbg.g_01154
OG0000270	Praj.g_00767	Prbg.g_01157
OG0000271	Praj.g_00775	Prbg.g_01165
OG0000272	Praj.g_00776	Prbg.g_01166
OG0000273	Praj.g_00801	Prbg.g_01190
OG0000274	Praj.g_00802	Prbg.g_01191
OG0000275	Praj.g_00804	Prbg.g_01194
OG0000276	Praj.g_00810	Prbg.g_01200
OG0000277	Praj.g_00811	Prbg.g_01201
OG0000278	Praj.g_00815	Prbg.g_01204
OG0000279	Praj.g_00822	Prbg.g_01211
OG0000280	Praj.g_01326	Prbg.g_01212
OG0000281	Praj.g_00829	Prbg.g_01219
OG0000282	Praj.g_00889	Prbg.g_01086
OG0000283	Praj.g_00920	Prbg.g_01263
OG0000284	Praj.g_00925	Prbg.g_01268
OG0000285	Praj.g_00930	Prbg.g_01273
OG0000286	Praj.g_00945	Prbg.g_01286
OG0000287	Praj.g_00085	Prbg.g_01552
OG0000288	Praj.g_00994	Prbg.g_01325
OG0000289	Praj.g_01005	Prbg.g_01341
OG0000290	Praj.g_01021	Prbg.g_01237
OG0000291	Praj.g_01023	Prbg.g_01235
OG0000292	Praj.g_01196	Prbg.g_01531
OG0000293	Praj.g_01470	Prbg.g_01496
OG0000294	Praj.g_01469	Prbg.g_01495
OG0000295	Praj.g_01447	Prbg.g_01472
OG0000296	Praj.g_01445	Prbg.g_01470
OG0000297	Praj.g_01437	Prbg.g_01461
OG0000298	Praj.g_01436	Prbg.g_01460
OG0000299	Praj.g_01417	Prbg.g_01441
OG0000300	Praj.g_01414	Prbg.g_01438
OG0000301	Praj.g_01413	Prbg.g_01437
OG0000302	Praj.g_01410	Prbg.g_01435
OG0000303	Praj.g_01405	Prbg.g_01429
OG0000304	Praj.g_01402	Prbg.g_00352
OG0000305	Praj.g_01734	Prbg.g_01529
OG0000306	Praj.g_00833	Prbg.g_01223
OG0000307	Praj.g_01584	Prbg.g_00538
OG0000308	Praj.g_01585	Prbg.g_00539
OG0000309	Praj.g_01589	Prbg.g_00543
OG0000310	Praj.g_01616	Prbg.g_00577
OG0000311	Praj.g_01618	Prbg.g_00579
OG0000312	Praj.g_01621	Prbg.g_00582
OG0000313	Praj.g_01636	Prbg.g_00595
OG0000314	Praj.g_01657	Prbg.g_00618
OG0000315	Praj.g_01667	Prbg.g_00628
OG0000316	Praj.g_01692	Prbg.g_00653
OG0000317	Praj.g_01766	Prbg.g_01647
OG0000318	Praj.g_01769	Prbg.g_01651
OG0000319	Praj.g_01780	Prbg.g_01664
OG0000320	Praj.g_01782	Prbg.g_01666
OG0000321	Praj.g_01783	Prbg.g_01667
OG0000322	Praj.g_01784	Prbg.g_01668
OG0000323	Praj.g_01793	Prbg.g_01677
OG0000324	Praj.g_01820	Prbg.g_01704
OG0000325	Praj.g_01870	Prbg.g_01715
OG0000326	Praj.g_01876	Prbg.g_01722
OG0000327	Praj.g_01910	Prbg.g_01743
OG0000328	Praj.g_01911	Prbg.g_01744
OG0000329	Praj.g_01928	Prbg.g_01761
OG0000330	Praj.g_01929	Prbg.g_01762
OG0000331	Praj.g_01930	Prbg.g_01763
OG0000332	Praj.g_01944	Prbg.g_01777
OG0000333	Praj.g_01946	Prbg.g_01779
OG0000334	Praj.g_01955	Prbg.g_01788
OG0000335	Praj.g_01960	Prbg.g_01793
OG0000336	Praj.g_01964	Prbg.g_01797
OG0000337	Praj.g_01982	Prbg.g_01815
OG0000338	Praj.g_01983	Prbg.g_01816
OG0000339	Praj.g_01988	Prbg.g_01822
OG0000340	Praj.g_01997	Prbg.g_01831
OG0000341	Praj.g_01999	Prbg.g_01833
OG0000342	Praj.g_02000	Prbg.g_01834
OG0000343	Praj.g_02001	Prbg.g_01835
OG0000344	Praj.g_02004	Prbg.g_01838
OG0000345	Praj.g_02009	Prbg.g_01844
OG0000346	Praj.g_02013	Prbg.g_01848
OG0000347	Praj.g_02034	Prbg.g_01865
OG0000348	Praj.g_02064	Prbg.g_01873
OG0000349	Praj.g_02082	Prbg.g_01891
OG0000350	Praj.g_02103	Prbg.g_00419
OG0000351	Praj.g_02128	Prbg.g_01931
OG0000352	Praj.g_02129	Prbg.g_01932
OG0000353	Praj.g_02148	Prbg.g_00766
OG0000355	Praj.g_00001	Prbg.g_00768
OG0000356	Praj.g_00002	Prbg.g_00769
OG0000357	Praj.g_00003	Prbg.g_00770
OG0000358	Praj.g_00007	Prbg.g_00774
OG0000359	Praj.g_00008	Prbg.g_00775
OG0000360	Praj.g_00009	Prbg.g_00776
OG0000361	Praj.g_00010	Prbg.g_00777
OG0000362	Praj.g_00012	Prbg.g_00779
OG0000363	Praj.g_00014	Prbg.g_00860
OG0000364	Praj.g_00015	Prbg.g_00859
OG0000365	Praj.g_00020	Prbg.g_00854
OG0000366	Praj.g_00021	Prbg.g_00853
OG0000367	Praj.g_00022	Prbg.g_00852
OG0000368	Praj.g_00024	Prbg.g_00850
OG0000369	Praj.g_00025	Prbg.g_00849
OG0000370	Praj.g_00026	Prbg.g_00848
OG0000371	Praj.g_00032	Prbg.g_00841
OG0000372	Praj.g_00034	Prbg.g_00838
OG0000373	Praj.g_00035	Prbg.g_00837
OG0000374	Praj.g_00036	Prbg.g_00836
OG0000375	Praj.g_00044	Prbg.g_00834
OG0000376	Praj.g_00046	Prbg.g_00832
OG0000377	Praj.g_00049	Prbg.g_00828
OG0000378	Praj.g_00051	Prbg.g_00824
OG0000379	Praj.g_00054	Prbg.g_00821
OG0000380	Praj.g_00104	Prbg.g_00804
OG0000381	Praj.g_00108	Prbg.g_00799
OG0000382	Praj.g_00119	Prbg.g_00789
OG0000383	Praj.g_00121	Prbg.g_00787
OG0000384	Praj.g_00122	Prbg.g_00786
OG0000385	Praj.g_00123	Prbg.g_00785
OG0000386	Praj.g_00124	Prbg.g_00784
OG0000387	Praj.g_00137	Prbg.g_00870
OG0000388	Praj.g_00141	Prbg.g_00874
OG0000389	Praj.g_00144	Prbg.g_00877
OG0000390	Praj.g_00153	Prbg.g_00887
OG0000391	Praj.g_00157	Prbg.g_00890
OG0000392	Praj.g_00160	Prbg.g_00894
OG0000393	Praj.g_00163	Prbg.g_00897
OG0000394	Praj.g_00164	Prbg.g_00898
OG0000395	Praj.g_00165	Prbg.g_00899
OG0000396	Praj.g_00168	Prbg.g_00901
OG0000397	Praj.g_00170	Prbg.g_00903
OG0000398	Praj.g_00173	Prbg.g_00906
OG0000399	Praj.g_00174	Prbg.g_00907
OG0000400	Praj.g_00175	Prbg.g_00908
OG0000401	Praj.g_00176	Prbg.g_00909
OG0000402	Praj.g_01057	Prbg.g_01349
OG0000403	Praj.g_00177	Prbg.g_00911
OG0000404	Praj.g_00178	Prbg.g_00912
OG0000405	Praj.g_00183	Prbg.g_00916
OG0000406	Praj.g_00187	Prbg.g_00924
OG0000407	Praj.g_00188	Prbg.g_00925
OG0000408	Praj.g_00190	Prbg.g_00927
OG0000409	Praj.g_00192	Prbg.g_00929
OG0000410	Praj.g_00193	Prbg.g_00930
OG0000411	Praj.g_00194	Prbg.g_00931
OG0000412	Praj.g_00195	Prbg.g_00932
OG0000413	Praj.g_00196	Prbg.g_00934
OG0000414	Praj.g_00197	Prbg.g_00935
OG0000415	Praj.g_00198	Prbg.g_00936
OG0000416	Praj.g_00199	Prbg.g_00937
OG0000417	Praj.g_00200	Prbg.g_00938
OG0000418	Praj.g_00205	Prbg.g_00943
OG0000419	Praj.g_00207	Prbg.g_00945
OG0000420	Praj.g_00208	Prbg.g_00946
OG0000421	Praj.g_00212	Prbg.g_00951
OG0000422	Praj.g_00213	Prbg.g_00952
OG0000423	Praj.g_00214	Prbg.g_00953
OG0000424	Praj.g_00215	Prbg.g_00954
OG0000425	Praj.g_00216	Prbg.g_00955
OG0000426	Praj.g_00217	Prbg.g_00956
OG0000427	Praj.g_00218	Prbg.g_00957
OG0000428	Praj.g_00220	Prbg.g_00959
OG0000429	Praj.g_00221	Prbg.g_00960
OG0000430	Praj.g_00222	Prbg.g_00961
OG0000431	Praj.g_00224	Prbg.g_00963
OG0000432	Praj.g_00228	Prbg.g_00967
OG0000433	Praj.g_00229	Prbg.g_00968
OG0000434	Praj.g_00230	Prbg.g_00969
OG0000435	Praj.g_00231	Prbg.g_00970
OG0000436	Praj.g_00236	Prbg.g_00975
OG0000437	Praj.g_00237	Prbg.g_00976
OG0000438	Praj.g_00238	Prbg.g_00977
OG0000439	Praj.g_00240	Prbg.g_00979
OG0000440	Praj.g_00241	Prbg.g_00980
OG0000441	Praj.g_00243	Prbg.g_00983
OG0000442	Praj.g_00244	Prbg.g_00984
OG0000443	Praj.g_00245	Prbg.g_00985
OG0000444	Praj.g_00250	Prbg.g_00991
OG0000445	Praj.g_00251	Prbg.g_00992
OG0000446	Praj.g_00252	Prbg.g_00993
OG0000447	Praj.g_00253	Prbg.g_00994
OG0000448	Praj.g_00254	Prbg.g_00995
OG0000449	Praj.g_00255	Prbg.g_00996
OG0000450	Praj.g_00256	Prbg.g_00997
OG0000451	Praj.g_00257	Prbg.g_00998
OG0000452	Praj.g_00260	Prbg.g_01001
OG0000453	Praj.g_00261	Prbg.g_01002
OG0000454	Praj.g_00262	Prbg.g_01003
OG0000455	Praj.g_00263	Prbg.g_01004
OG0000456	Praj.g_00264	Prbg.g_01005
OG0000457	Praj.g_00265	Prbg.g_01007
OG0000458	Praj.g_00266	Prbg.g_01008
OG0000459	Praj.g_00267	Prbg.g_01009
OG0000460	Praj.g_00275	Prbg.g_01017
OG0000461	Praj.g_00283	Prbg.g_01025
OG0000462	Praj.g_00285	Prbg.g_01027
OG0000463	Praj.g_00286	Prbg.g_01028
OG0000464	Praj.g_00287	Prbg.g_01029
OG0000465	Praj.g_00288	Prbg.g_01030
OG0000466	Praj.g_00289	Prbg.g_01033
OG0000467	Praj.g_00290	Prbg.g_01034
OG0000468	Praj.g_00292	Prbg.g_01037
OG0000469	Praj.g_00299	Prbg.g_01045
OG0000470	Praj.g_00301	Prbg.g_00042
OG0000471	Praj.g_00302	Prbg.g_00043
OG0000472	Praj.g_00303	Prbg.g_00045
OG0000473	Praj.g_00305	Prbg.g_00047
OG0000474	Praj.g_00306	Prbg.g_00048
OG0000475	Praj.g_00307	Prbg.g_00049
OG0000476	Praj.g_00309	Prbg.g_00051
OG0000477	Praj.g_00311	Prbg.g_00054
OG0000478	Praj.g_00312	Prbg.g_00055
OG0000479	Praj.g_00313	Prbg.g_00056
OG0000480	Praj.g_00318	Prbg.g_00061
OG0000481	Praj.g_00320	Prbg.g_00064
OG0000482	Praj.g_00321	Prbg.g_00065
OG0000483	Praj.g_00324	Prbg.g_00068
OG0000484	Praj.g_00325	Prbg.g_00069
OG0000485	Praj.g_00326	Prbg.g_00071
OG0000486	Praj.g_00327	Prbg.g_00072
OG0000487	Praj.g_00330	Prbg.g_00075
OG0000488	Praj.g_00333	Prbg.g_00078
OG0000489	Praj.g_00338	Prbg.g_00083
OG0000490	Praj.g_00343	Prbg.g_00087
OG0000491	Praj.g_00344	Prbg.g_00088
OG0000492	Praj.g_00346	Prbg.g_00090
OG0000493	Praj.g_00347	Prbg.g_00091
OG0000494	Praj.g_00348	Prbg.g_00092
OG0000495	Praj.g_00349	Prbg.g_00093
OG0000496	Praj.g_00350	Prbg.g_00094
OG0000497	Praj.g_00351	Prbg.g_00095
OG0000498	Praj.g_00352	Prbg.g_00096
OG0000499	Praj.g_00353	Prbg.g_00097
OG0000500	Praj.g_00354	Prbg.g_00098
OG0000501	Praj.g_00356	Prbg.g_00099
OG0000502	Praj.g_00359	Prbg.g_00102
OG0000503	Praj.g_00380	Prbg.g_00117
OG0000504	Praj.g_00382	Prbg.g_00119
OG0000505	Praj.g_00383	Prbg.g_00120
OG0000506	Praj.g_00384	Prbg.g_00121
OG0000507	Praj.g_00387	Prbg.g_00124
OG0000508	Praj.g_00390	Prbg.g_00128
OG0000509	Praj.g_00392	Prbg.g_00130
OG0000510	Praj.g_00393	Prbg.g_00131
OG0000511	Praj.g_00394	Prbg.g_00132
OG0000512	Praj.g_00396	Prbg.g_01942
OG0000513	Praj.g_00406	Prbg.g_00140
OG0000514	Praj.g_00425	Prbg.g_00151
OG0000515	Praj.g_00426	Prbg.g_00152
OG0000516	Praj.g_00427	Prbg.g_00153
OG0000517	Praj.g_00429	Prbg.g_00155
OG0000518	Praj.g_00440	Prbg.g_00166
OG0000519	Praj.g_00441	Prbg.g_00167
OG0000520	Praj.g_00442	Prbg.g_00168
OG0000521	Praj.g_00447	Prbg.g_00176
OG0000522	Praj.g_00449	Prbg.g_00178
OG0000523	Praj.g_00450	Prbg.g_00179
OG0000524	Praj.g_00457	Prbg.g_00184
OG0000525	Praj.g_00461	Prbg.g_00188
OG0000526	Praj.g_00462	Prbg.g_00189
OG0000527	Praj.g_00465	Prbg.g_00192
OG0000528	Praj.g_00471	Prbg.g_00197
OG0000529	Praj.g_00474	Prbg.g_00200
OG0000530	Praj.g_00477	Prbg.g_00203
OG0000531	Praj.g_00478	Prbg.g_00204
OG0000532	Praj.g_00479	Prbg.g_00206
OG0000533	Praj.g_00480	Prbg.g_00207
OG0000534	Praj.g_00481	Prbg.g_00208
OG0000535	Praj.g_00482	Prbg.g_00209
OG0000536	Praj.g_00483	Prbg.g_00210
OG0000537	Praj.g_00484	Prbg.g_00211
