Orthogroup	Praj	Prbb
OG0000000	Praj.g_01732	Prbb.g_01123
OG0000000	Praj.g_01732	Prbb.g_01352
OG0000000	Praj.g_01732	Prbb.g_01403
OG0000000	Praj.g_01732	Prbb.g_01787
OG0000000	Praj.g_01100	Prbb.g_01145
OG0000000	Praj.g_00087	Prbb.g_00103
OG0000000	Praj.g_01267	Prbb.g_01313
OG0000001	Praj.g_01549	Prbb.g_01611
OG0000001	Praj.g_01828	Prbb.g_01883
OG0000001	Praj.g_00463	Prbb.g_00474
OG0000001	Praj.g_01861	Prbb.g_01915
OG0000001	Praj.g_01112	Prbb.g_01157
OG0000002	Praj.g_00832	Prbb.g_00844
OG0000002	Praj.g_01489	Prbb.g_01546
OG0000002	Praj.g_01488	Prbb.g_01545
OG0000002	Praj.g_01493	Prbb.g_01550
OG0000002	Praj.g_01487	Prbb.g_01544
OG0000002	Praj.g_01492	Prbb.g_01549
OG0000002	Praj.g_00670	Prbb.g_00683
OG0000004	Praj.g_01396	Prbb.g_01450
OG0000004	Praj.g_00271	Prbb.g_00288
OG0000005	Praj.g_01349	Prbb.g_01393
OG0000005	Praj.g_01712	Prbb.g_01766
OG0000006	Praj.g_00282	Prbb.g_00299
OG0000006	Praj.g_01281	Prbb.g_00299
OG0000006	Praj.g_01505	Prbb.g_00299
OG0000007	Praj.g_00489	Prbb.g_00501
OG0000007	Praj.g_01768	Prbb.g_01823
OG0000008	Praj.g_01829	Prbb.g_01884
OG0000008	Praj.g_01830	Prbb.g_01885
OG0000010	Praj.g_01026	Prbb.g_01072
OG0000010	Praj.g_00466	Prbb.g_00477
OG0000011	Praj.g_01187	Prbb.g_01229
OG0000011	Praj.g_01323	Prbb.g_01368
OG0000011	Praj.g_01158	Prbb.g_01199
OG0000012	Praj.g_01066	Prbb.g_01111
OG0000013	Praj.g_00362	Prbb.g_00378
OG0000014	Praj.g_00341	Prbb.g_00357
OG0000015	Praj.g_01113	Prbb.g_01158
OG0000016	Praj.g_00013	Prbb.g_00014
OG0000016	Praj.g_01865	Prbb.g_01919
OG0000017	Praj.g_00592	Prbb.g_00605
OG0000018	Praj.g_01482	Prbb.g_01539
OG0000018	Praj.g_00798	Prbb.g_00812
OG0000019	Praj.g_00747	Prbb.g_00761
OG0000020	Praj.g_01025	Prbb.g_01071
OG0000020	Praj.g_01139	Prbb.g_01180
OG0000021	Praj.g_01859	Prbb.g_01914
OG0000021	Praj.g_00084	Prbb.g_00099
OG0000022	Praj.g_01189	Prbb.g_01231
OG0000022	Praj.g_01216	Prbb.g_01258
OG0000023	Praj.g_01365	Prbb.g_01411
OG0000023	Praj.g_01329	Prbb.g_01373
OG0000024	Praj.g_01134	Prbb.g_01175
OG0000024	Praj.g_00666	Prbb.g_00680
OG0000025	Praj.g_00805	Prbb.g_00818
OG0000026	Praj.g_00031	Prbb.g_00032
OG0000027	Praj.g_01331	Prbb.g_01375
OG0000028	Praj.g_01571	Prbb.g_01635
OG0000029	Praj.g_01745	Prbb.g_01800
OG0000030	Praj.g_02024	Prbb.g_02073
OG0000031	Praj.g_00371	Prbb.g_00387
OG0000032	Praj.g_01669	Prbb.g_01723
OG0000033	Praj.g_00209	Prbb.g_00226
OG0000034	Praj.g_01538	Prbb.g_01596
OG0000035	Praj.g_01632	Prbb.g_01686
OG0000037	Praj.g_00147	Prbb.g_00164
OG0000038	Praj.g_02089	Prbb.g_02129
OG0000039	Praj.g_00679	Prbb.g_00692
OG0000040	Praj.g_01844	Prbb.g_01899
OG0000040	Praj.g_01735	Prbb.g_01790
OG0000041	Praj.g_01813	Prbb.g_01868
OG0000042	Praj.g_02020	Prbb.g_02069
OG0000043	Praj.g_00864	Prbb.g_00909
OG0000043	Praj.g_01157	Prbb.g_01198
OG0000045	Praj.g_01303	Prbb.g_01347
OG0000045	Praj.g_01049	Prbb.g_01094
OG0000046	Praj.g_00363	Prbb.g_00379
OG0000047	Praj.g_00408	Prbb.g_00421
OG0000047	Praj.g_00370	Prbb.g_00386
OG0000048	Praj.g_00308	Prbb.g_00325
OG0000050	Praj.g_01398	Prbb.g_01452
OG0000050	Praj.g_00099	Prbb.g_00116
OG0000051	Praj.g_01339	Prbb.g_01383
OG0000051	Praj.g_01347	Prbb.g_01391
OG0000052	Praj.g_00095	Prbb.g_00112
OG0000053	Praj.g_01651	Prbb.g_01705
OG0000054	Praj.g_00594	Prbb.g_00607
OG0000055	Praj.g_00733	Prbb.g_00747
OG0000055	Praj.g_01842	Prbb.g_01897
OG0000057	Praj.g_00691	Prbb.g_00706
OG0000057	Praj.g_01313	Prbb.g_01359
OG0000058	Praj.g_00839	Prbb.g_00851
OG0000059	Praj.g_01892	Prbb.g_01946
OG0000060	Praj.g_01108	Prbb.g_01153
OG0000061	Praj.g_01461	Prbb.g_01517
OG0000062	Praj.g_01714	Prbb.g_01768
OG0000063	Praj.g_01867	Prbb.g_01921
OG0000065	Praj.g_00145	Prbb.g_00162
OG0000066	Praj.g_00530	Prbb.g_00542
OG0000067	Praj.g_00769	Prbb.g_00783
OG0000068	Praj.g_01575	Prbb.g_01639
OG0000069	Praj.g_01276	Prbb.g_01324
OG0000069	Praj.g_01675	Prbb.g_01729
OG0000070	Praj.g_00444	Prbb.g_00455
OG0000071	Praj.g_01528	Prbb.g_01586
OG0000072	Praj.g_00211	Prbb.g_00228
OG0000073	Praj.g_00491	Prbb.g_00503
OG0000074	Praj.g_01060	Prbb.g_01104
OG0000074	Praj.g_00870	Prbb.g_00915
OG0000074	Praj.g_00674	Prbb.g_00687
OG0000075	Praj.g_01987	Prbb.g_02036
OG0000076	Praj.g_02012	Prbb.g_02061
OG0000077	Praj.g_00116	Prbb.g_00133
OG0000078	Praj.g_00280	Prbb.g_00297
OG0000079	Praj.g_00291	Prbb.g_00308
OG0000081	Praj.g_00522	Prbb.g_00534
OG0000082	Praj.g_01827	Prbb.g_01882
OG0000083	Praj.g_00411	Prbb.g_00425
OG0000084	Praj.g_01628	Prbb.g_01683
OG0000085	Praj.g_01762	Prbb.g_01816
OG0000086	Praj.g_00126	Prbb.g_00143
OG0000087	Praj.g_00179	Prbb.g_00196
OG0000088	Praj.g_00206	Prbb.g_00223
OG0000089	Praj.g_00403	Prbb.g_00416
OG0000090	Praj.g_00524	Prbb.g_00536
OG0000091	Praj.g_00630	Prbb.g_00643
OG0000092	Praj.g_00892	Prbb.g_00937
OG0000093	Praj.g_00754	Prbb.g_00768
OG0000094	Praj.g_00846	Prbb.g_00892
OG0000095	Praj.g_01024	Prbb.g_01070
OG0000096	Praj.g_01249	Prbb.g_01294
OG0000097	Praj.g_01416	Prbb.g_01470
OG0000098	Praj.g_01546	Prbb.g_01608
OG0000099	Praj.g_00372	Prbb.g_00388
OG0000100	Praj.g_01709	Prbb.g_01763
OG0000101	Praj.g_01952	Prbb.g_02001
OG0000102	Praj.g_02017	Prbb.g_02066
OG0000103	Praj.g_02135	Prbb.g_02174
OG0000104	Praj.g_02145	Prbb.g_02185
OG0000105	Praj.g_00310	Prbb.g_00327
OG0000106	Praj.g_01156	Prbb.g_01197
OG0000106	Praj.g_01282	Prbb.g_01329
OG0000107	Praj.g_01869	Prbb.g_01923
OG0000108	Praj.g_00473	Prbb.g_00484, Prbb.g_00485
OG0000109	Praj.g_00486	Prbb.g_00498
OG0000110	Praj.g_00565	Prbb.g_00578
OG0000111	Praj.g_00692	Prbb.g_00707
OG0000112	Praj.g_00938	Prbb.g_00983
OG0000113	Praj.g_00793	Prbb.g_00807
OG0000113	Praj.g_01176	Prbb.g_01218
OG0000114	Praj.g_00887	Prbb.g_00932
OG0000115	Praj.g_01725	Prbb.g_01780
OG0000116	Praj.g_01471	Prbb.g_01528
OG0000117	Praj.g_01355	Prbb.g_01399
OG0000118	Praj.g_01540	Prbb.g_01598
OG0000119	Praj.g_01568	Prbb.g_01632
OG0000120	Praj.g_00664	Prbb.g_00678
OG0000121	Praj.g_01634	Prbb.g_01688
OG0000122	Praj.g_01673	Prbb.g_01727
OG0000123	Praj.g_01959	Prbb.g_02008
OG0000124	Praj.g_02031	Prbb.g_02079
OG0000125	Praj.g_02091	Prbb.g_02131
OG0000126	Praj.g_02144	Prbb.g_02183
OG0000128	Praj.g_00011	Prbb.g_00012
OG0000129	Praj.g_00048	Prbb.g_00059
OG0000130	Praj.g_00107	Prbb.g_00124
OG0000131	Praj.g_00185	Prbb.g_00202
OG0000132	Praj.g_00204	Prbb.g_00221
OG0000133	Praj.g_00357	Prbb.g_00373
OG0000134	Praj.g_00405	Prbb.g_00418
OG0000135	Praj.g_01279	Prbb.g_01326
OG0000136	Praj.g_00435	Prbb.g_00446
OG0000137	Praj.g_00467	Prbb.g_00478
OG0000138	Praj.g_00487	Prbb.g_00499
OG0000139	Praj.g_00528	Prbb.g_00540
OG0000140	Praj.g_00529	Prbb.g_00541
OG0000141	Praj.g_00595	Prbb.g_00608
OG0000142	Praj.g_00623	Prbb.g_00636
OG0000143	Praj.g_00627	Prbb.g_00640
OG0000144	Praj.g_00640	Prbb.g_00653
OG0000145	Praj.g_01054	Prbb.g_01099
OG0000146	Praj.g_00937	Prbb.g_00982
OG0000147	Praj.g_00936	Prbb.g_00981
OG0000148	Praj.g_00787	Prbb.g_00801
OG0000149	Praj.g_00819	Prbb.g_00832
OG0000150	Praj.g_00828	Prbb.g_00840
OG0000151	Praj.g_00898	Prbb.g_00943
OG0000152	Praj.g_00946	Prbb.g_00991
OG0000153	Praj.g_00965	Prbb.g_01009
OG0000154	Praj.g_00995	Prbb.g_01040
OG0000155	Praj.g_01440	Prbb.g_01495
OG0000156	Praj.g_01517	Prbb.g_01575
OG0000157	Praj.g_01518	Prbb.g_01576
OG0000158	Praj.g_01995	Prbb.g_02044
OG0000159	Praj.g_02043	Prbb.g_02093
OG0000159	Praj.g_02035	Prbb.g_02083
OG0000160	Praj.g_01633	Prbb.g_01687
OG0000161	Praj.g_01639	Prbb.g_01693
OG0000162	Praj.g_01645	Prbb.g_01699
OG0000163	Praj.g_01681	Prbb.g_01735
OG0000164	Praj.g_01790	Prbb.g_01845
OG0000165	Praj.g_01798	Prbb.g_01853
OG0000166	Praj.g_01915	Prbb.g_01964
OG0000167	Praj.g_01985	Prbb.g_02034
OG0000168	Praj.g_01996	Prbb.g_02045
OG0000169	Praj.g_02006	Prbb.g_02055
OG0000170	Praj.g_02008	Prbb.g_02057
OG0000171	Praj.g_02030	Prbb.g_02078
OG0000172	Praj.g_02061	Prbb.g_02101
OG0000173	Praj.g_02076	Prbb.g_02116
OG0000174	Praj.g_02107	Prbb.g_02147
OG0000175	Praj.g_02125	Prbb.g_02165
OG0000176	Praj.g_00004	Prbb.g_00004
OG0000177	Praj.g_00005	Prbb.g_00005
OG0000178	Praj.g_00006	Prbb.g_00007, Prbb.g_00006
OG0000179	Praj.g_00016	Prbb.g_00017
OG0000180	Praj.g_00017	Prbb.g_00018
OG0000181	Praj.g_00018	Prbb.g_00019
OG0000182	Praj.g_00019	Prbb.g_00020
OG0000183	Praj.g_00023	Prbb.g_00024
OG0000184	Praj.g_00050	Prbb.g_00061
OG0000185	Praj.g_00053	Prbb.g_00064
OG0000186	Praj.g_00102	Prbb.g_00119
OG0000187	Praj.g_00103	Prbb.g_00120
OG0000188	Praj.g_00120	Prbb.g_00137
OG0000189	Praj.g_00134	Prbb.g_00151
OG0000190	Praj.g_00135	Prbb.g_00152
OG0000191	Praj.g_00158	Prbb.g_00175
OG0000192	Praj.g_00162	Prbb.g_00179
OG0000193	Praj.g_00186	Prbb.g_00203
OG0000194	Praj.g_00189	Prbb.g_00206
OG0000195	Praj.g_00191	Prbb.g_00208
OG0000196	Praj.g_00201	Prbb.g_00218
OG0000197	Praj.g_00202	Prbb.g_00219
OG0000198	Praj.g_00203	Prbb.g_00220
OG0000199	Praj.g_00210	Prbb.g_00227
OG0000200	Praj.g_00223	Prbb.g_00240
OG0000201	Praj.g_00232	Prbb.g_00249
OG0000202	Praj.g_00233	Prbb.g_00250
OG0000203	Praj.g_00234	Prbb.g_00251
OG0000204	Praj.g_00235	Prbb.g_00252
OG0000205	Praj.g_00242	Prbb.g_00259
OG0000206	Praj.g_00246	Prbb.g_00263
OG0000207	Praj.g_00248	Prbb.g_00265
OG0000208	Praj.g_00249	Prbb.g_00266
OG0000209	Praj.g_00258	Prbb.g_00275
OG0000210	Praj.g_00259	Prbb.g_00276
OG0000211	Praj.g_00273	Prbb.g_00290
OG0000212	Praj.g_00281	Prbb.g_00298
OG0000213	Praj.g_00296	Prbb.g_00313
OG0000214	Praj.g_00304	Prbb.g_00321
OG0000215	Praj.g_00328	Prbb.g_00344
OG0000216	Praj.g_00329	Prbb.g_00345
OG0000217	Praj.g_00332	Prbb.g_00348
OG0000218	Praj.g_00334	Prbb.g_00350
OG0000219	Praj.g_00335	Prbb.g_00351
OG0000220	Praj.g_00336	Prbb.g_00352
OG0000221	Praj.g_00337	Prbb.g_00353
OG0000222	Praj.g_00345	Prbb.g_00361
OG0000223	Praj.g_00358	Prbb.g_00374
OG0000224	Praj.g_00360	Prbb.g_00376
OG0000225	Praj.g_00391	Prbb.g_00405
OG0000226	Praj.g_00395	Prbb.g_00409
OG0000227	Praj.g_00397	Prbb.g_00411
OG0000228	Praj.g_00402	Prbb.g_00415
OG0000229	Praj.g_00430	Prbb.g_00441
OG0000230	Praj.g_00432	Prbb.g_00443
OG0000231	Praj.g_00443	Prbb.g_00454
OG0000232	Praj.g_00451	Prbb.g_00462
OG0000233	Praj.g_00459	Prbb.g_00470
OG0000234	Praj.g_00468	Prbb.g_00479
OG0000235	Praj.g_00472	Prbb.g_00483
OG0000236	Praj.g_00485	Prbb.g_00497
OG0000237	Praj.g_00498	Prbb.g_00510
OG0000238	Praj.g_00504	Prbb.g_00516
OG0000239	Praj.g_00516	Prbb.g_00528
OG0000240	Praj.g_00517	Prbb.g_00529
OG0000241	Praj.g_00521	Prbb.g_00533
OG0000242	Praj.g_00523	Prbb.g_00535
OG0000243	Praj.g_00534	Prbb.g_00546
OG0000244	Praj.g_00537	Prbb.g_00550
OG0000245	Praj.g_00539	Prbb.g_00552
OG0000246	Praj.g_00543	Prbb.g_00556
OG0000247	Praj.g_00553	Prbb.g_00566
OG0000248	Praj.g_00555	Prbb.g_00568
OG0000249	Praj.g_00557	Prbb.g_00570
OG0000250	Praj.g_00562	Prbb.g_00575
OG0000251	Praj.g_00578	Prbb.g_00591
OG0000252	Praj.g_00580	Prbb.g_00593
OG0000253	Praj.g_00582	Prbb.g_00595
OG0000254	Praj.g_00599	Prbb.g_00612
OG0000255	Praj.g_00605	Prbb.g_00618
OG0000256	Praj.g_00615	Prbb.g_00628
OG0000257	Praj.g_00618	Prbb.g_00631
OG0000258	Praj.g_00631	Prbb.g_00644
OG0000259	Praj.g_00648	Prbb.g_00661
OG0000260	Praj.g_00651	Prbb.g_00665
OG0000261	Praj.g_00654	Prbb.g_00668
OG0000262	Praj.g_00659	Prbb.g_00673
OG0000263	Praj.g_00673	Prbb.g_00686
OG0000264	Praj.g_00684	Prbb.g_00697, Prbb.g_00698
OG0000265	Praj.g_00698	Prbb.g_00713
OG0000266	Praj.g_00708	Prbb.g_00723
OG0000267	Praj.g_00721	Prbb.g_00736
OG0000268	Praj.g_00722	Prbb.g_00737
OG0000269	Praj.g_00764	Prbb.g_00778
OG0000270	Praj.g_00767	Prbb.g_00781
OG0000271	Praj.g_00775	Prbb.g_00789
OG0000272	Praj.g_00776	Prbb.g_00790
OG0000273	Praj.g_00801	Prbb.g_00814
OG0000274	Praj.g_00802	Prbb.g_00815
OG0000275	Praj.g_00804	Prbb.g_00817
OG0000276	Praj.g_00810	Prbb.g_00823
OG0000277	Praj.g_00811	Prbb.g_00824
OG0000278	Praj.g_00815	Prbb.g_00828
OG0000279	Praj.g_00822	Prbb.g_00835
OG0000280	Praj.g_01326	Prbb.g_01370
OG0000281	Praj.g_00829	Prbb.g_00841
OG0000282	Praj.g_00889	Prbb.g_00934
OG0000283	Praj.g_00920	Prbb.g_00965
OG0000284	Praj.g_00925	Prbb.g_00970
OG0000285	Praj.g_00930	Prbb.g_00975
OG0000286	Praj.g_00945	Prbb.g_00990
OG0000287	Praj.g_00085	Prbb.g_00101
OG0000288	Praj.g_00994	Prbb.g_01039
OG0000289	Praj.g_01005	Prbb.g_01051
OG0000290	Praj.g_01021	Prbb.g_01067
OG0000291	Praj.g_01023	Prbb.g_01069
OG0000292	Praj.g_01196	Prbb.g_01238
OG0000293	Praj.g_01470	Prbb.g_01527
OG0000294	Praj.g_01469	Prbb.g_01526
OG0000295	Praj.g_01447	Prbb.g_01502
OG0000296	Praj.g_01445	Prbb.g_01500
OG0000297	Praj.g_01437	Prbb.g_01491
OG0000298	Praj.g_01436	Prbb.g_01490
OG0000299	Praj.g_01417	Prbb.g_01471
OG0000300	Praj.g_01414	Prbb.g_01468
OG0000301	Praj.g_01413	Prbb.g_01467
OG0000302	Praj.g_01410	Prbb.g_01464
OG0000303	Praj.g_01405	Prbb.g_01459
OG0000304	Praj.g_01402	Prbb.g_01456
OG0000305	Praj.g_01734	Prbb.g_01789
OG0000306	Praj.g_00833	Prbb.g_00845
OG0000307	Praj.g_01584	Prbb.g_01648
OG0000308	Praj.g_01585	Prbb.g_01649
OG0000309	Praj.g_01589	Prbb.g_01653
OG0000310	Praj.g_01616	Prbb.g_01671
OG0000311	Praj.g_01618	Prbb.g_01673
OG0000312	Praj.g_01621	Prbb.g_01676
OG0000313	Praj.g_01636	Prbb.g_01690
OG0000314	Praj.g_01657	Prbb.g_01711
OG0000315	Praj.g_01667	Prbb.g_01721
OG0000316	Praj.g_01692	Prbb.g_01746
OG0000317	Praj.g_01766	Prbb.g_01821
OG0000318	Praj.g_01769	Prbb.g_01824
OG0000319	Praj.g_01780	Prbb.g_01835
OG0000320	Praj.g_01782	Prbb.g_01837
OG0000321	Praj.g_01783	Prbb.g_01838
OG0000322	Praj.g_01784	Prbb.g_01839
OG0000323	Praj.g_01793	Prbb.g_01848
OG0000324	Praj.g_01820	Prbb.g_01875
OG0000325	Praj.g_01870	Prbb.g_01924
OG0000326	Praj.g_01876	Prbb.g_01930
OG0000327	Praj.g_01910	Prbb.g_01959
OG0000328	Praj.g_01911	Prbb.g_01960
OG0000329	Praj.g_01928	Prbb.g_01977
OG0000330	Praj.g_01929	Prbb.g_01978
OG0000331	Praj.g_01930	Prbb.g_01979
OG0000332	Praj.g_01944	Prbb.g_01993
OG0000333	Praj.g_01946	Prbb.g_01995
OG0000334	Praj.g_01955	Prbb.g_02004
OG0000335	Praj.g_01960	Prbb.g_02009
OG0000336	Praj.g_01964	Prbb.g_02013
OG0000337	Praj.g_01982	Prbb.g_02031
OG0000338	Praj.g_01983	Prbb.g_02032
OG0000339	Praj.g_01988	Prbb.g_02037
OG0000340	Praj.g_01997	Prbb.g_02046
OG0000341	Praj.g_01999	Prbb.g_02048
OG0000342	Praj.g_02000	Prbb.g_02049
OG0000343	Praj.g_02001	Prbb.g_02050
OG0000344	Praj.g_02004	Prbb.g_02053
OG0000345	Praj.g_02009	Prbb.g_02058
OG0000346	Praj.g_02013	Prbb.g_02062
OG0000347	Praj.g_02034	Prbb.g_02082
OG0000348	Praj.g_02064	Prbb.g_02104
OG0000349	Praj.g_02082	Prbb.g_02122
OG0000350	Praj.g_02103	Prbb.g_02143
OG0000351	Praj.g_02128	Prbb.g_02168
OG0000352	Praj.g_02129	Prbb.g_02169
OG0000353	Praj.g_02148	Prbb.g_02188
OG0000355	Praj.g_00001	Prbb.g_00001
OG0000356	Praj.g_00002	Prbb.g_00002
OG0000357	Praj.g_00003	Prbb.g_00003
OG0000358	Praj.g_00007	Prbb.g_00008
OG0000359	Praj.g_00008	Prbb.g_00009
OG0000360	Praj.g_00009	Prbb.g_00010
OG0000361	Praj.g_00010	Prbb.g_00011
OG0000362	Praj.g_00012	Prbb.g_00013
OG0000363	Praj.g_00014	Prbb.g_00015
OG0000364	Praj.g_00015	Prbb.g_00016
OG0000365	Praj.g_00020	Prbb.g_00021
OG0000366	Praj.g_00021	Prbb.g_00022
OG0000367	Praj.g_00022	Prbb.g_00023
OG0000368	Praj.g_00024	Prbb.g_00025
OG0000369	Praj.g_00025	Prbb.g_00026
OG0000370	Praj.g_00026	Prbb.g_00027
OG0000371	Praj.g_00032	Prbb.g_00033
OG0000372	Praj.g_00034	Prbb.g_00035
OG0000373	Praj.g_00035	Prbb.g_00036
OG0000374	Praj.g_00036	Prbb.g_00037
OG0000375	Praj.g_00044	Prbb.g_00055
OG0000376	Praj.g_00046	Prbb.g_00057
OG0000377	Praj.g_00049	Prbb.g_00060
OG0000378	Praj.g_00051	Prbb.g_00062
OG0000379	Praj.g_00054	Prbb.g_00065
OG0000380	Praj.g_00104	Prbb.g_00121
OG0000381	Praj.g_00108	Prbb.g_00125
OG0000382	Praj.g_00119	Prbb.g_00136
OG0000383	Praj.g_00121	Prbb.g_00138
OG0000384	Praj.g_00122	Prbb.g_00139
OG0000385	Praj.g_00123	Prbb.g_00140
OG0000386	Praj.g_00124	Prbb.g_00141
OG0000387	Praj.g_00137	Prbb.g_00154
OG0000388	Praj.g_00141	Prbb.g_00158
OG0000389	Praj.g_00144	Prbb.g_00161
OG0000390	Praj.g_00153	Prbb.g_00170
OG0000391	Praj.g_00157	Prbb.g_00174
OG0000392	Praj.g_00160	Prbb.g_00177
OG0000393	Praj.g_00163	Prbb.g_00180
OG0000394	Praj.g_00164	Prbb.g_00181
OG0000395	Praj.g_00165	Prbb.g_00182
OG0000396	Praj.g_00168	Prbb.g_00185
OG0000397	Praj.g_00170	Prbb.g_00187
OG0000398	Praj.g_00173	Prbb.g_00190
OG0000399	Praj.g_00174	Prbb.g_00191
OG0000400	Praj.g_00175	Prbb.g_00192
OG0000401	Praj.g_00176	Prbb.g_00193
OG0000402	Praj.g_01057	Prbb.g_01101
OG0000403	Praj.g_00177	Prbb.g_00194
OG0000404	Praj.g_00178	Prbb.g_00195
OG0000405	Praj.g_00183	Prbb.g_00200
OG0000406	Praj.g_00187	Prbb.g_00204
OG0000407	Praj.g_00188	Prbb.g_00205
OG0000408	Praj.g_00190	Prbb.g_00207
OG0000409	Praj.g_00192	Prbb.g_00209
OG0000410	Praj.g_00193	Prbb.g_00210
OG0000411	Praj.g_00194	Prbb.g_00211
OG0000412	Praj.g_00195	Prbb.g_00212
OG0000413	Praj.g_00196	Prbb.g_00213
OG0000414	Praj.g_00197	Prbb.g_00214
OG0000415	Praj.g_00198	Prbb.g_00215
OG0000416	Praj.g_00199	Prbb.g_00216
OG0000417	Praj.g_00200	Prbb.g_00217
OG0000418	Praj.g_00205	Prbb.g_00222
OG0000419	Praj.g_00207	Prbb.g_00224
OG0000420	Praj.g_00208	Prbb.g_00225
OG0000421	Praj.g_00212	Prbb.g_00229
OG0000422	Praj.g_00213	Prbb.g_00230
OG0000423	Praj.g_00214	Prbb.g_00231
OG0000424	Praj.g_00215	Prbb.g_00232
OG0000425	Praj.g_00216	Prbb.g_00233
OG0000426	Praj.g_00217	Prbb.g_00234
OG0000427	Praj.g_00218	Prbb.g_00235
OG0000428	Praj.g_00220	Prbb.g_00237
OG0000429	Praj.g_00221	Prbb.g_00238
OG0000430	Praj.g_00222	Prbb.g_00239
OG0000431	Praj.g_00224	Prbb.g_00241
OG0000432	Praj.g_00228	Prbb.g_00245
OG0000433	Praj.g_00229	Prbb.g_00246
OG0000434	Praj.g_00230	Prbb.g_00247
OG0000435	Praj.g_00231	Prbb.g_00248
OG0000436	Praj.g_00236	Prbb.g_00253
OG0000437	Praj.g_00237	Prbb.g_00254
OG0000438	Praj.g_00238	Prbb.g_00255
OG0000439	Praj.g_00240	Prbb.g_00257
OG0000440	Praj.g_00241	Prbb.g_00258
OG0000441	Praj.g_00243	Prbb.g_00260
OG0000442	Praj.g_00244	Prbb.g_00261
OG0000443	Praj.g_00245	Prbb.g_00262
OG0000444	Praj.g_00250	Prbb.g_00267
OG0000445	Praj.g_00251	Prbb.g_00268
OG0000446	Praj.g_00252	Prbb.g_00269
OG0000447	Praj.g_00253	Prbb.g_00270
OG0000448	Praj.g_00254	Prbb.g_00271
OG0000449	Praj.g_00255	Prbb.g_00272
OG0000450	Praj.g_00256	Prbb.g_00273
OG0000451	Praj.g_00257	Prbb.g_00274
OG0000452	Praj.g_00260	Prbb.g_00277
OG0000453	Praj.g_00261	Prbb.g_00278
OG0000454	Praj.g_00262	Prbb.g_00279
OG0000455	Praj.g_00263	Prbb.g_00280
OG0000456	Praj.g_00264	Prbb.g_00281
OG0000457	Praj.g_00265	Prbb.g_00282
OG0000458	Praj.g_00266	Prbb.g_00283
OG0000459	Praj.g_00267	Prbb.g_00284
OG0000460	Praj.g_00275	Prbb.g_00292
OG0000461	Praj.g_00283	Prbb.g_00300
OG0000462	Praj.g_00285	Prbb.g_00302
OG0000463	Praj.g_00286	Prbb.g_00303
OG0000464	Praj.g_00287	Prbb.g_00304
OG0000465	Praj.g_00288	Prbb.g_00305
OG0000466	Praj.g_00289	Prbb.g_00306
OG0000467	Praj.g_00290	Prbb.g_00307
OG0000468	Praj.g_00292	Prbb.g_00309
OG0000469	Praj.g_00299	Prbb.g_00316
OG0000470	Praj.g_00301	Prbb.g_00318
OG0000471	Praj.g_00302	Prbb.g_00319
OG0000472	Praj.g_00303	Prbb.g_00320
OG0000473	Praj.g_00305	Prbb.g_00322
OG0000474	Praj.g_00306	Prbb.g_00323
OG0000475	Praj.g_00307	Prbb.g_00324
OG0000476	Praj.g_00309	Prbb.g_00326
OG0000477	Praj.g_00311	Prbb.g_00328
