Orthogroup	Praj	Prbm
OG0000112	Praj.g_00938	Prbm.g_00980
OG0000113	Praj.g_00793	Prbm.g_00838
OG0000113	Praj.g_01176	Prbm.g_01191
OG0000114	Praj.g_00887	Prbm.g_00929
OG0000115	Praj.g_01725	Prbm.g_01803
OG0000116	Praj.g_01471	Prbm.g_01560
OG0000117	Praj.g_01355	Prbm.g_01522
OG0000118	Praj.g_01540	Prbm.g_01622
OG0000119	Praj.g_01568	Prbm.g_01653
OG0000120	Praj.g_00664	Prbm.g_00707
OG0000121	Praj.g_01634	Prbm.g_01712
OG0000122	Praj.g_01673	Prbm.g_01751
OG0000123	Praj.g_01959	Prbm.g_02040
OG0000124	Praj.g_02031	Prbm.g_02111
OG0000125	Praj.g_02091	Prbm.g_02176
OG0000126	Praj.g_02144	Prbm.g_02228
OG0000128	Praj.g_00011	Prbm.g_00011
OG0000129	Praj.g_00048	Prbm.g_00053
OG0000130	Praj.g_00107	Prbm.g_00126
OG0000131	Praj.g_00185	Prbm.g_00204
OG0000132	Praj.g_00204	Prbm.g_00223
OG0000133	Praj.g_00357	Prbm.g_00377
OG0000134	Praj.g_00405	Prbm.g_00425
OG0000135	Praj.g_01279	Prbm.g_01389
OG0000136	Praj.g_00435	Prbm.g_00451
OG0000137	Praj.g_00467	Prbm.g_00500
OG0000138	Praj.g_00487	Prbm.g_00520
OG0000139	Praj.g_00528	Prbm.g_00570
OG0000140	Praj.g_00529	Prbm.g_00571
OG0000141	Praj.g_00595	Prbm.g_00638
OG0000142	Praj.g_00623	Prbm.g_00666
OG0000143	Praj.g_00627	Prbm.g_00670
OG0000144	Praj.g_00640	Prbm.g_00683
OG0000145	Praj.g_01054	Prbm.g_01094
OG0000146	Praj.g_00937	Prbm.g_00979
OG0000147	Praj.g_00936	Prbm.g_00978
OG0000148	Praj.g_00787	Prbm.g_00832
OG0000149	Praj.g_00819	Prbm.g_00862
OG0000150	Praj.g_00828	Prbm.g_00870
OG0000151	Praj.g_00898	Prbm.g_00940
OG0000152	Praj.g_01601, Praj.g_00946	Prbm.g_00988
OG0000153	Praj.g_00965	Prbm.g_01006
OG0000154	Praj.g_00995	Prbm.g_01035
OG0000155	Praj.g_01440	Prbm.g_01527
OG0000156	Praj.g_01517	Prbm.g_01600
OG0000157	Praj.g_01518	Prbm.g_01601
OG0000158	Praj.g_01995	Prbm.g_02077
OG0000159	Praj.g_02043	Prbm.g_02133
OG0000159	Praj.g_02035	Prbm.g_02115
OG0000160	Praj.g_01633	Prbm.g_01711
OG0000161	Praj.g_01639	Prbm.g_01717
OG0000162	Praj.g_01645	Prbm.g_01723
OG0000163	Praj.g_01681	Prbm.g_01759
OG0000164	Praj.g_01790	Prbm.g_01863
OG0000165	Praj.g_01798	Prbm.g_01871
OG0000166	Praj.g_01915	Prbm.g_01996
OG0000167	Praj.g_01985	Prbm.g_02067
OG0000168	Praj.g_01996	Prbm.g_02078
OG0000169	Praj.g_02006	Prbm.g_02088
OG0000170	Praj.g_02008	Prbm.g_02090
OG0000171	Praj.g_02030	Prbm.g_02110
OG0000172	Praj.g_02061	Prbm.g_02146
OG0000173	Praj.g_02076	Prbm.g_02161
OG0000174	Praj.g_02107	Prbm.g_02192
OG0000175	Praj.g_02125	Prbm.g_02209
OG0000176	Praj.g_00004	Prbm.g_00004
OG0000177	Praj.g_00005	Prbm.g_00005
OG0000178	Praj.g_00006	Prbm.g_00006
OG0000179	Praj.g_00016	Prbm.g_00016
OG0000180	Praj.g_00017	Prbm.g_00017
OG0000181	Praj.g_00018	Prbm.g_00018
OG0000182	Praj.g_00019	Prbm.g_00019
OG0000183	Praj.g_00023	Prbm.g_00023
OG0000184	Praj.g_00050	Prbm.g_00055
OG0000185	Praj.g_00053	Prbm.g_00058
OG0000186	Praj.g_00102	Prbm.g_00121
OG0000187	Praj.g_00103	Prbm.g_00122
OG0000188	Praj.g_00120	Prbm.g_00139
OG0000189	Praj.g_00134	Prbm.g_00153
OG0000190	Praj.g_00135	Prbm.g_00154
OG0000191	Praj.g_00158	Prbm.g_00177
OG0000192	Praj.g_00162	Prbm.g_00181
OG0000193	Praj.g_00186	Prbm.g_00205
OG0000194	Praj.g_00189	Prbm.g_00208
OG0000195	Praj.g_00191	Prbm.g_00210
OG0000196	Praj.g_00201	Prbm.g_00220
OG0000197	Praj.g_00202	Prbm.g_00221
OG0000198	Praj.g_00203	Prbm.g_00222
OG0000199	Praj.g_00210	Prbm.g_00229
OG0000200	Praj.g_00223	Prbm.g_00243
OG0000201	Praj.g_00232	Prbm.g_00252
OG0000202	Praj.g_00233	Prbm.g_00253
OG0000203	Praj.g_00234	Prbm.g_00254
OG0000204	Praj.g_00235	Prbm.g_00255
OG0000205	Praj.g_00242	Prbm.g_00262
OG0000206	Praj.g_00246	Prbm.g_00266
OG0000207	Praj.g_00248	Prbm.g_00268
OG0000208	Praj.g_00249	Prbm.g_00269
OG0000209	Praj.g_00258	Prbm.g_00278
OG0000210	Praj.g_00259	Prbm.g_00279
OG0000211	Praj.g_00273	Prbm.g_00293
OG0000212	Praj.g_00281	Prbm.g_00301
OG0000213	Praj.g_00296	Prbm.g_00317
OG0000214	Praj.g_00304	Prbm.g_00325
OG0000215	Praj.g_00328	Prbm.g_00349
OG0000216	Praj.g_00329	Prbm.g_00350
OG0000217	Praj.g_00332	Prbm.g_00353
OG0000218	Praj.g_00334	Prbm.g_00355
OG0000219	Praj.g_00335	Prbm.g_00356
OG0000220	Praj.g_00336	Prbm.g_00357
OG0000221	Praj.g_00337	Prbm.g_00358
OG0000222	Praj.g_00345	Prbm.g_00366
OG0000223	Praj.g_00358	Prbm.g_00378
OG0000224	Praj.g_00360	Prbm.g_00380
OG0000225	Praj.g_00391	Prbm.g_00411
OG0000226	Praj.g_00395	Prbm.g_00415
OG0000227	Praj.g_00397	Prbm.g_00417
OG0000228	Praj.g_00402	Prbm.g_00422
OG0000229	Praj.g_00430	Prbm.g_00446
OG0000230	Praj.g_00432	Prbm.g_00448
OG0000231	Praj.g_00443	Prbm.g_00459
OG0000232	Praj.g_00451	Prbm.g_00484
OG0000233	Praj.g_00459	Prbm.g_00492
OG0000234	Praj.g_00468	Prbm.g_00501
OG0000235	Praj.g_00472	Prbm.g_00505
OG0000236	Praj.g_00485	Prbm.g_00518
OG0000237	Praj.g_00498	Prbm.g_00540
OG0000238	Praj.g_00504	Prbm.g_00546
OG0000239	Praj.g_00516	Prbm.g_00558
OG0000240	Praj.g_00517	Prbm.g_00559
OG0000241	Praj.g_00521	Prbm.g_00563
OG0000242	Praj.g_00523	Prbm.g_00565
OG0000243	Praj.g_00534	Prbm.g_00576
OG0000244	Praj.g_00537	Prbm.g_00579
OG0000245	Praj.g_00539	Prbm.g_00581
OG0000246	Praj.g_00543	Prbm.g_00585
OG0000247	Praj.g_00553	Prbm.g_00595
OG0000248	Praj.g_00555	Prbm.g_00597
OG0000249	Praj.g_00557	Prbm.g_00599
OG0000250	Praj.g_00562	Prbm.g_00604
OG0000251	Praj.g_00578	Prbm.g_00620
OG0000252	Praj.g_00580	Prbm.g_00623
OG0000253	Praj.g_00582	Prbm.g_00625
OG0000254	Praj.g_00599	Prbm.g_00642
OG0000255	Praj.g_00605	Prbm.g_00648
OG0000256	Praj.g_00615	Prbm.g_00658
OG0000257	Praj.g_00618	Prbm.g_00661
OG0000258	Praj.g_00631	Prbm.g_00674
OG0000259	Praj.g_00648	Prbm.g_00691
OG0000260	Praj.g_00651	Prbm.g_00694
OG0000261	Praj.g_00654	Prbm.g_00697
OG0000262	Praj.g_00659	Prbm.g_00702
OG0000263	Praj.g_00673	Prbm.g_00716
OG0000264	Praj.g_00684	Prbm.g_00728
OG0000265	Praj.g_00698	Prbm.g_00742
OG0000266	Praj.g_00708	Prbm.g_00752
OG0000267	Praj.g_00721	Prbm.g_00765
OG0000268	Praj.g_00722	Prbm.g_00766
OG0000269	Praj.g_00764	Prbm.g_00809
OG0000270	Praj.g_00767	Prbm.g_00812
OG0000271	Praj.g_00775	Prbm.g_00820
OG0000272	Praj.g_00776	Prbm.g_00821
OG0000273	Praj.g_00801	Prbm.g_00845
OG0000274	Praj.g_00802	Prbm.g_00846
OG0000275	Praj.g_00804	Prbm.g_00848
OG0000276	Praj.g_00810	Prbm.g_00854
OG0000277	Praj.g_00811	Prbm.g_00855
OG0000278	Praj.g_00815	Prbm.g_00858
OG0000279	Praj.g_00822	Prbm.g_00865
OG0000281	Praj.g_00829	Prbm.g_00871
OG0000282	Praj.g_00889	Prbm.g_00931
OG0000283	Praj.g_00920	Prbm.g_00962
OG0000284	Praj.g_00925	Prbm.g_00967
OG0000285	Praj.g_00930	Prbm.g_00972
OG0000286	Praj.g_00945	Prbm.g_00987
OG0000287	Praj.g_00085	Prbm.g_00102
OG0000288	Praj.g_00994	Prbm.g_01034
OG0000289	Praj.g_01005	Prbm.g_01045
OG0000290	Praj.g_01021	Prbm.g_01061
OG0000291	Praj.g_01023	Prbm.g_01063
OG0000292	Praj.g_01196	Prbm.g_01210
OG0000293	Praj.g_01470	Prbm.g_01559
OG0000294	Praj.g_01469	Prbm.g_01558
OG0000295	Praj.g_01447	Prbm.g_01534
OG0000296	Praj.g_01445	Prbm.g_01532
OG0000297	Praj.g_01437	Prbm.g_01524
OG0000298	Praj.g_01436	Prbm.g_01523
OG0000299	Praj.g_01417	Prbm.g_01503
OG0000300	Praj.g_01414	Prbm.g_01500
OG0000301	Praj.g_01413	Prbm.g_01499
OG0000302	Praj.g_01410	Prbm.g_01497
OG0000303	Praj.g_01405	Prbm.g_01492
OG0000304	Praj.g_01402	Prbm.g_01489
OG0000305	Praj.g_01734	Prbm.g_01812
OG0000306	Praj.g_00833	Prbm.g_00875
OG0000307	Praj.g_01584	Prbm.g_01669
OG0000308	Praj.g_01585	Prbm.g_01670
OG0000309	Praj.g_01589	Prbm.g_01674
OG0000310	Praj.g_01616	Prbm.g_01694
OG0000311	Praj.g_01618	Prbm.g_01696
OG0000312	Praj.g_01621	Prbm.g_01699
OG0000313	Praj.g_01636	Prbm.g_01714
OG0000314	Praj.g_01657	Prbm.g_01735
OG0000315	Praj.g_01667	Prbm.g_01745
OG0000316	Praj.g_01692	Prbm.g_01770
OG0000317	Praj.g_01766	Prbm.g_01839
OG0000318	Praj.g_01769	Prbm.g_01842
OG0000319	Praj.g_01780	Prbm.g_01853
OG0000320	Praj.g_01782	Prbm.g_01855
OG0000321	Praj.g_01783	Prbm.g_01856
OG0000322	Praj.g_01784	Prbm.g_01857
OG0000323	Praj.g_01793	Prbm.g_01866
OG0000324	Praj.g_01820	Prbm.g_01893
OG0000325	Praj.g_01870	Prbm.g_01950
OG0000326	Praj.g_01876	Prbm.g_01956
OG0000327	Praj.g_01910	Prbm.g_01991
OG0000328	Praj.g_01911	Prbm.g_01992
OG0000329	Praj.g_01928	Prbm.g_02009
OG0000330	Praj.g_01929	Prbm.g_02010
OG0000331	Praj.g_01930	Prbm.g_02011
OG0000332	Praj.g_01944	Prbm.g_02025
OG0000333	Praj.g_01946	Prbm.g_02027
OG0000334	Praj.g_01955	Prbm.g_02036
OG0000335	Praj.g_01960	Prbm.g_02041
OG0000336	Praj.g_01964	Prbm.g_02045
OG0000337	Praj.g_01982	Prbm.g_02064
OG0000338	Praj.g_01983	Prbm.g_02065
OG0000339	Praj.g_01988	Prbm.g_02070
OG0000340	Praj.g_01997	Prbm.g_02079
OG0000341	Praj.g_01999	Prbm.g_02081
OG0000342	Praj.g_02000	Prbm.g_02082
OG0000343	Praj.g_02001	Prbm.g_02083
OG0000344	Praj.g_02004	Prbm.g_02086
OG0000345	Praj.g_02009	Prbm.g_02091
OG0000346	Praj.g_02013	Prbm.g_02095
OG0000347	Praj.g_02034	Prbm.g_02114
OG0000348	Praj.g_02064	Prbm.g_02149
OG0000349	Praj.g_02082	Prbm.g_02167
OG0000350	Praj.g_02103	Prbm.g_02188
OG0000351	Praj.g_02128	Prbm.g_02212
OG0000352	Praj.g_02129	Prbm.g_02213
OG0000353	Praj.g_02148	Prbm.g_02232
OG0000355	Praj.g_00001	Prbm.g_00001
OG0000356	Praj.g_00002	Prbm.g_00002
OG0000357	Praj.g_00003	Prbm.g_00003
OG0000358	Praj.g_00007	Prbm.g_00007
OG0000359	Praj.g_00008	Prbm.g_00008
OG0000360	Praj.g_00009	Prbm.g_00009
OG0000361	Praj.g_00010	Prbm.g_00010
OG0000362	Praj.g_00012	Prbm.g_00012
OG0000363	Praj.g_00014	Prbm.g_00014
OG0000364	Praj.g_00015	Prbm.g_00015
OG0000365	Praj.g_00020	Prbm.g_00020
OG0000366	Praj.g_00021	Prbm.g_00021
OG0000367	Praj.g_00022	Prbm.g_00022
OG0000368	Praj.g_00024	Prbm.g_00024
OG0000369	Praj.g_00025	Prbm.g_00025
OG0000370	Praj.g_00026	Prbm.g_00026
OG0000371	Praj.g_00032	Prbm.g_00032
OG0000372	Praj.g_00034	Prbm.g_00033
OG0000373	Praj.g_00035	Prbm.g_00034
OG0000374	Praj.g_00036	Prbm.g_00035
OG0000375	Praj.g_00044	Prbm.g_00049
OG0000376	Praj.g_00046	Prbm.g_00051
OG0000377	Praj.g_00049	Prbm.g_00054
OG0000378	Praj.g_00051	Prbm.g_00056
OG0000379	Praj.g_00054	Prbm.g_00059
OG0000380	Praj.g_00104	Prbm.g_00123
OG0000381	Praj.g_00108	Prbm.g_00127
OG0000382	Praj.g_00119	Prbm.g_00138
OG0000383	Praj.g_00121	Prbm.g_00140
OG0000384	Praj.g_00122	Prbm.g_00141
OG0000385	Praj.g_00123	Prbm.g_00142
OG0000386	Praj.g_00124	Prbm.g_00143
OG0000387	Praj.g_00137	Prbm.g_00156
OG0000388	Praj.g_00141	Prbm.g_00160
OG0000389	Praj.g_00144	Prbm.g_00163
OG0000390	Praj.g_00153	Prbm.g_00172
OG0000391	Praj.g_00157	Prbm.g_00176
OG0000392	Praj.g_00160	Prbm.g_00179
OG0000393	Praj.g_00163	Prbm.g_00182
OG0000394	Praj.g_00164	Prbm.g_00183
OG0000395	Praj.g_00165	Prbm.g_00184
OG0000396	Praj.g_00168	Prbm.g_00187
OG0000397	Praj.g_00170	Prbm.g_00189
OG0000398	Praj.g_00173	Prbm.g_00192
OG0000399	Praj.g_00174	Prbm.g_00193
OG0000400	Praj.g_00175	Prbm.g_00194
OG0000401	Praj.g_00176	Prbm.g_00195
OG0000402	Praj.g_01057	Prbm.g_01096
OG0000403	Praj.g_00177	Prbm.g_00196
OG0000404	Praj.g_00178	Prbm.g_00197
OG0000405	Praj.g_00183	Prbm.g_00202
OG0000406	Praj.g_00187	Prbm.g_00206
OG0000407	Praj.g_00188	Prbm.g_00207
OG0000408	Praj.g_00190	Prbm.g_00209
OG0000409	Praj.g_00192	Prbm.g_00211
OG0000410	Praj.g_00193	Prbm.g_00212
OG0000411	Praj.g_00194	Prbm.g_00213
OG0000412	Praj.g_00195	Prbm.g_00214
OG0000413	Praj.g_00196	Prbm.g_00215
OG0000414	Praj.g_00197	Prbm.g_00216
OG0000415	Praj.g_00198	Prbm.g_00217
OG0000416	Praj.g_00199	Prbm.g_00218
OG0000417	Praj.g_00200	Prbm.g_00219
OG0000418	Praj.g_00205	Prbm.g_00224
OG0000419	Praj.g_00207	Prbm.g_00226
OG0000420	Praj.g_00208	Prbm.g_00227
OG0000421	Praj.g_00212	Prbm.g_00232
OG0000422	Praj.g_00213	Prbm.g_00233
OG0000423	Praj.g_00214	Prbm.g_00234
OG0000424	Praj.g_00215	Prbm.g_00235
OG0000425	Praj.g_00216	Prbm.g_00236
OG0000426	Praj.g_00217	Prbm.g_00237
OG0000427	Praj.g_00218	Prbm.g_00238
OG0000428	Praj.g_00220	Prbm.g_00240
OG0000429	Praj.g_00221	Prbm.g_00241
OG0000430	Praj.g_00222	Prbm.g_00242
OG0000431	Praj.g_00224	Prbm.g_00244
OG0000432	Praj.g_00228	Prbm.g_00248
OG0000433	Praj.g_00229	Prbm.g_00249
OG0000434	Praj.g_00230	Prbm.g_00250
OG0000435	Praj.g_00231	Prbm.g_00251
OG0000436	Praj.g_00236	Prbm.g_00256
OG0000437	Praj.g_00237	Prbm.g_00257
OG0000438	Praj.g_00238	Prbm.g_00258
OG0000439	Praj.g_00240	Prbm.g_00260
OG0000440	Praj.g_00241	Prbm.g_00261
OG0000441	Praj.g_00243	Prbm.g_00263
OG0000442	Praj.g_00244	Prbm.g_00264
OG0000443	Praj.g_00245	Prbm.g_00265
OG0000444	Praj.g_00250	Prbm.g_00270
OG0000445	Praj.g_00251	Prbm.g_00271
OG0000446	Praj.g_00252	Prbm.g_00272
OG0000447	Praj.g_00253	Prbm.g_00273
OG0000448	Praj.g_00254	Prbm.g_00274
OG0000449	Praj.g_00255	Prbm.g_00275
OG0000450	Praj.g_00256	Prbm.g_00276
OG0000451	Praj.g_00257	Prbm.g_00277
OG0000452	Praj.g_00260	Prbm.g_00280
OG0000453	Praj.g_00261	Prbm.g_00281
OG0000454	Praj.g_00262	Prbm.g_00282
OG0000455	Praj.g_00263	Prbm.g_00283
OG0000456	Praj.g_00264	Prbm.g_00284
OG0000457	Praj.g_00265	Prbm.g_00285
OG0000458	Praj.g_00266	Prbm.g_00286
OG0000459	Praj.g_00267	Prbm.g_00287
OG0000460	Praj.g_00275	Prbm.g_00295
OG0000461	Praj.g_00283	Prbm.g_00303
OG0000462	Praj.g_00285	Prbm.g_00305
OG0000463	Praj.g_00286	Prbm.g_00306
OG0000464	Praj.g_00287	Prbm.g_00307
OG0000465	Praj.g_00288	Prbm.g_00308
OG0000466	Praj.g_00289	Prbm.g_00309
OG0000467	Praj.g_00290	Prbm.g_00310
OG0000468	Praj.g_00292	Prbm.g_00312
OG0000469	Praj.g_00299	Prbm.g_00320
OG0000470	Praj.g_00301	Prbm.g_00322
OG0000471	Praj.g_00302	Prbm.g_00323
OG0000472	Praj.g_00303	Prbm.g_00324
OG0000473	Praj.g_00305	Prbm.g_00326
OG0000474	Praj.g_00306	Prbm.g_00327
OG0000475	Praj.g_00307	Prbm.g_00328
OG0000476	Praj.g_00309	Prbm.g_00330
OG0000477	Praj.g_00311	Prbm.g_00332
OG0000478	Praj.g_00312	Prbm.g_00333
OG0000479	Praj.g_00313	Prbm.g_00334
OG0000480	Praj.g_00318	Prbm.g_00339
OG0000481	Praj.g_00320	Prbm.g_00341
OG0000482	Praj.g_00321	Prbm.g_00342
OG0000483	Praj.g_00324	Prbm.g_00345
OG0000484	Praj.g_00325	Prbm.g_00346
OG0000485	Praj.g_00326	Prbm.g_00347
OG0000486	Praj.g_00327	Prbm.g_00348
OG0000487	Praj.g_00330	Prbm.g_00351
OG0000488	Praj.g_00333	Prbm.g_00354
OG0000489	Praj.g_00338	Prbm.g_00359
OG0000490	Praj.g_00343	Prbm.g_00364
OG0000491	Praj.g_00344	Prbm.g_00365
OG0000492	Praj.g_00346	Prbm.g_00367
