Orthogroup	Praj	Syan
OG0000141	Praj.g_00595	Syan.g_01032
OG0000142	Praj.g_00623	Syan.g_00816
OG0000143	Praj.g_00627	Syan.g_00812
OG0000144	Praj.g_00640	Syan.g_00782
OG0000145	Praj.g_01054	Syan.g_02740
OG0000146	Praj.g_00937	Syan.g_00555, Syan.g_00253
OG0000147	Praj.g_00936	Syan.g_00254, Syan.g_00554
OG0000148	Praj.g_00787	Syan.g_00670
OG0000149	Praj.g_00819	Syan.g_00393
OG0000150	Praj.g_00828	Syan.g_01031
OG0000151	Praj.g_00898	Syan.g_00731
OG0000152	Praj.g_01601, Praj.g_00946	Syan.g_00565
OG0000153	Praj.g_00965	Syan.g_00601
OG0000154	Praj.g_00995	Syan.g_00363
OG0000155	Praj.g_01440	Syan.g_02654
OG0000156	Praj.g_01517	Syan.g_02717
OG0000157	Praj.g_01518	Syan.g_02718
OG0000158	Praj.g_01995	Syan.g_01078, Syan.g_01926
OG0000159	Praj.g_02043, Praj.g_02035	Syan.g_01120
OG0000160	Praj.g_01633	Syan.g_01274
OG0000161	Praj.g_01639	Syan.g_01268
OG0000162	Praj.g_01645	Syan.g_01059, Syan.g_01254, Syan.g_01330
OG0000163	Praj.g_01681	Syan.g_02405
OG0000164	Praj.g_01790	Syan.g_01440
OG0000165	Praj.g_01798	Syan.g_01448
OG0000166	Praj.g_01915	Syan.g_02239
OG0000167	Praj.g_01985	Syan.g_01941
OG0000168	Praj.g_01996	Syan.g_01924, Syan.g_01121, Syan.g_01925
OG0000169	Praj.g_02006	Syan.g_01912
OG0000170	Praj.g_02008	Syan.g_01901
OG0000171	Praj.g_02030	Syan.g_01875
OG0000172	Praj.g_02061	Syan.g_01810
OG0000173	Praj.g_02076	Syan.g_01720
OG0000174	Praj.g_02107	Syan.g_01619
OG0000175	Praj.g_02125	Syan.g_01678, Syan.g_00258
OG0000176	Praj.g_00004	Syan.g_01801
OG0000177	Praj.g_00005	Syan.g_01775
OG0000178	Praj.g_00006	Syan.g_01774
OG0000179	Praj.g_00016	Syan.g_01759
OG0000180	Praj.g_00017	Syan.g_01758
OG0000181	Praj.g_00018	Syan.g_01757
OG0000182	Praj.g_00019	Syan.g_01756
OG0000183	Praj.g_00023	Syan.g_01752
OG0000184	Praj.g_00050	Syan.g_01549
OG0000185	Praj.g_00053	Syan.g_01540
OG0000186	Praj.g_00102	Syan.g_02902
OG0000187	Praj.g_00103	Syan.g_02904
OG0000188	Praj.g_00120	Syan.g_02926
OG0000189	Praj.g_00134	Syan.g_02966
OG0000190	Praj.g_00135	Syan.g_00971
OG0000191	Praj.g_00158	Syan.g_02300
OG0000192	Praj.g_00162	Syan.g_02294
OG0000193	Praj.g_00186	Syan.g_03009
OG0000194	Praj.g_00189	Syan.g_03012
OG0000195	Praj.g_00191	Syan.g_03014
OG0000196	Praj.g_00201	Syan.g_03026
OG0000197	Praj.g_00202	Syan.g_03027
OG0000198	Praj.g_00203	Syan.g_03028
OG0000199	Praj.g_00210	Syan.g_03037
OG0000200	Praj.g_00223	Syan.g_03055
OG0000201	Praj.g_00232	Syan.g_03074
OG0000202	Praj.g_00233	Syan.g_03075
OG0000203	Praj.g_00234	Syan.g_03076
OG0000204	Praj.g_00235	Syan.g_03077
OG0000205	Praj.g_00242	Syan.g_03087
OG0000206	Praj.g_00246	Syan.g_03095
OG0000207	Praj.g_00248	Syan.g_03100
OG0000208	Praj.g_00249	Syan.g_03101
OG0000209	Praj.g_00258	Syan.g_01521
OG0000210	Praj.g_00259	Syan.g_01522
OG0000211	Praj.g_00273	Syan.g_02416
OG0000212	Praj.g_00281	Syan.g_01508, Syan.g_02438
OG0000213	Praj.g_00296	Syan.g_02059
OG0000214	Praj.g_00304	Syan.g_02040
OG0000215	Praj.g_00328	Syan.g_02010
OG0000216	Praj.g_00329	Syan.g_02006
OG0000217	Praj.g_00332	Syan.g_02001
OG0000218	Praj.g_00334	Syan.g_01999
OG0000219	Praj.g_00335	Syan.g_01998
OG0000220	Praj.g_00336	Syan.g_01997
OG0000221	Praj.g_00337	Syan.g_01994
OG0000222	Praj.g_00345	Syan.g_01981
OG0000223	Praj.g_00358	Syan.g_00228
OG0000224	Praj.g_00360	Syan.g_01959
OG0000225	Praj.g_00391	Syan.g_02997
OG0000226	Praj.g_00395	Syan.g_02990
OG0000227	Praj.g_00397	Syan.g_02988
OG0000228	Praj.g_00402	Syan.g_02315
OG0000229	Praj.g_00430	Syan.g_02396
OG0000230	Praj.g_00432	Syan.g_02398
OG0000231	Praj.g_00443	Syan.g_01333
OG0000232	Praj.g_00451	Syan.g_02801
OG0000233	Praj.g_00459	Syan.g_02876
OG0000234	Praj.g_00468	Syan.g_02844
OG0000235	Praj.g_00472	Syan.g_02765
OG0000236	Praj.g_00485	Syan.g_02749
OG0000237	Praj.g_00498	Syan.g_02731
OG0000238	Praj.g_00504	Syan.g_02726
OG0000239	Praj.g_00516	Syan.g_01187
OG0000240	Praj.g_00517	Syan.g_01186
OG0000241	Praj.g_00521	Syan.g_00822
OG0000242	Praj.g_00523	Syan.g_01168
OG0000243	Praj.g_00534	Syan.g_00840
OG0000244	Praj.g_00537	Syan.g_00848
OG0000245	Praj.g_00539	Syan.g_00850
OG0000246	Praj.g_00543	Syan.g_00854
OG0000247	Praj.g_00553	Syan.g_00866
OG0000248	Praj.g_00555	Syan.g_00869
OG0000249	Praj.g_00557	Syan.g_00871
OG0000250	Praj.g_00562	Syan.g_00878
OG0000251	Praj.g_00578	Syan.g_00961
OG0000252	Praj.g_00580	Syan.g_00966
OG0000253	Praj.g_00582	Syan.g_01000
OG0000254	Praj.g_00599	Syan.g_01026
OG0000255	Praj.g_00605	Syan.g_00978
OG0000256	Praj.g_00615	Syan.g_00001, Syan.g_01135
OG0000257	Praj.g_00618	Syan.g_00827
OG0000258	Praj.g_00631	Syan.g_00803
OG0000259	Praj.g_00648	Syan.g_00772
OG0000260	Praj.g_00651	Syan.g_00769
OG0000261	Praj.g_00654	Syan.g_00765
OG0000262	Praj.g_00659	Syan.g_00760
OG0000263	Praj.g_00673	Syan.g_02618
OG0000264	Praj.g_00684	Syan.g_00540
OG0000266	Praj.g_00708	Syan.g_00330
OG0000267	Praj.g_00721	Syan.g_00470
OG0000268	Praj.g_00722	Syan.g_00471
OG0000269	Praj.g_00764	Syan.g_00695
OG0000270	Praj.g_00767	Syan.g_00692
OG0000271	Praj.g_00775	Syan.g_00684
OG0000272	Praj.g_00776	Syan.g_00683
OG0000273	Praj.g_00801	Syan.g_00654
OG0000274	Praj.g_00802	Syan.g_00653
OG0000275	Praj.g_00804	Syan.g_00373
OG0000276	Praj.g_00810	Syan.g_00380
OG0000277	Praj.g_00811	Syan.g_00381
OG0000278	Praj.g_00815	Syan.g_00384
OG0000279	Praj.g_00822	Syan.g_00398
OG0000280	Praj.g_01326	Syan.g_00518
OG0000282	Praj.g_00889	Syan.g_00739
OG0000283	Praj.g_00920	Syan.g_00491
OG0000284	Praj.g_00925	Syan.g_00497
OG0000285	Praj.g_00930	Syan.g_00533
OG0000286	Praj.g_00945	Syan.g_00564
OG0000287	Praj.g_00085	Syan.g_00593
OG0000288	Praj.g_00994	Syan.g_00364
OG0000289	Praj.g_01005	Syan.g_00350
OG0000290	Praj.g_01021	Syan.g_00293
OG0000291	Praj.g_01023	Syan.g_00291
OG0000292	Praj.g_01196	Syan.g_01703
OG0000293	Praj.g_01470	Syan.g_02709
OG0000294	Praj.g_01469	Syan.g_02708
OG0000295	Praj.g_01447	Syan.g_02662
OG0000296	Praj.g_01445	Syan.g_02660
OG0000299	Praj.g_01417	Syan.g_02601
OG0000301	Praj.g_01413	Syan.g_02592
OG0000302	Praj.g_01410	Syan.g_02591
OG0000303	Praj.g_01405	Syan.g_02582
OG0000304	Praj.g_01402	Syan.g_02556
OG0000305	Praj.g_01734	Syan.g_00195
OG0000306	Praj.g_00833	Syan.g_00087
OG0000307	Praj.g_01584	Syan.g_02782
OG0000308	Praj.g_01585	Syan.g_02784
OG0000309	Praj.g_01589	Syan.g_02883
OG0000310	Praj.g_01616	Syan.g_01304
OG0000311	Praj.g_01618	Syan.g_01299
OG0000312	Praj.g_01621	Syan.g_01290
OG0000313	Praj.g_01636	Syan.g_01271
OG0000314	Praj.g_01657	Syan.g_02823
OG0000315	Praj.g_01667	Syan.g_02833
OG0000316	Praj.g_01692	Syan.g_01354
OG0000317	Praj.g_01766	Syan.g_01396
OG0000318	Praj.g_01769	Syan.g_01401
OG0000319	Praj.g_01780	Syan.g_01425
OG0000320	Praj.g_01782	Syan.g_01427
OG0000321	Praj.g_01783	Syan.g_01428
OG0000322	Praj.g_01784	Syan.g_01429
OG0000323	Praj.g_01793	Syan.g_01442
OG0000324	Praj.g_01820	Syan.g_01472
OG0000325	Praj.g_01870	Syan.g_02107
OG0000326	Praj.g_01876	Syan.g_02114
OG0000327	Praj.g_01910	Syan.g_02244
OG0000328	Praj.g_01911	Syan.g_02243
OG0000329	Praj.g_01928	Syan.g_02225
OG0000330	Praj.g_01929	Syan.g_02224
OG0000331	Praj.g_01930	Syan.g_02223
OG0000332	Praj.g_01944	Syan.g_02208
OG0000333	Praj.g_01946	Syan.g_02205
OG0000334	Praj.g_01955	Syan.g_00247, Syan.g_02194
OG0000335	Praj.g_01960	Syan.g_02189
OG0000336	Praj.g_01964	Syan.g_02185
OG0000337	Praj.g_01982	Syan.g_01949
OG0000338	Praj.g_01983	Syan.g_01943
OG0000339	Praj.g_01988	Syan.g_01935, Syan.g_00264
OG0000340	Praj.g_01997	Syan.g_01923
OG0000341	Praj.g_01999	Syan.g_01921
OG0000342	Praj.g_02000	Syan.g_01920
OG0000343	Praj.g_02001	Syan.g_01918
OG0000344	Praj.g_02004	Syan.g_01914
OG0000345	Praj.g_02009	Syan.g_01900
OG0000346	Praj.g_02013	Syan.g_01895
OG0000347	Praj.g_02034	Syan.g_01867
OG0000348	Praj.g_02064	Syan.g_01803
OG0000349	Praj.g_02082	Syan.g_01727
OG0000350	Praj.g_02103	Syan.g_02121
OG0000351	Praj.g_02128	Syan.g_01682
OG0000352	Praj.g_02129	Syan.g_01683
OG0000353	Praj.g_02148	Syan.g_01795
OG0000355	Praj.g_00001	Syan.g_01797
OG0000356	Praj.g_00002	Syan.g_01798
OG0000357	Praj.g_00003	Syan.g_01800
OG0000358	Praj.g_00007	Syan.g_01773
OG0000359	Praj.g_00008	Syan.g_01771
OG0000360	Praj.g_00009	Syan.g_01770
OG0000361	Praj.g_00010	Syan.g_01769
OG0000362	Praj.g_00012	Syan.g_01767
OG0000363	Praj.g_00014	Syan.g_01765
OG0000364	Praj.g_00015	Syan.g_01398
OG0000365	Praj.g_00020	Syan.g_01755
OG0000366	Praj.g_00021	Syan.g_01754
OG0000367	Praj.g_00022	Syan.g_01753
OG0000368	Praj.g_00024	Syan.g_01751
OG0000369	Praj.g_00025	Syan.g_01750
OG0000370	Praj.g_00026	Syan.g_01749
OG0000371	Praj.g_00032	Syan.g_01740
OG0000372	Praj.g_00034	Syan.g_01734
OG0000373	Praj.g_00035	Syan.g_01733
OG0000374	Praj.g_00036	Syan.g_01732
OG0000375	Praj.g_00044	Syan.g_01731
OG0000376	Praj.g_00046	Syan.g_01729
OG0000377	Praj.g_00049	Syan.g_01555
OG0000378	Praj.g_00051	Syan.g_01543
OG0000379	Praj.g_00054	Syan.g_01539
OG0000380	Praj.g_00104	Syan.g_02905
OG0000381	Praj.g_00108	Syan.g_02908
OG0000382	Praj.g_00119	Syan.g_02925
OG0000383	Praj.g_00121	Syan.g_02936
OG0000384	Praj.g_00122	Syan.g_02937
OG0000385	Praj.g_00123	Syan.g_02938
OG0000386	Praj.g_00124	Syan.g_02939
OG0000387	Praj.g_00137	Syan.g_00967
OG0000388	Praj.g_00141	Syan.g_02970
OG0000389	Praj.g_00144	Syan.g_02973
OG0000390	Praj.g_00153	Syan.g_02306
OG0000391	Praj.g_00157	Syan.g_02301
OG0000392	Praj.g_00160	Syan.g_02295
OG0000393	Praj.g_00163	Syan.g_02292
OG0000394	Praj.g_00164	Syan.g_02291
OG0000395	Praj.g_00165	Syan.g_02290
OG0000396	Praj.g_00168	Syan.g_02287
OG0000397	Praj.g_00170	Syan.g_02285
OG0000398	Praj.g_00173	Syan.g_02279
OG0000399	Praj.g_00174	Syan.g_02278
OG0000400	Praj.g_00175	Syan.g_02277
OG0000401	Praj.g_00176	Syan.g_02274
OG0000402	Praj.g_01057	Syan.g_02272
OG0000403	Praj.g_00177	Syan.g_02271
OG0000404	Praj.g_00178	Syan.g_02269
OG0000405	Praj.g_00183	Syan.g_03005
OG0000406	Praj.g_00187	Syan.g_03010
OG0000407	Praj.g_00188	Syan.g_03011
OG0000408	Praj.g_00190	Syan.g_03013
OG0000409	Praj.g_00192	Syan.g_03015
OG0000410	Praj.g_00193	Syan.g_03016
OG0000411	Praj.g_00194	Syan.g_03017
OG0000412	Praj.g_00195	Syan.g_03018
OG0000413	Praj.g_00196	Syan.g_03020
OG0000414	Praj.g_00197	Syan.g_03021
OG0000415	Praj.g_00198	Syan.g_03022
OG0000416	Praj.g_00199	Syan.g_03023
OG0000417	Praj.g_00200	Syan.g_03025
OG0000418	Praj.g_00205	Syan.g_03030
OG0000419	Praj.g_00207	Syan.g_03033
OG0000420	Praj.g_00208	Syan.g_03035
OG0000421	Praj.g_00212	Syan.g_03040
OG0000422	Praj.g_00213	Syan.g_03041
OG0000423	Praj.g_00214	Syan.g_03042
OG0000424	Praj.g_00215	Syan.g_03043
OG0000425	Praj.g_00216	Syan.g_03044
OG0000426	Praj.g_00217	Syan.g_03045
OG0000427	Praj.g_00218	Syan.g_03046
OG0000428	Praj.g_00220	Syan.g_03049
OG0000429	Praj.g_00221	Syan.g_03051
OG0000430	Praj.g_00222	Syan.g_03053
OG0000431	Praj.g_00224	Syan.g_03058
OG0000432	Praj.g_00228	Syan.g_03065
OG0000433	Praj.g_00229	Syan.g_03068
OG0000434	Praj.g_00230	Syan.g_03069
OG0000435	Praj.g_00231	Syan.g_03071
OG0000436	Praj.g_00236	Syan.g_03079
OG0000437	Praj.g_00237	Syan.g_03080
OG0000438	Praj.g_00238	Syan.g_03083
OG0000439	Praj.g_00240	Syan.g_03085
OG0000440	Praj.g_00241	Syan.g_03086
OG0000441	Praj.g_00243	Syan.g_03089
OG0000442	Praj.g_00244	Syan.g_03090
OG0000443	Praj.g_00245	Syan.g_03094
OG0000444	Praj.g_00250	Syan.g_03102
OG0000445	Praj.g_00251	Syan.g_03103
OG0000446	Praj.g_00252	Syan.g_03105
OG0000447	Praj.g_00253	Syan.g_03111
OG0000448	Praj.g_00254	Syan.g_03112
OG0000449	Praj.g_00255	Syan.g_03113
OG0000450	Praj.g_00256	Syan.g_01518
OG0000451	Praj.g_00257	Syan.g_01519
OG0000452	Praj.g_00260	Syan.g_01523
OG0000453	Praj.g_00261	Syan.g_01524
OG0000454	Praj.g_00262	Syan.g_01525
OG0000455	Praj.g_00263	Syan.g_01526
OG0000456	Praj.g_00264	Syan.g_01527
OG0000457	Praj.g_00265	Syan.g_01529
OG0000458	Praj.g_00266	Syan.g_01530
OG0000459	Praj.g_00267	Syan.g_01531
OG0000460	Praj.g_00275	Syan.g_02423
OG0000461	Praj.g_00283	Syan.g_02099
OG0000462	Praj.g_00285	Syan.g_02096
OG0000463	Praj.g_00286	Syan.g_02095
OG0000464	Praj.g_00287	Syan.g_02094
OG0000465	Praj.g_00288	Syan.g_02092
OG0000466	Praj.g_00289	Syan.g_02087
OG0000467	Praj.g_00290	Syan.g_02086
OG0000468	Praj.g_00292	Syan.g_02063
OG0000469	Praj.g_00299	Syan.g_02046
OG0000470	Praj.g_00301	Syan.g_02044
OG0000471	Praj.g_00302	Syan.g_02043
OG0000472	Praj.g_00303	Syan.g_02041
OG0000473	Praj.g_00305	Syan.g_02039
OG0000474	Praj.g_00306	Syan.g_02038
OG0000475	Praj.g_00307	Syan.g_02037
OG0000476	Praj.g_00309	Syan.g_02035
OG0000477	Praj.g_00311	Syan.g_02029
OG0000478	Praj.g_00312	Syan.g_02028
OG0000479	Praj.g_00313	Syan.g_02027
OG0000480	Praj.g_00318	Syan.g_02020
OG0000481	Praj.g_00320	Syan.g_00975
OG0000482	Praj.g_00321	Syan.g_02018
OG0000483	Praj.g_00324	Syan.g_02014
OG0000484	Praj.g_00325	Syan.g_02013
OG0000485	Praj.g_00326	Syan.g_02012
OG0000486	Praj.g_00327	Syan.g_02011
OG0000487	Praj.g_00330	Syan.g_02005
OG0000488	Praj.g_00333	Syan.g_02000
OG0000489	Praj.g_00338	Syan.g_01993
OG0000490	Praj.g_00343	Syan.g_01985
OG0000491	Praj.g_00344	Syan.g_01983
OG0000492	Praj.g_00346	Syan.g_01980
OG0000493	Praj.g_00347	Syan.g_01979
OG0000494	Praj.g_00348	Syan.g_01978
OG0000495	Praj.g_00349	Syan.g_01977
OG0000496	Praj.g_00350	Syan.g_01976
OG0000497	Praj.g_00351	Syan.g_01975
OG0000498	Praj.g_00352	Syan.g_01974
OG0000499	Praj.g_00353	Syan.g_01973
OG0000500	Praj.g_00354	Syan.g_01972
OG0000501	Praj.g_00356	Syan.g_01969
OG0000502	Praj.g_00359	Syan.g_01961
OG0000503	Praj.g_00380	Syan.g_02144
OG0000504	Praj.g_00382	Syan.g_02142
OG0000505	Praj.g_00383	Syan.g_02141
OG0000506	Praj.g_00384	Syan.g_02139
OG0000507	Praj.g_00387	Syan.g_02133
OG0000508	Praj.g_00390	Syan.g_02998
OG0000509	Praj.g_00392	Syan.g_02993
OG0000510	Praj.g_00393	Syan.g_02992
OG0000511	Praj.g_00394	Syan.g_02991
OG0000512	Praj.g_00396	Syan.g_02989
OG0000513	Praj.g_00406	Syan.g_02320
OG0000514	Praj.g_00425	Syan.g_02326
OG0000515	Praj.g_00426	Syan.g_02327
OG0000516	Praj.g_00427	Syan.g_02389
OG0000517	Praj.g_00429	Syan.g_02395
OG0000518	Praj.g_00440	Syan.g_01336
OG0000519	Praj.g_00441	Syan.g_01335
OG0000520	Praj.g_00442	Syan.g_01334
OG0000521	Praj.g_00447	Syan.g_02805
OG0000522	Praj.g_00449	Syan.g_02803
OG0000523	Praj.g_00450	Syan.g_02802
OG0000524	Praj.g_00457	Syan.g_02878
OG0000525	Praj.g_00461	Syan.g_02853
OG0000526	Praj.g_00462	Syan.g_02852
OG0000527	Praj.g_00465	Syan.g_02848
OG0000528	Praj.g_00471	Syan.g_02767
OG0000529	Praj.g_00474	Syan.g_02763
OG0000530	Praj.g_00477	Syan.g_02760
OG0000531	Praj.g_00478	Syan.g_02759
OG0000532	Praj.g_00479	Syan.g_02756
OG0000533	Praj.g_00480	Syan.g_02754
OG0000534	Praj.g_00481	Syan.g_02753
OG0000535	Praj.g_00482	Syan.g_02752
OG0000536	Praj.g_00483	Syan.g_02751
OG0000537	Praj.g_00484	Syan.g_02750
OG0000538	Praj.g_00492	Syan.g_02738
OG0000539	Praj.g_00493	Syan.g_02737
OG0000540	Praj.g_00494	Syan.g_02736
OG0000541	Praj.g_00495	Syan.g_02735
OG0000542	Praj.g_00497	Syan.g_02732
OG0000543	Praj.g_00499	Syan.g_02730
OG0000544	Praj.g_00500	Syan.g_02729
OG0000545	Praj.g_00502	Syan.g_02727
OG0000546	Praj.g_00505	Syan.g_02725
OG0000547	Praj.g_00507	Syan.g_02723
OG0000548	Praj.g_00508	Syan.g_02722
OG0000549	Praj.g_00511	Syan.g_01194
OG0000550	Praj.g_00515	Syan.g_01189
OG0000551	Praj.g_00518	Syan.g_01184
OG0000552	Praj.g_00519	Syan.g_01183
OG0000553	Praj.g_00520	Syan.g_01179
OG0000554	Praj.g_00525	Syan.g_01165
OG0000555	Praj.g_00533	Syan.g_00839
OG0000556	Praj.g_00535	Syan.g_00842
OG0000557	Praj.g_00536	Syan.g_00847
OG0000558	Praj.g_00538	Syan.g_00849
OG0000559	Praj.g_00542	Syan.g_00853
OG0000560	Praj.g_00545	Syan.g_00856
OG0000561	Praj.g_00546	Syan.g_00857
OG0000562	Praj.g_00547	Syan.g_00858
OG0000563	Praj.g_00548	Syan.g_00859
OG0000564	Praj.g_00549	Syan.g_00860
OG0000565	Praj.g_00552	Syan.g_00864
OG0000566	Praj.g_00554	Syan.g_00868
OG0000567	Praj.g_00558	Syan.g_00872
OG0000568	Praj.g_00559	Syan.g_00874
OG0000569	Praj.g_00560	Syan.g_00875
OG0000570	Praj.g_00561	Syan.g_00876
OG0000571	Praj.g_00563	Syan.g_00879
OG0000572	Praj.g_00574	Syan.g_00954
OG0000573	Praj.g_00579	Syan.g_00963
OG0000574	Praj.g_00581	Syan.g_00965
OG0000575	Praj.g_00584	Syan.g_01003
OG0000576	Praj.g_00586	Syan.g_01007
OG0000577	Praj.g_00587	Syan.g_01008
OG0000578	Praj.g_00588	Syan.g_01009
OG0000579	Praj.g_00589	Syan.g_01010
OG0000580	Praj.g_00590	Syan.g_01011
OG0000581	Praj.g_00593	Syan.g_01018
OG0000582	Praj.g_00596	Syan.g_01030
OG0000583	Praj.g_00597	Syan.g_01029
OG0000584	Praj.g_00598	Syan.g_01028
OG0000585	Praj.g_00600	Syan.g_01024
OG0000586	Praj.g_00601	Syan.g_01022
OG0000587	Praj.g_00602	Syan.g_01020
OG0000588	Praj.g_00606	Syan.g_00215
OG0000589	Praj.g_00609	Syan.g_00016
OG0000590	Praj.g_00610	Syan.g_00015
OG0000591	Praj.g_00613	Syan.g_00003
