Orthogroup	Praj	Syaa
OG0000154	Praj.g_00995	Syaa.g_01298
OG0000155	Praj.g_01440	Syaa.g_00804
OG0000156	Praj.g_01517	Syaa.g_00751
OG0000157	Praj.g_01518	Syaa.g_00750
OG0000158	Praj.g_01995	Syaa.g_00148
OG0000160	Praj.g_01633	Syaa.g_01776
OG0000161	Praj.g_01639	Syaa.g_01782
OG0000162	Praj.g_01645	Syaa.g_01788
OG0000163	Praj.g_01681	Syaa.g_00624
OG0000164	Praj.g_01790	Syaa.g_00507
OG0000165	Praj.g_01798	Syaa.g_00681
OG0000166	Praj.g_01915	Syaa.g_02289
OG0000167	Praj.g_01985	Syaa.g_00160
OG0000168	Praj.g_01996	Syaa.g_00145
OG0000169	Praj.g_02006	Syaa.g_00134
OG0000170	Praj.g_02008	Syaa.g_00128
OG0000171	Praj.g_02030	Syaa.g_00093
OG0000172	Praj.g_02061	Syaa.g_00079
OG0000173	Praj.g_02076	Syaa.g_00060
OG0000174	Praj.g_02107	Syaa.g_02651
OG0000175	Praj.g_02125	Syaa.g_02726
OG0000176	Praj.g_00004	Syaa.g_00004
OG0000177	Praj.g_00005	Syaa.g_00005
OG0000178	Praj.g_00006	Syaa.g_00006
OG0000179	Praj.g_00016	Syaa.g_00023
OG0000180	Praj.g_00017	Syaa.g_00024
OG0000181	Praj.g_00018	Syaa.g_00025
OG0000182	Praj.g_00019	Syaa.g_00026
OG0000183	Praj.g_00023	Syaa.g_00030
OG0000184	Praj.g_00050	Syaa.g_02578
OG0000185	Praj.g_00053	Syaa.g_02575
OG0000186	Praj.g_00102	Syaa.g_00359
OG0000187	Praj.g_00103	Syaa.g_00358
OG0000188	Praj.g_00120	Syaa.g_00334
OG0000189	Praj.g_00134	Syaa.g_02367
OG0000190	Praj.g_00135	Syaa.g_02369
OG0000191	Praj.g_00158	Syaa.g_02404
OG0000192	Praj.g_00162	Syaa.g_02410
OG0000193	Praj.g_00186	Syaa.g_02449
OG0000194	Praj.g_00189	Syaa.g_02452
OG0000195	Praj.g_00191	Syaa.g_02459
OG0000196	Praj.g_00201	Syaa.g_02469
OG0000197	Praj.g_00202	Syaa.g_02470
OG0000198	Praj.g_00203	Syaa.g_02471
OG0000199	Praj.g_00210	Syaa.g_02479
OG0000200	Praj.g_00223	Syaa.g_02496
OG0000201	Praj.g_00232	Syaa.g_02521
OG0000202	Praj.g_00233	Syaa.g_02522
OG0000203	Praj.g_00234	Syaa.g_02523
OG0000204	Praj.g_00235	Syaa.g_02524
OG0000205	Praj.g_00242	Syaa.g_02531
OG0000206	Praj.g_00246	Syaa.g_02538
OG0000207	Praj.g_00248	Syaa.g_02540
OG0000208	Praj.g_00249	Syaa.g_02541
OG0000209	Praj.g_00258	Syaa.g_02556
OG0000210	Praj.g_00259	Syaa.g_02557
OG0000212	Praj.g_00281	Syaa.g_02102
OG0000213	Praj.g_00296	Syaa.g_00295
OG0000214	Praj.g_00304	Syaa.g_00279
OG0000215	Praj.g_00328	Syaa.g_00248
OG0000216	Praj.g_00329	Syaa.g_00244
OG0000217	Praj.g_00332	Syaa.g_00240
OG0000218	Praj.g_00334	Syaa.g_00238
OG0000219	Praj.g_00335	Syaa.g_00237
OG0000220	Praj.g_00336	Syaa.g_00236
OG0000221	Praj.g_00337	Syaa.g_00229
OG0000222	Praj.g_00345	Syaa.g_00215
OG0000223	Praj.g_00358	Syaa.g_00192
OG0000224	Praj.g_00360	Syaa.g_00183
OG0000225	Praj.g_00391	Syaa.g_02166
OG0000226	Praj.g_00395	Syaa.g_02162
OG0000227	Praj.g_00397	Syaa.g_02160
OG0000228	Praj.g_00402	Syaa.g_02150
OG0000229	Praj.g_00430	Syaa.g_00703
OG0000230	Praj.g_00432	Syaa.g_00705
OG0000231	Praj.g_00443	Syaa.g_00717
OG0000232	Praj.g_00451	Syaa.g_01858
OG0000233	Praj.g_00459	Syaa.g_01853
OG0000234	Praj.g_00468	Syaa.g_01841
OG0000235	Praj.g_00472	Syaa.g_02052
OG0000236	Praj.g_00485	Syaa.g_02037
OG0000237	Praj.g_00498	Syaa.g_02020
OG0000238	Praj.g_00504	Syaa.g_02015
OG0000239	Praj.g_00516	Syaa.g_01996
OG0000240	Praj.g_00517	Syaa.g_01995
OG0000241	Praj.g_00521	Syaa.g_01644
OG0000242	Praj.g_00523	Syaa.g_01982
OG0000243	Praj.g_00534	Syaa.g_01960
OG0000244	Praj.g_00537	Syaa.g_01954
OG0000245	Praj.g_00539	Syaa.g_01952
OG0000246	Praj.g_00543	Syaa.g_01948
OG0000247	Praj.g_00553	Syaa.g_01937
OG0000248	Praj.g_00555	Syaa.g_01934
OG0000249	Praj.g_00557	Syaa.g_01932
OG0000250	Praj.g_00562	Syaa.g_01922
OG0000251	Praj.g_00578	Syaa.g_01897
OG0000252	Praj.g_00580	Syaa.g_01894
OG0000253	Praj.g_00582	Syaa.g_01893
OG0000254	Praj.g_00599	Syaa.g_01684
OG0000255	Praj.g_00605	Syaa.g_01668
OG0000256	Praj.g_00615	Syaa.g_01651
OG0000257	Praj.g_00618	Syaa.g_01645
OG0000258	Praj.g_00631	Syaa.g_01624
OG0000259	Praj.g_00648	Syaa.g_01063
OG0000260	Praj.g_00651	Syaa.g_01066
OG0000261	Praj.g_00654	Syaa.g_01069
OG0000262	Praj.g_00659	Syaa.g_01074
OG0000263	Praj.g_00673	Syaa.g_00989
OG0000264	Praj.g_00684	Syaa.g_00910
OG0000265	Praj.g_00698	Syaa.g_00931, Syaa.g_01498
OG0000266	Praj.g_00708	Syaa.g_01257, Syaa.g_01258
OG0000267	Praj.g_00721	Syaa.g_01409
OG0000268	Praj.g_00722	Syaa.g_01408
OG0000269	Praj.g_00764	Syaa.g_01149
OG0000270	Praj.g_00767	Syaa.g_01152
OG0000271	Praj.g_00775	Syaa.g_01160
OG0000272	Praj.g_00776	Syaa.g_01161
OG0000273	Praj.g_00801	Syaa.g_00844
OG0000274	Praj.g_00802	Syaa.g_00843
OG0000275	Praj.g_00804	Syaa.g_00840
OG0000276	Praj.g_00810	Syaa.g_00834
OG0000277	Praj.g_00811	Syaa.g_00833
OG0000278	Praj.g_00815	Syaa.g_00830
OG0000279	Praj.g_00822	Syaa.g_00822
OG0000280	Praj.g_01326	Syaa.g_00815
OG0000282	Praj.g_00889	Syaa.g_01096
OG0000283	Praj.g_00920	Syaa.g_01396
OG0000284	Praj.g_00925	Syaa.g_01390
OG0000285	Praj.g_00930	Syaa.g_01377
OG0000286	Praj.g_00945	Syaa.g_01358
OG0000287	Praj.g_00085	Syaa.g_01330
OG0000288	Praj.g_00994	Syaa.g_01299
OG0000289	Praj.g_01005	Syaa.g_01285
OG0000290	Praj.g_01021	Syaa.g_00875
OG0000291	Praj.g_01023	Syaa.g_00877
OG0000292	Praj.g_01196	Syaa.g_02751
OG0000293	Praj.g_01470	Syaa.g_00758
OG0000294	Praj.g_01469	Syaa.g_00759
OG0000295	Praj.g_01447	Syaa.g_00796
OG0000296	Praj.g_01445	Syaa.g_00798
OG0000297	Praj.g_01437	Syaa.g_01021
OG0000298	Praj.g_01436	Syaa.g_01010
OG0000299	Praj.g_01417	Syaa.g_00982
OG0000300	Praj.g_01414	Syaa.g_00976
OG0000301	Praj.g_01413	Syaa.g_00975
OG0000302	Praj.g_01410	Syaa.g_00972
OG0000303	Praj.g_01405	Syaa.g_00963
OG0000304	Praj.g_01402	Syaa.g_00957
OG0000305	Praj.g_01734	Syaa.g_00881
OG0000306	Praj.g_00833	Syaa.g_00807
OG0000307	Praj.g_01584	Syaa.g_02068
OG0000308	Praj.g_01585	Syaa.g_02070
OG0000309	Praj.g_01589	Syaa.g_02075
OG0000310	Praj.g_01616	Syaa.g_01752
OG0000311	Praj.g_01618	Syaa.g_01757
OG0000312	Praj.g_01621	Syaa.g_01762
OG0000313	Praj.g_01636	Syaa.g_01779
OG0000314	Praj.g_01657	Syaa.g_01806
OG0000315	Praj.g_01667	Syaa.g_01816
OG0000316	Praj.g_01692	Syaa.g_00598
OG0000317	Praj.g_01766	Syaa.g_00556
OG0000318	Praj.g_01769	Syaa.g_00550
OG0000319	Praj.g_01780	Syaa.g_00532
OG0000320	Praj.g_01782	Syaa.g_00530
OG0000321	Praj.g_01783	Syaa.g_00529
OG0000322	Praj.g_01784	Syaa.g_00528
OG0000323	Praj.g_01793	Syaa.g_00496
OG0000324	Praj.g_01820	Syaa.g_00653
OG0000325	Praj.g_01870	Syaa.g_02350
OG0000326	Praj.g_01876	Syaa.g_02343
OG0000327	Praj.g_01910	Syaa.g_02294
OG0000328	Praj.g_01911	Syaa.g_02293
OG0000329	Praj.g_01928	Syaa.g_02275
OG0000330	Praj.g_01929	Syaa.g_02274
OG0000331	Praj.g_01930	Syaa.g_02273
OG0000332	Praj.g_01944	Syaa.g_02258
OG0000333	Praj.g_01946	Syaa.g_02255
OG0000334	Praj.g_01955	Syaa.g_02246
OG0000335	Praj.g_01960	Syaa.g_02241
OG0000336	Praj.g_01964	Syaa.g_02237
OG0000337	Praj.g_01982	Syaa.g_00167
OG0000338	Praj.g_01983	Syaa.g_00162
OG0000339	Praj.g_01988	Syaa.g_00156
OG0000340	Praj.g_01997	Syaa.g_00144
OG0000341	Praj.g_01999	Syaa.g_00142
OG0000342	Praj.g_02000	Syaa.g_00141
OG0000343	Praj.g_02001	Syaa.g_00140
OG0000344	Praj.g_02004	Syaa.g_00136
OG0000345	Praj.g_02009	Syaa.g_00127
OG0000346	Praj.g_02013	Syaa.g_00122
OG0000347	Praj.g_02034	Syaa.g_00088
OG0000348	Praj.g_02064	Syaa.g_00071
OG0000349	Praj.g_02082	Syaa.g_00053
OG0000350	Praj.g_02103	Syaa.g_02336
OG0000351	Praj.g_02128	Syaa.g_02730
OG0000352	Praj.g_02129	Syaa.g_02731
OG0000353	Praj.g_02148	Syaa.g_02757
OG0000355	Praj.g_00001	Syaa.g_00001
OG0000356	Praj.g_00002	Syaa.g_00002
OG0000357	Praj.g_00003	Syaa.g_00003
OG0000358	Praj.g_00007	Syaa.g_00007
OG0000359	Praj.g_00008	Syaa.g_00009
OG0000360	Praj.g_00009	Syaa.g_00010
OG0000361	Praj.g_00010	Syaa.g_00011
OG0000362	Praj.g_00012	Syaa.g_00013
OG0000363	Praj.g_00014	Syaa.g_00015
OG0000364	Praj.g_00015	Syaa.g_00016
OG0000365	Praj.g_00020	Syaa.g_00027
OG0000366	Praj.g_00021	Syaa.g_00028
OG0000367	Praj.g_00022	Syaa.g_00029
OG0000368	Praj.g_00024	Syaa.g_00031
OG0000369	Praj.g_00025	Syaa.g_00032
OG0000370	Praj.g_00026	Syaa.g_00033
OG0000371	Praj.g_00032	Syaa.g_00041
OG0000372	Praj.g_00034	Syaa.g_00046
OG0000373	Praj.g_00035	Syaa.g_00047
OG0000374	Praj.g_00036	Syaa.g_00048
OG0000375	Praj.g_00044	Syaa.g_00049
OG0000376	Praj.g_00046	Syaa.g_00051
OG0000377	Praj.g_00049	Syaa.g_02585
OG0000378	Praj.g_00051	Syaa.g_02577
OG0000379	Praj.g_00054	Syaa.g_02574
OG0000380	Praj.g_00104	Syaa.g_00357
OG0000381	Praj.g_00108	Syaa.g_00353
OG0000382	Praj.g_00119	Syaa.g_00335
OG0000383	Praj.g_00121	Syaa.g_00333
OG0000384	Praj.g_00122	Syaa.g_00332
OG0000385	Praj.g_00123	Syaa.g_00331
OG0000386	Praj.g_00124	Syaa.g_00330
OG0000387	Praj.g_00137	Syaa.g_02371
OG0000388	Praj.g_00141	Syaa.g_02375
OG0000389	Praj.g_00144	Syaa.g_02379
OG0000390	Praj.g_00153	Syaa.g_02398
OG0000391	Praj.g_00157	Syaa.g_02403
OG0000392	Praj.g_00160	Syaa.g_02409
OG0000393	Praj.g_00163	Syaa.g_02412
OG0000394	Praj.g_00164	Syaa.g_02413
OG0000395	Praj.g_00165	Syaa.g_02414
OG0000396	Praj.g_00168	Syaa.g_02417
OG0000397	Praj.g_00170	Syaa.g_02419
OG0000398	Praj.g_00173	Syaa.g_02424
OG0000399	Praj.g_00174	Syaa.g_02425
OG0000400	Praj.g_00175	Syaa.g_02426
OG0000401	Praj.g_00176	Syaa.g_02427
OG0000402	Praj.g_01057	Syaa.g_02429
OG0000403	Praj.g_00177	Syaa.g_02430
OG0000404	Praj.g_00178	Syaa.g_02431
OG0000405	Praj.g_00183	Syaa.g_02446
OG0000406	Praj.g_00187	Syaa.g_02450
OG0000407	Praj.g_00188	Syaa.g_02451
OG0000408	Praj.g_00190	Syaa.g_02458
OG0000409	Praj.g_00192	Syaa.g_02460
OG0000410	Praj.g_00193	Syaa.g_02461
OG0000411	Praj.g_00194	Syaa.g_02462
OG0000412	Praj.g_00195	Syaa.g_02463
OG0000413	Praj.g_00196	Syaa.g_02465
OG0000415	Praj.g_00198	Syaa.g_02466
OG0000416	Praj.g_00199	Syaa.g_02467
OG0000417	Praj.g_00200	Syaa.g_02468
OG0000418	Praj.g_00205	Syaa.g_02473
OG0000419	Praj.g_00207	Syaa.g_02475
OG0000420	Praj.g_00208	Syaa.g_02477
OG0000421	Praj.g_00212	Syaa.g_02482
OG0000422	Praj.g_00213	Syaa.g_02483
OG0000423	Praj.g_00214	Syaa.g_02484
OG0000424	Praj.g_00215	Syaa.g_02485
OG0000425	Praj.g_00216	Syaa.g_02486
OG0000426	Praj.g_00217	Syaa.g_02487
OG0000427	Praj.g_00218	Syaa.g_02488
OG0000428	Praj.g_00220	Syaa.g_02491
OG0000429	Praj.g_00221	Syaa.g_02493
OG0000430	Praj.g_00222	Syaa.g_02495
OG0000431	Praj.g_00224	Syaa.g_02498
OG0000432	Praj.g_00228	Syaa.g_02504
OG0000433	Praj.g_00229	Syaa.g_02513
OG0000434	Praj.g_00230	Syaa.g_02514
OG0000435	Praj.g_00231	Syaa.g_02516
OG0000436	Praj.g_00236	Syaa.g_02525
OG0000437	Praj.g_00237	Syaa.g_02526
OG0000438	Praj.g_00238	Syaa.g_02527
OG0000439	Praj.g_00240	Syaa.g_02529
OG0000440	Praj.g_00241	Syaa.g_02530
OG0000441	Praj.g_00243	Syaa.g_02534
OG0000442	Praj.g_00244	Syaa.g_02535
OG0000443	Praj.g_00245	Syaa.g_02536
OG0000444	Praj.g_00250	Syaa.g_02542
OG0000445	Praj.g_00251	Syaa.g_02543
OG0000446	Praj.g_00252	Syaa.g_02545
OG0000447	Praj.g_00253	Syaa.g_02548
OG0000448	Praj.g_00254	Syaa.g_02549
OG0000449	Praj.g_00255	Syaa.g_02550
OG0000450	Praj.g_00256	Syaa.g_02553
OG0000451	Praj.g_00257	Syaa.g_02554
OG0000452	Praj.g_00260	Syaa.g_02558
OG0000453	Praj.g_00261	Syaa.g_02559
OG0000454	Praj.g_00262	Syaa.g_02560
OG0000455	Praj.g_00263	Syaa.g_02561
OG0000456	Praj.g_00264	Syaa.g_02562
OG0000457	Praj.g_00265	Syaa.g_02564
OG0000458	Praj.g_00266	Syaa.g_02565
OG0000459	Praj.g_00267	Syaa.g_02566
OG0000460	Praj.g_00275	Syaa.g_02111
OG0000461	Praj.g_00283	Syaa.g_00318
OG0000462	Praj.g_00285	Syaa.g_00315
OG0000463	Praj.g_00286	Syaa.g_00314
OG0000464	Praj.g_00287	Syaa.g_00313
OG0000465	Praj.g_00288	Syaa.g_00311
OG0000466	Praj.g_00289	Syaa.g_00306
OG0000467	Praj.g_00290	Syaa.g_00304
OG0000468	Praj.g_00292	Syaa.g_00299
OG0000469	Praj.g_00299	Syaa.g_00285
OG0000470	Praj.g_00301	Syaa.g_00283
OG0000471	Praj.g_00302	Syaa.g_00282
OG0000472	Praj.g_00303	Syaa.g_00280
OG0000473	Praj.g_00305	Syaa.g_00278
OG0000474	Praj.g_00306	Syaa.g_00277
OG0000475	Praj.g_00307	Syaa.g_00276
OG0000476	Praj.g_00309	Syaa.g_00274
OG0000477	Praj.g_00311	Syaa.g_00268
OG0000478	Praj.g_00312	Syaa.g_00267
OG0000479	Praj.g_00313	Syaa.g_00266
OG0000480	Praj.g_00318	Syaa.g_00259
OG0000481	Praj.g_00320	Syaa.g_00257
OG0000482	Praj.g_00321	Syaa.g_00256
OG0000483	Praj.g_00324	Syaa.g_00252
OG0000484	Praj.g_00325	Syaa.g_00251
OG0000485	Praj.g_00326	Syaa.g_00250
OG0000486	Praj.g_00327	Syaa.g_00249
OG0000487	Praj.g_00330	Syaa.g_00243
OG0000488	Praj.g_00333	Syaa.g_00239
OG0000489	Praj.g_00338	Syaa.g_00228
OG0000490	Praj.g_00343	Syaa.g_00220
OG0000491	Praj.g_00344	Syaa.g_00218
OG0000492	Praj.g_00346	Syaa.g_00214
OG0000493	Praj.g_00347	Syaa.g_00213
OG0000494	Praj.g_00348	Syaa.g_00212
OG0000495	Praj.g_00349	Syaa.g_00211
OG0000496	Praj.g_00350	Syaa.g_00210
OG0000497	Praj.g_00351	Syaa.g_00209
OG0000498	Praj.g_00352	Syaa.g_00208
OG0000499	Praj.g_00353	Syaa.g_00207
OG0000500	Praj.g_00354	Syaa.g_00206
OG0000501	Praj.g_00356	Syaa.g_00203
OG0000502	Praj.g_00359	Syaa.g_00190
OG0000503	Praj.g_00380	Syaa.g_02182
OG0000504	Praj.g_00382	Syaa.g_02180
OG0000505	Praj.g_00383	Syaa.g_02179
OG0000506	Praj.g_00384	Syaa.g_02177
OG0000507	Praj.g_00387	Syaa.g_02171
OG0000508	Praj.g_00390	Syaa.g_02167
OG0000509	Praj.g_00392	Syaa.g_02165
OG0000510	Praj.g_00393	Syaa.g_02164
OG0000511	Praj.g_00394	Syaa.g_02163
OG0000512	Praj.g_00396	Syaa.g_02161
OG0000513	Praj.g_00406	Syaa.g_02145
OG0000514	Praj.g_00425	Syaa.g_02118
OG0000515	Praj.g_00426	Syaa.g_02117
OG0000516	Praj.g_00427	Syaa.g_00698
OG0000517	Praj.g_00429	Syaa.g_00702
OG0000518	Praj.g_00440	Syaa.g_00714
OG0000519	Praj.g_00441	Syaa.g_00715
OG0000520	Praj.g_00442	Syaa.g_00716
OG0000521	Praj.g_00447	Syaa.g_01864
OG0000522	Praj.g_00449	Syaa.g_01862
OG0000523	Praj.g_00450	Syaa.g_01859
OG0000524	Praj.g_00457	Syaa.g_01856
OG0000525	Praj.g_00461	Syaa.g_01851
OG0000526	Praj.g_00462	Syaa.g_01848
OG0000527	Praj.g_00465	Syaa.g_01844
OG0000528	Praj.g_00471	Syaa.g_02054
OG0000529	Praj.g_00474	Syaa.g_02050
OG0000530	Praj.g_00477	Syaa.g_02047
OG0000531	Praj.g_00478	Syaa.g_02046
OG0000532	Praj.g_00479	Syaa.g_02043
OG0000533	Praj.g_00480	Syaa.g_02042
OG0000534	Praj.g_00481	Syaa.g_02041
OG0000535	Praj.g_00482	Syaa.g_02040
OG0000536	Praj.g_00483	Syaa.g_02039
OG0000537	Praj.g_00484	Syaa.g_02038
OG0000538	Praj.g_00492	Syaa.g_02027
OG0000539	Praj.g_00493	Syaa.g_02026
OG0000540	Praj.g_00494	Syaa.g_02025
OG0000541	Praj.g_00495	Syaa.g_02024
OG0000542	Praj.g_00497	Syaa.g_02021
OG0000543	Praj.g_00499	Syaa.g_02019
OG0000544	Praj.g_00500	Syaa.g_02018
OG0000545	Praj.g_00502	Syaa.g_02016
OG0000546	Praj.g_00505	Syaa.g_02014
OG0000547	Praj.g_00507	Syaa.g_02012
OG0000548	Praj.g_00508	Syaa.g_02011
OG0000549	Praj.g_00511	Syaa.g_02003
OG0000550	Praj.g_00515	Syaa.g_01998
OG0000551	Praj.g_00518	Syaa.g_01993
OG0000552	Praj.g_00519	Syaa.g_01992
OG0000553	Praj.g_00520	Syaa.g_01990
OG0000554	Praj.g_00525	Syaa.g_01979
OG0000555	Praj.g_00533	Syaa.g_01961
OG0000556	Praj.g_00535	Syaa.g_01957
OG0000557	Praj.g_00536	Syaa.g_01955
OG0000558	Praj.g_00538	Syaa.g_01953
OG0000559	Praj.g_00542	Syaa.g_01949
OG0000560	Praj.g_00545	Syaa.g_01946
OG0000561	Praj.g_00546	Syaa.g_01945
OG0000562	Praj.g_00547	Syaa.g_01944
OG0000563	Praj.g_00548	Syaa.g_01943
OG0000564	Praj.g_00549	Syaa.g_01942
OG0000565	Praj.g_00552	Syaa.g_01939
OG0000566	Praj.g_00554	Syaa.g_01935
OG0000567	Praj.g_00558	Syaa.g_01931
